UniprotID	Q9HBX9-4
pNuLoCScore	0.3043224455555556,0.29307993000000004,0.2757663290909091,0.256508854,0.239153118,0.22375645464285715,0.21115234346666664,0.19999067699999998,0.19027942729411762,0.1660992892352941,0.14643774147058822,0.12946389894117646,0.1117565689411765,0.09344660364705884,0.0783313787647059,0.06643984347058825,0.05861479464705883,0.050997706823529415,0.04212491094117647,0.038636305647058826,0.038561507058823524,0.03936853741176471,0.04045552029411764,0.040969599647058826,0.045321387529411776,0.04753667588235294,0.04979494276470589,0.05198760347058824,0.05396554717647059,0.05562573741176471,0.0570123235882353,0.05802308623529412,0.05888071564705882,0.059622146941176464,0.06055435264705882,0.06164234911764705,0.06258089029411765,0.06357332405882353,0.06454443076470588,0.06559136811764707,0.06657319158823531,0.063933631,0.06339352605882353,0.06283899811764705,0.06213400811764707,0.06177895670588235,0.0617232955882353,0.061868667647058825,0.06234229599999999,0.06294793894117647,0.06372738117647059,0.06453478858823529,0.06534413270588235,0.06605261799999998,0.06676297588235293,0.06750504729411763,0.07031085170588235,0.07241932317647058,0.07446999588235292,0.07569409611764705,0.07671460111764704,0.07759937994117647,0.07861123311764703,0.07951307070588234,0.08056536364705881,0.08147287552941176,0.08215942670588236,0.082781052,0.08325719376470588,0.08376733047058824,0.08429924752941176,0.08469802752941176,0.08496859752941177,0.08308556517647059,0.08188135635294118,0.08065502635294118,0.08021658494117648,0.07972275905882353,0.07951551552941177,0.07912634141176471,0.07884869117647059,0.07839400117647059,0.07811568023529412,0.07800909435294118,0.07794720494117649,0.0779494931764706,0.0778332905882353,0.07780920647058825,0.07865030529411766,0.07866173411764707,0.07891414764705884,0.07926919,0.07983264941176471,0.08043605882352942,0.0813161394117647,0.08191588470588235,0.08245155352941176,0.08274978447058823,0.08314233094117646,0.08344964294117646,0.08376769294117646,0.08410408235294119,0.08446328,0.08502134323529412,0.0855220661764706,0.08547654235294119,0.08650643088235294,0.08756833029411765,0.08861039205882353,0.08946905529411764,0.09031218705882353,0.09108973729411764,0.09214182758823529,0.09332809052941177,0.09480181929411764,0.09617564811764708,0.09764694494117648,0.099156164,0.10068982429411766,0.102182769,0.10551953752941179,0.10847507282352942,0.11081999252941177,0.11289236047058823,0.11476747400000001,0.1166938351764706,0.11837323370588235,0.12010804488235294,0.12182491523529411,0.12329236788235291,0.12477164376470587,0.12597922288235294,0.12688192464705883,0.12769744547058823,0.1287480352352941,0.1298454984705882,0.1306705737647059,0.12914795141176472,0.12809665729411765,0.12738289235294115,0.12664730529411763,0.12609097117647058,0.12561937676470586,0.1253965408823529,0.12555847205882356,0.12526347323529413,0.1250284344117647,0.12459620911764707,0.12436465735294121,0.12459517852941178,0.12488816770588235,0.12483818770588237,0.12390495476470587,0.12276599947058822,0.12164703982352941,0.12080043217647057,0.1198960724117647,0.1193619347647059,0.118674043,0.11752340388235294,0.11642131917647058,0.11480973352941175,0.11373360999999997,0.11286485858823526,0.11208181941176469,0.11136886882352938,0.11056881082352939,0.10972534788235291,0.10893418052941176,0.10881124617647057,0.10896554117647057,0.10937661788235294,0.10948354176470587,0.10972639382352942,0.10977537441176471,0.1099486855882353,0.1103841461764706,0.11070128088235295,0.1109418424117647,0.11097618711764708,0.11076997617647058,0.11058290123529411,0.11031254476470588,0.11000533276470588,0.11140082688235295,0.11211338658823528,0.11332661329411764,0.11529573888235292,0.11726233064705882,0.11921198147058823,0.12095556470588234,0.1222892270588235,0.1237089494117647,0.12495077470588235,0.12618641764705885,0.12724756941176474,0.12815143,0.12942969352941178,0.13103958941176472,0.13274334411764707,0.13454285529411766,0.1346252935294118,0.1354688941176471,0.13591054882352943,0.13569971529411767,0.1356661929411765,0.13576666,0.13622724705882353,0.13702303588235293,0.13765743176470588,0.13826227294117646,0.1390224305882353,0.13972767000000003,0.14087173176470588,0.1418665282352941,0.14248178,0.14092821588235294,0.13891968352941175,0.13547656,0.13126367176470588,0.1260329682352941,0.1205219221764706,0.11508181129411764,0.10973318329411763,0.10427967235294117,0.09881348882352939,0.09339354847058823,0.08819364270588237,0.08285683829411765,0.07784982182352941,0.07269751205882352,0.06742430364705881,0.062211946117647056,0.059037677529411754,0.05609179423529411,0.054652978705882344,0.053913979882352935,0.05417942047058823,0.05480231399999999,0.05529318899999999,0.055559465117647054,0.05575237029411765,0.05587913264705882,0.05598712376470588,0.056122254058823526,0.05628614552941176,0.056450420588235295,0.05655695094117647,0.05752296994117647,0.05852608335294117,0.05920147547058823,0.05998744994117646,0.06076886194117647,0.06146337135294117,0.06214499170588234,0.06282263894117646,0.06343823364705882,0.06407091876470587,0.06456882923529411,0.06489915499999999,0.06515841329411765,0.06525201288235294,0.06538124347058823,0.06552483982352941,0.06565345611764706,0.06501105376470587,0.06428959423529411,0.06382065205882351,0.06323513805882353,0.06254341276470587,0.061943004176470584,0.061332052176470586,0.06070488982352941,0.06010234252941177,0.05947745200000001,0.05895454223529413,0.058714484529411776,0.05853348276470589,0.058497851588235304,0.05846707688235295,0.05993938723529412,0.061316442705882365,0.062476744470588236,0.06354346458823529,0.06463328088235294,0.06572843341176471,0.06700465135294117,0.06811460111764707,0.0690474278235294,0.07009604958823529,0.07126111276470587,0.07245419476470587,0.07370330688235296,0.07491213764705883,0.07619138505882353,0.07747845,0.07867630235294118,0.07832810411764705,0.07802676764705883,0.07794212852941176,0.07799188264705882,0.07805417417647059,0.078236728,0.07834853623529413,0.07859615300000002,0.07901675888235295,0.07944015205882354,0.07975870205882354,0.08011829382352942,0.0804237738235294,0.08064033264705882,0.08080537699999998,0.07984195499999999,0.07924605352941175,0.07910348823529409,0.07902327617647058,0.07866821764705882,0.07824147647058823,0.07787051288235294,0.07743249876470588,0.07695520494117647,0.076592717,0.07617263135294117,0.07558751523529413,0.07498662111764705,0.07446477464705882,0.07409433441176472,0.07399795700000002,0.07412237794117649,0.07527970088235295,0.07618086529411765,0.07678145294117647,0.07730494147058825,0.07809425382352943,0.0789577861764706,0.07991833529411765,0.08097766529411765,0.08212158117647057,0.08322086317647057,0.08439093494117646,0.08570843847058823,0.08711626964705879,0.08841859435294117,0.08968763164705881,0.09334337435294117,0.09607640494117647,0.09832323435294117,0.10023050023529413,0.10210810641176471,0.1038474381764706,0.10527860464705882,0.10689389670588235,0.10847896023529413,0.1100306131764706,0.11148361141176472,0.1128854005882353,0.11395192911764707,0.11464938205882352,0.11522079029411764,0.1156911244117647,0.11565944711764706,0.11273917623529411,0.1103192256470588,0.10823250329411765,0.10601111829411765,0.10334264329411766,0.10092273917647059,0.09864640535294117,0.09601819447058825,0.09321007152941178,0.09023594505882354,0.08708706152941177,0.08376925211764706,0.08081984270588236,0.07812475594117647,0.0753239118235294,0.07149416217647057,0.06816812088235293,0.06524004352941176,0.06256149605882354,0.060124966058823524,0.05805051811764706,0.05621924635294118,0.05430035952941177,0.05253331582352942,0.05090877894117647,0.049388424470588235,0.04798235094117648,0.04671387388235295,0.04559635300000001,0.0444515685882353,0.0433069635882353,0.04223245788235295,0.04219926752941177,0.04209589047058823,0.041898833176470585,0.041643676176470586,0.041351062647058824,0.04106047758823529,0.04082314111764706,0.040618551941176466,0.040412407117647056,0.040197176705882354,0.039975542117647055,0.039753438588235296,0.03955807523529413,0.03936465747058824,0.039176184529411774,0.03936976652941177,0.039585018823529425,0.03976410752941178,0.03986772376470588,0.03998072735294117,0.04007315752941176,0.04016230929411763,0.040193928000000004,0.04025396270588236,0.040310666647058825,0.040378865294117654,0.04044823588235294,0.040525365823529405,0.04061659247058823,0.040697181705882345,0.04076332576470587,0.04084490988235294,0.040592785294117646,0.040430568,0.04038942435294118,0.04037146111764706,0.040373408352941176,0.040405295,0.040465686470588236,0.040625704588235285,0.04078572694117648,0.04096526311764706,0.04113749270588236,0.04130500458823529,0.041455704882352944,0.041608742000000004,0.04177515047058824,0.0423913785882353,0.04295676505882354,0.04353831941176472,0.04410106635294118,0.044573080705882354,0.04495024335294118,0.04522011099999999,0.04541981005882352,0.04558081329411763,0.045686921411764704,0.04575650905882352,0.04573050376470588,0.04571529082352941,0.04569636588235294,0.04566357782352942,0.0456221075882353,0.0455553761764706,0.0450418415882353,0.0445616895882353,0.04402917723529413,0.0435074075882353,0.04306691947058824,0.04273347023529412,0.04247715788235294,0.04224959547058824,0.04204238135294118,0.04189250064705883,0.041772382882352944,0.041733468176470584,0.0416636664117647,0.04160578088235294,0.04157006717647058,0.04142320929411764,0.04129436082352942,0.04118486511764705,0.040959296529411764,0.04059076664705882,0.040110780294117646,0.039514605882352935,0.03888307276470587,0.038120116882352936,0.03727410370588235,0.03635220311764706,0.035349857235294116,0.03427603176470588,0.03316800864705882,0.03203297852941176,0.03086435035294118,0.029658870058823526,0.028543405999999993,0.02740942564705882,0.026247556294117645,0.025187086882352938,0.024268150999999998,0.02344508229411765,0.022722851176470587,0.022021282588235297,0.021454550647058823,0.020983976117647057,0.02057774517647059,0.020239505647058818,0.019962308000000005,0.019718918,0.01951367082352941,0.019218951588235295,0.01895747011764706,0.01871037211764706,0.018477518235294116,0.018254179294117646,0.01803864076470588,0.01783714011764706,0.017645366235294117,0.017465062941176474,0.017295954588235293,0.017136334411764705,0.016985129941176468,0.016842196470588235,0.01670575905882353,0.016573968352941178,0.01644747494117647,0.016325949058823532,0.016322140529411767,0.016315340882352942,0.016313391470588235,0.016316574411764703,0.016324075352941177,0.016336685529411768,0.016347716470588233,0.016357835470588236,0.01636543182352941,0.016369971411764703,0.01637277494117647,0.01637369629411764,0.016372724117647054,0.016370695058823524,0.016367287529411766,0.016330974823529413,0.016292941529411766,0.016253866705882355,0.016215214823529413,0.016176079235294117,0.01613694194117647,0.016097178411764706,0.01605769205882353,0.016018754352941172,0.01598007388235294,0.015942828058823532,0.015905959411764706,0.015869523411764706,0.015833722999999997,0.01579857282352941,0.015764326,0.015731020058823528,0.015730063176470587,0.015730185705882353,0.015731145647058825,0.015732034235294116,0.015733100411764706,0.015734005235294116,0.01573553976470588,0.015736895647058824,0.015738028470588236,0.015739200529411766,0.015739603999999997,0.015740267647058822,0.015740734,0.01574123082352941,0.015741900235294117,0.01574254094117647,0.015742453176470585,0.015742178941176473,0.015741726647058824,0.015741569764705882,0.015741856529411763,0.015742085882352944,0.015742145941176473,0.015741680058823527,0.015741213941176474,0.015740700764705882,0.015740072588235295,0.015739666470588234,0.01573945117647059,0.015739245588235293,0.01573859658823529,0.015737072647058824,0.015734502999999997,0.015732357235294116,0.01573036794117647,0.015728461176470587,0.015725868882352938,0.01572277005882353,0.015719602411764705,0.015716533,0.015714036294117644,0.015711589058823527,0.015709155294117646,0.01570666994117647,0.015704212941176465,0.01570186058823529,0.01569972664705882,0.01570058382352941,0.015704372764705887,0.0157090775882353,0.015714104294117653,0.015718637117647063,0.015723031941176472,0.015728022235294115,0.015732356176470588,0.015735964588235295,0.015738725352941175,0.01574025929411765,0.01574091111764706,0.01574061605882353,0.01573908217647059,0.015736581352941176,0.015733021705882352,0.01572865788235294,0.015721181352941177,0.01571106794117647,0.015700489529411762,0.01568939152941176,0.0156784775,0.015667501147058824,0.01565601267647059,0.015644933911764705,0.01563436744117647,0.015624201088235293,0.015614911676470588,0.015606144088235293,0.015598086676470587,0.015591177235294119,0.015584750529411766,0.015573121529411767,0.015562969058823529,0.01555361623529412,0.015544608823529413,0.015536158000000003,0.015528096735294117,0.015520368676470586,0.015512744205882353,0.015505208323529411,0.015498110676470589,0.015491190647058823,0.015484684705882353,0.015478574647058825,0.015473279882352942,0.015469095294117649,0.015465608617647064,0.01546267585294118,0.01546581023529412,0.015468253058823529,0.015470464735294117,0.015472914617647063,0.015475438735294118,0.01547802094117647,0.015480720352941176,0.015483687999999999,0.015486982000000002,0.015490263823529412,0.015493773852941177,0.0154973355,0.015500786264705886,0.01550364555882353,0.01550558961764706,0.01550993623529412,0.01551424847058824,0.015518116852941174,0.015521996205882356,0.015525707911764705,0.015529501794117648,0.015533254852941174,0.015537061147058821,0.015540869647058824,0.015545116882352942,0.015549321235294119,0.015553430000000002,0.015557180588235294,0.015560698294117645,0.015564212117647061,0.015567805352941177,0.015571394470588236,0.0155720005,0.015572226147058821,0.015572661088235296,0.015572935382352944,0.015573164176470589,0.01557329005882353,0.015573384647058826,0.015573445235294118,0.015573409941176468,0.015572883823529412,0.015572348352941176,0.01557188464705882,0.01557168511764706,0.015571640470588236,0.015571608235294116,0.01557070561764706,0.015570401970588236,0.015570474323529412,0.015569949852941176,0.015569792558823533,0.015569800781250002,0.015569933833333336,0.015569974821428573,0.015569918192307693,0.015569750958333335,0.015569545318181817,0.015569381249999997,0.015569163611111112
pNuLoCDScore	-0.11404301826143798,-0.1382231563202615,-0.15788470408496738,-0.17485854661437913,-0.1925658766143791,-0.21087584190849676,-0.22599106679084968,-0.23788260208496737,-0.24570765090849678,-0.24208222317647063,-0.2336414181497326,-0.21787254835294118,-0.20059161094117647,-0.18438791723109244,-0.170696823172549,-0.15902107735294116,-0.14495803976470584,-0.11856261335294116,-0.09664279870588233,-0.07747629547058822,-0.05779102176470591,-0.03782086623529413,-0.021319055176470605,-0.008416757235294128,0.00026592099999999536,0.008624440117647049,0.01842944170588235,0.023006043470588225,0.024019383235294123,0.024204786647058822,0.02408891047058824,0.024621768470588244,0.021251804058823535,0.016396955117647063,0.013598583294117644,0.01085139464705881,0.00816846094117648,0.006153219294117641,0.004710972000000001,0.0038455814117647064,0.003461580352941168,0.003325792000000001,0.0031730285294117658,0.0028924394705882386,0.0027632424117647048,0.0024792939411764497,0.002218545117647047,0.0019136791764705618,0.0037376601176470348,0.008485692176470577,0.011076469823529389,0.012855097999999995,0.014580592999999968,0.015820423235294118,0.016887937529411735,0.01764440305882352,0.01822306764705882,0.0185249365882353,0.018432045529411772,0.018246263411764704,0.017913061058823523,0.017714712470588256,0.01753627164705883,0.017192980235294128,0.014657745823529425,0.010666242000000006,0.007411360470588255,0.004960930235294134,0.0035019838235294393,0.0021233791176470673,0.0009042824117647397,-0.00038672929411763535,-0.0017166724705882236,-0.0030788743529411716,-0.004043746470588236,-0.0047719576470588165,-0.005309988823529385,-0.005817837294117639,-0.006465956941176465,-0.006888821058823505,-0.006318292235294107,-0.004423831058823519,-0.0029672087058823376,-0.0013858363529411777,-0.00038393552941176634,0.0007132997647058825,0.001800623882352928,0.0027895432941176385,0.0036028623529411746,0.004355783294117635,0.005026650705882332,0.005440548588235283,0.005820487999999971,0.00615458917647059,0.0066299894117647085,0.007212136764705862,0.006871760882352931,0.006814808235294123,0.007592283235294095,0.008299140294117643,0.008777742647058814,0.009032996470588223,0.00899604764705883,0.00917385258823529,0.009690274058823528,0.010578306058823539,0.011659488352941186,0.012726005176470614,0.013879252000000022,0.015052081647058818,0.016226544294117656,0.01716142576470589,0.019997471352941193,0.022998530470588224,0.024313561647058834,0.025324030176470586,0.026157081941176483,0.02722477988235296,0.028061046647058815,0.0290183075882353,0.02968308764705882,0.029964277352941146,0.029969824470588227,0.029803574764705867,0.029234979705882347,0.028541281470588223,0.028058210941176442,0.027662729470588204,0.025151036235294105,0.0206728785882353,0.01727666476470588,0.014490531882352914,0.011879831294117627,0.009397135999999986,0.007246143058823512,0.005288495999999976,0.003733556823529452,0.0019711053529412187,0.0002567906470588299,-0.0013830137647058705,-0.0025172672941176227,-0.0031022669411764486,-0.0038598675294117535,-0.005007310764705841,-0.006765619000000028,-0.006381951941176495,-0.00644961747058824,-0.006582460176470573,-0.006751232882352937,-0.006729036411764686,-0.006945333764705852,-0.007873136999999975,-0.009137152882352978,-0.010453739705882384,-0.011294824411764728,-0.011731350529411808,-0.012282837941176517,-0.0132263097058824,-0.01431935688235296,-0.015112839823529456,-0.01497077423529411,-0.013954753294117647,-0.012681498647058836,-0.011423814294117637,-0.010412530647058826,-0.009635540941176482,-0.008898668588235292,-0.007574718294117641,-0.006037172999999979,-0.004108452647058794,-0.0027917675882352666,-0.001888671470588188,-0.0013118432352941106,-0.0007859675882352646,-0.0002562660588235066,0.0002799848823529655,0.002466646352941193,0.0033021404117647007,0.004361072117647066,0.0059191209999999855,0.007778788882352949,0.009485587647058813,0.011180190294117626,0.012340541470588204,0.0133248032352941,0.0142494938235294,0.015244575235294142,0.01627138229411766,0.01738145382352943,0.018846792294117662,0.020727044647058837,0.022738011352941193,0.023142028411764715,0.022511906941176524,0.022142280823529453,0.02061480994117651,0.018437384647058852,0.01645421147058826,0.014811095294117671,0.013938020000000023,0.013314086470588224,0.012706657058823526,0.012075855294117616,0.011774861176470558,0.011576240000000015,0.011442038235294105,0.010826938823529392,0.00973843588235293,0.006385360588235273,0.0042943899999999535,7.665882352902997e-06,-0.004646877058823551,-0.00966674705882356,-0.015144270764705883,-0.020684848705882372,-0.026494063764705894,-0.03274336352941176,-0.03884394294117649,-0.044868724470588234,-0.05082878788235293,-0.05687083170588238,-0.06302190994117647,-0.06916901617647059,-0.07505747635294119,-0.07871626976470589,-0.079882006,-0.07938476576470588,-0.07661069305882354,-0.07211898835294117,-0.06634250170588238,-0.06027949729411765,-0.05443999429411764,-0.04872020723529411,-0.04306111852941174,-0.03751441582352941,-0.03220651894117649,-0.026734584235294123,-0.02156367629411765,-0.016247091470588226,-0.010867352705882342,-0.004688976176470586,-0.0005115941764705853,0.0031096812352941205,0.005334471235294118,0.006854882058823536,0.007283950882352945,0.007342677705882351,0.007529449941176464,0.007878768529411766,0.008318548470588223,0.00868969658823529,0.008912031235294104,0.00903615923529412,0.008965867352941179,0.008930822882352932,0.008967888882352941,0.008130486176470587,0.006484970411764698,0.005088118764705878,0.0038332021176470457,0.002466276117647055,0.0010800414117647025,-0.00020198752941175818,-0.0014905867647058701,-0.0027333438235294105,-0.003968576235294105,-0.005091377235294105,-0.005944612764705856,-0.00644392876470587,-0.006718530117647052,-0.0068833918823529225,-0.007057762941176465,-0.0057140688823529365,-0.003694611058823502,-0.0018128497647058733,-0.00027718747058821935,0.0013981428235294163,0.003185020647058834,0.005061647176470591,0.006782548941176483,0.008342537999999997,0.00999370705882352,0.011783660764705862,0.013499652529411738,0.014988822352941189,0.01637865488235294,0.017693533470588226,0.019011373117647057,0.01873691511764706,0.01701166141176469,0.015550023176470598,0.014398663941176476,0.01335860176470588,0.012325740764705884,0.01123207664705883,0.010233935117647058,0.00954872517647061,0.00892070929411766,0.008179039294117674,0.007304507294117676,0.006414986941176454,0.005511636176470575,0.004448947588235289,0.0033269269999999795,0.0011656526470588124,0.000917949411764693,0.0010767205882352554,0.0010811476470588138,0.0006763350000000001,0.00018730229411763333,-0.00036621511764706183,-0.0009160374705882435,-0.0016409480588235464,-0.0024240418823529425,-0.0032675207058823763,-0.004171186823529419,-0.00513167270588237,-0.005958999176470581,-0.006545998235294101,-0.006807419999999967,-0.005719577058823505,-0.003966352647058802,-0.002922622941176442,-0.0022418232352941075,-0.0013632761764705709,-0.00014722264705879784,0.0010872732941176605,0.0024858365294117696,0.004022460352941182,0.005528864176470569,0.0070482318235293995,0.008803419705882332,0.010721817352941185,0.012651494999999971,0.014324259941176448,0.015689674647058796,0.019220996411764682,0.02079670405882353,0.022142369058823524,0.02344904729411766,0.02480316494117646,0.025753184352941175,0.026320818470588217,0.0269755614117647,0.02750129494117648,0.027909032000000028,0.02826274823529415,0.028494465647058848,0.028243490647058833,0.027533112411764732,0.02680219594117647,0.026003492764705885,0.022316072764705888,0.01666277129411764,0.01199599129411763,0.008002003058823523,0.0039030118823529386,-0.0005047948823529436,-0.0043558654705882355,-0.008247491352941186,-0.01246076576470588,-0.016820541647058818,-0.021247666352941175,-0.025798339058823533,-0.030182677000000005,-0.03382953935294117,-0.03709603435294116,-0.04036721258823529,-0.04416528494117648,-0.04457105535294119,-0.04507918211764704,-0.04567100723529412,-0.045886152235294124,-0.0452921251764706,-0.04470349282352941,-0.0443460458235294,-0.04348487864705883,-0.04230129258823531,-0.040847520588235306,-0.039104710588235295,-0.03705537823529411,-0.03522348970588234,-0.03367318735294118,-0.03201694823529411,-0.029261704294117626,-0.025968853352941156,-0.02314415305882353,-0.020662662882352953,-0.01848128988235294,-0.016699455470588237,-0.015158768764705885,-0.013477218411764712,-0.011914763882352956,-0.010496371823529416,-0.009191247764705882,-0.008006808823529422,-0.006960435294117655,-0.0060382777647058836,-0.005086911117647058,-0.0041307790588235235,-0.002862691352941177,-0.002614248705882345,-0.0023317829411764537,-0.002031109411764702,-0.0016629488235294157,-0.0012779051176470616,-0.0008981682941176586,-0.0006292131176470553,-0.0003645892352941091,-0.00010174047058823105,0.00018168858823530004,0.00047269376470588514,0.0007719272352941092,0.0010585172352940986,0.0013325242352941052,0.001587141235294097,0.0014751433529411676,0.0010077664705882214,0.0006664604705882218,0.0005217005882353007,0.0003907337647058931,0.00030025082352941324,0.00024298570588236756,0.000271758470588232,0.00037174188235292865,0.0004750602941176532,0.0005863978235294068,0.0006892568235294175,0.0007796387647058881,0.0008391124117647156,0.0009115602941176595,0.001011824705882368,0.0015464687058823617,0.002363979764705891,0.0031077514117647184,0.003711641999999994,0.0042016195882352905,0.004576835000000001,0.004814815999999993,0.004954123588235285,0.004955108705882345,0.004901194470588226,0.004791245941176463,0.0045930110588235235,0.004410286235294117,0.004240661,0.004054835823529418,0.0038469571176470638,0.0031639975882352955,0.0020850765294117626,0.0010233701764705838,-7.188911764705042e-05,-0.001065673117647055,-0.00188332388235294,-0.0024866407647058733,-0.002942652176470578,-0.003331217823529388,-0.003644540058823524,-0.003864008411764694,-0.003958120882352936,-0.003981822647058826,-0.004032699470588243,-0.004057796941176479,-0.004052040411764719,-0.004132166882352954,-0.0037474807647058794,-0.0033768244705882494,-0.0030698807058823635,-0.002916640941176482,-0.0029561391764705916,-0.003218864352941185,-0.0035940851176470695,-0.004129478588235307,-0.0047682776470588314,-0.005540297529411771,-0.0064225256470588285,-0.0074574364117647035,-0.008495657764705879,-0.009572802352941182,-0.010705716823529405,-0.011764339235294116,-0.012750954823529427,-0.013775439470588232,-0.014711740235294118,-0.015403679764705878,-0.015842629294117647,-0.016069523588235286,-0.016160221588235286,-0.01609883429411764,-0.015819553058823526,-0.015368227000000002,-0.014772112058823526,-0.014036526117647063,-0.013205700647058817,-0.012314060529411763,-0.011350679529411767,-0.010439918470588231,-0.009585935882352934,-0.00869905352941176,-0.007770038058823529,-0.006932907588235292,-0.006229510235294118,-0.005607942176470589,-0.00507748494117647,-0.004556219647058823,-0.00415859605882353,-0.0038476417058823514,-0.0035926152352941214,-0.0033973091764705823,-0.003256548941176475,-0.0031449496470588208,-0.0030661958823529414,-0.002893002529411763,-0.0026353295882352926,-0.00239503123529412,-0.002164126764705881,-0.0019376048823529432,-0.0017145654117647034,-0.001500454588235292,-0.0012976497647058834,-0.0011072274705882373,-0.0009305227647058815,-0.0007663630000000025,-0.0006123549999999985,-0.00046850017647059525,-0.00033303494117647645,-0.00020327329411765419,-8.018741176470459e-05,5.025764705880731e-06,-2.9199000000000586e-05,-6.1474176470587e-05,-9.817664705882162e-05,-0.00014049517647058557,-0.00018713341176470819,-0.00023950711764706215,-0.00029002441176470203,-0.0003390811176470637,-0.00038535794117646946,-0.0004271433529411707,-0.0004668155294117633,-0.0005041728823529344,-0.000539001117647056,-0.0005721222352941119,-0.000602961529411767,-0.0005999547647058852,-0.000562878352941179,-0.0005236810000000015,-0.0004840691764705883,-0.00044404500000000055,-0.00040384152941176296,-0.0003631731764705895,-0.00032215229411764953,-0.0002818587058823485,-0.00024204541176470543,-0.0002036275294117658,-0.0001663554117647091,-0.00012925576470588368,-9.298899999999818e-05,-5.734200000000189e-05,-2.242576470588148e-05,1.1520882352941686e-05,1.2389999999997542e-05,1.1993235294119331e-05,1.0580999999999091e-05,9.535529411765914e-06,8.756117647057415e-06,8.080647058827245e-06,6.606176470590891e-06,4.784411764702928e-06,3.1854705882378154e-06,1.500235294115554e-06,4.6858823529727367e-07,-6.011764705875222e-07,-1.2828235294096157e-06,-1.9852352941170104e-06,-3.303647058826298e-06,-5.468294117644962e-06,-7.950176470587766e-06,-9.821705882356174e-06,-1.1358705882355546e-05,-1.3108588235295066e-05,-1.5987647058825216e-05,-1.9315823529413717e-05,-2.2543529411767765e-05,-2.514705882352558e-05,-2.7177647058829885e-05,-2.9111705882354372e-05,-3.0917294117648736e-05,-3.299652941176484e-05,-3.52382352941244e-05,-3.738500000000436e-05,-3.8869941176470496e-05,-3.648882352941599e-05,-3.0130235294110325e-05,-2.32796470588173e-05,-1.626364705881525e-05,-9.824058823524467e-06,-2.8369411764657404e-06,5.252176470585401e-06,1.2753764705882714e-05,1.9431588235294117e-05,2.468905882353073e-05,2.8670235294122465e-05,3.17558235294127e-05,3.394611764705874e-05,3.4869235294124334e-05,3.472076470588739e-05,3.329505882353201e-05,2.807405882353231e-05,1.680858823529044e-05,1.9903529411696708e-06,-1.3614764705890958e-05,-2.9245588235301406e-05,-4.455444117647256e-05,-6.052108823529148e-05,-7.634349999999929e-05,-9.103067647059024e-05,-0.00010435791176470477,-0.00011605820588235678,-0.00012599944117647026,-0.00013447197058823537,-0.00014099550000000287,-0.00014540411764705705,-0.00014827117647058657,-0.00015553635294117407,-0.00015821229411764823,-0.00015745170588234852,-0.0001558807058823497,-0.00015323352941175837,-0.00015038076470588226,-0.000147132470588238,-0.00014326847058823526,-0.00013972558823529407,-0.00013625676470588148,-0.00013301044117646973,-0.00013022697058823543,-0.00012756944117646787,-0.00012480679411764478,-0.00012208194117646967,-0.00011914191176470162,-0.00011044567647058683,-9.715882352940956e-05,-8.536317647059137e-05,-7.414408823529575e-05,-6.324338235294026e-05,-5.265799999999883e-05,-4.2347735294115396e-05,-3.2023852941176836e-05,-2.152032352941216e-05,-1.1128676470587018e-05,-9.26823529411383e-07,9.089147058823771e-06,1.8760852941175632e-05,2.7506382352944503e-05,3.4550264705881725e-05,3.998099999999623e-05,4.72603823529396e-05,4.84382352941206e-05,4.986379411764559e-05,5.153147058823901e-05,5.279329411764233e-05,5.406305882352941e-05,5.5233911764703686e-05,5.6340794117645115e-05,5.718164705882482e-05,5.813488235294033e-05,5.905741176470691e-05,5.965614705882513e-05,5.9845088235293414e-05,5.991202941175826e-05,6.05665588235306e-05,6.22157352941164e-05,6.145823529411613e-05,5.775202941176068e-05,5.4109294117647005e-05,5.066488235293959e-05,4.7227470588238896e-05,4.366238235294084e-05,4.003520588235533e-05,3.6323500000004505e-05,3.257558823529377e-05,2.8293058823526326e-05,2.356258823529335e-05,1.8918352941174263e-05,1.4704058823526711e-05,1.0986823529415823e-05,7.4283529411748456e-06,3.8028823529396433e-06,-6.88852941176446e-07,-1.5985294117646515e-06,-1.7518235294090856e-06,-2.7112352941199847e-06,-3.1428235294107126e-06,-3.363395220586443e-06,-3.3562254901937233e-06,-3.409825630252758e-06,-3.5270429864248803e-06,-3.6589828431334015e-06,-3.338505347595666e-06,-2.967102941179439e-06,-2.721035947709019e-06,-2.5215065359487226e-06,-2.4768594771244073e-06,-2.4446241830046456e-06,-1.5420065359473406e-06,-1.238359477124043e-06,-1.3107124183005942e-06,-7.862418300638024e-07,-6.289477124214737e-07
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
