UniprotID	Q9H7E2-3
pNuLoCScore	0.3611804433333333,0.352823712,0.34721839000000004,0.34333103750000005,0.3399077138461539,0.3286950342857144,0.31841290866666677,0.3077724743750001,0.2983474641176472,0.28530828529411767,0.2789077,0.27168293058823534,0.2606785423529412,0.2597062594117647,0.2617444070588235,0.25857062999999997,0.25553622588235286,0.2563471052941177,0.2594122723529412,0.26293920941176474,0.26772736647058826,0.27085549882352944,0.2809467600000001,0.28837884235294126,0.3077109711764706,0.3268605447058824,0.34435049411764707,0.3571104105882353,0.36851530764705887,0.38039062176470584,0.3837625752941176,0.38607789117647057,0.39044720764705876,0.3980309370588235,0.40396226999999996,0.4099928088235294,0.41514041823529413,0.4184598164705883,0.4239033629411765,0.4280954470588236,0.43440075235294123,0.4298874435294118,0.4256345664705882,0.41855018999999993,0.41256907117647057,0.4095343988235294,0.40942889470588234,0.4117344376470588,0.4139272294117648,0.4182587323529412,0.4206465694117648,0.42220755529411774,0.4218678611764707,0.4211596017647059,0.42139146529411764,0.4206719776470588,0.41347319470588234,0.41643771588235295,0.4211815923529412,0.42763292529411767,0.43120776470588246,0.4315214694117647,0.4315484505882353,0.43416870058823537,0.4354484664705882,0.4390094829411765,0.44096661411764704,0.44166606529411767,0.44342761411764703,0.4457094323529412,0.4482746129411765,0.44930675882352944,0.4506053794117647,0.46032823823529406,0.4603623547058823,0.4601015347058823,0.45848739235294106,0.45997985705882344,0.46523150999999996,0.4707868652941176,0.4734313152941175,0.47661065529411756,0.4779953458823529,0.4808908535294117,0.48455782823529403,0.48705231941176474,0.48958674647058814,0.49204254882352944,0.49230126470588237,0.4968199117647058,0.5008322494117646,0.5061090894117647,0.5121266388235294,0.5192452811764706,0.5270480652941177,0.53431553,0.5417592747058824,0.5481039041176471,0.5537230923529413,0.5590574394117648,0.5646424752941176,0.5708740388235294,0.5776292647058823,0.5845032611764706,0.590511318235294,0.5988370611764705,0.603440312352941,0.6076529494117646,0.6106395488235294,0.6118874311764707,0.6117289370588236,0.6108270605882352,0.6101278276470589,0.6091938776470589,0.609572804117647,0.6108320529411764,0.6124580588235293,0.61341039,0.6136511988235295,0.6136835847058825,0.6052201735294117,0.6011884188235295,0.5982881058823529,0.5951976735294118,0.5927372217647059,0.5925471741176471,0.5924104329411765,0.5919799388235294,0.5910812894117647,0.5904327452941177,0.5898219523529412,0.5885890864705884,0.5868607588235294,0.5843027235294117,0.5827277094117647,0.5817754505882352,0.5814597858823529,0.58953443,0.5939814064705883,0.597882495882353,0.601701814117647,0.6045845717647059,0.6059355947058824,0.6074121105882353,0.6089068517647059,0.6105372035294119,0.6120466635294117,0.6132791082352941,0.614682635882353,0.6160931164705882,0.6186353929411766,0.6202230852941177,0.6055794111764706,0.6023810700000001,0.6010488788235294,0.6024036870588236,0.6034850305882352,0.6051160594117647,0.6068851341176471,0.6086115735294118,0.6095440047058824,0.6107968047058825,0.6119982411764707,0.6123795723529413,0.6128885435294118,0.6135435217647058,0.6142306829411764,0.6145842358823529,0.6152091164705882,0.631195831764706,0.6348778005882353,0.6359601652941177,0.6345322511764706,0.6339358194117647,0.6332409752941175,0.6326481770588235,0.6318763552941178,0.6317903870588236,0.6315764017647059,0.631504604117647,0.6321011182352939,0.6323266452941174,0.631737064117647,0.6309792011764705,0.6240314541176469,0.6219894305882353,0.621356254117647,0.6221628594117647,0.6239362388235294,0.6259348464705882,0.6277704370588234,0.6291304688235294,0.6309077258823529,0.6326314358823529,0.6344835747058822,0.6362441129411766,0.6377637011764705,0.6387786670588236,0.6399723376470589,0.6416007758823529,0.6438119264705882,0.6522256717647058,0.6556841094117647,0.6578168241176471,0.6589286711764706,0.6596379358823529,0.6596049576470588,0.6591149488235295,0.6586972847058824,0.6580135847058823,0.6575364552941177,0.6569366788235294,0.6565273788235294,0.6564380517647059,0.6567370364705882,0.6571779364705883,0.6545061482352942,0.6542510647058823,0.6542003411764705,0.6544878682352939,0.6549821476470588,0.6551692817647058,0.6547999447058824,0.6544646894117648,0.654406525882353,0.6544396582352943,0.6542732347058824,0.653708625882353,0.653245751764706,0.6524475811764707,0.6517570670588236,0.6511481611764708,0.6502443641176472,0.6525840841176471,0.652364164117647,0.6518516247058822,0.6511143188235293,0.6505129070588234,0.6502959076470587,0.6506666311764706,0.6513336805882354,0.6518125058823531,0.6522726200000002,0.653042921764706,0.6541688541176471,0.6550625988235295,0.6562684341176471,0.6571971105882354,0.6601977852941177,0.6629577176470589,0.664780991764706,0.6657354799999999,0.6672488447058823,0.6687183917647057,0.6702114035294117,0.6716446476470587,0.6732052023529411,0.6746909729411764,0.6759930494117646,0.6773503882352941,0.6783278305882352,0.6793569188235293,0.680216365882353,0.6810874188235294,0.6819506364705882,0.6804566352941176,0.6794713152941176,0.6794377564705882,0.6802851411764704,0.680471288235294,0.6805836258823529,0.6806549847058824,0.6807024811764705,0.680515928235294,0.6800781617647058,0.6796948911764706,0.6792860911764705,0.6791114147058822,0.6787727735294117,0.6787043247058824,0.6806138717647059,0.6802692747058823,0.6798056976470588,0.6791035352941176,0.6779015741176471,0.6768491035294117,0.6757784505882354,0.6744187541176471,0.6733470541176471,0.6724232311764706,0.6709880817647058,0.669465445882353,0.667950051764706,0.666179151764706,0.6646179623529411,0.6631003152941177,0.6616405582352941,0.6581181170588237,0.65695812,0.6561400147058825,0.65544123,0.6550480952941176,0.6546576952941177,0.6545446505882352,0.6548173035294117,0.6547845547058824,0.6545385399999999,0.6547412870588234,0.6552868247058823,0.6558239517647059,0.6564654970588235,0.656879345882353,0.6581966635294118,0.6590701494117647,0.6595763200000001,0.6589534317647059,0.6582160464705883,0.6577637976470588,0.6577225641176472,0.6572244411764706,0.6568019741176471,0.6560475388235295,0.6552321935294118,0.6545065617647059,0.6535937347058823,0.6525467152941176,0.6515627970588236,0.651092945882353,0.6506233070588235,0.649243371764706,0.6482173152941177,0.6475683464705884,0.6480642023529414,0.6485791964705884,0.6489001123529413,0.649063035882353,0.6497095505882353,0.6505549270588236,0.6517100152941178,0.6530026505882354,0.654459788235294,0.6563190911764706,0.6584953964705882,0.6608197347058822,0.6660406347058823,0.672286164117647,0.6783470735294117,0.6844646029411764,0.690706468235294,0.696765908235294,0.7028447905882352,0.708916108235294,0.7149866394117647,0.7207296652941177,0.7260464947058825,0.7313254770588236,0.7364099241176472,0.7411853947058824,0.7455900388235295,0.7498151882352941,0.7538183117647059,0.7543792764705881,0.7539811352941176,0.7537699317647056,0.7533489494117646,0.7524925499999999,0.7516505305882353,0.7507975776470588,0.749861465882353,0.7488587547058825,0.7479912994117648,0.7472178935294119,0.7464581605882354,0.7458167429411766,0.7451741664705883,0.7447620135294118,0.7447971694117648,0.7450104370588236,0.7453197582352943,0.7456668317647059,0.7460205811764705,0.74648394,0.7473056664705882,0.7481494564705882,0.7491585623529412,0.749928985882353,0.7505616152941177,0.7512143535294119,0.7517881917647059,0.7523128041176471,0.7527365947058823,0.7532998517647058,0.7538329870588235,0.7538475194117646,0.753716754117647,0.7535845052941177,0.7532642494117647,0.7529526235294118,0.7526823447058824,0.7523051176470588,0.7519972394117648,0.7515556311764706,0.751379791764706,0.7513091364705882,0.7512240335294118,0.7512788870588236,0.7513134429411764,0.7513687317647058,0.7522065452941175,0.7526196629411763,0.7526522882352941,0.75264558,0.7526627429411765,0.7526303252941177,0.7525259882352942,0.7523174276470589,0.751856185882353,0.7513333976470589,0.7511530447058824,0.7509323547058824,0.7507067823529412,0.7506329970588235,0.7504398876470588,0.7503702523529412,0.75039472,0.7496368470588235,0.7493285917647059,0.7494328605882352,0.7494659311764705,0.7495229094117647,0.7497330017647058,0.7499602076470587,0.7502898117647058,0.7509193394117647,0.7516303335294117,0.752047492352941,0.752508806470588,0.7529688788235295,0.7532628905882353,0.7535617670588235,0.7536254882352942,0.7536273705882351,0.7538094517647058,0.7539877747058823,0.7539795570588235,0.7541821099999999,0.7545547864705882,0.7550257294117647,0.755676095882353,0.7564113288235295,0.7571675952941178,0.7579810600000001,0.7588544211764707,0.7597520041176472,0.7603929488235295,0.7609007247058824,0.761484454117647,0.7622982888235293,0.7630790535294117,0.7635749541176469,0.7639761805882351,0.7643088905882354,0.7646524111764706,0.7647757799999999,0.7648723329411765,0.7646946417647059,0.7644582088235294,0.7642116805882353,0.7637856217647059,0.7633804276470589,0.7629712717647058,0.7628628917647058,0.7615358364705882,0.7616263129411766,0.7617237664705883,0.7620887017647059,0.7619347670588236,0.7618749670588236,0.7619847394117648,0.762022434117647,0.7622108188235296,0.7624223523529413,0.7627860529411765,0.7631396588235293,0.7635735088235294,0.7641647088235295,0.7646776323529412,0.765184344117647,0.7655680735294117,0.7672169441176471,0.7673376988235293,0.7674198776470588,0.7672945364705882,0.7677784211764705,0.7682071211764706,0.7687386270588236,0.7692492352941177,0.7696019299999999,0.7699013847058823,0.7701772135294118,0.7703326405882354,0.7703868817647059,0.7704014523529412,0.7704241405882354,0.7697856170588234,0.7688692194117648,0.7684058464705883,0.7680192505882353,0.7672665152941177,0.7666948329411765,0.7661624305882353,0.7657702676470589,0.7652898735294118,0.7647667617647059,0.7643237176470589,0.7639457141176472,0.7636110582352941,0.7633397135294118,0.7631437723529412,0.76274149,0.7623534517647058,0.7625866105882353,0.7632315470588235,0.7634330105882354,0.7636683723529413,0.7642127370588238,0.7644699047058825,0.7647240694117647,0.7652292676470589,0.7661211064705882,0.76730573,0.7689595770588235,0.7709808158823528,0.7731652452941175,0.7757351276470588,0.7785989805882352,0.7852062135294117,0.7922099105882351,0.7989945988235292,0.8061359247058822,0.8134713670588235,0.8206577970588236,0.8279380382352942,0.8353321376470587,0.8426813305882352,0.8496105388235292,0.8562057823529411,0.8624752235294117,0.8682390823529412,0.8735424294117646,0.8786417235294117,0.8833944470588236,0.887784811764706,0.8885975105882353,0.8889509023529412,0.8895187941176471,0.8897263235294117,0.8898049000000001,0.8899597376470589,0.8900067288235295,0.8900135852941178,0.8900008476470589,0.890041911764706,0.8900749000000001,0.8901694800000001,0.8901919505882353,0.8902292858823531,0.8902612035294117,0.890722424117647,0.8910805535294117,0.8913852335294117,0.8917740182352941,0.8922063147058822,0.8926144882352941,0.893017794117647,0.8932068529411764,0.8932400947058823,0.8932169064705884,0.8932201035294118,0.8932585976470588,0.89332293,0.8934105770588233,0.893541812352941,0.8936809047058822,0.8938198341176469,0.8935264488235292,0.8933180017647057,0.8931466817647057,0.892880152352941,0.8926071523529411,0.8922947082352941,0.8919512458823531,0.8917823811764707,0.8918157129411766,0.8918156011764706,0.8917195570588236,0.8915758400000001,0.891364395882353,0.8910845452941177,0.8907924335294117,0.8900101999999999,0.8892309082352939,0.8883278988235292,0.8874307517647059,0.8866422247058825,0.8856672441176471,0.8848112441176471,0.8840835205882352,0.883333444117647,0.8825239947058823,0.8816070976470588,0.8806419388235294,0.8797805329411766,0.8789723482352941,0.8782266329411764,0.8775478476470588,0.8768287005882353,0.8768964594117646,0.8771807511764704,0.8775674370588233,0.877935972352941,0.8782496841176469,0.8787458705882353,0.8790645435294118,0.8792890317647057,0.8795960082352942,0.8799349135294117,0.8802841929411764,0.8806887164705882,0.8810756399999999,0.88141684,0.8817204552941176,0.8808291288235293,0.8804264582352941,0.8799748658823529,0.8795040152941177,0.8787646447058823,0.8779926211764705,0.8771125952941176,0.8760034105882353,0.8751201611764706,0.8742156752941177,0.8734241835294118,0.8728687747058824,0.8726081311764706,0.8725330429411765,0.8724725135294118,0.8723563547058824,0.8722157076470589,0.8731530252941178,0.8736915700000001,0.8737306388235295,0.8737247694117647,0.8741298535294117,0.8747134476470588,0.875411912352941,0.8764627382352941,0.8773590064705882,0.8783510629411765,0.8792883635294118,0.8801257635294119,0.8807657717647059,0.881334285882353,0.8818941952941176,0.8833482423529411,0.8850158164705881,0.8868184317647057,0.8885945282352941,0.8906104047058823,0.8924928035294117,0.894235085882353,0.8958362564705884,0.8973936647058823,0.8988647147058825,0.9002732700000001,0.901574161764706,0.9027242964705884,0.9038247400000001,0.9048226223529412,0.9057609788235294,0.9066916576470588,0.9067443223529411,0.9066461676470586,0.9065068817647057,0.9063488899999999,0.9061706076470587,0.9059267111764705,0.9056742294117646,0.9054541205882352,0.9052413405882355,0.9050197582352942,0.9048535464705881,0.9047053870588235,0.9046576494117646,0.9045819529411764,0.90457372,0.9045334758823529,0.9040009382352941,0.9037509147058822,0.9034406864705881,0.9030918335294116,0.9027244341176468,0.9023259488235292,0.9018040311764705,0.9013324676470588,0.9008769511764705,0.9004307994117645,0.8999790494117647,0.8995303694117647,0.8990530958823529,0.8985577405882352,0.8980369035294116,0.8975051811764705,0.8970168929411764,0.897015122352941,0.8967875576470586,0.8966036076470586,0.8964491347058822,0.8963042988235292,0.896192298235294,0.8962313452941176,0.8962105947058822,0.8961458217647058,0.8960899358823529,0.8960557947058825,0.8960201129411764,0.8960248364705883,0.8960317976470589,0.8947829523529413,0.894252404117647,0.8939579811764705,0.8940384364705881,0.8940730070588235,0.8940549305882353,0.8940095152941177,0.8939729247058823,0.89382243,0.8936539919999998,0.8934746557142859,0.8932902038461539,0.8930671291666669,0.8928048227272729,0.8924843600000001,0.8920851555555556
pNuLoCDScore	-0.06283297921568615,-0.07587215803921565,-0.08227274333333334,-0.08949751274509798,-0.10050190098039213,-0.10147418392156865,-0.09943603627450981,-0.10260981333333336,-0.10564421745098046,-0.09647660670588232,-0.08780611764705887,-0.0803918280882353,-0.07218034737556567,-0.057839535462184954,-0.0374661486666667,-0.01939363202205885,0.00936350705882344,0.041552259411764714,0.06544279411764709,0.08542747999999994,0.10783676529411768,0.12068436235294117,0.1220181682352941,0.1275072611764706,0.1349109817647059,0.14168383176470578,0.14454999764705878,0.14705359941176466,0.14741305176470587,0.14760431764705884,0.1429566029411764,0.13971660470588232,0.12668978117647062,0.10302689882352939,0.08128407235294116,0.06143977941176465,0.044053763529411705,0.02914377705882354,0.025666319411764726,0.025656546470588237,0.02348002176470604,0.020227795294117723,0.016684299411764858,0.012214746470588345,0.0067274429411765535,0.0026997852941176292,-0.002511897647058836,-0.007423469411764749,-0.020927557647058892,-0.013449727647058818,-0.004452974117647002,0.009082735294117739,0.018638693529411887,0.021987070588235347,0.02211955588235298,0.022434262941176564,0.021521237058823417,0.02075075058823528,0.020320044705882223,0.01945850999999993,0.021559752941176347,0.02454983058823529,0.026883147647058847,0.028634781176470614,0.037132184705882365,0.04389052235294111,0.0391807623529411,0.032468609411764604,0.027279627647058602,0.028458387647058714,0.03368305941176464,0.03661816470588225,0.037982848823529314,0.03760117235294108,0.037028731764705836,0.03922478823529402,0.041130214117647,0.04134288705882355,0.041312133529411654,0.042735789999999996,0.04169588529411766,0.03649167352941174,0.0404698947058823,0.046007554705882414,0.05363924647058832,0.05926542411764718,0.06181655529411778,0.06352866470588237,0.06832795941176484,0.07149324882352953,0.07572774647058839,0.07816658588235309,0.08008464705882357,0.08382171941176464,0.08804251823529413,0.09246071235294112,0.09821005352941165,0.10201714941176471,0.10260806294117641,0.10154385999999993,0.09851291000000006,0.09264215000000009,0.08468087176470585,0.07651153058823523,0.0683685529411765,0.06108997352941181,0.05584971176470577,0.051774613529411595,0.04781558352941173,0.04253635117647059,0.0360219341176472,0.02918032352941191,0.014708855294117695,0.0023513576470589603,-0.0051522064705881165,-0.012455275882352845,-0.017902327058823553,-0.019340257058823584,-0.01931850411764713,-0.01884712176470582,-0.01904653823529412,-0.01876113235294119,-0.019750851764705812,-0.022242966470587988,-0.025597299999999934,-0.029107666470588267,-0.030923489411764815,-0.03190813411764726,-0.02376038764705879,-0.011653988823529415,-0.004306699411764647,0.0026848223529412074,0.008964592352941114,0.0120373976470588,0.013525161764705973,0.015432171764705904,0.017825562352941193,0.020104458235294165,0.022224711176470513,0.024690021764705694,0.027821877058823552,0.03179039294117647,0.03590768352941198,0.03844763470588253,0.024119625294117708,0.01284664000000002,0.00706747235294114,0.004521191176470651,0.0017832164705882114,0.0005314876470587926,0.0009495394117646772,0.0011994629411764546,0.0006371529411764998,0.0002596011764706141,-4.842235294100217e-05,-0.0008995358823528088,-0.0017940923529411457,-0.002549594705882341,-0.0044047100000002,-0.005638849411764846,0.009629705294117552,0.028814761764705876,0.033828921764705866,0.03355647823529406,0.03104722058823539,0.028819759999999972,0.026355841176470385,0.024036603529411726,0.02233235058823535,0.02099358235294113,0.01957816058823514,0.019125031764705702,0.019212574705882113,0.018783123529411583,0.01750638117647052,0.016394965294117658,0.008822337647058753,-0.009206401176470647,-0.01352154647058823,-0.01379730588235295,-0.010596012352941164,-0.00800097294117652,-0.005470538235294087,-0.0035177082352940703,-0.0009686294117648986,0.0008410488235293112,0.0029071729411763725,0.004739508823529581,0.005662582941176608,0.006452021764706162,0.00823527352941189,0.01062157470588232,0.019780472352941225,0.030236241176470502,0.03432785529411764,0.035653964705882335,0.03499243235294114,0.0337030894117647,0.03183452058823544,0.02998448000000009,0.027789558823529514,0.025382148823529405,0.023052880588235514,0.020692565882352798,0.018763677647058885,0.017659384705882353,0.016764698823529378,0.01557716058823544,0.010694221764706024,0.0020253929411765403,-0.0014837682352941695,-0.0033289558823531573,-0.003946523529411827,-0.004468654117647075,-0.004805012941176412,-0.004650259411764668,-0.0042907588235293614,-0.0035739264705880736,-0.0032632205882353604,-0.0032280529411763403,-0.0032816270588233998,-0.0039904705882352065,-0.004979969411764595,-0.006029775294117523,-0.004261784117646994,-0.0016669805882352229,-0.0018361770588235515,-0.0026362435294117192,-0.003867828823529429,-0.004656374705882427,-0.00450403705882374,-0.0037980582352942216,-0.0030728452941176654,-0.0026271523529411978,-0.0020006147058821977,-0.0006657041176469924,0.0009231023529411297,0.002615017647058737,0.00451136705882349,0.0060489494117645926,0.009953421176470467,0.010373633529411785,0.012416827647058981,0.01388385529411773,0.01613452588235298,0.018205484705882347,0.019915495882352974,0.020978016470588057,0.021871521764705748,0.02287846705882335,0.023720429411764443,0.024307466470588124,0.024158976470588067,0.02429431999999987,0.023947931764705888,0.023890308235294033,0.021752851176470522,0.017498917647058687,0.014690323529411686,0.013702276470588304,0.013036296470588127,0.011752896470588303,0.010372222352941218,0.009010337058823703,0.007497278823529352,0.00582495529411764,0.004085112352941178,0.002344502941176496,0.0009582605882353379,-0.00024550411764712177,-0.0014435923529413364,-0.0023830941176470333,-0.0013367647058822874,-0.0001873605882353191,0.0003343823529411427,-0.0003342211764706393,-0.002383567058823366,-0.00362218470588227,-0.004805175294117503,-0.006236230588235303,-0.007355427058823416,-0.008092697058823428,-0.00909008,-0.010229445294117623,-0.011336039411764531,-0.01293226294117622,-0.01415481117647055,-0.015604009411764652,-0.018973313529411784,-0.02215115764705855,-0.022847577647058803,-0.022963520588235142,-0.02246034411764708,-0.021801008235294184,-0.02112075529411772,-0.01987410352941188,-0.01852975058823536,-0.017638676470588255,-0.01644954176470592,-0.01472415882352962,-0.012663227058823723,-0.01035520000000012,-0.008152465294117617,-0.006220969411764754,-0.0034438947058823555,0.0009520323529409458,0.002618200000000126,0.002813417058823431,0.002774816470588304,0.002715702352941274,0.0030648688235295207,0.00267979058823542,0.001984670588235371,0.0012629841176471368,0.000693653529411864,-0.00023472529411749932,-0.0016930899999999527,-0.0032772364705883072,-0.0049026999999999266,-0.005786399999999969,-0.007573356470588211,-0.009826777647058638,-0.011359004705882358,-0.011385085294117525,-0.010151844117646913,-0.009184601176470464,-0.008822451764705863,-0.008161405294117574,-0.007092423529411751,-0.005492611764705946,-0.0035221782352939934,-0.0015039111764705293,0.0008660535294117144,0.0037723758823530185,0.006932599411764606,0.009726788823529176,0.01541732764705872,0.023042792352940933,0.030129758235293957,0.03689625647058803,0.04264226588235265,0.04818671176470568,0.05394467823529392,0.05985307235294102,0.06527708882352934,0.07017473823529419,0.07433647941176469,0.07832282647058819,0.08195013588235311,0.08486630352941182,0.08709464235294129,0.08899545352941196,0.08777767705882367,0.08209311235294114,0.07563406176470588,0.06930532882352924,0.06264248117647053,0.055726641764705875,0.04880574000000004,0.04188146941176474,0.03487482647058837,0.02812908941176473,0.021944804705882337,0.015892416470588366,0.010048236470588279,0.004631348235294208,-0.0004158723529411601,-0.005053174705882291,-0.009021142352941158,-0.009368839411764474,-0.008661377058823305,-0.008103099999999697,-0.007328368235294036,-0.00600860999999997,-0.004344864117647118,-0.002648121176470619,-0.0007029035294118247,0.0010702311764705374,0.0025703158823529026,0.0039964599999999795,0.005330031176470462,0.006496061176470502,0.007562428235293961,0.00853783823529397,0.009035817647058741,0.008837082352941006,0.008396995882352765,0.00791767352941175,0.0072436682352942094,0.006468683529411878,0.005376678235294197,0.004155661176470593,0.002838677058823569,0.0016266452941176013,0.0008181764705883499,9.478294117626351e-05,-0.0005641582352940988,-0.001033917058823497,-0.0014231517647058656,-0.001931120000000064,-0.0016264417647060547,-0.0012278564705883177,-0.001064465882352983,-0.000938925294117654,-0.0006015064705882089,-0.0003222982352941717,-0.00015635647058820368,1.2310000000126387e-05,-0.00014105352941173877,-0.00022223352941175278,-0.00022674705882363977,-0.0003767817647057914,-0.0005172511764706123,-0.0006458900000001488,-0.0008735552941175895,-0.0009984794117645635,-0.0018118252941174973,-0.0029828158823528295,-0.0033236964705881666,-0.0032127194117648195,-0.003196811764705987,-0.0031074158823529707,-0.0027929864705883434,-0.0023572200000001597,-0.0015663741176472623,-0.00041405823529416796,0.00047728882352926494,0.0011151376470586172,0.0018020241176468499,0.002335881764706005,0.0028230029411764335,0.0031915147058823035,0.0032307682352942235,0.003990523529411649,0.00448085999999992,0.00455491411764708,0.004513625882352934,0.004659200588235213,0.004821784705882348,0.0050655217647059825,0.005386284117647189,0.005491989411764764,0.005537261764706147,0.0059335676470591014,0.006345614705882685,0.006783125294117731,0.007130058235294223,0.007338957647058941,0.007858965882352797,0.0086709182352942,0.009269601764705926,0.009587179411764568,0.009996623529411663,0.010126780588235462,0.01009762470588249,0.009750050588235193,0.009196237058823553,0.008283312941176457,0.007290613529411627,0.006230620588235203,0.004931200588235152,0.0036284235294117284,0.0025783229411763253,0.0019621670588233497,5.138235294122051e-05,-0.0006719758823527933,-0.0013552870588234844,-0.0014862523529409755,-0.002041413529411562,-0.002433923529411741,-0.0026676717647058368,-0.0027533458823528756,-0.0026615141176469237,-0.0022722894117646053,-0.0016721558823529215,-0.0010720217647059993,-0.00021211294117651214,0.0007842811764705582,0.0017063605882353672,0.0023214523529412334,0.004032237058823496,0.0055906311764705174,0.005613932352941053,0.005331175882352879,0.005359769411764637,0.005903454117646922,0.006222381764705798,0.006716192941176535,0.007038416470588116,0.007179577647058566,0.007115331764705801,0.0070375547058825205,0.0067591317647059945,0.00622217294117644,0.005723820000000046,0.005239796470588365,0.004217543529411727,0.001652275294117711,0.0010681476470589812,0.0005993729411765125,-2.802117647049407e-05,-0.0010835882352940862,-0.0020446905882353095,-0.002968359411764654,-0.003959361764705904,-0.004835168235293952,-0.0055776670588234545,-0.006231499411764596,-0.006721582352941291,-0.007047168235294166,-0.007257680000000044,-0.007682650588235362,-0.00743216529411761,-0.00628260882352949,-0.005174299411764838,-0.004586239999999853,-0.003598142941176441,-0.0024820958823527084,-0.0016925258823528022,-0.0010461982352941712,-6.060588235290432e-05,0.0013543447058822489,0.0029820123529411546,0.005013862941176228,0.007369757647058717,0.009825531764705686,0.01259135529411759,0.015857490588235157,0.022852761764705853,0.029623299999999797,0.03576305176470573,0.04270291411764682,0.04980299470588223,0.056445059999999825,0.06346813352941172,0.07060806823529397,0.07745206294117635,0.08348943235294104,0.08890005235294107,0.0935156464705883,0.09725826647058844,0.10037718411764718,0.10290659588235296,0.10479546647058846,0.10257859823529436,0.09638760000000024,0.08995630352941197,0.08338286941176487,0.07625495647058822,0.06914710294117654,0.06202169941176472,0.05467459117647078,-0.0012492136601307269,-0.006057506601307189,-0.008754534836601324,-0.0034429813071895354,0.002134648104575171,0.009407219869281058,0.011166288104575123,0.012583588692810427,0.015561471633986884,0.019040738705882326,0.023311128235294104,0.027743979362745114,0.03320451954751133,0.03753345558823534,0.040698830980392176,0.04347583827205878,0.038502725294117635,0.038539131764705914,0.03681614823529414,0.02817847352941183,0.02042453470588229,0.011549581176470564,0.008555490588235348,0.0069548564705883,0.004024220588235372,0.0019078423529412247,-0.00016658647058814813,-0.003321203529411787,-0.006947558235294138,-0.012264608235294183,-0.01574047823529412,-0.018807489999999982,-0.01574076235294114,-0.005124548823529362,0.006913270000000027,0.015060038235294004,0.02069863764705887,0.025047883529411674,0.028286207058823454,0.02910435999999994,0.02967010117647051,0.028211137647058793,0.025274359999999996,0.022734037647058836,0.021200374705882374,0.021124761176470663,0.020614379999999988,0.019835906470588194,0.02672455352941172,0.022928234705882233,0.015194964705882275,0.008311840000000015,0.004245442352941109,0.0016128823529412695,-0.00035282058823521423,-0.0007024711764705427,-0.00032720764705873595,-3.5652352941117904e-05,0.004323321764705901,0.01041456882352948,0.01480423941176473,0.018050096470588195,0.02146836705882349,0.02446358176470592,0.019775079999999945,0.012436981176470574,0.012916705882352997,0.01701993647058825,0.01984396529411775,0.022103154705882422,0.024536372941176443,0.026305409999999974,0.02733184588235299,0.02821355529411762,0.027130369411764665,0.022190244117646973,0.017391128235294095,0.013442860000000001,0.00994138,0.006064400588235375,-0.0018067611764705505,-0.00039800941176459936,-0.005025342941176458,-0.010365650000000004,-0.013335443529411739,-0.01358156411764705,-0.013370623529411707,-0.013697184117647032,-0.015114344117647172,-0.015674741764705902,-0.01694752764705887,-0.015349670588235276,-0.01586101000000001,-0.014419864117647008,-0.010703132352941125,-0.0061997205882354245,0.002725357058823541,0.01566769823529407,0.026349244117646997,0.03703148588235289,0.04432155235294111,0.047779652941176365,0.048414669411764644,0.05029492647058825,0.053501641764705954,0.057689294117647116,0.062498019411764694,0.06802173588235289,0.07627863117647055,0.08522275294117637,0.08866934529411752,0.09002947058823524,0.09621623823529407,0.09661352529411765,0.09918468764705884,0.10035989647058824,0.10108576294117644,0.10082101176470593,0.10300253235294127,0.10396880588235291,0.10434709411764698,0.10435843352941171,0.10342048764705891,-0.03932257111111109,-0.05443684787581696,-0.06884608140522874,-0.07431241346405226,-0.07626767228758168,-0.07769562581699344,-0.07801592934640521,-0.07845735258169932,-0.07878592669934639,-0.07120200794117645,-0.06304129824064168,-0.05620108160784312,-0.05082740376470586,-0.04560284920168067,-0.04139849026666666,-0.03825535305882352,-0.03217461435294117,-0.01195753735294118,0.00795189882352941,0.018832220294117644,0.02619516941176471,0.032093117647058814,0.03733617470588234,0.04250059970588235,0.04771956058823529,0.052477120000000016,0.05744270211764703,0.0609877891764706,0.06527565052941177,0.06877252000000003,0.07201901352941174,0.07634191905882352,0.07756813199999998,0.07395155235294114,0.06811755264705883,0.06171960264705882,0.055294972352941146,0.05000361941176469,0.045440793529411744,0.04050950235294114,0.03522151676470589,0.03021019676470585,0.025365100294117704,0.020145479352941198,0.015412352647058841,0.010919128823529384,0.006753018823529383,0.0026273329411764246,-0.0011162152941176506,0.00022943411764705934,0.00241955235294114,0.004662312352941178,0.006522755294117666,0.007765365772058858,0.007859753333333358,0.008641926554621926,0.009793459004524913,0.011067834509803975,0.012171514919786075,0.013730922411764657,0.015416751699346365,0.015438899346405216,0.015442558758169966,0.015314838169934675,0.014062778758169941,0.011230908758169955,0.009374587581699373,0.008115788169934635,0.0072722852287581685
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	339...344;46...51
validnes_region	
nesbase_region	
