UniprotID	Q3B820-3
pNuLoCScore	0.36890594777777785,0.3503866460000001,0.33393194000000004,0.31802491416666673,0.3045007107692308,0.2928941285714286,0.28222352800000006,0.27351367625000006,0.26598900235294126,0.24851514235294114,0.23430711352941178,0.21989811235294118,0.20593688588235295,0.19082877941176474,0.17733375117647063,0.16499586000000002,0.15583763882352944,0.14960415529411766,0.14735073352941178,0.14581832823529411,0.14607961058823526,0.14601545764705884,0.1464125382352941,0.14733501647058822,0.15198352294117645,0.15822949470588235,0.1641092823529412,0.16851399823529414,0.1716520617647059,0.17407310823529415,0.17632488058823534,0.1784198717647059,0.18023966588235296,0.18163320705882358,0.18342621941176476,0.18534651000000005,0.18703510176470592,0.18813741352941177,0.1900118635294118,0.19185539411764707,0.19422194058823528,0.19252052235294118,0.1897914535294118,0.18793022647058827,0.18689727470588235,0.18742383588235298,0.18797990117647062,0.1894423764705883,0.19154683705882358,0.1942133441176471,0.1973436929411765,0.2001796035294118,0.20301866705882352,0.20620032176470587,0.2099822788235294,0.21336963764705877,0.21989988764705878,0.225470944117647,0.23090395294117644,0.23520030294117641,0.23869351411764703,0.24225011117647052,0.24581874588235292,0.2500060741176471,0.2539603723529412,0.25773821882352943,0.2614037923529412,0.26483363411764715,0.26800968705882355,0.27115929411764705,0.2739539970588235,0.2767494588235294,0.27979296588235286,0.27931974823529404,0.2792813,0.2790670705882353,0.2792894435294118,0.2795991523529412,0.28039433235294126,0.28109483588235296,0.2816316111764706,0.2819584570588236,0.28227350176470584,0.2826818688235294,0.28319722294117655,0.2839490547058824,0.28438825470588247,0.28514653117647065,0.28226082823529414,0.2791153482352942,0.2761221952941177,0.27425489058823527,0.2731981964705882,0.2722812458823529,0.2710106923529412,0.26960198058823526,0.2681058776470588,0.26674179235294115,0.2652444111764706,0.26391644058823527,0.2625832094117647,0.2609977364705882,0.25934948941176467,0.25778645411764706,0.2559671305882353,0.25770058823529407,0.25936929823529414,0.2604901611764706,0.26040314117647057,0.25973857941176476,0.25907101058823523,0.2586091623529412,0.2580013194117647,0.25766676470588235,0.25715169235294116,0.2566733323529412,0.2561386558823529,0.2556190347058824,0.25535667823529407,0.25517979294117643,0.25709734470588236,0.25927913941176467,0.26047887176470585,0.2618511805882353,0.26404616705882356,0.26677461235294114,0.26974068470588236,0.27239622588235296,0.2751266147058824,0.2781357941176471,0.2811639941176471,0.28435750000000004,0.2875511764705883,0.29068331176470585,0.2937288582352941,0.29672050941176475,0.2996628329411765,0.3004755017647059,0.30118702,0.3026948864705882,0.30390130588235287,0.3046181952941176,0.30493121941176465,0.3048510917647058,0.30494461176470583,0.3049920570588235,0.3047745311764706,0.3043852152941177,0.3038039741176471,0.3033032,0.3028602605882353,0.30245122764705884,0.3057145,0.30854789882352945,0.3109327,0.3133290923529412,0.31585475647058825,0.31858009823529415,0.32126293882352946,0.323861614117647,0.32629357117647056,0.3281700082352941,0.32997151117647056,0.3319863235294117,0.33405338823529407,0.33616220764705884,0.3382189464705882,0.34007042294117645,0.34191682882352936,0.3399145135294117,0.33824494882352935,0.3372160552941176,0.33624015764705883,0.3352080911764706,0.3340631017647058,0.33303014764705885,0.3318787582352941,0.33086884,0.3303773147058824,0.3299047447058823,0.32926565999999996,0.32860260764705884,0.3278761570588235,0.32732139235294117,0.33040286294117643,0.3312368264705882,0.33189620294117644,0.3323497547058823,0.3334576229411765,0.3348171576470588,0.3358812229411764,0.33720340294117646,0.3383117582352941,0.33971923,0.34118171705882344,0.3426978876470588,0.34449519705882353,0.34646563235294126,0.3480578105882353,0.3491302241176471,0.350307138235294,0.3480797847058823,0.347900694117647,0.34804440352941174,0.3485261005882353,0.34814124176470584,0.3474944435294118,0.3472547329411765,0.3469144517647059,0.34673336529411763,0.3462954835294118,0.3458979529411765,0.34544890529411765,0.3447633364705882,0.34407000294117646,0.34370453176470583,0.3476417888235294,0.3534047276470588,0.3717704052941176,0.3859698147058823,0.3986314764705882,0.41629982176470587,0.43262883352941167,0.44735113470588234,0.459817735882353,0.47235222999999993,0.48474651235294114,0.4964637717647059,0.5076500817647059,0.5185330923529412,0.5295930217647059,0.5406121241176471,0.55181575,0.558914334117647,0.5639866282352939,0.5562554317647057,0.5530579376470587,0.5510631935294117,0.5439157129411766,0.5381930252941176,0.5341568164705884,0.5319050829411766,0.5293462447058823,0.526668841764706,0.5251086158823529,0.5239687894117648,0.5230272282352941,0.5216777723529411,0.5147502723529411,0.5093703588235294,0.5036354352941176,0.49840084117647054,0.4936384705882353,0.48856802352941175,0.4841208235294118,0.4799589382352941,0.4759517411764706,0.4717770158823529,0.46762678058823526,0.4635890894117647,0.45977087764705876,0.4554432952941176,0.4510019482352941,0.4467734817647059,0.44292019352941175,0.44468167588235297,0.44485314941176474,0.4457632882352942,0.446132715882353,0.4458350423529412,0.4455401305882353,0.4448316,0.44379987176470587,0.4426806994117647,0.4417315888235294,0.4410594570588235,0.44057589588235296,0.4404038082352942,0.44047053058823543,0.4407804517647059,0.44245404176470593,0.44463967941176474,0.44668817941176475,0.4484883747058824,0.44988352,0.45127576529411767,0.4525709829411764,0.453463784117647,0.45467891470588234,0.4563710058823529,0.4582193935294118,0.4601399882352941,0.46195982588235296,0.46382819882352944,0.46528572705882354,0.4668614870588235,0.4684292188235294,0.46846791882352934,0.4678003135294117,0.4671495058823529,0.46664497058823523,0.46648303352941173,0.4662422017647058,0.46631657764705875,0.46675971764705887,0.46701176470588235,0.46676642352941183,0.46642121764705885,0.4659600382352942,0.465548095882353,0.46487319000000005,0.4642333882352942,0.4629716517647059,0.4618532811764706,0.45990882352941176,0.45808578882352935,0.4563808694117647,0.45437085352941176,0.4523744123529412,0.44992638882352937,0.4473340005882353,0.44506035764705887,0.44305328588235293,0.4412612652941177,0.4394707911764706,0.43750435764705886,0.43545167058823525,0.4334432823529411,0.43144384058823526,0.42990578117647055,0.42809534294117646,0.42694018411764706,0.4257120376470588,0.4243106529411765,0.42318088176470586,0.4220685511764706,0.4214350082352941,0.42085469882352944,0.4200053782352941,0.418711044117647,0.41723147352941176,0.4156298664705882,0.41415665,0.4127990835294118,0.4094896682352941,0.4062037594117647,0.4034912376470588,0.40060532411764704,0.39797989705882353,0.3955110917647059,0.3934522411764706,0.39141485117647057,0.38949070647058825,0.38767171117647053,0.38611916294117643,0.38471992294117646,0.383242324117647,0.3819876435294118,0.38093850352941183,0.38000638647058826,0.3791033176470589,0.38020250941176476,0.38145674058823537,0.382056265882353,0.38267648588235303,0.383188645882353,0.38367982941176476,0.38392533764705883,0.38423768294117655,0.3844027123529412,0.3843433305882353,0.38408621882352945,0.38379305882352943,0.3836928564705882,0.38346435176470584,0.3831240970588235,0.3832135347058824,0.3827842111764706,0.3822636629411765,0.3815593394117648,0.3810088570588236,0.3807306888235294,0.3804927417647059,0.3800181770588235,0.3797622311764706,0.3794976535294117,0.3792794758823529,0.37927095058823523,0.3793611517647058,0.37943002294117645,0.37954836411764703,0.37947333941176475,0.37939377294117643,0.37895686,0.379024114117647,0.3790487170588235,0.3791067017647059,0.3789539682352941,0.3787462935294117,0.3786230005882353,0.3787022182352941,0.3784961888235294,0.3781353123529412,0.3777854888235294,0.37743519294117645,0.37705668411764703,0.37670888823529414,0.3763752023529411,0.375119958235294,0.37280503117647046,0.3705790129411764,0.36771194882352937,0.3650838588235294,0.36304050294117646,0.36124534235294115,0.35953629352941174,0.357994354117647,0.3562722011764705,0.354772244117647,0.35355819058823523,0.35251678235294115,0.3516385370588235,0.3508301982352941,0.35016249588235293,0.3496578476470588,0.3503484447058824,0.35214494588235296,0.35384148294117646,0.35620465647058824,0.3583512547058824,0.3600797488235295,0.3616499,0.3631506,0.36444748470588234,0.3659349576470588,0.3672506247058823,0.368441744117647,0.3693758029411765,0.37015195,0.3708406711764706,0.3702373776470588,0.3684843176470588,0.3668854041176471,0.36573174764705885,0.3646267429411765,0.36330011176470595,0.36205843000000004,0.3607635105882354,0.35977167882352956,0.35906962588235297,0.3585271411764706,0.3580958964705882,0.35769876647058824,0.3574057311764706,0.35727583529411766,0.35717710764705884,0.3570834041176471,0.3582139376470589,0.36026724235294116,0.3620461864705882,0.3633264194117647,0.36455028176470583,0.3658878047058823,0.3671730035294117,0.36833330588235286,0.3691814994117647,0.3697874917647059,0.37022506882352935,0.3705667923529412,0.3708594005882353,0.37108059882352945,0.37123688941176475,0.37205573882352944,0.37290974529411763,0.37333404294117645,0.37337872,0.37376641823529405,0.37416960470588234,0.3743725776470588,0.3742535164705882,0.3742175323529412,0.37397456117647065,0.37364808352941176,0.37322383647058827,0.37286252235294126,0.37244511470588243,0.37202119941176476,0.3716775941176471,0.37137131000000007,0.37064584176470594,0.37013716176470585,0.3700812088235294,0.37025232235294114,0.3700723547058824,0.369816,0.36978065470588234,0.3701950194117647,0.37070752647058824,0.3715633176470588,0.37263107,0.3736124223529412,0.3744115011764706,0.3751334905882353,0.37573511352941175,0.37204043058823527,0.3715927435294118,0.37144758823529417,0.37161256647058827,0.37191008117647056,0.37247327235294114,0.37327561764705885,0.3742517470588235,0.3751800911764706,0.37620612235294115,0.3771265464705882,0.3781138147058823,0.3790940547058823,0.38015443176470587,0.38133088823529404,0.3825697194117647,0.38385208705882357,0.3892969552941177,0.3913811517647059,0.392855548235294,0.39369641941176464,0.3941737505882352,0.3944711770588235,0.3943443017647058,0.3940182311764705,0.393676555882353,0.39321755999999997,0.3927874052941177,0.3921905229411765,0.3915137270588236,0.3908069370588236,0.39004716235294123,0.3864142229411765,0.38374281823529416,0.3809419470588235,0.3786187941176471,0.37609597294117647,0.37385853999999996,0.37183268,0.3699856311764706,0.3683243494117648,0.36692644882352937,0.36552182529411764,0.36420075705882354,0.36276853764705885,0.36117222705882357,0.35951809470588236,0.35792127,0.3563472623529412,0.3576574935294118,0.35809530352941177,0.35859786,0.35864000941176466,0.35876787764705886,0.3587225,0.3586653235294119,0.358578595882353,0.35859691529411775,0.3584858664705882,0.358354964117647,0.35810732764705877,0.35799797117647053,0.3580931535294118,0.35829272,0.3574151994117647,0.3576136876470588,0.3578929405882353,0.35816581588235297,0.35825398882352943,0.35772897352941174,0.35719820058823526,0.35673123999999995,0.3561727635294117,0.3557596270588236,0.3555022329411765,0.3551836917647059,0.3550322311764706,0.3549009947058823,0.3547340405882353,0.35461240764705887,0.35458131058823533,0.35555685470588244,0.3555990135294117,0.35558839352941174,0.3556692576470587,0.3560181552941176,0.3570429182352941,0.3581920888235293,0.35918258294117644,0.36023035176470586,0.3610986982352941,0.3617027099999999,0.36222178411764705,0.36252117117647065,0.36277494764705887,0.3630450805882353,0.36657728529411765,0.3687881594117647,0.37010573470588237,0.3714913494117647,0.37361180117647064,0.37586783,0.3782308311764706,0.38051313411764703,0.3829021147058823,0.3852358764705882,0.38748777705882353,0.3897665523529412,0.3920791111764706,0.3945113252941177,0.39706910588235295,0.39965113705882355,0.40231249,0.40154185470588233,0.4019938717647059,0.4032843852941177,0.4044538811764705,0.404893934117647,0.40511044117647055,0.4051904694117647,0.4052502558823529,0.40516227411764705,0.405138124117647,0.40515848235294116,0.4051399664705882,0.40518350529411756,0.40526498058823524,0.4053088588235294,0.40559168823529407,0.4054363288235293,0.40547187058823525,0.4051408105882353,0.4046123105882353,0.40401565411764706,0.4034444558823529,0.40289687647058825,0.40236247529411756,0.40168537529411763,0.4008784117647059,0.4000254252941176,0.39922381176470584,0.3982499452941177,0.3971965535294118,0.3961401605882353,0.3950285370588235,0.39373123294117646,0.3928300123529411,0.3918685894117646,0.3911775558823529,0.39082246823529404,0.39047540058823527,0.39004732352941174,0.3896074394117647,0.38918893411764705,0.38889731823529416,0.3887825629411765,0.3887418829411765,0.3886345852941177,0.38872811058823536,0.38888803588235304,0.3894754452941177,0.3900252335294118,0.3897764564705883,0.38902506705882356,0.3884451717647059,0.38798023470588233,0.3873049311764705,0.3866640882352941,0.38599370941176464,0.3852964876470588,0.38460182,0.3839730452941177,0.38330479470588247,0.38240749352941183,0.381429335882353,0.3801772647058824,0.3789577552941178,0.37725823411764714,0.37559887941176473,0.3747117864705882,0.3742825129411765,0.373708195882353,0.37312851941176467,0.3726212664705882,0.3720139376470588,0.37146938294117654,0.3708560711764707,0.37022968588235305,0.36962625941176475,0.36901480647058826,0.36860184000000007,0.3682627647058824,0.36695639,0.36587488588235295,0.3650100388235294,0.36394045647058826,0.36286441941176467,0.36135367294117643,0.3598428770588235,0.35827575764705877,0.35689852941176464,0.355587444117647,0.35425813529411754,0.35300807058823525,0.35212187687499996,0.3510859033333332,0.3499180892857143,0.3485846523076923,0.34705344166666663,0.3471375636363636,0.34676789,0.3459208555555555
pNuLoCDScore	-0.10291694542483659,-0.12039080542483671,-0.13459883424836608,-0.14900783542483667,-0.1629690618954249,-0.17807716836601312,-0.19157219660130723,-0.20391008777777783,-0.21306830895424841,-0.20078249070588242,-0.18658120647058826,-0.1722065859313726,-0.15842110018099553,-0.14687867092436976,-0.13581098976470596,-0.12617865977941184,-0.11400547941176481,-0.09028564764705879,-0.07019783117647058,-0.05138411411764704,-0.03428482411764705,-0.016755671176470588,-0.0010088705882352889,0.013424011764705868,0.024402027058823522,0.03202905176470591,0.03607548588235299,0.03952818176470593,0.040955491176470654,0.04212195588235293,0.0435993252941177,0.04452037764705885,0.042238417647058824,0.034291027647058825,0.025682171176470592,0.019416228235294125,0.01524521294117645,0.01335072764705883,0.011655020588235282,0.011022504705882397,0.01130717117647062,0.01258013705882352,0.01391747352941175,0.014833093529411756,0.015983565294117597,0.018062908235294106,0.01997041529411761,0.021514243529411697,0.025677947058823508,0.032950421764705834,0.04111249941176465,0.047270076470588146,0.05179623941176467,0.054826275294117544,0.0578388447058823,0.060563697647058795,0.06241353529411764,0.06352487470588233,0.06406009941176469,0.06465403058823535,0.06499102000000004,0.06495897235294118,0.0639717182352941,0.06337982117647065,0.05989307823529408,0.05384880411764703,0.04837734705882357,0.04386676764705891,0.04059592941176479,0.03734904117647067,0.03457558647058834,0.031088761764705874,0.027671238823529398,0.024220238235294178,0.020869709411764636,0.01784823470588226,0.015187535882352998,0.012789760588235333,0.010434257647058964,0.008397072352941237,0.0024678623529412747,-0.00020439999999982694,-0.0031591047058823207,-0.004812180000000055,-0.0060912470588236345,-0.007317906470588276,-0.009383640000000082,-0.011492855294117699,-0.013525733529411832,-0.015216664705882454,-0.017029090588235263,-0.018765428235294146,-0.020614013529411834,-0.02295131823529417,-0.025038765294117804,-0.027360077058823595,-0.026293697647058856,-0.021414760000000144,-0.016752897058823546,-0.013764729411764653,-0.012795055294117619,-0.01254266647058816,-0.011939681764705945,-0.010992818235294077,-0.010104558235294103,-0.009075027647058809,-0.00809271882352941,-0.00724310823529406,-0.006444553529411812,-0.00537870176470584,-0.003992811176470601,-0.002606661176470626,0.001130214117647077,0.0015785511764705995,0.0011095735294117115,0.0013610194117646968,0.0036430258823529904,0.0070360329411763844,0.010669674117647132,0.01378706352941178,0.017125295294117715,0.02046902941176476,0.024012301764705923,0.027684167647058833,0.031412520588235404,0.03506427705882348,0.038372180000000033,0.041540716470588324,0.04256548823529416,0.04119636235294122,0.04070814823529417,0.040843705882352865,0.03985513882352931,0.03784358294117646,0.03519053470588229,0.03245486588235286,0.02981799705882343,0.02685626294117638,0.02361053705882349,0.020027715294117676,0.01625279764705878,0.012619888235294141,0.009131402352941187,0.0057307182352940855,0.0060516670588234844,0.008072397058823566,0.009745679999999979,0.010634205882353032,0.011953450588235381,0.013961902941176552,0.01633171941176481,0.019010522352941206,0.021348959411764734,0.02317795117647059,0.02519697999999998,0.027601108235293992,0.030249414117646978,0.03285900764705885,0.035358685882352914,0.03761919529411761,0.03620232882352936,0.031366614705882256,0.02731224882352934,0.02388696294117637,0.020385401176470586,0.01662799294117645,0.012800162941176363,0.009168533529411826,0.005585187058823549,0.0026988317647059223,0.00040580352941183007,-0.002081578823529384,-0.004787728235294109,-0.0075596,-0.010342789411764697,-0.012749030588235288,-0.011513965882352928,-0.008677687058823491,-0.006348745882352902,-0.004866300588235284,-0.0027825347058823557,-0.0003909335294117744,0.0018181211764705663,0.004173255294117606,0.0064329999999999665,0.008850389999999986,0.010804402352941056,0.01279314294117645,0.015229537058823572,0.017863024705882413,0.020181653529411814,0.021808831764705938,0.01990427529411759,0.01684295823529408,0.01600449117647057,0.015694648823529445,0.01506847764705882,0.013324084117647017,0.011613220588235385,0.010051330000000025,0.008602693529411842,0.007014135294117652,0.005113766470588366,0.0032000652941177044,0.0009537082352941151,-0.0017022958823530443,-0.003987807647058861,-0.005425692352941269,-0.002665349411764606,0.005324942941176525,0.023869711176470576,0.03792541117647058,0.05010537588235292,0.06815858000000002,0.0851343899999999,0.10009640176470586,0.11290328411764705,0.1256188647058823,0.13845102882352933,0.15056581882352943,0.1622011764705883,0.173769755882353,0.18552301882352945,0.1969075923529413,0.20417396117647063,0.2055096064705882,0.1922162229411763,0.1702856170588234,0.15442646117647046,0.13476337176470582,0.1112868794117649,0.09084189058823527,0.07433908058823546,0.059552852941176626,0.04459973235294118,0.030205070000000056,0.017458534117646973,0.00543569705882363,-0.07135421977124184,-0.08650978447712418,-0.10102431447712419,-0.11390389035947712,-0.12609923212418303,-0.13085374124183008,-0.13307194324183008,-0.13375491030065362,-0.13547116383006536,-0.1205243085647059,-0.10526890528877005,-0.09148478431862744,-0.07918376319457013,-0.06817311233613448,-0.05728203443137253,-0.048527191338235284,-0.042793027882352924,-0.02624006552941177,-0.009910576117647063,0.005690973882352943,0.021135376823529436,0.029120904176470605,0.03510625000000002,0.03937718670588236,0.04373185258823531,0.046313007,0.045762037764705873,0.04424584029411764,0.042492610999999986,0.04110566994117648,0.03958145670588237,0.03750222435294119,0.03756015847058822,0.03856391847058824,0.03921632435294119,0.0382005031764706,0.03615122670588235,0.033721398470588235,0.030165881705882344,0.026571200294117622,0.023804879705882326,0.021346270588235322,0.019623328823529435,0.01877349823529413,0.018402778235294154,0.017972909999999995,0.01717038647058819,0.016412944117647044,0.01746728,0.016568630588235295,0.01625170117647054,0.016918820588235267,0.017885319999999982,0.018981958823529377,0.020692557647058824,0.022682071176470586,0.024812555882352955,0.0263839776470588,0.027995103529411758,0.029224880588235302,0.029946981764705866,0.030270960588235307,0.03066537058823532,0.031128242352941204,0.029431517058823548,0.02700536352941177,0.025155386470588292,0.022418387647058835,0.019611650000000036,0.017141759411764712,0.01482889058823525,0.012405204705882383,0.009857075882352934,0.007494589411764702,0.004857360000000005,0.0021557970588235165,-0.00017266705882357236,-0.0021394923529412246,-0.0039760982352941565,-0.005826550000000097,-0.009294219411764754,-0.00996223705882357,-0.011509061764705925,-0.01225325764705884,-0.012580695882352944,-0.01285202411764702,-0.01337912352941173,-0.013798078823529403,-0.014139878235294112,-0.014407518823529447,-0.014494447647058872,-0.014301147647058865,-0.01434358235294117,-0.014513613529411717,-0.015039425882352908,-0.015592289999999898,-0.014624504117647041,-0.01252082647058822,-0.011113204117647019,-0.010111272941176475,-0.009322688823529435,-0.008787356470588259,-0.008372316470588226,-0.007849174705882339,-0.007355261176470562,-0.00687496117647049,-0.006519432941176434,-0.00637781176470581,-0.006216237058823515,-0.005853183529411804,-0.005215527058823555,-0.004423577647058918,-0.0025746870588235493,-0.002148942352941191,-0.0014833499999999944,-0.0006992811764705842,6.408882352942902e-05,0.0010867011764706114,0.0020913647058823648,0.0026670429411764507,0.0031736764705882214,0.0037341494117646146,0.004361376470588235,0.005130629999999969,0.005865508823529403,0.006331795294117676,0.006662422352941205,0.0069222941176471375,0.006215914705882369,0.004475324117647089,0.0027866841176470425,0.0014377305882353197,0.0003122411764706068,-0.0008215829411764852,-0.001851569411764703,-0.0024153711764705876,-0.0025363329411765,-0.002650969411764681,-0.0029459435294117986,-0.0033233658823529355,-0.003730448235294087,-0.003940607058823514,-0.003908368235294113,-0.0038193452941176764,-0.003367836470588248,-0.001894410000000013,-0.0009008752941176701,-1.1568823529400918e-05,0.0009580964705882267,0.0018335811764706167,0.002619233529411763,0.003144997647058806,0.0031936117647059226,0.0031647782352941245,0.0033460964705882557,0.003619860588235241,0.0038660064705881847,0.003969136470588247,0.0039248835294117546,0.003873149411764698,0.003461238235294123,0.002577287647058807,0.0021837152941176496,0.0022158923529411456,0.0018588058823529319,0.0012173611764705605,0.0006410829411764851,0.00029747294117646317,0.0002161299999999533,0.00020980823529409554,6.192117647058071e-05,-0.0002295152941176326,-0.0005672358823529122,-0.0007334517647059058,-0.0008089505882352965,-0.0009484770588235603,0.00016907176470590257,0.0013117435294117963,0.0025328264705882786,0.0033512470588235588,0.0042889241176470305,0.005464408823529415,0.006800240588235307,0.007994835882352974,0.008868266470588276,0.009618912352941211,0.010353102941176473,0.011144348235294144,0.0120191505882353,0.012930506470588243,0.013679518235294091,0.014441061764705915,0.0138220935294118,0.012217539411764705,0.010867391176470592,0.00929778647058821,0.007552693529411791,0.005874247058823501,0.004268057058823493,0.0025958064705882133,0.0011507499999999227,-9.371176470590603e-05,-0.0013170000000000126,-0.002414771176470598,-0.003422658235294085,-0.004470839999999976,-0.005502341176470554,-0.006535157058823515,-0.006838517058823573,-0.005736851764705897,-0.004965417058823557,-0.004187581764705878,-0.003091699411764709,-0.002128265882352931,-0.0013777052941176815,-0.0006497464705882416,0.00015745058823529723,0.0006996523529411991,0.0012252511764706264,0.0015465900000000699,0.0017421270588235394,0.0019418617647058434,0.002129076470588215,0.0023745105882352624,0.002007425882352948,0.0009726464705882565,7.397647058815515e-06,-0.0008162041176470458,-0.0016091676470588456,-0.002357580588235264,-0.0028427547058823277,-0.003082152941176447,-0.0033512811764705164,-0.0036329329411764755,-0.003779332941176494,-0.0037225758823530297,-0.0035441070588236034,-0.003376232941176477,-0.003278475882352916,-0.003207857647058776,-0.0031980029411764477,-0.002633885882352943,-0.0018278841176470328,-0.00099875764705884,0.0002132923529411801,0.0017847029411764415,0.0032409441176470544,0.004120599999999974,0.004747923529411696,0.005295247647058771,0.005883184705882311,0.006419963529411765,0.006977449999999996,0.007588693529411744,0.008358706470588173,0.008987747058823492,0.009506779999999965,0.00996547235294118,0.010055535294117651,0.009622114117647074,0.00871740705882354,0.006983601176470594,0.004923741176470597,0.0032473882352941352,0.0021945282352941464,0.0014896447058823925,0.0008675788235294191,0.00010445000000003368,-0.000677707647058795,-0.0016079800000000088,-0.0025892594117646606,-0.0034679752941176034,-0.003775748235294085,-0.0038622488235294516,-0.003759722941176491,-0.003204892352941191,-0.002496102352941204,-0.0014346117647058843,-3.237294117650058e-05,0.0013053488235293953,0.0020559241176470733,0.002488743529411752,0.0024570600000000387,0.002392741176470592,0.002343600588235323,0.0023659876470588925,0.0024101647058823727,0.002416305882352948,0.0019965794117646762,0.001142038823529451,0.00018412823529412314,-0.000844654117647059,-0.0019253182352940712,-0.002926012352941182,-0.003926231176470535,-0.004958542352941159,-0.00579563058823529,-0.006372511764705824,-0.006544759411764717,-0.006387038823529423,-0.006182370000000048,-0.006058992941176539,-0.00600454176470594,-0.005963693529411784,-0.007363622352941135,-0.008135774117647071,-0.008554720000000016,-0.00879372529411765,-0.008980135294117703,-0.008995825294117632,-0.009053499999999992,-0.009009368235294135,-0.00904072117647059,-0.009118361764705929,-0.009210224705882342,-0.00948421294117649,-0.009780288235294116,-0.009990330588235286,-0.010155031176470597,-0.010277517058823543,-0.008874052352941197,-0.0063292558823529466,-0.004425497058823558,-0.002973690588235295,-0.0017386441176470147,-0.0007077229411764363,0.00022540764705877847,0.0011635947058823426,0.002030172352941173,0.002871467647058812,0.0035164564705882084,0.003998657058823518,0.004381347058823565,0.004724517647058835,0.004998214705882381,0.005323515882352942,0.0056796317647059,0.004467095882352973,0.003654573529411842,0.0033873729411764697,0.003033195294117663,0.0028950158823529137,0.002877983529411793,0.002959424117647075,0.0031868094117646906,0.003473017058823552,0.003884344705882392,0.004356733529411794,0.004885472941176444,0.00539971117647059,0.005859618235294156,0.006192114705882296,0.006332778235294101,0.006436354117647036,0.006517124117647016,0.006393908235294149,0.006182277647058809,0.005991859999999988,0.005675008823529393,0.005323152941176468,0.004876113529411752,0.004344113529411775,0.003769002941176436,0.0032906799999999903,0.0028211017647058745,0.0023856252941176215,0.0021009352941176174,0.002009542941176501,0.0028767370588235197,0.004234004705882283,0.005435672352941151,0.006817527058823519,0.008036988823529406,0.00914653411764707,0.010201788235294135,0.011221232352941202,0.012260019411764744,0.013234909999999989,0.014174864117647124,0.014989404705882392,0.01568791588235302,0.016374730000000087,0.017004367058823577,0.017499398235294172,0.017137684705882367,0.015712552941176544,0.014109102941176482,0.012468088235294078,0.011007955882352899,0.009824546470588197,0.008728056470588164,0.007727744117647012,0.0066776476470587764,0.005585786470588189,0.004515480588235227,0.0035198747058823032,0.002604317058823441,0.0016821235294117165,0.0007622123529411606,-0.00011183941176473589,-0.0025336558823529365,-0.003878134117647064,-0.004645725882352958,-0.00550571823529411,-0.006042077647058802,-0.006732146470588202,-0.007335869411764645,-0.008124581764705846,-0.008722547058823443,-0.009234034117647005,-0.0097115988235294,-0.010136453529411726,-0.0105165770588235,-0.010887247058823518,-0.01117027470588236,-0.011410661176470605,-0.010129475294117646,-0.007650121764705864,-0.005859538235294087,-0.004450419411764689,-0.0032354452941176226,-0.0023403688235294207,-0.0016433994117647233,-0.000908661176470621,-0.0001859135294118297,0.00042975823529409207,0.0010316405882352664,0.0015658170588234988,0.001994380588235367,0.0023897011764706377,0.002765432941176482,0.003053213529411819,0.0017635788235293992,-0.0007686258823529357,-0.0032683764705882246,-0.00508452294117645,-0.006700798823529391,-0.008056979999999991,-0.009097998823529435,-0.01000003235294114,-0.010922545294117625,-0.011679422352941171,-0.012494891764705807,-0.013339205294117584,-0.014062352941176498,-0.01477294000000004,-0.015494342941176492,-0.016124445294117662,-0.015156154705882358,-0.012937679411764741,-0.0106903894117647,-0.00847530941176472,-0.006754868823529436,-0.005255882941176487,-0.004010556470588206,-0.0029826605882353197,-0.002164647058823549,-0.0015022723529411475,-0.0008622941176471277,-6.78470588235669e-05,0.0006991311764705521,0.0014406917647058481,0.0022327047058823546,0.002930936117647026,0.0035684321428571253,0.002623885520361996,0.0019758108823529075,0.001003567860962562,0.0004012619999999856,-8.000071895425398e-05,-0.000352669542483669,-0.0005325448366013119,-0.0005709871895424878,-0.0005307466013072248,-0.00040228071895423434,-0.00037962601307192645,-0.0003991018954248582,-0.00035874954248366064
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
