UniprotID	Q5TAT6-7
pNuLoCScore	0.2813254488888889,0.265825623,0.252535074,0.24168679700000004,0.2320734418461539,0.22397885242857146,0.2168622502666667,0.210487313,0.20508651870588238,0.1859200051764706,0.1721291616470588,0.16166986811764705,0.15071028929411764,0.14210983988235296,0.13625671517647062,0.13052323341176472,0.12840889223529414,0.1280510557647059,0.12865537988235295,0.12957335435294118,0.13041639964705884,0.13144090611764703,0.1320038808235294,0.13284676435294118,0.13481455176470586,0.13847475235294116,0.14174793529411764,0.14478389882352943,0.14767516529411767,0.1502074023529412,0.15196766117647062,0.15339159764705884,0.15494540235294121,0.15676307882352944,0.15862451352941176,0.16077240470588236,0.16234740000000003,0.16366119588235298,0.16514529058823532,0.16659596235294116,0.16787443411764708,0.16791007411764705,0.1655225117647059,0.16282020411764703,0.15797912035294118,0.1528700474117647,0.1472512797647059,0.14169201388235297,0.13568822505882355,0.12938287682352945,0.12265962829411767,0.1156452735882353,0.10825587547058824,0.10160224076470588,0.0950167241764706,0.08833382505882353,0.08107414382352941,0.07376065594117648,0.06673886194117647,0.060212378235294114,0.054236825823529414,0.050158247352941186,0.04631224176470589,0.04321009041176472,0.04062843141176471,0.03860271811764707,0.03665921517647059,0.034996257470588245,0.033644124764705886,0.03256258652941177,0.031391301117647055,0.030324537823529417,0.029337397529411762,0.02930144564705882,0.0293041694117647,0.029272031999999996,0.029256274999999995,0.02920238282352941,0.029149964411764706,0.029096565529411766,0.029039735764705882,0.028985029470588234,0.028933132235294118,0.028895861235294116,0.028844419882352947,0.02879884423529412,0.02874749470588235,0.02869868223529412,0.028766947529411762,0.02884553258823529,0.02881677123529412,0.028644985705882354,0.028450100411764708,0.028216218411764707,0.028005213470588236,0.027818732117647058,0.02765248405882353,0.027498832470588236,0.02736381388235294,0.02727858870588236,0.027205438529411766,0.027150122882352943,0.02711489717647059,0.027087342647058827,0.02708886223529412,0.027006123411764706,0.02693230735294118,0.026986739000000003,0.027177861352941174,0.02738351382352941,0.02762371582352941,0.027859402588235296,0.028091255647058826,0.028332052117647062,0.028588452588235298,0.028865512529411767,0.029107587588235298,0.029352325235294116,0.029600725411764707,0.029838787588235296,0.030388844352941174,0.030975227470588236,0.03154566782352941,0.03207645882352941,0.03256713423529412,0.03302260682352941,0.03349985594117647,0.033937355,0.03435455682352941,0.03475799811764706,0.03512268435294117,0.03546059188235293,0.03577958523529412,0.03610021635294118,0.036413008294117644,0.03671502676470589,0.03700289529411765,0.036978214588235296,0.03689951958823529,0.03681300105882353,0.036747889294117646,0.03671127847058824,0.03671645570588236,0.036712618647058826,0.036748081235294126,0.036790045352941184,0.03681846670588235,0.03684785064705881,0.036870587117647055,0.03688668535294117,0.03688549488235294,0.03688280547058823,0.03702059741176471,0.03740881194117647,0.03775311747058824,0.038041828352941176,0.038301678176470594,0.03852918382352941,0.03871991952941176,0.038870646705882354,0.038992555529411776,0.039093192235294116,0.039188452,0.03927025805882353,0.03933510805882352,0.0394156894117647,0.03948013411764705,0.03955142423529412,0.03960259258823529,0.03950047205882353,0.03914045005882354,0.03882501476470588,0.03855800876470589,0.038296603941176476,0.038061432294117646,0.03785589335294118,0.03768894229411764,0.037549377588235296,0.03743087194117648,0.037317219294117646,0.037214913352941185,0.037144155941176475,0.03707604517647059,0.037019290882352944,0.03661945088235294,0.03635280799999999,0.03613229588235294,0.035891787647058825,0.03567507235294117,0.03555257494117647,0.035484656117647055,0.03543268129411764,0.035391345117647056,0.03534805176470589,0.03531267135294118,0.03527965917647059,0.03525141905882352,0.03523979641176471,0.03520998470588235,0.03516936294117647,0.03513536947058823,0.0354207278235294,0.03559182052941176,0.03573442817647059,0.03587991370588235,0.03599109294117647,0.03601387135294118,0.03597905370588235,0.035929091,0.035866285117647057,0.03580131335294118,0.03573426417647058,0.035650182823529414,0.03555116,0.03544975117647059,0.03537518970588235,0.03525290688235294,0.035160263294117644,0.03509977288235294,0.03500762611764706,0.034885532235294114,0.03480970223529412,0.03477091517647059,0.03474770158823529,0.03476219905882353,0.03477122523529412,0.03474967623529412,0.034726568764705874,0.03468437552941177,0.034647463176470585,0.034591593058823526,0.034521544823529406,0.034451981294117646,0.03443462082352941,0.03434162570588235,0.034250409588235296,0.034199538764705883,0.03418154758823529,0.034149033823529414,0.034082048294117644,0.033994333,0.03389345717647058,0.03382046229411765,0.0337966254117647,0.033779098176470575,0.03376755464705882,0.03375954900000001,0.03378481741176471,0.034317804647058824,0.034679630999999995,0.03494995270588236,0.03526076005882353,0.035491789882352937,0.03572724923529412,0.035958180470588234,0.036183761058823524,0.036417040470588226,0.03664203658823529,0.03686337188235294,0.037039878117647064,0.03720096435294118,0.03734435164705882,0.03749881352941177,0.03768693847058824,0.037875614588235296,0.03757346135294117,0.037459695588235295,0.037447807764705875,0.03743671805882352,0.03750864629411765,0.03756888405882352,0.03762822964705882,0.037688556941176475,0.03774402382352942,0.03780808529411765,0.03786291964705883,0.03793915552941177,0.03801139023529412,0.03809865688235294,0.03817699470588235,0.038075898117647056,0.03795597441176471,0.037785678882352944,0.03763870694117648,0.03750166752941176,0.03732746752941176,0.0371256914117647,0.03698374294117646,0.036865877647058815,0.03674613294117647,0.03661975147058823,0.03647529117647058,0.036348808117647055,0.03625824176470588,0.03618107905882353,0.03610988511764706,0.0360212758235294,0.03607791088235294,0.036147978352941174,0.036271304000000004,0.03635126670588235,0.036406254352941175,0.03649983705882352,0.03659558141176471,0.03660803111764706,0.0365940264117647,0.03656757129411764,0.03654546317647059,0.03652071352941176,0.036469531529411764,0.03639189705882353,0.03629726729411765,0.036149689176470594,0.03601439711764706,0.03592133476470588,0.03582200823529412,0.035715377176470595,0.035616769,0.03552364429411764,0.03538650405882353,0.035250625588235295,0.035132855294117644,0.0350198595882353,0.03489863141176471,0.03476280252941177,0.03464195611764705,0.03454463176470588,0.03444429876470588,0.034342685,0.03428609547058824,0.03423522270588236,0.034135523529411765,0.03403465011764706,0.033938334941176464,0.03382420294117646,0.03371185411764705,0.03364422894117647,0.03359196447058824,0.033545262294117646,0.033492197705882354,0.03346294805882353,0.03344855617647059,0.03343910835294118,0.03341537982352941,0.033052269705882355,0.032881169588235296,0.03270287682352941,0.032571303882352944,0.0324716424117647,0.032402698588235294,0.03233231164705882,0.03228619517647059,0.03225709576470589,0.032232298294117646,0.03218828047058824,0.03213766147058824,0.03208024823529412,0.03201759764705883,0.03193905388235294,0.031849222705882356,0.031772134411764706,0.032021994823529416,0.03207876047058824,0.03215278894117647,0.032174779411764706,0.032183207352941175,0.032168669117647056,0.032147545823529404,0.03210600276470588,0.03205418511764706,0.031997464117647055,0.031944009941176466,0.03188572347058823,0.031833824058823526,0.03177340505882353,0.03172731417647059,0.03156867858823529,0.031510779999999995,0.03152927364705883,0.03155845282352941,0.03158948652941177,0.03167258311764706,0.03175809976470588,0.031826464117647064,0.03188297352941177,0.03192073011764705,0.031955767176470584,0.032009717,0.03207561194117647,0.032149750352941174,0.03220758094117647,0.03226892376470588,0.03233560288235294,0.03252355823529412,0.03260532388235294,0.03261869976470588,0.03263126288235294,0.032633972176470585,0.0325927614117647,0.032542688470588235,0.03250436447058824,0.03248324223529412,0.0324949045882353,0.03250775482352941,0.032498289470588235,0.03248415323529411,0.03246820811764705,0.03247351058823529,0.0322469735882353,0.03209478052941177,0.03200369917647059,0.031908659352941175,0.03183252111764706,0.03176134047058824,0.03167908452941176,0.031575919882352935,0.031484596352941166,0.03140341088235293,0.03132520252941176,0.031246267647058817,0.031173044823529405,0.03110987564705882,0.031052026294117643,0.03098202329411764,0.0309070994117647,0.031077418294117646,0.031162756647058823,0.031183272352941174,0.031213218999999997,0.031234437588235298,0.031251301588235296,0.031270440176470585,0.03131146264705882,0.03134577517647058,0.03137715876470588,0.03140649229411765,0.03143062976470588,0.031435815294117646,0.03143207370588236,0.03141730382352942,0.03150774205882353,0.031483493470588236,0.03144798176470589,0.031454990411764715,0.031472893705882354,0.03147445194117647,0.031484342176470594,0.031509668647058814,0.03154070552941176,0.03156644329411765,0.031588293882352944,0.03159644747058824,0.031593262176470585,0.03157775370588235,0.03154640747058824,0.03144513376470588,0.031313613235294115,0.031118149411764703,0.031050010235294117,0.030988148529411765,0.030894463999999993,0.030791082823529412,0.030706788294117653,0.03060236782352941,0.03048302370588236,0.030372813294117645,0.03027942294117647,0.03019091670588235,0.030112215117647056,0.030045198176470583,0.029987752000000003,0.029953076117647054,0.03002354670588235,0.030093791882352935,0.03016668058823529,0.03019003882352941,0.030207588294117654,0.030243560529411764,0.030275489941176473,0.030308650588235293,0.030346296352941178,0.030380267941176462,0.03040016629411765,0.030415360529411767,0.03044869111764706,0.03049008358823529,0.03053140682352941,0.03057979264705882,0.030634082588235287,0.030656084117647055,0.030702871470588235,0.03072063082352941,0.0307819254117647,0.03084745747058823,0.03089314376470588,0.03093994188235294,0.030977279352941173,0.031013664529411757,0.031053350823529408,0.03110467894117647,0.031145342764705878,0.031164034764705882,0.031182688470588235,0.031202203941176475,0.031281668235294116,0.03133898117647059,0.03140848141176471,0.031493927411764704,0.031622386705882355,0.03175328670588235,0.03185434323529411,0.03195650647058823,0.03205825817647059,0.03215905694117646,0.03227913364705883,0.03239975976470589,0.032512308588235304,0.032607387235294126,0.03269248523529412,0.03276932388235294,0.03284165211764706,0.03284488917647059,0.032866489,0.03287175335294118,0.03286962052941176,0.03282245435294117,0.032769913294117645,0.03274646805882352,0.032721781117647064,0.03269589952941177,0.032671605411764705,0.032628314470588234,0.03257279076470588,0.03252180858823529,0.03249133211764705,0.032468608,0.032448909176470586,0.03243260888235294,0.032403640352941174,0.03235162005882353,0.0323085561764706,0.03227336376470589,0.03223593517647059,0.0322056431764706,0.032153971588235304,0.0321051075882353,0.03207197994117647,0.032037921941176474,0.032004407294117646,0.031981248941176474,0.03194402505882354,0.03190794064705882,0.03187531441176471,0.031840534000000004,0.03180437917647059,0.031781575117647065,0.031785563764705885,0.031780384941176465,0.03176537270588236,0.03175521623529411,0.031735769176470585,0.031739243882352934,0.03174238870588235,0.03174378435294117,0.03175198570588235,0.031753725882352944,0.031753200999999995,0.031770741,0.03185089764705882,0.0319405334117647,0.03200690088235294,0.032096798705882355,0.03218667570588236,0.032270563588235296,0.032319509764705885,0.032337541941176474,0.032367031352941174,0.03238253488235294,0.03240054288235294,0.03240574470588235,0.032410677294117646,0.032398881000000004,0.03239813305882353,0.032385675705882355,0.03237042688235294,0.03229209082352941,0.032193827764705876,0.03211532705882353,0.03201586670588235,0.03191412600000001,0.03181583623529411,0.031750410470588235,0.031716687588235294,0.03166246147058824,0.03161768482352941,0.031572648,0.031533320764705886,0.031493087352941165,0.0314574144117647,0.031408392882352934,0.03125776417647059,0.031129314117647057,0.031007009000000002,0.03090839035294118,0.030808597000000004,0.030711343117647057,0.030619698647058824,0.030504831352941176,0.030385220705882357,0.030275519764705883,0.030167550941176468,0.030069363058823528,0.029973455470588235,0.02986967894117647,0.029755909117647056,0.02965154323529411,0.029559704647058815,0.029583749117647058,0.02958510676470588,0.02957987523529412,0.029558506764705877,0.029543654470588234,0.029523643176470583,0.029501677882352945,0.029503468529411762,0.029510256882352943,0.02950549858823529,0.02950229982352941,0.02949586117647059,0.029482801000000003,0.029479158352941178,0.029483311823529413,0.029325697705882354,0.02923397347058823,0.02924094958823529,0.02927318352941176,0.029313019705882345,0.029322149823529403,0.02932571152941176,0.029332379470588227,0.029334596999999997,0.02933777652941176,0.029349885176470587,0.029364087529411765,0.029384505411764707,0.02939303282352941,0.029392678470588234,0.02939382182352941,0.029397374999999996,0.02955906164705882,0.029652370411764703,0.02964914588235294,0.02961258358823529,0.0295659614117647,0.02955321817647058,0.029536700352941175,0.02951561894117647,0.029499292764705885,0.029483359176470582,0.029461874647058822,0.029444061294117644,0.02942543452941176,0.029417991058823516,0.029419166117647055,0.029521656529411765,0.029591996470588234,0.029657937882352936,0.02964219711764706,0.02962175623529412,0.02960751523529412,0.029600595117647063,0.029602335058823526,0.029628176647058826,0.02966130588235294,0.029691344647058825,0.029715794588235294,0.02973901576470588,0.029763995588235295,0.02978666552941176,0.029792017823529412,0.0297501374117647,0.029595856705882346,0.0294628934117647,0.029395582562499994,0.029408702933333326,0.029424398499999997,0.029443807615384614,0.029457954249999998,0.029457153272727268,0.0294246471,0.029371507888888888
pNuLoCDScore	-0.07623893018300651,-0.0954054437124183,-0.10919628724183009,-0.11965558077124183,-0.13061515959477124,-0.13921560900653593,-0.14506873371241827,-0.15080221547712416,-0.15291655665359474,-0.1377745672352941,-0.12387969411764707,-0.11211344264705886,-0.10165704219909505,-0.09253794631092443,-0.0848583694431373,-0.07764054864705883,-0.07027196694117652,-0.04744525282352943,-0.03038122635294116,-0.01688596929411762,-0.0030351239999999724,0.008097562470588238,0.015710946000000003,0.02286836423529412,0.026536510117647072,0.028712023058823533,0.029969133647058804,0.031199050352941182,0.03193100035294119,0.03222028976470595,0.03314140976470592,0.03374919799999998,0.03305988235294122,0.029435321764705896,0.023774576470588255,0.018036305294117594,0.010303955058823505,0.002662645058823493,-0.004716381411764725,-0.011699583764705868,-0.01925717729411766,-0.027380201999999992,-0.03596488523529409,-0.04512713111764706,-0.054091524529411794,-0.0620589551176471,-0.07012856641176472,-0.07826213729411763,-0.08680029029411766,-0.09414941817647057,-0.09878364982352943,-0.10260782588235291,-0.10374229452941176,-0.1027118000588235,-0.10093903800000001,-0.09848192347058826,-0.09505979364705884,-0.09078015870588238,-0.08600041311764708,-0.08064901611764705,-0.07461175070588236,-0.06903965423529411,-0.06362542305882354,-0.05800928723529412,-0.05173674629411765,-0.04445921029411766,-0.03743469252941177,-0.030940346235294118,-0.02498055082352942,-0.020955864529411776,-0.017162277352941187,-0.014113524882352953,-0.01158869564705883,-0.009617688647058833,-0.007726082941176472,-0.006100396235294129,-0.004799704882352939,-0.0037637422941176474,-0.002643806411764704,-0.0016258555882352962,-0.0005704500000000001,-0.00045591305882352814,-0.0004873981764705812,-0.0006270462941176426,-0.0008061745882352866,-0.0009861644117647034,-0.00114475094117647,-0.0012778334117647082,-0.0013872517058823516,-0.0014861969999999981,-0.0015693183529411764,-0.001617272529411757,-0.001638981352941181,-0.0016487213529411786,-0.0016325975294117605,-0.0016113395882352936,-0.0016780852941176427,-0.0018394091764705849,-0.0018844638823529401,-0.0016582467058823512,-0.0012722390588235342,-0.0008327045882352974,-0.00038149764705882466,4.067047058823811e-05,0.0004387715882352948,0.0008332196470588263,0.0012246387058823562,0.0015869238235294084,0.0019021490588235317,0.002202202352941173,0.0024858282352941165,0.002751444941176469,0.003299982117647055,0.0039691040588235305,0.004613360470588232,0.005089719823529411,0.005389272882352948,0.005639092999999998,0.005876140117647061,0.006077952411764707,0.006263301176470587,0.006425945999999995,0.006534231764705873,0.006595079352941166,0.006671997647058822,0.006747891117647065,0.006812282882352937,0.006876239176470591,0.006614050941176473,0.00600298711764706,0.005353851764705882,0.004736542235294114,0.004180755058823524,0.0036886716470588346,0.0032165997647058894,0.0027752636470588232,0.0023935244117647136,0.0020320472352941266,0.0016957823529411761,0.0013872587647058773,0.001091001882352935,0.000786468999999991,0.00047248658823529494,0.000167778705882346,1.7702117647060145e-05,0.00043059735294117413,0.0008535978823529453,0.0012288272941176487,0.001553788882352948,0.001817905352941171,0.0020034638235294014,0.0021580280588235287,0.00224447429411765,0.0023031468823529327,0.002369985294117652,0.002422407411764721,0.002464520941176468,0.0025290040588235307,0.0025946392352941133,0.0026686187647058865,0.002581995176470585,0.002091660117647061,0.0013873325882352988,0.0007831864117647039,0.00025633058823529287,-0.00023257988235293736,-0.0006584872352941168,-0.0010147533529411765,-0.0013036132352941335,-0.0015438146470588207,-0.0017575800588235171,-0.0019530387647058861,-0.0021201947058823375,-0.0022715334705882273,-0.002404088941176462,-0.002532133352941175,-0.0029831417058823542,-0.0031476640588235377,-0.003008154176470594,-0.0029332271176470553,-0.002882936411764715,-0.002744029000000009,-0.002576776176470591,-0.0024232120588235373,-0.0022975971764705866,-0.0022013258235294084,-0.0021182005882353014,-0.0020375601176470526,-0.001963494294117664,-0.0019043595294117657,-0.0018660604705882378,-0.0018499279411764713,-0.0014840814117647108,-0.0009320801764705899,-0.0005404753529411818,-0.0001573594705882378,0.0002048413529411805,0.0004385180000000058,0.000529215235294124,0.000546372411764709,0.0005377458823529468,0.0005182333529411692,0.0004886419999999975,0.0004546049999999899,0.00039876376470589225,0.00031136358823528887,0.0002397664705882374,0.00020582676470587424,0.0001175374117647135,-0.0002604645294117594,-0.0004920476470588186,-0.000726802058823528,-0.0009943814705882376,-0.00118139070588235,-0.0012429561764705915,-0.0012313521176470568,-0.0011668919411764733,-0.0010950598823529362,-0.0010516371176470599,-0.0010076954117647086,-0.000965807294117646,-0.0009036968235294138,-0.0008581581176470635,-0.0008536448823529413,-0.0008009255882352947,-0.0007256424705882336,-0.0007581471764705888,-0.0007572165294117625,-0.0006859934705882309,-0.000628154647058829,-0.000621881352941174,-0.0006656532941176491,-0.0007678660588235284,-0.0008777680588235373,-0.0009292139411764683,-0.0009299433529411719,-0.0009052773529411931,-0.0008799085294117631,-0.0008320440588235195,-0.0007367274117646982,-0.00013417664705882293,0.00024501017647058504,0.0006083270000000057,0.0010103504705882352,0.001292251117647053,0.0015457016470588267,0.0018091466470588208,0.0021017127647058806,0.0024227074705882243,0.0027485794117647067,0.0030429095882352902,0.0032432527058823615,0.0034218661764706046,0.0035767969999999996,0.0037392645294117635,0.003902121058823531,0.003557809941176472,0.0028938303529411763,0.002509742882352936,0.002187047705882343,0.0019449281764705867,0.0017813970588235264,0.001610703588235285,0.0014444685882352981,0.0012715164705882492,0.0011019872352941301,0.0009447134117647124,0.000823041529411768,0.0007381911764705873,0.0006670385882352955,0.000599843352941172,0.0004900562352941132,0.00020028352941175998,0.0003825130588235373,0.0003259832941176488,0.00019089917647060334,6.494947058823669e-05,-0.000181178764705886,-0.0004431926470588182,-0.0006444867058823592,-0.0008226792941176606,-0.000997890882352949,-0.001188333823529425,-0.0013876284705882508,-0.0015903474117647115,-0.001753148470588238,-0.001917577823529415,-0.0020671095882352913,-0.002054622294117653,-0.0018780635294117706,-0.0016377005294117702,-0.0013674029411764738,-0.0011504008235294072,-0.0009212131764705853,-0.0006258543529411784,-0.00038816152941175547,-0.00025784652941175656,-0.00015210652941177044,-5.2180176470587036e-05,7.017200000000723e-05,0.00017190541176470564,0.00021128976470588534,0.0002108180000000015,0.00018738217647058797,0.000128413352941191,-6.351376470587616e-05,-0.0002266435882352924,-0.0004492957647058843,-0.0006358895294117581,-0.0007894853529411758,-0.0009761927647058827,-0.0012090773529411791,-0.0013574055294117635,-0.001461171117647056,-0.001547711705882339,-0.0016468317647058764,-0.001757910999999994,-0.0018275754117647106,-0.0018472652941176476,-0.0018529685294117679,-0.001807004176470596,-0.0017283016470588247,-0.001686112058823519,-0.0016864847058823546,-0.0016807270588235362,-0.0016784340588235358,-0.0016994413529411792,-0.0016746499411764773,-0.0016063966470588262,-0.0015408908235294075,-0.001474597294117655,-0.0014064337058823581,-0.0012998544705882381,-0.001193399941176461,-0.0011055234117647028,-0.0010289189411764668,-0.001290415294117643,-0.001404925882352942,-0.001532345882352952,-0.0015642196470588218,-0.0015630077058823577,-0.0015356363529411693,-0.001491891294117642,-0.0014256589411764595,-0.00138713317647058,-0.0013596661764705906,-0.0013569818235294046,-0.001354536235294114,-0.0013826998235294055,-0.0014309585294117605,-0.0015000544705882357,-0.0015661571176470573,-0.0012801352941176486,-0.0008591747647058792,-0.0006241163529411703,-0.00041851494117647187,-0.00029686299999999444,-0.00021949123529411974,-0.000163642529411763,-0.0001386493529411878,-0.00015109300000001186,-0.00017811317647058872,-0.0001908163529411866,-0.00019365152941177438,-0.00019452476470589036,-0.00018377358823530587,-0.00016564882352941568,-0.00012190852941176833,-0.0002034558235294165,-0.0005112148235294212,-0.0005494868235294131,-0.0005943361176470596,-0.0005852928823529349,-0.0005106242352941118,-0.0004105693529411758,-0.00032108170588233953,-0.00022302923529410323,-0.00013345500000000454,-4.169694117647088e-05,6.57070588235345e-05,0.00018988847058823421,0.000315926294117648,0.00043417588235294263,0.0005416095882352923,0.0007669242941176491,0.0010127782352941234,0.0010760502352941126,0.001060246941176471,0.0010417763529411705,0.0009613890588235224,0.0008346616470588167,0.0007162243529411708,0.0006213909411764695,0.0005625121176470668,0.0005391374117647146,0.0004980378235294111,0.00042267752941176767,0.00033440288235293825,0.0002606271764705806,0.000204586823529411,-8.862929411763976e-05,-0.0004287777058823508,-0.0006016247058823476,-0.0007100404117647077,-0.0007987417647058806,-0.0008726317058823443,-0.0009136768823529359,-0.0009667685882353005,-0.0010197681176470769,-0.0010798313529411865,-0.001169702058823538,-0.0012614871764705937,-0.0013252446470588299,-0.001374277588235294,-0.0014161818235294069,-0.00149148729411765,-0.0013398741764705999,-0.0010173622352941218,-0.0008409425294117687,-0.000725387000000001,-0.0006193021176470644,-0.0005269028823529434,-0.0004277829411764647,-0.00030547970588234996,-0.00017313370588234456,-5.7635705882352894e-05,5.195623529411636e-05,0.0001602246470588306,0.00025758494117647177,0.00032593964705882744,0.000380047411764714,0.000435280529411778,0.0006006426470588286,0.0004060751764705904,0.00028522511764706576,0.00027171805882354044,0.00025967470588235744,0.00024001435294117301,0.0002330405882352976,0.00023922847058822916,0.00022924288235293827,0.0002206681176470729,0.00021113511764706688,0.00018995517647059368,0.0001626324117647085,0.00014193841176470684,0.00011433376470588313,2.7829941176463202e-05,-0.00019412882352941307,-0.00036534405882353294,-0.0003979715294117718,-0.0004668418823529502,-0.0005784297058823613,-0.0006833691176470584,-0.000777553882352941,-0.0009073008235294042,-0.0010576818235293987,-0.001193630000000008,-0.0013088709411764737,-0.001405530764705891,-0.0014810470588235286,-0.0015325555294117693,-0.0015586554705882376,-0.0014920576470588282,-0.0012900665294117639,-0.001024357529411768,-0.0008833296470588253,-0.0007981097058823543,-0.0006868757058823387,-0.0005475222941176486,-0.00043129835294117985,-0.0002937172352941164,-0.0001367273529411829,7.454647058816738e-06,0.0001207433529411793,0.00022444382352941605,0.0003364760000000022,0.00044488541176470817,0.0005436548235294054,0.0006267165294117673,0.0006105358823529361,0.00056229223529412,0.0005361908823529431,0.0005305919999999999,0.000574337117647046,0.0006038969411764662,0.0006176538235294071,0.000631291294117646,0.0006309829999999947,0.0006333965882352952,0.0006531845294117586,0.0006893184117647035,0.0006966516470588192,0.0006739511764705906,0.0006512816470588267,0.0006224112941176536,0.0006475856470588293,0.0006828970588235346,0.000705609941176473,0.0007732965882352935,0.0008404612941176545,0.0009058292352941213,0.000961199470588231,0.0010165645882352914,0.0010809788235294146,0.0011453924117647042,0.0012257828235294234,0.0012950808235294188,0.0013669658235294264,0.001443352470588244,0.0015097967647058827,0.001567119941176462,0.0015599838823529416,0.0015059080000000002,0.001458007588235291,0.0013778259411764762,0.0012472338235294048,0.001069167647058819,0.0009155700588235338,0.0007899615882352926,0.0006635229411764768,0.0005368425882353103,0.0003924717647058734,0.0002285547058823445,6.0482176470574855e-05,-8.557864705883295e-05,-0.00020115311764706822,-0.0003007158823529338,-0.00039274294117647157,-0.0004122802941176479,-0.000462848647058825,-0.0005201332941176529,-0.0005610643529411624,-0.000549090588235282,-0.0005339781176470562,-0.0005408248823529221,-0.0005678095294117599,-0.0005907919411764703,-0.0005996254705882345,-0.0005903925294117596,-0.0005683834705882337,-0.0005405596470588192,-0.0005473070588235124,-0.000560667352941184,-0.0005735947647058787,-0.0005920748823529387,-0.0005992611764705849,-0.0005700449411764619,-0.0005229924117647125,-0.0004929788235294233,-0.00047056247058822886,-0.00045042694117648774,-0.000418202411764719,-0.00036586370588236744,-0.0003295912352941216,-0.0002941375882353006,-0.0002524215882352965,-0.0002275230588235297,-0.00019082405882354242,-0.00013719964705882076,-2.4416764705888216e-05,9.999941176469518e-05,0.00020252170588234975,0.00031522358823529023,0.0004011119411764727,0.000490178647058831,0.0005541370588235256,0.0005823257058823611,0.0006312621764705886,0.0006432910000000042,0.0006581541764705892,0.0006619603529411794,0.0006586915882352967,0.0006451551176470602,0.0006449320588235372,0.000614934705882357,0.0005195292352941222,0.000351557411764708,0.0001869268823529377,1.852835294117311e-05,-0.00017080900000000787,-0.000356437588235288,-0.0005036735294117745,-0.0005871314705882397,-0.0006503437647058796,-0.0007200734117647004,-0.0007828580588235268,-0.000833096705882351,-0.0008773565294117602,-0.000905793647058839,-0.0009407186470588302,-0.0009772828235294212,-0.001112662705882353,-0.0011627767058823499,-0.0011868187647058742,-0.0012069367058823478,-0.001207269705882346,-0.0012027828823529506,-0.0011961375882352868,-0.001245579117647059,-0.0013314668823529371,-0.0013869417058823552,-0.0014501338823529435,-0.0015032849411764741,-0.001559865294117651,-0.001623408411764695,-0.001701505294117646,-0.0017568496470588245,-0.0016980595294117731,-0.0015455649999999987,-0.0014219022352941237,-0.001328515117647061,-0.0012500902352941268,-0.0011676886470588232,-0.0010960554705882405,-0.0010031534705882313,-0.0008817521764705946,-0.0007652628823529399,-0.0006620523529411795,-0.0005670632352941171,-0.00047759429411764476,-0.00038687794117646737,-0.0002767507647058777,-0.00016823141176469658,-0.00023400694117646156,-0.00034977564705882674,-0.0003441571764705893,-0.0003066917058823608,-0.00024548705882353195,-0.00022150464705883097,-0.00019793164705882507,-0.00016929841176471783,-0.00016887152941176542,-0.00017248035294118239,-0.0001556134117647011,-0.00013821229411764557,-0.00011135576470588243,-8.97681764705921e-05,-8.64798823529446e-05,-8.949000000000457e-05,7.167729411764259e-05,0.0003250881764705893,0.00041142082352941395,0.00037596235294118027,0.00029956388235294687,0.0002438115882352973,0.00022750664705882204,0.00020432088235294854,0.00018102194117647352,0.0001615162352941249,0.00013347399999999454,9.778711764705725e-05,5.955588235293657e-05,3.2401705882350446e-05,2.5312588235282957e-05,2.5344294117646965e-05,0.0001242815294117683,3.2934823529413154e-05,5.567470588233037e-06,-6.948764705878158e-06,9.172647058828393e-06,4.1553823529418e-05,4.737694117648225e-05,6.563470588235101e-05,0.00011255770588235528,0.00016201311764705434,0.0002079854705882428,0.00025391994117647185,0.0002949544705882351,0.00033856105882353396,0.00036867447058824485,0.00037285170588235647,0.0002284808823529369,3.860235294111947e-06,-0.0001950444705882369,-0.00024661455514706637,-0.00021305330196079442,-0.00018311673529412126,-0.0001567875022624489,-0.0001443808088235285,-0.00017102337433155812,-0.00023665878235294008,-0.000319836758169937,-0.0003442866993464064,-0.0003675078758169914,-0.00039248769934640756,-0.00041515764052287366,-0.00042050993464052416,-0.00037862952287581395,-0.0002243488169934582,-9.138552287581148e-05
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
