UniprotID	Q6P2P2-2
pNuLoCScore	0.2578249944444444,0.25624170399999996,0.25449845727272724,0.2544025825,0.25226115692307693,0.2505563207142857,0.24900673133333334,0.24702771,0.24406281000000002,0.22984330117647062,0.23128183352941176,0.239174,0.2466256323529412,0.24108090647058825,0.23708618176470586,0.23450635588235294,0.23148109235294118,0.2307521047058824,0.23152475058823532,0.23248915941176473,0.2318966905882353,0.23298777117647057,0.23397234176470588,0.23469234529411767,0.23644225,0.23307516294117647,0.22982832529411765,0.2271870394117647,0.22580401294117647,0.22455497823529413,0.22117876882352944,0.21735479352941173,0.21336521000000003,0.20819921235294123,0.2016313935294118,0.19416433235294117,0.18811899294117645,0.18545372352941175,0.1839115394117647,0.18142220058823527,0.18155582823529406,0.18054025294117645,0.18702632411764705,0.19108236294117648,0.19356462647058825,0.19698764058823534,0.20076972647058827,0.2061333017647059,0.21001856352941176,0.21626841823529414,0.2230578482352941,0.23127499941176466,0.2403253682352941,0.24674697823529404,0.2505999564705882,0.25286073058823527,0.2664024,0.2737916664705883,0.2836540182352941,0.2919475029411765,0.30102528294117653,0.31163313823529415,0.3184301794117647,0.3239500776470588,0.32906454529411766,0.3346926223529411,0.33828558,0.34273690176470584,0.34601427411764707,0.34866285764705884,0.3527176282352941,0.3560014482352941,0.35883323352941177,0.3505165447058824,0.34630363941176473,0.3400706470588236,0.33445685058823527,0.3299159511764706,0.3245485888235294,0.3201644582352941,0.31663847058823524,0.31378071764705884,0.3111398788235294,0.30834104941176466,0.30550079529411756,0.30378799941176465,0.3026689570588236,0.3016310770588235,0.2981536264705883,0.29738213705882355,0.29612070647058825,0.29231808470588233,0.2917804594117647,0.29164139823529417,0.29177937941176474,0.2906444617647059,0.2912998588235294,0.29225016,0.2936409817647059,0.295188475882353,0.29641203176470593,0.2982881152941177,0.29907256823529416,0.29853490823529416,0.2990988594117647,0.30288646294117644,0.3054831776470588,0.30897530705882353,0.31460646705882356,0.3167032847058823,0.31821501294117643,0.3199505588235294,0.32298668823529414,0.3235573852941177,0.32427843000000006,0.3244140147058824,0.32549609705882354,0.3264584617647059,0.3277768017647059,0.3290740676470589,0.3352195647058823,0.3374130311764706,0.33992737352941177,0.34111757764705886,0.3429173905882352,0.34547984352941175,0.3479408570588235,0.34990254411764704,0.3514237852941176,0.35239839882352936,0.35367072823529405,0.35355743705882353,0.3529035776470588,0.35175280117647056,0.35073481117647054,0.3488226382352941,0.34729569588235293,0.34208356058823525,0.3394472735294118,0.3357939052941176,0.3318492347058824,0.32633378058823526,0.3207432617647059,0.3149104888235294,0.30823339999999994,0.30100745,0.29421516588235297,0.2872217764705883,0.28050171058823525,0.27355323647058816,0.2667093947058823,0.25971859882352943,0.24522547852941176,0.23185621852941174,0.2190664814705882,0.20651128499999996,0.19430088970588227,0.18265539794117644,0.17308755029411763,0.16325072852941175,0.15395065705882355,0.14602112382352944,0.13830374205882356,0.13023425529411764,0.12258405588235292,0.11548323411764705,0.10923576823529411,0.10282879317647059,0.09659803929411766,0.09842449899999998,0.09888772076470587,0.09876497723529412,0.09861645370588235,0.09852284817647058,0.09876724876470588,0.0982604564117647,0.09753352523529411,0.0971512434117647,0.09675365076470588,0.09653815488235293,0.09661513811764705,0.09657292129411764,0.09642456541176471,0.09622258070588235,0.09671326988235293,0.09696450905882355,0.0967065531764706,0.09691112258823531,0.09693270788235295,0.09677448494117648,0.09691588952941177,0.09707134247058823,0.09733504776470586,0.09755841129411763,0.09788009047058822,0.09829964164705882,0.09885900223529409,0.09950213105882351,0.10028256788235293,0.10111445464705882,0.10197224876470588,0.1022845958235294,0.10295862147058824,0.10398625205882353,0.10463500970588235,0.1055428218235294,0.10657998735294118,0.10739737123529411,0.10822971005882352,0.10903760123529412,0.10986819629411763,0.11062000629411764,0.11119097594117647,0.11161391594117648,0.11201341123529411,0.1123561126470588,0.1143427088235294,0.11610563411764704,0.11665577235294117,0.1174353414117647,0.11829715023529411,0.1192167702352941,0.12032390164705883,0.12142964258823528,0.12265066611764705,0.12403109552941176,0.12538223847058824,0.1264886457647059,0.12773829811764706,0.12918049729411762,0.13040230317647053,0.13160400082352938,0.13278055647058823,0.13242711588235292,0.13222473588235295,0.13276773941176473,0.13299532294117647,0.1330880994117647,0.13306861647058824,0.13294287705882352,0.13281668823529413,0.1326297076470588,0.1321314305882353,0.1316217194117647,0.13133371705882352,0.1308676470588235,0.1302734205882353,0.1299939623529412,0.12810276141176472,0.1253987896470588,0.12393435464705883,0.12279180700000003,0.12152279817647059,0.12060550700000003,0.11987529288235296,0.1196992858235294,0.11958553641176473,0.11961269700000002,0.11961794229411765,0.1198270564117647,0.12027242052941178,0.12090621700000004,0.1217035975882353,0.12230920170588237,0.12301393523529415,0.125277675,0.1283390161764706,0.13012005588235295,0.13160691882352943,0.13349170588235298,0.13520434,0.13689712588235295,0.13800879411764708,0.13887826647058824,0.13962881411764705,0.14031757176470588,0.14100374647058822,0.14150263588235293,0.14172361470588235,0.14174605823529413,0.14472676117647057,0.14714307294117646,0.14870918235294117,0.14964369529411764,0.1509642205882353,0.15251140882352943,0.15374475235294116,0.15416520352941174,0.15445151058823528,0.15444586117647058,0.1551465782352941,0.1560496894117647,0.15649312705882354,0.1574888417647059,0.15850927588235295,0.1606706888235294,0.1641368788235294,0.16598710352941173,0.16912510058823527,0.17445926941176468,0.1805786570588235,0.18716964117647059,0.19400168882352942,0.2023755805882353,0.21241754058823528,0.2234511570588235,0.23519091117647062,0.24691622529411764,0.2585824711764706,0.2701176564705883,0.27933261764705886,0.29070705705882355,0.30930224176470594,0.32566897058823535,0.3406873411764706,0.35390239,0.36594635588235297,0.3780962841176471,0.38966374000000004,0.40114656058823533,0.4115440352941177,0.4209674188235295,0.4295713229411766,0.43758253235294126,0.44431366529411775,0.4501205935294119,0.45654607588235296,0.46484558941176474,0.47110318117647065,0.4693043847058823,0.46861498176470584,0.4681735047058823,0.46851397764705877,0.46895531999999995,0.4693312447058823,0.4694653976470588,0.46943497411764706,0.4691471623529411,0.46907250588235294,0.46891846647058827,0.46888372588235294,0.4694029329411764,0.47067182117647055,0.4720077670588235,0.4736613258823528,0.47617731647058825,0.4787990217647059,0.480616474117647,0.48243085352941173,0.48417940823529415,0.4852625058823529,0.4861422664705883,0.48679389941176465,0.48729756294117654,0.4875269270588236,0.4877693482352941,0.48804940588235296,0.48861084294117646,0.4893436823529412,0.48993773176470595,0.49029773529411763,0.4902237729411766,0.4890649064705882,0.4875314105882353,0.4866959588235295,0.48580229764705884,0.48496559588235294,0.48457888411764705,0.48419518647058823,0.48385286294117646,0.48351763058823527,0.4835420111764705,0.4833847911764706,0.4831182847058824,0.4827737135294118,0.48237961647058825,0.48300609882352946,0.48320676470588236,0.4817321841176471,0.48065572941176476,0.47948211647058825,0.4782407970588236,0.4769620617647059,0.47594345705882357,0.47486656058823534,0.4740312258823529,0.4734148664705882,0.4729387352941177,0.4723823864705883,0.4718153064705883,0.4713222347058824,0.47082942352941176,0.47036210588235305,0.46903738705882364,0.46832310588235293,0.46923319882352943,0.4695682876470588,0.4699366852941176,0.47004280941176463,0.47026585,0.47040816294117643,0.4705564064705882,0.4705331858823529,0.47035105705882346,0.47003752647058816,0.4698607605882352,0.46961308235294114,0.4693056270588235,0.46901360999999997,0.4681240470588235,0.46756263647058827,0.46626850235294126,0.4651088870588236,0.4645736035294118,0.4643605352941177,0.46445159941176467,0.4642309588235294,0.4633629082352941,0.46223022235294114,0.4612120376470588,0.46040567999999993,0.4595383888235293,0.458654928235294,0.45789492470588233,0.4571968447058823,0.45657903470588235,0.4565618964705882,0.45615692294117643,0.45655785705882357,0.45685866588235285,0.45668188058823533,0.45614788352941177,0.45550172294117647,0.4551733088235294,0.4554802882352941,0.45601676999999996,0.4564882058823529,0.4568291247058823,0.45726805823529404,0.4576520052941176,0.45996497941176473,0.4629905735294117,0.4663715111764705,0.47006343,0.4739962352941176,0.4780080682352942,0.48204066411764707,0.4861354576470588,0.49043464058823527,0.49488081470588235,0.49927269117647055,0.5036042811764706,0.5079153088235293,0.5120160664705882,0.5160634394117648,0.5200593647058823,0.5240332029411765,0.5258945423529412,0.5269444641176471,0.5275823005882352,0.5278611947058823,0.5276978958823529,0.5272743994117648,0.5266512364705883,0.5260208223529412,0.5252926923529413,0.5244928652941176,0.5236256088235295,0.52273385,0.5218372205882353,0.5210177547058824,0.5201536041176471,0.5163161552941177,0.5132861847058824,0.5107837764705883,0.5079361417647059,0.5047926676470588,0.5012123476470589,0.49779648411764704,0.4944351488235294,0.49044260705882353,0.4863828876470587,0.4824328247058823,0.47837251529411756,0.4744195364705882,0.4703668052941177,0.46649210529411766,0.4627441829411765,0.4591007617647059,0.4585570047058823,0.4572610611764706,0.4556849741176471,0.45451301058823523,0.4536213588235294,0.4532186905882353,0.45281744294117643,0.4524604529411764,0.452869544117647,0.4534233323529411,0.45393531352941163,0.45452694176470587,0.4550570329411764,0.4557625535294118,0.4563538194117647,0.4574122870588236,0.4585195623529412,0.45937145823529413,0.46039628000000005,0.46099648470588234,0.4617251905882353,0.46241354352941183,0.4630366317647059,0.46370927470588236,0.46432737470588237,0.4645833929411765,0.4645577811764707,0.4645158035294118,0.46454860352941174,0.4645518870588235,0.46458444882352934,0.46470016764705885,0.4643416264705882,0.46395131117647054,0.46369761117647057,0.4633207817647058,0.46324900764705873,0.4630698417647058,0.46287536588235284,0.4627597599999999,0.46253950705882346,0.46238491882352933,0.46262685705882345,0.4630254923529411,0.46330135294117647,0.4634838835294118,0.46367066470588236,0.4622819235294117,0.4601152488235294,0.45714933588235296,0.45304197235294125,0.44977635294117646,0.44691426882352936,0.44399459117647055,0.4414000605882353,0.4391990082352941,0.4373130105882353,0.43567919176470593,0.4341257229411766,0.43253842352941185,0.4311248541176471,0.42993511235294124,0.42889324411764707,0.4278696188235294,0.4282349764705883,0.4293907211764706,0.43119013647058824,0.43406034352941175,0.4360539170588235,0.4376182717647059,0.43927123470588236,0.4405156076470588,0.4412644329411765,0.44164612882352944,0.44180927882352933,0.4419698576470588,0.4421740682352941,0.4422907423529412,0.4423335788235294,0.44139350529411764,0.4402694982352941,0.43926590470588234,0.4385915182352941,0.43825095294117644,0.4376418705882353,0.43701315764705884,0.43647024411764707,0.4359617217647059,0.4356166747058823,0.43509568235294116,0.43414311117647053,0.43280516588235285,0.4309719317647059,0.4293707670588235,0.42781993294117654,0.4264126576470589,0.42604303,0.4259635652941176,0.4259837088235294,0.425682944117647,0.4251919511764705,0.4250628570588234,0.42504583294117637,0.4250255358823529,0.42502883352941173,0.4249025511764706,0.4251039717647059,0.42578733882352937,0.4268773429411765,0.4283642100000001,0.429599555882353,0.43046256176470593,0.43033466352941185,0.43079746588235296,0.4311729552941177,0.4315420705882353,0.43188162941176467,0.43218766588235297,0.4320786776470588,0.4318471864705882,0.43161717764705876,0.43131008941176463,0.43099666411764703,0.43064219882352944,0.4302861694117648,0.42989853235294123,0.4295034929411765,0.4290851882352942,0.42893961176470585,0.4295564882352942,0.42949170294117656,0.42939631117647065,0.4292313676470588,0.4290073029411765,0.4287282429411765,0.4287882005882353,0.4288499182352941,0.4288269788235294,0.42873375941176467,0.42856856,0.42842857529411765,0.42824371529411764,0.42811729529411763,0.4285373082352941,0.42927693058823524,0.4298522717647058,0.4303289788235294,0.43074588529411756,0.4310321064705882,0.43140185235294115,0.43175441058823527,0.4319234088235294,0.43204361235294114,0.4322244594117647,0.4323024223529412,0.4324200223529412,0.43262245764705876,0.43282132117647054,0.43309459294117647,0.4333974211764706,0.4331573511764707,0.43265006882352947,0.43233971823529416,0.43212850588235296,0.43189379470588235,0.43171458176470584,0.43140825823529405,0.43101881176470574,0.43075962470588225,0.43056063117647053,0.43038976058823536,0.4303611823529412,0.4303491429411766,0.4302733641176471,0.4301490123529413,0.4292945758823531,0.4289190829411766,0.42865213647058836,0.42775039235294127,0.4264199829411765,0.42520858529411765,0.42414637117647064,0.42261111470588236,0.4208017111764706,0.4193510976470588,0.4181886858823529,0.4171689447058824,0.4161632305882353,0.41522443823529415,0.41431831647058825,0.41352096941176475,0.41279029411764706,0.4128086352941176,0.4123782105882353,0.411879815882353,0.4119757529411765,0.41253104058823536,0.4130457829411766,0.41342327647058835,0.41430960470588246,0.41552744823529425,0.4164747305882353,0.41717307411764704,0.41769143117647056,0.4181808552941176,0.4185832452941176,0.4190034335294117,0.42027705882352934,0.4214258894117646,0.42213936882352937,0.42284044058823533,0.42347787,0.42416126176470587,0.4248602694117647,0.4254572752941177,0.4261252576470588,0.4268047488235294,0.42736261000000003,0.4278301082352942,0.4282517988235294,0.4286846952941177,0.4289452482352941,0.4291338247058824,0.4292370370588236,0.4283307482352941,0.4273896011764706,0.4267858229411765,0.4260940970588236,0.42538696000000004,0.4246054541176471,0.4236949094117648,0.42278384117647066,0.42176890000000006,0.4207244088235295,0.41975636941176475,0.41923409250000004,0.4187114173333334,0.4181115642857143,0.41763641,0.4172021358333334,0.41676635999999995,0.41632754,0.41599631777777774
pNuLoCDScore	-0.01376218444444438,-0.027981693267973784,-0.026543160915032643,-0.018650994444444402,-0.011199362091503212,-0.016744087973856153,-0.02073881267973854,-0.02331863856209146,-0.026343902091503224,-0.025489599294117565,-0.022973706684491918,-0.02191342308823524,-0.020364466334841624,-0.017568549537815115,-0.01503438956862746,-0.01233536470588234,-0.007620560000000026,0.0032318617647058567,-0.0014535082352941098,-0.011986960588235285,-0.02082161941176472,-0.016525928235294113,-0.015907412941176424,-0.017151562352941213,-0.01811588235294115,-0.022552892352941167,-0.02989335705882351,-0.03832482705882356,-0.043777697647058855,-0.04753404764705882,-0.05006080235294119,-0.0532701447058824,-0.05488642176470593,-0.05253491000000002,-0.042802001176470594,-0.03610467647058824,-0.032239386470588216,-0.027567337647058793,-0.020409042352941165,-0.011221491764705827,-0.0033466464705882715,0.008069205882352909,0.02142645470588228,0.03711066705882349,0.052206375294117646,0.06129325470588229,0.0666884170588235,0.07143853,0.08484657176470592,0.09325141352941183,0.09662769411764707,0.10086514000000002,0.10746065647058828,0.11464549764705881,0.11766045294117644,0.1178167758823529,0.1190459817647059,0.11842420411764698,0.11522773176470588,0.11146190235294118,0.10568890588235297,0.1019158794117648,0.10211767176470593,0.10314071764705884,0.09243083352941178,0.07672487823529411,0.0626496211764706,0.04812314411764712,0.033431567647058735,0.01828281294117645,0.006118409411764669,-0.0037856194117646957,-0.012426074705882417,-0.020911904705882278,-0.027145701176470582,-0.03439585235294118,-0.040513478823529514,-0.04487485823529419,-0.05004867117647055,-0.05437037117647059,-0.06067960705882347,-0.053134407647058846,-0.050182932941176484,-0.047752562352941286,-0.04267639117647054,-0.03827455294117643,-0.032769209411764644,-0.029519996470588228,-0.025338611764705865,-0.021530557647058857,-0.017498897058823515,-0.013152573529411682,-0.009088763529411625,-0.005499884117646958,-0.0035963888235294172,-0.003096168823529366,0.0009452329411763771,0.0055043258823528896,0.009362471176470544,0.016657222352941203,0.022826007647058832,0.025061886470588157,0.026435633529411695,0.029306097058823533,0.03168682941176476,0.031307225294117724,0.030637448235294185,0.029225538823529407,0.02908406529411761,0.028170346470588192,0.02870423352941176,0.030539159411764716,0.03612070529411765,0.03452656823529415,0.03444419588235298,0.03214227058823532,0.02831092352941167,0.02877655882352942,0.02972584411764706,0.029951985294117633,0.02843709705882347,0.028841013529411652,0.02939229823529399,0.02914342235294115,0.027407480588235278,0.025294339411764677,0.022958009411764624,0.019748570588235204,0.012076131176470606,0.004670529411764657,-0.0004800999999999833,-0.005323672352941233,-0.011068155882352826,-0.01914606294117649,-0.027197595294117582,-0.03499205529411764,-0.04319038529411767,-0.05139094882352935,-0.05945556235294108,-0.06633566058823526,-0.07240186705882357,-0.07819956470588241,-0.08402541647058825,-0.08910403941176465,-0.10207021735294117,-0.11022734205882351,-0.1203807920588236,-0.12928262029411766,-0.13754834500000013,-0.14367838264705882,-0.14765571147058829,-0.15165976029411765,-0.1542827429411764,-0.15498632617647057,-0.1559114238235294,-0.15698752117647063,-0.15791765470588232,-0.1580700023529411,-0.15747362647058816,-0.15688980564705884,-0.1486274392352941,-0.13343171952941174,-0.12017876070588232,-0.10774630776470584,-0.09568443599999993,-0.08413254976470586,-0.07432030152941174,-0.06499027211764705,-0.056417131823529434,-0.04886988041176474,-0.041550091294117686,-0.03369610041176471,-0.025968917764705876,-0.01891031282352941,-0.012811202823529405,-0.006606212470588235,0.00011523058823527388,-0.0014599899411764372,-0.002181167588235264,-0.0018538546470588113,-0.0016837458235293978,-0.0017483632352941064,-0.0018513592352941144,-0.0011891139411764756,-0.00019847747058825138,0.0004071678823529268,0.0011264397058823455,0.0017614867647058885,0.002243864117647043,0.00292920976470587,0.0038580024705882204,0.004891873941176461,0.005258978882352952,0.005320086764705856,0.0062520682941176325,0.007075129470588221,0.007702301823529406,0.008768336882352928,0.009664097823529408,0.010326028764705883,0.01089466229411766,0.011479189941176485,0.01198810582352941,0.012320364647058824,0.012331973705882376,0.012111784882352969,0.011730843352941181,0.011241657999999988,0.012370460058823515,0.01382103829411764,0.013697150882352932,0.013449089352941174,0.013662140529411754,0.013673948411764697,0.013743914294117657,0.014032271352941175,0.014420956058823528,0.014993494294117643,0.015514042176470608,0.015868639470588253,0.01654732217647059,0.017566581352941146,0.01838889194117642,0.01924788817647058,0.01843784764705883,0.01632148176470588,0.015568963529411783,0.015332398000000025,0.014698172705882362,0.01387132917647059,0.012744714823529402,0.011513234470588232,0.010166022117647083,0.00859861211764705,0.006749192117647046,0.005133073647058811,0.003595418941176459,0.0016871497647058809,-0.00012888258823523513,-0.0016100384705881876,-0.004677795058823514,-0.007028326235294119,-0.008290381235294117,-0.009975932411764699,-0.01147252476470588,-0.012482592411764665,-0.013193323588235273,-0.013243591235294117,-0.013231151823529408,-0.013017010647058791,-0.012513488294117636,-0.011794662999999997,-0.011061296529411735,-0.009961430058823467,-0.00856982299999999,-0.007684760647058822,-0.005088826176470565,-0.00012111464705880093,0.004404661529411755,0.007328248882352922,0.010084120647058839,0.012886198882352956,0.015329047117647043,0.01719784005882355,0.01842325770588235,0.019265569470588217,0.020010871823529397,0.020490515352941177,0.020731325941176437,0.02059641888235289,0.020020017117647046,0.019436856529411753,0.02171282594117642,0.02186539794117645,0.020370166176470583,0.019523639411764687,0.019357301764705875,0.019019702941176442,0.018540412352941155,0.017268077647058788,0.016442716470588203,0.015567594705882343,0.015517764117647048,0.015732117647058813,0.015489380588235319,0.015986205882352972,0.016785661176470595,0.018924630588235264,0.019410117647058828,0.018844030588235278,0.020415918235294095,0.024815574117647038,0.0296144364705882,0.03465823235294116,0.040256936470588256,0.048210377058823556,0.05796603,0.06900529588235293,0.08004433294117652,0.09086653588235294,0.10208934411764706,0.11262881470588237,0.12082334176470591,0.13003636823529416,0.14516536294117655,0.15968186705882362,0.17156224058823533,0.17944312058823533,0.18536769882352946,0.19092664294117653,0.19566205117647062,0.19877098000000004,0.19912649470588242,0.197516261764706,0.194380411764706,0.19066630705882362,0.18573119411764716,0.18000293705882364,0.1772134582352941,0.1741385323529412,0.1618009394117647,0.14363541411764696,0.12792764058823525,0.1142711147058823,0.1025676217647058,0.09085903588235283,0.07966750470588224,0.06831883705882347,0.05789093882352936,0.04817974352941162,0.03950118294117633,0.03133593411764701,0.012675058065359485,0.003311758065359466,0.0017271668888888814,0.006336536888888911,0.011767244183006564,0.01684833212418302,0.022332320594771277,0.027213655300653616,0.031206506477124196,0.038679236917647075,0.04123046431016045,0.03831935571568629,0.03414789912217195,0.029112350949579785,0.028016218807843107,0.026450124727941143,0.02486618458823528,0.03514556752941175,0.03972640458823534,0.03795974576470587,0.03411594023529407,0.029220915823529398,0.024291650882352883,0.019319686176470563,0.014861372058823513,0.011114877647058763,0.007830387647058817,0.007881252352941182,0.0107942288235294,0.014326130588235314,0.016567141764705945,0.016467855882353,0.015464384117647112,0.012662838235294183,0.006835657058823497,0.0008876388235293797,-0.0035470982352940883,-0.005799674117647063,-0.007080006470588207,-0.008413981176470575,-0.008829945294117625,-0.010186071764705845,-0.011331461176470603,-0.012309665294117617,-0.014321785882352944,-0.016387308823529373,-0.018174988823529442,-0.017644504705882358,-0.015025644117647063,-0.01235507882352943,-0.008992823529411748,-0.0046615747058823265,-0.0005610735294117875,0.0026158129411764097,0.004767961764705869,0.0076865299999999415,0.01066948999999992,0.012047117058823498,0.013151328235294107,0.012874497058823486,0.013455018823529424,0.014680146470588212,0.015498142352941169,0.015716714117647024,0.012441390588235235,0.009004099411764666,0.008600164117646997,0.0071526894117646955,0.00533309882352942,0.0033381252941177275,0.000927949999999983,-0.0018455682352940816,-0.005689492941176405,-0.008046556470588245,-0.008565997647058815,-0.007120803529411773,-0.005878357647058852,-0.006556762352941198,-0.008077031764705839,-0.00962555411764704,-0.009352873529411748,-0.005539892352941167,-0.005211731764705851,-0.004663472352941178,-0.0033543417647058926,-0.001921422941176476,0.00017505823529412323,0.002713432352941192,0.005519113529411784,0.008762550000000063,0.01053101235294121,0.011216432352941147,0.01012632588235296,0.010647487647058834,0.012540729999999972,0.01517222235294119,0.016234991176470592,0.015408356470588275,0.01497440705882358,0.015420065882352979,0.01540049823529413,0.015936534705882327,0.015919094705882403,0.015741774117647045,0.016189822941176407,0.016342798823529348,0.01679914529411758,0.01793248,0.019905501764705846,0.022846240588235256,0.025682828823529347,0.027738868823529383,0.03451537176470584,0.04228120235294114,0.049251275882352924,0.05563810529411767,0.062027650588235256,0.06794802352941176,0.07300467764705879,0.0780307794117647,0.08261723764705883,0.0863966741176471,0.08911357823529414,0.09105767294117656,0.09190694294117646,0.09198630529411772,0.09120607529411773,0.09030115999999999,0.08474062823529416,0.0747163664705883,0.06614317352941174,0.05803512647058823,0.049666328235294155,0.041066055294117665,0.033765759411764684,0.02701259117647059,0.019711202352941215,0.01229618705882346,0.0052916994117647165,-0.00048618823529417154,-0.005529673529411638,-0.012372382941176485,-0.017919024117647064,-0.022813311176470563,-0.03342919235294117,-0.03754978000000003,-0.04256834705882351,-0.04729280470588243,-0.05121366529411764,-0.054486390588235234,-0.05754539294117644,-0.06143084705882343,-0.06434428294117647,-0.06616605941176462,-0.06715949411764705,-0.06821995647058823,-0.06953871176470602,-0.068865445882353,-0.06694699470588239,-0.0663267541176471,-0.060109580000000024,-0.05010361705882352,-0.041415704117647056,-0.03283489294117642,-0.025509216470588236,-0.018973035882352995,-0.013233787058823498,-0.007630495882352983,-0.0019962147058823487,0.002581565294117627,0.006713831764705885,0.010213008823529435,0.013939408823529481,0.01773617941176478,0.019332764705882383,0.021492964705882384,0.020933667647058896,0.01645085941176469,0.014780170588235275,0.012448351764705906,0.011228434117647096,0.011053407058823572,0.011555507647058871,0.012800138235294106,0.013667678823529456,0.014902092352941154,0.016242892352941157,0.01780106352941177,0.019262439411764642,0.02053736588235286,0.021524575294117637,0.022878324117647092,0.02770891941176476,0.03340479235294114,0.03607812294117646,0.03769338882352938,0.03875457470588231,0.038553125294117585,0.036963968235293965,0.03411422529411756,0.030049164705882203,0.02688376705882356,0.023696411764705883,0.020179399411764665,0.016717534705882442,0.01331117235294127,0.010267449411764773,0.007360974705882373,0.004690393529411696,-0.001463571764705851,-0.0050202235294117825,-0.007167904705882411,-0.008810574705882424,-0.009865515294117666,-0.010393227058823395,-0.009550145294117574,-0.007369545882352835,-0.00521971705882357,-0.004002297058823545,-0.0026490788235294382,-0.0009997429411765513,0.00026313411764700145,0.0011671523529411254,0.0016699429411765054,0.001380514705882241,0.0013416282352940456,0.0016190970588235154,0.0010657076470588778,1.4949411764775267e-05,-0.0011294111764705295,-0.0019488417647058887,-0.00281670294117653,-0.004010621176470608,-0.005688953529411678,-0.006511181764705831,-0.0071754582352940854,-0.008009321764705812,-0.008622404705882325,-0.008984306470588233,-0.009151301176470616,-0.01715200235294101,-0.02528849799999988,-0.03473552035294111,-0.04188944858823529,-0.0482996697647059,-0.05332685741176474,-0.05754302917647064,-0.061466132705882304,-0.0646686168235294,-0.06781324152941182,-0.07053608564705885,-0.07307776623529408,-0.07556918976470589,-0.0779943374117647,-0.08009968858823527,-0.08214097152941183,-0.07597526682352948,-0.061091042352941216,-0.04507553847058826,-0.030706887882352957,-0.01885135552941175,-0.009033147882352932,-0.0017336337647058941,0.0046840056470587865,0.009765921529411747,0.014115393882352945,0.017841171529411726,0.02085749094117642,0.022996747411764662,0.025040930352941138,0.027034891529411714,0.02860626682352943,0.029361870352941133,0.021984955647058796,0.013929389411764692,0.005371970000000004,-0.0013175817647058663,-0.007288134705882354,-0.011407292941176483,-0.015003540588235276,-0.018159887058823515,-0.020620832352941182,-0.02272802764705878,-0.024309435882352903,-0.024986701176470533,-0.024821000588235248,-0.024946687058823497,-0.024973932941176447,-0.024424789999999946,-0.023197144117647034,-0.021678739999999974,-0.01990958294117645,-0.01760521411764704,-0.014977297058823502,-0.012301037647058782,-0.009719867647058789,-0.006576289411764691,-0.00381223588235291,-0.001167708235294107,0.0014231888235293755,0.0037747894117647063,0.0051412935294117,0.00643968529411762,0.008068813529411745,0.008547942941176417,0.009268582352941174,0.010565121176470571,0.011964814117647049,0.013209482352941115,0.014366283529411772,0.015246969999999943,0.01596535235294111,0.016402822941176426,0.016777379999999925,0.017053689999999955,0.017155273529411763,0.0171563623529411,0.017164687647058835,0.017327935294117608,0.017479188235294096,0.018809395882352947,0.020558560588235297,0.020790580000000003,0.020007626470588208,0.01856150529411771,0.016689606470588175,0.01474381117647064,0.012754043529411785,0.010469683529411772,0.008185096470588238,0.006180955882352929,0.004402465882352935,0.002448212352941209,0.0005592023529412127,-0.0007287658823528775,-0.0018537141176470373,-0.0011088382352940906,-0.0024757905882352715,-0.0032883505882352615,-0.0034816158823529064,-0.0031072411764706265,-0.0023583164705882065,-0.0013395588235294298,-0.00024341588235290978,0.0012274000000000174,0.003050321176470583,0.004930402352941177,0.006757374117647069,0.008838295882352937,0.011425403529411737,0.013623151764705854,0.015147424705882345,0.0145975582352941,0.012921869999999974,0.01221674823529409,0.011784974705882328,0.011463672352941184,0.01094335764705881,0.010311575294117636,0.009522888235294097,0.00862338999999998,0.007529468235294157,0.006286915294117651,0.005022845882352911,0.0037894382352941236,0.0023295123529411543,0.00078472294117643,-0.0003725441176470612,-0.0019164447058823142,-0.001287192941176435,-0.0011951005882352705,-0.0017108970588234906,-0.0026309417647058797,-0.0034510711764705604,-0.004333250588235249,-0.005305112941176443,-0.006159133529411748,-0.0069798505882353035,-0.007873714117647035,-0.00876824705882348,-0.009740257058823504,-0.010915694117647007,-0.012322443529411725,-0.013724993529411755,-0.014165665110294157,-0.014240409568627516,-0.014790555504201719,-0.015229389411764771,-0.014940946862745108,-0.014446974117647088,-0.013946183470588264,-0.013292912810457552,-0.01233639810457518,-0.011365466928104584,-0.010372138692810479,-0.009367213986928136,-0.008240009869281084,-0.007048375751634028,-0.005750921045751645,-0.00440131398692814
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
