UniprotID	Q9Y6F6-8
pNuLoCScore	0.3095206488888889,0.31142653900000006,0.30715189000000004,0.3010640075,0.2944598284615385,0.2878619814285715,0.2824079086666667,0.27734785000000006,0.27411515176470597,0.2613847941176471,0.2534041705882353,0.2493991011764706,0.24702337352941175,0.24509879882352936,0.24393463117647057,0.24186482999999998,0.23559954529411767,0.22685002588235292,0.21961442882352944,0.21609555705882355,0.21446080058823533,0.21264214941176474,0.21182322588235292,0.21023365,0.20273424823529412,0.19374482235294122,0.18452735294117648,0.17674644294117647,0.16940418705882354,0.16217877823529414,0.15634771411764709,0.15129406647058824,0.14733844235294116,0.1446174005882353,0.1418715494117647,0.1386257611764706,0.13547274823529412,0.13259762470588235,0.13111430529411763,0.12971385117647058,0.12964742235294113,0.13594605823529413,0.1426003117647059,0.1489165694117647,0.15411565294117646,0.15863941058823527,0.16345590058823525,0.16693526529411765,0.17020880411764705,0.17359517588235296,0.17721556647058825,0.18134836352941175,0.18554667941176467,0.1901408294117647,0.19489628058823527,0.1996326570588235,0.21269825999999997,0.2259277205882353,0.23837826058823525,0.2500737841176471,0.26098892588235295,0.2716831817647059,0.2822614317647059,0.292553755882353,0.3028928723529412,0.31301098000000005,0.32274896941176473,0.33194793058823535,0.3407399441176471,0.3498414711764706,0.35855141647058825,0.3665000552941176,0.3739811252941176,0.3728112929411764,0.3706729535294117,0.36858060647058816,0.3671970976470588,0.36605435588235297,0.3648518264705882,0.3638363229411765,0.3627583876470588,0.3615057923529412,0.36011345411764706,0.3585387482352941,0.3568788094117647,0.35478083764705876,0.35229986999999996,0.3495818005882353,0.3481505023529412,0.3477321217647059,0.34762619941176476,0.3477656741176471,0.3485174288235294,0.3494531329411764,0.3508662188235294,0.3525936158823529,0.35353187176470585,0.35388944647058823,0.35435198411764707,0.35462477,0.3550642194117647,0.3555357464705882,0.3563046770588235,0.35679951352941175,0.3575411135294117,0.3573044723529412,0.3565714982352941,0.3553954017647059,0.35725922294117646,0.3583673452941177,0.35861027647058824,0.35915090294117646,0.35956907352941175,0.36063026352941174,0.3620092535294117,0.3633994082352941,0.36519455470588236,0.3672631476470588,0.3690579258823529,0.37065462,0.37546746999999997,0.37948914999999994,0.3832260699999999,0.3876020029411764,0.392222774117647,0.39430763411764697,0.39766052588235284,0.4017223717647058,0.4059208523529412,0.4102232064705882,0.414263364117647,0.4179530229411765,0.42220033117647066,0.4263856835294118,0.43025197235294116,0.4343598423529413,0.4389149705882353,0.4406057529411765,0.44304624941176474,0.44566650823529413,0.44767467294117647,0.44946656235294113,0.4505826258823529,0.4509277635294118,0.45121573647058827,0.45126977529411766,0.45124378882352945,0.45163976352941176,0.4524480429411764,0.4527615052941176,0.4528875029411764,0.4528256911764705,0.4510412611764705,0.4484303070588234,0.44570486529411757,0.4422933270588234,0.4399587758823528,0.4382888758823529,0.4369701929411764,0.4352684547058823,0.43301862529411767,0.43084845941176464,0.42878308176470586,0.42672924470588236,0.4243064105882353,0.4217811794117647,0.41938943470588236,0.41714236529411763,0.4151763076470588,0.4149657317647059,0.4154690347058824,0.4160727717647059,0.41828900882352943,0.41963883176470584,0.42065264588235296,0.42180367470588237,0.4238977658823529,0.42756180470588234,0.4318479705882353,0.4368884652941177,0.4426089670588235,0.44910044529411763,0.4565339911764706,0.4641665205882353,0.4813460958823529,0.4982408576470588,0.5154321017647059,0.5327555411764705,0.5498016958823528,0.5660418423529411,0.5821759035294116,0.5979911305882352,0.6133179400000001,0.628045151764706,0.6419947870588236,0.6552331329411766,0.6675829417647059,0.6791779770588234,0.6901790335294118,0.7005785276470589,0.7108166805882352,0.7115425841176471,0.7124287170588235,0.7130043076470588,0.7132741841176471,0.7137042311764706,0.7140022564705883,0.7142395188235294,0.7144830499999999,0.7149011476470588,0.7152839329411765,0.7156530035294117,0.7160115682352942,0.7161589505882353,0.7162797658823529,0.716330985882353,0.7170485594117647,0.719336721764706,0.7215705358823528,0.7234019411764704,0.7247560447058822,0.725876868235294,0.7266268447058822,0.7271855305882352,0.7277026505882354,0.7283963958823529,0.7289795335294119,0.7293577600000001,0.7296115152941177,0.7298908011764706,0.7299453805882354,0.7294507811764706,0.7292357752941176,0.728313628235294,0.7258517676470588,0.7234327235294119,0.7214665382352942,0.7200309835294119,0.7189526835294118,0.7182329717647059,0.7177656800000001,0.7173943564705884,0.7167038829411766,0.7160607341176471,0.7155667811764705,0.715066202352941,0.7144400376470587,0.714200332352941,0.7150563282352941,0.7158470458823529,0.7166482335294118,0.7170255900000001,0.7172339535294119,0.716939241764706,0.7161953823529414,0.7152058441176472,0.7137190888235295,0.7120939888235296,0.7106708947058823,0.7093177952941178,0.7081174070588235,0.7071009599999999,0.7061935129411763,0.7053014770588235,0.7044312147058822,0.703067506470588,0.7016049770588235,0.6999856276470587,0.698785702352941,0.6977290358823529,0.6971620123529412,0.6970991205882352,0.6972500605882354,0.6978688217647059,0.69859916,0.6990546323529412,0.6993770288235295,0.6994805094117648,0.6995097829411766,0.6995437152941177,0.6986383888235296,0.6972773476470588,0.6958469588235294,0.6936760141176471,0.6918563435294117,0.6900344570588235,0.6882011717647059,0.6865191776470588,0.6847866164705882,0.6827406588235293,0.6806765723529411,0.6786526894117646,0.6764928052941176,0.6743952994117647,0.6724496382352942,0.6704784176470588,0.6684526658823531,0.6672756188235295,0.6665257305882354,0.6656559305882354,0.6652471458823531,0.6646207164705884,0.6639305441176472,0.6632112764705884,0.6622933764705885,0.661402631764706,0.6607760111764707,0.6601640117647058,0.6594419623529411,0.6588958564705881,0.6582662094117646,0.6575618829411765,0.6610636211764706,0.6625700347058824,0.6634821794117647,0.664431467647059,0.6648497470588236,0.6656413264705882,0.6663585264705882,0.6671587117647059,0.6680124588235294,0.6688491411764707,0.6695043564705884,0.6700651070588236,0.6705420517647058,0.6707823047058823,0.6710063711764707,0.67132053,0.6715461329411765,0.6675014594117646,0.6654803211764706,0.6646106352941176,0.6641147094117646,0.6646554976470589,0.6650943211764705,0.6658730252941176,0.6667038964705883,0.6677768611764706,0.6691126788235294,0.6707262082352942,0.6725384870588236,0.674574934117647,0.6770500105882352,0.6795742382352941,0.6857721205882352,0.6913807323529411,0.6971539970588234,0.702507682352941,0.7074235294117646,0.7117114417647057,0.7155677299999998,0.719530165882353,0.7232807970588235,0.7269559817647059,0.7303764111764706,0.7336426523529412,0.7366081076470588,0.7395096094117647,0.7422398488235294,0.7448064223529411,0.7473044223529411,0.7460720635294118,0.7454168105882354,0.7445937635294118,0.7441966105882354,0.7437773752941177,0.7434628452941178,0.7431839335294118,0.7427946358823531,0.7422895794117649,0.7417519235294119,0.7411994352941178,0.7405006000000001,0.7399275000000001,0.7393425370588235,0.7387011917647057,0.7389503217647059,0.7384292723529411,0.7376416170588235,0.7372077847058823,0.7367902870588234,0.7358423282352942,0.7350842547058825,0.7342259570588237,0.7329780552941179,0.731574737647059,0.730396125882353,0.7293914088235295,0.7283812794117647,0.7274890970588236,0.726632544117647,0.7257475288235293,0.7250135494117647,0.7233966788235293,0.7224736905882353,0.7217949458823528,0.7207430370588235,0.7197542935294117,0.7192640464705883,0.7186869552941176,0.7183383882352942,0.7184058747058825,0.7186163511764706,0.7186931076470586,0.718586298235294,0.7185000364705881,0.718424971764706,0.7183616811764707,0.7183887188235294,0.7184050747058823,0.7185145611764706,0.7187706458823528,0.7186361929411764,0.7186182264705883,0.7188035970588235,0.7190389888235292,0.7190073447058821,0.7188245270588234,0.7187250188235293,0.719010564117647,0.7194317623529412,0.719792105882353,0.720395571764706,0.7211883923529413,0.7218619805882355,0.7225172388235295,0.7233029682352943,0.7241040311764707,0.7248469958823529,0.7260107041176472,0.7271913882352942,0.7281801705882351,0.7290474376470586,0.7302451876470588,0.7315321111764705,0.7328071494117646,0.7337493452941176,0.7345387764705883,0.7354286523529412,0.7360906741176472,0.7350898123529414,0.735891477647059,0.7367427723529412,0.7371220335294119,0.7371627570588235,0.7367214158823528,0.7360012758823529,0.7354778405882353,0.7351144170588234,0.7350156876470589,0.7349604082352942,0.7350424841176472,0.7350840105882354,0.7351808164705882,0.7351004841176472,0.7349774588235294,0.7347961135294118,0.7361438958823529,0.7358113894117646,0.7354769576470589,0.7355069876470589,0.735796308235294,0.7365815870588234,0.7376657717647058,0.7385541364705881,0.7392354070588234,0.7397674364705882,0.7402074511764706,0.7405373835294118,0.7408466264705882,0.7410298970588236,0.7413632882352942,0.740947594117647,0.7393902999999998,0.7380140764705883,0.7366742082352941,0.7355851670588235,0.7346812229411764,0.7338911352941176,0.7330890529411765,0.7323737294117647,0.7316991941176471,0.7310274,0.7302875705882355,0.7293295882352941,0.7281841729411764,0.7267036241176471,0.7252767394117647,0.723752698235294,0.7229509923529411,0.7233628670588236,0.7235051829411765,0.7235758182352942,0.7233485441176472,0.7228536147058824,0.7221983935294117,0.7214836852941177,0.7207246735294117,0.7199127852941175,0.7191315617647057,0.7184442205882351,0.7179439264705882,0.7176585417647058,0.7176947829411764,0.7162056911764706,0.7156147229411766,0.7154931200000001,0.7153074647058824,0.7150869311764706,0.7147504370588234,0.7143257347058823,0.7139960670588233,0.7137516435294118,0.713605994117647,0.7134209388235293,0.7132722917647059,0.7131485623529412,0.7128627329411766,0.7125848505882354,0.7123282011764707,0.7120137011764707,0.7131545247058824,0.7134966752941176,0.7134086076470586,0.7134152488235294,0.7134413782352942,0.7135524841176469,0.7136818135294117,0.7136936852941175,0.7135984305882352,0.7133073094117647,0.7129837882352942,0.7126184235294117,0.7122036352941175,0.7118487529411766,0.7114516529411765,0.7091320023529413,0.7057966788235294,0.7037140082352942,0.7022725729411765,0.7011609435294117,0.69953947,0.6983231617647059,0.697225682352941,0.6962367294117646,0.6952185799999998,0.6942511964705882,0.6934017317647058,0.69254562,0.6916716494117647,0.6907421464705882,0.6899296370588236,0.6889738576470589,0.6898173988235293,0.6917956870588234,0.6925956676470589,0.6926932299999999,0.692429114117647,0.6926303776470588,0.6924564405882352,0.6922068376470588,0.6918034582352941,0.6914509035294117,0.6910722211764705,0.690680795882353,0.69037154,0.6900856752941177,0.6898428488235294,0.6881689364705883,0.6853947982352941,0.6833943899999999,0.6811375688235293,0.6788597705882352,0.676660408235294,0.6746715029411764,0.6728111070588236,0.6710167170588237,0.6692468817647059,0.6673918788235295,0.6654624700000001,0.6635631082352942,0.661574065882353,0.6596162923529413,0.6576300541176471,0.6557336658823529,0.6553225729411764,0.6562196770588234,0.6563718476470588,0.6568016629411764,0.6572798352941176,0.657779188235294,0.6580694170588234,0.6581519852941176,0.6580915594117647,0.6578429123529412,0.6576866182352941,0.6575789976470587,0.657409874117647,0.6573065005882354,0.6570672064705884,0.6541491311764707,0.6514521370588235,0.6491062558823528,0.6465909164705883,0.6438916147058824,0.6412117558823529,0.6385686070588235,0.6358421011764706,0.6331891370588234,0.6304995982352939,0.6277035123529411,0.6249358888235294,0.6218759805882352,0.6187538923529412,0.6156438947058823,0.6124761123529412,0.6093538947058823,0.6088852864705883,0.6079574688235294,0.6063252764705883,0.6048405764705883,0.6035962594117649,0.6021472805882353,0.6005325647058823,0.5988789058823529,0.5970809094117647,0.5952531000000001,0.5936828823529412,0.5922698205882354,0.5911648382352942,0.5900150735294118,0.5889851535294118,0.5873650158823529,0.584247615882353,0.5807375611764706,0.5781723994117647,0.5763079523529411,0.574207214117647,0.5724812764705881,0.5710091847058824,0.5695594476470589,0.5678762852941177,0.566297644117647,0.5653435982352941,0.5645646535294118,0.5638870623529411,0.5632989252941176,0.5625140605882352,0.5614652194117644,0.560876248235294,0.5612257364705883,0.5614577188235295,0.5604609429411764,0.5585455311764707,0.5559207576470588,0.552446245882353,0.5481635182352942,0.5432652729411763,0.5383426235294119,0.5329863900000001,0.5265619470588235,0.51966847,0.5123487229411765,0.5044364035294118,0.4879055729411764,0.47219942823529404,0.45692346647058824,0.4422328029411765,0.42819664647058825,0.4146419429411765,0.4016158194117647,0.3894740605882353,0.3778015252941177,0.3667693764705882,0.3564237670588235,0.34641850117647055,0.3366920876470589,0.3275632170588235,0.3186174917647059,0.30993373882352937,0.3018198488235294,0.30268140411764705,0.3029195476470589,0.3029980429411765,0.3030277276470588,0.3027583529411765,0.30234281764705884,0.30183646941176473,0.3013868900000001,0.3009344752941177,0.30051947529411766,0.3000902652941176,0.2996928829411764,0.29945336352941176,0.29922018705882353,0.2990268776470588,0.29953530588235294,0.2999552211764705,0.2998599025,0.29971893066666666,0.2995171742857143,0.29932472153846157,0.29937889250000005,0.29960532818181823,0.2999251030000001,0.3002878977777778
pNuLoCDScore	-0.03540549712418295,-0.048135854771241826,-0.05611647830065364,-0.060121547712418316,-0.06249727535947716,-0.06442185006535955,-0.06558601771241834,-0.06765581888888894,-0.07392110359477125,-0.08457651311764713,-0.0875374611764706,-0.08496845044117646,-0.07999902787330318,-0.07521983201680676,-0.07058468278431379,-0.06711420000000007,-0.07138090352941184,-0.06763997176470588,-0.0688768176470588,-0.07265265823529413,-0.07761918647058821,-0.08292002058823522,-0.08758691705882349,-0.09057076352941174,-0.0882611029411765,-0.08223262529411762,-0.07774287941176475,-0.07746979588235295,-0.07898805235294121,-0.08004452470588239,-0.08070892058823528,-0.08051979882352941,-0.07308682588235299,-0.05779876411764709,-0.041927041176470586,-0.02782987352941177,-0.015288534117647079,-0.0035393676470588664,0.007108186470588168,0.015641198823529406,0.022870361764705888,0.028977775294117658,0.03534401705882356,0.04272260235294115,0.05007393117647055,0.05754320470588234,0.06378197529411764,0.06991880588235291,0.08305083764705884,0.08998166235294117,0.09577794882352936,0.10115721470588238,0.10687327294117649,0.11304377117647063,0.11880553117647066,0.12561849058823535,0.13268406823529416,0.1394158041176471,0.14553340294117648,0.1505995670588236,0.1551932647058824,0.1597006417647059,0.16365513588235298,0.16686739823529412,0.16128286529411762,0.14688357235294108,0.13229469294117646,0.11850682235294108,0.10620817176470587,0.09437117411764706,0.08259039470588231,0.07128256705882352,0.0598655152941176,0.048494812352941175,0.03736448470588233,0.02659081764705873,0.01613886529411762,0.00493936647058818,-0.006251546470588287,-0.01691825470588232,-0.025830622941176384,-0.02507917117647046,-0.02304675411764695,-0.020814932352941073,-0.01867966882352945,-0.016601222941176552,-0.013985607647058806,-0.011242707058823631,-0.00922651588235296,-0.007616345882352993,-0.005761469999999991,-0.003913978235294102,-0.0018145900000000048,0.0007549088235294654,0.004004807058823556,0.007217712941176457,0.009390611176470498,0.009572350588235301,0.008945298823529346,0.007629727647058826,0.008741794117647084,0.008914212352941264,0.007744057647058822,0.00655728705882358,0.006037201764705902,0.006740817058823512,0.0076572694117646445,0.008774638235294119,0.010130335294117665,0.011727401176470587,0.012753248823529406,0.013855106470588241,0.017926356470588267,0.022184677647058726,0.026654571764705814,0.032206601176470506,0.03496355117647054,0.03594028882352929,0.039050249411764604,0.04257146882352936,0.04635177882352942,0.04959294294117644,0.052254110588235314,0.05455361470588238,0.0570057764705883,0.059122535882353,0.06119404647058824,0.0637052223529413,0.06344750058823534,0.061116602941176545,0.05982017941176482,0.05806450529411772,0.055451898823529466,0.05515892823529417,0.05292210000000008,0.04920539176470595,0.045294884117647094,0.04104656882352947,0.03698042470588242,0.03368674058823529,0.030247711764705754,0.02637582176470582,0.022635530588235253,0.018465848823529196,0.012126290588235167,0.007824554117646931,0.0026586158823528327,-0.00337318117647073,-0.00771589705882364,-0.011177686470588255,-0.013612432941176533,-0.01565930882352945,-0.018197111176470604,-0.02042131588235302,-0.02246070705882358,-0.024910518823529404,-0.028141632352941093,-0.030980325882352944,-0.033498068235294054,-0.035683325882352845,-0.03586495352941166,-0.033464575294117505,-0.030235830588235146,-0.026220555294117487,-0.021669767058823397,-0.018650044117647036,-0.016317547058823434,-0.013464779999999954,-0.00912085941176477,-0.003286654705882297,0.0030648888235294547,0.010159220588235318,0.018302556470588205,0.02731926588235295,0.03714455647058823,0.04702415529411769,0.06616978823529407,0.08327512588235286,0.09996306705882346,0.11668276941176459,0.1315126870588234,0.14640301058823524,0.16152325764705866,0.1761874558823528,0.18942017411764717,0.20048334705882365,0.2101468164705883,0.2183446676470589,0.22497397470588237,0.2300775317647058,0.2336450423529412,0.23641200705882354,0.22947058470588233,0.21330172647058837,0.1969966152941176,0.1802487664705883,0.16347248823529426,0.14766238882352956,0.13182635294117673,0.11624838823529426,0.10116510999999984,0.08685599588235282,0.07328914588235291,0.06041987058823517,0.04842862647058832,0.036980973529411876,0.02610073235294108,0.015752458235294142,-0.03242051622875816,-0.04627665799346406,-0.05906376358169932,-0.06950104299346406,-0.07162642911111111,-0.07183622028758171,-0.0712095894640523,-0.07139986381699348,-0.071444538875817,-0.06544531439411767,-0.061065479417112295,-0.05700832505882353,-0.053892407859728514,-0.05155250469747899,-0.048117528399999984,-0.044825774875,-0.044456559294117654,-0.029946812529411754,-0.01633088082352943,-0.005128606999999993,-0.002219394411764719,-0.0007761753529411525,0.0004960014705882448,0.0030574922941176697,0.005599997588235303,0.008348122941176511,0.011558771764705905,0.014713192705882366,0.017716037470588197,0.02100858594117644,0.023868894411764666,0.025673093529411772,0.0314199228235294,0.03669107858823528,0.03889054335294115,0.04077320105882351,0.04187991929411766,0.0422779484705882,0.04116188141176472,0.0390075237647059,0.036361902941176485,0.03345526082352944,0.030320476705882365,0.027512406117647048,0.024413392823529445,0.0215936963529412,0.01938264435294118,0.017872394352941162,0.016779105529411753,0.01344912299999998,0.012993032705882368,0.012985855882352959,0.012858283529411763,0.013386592941176528,0.014618327058823516,0.01683148176470589,0.01982612411764706,0.022855794117647044,0.026468913529411747,0.029931971764705856,0.033187682941176466,0.03629904529411765,0.03847436235294119,0.04051426352941179,0.04153697235294121,0.04078271705882355,0.03889005764705883,0.03685579352941179,0.03520996000000001,0.03397241882352936,0.03267578529411763,0.031022092941176416,0.02911719529411763,0.02700740882352934,0.024005521176470535,0.020982262352941206,0.018390156470588226,0.015624167647058845,0.01327550294117652,0.011290811764705894,0.009817674117647085,0.00823036117647058,0.006748785882352948,0.00540738352941178,0.004032407058823545,0.0014150535294117916,-0.000914109999999968,-0.0032375723529411427,-0.0056670600000000015,-0.007969315294117596,-0.009630989999999923,-0.010920086470588258,-0.01220555823529415,-0.01350019117647061,-0.014570883529411799,-0.016047058235294148,-0.018137852352941214,-0.01991898882352941,-0.01999928588235292,-0.01918603000000005,-0.017890987647058848,-0.015863414705882345,-0.013119771764705912,-0.010604847647058852,-0.008139790000000036,-0.005600205294117699,-0.0032855541176471104,-0.0014463794117646755,0.00035045764705887716,0.0023263129411765227,0.004017120000000041,0.005729038823529459,0.009742778823529447,0.013397436470588248,0.015622599999999959,0.016926062941176462,0.019402404705882337,0.02271221058823525,0.02625181882352942,0.029454924705882374,0.03310345823529415,0.036668358235294185,0.040676848235294105,0.04520083470588232,0.04987012941176466,0.054523231176470455,0.05924097999999989,0.06431286705882347,0.06701743294117643,0.06853690647058827,0.07158662647058828,0.07525677058823535,0.07771735941176466,0.07798334764705886,0.07590106529411755,0.07345138999999998,0.07103899764705882,0.06826299470588235,0.0650919194117647,0.061192429411764754,0.056925635294117705,0.05241839941176479,0.04800640352941177,0.043181037058823535,0.03936700235294116,0.03758451823529407,0.034517354117647,0.030145722352941162,0.02551506470588244,0.022087993529411765,0.0196185088235295,0.017753600000000036,0.0153860876470589,0.013442722352941083,0.011318502941176534,0.009676181176470566,0.008207914117647042,0.006635542352941115,0.005029070588235318,0.0034867741176470846,0.0007891011764706302,-0.0028757923529411644,-0.006012386470588216,-0.008184785294117591,-0.009252880588235257,-0.010264345882353032,-0.011140368235294129,-0.011379757647058841,-0.011375204705882436,-0.011587745882352896,-0.01183503000000008,-0.011918395882352995,-0.011947532941176564,-0.011639039411764696,-0.011147180588235328,-0.01057768411764709,-0.010169461176470551,-0.007956069411764688,-0.0059315200000000234,-0.0046414882352942,-0.004305214117647116,-0.0046308182352940985,-0.0046167552941175916,-0.004875251176470585,-0.005351451764705917,-0.0054078511764705794,-0.005029008823529357,-0.004753150000000039,-0.004480929999999994,-0.004250221176470614,-0.004259801176470568,-0.004254388823529409,-0.003844728823529431,-0.003951939411764693,-0.004441858823529321,-0.0044691541176469785,-0.0038745894117646618,-0.002724999411764628,-0.0013046811764706456,-7.123294117655776e-05,0.001213835294117671,0.0020933529411765184,0.0025825470588236032,0.002968497647058921,0.0035077188235295154,0.0040876123529411945,0.004528485882352995,0.005087816470588258,0.010370165294117606,0.012636627647058751,0.01534911882352935,0.018656637058823478,0.021776929999999972,0.024632212352941163,0.026944035882353057,0.02926646705882363,0.03149427764705892,0.03351317588235292,0.03596662117647054,0.03831240588235291,0.040614911176470536,0.042831412352941245,0.04504465647058825,0.047196668235294115,0.044397537058823544,0.03932165470588239,0.03719001411764705,0.03453949764705877,0.030891164117646974,0.027046042941176462,0.02329708882352932,0.01974506588235303,0.016346632941176442,0.013381435882353021,0.01058376352941176,0.007757622352941196,0.004998518235294125,0.002185974117647038,-0.0005735129411764683,-0.0035912311764705884,-0.0070967423529411655,-0.005943424117647089,-0.006685391764705895,-0.0075207194117647425,-0.007190342941176431,-0.006220517647058832,-0.0050430941176470845,-0.0037354523529413153,-0.002463672941176498,-0.0012808082352941952,-0.0006567882352941368,5.327117647063728e-05,0.0005965582352940868,0.0012119170588235084,0.0018756141176471397,0.0025799511764706407,0.004070670588235348,0.006443917058823689,0.00802959352941185,0.008774353529411805,0.008851174705882314,0.008257239999999999,0.007354620588235272,0.006146091176470692,0.004761742941176483,0.0034988411764705907,0.0023348929411764474,0.001262981764705795,0.00013593705882353202,-0.0010778699999999808,-0.0023725111764707485,-0.003776706470588309,-0.006006116470588296,-0.009707327647059005,-0.013473311764705953,-0.015975741176470493,-0.018075707647058792,-0.019685811176470502,-0.02096386529411759,-0.022228623529411906,-0.023413242941176526,-0.02469487000000009,-0.02585443764705886,-0.02699588352941179,-0.028001134705882336,-0.028681403529411786,-0.029136199411764707,-0.029186658823529443,-0.028285706470588312,-0.02578790588235297,-0.02238565411764709,-0.01938791882352947,-0.0167937835294118,-0.014389624117647104,-0.012195877058823523,-0.010159047058823478,-0.008065448235294093,-0.005906399999999978,-0.003770715882352893,-0.0017981664705881695,4.3270588235333474e-05,0.0016865070588235609,0.0030093194117647992,0.004116561764706039,0.0055942970588236385,0.005642930588235395,0.0046502070588235744,0.0036281964705882075,0.0028844105882353532,0.0024564923529412086,0.002019196470588236,0.0016926882352941708,0.0012877288235294548,0.0007440600000001019,2.517588235295687e-05,-0.0008749882352941385,-0.0017681700000000689,-0.0025954594117647,-0.003257389411764733,-0.003937102352941257,-0.005257968823529413,-0.006573123529411806,-0.007276638823529413,-0.007755708235294145,-0.008231336470588324,-0.008940777058823568,-0.009944269411764739,-0.010688524117647147,-0.011268968823529513,-0.011668300000000076,-0.011920354705882319,-0.011808392941176415,-0.011415444705882294,-0.011045355882352947,-0.01072620470588237,-0.010415868235294168,-0.009480530000000098,-0.009415632941176422,-0.009954410000000025,-0.010033508235294086,-0.009928773529411683,-0.00995034588235294,-0.009637094117647071,-0.009260799999999902,-0.009050670588235221,-0.008888245294117691,-0.008939983529411832,-0.009056825882353015,-0.009440805294117671,-0.009841697647058889,-0.010070309999999971,-0.01018306294117649,-0.010838859411764712,-0.01039129411764711,-0.00839921764705881,-0.006944219411764707,-0.0063104300000000335,-0.0058594388235294614,-0.005350862352941188,-0.0051019276470588015,-0.0049013376470588566,-0.004803442941176295,-0.004601848235294137,-0.004348241176470591,-0.004115921176470583,-0.003865805882352913,-0.0037723176470588204,-0.0038185723529411963,-0.0045942911764704775,-0.004278344117646993,-0.005086875294117665,-0.005925281764705859,-0.00648486529411757,-0.006453122352941154,-0.00631476764705885,-0.00608030705882362,-0.005842584117647043,-0.0056552117647060696,-0.005528919999999993,-0.005723425882352973,-0.005890266470588268,-0.006039810000000034,-0.006181054705882427,-0.006213452352941129,-0.0056308329411765,-0.005065432352941157,-0.0054823476470588495,-0.00635043647058825,-0.006912255882353002,-0.0074874870588235165,-0.00839509941176464,-0.0094825911764706,-0.010556910588235324,-0.011444851764705888,-0.012142217647058862,-0.012514008235294138,-0.012650211764705821,-0.01284205941176464,-0.012998755882352886,-0.013170240588235294,-0.014678400000000036,-0.016351426470588237,-0.017267168823529355,-0.01814406352941178,-0.019416192941176413,-0.02070776764705884,-0.021622187058823517,-0.02244882705882345,-0.02321998235294115,-0.024065857647058736,-0.025042182352941117,-0.026139128235294018,-0.02725433764705884,-0.028184692352941187,-0.029007367647058857,-0.02992476588235296,-0.0292767164705883,-0.027578995294117753,-0.026446043529411767,-0.025155447058823555,-0.02306856117647063,-0.020741526470588217,-0.018832729411764726,-0.01696108941176469,-0.015025999411764662,-0.013074052941176445,-0.011097008235294054,-0.008986424705882345,-0.006848718823529387,-0.004928503529411737,-0.003163452941176398,-0.0012757317647058286,-0.0015254864705881443,-0.002843228235294093,-0.003748266470588235,-0.00526131529411758,-0.007667494117647028,-0.010899164117647048,-0.014218931764705872,-0.01812535176470592,-0.022419968823529424,-0.02707457470588237,-0.032011391764705965,-0.0370659729411765,-0.04251376176470592,-0.04822129823529417,-0.05402203235294123,-0.05998191352941179,-0.06415556823529414,-0.06667335529411761,-0.06969365470588235,-0.07199784529411765,-0.07301595235294117,-0.07311132705882353,-0.07263484764705883,-0.07126433882352942,-0.06891634823529413,-0.06596553999999996,-0.06239714764705878,-0.05847763647058821,-0.05431399999999997,-0.049745169411764656,-0.04483692294117647,-0.0397901523529412,-0.03520380235294118,-0.03230601764705884,-0.028793322352941186,-0.02519841882352944,-0.02228660705882357,-0.019947498235294153,-0.018097627058823507,-0.016566132352941187,-0.01567081911764706,-0.014938430000000058,-0.014487907647058845,-0.014276467647058866,-0.014122505588235329,-0.013975812647058883,-0.013949549117647064,-0.013929245588235273,-0.013216411235294115,-0.01211124947058824,-0.01133490348161767,-0.01066639492941178,-0.010179616500000002,-0.009783191072398195,-0.009140364348039262,-0.008107380090909097,-0.006914309158823559,-0.005748977202614386,-0.004842397202614396,-0.004002695437908488,-0.0032027410261437905,-0.002458777496732012,-0.0018052404379085008,-0.0011650998496732234,-0.0005667894967320425,-0.0007049330261438141
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
