UniprotID	Q5TAT6-8
pNuLoCScore	0.2813254488888889,0.265825623,0.252535074,0.24168679700000004,0.2320734418461539,0.22397885242857146,0.2168622502666667,0.210487313,0.20508651870588238,0.1859200051764706,0.1721291616470588,0.16166986811764705,0.15071028929411764,0.14210983988235296,0.13625671517647062,0.13052323341176472,0.12840889223529414,0.1280510557647059,0.12865537988235295,0.12957335435294118,0.13041639964705884,0.13144090611764703,0.1320038808235294,0.13284676435294118,0.13481455176470586,0.13847475235294116,0.14174793529411764,0.14478389882352943,0.14767516529411767,0.1502074023529412,0.15196766117647062,0.15339159764705884,0.15494540235294121,0.15676307882352944,0.15862451352941176,0.16077240470588236,0.16234740000000003,0.16366119588235298,0.16514529058823532,0.16659596235294116,0.16787443411764708,0.16791007411764705,0.1655225117647059,0.16282020411764703,0.15797912035294118,0.1528700474117647,0.1472512797647059,0.14169201388235297,0.13568822505882355,0.12938287682352945,0.12265962829411767,0.1156452735882353,0.10825587547058824,0.10160224076470588,0.0950167241764706,0.08833382505882353,0.08107414382352941,0.07376065594117648,0.06673886194117647,0.060212378235294114,0.054236825823529414,0.050158247352941186,0.04631224176470589,0.04321009041176472,0.04062843141176471,0.03860271811764707,0.03665921517647059,0.034996257470588245,0.033644124764705886,0.03256258652941177,0.031391301117647055,0.030324537823529417,0.029337397529411762,0.02930144564705882,0.0293041694117647,0.029272031999999996,0.029256274999999995,0.02920238282352941,0.029149964411764706,0.029096565529411766,0.029039735764705882,0.028985029470588234,0.028933132235294118,0.028895861235294116,0.028844419882352947,0.02879884423529412,0.02874749470588235,0.02869868223529412,0.028766947529411762,0.02884553258823529,0.02881677123529412,0.028644985705882354,0.028450100411764708,0.028216218411764707,0.028005213470588236,0.027818732117647058,0.02765248405882353,0.027498832470588236,0.02736381388235294,0.02727858870588236,0.027205438529411766,0.027150122882352943,0.02711489717647059,0.027087342647058827,0.02708886223529412,0.027006123411764706,0.02693230735294118,0.026986739000000003,0.027177861352941174,0.02738351382352941,0.02762371582352941,0.027859402588235296,0.028091255647058826,0.028332052117647062,0.028588452588235298,0.028865512529411767,0.029107587588235298,0.029352325235294116,0.029600725411764707,0.029838787588235296,0.030388844352941174,0.030975227470588236,0.03154566782352941,0.03207645882352941,0.03256713423529412,0.03302260682352941,0.03349985594117647,0.033937355,0.03435455682352941,0.03475799811764706,0.03512268435294117,0.03546059188235293,0.03577958523529412,0.03610021635294118,0.036413008294117644,0.03671502676470589,0.03700289529411765,0.036978214588235296,0.03689951958823529,0.03681300105882353,0.036747889294117646,0.03671127847058824,0.03671645570588236,0.036712618647058826,0.036748081235294126,0.036790045352941184,0.03681846670588235,0.03684785064705881,0.036870587117647055,0.03688668535294117,0.03688549488235294,0.03688280547058823,0.03702059741176471,0.03740881194117647,0.03775311747058824,0.038041828352941176,0.038301678176470594,0.03852918382352941,0.03871991952941176,0.038870646705882354,0.038992555529411776,0.039093192235294116,0.039188452,0.03927025805882353,0.03933510805882352,0.0394156894117647,0.03948013411764705,0.03955142423529412,0.03960259258823529,0.03950047205882353,0.03914045005882354,0.03882501476470588,0.03855800876470589,0.038296603941176476,0.038061432294117646,0.03785589335294118,0.03768894229411764,0.037549377588235296,0.03743087194117648,0.037317219294117646,0.037214913352941185,0.037144155941176475,0.03707604517647059,0.037019290882352944,0.03661945088235294,0.03635280799999999,0.03613229588235294,0.035891787647058825,0.03567507235294117,0.03555257494117647,0.035484656117647055,0.03543268129411764,0.035391345117647056,0.03534805176470589,0.03531267135294118,0.03527965917647059,0.03525141905882352,0.03523979641176471,0.03520998470588235,0.03516936294117647,0.03513536947058823,0.0354207278235294,0.03559182052941176,0.03573442817647059,0.03587991370588235,0.03599109294117647,0.03601387135294118,0.03597905370588235,0.035929091,0.035866285117647057,0.03580131335294118,0.03571748905882353,0.035620148647058814,0.035512294470588235,0.03539553594117647,0.035274479176470586,0.03529066652941176,0.03531283747058824,0.03532327017647059,0.03531134923529412,0.03525261382352941,0.03519882364705882,0.03514917188235294,0.03514998135294117,0.035216535411764706,0.03528057423529412,0.035318285823529416,0.035330278176470595,0.03535994376470589,0.03542484141176471,0.03549241482352941,0.0355597015882353,0.035659701588235296,0.03561888423529412,0.035572599882352944,0.03555905082352941,0.035566946705882355,0.03562253623529412,0.035697983705882355,0.03577565505882353,0.03578704435294118,0.03575530423529412,0.03572126776470589,0.03571840523529412,0.0357592835882353,0.03579583252941177,0.03581145164705883,0.03584043635294118,0.036046746764705886,0.03620131176470589,0.03647862323529412,0.03673209382352941,0.03695457817647058,0.037155684058823524,0.03734006676470587,0.037516562999999996,0.037655728294117646,0.03778964205882353,0.03791262917647059,0.03803949311764705,0.038153666999999995,0.03823870352941178,0.038306007352941186,0.03835006900000001,0.03838089523529413,0.038236627,0.03811967829411765,0.037882350117647054,0.037682285117647055,0.037516849,0.03736690582352941,0.03722382505882353,0.037079040235294125,0.036971788941176476,0.03689546552941176,0.03683187311764706,0.03677295588235294,0.0367094305882353,0.03665376252941177,0.03661128282352942,0.03667963070588236,0.036702082705882356,0.036636124294117646,0.03660171976470589,0.0365444155882353,0.03639554882352941,0.03624068611764706,0.03605782147058823,0.03588418129411765,0.03568109023529412,0.03544486364705883,0.035212837882352944,0.0349732414117647,0.034735818588235295,0.03451424470588236,0.03430685535294118,0.03410193982352942,0.03380959529411765,0.03356815176470589,0.03341960094117647,0.03324542711764706,0.033103582117647065,0.03303315152941176,0.032964814117647054,0.03291889376470588,0.03286243729411764,0.03284454788235294,0.03286109341176471,0.032859743764705886,0.032858134647058834,0.03285174270588235,0.03284150582352942,0.032600887058823524,0.03241703011764706,0.03230274511764706,0.03216210805882353,0.032029775588235304,0.03193647823529412,0.03188281017647059,0.03184442241176471,0.03179541511764706,0.03176218352941177,0.03173414564705883,0.031708956941176474,0.03166353382352941,0.03159127217647059,0.03153125405882353,0.031462723294117645,0.03140008347058823,0.03156020858823529,0.031665931529411766,0.03169798299999999,0.031755171705882344,0.03180746788235295,0.03183601494117647,0.03182090276470589,0.031788623117647054,0.03175961311764706,0.03172227347058824,0.03167731294117647,0.031625061058823525,0.03159161388235293,0.03157713876470588,0.03154897876470588,0.031650929529411766,0.031600082647058825,0.031580334705882354,0.03156708229411765,0.03153064723529411,0.031471141823529405,0.031422264470588226,0.031379456352941176,0.031320848352941175,0.031244261058823528,0.031164239588235294,0.031060376294117648,0.030961404941176468,0.030862896705882353,0.030770912705882354,0.03069718929411765,0.03063233370588235,0.030452693235294113,0.030437581294117645,0.0303965444117647,0.030343174176470582,0.030311655058823526,0.030292512588235294,0.030261043411764707,0.030232912294117648,0.030229760411764707,0.030248707705882356,0.03026845211764706,0.03031189623529412,0.030362903588235294,0.03041994076470588,0.030469380411764703,0.030518278,0.030595774647058826,0.030666148647058824,0.030722700411764704,0.030766132588235292,0.03080239782352941,0.030847172,0.030930493529411764,0.031018649117647054,0.031091830941176467,0.03116026105882353,0.031222009058823524,0.031292554,0.031345154,0.03138993329411765,0.03143688805882353,0.03147552,0.03150233858823529,0.0314948818235294,0.031481104,0.03145345576470587,0.031433311647058815,0.031421313588235286,0.031402238294117646,0.031352798588235295,0.031297789529411764,0.03124908323529411,0.03120250970588235,0.031151740882352945,0.031096914176470588,0.031064098764705884,0.031030348352941182,0.030841171764705883,0.030754532588235284,0.03073602076470588,0.03072549176470588,0.03067463294117647,0.03064003394117647,0.03061701223529411,0.03060791376470588,0.030604350235294116,0.030607106823529406,0.030578704588235292,0.030547707529411768,0.03050289223529412,0.03047246352941177,0.030435347000000005,0.03039415417647059,0.03036520711764706,0.030490635000000006,0.03051752464705882,0.030482131235294117,0.03044722358823529,0.030459309470588235,0.030465484176470586,0.030459738470588235,0.03043625547058823,0.030404034294117643,0.030359416235294114,0.03033040464705882,0.03026303717647058,0.030186821764705885,0.030120271999999997,0.030067671529411765,0.030012598941176465,0.029961005588235296,0.029869702058823524,0.029813779235294113,0.029740311764705884,0.029668555588235297,0.029614708882352937,0.029598294588235294,0.029593739352941177,0.029591866058823534,0.02959583417647059,0.029602693176470588,0.029612626529411767,0.02965918188235294,0.029720984235294116,0.029770237058823534,0.029804895411764704,0.029840550058823533,0.02987066005882353,0.029934895529411767,0.029969076058823537,0.03001469894117647,0.03005086635294118,0.03006560647058824,0.030046934764705886,0.030026689764705884,0.030011424529411773,0.029995466588235296,0.029984783764705886,0.029985527764705887,0.02998928952941177,0.029992581823529405,0.030017405117647056,0.030066656176470582,0.030094742647058824,0.030120868647058822,0.030112409352941173,0.030101899941176468,0.030096574823529416,0.030103208705882352,0.030125583647058824,0.030139733352941178,0.03014625294117647,0.030171427,0.030203462823529408,0.030234168411764708,0.030263543294117644,0.030294899529411765,0.030335321352941178,0.030364794705882353,0.03038510129411765,0.03042364841176471,0.03046276111764706,0.030539921058823534,0.03061826317647059,0.03070221011764706,0.03077846594117647,0.030842956411764703,0.03090454864705882,0.030959735,0.03099343241176471,0.031019311058823527,0.031042488941176477,0.03106569541176471,0.031098378529411774,0.031110471,0.031114055470588237,0.031115517764705884,0.031115498823529413,0.031119069647058822,0.03109264352941176,0.031068659117647054,0.031040383294117645,0.030988875117647058,0.03094106988235294,0.030906050058823527,0.03087403529411765,0.03084301605882353,0.03081414688235294,0.03078449117647059,0.03075053758823529,0.030705306823529416,0.03067969052941176,0.030648494647058825,0.03061768,0.030586519705882352,0.030550435529411762,0.030548293470588236,0.030542242411764703,0.030531050058823533,0.030540698529411762,0.030540231588235295,0.030536003176470584,0.0305332454117647,0.03052920405882352,0.030523438882352937,0.030515681058823525,0.030540541117647056,0.030555594470588237,0.030566403294117646,0.03057697535294118,0.03057682635294118,0.03057710629411765,0.03055899611764706,0.030545725647058826,0.03053228388235294,0.03050965717647059,0.03049004870588235,0.030489485411764713,0.030477373588235296,0.030460934235294116,0.03045500947058824,0.03045040829411765,0.030443374294117646,0.03041030864705882,0.030379236411764706,0.030347205705882355,0.03031604076470588,0.030296614294117646,0.030291113470588237,0.03029514517647059,0.030289490176470594,0.03028727823529412,0.03029364747058824,0.030297339,0.03028781741176471,0.030291692588235296,0.030299288529411765,0.030294707294117644,0.030197007294117645,0.03005981635294118,0.029965198000000002,0.029861434000000003,0.029772591941176468,0.029678136882352938,0.02959052429411765,0.029488656294117645,0.029404959411764707,0.02931223505882353,0.029220998117647057,0.02913387082352941,0.02903896017647059,0.028945453352941176,0.028855011294117647,0.02876297088235294,0.02867317535294118,0.028673151117647063,0.028715526705882354,0.02870749594117647,0.028708438764705885,0.028699881823529415,0.028694175000000002,0.028681514352941178,0.028672244117647062,0.02864611982352941,0.028628714352941176,0.028606074647058825,0.028578154470588236,0.02855747517647059,0.02853501611764706,0.028508231411764704,0.028478393823529412,0.028387256529411767,0.02828865117647059,0.028207194882352946,0.028124797823529418,0.028053863470588237,0.027986747294117653,0.02790769070588236,0.027817173941176474,0.02773697347058824,0.027670100529411767,0.027608810470588236,0.027550303058823528,0.027494543,0.027438457,0.027388347411764706,0.027338108352941176,0.027293501411764703,0.02730947958823529,0.02733179570588235,0.027334170470588233,0.027339713058823524,0.02733923482352941,0.027329838470588234,0.027332996588235292,0.02734476482352941,0.027346304117647057,0.027340793882352943,0.027339391294117645,0.027339436941176472,0.027339832352941178,0.027229884117647065,0.027167167235294117,0.027133931294117647,0.02710252764705882,0.027079233470588236,0.02707165088235294,0.027066153117647058,0.027069381529411768,0.02705864494117647,0.027037707117647056,0.027019781647058826,0.027006140235294115,0.026998215235294117,0.02699418664705882,0.026988640823529406,0.026972795999999997,0.026954163,0.02704926964705882,0.02708745788235294,0.027095076117647058,0.02710155088235294,0.027101664411764703,0.027090076764705883,0.027082486352941176,0.027071678823529413,0.027074494882352945,0.027087644529411765,0.027102921411764708,0.027114304000000002,0.027126771764705883,0.027128414764705882,0.027124578352941176,0.02711767517647059,0.02713180717647059,0.027165415647058825,0.027233974941176475,0.02730707147058823,0.027369653823529412,0.02742058805882353,0.02746680488235294,0.027513127999999998,0.027555104352941177,0.02757335988235294,0.02753392176470588,0.027478739058823528,0.027414774235294117,0.027425874437499997,0.027446148,0.0274693795,0.027509544538461536,0.027527735166666664,0.027513788272727272,0.027446598299999996,0.027355374111111115
pNuLoCDScore	-0.07623893018300651,-0.0954054437124183,-0.10919628724183009,-0.11965558077124183,-0.13061515959477124,-0.13921560900653593,-0.14506873371241827,-0.15080221547712416,-0.15291655665359474,-0.1377745672352941,-0.12387969411764707,-0.11211344264705886,-0.10165704219909505,-0.09253794631092443,-0.0848583694431373,-0.07764054864705883,-0.07027196694117652,-0.04744525282352943,-0.03038122635294116,-0.01688596929411762,-0.0030351239999999724,0.008097562470588238,0.015710946000000003,0.02286836423529412,0.026536510117647072,0.028712023058823533,0.029969133647058804,0.031199050352941182,0.03193100035294119,0.03222028976470595,0.03314140976470592,0.03374919799999998,0.03305988235294122,0.029435321764705896,0.023774576470588255,0.018036305294117594,0.010303955058823505,0.002662645058823493,-0.004716381411764725,-0.011699583764705868,-0.01925717729411766,-0.027380201999999992,-0.03596488523529409,-0.04512713111764706,-0.054091524529411794,-0.0620589551176471,-0.07012856641176472,-0.07826213729411763,-0.08680029029411766,-0.09414941817647057,-0.09878364982352943,-0.10260782588235291,-0.10374229452941176,-0.1027118000588235,-0.10093903800000001,-0.09848192347058826,-0.09505979364705884,-0.09078015870588238,-0.08600041311764708,-0.08064901611764705,-0.07461175070588236,-0.06903965423529411,-0.06362542305882354,-0.05800928723529412,-0.05173674629411765,-0.04445921029411766,-0.03743469252941177,-0.030940346235294118,-0.02498055082352942,-0.020955864529411776,-0.017162277352941187,-0.014113524882352953,-0.01158869564705883,-0.009617688647058833,-0.007726082941176472,-0.006100396235294129,-0.004799704882352939,-0.0037637422941176474,-0.002643806411764704,-0.0016258555882352962,-0.0005704500000000001,-0.00045591305882352814,-0.0004873981764705812,-0.0006270462941176426,-0.0008061745882352866,-0.0009861644117647034,-0.00114475094117647,-0.0012778334117647082,-0.0013872517058823516,-0.0014861969999999981,-0.0015693183529411764,-0.001617272529411757,-0.001638981352941181,-0.0016487213529411786,-0.0016325975294117605,-0.0016113395882352936,-0.0016780852941176427,-0.0018394091764705849,-0.0018844638823529401,-0.0016582467058823512,-0.0012722390588235342,-0.0008327045882352974,-0.00038149764705882466,4.067047058823811e-05,0.0004387715882352948,0.0008332196470588263,0.0012246387058823562,0.0015869238235294084,0.0019021490588235317,0.002202202352941173,0.0024858282352941165,0.002751444941176469,0.003299982117647055,0.0039691040588235305,0.004613360470588232,0.005089719823529411,0.005389272882352948,0.005639092999999998,0.005876140117647061,0.006077952411764707,0.006263301176470587,0.006425945999999995,0.006534231764705873,0.006595079352941166,0.006671997647058822,0.006747891117647065,0.006812282882352937,0.006876239176470591,0.006614050941176473,0.00600298711764706,0.005353851764705882,0.004736542235294114,0.004180755058823524,0.0036886716470588346,0.0032165997647058894,0.0027752636470588232,0.0023935244117647136,0.0020320472352941266,0.0016957823529411761,0.0013872587647058773,0.001091001882352935,0.000786468999999991,0.00047248658823529494,0.000167778705882346,1.7702117647060145e-05,0.00043059735294117413,0.0008535978823529453,0.0012288272941176487,0.001553788882352948,0.001817905352941171,0.0020034638235294014,0.0021580280588235287,0.00224447429411765,0.0023031468823529327,0.002369985294117652,0.002422407411764721,0.002464520941176468,0.0025290040588235307,0.0025946392352941133,0.0026686187647058865,0.002581995176470585,0.002091660117647061,0.0013873325882352988,0.0007831864117647039,0.00025633058823529287,-0.00023257988235293736,-0.0006584872352941168,-0.0010147533529411765,-0.0013036132352941335,-0.0015438146470588207,-0.0017575800588235171,-0.0019530387647058861,-0.0021201947058823375,-0.0022715334705882273,-0.002404088941176462,-0.002532133352941175,-0.0029831417058823542,-0.0031476640588235377,-0.003008154176470594,-0.0029332271176470553,-0.002882936411764715,-0.002744029000000009,-0.002576776176470591,-0.0024232120588235373,-0.0022975971764705866,-0.0022013258235294084,-0.0021182005882353014,-0.0020375601176470526,-0.001963494294117664,-0.0019043595294117657,-0.0018660604705882378,-0.0018499279411764713,-0.0014840814117647108,-0.0009320801764705899,-0.0005404753529411818,-0.0001573594705882378,0.0002048413529411805,0.0004385180000000058,0.000529215235294124,0.000546372411764709,0.0005377458823529468,0.0005182333529411692,0.0004886419999999975,0.00043782988235293446,0.000368729588235292,0.0002724980588235254,0.0001855512352941166,0.0001051162352941129,0.000155297058823535,-0.00010789035294116178,-0.0002685503529411687,-0.0004230789411764635,-0.0006272998823529385,-0.0007922692941176521,-0.0008646994705882385,-0.0008290723529411764,-0.0007125555882352974,-0.0005857108823529369,-0.0004830275294117614,-0.0003872108823529327,-0.0002602048823529268,-8.745305882352367e-05,9.687888235294234e-05,0.00028522241176471425,0.00036903505882353305,0.00030604676470587927,0.0002493297058823521,0.0002477015882352898,0.0003143328823529412,0.00042371258823530045,0.0005488118235294145,0.0006256737058823597,0.0005705089411764744,0.0004747299999999996,0.00040298194117647373,0.00038812705882352444,0.0003993398235294099,0.00037099111764705983,0.00031903682352942,0.0002807347647058797,0.00038704517647059067,0.0005824275294117678,0.0009060233529411751,0.0011730429999999986,0.0013876314705882284,0.001533147823529403,0.001642083058823518,0.001740907941176463,0.001868683941176466,0.0020343378235294085,0.0021913614117647015,0.0023210878823529332,0.0023943834117646987,0.002442871000000006,0.002494555705882355,0.002509632647058828,0.002334148470588243,0.0020353152352941134,0.0016410550588235318,0.0011502562941176422,0.0007277069411764717,0.0003611649411764742,2.6839058823537043e-05,-0.0002927379411764644,-0.0005766880588235213,-0.0008178531176470522,-0.0010171636470588316,-0.0012076199999999926,-0.0013807111176470585,-0.0015292729411764752,-0.0016522448235294154,-0.0017387861764705873,-0.0017012645294117723,-0.0015345442941176457,-0.001483554000000005,-0.0012806303529411672,-0.0011378695294117572,-0.0011213001764705868,-0.0011262197058823503,-0.0011660035882352995,-0.001194858941176477,-0.0012906987058823524,-0.0014506018823529296,-0.0016190352352941154,-0.001799714470588236,-0.0019736120000000065,-0.002139517823529412,-0.0023044274705882398,-0.0025776908823529343,-0.002892487411764705,-0.0030679725294117527,-0.003182118823529416,-0.0032989884705882377,-0.003291966705882346,-0.0032075345882352987,-0.003093007352941178,-0.0029652875294117684,-0.002818652941176482,-0.0026003157647058878,-0.002351744470588238,-0.002113497647058815,-0.0018776839411764612,-0.0016625020000000101,-0.0014653495294117622,-0.0015010527647058985,-0.0013925651764705935,-0.0012654066470588338,-0.0012574928823529397,-0.0012156515294117556,-0.0011671038823529434,-0.0011503413529411685,-0.001120391705882344,-0.0011234786470588204,-0.0011002537647058705,-0.001110402235294114,-0.001152136470588233,-0.0011962099411764737,-0.0012668624705882425,-0.0013204886470588179,-0.0013787825294117734,-0.001200803588235294,-0.0008568215294117651,-0.0006368135882352938,-0.00046412505882353905,-0.0002746038823529598,-0.00012901035294117513,-4.6795235294119775e-05,-2.3519647058822812e-05,-6.79200000000546e-06,-2.5704117647129543e-06,-1.187217647059119e-05,-3.164400000000428e-05,-3.847276470588662e-05,3.4170588233961574e-07,4.588470588234861e-05,8.62554705882354e-05,0.00025084605882353533,3.987405882353162e-05,-8.559682352941161e-05,-0.00013090070588234193,-0.00022452447058823183,-0.00033632605882354116,-0.0004137504705882464,-0.0004414464117647107,-0.00046777476470587914,-0.0005153520588235296,-0.0005580338823529436,-0.0006169366470588217,-0.0006636561176470573,-0.000728717176470578,-0.0008062260588235261,-0.0008517894705882302,-0.0010185958235294154,-0.0011473894117647113,-0.001142753411764709,-0.0011705378823529504,-0.0011874730588235308,-0.0011594867647058797,-0.001129751882352932,-0.0011184129411764693,-0.001087936058823527,-0.0010145006470588212,-0.0009155318823529379,-0.0007919241764705875,-0.0006495087058823491,-0.0004999931176470594,-0.0003509719411764721,-0.00022780888235294713,-0.0001140557058823509,0.00014308141176471237,0.00022856735294117872,0.0003261560000000045,0.0004229584117647102,0.0004907427647058843,0.0005546594117647047,0.0006694501176470573,0.0007857368235294065,0.0008620705294117605,0.0009115533529411753,0.0009535569411764644,0.0009806577647058813,0.0009822504117647061,0.0009699925294117673,0.0009675076470588295,0.0009572420000000005,0.0009065639411764657,0.0008287331764705759,0.0007584035882352985,0.0006873231764705813,0.0006309138235294047,0.0005741415882352871,0.0004717447647058816,0.00033414947058824085,0.00020595858823529642,8.882217647058002e-05,-1.9499352941175496e-05,-0.00014081311764705534,-0.0002482398235294121,-0.00032583452941176497,-0.00040653970588235,-0.0006343482352941174,-0.0007478060000000071,-0.0007588610588235185,-0.0007556122352941237,-0.0007788228235294029,-0.0007932777058823441,-0.0008043013529411766,-0.0007943245294117669,-0.0007484483529411785,-0.0006906827058823575,-0.000670378647058819,-0.0006548021764705807,-0.0006488486470588237,-0.0006244506470588183,-0.0006287517647058788,-0.0006361941764705913,-0.00047596464705882205,-0.000263897588235279,-0.0002184961176470608,-0.00024336052941176245,-0.0002274093529411811,-0.0001807244705882352,-0.0001515280588235239,-0.00014817529411764382,-0.000168094764705886,-0.00020307252941176301,-0.0002192883529411778,-0.00021730288235294673,-0.0002398550588235404,-0.0002856417647058851,-0.0003150750000000084,-0.0003264826470588261,-0.00035260817647059586,-0.0005296294117647093,-0.0006478225882352966,-0.000668352000000004,-0.0007069118235294054,-0.0007907538823529389,-0.0008507752941176484,-0.0008614438823529406,-0.0008425161176470533,-0.0008121682352941091,-0.0007635820588235247,-0.000727711470588234,-0.0006504106470588134,-0.0005276398823529441,-0.0003992877647058801,-0.0002974344705882308,-0.000207703529411761,-0.00012045552941176291,9.580000000057598e-07,0.00012111629411765482,0.0002287642941176532,0.00034614335294117296,0.0004361574705882415,0.0004673118823529457,0.0004531954117647091,0.00043482370588234995,0.00041559035294118363,0.0003927734117647082,0.00037215723529411895,0.00032634588235294637,0.0002683052941176538,0.00022234476470587086,0.00021250970588235218,0.00022610611764704858,0.00022408258823529426,0.0001859731176470543,0.00014333329411763546,8.720099999999856e-05,4.570847058823699e-05,3.7602235294111747e-05,7.864888235293785e-05,0.00011304358823529398,0.0001348284117646953,0.00017596041176470498,0.00021867905882352184,0.0002486406470588211,0.0002742537647058736,0.00030231770588235937,0.0003179162352941224,0.00029813852941177124,0.00029035864705882763,0.00030277976470588844,0.00035035176470588764,0.00043802111764706594,0.0005216883529411756,0.0005990014117647074,0.0006528822941176474,0.0007032230588235253,0.0007582957058823517,0.000788307999999998,0.0007899695882353022,0.0007851426470588188,0.0007789456470588332,0.0007707958823529454,0.0007630571764705961,0.0007456762941176476,0.0007289541764705851,0.000691869352941174,0.000652737705882353,0.0005791485882352884,0.0004743803529411693,0.0003664489999999944,0.0002619173529411732,0.0001459187058823544,3.652123529411869e-05,-5.368494117647185e-05,-0.00011939711764705901,-0.00017629499999999645,-0.00022834205882353575,-0.00028120423529412117,-0.000347840941176486,-0.0004051641764705842,-0.0004343649411764766,-0.0004670231176470592,-0.0004978188235294119,-0.0005325499411764703,-0.0005422079999999989,-0.000520365647058818,-0.0004981408823529418,-0.0004578250588235244,-0.00040037135294117634,-0.00036581847058823197,-0.0003380321176470677,-0.000309770647058831,-0.0002849428235294216,-0.0002610522941176516,-0.000234856529411763,-0.00016476570588236025,-0.00012409605882352306,-8.209135294117917e-05,-4.0704647058822235e-05,-9.693352941170935e-06,2.667076470588836e-05,1.070264705882451e-05,3.4832352941230327e-06,1.2338235294076516e-06,-3.104135294117183e-05,-5.018288235294349e-05,-4.6517764705870934e-05,-5.58718235294034e-05,-6.826982352940367e-05,-6.842941176469705e-05,-6.527276470587665e-05,-9.716682352941056e-05,-0.00014528582352941674,-0.00018716688235293974,-0.00022976964705882438,-0.00026078558823530024,-0.0002804920000000037,-0.0002678826470588237,-0.0002505804705882353,-0.0002427937058823472,-0.00022237894117647233,-0.00019640123529411288,-0.00019214641176471328,-0.00018955617647058512,-0.00016924164705882025,-0.00015572094117647511,-0.0001557010000000046,-0.0002463670000000008,-0.0003504922941176408,-0.0004140384117647042,-0.000485771705882352,-0.0005434488235294133,-0.0006184774117647084,-0.0007005891764705861,-0.0008064888823529452,-0.0008845307647058868,-0.00097504317647059,-0.0010726493529411817,-0.001163468176470589,-0.00124885723529412,-0.00134623923529412,-0.0014442772352941183,-0.0015317364117647045,-0.0015238319411764664,-0.0013866652352941163,-0.0012496712941176477,-0.001153938058823533,-0.001064153176470583,-0.0009782550588235232,-0.000896349294117648,-0.0008071419411764674,-0.0007327152941176453,-0.0006661152352941194,-0.000592283764705881,-0.0005277961764705852,-0.0004608057058823542,-0.0003879781764705853,-0.00031999517647058814,-0.0002547394705882354,-0.00019478152941176594,-0.0002858945882352956,-0.0004268755294117646,-0.000500301058823524,-0.0005836409411764665,-0.000646018352941178,-0.0007074277058823492,-0.0007738236470588196,-0.0008550701764705876,-0.0009091463529411689,-0.0009586138235294084,-0.0009972641764705893,-0.001027851411764709,-0.0010629321764705907,-0.0010965591176470592,-0.001119883999999998,-0.0011402854705882363,-0.001093755117647064,-0.0009791715882352982,-0.000875399176470594,-0.0007906273529411853,-0.0007141504117647128,-0.0006475124705882448,-0.0005778522352941247,-0.00048417735294118205,-0.00039220864705883166,-0.00032379641176471033,-0.0002680165882352932,-0.00021091176470588308,-0.000155106058823528,-9.862464705882173e-05,-0.000158463294117641,-0.0001709411176470596,-0.00015957011764705653,-0.00020695194117647045,-0.00025256223529411537,-0.00026251958823529306,-0.00027355994117646623,-0.0002698532941176404,-0.00027119352941176386,-0.0002952894705882357,-0.0003249831764705821,-0.0003401638823529417,-0.0003425786470588263,-0.0003452046470588249,-0.00035079611764706614,-0.0003670363529411809,-0.0002757211176470653,-0.00011789758823529603,-4.64734117647074e-05,-7.451529411763025e-06,2.231741176470306e-05,3.00135294117633e-05,2.392364705882527e-05,1.3104823529407755e-05,1.3033882352943282e-05,3.678776470588882e-05,6.786288235293911e-05,9.678117647059226e-05,0.00011608876470588572,0.00013258511764706327,0.00013977394117647632,0.00015178235294117937,0.00016351217647058922,8.253752941176848e-05,7.795776470588545e-05,0.00013889882352941668,0.00020552058823529104,0.00026798941176470886,0.0003305112941176455,0.000384318529411766,0.0004414491764705847,0.0004806094705882315,0.00048571535294117396,0.00043100035294117364,0.00036443505882352567,0.00028800247058823406,0.0002974596727941155,0.0003215696470588239,0.0003517043235294094,0.00037773736199094715,0.00036231951960783923,0.0002798133315507975,0.0001395268294117659,-1.4279712418296953e-05,-6.521394771241348e-05,-0.00011143077124182652,-0.0001577538888888827,-0.00019973024183006158,-0.00021798577124182428,-0.00017854765359476624,-0.00012336494771241283,-5.940012418300181e-05
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
