UniprotID	Q9UKU0-8
pNuLoCScore	0.15887206455555555,0.1481681298,0.1401311198181818,0.13327274949999998,0.12663523799999998,0.12081010314285713,0.11541251586666665,0.11052692399999998,0.10624363994117646,0.08204654052941177,0.06640208817647056,0.05507604435294117,0.04774421858823529,0.04505234829411765,0.04346281541176471,0.041858283647058826,0.04020400929411765,0.03909804635294118,0.03757093741176471,0.035555195647058835,0.03366204676470589,0.03240318182352941,0.031227775941176466,0.030344191176470595,0.029395645176470586,0.02832317988235294,0.027231171176470587,0.02615727311764706,0.025148849823529412,0.024085391823529416,0.023209018705882354,0.022560824352941183,0.021908202235294123,0.02136549341176471,0.02094217170588235,0.02052013082352941,0.020126895705882355,0.019728792117647057,0.019332106529411766,0.01896256688235294,0.018613396294117644,0.018478952176470588,0.01844094270588235,0.018497102411764704,0.018541871294117645,0.018600932294117644,0.018648343352941178,0.01867026852941176,0.018679405,0.018677182411764703,0.01864621552941176,0.01859855,0.018536325647058823,0.018457855823529407,0.018364080411764704,0.01826181223529412,0.01788647117647059,0.017503811588235295,0.01709351888235294,0.01664897211764706,0.016204946705882354,0.015769659588235296,0.015351360352941172,0.014965429705882353,0.014596832117647058,0.014250289088235293,0.013924256911764703,0.013626529323529412,0.01335995632352941,0.013119715500000004,0.012912430029411765,0.012714550558823529,0.01252567379411765,0.012620941794117647,0.012724105970588234,0.012860388735294118,0.013043090911764706,0.013239397029411765,0.013438053999999998,0.013631172470588234,0.013803561176470587,0.013971059117647056,0.014130876647058822,0.014284507882352937,0.014428082058823526,0.014558760117647056,0.014677074411764704,0.014775160941176469,0.014968247823529412,0.01518668594117647,0.015395418411764705,0.015583150705882353,0.01577194494117647,0.0159588745882353,0.01613923135294118,0.016320510676470588,0.01649800244117647,0.016668665617647058,0.01682799655882353,0.016979970058823533,0.01712456611764706,0.017261964823529412,0.01738462876470588,0.017508715941176468,0.01763702188235294,0.017674568411764707,0.017688841529411765,0.017704329529411762,0.017732407176470587,0.01774556917647059,0.017751507411764705,0.017756071764705884,0.017750936411764704,0.017741754647058825,0.01773304247058824,0.01773012905882353,0.017725723,0.01772054905882353,0.01771574394117647,0.017720573470588235,0.017701210529411766,0.017717896,0.01774330429411765,0.017782241470588236,0.017776785235294114,0.01776074170588235,0.017755496000000003,0.017720145647058826,0.017687098058823528,0.017649526176470587,0.01761404717647059,0.01757218588235294,0.017536296411764705,0.01750719082352941,0.01746980317647059,0.017441841941176466,0.017412904176470588,0.017403209647058823,0.017353883058823533,0.01728745405882353,0.017211434705882354,0.017182004235294118,0.017169202470588237,0.01715624941176471,0.017174683764705885,0.017190749411764707,0.017212847529411764,0.01723501576470588,0.01726559558823529,0.01728815894117647,0.017304456588235293,0.017329530705882355,0.017415278647058823,0.01748586582352941,0.017517894529411764,0.01757325770588235,0.01764481394117647,0.017715138117647057,0.01775127835294118,0.01776789211764706,0.017783731705882353,0.017804920647058825,0.017809102588235298,0.017820914117647062,0.01783600129411765,0.017851524823529412,0.017856119823529408,0.017851183117647055,0.017843452000000003,0.017768178470588234,0.017706342588235297,0.01768398935294118,0.017636494588235293,0.017578738235294114,0.01752041988235294,0.017494980529411758,0.017485422176470585,0.017467714352941175,0.01743198823529412,0.017409393941176472,0.017374869411764707,0.01732866205882353,0.017273582176470594,0.017223291764705884,0.01699723794117647,0.016830004941176466,0.01664314770588235,0.016478670588235288,0.016327834117647058,0.01618534582352941,0.01605604397058823,0.015935615882352937,0.015839093352941175,0.01574585176470588,0.015654831941176468,0.015580318176470587,0.015512246235294114,0.015448779764705881,0.01539348482352941,0.015350822941176472,0.015318139411764705,0.015472431647058823,0.015566730470588238,0.015682621705882357,0.01577355041176471,0.015849144941176473,0.015910153470588235,0.015958852676470587,0.015997113705882356,0.01600862511764706,0.016020157294117647,0.016038065529411765,0.016047481705882355,0.016053609235294117,0.016057878529411766,0.01605796952941177,0.01603624876470588,0.016049123470588237,0.01603678294117647,0.01603040294117647,0.016032677411764708,0.016028953,0.016022900235294114,0.016020749411764706,0.016017922117647056,0.016006486705882353,0.015984939411764706,0.01596555505882353,0.015950630764705882,0.015936621705882354,0.01592553617647059,0.01591544176470588,0.015903610705882348,0.015911300117647055,0.01588282788235294,0.015879715470588234,0.015873528647058825,0.015858043294117646,0.015851152235294118,0.015841660588235294,0.015830228000000002,0.015814933294117647,0.01580083732352941,0.015794340735294118,0.015787256205882356,0.015780398852941177,0.015773729088235294,0.01576592555882353,0.015851764852941177,0.015914655205882353,0.01595945438235294,0.015979926911764707,0.01600661432352941,0.016028727617647055,0.0160500435,0.01607668608823529,0.016099307264705882,0.01610426826470588,0.01610809102941177,0.016120552352941176,0.016137983764705884,0.016148172529411763,0.016151729764705886,0.016157938294117647,0.016161743705882352,0.01607487217647059,0.016016024352941177,0.01597327358823529,0.015956616058823526,0.01593533852941176,0.01591215470588235,0.015890169352941172,0.015867058352941176,0.015854865588235293,0.015863992176470585,0.015878726294117646,0.015892537058823528,0.01590481023529412,0.01592157417647059,0.015942168000000003,0.015988415588235296,0.016094215,0.016177227470588234,0.016251094882352945,0.016321634764705883,0.01639432052941177,0.016455576470588238,0.016520247823529413,0.01657036294117647,0.016613622,0.016639379647058826,0.016643679,0.016646258764705886,0.0166515765882353,0.016657265764705886,0.016663712411764706,0.016670911176470588,0.01664807711764706,0.016568516999999998,0.016510822352941178,0.016457707588235296,0.016407716176470587,0.016353326411764707,0.016306324764705882,0.016261774294117647,0.016233805470588236,0.01622193723529412,0.016217598823529415,0.016238329705882355,0.016262563235294118,0.01628534823529412,0.016307229647058823,0.016455926,0.016577174705882353,0.01670264205882353,0.016814597352941177,0.016913971352941176,0.017004398235294118,0.01708204311764706,0.017151107999999998,0.017218068647058823,0.01729228317647059,0.017368660176470586,0.017439184647058823,0.017516183411764707,0.017588989529411764,0.017664651588235297,0.017742968352941178,0.017815905882352944,0.017760433470588238,0.017739601764705883,0.01772130205882353,0.01771527723529412,0.017719961882352944,0.01774066064705882,0.017769875588235295,0.01780771882352941,0.017850112647058824,0.017886523705882354,0.01791862476470588,0.017949944705882348,0.017985971117647055,0.018024483058823523,0.018063008117647057,0.01820909864705882,0.018314465470588237,0.018437434235294117,0.01857484305882353,0.01872198270588235,0.018877295411764704,0.01903828458823529,0.01917093882352941,0.019272298823529408,0.01937067117647059,0.019457075,0.019532734705882356,0.01961654388235294,0.01970272911764706,0.01979372023529412,0.019883653882352942,0.019963294411764705,0.019940095294117645,0.019959011588235293,0.019967059235294116,0.019952191823529412,0.019924577,0.019886224823529412,0.01983832317647059,0.019816900117647057,0.019835826117647056,0.019865401411764707,0.01990982882352941,0.01996044970588235,0.02000323005882353,0.02003987388235294,0.02006295705882353,0.02014447711764706,0.020234444235294118,0.020268598411764708,0.02022117876470588,0.02029272558823529,0.02045353211764706,0.020674415764705883,0.020955151235294116,0.021280232235294117,0.021623728764705887,0.02197431664705882,0.0223562084117647,0.022753380529411765,0.02315972670588235,0.02356088582352941,0.023996098588235294,0.024435328411764705,0.02481367458823529,0.02519116770588235,0.025631383352941177,0.026174563588235295,0.026604575352941178,0.026954912058823527,0.027251790529411762,0.027501118058823524,0.02771158270588235,0.02789893905882353,0.02813488711764706,0.02828126417647058,0.02841613276470588,0.02855113864705882,0.02869935182352941,0.029533514000000007,0.030440621470588236,0.031231465411764706,0.03196926617647059,0.032974482176470594,0.034378829411764705,0.03584522870588235,0.03744494505882352,0.039304370352941174,0.041213931882352936,0.04330118405882352,0.04561755117647058,0.048036181647058813,0.050578014588235284,0.053108437882352935,0.05579461964705882,0.05857790147058822,0.060776874411764686,0.063019895,0.06535035558823529,0.06761253023529411,0.06980654858823529,0.07168396505882353,0.07353230329411764,0.07524008447058825,0.07669623035294118,0.07822012770588237,0.07951320123529412,0.08054217676470588,0.08152115352941176,0.08244441588235293,0.08343857847058823,0.08538373258823528,0.08740264788235294,0.08935455705882352,0.09070596117647058,0.09153336029411764,0.09253531058823528,0.09332366529411766,0.09404642382352942,0.09478633764705884,0.09560940705882351,0.09648612,0.09728014588235294,0.09801646882352942,0.09885946529411764,0.09963406505882354,0.10044670447058823,0.10124514682352942,0.10097059505882354,0.10052189917647059,0.09999182470588235,0.09997158235294118,0.10042997852941177,0.10074490170588236,0.10110177582352942,0.10144088611764707,0.10170350700000001,0.10182586617647059,0.10183760794117647,0.1017036905882353,0.10168079000000001,0.10157771376470588,0.10134962870588235,0.1011219545882353,0.10073367588235294,0.09972528270588234,0.09881480329411765,0.09796137152941176,0.09705004305882352,0.09628616564705882,0.09543346247058823,0.09437673011764705,0.09321851776470587,0.0919904154117647,0.090736918,0.08945207388235293,0.08824198364705883,0.08702173188235296,0.08581817605882354,0.08474445252941176,0.08364093694117647,0.08268924717647057,0.08229907917647059,0.08181566364705883,0.08131447805882352,0.08086310947058822,0.08036783041176468,0.08006306452941175,0.07992706723529411,0.07989678429411765,0.07997330805882352,0.08013165688235294,0.08036820864705882,0.08059119358823529,0.08077215005882353,0.08132872247058823,0.0816257554117647,0.08172199511764705,0.08150755158823529,0.08137209335294118,0.08139577711764706,0.08148529976470587,0.08166322270588233,0.08188718564705881,0.0821261574117647,0.08240131294117646,0.0825865825882353,0.08252691705882353,0.08235533,0.08213077529411765,0.0819054131764706,0.08166071282352942,0.0811059662352941,0.0807884868235294,0.08068696799999998,0.08084540447058822,0.0808897648235294,0.08068121717647059,0.08039974247058823,0.08002858364705882,0.07962249835294118,0.07921417917647058,0.07877809064705882,0.0784128498235294,0.07825987688235293,0.07820295452941176,0.07817357570588235,0.07819644605882352,0.07820629935294118,0.07848558088235291,0.07893870499999998,0.07947427699999998,0.08000542229411765,0.0806100684117647,0.08118672370588234,0.0818037584117647,0.08241621076470589,0.08296346958823529,0.08353040617647059,0.08412855764705882,0.08476141676470586,0.08542333735294115,0.0860336926470588,0.08664757382352939,0.0872671170588235,0.08798534705882351,0.08836013764705881,0.08855806352941176,0.08862026623529412,0.08868857035294118,0.0887115491764706,0.08872388682352943,0.08866680505882354,0.08859605505882354,0.08854363623529413,0.08845510823529412,0.08833805705882353,0.08818853176470587,0.08800460352941177,0.08751888382352942,0.08669906794117646,0.08632280117647059,0.08606138235294118,0.0857041891764706,0.08526216211764709,0.08490062094117651,0.0845339985882353,0.08414756152941177,0.08387748035294118,0.08352778152941177,0.08311389447058823,0.08276474682352941,0.08241702270588236,0.08211131152941176,0.0816977424117647,0.08124761535294116,0.08108216329411762,0.08129275211764704,0.08106015129411764,0.08069339070588233,0.08040798270588234,0.08023224035294117,0.08002012058823528,0.07981213058823529,0.07960735588235296,0.07941656264705883,0.07933215111764706,0.07934236405882353,0.07931755523529413,0.07930568911764707,0.07924829500000001,0.07929014794117648,0.07970734029411765,0.08012177617647061,0.08020556817647059,0.08025872841176471,0.08028848876470587,0.0803409175882353,0.08044905611764708,0.0806189394117647,0.08081237588235295,0.08101986117647059,0.08123152617647057,0.08144603452941175,0.08162725276470588,0.08180014335294118,0.081897781,0.08192710370588235,0.08193300664705883,0.08154123076470587,0.08123268876470588,0.08127787347058824,0.08137730994117648,0.08154198723529413,0.08172657605882354,0.08177141811764704,0.0817240134117647,0.08167520811764706,0.08155244517647059,0.08134681811764706,0.0811422665882353,0.0809391215882353,0.08076535747058824,0.08099282417647062,0.08111945911764706,0.08145164176470589,0.08203826382352941,0.08267591347058822,0.08308193205882353,0.08341598029411765,0.08381107499999998,0.084211615,0.08452019123529411,0.08471807888235293,0.08488600299999999,0.08512398123529412,0.08550147505882352,0.08588507329411764,0.08624714535294117,0.08653582300000001,0.08648161182352941,0.08656056535294118,0.08643335329411765,0.0861692161764706,0.08591810323529413,0.08589144970588236,0.08592306029411764,0.08586712735294118,0.08577009323529412,0.08582408994117646,0.08596822817647058,0.0861555581764706,0.08639844958823531,0.08659182194117647,0.08676256311764707,0.08750215276470588,0.08830216652941175,0.08899528688235295,0.08979994923529411,0.09065665594117644,0.09148601076470586,0.0920998584117647,0.09262482429411764,0.09302400170588235,0.09345429758823529,0.09386135876470587,0.09426653523529412,0.0947111187647059,0.09517148170588235,0.0956566579411765,0.09612658970588236,0.09661835411764708,0.09657128858823531,0.09652101341176471,0.09658940364705883,0.09658253011764709,0.09655478223529414,0.09647774835294119,0.09655277129411766,0.09668826223529413,0.09692918952941176,0.09711776541176471,0.09731226423529413,0.0974769377647059,0.09758630188235295,0.09768885305882354,0.09782669423529414,0.09846937570588236,0.0989202865882353,0.09932679305882353,0.0999258974117647,0.10025872505882352,0.10053511329411763,0.10074012564705881,0.10091044211764705,0.10117434917647058,0.10141875705882353,0.10174464411764707,0.10215662411764707,0.10262694647058825,0.10300076529411765,0.10343525,0.10377693435294118,0.10404345082352942,0.10376782788235295,0.10369685650000002,0.10366226226666668,0.1033550652857143,0.1033228756923077,0.10334116366666668,0.10346956672727274,0.1037386714,0.103894316
pNuLoCDScore	-0.052628424614379096,-0.07682552402614379,-0.092469976379085,-0.10379602020261439,-0.11112784596732025,-0.1138197162614379,-0.11540924914379085,-0.11701378090849673,-0.1186680552614379,-0.10907008344705882,-0.1025601824064171,-0.09771755385294115,-0.0929731912352941,-0.08840692131932773,-0.08418473992549018,-0.08018273282352939,-0.07684799476470587,-0.05372336064705882,-0.03917091699999997,-0.028918771235294106,-0.02259536876470588,-0.020966956470588237,-0.020253796705882354,-0.019297459294117643,-0.01829580705882353,-0.017732552941176472,-0.01662876570588236,-0.015035064823529426,-0.013535151058823535,-0.01267438970588235,-0.0118956694117647,-0.011381624294117654,-0.010782248882352942,-0.009844227705882353,-0.008790228470588236,-0.007660170705882357,-0.006606978529411767,-0.005484459529411772,-0.004560675352941176,-0.003890555823529422,-0.003228797235294123,-0.0026883110000000057,-0.00229595617647059,-0.0019215808235294105,-0.0015905700588235323,-0.0012709362941176507,-0.0009680261176470625,-0.0007007546470588211,-0.0007269251176470551,-0.0009751405882352931,-0.0013474238235294117,-0.0018481302941176433,-0.002336924588235291,-0.0028312727058823484,-0.003296983000000005,-0.003704838823529408,-0.004082572882352942,-0.004426893323529409,-0.0047219586176470586,-0.004972020676470587,-0.005176369323529412,-0.005338140323529403,-0.005451650382352938,-0.005547261676470591,-0.00536079738235294,-0.004882869794117648,-0.004369412911764705,-0.0037885833823529426,-0.0031618557941176482,-0.002530262558823531,-0.0019133063529411746,-0.0013342572352941194,-0.0007932709411764705,-0.00027922997058823715,0.0002066197352941189,0.0006579785588235257,0.0010681257352941152,0.001439044617647052,0.0017646443823529385,0.00206061038235294,0.0024425740294117624,0.0025657441470588235,0.0026713124411764707,0.0027227619705882354,0.002728854029411764,0.002719477558823534,0.0027011773529411823,0.002689338205882354,0.0026944412647058845,0.0026976065000000014,0.0026971199117647084,0.002695462176470596,0.0026964840588235336,0.0027032047058823568,0.002707554352941177,0.0027335549999999986,0.002668774058823528,0.002487882470588237,0.00229342311764706,0.002121178823529409,0.001960462235294117,0.0017866945882352922,0.0016122760588235252,0.001435561088235296,0.0012529339705882325,0.0010730890294117675,0.000905045911764709,0.0007501589999999968,0.0006011568823529392,0.000458584235294119,0.000331115176470588,0.00021185752941176722,6.41886470588264e-05,4.332758823529306e-05,5.44627647058836e-05,7.791194117647351e-05,4.437805882352708e-05,1.5172529411758284e-05,3.988588235297186e-06,-3.592611764705739e-05,-6.383835294117637e-05,-9.222847058823827e-05,-0.00011899529411765059,-0.0001579431764705888,-0.0001894265882352933,-0.0002133582352941213,-0.00024594076470587853,-0.0002787315294117687,-0.00028830635294117835,-0.0003146863529411778,-0.00038942123529411496,-0.0004947874117647057,-0.0005653505294117601,-0.0005787374705882309,-0.000586293529411766,-0.0005638962352941153,-0.0005124142941176427,-0.0004587767647058795,-0.0004011996470588246,-0.00033717011764706,-0.000270700823529417,-0.00021903188235293872,-0.00016534658823529752,-0.00011231123529411094,2.3744705882344785e-06,8.265617647058854e-05,0.0001640114705882302,0.00028580364705882086,0.00043337923529411515,0.0005331338823529388,0.000582075882352942,0.0006116427058823481,0.0006090479411764681,0.0006141712352941177,0.0005962550588235332,0.0005858983529411811,0.0005704057058823625,0.0005633658823529404,0.0005516632352941149,0.0005216524117646996,0.0004281733529411802,0.00028231264705882303,0.00018844805882353363,0.00011073164705882946,-8.319352941175973e-06,-0.00013639988235294304,-0.00023085847058823897,-0.00027291158823530143,-0.00029830952941176797,-0.00033720629411765,-0.0003771143529411776,-0.00041152017647059017,-0.0004611318823529442,-0.0005228627647058809,-0.0005825376470588138,-0.0006278913529411713,-0.0008462140588235342,-0.0009381735294117684,-0.0010631948823529476,-0.0012053187647058927,-0.0013086604705882347,-0.0013933924117647024,-0.0014643759117647093,-0.0015593646470588203,-0.0016463288235294103,-0.001721862588235295,-0.0017771562941176523,-0.0018290757647058849,-0.0018626231764705924,-0.0018798822941176498,-0.001880097352941184,-0.0018724688235294117,-0.001679098529411763,-0.0013575732941176425,-0.001076417235294112,-0.0007960488823529309,-0.0005542837058823483,-0.000336200882352939,-0.00014589049999999548,2.3236794117649506e-05,0.00015802035294118152,0.0002627733529411806,0.00036532535294117943,0.0004577473529411777,0.0005352354705882405,0.0006048294705882362,0.0006643937058823553,0.0007071465882352978,0.000718109352941176,0.0005766918235294138,0.0004700524705882319,0.00034778123529411245,0.0002591269999999979,0.00017980805882352596,0.00011274676470587885,6.189673529411951e-05,2.0808411764699358e-05,-2.138411764707887e-06,-3.521788235294129e-05,-7.251047058823637e-05,-9.685094117647258e-05,-0.00011698752941176338,-0.00013234235294117686,-0.00014252776470588882,-0.00013263805882353374,-0.00013782335294118195,-0.00015395505882353014,-0.0001506874705882351,-0.00015914876470588327,-0.0001709097058823529,-0.00017174799999999588,-0.0001790888235294122,-0.00018769411764705396,-0.00019155341176470622,-0.00018410208823529603,-0.000171214323529411,-0.0001633745588235265,-0.00015622285294117702,-0.0001518070882352944,-0.00014951620588235168,-5.1845852941170834e-05,3.3550882352975653e-06,7.662649999999951e-05,0.00010021144117647318,0.00013308567647058595,0.00017068432352940893,0.00019889126470588187,0.00023502549999999608,0.00026907926470588067,0.0002893349705882335,0.0003072537058823599,0.00032621161764705836,0.0003507275588235277,0.0003677736764705862,0.0003780006764705912,0.00039201273529411787,0.00030997885294117497,0.000160216970588236,5.656997058823762e-05,-6.65332352941736e-06,-4.99982647058847e-05,-9.338908823529335e-05,-0.00013788879411764932,-0.0001865167352941184,-0.00023224891176470627,-0.00024940267647058714,-0.00024409885294118458,-0.00024182605882352992,-0.0002454467058823559,-0.00024336229411764387,-0.00023015558823529653,-0.00021577029411764398,-0.00017332811764705566,1.9342823529409914e-05,0.00016120311764705741,0.00027782129411765485,0.0003650187058823577,0.0004589820000000071,0.0005434217647058877,0.0006300784705882412,0.0007033045882352922,0.0007587564117647085,0.0007753874705882409,0.0007649527058823553,0.0007537217058823584,0.0007467663529411792,0.0007356915882352974,0.0007215444117647032,0.000682495588235292,0.000553862117647061,0.00039128952941176395,0.00025972747058823284,0.0001360728235294123,1.3395647058819099e-05,-0.00010225005882353103,-0.00021392305882353066,-0.0003085886470588217,-0.000379816529411766,-0.00041744241176470617,-0.00042608017647058696,-0.0004079290588235307,-0.0003890133529411803,-0.0003719175294117673,-0.00035648276470588366,-0.000214985176470589,-7.090241176470682e-05,0.00013412505882353168,0.0003037749999999992,0.00045626376470588037,0.0005966820588235305,0.0007287167058823533,0.0008447832352941158,0.0009562943529411762,0.0010584777058823547,0.001146722941176466,0.0012215858235294086,0.0012778537058823515,0.0013264262941176455,0.0013793033529411781,0.001435738705882355,0.001359979882352945,0.001183258764705885,0.001036959705882353,0.0009067047058823538,0.0008013058823529429,0.0007155636470588256,0.0006586175294117612,0.0006187675882352965,0.0005896501764705887,0.0005578294705882343,0.0005178635294117682,0.0004794401176470564,0.0004337612941176412,0.00039698158823529145,0.00035983147058822607,0.0003200397647058796,0.00039319276470587555,0.0005540319999999994,0.000697832470588234,0.0008535409999999993,0.0010067054705882317,0.001157333529411761,0.0012976239411764678,0.001401063235294115,0.0014645799999999966,0.0015205585294117661,0.0015705512941176468,0.001614109941176476,0.0016665991764705929,0.0017167580000000057,0.001769237176470595,0.0018206457647058846,0.0017541957647058855,0.0016256298235294078,0.001521577352941176,0.0013922161764705863,0.0012302091176470617,0.0010472815882352944,0.0008479402352941229,0.0006673843529411798,0.0005446012941176491,0.0004651549411764655,0.0004083264117647062,0.00037709411764705325,0.00034390582352940985,0.0003005009411764688,0.00024615364705882214,0.00017930317647058686,0.00018118270588235452,0.0002943489411764734,0.0003095868235294154,0.000254119529411765,0.000340533764705879,0.0005289551176470599,0.0007881909411764712,0.0011168280588235262,0.00146333211764706,0.001787902647058831,0.0021089152352941135,0.0024463795882352923,0.002792930823529414,0.0031564966470588214,0.003521011941176471,0.0039331415294117655,0.004290851294117645,0.004579230352941173,0.004922569294117642,0.005410204588235296,0.005881838000000004,0.006151043235294119,0.006280496294117643,0.006296639294117647,0.006220885823529407,0.006087853941176464,0.00592462241176471,0.005778678705882358,0.005527883647058817,0.005256406058823528,0.0049902528235294084,0.004703253235294115,0.005098185588235302,0.005626946882352945,0.006040297705882356,0.006337882823529414,0.006799918588235299,0.007774254058823527,0.008890316647058825,0.01019315452941176,0.01180325229411765,0.013502349176470585,0.015402244999999991,0.01748266405882352,0.019754917470588232,0.022161881823529406,0.024557299235294115,0.02709526782352941,0.029044387470588216,0.03033625294117645,0.0317884295882353,0.0333810894117647,0.03463804805882351,0.035427719176470585,0.03583873635294118,0.03608735823529412,0.03593571411764707,0.035482298470588244,0.034918943647058845,0.03389565005882354,0.03250599511764706,0.03094313894117648,0.029335978,0.027643958823529415,0.02680583111764706,0.026625773470588254,0.02633466205882351,0.025355605588235283,0.023920830058823533,0.022728761999999986,0.02163970023529413,0.020514120529411775,0.019546253176470588,0.01891317670588233,0.018265992294117628,0.017766944647058816,0.017474292058823546,0.017338311764705877,0.017189649176470603,0.017008126,0.015861414235294136,0.013567947176470599,0.01116734211764707,0.00928586352941177,0.008438222058823538,0.007894667941176492,0.007421236411764703,0.007055352000000001,0.006654548470588231,0.0060940999411765034,0.0053397461764705945,0.004557462058823528,0.0036872217647058725,0.0028213247058823665,0.0019436487058823448,0.0009029242352941169,-0.0001231922352941256,-0.00023691917647060412,-0.0007966164705882489,-0.001177021411764692,-0.0020102108235294236,-0.0033799354705882495,-0.004458736058823548,-0.0056683133529411844,-0.007064156000000016,-0.008484989235294144,-0.009835450764705891,-0.011100689941176467,-0.01225161670588236,-0.013438806352941174,-0.014555981882352922,-0.01553145264705881,-0.01637750205882353,-0.017092738941176466,-0.01703603552941177,-0.016515724117647068,-0.016145707882352922,-0.015735564999999993,-0.015423056176470593,-0.015065632058823553,-0.014313665588235297,-0.01329145052941176,-0.012093631117647052,-0.010763609941176477,-0.009320416999999998,-0.007873775000000013,-0.006430538294117674,-0.005046026000000009,-0.003415730058823535,-0.002015181529411769,-0.0009672520588235173,-0.000791527588235294,-0.00044357029411765114,8.129905882353627e-05,0.0006221902941176416,0.0012953922941176532,0.0018241211176470568,0.002199090176470589,0.002504528647058815,0.002613274529411777,0.0023952601764705983,0.0019871213529411846,0.0015395817058823646,0.001133263117647068,0.0003319903529411944,-0.0005197891764705947,-0.0009335082941176465,-0.0008205835882353074,-0.0005266888823529658,-0.0005060122941176609,-0.0008040825882352776,-0.001263480235294101,-0.001858601999999987,-0.002503659058823521,-0.0031871337647058767,-0.003808491941176481,-0.00411406723529413,-0.0040954531176470715,-0.003927820764705894,-0.0037318374705882507,-0.0034642667647059033,-0.002899666882352922,-0.002302905941176492,-0.001748263,-0.0013711274705882348,-0.0008843425294117468,-7.114876470588893e-05,0.0007869812352941097,0.0017751747647058724,0.0027937124117647094,0.003749290411764708,0.004752315529411771,0.005715707823529412,0.0065015398823529275,0.007220382823529395,0.007860116941176457,0.00845112776470587,0.009060817705882324,0.009499766176470595,0.00942143264705883,0.009083786529411775,0.008614843941176467,0.008078501941176486,0.007524825470588262,0.006920128411764731,0.006250594294117659,0.0056325854705882444,0.005013230058823537,0.004326550588235306,0.0035766402941176667,0.002765194411764718,0.001970910882352961,0.0008713100000000279,-0.0005680491176470459,-0.0016625458823529143,-0.0022987552941176326,-0.0028538743529411548,-0.0033581041176470317,-0.0037879494117646767,-0.004177550588235296,-0.004576325294117653,-0.004789324705882364,-0.005068273529411763,-0.005429741764705898,-0.0056903614117647106,-0.005921034352941168,-0.006077220235294112,-0.00630686111764707,-0.006271268470588259,-0.005616904647058843,-0.005030049058823552,-0.005001231058823538,-0.0050107984705882735,-0.004854179411764747,-0.004668380588235335,-0.004513878000000027,-0.004335430941176485,-0.004270124470588221,-0.0041112188823529405,-0.0037817433529411665,-0.0034223827647058835,-0.0030994674705882297,-0.0028056224117646855,-0.0024494474117646853,-0.0019574674117646823,-0.0013748229999999695,-0.0011709759411764331,-0.0008545831176470509,-0.00043466229411762147,-0.00011949394117646839,0.00010867723529413287,0.00042893552941179747,0.0008068088235294174,0.0012050199999999872,0.0016032985294117535,0.0018993750588235103,0.002103670470588223,0.00230969752941175,0.0024944542352941107,0.0026494859999999926,0.0026369557647058783,0.0022256663529411774,0.0014194545882352666,0.0010271205882352863,0.0010191450588235285,0.0010888211764706057,0.0012010696470588222,0.001277519941176461,0.0011524787058823371,0.0009116375294117574,0.0006553469411764712,0.0003209190000000167,-9.921641176469098e-05,-0.00048498617647058095,-0.0008610217647058854,-0.001132423529411758,-0.0009342795294117329,-0.0008135475294117622,-8.958899999998715e-05,0.0008055750588235322,0.0013980399999999893,0.0017046221176470477,0.0018739930588235199,0.0020844989411764464,0.00244019688235296,0.0027961778235294082,0.003042870764705871,0.0033335578235293983,0.003777163117647059,0.0043592084705882245,0.004945951705882343,0.005481787882352929,0.005542998823529391,0.005362152705882348,0.005108923588235295,0.00439508947058824,0.00349330270588237,0.0028361711764706005,0.0024754694117647136,0.0021119852941176576,0.0016555123529411742,0.001249902000000011,0.0011060110588235333,0.0010822251764705942,0.0010315769411764764,0.000896974529411787,0.0007067486470588302,0.0005154177647059,0.00096632976470587,0.0018205547058823407,0.0024347215294117652,0.0033665959411764562,0.00448743976470585,0.005567907529411734,0.006208408705882337,0.006701763999999999,0.00715687435294117,0.0076842043529411624,0.008037268823529412,0.008298307058823534,0.008555560588235311,0.008773032117647045,0.009064836000000034,0.009364026588235291,0.009116201352941194,0.008269122058823561,0.007525726529411761,0.00678945441176472,0.005925874176470641,0.005068771470588276,0.004377889941176494,0.003927947000000015,0.003664260529411781,0.003474891941176478,0.0032564066470588404,0.003045729000000011,0.002765818999999989,0.0024148201764706,0.0020321951176470315,0.0017001045294117723,0.0018510215882352882,0.002348997999999991,0.0028057796470588175,0.003336493764705878,0.003676194941176436,0.003980331058823491,0.004262377294117617,0.0043576708235293915,0.0044860869411764565,0.004489567529411764,0.0046268787058823535,0.004844359882352947,0.00515000870588235,0.0054144634117647,0.005746396941176471,0.00595024011764704,0.0055740751176470565,0.004847541294117644,0.004370063441176492,0.0037363648549019746,0.003096340226890773,0.0027877623981900773,0.002601038019607871,0.002559124609625693,0.002564322223529411,0.002475558941176473,0.0021496718823529326,0.0017376918823529264,0.0012673695294117548,0.0008935507058823455,0.0004590659999999941,0.00011738164705882292,-0.00014913482352942042,0.0001264881176470528
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
