UniprotID	Q8IZ21-3
pNuLoCScore	0.3724102088888889,0.377565951,0.38185154909090907,0.38376539,0.3853331415384615,0.38936326,0.3922299893333333,0.393647535625,0.4161029629411765,0.4418647805882353,0.47304946294117656,0.5057275947058824,0.518185925882353,0.531071125882353,0.5445999552941176,0.5553252905882352,0.5687904788235294,0.5804156688235294,0.58502657,0.5894638305882354,0.595081845882353,0.6067931305882353,0.6086781617647058,0.6086156735294116,0.5909301858823527,0.5568210082352939,0.5157806288235293,0.4740362888235294,0.43761082941176477,0.4120774076470589,0.38728596411764715,0.36876522470588247,0.35192393764705887,0.3336373764705882,0.3180092805882353,0.3085711747058823,0.2997758258823529,0.29184157411764705,0.2797811429411765,0.2757118023529412,0.2735163788235294,0.29184802352941175,0.30483560235294116,0.3171743229411765,0.32867138176470584,0.3414558758823529,0.3528381558823529,0.36422751411764703,0.37056848764705874,0.37885062999999997,0.3861384776470588,0.39483267058823523,0.40136145117647054,0.40738403941176465,0.41264635823529405,0.41508829941176467,0.42170912647058817,0.42950316764705887,0.43587958529411763,0.44246265705882354,0.44834998352941174,0.45682604705882346,0.46659127470588235,0.4771741952941176,0.4870979158823529,0.49808487294117637,0.5082285411764705,0.5184510017647058,0.5275379582352941,0.5363432141176472,0.5452748182352942,0.5540914252941178,0.5631461152941177,0.56769728,0.5719588305882353,0.575976654117647,0.580364495882353,0.5860721788235294,0.5901699141176472,0.5921618670588236,0.5932035258823528,0.5938413994117646,0.5943913088235293,0.594837794117647,0.5951346882352939,0.5952047505882352,0.5943303876470588,0.5930888876470588,0.5950283723529411,0.5968208664705882,0.5980438252941175,0.5992662217647059,0.6002928982352942,0.6013416658823529,0.6029721894117648,0.6046353423529413,0.6066657364705882,0.60905076,0.6115216352941177,0.6140192905882355,0.6167227964705883,0.6199546847058822,0.6231259199999999,0.6263834611764705,0.6294440199999999,0.6290204847058822,0.6293440947058824,0.6299867476470589,0.6303119711764706,0.6301879564705882,0.6299817947058823,0.6292738911764705,0.6285961576470589,0.627684428235294,0.6267448576470587,0.62598495,0.6249028147058824,0.6232306094117647,0.6207968417647058,0.61830853,0.6099139494117648,0.6051771670588235,0.6023967729411764,0.599926704117647,0.597618918235294,0.5959911770588234,0.5952178152941174,0.5949533388235293,0.5952954094117645,0.5958374664705883,0.5967949841176471,0.5977330111764706,0.5984588776470589,0.5994124288235294,0.6006519488235295,0.6021907694117646,0.6038920105882353,0.6117534358823529,0.6163611241176471,0.6193244376470589,0.6217194994117647,0.6241222541176471,0.6262745482352943,0.6278794894117647,0.6287851864705881,0.6294251452941177,0.6302418888235295,0.630432218235294,0.6317739188235294,0.6329408817647061,0.6338426011764706,0.6349447164705883,0.6381627429411767,0.6410385017647059,0.64349679,0.6462915694117646,0.6488211347058823,0.6516286964705881,0.6545635588235293,0.6571761705882353,0.659949605882353,0.6628704176470588,0.6653023823529411,0.6675465423529412,0.6701213776470588,0.6714940235294117,0.6729114235294118,0.6744612352941177,0.6758773611764708,0.6751590405882354,0.6746275441176471,0.6743423429411765,0.6736791988235294,0.6731830282352941,0.6721468870588234,0.6704104617647059,0.66858143,0.6666052629411764,0.6648334247058824,0.6631958894117647,0.6609270035294118,0.6587643,0.6565228323529412,0.6543701088235293,0.6530328582352941,0.6506478229411765,0.6485149482352943,0.6461346188235296,0.643542647647059,0.640699355882353,0.6381076594117648,0.6363425947058824,0.6349428770588235,0.6333132499999999,0.6314235111764707,0.6294637376470588,0.6277975335294118,0.6260925182352942,0.6242679982352942,0.6227599982352943,0.6211466629411766,0.6187373547058824,0.6175909758823529,0.6165272388235294,0.6159380611764707,0.6157647123529413,0.6160842276470588,0.6163276217647059,0.6164554529411765,0.6168080905882353,0.6174756705882353,0.6185132311764706,0.619472384117647,0.6206722058823528,0.6223995329411763,0.6242538058823529,0.6278265470588236,0.630973011764706,0.6342104294117649,0.6371407729411765,0.6395568200000001,0.6418155529411764,0.644245491764706,0.6468200741176472,0.6491777064705884,0.6512854164705882,0.6534563647058824,0.655628025882353,0.6580624794117648,0.6608545911764706,0.6636720594117647,0.6662386476470589,0.6688415629411765,0.6697609452941177,0.6715028041176471,0.6729749182352941,0.6745564947058823,0.676673024117647,0.6789950888235293,0.6807644852941176,0.682204044117647,0.683676505882353,0.6853037117647058,0.6868368847058823,0.6883296752941177,0.6895799111764704,0.690539984117647,0.6913738776470588,0.6925743776470589,0.6917562776470588,0.6904808229411765,0.6895976111764707,0.6888763323529412,0.6883829047058824,0.6878362323529411,0.6871358935294117,0.6866837911764707,0.6863673147058824,0.6865313147058824,0.6865896970588237,0.6867966911764707,0.6869960335294119,0.686989465882353,0.6869840247058825,0.6868001305882354,0.6864451658823529,0.6881037952941176,0.6900520323529412,0.6915273558823529,0.6929510758823529,0.6941068241176471,0.6952907611764706,0.6961747882352942,0.6979712652941177,0.6996358976470588,0.7007259858823529,0.7019379682352943,0.7030751094117648,0.704175111764706,0.7055033352941177,0.7062496976470589,0.7075588576470588,0.708769845882353,0.7094612670588235,0.7103466694117647,0.7110139694117648,0.7114475964705883,0.7114840288235296,0.71090167,0.7102101129411765,0.7082996852941177,0.7063280447058823,0.7043300952941176,0.7023007894117647,0.7003602247058823,0.698620265882353,0.6969805305882354,0.6959985858823531,0.6945320288235296,0.6932695970588236,0.6922299447058825,0.691019181764706,0.6896348288235294,0.6882545958823529,0.6873453588235293,0.686675088235294,0.6862037417647058,0.6860931858823528,0.6860507088235295,0.6861375317647059,0.6861273905882354,0.6859290052941177,0.6857412147058825,0.682267575882353,0.6793838382352941,0.6770052970588235,0.6744980582352941,0.672410754117647,0.6703025411764706,0.668451868235294,0.6668558188235293,0.6656320852941178,0.6643007523529412,0.6629351970588236,0.6614919970588237,0.6599582823529413,0.6583195047058825,0.6567081988235297,0.6554642488235296,0.6540111276470588,0.6557930252941176,0.6571167017647058,0.6579359605882352,0.6587475370588234,0.6592875464705882,0.65996972,0.660349924117647,0.6607305770588235,0.6606137388235294,0.660511551764706,0.6604956611764706,0.6604788911764706,0.6605710988235295,0.6608417441176471,0.6604267735294117,0.6599865911764705,0.6598151876470587,0.6590484305882351,0.6583136658823527,0.6572797870588234,0.6560997952941175,0.6556573623529411,0.6553845188235293,0.6550673835294117,0.65492121,0.6548505400000001,0.6549751629411765,0.6552769005882354,0.6558327970588236,0.6564366011764706,0.6572316894117648,0.6588988752941177,0.6604148635294117,0.6618048470588236,0.6638367100000001,0.6657112076470589,0.6678610041176469,0.6701085164705882,0.6717363399999999,0.6730260364705882,0.6744937935294117,0.67571932,0.6772792517647059,0.6786292405882355,0.6797706958823531,0.6807876817647058,0.6833433970588235,0.6854988970588236,0.6872057523529411,0.6886207729411764,0.6900882164705882,0.6916506894117648,0.6930692305882352,0.6943224911764707,0.6955742376470588,0.6967305417647058,0.6977505064705882,0.6985458241176471,0.6993441382352941,0.7000961164705881,0.7009333599999998,0.7017859811764705,0.7024668776470588,0.7015473388235295,0.7007614094117648,0.7002709270588235,0.6998820452941176,0.6993786717647058,0.6986563264705882,0.6979258994117646,0.6974094252941176,0.6969474758823528,0.6965091658823529,0.6961883482352941,0.6960004270588235,0.6958575582352939,0.6954310094117647,0.6950770052941176,0.6950060111764707,0.6941448741176468,0.692484785882353,0.691333264117647,0.6902928788235294,0.6895244241176471,0.6887693070588237,0.6879431935294119,0.687109131764706,0.6863366311764707,0.6856183982352941,0.6847720776470589,0.6837436600000001,0.6825545164705883,0.6814371152941178,0.6803778888235296,0.6793869635294117,0.6782536376470589,0.6780955805882354,0.6787336864705882,0.6789959752941177,0.6791832370588234,0.6792489705882353,0.6793682023529412,0.6796465941176469,0.6799595047058822,0.68023476,0.6804645599999999,0.6807946041176469,0.6813130158823529,0.6820183629411763,0.68270846,0.6829496411764705,0.6830889000000001,0.6829218552941176,0.682338945882353,0.6813654752941176,0.6807386588235295,0.6803724082352942,0.6800416023529412,0.6794587517647059,0.6786455105882353,0.6778924500000001,0.6773016652941177,0.676900915882353,0.676624954117647,0.6763911029411765,0.6763052576470588,0.6764008723529412,0.6770981411764705,0.6778940764705884,0.6789508176470589,0.6801837782352941,0.6818478547058824,0.6832337217647059,0.6843382194117646,0.6853346235294117,0.6865418,0.6879139,0.6892300911764706,0.6904445464705883,0.6914864141176471,0.6924270405882353,0.6933145294117647,0.6949059452941178,0.6958432541176471,0.6959947517647059,0.6961781517647061,0.6960050223529413,0.6954123276470588,0.6946904594117648,0.6940657770588237,0.6931611829411765,0.6921867435294118,0.6912621317647057,0.6905141235294118,0.6899144658823527,0.6893218864705881,0.6886001776470588,0.6875917482352941,0.6865149694117648,0.6845247988235295,0.6830096547058824,0.6820919435294117,0.6810985,0.6804653411764706,0.6804182288235294,0.6804638717647058,0.6803429288235293,0.6804343699999998,0.6805910052941175,0.6805024382352941,0.6801793111764706,0.6797376188235295,0.6792723923529412,0.6789369335294116,0.679562304117647,0.6806044070588234,0.6818625658823528,0.6832947041176469,0.6848366547058822,0.6857942394117645,0.6867454747058823,0.6877031288235295,0.6885120011764707,0.6891895935294118,0.6898106052941175,0.6904132170588234,0.6910017582352941,0.6914952935294117,0.69183537,0.69220369,0.6929366782352941,0.6929635758823531,0.6926445494117647,0.6921490141176472,0.6913889670588236,0.6904559335294117,0.6900013923529411,0.6893565511764705,0.6886836394117646,0.688174415882353,0.6877420576470589,0.6874579547058823,0.6872360941176471,0.6871704376470589,0.6872641758823529,0.6875046564705882,0.6873421988235294,0.6872651458823529,0.6868874423529412,0.6866936441176471,0.6866541052941177,0.6864509582352941,0.6863658747058824,0.6859833570588235,0.6855188247058824,0.6851683070588236,0.6846737188235297,0.6843166488235295,0.6840327835294118,0.683669838235294,0.6833407888235294,0.6830243582352941,0.6826435599999999,0.6826246829411766,0.6821620123529413,0.6820367711764707,0.6816811517647059,0.6812333199999999,0.6810560705882351,0.6807932352941175,0.6808954235294117,0.6811546229411763,0.6813053835294117,0.6815515011764706,0.6816230329411764,0.6815959717647059,0.6816095011764705,0.6815751070588235,0.6821696876470588,0.6826286758823529,0.6831941788235294,0.6837544494117647,0.6843464494117647,0.6848354117647059,0.6853041117647058,0.685743324117647,0.6861129217647058,0.6864957570588235,0.68684078,0.6870292117647059,0.6872876588235295,0.6876376964705884,0.6878773641176472,0.6880104994117646,0.6881925729411764,0.6876570888235295,0.6873578847058823,0.6869317552941175,0.6865108611764705,0.6860087552941176,0.6856635576470589,0.685246345882353,0.6848240535294119,0.6844404729411766,0.6840138552941176,0.683634285882353,0.6833798164705884,0.6831141023529413,0.6827709547058824,0.6825538811764706,0.6822495605882353,0.6809805223529412,0.6788392888235293,0.6769105988235293,0.6753819599999998,0.6740183917647057,0.6729096035294116,0.6719034411764706,0.6709809176470588,0.6699421388235295,0.6690627282352941,0.6682331400000001,0.6673952635294118,0.6664928717647058,0.6656109123529411,0.6646994811764706,0.6636887752941177,0.6627609605882353,0.6627977294117646,0.663776504117647,0.6645551099999999,0.6650005388235294,0.6651790164705882,0.6651114694117647,0.6649927611764705,0.664888908235294,0.66491434,0.664857915882353,0.6648234511764706,0.6649168011764706,0.6651478952941177,0.6652578452941178,0.6669908952941177,0.6682810911764707,0.6692439205882353,0.67005814,0.6709994947058824,0.6715779064705882,0.672091251764706,0.6725427464705883,0.6729672264705883,0.6730890441176471,0.672854845882353,0.6724421694117647,0.6720225629411765,0.6715599647058823,0.6712073205882352,0.6707459147058823,0.6703596305882352,0.6683736423529412,0.6668828847058824,0.665867643529412,0.6649064458823529,0.6638664594117648,0.663143124117647,0.6624913417647058,0.6620521047058823,0.6616639599999999,0.6614763217647058,0.6616699729411765,0.6620516611764706,0.6624168276470589,0.662855414117647,0.663189725882353,0.6643166788235293,0.6648397570588235,0.6658394776470588,0.6671125805882352,0.6684853923529412,0.6696422341176471,0.6707201617647058,0.6717167970588234,0.6725964529411763,0.6733940470588234,0.6739559764705882,0.6745323005882353,0.6750261682352942,0.6755603652941177,0.676157578125,0.6767691033333333,0.6773990285714285,0.6771666846153847,0.6777459083333334,0.6777648272727272,0.6773686400000001,0.6766034666666667
pNuLoCDScore	0.043692754052287563,0.06945457169934638,0.10063925405228763,0.13331738581699343,0.1457757169934641,0.15866091699346402,0.17218974640522872,0.18291508169934628,0.19638026993464047,0.20284971782352934,0.20317502090909095,0.2056984405882354,0.20974870434389153,0.21742987058823526,0.2164481724313725,0.2149681379044116,0.1748272229411762,0.1149562276470586,0.042731165882352706,-0.03169130588235297,-0.08057509647058825,-0.11899371823529403,-0.1573139911764705,-0.18656006588235274,-0.21686654117647053,-0.24677829235294113,-0.2670172894117647,-0.28089265588235307,-0.2953060200000001,-0.3149515564705882,-0.3288970188235293,-0.3329038711764704,-0.31741380705882327,-0.26497298470588215,-0.2109450264705881,-0.1568619658823529,-0.10893944764705893,-0.07062153176470604,-0.03444780823529425,-0.004537710588235433,0.01864454999999987,0.045213253529411745,0.06812919705882348,0.08626149588235293,0.10158562529411763,0.1155424652941176,0.13286521529411754,0.1393764970588235,0.14819274764705875,0.13765514411764712,0.13104398294117647,0.12528833411764706,0.1196786017647059,0.11537017117647058,0.11375311882352945,0.11294668117647055,0.11652942823529416,0.1192342429411764,0.12209006352941176,0.12361833117647059,0.1261765070588236,0.12895917470588253,0.13262846000000017,0.13900312588235314,0.14143698882352956,0.1381941123529411,0.13607924529411763,0.13351399705882344,0.1320145123529412,0.1292461317647059,0.12357863941176483,0.11498767176470598,0.1061056099999999,0.09575652647058824,0.08616276764705877,0.07638679235294121,0.06759672999999977,0.058861536470588005,0.04905556941176459,0.03899746235294099,-0.0536907551895425,-0.06775901342483662,-0.07895551724836605,-0.08875492548366018,-0.09730199136601311,-0.10869423783660134,-0.11759326289542485,-0.12065245724836603,-0.12281240077777782,-0.1145264999411765,-0.10821409861497329,-0.10292983981372551,-0.09770383512669686,-0.09204039864705885,-0.08603415412941179,-0.0802275167794118,-0.07382787147058824,-0.05949926088235295,-0.04871291847058823,-0.03910885111764706,-0.03073713758823529,-0.01940142111764706,-0.010719549000000023,-0.007773266058823558,-0.005989467588235292,-0.004300504411764716,-0.0028360449999999815,-0.0011773179411764811,0.00040653529411764644,0.0008317815294117403,-0.00043498517647061474,-0.002514688470588236,-0.005134776352941198,-0.007127229882352953,-0.006698268470588242,-0.005923959705882331,-0.00527288323529411,-0.0046922032352941095,-0.003899349705882321,-0.002855963588235269,-0.0014689308823529201,0.00010924241176471505,0.0017109657058823613,0.003231693352941184,0.004054916588235313,0.004745856882352961,0.0062456565294117805,0.008657412411764723,0.012737893235294132,0.01786258523529413,0.02144970994117648,0.024122522647058817,0.02667038617647058,0.028527527941176453,0.030321878529411705,0.032098295588235265,0.03348721499999997,0.034116871470588256,0.03464112523529407,0.03544640994117644,0.03590999523529413,0.03796370023529416,0.03966358023529412,0.04090673435294116,0.040475430823529404,0.037839850588235316,0.034295227647058835,0.031048760000000022,0.028362220000000035,0.026390518823529413,0.025082054705882373,0.023591151764705887,0.02193668411764707,0.020981140588235248,0.02046798529411764,0.01944393470588232,0.018799599411764678,0.01742737588235288,0.015139531176470572,0.013224621764705874,0.011820685882352938,0.011940380588235239,0.012686850588235238,0.013450891176470553,0.013634542941176442,0.013488850588235318,0.012574238235294133,0.010386352941176458,0.007669713529411759,0.004800424117647084,0.0015747158823530005,-0.0011863223529411104,-0.003985798823529396,-0.007769145882352918,-0.010197395882352911,-0.012775711176470556,-0.015790334117647048,-0.01906192411764704,-0.022294051764705836,-0.025371490588235263,-0.028203023529411786,-0.03056743529411768,-0.03267664529411768,-0.033420989999999984,-0.03200703294117646,-0.02987413588235291,-0.027844747058823532,-0.0261901211764706,-0.024495063529411748,-0.02180597647058824,-0.019159324705882386,-0.016591830588235296,-0.012794817647058837,-0.009223056470588242,-0.0058710170588235355,-0.0022495205882353264,0.0017760811764706008,0.005879722352941208,0.009918645882352972,0.013834819999999998,0.016495804117647034,0.0183400417647058,0.020293837647058777,0.02233825705882353,0.02456579529411762,0.026215925882352942,0.027809150588235326,0.029717114117647048,0.030136431176470607,0.029752841764705912,0.029925739411764712,0.029856707647058833,0.02899906647058828,0.027340106470588238,0.02536032470588237,0.023253501176470598,0.021183955882352973,0.01910734823529417,0.01697100588235298,0.014987548235294107,0.013027527058823513,0.011438404117647072,0.009942453529411782,0.00825000235294121,0.005781168235294121,0.0060126852941176645,0.006826779411764711,0.008602771764705863,0.010097947647058764,0.012024162352941153,0.01478936411764703,0.017918090588235264,0.020417467058823496,0.02277630117647056,0.02501603352941173,0.02716670647058822,0.02912705235294119,0.03085144529411757,0.03223696823529404,0.03349932941176462,0.03551453117647055,0.03699791529411764,0.03601502705882356,0.03294725235294124,0.02954304823529419,0.026829166470588278,0.023638185882352947,0.01957382647058828,0.01584625529411765,0.012907464117647094,0.01030993588235296,0.00803880764705886,0.005802741176470616,0.0037908100000000333,0.001934809411764743,0.00010865647058827532,-0.0013865429411764607,-0.004594202941176517,-0.0059811911764706405,-0.005600747058823602,-0.003948633529411827,-0.002225231176470638,-0.0007132235294117495,0.001218824117647066,0.003964906470588309,0.0056824094117647606,0.008583194705882424,0.010960592941176517,0.012876332941176488,0.01472038294117653,0.016466187058823578,0.018195075882352973,0.019773544705882384,0.021915714705882355,0.02472236470588235,0.026458032352941196,0.02722749764705884,0.027182787647058837,0.02647090470588237,0.025871495882352935,0.024729615882352896,0.023381849411764688,0.020969072352941126,0.017236711764705842,0.0141437076470588,0.011228228823529418,0.008364981764705876,0.005631030588235303,0.003676711764705909,0.002172160000000062,-0.0001076747058822991,-0.0026224711764705477,-0.004297028823529392,-0.006226756470588235,-0.007395256470588252,-0.008715397058823543,-0.010366941176470579,-0.011176980588235325,-0.012270542941176465,-0.011948183529411766,-0.011515720000000007,-0.011326782941176478,-0.011100372352941201,-0.010991807647058843,-0.011876498823529452,-0.013587062352941187,-0.015787745294117667,-0.017487887058823537,-0.018792829411764717,-0.019834994117647053,-0.020343654117647048,-0.020782624705882352,-0.020641222941176512,-0.020212545882352967,-0.019739334705882378,-0.019172132352941212,-0.018660210000000038,-0.018230250588235325,-0.01786625294117647,-0.01738669588235295,-0.017513179411764723,-0.01525083000000002,-0.013015762941176456,-0.01038216470588238,-0.007902251176470587,-0.005566757058823535,-0.003861939411764742,-0.0022018611764706153,-0.00046889117647055945,0.0005452735294117494,0.0014965011764705993,0.002185490000000012,0.0026005717647059057,0.0030390100000000086,0.00345827294117651,0.0038923352941176437,0.005092525882352983,0.005399858235294097,0.004510745294117602,0.0035985311764705763,0.002092666470588228,0.00047473588235291686,-0.0008653641176470384,-0.0019944223529411442,-0.00313764352941176,-0.004237231176470568,-0.0051701247058823785,-0.005783757647058768,-0.006135201176470623,-0.006222232352941198,-0.006129495294117743,-0.005932562941176472,-0.004664155882352972,-0.003608303529411744,-0.0007702552941176166,0.0017986664705882949,0.004595939411764699,0.007972469411764743,0.011218004705882328,0.014144591176470572,0.016646999999999995,0.019245477647058834,0.021627369411764713,0.02395004470588233,0.025952412941176534,0.02807135764705887,0.029825627058823634,0.03124553117647061,0.03152759529411772,0.030168449411764747,0.028100354705882402,0.025752875294117628,0.023292866470588258,0.02064721352941179,0.017891814705882386,0.01527346529411766,0.013083501176470558,0.011187519999999979,0.009311483529411746,0.007369470588235255,0.005565249999999938,0.003541929999999971,0.001512935882352906,-0.00015177647058819965,-0.0022147147058824146,-0.0034533911764706438,-0.0039937076470589195,-0.004520802352941222,-0.00485835352941183,-0.005261060000000067,-0.005497164705882379,-0.005624870588235326,-0.005999933529411777,-0.006581264705882356,-0.007084798235294093,-0.007500934117647046,-0.007778202352941133,-0.008168525882352923,-0.008313390000000004,-0.008706133529411797,-0.008626974705882362,-0.007706185882352945,-0.0068094511764705545,-0.006053419999999976,-0.00520005058823525,-0.004370178823529386,-0.0035524670588235052,-0.002901797647058779,-0.0023380352941176075,-0.0017957229411763864,-0.0012287935294117425,-0.0007318341176470178,-0.0004176941176471105,-0.00021832647058828147,-5.0597058823542707e-05,0.00021549823529407042,0.0009227870588234821,0.0010595647058823099,0.0010991405882352923,0.001611249411764687,0.0018707311764706025,0.002160434705882369,0.0023320764705881958,0.0027027358823529246,0.0032902488235294347,0.004004858235294062,0.00463460176470587,0.005185765294117628,0.0057877123529412045,0.006492301176470594,0.007278854705882326,0.008061037647058816,0.008343009411764746,0.008050747058823526,0.007640690588235272,0.006931780588235292,0.0060993388235293655,0.0053676699999999355,0.004713738823529434,0.004049266470588203,0.0031869370588234747,0.0020230352941176255,0.0007458505882352584,-0.00039199470588244245,-0.0013682288235294104,-0.0022595782352941296,-0.003148458823529404,-0.004045117058823516,-0.0037913788235294232,-0.0024503758823529176,-0.0006520223529411784,0.0011041029411764935,0.0028871788235294293,0.004108612941176509,0.005319892352941141,0.006552241176470575,0.007769977647058834,0.009102890588235296,0.010689783529411745,0.01227301705882361,0.013705511176470592,0.015037288823529421,0.01625660294117648,0.017440361764705897,0.017442350588235345,0.0158365123529412,0.013271519411764715,0.010445522941176455,0.007988901176470609,0.006173981764705905,0.0047609817647059904,0.003286724117647133,0.0018263805882353379,0.0003918970588235593,-0.0011183952941175856,-0.0027142758823529567,-0.004228777058823491,-0.005660731764705829,-0.0070481529411764166,-0.00845214058823529,-0.012637385882352942,-0.015027890588235282,-0.016672527647058816,-0.017494230000000027,-0.01818733117647059,-0.01885214470588234,-0.019731678235294203,-0.02039113411764712,-0.02087902352941179,-0.02126989882352945,-0.021639358823529437,-0.02191498294117647,-0.022391402941176503,-0.02298893470588237,-0.023542148823529452,-0.024010620000000038,-0.02158161647058826,-0.01700629647058821,-0.01324089647058821,-0.00999953941176468,-0.007374554705882358,-0.005110248823529451,-0.0032992311764706017,-0.0018273629411764414,-0.000501182352941193,0.0007063864705882383,0.001792412941176491,0.002868289411764674,0.004101590588235282,0.00551115705882349,0.006880495294117578,0.008121860000000036,0.009953668235294116,0.010697650588235269,0.01140519294117645,0.011877981176470626,0.012253221764705918,0.012483127647058861,0.012751639411764687,0.01298562058823527,0.012921454117647058,0.012875555882352924,0.012954175294117631,0.012953094705882379,0.013017145882352948,0.013004160588235308,0.01304711411764714,0.013245763529411786,0.012818885294117677,0.009894777058823578,0.005861818235294164,0.002786851176470595,0.00042887470588234833,-0.0012510158823529072,-0.002514755294117571,-0.0034959341176470093,-0.00400604764705878,-0.00423041705882346,-0.004466315294117618,-0.004754329999999973,-0.005039527647058839,-0.005394905882352918,-0.005877740588235314,-0.006437122352941221,-0.006677706470588296,-0.006716972941176541,-0.004963122941176568,-0.0037763641176471463,-0.002819959411764744,-0.002323994705882404,-0.002035696470588294,-0.0017658758823529686,-0.0016206958823529738,-0.0016618194117647145,-0.001799308823529383,-0.001879884117647057,-0.002009825882352906,-0.0022238094117647544,-0.0023679647058823805,-0.0024752776470587934,-0.002964883529411738,-0.0033087376470588015,-0.0031531417647058246,-0.00298846882352935,-0.002945388235294083,-0.0028238064705882193,-0.002626234705882302,-0.0025724847058823386,-0.002567831176470581,-0.0026403064705882717,-0.002600658235294151,-0.002433776470588289,-0.002315967647058853,-0.0020361447058823423,-0.0016530611764706271,-0.001343470588235307,-0.0019192758823529943,-0.0014179652941176957,-0.001502154117647092,-0.001382070000000013,-0.0012895635294118135,-0.0011190523529412133,-0.001092436470588265,-0.0009981094117647582,-0.0009759364705882734,-0.0009265723529411629,-0.0009380705882353346,-0.0011241100000000115,-0.0013341352941176332,-0.0015878988235293878,-0.001898732352941107,-0.0022292241176470606,-0.0015989770588234753,-0.0007689452941176123,-0.000629159999999962,-0.0008016600000000096,-0.00117958529411763,-0.0015577776470588056,-0.0019337094117647113,-0.002310334705882322,-0.00258181117647055,-0.0027569782352941663,-0.002979675294117634,-0.003088599999999997,-0.0030799535294117886,-0.0030265817647058824,-0.0030168764705882367,-0.002990518823529409,-0.0038363411764705813,-0.005695544117647056,-0.0069425899999999985,-0.007753149999999959,-0.008025096470588217,-0.008129567647058855,-0.008080319411764736,-0.008220918823529405,-0.008352967647058868,-0.008494552941176431,-0.008514412941176469,-0.008508158823529371,-0.008503802352941126,-0.008519664117647041,-0.008434938235294065,-0.008223678823529396,-0.007301194117647042,-0.005336732941176453,-0.0031336311764706137,-0.0011613688235294073,0.00023400058823527803,0.0012870988235293979,0.002001296470588221,0.0027365758823528763,0.0036028305882352674,0.004356681176470534,0.004883577058823474,0.0051998647058822955,0.005384999999999918,0.005463703529411723,0.005409447058823458,0.00525116705882353,0.004532132941176464,0.003220809411764697,0.0016600517647059054,-3.3395294117666285e-05,-0.0012746164705882135,-0.002444682941176418,-0.0032473282352940835,-0.0038353488235293998,-0.004443417058823507,-0.004921562941176433,-0.0052044294117646606,-0.005345558823529356,-0.005256305294117608,-0.005019991176470534,-0.0047133552941176216,-0.004319848823529399,-0.0032541676470588254,-0.0018860058823529646,-0.0006321947058823829,0.000760624117647074,0.0020284041176470424,0.0032485899999999956,0.0043696129411765205,0.005237991176470641,0.005959202352941256,0.006456155882352987,0.006836499411764729,0.007136265294117622,0.0073386458823529455,0.007391642352941152,0.007400338823529418,0.007321315999999994,0.0071806452521008535,0.006364154570135783,0.005790539019607854,0.0051459707486631034,0.004405635470588198,0.003726251176470574,0.003025073529411726,0.002486045882352933,0.0020007252941176,0.001621295294117614,0.001332081764705867,0.001119881764705899,0.0008556264705882333,0.0006601370588235067
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	55...59
validnes_region	
nesbase_region	
