UniprotID	Q8NEM7-2
pNuLoCScore	0.37482521,0.38293098600000003,0.38446564909090913,0.38500355,0.3874944107692308,0.3876261800000001,0.3875003980000001,0.3858284525000001,0.3862040064705883,0.38382191058823534,0.3815517394117648,0.37966255941176474,0.38071786294117643,0.39015963176470586,0.39573950999999996,0.4014298970588235,0.4057840117647058,0.4133763847058823,0.42210319823529413,0.4421517147058824,0.4645654664705883,0.48769052882352937,0.5135571241176472,0.5413222647058824,0.5752041723529413,0.6069618776470589,0.6379644994117648,0.6689509770588236,0.7000303923529413,0.7308268711764706,0.7614183099999999,0.7913338129411764,0.8197601252941176,0.8491840423529412,0.8759325364705881,0.8952796188235294,0.9065947894117646,0.9161189070588235,0.9234230576470588,0.9295986029411765,0.9341406947058823,0.9340153241176471,0.9341998382352942,0.9342976300000002,0.9343773435294118,0.934487341764706,0.9345061088235296,0.934607061764706,0.9347883052941176,0.9350014376470588,0.9351420882352942,0.9352449176470587,0.9353823764705881,0.9355242458823527,0.9356177788235293,0.9356638341176469,0.9354262829411764,0.9355860535294117,0.9356721276470586,0.9355493252941176,0.9354182076470587,0.9351271135294117,0.9349434058823528,0.9348830141176471,0.9348625552941178,0.9348881529411766,0.9349865176470589,0.9350467470588236,0.9351246217647058,0.9352642570588234,0.9354646194117647,0.93568209,0.9359265605882353,0.9364918958823529,0.9366315647058824,0.9368833200000002,0.9373373635294118,0.9377840635294118,0.938381131764706,0.9388243905882353,0.9391623470588235,0.9394180176470588,0.9396060764705881,0.9397440970588233,0.9399238241176467,0.9401011405882351,0.940223366470588,0.940280372352941,0.9403798094117647,0.9405431152941175,0.940755082352941,0.9409739194117647,0.9411921135294118,0.9413717899999999,0.941465401764706,0.9415309335294116,0.9415967888235294,0.9416584123529411,0.9417084417647058,0.9418171829411764,0.9419523447058824,0.942086694117647,0.942224073529412,0.9423705217647059,0.9425094123529412,0.9425948576470589,0.9425661082352943,0.9424798147058825,0.9423727888235294,0.9422531888235294,0.9421507829411764,0.9421173452941176,0.9420949776470589,0.9421024811764706,0.9421318635294118,0.9421938870588236,0.9422276482352941,0.9422387541176471,0.9422482170588234,0.9422485464705881,0.9420159899999999,0.9420193758823527,0.9419433405882351,0.9419412370588234,0.9419763576470587,0.9420173658823527,0.9420382482352939,0.9420195247058821,0.9419631564705881,0.9419175241176471,0.94183823,0.9417263770588236,0.9415953452941177,0.9414170647058825,0.9411644882352942,0.9408403405882354,0.940492975882353,0.9403136405882354,0.9399534088235296,0.9397036264705882,0.9393967029411766,0.9390804676470589,0.9387731794117649,0.9385037700000001,0.938284687647059,0.9381137376470589,0.9379356352941177,0.9377966411764705,0.9376930294117646,0.937629494117647,0.9376336370588235,0.9377098311764707,0.9382098823529411,0.9387370294117646,0.9393024735294118,0.9398269311764705,0.9402717429411764,0.9406792723529411,0.9410182958823529,0.9413421647058823,0.9416626035294118,0.9419749588235296,0.9422468264705882,0.9425313582352942,0.9428208641176471,0.9430910017647058,0.943326514117647,0.94352592,0.94375044,0.943625455882353,0.9434933441176471,0.9433947647058822,0.943291974117647,0.9432149682352943,0.9431818505882352,0.9432106623529414,0.9432399488235296,0.9432586370588235,0.9432632547058823,0.9432663664705883,0.9432405782352944,0.9432072058823531,0.943174685882353,0.943168465882353,0.9431245600000001,0.9429248047058825,0.9427380105882354,0.94255694,0.9424545164705881,0.9424117694117647,0.9424214988235294,0.9424450282352941,0.9424569676470588,0.9424620182352941,0.9424624652941176,0.9424873982352941,0.9425435864705882,0.942648304117647,0.9427883676470589,0.9429448582352942,0.9430981300000001,0.9433240447058826,0.9437095352941176,0.9440927023529412,0.9444903817647059,0.9448085935294117,0.9450815552941177,0.945324315882353,0.9455615688235294,0.9457958082352941,0.9460235905882354,0.9462485729411767,0.9464596729411765,0.946667198235294,0.9468416099999999,0.9469807347058823,0.9470194147058822,0.9472140999999998,0.9474000947058822,0.9476020041176471,0.947773094117647,0.9478794617647058,0.9479363758823529,0.9479877376470588,0.9480301270588237,0.9480848270588237,0.9481584129411764,0.9482285329411766,0.9483180329411764,0.9483934035294117,0.9484402211764705,0.9484889241176471,0.9484956494117647,0.9485780611764706,0.948508231764706,0.9484390905882353,0.9483369788235294,0.9482482064705882,0.9481954594117648,0.9481820335294117,0.948159004117647,0.9481318105882354,0.9480785988235293,0.9480064958823529,0.9479348794117646,0.9478400441176469,0.9477471735294116,0.947665065882353,0.9474249611764707,0.9472540494117647,0.9471763464705882,0.9471372229411765,0.9470784605882353,0.9469866958823531,0.9468792494117648,0.9467580229411766,0.9466100670588238,0.9464761847058825,0.9463474164705884,0.9462135082352944,0.9460958135294119,0.9459715982352942,0.9458454541176472,0.9457256600000001,0.945620051764706,0.9456577300000002,0.9456595394117648,0.9455743952941177,0.9454428188235293,0.9453342217647057,0.9452579135294116,0.9451852517647059,0.9451437899999999,0.9451359282352941,0.9451175182352941,0.9450925711764706,0.9450771029411764,0.9450434788235293,0.9450200258823529,0.9450044288235294,0.9451421664705884,0.9450973217647058,0.9448861411764707,0.944786131764706,0.9447477647058825,0.9447239376470589,0.9446797464705884,0.9446410017647057,0.944630984117647,0.9446045076470589,0.9445538517647059,0.9444784676470588,0.9444099147058822,0.9443405852941176,0.9442749817647057,0.9442210464705882,0.9441755994117649,0.943982024117647,0.943973838235294,0.9441506482352942,0.9442293576470587,0.9442557658823529,0.9442647752941177,0.9442798964705884,0.9442842876470589,0.9442662582352942,0.9442542523529411,0.9442704229411765,0.944311538235294,0.9443570647058824,0.9444016764705881,0.94444309,0.9446034958823532,0.9447707723529412,0.9449533241176472,0.945148795882353,0.9453422664705883,0.9455234452941177,0.9456857805882355,0.9458356041176472,0.9459443335294118,0.9460524423529412,0.9461549217647058,0.9462589394117645,0.9463612658823528,0.9464667064705881,0.9465558329411763,0.9466519329411764,0.9467580094117646,0.9467205858823529,0.9466600947058824,0.9465737941176471,0.9464738752941178,0.9463522929411766,0.9462420694117647,0.9461429676470587,0.9460594823529412,0.946025805882353,0.9459954058823528,0.9459605735294117,0.9459315852941178,0.9458922323529412,0.9458523917647057,0.9458183294117648,0.945369788235294,0.9450538382352941,0.94476737,0.9443767023529412,0.9441082241176469,0.9439025805882352,0.9437659394117646,0.9436738864705883,0.9436052529411764,0.9435588523529409,0.9435203958823528,0.9434661576470587,0.9434128282352939,0.9433640988235295,0.9433208635294117,0.9432743952941176,0.9432433835294117,0.9436321717647056,0.9438719511764705,0.9440916370588234,0.9444227347058822,0.9446453582352939,0.9448120052941176,0.9449306170588236,0.9450048935294117,0.9450615758823531,0.9451037147058824,0.945142735882353,0.9452000894117648,0.9452751835294119,0.9453445805882351,0.9454182805882354,0.9455734429411765,0.9457385194117647,0.9459027547058826,0.9460682688235295,0.9462514217647059,0.9464453535294117,0.9466340711764706,0.9468165300000002,0.9469912182352942,0.9471397829411764,0.94726634,0.9473522988235293,0.947403542352941,0.9474121094117645,0.9474121917647058,0.9474050535294116,0.9473974652941176,0.9473228999999999,0.9472338329411765,0.9471431876470587,0.9470620170588236,0.9469697170588234,0.9468668288235295,0.946757652352941,0.9466487464705883,0.9465328641176471,0.946441875882353,0.9463681776470587,0.9463255041176472,0.9463159688235294,0.9463470864705883,0.9463828652941176,0.9464785023529413,0.9465212435294118,0.9465125935294116,0.9464087135294119,0.9463257335294116,0.946266184117647,0.9462023900000001,0.9460966723529411,0.9459912311764707,0.9459003252941175,0.9458332194117647,0.9457760723529411,0.9457278576470588,0.9456922347058824,0.9456642741176471,0.9456345541176471,0.9456094458823529,0.9455297147058824,0.9455035852941175,0.9455223029411762,0.9456339888235293,0.9457220258823531,0.9457886552941176,0.9458603376470589,0.9459675888235292,0.9460800594117648,0.9461756476470589,0.9462589770588236,0.9463315123529412,0.9463943535294116,0.9464500911764705,0.946495365882353,0.9464939529411763,0.9465224235294116,0.9465537629411763,0.9465861547058826,0.94662261,0.9466613100000003,0.9466931064705882,0.9467171888235296,0.9467453035294118,0.9467666288235295,0.9467860876470591,0.9468073441176472,0.9468149876470588,0.946820131764706,0.9468211641176472,0.946821975882353,0.9468379288235296,0.9469129088235294,0.9469472264705883,0.9469706123529411,0.9469729823529413,0.9469629235294117,0.9469502352941177,0.9469416976470588,0.9469404211764707,0.9469344476470589,0.9469428158823529,0.9469513570588234,0.9469588594117644,0.9469772494117646,0.9469961052941177,0.9470207552941176,0.9468366964705882,0.9467186970588235,0.9466163129411765,0.9465466323529412,0.9465030688235295,0.9464919688235294,0.9464920841176472,0.9464998429411766,0.946513891764706,0.9465360035294118,0.9465571976470587,0.946564094117647,0.9465727882352939,0.9465800435294116,0.9465859335294117,0.9465932982352941,0.9466119511764705,0.9468480452941175,0.947007148235294,0.9471394088235293,0.9472384188235293,0.9473160905882352,0.9473773111764707,0.947432231764706,0.9474720335294118,0.9475026082352943,0.9475213082352942,0.9475325494117648,0.9475542629411765,0.94757141,0.9475866052941174,0.9476035405882354,0.9476132994117646,0.9476366082352942,0.9476490788235296,0.9476516935294117,0.9476573288235294,0.9476575641176471,0.9476536511764706,0.9476512335294117,0.9476482894117647,0.9476418405882353,0.9476231729411765,0.9475983905882351,0.9475794611764705,0.9475613476470589,0.9475383511764707,0.9475167888235295,0.9474931358823531,0.9474738652941177,0.9474277382352942,0.9473790711764707,0.9473357947058825,0.9472862711764707,0.9472447617647058,0.9472092370588235,0.9471722352941176,0.9471353176470588,0.9471011970588235,0.9470758511764705,0.9470577217647059,0.9470415747058825,0.9470222511764705,0.9470074535294117,0.9469764417647059,0.9469806282352939,0.946976142352941,0.946887384117647,0.9467973952941177,0.9467187158823528,0.9466498805882353,0.9465953252941176,0.9465517176470587,0.9465085635294116,0.9464454005882355,0.9463843447058823,0.9463252876470588,0.9462667582352943,0.9462054494117648,0.9461421964705882,0.9460832199999999,0.9460439023529412,0.945964315882353,0.9459017488235295,0.9459306988235293,0.9459701194117647,0.9460048282352943,0.94603514,0.946057771764706,0.9460646388235294,0.9460605711764705,0.9460783441176471,0.9461025011764707,0.9461317482352941,0.9461590347058824,0.9461853847058824,0.9463268023529413,0.9464400258823531,0.9465727647058825,0.9466910176470589,0.9468005058823531,0.9468938764705882,0.9469848564705883,0.9470653682352941,0.9471382976470588,0.9471886894117648,0.9472430905882351,0.9473133935294117,0.9473872923529411,0.94746265,0.9475360617647058,0.9476033029411762,0.9476717247058822,0.9476329717647057,0.9476183835294115,0.9475791882352941,0.9475587605882353,0.9475414076470587,0.9475290488235293,0.9475119335294115,0.9475011805882353,0.9474939570588236,0.9475014241176472,0.9475096029411766,0.9475119,0.9475072123529412,0.947496362352941,0.9474844917647057,0.9475073464705882,0.9475083364705883,0.9475027070588236,0.9474306717647059,0.9473444905882353,0.9472501123529412,0.9471575299999998,0.9470821770588235,0.9470171594117647,0.9469492976470586,0.9468852035294117,0.9468328917647056,0.9467798917647057,0.9467321505882351,0.9466839,0.9466297058823528,0.9465816429411766,0.9465088664705883,0.9464616252941177,0.9464161694117648,0.9464396282352942,0.9464827247058824,0.9465353541176471,0.9465786776470587,0.9465963188235292,0.9466075717647058,0.9466216070588236,0.9466326188235294,0.9466380752941177,0.9466497400000001,0.9466627164705883,0.94668512,0.9469967670588235,0.9473249329411765,0.9476446076470589,0.9479654664705883,0.9482759164705883,0.9485757870588237,0.9488626617647061,0.9491474047058825,0.949435951764706,0.9497366841176472,0.9500347664705883,0.9503310747058824,0.9506265923529412,0.9509196394117647,0.9512068629411765,0.9514850982352941,0.9517462182352942,0.9517259652941178,0.9516717600000002,0.9516241852941179,0.9515764294117649,0.9515418647058823,0.9515165235294117,0.9515023094117647,0.9514905370588236,0.9514799335294116,0.9514693094117647,0.9514560858823529,0.9514418600000001,0.9514279464705884,0.9514145052941179,0.9514013582352943,0.9514146523529414,0.9514295364705883,0.9514479864705884,0.9514748770588236,0.9514910417647059,0.9514943476470589,0.9514930329411766,0.9514808129411766,0.9514638170588237,0.9514513464705883,0.9514359470588235,0.9514115094117649,0.951388874117647,0.9513606329411765,0.951331975882353,0.9513011111764706,0.9512707429411766,0.9512132111764707,0.9511614917647059,0.951106241764706,0.9510556670588235,0.9510157611764707,0.9509788135294118,0.9509445811764706,0.9509224305882353,0.9509059394117647,0.9508847182352942,0.9508646035294118,0.9508498976470589,0.9508344035294117,0.9508221917647058,0.9508084417647059,0.9506329570588233,0.9504077311764706,0.9501832847058822,0.9500007964705882,0.9498596876470589,0.9497407858823529,0.949617124117647,0.9495192005882354,0.9494366500000003,0.9493610323529412,0.9492887705882354,0.9492207152941179,0.9491555005882352,0.9490942911764705,0.9490358700000001,0.9489826229411764,0.9489294870588236,0.9490398247058823,0.9492023305882351,0.9493690735294118,0.9494976935294117,0.9495827023529413,0.9496385435294118,0.94969917,0.9497424711764706,0.9497726658823529,0.9497975599999999,0.9498143541176468,0.9498270682352941,0.9498349693749999,0.9498425846666667,0.9498476521428572,0.9498496792307692,0.9498543991666667,0.949859680909091,0.9498620090000001,0.949860398888889
pNuLoCDScore	0.01137879647058826,0.008996700588235318,0.00672652941176477,0.004837349411764724,0.005892652941176413,0.015334421764705841,0.02091429999999994,0.026604687058823462,0.03095880176470578,0.030445398705882254,0.037637549144384996,0.057148164705882354,0.07707105570135747,0.10006434882352927,0.12605672611764712,0.15549381220588232,0.18900016588235302,0.22313996705882355,0.25641276,0.2892884176470588,0.31931252941176486,0.34066723941176474,0.36567879999999997,0.38990391588235296,0.41397611352941177,0.4358076576470589,0.453829338235294,0.453127904117647,0.44202932294117636,0.4284283782352941,0.4098659335294116,0.38827633823529406,0.35893652235294105,0.3270534464705882,0.29623533882352937,0.26534665294117665,0.23434695117647053,0.20366047058823544,0.17308779882352965,0.14327324882352954,0.11502818000000004,0.08581739529411758,0.0592095517647061,0.039965298823529394,0.02878758705882345,0.01940533882352924,0.012194721176470469,0.006065231176470398,-0.06968941425490191,-0.08410158190196079,-0.0977358324901961,-0.10666499601960786,-0.11656495601960784,-0.12686151366666668,-0.13702805954901962,-0.14486299690196078,-0.149076271372549,-0.14115404964705885,-0.13094127529946528,-0.12086564241176474,-0.11215952956108602,-0.10391945514285716,-0.09604263615686277,-0.0887115875183824,-0.07907119829411771,-0.06004511570588235,-0.04225006099999998,-0.029275160411764714,-0.014811135117647062,0.0010754989999999798,0.017161226647058853,0.0312770728235294,0.03979096817647057,0.04751364829411764,0.0525109154117647,0.054422732764705925,0.056725288647058864,0.05939066570588236,0.06145175394117651,0.0619704609411765,0.05894407470588239,0.0526938985882353,0.0469780950588235,0.04236181447058825,0.03680333858823531,0.030285086235294134,0.02269801564705881,0.013732276235294105,0.006814790058823517,0.0013618920588235328,-0.002843603588235294,-0.005188556235294156,-0.005866170352941208,-0.007520351529411801,-0.009841709176470648,-0.011291981529411826,-0.010640217058823592,-0.008373788235294166,-0.005439144117647066,-0.004841182352941176,-0.004077745882352962,-0.0028820935294117667,-0.0009166511764706065,0.00246549235294119,0.00663162882352944,0.009329107647058826,0.012071693529411759,0.01443845941176472,0.015173256470588231,0.015137284705882381,0.015552655882352967,0.01634322176470593,0.015595434705882372,0.014935467058823565,0.015216867647058846,0.01555164235294118,0.017383845882352977,0.01883411588235298,0.019641085882352943,0.019732446470588222,0.018465336470588234,0.01694746823529414,0.015384504705882374,0.013229915294117628,0.010447194705882346,0.008612038823529372,0.006802305294117655,0.0040182247058823395,-0.0038612864705882266,-0.009702491176470568,-0.017330956764705863,-0.022707101470588242,-0.02742689264705883,-0.03301727029411769,-0.037336119705882354,-0.04057304794117644,-0.04272277323529411,-0.043884306764705894,-0.04468194382352941,-0.045847066764705874,-0.045958175588235284,-0.04554305676470585,-0.044485482647058844,-0.04231679676470587,-0.034765967352941185,-0.022501909117647073,-0.010860340000000024,0.00013462794117646837,0.008182295588235244,0.015095850294117669,0.02182122558823532,0.026773493823529365,0.030812096764705837,0.03404373617647055,0.03650890499999998,0.03871526147058821,0.041537327352941134,0.0435623738235294,0.044389853823529446,0.044065169117647074,0.040876805000000016,0.03657673617647064,0.03299829264705886,0.028627800000000064,0.025714082352941203,0.024033952941176467,0.021584509999999973,0.020461818235294138,0.020573763529411787,0.020845068823529433,0.021436988235294108,0.02253708588235298,0.02205065941176476,0.020902526470588267,0.02079230058823528,0.021573196470588224,0.025840788823529443,0.028049869999999977,0.02607172705882352,0.023908696470588187,0.02157595294117645,0.019896621764705885,0.01913204529411766,0.01878728352941178,0.017387615882352964,0.015500037058823551,0.013314377647058895,0.011348776470588268,0.010484085882352973,0.011464075294117665,0.012715057647058825,0.013816492941176511,0.019720427647058808,0.02114364470588237,0.027159970000000005,0.03513163058823532,0.04355212529411767,0.052540263529411824,0.0602325141176471,0.06699197764705883,0.07376578588235294,0.0811646370588236,0.08841125588235293,0.09536969352941177,0.10153312294117647,0.10643106705882349,0.11064747176470585,0.11435165647058831,0.11200911235294123,0.10578078764705878,-0.037420403130718954,-0.05019409077777778,-0.060763566071895425,-0.06964921371895427,-0.07654039489542486,-0.07591243313071899,-0.07498523818954249,-0.07479442818954249,-0.0740842670130719,-0.06255861600000001,-0.05286712450267378,-0.04518948906372551,-0.04005952412217198,-0.03701759821428571,-0.03388767914901962,-0.03218882354779415,-0.03257053005882357,-0.02167233064705884,-0.01276365005882353,-0.005753004411764698,-0.0005215241176470542,-0.002986639411764691,-0.005653567000000012,-0.007957315235294124,-0.010862997000000013,-0.015503743470588222,-0.020604797000000008,-0.025951416117647064,-0.030448798470588234,-0.032997719294117656,-0.03507542482352939,-0.036446378705882354,-0.035259579294117604,-0.03300046988235293,-0.0318684057647059,-0.03074453141176471,-0.030125625000000003,-0.029432699647058816,-0.028380561117647043,-0.026938975882352945,-0.02515235847058825,-0.02275782200000001,-0.02010384200000004,-0.017503646117647084,-0.014326564941176484,-0.0117711743529412,-0.010115630117647073,-0.007654727176470588,-0.006866959764705902,-0.007507547411764695,-0.007159285941176485,-0.006555685352941168,-0.005449735941176467,-0.004090226235294106,-0.003411244823529419,-0.0025032912352941084,-0.001710125941176463,-0.0011407353529411801,-0.0007215321176470418,-0.0004230579999999762,-0.00027899799999998864,-2.808564705882033e-05,0.0002588482352941096,0.0003897489411764654,0.0006849409411764651,0.001008002470588229,0.0013295912941176657,0.0015267330588235178,0.001373705176470591,0.0008233116470588164,0.0004533266470588132,0.00014289282352940302,-0.000524501058823526,-0.0011207875294117625,-0.0015503484117646987,-0.0017970322352941215,-0.0018018851764705912,-0.00186541929411764,-0.0019218010588235163,-0.0020395393529411693,0.00017650652941177125,0.0021627914705882045,0.004422991411764693,0.006567715588235282,0.008942234705882332,0.011100412588235284,0.012839928764705882,0.014122078764705892,0.015405917882352946,0.01671288964705883,0.018209080823529414,0.019446992294117643,0.02071002935294118,0.021778075823529405,0.022707741470588225,0.023673001470588248,0.022501613882352944,0.01939237800000003,0.016384850117647065,0.01398416829411768,0.011252094705882384,0.008773464705882375,0.007209866235294127,0.005896163941176466,0.005055424823529414,0.004440462470588213,0.003877303058823528,0.0033671824705882314,0.0028703524705882277,0.0022152616470588193,0.001971192823529408,0.0019667798235293993,-1.097023529411656e-05,0.00039255294117647443,0.00031637670588235967,0.00013429141176470039,-0.000701585882352973,-0.00057562764705886,-0.0006934394117647097,-0.0008397380000000204,-0.0007437847647058654,-0.0008447141764705707,-0.0016407818235294053,-0.002261537470588215,-0.0033053809999999684,-0.003925520764705856,-0.004839713588235289,-0.006442737117647049,-0.006295687117647025,-0.004761379411764688,-0.003952484941176462,-0.003165188705882352,-0.001898720176470567,-0.0007859348823529289,3.5964235294116964e-05,0.0006365850588235383,0.0010270618235293932,0.001451723294117635,0.0018430885882352865,0.002503631588235272,0.003486578411764668,0.004473641941176457,0.005279499117647052,0.007078979235294117,0.013822565705882334,0.016046391294117626,0.01832125070588235,0.021052360941176476,0.02451257300000001,0.027837916823529443,0.03135736829411763,0.034956256000000005,0.03854461105882351,0.0423104778235294,0.04679901311764703,0.05116658399999999,0.05587334158823526,0.06049012452941173,0.06572222747058823,0.07078945594117643,0.07098725123529406,0.06970940594117644,0.07210993417647059,0.074861473,0.07717661770588237,0.07845825741176471,0.07925483447058829,0.07986656123529415,0.07975466735294123,0.07913663794117648,0.07749883499999999,0.07502371852941178,0.0719156935294118,0.06866976176470588,0.06464442117647057,0.059905700000000006,0.05844954999999996,0.06045184411764701,0.05931777823529405,0.0565658758823529,0.05348922117647051,0.05063417647058818,0.047751362941176406,0.04499521588235289,0.04215503823529404,0.03989802823529412,0.038467148235294124,0.03775865294117642,0.03768892470588231,0.038128742941176436,0.03869356294117646,0.03955539823529408,0.03708151176470592,0.031800959411764695,0.02685791176470595,0.022388174117647153,0.0187488588235295,0.015565968823529452,0.012589734117647078,0.009937255882352947,0.007832403529411724,0.005940941764705887,0.003928564117647082,0.0017298241176471052,-0.0006655688235293056,-0.00353797764705871,-0.006314316470588166,-0.009089313529411724,-0.011668616470588145,-0.01009561117647051,-0.008379244117647067,-0.006231685882353066,-0.004374945882353043,-0.002585792352941263,-0.0005244141176470873,0.0013338805882352478,0.0033027347058824374,0.004726359999999985,0.006239565882352971,0.007754757058823558,0.009093455294117592,0.010507611176470588,0.011934340588235226,0.013291881176470566,0.014564781176470531,0.015231562352941208,0.015115606470588294,0.014452614117647145,0.013673117647058863,0.012701670588235403,0.011557464117647076,0.010452556470588292,0.009419315882352897,0.008377286470588219,0.007323712941176452,0.006098571176470613,0.0048674358823529995,0.003612402352941191,0.0023976282352942135,0.0013802441176471447,0.004143945882352895,0.004456918235294038,0.004161858235294025,0.0029434294117646753,0.0017158394117647857,0.0009315576470588227,0.0004498223529412204,0.00016157823529411308,-0.0002726011764705438,-0.0003923899999999092,-0.0004550276470588477,-0.00029948764705889364,3.5036470588167834e-05,0.00041831529411756607,0.0009459864705881893,0.0010939147058823262,-0.0026242682352939917,-0.007479054705882282,-0.008687487058823495,-0.0076637094117646964,-0.005441143529411829,-0.0034746717647058945,-0.001979156470588328,-0.0008514223529412779,0.00010211058823528241,0.0007646070588234188,0.0011141888235294273,0.0013656311764706497,0.0014382588235294924,0.001431956470588247,0.0013120123529411498,0.001485535294117657,0.005643284705882268,0.01262318588235295,0.016564084117647093,0.018433185294117638,0.018769229411764732,0.018978666470588212,0.0194306505882354,0.01967212588235312,0.019908731764705923,0.020046415882352953,0.0201192382352941,0.020332717058823502,0.02055683941176467,0.02076705470588236,0.021038901176470615,0.021207568823529366,0.017428742941176523,0.010890091764705845,0.005675665882352965,0.0019144129411764466,-0.0006091741176470489,-0.002723961764705851,-0.004769323529411784,-0.006450961176470649,-0.007744722352941158,-0.008869324705882364,-0.009652447058823566,-0.010254272941176479,-0.010814262352941195,-0.011348937058823505,-0.011882925882352957,-0.01242278117647061,-0.01273891882352951,-0.00935206058823529,-0.007082221764705909,-0.005312725294117637,-0.004532571764705895,-0.0041412952941176084,-0.00378870882352933,-0.003403268235294077,-0.003283627647058862,-0.003329708823529398,-0.0034726205882352756,-0.0038267564705882773,-0.004106627647058825,-0.004398601176470673,-0.00470047588235295,-0.004950288235294087,-0.005272658235294048,-0.005789272941176482,-0.006387017647058901,-0.006776295882352956,-0.007033482352941212,-0.007113860588235377,-0.00705670117647067,-0.006994505294117714,-0.007003090588235339,-0.006989481764705818,-0.006734527058823492,-0.006445667058823434,-0.006246645294117725,-0.006082287647058815,-0.005950077647058849,-0.005791849999999987,-0.004769516470588209,-0.004868048823529425,-0.003891661176470551,-0.002496638823529407,-0.0008062758823529359,0.0009566647058823485,0.0025916688235294028,0.004185303529411766,0.005442138823529397,0.006377027058823481,0.007312874117647028,0.008212748823529348,0.009201710588235323,0.010175478823529482,0.011052967647058876,0.012026062941176474,0.012069691764705903,0.012525514117647074,0.013385944117647097,0.012906347058823597,0.011683822941176536,0.010053661176470663,0.008209049999999996,0.006327138235294183,0.004717410588235327,0.003952629411764719,0.003523332352941222,0.0030108576470588844,0.0024178235294118333,0.001881301764705856,0.0014646464705881934,0.0010330317647058163,0.001656063529411611,0.002664761176470576,0.0021345058823529217,0.0022323176470588346,0.0029132499999999784,0.003675005294117628,0.004573610000000006,0.005626445882352893,0.006801406470588189,0.00755952764705875,0.0077680494117646215,0.007962982941176422,0.00809529294117639,0.008181419411764701,0.008227805294117707,0.008248194705882395,0.007202976470588318,0.0054491047058823905,0.00432545647058824,0.0034871864705882105,0.002533271764705858,0.0015304794117646514,0.0007743547058823852,-7.064764705877469e-05,-0.0010507382352940575,-0.0019867235294117047,-0.0027394782352940794,-0.0034787670588234954,-0.004145657647058709,-0.004721135294117551,-0.005305959999999887,-0.005920721764705761,-0.005478048823529369,-0.003906547647058833,-0.0029937735294117696,-0.0021176347058823874,-0.0010719235294117668,0.0001621982352941198,0.0009499294117646384,0.0012366394117646617,0.00181900470588231,0.0025077088235294087,0.003050311764705882,0.0036682776470587375,0.004517692941176432,0.005610076470588143,0.007012145294117533,0.008811207647058727,0.009960095294117566,0.010377135294117656,0.011580010588235323,0.013193248823529458,0.014762954705882347,0.01635025529411771,0.018476777058823612,0.021508947058823502,0.025010771764705897,0.02839089941176476,0.031808117058823526,0.035267147058823556,0.03852875882352935,0.04141488235294116,0.04379623235294111,0.045354682352941156,0.04889607294117648,0.050688841176470545,0.05255344823529401,0.05427923882352931,0.05592691588235288,0.05748246764705872,0.05877447294117638,0.0594524923529412,0.059345751764705856,0.0590986288235294,0.058586769411764716,0.05783365823529418,0.05693999176470588,0.056076239411764706,0.05530966529411774,0.05488103352941176,0.052199631764705934,0.04928323941176477,0.047987293529411834,0.04545678823529414,0.04201266588235303,0.038397910000000035,0.034618925882352936,0.030851064117646987,0.02727812294117643,0.023831444705882276,0.020493414705882285,0.01735645352941162,0.014269169411764704,0.01127211588235294,0.008342525294117553,0.005484264117647131,0.001514465294117695,0.0003352405882352527,-0.0026426888235294155,-0.004533595294117565,-0.005474638235294094,-0.006559704705882352,-0.007411311764705886,-0.007833144705882256,-0.00804212999999987,-0.00824471117647052,-0.008372848235293995,-0.008595713529411686,-0.008740648823529373,-0.008890096470588194,-0.009038500588235299,-0.009339390000000058,-0.00883987882352949,-0.00756714117647056,-0.0066135917647058284,-0.006167920588235343,-0.006101421176470612,-0.005800791176470588,-0.005063902352941185,-0.004603432352941306,-0.00454580470588245,-0.004671192352941278,-0.004782042352941274,-0.004812992352941192,-0.00475904117647058,-0.00471297882352939,-0.004535224705882301,-0.004214330588235227,-0.0036650529411764166,-0.0034280735294118236,-0.0028442035294118373,-0.00201238529411768,-0.001205882941176517,-0.0006645505882353353,-0.0005394441176471143,-0.0003729347058822885,-2.1440588235277502e-05,0.0006536858823530944,0.0012060500000000696,0.0016709329779412974,0.00204880776470584,0.0024565282773108543,0.0027658752488687877,0.0030382462254900933,0.0033297088235293426,0.003303481588235291,0.0024483409150327096,0.0017642703267974347,0.001366289150326827,0.001397760915032742,0.0013215179738563232,0.0012165003267974317,0.001083181503268027,0.0008245679738561607,0.0007053997385620958
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	61...66
nlsdbnls_region	22...27
validnes_region	
nesbase_region	
