UniprotID	Q8IWQ3-4
pNuLoCScore	0.26746057888888886,0.270279799,0.27608702,0.2831926708333334,0.29065174000000005,0.29939341214285714,0.30535985933333337,0.311460843125,0.3155156494117647,0.3132699170588235,0.3146049905882352,0.3188522423529412,0.3272592682352941,0.3412890205882353,0.3577653947058823,0.36928394823529415,0.3799272176470589,0.3880420023529412,0.39426771058823534,0.3984942423529412,0.4016347305882353,0.40384073235294116,0.4039725217647059,0.4055219705882353,0.40745322,0.4084680258823529,0.4046265676470588,0.4036245382352941,0.40391956529411766,0.4050085523529412,0.4027449488235294,0.39882215058823534,0.39484678882352947,0.39010340000000004,0.38791704117647063,0.3860036323529412,0.3855894576470589,0.3846174282352941,0.3848436411764706,0.3883023605882352,0.3906972811764705,0.3934252470588235,0.3988476076470588,0.4082876247058824,0.4182713464705883,0.4261399194117647,0.43312681647058826,0.44280825529411766,0.4572538829411765,0.4722632917647059,0.48850975941176467,0.5030619382352941,0.5163699635294118,0.5286246676470588,0.5415520105882352,0.554956848235294,0.5721241658823528,0.5914397394117646,0.6086590652941175,0.625559195882353,0.6408042458823529,0.6523543370588235,0.6641940976470588,0.6758562682352942,0.68576008,0.6945248211764706,0.7027789005882353,0.7110230982352941,0.7193440647058824,0.7287558352941177,0.7373198841176469,0.7449255982352941,0.7500974299999998,0.7487746552941177,0.7469427935294117,0.7456805288235293,0.7437186847058823,0.7431074494117648,0.7437372764705882,0.7443357841176471,0.7457564370588234,0.7474262294117647,0.7479051500000001,0.7473906852941176,0.7465324817647058,0.7454679217647059,0.7440008599999999,0.7432039423529411,0.7462124188235294,0.7489639164705882,0.7516420411764706,0.753844685882353,0.7561415476470588,0.7592313211764706,0.7616701211764706,0.7637169235294119,0.7665097494117648,0.7689073811764706,0.7714227564705883,0.7738655476470588,0.7765252770588236,0.77878313,0.7809469011764706,0.7833894923529412,0.7850986041176471,0.7832672688235293,0.7824176399999999,0.7810716335294118,0.7799255694117647,0.7787363723529412,0.777322821764706,0.7758244835294119,0.7745301011764708,0.772729989411765,0.7715899382352942,0.7707518411764706,0.7697811294117648,0.7688139294117647,0.7682082311764705,0.7674187217647057,0.7599003041176472,0.7606851723529411,0.7621529605882353,0.7621065035294118,0.7628348011764705,0.7638946147058823,0.7663586617647058,0.7698590594117646,0.7736893329411764,0.7774401035294116,0.781780974117647,0.7863476505882352,0.7912686800000001,0.7965241764705883,0.8020642470588237,0.8077373158823531,0.8137873141176472,0.8267528788235294,0.8316267717647059,0.8358344776470589,0.8413741335294118,0.8465814511764707,0.8513051182352943,0.8544654123529414,0.856563035882353,0.8581834147058826,0.8601185735294119,0.8616891947058825,0.8629419335294118,0.8637835100000001,0.8645657782352942,0.8654065488235295,0.8675406429411764,0.8695300882352942,0.8712595058823529,0.8730037505882352,0.8746104211764706,0.8763388947058823,0.8778413182352941,0.8791533776470589,0.8806060247058825,0.882141465882353,0.8839337664705883,0.8854408988235294,0.8869129935294119,0.8884048329411766,0.8898746388235292,0.8910891917647059,0.8922405541176469,0.8919604694117647,0.8916367005882354,0.8914287594117648,0.891096235882353,0.8909248711764707,0.8905776335294119,0.8902402923529413,0.8899820570588235,0.8896888417647059,0.8893038770588236,0.8889848170588237,0.8888056494117647,0.8885983805882353,0.88834341,0.8879848394117649,0.8886904923529413,0.8892297147058824,0.8895769876470588,0.8896383541176471,0.8896287341176471,0.8898616988235295,0.8901418811764705,0.8901172152941176,0.8899712035294118,0.8895796300000001,0.8891243041176471,0.8887567982352942,0.8882471435294118,0.8875691729411764,0.8868431523529411,0.8860564247058823,0.8847307188235294,0.8798943717647059,0.8713227047058824,0.8579781970588235,0.8412098323529411,0.8220556305882353,0.8097271011764705,0.7889380247058823,0.777393834117647,0.7673908370588235,0.75939954,0.7480295952941177,0.7337244641176471,0.7191589170588234,0.7052408558823529,0.6896415,0.6599089605882353,0.633416524117647,0.6086382670588235,0.5874673435294119,0.5707680347058824,0.5579666664705882,0.5479473352941175,0.5312422188235295,0.5230390758823529,0.5062393523529413,0.48807974941176474,0.46813881705882354,0.4518420694117647,0.4384360064705882,0.42490210764705877,0.41092817941176474,0.3995436852941177,0.4028456335294118,0.4031479417647059,0.4048278105882353,0.40722914000000004,0.41047715647058824,0.4139605747058824,0.4171271776470588,0.42012501176470585,0.42346984294117646,0.42669202529411754,0.4304335194117646,0.43443991235294116,0.43858905294117645,0.44292552235294125,0.44785342588235294,0.4577441170588235,0.4658211211764706,0.4723832123529411,0.4792692111764706,0.48541503117647045,0.4920408958823529,0.498850584117647,0.5049930694117647,0.5119455782352941,0.5182715458823529,0.5243317988235293,0.530113345882353,0.5341958576470589,0.5373840705882355,0.5404039558823531,0.5431943788235294,0.5458405035294117,0.5433375399999999,0.5416509317647059,0.5414965476470589,0.541808955882353,0.542414935882353,0.5425649805882354,0.542387404117647,0.5425937847058823,0.5420990711764705,0.5419324564705882,0.5417397094117646,0.5417400241176471,0.5426637217647059,0.5440849452941177,0.5455176270588235,0.5464278994117646,0.5484349464705883,0.5517969635294118,0.554822455882353,0.5572021652941177,0.5596218123529413,0.5618405417647059,0.5640311070588235,0.5666416423529412,0.5687572852941177,0.5710348835294118,0.5736895364705883,0.5763989423529413,0.5790859276470589,0.58180838,0.5848070270588236,0.5877683352941176,0.5909551705882352,0.5932405564705882,0.5943847623529411,0.5959303741176472,0.5976461176470589,0.5985624482352943,0.59891616,0.5990532047058825,0.5987335905882354,0.5987201229411765,0.5984339052941178,0.5977614141176472,0.596594337647059,0.5953197376470589,0.5944850111764708,0.5971567111764706,0.5987265994117648,0.5990201205882353,0.5992650876470588,0.6001021323529412,0.6017103088235294,0.6040408264705883,0.6069792288235294,0.6109735847058824,0.6152138711764705,0.6188800558823528,0.6216137117647058,0.6240899152941176,0.6262899358823528,0.6288035258823529,0.6310310458823529,0.6319728788235295,0.6278471082352942,0.6266696729411766,0.6271343811764708,0.6272263164705884,0.6272503400000001,0.6266292988235296,0.6249035835294118,0.6231658811764705,0.6214026782352942,0.6194331252941175,0.6180447811764707,0.6180063223529412,0.6185344382352942,0.619973305882353,0.6214457688235295,0.6263287782352941,0.6341989688235294,0.6429206629411764,0.6493076435294117,0.6557272929411765,0.6619792423529411,0.6677698805882354,0.6735995864705883,0.6802497223529412,0.6865193458823531,0.6922499847058824,0.7013818582352942,0.7115425964705884,0.7196727670588235,0.7276654923529412,0.7364313776470588,0.7446004323529412,0.7494681205882352,0.7524169129411763,0.7558035870588234,0.7595336982352939,0.76319491,0.7670620523529411,0.770683564117647,0.7746090441176472,0.7781668411764705,0.7814981258823529,0.7848795870588234,0.7846278347058823,0.7833211699999998,0.7835841029411764,0.7838535205882352,0.783868455882353,0.7840708423529411,0.7846614717647059,0.7850949735294117,0.785549308235294,0.7861530964705883,0.7868207941176472,0.7877902982352943,0.7889239894117648,0.7896834652941176,0.7903762241176471,0.7914373535294117,0.7926150300000001,0.7937973129411764,0.7947544658823531,0.7957531564705883,0.7964583782352941,0.7962432288235294,0.7964751288235294,0.7966005111764707,0.7968652347058823,0.7972632964705882,0.7974532494117645,0.7976227788235295,0.7977884276470588,0.7978334335294119,0.7978185741176472,0.7978075070588236,0.7977832752941177,0.7978288400000002,0.7978542276470589,0.7979436829411766,0.7978756735294118,0.7985414082352941,0.79886024,0.7990542752941177,0.7994039888235294,0.7996768105882353,0.7999350517647058,0.8002784894117645,0.8005884129411766,0.8008096270588235,0.8011030329411764,0.801282954117647,0.8015123270588235,0.8018174882352941,0.8020612176470588,0.8023744611764707,0.8026311082352942,0.8030923852941176,0.802831075882353,0.802861937647059,0.8029175788235295,0.8027856358823532,0.8026667523529414,0.8025186700000002,0.8023109029411766,0.8020806323529411,0.8019104323529412,0.8017084500000001,0.8016506794117647,0.8015500029411765,0.8013434947058822,0.8011666158823528,0.8009497252941177,0.8007728758823529,0.8004584788235293,0.8001536199999999,0.7998319817647057,0.7995973229411762,0.7993836935294116,0.7992400317647057,0.7991825964705881,0.7991521311764704,0.7991081252941177,0.7990693135294117,0.7990772252941177,0.7990917764705882,0.7990584411764705,0.7990209788235293,0.798976324117647,0.7989664717647058,0.7988639582352939,0.7988564935294116,0.7988944905882353,0.798981258235294,0.7990135817647057,0.7989978311764706,0.7989022841176471,0.79872601,0.7984834576470587,0.798297645882353,0.7981142482352942,0.7979056917647058,0.7976661994117649,0.7974869405882353,0.7973249523529412,0.7974568094117647,0.7976064229411765,0.7978841205882352,0.7981465911764706,0.7984638823529412,0.7990852676470588,0.7997977558823528,0.8005844811764704,0.8013195694117646,0.8020390376470586,0.80274543,0.803399318235294,0.8039940276470586,0.8045523135294116,0.8051120135294118,0.8055786664705883,0.8060252135294118,0.8061574664705883,0.8062269605882353,0.8061868923529412,0.8061787158823528,0.8061522252941176,0.8057385194117646,0.8051714076470587,0.8045183976470588,0.8039218952941176,0.8033264988235294,0.8027631823529413,0.8022122470588235,0.801717725882353,0.8012652082352941,0.8006481670588236,0.8001152047058825,0.7997133635294119,0.7992764811764707,0.7988024223529412,0.7981568182352943,0.7971345123529412,0.7962151005882354,0.7954311476470588,0.7947949400000001,0.7942521088235294,0.7937930547058822,0.7933952011764704,0.7931027747058821,0.792892986470588,0.7927464747058823,0.7926294394117647,0.7926636747058824,0.7926859664705883,0.7926385723529412,0.7926125841176471,0.7926540452941178,0.7929415335294118,0.7936314947058823,0.7942128711764708,0.7947144947058824,0.7951134141176471,0.7954341570588236,0.795634888235294,0.7958072576470588,0.7958870458823532,0.7958939105882353,0.7928553552941177,0.7961947082352941,0.8004707535294117,0.8045023358823529,0.8088003270588233,0.8132386188235292,0.8178763794117646,0.8225112935294117,0.8273269247058822,0.832257684117647,0.8372785699999999,0.8423171052941176,0.8473713758823528,0.8524845835294116,0.8576162311764706,0.8627380447058824,0.8678403,0.8759886317647059,0.877683324117647,0.8784900964705883,0.8795544494117647,0.880354655882353,0.8810766017647058,0.8815686411764706,0.8820322564705882,0.8822984288235294,0.8824904188235294,0.8825951370588235,0.882707684117647,0.8828322723529411,0.8829259488235294,0.8829879729411765,0.882849904117647,0.8830249805882352,0.8829319899999999,0.8829928917647059,0.8832224976470588,0.8834610835294118,0.883755974117647,0.8840836099999999,0.8844897805882352,0.8849363629411764,0.8853483829411763,0.8857480388235293,0.8861874464705881,0.8866439111764703,0.8871560817647057,0.8876979111764705,0.8882389905882353,0.8890179494117646,0.8895252176470587,0.8901663176470588,0.8906577941176469,0.8909499058823529,0.8912232611764705,0.8913912111764706,0.8915149611764704,0.8916134117647059,0.8916891117647059,0.8917991211764705,0.8918766711764704,0.8919320905882352,0.8919451494117647,0.891920418235294,0.8919648594117647,0.8916683241176471,0.891394055882353,0.8912600111764707,0.8912475023529413,0.8913641476470591,0.8914567688235295,0.8914697541176471,0.8913442394117648,0.8912164923529412,0.8911085452941175,0.8910363217647059,0.8909936923529411,0.8909860729411765,0.8909654670588235,0.8909735523529412,0.8909337329411764,0.89083367,0.8910748170588235,0.8912948382352941,0.8913428864705883,0.8912646835294117,0.8910951711764706,0.8909578794117647,0.8909040917647059,0.8910036817647059,0.8910881382352942,0.8910724205882353,0.890921961764706,0.890731061764706,0.8904436694117648,0.8901855147058825,0.8909083294117648,0.8911656882352943,0.8912555041176473,0.8912801476470589,0.8916714241176472,0.8921899794117648,0.8927434870588237,0.8932801811764707,0.8938169888235296,0.8943140147058825,0.8947305070588235,0.8951680211764705,0.8956309723529412,0.8961919335294118,0.8967418300000001,0.897332641764706,0.8979142923529412,0.8975010188235295,0.8976329988235294,0.8979359517647059,0.8983159199999999,0.8983863870588236,0.8983501694117647,0.8983186205882353,0.8982964052941176,0.898274295882353,0.8982805605882352,0.8983782811764707,0.8984639135294118,0.8985888658823531,0.8987574164705884,0.8989788964705883,0.900153037647059,0.9009573752941177,0.9015522194117649,0.9020169547058825,0.9023690547058825,0.9026783782352942,0.9029209252941177,0.9029038311764707,0.9028958588235294,0.9030456823529412,0.9032566194117646,0.9035110752941176,0.9037640958823528,0.9040949752941176,0.904424177647059,0.9047335482352942,0.904996797647059,0.9043333170588236,0.9040668447058824,0.9039946770588235,0.9040985511764708,0.9043274041176472,0.9046105241176472,0.9049011241176471,0.9052389381250002,0.9056357826666669,0.9058959600000002,0.9061134492307693,0.9063185991666667,0.9065522990909092,0.9066979890000001,0.9068565655555556
pNuLoCDScore	0.04805507052287583,0.045809338169934655,0.047144411699346356,0.05139166346405233,0.059798689346405254,0.07382844169934644,0.09030481581699346,0.10182336934640529,0.11246663875817003,0.11776220335294119,0.11818069058823533,0.11530157151960779,0.11098299058823524,0.10444732021008402,0.09861266243137251,0.0940611274632353,0.09193757058823532,0.09519810882352941,0.09002157705882358,0.08477229588235291,0.07666029705882355,0.0637195317647059,0.04497955411764709,0.02953820235294119,0.01491957117647058,0.0020613976470588713,-0.006350669411764709,-0.012490609999999958,-0.016045272941176414,-0.019223304117647055,-0.01912888058823531,-0.017219610000000107,-0.016755938823529493,-0.015042778823529446,-0.00577896,0.004663086470588329,0.014351781176470624,0.021131367058823514,0.030381867647058858,0.04398610470588232,0.062407094117647055,0.08215989176470584,0.10059271823529403,0.11705830588235289,0.1307805058823529,0.14400723941176474,0.15670836941176464,0.1666544876470588,0.1814268847058823,0.19801449235294116,0.20981145764705872,0.21727157117647056,0.22253289941176457,0.2262144176470588,0.23106728117647057,0.23304801294117655,0.22850619705882347,0.22226152941176475,0.21426914117647067,0.20796115999999998,0.20297410117647063,0.20013116764705885,0.19576787352941172,0.18996875000000013,0.17797326411764702,0.15733491588235304,0.13828372823529422,0.12012133294117633,0.10291443882352946,0.09075311235294126,0.07954317882352935,0.0684795158823529,0.059996357058823446,0.0529014082352941,0.045126249411764796,0.03636758705882348,0.027188417058823355,0.016712086470588194,0.006680975882352946,-0.001721655882353068,-0.003885011176470443,0.00018926117647055651,0.0046992476470588684,0.008164157058823673,0.012422862941176449,0.016123871764705866,0.01793284470588241,0.01938113941176478,0.02075331235294131,0.021481151764705886,0.023517606470588204,0.026474862352941275,0.029992795294117802,0.0333152082352941,0.03694604117647071,0.040185550000000125,0.03888618529411769,0.03430335235294102,0.030775598823529315,0.027226947647058797,0.023784021764705954,0.01950505117647061,0.015652700588235424,0.012107560000000017,0.008020351764706057,0.0038226082352943447,0.00016718176470587043,-0.0031137064705882844,-0.0067441476470587736,-0.00996920058823525,-0.012738670000000063,-0.015970770588235483,-0.025198299999999896,-0.022582096470588175,-0.020264679411764575,-0.018965129999999997,-0.017090768235294207,-0.014841757647058973,-0.010964160000000223,-0.005965424117647333,-0.0008407682352944423,0.004710114117646658,0.010191035882352817,0.015595809411764638,0.02148755058823526,0.027710247058823523,0.03385601588235321,0.04031859411764738,0.05388700999999996,0.06606770647058835,0.06947381117647056,0.07372797411764709,0.0785393323529413,0.08268683647058839,0.08494645647058852,0.0846063529411768,0.08287370294117669,0.08074331117647093,0.07833759941176488,0.07534154411764726,0.07167325352941178,0.06725933352941182,0.0625015311764705,0.05766923294117643,0.053753328823529234,0.04277720941176477,0.039632734117647006,0.037169272941176335,0.03323628764705877,0.029757443529411676,0.026536199999999788,0.024687965294117542,0.0240429888235294,0.02395805117647043,0.0238151929411764,0.023751704117646932,0.023971060000000044,0.02462132294117647,0.025308860588235005,0.025682642941176392,0.024699911176470524,0.02243038117647045,0.020377194705882506,0.0184250088235296,0.016485814705882396,0.014585976470588347,0.012736315294117784,0.011086914705882411,0.009376032352941044,0.00754737588235288,0.005370110588235333,0.003543918235294319,0.0018926558823527673,0.00019354764705870053,-0.0015312288235291849,-0.003104352352941042,-0.0035500617647056254,-0.0027307547058822434,-0.0020597129411765724,-0.0017904052941176696,-0.0014675017647058919,-0.0010631723529411774,-0.0004357523529413543,-0.00012307705882375064,-1.0853529411658513e-05,-0.00010921176470579663,-0.00017957294117654232,-0.00022801882352951885,-0.0005585058823528444,-0.0010292076470588274,-0.0015002576470589668,-0.001928414705882564,-0.003959773529411903,-0.00933534294117655,-0.01825428294117648,-0.031660157058823635,-0.04841890176470598,-0.06780606823529423,-0.08041478000000002,-0.10117919058823532,-0.11257736941176488,-0.12218879294117657,-0.1297247641176471,-0.14072720294117647,-0.15452267941176467,-0.16841025588235303,-0.18160229647058823,-0.1964149247058823,-0.22482175823529404,-0.24647784764705882,-0.26268443764705884,-0.2705108535294116,-0.27044179764705867,-0.26408896411764704,-0.26177976588235297,-0.25769580588235275,-0.2543547582352941,-0.26115148470588223,-0.27131979058823524,-0.2798907782352942,-0.28188239470588244,-0.2807229105882352,-0.2803387482352941,-0.2787133205882353,-0.2603652752941176,-0.23057089058823527,-0.2054903252941176,-0.18263953294117657,-0.1635388947058824,-0.14748951,-0.13398676058823517,-0.1141150411764707,-0.10291406411764703,-0.08276950941176481,-0.0613877241176472,-0.03770529764705893,-0.01740215705882353,0.00015304647058822507,0.01802341470588248,0.0369252464705882,0.058200431764705796,0.06297548764705885,0.0692352705882352,0.07444140058823528,0.0781858911764704,0.08156373941176465,0.08489000941176461,0.08786589176470588,0.09182056647058823,0.09480170294117646,0.09763977352941178,0.09967982647058843,0.09975594529411774,0.098795017647059,0.09747843352941188,0.09534095294117645,0.0880963864705882,0.07751641882352928,0.0692677194117648,0.06222733647058831,0.05639392470588256,0.05037404000000012,0.043714396470588446,0.03739433470588227,0.03064820647058819,0.02382752529411758,0.01760065764705887,0.011626363529411599,0.007544166470588198,0.005279651176470446,0.0036809894117645348,0.002323248235294062,0.0005873958823529035,0.005097406470588428,0.010146031764705854,0.013325908235294115,0.015393209411764697,0.017206876470588273,0.019275561176470446,0.021643702941176568,0.024047857647058968,0.02665821411764724,0.0291024270588236,0.031949827058823654,0.03465891823529421,0.03642220588235301,0.03772343470588235,0.03928940000000014,0.04134043588235303,0.04252022411764689,0.04144359294117639,0.039562306470588116,0.03872820882352945,0.0380243052941176,0.03672190647058837,0.0348850529411765,0.03241156235294129,0.029976305294117656,0.027685239411764706,0.024744368823529483,0.021362471764705848,0.01750841000000014,0.013511357647058908,0.009677984117647198,0.009388375882352973,0.007771428823529547,0.005779564117647129,0.004880325294117638,0.004171758235294032,0.0040641911764705,0.005478378235294068,0.008063068823529362,0.011920379999999842,0.01648028058823514,0.02015993294117635,0.023179806470588038,0.026328501176470454,0.029695598235293774,0.033483788235293965,0.036546034705882136,0.03481616764705886,0.029120508823529456,0.02764955235294131,0.02786929352941203,0.027124184117647165,0.025540031176470745,0.022588472352941258,0.017924354705882384,0.012192296470588171,0.006188807058823631,0.000553069411764695,-0.003568930588235153,-0.006083592941176441,-0.007755497647058629,-0.008830219999999889,-0.009585277058823394,-0.00564410058823539,0.006351860588235225,0.016250989999999854,0.022173262352940926,0.028500976470588135,0.034728902352941016,0.04114058176470581,0.048696002941176486,0.057083841176470695,0.06511666764705892,0.07281685941176486,0.08333707705882354,0.0935362741176472,0.10113832882352936,0.1076921864705882,0.11498560882352926,0.11827165411764706,0.11526915176470576,0.10949624999999985,0.10649594352941172,0.10380640529411744,0.1012156676470588,0.09929217176470573,0.09708397764705878,0.09435932176470596,0.09164749529411742,0.08924814117647051,0.08349772882352924,0.07308523823529389,-0.0551334856535948,-0.07042091477124184,-0.08395675300653595,-0.09533559359477124,-0.10521383300653595,-0.10808828712418302,-0.10924417712418302,-0.1091406457124183,-0.10831175424183007,-0.09485771149411766,-0.08281459446524066,-0.07199530681862745,-0.06307017465610859,-0.05562655931512604,-0.04891536289019606,-0.042500220893382346,-0.035499905941176454,-0.01717840999999999,-0.0009065355882352938,0.013182585588235304,0.024720999117647052,0.029371733235294115,0.03285677617647059,0.03508849829411763,0.03687202917647059,0.03806449452941177,0.03835713041176471,0.03842165688235294,0.03826322152941175,0.038275572941176464,0.03819163670588234,0.03796683670588233,0.036446129411764686,0.03427823199999999,0.03240939288235295,0.03071588876470585,0.030065469941176454,0.029801994647058794,0.028601454058823556,0.027027310529411777,0.025168272882352932,0.022761303176470613,0.020788420823529385,0.01895400552941176,0.016966572588235307,0.015239121764705876,0.013845807647058839,0.012461375294117671,0.01293389411764706,0.014795929411764719,0.016071875882352954,0.017284986470588265,0.01818320470588236,0.01860261000000002,0.018911808823529386,0.01957893999999999,0.020090901764705876,0.02080869235294114,0.021638798823529426,0.02216317294117645,0.022744185882352885,0.02333200588235293,0.023697062941176433,0.024073568235294107,0.02274450352941179,0.019199245294117623,0.01571187294117643,0.012627901764705851,0.009897941176470582,0.00736374117647054,0.005313965294117651,0.003601171764705896,0.0021086323529411755,0.0009089817647059129,-0.0002033064705882215,-0.0012388776470588225,-0.0021644052941175995,-0.002969757058823491,-0.003772105882352883,-0.0045100682352941235,-0.004785925882352937,-0.0033831829411764547,-0.0018518347058823215,-0.000920515294117602,-3.549235294114661e-05,0.0007022264705883463,0.0011841511764705825,0.0013000652941176638,0.001305457647058833,0.0012526558823529599,0.0011595829411764902,0.0009408494117646993,0.0006665852941176165,0.000346524705882284,-0.00010769588235301497,-0.0004529088235294132,-0.00132759470588234,-0.002659649411764664,-0.0035739711764705417,-0.0039729517647058565,-0.004204829411764699,-0.0044703164705882925,-0.004529774705882367,-0.004273337058823573,-0.003906104705882374,-0.0035330523529412128,-0.003122366470588306,-0.0025974617647058773,-0.0019136764705882103,-0.0012218347058823298,-0.00042306941176467605,0.00037002529411764296,0.0011517935294117765,0.002190585882352908,0.0031825441176470126,0.003837328235294063,0.004048982941176449,0.004188475294117644,0.004359189411764719,0.004234939411764699,0.003915763529411781,0.003540487647058832,0.003175521764705924,0.002546895882352962,0.0016373588235294168,0.000584489411764727,-0.0004389964705882321,-0.0015546611764705454,-0.0027230664705882313,-0.003743071176470575,-0.004470642941176467,-0.005214584117647053,-0.005714313529411763,-0.005915385294117614,-0.006024158823529413,-0.006118985882352934,-0.006077102941176471,-0.006021084705882335,-0.006177885294117669,-0.006120349999999997,-0.005762841764705873,-0.005134047647058826,-0.004419882352941135,-0.003686201176470616,-0.0020011382352941587,1.5744705882336785e-05,0.001872758235294092,0.0037423429411764797,0.005589115294117625,0.006927768823529384,0.008082909411764705,0.009223069411764734,0.010208990588235295,0.011122584705882343,0.012282501764705911,0.013618374705882341,0.014764611176470571,0.015728989411764677,0.01651567588235292,0.01717414705882353,0.01677154647058826,0.015241575294117626,0.013358017647058823,0.011271002941176472,0.008946587647058801,0.007612813529411788,0.007058971764705851,0.0065806170588235124,0.006666601764705904,0.0071495294117646935,0.007994538823529435,0.008751332352941205,0.010038921176470594,0.011663292352941224,0.013624657647058808,0.015773407647058868,0.021696469999999995,0.029098606470588234,0.03722161705882354,0.04536284294117646,0.05365559352941182,0.061820814705882354,0.06844127352941182,0.07465840823529404,0.08055567999999994,0.08577162823529413,0.09040775647058819,0.09443774058823523,0.09779367705882352,0.10033164235294117,0.10244804294117646,0.10422487294117644,-0.037590331444444444,-0.05305803173856209,-0.06598498732679739,-0.0743113049738562,-0.07711660967973856,-0.07720668173856207,-0.07877091550326798,-0.07898974667973857,-0.07925034020915032,-0.07203738331176471,-0.06595717456684491,-0.05998813893627451,-0.05411680011764705,-0.04867851525630251,-0.04449921837647061,-0.04082127120220588,-0.03441025729411763,-0.015151281705882341,0.0018008582941176493,0.01423676447058822,0.020737040941176482,0.024509821823529412,0.029976435882352936,0.033882045294117674,0.03746702117647062,0.040761171764705895,0.04400107205882353,0.046585242058823556,0.04835683758823531,0.049892628764705876,0.051495023470588236,0.05358717794117644,0.052371562999999954,0.04833417888235293,0.04386652976470588,0.039181123000000026,0.0348976518235294,0.03081769417647058,0.026612888588235323,0.0225295462352941,0.019170523882352908,0.016419529176470604,0.013463884470588244,0.010848783294117634,0.008503247999999963,0.0061450950588235465,0.003774549764705898,0.0011797768235294326,-0.00019560529411760674,0.0018457405882352784,0.003808326470588236,0.0061361005882352715,0.007903888235294115,0.009658778235294069,0.011475922352941148,0.013370862941176481,0.014613844117647046,0.014979208823529405,0.015417548235294093,0.015971162352941187,0.016529938823529405,0.017189004117647066,0.01782037529411762,0.01800978764705885,0.015759427647058843,0.012690609411764753,0.008328140588235305,0.005056150588235303,0.002708560588235265,0.00046760176470592163,-0.0022029388235294267,-0.005040227058823565,-0.007224099999999983,-0.008527654117647082,-0.00946907411764708,-0.01051404764705885,-0.011489586470588231,-0.012569577058823556,-0.013723742941176453,-0.014064474705882374,-0.01203799058823532,-0.007792261764705932,-0.0027925135294117887,0.0019408935294117635,0.0055407323529412245,0.008539462352941202,0.012541240588235358,0.01697948647058828,0.02128856411764707,0.025278093529411738,0.02874738941176469,0.03222091176470587,0.03551792294117645,0.03867305235294116,0.041963519999999976,0.04520118941176471,0.04722547705882352,0.04675757058823532,0.046674423529411785,0.045624235882352926,0.04539059470588233,0.045055636470588245,0.0438332652941176,0.04182243999999996,0.0393083682352941,0.03663458823529411,0.033695698823529435,0.030306806470588227,0.02726553941176474,0.02458754941176472,0.021940018823529445,0.01908365647058824,0.015885465882352956,0.015038504117647039,0.014348825294117629,0.01345693529411765,0.012094048823529407,0.01093995176470583,0.010261571764705879,0.009828345882352957,0.01024926000000001,0.011068583529411785,0.012550103529411799,0.013409107058823533,0.014580616156862736,0.015499754537815102,0.016306013303167388,0.017239198676470557,0.018964657860962575,0.020074177176470587,0.018488862026143776,0.017217566732026124,0.01638255732026142,0.015756200261437897,0.014810994967320246,0.014155712026143769,0.012915323790849642,0.01140702202614377,0.009657081437908444
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	373...377
validnes_region	
nesbase_region	
