UniprotID	Q8TDW5-2
pNuLoCScore	0.33021263666666667,0.30718838600000004,0.28810781272727276,0.27039846333333334,0.25442598769230773,0.2395246002857143,0.22893569560000002,0.219859364625,0.21232922523529413,0.19044248288235294,0.1708598455882353,0.15673829705882347,0.14152678058823526,0.12474745294117646,0.10422579682352942,0.08851402505882355,0.08663126776470591,0.08496085917647062,0.0846686368235294,0.08505717564705882,0.08702322917647058,0.08876456564705883,0.0917549854117647,0.09259275482352941,0.09259783364705883,0.09241254217647059,0.09465710276470589,0.09752507182352942,0.09847338329411766,0.10082297447058824,0.10309110682352941,0.10496714235294118,0.10699333270588238,0.10838221235294118,0.10957332352941176,0.11043534941176471,0.11163919294117647,0.11252694647058824,0.11419619199999999,0.11616390435294119,0.11835054494117647,0.12083956082352941,0.12337747082352941,0.12483758082352943,0.12442149670588236,0.1251631525882353,0.12554052964705883,0.1266471331764706,0.1276637361176471,0.12955091576470587,0.13233644517647059,0.13500107435294117,0.13776914494117648,0.13963220494117645,0.14152885611764707,0.1431696629411765,0.13943771847058825,0.13749225552941177,0.13725312082352942,0.13769201788235294,0.13862960494117646,0.14005600905882354,0.1412622714117647,0.14241768729411766,0.14299767552941176,0.1427955690588235,0.14065098023529413,0.14017691141176475,0.13964080905882353,0.13933347729411763,0.1392131990588235,0.13954056494117648,0.13942151788235296,0.14482875705882356,0.14840053823529414,0.15032614058823532,0.15200540529411763,0.15382574294117646,0.1544999311764706,0.1552981488235294,0.15557825294117644,0.15645632823529412,0.15850077470588234,0.16138167882352944,0.16283415941176468,0.1643107194117647,0.16527117823529408,0.16602176235294117,0.17034930764705883,0.17529257058823533,0.17958462058823532,0.18395868470588236,0.18689616058823533,0.18791542941176473,0.18617430941176472,0.18463169176470587,0.1833076329411765,0.18243040176470587,0.1825968011764706,0.18199266235294123,0.18199532000000002,0.18186479647058826,0.18226569647058824,0.18298619882352943,0.18399635470588235,0.18085862764705882,0.17756700117647062,0.17423279764705885,0.17014372470588235,0.16846471235294116,0.16791395352941174,0.16855321999999998,0.16898668588235294,0.1702173617647059,0.1722771905882353,0.17245751941176468,0.17320793411764707,0.17384337588235294,0.17492185117647055,0.1752323888235294,0.19963758352941174,0.2177070194117647,0.2313595123529412,0.24247999764705885,0.2523686241176471,0.2615492264705882,0.26971079,0.2773369023529412,0.2855632041176471,0.29422231470588234,0.3015901111764706,0.30799111941176477,0.31477590176470593,0.3212214717647059,0.3272775282352941,0.3321155594117647,0.33724999294117647,0.3178512929411765,0.30455060588235283,0.2955008323529411,0.2894947335294117,0.28470468294117646,0.28133537352941174,0.2783266241176471,0.27581325588235295,0.27335553,0.2712807370588235,0.26961195882352945,0.26847686764705886,0.26743629176470596,0.2664636982352941,0.2660232782352941,0.2664572223529411,0.26751633764705884,0.2683720635294118,0.2693074370588235,0.26933448588235287,0.2693936517647058,0.2696711676470589,0.2698228741176471,0.27003005235294125,0.2703141182352941,0.27041670647058824,0.2701450582352941,0.26956451470588233,0.2684251176470588,0.2668534376470588,0.26526242647058823,0.2638113805882353,0.26205792176470594,0.2598232529411765,0.25812370941176477,0.2564531752941177,0.25571573588235297,0.25592412647058826,0.2572653329411765,0.25873181588235294,0.26010014470588233,0.26061509647058817,0.26090452470588227,0.2616745364705882,0.26236742705882354,0.2634086776470589,0.2648756705882353,0.2676520011764706,0.26916974470588234,0.2703811923529412,0.2710645923529412,0.2713447052941177,0.271793875882353,0.2721799347058824,0.2706548576470588,0.2672733294117647,0.26410419764705884,0.2607449458823529,0.25837425294117644,0.25666497647058817,0.25494075823529405,0.25366679117647056,0.25247954117647053,0.25143666705882356,0.24875470235294117,0.24749975705882352,0.24643612529411765,0.24590857117647058,0.24576308764705884,0.24553267529411768,0.24566061470588238,0.24683206000000002,0.2486751305882353,0.2502651894117647,0.2520359117647059,0.2537783370588236,0.25510159235294116,0.25611732470588233,0.2570859123529412,0.25935608588235287,0.26399669470588233,0.26897751235294115,0.2733570223529412,0.277696665882353,0.28131601294117653,0.28469226117647056,0.28785540235294116,0.29076622882352937,0.29335844823529417,0.2957894047058824,0.29811252411764716,0.3005401394117648,0.30274526235294125,0.3049976917647058,0.30747081882352945,0.30986400823529414,0.31095783058823534,0.3096128117647059,0.3082803970588235,0.3073811105882353,0.30645843176470583,0.3059830123529411,0.3056786394117647,0.30515782294117644,0.3048475435294118,0.3046545611764705,0.3044015764705882,0.30423164176470585,0.30418476411764706,0.3043996,0.30483282647058824,0.31103054647058825,0.31766555176470596,0.32383272470588237,0.3293425411764706,0.3349285482352941,0.34069549705882357,0.3466789782352941,0.35283779647058827,0.35897764294117657,0.3654543170588236,0.37209665058823527,0.37876283529411764,0.385432584117647,0.39210360058823523,0.3984915970588235,0.40471795823529405,0.41079731999999997,0.41104936,0.4106341035294117,0.41063057,0.4111574576470588,0.41176018705882356,0.4118894823529412,0.4119676894117647,0.41185941117647057,0.4118614952941177,0.4118291705882353,0.4116667429411765,0.4114075488235294,0.41132599411764703,0.4112182888235295,0.4111580194117648,0.407916325882353,0.40464213941176475,0.4030631088235294,0.4022133088235294,0.40162842588235287,0.40143506823529407,0.40132582823529406,0.4017600705882352,0.40212197176470577,0.4024704747058823,0.4024093570588235,0.40243040411764713,0.40244766882352945,0.4024820623529411,0.4022339729411764,0.40187141352941175,0.4015272252941176,0.4044734970588235,0.40741649705882343,0.40868476352941174,0.40950457647058824,0.41017728882352944,0.41031940000000006,0.4101887382352941,0.40974714117647054,0.4092456988235294,0.4088442470588235,0.40881072529411755,0.4087069447058823,0.4085227376470588,0.4084418594117647,0.4085416947058823,0.4108345347058823,0.41303855117647054,0.41512793941176473,0.4167023052941176,0.41834013294117645,0.4198517729411766,0.4209658870588236,0.42232306411764714,0.4236427052941177,0.4250411411764706,0.4265210252941177,0.42799558470588234,0.4293380794117647,0.43046017000000003,0.4316483023529412,0.43292811058823527,0.43437012705882355,0.4337421764705882,0.4333506105882354,0.43297598823529415,0.4330089017647059,0.4330043370588236,0.43291717117647066,0.433126665882353,0.4333250123529413,0.4335079170588236,0.4337216205882353,0.43391047294117646,0.43411362705882356,0.43446775705882357,0.4349945729411764,0.4354691652941176,0.4377634270588235,0.4377302152941176,0.4384072082352941,0.4394518988235294,0.4402274305882353,0.44115821411764716,0.4420237652941177,0.4428403311764706,0.44368848941176475,0.44434024529411764,0.4450603158823529,0.4453433870588235,0.44575079882352936,0.4460881988235293,0.4462520576470588,0.44631059999999995,0.44640838588235293,0.44452551411764707,0.44482118,0.4443612529411765,0.4434378764705883,0.4427416317647059,0.4419438805882353,0.44117004588235303,0.44057339294117653,0.4399340576470589,0.4393336811764706,0.4387321182352941,0.4385469582352941,0.43825972882352937,0.43791917470588226,0.43773723823529415,0.43805446411764715,0.43912378529411766,0.4403701617647058,0.44164766058823524,0.44273438117647057,0.4435830011764706,0.44455031058823535,0.44571034882352945,0.44679606294117646,0.4475363370588235,0.44753188941176475,0.4474333788235294,0.446878708235294,0.4457351876470588,0.44491402470588237,0.44424759647058815,0.4436376064705882,0.44281064176470586,0.4412872758823529,0.43978741470588234,0.43838511,0.43734649235294115,0.4365798,0.43572600235294123,0.43478224000000004,0.43387180176470586,0.43338048647058824,0.4336967923529411,0.43416116999999993,0.43527981235294116,0.43705758588235294,0.4384976770588236,0.43635204058823535,0.4368772729411765,0.4380459535294118,0.43936785235294123,0.4409080194117647,0.44262173,0.4436065423529411,0.4448176805882353,0.44627425705882345,0.44768350176470584,0.44890123529411763,0.44984819823529415,0.4507331170588235,0.4516698552941177,0.45237564294117655,0.4527945847058824,0.45297690058823536,0.45643891529411773,0.4572477905882354,0.457090021764706,0.4567459770588236,0.4557739752941177,0.45428237823529416,0.45300843470588237,0.45139748764705884,0.44956601999999996,0.4477736035294117,0.44624718352941173,0.44489724411764703,0.44335938647058826,0.4417731882352941,0.4401416670588235,0.4361541564705882,0.4327139970588235,0.429517698235294,0.42561262999999994,0.4241462829411764,0.4224491464705882,0.42093571294117643,0.4194609482352941,0.4182202364705882,0.41663429529411766,0.4154399158823529,0.41349426058823535,0.4113960017647059,0.4092661664705883,0.4075844211764706,0.4059595870588235,0.40458130999999997,0.40593511588235287,0.40705613235294114,0.40799614999999995,0.4095900182352941,0.40883073352941174,0.4084254735294118,0.40792622823529406,0.40759850117647056,0.40731740941176464,0.40749874588235296,0.40740365058823524,0.4079065852941176,0.4086495041176471,0.40945439823529417,0.4100649905882353,0.40975464705882353,0.4084673464705883,0.4079958664705882,0.41609551529411765,0.42384854588235293,0.43013630647058826,0.43490874,0.43915860235294124,0.4434973205882353,0.4477306870588236,0.4519692994117648,0.4560601011764706,0.46006690117647064,0.4641506205882353,0.46792873470588237,0.4717642488235294,0.47556951764705885,0.4801470317647059,0.4854391017647059,0.4894865270588236,0.48458357470588237,0.4803104235294119,0.47720900823529416,0.4756941382352943,0.4745583311764707,0.4735094070588236,0.4725703047058824,0.47174012941176474,0.4709306488235294,0.46999359529411766,0.4689672470588235,0.46810608764705874,0.46481483529411766,0.46238148588235295,0.45972021176470584,0.45737965882352943,0.4551758423529411,0.45423250117647057,0.4528427070588235,0.45142552588235296,0.4512367158823529,0.45174064705882355,0.4527944464705882,0.4544012664705882,0.4563664929411764,0.45879155764705876,0.4616279123529412,0.46476279411764704,0.4679945794117647,0.47375614470588234,0.47889126058823533,0.48446863764705883,0.4900808523529412,0.49572052588235294,0.5004946370588236,0.5056411394117647,0.5112474911764706,0.5157437811764706,0.5194761899999999,0.5227495535294117,0.5254769476470588,0.5279058735294118,0.530010254117647,0.5318451482352939,0.5349977158823528,0.5385664217647057,0.5421534417647057,0.5450797358823528,0.5475065805882351,0.5495276217647058,0.55133871,0.5531239494117647,0.5549083794117646,0.5562989711764706,0.5573592982352942,0.5586259235294118,0.5598059411764706,0.5608864411764705,0.5618145729411763,0.5627721423529413,0.5636242929411766,0.5630063811764706,0.5618590988235295,0.5605607252941176,0.559453572352941,0.5586513176470588,0.5579431647058823,0.5575938,0.5571651035294117,0.5567054499999999,0.55641797,0.55630839,0.5559432311764706,0.5555844958823529,0.5551703723529412,0.5547844841176471,0.5543371652941176,0.5561749411764706,0.5577181941176469,0.5594133088235294,0.5610940970588235,0.5627344935294117,0.5639893617647058,0.5651048205882353,0.5659413470588235,0.5672979117647058,0.5686222564705883,0.569994064117647,0.5712824347058824,0.5728332529411765,0.5743001623529412,0.5759384035294118,0.5774463529411766,0.5788741982352941,0.5780285523529411,0.5773060170588236,0.5763510947058823,0.5753831888235293,0.5745225188235293,0.5740191329411765,0.5736190782352941,0.5734582694117648,0.5727866488235296,0.5721344723529413,0.5714539352941178,0.5707936,0.5699872329411766,0.5691778705882354,0.5669473823529412,0.5649760035294118,0.5626459447058824,0.5608996617647058,0.5594215894117647,0.5580615029411764,0.5560630852941176,0.5540915588235295,0.552559361764706,0.5512412164705883,0.5497269594117647,0.5480713152941176,0.5464303152941176,0.5448594858823529,0.543334875882353,0.541844375882353,0.5403555405882353,0.5403539464705882,0.5403493288235295,0.5408269958823528,0.5408090394117647,0.5407281764705882,0.540733855882353,0.5414517905882353,0.5422926141176471,0.5428037641176471,0.5431718994117647,0.5437036294117648,0.5442657211764707,0.5447929417647058,0.5451943100000001,0.5456313670588235,0.5480921611764707,0.5508587988235294,0.5537212282352941,0.5555446017647059,0.5568809582352942,0.5579348152941176,0.5584650211764706,0.558867835882353,0.5589370805882352,0.5589876276470588,0.5590028429411764,0.5590683958823529,0.5589485111764705,0.5588108252941177,0.5585773223529413,0.5585154364705883,0.5584483717647059,0.5562386070588236,0.5538337105882354,0.5512608205882353,0.5495924270588235,0.5483695299999999,0.5474010435294117,0.5468880882352941,0.5464253323529412,0.5460468147058825,0.5455600500000001,0.5451133129411765,0.5446947482352942,0.5444085129411765,0.5442886576470589,0.5443333752941177,0.545141395882353,0.5463719288235295,0.5471159976470589,0.5472221776470588,0.5469294323529411,0.5467373347058823,0.5460256376470588,0.5451201258823531,0.5442932482352942,0.5433552805882353,0.5425049864705883,0.54151791,0.5401314394117646,0.5389398570588234,0.5376945864705882,0.5365857005882352,0.5354702452941175,0.533536915882353,0.5312471299999999,0.5295764964705882,0.5285458047058823,0.52782094,0.5269708105882354,0.5265424423529412,0.5261235952941176,0.5256431164705883,0.5252851047058824,0.525009445882353,0.5249229576470589,0.5252761970588234,0.5254645817647059,0.5257666564705882,0.5277694741176471,0.5294991470588236,0.5310270735294118,0.5325087011764706,0.5338298970588236,0.5348103323529412,0.5355050382352942,0.5359996882352941,0.5365437329411765,0.53738778,0.5381192035294117,0.5386235623529413,0.53923228,0.5400658976470588,0.5409512952941177,0.5418224870588235,0.542747647647059,0.5417694770588236,0.5410368388235294,0.540417791764706,0.5396883952941177,0.5389331347058824,0.5385081847058824,0.5383157994117648,0.5381358811764705,0.5378128194117647,0.5373751370588236,0.5369370429411765,0.5367317341176472,0.5364330958823529,0.5359853158823529,0.535484418235294,0.5348353829411763,0.5344073829411764,0.5341490064705882,0.5339069035294118,0.5334829094117648,0.5324892511764707,0.5312922423529413,0.5301584747058825,0.529347454117647,0.5288984382352941,0.528571494117647,0.528113194117647,0.5275797529411764,0.5266019176470589,0.5256175888235294,0.5245217611764705,0.5240877025,0.5237232826666667,0.5229410528571428,0.5218481107692308,0.5205353699999999,0.5193323309090908,0.5189950499999999,0.5192098388888888
pNuLoCDScore	-0.11788341143137254,-0.13977015378431373,-0.15935279107843137,-0.1734743396078432,-0.1886858560784314,-0.20546518372549022,-0.22598683984313725,-0.24169861160784312,-0.24358136890196075,-0.22222752682352942,-0.20343917590374336,-0.1853412876862745,-0.16740275851583714,-0.15076003463865545,-0.1371807101882353,-0.1272666098014706,-0.1197313915882353,-0.09802994070588235,-0.07620274282352942,-0.059213225235294056,-0.0430533972941176,-0.02392447847058822,-0.0011346900000000076,0.016453117294117622,0.02036206494117647,0.023421353176470566,0.024904686705882362,0.025378173764705886,0.024615963764705887,0.02376238082352941,0.022441206588235285,0.023571149529411778,0.025752711294117644,0.02842701864705882,0.028720368058823526,0.027312509000000013,0.0259481134117647,0.02434017811764705,0.022449422823529422,0.021679990823529435,0.02067040341176471,0.02116870341176469,0.02276312164705882,0.024565724941176467,0.026129952000000012,0.027105258470588214,0.02733266411764708,0.027005758588235312,0.02108717352941178,0.016652694705882362,0.013875650000000003,0.012854437058823512,0.0142081082352941,0.014892856470588245,0.015721741764705865,0.01577055411764705,0.015333939411764669,0.013244653294117642,0.008314535058823541,0.005175837058823574,0.0018716641176470539,-0.0002987276470588218,-0.002315657058823556,-0.003629098000000025,-1.6200588235287805e-05,0.0073365015294117875,0.011147417411764726,0.012634122705882378,0.01337580035294117,0.01376973388235292,0.013237659764705895,0.012880461529411746,0.012580577411764687,0.01366075917647061,0.01784979447058821,0.02120476741176469,0.02319335035294115,0.02497724211764707,0.02605797917647057,0.02648119741176469,0.030927789764705865,0.03046381352941177,0.031184082352941178,0.033632544117647045,0.0348907552941177,0.03408968647058827,0.03167437823529412,0.02933354294117646,0.027729380000000053,0.02597407352941175,0.024096026470588255,0.02061098352941179,0.019161160588235332,0.01755407705882356,0.01699451823529416,0.016964436470588262,0.013647047058823525,0.005566057058823487,-0.002017619411764704,-0.009725887058823518,-0.01675243588235298,-0.019450717058823563,-0.018260355882352974,-0.016078471764705893,-0.014320947058823558,-0.01221303999999998,-0.0103196105882353,-0.00953514294117655,-0.00878738588235295,-0.008021420588235323,-0.00734384529411769,-0.007753810000000028,0.01564122882352939,0.03684839176470589,0.053792511176470575,0.06824720000000001,0.08222489941176475,0.09308451411764704,0.10179683647058824,0.1087836823529412,0.11657651823529414,0.12400495294117644,0.12931292058823532,0.1355336000000001,0.14156796764705887,0.14737809588235296,0.15235567705882355,0.15688317058823528,0.13761240941176472,0.10014427352941177,0.07319109352941164,0.05302083470588226,0.037126109411764585,0.023155456470588254,0.011624583529411758,0.0009897217647059087,-0.009749948235294126,-0.04672254480392159,-0.0633088065686275,-0.07728332127450985,-0.08667782327450985,-0.08942238950980397,-0.09231027421568633,-0.0944051953921569,-0.09436115068627454,-0.09370183892156866,-0.08279859260000003,-0.07343956289839575,-0.06524879069607847,-0.05839936419457017,-0.052414812054621875,-0.047215923215686295,-0.04285474788602943,-0.03833856982352943,-0.020267218764705858,-0.005019339941176482,0.005224572058823526,0.008477399117647048,0.011424005588235302,0.013348180294117648,0.013182864411764694,0.012508190529411774,0.011681138647058817,0.010767089941176478,0.009721090117647088,0.008814146882352956,0.007940688882352949,0.007497101588235286,0.007750304529411764,0.0073234798823529484,0.006159044705882355,0.004756610000000022,0.003706371764705882,0.003438592117647049,0.0037298521176470506,0.004496744470588218,0.005456319764705897,0.0063660542352941135,0.007154887176470601,0.007780558823529432,0.008120768235294118,0.008394615882352963,0.008651807058823527,0.008463844470588247,0.006990063352941167,0.0036197207058823455,0.001907959823529412,0.0006525321764705855,0.00013957452941178172,-0.0002578972352940828,-0.0007152119411764357,-0.0011989713529411417,-0.0019180840588235298,-0.0026255675882352753,-0.0035620726470588226,-0.004234347588235321,-0.004714195000000018,-0.004900977705882381,-0.005074198882352957,-0.0052804420588235396,-0.004627781235294115,-0.0017251588823529312,0.0017565922941176343,0.004485753764705891,0.006506709058823529,0.007816894941176461,0.008650204352941157,0.009033074941176472,0.009380754352941181,0.009681173529411752,0.0103322114117647,0.011078136352941179,0.01175433929411765,0.012308371176470587,0.012604434941176482,0.012927311647058834,0.013051153647058819,0.013055185058823512,0.011434897705882338,0.010608909470588221,0.00982789917647059,0.009433692117647066,0.009359639764705871,0.009590574470588212,0.010041207529411761,0.010456462235294117,0.010883735823529403,0.011021493470588242,0.011224359117647048,0.011360944058823527,0.011578361117647068,0.011795111470588232,0.012054769176470609,0.011946964235294122,0.011867353411764717,0.011813251941176467,0.011571076352941162,0.011088858411764699,0.010659350176470572,0.010271934882352937,0.009791497470588217,0.009327886176470554,0.00888684823529412,0.008439622058823523,0.007940737705882356,0.0075493727647058945,0.007347831588235293,0.007275454529411765,0.007371627176470594,0.010052918058823551,0.01339651652941179,0.016976455352941205,0.020643007705882357,0.024161264470588237,0.02769712800000003,0.030842259176470585,0.03378370388235294,0.03663625247058826,0.03933048482352944,0.041713233352941165,0.044112954764705864,0.0463721332352941,0.048563973235294114,0.05027586852941174,0.051866670882352944,0.05090843235294118,0.04716922823529415,0.04282624764705881,0.03829021823529413,0.033888145294117655,0.029858119999999988,0.026124149411764747,0.02263163411764707,0.019190278235294123,0.01574223176470585,0.01273504411764706,0.010028257647058836,0.007401894117647051,0.004814293294117644,0.002492888235294144,0.00046979647058820184,-0.000737454117647085,0.00010989941176464679,0.0004231100000000043,0.001276485294117613,0.0022646517647058606,0.0030062688235294177,0.00345546529411761,0.0036583899999999836,0.0039070676470588095,0.004462919411764715,0.0050223929411764845,0.005276438235294112,0.005555515294117658,0.005855288235294104,0.0060592605882353046,0.005874291764705886,0.004946103529411744,0.0034460841176470747,0.0030809788235294233,0.0032160841176470945,0.0029859129411764773,0.0024853035294117864,0.0023009141176470738,0.0023607476470588196,0.002562972352941173,0.0026233894117646817,0.0024955947058823147,0.002390771176470602,0.0022359223529411776,0.0019481894117647225,0.0017427876470588188,0.001797772352941207,0.002282758823529435,0.0039178141176470505,0.005446845294117597,0.0062510911764705746,0.007121291764705884,0.007943385294117616,0.008851821764705864,0.009831830000000041,0.010923701176470624,0.011981414705882376,0.013240706470588282,0.0145507717647059,0.015801682352941215,0.01713971588235297,0.018466038235294108,0.019637700588235246,0.020510982941176453,0.02065841058823531,0.02035229411764708,0.01988545,0.01959438411764708,0.019740425882353002,0.0199602729411765,0.019858252941176463,0.01932653470588233,0.018437652352941203,0.017399731764705856,0.016244397058823523,0.015069495294117607,0.013936916470588173,0.01285574823529409,0.011813575882352961,0.011446520000000016,0.011022434117647029,0.010897367647058842,0.010288916470588244,0.009918823529411758,0.009313327058823484,0.008351064705882344,0.0074278205882352955,0.006723167647058825,0.006287630588235282,0.005981223529411772,0.005740871176470569,0.005540998235294137,0.005264495294117655,0.005012916470588241,0.00469244117647058,0.003685352941176445,0.0023680252941176427,0.0012974488235293902,0.0008468123529411509,0.000752002941176444,0.00046332352941175214,0.00025666823529407745,0.00025827235294115236,0.00027271117647059695,0.0003635641176470694,0.0003892382352941315,0.00044657647058829464,0.0005188147058823589,0.0005497094117647705,0.0006496735294118372,0.0007928835294118419,0.0011748776470588973,0.0015353717647058895,0.0004771505882353033,-0.0004560411764705785,-0.0022986258823529393,-0.004317058823529396,-0.005810425294117599,-0.007154957058823519,-0.008395907647058803,-0.009393590000000007,-0.01035393764705883,-0.011136046470588301,-0.011772907058823556,-0.012209292941176508,-0.012604781764705947,-0.013048747058823612,-0.01371426176470597,-0.01392201705882351,-0.01218707705882352,-0.009408753529411756,-0.006395694705882332,-0.002507986470588225,0.0013748970588235432,0.00450782294117652,0.0071263852941176875,0.009406020588235336,0.011381870000000044,0.01309172352941182,0.014521961764705937,0.01567478176470588,0.016488294705882367,0.017323392352941197,0.019745081764705935,0.021978347647058805,0.022738757058823555,0.021911387647058828,0.02112682470588237,0.019927579999999973,0.018078253529411725,0.01643664999999994,0.014916992352941139,0.013404394705882339,0.012119938235294059,0.01082258647058823,0.0096886182352941,0.008439087647058835,0.007260344117647088,0.005906641764705872,0.0028077782352941005,-0.0014197582352941385,-0.004516155294117696,-0.006480952941176482,-0.008053157647058884,-0.009813273529411748,-0.011430297647058857,-0.0127821994117647,-0.013780652941176474,-0.014501276470588298,-0.015059296470588263,-0.015692457058823606,-0.016035944705882405,-0.01625214352941179,-0.01611053470588239,-0.015697989999999995,-0.015565137058823508,-0.014423978823529388,-0.012911715294117637,-0.012983837647058794,-0.0134973058823529,-0.013845265294117642,-0.013702661764705804,-0.013452348823529414,-0.01311367294117649,-0.012728446470588212,-0.012396485882352898,-0.01195440529411762,-0.011702278235294128,-0.011597912941176486,-0.011481865294117655,-0.011563909411764745,-0.011213142352941186,-0.00964968588235296,-0.008254057058823538,-0.006776902352941178,-0.0044512782352941205,-0.002032788235294125,-8.037176470593321e-05,0.0014877276470588174,0.0026932376470588104,0.003447907058823474,0.003934688823529375,0.005223025294117667,0.006480771764705878,0.00781992176470589,0.008844801176470601,0.009869061176470628,0.011631736470588183,0.012939816470588228,0.013715934705882366,0.015276378235294069,0.016117385882352953,0.01695656823529415,0.01768403823529413,0.018721469411764752,0.01992513294117651,0.021352289411764785,0.022923520588235352,0.02359579705882356,0.023166028823529444,0.022941198823529435,0.022874902352941207,0.02304414647058825,0.022419798823529485,0.02099028352941182,0.01928107588235295,0.017517495882353018,0.015672125294117656,0.013542228235294052,0.011424091176470585,0.009316824117647005,0.0070824923529412,0.004769659411764715,0.002441655294117634,0.000362137058823514,-0.0006060852941176254,-0.0013087988235293835,-0.002101895294117667,-0.00297456235294119,0.0016260811764705618,0.006393517058823461,0.011073777647058775,0.01582983117647052,0.020546868235294058,0.02544537882352943,0.03052423588235295,0.03554821647058823,0.04055305176470586,0.04561684176470579,0.05075159999999995,0.05583998705882348,0.06086810823529412,0.06551491352941177,0.07008299294117648,0.07458644411764703,0.07371479529411765,0.06792728882352947,0.0627613635294118,0.05776982705882355,0.05279057588235303,0.04784053176470593,0.042828490000000025,0.0378103164705883,0.032956497647058824,0.028267960000000092,0.02360512000000009,0.018844161764705936,0.014017156470588266,0.009206048235294084,0.00460331588235291,4.828470588236211e-05,-0.004588728823529453,-0.004666334705882402,-0.005488056470588254,-0.00600101176470591,-0.006343435882353032,-0.006782575882353037,-0.007265239411764712,-0.007578960000000079,-0.007973989999999986,-0.008437436470588255,-0.00902236352941177,-0.009484215882352987,-0.010108685294117736,-0.010699119411764768,-0.011409840000000004,-0.012019649411764588,-0.01263274294117639,-0.012332573529411694,-0.010910422352941207,-0.009692195882352872,-0.0090886952941176,-0.008507390588235353,-0.007907744117647109,-0.007435961764705845,-0.007081694117647086,-0.006652267647058785,-0.00622923235294115,-0.005758261176470547,-0.005118985294117584,-0.004225406470588167,-0.0032387258823529663,-0.0023250064705883644,-0.001874748823529504,0.0006391770588234369,0.0020804400000000167,0.0031462211764705095,0.0045023541176469895,0.0062144605882354376,0.007813939411764781,0.009521361764705916,0.011177411176470642,0.012599848235294087,0.013901739411764646,0.014953160588235315,0.015828179411764676,0.016459618235294127,0.016911251176470632,0.01721698176470593,0.017870160588235373,0.016809702941176563,0.013917620588235313,0.011382387647058845,0.009170427058823594,0.0068351511764706,0.004459196470588178,0.002021387647058781,-0.0002725688235294954,-0.002296286470588327,-0.004146293529411815,-0.005766837058823582,-0.0070703823529411625,-0.008236216470588198,-0.00940571588235295,-0.01039829058823527,-0.01008582882352943,-0.010561013529411745,-0.009637815882352907,-0.009384672941176453,-0.009247477647058855,-0.00921474705882358,-0.008982037058823555,-0.008795679999999972,-0.008578826470588219,-0.008411712352941025,-0.00812230294117644,-0.007759567647058818,-0.0075015776470588325,-0.007269763529411832,-0.006800418235294148,-0.006236292941176502,-0.00683000176470594,-0.008147060588235333,-0.00831005882352942,-0.007405911764705897,-0.006205272352941105,-0.005081829999999954,-0.004092875294117615,-0.0030768017647059276,-0.002009497647058822,-0.0009509764705882828,-6.80505882353355e-05,0.0005189505882352563,0.0009832305882352954,0.0012992370588235658,0.0013854229411765506,0.0011977094117647247,-0.0002777288235293329,-0.00010544999999995142,-0.00022608647058819376,-0.000854785882352882,-0.0019578176470588793,-0.0030593864705882323,-0.004100392941176478,-0.004946730588235249,-0.005755347647058817,-0.006811674117647104,-0.0077895052941175935,-0.008606312352941181,-0.009281233529411792,-0.00981147705882357,-0.010143082352941257,-0.010307452352941227,-0.009196268235294125,-0.007594735882353043,-0.006779181176470639,-0.006242534117647136,-0.005581921764705844,-0.004736442352941184,-0.003669542352941202,-0.0027104288235295093,-0.001956084705882377,-0.0011080164705882245,-0.00024764235294116865,0.0004827300000000978,0.0010644817647059712,0.0015924747058824185,0.0019200488235295299,0.002073511764705993,0.002516057647058756,0.0013636752941176833,0.0008393505882352548,8.25894117646997e-05,-0.0011698670588236038,-0.002239007647058866,-0.0034944547058822772,-0.004672337647058766,-0.005668601176470556,-0.006613484117647062,-0.00754880588235296,-0.008279080588235288,-0.008802838823529446,-0.009362818235294113,-0.00984847941176481,-0.010219121176470669,-0.011000765882352881,-0.011533457647058765,-0.011487360588235296,-0.010923895882352874,-0.009397258235294026,-0.007626710588235275,-0.006165642941176497,-0.004847832941176411,-0.003767081176470566,-0.002770594705882312,-0.0018634358823529373,-0.001098247647058903,-0.0004856623529412296,5.957352941166061e-05,0.0006798682352941454,0.001288730588235254,0.002346765294117592,0.004315599999999975,0.005404458235294118,0.005866738235293989,0.006145834705882258,0.006115216470588214,0.006496894117647034,0.006781632352941158,0.007323999411764648,0.007809690588235274,0.008301786470588268,0.008767342352941243,0.009154770000000034,0.009462694117647108,0.009814648823529448,0.01007392235294119,0.009773004705882382,0.008426237647058743,0.00696566000000004,0.006178270000000152,0.005639078235294193,0.004607885294117653,0.0032746705882352733,0.0018886888235294386,0.000422519411764688,-0.0010035017647059274,-0.002329587058823579,-0.0035547758823529785,-0.004608910588235315,-0.005502908235294146,-0.006363012352941233,-0.007178060588235224,-0.006745264117647032,-0.005810094705882285,-0.004625174705882307,-0.0040109888235295155,-0.00408662823529421,-0.004614259411764743,-0.004879920588235331,-0.004297807720588354,-0.003725441647058847,-0.003090434201680703,-0.0025428436199095295,-0.00204183960784321,-0.0016097803208556805,-0.001167899294117647,-0.0006622137908496861,-0.00019625614379092937,-0.0007649720261438397,-0.001399855555555607,-0.0018463343790850462,-0.0019438496732026023,-0.001807427320261401,-0.001019889084967307,-0.0002648214379084579
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
