UniprotID	Q9UPQ7-3
pNuLoCScore	0.23776147777777779,0.24576644600000003,0.2535503481818182,0.25978041083333336,0.2658451407692308,0.2714200892857143,0.27678321,0.281132930625,0.28358437882352944,0.2730364847058824,0.27665858764705886,0.2858439811764706,0.290642644117647,0.2947081423529412,0.29309472941176473,0.29024002,0.2892002635294117,0.2867565752941176,0.2864339264705882,0.2856880023529411,0.2842414388235294,0.28198734647058815,0.2791719194117647,0.27663440588235294,0.26799376882352943,0.2671600452941177,0.27177045470588235,0.27810478647058823,0.2856259611764706,0.290544365882353,0.2939614411764706,0.29544469588235295,0.2955688111764706,0.29317842235294117,0.2895019611764706,0.28553366705882355,0.28207455882352944,0.2803813611764706,0.2784868323529412,0.2790657147058824,0.2799094958823529,0.2869322982352941,0.28882600294117655,0.28687540411764706,0.28628988647058823,0.28470107529411764,0.287464794117647,0.2901044452941176,0.2970989217647058,0.30329713058823526,0.3122533276470587,0.320172422352941,0.327055764117647,0.3330634511764705,0.3380089288235294,0.3448115299999999,0.3570773794117647,0.3696415088235295,0.38270148588235303,0.3941127547058824,0.40655672882352933,0.41667683823529406,0.4259694117647058,0.4342050429411765,0.4459565194117647,0.45618067235294113,0.4661304723529412,0.47465480176470587,0.4833383588235294,0.4903238505882353,0.4987014976470589,0.5068600694117648,0.5131583029411766,0.5104552070588236,0.50638059,0.5018240629411765,0.4979191664705883,0.4950250976470588,0.49234827588235297,0.49015172117647055,0.48806736941176476,0.48452907117647065,0.4819529505882353,0.4805825976470588,0.4798231388235295,0.4788567705882353,0.4780649394117647,0.4769769717647058,0.4873331011764706,0.4990534623529412,0.5124733552941176,0.5253660905882352,0.5381520494117646,0.5500432617647057,0.5611641694117646,0.5717753758823529,0.5810694011764705,0.5916042488235294,0.601030155882353,0.6094817935294118,0.617386564117647,0.6250901211764707,0.6328959105882352,0.6408415947058823,0.6477687623529412,0.6436087094117646,0.6383684288235294,0.6322698258823529,0.6262393929411765,0.621255034117647,0.6169824923529412,0.6130919570588236,0.609646413529412,0.6077095252941176,0.6052081864705884,0.602918815882353,0.6011699723529411,0.5996607782352941,0.5983946741176469,0.5973024623529413,0.598260495882353,0.5982972782352941,0.5985426017647059,0.5995387158823529,0.6010318605882352,0.6015910464705883,0.6022784147058824,0.6030123170588235,0.6036150229411765,0.6045468582352941,0.6055245317647059,0.606488445882353,0.6075934870588235,0.6077537047058824,0.6081354611764705,0.608610314117647,0.609210428235294,0.60809898,0.6080369741176469,0.6078264211764706,0.6069638129411764,0.6060217623529411,0.6065279494117647,0.606236234117647,0.6046831188235293,0.6034328717647058,0.6022871911764706,0.6010715088235293,0.5999226570588236,0.5988942452941177,0.5986075335294118,0.5981882217647059,0.5894248570588235,0.567895385882353,0.5453266694117648,0.5279562988235295,0.5147967047058823,0.5034091164705883,0.49438391882352933,0.4867562017647058,0.48109323117647057,0.4774531994117646,0.47404798176470586,0.4711614917647059,0.46833578647058827,0.46639287705882354,0.4646333623529411,0.46298526823529407,0.4609716,0.46773908235294115,0.4872834864705883,0.5083804735294117,0.5244585794117647,0.5358300088235293,0.5457680817647057,0.5534096147058822,0.5594089435294117,0.5632746435294118,0.5669525588235295,0.5702278847058823,0.5726420394117646,0.5751622535294116,0.5768688535294116,0.5784250541176471,0.5764021129411764,0.5763320099999999,0.5779886747058823,0.5789987747058823,0.5808807247058824,0.5823264335294117,0.5843131829411764,0.5856126394117647,0.5871879041176471,0.5891365782352941,0.5912215488235293,0.5922169099999999,0.592792784117647,0.5936614447058823,0.5942333152941177,0.5949281094117647,0.5955081470588235,0.5998392270588235,0.6025650829411765,0.6030222123529411,0.604055235882353,0.6042613123529412,0.6045632764705884,0.6045832235294117,0.6051289176470587,0.6052715647058824,0.6051944058823528,0.6050991823529411,0.6053314564705882,0.6060510329411766,0.6063588529411765,0.6069174352941176,0.606829305882353,0.6074672852941179,0.6073015494117647,0.607934751764706,0.6090674852941177,0.6100643500000001,0.6112062735294119,0.6122599770588235,0.6128882905882354,0.6123615552941177,0.6105940082352941,0.6083550082352942,0.6068425905882353,0.6061963076470588,0.60567131,0.6054719747058824,0.604952515882353,0.6051109064705882,0.6047284270588236,0.6048976417647058,0.6042267570588236,0.6027383,0.6015490647058823,0.600185682352941,0.5988671764705883,0.5981341405882352,0.5983861817647059,0.5996189288235294,0.601667864117647,0.6030109911764707,0.6036654782352943,0.604174958235294,0.6060212464705882,0.608339658235294,0.6098776999999999,0.6112394705882352,0.6118087117647059,0.6125307235294118,0.6130822058823528,0.6127421511764707,0.6118679864705882,0.6103544747058823,0.6091200476470587,0.6081683947058822,0.6078865476470587,0.607410735882353,0.607158438235294,0.6069426870588233,0.6067178576470588,0.6052033929411764,0.6035203576470589,0.6024792223529413,0.6015102782352942,0.6012994388235295,0.6009490270588236,0.6010229052941176,0.6017068600000001,0.602856844117647,0.6045852405882353,0.6060758111764705,0.6071967288235294,0.6078935523529412,0.6085179723529412,0.6090104870588238,0.6117177405882354,0.6137591288235295,0.6156679135294119,0.6170476605882353,0.6177664752941177,0.6179109811764705,0.6181483558823528,0.618437232352941,0.6187134835294116,0.6190026776470587,0.6194637876470588,0.6198106264705882,0.6202361147058824,0.6209049994117647,0.6216537641176472,0.6222887711764707,0.6225082076470589,0.6204429064705883,0.6189377394117647,0.6173284723529412,0.6161889841176471,0.6155887135294117,0.6155516517647058,0.6153597164705883,0.6151054870588235,0.6147929017647059,0.614528578235294,0.6141908429411764,0.6139941488235294,0.6138042547058824,0.61355239,0.613346872352941,0.6127824570588235,0.6134365529411765,0.6136785323529412,0.6137462229411765,0.6132879817647059,0.6127597523529412,0.6120628605882353,0.6109587900000001,0.6100226252941175,0.6093227076470589,0.6085102694117647,0.6076628247058824,0.6068569129411765,0.6061275952941177,0.6053377576470589,0.6043947376470589,0.6034800394117648,0.6029987788235295,0.6016434023529412,0.6005796923529413,0.5996549276470589,0.5993278788235293,0.5989251517647058,0.5984080288235293,0.598202258235294,0.5977938817647058,0.5971635429411764,0.5969012311764706,0.5967917023529411,0.5966733494117648,0.5965572729411764,0.5964857047058822,0.5965372005882352,0.597002928235294,0.5980000535294118,0.5988368711764706,0.5996560517647057,0.6004609694117645,0.6013058688235294,0.6022230547058823,0.6035631870588235,0.6047456635294118,0.6056773482352943,0.6062585847058825,0.6066978647058824,0.60704315,0.6072215794117647,0.6069774176470588,0.6065003388235294,0.6057643405882353,0.6045994611764705,0.6028381494117646,0.6008305358823528,0.5987696358823529,0.5967072652941177,0.5946639558823529,0.5927772323529412,0.590837955882353,0.5893230617647061,0.5880980394117649,0.5871714888235295,0.5862259000000001,0.5853486411764708,0.5844726023529413,0.5830123200000003,0.5812397223529412,0.5801761688235294,0.5794884188235294,0.5793809852941177,0.5798248282352942,0.5805353123529413,0.5815067064705883,0.5822964770588236,0.5830391417647058,0.5838450511764706,0.5840862064705883,0.5840480347058824,0.5841668617647059,0.5843384352941177,0.5844984294117647,0.5848989270588235,0.5860396005882353,0.5876344064705883,0.5887410823529412,0.5895421823529412,0.5898417041176469,0.5900182335294119,0.590048308235294,0.5899406788235293,0.5899999141176471,0.5900685964705882,0.5900013164705884,0.5902833847058824,0.5908919094117647,0.5913148117647059,0.5915917664705882,0.5901144547058824,0.5889592370588237,0.5882593958823529,0.5875291394117648,0.5870808723529412,0.5865573841176469,0.5855340605882351,0.5844700194117647,0.5832817458823528,0.5819547576470588,0.5806573105882354,0.5794065911764706,0.5782911294117647,0.5770071470588234,0.5753900258823529,0.5738844729411765,0.5724224029411765,0.5726620952941177,0.5724378423529412,0.5717867776470587,0.5709614811764705,0.5698799247058823,0.5688446658823528,0.5684512347058822,0.5681673794117647,0.5680493411764705,0.5681075705882352,0.5681693647058823,0.5680815458823529,0.5679187335294119,0.567862521764706,0.5679502476470589,0.5665059358823531,0.5662461888235295,0.5665493847058825,0.5666445964705882,0.5672648176470587,0.5683927235294117,0.5695668623529411,0.5707549388235292,0.5715923582352941,0.5721940564705883,0.5725063094117647,0.5725417564705881,0.5726001388235294,0.5727351329411765,0.5728290388235294,0.5728834823529413,0.5730868858823529,0.5748464,0.5754485329411765,0.5755466482352942,0.5758830282352942,0.5758166041176471,0.5753246747058823,0.5747865,0.5741358470588236,0.5737363252941177,0.573436401764706,0.5733051329411766,0.5733949270588237,0.5733490347058823,0.5732870905882352,0.5732317982352941,0.5729135405882353,0.5734863194117645,0.5736620288235295,0.5734157229411764,0.5728722076470588,0.5719804335294117,0.5710731458823529,0.5699292105882353,0.5686771941176471,0.5676045529411764,0.5665666335294117,0.5655506411764706,0.564591404117647,0.5634311294117647,0.5621734788235294,0.5609244611764705,0.5597497729411767,0.5589022988235296,0.5570445058823531,0.5553346923529412,0.5538704717647059,0.5526810447058823,0.5519432,0.5513482082352941,0.5511656670588236,0.5511423017647059,0.5510286017647059,0.5509505017647058,0.5509324729411764,0.5509238964705884,0.5509118182352941,0.5509125294117647,0.5525981705882353,0.5546463135294118,0.5571181252941176,0.5592656452941176,0.5613544588235293,0.5635659852941176,0.5655900752941176,0.5672581435294117,0.5689130358823529,0.570680006470588,0.5723022747058822,0.5738667629411764,0.5753364729411765,0.5768097688235295,0.5783432747058825,0.5800400711764707,0.5818674935294118,0.5820217582352941,0.5817212876470588,0.5809951170588236,0.5807047347058824,0.5806308111764705,0.580509984117647,0.5804993358823529,0.58078093,0.5809904399999999,0.58103414,0.5810405576470589,0.5810666458823529,0.5810979829411765,0.5810276888235295,0.5809085335294117,0.5854235194117646,0.5864974523529413,0.5862810288235294,0.5859074082352942,0.5857909670588236,0.585826625882353,0.5860728941176471,0.5863565594117646,0.586670391764706,0.5869057305882353,0.5870712517647059,0.5873104911764705,0.5875917382352941,0.5877607676470586,0.587908938235294,0.5878834088235294,0.5874473135294118,0.5823809135294118,0.580760595882353,0.5804106194117646,0.5802247194117646,0.5798388282352941,0.5791901423529411,0.5783713623529412,0.5776117082352941,0.5768419635294117,0.57613316,0.5755260629411764,0.5748656176470588,0.5742600470588235,0.5737996823529412,0.5734163470588235,0.5740328882352942,0.5744011388235295,0.5744192270588234,0.5743730211764706,0.5744917776470588,0.5746190652941177,0.5747565270588235,0.5750166276470587,0.5752035664705882,0.5753261629411766,0.5754619135294118,0.5756000370588236,0.5756377047058824,0.5756948458823529,0.5757920311764705,0.5759311764705881,0.5760223370588234,0.5752946664705884,0.5751210635294118,0.57529835,0.5754923088235295,0.5754910170588236,0.5754762323529412,0.5753578929411765,0.5751625841176469,0.5748626217647058,0.5745908705882353,0.5742946852941176,0.573927261764706,0.573502561764706,0.5730300088235294,0.5724215058823529,0.5728361782352941,0.5733628905882353,0.5741709552941177,0.5749557758823529,0.5755185876470589,0.5760295252941177,0.5766144870588235,0.5772046105882352,0.5779261776470588,0.5786792541176471,0.5794860629411764,0.5801907688235294,0.5809340805882353,0.5817635276470587,0.5827829547058823,0.5838684252941176,0.5850001935294118,0.5847723876470589,0.5843674852941176,0.5835429170588237,0.5828711488235295,0.5822465623529413,0.5815112541176471,0.5807860370588236,0.5800664900000001,0.5793127388235295,0.5784730270588236,0.5776731123529412,0.5769554476470589,0.5761867152941178,0.5754205741176471,0.5746131352941176,0.5750805176470588,0.5753515258823529,0.5758696729411765,0.5766116023529413,0.5775779176470588,0.5784493758823529,0.5793041970588236,0.5801933694117647,0.5810231329411766,0.5817680976470588,0.5823203329411765,0.5829785817647058,0.5836485023529411,0.5843581511764705,0.5851721158823529,0.5859271394117647,0.586646115882353,0.5860564005882353,0.5857091864705883,0.5854390570588235,0.5852453982352943,0.5850377100000002,0.5848035235294117,0.584678694117647,0.5846806511764706,0.5846503682352941,0.5847280682352941,0.5849649388235295,0.5852768547058824,0.5856500429411764,0.5860045117647059,0.5862818317647058,0.5863568611764706,0.5867754982352941,0.5870698429411766,0.5873481452941176,0.5878444747058824,0.5881832764705881,0.5883834494117647,0.5884698729411765,0.58860249,0.5890822929411764,0.58954263,0.5898542905882352,0.5899557635294117,0.5902742576470589,0.5906842429411765,0.5917196705882353,0.5932609241176471,0.5954202888235295,0.5975399694117647,0.5999393129411764,0.6027408364705882,0.6055080452941176,0.6084312888235293,0.6116856952941176,0.6152992299999999,0.6190765582352941,0.6225632229411764,0.6261115135294116,0.6299181117647057,0.6340336211764704,0.6380422329411763,0.6420196470588235,0.6488439194117648,0.6549833635294118,0.6605452164705883,0.6654033011764706,0.6697450964705882,0.6734331217647059,0.6766831835294118,0.6797850652941176,0.6826850623529412,0.6852690947058823,0.6878831635294118,0.6904888229411764,0.6931663582352942,0.6957505735294117,0.6982367088235294,0.7005971205882353,0.7028560652941177,0.7016680499999999,0.7006848029411764,0.6999195970588235,0.6995673711764704,0.6994978499999999,0.6996773305882352,0.700039654117647,0.7003028976470588,0.7005389475,0.700949864,0.7012216900000002,0.701481353846154,0.7016368416666667,0.7017370581818183,0.701820114,0.7018402377777777
pNuLoCDScore	0.04582290104575165,0.03527500692810459,0.03889710986928108,0.0480825033986928,0.05288116633986922,0.0569466645751634,0.055333251633986946,0.0524785422222222,0.05143878575163391,0.04099012929411755,0.03288357828876998,0.025907591519607753,0.0183962980542986,0.010567257184873835,0.0023887094117647223,-0.004498524742647059,-0.015590610000000005,-0.005876439411764689,-0.004888132941176515,-0.007739194705882357,-0.005016682941176409,-0.0041637764705881875,0.0008667117647058742,0.00520467588235296,0.006368547647058909,0.006421847058823593,0.0030680347058824053,-0.00015433529411756908,-0.002166879999999982,-0.00160598529411754,-0.0006850870588235303,0.0024313088235294322,0.011915727058823489,0.019772252941176405,0.017055548235294204,0.008770617647058832,0.0006639252941176288,-0.00584329058823535,-0.006496647058823579,-0.00534025058823534,0.0015301105882352117,0.010118708235294094,0.02275136647058812,0.034638755294117474,0.04498120529411753,0.052682089999999904,0.059522096470588204,0.06574581529411755,0.07716788352941178,0.08270921058823538,0.09387548294117648,0.10723735058823536,0.1202668423529411,0.1319757629411764,0.1385046176470588,0.1441005976470589,0.14885759764705886,0.15288354176470587,0.15387714470588248,0.15448237941176485,0.1562825947058824,0.15726039941176478,0.1606925688235295,0.16204853941176484,0.15608092352941189,0.14081369823529416,0.12367910411764699,0.10771130823529412,0.09136243764705898,0.07834825941176476,0.06637886411764715,0.055946678235294034,0.04211085000000009,0.02834839882352952,0.01582247823529409,0.005927795882352926,-0.0035152199999998746,-0.011467080000000018,-0.0206365582352942,-0.02988309764705893,-0.025825201764705985,-0.011401744705882455,0.006092765294117619,0.023542027647058705,0.04023288294117633,0.05501816411764693,0.06881589352941164,0.0816236547058824,0.09300203176470578,0.1070751776470587,0.1190772052941177,0.128899195882353,0.13756342529411753,0.1462333505882354,0.15483097117647054,0.16386462294117649,0.16043566117647062,0.14455524705882344,0.12589507352941176,0.10690373529411767,0.08808734352941183,0.0712117723529413,0.05581832294117661,0.041316581176470635,0.02857701235294141,0.016105276470588237,0.004178030588235404,-0.006562977647058821,-0.016216591764705912,-0.025429342941176603,-0.03450123647058834,-0.043539132352941046,-0.04950826647058826,-0.04531143117647052,-0.03982582705882354,-0.03273111000000006,-0.025207532352941264,-0.01966398764705879,-0.014704077647058833,-0.010079640000000056,-0.00603139058823543,-0.0031626670588235095,0.0003163452941175038,0.0035696299999999903,0.006423514705882427,0.008092926470588346,0.009740787058823641,0.011307851764705723,0.01094993235294106,0.00980170176470585,0.009494372352941038,0.008287705294117709,0.005931952352941194,0.004430715882352887,0.004249534705882296,0.003223917058823522,0.001068095882352793,-0.0011139864705882463,-0.0032373405882353268,-0.005416937058823623,-0.007670829999999906,-0.008859459411764692,-0.009527927647058787,-0.010422092352941115,-0.019785571176470507,-0.04020359411764696,-0.06271030470588213,-0.07987012235294111,-0.09216710823529406,-0.10261264588235286,-0.11214403058823535,-0.11948003235294125,-0.12358988764705875,-0.12597967235294122,-0.1282392094117647,-0.12991001705882343,-0.13158687058823537,-0.13250136823529418,-0.13397417117647065,-0.1352029535294118,-0.12845325705882354,-0.10015630352941185,-0.0580431829411765,-0.01957582529411772,0.009661874705882312,0.03242089235294099,0.05138416294117637,0.06665341294117644,0.07831571235294116,0.0858214441176472,0.0929045770588236,0.09906639294117636,0.10430625294117635,0.1087693764705881,0.11223549117647053,0.11543978588235304,0.1154305129411764,0.10859292764705875,0.09070518823529405,0.07061830117647061,0.05642214529411771,0.046496424705882444,0.0385451011764707,0.03220302470588243,0.02777896058823537,-0.02959521847058824,-0.042486217882352934,-0.05229145611764702,-0.060859828470588226,-0.06704454994117647,-0.06763739464705881,-0.06617110994117646,-0.06382510670588235,-0.06124173811764705,-0.049556974958823496,-0.041775482802139025,-0.03586297698529409,-0.03131488419004522,-0.02713160965126049,-0.022627980501960743,-0.018330384915441145,-0.010808808705882328,0.005523871294117633,0.01832985599999995,0.029767050705882328,0.039011279823529435,0.043414950117647094,0.04468876717647062,0.04575830158823532,0.0458460177058824,0.044914591823529415,0.04372274711764709,0.044048071823529406,0.0443884212352941,0.045250527705882365,0.045704446529411774,0.04635654299999997,0.042867245588235264,0.0374689573529412,0.0334731338235294,0.0300955261764706,0.027348611470588202,0.024362418235294087,0.021872958235294088,0.019246895294117577,0.01671175294117644,0.014730494117647042,0.013687676470588217,0.012308733529411697,0.010490446470588277,0.008175005294117604,0.005981027647058795,0.0036408476470588813,0.001720842352941232,0.003979197058823519,0.005675895294117689,0.006152092941176496,0.006865334705882353,0.006512751764705865,0.006836169411764681,0.006941985882352952,0.007806453529411783,0.008839565882352907,0.009316021764705834,0.009401364117647082,0.009509901764705841,0.010456685294117668,0.0111763717647059,0.011425544705882307,0.01099316058823524,0.009795701764705872,0.00909106411764704,0.009381637647058794,0.010287145882352938,0.010832265882352948,0.011205160588235286,0.0107985352941177,0.009944689999999978,0.008589790000000014,0.007497048235294151,0.00665226941176475,0.006196926470588199,0.005811434705882357,0.005231238235294117,0.00558967941176472,0.005779285882352991,0.006678247058823555,0.007235741176470634,0.0072093847058823934,0.005179774705882406,0.0035974082352941417,0.0021763441176471388,0.001475991176470598,0.0013993364705882638,0.0014036976470588602,0.0016273558823529655,0.0017137888235294052,0.0017298447058823607,0.0012387847058823453,0.00099110235294117,0.00048290294117647736,0.0004193023529411588,0.0013042364705882215,0.0022110705882352755,0.0032215705882353285,0.004501447647058787,0.00654678117647059,0.00879896999999999,0.0106209464705882,0.01148800764705879,0.012057029411764647,0.012454280588235223,0.012576910588235235,0.012788957058823519,0.013234307058823502,0.013725958235294072,0.014021077647058816,0.015215138823529373,0.015105221176470562,0.014289158823529408,0.013542585882352881,0.012897465294117616,0.01223013117647051,0.011475608823529354,0.01091714823529416,0.011057346470588258,0.011776492941176525,0.012415300000000073,0.013182625882353,0.01377209588235298,0.01425362294117652,0.014430984705882388,0.014545717647058809,0.013824834117647067,0.0127252235294118,0.012073054705882325,0.011652958235294136,0.011248088823529456,0.010644438823529528,0.009480030588235322,0.007898825882352911,0.006262121176470542,0.004242380588235228,0.002276156470588153,0.0004261694117646819,-0.0011772141176470685,-0.0024601152941176874,-0.0036766188235294317,-0.004736816470588268,-0.007639471764705863,-0.009529733529411805,-0.010921349411764675,-0.010914553529411758,-0.010479975882352943,-0.010050405294117687,-0.009191332941176467,-0.007818611764705885,-0.0064462611764705136,-0.00498494647058817,-0.003218697647058788,-0.0014940847058823314,0.00016234352941177366,0.0015770729411764828,0.003040821764705881,0.0046751417647059035,0.008353195294117655,0.01372064823529412,0.017906963529411762,0.01948894411764701,0.019336301176470616,0.01868724999999999,0.017789952352941146,0.016379637058823532,0.014772569411764663,0.01296128294117646,0.011010126470588272,0.008937342941176485,0.006615595294117621,0.0043402776470588544,0.0020620923529412194,-0.00016569294117640965,-0.0006260476470588416,-0.0030844217647058303,-0.004255646470588265,-0.004479148235294106,-0.00359568411764713,-0.002369426470588243,-0.000949235882352989,0.0004747164705882212,0.0022207147058823096,0.00395020941176466,0.00582201176470587,0.00779567352941174,0.010191968235294113,0.01286218882352938,0.0155625888235294,0.018239254705882307,0.018677798823529435,0.0172883264705882,0.015150987058823534,0.012224648823529444,0.00963678470588239,0.00754267823529417,0.005447000000000118,0.0037159611764706058,0.0024183323529411993,0.0012841505882353332,0.00021254823529412437,-0.0007725476470588633,-0.0018885888235293802,-0.0034377835294117365,-0.005012626470588255,-0.006685495882352899,-0.007260678823529432,-0.005595487647058778,-0.004016922941176421,-0.0017960582352941346,0.0003705911764705916,0.0023458564705882423,0.004066414705882343,0.005672188823529406,0.006571989411764706,0.007328351176470571,0.00799325117647054,0.00858646529411769,0.009189906470588205,0.009827770588235335,0.010269539411764755,0.01066130823529407,0.010037075882352975,0.008133353529411719,0.005968565294117628,0.0040474117647059105,0.002295564117647031,0.00026528470588224606,-0.0017685147058824346,-0.0034888888235294346,-0.004953057058823512,-0.0061655970588234965,-0.007465201764705831,-0.008806742352941183,-0.01025661294117644,-0.011632411176470625,-0.01276889117647062,-0.013574559411764664,-0.012587508823529492,-0.010617805882352949,-0.008316856470588246,-0.0058394111764706325,-0.0041073870588235195,-0.0024072517647058533,-0.0006230988235293722,0.0006454252941176519,0.0016466441176470337,0.002540884705882318,0.0034781635294117708,0.004453108235294101,0.0056895970588234646,0.007136857647058764,0.008529720588235257,0.009665695882352915,0.008973387058823612,0.0066483670588235455,0.00422824823529408,0.0015594411764706106,-0.0007219699999999885,-0.002495949411764703,-0.0040669411764706065,-0.005107148235294123,-0.005468539411764672,-0.005664354705882307,-0.005941244705882365,-0.006193828823529368,-0.006556014705882296,-0.007231836470588143,-0.008059539999999948,-0.008888835882352869,-0.010375104705882376,-0.009795315882352912,-0.009217329411764619,-0.008476623529411753,-0.007391235294117615,-0.006748201176470597,-0.006055825882352928,-0.0054869864705882065,-0.005381540588235312,-0.0053823405882353625,-0.005421453529411785,-0.005509031176470697,-0.005751515294117687,-0.005978175294117705,-0.006050385882352988,-0.006188311764705967,-0.005594711764705884,-0.0045692741176470986,-0.0038719317647059326,-0.0032015158823529566,-0.0027486752941176806,-0.002563045294117605,-0.002563555882352908,-0.002739672941176441,-0.0029808447058823073,-0.003318579411764694,-0.0037622064705881975,-0.004205382941176367,-0.00458193176470581,-0.004797100588235265,-0.004875032941176416,-0.0048355852941176225,-0.004379838823529408,-0.004163355294117654,-0.0037117588235294485,-0.0031498205882352914,-0.002594316470588248,-0.0017937764705882597,-0.0014146388235294627,-0.0011867211764706453,-0.0007791988235294756,-0.00024658352941173134,0.000636757647058811,0.0016354676470588247,0.0027429823529411257,0.003905035882352914,0.004902914117647067,0.005751602941176437,0.006281150000000041,0.006118061764705862,0.005458466470588258,0.004724672352941134,0.0038259517647059316,0.002953272941176477,0.002684458823529412,0.0032643700000000164,0.004047132941176479,0.004593761176470534,0.004804617647058751,0.004802935882352866,0.0047368329411764665,0.0045532964705882195,0.004325525294117616,0.004189011176470608,0.004763418823529347,0.005084211764705915,0.005639381764705936,0.005808779411764747,0.006147426470588219,0.0065026382352941225,0.006670652352941231,0.006346701176470598,0.006078807647058815,0.005670848823529445,0.005224703529411845,0.0049238329411765425,0.00465623941176474,0.004425002941176481,0.004329882352941128,0.004259795882352979,0.003471654117647077,0.0023721464705882545,0.0018715023529411456,0.0019829423529411916,0.0023742100000000155,0.0026394217647059126,0.0029822858823528586,0.0031739482352941273,0.0026382294117646976,0.0019508947058823889,0.001680513529411759,0.0015922417647058207,0.0014548005882353,0.001225008235294145,0.000813408235294133,0.00031881529411759146,0.000647301764705871,0.0012312782352941198,0.0014176747058823047,0.001357991176470591,0.0008109094117646487,0.00038006882352939475,6.237117647067691e-05,-0.00013023588235291927,0.0001278323529412262,0.0009026635294117902,0.0013601188235293493,0.001613238235294162,0.0018676682352941343,0.002163532352941172,0.0025601158823530257,0.0030712370588235616,0.0026968647058823736,0.0018896929411764685,0.0015937317647059246,0.0014001188235293893,0.0013203964705882643,0.0013555658823528882,0.0013289117647058424,0.0011939023529411175,0.0008634541176470167,0.00036874823529403633,-1.975647058818919e-05,-0.0002922470588235526,-0.0005596558823529607,-0.0008505435294117736,-0.0011235247058823672,-0.0014882123529411373,-0.0028842099999999704,-0.003854248823529416,-0.004730369999999956,-0.005579625294117596,-0.006491099411764734,-0.007770544705882315,-0.009076146470588242,-0.010467197058823513,-0.01163612705882347,-0.012596939999999945,-0.013405374117647029,-0.014163247647058785,-0.014904040588235273,-0.015548354117647045,-0.01610959529411765,-0.016579453529411786,-0.01587562823529412,-0.013629445294117637,-0.01142774647058828,-0.009854452941176511,-0.008288717058823503,-0.006340753529411769,-0.004056805294117671,-0.0016313217647059008,0.0007500317647058108,0.00268408588235286,0.004281283529411761,0.005534409999999962,0.006713167647058815,0.007710721176470564,0.008493082941176455,0.009193349999999989,0.010363760588235293,0.010633948235294122,0.009599329999999962,0.00895241705882352,0.008425933529411761,0.007688768235294102,0.00665902882352945,0.005598747647058838,0.004507688823529449,0.0037558429411764793,0.003330279411764614,0.003219212941176497,0.003267000588235258,0.0034132647058823518,0.003743554705882335,0.004151861176470567,0.003957624117647052,0.0029260476470588104,0.0024182935294118357,0.0028399617647059117,0.003328158823529437,0.003901065294117656,0.004508155882352927,0.005022718823529421,0.005418865294117642,0.005655959411764749,0.005681574117647137,0.005594318823529426,0.005408368823529436,0.005203309411764778,0.004884631176470644,0.0045021494117647165,0.0041973335294117065,0.004489121176470573,0.005356365882352859,0.005524321176470559,0.005771265882352911,0.006121585294117632,0.006356876470588246,0.0065979005882353114,0.006835610588235369,0.007185820588235359,0.007536438235294096,0.00787924588235292,0.008215827058823538,0.00849306352941176,0.00876940705882348,0.00901568764705879,0.009228093529411813,0.00956290999999998,0.009634122352941199,0.009287850588235308,0.00859655176470589,0.007735283529411774,0.006853324117647053,0.0063433664705881965,0.006160162352941145,0.006203911176470567,0.006427824117647085,0.006798754117647077,0.007404572352941119,0.008192395294117583,0.009160697058823497,0.010354216470588262,0.015989649999999966,0.02128786294117646,0.025989565294117667,0.03059536470588231,0.035455374705882337,0.04054231117647056,0.045749304117646994,0.050710612352941165,0.05520480941176459,0.05927914999999995,0.063035014117647,0.06642838470588236,0.06936395705882359,0.07186660764705888,0.0740077400000001,0.0758452723529412,0.07307516470588238,0.06608420823529415,0.06004367235294117,0.05489203941176474,0.05011050411764706,0.04515930588235306,0.040070804705882423,0.03478591823529409,0.029599246470588203,0.024531040588235242,0.019620702352941166,0.014973273529411746,0.010626374705882291,0.00669308352941167,0.003105379411764586,-0.00026865352941179976,-0.0034941758823529567,-0.002233097294117692,-0.001210195378151313,-0.0007532485520362342,-0.0007495396078431305,-0.0007821613903744029,-0.0007805142941176291,-0.0006180602614378472,-0.0004057467320260355,-0.00012534202614372658,0.0001815909150327255,0.0004713979738562024,0.0006653715032680085,0.0007934862091503736,0.0008156403267974288,0.000742813856209168
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
