UniprotID	Q6IA86-7
pNuLoCScore	0.2953917466666667,0.302010526,0.3092744090909091,0.3164698066666667,0.3184251653846154,0.3103218242857143,0.30254965266666667,0.301220836875,0.3003390288235294,0.29135416058823527,0.2883696652941176,0.28757605058823527,0.28823174588235295,0.2952793976470588,0.3072141305882353,0.3067383382352941,0.3067549558823529,0.30547758823529403,0.30312187411764707,0.3003909317647059,0.29675387411764703,0.29642497941176477,0.3040976094117648,0.3115221452941177,0.3099022817647059,0.3093099476470589,0.30666135882352946,0.3048976558823529,0.3055437911764706,0.3043914188235294,0.30404913529411765,0.30296965294117645,0.3052985164705882,0.3067128676470588,0.3072360035294117,0.3078213229411765,0.3083403617647059,0.3089665117647059,0.30908088470588235,0.3110982141176471,0.3133342529411765,0.3196241811764707,0.3249040935294118,0.3319490623529412,0.33737026235294115,0.3410917817647059,0.34653342117647057,0.350517054117647,0.35449221058823527,0.35842034882352936,0.36237467882352936,0.3670655029411764,0.3705950070588235,0.37254755176470583,0.3743703235294118,0.376364795882353,0.3786859782352941,0.37832203588235297,0.3719180017647059,0.3641900094117647,0.3567744547058823,0.35140207058823536,0.3486861629411765,0.34655431529411773,0.34606743882352947,0.34568946470588235,0.34601541529411767,0.34629919647058827,0.34740879647058825,0.3486970635294118,0.3509133235294118,0.3535266505882353,0.35638234764705884,0.3573892505882353,0.3621309664705882,0.3732737770588235,0.3856621129411764,0.39784157470588233,0.4077205552941176,0.41457768823529406,0.42068224705882346,0.42403378235294115,0.4283731811764705,0.43129139117647053,0.43499858941176467,0.43846693117647056,0.44170769058823534,0.4453667282352942,0.4544968676470589,0.4620990370588235,0.4665784870588235,0.4702957917647058,0.4732575470588235,0.4755922605882353,0.47753821,0.48017314941176475,0.4834301929411765,0.4867983282352942,0.49230009647058826,0.4960630952941177,0.5006819964705883,0.5047227170588235,0.507388907647059,0.5097869105882352,0.5117188376470588,0.5077362847058824,0.5050657223529411,0.5052042811764705,0.5052546723529412,0.5058762664705881,0.5069139347058824,0.5079715229411765,0.5083288970588234,0.5088111,0.5089372452941177,0.5086877064705881,0.5084760294117647,0.5078593735294118,0.5065597429411764,0.5055879564705883,0.49800721352941174,0.4889248982352941,0.4819871823529412,0.4768857970588235,0.4708619952941177,0.46297004823529414,0.4524781194117647,0.44608020588235286,0.44175659647058824,0.4379096717647059,0.4345309617647059,0.4314947235294118,0.4280157864705882,0.4238805917647059,0.42115923294117646,0.4188040535294118,0.4166071194117647,0.4219901564705882,0.42941187588235286,0.4349749547058823,0.43900991352941177,0.44421447411764703,0.4524348894117647,0.46302641411764706,0.4694099105882352,0.47375986352941174,0.4774916176470589,0.4809628541176471,0.48328560823529415,0.48654191,0.49079481705882355,0.4940379441176471,0.4930827064705883,0.49383112705882354,0.49234175999999996,0.49247054647058824,0.4930457029411764,0.4912269529411764,0.488952074117647,0.4850063152941177,0.4808314994117647,0.47735308235294116,0.4741752570588235,0.47218127823529416,0.47024717529411764,0.4696446094117647,0.4685927729411765,0.46786481764705884,0.4671733317647059,0.47144645529411766,0.4746546576470588,0.48008935999999997,0.4841029811764706,0.48774899411764705,0.49330169411764707,0.4992579905882354,0.5060561811764707,0.5128683517647059,0.5195807470588237,0.5261018370588236,0.5315752964705883,0.5366309582352942,0.5408942047058825,0.5443593235294117,0.5519110394117648,0.5588970923529413,0.5653460664705883,0.57139367,0.576374375882353,0.579626128235294,0.5816830982352941,0.5836724747058823,0.5852298570588235,0.5868151394117647,0.5883481394117647,0.5894302664705883,0.5899802176470589,0.5906745347058824,0.5914350817647058,0.5921728205882353,0.5933623652941177,0.5895920000000001,0.5856104,0.5816552117647058,0.5777703058823529,0.5743780941176471,0.5715186911764705,0.5695682064705881,0.5676623982352941,0.565731004117647,0.5638541805882352,0.5620084394117647,0.5596325594117646,0.5578599729411764,0.5559999105882354,0.5541540223529413,0.5526984047058825,0.5476707235294118,0.5428973023529412,0.5406109199999999,0.5389381635294116,0.5377409664705881,0.5365504429411764,0.5361867723529412,0.5369107517647059,0.5383423952941179,0.5404649982352943,0.5426385923529412,0.5447191276470589,0.5468917864705882,0.5489312688235293,0.5506750070588236,0.5524631894117648,0.5537971382352941,0.5590896276470589,0.5641451782352941,0.567209284117647,0.569392275882353,0.5708908788235294,0.5719837611764707,0.572158035882353,0.5708331917647058,0.5689574623529412,0.5669885947058824,0.5651666417647059,0.5637387552941175,0.5628396847058823,0.5619666435294117,0.5635741170588234,0.5599580082352942,0.5563302382352943,0.5534500170588236,0.5511322517647058,0.5489296870588235,0.546934345882353,0.5450837223529412,0.543715145882353,0.5430746799999999,0.5429871182352941,0.5431082123529413,0.5429100123529412,0.5426821535294117,0.5422889635294118,0.5416792135294118,0.5409682994117647,0.537758944117647,0.5393870411764706,0.5412852005882353,0.5418772252941177,0.542156838235294,0.5423030617647058,0.542428075882353,0.5425847088235294,0.5426510205882353,0.542539505882353,0.542444155882353,0.5423308852941178,0.5421463617647059,0.5417562205882352,0.5413413470588236,0.5425667264705883,0.5434265617647058,0.5443540994117647,0.5455288970588235,0.5460769176470588,0.5469534458823528,0.5475967241176471,0.54838945,0.5491031388235295,0.5493106611764706,0.5491207670588235,0.5490525982352942,0.5491422123529413,0.5494237770588235,0.5498076752941177,0.5502119458823529,0.5507704429411765,0.5498703229411765,0.5495475076470588,0.5493450994117647,0.5492057370588236,0.5496295105882353,0.5500702435294118,0.5506032141176471,0.550907425882353,0.5511608641176472,0.5518802323529411,0.5528463323529411,0.5537091694117647,0.5543841729411765,0.5549897317647058,0.555582804117647,0.5579112747058823,0.5605003511764705,0.5631655270588236,0.5654323129411765,0.5674852035294118,0.5683535058823528,0.5695107405882353,0.5708729935294118,0.5724453052941176,0.5741638264705882,0.5760842147058822,0.577914944117647,0.5793118752941177,0.5802215247058824,0.5807376952941176,0.5807019105882354,0.5799338070588236,0.5771399835294119,0.5743568223529413,0.5715343841176471,0.5689889364705882,0.56669386,0.5655913317647058,0.5640883,0.5623273823529411,0.5603513882352942,0.5583116176470587,0.556018988235294,0.5537067705882354,0.5520143423529412,0.5509211894117647,0.5501947982352942,0.5520183358823529,0.5546268247058824,0.557877374117647,0.5605177235294116,0.5628405647058824,0.5634128988235294,0.5634805105882353,0.5639307952941176,0.5643081835294117,0.5646483917647059,0.565118885882353,0.5657227070588237,0.5665679570588237,0.5674251652941177,0.5682319741176471,0.5687239070588237,0.5689677041176472,0.5672926764705883,0.5655501764705883,0.5634625764705883,0.5612484670588236,0.5591497199999999,0.5586383335294117,0.5586452335294119,0.5582264835294118,0.557965154117647,0.5577700811764705,0.5575293105882354,0.5571961347058824,0.5567437023529412,0.5563611805882352,0.5558980417647058,0.5566409294117647,0.5571441588235293,0.5579577452941176,0.5590622247058823,0.5596494323529413,0.5601724241176471,0.5606451770588236,0.5612483264705882,0.5617752588235293,0.5622802188235293,0.5628371717647057,0.5633386682352939,0.5638739952941175,0.5643491558823529,0.5648894147058823,0.5654610652941177,0.5660090805882353,0.5655854247058825,0.5657124511764706,0.5653682805882354,0.5644081452941176,0.5639255176470589,0.563688515882353,0.5633607305882354,0.5629406617647058,0.5626296647058823,0.5624158076470589,0.5621002158823529,0.5618684782352942,0.561614524117647,0.5613577970588236,0.56104415,0.556891157647059,0.5518560694117647,0.5489988282352941,0.547266095882353,0.5462962570588236,0.5460743041176471,0.5461179335294117,0.5463455235294117,0.5469320205882352,0.5477238505882353,0.5484480917647059,0.5491399605882353,0.5497727199999999,0.5504170694117647,0.5509892105882354,0.5515011552941178,0.5520353705882353,0.5563248611764705,0.5615152258823528,0.5644789629411763,0.5661258435294118,0.5669499588235294,0.5672964270588235,0.5674983741176471,0.5677039858823528,0.5676783723529413,0.5675738858823529,0.5673965705882353,0.5671760335294117,0.5670475541176471,0.566873101764706,0.5667604111764706,0.5682886229411764,0.5697258547058823,0.5712727211764707,0.5727354447058822,0.57398259,0.5750061770588235,0.575547518235294,0.5759339264705882,0.5763222617647059,0.5765539288235293,0.5768680629411764,0.5769067917647059,0.5769186070588236,0.5764718988235294,0.5759461811764705,0.5755387194117647,0.5751098605882353,0.5729657394117647,0.5709423511764706,0.5689736964705883,0.567226498235294,0.5658026182352942,0.564699374117647,0.5640884976470588,0.5637127900000001,0.5634788429411764,0.5635168423529411,0.5637969417647059,0.564312805882353,0.5649943235294118,0.5662549,0.567621985882353,0.5695011623529412,0.5705844564705883,0.5733747988235295,0.5761630635294118,0.5788003494117647,0.5812465947058825,0.5831962835294118,0.5852965894117647,0.5874865423529412,0.5895868911764708,0.5915995382352942,0.5932391641176471,0.5942640323529415,0.5950277000000002,0.5957950470588236,0.5965415882352941,0.5972848670588236,0.5971636611764707,0.597923125882353,0.5970241894117647,0.5960117070588237,0.5947514388235295,0.5931912411764707,0.5919790300000001,0.5904885241176471,0.5887469005882354,0.5870870688235295,0.585471877647059,0.584012744117647,0.5829527582352941,0.5821430817647059,0.5811771170588236,0.5787619835294118,0.5774923541176471,0.5763896288235295,0.5745373758823531,0.5725330717647059,0.5707765658823529,0.5692864482352942,0.5681428317647059,0.5672621929411764,0.5677719400000001,0.569605325882353,0.5721757341176472,0.5752188041176471,0.5786452041176471,0.5821390194117647,0.5856711111764705,0.5893068288235292,0.5948012094117646,0.5993422388235293,0.6041674170588235,0.6099382170588236,0.6159015776470589,0.6217257952941176,0.6279021335294119,0.6342400594117649,0.6404894747058824,0.6456518747058825,0.6497405947058824,0.6531582064705882,0.6559928594117648,0.6586880682352941,0.6614051235294117,0.6655717905882352,0.6699297905882353,0.6737149023529411,0.6773938494117647,0.681371525882353,0.685358837647059,0.6894604647058825,0.693662105882353,0.6977168835294119,0.7017553835294119,0.7058523211764706,0.7100154270588235,0.7141057211764706,0.7181509270588234,0.7222641629411765,0.72616416,0.7299045970588235,0.7321576852941175,0.7341796088235294,0.7363486794117646,0.7385009029411763,0.7401524364705883,0.7415662129411765,0.7426790505882352,0.7435939235294118,0.7443269429411763,0.7447494311764705,0.7447148252941175,0.7444459164705881,0.7442762576470587,0.7441201488235293,0.743967665882353,0.7432101341176471,0.7431715276470587,0.7434997805882352,0.7437455488235294,0.7438731311764704,0.7440027923529411,0.7443609352941176,0.7446937117647058,0.7451561411764707,0.7456957347058824,0.7461303464705883,0.7466759935294117,0.7473151288235294,0.7483229870588235,0.7496131988235293,0.7516128429411765,0.7539179876470589,0.7570003605882353,0.7595329982352941,0.7619279099999999,0.7646065064705881,0.7674739376470587,0.7704085970588235,0.7731876852941175,0.7760411823529412,0.7789948794117647,0.7818806070588235,0.7849669029411765,0.7881332088235296,0.7916126647058824,0.7947957741176471,0.7977421094117647,0.8022731388235294,0.8065447329411765,0.8107257364705882,0.8144457452941175,0.817627572352941,0.8205605547058823,0.8232570705882352,0.8257202382352941,0.8280151464705883,0.8303124435294118,0.8325931382352941,0.8350092264705883,0.8373033717647058,0.839539221764706,0.8415575582352942,0.8435406323529412,0.8454198441176471,0.8448469029411765,0.8441567676470588,0.8434721994117647,0.8430696376470589,0.8430202494117648,0.8430633435294119,0.8432192082352942,0.8434572200000002,0.8437869494117649,0.8439568788235294,0.844110283529412,0.8442052835294118,0.8443298835294117,0.8444953705882353,0.8446695982352943,0.8452701300000002,0.8460476535294116,0.8464353088235294,0.8470144352941177,0.8476437570588233,0.8483453658823529,0.8489897482352939,0.8496530305882352,0.8503305599999998,0.8509881599999999,0.8516374441176469,0.8523363852941175,0.8530473388235292,0.8537219094117647,0.85436698,0.8549905811764705,0.8556201611764707,0.855790951764706,0.8556928341176472,0.8560596058823531,0.856265764117647,0.8563490911764706,0.8564142217647059,0.8565020005882354,0.8565491535294117,0.8565755888235295,0.8565827047058824,0.856515741764706,0.8564250005882353,0.8563423917647058,0.8562301758823528,0.8561244935294117,0.855861545882353,0.8549485282352941,0.8542288611764706,0.8533042317647058,0.8525365223529412,0.8517395905882355,0.8508853947058825,0.8498638611764706,0.8487462929411764,0.8474905223529411,0.8462326752941177,0.8445555264705883,0.8428966617647058,0.8413054994117646,0.8398775699999999,0.8386689094117648,0.8376222305882354,0.8368493223529414,0.8368414988235295,0.8367440929411767,0.8369567147058824,0.8370792441176471,0.8373164911764707,0.8376572735294118,0.8381952323529412,0.8388410300000001,0.83956573,0.84020782,0.8413509294117647,0.8425362023529414,0.8437058764705881,0.8447424529411767,0.8465979000000002,0.8483069788235295,0.8499089611764705,0.8513742235294118,0.8527243588235296,0.8539830335294119,0.8551017747058824,0.8560519611764706,0.8569832000000002,0.857811811764706,0.8584790029411764,0.8590672852941177,0.8594344835294117,0.8596351747058824,0.8598153252941176,0.8598922229411764,0.8599882247058824,0.8590572858823531,0.8580973252941176,0.8571574723529413,0.8563027135294119,0.85550548,0.8547496011764706,0.8541127094117646,0.8535689935294117,0.8530461194117647,0.8526166923529411,0.85233478,0.8521790270588234,0.8523209270588235,0.8525444299999999,0.8527845005882352,0.8530115594117647,0.8531067635294116,0.853408664117647,0.8535233070588234,0.8536198688235292,0.8538144676470586,0.8541014188235292,0.8544615129411762,0.8547981458823527,0.8551103105882351,0.855346942352941,0.85549506,0.8556687547058823,0.8558098870588234,0.8559347223529411,0.8559699694117647,0.8559556488235295,0.8559243247058824,0.8559319188235295,0.855744778235294,0.8559658456249999,0.8562094253333332,0.8562986171428569,0.8562326338461538,0.8560658533333333,0.8558286581818181,0.8555638139999999,0.8553235333333333
pNuLoCDScore	0.004947282156862742,-0.00403758607843141,-0.0070220813725490605,-0.007815696078431411,-0.007160000784313725,-0.00011234901960788246,0.011822383921568647,0.01134659156862744,0.011363209215686232,0.0034670622352940272,-0.006152534973262014,-0.016078874901960805,-0.021671291266968373,-0.013896844873949543,0.0015479567450981113,0.010301308419117694,0.009563252941176492,0.017955787058823613,0.018291693529411845,0.017321605294117637,0.017312045294117673,0.009112021176470586,-0.0031649952941176784,-0.0037686852941176685,-0.0014564394117647095,0.001235279411764767,0.004114129411764644,0.0074303911764705965,0.011586487647058885,0.012541532352941143,0.004983275294117573,-0.0004239311764706044,0.003431971176470594,0.010314233529411798,0.018242734705882335,0.02705140647058829,0.03182647117647053,0.03670036294117651,0.04248428588235292,0.04754740117647055,0.04919369411764707,0.05170748117647056,0.055138675294117645,0.059244179999999924,0.06225464529411756,0.06358103999999992,0.06528943882352944,0.0652665817647059,0.06535172529411759,0.05869785470588229,0.04701390823529411,0.03224094705882352,0.019404192352941163,0.010310288823529468,0.0021527417647059233,-0.003962738823529266,-0.008424771764705796,-0.012730884117647001,-0.016359263529411694,-0.020766306470588136,-0.023186210588235223,-0.02385048823529401,-0.023457000000000006,-0.022838145294117707,-0.022303630588235257,-0.020932785294117684,-0.00978703529411773,0.00908376764705876,0.0288876582352941,0.04643950411764697,0.05903439235294111,0.06802337294117633,0.07461480823529398,0.07834431764705879,0.08235776588235283,0.08499219470588226,0.08758979294117641,0.08976986764705874,0.09079436705882354,0.09184007764705893,0.09811452000000004,0.1047097864705882,0.10444752058823531,0.09702201470588234,0.08759543411764709,0.07775068588235295,0.06981765470588241,0.06559546117647069,0.06274794588235305,0.06276454588235303,-0.037734007058823515,-0.04510164411764703,-0.0526129558823529,-0.050715110588235246,-0.04882519470588234,-0.05220768882352941,-0.05597055588235292,-0.05908226882352943,-0.06123906000000001,-0.05400102982352947,-0.045051932834224595,-0.03673661568627454,-0.02897855529411769,-0.02190362394957987,-0.015550344862745119,-0.010002303970588239,-0.0025018229411765402,0.012182259411764623,0.02670745647058817,0.031637359999999976,0.035078084705882334,0.04084915176470591,0.04559762705882345,0.049182866470588255,0.05016525117647058,0.05002486941176479,0.047540475882352995,0.0436918288235294,0.037832606470588254,0.030542343529411792,0.026437249999999995,0.023363852352941167,0.017058144705882378,0.006258604117647115,-0.006463444117646988,-0.02046253823529412,-0.03332909941176468,-0.040885917647058845,-0.044635329999999945,-0.04624668000000004,-0.0448303994117647,-0.04210155588235295,-0.040209801176470605,-0.037273034117647014,-0.03170769294117648,-0.02206580058823529,-0.014843389411764663,-0.01203467823529411,-0.008100837058823473,-0.0016077047058823957,0.0078552170588235,0.01736824117647051,0.028950721176470545,0.04010734294117646,0.048442837058823546,0.05420073235294126,0.05870933411764706,0.059431042352941194,0.06099651058823524,0.06261698941176466,0.06113713999999995,0.057049959411764745,0.050177713529411694,0.047332134117647084,0.04427637470588236,0.03988960352941184,0.0360416076470588,0.032701711176470694,0.029360611176470597,0.022955267647058797,0.01645046882352935,0.01004630882352936,0.005306414117647096,0.0027505076470586975,0.0017807499999999976,0.0011569229411764748,0.0022080370588236087,0.004393528235294042,0.008465165882352965,0.012797787647058745,0.01492053647058822,0.021699718235294096,0.027860920588235305,0.03427802941176472,0.0387556964705883,0.04352416647058832,0.047312710588235385,0.05239542647058831,0.055888110000000046,0.05880902058823545,0.05995968705882365,0.060160692941176486,0.05897242058823532,0.056563059411764816,0.05473944294117655,0.05210564823529412,0.05132537941176463,0.04881562705882353,0.042231066470588274,0.035126185882352834,0.02852483352941171,0.02304763058823528,0.019420610588235243,0.01684752411764695,0.012874627647058767,0.008377769411764602,0.003822887058823443,-7.724176470591537e-05,-0.0023514170588235794,-0.004385602941176514,-0.0066567117647058915,-0.008907274117646913,-0.01648527647058806,-0.0242258629411764,-0.028000133529411775,-0.03204648999999998,-0.034861818823529456,-0.03716652647058827,-0.03910246352941171,-0.04226048117647052,-0.04484463058823529,-0.04650559176470581,-0.046749602941176416,-0.04692713117647046,-0.04698129823529412,-0.047018350588235336,-0.04668945411764713,-0.04513049117647072,-0.0378689805882354,-0.02619526411764711,-0.016372515882352945,-0.005785234705882325,0.0043045117647059206,0.01280429764705876,0.01926644470588229,0.024900954117647034,0.030660725882352913,0.03747649294117639,0.042596272941176405,0.04701357176470583,0.05063566411764703,0.05385757352941173,0.05573040823529407,0.055493445294117705,0.04481276764705883,0.02953042882352941,0.01915077411764704,0.011864393529411765,0.005607548235294191,0.0015285523529413036,-0.0010738241176471153,-0.002734864705882356,-0.005845792941176486,-0.009795124117647047,-0.01345051058823532,-0.01603037705882354,-0.018191957058823482,-0.019763981176470546,-0.020917890588235177,-0.020439370000000012,-0.009316545294117629,0.009604438235294,0.023619687058823502,0.03112152588235284,0.034360591176470556,0.03439904235294117,0.0331459394117648,0.031044586470588276,0.030403553529411764,0.030882048823529462,0.031455811764705854,0.030829880588235214,0.030437925882352945,0.02987211882352947,0.029400890588235196,0.028616194117647042,0.02939911529411765,0.020758941764705996,0.01331480058823531,0.00944153764705885,0.007319383529411749,0.006289438823529336,0.0062316482352940405,0.006931183529411689,0.008207462941176469,0.008224384705882326,0.008428300000000055,0.009126674117647171,0.010114310588235309,0.010886520588235249,0.011619402352941288,0.012229338823529445,0.010033103529411724,0.005740191176470566,0.0021908517647057923,-0.000587408235294129,-0.002243851764705984,-0.002689772352941211,-0.002380448823529391,-0.002097075294117623,-0.002039947647058782,-0.002158629411764701,-0.00262477882352935,-0.0027151552941176993,-0.002991769999999949,-0.0030266035294117533,-0.003140584117647116,-0.0033509617647058954,-0.004671246470588197,-0.0019516470588235024,0.00015311058823541668,0.0024521111764706505,0.004202208823529452,0.005800831176470622,0.0069187088235294625,0.007967225294117641,0.009238182941176454,0.010536328235294101,0.01177845764705876,0.013041836470588208,0.013586191764705768,0.014274639411764656,0.01503166823529406,0.01605265764705871,0.01858495941176458,0.02133269058823517,0.02298309176470581,0.02402829352941177,0.024165901176470606,0.023504392941176455,0.0219712647058824,0.019562910588235394,0.016695128235294066,0.01396063705882361,0.011254404117647054,0.008558332941176583,0.006393114117647092,0.004567781176470664,0.002403753529411745,-3.661411764699363e-05,-0.0035289429411764495,-0.00801447294117641,-0.012247304705882311,-0.01662446352941177,-0.01928285941176472,-0.02062626647058824,-0.020783177058823543,-0.01973260764705892,-0.017592801764705845,-0.015194954705882446,-0.013072556470588192,-0.010996704117647138,-0.009699720000000023,-0.009075811176470605,-0.007964046470588126,-0.006733494117647065,-0.004547150588235238,-0.0019717094117647216,0.0009353711764705785,0.004947006470588211,0.00833891411764709,0.01033229294117649,0.011194679411764774,0.011158359411764796,0.010321301176470676,0.008821848235294139,0.007363520588235306,0.00564358058823522,0.004615588235294066,0.004423698235294038,0.004211509999999918,0.0037651699999999844,0.004228274705882384,0.0038434888235294173,0.0039020435294117584,0.003319626470588366,0.0022331347058823225,0.001623711176470588,0.0016024352941174658,0.0020679252941175896,0.0027064452941175654,0.00349746117647054,0.004708392352941071,0.006097841176470609,0.007629338823529508,0.008466769411764719,0.009160864705882454,0.010040157647058956,0.010002074117647086,0.009114078823529492,0.008197753529411766,0.007155385882352816,0.006083334705882348,0.005255238235294113,0.004663710000000043,0.0039796599999999405,0.003241335294117631,0.002647764117647111,0.0018405317647058883,0.00083240294117648,-0.00015193705882360353,-0.0010414852941176278,-0.002083999411764792,-0.0031001435294118473,-0.002419478235294148,-0.0010557558823529045,-0.00013178999999990948,0.0008865817647060181,0.002156552941176615,0.0031545552941177335,0.0038828788235294454,0.004017738235294166,0.003511947058823517,0.003094989411764726,0.002920977058823493,0.003243229411764692,0.0037857164705882296,0.00438794235294121,0.005173604705882351,0.006216115882352935,0.005680379411764691,0.003594317058823404,0.002167134705882201,0.0010389829411763252,-0.00015583647058836636,-0.0013174811764707361,-0.0022835970588235277,-0.0025599788235294296,-0.0017209088235293768,-0.00046709705882358454,0.00041644764705894843,0.0008623217647059089,0.0007727835294118468,0.0004274735294117482,-5.3672941176419187e-05,-0.0007111170588235405,-0.003006450588235232,-0.002473034705882282,-0.002324191764705774,-0.002625454705882324,-0.0026125935294116776,-0.0024116570588233466,-0.0020900047058822757,-0.001695545882352878,-0.0017100658823528403,-0.002185674705882268,-0.0023651429411765124,-0.0022847011764705605,-0.0019960411764705643,-0.001738704705882388,-0.0014930882352941488,-0.0012630947058823172,0.00041595705882346845,0.0023983435294117617,0.003266981176470507,0.004359008235294115,0.004925343529411708,0.005133466470588155,0.005094781764705847,0.0047119952941176435,0.003983712352941093,0.003020381176470577,0.001949761764705904,0.0009217029411764943,-2.22400000000067e-05,-0.0007255817647058294,-0.0011960876470587523,-0.001572370588235339,0.0008257811764705858,0.0022910164705882696,0.006010180000000087,0.00909884882352946,0.012381131764705955,0.01619262823529416,0.01998071176470584,0.023571768823529404,0.02704404764705881,0.030937787647058734,0.03477501647058817,0.03843121176470582,0.041834329999999975,0.04485219529411766,0.04773165588235284,0.050506054117647026,0.05048940941176472,0.047234765294117576,0.04242668117647058,0.036883798235294085,0.03180608470588231,0.026598454705882235,0.02151223588235296,0.016900535294117613,0.012724268235294156,0.008626384117647157,0.004290354705882404,0.00010990823529416494,-0.004070321764705842,-0.00814514000000005,-0.012025709411764618,-0.01608017411764695,-0.02437205705882345,-0.028058315882352802,-0.029942084705882277,-0.030545635882352817,-0.0309872088235294,-0.031275242352941046,-0.03174936588235289,-0.03247006117647061,-0.033105089411764765,-0.033976283529411844,-0.034774752352941196,-0.0355969705882353,-0.03613303882352947,-0.03623560294117656,-0.03630555470588248,-0.036114682352941296,-0.030816123529411876,-0.022443614705882464,-0.016598547647059037,-0.011643440588235465,-0.006952175882353029,-0.002789271764706003,0.0014530176470587408,0.005991727058823559,0.010939674705882418,0.0157437605882354,0.021033617058823617,0.02683026000000005,0.032535190588235396,0.038027118823529604,0.04366318882352954,0.049372449411764774,0.059912196470588264,0.06476032176470586,0.06989983705882363,0.07521455235294122,0.07940636411764707,0.08368552882352942,0.08809964058823527,0.09212344176470588,0.09546233117647057,0.09818818352941183,0.1004879023529412,0.1022924088235293,0.10393434882352931,0.10568789588235283,0.10705965294117648,0.10800636058823526,0.016392113594771274,0.01458013594771243,0.01516223359477123,0.02238959241830063,0.0333723153594771,0.045502808300653536,0.05566751241830056,0.06528739712418305,0.07428517183006536,0.08414511323529408,0.09288988433155074,0.0993573139705882,0.10366950212669679,0.1082685649579831,0.1088023105882352,0.10900301496323528,0.10577924882352938,0.09978122647058824,0.08845338529411773,0.07099129882352942,0.05481706823529406,0.041627134117647124,0.031512469411764776,0.020714467647058754,0.01174137882352938,0.004983984117647111,-0.0014392923529411017,-0.008928717058823477,-0.01461498470588235,-0.019241444705882293,-0.02068342588235289,-0.018763179411764752,-0.014046695882353022,0.001401421764705868,0.027729218235294062,0.054886084117647116,0.075781173529412,0.08923176764705892,0.10069921117647074,0.1128812252941177,0.12550542647058832,0.13590392529411766,0.1451782464705882,0.1552403664705882,0.16556978235294123,0.17454346000000004,0.1830976129411765,0.18841702823529416,0.1966171770588236,0.19955837529411774,0.19521736176470594,0.18953695176470592,0.1872131835294117,0.18729764588235293,0.1877281323529411,0.18565033882352938,0.18165043411764692,0.1791133988235294,0.17652132941176468,0.17247012941176465,0.16757547588235283,0.1627169399999998,0.15778032294117633,0.15233485235294109,0.14420271705882348,0.1364556011764705,0.1305628270588235,0.12394909470588222,0.11482021294117628,-0.044140476078431384,-0.05476604607843141,-0.06448143137254905,-0.0743887149019608,-0.08299320901960786,-0.08872231372549017,-0.09203170549019604,-0.08974784490196075,-0.08693197431372546,-0.0726829424117647,-0.059223567219251344,-0.04680277249999995,-0.03907425131221717,-0.03413610319327731,-0.028396866196078452,-0.022437897132352974,-0.008744183529411781,0.01041642823529415,0.028249216470588256,0.04804652529411768,0.06644776764705881,0.08341394764705876,0.09744681823529402,0.10723954941176461,0.11479195529411756,0.12310428176470584,0.13133084999999992,0.13708697705882342,0.14534278470588224,0.15684066941176467,0.16791114705882357,0.17642888176470592,0.1763948652941177,0.17107979235294116,0.16877501588235297,0.1647900705882353,0.15806580647058827,0.15221369529411774,0.14573456294117648,0.1366856029411765,0.12892900882352942,0.12028512352941179,0.109635275882353,0.09940164941176477,0.08998503352941184,0.07676328588235293,0.06320180235294115,0.05171286117647056,0.03622653529411757,0.030375963529411798,0.022109745294117633,0.011325234705882314,0.005061591764705886,-0.0038787488235293988,-0.010904498235294047,-0.017212137647058756,-0.023317623529411746,-0.031060824117647046,-0.037925112352941215,-0.04543166882352945,-0.05287013235294119,-0.06623143411764709,-0.0768769929411765,-0.08576169,-0.08871163176470587,-0.08734628823529422,-0.08688336117647066,-0.08382101352941179,-0.07956797999999998,-0.0758592388235294,-0.07232519588235292,-0.06912076705882353,-0.06441851176470587,-0.05894027470588237,-0.05168047470588233,-0.042775156470588216,-0.03410565529411763,-0.01997210823529405,0.0015056123529412213,0.018924462941176445,0.0392335123529412,0.05210289176470595,0.06407174823529416,0.07548974470588238,0.08379478588235284,0.09294136999999986,0.1006929829411764,0.10985678294117646,0.11710698235294115,0.12361066764705886,0.12982702000000007,0.13462502882352945,0.13851962176470595,0.14417759470588243,0.13719104705882362,0.129429001764706,0.11823064882352946,-0.06535721575816997,-0.08298691811111111,-0.10008709222875817,-0.11517006787581696,-0.12668015364052287,-0.13331769858169934,-0.137115148875817,-0.13969665958169936,-0.141492063875817,-0.13143242287058823,-0.1230356566417112,-0.11523764768627448,-0.10772318434841627,-0.09937543610504199,-0.0912985193215686,-0.08426318125367643,-0.07682879441176467,-0.057513753823529405,-0.03901864470588235,-0.022292283176470612,-0.009399725764705893,-0.0016075728823529353,0.0032959150000000034,0.007297228941176487,0.01071669805882354,0.013458834235294113,0.016181505823529417,0.01835790405882353,0.019850425235294115,0.02097407223529412,0.02100625088235293,0.021244026882352933,0.020212133352941183,0.018256547117647064,0.016712770058823524,0.015007517999999997,0.013685347481617649,0.012955038019607838,0.012389482621848726,0.01126333822171944,0.009493797455882351,0.007845983598930475,0.006110458799999982,0.004639995405228747,0.0037091419934640463,0.002556849052287577,0.001661474816993469,0.0005124811699346449,-0.0003999611830065447,-0.000129713183006544,1.9128875816995516e-05,8.099505228757742e-05
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
