UniprotID	Q9P2S6-2
pNuLoCScore	0.3020330211111111,0.29132397499999996,0.28441807,0.2812769133333333,0.28169007384615385,0.28231064,0.28328436133333335,0.2842282325,0.28498844411764707,0.27612117941176473,0.2692254829411765,0.26769197470588224,0.26840846058823525,0.2703624164705882,0.273228134117647,0.2775169976470588,0.28420559,0.29156180529411774,0.2989964152941177,0.3055862847058824,0.3105415817647059,0.3135676582352942,0.3163926188235295,0.3189874788235295,0.32305486882352946,0.32603208235294123,0.3304717482352941,0.3352195294117647,0.34104209647058825,0.34676222999999995,0.3520855752941176,0.35657564176470585,0.36042605999999994,0.36294442470588234,0.3645002117647058,0.3664732158823529,0.36813222,0.3694562982352942,0.37021323764705877,0.3710079770588235,0.37158151352941177,0.370929954117647,0.3715475035294118,0.3708575729411765,0.3691724976470589,0.3662851329411765,0.3635806947058824,0.3608799682352941,0.3584231282352941,0.35706849176470584,0.3566258623529411,0.3572240105882352,0.35814252823529413,0.35906696294117646,0.36038953764705883,0.36197112941176474,0.3684957105882352,0.3725316605882353,0.3754552682352941,0.37787043294117645,0.3802694705882353,0.3832188417647059,0.38629711411764706,0.38897911470588237,0.39190376529411763,0.39516156058823526,0.39730575352941183,0.39895462647058827,0.40055260294117656,0.4018272076470589,0.40304936764705884,0.40424196705882354,0.4052264147058824,0.4010689852941177,0.3996741352941177,0.39920273941176476,0.3989308041176471,0.3986654017647059,0.39810635058823535,0.3977167547058824,0.39709570058823535,0.39560094999999995,0.3932286970588235,0.3923489129411765,0.3915900547058824,0.3911368994117647,0.3908788570588236,0.39086099647058825,0.39146960647058826,0.39447676882352944,0.3967425817647059,0.39792426411764703,0.3974737147058824,0.3980890617647059,0.3978445547058823,0.39810453588235295,0.39790403294117643,0.39803835176470587,0.3989639652941177,0.400204625882353,0.4011205229411765,0.4023842817647059,0.4034537747058824,0.40476138470588235,0.40607147000000005,0.40613316,0.40399211294117643,0.4023064394117647,0.4017953494117647,0.402854325882353,0.40279770705882356,0.4035561011764706,0.4038897135294118,0.40471809352941174,0.40531372823529427,0.4056877752941177,0.4062626911764706,0.4063480135294118,0.40613527235294117,0.40570439058823526,0.4011017241176471,0.39639273117647056,0.390123404117647,0.38423208470588227,0.38110545647058813,0.37943725705882353,0.3787274170588235,0.3790087917647059,0.3798319947058824,0.38106179176470595,0.38191019882352945,0.38300198058823526,0.38472632411764707,0.3866504694117647,0.38903121941176466,0.39193265294117646,0.39532734235294115,0.40292008470588236,0.41094245117647066,0.4212581376470589,0.43085661352941185,0.4386538705882353,0.44494878764705886,0.45001956411764704,0.45379792705882355,0.457062144117647,0.45986994294117645,0.4632000017647058,0.46672840235294116,0.4696900729411765,0.4728319335294118,0.4759702994117647,0.48364230705882344,0.4905800794117647,0.49552333117647057,0.4996122729411765,0.5038541494117647,0.5091069964705882,0.5138325529411766,0.51838299,0.5229095429411765,0.5279681535294117,0.5326900017647059,0.5365507247058823,0.5406261952941177,0.5442889511764706,0.548148317647059,0.5520186529411764,0.5558535529411763,0.5549135276470587,0.5542123417647058,0.5550797682352941,0.5558272629411765,0.5562104858823529,0.5560415411764705,0.5560392823529412,0.5559851647058826,0.556163594117647,0.5563873029411764,0.5567844382352942,0.5577218811764706,0.5582179105882353,0.5589905905882352,0.5593404200000001,0.549010615882353,0.5386932382352941,0.5227755570588235,0.5096884605882352,0.4965003694117648,0.4846444670588235,0.4731816929411765,0.4620719870588235,0.45116470882352944,0.4399731923529412,0.42827878764705885,0.4165736623529412,0.40496270588235295,0.3934805752941177,0.38166576352941173,0.3701307323529411,0.35873865,0.35791755705882355,0.35645610411764705,0.3605250011764707,0.3618368564705883,0.36352759176470595,0.36433492294117653,0.3646868011764706,0.3646200441176471,0.3644076258823529,0.3641871747058824,0.36435658529411763,0.36453311176470593,0.36468942823529416,0.36483083294117646,0.3652771976470588,0.3630397988235293,0.35953839882352934,0.35702363352941174,0.35563966999999996,0.3547167676470588,0.35367982588235286,0.3514858335294117,0.35006746411764705,0.3487529323529412,0.3474593817647059,0.3459881429411765,0.34515590470588237,0.3446784870588236,0.3442089511764706,0.3433707182352941,0.3422923882352942,0.34151310294117654,0.34329843529411774,0.3464304835294118,0.34861880294117653,0.35012808647058824,0.35125451411764713,0.352481541764706,0.35474852529411777,0.35630328235294123,0.3574544129411765,0.35861800764705887,0.35974969764705883,0.3605247082352941,0.36110886529411773,0.3618927088235294,0.36319868235294117,0.36706432647058823,0.3700579823529411,0.37218408411764703,0.3733436535294118,0.3736165923529412,0.3739391011764705,0.3742357482352941,0.374484385882353,0.3747760576470588,0.3750436123529411,0.37570797411764695,0.37630014588235283,0.37705796176470574,0.37789539117647053,0.378744908235294,0.3794455294117646,0.37993861941176466,0.3782011323529411,0.3771291323529411,0.37682587588235295,0.37751862294117644,0.3790670164705882,0.3801960535294117,0.3811519511764705,0.38199993411764704,0.38280400941176473,0.3834074329411765,0.3839373252941176,0.38439681352941174,0.3846585564705882,0.3848675429411764,0.38501971705882354,0.3860260099999999,0.3862640170588235,0.3853733041176471,0.3832262129411765,0.3813209835294118,0.37939414705882357,0.3779695294117647,0.3769408058823529,0.3760956694117647,0.3751318958823529,0.3741262252941176,0.3734802282352941,0.3727599376470588,0.3720948211764706,0.37157368882352937,0.3710566076470588,0.37067370529411764,0.36948126176470586,0.3691791441176471,0.36995285352941176,0.37198470764705893,0.3739161247058825,0.37587017294117653,0.37724830588235303,0.37855797647058825,0.37979251529411767,0.38122590176470583,0.38270894117647053,0.3839481605882353,0.3851896147058823,0.38637716882352935,0.387401054117647,0.38303910294117643,0.3812478064705882,0.37968250647058827,0.37898784294117643,0.37861543823529414,0.3777905576470589,0.37669711882352946,0.3758983305882354,0.3753630741176472,0.3749523282352942,0.37455347117647064,0.37372227882352943,0.37215450470588235,0.37028964,0.36876788235294117,0.3672737035294118,0.36597995647058823,0.3698762905882353,0.3712602588235294,0.3723706276470588,0.3726379752941177,0.372766321764706,0.37334384823529415,0.3741672070588236,0.3747306482352942,0.37516494117647065,0.3754326870588236,0.37571329352941185,0.3763890264705883,0.3777872900000001,0.37954609529411765,0.3809825870588235,0.3843576676470588,0.3869124347058823,0.3889071888235294,0.3903150388235294,0.39038047,0.3899571505882353,0.3896217217647059,0.39007900529411765,0.39148380882352946,0.3935323500000001,0.39548906176470594,0.39749034058823535,0.3999190735294118,0.40285367117647064,0.40607385117647055,0.40970915764705884,0.41334013647058826,0.41526433705882354,0.4179666964705882,0.421239225882353,0.42506863,0.43022991235294117,0.4358716829411765,0.4414025958823529,0.44611882352941173,0.4499187594117647,0.4530829729411764,0.4562695964705882,0.4596022688235294,0.46248355235294125,0.4649267594117647,0.4670816888235294,0.4816636476470588,0.48848988470588234,0.4988519347058823,0.5121738417647059,0.5255757217647059,0.5386267205882354,0.5483085264705883,0.5561860411764706,0.56225388,0.5678876423529412,0.5725252735294118,0.5765583394117648,0.5800307417647061,0.5831806376470587,0.5860602570588235,0.588593245882353,0.5906474105882353,0.5791110576470588,0.5735206541176471,0.5632713111764706,0.5498802329411765,0.5374173517647058,0.525152978235294,0.5160804135294117,0.5085769270588234,0.5025645923529412,0.4967288352941176,0.49165305882352944,0.48680535588235296,0.48248753,0.4782754464705883,0.4742902905882354,0.4711293788235295,0.4680584541176471,0.46580200470588234,0.4652724476470588,0.46548440352941184,0.4656017858823529,0.464553134117647,0.46310692705882356,0.46135275823529415,0.4598105564705883,0.45842078352941185,0.45720113764705894,0.45599891235294127,0.4550653611764706,0.45414313058823524,0.4533139335294118,0.45240137941176467,0.45071932235294115,0.44894676294117647,0.44656343117647057,0.444536464117647,0.44261342941176474,0.4408430064705883,0.4394406611764706,0.4384057241176471,0.4377823611764706,0.4371257994117647,0.4365636170588235,0.43602974352941165,0.43560999529411754,0.4352173388235294,0.4348330835294117,0.43395297882352935,0.4330024235294117,0.4325985270588235,0.4328342464705882,0.4334546535294118,0.43442455588235296,0.43573147588235295,0.4371797323529412,0.43867624235294117,0.44038956823529407,0.44215405529411766,0.4439201717647059,0.4457205123529412,0.447526024117647,0.44926215058823527,0.4510051394117647,0.4527847429411765,0.4549937241176471,0.45729070294117646,0.4591871035294118,0.4609555547058824,0.46287802176470594,0.46420117,0.4651904552941177,0.46598448,0.4666499341176471,0.4671102941176471,0.4675834652941177,0.4680404223529412,0.46840357588235293,0.4688094241176471,0.4692503182352942,0.46731437235294115,0.46563205941176466,0.46449570058823525,0.4639804235294117,0.46340846058823526,0.46272070352941164,0.46213124823529406,0.46140441647058816,0.46086784705882355,0.46043509823529416,0.4599323994117647,0.45942865235294117,0.45898829882352943,0.4584928752941177,0.4578658241176471,0.4572570805882353,0.45672870411764704,0.45863310882352937,0.4602208994117647,0.46126469176470586,0.46172900705882347,0.4623525876470588,0.4629556052941176,0.46332695705882343,0.4637113817647059,0.463902064117647,0.4640797894117647,0.46431837647058827,0.46452427529411766,0.46449934941176474,0.46429977588235294,0.4639258041176471,0.4640825570588235,0.46437105117647054,0.46434645352941173,0.46415776411764703,0.4633151523529411,0.4626874517647058,0.4621409329411764,0.4617610841176471,0.46144936764705885,0.4612179164705883,0.46095419705882357,0.4607588464705883,0.4606968117647059,0.4605223594117647,0.46024922,0.459994424117647,0.45996568764705875,0.4592156476470588,0.45829035823529407,0.45760804529411764,0.4570431688235294,0.45704912999999997,0.4568515423529411,0.4565776241176471,0.4561004817647059,0.45559511823529414,0.45511859176470587,0.4546345835294118,0.4540048705882353,0.45322186529411773,0.45257405411764706,0.4521511623529411,0.45064696,0.449523094117647,0.44897819705882347,0.44871888529411763,0.44858296176470586,0.4487045311764706,0.44870744647058824,0.44883324588235296,0.44894817411764704,0.4491368335294117,0.44940069999999993,0.44958065999999997,0.4495954905882352,0.4495745470588235,0.4496742552941176,0.44962838235294117,0.4496162005882352,0.45072547529411766,0.4514553047058823,0.45172517,0.4516275617647058,0.4513756305882352,0.45094962352941176,0.45076354,0.45045454470588236,0.45012230823529414,0.44981019529411764,0.4494713529411765,0.44917456235294123,0.44897162941176477,0.44885266705882354,0.4486531447058824,0.4491471182352941,0.4495518105882353,0.4498024823529412,0.4497044017647059,0.4498420252941177,0.45015580705882347,0.45062358529411767,0.4510084805882353,0.45139396117647057,0.4517582417647058,0.452105778235294,0.4523529699999999,0.452485794117647,0.4526022905882353,0.45270079058823526,0.45298537823529406,0.4532947382352941,0.45297866529411773,0.4527201564705883,0.4526146582352942,0.45272889176470593,0.45237853882352946,0.4517710676470589,0.45095726647058826,0.45007056000000006,0.4491392335294118,0.44824715,0.44739015705882357,0.4466263876470588,0.4459691005882353,0.4452933723529412,0.4446809788235294,0.44496192764705883,0.44509895294117646,0.4452993823529412,0.4452008788235293,0.44533083117647054,0.4457163699999999,0.44627432941176465,0.44611155764705873,0.4458798764705882,0.4454975929411764,0.44491369411764703,0.44392681470588236,0.44290023000000006,0.4418883782352942,0.4409188570588236,0.44007611058823537,0.4393035029411766,0.4374000794117648,0.43568569058823536,0.43405135235294123,0.4327512817647059,0.43138224999999997,0.4299180741176471,0.42848122705882347,0.42788716529411763,0.4274066652941176,0.4272451494117646,0.4273335270588235,0.42785718176470583,0.42841371529411765,0.42897628823529416,0.42953054235294125,0.43120208941176474,0.4324352482352941,0.43402426882352935,0.43556659176470586,0.43673764,0.4380014358823529,0.43927869176470585,0.44057205470588234,0.44192651529411764,0.4431651005882353,0.44444337,0.44566139470588234,0.4468477335294119,0.4478906317647059,0.44889709470588235,0.4495880458823529,0.45001758823529414,0.4492805805882354,0.44885843235294115,0.4482613529411765,0.44785511882352946,0.4479241647058824,0.4477781211764706,0.44766331235294116,0.447553074117647,0.4473825635294117,0.44725848705882354,0.447072468235294,0.44688706411764706,0.44657871117647063,0.44636006117647065,0.4462300776470589,0.44653351117647055,0.44583986058823527,0.44540978,0.44508427529411765,0.44439765999999997,0.4436234064705881,0.4424247358823529,0.44145568352941167,0.44037203647058826,0.4391426547058823,0.43774434176470595,0.4363342623529412,0.4350576764705883,0.4337647794117648,0.4326130488235294,0.43138561882352944,0.43012814470588234,0.4288211482352941,0.42878462588235294,0.4284875182352942,0.4281630805882354,0.42804041058823533,0.4278707582352942,0.42788363000000007,0.42778209823529423,0.42778357235294123,0.42793786470588235,0.428298665882353,0.4286994041176471,0.42901452647058824,0.42936072999999997,0.4296865235294117,0.43126492117647053,0.43283308470588233,0.4341865329411765,0.4355162588235294,0.43673754470588233,0.4380091917647059,0.43923899352941176,0.4402603470588235,0.44128778235294114,0.4422864605882353,0.44317791588235295,0.4439940211764707,0.4448494552941177,0.44566329625000006,0.446593484,0.44764304428571416,0.4488232807692307,0.44852627916666665,0.44816285727272737,0.4479337930000001,0.44762061000000003
pNuLoCDScore	-0.01704457699346401,-0.02591184169934635,-0.03280753816993459,-0.03434104640522884,-0.033624560522875824,-0.031670604640522904,-0.028804886993464063,-0.024516023464052294,-0.01782743111111107,0.00023783029411778012,0.014578345294117667,0.02430937137254907,0.028851507918552066,0.0312570182352942,0.033108257490196136,0.0347592463235295,0.038066424705882396,0.049910902941176505,0.06124626529411764,0.06752755470588245,0.072633635882353,0.07639981352941178,0.07885744117647059,0.07905864411764707,0.07622046999999993,0.0713826194117646,0.06550379647058813,0.06088693117647048,0.05759063823529409,0.05588863999999999,0.05382061882352929,0.05202049823529398,0.048526644705882305,0.04489787176470578,0.041075755294117666,0.0356380435294118,0.028130401176470643,0.019522902941176534,0.011495119411764787,0.00430432647058826,-0.0020029317647058398,-0.005875932941176498,-0.007874349411764736,-0.009249205294117657,-0.009989691764705877,-0.01038933529411773,-0.009823699999999935,-0.009036847647058754,-0.003085802941176552,0.001601706470588271,0.003907764705882333,0.007012859999999954,0.011096972941176397,0.016933708823529403,0.022716419411764666,0.028099146470588254,0.03348063705882354,0.03809306882352942,0.04067989117647075,0.04173061588235305,0.04241007470588243,0.042760244705882466,0.04265983000000001,0.0422708376470588,0.03673070411764717,0.02853732470588244,0.02421886705882359,0.021332306470588314,0.018661333529411794,0.015446559999999998,0.011809236470588291,0.008737640000000046,0.005191935294117711,0.00043938941176469015,-0.004077056470588314,-0.00660571352941175,-0.008962548235294188,-0.01069030823529421,-0.012170510588235262,-0.013380970588235286,-0.013756808235294127,-0.006592216470588275,-0.0029315535294118233,-0.0012784752941177313,-0.0014570894117647004,-0.0005763400000000085,-0.0002617958823530331,0.00038778117647053634,0.000808332352941088,0.0024374017647059154,0.005735268235294189,0.007855712941176485,0.009530468235294132,0.011247382352941204,0.012574917647058814,0.013900388235294103,0.014601863529411785,0.011656391176470549,0.007249531176470536,0.004382175294117663,0.004321634705882316,0.0047652641176471056,0.004953152352941248,0.005451565294117666,0.0059856805882353425,0.006679741764705871,0.006349762941176562,0.005483149411764698,0.00514216823529412,0.00396373176470588,0.0026814976470587726,0.0009430058823529097,-0.004969745882352938,-0.009740428823529435,-0.013868708823529419,-0.018074354705882423,-0.02068989294117657,-0.023417068823529452,-0.02407029000000005,-0.024547309411764695,-0.02405771882352936,-0.02365630176470579,-0.023403529411764823,-0.022685794705882445,-0.021536367058823558,-0.019697544117647126,-0.017104052941176506,-0.013771737647058802,-0.00577438176470596,0.006527353529411806,0.020819047058823648,0.03702605294117661,0.049751157058823714,0.059216613529411766,0.06622137058823535,0.07101077235294112,0.07396593235294113,0.07600035235294106,0.077959744117647,0.08019802117647057,0.0820020782352941,0.08303960352941181,0.08380071411764711,0.08403764647058826,0.08831496470588229,0.08765999470588232,0.08458087999999991,0.07835413529411761,0.0729975358823528,0.07045312588235292,0.06888376529411772,0.06836342588235295,0.06911161588235298,0.07090600941176473,0.07282005882352949,0.07335072294117645,0.07389779294117654,0.0745988782352941,0.07531638411764718,0.07604835352941164,0.07221124588235289,0.06433344823529402,0.058689010588235224,0.05546749529411765,0.05197311352941181,0.047103489411764676,0.042208988235293954,0.03765629235294121,0.03307562176470602,0.02819544058823531,0.02369730117647051,0.020233713529411945,0.017095685882352885,0.013928959411764752,0.010842272941176234,0.007321767058823703,-0.0068429370588233285,-0.016220289411764566,-0.03143678470588229,-0.0453913076470589,-0.05932689352941167,-0.07156601882352936,-0.08285984823529402,-0.09396729529411768,-0.10482045588235311,-0.11619040176470585,-0.1281085152941176,-0.14021077588235303,-0.15275917529411764,-0.16473733529411766,-0.17732482705882346,-0.18920968764705898,-0.190271965882353,-0.18077568117647058,-0.16631945294117645,-0.14916345941176457,-0.1346635129411765,-0.12111687529411758,-0.10884676999999998,-0.0973851858823529,-0.08654466470588235,-0.07556556647058826,-0.06409161294117643,-0.05221707705882356,-0.040429594117647016,-0.02879114705882352,-0.016834930588235264,-0.00485353470588229,0.004301148823529333,0.0016208417647057827,0.000567529411764689,-0.00488533117647072,-0.007120088823529491,-0.009847765882353088,-0.012849089411764825,-0.014619337058823567,-0.0158671117647059,-0.016948244117647004,-0.018199031764705886,-0.019200680588235264,-0.01985462470588234,-0.020480477058823554,-0.021460114705882383,-0.022984809411764617,-0.021526695882352787,-0.016239963529411594,-0.01059314999999994,-0.007020867058823432,-0.004588681176470544,-0.0024253117647057287,0.000995708235294268,0.004681061176470713,0.007550350000000039,0.009995031176470603,0.012629864705882343,0.014593792941176464,0.0158462211764705,0.01689991411764713,0.018521990588235338,0.020906294117646995,0.025551223529411693,0.02675954705882333,0.025753600588235226,0.02472485058823526,0.02348850588235296,0.02268458705882337,0.021754206470588122,0.019735860588235232,0.01847277529411756,0.017589199411764567,0.01708996647058808,0.016550448235294002,0.01653325352941165,0.0167865258823528,0.01685219941176458,0.016246847058823455,0.012874292941176424,0.008143150000000043,0.0049450482352940694,0.0034822223529411556,0.003902030588235239,0.005127915294117713,0.005960305294117618,0.0066675652941174945,0.007223876470588253,0.007760397058823643,0.00769945882352957,0.007637179411764783,0.007338851764706,0.00676316529411769,0.006122634705882424,0.005574187647058915,0.006087390588235264,0.0080628847058824,0.008244171764705988,0.006400337058823535,0.003802360588235354,0.0003271305882353581,-0.0022265241176470107,-0.004211145294117591,-0.005904264705882345,-0.007672113529411828,-0.00928120764705892,-0.010457097058823528,-0.01163687588235296,-0.01256373529411764,-0.013293854117647053,-0.013963109411764763,-0.01535230470588228,-0.016782755294117657,-0.016194160000000013,-0.013273359411764718,-0.009336275882352862,-0.005478022352941092,-0.002099356470588176,0.0003075000000001271,0.002462307058823554,0.004660619411764766,0.007099676470588234,0.009228712941176442,0.011188222941176496,0.01309479352941173,0.01480347999999998,0.016344446470588248,0.012365397647058796,0.011766544705882342,0.010503362352941192,0.009034989411764671,0.006630730588235212,0.003874432941176398,0.0008269458823529363,-0.0013499752941176224,-0.0031949023529410647,-0.004840187058823497,-0.00667243058823519,-0.0089866623529411,-0.011793655882352927,-0.014899974705882335,-0.01760928647058818,-0.020127350588235227,-0.017059146470588205,-0.011371515882352912,-0.008422247647058845,-0.006617215294117629,-0.005977462941176459,-0.005024235882352901,-0.003353270588235313,-0.0017311235294117933,-0.000632425882353016,0.000212612941176471,0.0008792158823529572,0.0019910147058824212,0.004234521764705956,0.007497650000000133,0.01077821294117648,0.013708883529411686,0.01837771117647058,0.017036144117647034,0.017646930000000005,0.01794441117647061,0.017742494705882295,0.017190828823529347,0.016277873529411735,0.01591179823529404,0.016753160588235283,0.01836740882352944,0.02005637470588234,0.021777047058823495,0.0235300470588235,0.02506638117647053,0.0265277558823529,0.028726570588235356,0.02898246882352945,0.028351902352941216,0.02905950764705878,0.030924187058823605,0.03468816000000002,0.040272761764705844,0.04624996117647062,0.05132359058823527,0.05463501470588228,0.05638640941176459,0.05759391117647045,0.05877925588235283,0.059683195294117586,0.05962988117647061,0.058852908235294155,0.057372531176470565,0.06832351117647056,0.0732255476470588,0.08088523823529409,0.09093461588235291,0.1005070917647059,0.10839680823529418,0.11243684352941175,0.11478344529411771,0.11613505647058825,0.11796888294117652,0.11944230058823546,0.12028874294117664,0.12042847294117676,0.12069708529411749,0.12113349764705877,0.12151155705882355,0.10898376294117651,0.0906211729411765,0.07466871941176478,0.05109746941176463,0.02430451117647059,-0.0012093688235295108,-0.0231555482352942,-0.04010562764705894,-0.04878059118954253,-0.06251477848366016,-0.07365890201307193,-0.07750199966013076,-0.08080439613071896,-0.08571934789542485,-0.08920567907189544,-0.09413149083660133,-0.09951074377777779,-0.10137069470588236,-0.09885171043315508,-0.08820098441176473,-0.07422377651131222,-0.06120154531092438,-0.05255581340784313,-0.0487822174852941,-0.04804114052941175,-0.036669301470588236,-0.025567395941176463,-0.02100511064705883,-0.01527374711764709,-0.00826643123529415,-0.0017233362352941373,0.00550183376470588,0.01356444788235292,0.020292581647058827,0.024125591588235296,0.024104483882352964,0.018631447647058846,0.014134074529411803,0.010157394294117675,0.009282143941176477,0.011463472411764722,0.015562688000000019,0.01790035747058827,0.018203196882352987,0.016499631588235295,0.014832272176470623,0.012427375411764724,0.010844454529411754,0.008969025117647064,0.0069013051176470275,0.007075891352941163,0.008933785176470574,0.013532127882352904,0.016899382882352904,0.019812081411764645,0.022747408470588246,0.030491771176470603,0.03706349417647055,0.04378498888235288,0.05153581152941174,0.05905127035294121,0.0667577038823529,0.07442316564705884,0.08162286005882352,0.08884961005882355,0.09676832299999999,0.10450804535294118,0.11126970652941175,0.11625688829411762,0.12056284064705877,0.12576214388235302,0.129780388,0.12798072388235293,0.12084894529411766,0.11301167323529415,-0.028367994470588243,-0.039112302117647046,-0.046680592117647024,-0.05100589858823526,-0.050729037411764655,-0.046742163882352916,-0.04213039976470587,-0.03922660388235291,-0.03578973329411764,-0.020724806882352925,-0.009912654887700545,-0.0030321575882353013,0.0009493999638009454,0.0025420163949580465,0.006196784596078531,0.010553096183823607,0.01252128682352946,0.024331375647058867,0.03314209094117648,0.03778023800000002,0.03609386447058821,0.029557178588235283,0.022926905058823555,0.02121658799999998,0.01982129270588237,0.016783767999999977,0.013080766235294111,0.011653435294117637,0.010525717647058785,0.009953551764705859,0.008612997647058779,0.005479174705882328,0.005176837647058813,0.006247012352941145,0.00623412588235292,0.0048845176470588,0.004422239411764728,0.0039445717647059175,0.002979964705882354,-0.0011177135294117568,-0.0067263094117646915,-0.01167210999999993,-0.0166750376470588,-0.021391798823529373,-0.02556221882352938,-0.02787022588235294,-0.0297755105882353,-0.030438784117647055,-0.03263810411764703,-0.03486112235294114,-0.03486741058823528,-0.03381947470588231,-0.032431141764705934,-0.02941759000000002,-0.024962737058823542,-0.022282128823529396,-0.018993780000000016,-0.015686965294117672,-0.011773022352941198,-0.008470762352941169,-0.006120248823529434,-0.0041617747058823595,-0.003617825294117638,-0.0030559200000000175,-0.0009212605882353009,-0.0005283358823530149,-0.004050081764705893,-0.007546568823529443,-0.00900040588235293,-0.00942878352941176,-0.01099011647058823,-0.01103382470588235,-0.010187422941176472,-0.010403717058823536,-0.010383345294117635,-0.010339321764705894,-0.00940829882352942,-0.008543495294117631,-0.0071693976470587895,-0.005583518823529393,-0.002674682352941188,-0.0017422117647058477,0.00024081176470586163,0.00340595294117646,0.00608323882352943,0.006553098823529391,0.0070461399999999785,0.007503469999999984,0.0071907352941176506,0.007647728235294138,0.007828294705882394,0.007418527058823565,0.006976977058823525,0.006812575294117634,0.006601319411764672,0.005810031764705875,0.0032278005882352967,0.00029620588235293455,-6.694764705877931e-05,0.0009843447058823507,0.0012361929411764672,0.0012013570588235434,0.0014777035294117336,0.0014868494117646625,0.0019110352941175968,0.0021272599999999364,0.002483570588235229,0.0032375252941175825,0.004165314117647034,0.004302025882352956,0.004564648235294122,0.0049630505882352904,0.0060883464705882295,0.008366112352941213,0.009299997058823506,0.009075401764705893,0.008503294117647026,0.00983254117647056,0.010436221176470611,0.011019324705882377,0.011608119411764733,0.01189893000000003,0.011672374705882393,0.010231743529411808,0.008164532941176528,0.006121210588235254,0.0039886982352941025,0.002168545294117641,-0.00011550058823531217,-0.002361721764705893,-0.003618474117647069,-0.004949678823529452,-0.0064560776470588,-0.008604108823529355,-0.011359044705882337,-0.013473520588235283,-0.015532128823529417,-0.017856773529411757,-0.018719521764705843,-0.017727045294117644,-0.01559240235294121,-0.014303676470588167,-0.012250790588235277,-0.01051115352941176,-0.012380927058823515,-0.014909203529411774,-0.017609242941176495,-0.01988119117647058,-0.02117389117647056,-0.021850499705882376,-0.021280665000000032,-0.02163837088235296,-0.02214913852941175,-0.021614994999999984,-0.021354896764705894,-0.02233629852941177,-0.02462268911764702,-0.025627022647058836,-0.025754466176470564,-0.026565013823529396,-0.02338268029411765,-0.01577522970588234,-0.007595872647058799,-0.0008868508823529075,0.0047087432352941605,0.0089785623529412,0.011847722647058856,0.014958967352941221,0.018429767941176484,0.02116958676470586,0.02262154441176467,0.02440671264705882,0.02680086441176467,0.02954478852941174,0.03089915735294116,0.0327090120588235,0.03587878794117648,0.03563402029411765,0.034141736764705916,0.03272622794117647,0.03173600382352934,0.02925411794117644,0.02658165529411763,0.02544817529411761,0.023049424705882338,0.021353128823529466,0.02101391117647064,0.021397562352941213,0.020567648235294167,0.01949967058823532,0.01853074647058825,0.017539274117647052,0.01448466000000001,0.009698491176470564,0.005081253529411772,0.0006924823529411983,-0.0028176876470588086,-0.0039130347058823345,-0.0025685952941175982,-0.0017431005882352357,-0.0012779941176470078,-0.0005367864705882464,-0.0013644382352941409,-0.0034164294117647043,-0.005151955294117633,-0.006117446470588206,-0.007584261764705835,-0.009199560588235234,-0.01373586964705878,-0.015661859058823474,-0.01646073523529415,-0.016837727588235346,-0.017277162294117687,-0.018945098764705903,-0.02226422464705885,-0.025227395823529425,-0.02678835523529413,-0.028844951705882388,-0.030077300529411793,-0.03059808641176473,-0.03009234700000002,-0.030595677588235337,-0.03064677700000004,-0.030021528176470635,-0.02619960323529416,-0.019900596529411785,-0.015216025058823524,-0.011336195352941142,-0.00826302299999998,-0.004746350647058806,-0.0003763659411764875,0.0031869864117646807,0.005827639352941144,0.008351196411764683,0.010761352294117649,0.013244452294117609,0.015508602294117602,0.017321350529411722,0.01958710347058823,0.021362819941176475,0.02547923405882352,0.02536438794117646,0.02382184430147058,0.023402703254901958,0.023157940000000016,0.023311701583710376,0.02290113397058821,0.022436438556149713,0.0224892736470588,0.022602126928104593,0.021547273398692807,0.020217026928104592,0.018909921633986942,0.018040099281045774,0.016722176928104543,0.015529615751633974,0.01177483104575161,0.009130139281045724
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
