UniprotID	Q9Y6X6-4
pNuLoCScore	0.4005985411111111,0.418010927,0.4330169881818182,0.4515986941666667,0.46893813307692306,0.4828853378571428,0.49557117066666667,0.506911969375,0.5170801005882354,0.5294457452941177,0.5468578152941177,0.5701283370588235,0.5905367476470589,0.6099910017647059,0.6249637129411765,0.6365345152941176,0.64882666,0.6554705070588236,0.6626207011764707,0.6690763264705882,0.670309974117647,0.6696519447058824,0.6718038505882353,0.6738961723529412,0.6784912311764707,0.6844834252941178,0.6928632158823532,0.7015989947058826,0.7104158770588238,0.7179095300000001,0.7255399770588236,0.7339932064705882,0.741556792352941,0.7493892805882354,0.75584962,0.7595332123529412,0.7635582694117646,0.7696757829411764,0.7732171535294117,0.7773134064705881,0.7793691788235293,0.7762520347058822,0.7693979229411765,0.7633540388235294,0.7566958711764706,0.7518187947058824,0.747769715882353,0.743842605882353,0.7391880476470588,0.7331556264705882,0.7264027735294117,0.7198294929411764,0.7144474911764707,0.7090221529411764,0.7014290411764705,0.6958558470588235,0.6874272976470588,0.6866108370588234,0.6883877547058823,0.6928758782352942,0.6967313311764707,0.7016870188235295,0.7045450500000001,0.7074540441176471,0.7104703011764705,0.7130248823529411,0.7151369588235293,0.7181135264705882,0.7223893176470588,0.7274920647058823,0.7325926264705883,0.7388041994117648,0.7465239229411766,0.7543211664705883,0.7561437958823529,0.7576883605882353,0.7587956488235293,0.7587918447058823,0.7583260247058824,0.7575741441176471,0.7572047052941174,0.7570272670588235,0.7577779582352941,0.7594970088235294,0.7602014094117647,0.7603529458823529,0.76093353,0.7615953735294119,0.7614699094117647,0.7616108447058824,0.7594668623529411,0.7589769329411764,0.7593293717647059,0.7591580070588235,0.7575346811764706,0.7556790370588234,0.7552093276470588,0.7549674894117648,0.7546546947058822,0.7544225064705882,0.7541528441176472,0.7541550670588234,0.7543175982352941,0.7544149352941176,0.7543127741176471,0.7550641047058824,0.7553510247058823,0.7581096335294119,0.7593748823529413,0.7598208688235294,0.7609649535294117,0.7635250641176471,0.7665064464705883,0.7684165964705882,0.7697912229411765,0.7712943852941178,0.772541561764706,0.7738052617647061,0.7749523294117648,0.7760630352941177,0.7788730882352942,0.781723461764706,0.7837029070588236,0.7846876870588234,0.7856876394117647,0.7866731788235294,0.7875532029411767,0.7881991064705884,0.7884286100000001,0.7887651717647061,0.7890949117647059,0.7892375764705883,0.7891658788235294,0.7892173276470589,0.789417204117647,0.7897305688235294,0.7900668276470588,0.7886778511764706,0.7874029894117646,0.7867687047058823,0.7871506205882352,0.7874846623529411,0.7874492858823529,0.7876047735294118,0.7877005758823531,0.7881856723529412,0.7886258152941177,0.7892242564705884,0.7898154129411765,0.790345361764706,0.7906853247058823,0.7907340270588236,0.7883693470588236,0.7880706270588235,0.7884667505882352,0.7890355182352939,0.7899883094117648,0.7910116405882353,0.7922394223529413,0.7933950576470589,0.7945520500000001,0.7957388276470589,0.7968580194117647,0.7979767147058822,0.7990967894117648,0.8003973941176471,0.8019148229411764,0.8034338052941177,0.8051002441176471,0.8089953417647059,0.8107007735294117,0.8117500088235294,0.8125207529411763,0.812976248235294,0.8132308405882352,0.8132081070588235,0.813262154117647,0.813233274117647,0.8131854352941176,0.8132047294117646,0.8131588123529411,0.8130730888235294,0.8128699688235295,0.8125843682352941,0.8137302388235294,0.8141689682352942,0.8141219529411764,0.8140217411764706,0.8137625788235293,0.8135421435294117,0.8133761547058824,0.813116958235294,0.8129908976470588,0.8130998211764706,0.8133396388235292,0.8136321211764705,0.8137630505882352,0.813788788235294,0.8136049647058824,0.8134895505882354,0.8132774805882352,0.8116831923529413,0.8106526364705883,0.8101222635294116,0.809740328235294,0.8095333629411764,0.8093105041176469,0.8090099064705881,0.8088393047058822,0.8085852199999999,0.8081226905882353,0.807641294117647,0.8071182864705883,0.8065120011764707,0.8059322364705883,0.8056383894117648,0.8048484770588236,0.8035974352941178,0.8018152270588237,0.7983728447058824,0.7927503741176473,0.7860985229411765,0.7791781623529412,0.7712203182352941,0.7623863770588235,0.7536753858823528,0.7446974917647058,0.7355772035294116,0.7260783423529409,0.7158858182352941,0.7059385776470588,0.6960888188235294,0.6858214658823529,0.6760389041176471,0.6667587658823528,0.6580891476470587,0.6512705270588235,0.6463751211764704,0.6426067547058822,0.6393249811764705,0.6372167335294115,0.6362340888235294,0.635285874117647,0.6346316235294118,0.6341647311764708,0.6340177600000002,0.6348190111764707,0.6356685635294119,0.6393622047058826,0.6433987223529414,0.6486617282352941,0.6538505788235294,0.6586914858823528,0.6631812564705881,0.6679720505882353,0.6723412776470588,0.6759828829411765,0.6796510864705883,0.6830838605882354,0.6863392900000003,0.6895544405882355,0.6928824447058823,0.6963273711764705,0.6995687070588237,0.702724695882353,0.7030387223529412,0.7034142729411765,0.702525908235294,0.7017290694117647,0.7012016629411766,0.7009616864705882,0.70052351,0.7001645594117648,0.6998501335294118,0.6986616747058824,0.6974244482352941,0.6958914347058823,0.6945474876470586,0.6929982547058823,0.6909383405882351,0.6810158888235294,0.671180832352941,0.6589453411764705,0.6459493494117647,0.6325896494117648,0.6188680870588237,0.6048452805882353,0.5901864258823528,0.5756068952941176,0.5609302094117646,0.5461472564705883,0.5319730435294119,0.5178402194117647,0.5038517564705882,0.4896625988235294,0.4752651299999999,0.4612814735294118,0.45509043705882357,0.44872683882352943,0.4447738052941177,0.4415351229411765,0.43860535058823524,0.4360456517647059,0.43374926235294115,0.4320105776470588,0.4304315188235294,0.42927225588235296,0.42864711647058823,0.4280321505882353,0.42732227,0.4267541111764706,0.42624343352941174,0.42624462235294114,0.42412983176470587,0.4211932176470588,0.4164425805882353,0.41287693058823527,0.4099004352941176,0.40671549764705883,0.40331581,0.40023449647058823,0.3973070211764706,0.3941347711764706,0.39095824529411766,0.3878010729411765,0.38458376,0.38160536294117653,0.3788036041176471,0.3760327641176471,0.37322095529411764,0.3726343123529412,0.37266096823529415,0.37420157647058827,0.37384588588235296,0.37309194588235295,0.37249508941176473,0.37216919941176463,0.3717478564705882,0.371366624117647,0.37145732470588233,0.3715786511764706,0.3716291276470588,0.37212783294117646,0.37253068176470583,0.37222673176470583,0.37350428,0.37548507235294126,0.37758984941176477,0.38005261000000007,0.38233185294117655,0.3852380947058824,0.387898685882353,0.39037652470588236,0.39234855647058825,0.394142314117647,0.3952875258823529,0.3959682423529411,0.3957516023529411,0.39606384823529406,0.39592434352941175,0.3959283194117647,0.3965236341176471,0.3954398435294118,0.39362160823529413,0.3916582152941177,0.389703645882353,0.3883654829411765,0.38713439647058817,0.38602464058823527,0.38526613294117645,0.38502442823529415,0.3848037194117647,0.38507229000000004,0.38546720941176477,0.38652228000000005,0.38680418882352946,0.3850030411764706,0.3839129976470589,0.3790068564705883,0.36988668764705884,0.3667578088235294,0.36348496529411767,0.3585533870588235,0.35434276764705885,0.3502255982352941,0.3470499394117647,0.3444204964705882,0.3414659358823529,0.33822168999999996,0.33555524294117645,0.3330146264705882,0.33077793235294123,0.3289215911764706,0.3294511523529412,0.32905020647058825,0.33244905941176467,0.3398705305882353,0.34130928,0.3431010447058823,0.3464425970588235,0.3487133499999999,0.35093420764705874,0.3523228852941176,0.35318381058823534,0.3543797405882353,0.35561854058823533,0.35651703058823536,0.3574201252941177,0.36329110588235297,0.36823927705882353,0.3726019741176471,0.37656573588235304,0.38006906294117654,0.38378457058823534,0.3871559494117648,0.39023111588235304,0.3931358041176471,0.39625768,0.3992427017647059,0.4020918358823529,0.4046349735294118,0.4067972652941177,0.4089047894117647,0.4107658370588236,0.4124430135294118,0.4088657935294119,0.4062198852941177,0.4040087835294117,0.40220137588235294,0.40085081000000006,0.3995666600000001,0.3985754517647059,0.3976355288235294,0.39677304117647066,0.3959261570588236,0.39517419529411774,0.39433820117647067,0.3937604129411765,0.3935274635294118,0.39359154411764713,0.39506938176470585,0.39572958882352943,0.3959679341176471,0.39608305529411764,0.3957508847058824,0.39337137823529417,0.38872449705882356,0.38228812529411765,0.3746924605882353,0.36583702529411766,0.36087396235294117,0.3554359517647058,0.34982903235294116,0.34504031647058825,0.3401172994117648,0.33538207000000003,0.3306409935294118,0.3245979729411765,0.31936347411764704,0.31443247764705884,0.3100803776470588,0.3064377152941176,0.3049064735294118,0.3057402464705883,0.30850063647058823,0.31247154823529416,0.31769258588235294,0.3191559358823529,0.3211413582352941,0.3234974035294118,0.32508656647058826,0.32717470294117657,0.3354082417647059,0.3440410223529412,0.35253465294117653,0.3605466476470588,0.3684958511764706,0.3756045170588235,0.3820303323529412,0.3883280152941177,0.3942658070588235,0.4002195658823529,0.4061872129411765,0.4122013817647059,0.41813912941176473,0.4241144529411765,0.4299652782352941,0.4358392441176471,0.4412657964705882,0.4403183,0.43889968411764707,0.4375183235294117,0.4367102582352941,0.4361774629411764,0.43600672705882354,0.4361737588235294,0.4364817923529412,0.4369180435294118,0.4371688688235294,0.4372864847058824,0.43727022000000004,0.43728182,0.4372253341176471,0.4369924817647059,0.4317090876470589,0.428317001764706,0.42553924470588245,0.4238480211764706,0.4226680052941176,0.42125059235294116,0.42013208647058825,0.41893556176470587,0.4177719141176471,0.416742285882353,0.4158378170588235,0.4148769017647059,0.41400497529411767,0.4133150405882353,0.41264058647058827,0.4118872647058823,0.4111544952941176,0.4153840076470588,0.4178093111764705,0.41962955117647055,0.4202793158823529,0.4204791511764705,0.42093897470588226,0.4210903570588235,0.42125934705882356,0.42146749823529417,0.42148688352941177,0.4213047176470588,0.4209540729411765,0.42052933882352944,0.41996538294117647,0.41921854705882355,0.41643106,0.4141714776470588,0.4113826864705883,0.40847923,0.40594846352941183,0.4038215858823529,0.4019447441176471,0.400269955882353,0.39884675411764703,0.39772020529411767,0.3964272817647059,0.3952201352941177,0.394022385882353,0.39318031411764715,0.39245151411764717,0.3917600458823531,0.3913144852941177,0.39294052647058836,0.39404994294117657,0.39565509117647063,0.3972533205882353,0.39856924588235293,0.39957275470588227,0.40021625529411753,0.4006018094117646,0.40063641352941165,0.4004216123529411,0.40042524941176466,0.4003900917647058,0.4005830347058823,0.40061765470588234,0.40053875411764706,0.40173292941176475,0.40234536705882346,0.40334028352941176,0.4045128276470588,0.40604126588235295,0.40768332235294125,0.40908686294117647,0.4098438611764706,0.41062802,0.41158012,0.41276651176470597,0.41406367882352946,0.41525346294117643,0.4161563082352941,0.41703973,0.4180928335294118,0.4191362952941176,0.4189157570588235,0.41921916941176474,0.4192800141176471,0.4192786523529412,0.4190370888235294,0.4187378417647059,0.4185762482352941,0.4191403941176471,0.41982141470588236,0.4204293605882353,0.4210008570588235,0.4215098282352941,0.4220232611764706,0.42272909823529414,0.4234355747058824,0.4264740635294118,0.42938406176470584,0.43221936647058823,0.4349489382352941,0.43700269,0.4391391605882353,0.4413276464705882,0.4435177858823529,0.4454549252941176,0.44731729000000003,0.4491601929411765,0.4509389382352942,0.45268511941176476,0.45439475764705883,0.4561559064705883,0.4579970741176471,0.4598105541176471,0.45914992058823534,0.4587083835294118,0.45833372294117647,0.45797262235294117,0.45811365882352945,0.45811911882352946,0.45799349,0.45786740705882356,0.45802577411764706,0.4582126329411765,0.45834845764705884,0.4584740729411765,0.4585607976470588,0.4585664723529411,0.4584196188235294,0.45964638235294114,0.46097326588235293,0.4624033152941176,0.46397462882352936,0.46558973941176474,0.46715551999999994,0.46868592235294115,0.4697892105882353,0.47082258705882357,0.4718640729411765,0.47291796705882355,0.47401640352941177,0.4751555888235294,0.4763155211764707,0.4775225600000001,0.47874622058823535,0.48005870411764706,0.4799118964705883,0.47969381352941176,0.47943904,0.47903725588235296,0.4785984758823529,0.4783117358823528,0.4781804805882352,0.4785022964705881,0.4789819276470588,0.4794783111764706,0.47995229470588235,0.48038220176470586,0.48077394764705883,0.48112329000000004,0.48144223352941173,0.48254760235294114,0.4835925664705882,0.4843871488235294,0.4853285388235294,0.4862750394117647,0.4872359382352941,0.48821557764705886,0.48916098058823526,0.49004153,0.4907998394117647,0.49147628235294116,0.49206026294117644,0.49266215588235296,0.49326038,0.4937958894117647,0.49433568529411764,0.4948312182352941,0.49447129823529407,0.4940961323529411,0.4939459247058822,0.4935075117647058,0.4930242776470588,0.49245947941176466,0.49186520882352935,0.49122669588235296,0.49061563882352943,0.490086275882353,0.4895613641176471,0.4890214935294117,0.48848201705882355,0.48794813647058827,0.48748094294117655,0.4877092176470588,0.48794246176470585,0.4879801194117648,0.4882518764705883,0.4884742282352942,0.48867856,0.48878076705882345,0.48900355705882353,0.4893120664705883,0.4896546705882353,0.49000775117647055,0.4904039852941176,0.49086907470588226,0.4914028305882352,0.49188053882352945,0.4923506529411764,0.4928563723529411,0.49271421352941175,0.4926145341176471,0.49283179823529416,0.49298365529411775,0.4933408935294118,0.49379093705882354,0.4942921394117648,0.49455690687500004,0.494754674,0.4949705471428571,0.49518315076923075,0.495354535,0.4955078818181818,0.495710998,0.49598982222222227
pNuLoCDScore	0.1164815594771243,0.1288472041830066,0.1462592741830066,0.1695297959477124,0.18993820653594778,0.2093924606535948,0.22436517183006538,0.23593597418300655,0.2482281188888889,0.23745958005882362,0.22960371299465243,0.21747763230392153,0.20137184104072398,0.18676660684873958,0.17623267992156866,0.16698420297794114,0.1614111305882353,0.15503768000000007,0.14600540058823552,0.13147065764705912,0.11987912941176493,0.10791852823529424,0.10057626411764709,0.09745869117647055,0.09273013235294103,0.0939187735294118,0.09322891882352935,0.09045688588235301,0.0932482952941176,0.10002383823529404,0.10141330294117634,0.10341723411764692,0.1008779476470586,0.09176860941176446,0.07653470705882326,0.06175504411764676,0.04627999411764683,0.03390926470588229,0.02222973882352941,0.00984939941176477,-0.0023687447058822197,-0.01623365411764721,-0.02944684647058826,-0.03970371941176487,-0.04911077823529397,-0.060653630000000014,-0.07178811235294114,-0.08145755941176458,-0.09194188117647051,-0.0896411976470588,-0.08101016823529417,-0.0704781605882352,-0.059964539999999955,-0.05013177588235296,-0.04322466588235285,-0.03638856176470584,-0.028717746470588335,-0.020130744117647037,-0.011265814705882393,-0.0017159664705881372,0.007941826470588165,0.018469911764705915,0.03116358529411778,0.042948352352941255,0.059096625294117855,0.06771032941176491,0.0677560411764706,0.06481248235294113,0.062064317647058664,0.05710482588235288,0.05378097470588228,0.0501201,0.046734404117646955,0.04400238470588236,0.0426409994117648,0.0413834823529412,0.0378120917647059,0.03286088117647057,0.028340903529411654,0.022791174117647084,0.01494598647058809,0.007289678235294028,0.0033230664705882207,0.0012885723529411086,0.0005337229411765954,0.0003661623529411795,-0.0007913435294117921,-0.0018951070588236751,-0.0019953776470585938,-0.0020597776470586693,-0.003123263529411946,-0.005074502352941268,-0.006048565294117569,-0.006197878823529512,-0.0066159317647058735,-0.00718043823529424,-0.007157135294117656,-0.006546739999999995,-0.0041158376470588065,-0.0008672994117645549,4.551058823532017e-05,0.0006628617647058688,0.0034302723529411328,0.007846027058823646,0.011297118823529462,0.013449107058823406,0.015136528235294322,0.016871878823529585,0.01838871764705885,0.019650194705882695,0.020634731176470744,0.02164810000000006,0.024560314117647142,0.026659357058823607,0.028351882352941282,0.02657805352941156,0.02631275705882341,0.02685230999999999,0.026588249411764964,0.02467404235294135,0.021922163529411787,0.02034857529411782,0.019303688823529397,0.017943191176470585,0.01662431705882339,0.015412065882352777,0.014464874705882202,0.013667533529411746,0.011193739411764603,0.006954389411764628,0.0037000823529409477,0.0020810176470589248,0.0014629811764704792,0.0008114835294117384,-0.00010391705882384361,-0.0005943329411766118,-0.0007280341176469918,-0.0005794994117648278,-0.0004690964705882372,-1.3319999999983345e-05,0.0006495341176471214,0.0011280341176471698,0.001268120588235222,0.0010034582352941301,-0.0016974805882352673,-0.0006072241176471316,0.0010637611764706678,0.0022668135294116043,0.0028376888235296382,0.0035269782352941315,0.0047901364705884575,0.005790284117647038,0.006851474117646972,0.007553155294117708,0.008232204117647024,0.008752458235293803,0.009281376470588243,0.010052032352941054,0.011229498235294177,0.012699778235294112,0.01673089705882358,0.02092471470588242,0.02223402294117649,0.022714490588235492,0.022532443529411528,0.021964607647058765,0.020991418235293935,0.01981304941176465,0.018710104117646953,0.017494446470588065,0.01632741588235287,0.01522801470588242,0.014062022941176311,0.012675694705882257,0.010955145882353023,0.009150562941176443,0.008629994705882216,0.005173626470588277,0.0034211794117646743,0.0022717323529412026,0.0012418258823529982,0.0005658952941176576,0.00014531411764717728,-9.114882352956322e-05,-0.00027125647058823255,-0.00013345294117639295,0.00015420352941164506,0.0004273917647059644,0.0006042382352940967,0.0007156994117646365,0.000734995882352929,0.0009051823529412362,-0.0004527582352941151,-0.002485775882352881,-0.003469316470588124,-0.003899477647059002,-0.004022250588235354,-0.004008780588235283,-0.004065650588235492,-0.004107051764705827,-0.004151592941176618,-0.004514601176470734,-0.00521694823529395,-0.005990827058823589,-0.0066447641176469174,-0.007276787058823286,-0.0076727282352940795,-0.007851161176470556,-0.008429003529411672,-0.008085757058823528,-0.008837409411764585,-0.0117494188235292,-0.0169899541176467,-0.023434839999999846,-0.030132341764705695,-0.03778958823529399,-0.04645292764705866,-0.05490983411764705,-0.06342519882352948,-0.07206409058823537,-0.08103994411764737,-0.09062618294117664,-0.09999365882352951,-0.10954957058823545,-0.11902701117647063,-0.12755853117647065,-0.13505646117647085,-0.1402836970588237,-0.14147984705882377,-0.1397234017647061,-0.136571407647059,-0.13189533705882361,-0.12516964352941196,-0.11744129705882345,-0.10941161764705876,-0.10094557999999976,-0.09191361117647012,-0.08186805823529386,-0.07111956647058815,-0.06042025529411743,-0.04645926117647037,-0.032640181764705734,-0.018097037647058722,-0.004238568823529354,0.007420958823529333,0.016806135294117674,0.025365295882353034,0.033016296470588236,0.03876614941176493,0.043416997647058864,0.047797986470588416,0.05170766647058844,0.05538970941176469,0.05886468470588213,0.06150835999999982,0.06390014352941176,0.06336249117647041,0.059639999999999804,0.05475254470588242,0.04867532941176467,0.043037583529411894,0.038020406470588464,0.03298963588235293,0.02818223235294126,0.02418167647058833,0.020199047058823583,0.015577814117646915,0.01108515823529388,0.006336994117646877,0.001665042941176309,-0.0033291164705882004,-0.008630366470588569,-0.02170880705882361,-0.031857890000000166,-0.04446893176470601,-0.0565765588235293,-0.06913941999999995,-0.0823335758823529,-0.09611640588235293,-0.1103370841176472,-0.12455766411764724,-0.1389199241176472,-0.1525144182352941,-0.16545140470588227,-0.1780512152941176,-0.19069573117647043,-0.20333565588235286,-0.2156732105882352,-0.21973441529411758,-0.21609039529411744,-0.2102185023529411,-0.20117554411764704,-0.19105452647058824,-0.18026273647058844,-0.1687996288235294,-0.15643716352941167,-0.14359631764705877,-0.1304986905882352,-0.1168750005882353,-0.10332592705882365,-0.08980806882352943,-0.07652948647058821,-0.06290848764705881,-0.04902169647058818,-0.03503685117647065,-0.030960605294117705,-0.027533621176470624,-0.028331224705882396,-0.02865819235294126,-0.028704915294117617,-0.029330154117647056,-0.030433452352941148,-0.03177608117647057,-0.033124497647058826,-0.03513748470588235,-0.03768887117647057,-0.0402310776470588,-0.04273851000000001,-0.04514874823529408,-0.04743982941176467,-0.05021185823529406,-0.05090887647058823,-0.048558905294117605,-0.043781612352941146,-0.038675354117647,-0.03605454941176467,-0.033623551764705883,-0.030820720588235262,-0.0280652970588236,-0.025559164705882376,-0.02276814705882363,-0.019500920588235326,-0.016222421764705897,-0.012954632352941198,-0.009477530000000067,-0.006272922352941246,-0.0038060323529412465,0.0002833247058823818,0.0028507600000000632,0.004928881176470612,0.005851033529411798,0.008485967058823596,0.012146148823529435,0.015403596470588254,0.018207325294117727,0.020600700000000027,0.022775690000000015,0.023830201176470556,0.024389591176470493,0.024122474705882302,0.023936015294117596,0.02339366176470592,0.023701587647058875,0.02301935411764705,0.019954771176470543,0.016031758823529363,0.011605605294117638,0.007371792941176458,0.0031273882352941262,-0.000764289411764818,-0.004351884117647087,-0.0070824235294117965,-0.00911788588235285,-0.010483806470588164,-0.010895952352941052,-0.010284392941176335,-0.009541568235294007,-0.009120154705882288,-0.0109252782352941,-0.012610636470588188,-0.01643298705882351,-0.023734920588235286,-0.024900406470588332,-0.026218680588235344,-0.029812095882353007,-0.03279162882352932,-0.03579904235294118,-0.038216193529411746,-0.04060393176470595,-0.04333778352941181,-0.046850600000000076,-0.04991196647058832,-0.053507653529411836,-0.05602625647058823,-0.05608145000000003,-0.05446184529411768,-0.04995665000000005,-0.037437628235294174,-0.026887278235294076,-0.022175685294117675,-0.015452342352941184,-0.007900170588235333,-0.0015122482352941669,0.0038842682352940305,0.007902388823529394,0.011717874705882425,0.01615805058823533,0.020063297647058886,0.023502404117647147,0.02664219294117648,0.0343695147058824,0.03878812470588233,0.04355176764705887,0.04411667647058837,0.04019853235294124,0.04247529058823535,0.04405490470588247,0.04378851882352952,0.04442245411764717,0.04532347235294126,0.046919816470588294,0.048908025294117585,0.05025523294117651,0.05117872470588236,0.05238775882352936,0.05334571176470587,0.049151907647058846,0.04062651647058835,0.03361791117647056,0.027443047647058683,0.022132312941176402,0.017066239411764716,0.012410710588235285,0.008344335882352838,0.004499724705882335,0.0005153611764706634,-0.003316544705882274,-0.0069176405882351855,-0.01029677235294113,-0.01303685235294122,-0.01537732588235291,-0.01717429294117645,-0.017373631764705966,-0.013136204705882448,-0.010251951176470597,-0.007925728235294083,-0.006450491176470563,-0.0074794317647058906,-0.010842162941176514,-0.016287326470588226,-0.02294306823529413,-0.030936015882353007,-0.035052194705882445,-0.03973824352941191,-0.04450916882352951,-0.048720096470588226,-0.05341016411764704,-0.0582094741176471,-0.06442838823529407,-0.07113161588235295,-0.07660446000000004,-0.0816505776470588,-0.08567050705882356,-0.08693366294117655,-0.08381802352941176,-0.07654787882352937,-0.06619182411764707,-0.053365477058823496,-0.04318137647058823,-0.03628001588235291,-0.028687674117647055,-0.02154291294117644,-0.015030732941176517,-0.008207367058823467,0.004767248235294119,0.019443049411764723,0.03317117882352949,0.046114169999999954,0.05841547352941179,0.06916680176470585,0.0771238588235294,0.08258776882352942,0.0857651705882353,0.08774801764705875,0.08849462705882355,0.09304544588235297,0.09699777117647063,0.10061704941176469,0.10487871176470587,0.10866454117647051,0.10585755470588232,0.09627727764705879,0.08636503117647054,0.07697167588235293,0.06821440705882348,0.0605729458823529,0.053976394705882336,0.04784574352941168,-0.019752401699346417,-0.026268511111111087,-0.030953666993464024,-0.03392671699346403,-0.03749264405228758,-0.03994553464052286,-0.039610221111111094,-0.04052825875816993,-0.04344614581699349,-0.04679601764705879,-0.04880298320855614,-0.049150188823529395,-0.04735658384615385,-0.045148347310924375,-0.04387042737254904,-0.04298167786764709,-0.04668734999999999,-0.045255112352941246,-0.044757195882353024,-0.04508538470588244,-0.045547092352941215,-0.046690957647058884,-0.04951434352941181,-0.0516782917647059,-0.05259565764705881,-0.05112653764705885,-0.04920418294117648,-0.04767850588235295,-0.047873590588235315,-0.049873201176470594,-0.05058123764705885,-0.05120010588235291,-0.04789576588235295,-0.041505140588235234,-0.03601697941176463,-0.03295437470588228,-0.030223469999999975,-0.02856809411764702,-0.027914681176470585,-0.02726611941176471,-0.02637225705882351,-0.02567915235294116,-0.025898081176470578,-0.026391552941176483,-0.027249790000000024,-0.026797278823529447,-0.026084405294117624,-0.02694248258823531,-0.02621908729411762,-0.028750290235294157,-0.031003679058823536,-0.0329802249411765,-0.03375581376470588,-0.03346500847058827,-0.03207574199999999,-0.030233054117647054,-0.02798070970588236,-0.025614092058823562,-0.023792412058823556,-0.021828968529411755,-0.0193389608823529,-0.017185599705882335,-0.015389017705882357,-0.013523235705882361,-0.012545230176470634,-0.012716680176470582,-0.0135801157647059,-0.013336808705882344,-0.0119162445882353,-0.011000914588235267,-0.01074110164705884,-0.010768123058823548,-0.010790150647058822,-0.01115648064705882,-0.011462258000000003,-0.011356210941176476,-0.011336798941176479,-0.010937555411764707,-0.010438747764705866,-0.010157987411764685,-0.012681059882352921,-0.013143341352941137,-0.012106227823529395,-0.010094064294117633,-0.008897646647058804,-0.008036926058823515,-0.008541109823529389,-0.008135392176470566,-0.0069908642941176324,-0.00643255464705883,-0.005655524647058804,-0.004978199058823532,-0.004205268705882351,-0.003677271294117629,-0.003426326000000021,-0.002902215411764719,0.000677095352941165,0.006374660823529374,0.01008244611764704,0.012021283470588229,0.013020093764705878,0.013991393764705859,0.01568202399999999,0.01741226400000001,0.01828763870588232,0.019331227882352947,0.02079319323529412,0.02199666058823531,0.022847451176470565,0.02278254199999999,0.023369743529411735,0.024138649999999998,0.026366674411764726,0.02328516129411766,0.021457844529411754,0.020940170117647053,0.020883510999999993,0.021440136882352953,0.02212986688235294,0.02279683570588234,0.024093992411764728,0.025256022411764695,0.02558928735294115,0.02610490205882353,0.026644746764705907,0.027787893235294125,0.028714947352941195,0.02908345464705886,0.027649299352941137,0.026758889058823565,0.02761276141176469,0.027535361411764686,0.026869346117647047,0.025859231999999982,0.024500739647058817,0.022261562588235306,0.018850497058823523,0.016236124117647105,0.014070891764705912,0.011972301764705873,0.009966121176470583,0.008283516470588226,0.006478184117647057,0.005346277647058806,0.0005345925882353775,-0.0014163450588235427,-0.004357485058823496,-0.0060252927058823125,-0.006524037999999982,-0.006456126235294124,-0.0058858344705882415,-0.004632666235294153,-0.002581478000000026,-0.0005204062352941463,0.0006125678823529213,0.0017208325882352715,0.0028908108235293772,0.0038918578823528838,0.004645767294117614,0.005386023764705816,0.010191295882352847,0.01744803917647056,0.02244276094117642,0.025634246823529355,0.02745711917647059,0.028284872705882397,0.028547923294117705,0.028236003882352978,0.02769619505882359,0.02685243682352942,0.02701924800000008,0.02723268741176471,0.027226173294117723,0.02716429035294124,0.027165095058823585,0.02700162917647067,0.028043019176470646,0.0246523611764706,0.02159358294117647,0.019342915882352957,0.017537435882352903,0.016579469999999985,0.01607921411764701,0.01565692411764702,0.01552002352941173,0.015000891764705843,0.013963690588235211,0.012320442352941191,0.010646692352941162,0.008741487647058843,0.0070505141176470665,0.005136806470588257,0.0019287552941176511,-0.0023450911764705817,-0.005281551764705794,-0.007168687647058775,-0.008657831764705803,-0.010401318235294083,-0.012209680588235267,-0.013888612941176437,-0.015442113529411772,-0.016721981176470557,-0.017504968235294127,-0.01762275764705884,-0.01706923882352948,-0.015956842941176497,-0.014815350588235326,-0.013750988823529459,-0.010687217647058822,-0.005946839999999981,-0.002045639411764777,0.0009288935294117506,0.0038263688235293525,0.006852639999999965,0.009984652352941131,0.01268680470588232,0.01498867588235292,0.017202754117647018,0.019223096470588202,0.02091106588235292,0.02218877352941176,0.023290419411764657,0.024410987058823524,0.02565561823529408,0.024992045036764665,0.022273213411764664,0.01962598054621853,0.01758712389140271,0.015566001960784337,0.013306728074866325,0.010850537941176491,0.009079969019607864,0.007762199607843162,0.006433641960784359,0.005177132549019664,0.003992377843137301,0.002730755490196135,0.0014616149019608393,-4.286215686272188e-05,-0.001422763333333299
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
