UniprotID	Q9Y4W2-2
pNuLoCScore	0.18727909466666662,0.19032498419999996,0.19439764290909087,0.19953249266666662,0.2058808955384615,0.21210049871428568,0.2181578808,0.225190923875,0.23370939894117648,0.22959121305882355,0.2268670495294118,0.242166683882353,0.25614377211764705,0.26859941176470586,0.27267178764705885,0.27568353823529407,0.27518497,0.2727537517647059,0.26707476264705887,0.25977351264705884,0.2525400802941177,0.24487436323529413,0.23578344970588241,0.2266945785294118,0.22166520970588238,0.21302504558823532,0.2040443461764706,0.19457460499999998,0.1896246644117647,0.1838635932352941,0.17860049558823526,0.1806527361764706,0.18277473205882355,0.18717097382352943,0.19151541147058823,0.1964224688235294,0.19997724352941176,0.20057773294117645,0.20003667764705885,0.2007698711764706,0.20083949529411765,0.1956764723529412,0.19135675000000005,0.18743953,0.1839643829411765,0.1802920347058824,0.1768086505882353,0.17288457529411766,0.16900627294117648,0.16591226176470586,0.16287698529411762,0.15922170823529413,0.1573663182352941,0.15823989000000002,0.16089652000000002,0.1629415217647059,0.16313381,0.16858938470588236,0.1745740582352941,0.17966012529411762,0.18463286176470584,0.18947257176470586,0.19524591470588232,0.20142478235294115,0.20747110470588234,0.21339886294117646,0.21890368294117646,0.22302393411764704,0.22838354000000002,0.23299489058823525,0.23686571235294118,0.24089456999999997,0.2455470070588235,0.2517510670588235,0.25300272411764707,0.25326852411764705,0.25482307882352945,0.2558864435294118,0.25678164411764703,0.25675428,0.25602376176470587,0.2557360605882353,0.25574384588235294,0.2555997305882353,0.2571311194117647,0.25799890941176473,0.2581066623529412,0.2583201247058824,0.2526846129411765,0.24717170235294125,0.24101442352941174,0.2348748647058823,0.23053138941176465,0.22717171529411767,0.22452766058823528,0.2224151082352941,0.22067600235294116,0.21939487823529413,0.21783457235294118,0.2165444094117647,0.21609798823529414,0.21592546941176471,0.21586083235294118,0.2160349982352941,0.2158133688235294,0.22081103941176466,0.22529702176470587,0.23052892470588238,0.23569888529411762,0.23896891588235292,0.24105708529411765,0.24255148117647055,0.24361078470588235,0.24405826235294115,0.24432791647058824,0.24445161647058827,0.24419038294117648,0.24294187000000006,0.24120137647058826,0.2394943247058824,0.23563562176470593,0.23157857882352942,0.2283747211764706,0.22486278470588233,0.2210603888235294,0.2170067847058823,0.21292492588235293,0.20899763058823528,0.20524136235294116,0.20153412941176466,0.1979924864705882,0.1940044776470588,0.19012530882352938,0.1863262558823529,0.1832689482352941,0.18046891588235295,0.1777731005882353,0.17734414352941177,0.17726013411764707,0.176840215882353,0.1774327735294118,0.17789259411764707,0.17796712647058824,0.1781973488235294,0.1788172570588235,0.17925845941176471,0.17974051352941178,0.18041132411764704,0.18180068882352945,0.1833154447058824,0.18497155117647063,0.18661380000000002,0.18693966529411765,0.1865225694117647,0.18452699705882353,0.18219790823529414,0.18073735470588237,0.17936998470588236,0.17869736647058823,0.17945626235294115,0.17962950294117647,0.1799418770588235,0.18022591235294114,0.18063173588235293,0.1806299988235294,0.18006277647058822,0.1795440164705882,0.17921327294117645,0.17857211294117648,0.17944068,0.18067594529411768,0.18345852941176471,0.1873785411764706,0.18998517294117648,0.19247357294117648,0.19412222352941177,0.1940669294117647,0.19431285235294118,0.19462828941176472,0.19515028,0.19533263529411762,0.19627992941176467,0.19772400529411763,0.19919608117647059,0.20266561823529414,0.2064273523529412,0.21079890352941177,0.2154645111764706,0.2160463394117647,0.21726374470588236,0.21921284941176472,0.22160594705882353,0.2251359294117647,0.22944143352941174,0.23388220529411763,0.23835686235294115,0.2427060723529412,0.24684585411764703,0.25093865882352934,0.2551691917647058,0.25952703647058817,0.2622829770588235,0.26558118117647056,0.26867648352941176,0.2730637323529412,0.28269010235294123,0.29075677647058823,0.2984982829411765,0.30483343529411766,0.31064492352941175,0.31659997470588236,0.3231201494117647,0.3297211129411764,0.33570805588235286,0.34187371823529406,0.34825109235294116,0.3581912605882353,0.36502102176470586,0.37148029823529405,0.3778691217647059,0.38422395352941185,0.38932964000000003,0.3935527094117648,0.3985951770588235,0.40368012235294115,0.4088199847058823,0.4137197117647058,0.4182512194117647,0.42246716647058824,0.42613762411764705,0.43047253999999996,0.4349568358823529,0.4384302476470589,0.4379485911764706,0.4404149694117647,0.4426223870588235,0.4441127523529411,0.4448368052941176,0.4450592305882353,0.44485441705882356,0.4441122052941177,0.4432499582352941,0.443070895882353,0.4427407276470589,0.44265710764705885,0.4425684194117647,0.4424282482352942,0.44184578470588237,0.433333825882353,0.4260995958823529,0.42053162823529416,0.4156150752941176,0.41149764294117647,0.4080564423529412,0.4042092405882353,0.40137955235294115,0.3989015958823529,0.39582936235294114,0.3931974929411764,0.39064898705882345,0.3882878752941177,0.38593446470588233,0.3837560588235294,0.38162723,0.37962207352941174,0.38557310647058823,0.3906670582352941,0.39390526294117645,0.39664459058823526,0.39875536647058824,0.4002852070588236,0.4022485635294118,0.40347404882352944,0.4044377982352941,0.4058313023529412,0.4064547511764706,0.40711814705882354,0.40751770235294116,0.407795334117647,0.4078062076470588,0.40266683235294115,0.3991166323529412,0.39660228764705885,0.39406808,0.3923332388235294,0.3902056805882353,0.3876601552941177,0.3850879923529412,0.38180010705882356,0.37886964647058835,0.376015841764706,0.37372524941176477,0.3721598264705883,0.37074328529411765,0.3696345035294118,0.36869613705882354,0.36803581823529413,0.3721676947058824,0.3743648694117647,0.37563361,0.37684869823529416,0.37785321000000005,0.3790117841176471,0.3803126823529412,0.38142129882352943,0.3831518588235294,0.3846638252941177,0.38585820352941175,0.3869632723529412,0.3877396964705882,0.38829424058823525,0.38883177647058825,0.3918869088235294,0.3941978570588236,0.3964292776470589,0.39988812294117654,0.4033300688235294,0.40664842764705883,0.4093016747058823,0.41224630529411765,0.4157773329411764,0.41956465470588233,0.42321376058823523,0.42648657529411765,0.4299371688235294,0.4330689435294117,0.43605296882352945,0.43892233647058826,0.44173197823529414,0.44191712058823535,0.44251363058823534,0.44339106176470594,0.44341851647058833,0.44333654941176476,0.4435044364705883,0.4439947847058824,0.44425497647058826,0.4437998782352941,0.4432667211764706,0.4428943994117647,0.44280991117647056,0.4428224647058824,0.4428649452941177,0.4429464935294118,0.4446703476470589,0.4466242741176471,0.4482815882352941,0.44949451823529407,0.45048464235294117,0.45166423058823524,0.4523356805882352,0.45284370176470584,0.4533813105882352,0.45392774,0.4547664082352942,0.4554546829411765,0.45548779294117653,0.4555801835294118,0.4557977170588236,0.45579922058823535,0.4555802017647059,0.4538004247058824,0.4516779152941176,0.44966617647058826,0.44819155411764705,0.44710276882352945,0.4460592564705883,0.44558234058823537,0.4451662735294118,0.44475690058823525,0.44431491705882353,0.44380018176470587,0.443312508235294,0.44334953,0.44334421470588237,0.44319740411764713,0.4410261864705883,0.4396702511764707,0.4389846029411765,0.4387793264705883,0.4385475623529413,0.4381407782352942,0.43742788176470593,0.43641962529411765,0.43543614117647056,0.43436181647058825,0.43341303823529415,0.4323740382352941,0.43123334058823526,0.43012196117647056,0.42917149529411763,0.42821594705882354,0.42707439529411767,0.42805588941176476,0.42818586000000003,0.427639255882353,0.4264928129411765,0.42550341294117644,0.42457279352941174,0.42396512411764703,0.4235264617647059,0.42282587647058817,0.4221386035294117,0.42121086058823526,0.420295295882353,0.41945978588235294,0.4185035223529412,0.41744324470588234,0.4171274329411765,0.4166483070588236,0.4161914176470589,0.4159043623529412,0.4154574417647059,0.41489290470588236,0.4144196441176469,0.41413147294117647,0.41367179352941164,0.4131964588235293,0.413009554117647,0.41277013294117637,0.4127757182352941,0.41279700176470585,0.4128344282352941,0.4129080611764706,0.41297445352941187,0.4117854352941177,0.4106659823529413,0.4092326694117647,0.40790491647058824,0.4068658576470588,0.4058521705882353,0.40517611764705885,0.4045509052941177,0.4042980217647059,0.4043027341176471,0.40448683529411766,0.4049303288235295,0.4055165452941177,0.4062383735294118,0.40704141,0.41306290235294124,0.419698305882353,0.4268755264705883,0.43310663235294117,0.4392725247058823,0.4454744894117647,0.45175604235294126,0.45844330882352935,0.46428683,0.4686563994117647,0.4718992588235294,0.47516759,0.47843760529411766,0.48179799941176477,0.4849941623529412,0.48804929176470585,0.49116844941176474,0.4891286229411764,0.4863315676470588,0.4831856282352941,0.48132945058823523,0.4799312147058823,0.4785329317647059,0.4768059788235294,0.47503587117647056,0.47381269588235286,0.47390701941176466,0.47492655235294107,0.47585948352941165,0.47663501764705885,0.47727576058823534,0.4778997370588236,0.48140039588235295,0.4830183988235294,0.4832190870588236,0.4833725564705883,0.48416572411764713,0.484956205882353,0.48525916764705884,0.4857959517647059,0.4862281105882354,0.48623514764705883,0.4863046029411765,0.48653761764705883,0.4868611058823529,0.48719335529411767,0.4875721588235294,0.4879857676470588,0.48843706352941174,0.4860232964705883,0.4853726329411765,0.48619979294117643,0.4872907047058823,0.4880486352941176,0.4888301205882352,0.4900938576470588,0.49105954882352937,0.4922494282352941,0.49376762882352937,0.49507888647058823,0.49615583058823526,0.49699388941176476,0.49774309294117647,0.49834037294117645,0.49570039058823523,0.494608551764706,0.49344999352941177,0.4930666164705883,0.49317458352941174,0.4932436070588235,0.49281460470588234,0.4913855117647059,0.4896841529411765,0.4881346952941177,0.48650650411764707,0.4849945164705883,0.483554135882353,0.48230707294117664,0.4812559182352942,0.4802739341176471,0.4793281770588236,0.4815724247058823,0.48226677647058824,0.48309715000000003,0.48314921647058817,0.48257464705882347,0.4819833929411764,0.4819021588235293,0.4828233270588235,0.4842056370588234,0.4855118976470589,0.48683993294117645,0.4880343641176471,0.48919066058823524,0.49024404470588234,0.4911956994117648,0.4915537199999999,0.4931048623529412,0.49477460588235295,0.49590193176470587,0.4972422305882352,0.49876186,0.5004621523529411,0.5018982317647058,0.5033613329411764,0.5047078858823529,0.50552447,0.5063109476470588,0.5071017829411764,0.5078319770588235,0.5085454729411765,0.5092829070588235,0.5100487688235295,0.5113001052941176,0.5113500788235295,0.511247714117647,0.5115566282352941,0.5115115635294116,0.5112223441176472,0.5108170470588236,0.5107123688235294,0.5106075317647059,0.5106128705882352,0.510961872352941,0.5114092429411765,0.5119714447058824,0.51264568,0.513384874117647,0.5170209070588235,0.5209027864705883,0.5249671041176471,0.5290225747058823,0.5332696276470589,0.5375226864705883,0.5417738605882354,0.5462386129411766,0.5509406864705882,0.5559316452941175,0.5609443323529413,0.5657373288235296,0.5702836270588235,0.574673585882353,0.5788812605882354,0.5829742664705883,0.5870099864705881,0.587999112352941,0.5886593276470586,0.5890547488235294,0.5893631429411765,0.5894179488235294,0.5894696623529411,0.5895663705882352,0.5894622135294117,0.5890826788235293,0.588318008235294,0.5874315876470587,0.586679264117647,0.5860772582352942,0.5854437994117647,0.5848190023529412,0.5815167788235295,0.5781497117647059,0.5755243035294118,0.5727910470588234,0.5709099294117647,0.5692415094117647,0.5676629270588236,0.5660860370588234,0.5646291229411764,0.5631977723529411,0.5619012747058824,0.5606161982352941,0.5592292982352941,0.5579508864705883,0.5567421076470588,0.5556368370588234,0.5546451105882352,0.556399922352941,0.5583160458823528,0.5595840870588236,0.5609864105882353,0.561515908235294,0.5619278399999998,0.5622719105882352,0.5626286635294118,0.5629033835294118,0.563150765882353,0.5633072070588236,0.5635099388235295,0.5638081823529411,0.5640236882352941,0.5641984082352942,0.5650963611764707,0.5656042341176472,0.5662394735294118,0.5670277464705884,0.5679066935294117,0.5686157852941177,0.5694006523529412,0.569985895882353,0.5702172741176471,0.5703052447058823,0.570426054117647,0.5706078505882353,0.5705452799999999,0.570556415882353,0.5706067194117647,0.570559204117647,0.5702625511764705,0.5691392570588235,0.5681389511764705,0.5670706352941176,0.5658390623529411,0.5645537564705884,0.5634641447058824,0.562392768235294,0.5615211976470589,0.5610259664705883,0.5606815723529414,0.5602505258823531,0.559808411764706,0.5596666823529413,0.5595142264705882,0.5593421970588235,0.5561324476470588,0.5535803888235293,0.5518843594117646,0.5511663652941177,0.5506560711764706,0.55014943,0.5496915752941175,0.5493010388235294,0.5490413152941176,0.5484762105882353,0.5478547988235294,0.54730673,0.5468781670588236,0.5465313317647059,0.5461890552941175,0.5458608023529411,0.5453710864705882,0.548063165882353,0.5504099894117647,0.5519899247058823,0.5528519729411764,0.5534522023529411,0.5540042876470588,0.5544783776470589,0.5548688164705883,0.5551648011764707,0.5557358211764705,0.5563328094117647,0.5567956135294118,0.5570861252941176,0.5572656547058825,0.55741081,0.5577674952941176,0.55849867,0.5588384905882353,0.5591383282352941,0.5589845517647059,0.5586661364705882,0.5581238870588234,0.5575705700000001,0.5571103782352941,0.5566550135294117,0.5562490952941177,0.5558155600000001,0.5553240247058825,0.5551141700000002,0.5549700746666667,0.5548151800000001,0.5545974676923078,0.5539315275000001,0.5528258754545455,0.552070953,0.5511252099999999
pNuLoCDScore	0.046430304274509865,0.04231211839215693,0.03958795486274519,0.05488758921568637,0.06886467745098043,0.08132031709803925,0.08539269298039223,0.08840444356862745,0.08790587533333336,0.08242876756470593,0.072677119737968,0.06024101998039222,0.04665918475565617,0.032773864521008444,0.017625568905882405,0.0015036546544117957,-0.0120441892352941,-0.016566167470588228,-0.022822703352941204,-0.047592078882353006,-0.06651910770588235,-0.08473581852941175,-0.09407129205882359,-0.09503080205882347,-0.09241023794117642,-0.08558277794117647,-0.07555935117647064,-0.06335104382352943,-0.05256283676470591,-0.04429663029411768,-0.03574677205882357,-0.025924707352941195,-0.02082571441176473,-0.017348573235294124,-0.012687596176470556,-0.007135074999999991,-0.0056602814705881965,-0.0035715585294117114,-0.0017918449999999586,-0.007768160882352937,-0.01376845911764707,-0.02125871205882357,-0.02863842617647061,-0.037200760588235265,-0.04261092529411767,-0.04233784294117643,-0.03914015764705883,-0.03782834941176472,-0.03770568529411766,-0.027087087647058833,-0.016782691764705954,-0.00777940470588237,0.0006684788235293282,0.009180537058823462,0.018437264117647012,0.028540207058823486,0.03846483176470586,0.047486601176470605,0.05602669764705884,0.0638022258823529,0.07101722176470593,0.07475500058823523,0.07596919235294117,0.07795304823529409,0.08241319705882352,0.08316168235294114,0.07842866588235298,0.07360839882352943,0.07019021705882361,0.06641387176470595,0.06153572941176472,0.055329497647058856,0.04855265705882353,0.042337197647058816,0.03684016294117648,0.03257579647058828,0.028747579411764673,0.025004018823529484,0.021240950000000036,0.017425554705882418,0.0071376058823529875,-0.004579364705882244,-0.011988300588235329,-0.01839365941176474,-0.024291689411764794,-0.02871472823529414,-0.03225398352941175,-0.03433917176470591,-0.03534775941176471,-0.03634118235294115,-0.03790927352941176,-0.03905532117647062,-0.04103313117647056,-0.04207344000000002,-0.04224583000000004,-0.0422851264705883,-0.03687124411764711,-0.026360662941176588,-0.015717401764705874,-0.004345939999999937,0.005167495882352963,0.011797200588235246,0.016529424705882367,0.020136372941176456,0.02293478235294119,0.024663384117647014,0.02649334411764706,0.027907207058823574,0.028092394705882345,0.027016400588235345,0.02534054411764708,0.023459326470588293,0.019822252941176538,0.010767539411764754,0.0030776994117647227,-0.005666140000000042,-0.014638496470588208,-0.021962131176470612,-0.028132159411764723,-0.03355385058823526,-0.03836942235294119,-0.04252413294117649,-0.04633543000000004,-0.05044713882352947,-0.054065074117647105,-0.05661561411764715,-0.05793242823529415,-0.05902540882352944,-0.057862521176470616,-0.054234435294117644,-0.05111458705882352,-0.048022568823529344,-0.0436276152941176,-0.03911419058823523,-0.03495779941176469,-0.030800281764705895,-0.02642410529411765,-0.022275669999999942,-0.01825197294117642,-0.013593153529411761,-0.008324619999999922,-0.003010811176470507,0.0017026029411765231,0.006144884117647076,0.00916656470588234,0.00917842588235293,0.007266862941176455,0.005357692352941146,0.0033045811764705613,0.001477390588235289,0.0007302399999999931,0.0012589135294117648,0.0008122458823529577,0.0006834176470587872,0.0004853988235293538,0.00022041176470588564,-0.0011706900000000575,-0.003252668235294187,-0.00542753470588242,-0.007400527058823575,-0.008367552352941177,-0.0070818894117647135,-0.0038510517647058484,0.0012606211764705777,0.006641186470588228,0.010615188235294115,0.013776206470588248,0.014665961176470621,0.014437426470588238,0.014370975294117683,0.014402377058823579,0.01451854411764708,0.014702636470588226,0.016217152941176455,0.01817998882352942,0.019982808235294136,0.024093505294117662,0.02698667235294122,0.030122958235294095,0.0320059817647059,0.028667798235294112,0.027278571764705883,0.02673927647058824,0.027483723529411752,0.031068999999999986,0.03512858117647055,0.03925391588235291,0.04320658235294114,0.047373437058823575,0.050565924705882365,0.05321465352941171,0.05597311058823523,0.05686141823529403,0.05585562470588226,0.054782277647058786,0.053211972352941145,0.05701739294117647,0.06542635764705887,0.07154392705882351,0.07689233588235295,0.07969750588235297,0.08120349000000002,0.08271776941176473,0.08476328705882355,0.0870150405882352,0.08886220176470583,0.09093505941176472,0.09308190058823534,0.09866422411764714,0.10273804470588238,0.10589911705882349,0.10919263823529413,0.11116022117647067,0.1066395376470588,0.10279593294117656,0.10009689411764705,0.09884668705882349,0.09817506117647057,0.09711973705882343,0.09513106999999998,0.09274605352941184,0.09042956823529419,0.0885988217647059,-0.04027841803921567,-0.05166181745098042,-0.063839658627451,-0.07388367627450979,-0.07741770980392154,-0.08011186509803922,-0.08383569215686276,-0.08935187803921568,-0.09524028215686275,-0.09799667694117645,-0.09918711326203206,-0.0962439614215686,-0.09133799855203614,-0.0858041075210084,-0.08043623368627448,-0.07588385018382351,-0.0716185217647059,-0.0630715650588235,-0.0542761856470588,-0.04689424182352944,-0.04563281505882355,-0.045638063529411785,-0.044305462941176446,-0.04110754294117648,-0.037811269411764686,-0.03345167294117646,-0.02941787705882351,-0.027060633823529412,-0.0271826259411765,-0.027738929705882362,-0.029356422647058858,-0.030837076764705915,-0.03295685382352943,-0.032248076058823544,-0.02811667100000001,-0.023808207176470572,-0.019668594823529423,-0.015527167823529392,-0.011363327235294138,-0.007179382764705866,-0.0028463462941176465,0.0006760837058823327,0.0032782266470587906,0.006134936352941184,0.008888173705882352,0.011122071058823568,0.013658538941176496,0.015926269529411785,0.018238564823529438,0.021117289176470586,0.02037179082352944,0.018845753764705875,0.017194369352941177,0.01587131670588235,0.014549487294117647,0.012675475999999991,0.010611577411764689,0.008108833294117615,0.005737951176470579,0.0038125899999999907,0.0018083241764705882,0.0008475029999999717,-0.00016037576470588621,-0.0010893034117647332,-0.0018101951764705887,-0.00255682105882353,-0.0025313330588235677,-0.0021347918823529516,-0.0021271577647058726,-0.0020499389411764712,-0.0022776989411764786,-0.0019336432941176318,-0.0011566552941176395,-0.00022674764705880868,0.001107431529411812,0.0026149095294117908,0.00401594541176474,0.004867481588235342,0.005477639823529418,0.006214689823529462,0.008335153352941174,0.010961260411764734,0.013385813352941214,0.014875526294117675,0.016655303352941145,0.01906822276470589,0.021327826294117683,0.023386415705882332,0.024827748058823526,0.02647976805882353,0.028696479823529353,0.03056089535294111,0.03232763476470582,0.034065253235294024,0.03585771435294116,0.03744320847058821,0.03727299376470586,0.034837648470588234,0.03220480670588238,0.030160482588235282,0.028362627294117704,0.02616779258823529,0.023740101411764747,0.021422963176470633,0.019801610823529436,0.01817708200000004,0.01598946435294124,0.013154082000000039,0.010629322588235318,0.008569595529411805,0.0065345517647058815,0.004933744117647076,0.005692168235294143,0.007669012941176445,0.010059827647058761,0.012392026470588235,0.014388871764705852,0.015900940588235324,0.017634592352941153,0.01941444529411765,0.020612355294117646,0.021487423529411714,0.02243707764705874,0.02383335999999997,0.02529441764705878,0.026329819999999976,0.0264801670588235,0.02670271117647055,0.02471365647058818,0.020872046470588212,0.017473614117647057,0.014060927647058852,0.0105057464705883,0.007109938823529421,0.0042416505882352795,0.0015428241176470292,-0.000696770588235307,-0.0024357164705882395,-0.004174869411764676,-0.005808327058823559,-0.007627285882352897,-0.00923127999999998,-0.010166167058823505,-0.010766866470588249,-0.01001501882352937,-0.007574968823529371,-0.006305559411764694,-0.00500386058823532,-0.0033514858823529836,-0.0013170288235294092,0.00041603529411765594,0.0017205194117647093,0.0027703288235294277,0.003251772352941218,0.0037402588235294354,0.0041718123529412565,0.004659168235294137,0.005074245882352918,0.005368101176470574,0.0051955094117647205,0.003713831176470561,0.0014225347058823001,0.0003648670588234926,2.797941176468921e-05,-0.0005390182352941475,-0.0015127152941177002,-0.002952474705882391,-0.004119931176470609,-0.005093941176470634,-0.005642340000000051,-0.006110372941176501,-0.006775764117647104,-0.007489424117647081,-0.008270991176470566,-0.008907967647058784,-0.009486919411764688,-0.01173107705882348,-0.011773283529411732,-0.01192988529411762,-0.012650712941176478,-0.013136957058823534,-0.013223743529411747,-0.013007205882352935,-0.012802962352941177,-0.012546114117647056,-0.012390335294117594,-0.01245620117647056,-0.012269872352941164,-0.01186697352941174,-0.011348372352941144,-0.010685261176470617,-0.010101801764705876,-0.00796365176470587,-0.0049241194117646825,-0.002964121764705896,-0.0021620352941176535,-0.0016643176470588217,-0.0017771629411765244,-0.0017923270588235118,-0.001693685882352941,-0.001851793529411755,-0.0017701711764706307,-0.0015635029411764645,-0.0011447982352940922,-0.0008690135294117662,-0.00040616000000004426,-4.489705882351758e-05,0.00042147764705879887,0.004264378823529341,0.005838539411764682,0.00837423294117648,0.012252528823529452,0.01694863294117649,0.02150999705882356,0.02610873470588232,0.030476603529411755,0.03503039411764705,0.03964267588235293,0.04356598823529412,0.04619342588235295,0.04797837941176469,0.04989939294117646,0.051794800588235296,0.05373452000000001,0.05212022823529411,0.04783370529411765,0.044120868235294125,0.03962974529411761,0.033862470588235244,0.028090533529411765,0.02297916,0.018175071176470575,0.013345969411764691,0.007774546470588256,0.0029431705882352333,-0.000436435882353009,-0.002120886470588307,-0.003453800588235273,-0.005077648823529457,-0.007013829999999999,-0.006591469411764667,-0.0029287235294117586,-1.1473529411748506e-05,0.002469082941176509,0.004845163529411806,0.0076602064705882655,0.010151034705882384,0.012141391176470617,0.01377165117647064,0.015871967058823516,0.017869334705882395,0.01907725294117646,0.019332607058823587,0.019094379999999966,0.01908737470588237,0.01919444176470586,0.017103127058823553,0.012933339999999988,0.008864558235294057,0.005449638235294096,0.00344384529411762,0.0023275547058823065,0.0011028605882352494,3.1068235294112734e-05,-0.0005288876470588566,-0.0008731494117646954,-0.0013245841176470485,-0.0011335317647058474,-0.0007119664705882156,-0.0005637864705882178,-0.0005717894117646671,-0.0006679276470588358,-4.597352941176913e-05,0.002655574705882374,0.004033792941176506,0.005598054705882344,0.006272464117647036,0.006401137647058852,0.00643970000000002,0.006507472941176484,0.0061355352941177,0.004702608823529436,0.00328642000000004,0.0017524411764706094,-0.0001244258823529243,-0.0017769029411764115,-0.0032456688235294184,-0.00442960764705877,-0.006203268823529395,-0.008492901764705879,-0.009579435294117589,-0.00967432941176466,-0.009599749999999907,-0.009525858823529354,-0.009943987058823461,-0.010610606470588202,-0.010931471176470586,-0.010217332352941172,-0.008663175882352964,-0.0069365876470587895,-0.0051833252941176355,-0.0034627858823529645,-0.0018587088235293703,-0.000398271176470566,0.0018334047058823633,0.004586170000000028,0.0067716588235293695,0.00815143705882354,0.009613835882352928,0.010503759411764652,0.011773617058823516,0.013447228823529417,0.015218654117647001,0.016489661176470577,0.017071108823529357,0.017280094117647027,0.017176800588235258,0.017025477058823596,0.01696173294117645,0.01685403705882349,0.01583579352941175,0.014071641176470528,0.012915366470588246,0.01188770058823524,0.010591714705882299,0.009533030588235292,0.008575611176470516,0.007331244117647018,0.005818144705882378,0.004398602941176499,0.00315503058823538,0.0020076323529411577,0.0013190111764705692,0.0008762994117645917,0.00048524764705878964,0.00021951882352938545,0.0015608552941176468,0.003568095882352962,0.005669477647058857,0.007629797647058789,0.010037985882352968,0.012569676470588265,0.015078411764705951,0.01784517294117649,0.020815011176470666,0.02402905705882355,0.027239713529411763,0.030651042941176487,0.03400394352941177,0.03698181941176476,0.03974308764705875,0.04234510588235291,0.043237550588235196,0.042829077058823495,0.04246209764705877,0.04150022705882361,0.0400484229411765,0.0382595341176471,0.03616929999999996,0.033814030588235344,0.031342468235294074,0.02867926999999998,0.025677062941176387,0.022262784705882332,0.01854420941176471,0.014871310588235265,0.011434365882353081,0.008162625882353003,0.004123866470588378,0.001379207058823606,-0.0019470523529411254,-0.005104740588235346,-0.007744680588235409,-0.010203626470588367,-0.01209616176470596,-0.0136710000000001,-0.01513326588235303,-0.016571210588235297,-0.017775476470588192,-0.018758221764705874,-0.01936784705882344,-0.019879161764705888,-0.020543660588235313,-0.02121436411764699,-0.020951121176470633,-0.01948890999999997,-0.01737893705882354,-0.014767465882352893,-0.012142918823529358,-0.00961234823529411,-0.00742133411764706,-0.005801155882353026,-0.004291236470588211,-0.0028373652941176553,-0.0014587817647058743,-0.00014902647058817609,0.001044224705882224,0.0021710170588235544,0.003407576470588203,0.004631424117646943,0.005941698235294057,0.006101969411764552,0.00606929235294118,0.005658204705882297,0.005092410588235341,0.004786650000000059,0.004469132941176568,0.0045187447058824826,0.00469755764705887,0.004791358823529379,0.004662376470588148,0.004488646470588165,0.0043586100000000405,0.004336508823529428,0.004100825294117705,0.0038570235294118627,0.003500216470588291,0.003113591176470698,0.0025735182352941144,0.0018562023529412608,0.0009022000000000197,-0.00016982999999998194,-0.001422620000000041,-0.0026493794117647407,-0.003856968823529483,-0.004941438235294138,-0.005676338235294065,-0.006081550588235285,-0.0064115699999999776,-0.006854221764705848,-0.00713114529411768,-0.007252379411764709,-0.006064297647058847,-0.00534541999999999,-0.005596847647058811,-0.005749056470588265,-0.0056338847058823305,-0.005075781764705856,-0.004415427058823473,-0.0037556370588235355,-0.0031989011764705366,-0.0026201176470587173,-0.0021038811764705345,-0.0020424547058822684,-0.002124842352941192,-0.0021009788235294424,-0.001992501764705945,-0.0020507829411765544,-0.003452258823529397,-0.005462078823529393,-0.00591794764705883,-0.005178128235294066,-0.004189127647058866,-0.003684651176470599,-0.0033942188235294712,-0.0031078064705882813,-0.002787597058823643,-0.0024903705882354243,-0.0022798235294118063,-0.0018845600000000906,-0.001245558235294153,-0.0006197688235294319,-0.00015890764705878135,0.00013789529411772916,-3.4017647058848244e-05,0.001559961176470559,0.002544784117647081,0.0027051923529410327,0.0023132135294117173,0.0019682370588234854,0.0015867588235294328,0.001162954117647108,0.0005771082352942769,-1.1220588235272277e-05,-0.000523291764705891,-0.0010010094117647306,-0.0016546235294117029,-0.0023654223529411267,-0.002854190036764681,-0.0032006220392156726,-0.0030209584873949202,-0.0027448008144796976,-0.0030503323529412207,-0.003699571978609595,-0.004415879529411748,-0.0049798671895425195,-0.004797198366013111,-0.0045101354248366365,-0.004085734836601407,-0.003648347777777783,-0.0032654648366013395,-0.0028806695424836715,-0.002515847189542564,-0.0021208524836602294
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
