UniprotID	Q71RC2-3
pNuLoCScore	0.1910111204444445,0.19007405340000003,0.1897750512727273,0.18977886700000002,0.19134625261538465,0.1931335702857143,0.19630465826666668,0.200373000875,0.2048306231764706,0.19512899494117644,0.19351844670588236,0.19869047258823527,0.20600404411764708,0.21462376,0.2236832182352941,0.2310703011764706,0.23734039647058824,0.2427735823529412,0.2482665088235294,0.2541665611764706,0.2600416588235294,0.26563139176470585,0.2710412952941177,0.2750975311764706,0.28426465705882353,0.2922173964705883,0.29893166294117657,0.3057900323529412,0.3088263264705882,0.3136693311764706,0.3167938847058823,0.31907988411764704,0.32293367529411765,0.3254213088235294,0.32765432647058823,0.33097641647058823,0.3335155270588236,0.33628351529411765,0.3380618129411765,0.33994168941176467,0.3423705088235294,0.3385302199999999,0.33521952882352934,0.3333179411764705,0.33216784999999993,0.33581036529411756,0.34028370999999996,0.34561862235294116,0.35067414764705884,0.3554073241176471,0.3613217923529412,0.36715929235294115,0.3721497894117647,0.37788428588235284,0.38263691529411764,0.38664467705882344,0.38318805117647053,0.3871827458823529,0.3885184617647059,0.39277700529411763,0.3973422105882353,0.39943103470588237,0.39812271470588234,0.39739853058823527,0.3976877847058824,0.3985028082352941,0.39756522411764705,0.3986524829411765,0.3997335429411764,0.40042576529411766,0.4005365876470588,0.4014108464705882,0.40347846352941175,0.41282781823529413,0.41386263,0.4171353688235294,0.41696995705882356,0.41653772470588235,0.41872934588235294,0.42362189352941176,0.42831604470588236,0.4318265076470588,0.43475838647058823,0.4387560911764706,0.4403892735294117,0.4422040688235294,0.44450458705882356,0.4464393435294118,0.4593961964705883,0.46963877235294127,0.4799045788235295,0.4875097823529413,0.4962886176470589,0.5048284817647058,0.511256171764706,0.5181139676470589,0.5252642305882353,0.532003628235294,0.5387293458823529,0.5456120658823529,0.5528605252941177,0.5603843900000002,0.5676500205882353,0.5742345282352942,0.5810034311764707,0.5763875164705884,0.5740158652941177,0.571593955882353,0.5724398088235293,0.5724002058823529,0.5726174276470588,0.5746222158823528,0.5751393729411765,0.5752837752941176,0.574956554117647,0.5742655894117645,0.5735327894117647,0.5725735623529411,0.5717167588235293,0.5707536529411764,0.5572010517647059,0.5397380558823529,0.5245697552941175,0.513427131764706,0.5057394535294117,0.4994393917647059,0.4934424535294118,0.48876598764705875,0.4832248405882352,0.47968977764705883,0.4765937223529412,0.47278651058823534,0.4694346199999999,0.46514679647058826,0.4613137329411765,0.4579832147058824,0.4549593294117647,0.4656048505882353,0.4810215505882352,0.49474389529411766,0.5050410741176471,0.511872881764706,0.5163690023529411,0.5211406082352941,0.5249414211764707,0.5282659700000001,0.5302264717647058,0.5320850129411765,0.5330257776470588,0.5350247341176471,0.5379615447058823,0.5412051847058824,0.5513966852941177,0.559141894117647,0.5645042917647058,0.5682334899999999,0.570310284117647,0.5718854582352941,0.5735136970588236,0.5764387264705882,0.5794055770588237,0.5827522652941177,0.5872798617647059,0.5913223541176471,0.5951900035294116,0.6012586947058823,0.6061720205882353,0.6108371147058824,0.6148364029411766,0.6113350594117648,0.6100733594117648,0.6103415147058823,0.6115331752941175,0.6140350135294117,0.6166767541176471,0.6192478564705882,0.6212184876470588,0.6227599164705883,0.6237280223529413,0.624664545882353,0.6259957500000001,0.6272255094117647,0.6280163652941176,0.6286515888235293,0.6300772688235293,0.6321144217647059,0.6337994188235294,0.6344151035294117,0.6401915929411764,0.6447632752941177,0.6477071099999999,0.65016346,0.6519194164705882,0.6506186735294117,0.6509164858823528,0.6517264564705882,0.6520427976470589,0.6524009117647059,0.6530606852941176,0.6537609241176472,0.6544328552941175,0.654411194117647,0.6534975235294117,0.6530212823529411,0.653623724117647,0.6489251635294118,0.6450921517647059,0.6428917435294118,0.6410193788235296,0.6396752029411765,0.6411085970588237,0.6410219494117648,0.6406441964705883,0.6407018523529412,0.6402397164705883,0.6397822552941177,0.6359854776470587,0.63247167,0.6286156605882351,0.6256637664705881,0.6218025752941175,0.6190561335294116,0.6160069352941175,0.6130446794117648,0.6101484676470588,0.6076106617647059,0.6055183247058825,0.6039231929411765,0.6018672664705882,0.5995197194117647,0.5972466717647059,0.5953342347058824,0.5931657688235293,0.594660372352941,0.5961214311764705,0.5980328311764707,0.5994113311764706,0.6016616664705883,0.6028021905882353,0.6044928047058823,0.6066111464705883,0.6087284670588237,0.6105804688235293,0.6120223229411765,0.6129850076470588,0.6142169488235294,0.6157360252941176,0.6172827305882354,0.6217080894117648,0.6255819670588236,0.627991631764706,0.6300649847058823,0.63185592,0.6337811670588236,0.6352690552941177,0.6363709311764706,0.6373378370588235,0.637956684117647,0.6379451558823529,0.6376774923529411,0.6376188417647058,0.6376354770588235,0.6375172917647058,0.6373338917647058,0.6369461464705881,0.6337652464705882,0.6312995605882352,0.6300822899999998,0.6288463158823528,0.6275738688235293,0.6259930747058823,0.624563688235294,0.6235011152941174,0.6222549876470587,0.6211711429411764,0.6205578623529412,0.6200106217647059,0.61951551,0.6192412394117647,0.6192097858823529,0.6187526717647058,0.6166497270588235,0.6159840505882354,0.6162357005882352,0.6171035205882354,0.6180907729411766,0.6194843023529413,0.6210685000000001,0.6230003100000001,0.6248883688235294,0.6270336788235295,0.6289363905882353,0.6309026929411763,0.63324756,0.6355601747058824,0.6378594417647059,0.6401370394117647,0.6427128947058824,0.6471475800000001,0.6502526952941177,0.652412031764706,0.6537838470588234,0.65532373,0.6566830711764705,0.6580232558823529,0.6592116794117646,0.6604880911764706,0.6615420147058823,0.6628915470588235,0.6642567705882352,0.6652797376470587,0.6662539817647058,0.6666641876470588,0.6675413129411766,0.669200577647059,0.6710483923529413,0.6729490182352942,0.6744480023529413,0.676148711764706,0.6778163129411765,0.6794796541176469,0.6811532517647058,0.6827754199999999,0.6843677847058823,0.685817614117647,0.6871273388235294,0.688472345882353,0.6899176217647058,0.6913311429411765,0.6931340347058823,0.6943153429411764,0.6948471135294119,0.6950412452941177,0.6950846511764707,0.6955466217647059,0.6959931652941177,0.6964126441176471,0.6967313229411766,0.6969252276470588,0.6970476652941177,0.6971228852941177,0.6974476935294118,0.6978576894117648,0.6982266094117646,0.6994937194117649,0.7005813747058826,0.7018673923529414,0.7023408670588236,0.7024192023529413,0.7025535529411765,0.702517325882353,0.7024772611764706,0.7021504988235294,0.7016364552941178,0.701198333529412,0.7008555135294119,0.7006198341176472,0.7004641494117648,0.7003584705882354,0.7003322270588236,0.7002975311764704,0.6994162723529411,0.6985538458823529,0.6974483223529411,0.6971995435294119,0.6973466523529414,0.6973874111764706,0.6975702288235295,0.6977267776470589,0.6981079047058825,0.6986164717647059,0.69909327,0.6995130876470588,0.6998676905882354,0.7001300535294118,0.7003703511764707,0.7015739888235294,0.7025347141176472,0.7034058376470588,0.7041355876470589,0.7050267970588235,0.7057483282352942,0.7065010782352941,0.7072407529411765,0.7079766776470588,0.7085270670588235,0.7088520788235294,0.7090706494117648,0.7091203647058824,0.7090431470588235,0.7087750705882352,0.7084116017647057,0.7078956335294116,0.7060338570588233,0.7043406429411765,0.7026276505882353,0.7010866270588236,0.699423005882353,0.697899907647059,0.6963249217647061,0.6947640823529413,0.6931841805882355,0.6916919482352943,0.690375365882353,0.6891321047058824,0.6879788658823529,0.68688716,0.6859109147058824,0.684064044117647,0.6826470794117645,0.6816057770588234,0.6806355264705882,0.679722454117647,0.6788076682352943,0.677836691764706,0.6764956764705883,0.6750350211764706,0.6738068741176471,0.6723949488235293,0.6711430429411764,0.6699257547058823,0.6687596158823529,0.6675817429411763,0.6663872523529413,0.6652877682352942,0.6651220329411764,0.6646751064705884,0.6641106441176471,0.6635227205882355,0.6629401382352943,0.6624735211764706,0.6619690270588237,0.6619240505882353,0.6620171623529412,0.66196768,0.6621084417647057,0.6621492323529411,0.6621991205882352,0.6621940247058822,0.6621704994117646,0.6623883664705884,0.6625643076470589,0.6627589841176471,0.66290646,0.6638119011764705,0.6663372523529411,0.6687291964705881,0.6713762817647058,0.6746183247058822,0.6777797894117646,0.6808529164705881,0.6839676594117646,0.6870497564705882,0.6902049482352941,0.6933772805882353,0.6968225411764706,0.7005692817647059,0.7043242111764707,0.708212685882353,0.7123265917647059,0.7166399952941177,0.7201786617647059,0.7221761847058824,0.7243566405882355,0.7263442899999999,0.7279965705882352,0.7296756,0.7315122470588236,0.7334153005882352,0.7354089123529413,0.7373180829411765,0.739203374117647,0.7425093247058824,0.74578328,0.7488287741176469,0.7518390188235293,0.755183354117647,0.7581750188235294,0.7610604229411766,0.7637002988235294,0.7662923635294118,0.7687664905882352,0.7711090670588235,0.7734116847058824,0.7756068752941176,0.7776627241176471,0.7796220947058824,0.781582124117647,0.7834866711764705,0.7836290247058822,0.7833787923529412,0.7831807594117646,0.7829025317647058,0.7820245435294119,0.7812847935294117,0.7806671464705883,0.7802384023529412,0.7797890082352941,0.7793475888235293,0.7788537858823529,0.7783969505882353,0.777981268235294,0.7774902552941175,0.7769898552941175,0.7772868258823528,0.7765773905882352,0.7763105547058824,0.7764004223529413,0.7765571905882355,0.7767143400000002,0.7767895852941178,0.7768057488235295,0.7765774135294118,0.7762559876470587,0.7757027052941177,0.7751621717647058,0.7746936276470588,0.7742884299999998,0.77386653,0.7735882682352941,0.773395571764706,0.77244718,0.7725624035294117,0.77236088,0.77184946,0.7711124011764706,0.7703674952941177,0.7697042952941178,0.7691379170588236,0.7688518582352942,0.7686505194117649,0.7686952723529413,0.7687416588235296,0.7688250117647059,0.7688572999999999,0.7689367647058823,0.769647374117647,0.7702299529411765,0.7698303799999999,0.7691194388235294,0.7681151705882352,0.7674760964705882,0.7669882299999999,0.7665230388235295,0.7660532641176472,0.7654842111764706,0.764934258235294,0.7643889876470588,0.7638291970588237,0.7633353164705884,0.762921351764706,0.7625624141176471,0.762108925882353,0.7610346082352943,0.7600763764705883,0.7600161805882353,0.7603360058823531,0.7609827529411767,0.7614660729411765,0.7619969452941177,0.7624915799999998,0.763030811764706,0.7636051705882354,0.76416345,0.7647076352941176,0.7652536905882353,0.7657489552941177,0.7661305905882354,0.7666402494117648,0.7671074729411763,0.7668183458823529,0.7667172952941176,0.7667510029411764,0.7668463070588234,0.7669227835294118,0.7672985911764706,0.7677385241176472,0.7681262629411766,0.7684449782352941,0.7686796252941177,0.7688424635294119,0.7690344194117646,0.7691802664705881,0.7692753488235294,0.7693663252941176,0.7692581758823529,0.7692144347058822,0.7698701023529411,0.7703264005882351,0.7705817611764704,0.7705502964705881,0.7703498758823528,0.7697638988235295,0.7690160776470588,0.7683338482352943,0.7676966088235296,0.7671347264705882,0.7666135500000001,0.7660352894117648,0.76549946,0.7637416835294116,0.762255965882353,0.7613622447058824,0.760812785882353,0.7605555847058824,0.7602422747058822,0.759841125882353,0.7592413288235293,0.7587381111764706,0.7579889582352942,0.7571529611764706,0.7563363435294118,0.7555186182352941,0.7545718241176471,0.7536825982352942,0.7527329588235295,0.7517962941176471,0.7522750723529412,0.7523581335294118,0.7519164335294118,0.7512383864705884,0.7503199700000001,0.7494864170588236,0.7488595876470588,0.7485760588235295,0.7483184476470589,0.7483128147058823,0.748430994117647,0.7484960094117646,0.7485721388235295,0.7488707094117647,0.7490970705882354,0.74935565,0.7500161417647059,0.7504803047058823,0.7509704611764706,0.7513734517647057,0.7517554223529411,0.7520628723529412,0.7522913817647057,0.7523388347058823,0.7522337664705881,0.7521626299999999,0.7521829652941177,0.7522549211764705,0.7523798029411765,0.7525076005882354,0.7526163182352941,0.7527250947058823,0.7528932505882353,0.7526574352941175,0.7524350252941177,0.7523262664705883,0.7521852641176471,0.7519805288235295,0.7517833964705883,0.751649871764706,0.7516403776470589,0.7517818400000001,0.75188972,0.7518890905882354,0.7518206170588235,0.7517117611764705,0.75160813,0.7497520594117646,0.7491378811764706,0.7479065535294119,0.7470105182352942,0.7461644023529412,0.7452848552941175,0.7445479758823529,0.7439220111764706,0.7433978235294116,0.7427899623529413,0.7420456411764705,0.7413730023529412,0.7407133941176471,0.7400846823529411,0.7394737258823528,0.7387963494117646,0.738047924117647,0.7389872476470589,0.7386083229411764,0.7388346770588236,0.7387859947058824,0.7387377852941176,0.7386983264705882,0.7385647764705883,0.7383611294117647,0.7380573629411764,0.7378413217647058,0.7378319605882354,0.7377653488235294,0.7376833188235293,0.7375564129411765,0.7374111776470587,0.7379962094117646,0.7387269682352939,0.7393853976470586,0.7400350570588233,0.7405474747058822,0.7407435570588233,0.7407081511764707,0.7406945570588236,0.7406265394117648,0.7406207888235294,0.7406523105882354,0.7404761635294118,0.7402519870588236,0.7400716952941176,0.7401034864705883,0.7401694217647058,0.7402921488235293,0.7397671699999998,0.739087452352941,0.7385277118749999,0.7379964553333331,0.7375518128571429,0.737356483076923,0.7374035316666667,0.7374194254545454,0.7375707479999999,0.7375968933333332
pNuLoCDScore	0.013819502732026118,0.004117874496731955,0.0025073262614378755,0.007679352143790785,0.014992923673202596,0.02361263955555551,0.03267209779084962,0.040059180732026106,0.046329276026143756,0.052699528952941166,0.058491457550802095,0.06438769417647056,0.06869540620814477,0.07249782147899156,0.07473663702745101,0.07472453030147061,0.07943403388235293,0.09708840152941187,0.1054132162352942,0.10709955976470595,0.10282228235294114,0.09904557117647061,0.09311066647058822,0.08800958294117645,0.0855932788235294,0.08264772647058818,0.07938781764705882,0.07680985529411766,0.07347386823529417,0.0706521235294118,0.0670205176470588,0.06484415823529405,0.05810585176470584,0.04631282352941157,0.03628786588235278,0.02752790882352929,0.023341523529411712,0.02214103411764695,0.02348982529411764,0.026538738235294124,0.027740472352941192,0.029986015294117707,0.033667465882352976,0.036182875882352916,0.038634262352941096,0.04160077058823519,0.044575102352941154,0.04670298764705877,0.04081754235294116,0.048652525882353026,0.05329893294117655,0.05945906411764712,0.06517436058823539,0.06362066941176481,0.05783900470588238,0.0517799082352941,0.047013637058823554,0.04309548411764702,0.03624343176470585,0.031493190588235354,0.027583753529411725,0.02254147941176482,0.017899672352941154,0.014766169411764785,0.02029041235294121,0.025645072352941223,0.025344168235294118,0.024358363529411786,0.019627746470588237,0.01710668999999998,0.020606631176470602,0.026223362941176498,0.030628259999999963,0.03332369941176472,0.03719316235294118,0.040103608235294075,0.040655730588235295,0.04177830352941175,0.04396799941176477,0.04502849705882356,0.05591773294117658,0.05681095411764714,0.06604194882352948,0.07037441352941187,0.07931866058823533,0.0882907570588235,0.092526825882353,0.0944920741176471,0.09694818588235299,0.10017712058823519,0.10397095941176465,0.10685597470588232,0.11247125176470596,0.11818032117647076,0.12314543352941176,0.12779518470588241,0.12160723470588236,0.10674874411764712,0.09411128647058825,0.08408417352941167,0.0761511911764704,0.067571724117647,0.06136125588235286,0.05650824823529399,0.049875142352941104,-0.04028503875816991,-0.05536876899346403,-0.06996723664052289,-0.07559916134640525,-0.07967222899346406,-0.08289506134640524,-0.0861378792875817,-0.0884611686993464,-0.09048355346405229,-0.08453436561764707,-0.07866767641711232,-0.07359974419117649,-0.07017808972850678,-0.06764586153361343,-0.06510068807843138,-0.0629345721875,-0.061835567235294125,-0.047071670529411774,-0.03245779558823528,-0.027259757941176452,-0.023514833235294116,-0.021187261470588206,-0.01869994882352942,-0.0171506932352941,-0.015771308470588233,-0.013048304941176495,-0.009835132882352923,-0.0072533372941176455,-0.004592694352941171,-0.0017023861176470728,0.000550317058823524,0.002830785882352929,0.006183791941176464,0.007786878000000011,0.007811462470588254,0.008363347529411772,0.008447721058823535,0.009831512235294118,0.011626889588235295,0.014070672235294096,0.016414315764705867,0.017296782235294128,0.016353458176470576,0.014796167294117646,0.012721650529411752,0.010854619941176466,0.00970869911764706,0.008963289470588234,0.01145173476470586,0.01402237870588234,0.018254655764705877,0.021416430705882353,0.024618747411764702,0.028536800352941163,0.031353274176470575,0.033326870941176465,0.03447000917647057,0.03580986505882351,0.03810232705882355,0.04107075176470587,0.04444936882352937,0.04816253588235292,0.05157918705882353,0.05404017376470589,0.053055285529411786,0.04860170082352942,0.043505598470588214,0.0398916261176471,0.03760620941176472,0.03389445294117649,0.03016419529411765,0.026481439117647068,0.02365663264705886,0.021227800882352932,0.018499379705882335,0.015525789705882365,0.013249806470588266,0.010471012352941206,0.007473200588235279,0.004434418823529435,-0.0006156482352941139,-0.005388341176470607,-0.007850535294117611,-0.009411025294117664,-0.012144718823529438,-0.014537375882352987,-0.015705523529411763,-0.016490580000000032,-0.017248534705882362,-0.018005166470588224,-0.019003295882352916,-0.019575443529411735,-0.02058064235294116,-0.02203360058823528,-0.023147292352941162,-0.02375145529411768,-0.022041144117647044,-0.015031324117647044,-0.007176952941176512,-0.0026947470588235267,0.0008479623529412117,0.004159567647058882,0.0060226494117647245,0.007367753529411825,0.008354475882352969,0.009097185882353004,0.009800061176470615,0.010478519999999991,0.010314866470588241,0.01104113882352939,0.01152387941176472,0.011877928823529421,0.012460245882352922,0.011332649411764678,0.00768806058823529,0.006392024117646999,0.0053567835294117405,0.0036767988235293925,0.002811842352941185,0.002518282941176453,0.00214104764705883,0.0022470570588234706,0.0028252235294117523,0.003409352352941153,0.004547705294117632,0.0059011841176470625,0.007216538235294084,0.00863498235294119,0.010060037647058817,0.010792064117647077,0.010651525882352963,0.009680740588235315,0.009134250588235304,0.009738876470588242,0.010760932352941177,0.011544697058823494,0.012861188235294085,0.013923635882352958,0.014443401176470555,0.01452813647058826,0.014411597058823555,0.013901505882352921,0.01343417999999999,0.01246629411764702,0.01123271352941177,0.009554117647058796,0.007202820588235265,0.005152062352941189,0.004061544117647031,0.0024724235294117103,0.0003706329411764242,-0.0017304823529411817,-0.004135039411764713,-0.006676666470588233,-0.008730572352941168,-0.010466791764705913,-0.012163997058823539,-0.013873121176470576,-0.015424075882352922,-0.016852312352941184,-0.018098553529411754,-0.01890097294117643,-0.018066625882352916,-0.016062025294117654,-0.014559471764705845,-0.013389002941176453,-0.011988325294117641,-0.010447611176470584,-0.008891967058823502,-0.00741661764705881,-0.006004288823529408,-0.004788255882352932,-0.0033982835294117386,-0.001844259411764665,-6.665529411761795e-05,0.0017624435294118224,0.0059024323529411615,0.009721324705882356,0.013209244117647068,0.015153135294117659,0.017083234705882355,0.019628798235294148,0.021971759411764713,0.024133510000000025,0.02636805999999997,0.028507995294117655,0.03080446352941177,0.033102011176470575,0.03529894176470583,0.037130487058823464,0.0389339729411764,0.04067885411764699,0.04001825352941174,0.03759304058823526,0.035550431176470554,0.033852207058823525,0.03268476941176468,0.03111496823529411,0.02917559176470591,0.027170548823529428,0.025032111764705905,0.023006193529411745,0.021025511176470613,0.018988965882352993,0.016958132352941246,0.015084653529411796,0.013272058235294149,0.011373607058823537,0.010588051176470603,0.012121855882352928,0.012929156470588232,0.013878480588235292,0.013799558235294135,0.013524905294117678,0.013751950588235279,0.014150476470588258,0.014715569411764745,0.01530415058823531,0.015531372352941164,0.01575764058823531,0.016003252352941144,0.016331969411764707,0.016598632941176528,0.016976831176470614,0.016235187647058807,0.014230864705882335,0.012282431764705865,0.010443517058823487,0.009066232941176422,0.008447636470588188,0.007877324117647022,0.007126288823529364,0.0063937994117646,0.005630288823529367,0.005070239999999948,0.004574656470588134,0.004098699411764634,0.0036383235294117355,0.002980872941176438,0.0022307470588235068,-0.00017373647058821495,-0.0012232470588234567,-0.0016916623529411035,-0.0019186064705881412,-0.00190159999999992,-0.0022926894117646646,-0.0027317782352940523,-0.002956518823529375,-0.0031990635294116554,-0.0033329664705881723,-0.0037204623529411007,-0.0042524711764705125,-0.004678681176470523,-0.00507835529411757,-0.005474921176470526,-0.005762287058823451,-0.004404547647058776,-0.0015980629411764535,0.0005785735294117633,0.002035459999999961,0.0030004217647058573,0.0036042405882353024,0.0039353000000000304,0.004078661176470599,0.004085489999999997,0.0040217405882353174,0.004060590000000003,0.004377296470588238,0.004768492352941189,0.005119507647058791,0.00556862764705876,0.006035489411764627,0.006761384117646985,0.005290102941176378,0.00352148647058817,0.0021364799999999406,0.0008851599999999682,-0.0002541017647059718,-0.0013930023529412638,-0.002513494705882413,-0.0036066823529412317,-0.004976645294117732,-0.006290904705882422,-0.0077496623529411945,-0.009360234705882348,-0.011005100588235284,-0.0126628882352941,-0.01439213823529406,-0.01643049999999993,-0.01810801117647054,-0.018750056470588194,-0.018919682941176436,-0.018937019411764733,-0.01880943294117643,-0.01846222882352941,-0.017940852352941183,-0.01730078882352945,-0.016277860000000005,-0.014982609999999952,-0.013686582941176473,-0.012380167647058876,-0.011027283529411819,-0.009694997058823568,-0.008421107647058834,-0.00811897529411773,-0.006649188823529384,-0.006216710588235308,-0.005946722941176458,-0.005673827058823522,-0.005413648235294138,-0.005222612352941164,-0.005210537058823517,-0.005115746470588239,-0.005100473529411759,-0.005324040000000058,-0.005543569411764732,-0.005753208235294099,-0.005963896470588204,-0.006112783529411747,-0.006317557647058852,-0.005414808823529377,-0.004418265294117707,-0.003789552941176444,-0.0029960876470588316,-0.0024768941176470383,-0.0020281288235293737,-0.001627406470588233,-0.0011956017647058725,-0.0007947935294117248,-0.0004595000000000016,-0.0001530976470587586,0.00011976470588237476,0.00047342588235299576,0.0010454123529411996,0.001534407058823517,0.0022028005882353263,0.007385793529411794,0.010241862352941195,0.013222767058823498,0.015677265294117615,0.018199003529411784,0.02076428529411764,0.023387509999999972,0.02634263235294118,0.029598697058823537,0.03314109941176471,0.03681308588235291,0.04077537764705885,0.04484406411764702,0.0485307605882353,0.052059297058823534,0.05558348000000002,0.054463265294117685,0.05030717176470592,0.04812506411764708,0.04677627058823536,0.04578871176470592,0.04499299352941177,0.044155438823529514,0.04298767705882356,0.04121837117647062,0.038960921176470625,0.03636746647058828,0.03344248294117644,0.030240932941176468,0.026968422941176434,0.023956904117647088,0.02082388529411755,0.01898072588235286,0.021293075294117586,0.02218154999999994,0.022188621764705818,0.021872356470588217,0.021224500000000035,0.02052670411764701,0.019862912941176425,0.01937481999999996,0.018930368235294093,0.018328155294117632,0.017851028823529458,0.017461067058823554,0.017094029999999982,0.016651035882352894,0.01627726058823531,0.014699336470588298,0.012048604117647133,0.009700867647058908,0.0074509229411764966,0.00550157999999995,0.0037696664705881844,0.0020346629411764905,0.0002876070588235802,-0.001320441176470566,-0.0026750105882352715,-0.003463820000000062,-0.003959712941176585,-0.0045091094117648,-0.004907014117647046,-0.005293640000000044,-0.005668169411764734,-0.008057593529411822,-0.008562041176470636,-0.009635627058823537,-0.010311613529411734,-0.010819933529411685,-0.011174373529411752,-0.011360567647058895,-0.011253084705882321,-0.011036397058823477,-0.010830541764705881,-0.010743569411764686,-0.01095939117647049,-0.011354358235294015,-0.011931844705882377,-0.012484442352941105,-0.013056734705882311,-0.011641280588235325,-0.008813691764705867,-0.0061662723529412045,-0.0034410264705883042,-0.0013865947058824268,0.00023336647058824767,0.0015546588235293979,0.0025610952941175213,0.0032216458823528527,0.0037569511764705688,0.004018617058823559,0.004169900588235298,0.004403710588235299,0.005094184705882354,0.00593221941176475,0.006722075882353018,0.0069083700000000525,0.004744254705882356,0.0034397011764705776,0.001771714117647205,0.00043402705882356063,-0.0005801129411764916,-0.0011656005882351717,-0.001661919411764634,-0.002181641764705866,-0.0025229617647058444,-0.0026720888235294282,-0.002754274705882409,-0.002545142941176526,-0.0024090847058823583,-0.002382216470588283,-0.0021971294117647533,-0.001463659411764684,0.0002130864705882085,0.0018617594117647518,0.0031545488235292796,0.0043490405882352645,0.005365374705882386,0.006054195882352897,0.006419981176470524,0.0068949970588235154,0.007419515882352901,0.0077330335294117925,0.00803996588235295,0.008308884705882369,0.008336076470588316,0.008198715882352992,0.007943001176470621,0.008962449999999955,0.00857423294117643,0.0076111835294117025,0.006560781764705925,0.005523156470588264,0.004634794117647001,0.003829127058823545,0.0032075047058824357,0.002693168823529435,0.002025994705882328,0.0015125052941176165,0.0011452217647058283,0.0006899329411763633,0.00012762294117635298,-0.0005967535294118531,-0.0014774911764706689,-0.0037061705882353024,-0.006493699999999936,-0.00806842529411761,-0.008940748235294116,-0.009334384117647088,-0.009775148823529367,-0.010291524117647055,-0.010669013529411742,-0.011090018823529446,-0.011542358235294092,-0.011875676470588237,-0.01224230941176463,-0.01260968823529407,-0.01282454529411764,-0.012631951176470535,-0.012121231764705809,-0.011699873529411708,-0.010944635882352949,-0.0110867858823529,-0.011285242941176443,-0.011748641764705858,-0.012513783529411793,-0.012955096470588234,-0.01352937529411774,-0.014019150588235274,-0.01410049764705884,-0.014384883529411752,-0.014712351176470573,-0.01497628294117645,-0.015145832352941091,-0.015389305882352933,-0.015735239411764745,-0.01582212058823529,-0.01450913176470589,-0.012129001176470589,-0.009956610000000005,-0.008235152352941144,-0.006396563529411758,-0.0043927135294118125,-0.002548284705882309,-0.0007046094117647284,0.0007382658823529842,0.0020181200000000676,0.003390232352941225,0.004585222941176498,0.005623341764705858,0.006475461176470687,0.007208312941176465,0.006534658823529382,0.005449412941176429,0.0038509970588234965,0.0026149452941176266,0.0019260035294117461,0.001480528235294154,0.000713461764705936,0.00015423823529417402,-0.0004661135294117269,-0.0010075394117647352,-0.001256289411764755,-0.0016787129411764967,-0.0019557164705882313,-0.0022447723529411545,-0.002462612941176584,-0.002603391176470543,-0.0013800311764706197,0.001133622941176582,0.00317423117647056,0.0042540047058823305,0.0046626035294116686,0.004700995294117549,0.004594039999999938,0.00447336176470578,0.004244098823529413,0.00401320941176464,0.0036709082352940903,0.0033460994117646137,0.0029728629411764906,0.002644087058823491,0.0024629676470588613,0.0023066370588235297,0.0026236805882353664,0.0010355794117646866,-0.00124185411764699,-0.0027431247058823383,-0.0037195358823528535,-0.004394092352941137,-0.004912404117647068,-0.005533989999999933,-0.006158672941176474,-0.006820124117646986,-0.007507149411764669,-0.00808235823529413,-0.00856405529411769,-0.008904300588235298,-0.009322983529411799,-0.009797495882352986,-0.010764037058823617,-0.011575565294117712,-0.011077737058823617,-0.010093797058823545,-0.009407605882352982,-0.008859530588235326,-0.008430401764705886,-0.007918166470588267,-0.007144114705882332,-0.006245995882352917,-0.0051241935294117635,-0.003989162352941084,-0.002977229999999942,-0.0021909899999999483,-0.0015296405882353203,-0.0008448464705882175,-0.0007234494117646373,0.0004973217647059047,0.0011661699999999942,0.0005592776470587646,0.0001284664705882288,-0.00010627294117640518,0.00014670999999999434,0.00046457882352937685,0.0007103270588234845,0.0008104888235293539,0.0005371931985293787,0.00012632160784309399,-0.00027571781512611415,-0.0005337258371041209,-0.0006636783333333063,-0.0007496882887700895,-0.00032015582352942773,0.0005792250326797643,0.00036090150326803516,0.0006839238562092453,0.0010627050326798004,0.001316904444444461,0.0011659703267974386,0.0009883920915033373,0.0007276203267974346,0.0004924132679739179
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
