UniprotID	Q9NQG7-4
pNuLoCScore	0.20771446522222223,0.19421740469999998,0.1831491860909091,0.17365544391666665,0.16569615476923077,0.15883819228571427,0.15282289586666664,0.14742731024999997,0.14318049317647058,0.12147767258823527,0.10310606764705883,0.08628846588235294,0.07571079470588235,0.07651198858823528,0.07732406652941176,0.07755522629411764,0.07847431482352941,0.07904199752941177,0.08076044870588235,0.08248982635294116,0.08432715752941175,0.08618787517647059,0.08818206164705883,0.09009134776470587,0.08953195994117646,0.088141479,0.0870149182352941,0.08573886541176469,0.08508031247058823,0.08500849952941177,0.08576161599999998,0.08637681041176472,0.08699926717647061,0.08775330423529412,0.0889912954117647,0.09058964658823528,0.09450538188235293,0.09813468011764705,0.10262594217647059,0.10813738041176471,0.11338146688235294,0.12017577905882355,0.12949115470588235,0.13826470429411764,0.14730054794117647,0.15534415970588236,0.1639579426470588,0.1719175844117647,0.17951812735294115,0.18588037941176472,0.1913044229411765,0.1964159823529412,0.20247125764705884,0.20581057823529414,0.2099529582352941,0.21370740235294117,0.22479826588235294,0.23577761588235296,0.24922584470588233,0.2595002982352941,0.26877515235294114,0.2770196682352941,0.2853812776470588,0.29172117941176473,0.2978599364705882,0.30336396352941175,0.3087070005882353,0.3144590205882354,0.31965638411764713,0.3231309464705882,0.32676265411764704,0.32976822705882347,0.3321221747058823,0.3264742017647059,0.3214934176470588,0.3153654864705882,0.30976434294117644,0.30526785823529407,0.3007160564705882,0.2966184311764706,0.2933293223529412,0.2903052252941176,0.2874155270588235,0.2838483288235294,0.28018319705882355,0.27858408647058824,0.27727442705882355,0.27627001411764707,0.2820693152941176,0.28714671529411767,0.2917194852941177,0.29377202823529414,0.2941215029411765,0.2948902523529412,0.29585529,0.2973056288235294,0.29931507588235295,0.30182542,0.3044320964705882,0.30803899176470595,0.31305945470588237,0.31875151000000007,0.3224581723529412,0.32666714529411767,0.3310830917647059,0.328848434117647,0.3279033470588235,0.32708470705882353,0.3291149582352941,0.33281422235294117,0.33683198235294115,0.3407208823529412,0.34481077941176475,0.34767258352941177,0.3506044047058824,0.3535316223529412,0.3557665223529412,0.3586642258823529,0.3615392847058823,0.364629994117647,0.3718713194117647,0.377802194117647,0.3838031182352941,0.3891238670588235,0.3946924852941176,0.39949111176470586,0.4043424317647059,0.4089159417647059,0.4133243888235294,0.41689993705882356,0.4213507176470588,0.42533975647058825,0.42893715294117646,0.4325625176470588,0.43569828294117646,0.43849053352941175,0.4410770017647059,0.43907727058823526,0.43828622529411765,0.437499185882353,0.4369872664705882,0.4359983376470588,0.4351400082352941,0.4338660629411764,0.4326968247058824,0.4316767211764706,0.4314769270588235,0.4308308917647059,0.43015184058823536,0.4295602170588236,0.4293086188235295,0.42932541176470596,0.43068186705882355,0.4301208594117648,0.42888633529411774,0.4284744641176471,0.42887209941176474,0.4289771511764706,0.42877940000000003,0.4283174935294118,0.42714070823529415,0.42578800000000006,0.4243468811764707,0.422660511764706,0.421219285882353,0.4192698476470589,0.4169844305882354,0.4146419464705883,0.412122331764706,0.4079423494117648,0.405815015882353,0.4042031652941177,0.40169116411764716,0.3983443388235295,0.3952458388235294,0.39247659176470595,0.38997592117647056,0.38818891647058823,0.385786808235294,0.3831981611764705,0.3807524270588234,0.3778219976470587,0.3752207617647058,0.3729751847058823,0.3670096823529412,0.3621668364705882,0.35698535294117645,0.3516242835294118,0.34657060941176476,0.3417685523529412,0.3372866176470588,0.3329550194117647,0.32878360764705883,0.3258674311764706,0.323793555882353,0.3224834870588235,0.32157802117647055,0.32085797764705887,0.32057137588235296,0.3204357423529412,0.32045342705882357,0.3240461970588236,0.32681032941176474,0.3304928705882353,0.33436131882352943,0.33802379882352945,0.3414533782352942,0.34469846411764715,0.34791524823529413,0.3511955200000001,0.35342334352941185,0.3548958688235294,0.35632285823529414,0.35760284000000003,0.3588975717647059,0.3602960194117647,0.36562550882352934,0.37013125705882355,0.37425818352941176,0.3780789829411764,0.3818546164705882,0.38534237,0.3886500064705883,0.39150188,0.39307725470588245,0.39421436176470587,0.39516963294117646,0.3948247894117647,0.3940010111764706,0.3918567905882353,0.38993260882352937,0.38779231235294126,0.3855530370588236,0.37938606352941184,0.37393414,0.3689279152941176,0.36408629,0.35922128882352944,0.35455817529411765,0.350041514117647,0.3459306658823529,0.34295474117647057,0.34018627588235295,0.3374801288235294,0.3360316805882353,0.3353615617647059,0.3359337294117647,0.33620062,0.3373402435294117,0.33745680411764706,0.3362816823529412,0.3355441705882353,0.3351041270588236,0.3346694917647059,0.3342555147058824,0.333783415882353,0.33315806000000003,0.3327612911764706,0.33259354588235296,0.3325751558823529,0.3324381505882353,0.3323030829411765,0.3318606394117647,0.33152899705882355,0.33135312647058823,0.3304618047058824,0.3306621223529411,0.3321724794117647,0.33333307117647054,0.33426405000000003,0.33518201411764703,0.3360895158823529,0.3370082811764706,0.3381096417647059,0.3389291094117647,0.3394796252941176,0.33999630117647056,0.3406896735294117,0.3413822164705882,0.34216576294117645,0.34345209764705886,0.3455154105882353,0.34766181764705884,0.34969276000000005,0.3517206276470588,0.35331623588235295,0.35479678058823527,0.3562094176470588,0.35759544294117646,0.3591114958823529,0.3603670629411765,0.361614645882353,0.36294777352941177,0.36433700117647055,0.36569658823529416,0.3671374435294118,0.3684882052941177,0.3692266229411765,0.36894623058823534,0.3686357411764707,0.3684003641176471,0.3681139111764706,0.36815902882352936,0.36826051058823533,0.36839602176470587,0.36850576764705884,0.3685248905882353,0.36878065529411763,0.36902340588235294,0.36919958,0.3691683447058824,0.36909180647058826,0.3681908623529412,0.3684353611764706,0.36925700411764706,0.3705876394117647,0.3718449152941177,0.37319653058823526,0.3746120176470588,0.3761480982352941,0.3778008052941177,0.3793306352941177,0.3804644770588235,0.3815371258823529,0.3826751747058823,0.3839576794117647,0.38526930588235286,0.3866299552941176,0.3880875523529412,0.39030724941176476,0.3914227835294118,0.3917669005882353,0.3915974141176471,0.3914155794117647,0.39108028529411765,0.3907370335294118,0.3903411411764707,0.3898335288235295,0.38946057058823536,0.38951146647058826,0.3894957223529413,0.38937776176470595,0.3891679805882353,0.3889323376470588,0.38984088588235294,0.3900584711764706,0.39024423,0.39050584,0.3910096235294118,0.39133878529411764,0.39160757588235295,0.3919225464705883,0.39220747588235294,0.392337684117647,0.39228210999999996,0.3921885111764705,0.3920438405882352,0.3920078288235294,0.3919808888235294,0.3919305635294118,0.39183258000000004,0.39065374529411767,0.3899834488235294,0.38938157529411765,0.3886733005882353,0.3879074582352941,0.387303005882353,0.3866202152941177,0.3859704517647059,0.3853310776470589,0.384737895882353,0.3842394394117648,0.3837301423529413,0.38319389941176474,0.3825983994117647,0.3819723229411765,0.3791870505882353,0.37721954176470585,0.37496473529411767,0.3729638023529412,0.37106034647058816,0.3691619452941176,0.36738981941176474,0.3657786464705882,0.36424665999999994,0.3626475494117647,0.36109314294117645,0.3595428647058823,0.3581429535294117,0.35677700294117637,0.35551642647058823,0.3542565576470588,0.35295265294117645,0.3536913623529412,0.35356710764705884,0.35375632941176477,0.3537871411764706,0.3536808805882354,0.35360109294117653,0.3534655617647059,0.35335058058823526,0.3533932699999999,0.35348924764705875,0.3535485017647058,0.35367429705882353,0.3536766511764706,0.35354287529411765,0.35331868117647053,0.3535189558823529,0.3543168782352941,0.3552177429411765,0.3564532929411765,0.3575294247058824,0.35875372176470594,0.360047885882353,0.36140789470588236,0.36268721882352944,0.36395776705882343,0.36528141529411756,0.3665633747058822,0.3678634958823529,0.3693999052941176,0.37099059058823525,0.37276097411764697,0.3745579064705882,0.3758958158823529,0.37659655117647045,0.3772823247058823,0.37774739999999996,0.37832790058823523,0.3787854611764705,0.3791932458823529,0.3796858282352941,0.3802897776470588,0.3807978652941177,0.38114506823529415,0.3814632129411764,0.38176965235294114,0.3818012676470588,0.38182318941176463,0.38220610941176464,0.38259243,0.3823754058823529,0.3820070382352941,0.3816856411764706,0.3814341688235294,0.38125216764705877,0.3809497052941176,0.38059647117647055,0.38021154764705883,0.3798016623529412,0.3794857211764706,0.37919943,0.3789709694117648,0.37873042117647066,0.37851180882352947,0.3783196264705883,0.37764902411764706,0.3769703447058824,0.3769093641176471,0.3771133735294119,0.37726741117647067,0.3773235947058824,0.3773717658823529,0.3775797158823529,0.3777801382352941,0.37783787117647055,0.3778441082352941,0.3777688188235294,0.3776701517647059,0.37750788823529424,0.37734821058823537,0.3855021429411765,0.39427833294117653,0.40112741529411766,0.4065239288235295,0.4120411947058824,0.417479935882353,0.4226522429411765,0.42797181,0.43340132352941174,0.4388138076470588,0.44429875705882355,0.44974530470588236,0.45522338529411766,0.4607592423529412,0.46612545176470593,0.4712215070588236,0.4761978076470588,0.4728584088235294,0.46893021470588236,0.467038435882353,0.4666245447058824,0.46614322705882355,0.46571545352941174,0.46562629352941176,0.4654590252941176,0.4652134311764705,0.4649483094117646,0.4646759211764705,0.46448033235294106,0.46427228941176457,0.46389698470588225,0.463774604117647,0.4643714182352941,0.46501561647058826,0.4651900094117647,0.46488793882352947,0.4645848941176472,0.46432382352941187,0.46400870000000005,0.4637946264705883,0.4630972652941177,0.46240026235294124,0.4617058470588236,0.4610749288235295,0.46048803000000005,0.4598179576470589,0.45910989470588237,0.4583213935294118,0.4575232223529412,0.4562461,0.45503447647058826,0.45427481000000003,0.4540238335294117,0.45377539352941176,0.45344647000000005,0.45322897000000006,0.452960245882353,0.4530900376470588,0.4532016070588235,0.4532590047058824,0.45324681705882347,0.4531096823529412,0.4530164982352941,0.4529784323529412,0.45287651058823525,0.45336557882352946,0.4540719011764706,0.4537769047058824,0.4523769476470589,0.449440575882353,0.44619127588235297,0.44302027117647064,0.4400460141176471,0.43699158941176475,0.43401473,0.43105507235294116,0.42770669352941176,0.42433668235294114,0.42090215588235297,0.4171596864705882,0.41267548000000004,0.4084502664705883,0.4035398870588236,0.3984612535294118,0.3943499164705882,0.39130048117647054,0.3897311558823529,0.38833633705882353,0.3866949770588235,0.38454907999999993,0.3825099564705883,0.38037351588235296,0.378222145882353,0.37636552941176465,0.3744208447058823,0.3725123511764705,0.37065512470588236,0.36962685647058824,0.36796362882352934,0.36584258352941174,0.36352641941176467,0.36138253294117645,0.35929984882352933,0.35708255411764706,0.3546090805882352,0.3523026529411765,0.35022567176470587,0.34810281294117645,0.3459925447058823,0.34378115588235286,0.3416694217647058,0.3396537276470588,0.33774478588235296,0.33606284647058826,0.3342595782352941,0.3331453605882353,0.33251697705882355,0.33205604352941176,0.3314191876470588,0.33071489882352945,0.3301636188235295,0.3299448170588236,0.3297447717647059,0.32955207764705885,0.3293457341176471,0.3292098164705882,0.3291662682352941,0.3290983605882353,0.3281507558823529,0.32753433705882345,0.32706436470588235,0.3268033611764705,0.3266123711764706,0.32640272941176474,0.3259348770588235,0.3255539105882353,0.3252561035294117,0.3249147429411764,0.3245878517647058,0.3241053305882352,0.32371978176470584,0.32335046647058824,0.3229270005882353,0.3225295635294117,0.3221796158823529,0.32273087823529406,0.32287311058823526,0.322902764117647,0.322735,0.322493805882353,0.3222859888235294,0.3223969605882354,0.32248443941176475,0.3225753347058824,0.3226614682352942,0.3227354170588236,0.32300414176470593,0.32321218647058825,0.3234420970588235,0.32370673941176475,0.3237863770588235,0.32409836352941174,0.324308725882353,0.32470741588235297,0.32504467823529415,0.3253017211764706,0.3256155547058823,0.3258389264705881,0.3258683705882352,0.32592882176470583,0.3260754158823529,0.3262691241176471,0.3263496476470588,0.32633136647058825,0.3263378794117648,0.32637657000000003,0.32647709705882355,0.3267334511764706,0.3267535505882353,0.3268547329411765,0.32694777529411767,0.32726173941176473,0.32773364352941176,0.3281583352941176,0.3287379329411765,0.329583844117647,0.33042472882352936,0.3312341605882353,0.3320680964705882,0.33305066,0.33415264999999994,0.3351881352941176,0.33705104882352943,0.33817300999999994,0.33699906529411766,0.33528584058823535,0.3335047923529412,0.3321972911764706,0.33132392470588234,0.33081201470588234,0.330548975882353,0.3301906223529412,0.3297798611764707,0.32946964882352947,0.3293365876470589,0.32938949352941177,0.32956479470588235,0.3299111482352941,0.3305050170588235,0.3303607876470588,0.33106096705882354,0.3342358588235294,0.3381082,0.34222530176470595,0.3458506558823529,0.3490535576470588,0.3519518811764706,0.3546935476470589,0.35756135294117647,0.3605087647058824,0.3633849305882353,0.3660793988235294,0.3686032488235294,0.3710527664705882,0.37498054117647056,0.37895680411764704,0.3827029011764706,0.38607663764705885,0.38917899294117647,0.3919260082352942,0.3946309441176471,0.39713231823529416,0.39929052823529415,0.4012716311764706,0.4031077076470589,0.40490170941176473,0.4066199976470588,0.4082962105882353,0.40991301294117644,0.4114713905882353,0.41291451,0.41273323875,0.4122061853333333,0.41168784142857145,0.41134806230769233,0.41105340083333336,0.4109526590909091,0.41062911900000004,0.4103917033333333
pNuLoCDScore	-0.06453397204575165,-0.08623679263398695,-0.1046083975751634,-0.12142599933986929,-0.13200367051633988,-0.13120247663398693,-0.13039039869281047,-0.1301592389281046,-0.1292401503986928,-0.11517540717058822,-0.10238873738502675,-0.09116561756372549,-0.08136899723981902,-0.07265031710924369,-0.06464083421960781,-0.0573359624852941,-0.053648533235294116,-0.03333619358823528,-0.016091149411764732,-0.0005496004705882462,0.009369517764705876,0.008496510941176483,0.008437549470588224,0.00882158411764708,0.008524952352941192,0.008711306705882355,0.008230846705882353,0.008099820235294111,0.010178224352941176,0.011946804941176462,0.014443880529411757,0.01804603264705884,0.023849506941176477,0.03203430005882356,0.04247623647058825,0.052525838882352946,0.06222023547058825,0.0703356601764706,0.0781963266470588,0.08554077399999997,0.09251886017647054,0.0981270751764706,0.1023131275294118,0.10582633576470592,0.10796587576470591,0.10767589811764709,0.10732701605882353,0.10557002194117646,0.111416799,0.11560183682352941,0.11973468999999998,0.12123559394117644,0.12147460441176466,0.12167550852941175,0.121423335,0.11980359500000004,0.11834180911764708,0.11748358411764703,0.1174025776470588,0.11804303823529419,0.11718512647058829,0.11732036823529407,0.11680969588235293,0.1160608247058823,0.10732390882352935,0.09069658588235291,0.07226757294117647,0.05586518823529413,0.0409891905882353,0.02824818999999995,0.015334778823529405,0.0048972517647058456,-0.032604953725490216,-0.048128961372549045,-0.060136881607843154,-0.06768460843137256,-0.07259338007843137,-0.07557030331372551,-0.07647152449019609,-0.07652798178431373,-0.07594477625490197,-0.06630201567647061,-0.05903760487700539,-0.05332875544607846,-0.05050738680542988,-0.04840319532352941,-0.04563273607843138,-0.041798683187500005,-0.035448808352941175,-0.013230378941176471,0.0069852795294117614,0.02298219952941176,0.037963789764705866,0.05047812229411765,0.06168635582352941,0.07035019664705884,0.07935866229411769,0.08775668905882357,0.09522585252941178,0.10418799076470589,0.11397349405882357,0.1270038058235294,0.13960084699999997,0.15179188782352937,0.1607029398235294,0.16435320452941177,0.1614789715882353,0.15891857429411765,0.1546593857058824,0.14896596876470589,0.14472714700000003,0.14202040994117643,0.13895545111764698,0.13453223170588233,0.13041603258823536,0.12539635,0.11964426023529412,0.1121814978823529,0.00203556901960783,-0.00511472509803923,-0.011836003333333373,-0.011460469215686275,-0.009528301568627467,-0.001406416568627472,0.0035793569607842635,0.008296913431372538,0.015050138725490186,0.024648214617647046,0.029827376978609627,0.031441321936274524,0.03185177291855204,0.03238856350840333,0.03310769511764705,0.03280525556985292,0.0298406638235294,0.03520828499999995,0.03898315205882352,0.03723062676470587,0.034531443823529434,0.02738465941176471,0.019564539411764753,0.012719042941176484,0.004208513529411734,-0.0020104699999999864,-0.005305928235294105,-0.006974461764705869,-0.008378361764705883,-0.010720183529411731,-0.012266126470588196,-0.0136389647058823,-0.011193995294117604,-0.006945310588235193,-0.0008488929411764323,0.00242673529411766,0.0042979270588235086,0.003744252352941152,0.00659698588235294,0.010422787647058812,0.012480202352941228,0.01310351411764707,0.01158632588235295,0.008787145294117643,0.005857961764705905,0.0045673417647058845,0.0030943147058823117,-1.371176470615909e-06,-0.003956494117647091,-0.009763144705882382,-0.016877430588235293,-0.02319277647058829,-0.02786684117647062,-0.034274475882352995,-0.04066598764705889,-0.04849682294117652,-0.055696243235294124,-0.061370916764705935,-0.06572707794117649,-0.06964210676470589,-0.07228882300000003,-0.07550111300000001,-0.07914080535294118,-0.08177984241176475,-0.08307273652941179,-0.08397542947058827,-0.08420818005882355,-0.08297572688235293,-0.08138980041176469,-0.07669352864705876,-0.07026723423529407,-0.06365992541176468,-0.056178389529411815,-0.049224502764705885,-0.042919929235294155,-0.03607966982352942,-0.02956303564705884,-0.023591156470588265,-0.016882622941176484,-0.010271658529411726,-0.0014425114705882286,0.006987911470588248,0.015637986764705875,0.023581314764705888,0.03042896629411762,0.03595112276470587,0.03933199717647062,0.04271610511764706,0.04585225247058827,0.04852146658823531,0.05132452717647058,0.054343241882352955,0.057464680411764724,0.06052545741176474,0.063088053882353,0.06566202417647063,0.06596351211764712,0.06360253211764709,0.06041408505882356,0.055668828000000004,0.05023329705882357,0.04528487000000003,0.03985815411764698,0.0339383908823529,0.027395417352941126,0.021241574705882366,0.01496508117647058,0.008644565294117612,0.0020415470588234785,-0.004840478529411829,-0.011382088529411832,-0.01796004735294124,-0.024362373529411813,-0.028540308235294132,-0.03224710411764706,-0.03461711647058818,-0.03558866941176472,-0.036410562352941156,-0.03608480647058818,-0.034422517647058753,-0.03132721058823523,-0.027782390588235284,-0.024776464117647057,-0.021955356470588216,-0.01932472294117643,-0.016894237647058774,-0.014462075294117638,-0.012117824117647058,-0.010062331176470596,-0.008219479411764707,-0.006327053529411764,-0.004521621176470647,-0.0033660899999999883,-0.002016337058823564,-0.00023217411764706042,0.00033475235294114225,0.00037513470588235176,-0.0007031299999999685,-0.0011965611764705453,-0.0015231311764705713,-0.0014449099999999937,-0.0007461770588235161,0.0003500247058823569,0.0016447076470588462,0.007028702941176468,0.012479458235294089,0.018068007647058792,0.023488487647058853,0.028907834117647052,0.033845031176470614,0.03813192999999998,0.04230548235294118,0.046571558823529396,0.051041268823529384,0.055515577647058806,0.059745679999999995,0.06404793647058826,0.06815667882352941,0.07172286411764708,0.07505829529411764,0.07416769941176474,0.06948991470588237,0.06501936823529414,0.06067758647058821,0.05647543470588237,0.05236076117647054,0.04873248058823526,0.045435565882352924,0.04196944588235296,0.03843702823529413,0.03487319823529414,0.031315242352941225,0.027699905294117644,0.023789039999999956,0.019928878823529422,0.01611019999999999,0.013110669999999991,0.014137591176470593,0.014614194117647084,0.015175520000000053,0.01531075705882351,0.015700918823529503,0.016136885882353014,0.016069950588235293,0.01576423058823523,0.014946308235294081,0.013985108235294114,0.013015426470588176,0.012302055882352891,0.012063020000000008,0.012136597058823473,0.012289932941176501,0.011996010588235267,0.0111467864705882,0.010677125294117601,0.010518595294117583,0.010391289999999997,0.010078171764705879,0.00946859705882347,0.009098546470588248,0.009217505882352955,0.0100967635294118,0.011605475882352945,0.013387168823529416,0.014998613529411786,0.01613265705882358,0.016598972941176515,0.016753690588235337,0.017165779999999964,0.01784588529411768,0.018631553529411704,0.019284650588235253,0.01985716470588239,0.020630752352941095,0.021710368235294153,0.022447394705882417,0.02272167588235302,0.022794371176470596,0.022277414117647054,0.021658471176470573,0.020831401176470588,0.020192835882352933,0.019930693529411736,0.02006879117647048,0.01978183058823535,0.019210824705882368,0.018498105882353066,0.017205478235294225,0.015689962352941234,0.014047585294117704,0.012094785882352965,0.010414803529411765,0.009141929411764671,0.007954101764705845,0.006781953529411799,0.005537495882353027,0.004362577647058885,0.003187658235294155,0.0020336064705882007,0.0006932188235294068,-0.0012019052941176778,-0.0033216823529412243,-0.005976628235294157,-0.007602347647058916,-0.008522590588235401,-0.009328584117647143,-0.010074408235294152,-0.010657090000000036,-0.011517727647058884,-0.012392538235294126,-0.013182471176470645,-0.014065864117647098,-0.014828827058823602,-0.015635422941176536,-0.016397857647058756,-0.017125797058823444,-0.017257993529411708,-0.016026835294117525,-0.013523987058823572,-0.011262979411764629,-0.009992751176470527,-0.009078474705882245,-0.008163606470588225,-0.007194320588235326,-0.006294221176470549,-0.005355175882352903,-0.004490480588235313,-0.003600602941176423,-0.002738925294117567,-0.0018860276470588078,-0.0010080776470589026,-0.00013337235294125227,0.0009181288235293739,0.0013411188235293303,0.001072151176470637,0.0005985258823529294,0.0011123364705882266,0.001968016470588252,0.002842144117647105,0.003584437058823553,0.004151794705882339,0.004331511176470515,0.004422044117647017,0.004613064705882242,0.004878891764705795,0.005315686470588221,0.005795877058823562,0.006274892941176502,0.006655375882352987,0.00691824470588237,0.007131172941176378,0.006960687647058761,0.006295350588235216,0.005380929411764601,0.0044721241176469695,0.0035886094117646983,0.0030948794117647282,0.003168194117647183,0.003744948823529548,0.004402126470588241,0.0049169470588236175,0.005233342941176389,0.005396092352941195,0.005514450588235298,0.005569891764705848,0.0059044347058823665,0.006340928823529546,0.007574867058823653,0.009138570588235362,0.01060196823529419,0.011905115882353046,0.013027637058823538,0.014036495882352895,0.01462634941176466,0.014776228823529247,0.014771415882352978,0.014804425882352923,0.014856018235294255,0.014894573529411814,0.01496470823529411,0.015002479411764635,0.014890463529411646,0.014331687647058722,0.012868739999999879,0.010611412941176457,0.008511185294117651,0.006866882941176433,0.0054633529411765025,0.004167222352941258,0.0030010264705883083,0.001950867058823691,0.0010025847058824366,8.30235294119186e-06,-0.0009133935294117768,-0.0017215347058823771,-0.0024309394117646432,-0.003598582352941082,-0.004761246470588232,-0.005367984117647051,-0.005452855882353003,-0.004990777647058853,-0.004490732941176578,-0.004292971764705944,-0.004286781764705927,-0.004406912352941217,-0.004544776470588319,-0.004663311176470564,-0.004306797058823586,-0.00335993823529418,-0.002386815882352955,-0.0015076594117646724,-0.00040327882352952926,0.0013250164705882472,0.0036036517647059507,0.005795911176470603,0.007609497058823633,0.009435172352941168,0.0116172670588236,0.01396084529411773,0.01652899999999996,0.019269816470588175,0.02203874999999994,0.024702607058823378,0.026811601176470523,0.027920853529411815,0.028560805882352935,0.029324657647058827,0.029855031764705997,0.03158472882352936,0.03243877117647059,0.03332289470588229,0.03430393117647057,0.03539457117647066,0.036075651764705896,0.036554642941176385,0.036835151176470626,0.03680883176470601,0.0363584917647059,0.03611988941176475,0.03600753235294113,0.036300335882352874,0.03689655117647056,0.03719312235294109,0.03733230235294105,0.03607746647058824,0.03350658705882348,0.03088949764705884,0.02781273882352947,0.024547859999999977,0.021260088823529477,0.01811203764705882,0.014997013529411796,0.011979145882352937,0.00943238411764713,0.006954647058823593,0.00427331294117661,0.0015843400000000174,-0.0009458458823529137,-0.003223382941176467,-0.005264957647058699,-0.006403108235294108,-0.006644779411764723,-0.006782067058823504,-0.006412502941176568,-0.005926888235294192,-0.005228464705882452,-0.004611899411764653,-0.004031188235294081,-0.003574785294117644,-0.0031514241176470725,-0.0029059600000000407,-0.0024690758823529557,-0.0019517558823529124,-0.0013467188235294358,-0.001012810588235269,-0.0011359241176470691,-0.0027079941176469946,-0.004503987058823433,-0.005886405882352952,-0.007519991764705858,-0.009235650588235278,-0.01077052294117642,-0.012357153529411746,-0.014140977058823556,-0.015737212352941177,-0.017266230588235343,-0.019037022941176485,-0.021488080588235425,-0.023881539411764796,-0.0264471582352942,-0.02887718235294129,-0.030830564705882357,-0.03361066764705889,-0.03450633411764714,-0.03622133999999999,-0.03831843470588231,-0.040987313529411706,-0.043507844117647076,-0.04585003999999998,-0.04770839411764716,-0.04934624470588245,-0.05111156117647053,-0.052655790000000036,-0.05328483058823519,-0.053377253529411695,-0.05349088529411755,-0.05357641294117638,-0.05383208294117647,-0.052574663529411814,-0.05046868764705886,-0.04864365529411763,-0.046102997647058774,-0.042203274117647016,-0.03800273117647057,-0.03416453176470591,-0.030648178235293977,-0.02760602411764701,-0.02444487529411765,-0.021224947647058734,-0.018263091764705974,-0.016034785294117615,-0.013779739411764691,-0.011408641176470558,-0.008957333529411804,-0.007294342941176424,-0.007293443529411692,-0.007087898823529337,-0.006659965294117665,-0.00667767470588243,-0.007343316470588279,-0.007730574705882398,-0.007993658823529481,-0.007911495882353015,-0.007756911764705943,-0.007715972352941192,-0.007787160588235198,-0.007755761764705882,-0.007613189411764754,-0.007506858235294123,-0.007467328823529407,-0.0067337599999999775,-0.005445304705882392,-0.004104811176470657,-0.0029177617647059284,-0.0022310952941176354,-0.0016302823529411592,-0.001133008235294053,-0.0006444294117646243,-0.0002979076470587816,-0.00016125529411764594,-6.208176470590132e-05,9.485823529409299e-05,0.00031489999999995133,0.00048077058823531305,0.0006059999999999954,0.0006971770588234949,0.0011310899999999457,0.0008571035294118179,0.0008149917647058968,0.0007113017647058517,0.0009452347058823696,0.001146945294117685,0.0013911664705882343,0.001730851764705832,0.002107575882352941,0.0026485476470587965,0.0032451947058823594,0.003765802941176455,0.004221465294117599,0.004672274117647035,0.005167875882352901,0.005674855882352947,0.005811474705882336,0.005665450588235366,0.005448341176470639,0.0050344076470588695,0.004471754705882347,0.004010489411764684,0.00370705470588234,0.003271969411764719,0.002751907058823555,0.0021519288235294365,0.0015152158823529271,0.0009746488235294337,0.0004925129411765816,5.6090000000119655e-05,-0.0003987158823529069,-0.0007823805882352652,0.0013625623529412434,0.003424361176470603,0.005041065294117575,0.006795296470588241,0.008822620588235353,0.010850205294117676,0.012787933529411766,0.01473418999999998,0.016766506470588194,0.01884671882352945,0.020804994705882318,0.02266185117647057,0.024330357647058765,0.025449647058823466,0.026280555294117658,0.02691184764705884,0.025071852352941182,0.02128052411764697,0.018432241764705926,0.015967620588235254,0.01325257411764702,0.010429911764705868,0.007608709411764669,0.004822125882352923,0.0021175435294116807,-0.0005165005882352691,-0.0028919876470587247,-0.004965475882352854,-0.006792061176470632,-0.007887974705882372,-0.008087753529411712,-0.007788827647058794,-0.004454391764705856,0.0009410988235293849,0.00582609529411765,0.010264443529411804,0.014793175294117611,0.01950921588235288,0.024256238235294103,0.028945992352941208,0.033433997647058955,0.03771286529411755,0.04184100176470584,0.045584347058823416,0.04911183764705884,0.05233794764705879,0.054787138823529424,0.05673707117647059,0.055449304705882385,0.05158250470588238,0.047860849999999955,0.04393867176470578,0.039908454705882335,0.03572614941176472,0.03147855058823523,0.027219230588235166,0.023064895882352887,0.019034136470588214,0.015064408823529385,0.011369366911764767,0.007800713333333376,0.004299416554621849,0.0009389677375565286,-0.00223981156862757,-0.005231487058823647,-0.005262064117647125,-0.005533531895424826,-0.005302571307189474,-0.004967013071895399,-0.004555441307189545,-0.0041426966013071165,-0.0036865789542482874,-0.0032258101307189313,-0.002776313660130647,-0.0023436666013071927
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
