UniprotID	Q7Z4K8-5
pNuLoCScore	0.3409329722222222,0.33091958299999996,0.32314935727272726,0.3170144333333333,0.3104337361538461,0.306942805,0.30607682,0.30899418625,0.31054251764705887,0.30404778411764705,0.3059700211764706,0.3120904729411765,0.3183096352941176,0.3180359364705882,0.3239134276470588,0.3282164905882353,0.33071899176470587,0.3345051811764706,0.34285805999999996,0.35187056470588235,0.3607563723529412,0.36887549941176473,0.3766987129411765,0.38260508294117646,0.3821334429411764,0.3812530282352941,0.38185941235294113,0.38340459352941175,0.3847970547058823,0.38694406470588233,0.3894561147058824,0.3935641688235294,0.39730301941176477,0.40422812176470596,0.41046490470588237,0.4152512764705883,0.41897008176470596,0.42317049058823536,0.42916003705882355,0.4339397194117647,0.43937892999999995,0.4482668582352941,0.4590134776470588,0.4685182564705882,0.474751834117647,0.4800707564705882,0.4850744170588234,0.4896742788235294,0.49375801,0.49730893176470586,0.5005866211764706,0.5048644041176471,0.509247695882353,0.513936035882353,0.5179823005882352,0.5219740623529412,0.5267695429411764,0.5309642135294117,0.533497432352941,0.5345540852941175,0.5352932994117647,0.5357317347058823,0.5353894676470587,0.5352799264705882,0.5345250617647059,0.5336443594117647,0.5324729829411766,0.5313593558823531,0.5308674829411765,0.5302944594117648,0.5293170976470589,0.5289016652941176,0.5286337635294117,0.5270997300000001,0.5252272947058825,0.5243207970588235,0.5247445088235295,0.5252720770588235,0.5256409123529412,0.5263389805882353,0.5269316158823529,0.5275348864705881,0.5281487264705882,0.5290580111764707,0.5298408235294116,0.529815805882353,0.5326548,0.5358291788235294,0.549749515882353,0.5620960547058823,0.5734023617647059,0.5840940441176471,0.5943417829411765,0.6038387711764706,0.6121374064705882,0.6186105105882352,0.6243157335294118,0.6298968100000001,0.6339392129411765,0.6389787223529413,0.6439648400000001,0.6490737841176472,0.6555093635294119,0.6582328194117648,0.6615752970588237,0.6537415011764706,0.6476917482352941,0.6428570364705882,0.6390833247058824,0.6361057570588236,0.6334691335294118,0.6319994194117647,0.6323176035294118,0.633038741764706,0.6334162535294119,0.6357053623529413,0.6366217594117648,0.637854915882353,0.6389663688235295,0.6387861629411765,0.6394024423529413,0.6379946294117648,0.6376650176470587,0.6370882411764704,0.6362563147058823,0.6352958676470587,0.6345786352941175,0.6339404441176469,0.6320402876470588,0.629860452352941,0.6278214111764705,0.6261024876470588,0.6242337776470589,0.6226421923529412,0.6207004276470589,0.6185471364705882,0.6164417394117647,0.6140751064705883,0.6125838805882352,0.609613604117647,0.6061196982352941,0.6031152570588235,0.6001470099999999,0.5969172629411764,0.5933848988235294,0.5908808282352942,0.5891861223529411,0.587873728235294,0.5864031635294118,0.5851751011764706,0.5838946952941177,0.5826877952941176,0.5754860552941176,0.5658250747058823,0.5560604282352941,0.545904061764706,0.5381682617647059,0.531132794117647,0.5251339658823531,0.5195194282352942,0.5141283282352941,0.5097552541176471,0.504594505882353,0.49835552647058823,0.4929019147058824,0.48828297941176474,0.48245430470588235,0.4770577258823529,0.47132646470588235,0.47586600529411766,0.48651400705882347,0.5000624829411764,0.5137123317647058,0.5227859847058824,0.5324430288235295,0.5416041311764707,0.5498510511764706,0.5578866923529411,0.5663723805882351,0.5763974288235294,0.5876541141176471,0.5985327341176472,0.6087336400000001,0.6200818752941177,0.6363187011764707,0.6533709270588237,0.6661267764705884,0.6755643582352943,0.6820825188235293,0.6893916129411765,0.6993934541176471,0.7083977188235295,0.7166229076470588,0.7253053229411766,0.7335798170588237,0.7401530405882354,0.7462281935294119,0.75191389,0.7570571052941177,0.7621141405882353,0.7673157547058825,0.7673934564705882,0.7670935505882351,0.7669921,0.7666775070588236,0.7665749911764705,0.7661902794117648,0.765488835882353,0.7650620623529413,0.764559444117647,0.7642191611764705,0.7641994376470587,0.7648273435294117,0.7653552905882353,0.7656551,0.7659420176470588,0.769717805882353,0.7740811535294118,0.7784079423529411,0.7825732152941175,0.786745348235294,0.7907831264705881,0.7951376205882352,0.7997012735294118,0.8044265288235293,0.8091031435294117,0.8139298188235293,0.8185097764705883,0.8228452211764706,0.8269771682352942,0.8311093776470588,0.8352434070588234,0.839215342352941,0.8398286835294116,0.8396359923529412,0.8392471035294119,0.8390200011764707,0.8387513247058825,0.8385776600000001,0.8381943105882355,0.8378585082352943,0.8374095111764708,0.8368602405882355,0.8362407029411766,0.8356757129411766,0.8352978094117648,0.8350606888235294,0.8347871911764706,0.831392055882353,0.8294820794117648,0.8262168282352941,0.8227005011764706,0.8204632111764706,0.8187877611764707,0.8176008358823529,0.8166593182352941,0.8158329523529412,0.8151359723529413,0.8145767964705883,0.8142184376470589,0.8138766929411765,0.8134245870588235,0.8131312929411765,0.81284734,0.8125988199999998,0.8154548729411764,0.8168184964705881,0.8194911417647058,0.822460398235294,0.8242698923529412,0.8254871452941177,0.826254405882353,0.8268042747058825,0.8273149900000001,0.8276696747058825,0.8279603182352941,0.8281629300000001,0.8283671747058824,0.8286698776470589,0.8288106776470588,0.8287344717647059,0.8284889211764707,0.8282494900000001,0.828076793529412,0.8278688582352942,0.8276537876470589,0.8274160558823531,0.8271114447058824,0.8266479641176472,0.8261402952941177,0.8255791752941176,0.824929114117647,0.8241621200000001,0.8234395376470589,0.8227824411764706,0.8220850147058824,0.8213054441176472,0.820696417647059,0.8202116058823531,0.8196803882352942,0.8190297670588237,0.8184984729411766,0.8179726523529414,0.817459001764706,0.8170249864705883,0.8166730282352942,0.8162291929411766,0.8158049170588235,0.8154383541176472,0.815161283529412,0.8147530835294119,0.814209985882353,0.811449203529412,0.809337605882353,0.8070982529411765,0.8050596882352941,0.8029750370588234,0.8010535288235293,0.7990225876470588,0.79711442,0.7952960435294117,0.793438108235294,0.7915901117647058,0.7899249088235294,0.7882328135294117,0.7864310470588235,0.7847065529411764,0.78307952,0.7815772435294118,0.7824276405882353,0.78266685,0.7830448558823528,0.7830870088235294,0.7830534405882353,0.7828206017647058,0.7825952958823529,0.7822242194117647,0.7817021411764705,0.7811284705882352,0.7804910647058823,0.7798121470588235,0.7791263147058823,0.77856576,0.7779253541176471,0.7770725382352941,0.77425875,0.7692342252941176,0.7648353429411765,0.7611786605882352,0.7576213370588234,0.7537474735294116,0.7501515482352941,0.746914454117647,0.7438138129411764,0.7410132288235295,0.7385183029411765,0.7362459364705882,0.7339742805882352,0.73181721,0.7297360258823529,0.7277214999999999,0.7259498923529409,0.726212278235294,0.728675998235294,0.7305325547058823,0.7317539547058823,0.7330503747058823,0.7348530888235295,0.7365251905882352,0.7379433611764706,0.7392455200000001,0.7402774411764705,0.7410960729411765,0.7418132923529412,0.7425452982352942,0.7432136305882353,0.7443076105882355,0.7453356482352942,0.7453053047058823,0.7455554264705881,0.746124228235294,0.7470078423529412,0.7479404952941175,0.7489181547058823,0.7498730252941175,0.7510138170588235,0.7522550617647059,0.7533942652941176,0.7543216947058822,0.7551227770588234,0.7559084217647057,0.756778024117647,0.7575902358823529,0.757982224117647,0.7583955417647059,0.7597672652941178,0.7607685323529413,0.7614298735294118,0.7618027911764707,0.7620921735294117,0.7623007794117647,0.762512894117647,0.7625189282352941,0.7623137247058824,0.7622551564705882,0.7624457623529411,0.7628019094117646,0.7631432764705882,0.763751784117647,0.7642668382352941,0.7644453205882352,0.7638187047058823,0.7636799870588235,0.7637392341176469,0.7637082064705882,0.7634926005882352,0.7631161735294117,0.7624632411764705,0.7609392911764705,0.7595556399999999,0.7578031847058823,0.7560569082352939,0.7552079611764706,0.7544704317647059,0.753912075882353,0.7531123423529412,0.7528862829411764,0.7530206358823531,0.7538130694117648,0.7543054964705883,0.754477127647059,0.7548711352941176,0.7554590570588235,0.7563186429411766,0.7574136547058825,0.7594699017647059,0.761393985882353,0.7638078294117648,0.7662680970588236,0.767876435882353,0.7711280270588236,0.7738532770588237,0.7764235382352942,0.7786405170588236,0.7808001317647059,0.7831884905882353,0.7854141694117647,0.7876592282352942,0.7894960835294116,0.7913443147058824,0.7930152323529412,0.7946475088235294,0.796236555882353,0.7978104205882355,0.7992819735294119,0.8006061117647059,0.801861624117647,0.8012792411764708,0.8010516152941176,0.8007766835294116,0.8003660070588233,0.7998052711764703,0.7991463970588234,0.7985035929411763,0.797927908235294,0.7976241670588236,0.7972485947058824,0.7968917241176472,0.7966195500000001,0.7962683441176471,0.7958276994117648,0.7953735847058824,0.7926644317647059,0.7909565835294119,0.7894958247058824,0.7881648000000001,0.7869461823529412,0.7854437270588237,0.7836002541176472,0.7816905870588235,0.7798036382352942,0.7780744900000001,0.7760673194117648,0.7742343541176471,0.7725282247058823,0.7706439182352941,0.7688855576470588,0.7673009399999999,0.7658902452941174,0.7668376358823528,0.7667753682352941,0.766492948235294,0.7661351735294117,0.7657668070588235,0.7657974364705882,0.7664425894117647,0.767188848235294,0.7679242035294117,0.7685195452941177,0.7693793247058823,0.7701099388235294,0.7706955035294117,0.7714332664705882,0.7720115505882352,0.773703665882353,0.7753617400000001,0.77674184,0.7774634164705883,0.7781090341176471,0.7786373276470588,0.7790033705882353,0.7793043464705882,0.7795922088235293,0.7797833705882352,0.7797597711764707,0.7795687505882353,0.7792722558823529,0.7789476382352941,0.7785431070588235,0.7782267305882354,0.7780052835294119,0.7765669264705882,0.7750063658823528,0.7736399811764706,0.7729459894117646,0.7723542364705881,0.7718121599999999,0.7714094305882353,0.7710293594117645,0.7704820205882353,0.7699829294117646,0.7696578000000001,0.7693970058823529,0.7691158447058823,0.768690774117647,0.7681276852941176,0.7697873735294118,0.7709260064705883,0.7715966952941178,0.7718304994117647,0.7720227464705882,0.7718679205882353,0.7713962264705883,0.7708515347058825,0.7703311170588236,0.7699320088235294,0.7695750205882353,0.7693829294117647,0.7692989970588234,0.7693564852941176,0.7695505294117646,0.7699525529411764,0.7706802847058821,0.7691643258823527,0.7680912517647058,0.7674907611764705,0.7673549176470589,0.7673047864705883,0.7675434629411764,0.7680629394117646,0.7687111364705883,0.7692047929411764,0.7693049311764705,0.7691741370588234,0.7688245576470587,0.7683289258823529,0.7677671164705882,0.7672401429411765,0.7674691505882353,0.7669905417647058,0.7664297105882353,0.7652301752941176,0.763858138235294,0.7624924029411764,0.7609663658823528,0.7593863482352942,0.7579170052941177,0.756487225882353,0.7552755870588236,0.7543334311764707,0.7536573452941178,0.7530939041176472,0.7524804594117648,0.7516700041176471,0.7508403923529412,0.7492521111764705,0.7483167811764707,0.7474092794117648,0.7472119264705883,0.7471429458823531,0.7470459870588235,0.7470932641176472,0.7473015170588236,0.7474110805882354,0.7473905452941176,0.7472763141176471,0.7471532929411764,0.7469485123529411,0.7465968535294117,0.7464085652941175,0.7475191711764704,0.7485443476470586,0.7495650347058822,0.7504055382352939,0.7512242888235292,0.7520509858823529,0.7529977270588235,0.7539075388235293,0.7547450770588235,0.7555178282352941,0.7563086194117649,0.7571116276470589,0.7578578564705885,0.7585049600000002,0.7591508882352942,0.7598378235294119,0.7604625623529412,0.7599825388235294,0.7596842664705883,0.7592930941176472,0.7589912764705883,0.7586221235294118,0.758132661764706,0.7577176558823531,0.7573655205882354,0.7571910352941177,0.7570872429411765,0.756847205882353,0.7567044682352942,0.7566318911764707,0.7566407970588235,0.7566521764705881,0.7568661499999999,0.7582557876470587,0.7595772641176469,0.7601700717647057,0.7607684129411764,0.7614278576470589,0.7624367958823529,0.7635750682352941,0.7644175388235296,0.7652544270588236,0.7660414323529413,0.7667771676470588,0.76769724,0.7686721047058823,0.7697102899999999,0.7708446394117646,0.7720206723529411,0.7730590752941175,0.7728964376470588,0.7727367729411766,0.773095251764706,0.7734646223529411,0.7738852029411764,0.7740617294117647,0.7742035782352941,0.7746433370588235,0.7750901111764705,0.7754566347058822,0.7758636776470587,0.7761768188235293,0.7762959152941175,0.7762980764705881,0.777361862352941,0.7771672882352941,0.7774928741176471,0.7778488529411764,0.778411925882353,0.7790734529411764,0.7797459429411764,0.7804126117647059,0.7810572270588234,0.7815623529411765,0.7819896670588236,0.7823998417647059,0.7828150805882352,0.7831774082352941,0.7835274847058824,0.7839563088235294,0.7844251870588235,0.783728828235294,0.7841800494117647,0.7841100399999998,0.7839435694117646,0.7836427023529411,0.7833100635294117,0.7830188088235295,0.7825989347058824,0.7822178723529412,0.7819222547058824,0.7815910141176471,0.781264218235294,0.7808805535294118,0.7805203652941175,0.7801658211764705,0.7792685005882353,0.777095814117647,0.7729171023529412,0.7667477694117647,0.7600394123529413,0.7537578123529413,0.7472287888235295,0.7402550041176471,0.7331952252941178,0.7270033523529412,0.7212249052941176,0.7161541364705881,0.7114245358823529,0.7070813064705882,0.7029917770588237,0.6991154358823529,0.6953407894117647,0.6921215499999999,0.6903269029411764,0.6907137711764705,0.6931159505882353,0.6960598523529412,0.6986729935294118,0.7016093088235295,0.7050415735294117,0.7085139052941176,0.7112953547058822,0.7137112999999998,0.7154534511764704,0.7168066447058823,0.717687354117647,0.7185334247058823,0.71894303875,0.7193175773333332,0.7197275949999999,0.7199946792307692,0.7200868641666668,0.720276210909091,0.7204900160000001,0.7207732733333334
pNuLoCDScore	-0.030390454575163317,-0.03688518810457514,-0.03496295104575159,-0.028842499281045708,-0.022623336928104587,-0.022897035751633987,-0.01701954457516336,-0.012716481633986865,-0.010213980457516314,0.003585598176470639,0.01970870272727271,0.03485613137254906,0.050322636199095105,0.061932694411764744,0.07062189294117649,0.07361089669117643,0.07159092529411754,0.07720524411764706,0.07588939117647053,0.07131412058823527,0.06648741941176473,0.06890812823529413,0.06554268705882355,0.06534767823529408,0.0665840276470589,0.06972294058823536,0.06760684470588241,0.06338071176470594,0.058213709411764736,0.05429499117647063,0.052461324117647035,0.051334636470588224,0.05724548705882354,0.06701383,0.07715406529411767,0.08511366294117645,0.08995477941176466,0.0931266917647059,0.09561830235294105,0.09611010999999997,0.09645499058823526,0.0930808099999999,0.0901217164705882,0.08961312764705881,0.09027761411764701,0.09076554529411768,0.0888222635294117,0.08803434294117651,0.08739061294117645,0.08269735529411759,0.0744839547058822,0.06603582882352932,0.06054146529411775,0.05566097823529409,0.05031505058823532,0.04560564764705882,0.04076705176470591,0.03633542764705883,0.03188636176470605,0.026494951764705954,0.021619787058823503,0.016358423529411747,0.011334797058823676,0.006927602941176447,0.0018642205882353213,-0.0038644835294115998,-0.008270137647058529,-0.010233288235294014,-0.010548790588235213,-0.010459657647058807,-0.009748555294117556,-0.008940945882352946,-0.0075934458823530004,-0.006109472941176586,-0.004324256470588428,-0.002301344705882391,-0.0010266594117648298,-0.00047865352941178774,0.003337702352941063,0.0069275135294117884,0.021115752352941275,0.03499632470588221,0.04817506705882346,0.059773247058823586,0.06959727411764693,0.07856669411764705,0.08649649411764704,0.09227152999999999,0.0973841176470589,0.10236192352941198,0.10579048647058831,0.10992071117647062,0.11412401647058845,0.11925797823529416,0.12285456352941193,0.12240364058823539,0.11182578117647068,0.09164544647058825,0.07428938647058814,0.058762992352941135,0.044741541764705905,0.032266985882352994,0.02133172705882358,0.0133889088235295,0.008001869999999967,0.0031419317647058964,-0.0005229594117646119,-0.003273360000000003,-0.007343080588235296,-0.011218868235294166,-0.016542994705882386,-0.019446656470588297,-0.022172854705882372,-0.015746871764705794,-0.010026730588235333,-0.005768795294117779,-0.002827010000000074,-0.0008098894117648525,0.0011095017647057004,0.0019410247058821994,-0.0002773158823530242,-0.003178289411765012,-0.005594842352941387,-0.009602874705882503,-0.012387981764705902,-0.015212723529411831,-0.018265941176470624,-0.020239026470588284,-0.02296070294117658,-0.023919522941176496,-0.025081137058823533,-0.02747463705882347,-0.030136616470588184,-0.03218061058823518,-0.034431625294117585,-0.03702318117647052,-0.03865538882352937,-0.03897962411764677,-0.0386352888235294,-0.038228759411764734,-0.0378306141176471,-0.03746709117647051,-0.036805732352941156,-0.035859341176470605,-0.04095568411764716,-0.04825003176470599,-0.056523452352941095,-0.06370954235294102,-0.06795143647058821,-0.0719824629411765,-0.07501304411764687,-0.07739783470588224,-0.07925657058823532,-0.08112557411764709,-0.0845916164705881,-0.08951820176470582,-0.09350124882352939,-0.09689212176470591,-0.1014403905882354,-0.10563006941176473,-0.1041595905882352,-0.08995906941176463,-0.06954642117647064,-0.04584157882352957,-0.024455930000000126,-0.008346809411764577,0.007309062941176392,0.02208470294117648,0.03572272294117651,0.04813143823529398,0.06177787470588214,0.07804190235294117,0.09475219941176471,0.11024975470588244,0.12627933529411772,0.14302414941176483,0.16499223647058836,0.17750492176470606,0.1796127694117649,0.17550187529411787,0.16837018705882356,0.166605628235294,0.16695042529411763,0.16679358764705887,0.16677185647058823,0.16741863058823547,0.16720743647058856,0.163755611764706,0.15857407941176482,0.1533811558823528,0.14832346529411766,0.1420322652941176,0.13099705352941182,0.1140225294117645,0.10096677411764676,0.0914277417647057,0.08459498823529432,0.07718337823529409,0.06679682529411768,0.057091117058823415,0.04843915470588245,0.039254121176470425,-0.021054305816993468,-0.024827407581699434,-0.033897987581699374,-0.03270146816993463,-0.03310061581699353,-0.04801823228758173,-0.06070188228758172,-0.06723027581699359,-0.07711659169934654,-0.09801456000000008,-0.11484551989304825,-0.12769093892156858,-0.13405576696832583,-0.12954483025210095,-0.11843035392156875,-0.10697874404411767,-0.09223368411764715,-0.07905074235294113,-0.06473011235294124,-0.06350429529411772,-0.061323968235294124,-0.0433079970588236,-0.025677189411764778,-0.015407292352941138,-0.0019400605882352595,0.01344932764705875,0.026725067647058842,0.03938583647058813,0.050776711764705884,0.05769679000000011,0.05767713411764713,0.0560119670588235,0.05108094058823531,0.039202545882352946,0.030074220588235334,0.02537511529411768,0.024762673529411805,0.024326597647058856,0.020723852941176513,0.016836411176470667,0.013488562352941214,0.008876182941176536,0.005099637058823603,0.002682308823529489,-0.00018909529411764714,-0.0028103676470587757,-0.0042783011764706,-0.00616893529411755,0.0004365970588235957,0.010325618235294098,0.02259180705882352,0.03172217588235293,0.034959276470588274,0.03801293470588235,0.0427477623529412,0.04933824529411762,0.05661917529411764,0.06551551352941176,0.07590975058823529,0.08437773588235292,0.09214030529411765,0.09923368764705875,0.10587162823529411,0.11230541058823518,0.1115207823529411,0.10253737999999996,0.09332296176470584,0.08539587823529404,0.08143261647058814,0.07829443352941173,0.07323653647058814,0.06762298058823524,0.060463145882352964,0.05322059941176466,0.04495757411764689,0.03674850117647055,0.03029885117647052,0.02417367588235292,0.018287566470588268,0.011984782941176442,0.001605964117647074,-8.258823529411208e-05,-0.0030121876470587394,-0.006437425882352965,-0.009800239411764722,-0.014084915294117595,-0.01711531411764705,-0.02013705764705881,-0.022764360588235222,-0.024835137058823453,-0.02720993999999982,-0.03046358235294111,-0.033209931176470475,-0.03555194352941171,-0.037395327647058774,-0.03812015352941167,-0.034573191176470564,-0.02815626352941175,-0.021313150588235297,-0.012854864117647025,-0.005058841764705835,-0.00029898588235299783,0.0032474182352941194,0.007718644705882349,0.012182700588235174,0.01614241470588229,0.02009664176470577,0.02465007705882344,0.028863403529411635,0.03157817411764696,0.03351903764705877,0.03461493411764699,0.03684457411764708,0.034682507647058824,0.03357007999999989,0.030646286470588202,0.025312574705882274,0.02224394647058825,0.020936870000000052,0.01939601999999996,0.018276323529411886,0.01731237235294114,0.01658910882352943,0.014928153529411792,0.011924629411764809,0.009431440588235362,0.007493598235294219,0.005653384117647209,0.0020177700000000853,-0.0026475547058822935,-0.007608819999999905,-0.011755126470588073,-0.013857274117646978,-0.015189549411764702,-0.017401795882352966,-0.02021128705882347,-0.024178945882353087,-0.029249941764705856,-0.033987679999999965,-0.037352965882352984,-0.03925649764705891,-0.04007913411764713,-0.04057510882352955,-0.040898975882353084,-0.04159340470588252,-0.03901941058823538,-0.036205385294117765,-0.03289859117647076,-0.03102316764705887,-0.03040548176470592,-0.029292480588235303,-0.028120319411764683,-0.026126427058823398,-0.02208745117647054,-0.017462640588235212,-0.013719993529411667,-0.010819796470588172,-0.008135173529411621,-0.005617441176470561,-0.0032159282352940965,-0.0002493052941175966,0.002196223529411734,0.0026875000000000093,0.002122051764705868,0.0025030552941175954,0.00364195235294118,0.004998137058823515,0.006392864117646946,0.00778350117647042,0.008021097647058772,0.007054717058823379,0.006632291764705811,0.006625419411764644,0.006295011176470411,0.005598217647058867,0.004977203529411722,0.008771230588235368,0.012302565294117829,0.014722231176470701,0.015582033529411898,0.01564287588235308,0.015131274117647142,0.015263425882353021,0.015469339411764815,0.016072004117647143,0.017053008823529392,0.01837607764705884,0.019641154117647053,0.020513238235294162,0.021428059411764788,0.022486147647058807,0.023504874705882473,0.02022711823529405,0.012408847647058685,0.006206068235294071,0.004611481764705827,0.006145847647058722,0.008598126470588163,0.010087954117646958,0.010769024117646964,0.010980310588235231,0.010730865294117653,0.009928780000000026,0.00945635647058829,0.00906100058823528,0.008575112352941228,0.007712906470588254,0.0065559411764705144,-0.0015501435294117405,-0.011554816470588147,-0.01827080999999997,-0.028439669999999972,-0.039671234117647,-0.04601471294117637,-0.051390736470588116,-0.05478169588235282,-0.05718745529411756,-0.05701444764705871,-0.05612401882352941,-0.05664644411764713,-0.05639545999999995,-0.056727213529411846,-0.05589999411764707,-0.05456064294117652,-0.04555517117647068,-0.023827749411764743,0.0016301294117647136,0.025387106470588172,0.049401748235294085,0.06633244411764694,0.07665510117647056,0.08482290823529404,0.09091032999999993,0.0940733505882353,0.09498109764705881,0.09679003176470596,0.09946987823529407,0.10193800235294131,0.10411707352941169,0.10465131882352946,0.10821551176470595,-0.025840125098039207,-0.036410533921568594,-0.04271118980392152,-0.04386560509803919,-0.04187044156862746,-0.04453914333333331,-0.04816773745098038,-0.051067883921568635,-0.05348213156862744,-0.05195642029411765,-0.051065549679144395,-0.05090833642156864,-0.04980787619909502,-0.047829012941176446,-0.04042969349019607,-0.030943802132352954,-0.02052409411764708,-0.003587757058823554,0.00876855176470584,0.014676647647058783,0.014925165882352959,0.0197707547058823,0.024954082941176403,0.029556557647058834,0.03378023294117641,0.03616301117647053,0.03907176588235295,0.04152246117647054,0.0427296429411764,0.04249244588235293,0.041485675294117674,0.0358671252941177,0.02770221352941185,0.017229022352941215,0.007631765882353009,-0.0014332829411763948,-0.007147664705882295,-0.010866735882352874,-0.013190692352941069,-0.015018818823529345,-0.017382482352941042,-0.01916579823529399,-0.020614747058823463,-0.02112057411764698,-0.020293821176470495,-0.017014302352941157,-0.013694749411764684,-0.010562891764705873,-0.0025202623529411716,0.007810245294117613,0.0171927358823529,0.02627762882352941,0.03458914823529402,0.03953437764705883,0.04463421294117645,0.04945535235294113,0.054749885882352856,0.058008991764705836,0.06170130411764704,0.06483851941176466,0.06662647117647055,0.06683795823529404,0.06680946117647055,0.06676567882352935,0.06252075117647052,0.05444982764705886,0.04750187352941179,0.04155683705882349,0.03611776588235302,0.03322689705882351,0.03046544470588236,0.026004447058823543,0.020649721764705864,0.01716620000000002,0.015039596470588168,0.012357927058823492,0.009926958823529397,0.007899057058823544,0.00598621058823523,0.003679230588235327,0.0022500688235294053,0.004752950588235272,0.005208854117647044,0.0039995417647058495,0.0007423823529411622,-0.005805265882353028,-0.008988150000000084,-0.010811855294117656,-0.011908593529411704,-0.013443494117647004,-0.016282192941176388,-0.01990677352941167,-0.023346553529411784,-0.026428891764705753,-0.028925800588235184,-0.03048134058823526,-0.03233136058823527,-0.03391277411764704,-0.03353810176470584,-0.029974827647058777,-0.022990295882352962,-0.012111912941176362,-0.0029521376470587057,0.0013230288235293597,0.00533205823529409,0.009917422941176368,0.014229514117647002,0.019632512352941167,0.025756430588235346,0.03150331294117642,0.03640267882352938,0.039526376470588265,0.030560409117647125,0.02147648029411764,0.012432173823529402,0.002856783235294147,-0.0075114455882352715,-0.01757739911764708,-0.029513274411764795,-0.03644812970588232,-0.04248241264705882,-0.04967835852941174,-0.05690674970588233,-0.06332814441176474,-0.07131215735294116,-0.0786753273529412,-0.08574903205882353,-0.09136541088235298,-0.08412546470588239,-0.06551101029411763,-0.04726840735294119,-0.031032916764705903,-0.01751697794117646,-0.007891247352941194,-0.00014751088235290255,0.0065338773529411975,0.012340836176470582,0.018412698529411797,0.025487713235294113,0.0313392938235294,0.03769055323529408,0.0438079408823529,0.049954717352941186,0.0555966520588235,0.05845119441176466,0.05078989764705874,0.043627264117647,0.03713753,0.030773403529411686,0.027679910588235324,0.02671682470588238,0.026147416470588297,0.026143807647058925,0.026766216470588217,0.026261838235294127,0.026566165294117677,0.027789435882352997,0.028186389411764712,0.02842213470588234,0.02905766058823539,0.0317868247058824,0.035224857647058905,0.036822548823529366,0.037861065882352885,0.04043492000000004,0.04282821058823527,0.043265162352941144,0.043789941176470504,0.04395555058823514,0.0436094347058823,0.04284557058823529,0.04168465235294111,0.03951200999999993,0.037605716470588246,0.03561830235294111,0.033484098235294024,0.02794410764705879,0.015145413529411733,0.005671606470588286,-0.0027984135294116808,-0.011214461764705863,-0.021113277058823487,-0.030032592941176384,-0.037530449411764644,-0.044869403529411656,-0.052444727058823526,-0.05947239235294122,-0.06568985588235288,-0.0702865570588235,-0.07439744941176471,-0.079128224117647,-0.08317385411764705,-0.08348543882352943,-0.0752650935294118,-0.06345807470588238,-0.05357286000000008,-0.04372336941176477,-0.033250192352941244,-0.02264603411764715,-0.012990605294117663,-0.004715999411764815,0.004082818235294106,0.01291835352941173,0.02124591176470586,0.028326713529411712,0.033809334117647055,0.039838601764705855,0.04636035764705876,0.05492254647058825,0.058783759411764724,0.05756700235294121,0.0571992747058824,0.054732614117647155,0.051392974117647094,0.04848495588235291,0.04474327529411759,0.04302359882352941,0.042008467058823606,0.0410860876470589,0.040438010000000024,0.039618381764705946,0.03959555764705891,0.039912721764706005,0.03888348823529425,0.03507395470588237,0.030217926470588297,0.025944385882353038,0.022084230000000038,0.02089492529411774,0.021670655882353007,0.022154841764705946,0.022391812352941187,0.022433748823529442,0.021524521764705817,0.01966836882352946,0.01743347529411765,0.01530832823529421,0.013609032941176435,0.011470396470588173,0.009832555882352934,0.006263540588235306,0.007649184705882384,0.008007752352941155,0.007672689999999982,0.007018275294117526,0.004934511764705829,0.0024387276470587693,-1.2605882353522446e-06,-0.0056670741176471084,-0.014502795294117687,-0.023430985882352984,-0.03140123823529423,-0.0409657382352942,-0.05154610764705886,-0.061918101176470564,-0.06895595294117651,-0.07358819764705882,-0.07629054058823537,-0.08158112235294124,-0.08571070647058823,-0.08889127999999999,-0.09250113823529416,-0.09677849117647053,-0.10064512294117639,-0.09997944882352927,-0.09205383529411751,-0.08045006058823528,-0.06979703176470575,-0.057943920588235304,-0.04333346235294119,-0.02802390235294122,-0.01683476882352944,-0.007239698823529428,-0.0016962405882353093,0.00407481000000004,0.00922641235294111,0.012017177058823575,0.01563543459558825,0.019928623372549026,0.025442864117647013,0.030086657918551973,0.03018989284313714,0.025993363743315456,0.02298674299999992,0.021320496339869294,0.016834600457516363,0.011860110457516337,0.007491753398692819,0.004391749869281036,0.0013571033986928271,0.00031828986928100766,5.268986928108621e-05,0.0008328781045751077
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
