UniprotID	Q96GJ1
Hydropathy	1.9,1.8,-0.4,3.8,-3.9,-4.5,-4.5,4.2,-1.6,3.8,-3.2,-0.8,3.8,-4.5,-1.3,2.8,4.5,-0.8,1.9,4.2,-0.4,3.8,2.8,-0.8,-3.9,-1.6,-0.4,3.8,3.8,-1.6,-0.9,-1.3,1.8,-4.5,-3.5,-1.6,-1.6,-0.4,-0.9,-0.8,-3.5,3.8,2.8,3.8,-0.4,-0.7,4.2,2.5,-3.9,-0.4,-3.5,2.8,-0.7,-4.5,4.2,4.5,1.8,-0.7,-3.9,2.5,-3.5,-3.9,-0.4,-3.5,-3.9,-0.8,-3.5,-3.9,-3.9,-1.6,-0.8,-3.2,3.8,-0.4,-1.6,3.8,-3.5,-0.4,-0.8,-0.9,-3.5,-3.5,-4.5,3.8,1.8,-3.5,4.2,4.2,-0.7,-1.6,3.8,-0.9,-4.5,3.8,-0.8,-1.3,-3.5,-3.5,-3.5,3.8,-3.9,4.2,-3.9,2.8,1.8,1.8,-3.5,-3.9,-3.9,4.5,3.8,-3.5,-4.5,3.8,-3.5,-0.8,-1.3,4.5,-3.5,1.9,3.8,-3.5,-0.4,4.2,-0.8,4.2,-0.7,-0.7,1.8,4.2,-1.6,-3.9,-0.8,-3.5,-4.5,3.8,-0.8,2.5,3.8,3.8,-3.2,-1.6,4.5,4.5,-1.6,-0.8,-1.6,4.2,4.5,-3.5,-0.4,-1.3,-4.5,-3.5,-3.9,-0.8,-0.7,2.8,-0.8,4.2,-3.5,-4.5,-0.4,-1.6,-3.5,-0.4,-3.5,-1.6,-3.9,-0.7,4.2,-0.4,2.8,-1.3,3.8,-0.4,-0.7,-0.9,-4.5,-3.5,-0.4,-3.5,4.2,4.2,2.5,4.2,-3.5,-0.8,-3.5,-3.2,3.8,-3.9,-3.5,4.5,-1.6,-3.5,-3.9,-3.2,-0.8,-3.5,4.2,1.8,-3.5,-1.3,-1.3,-3.5,4.2,2.8,3.8,-4.5,-3.5,-0.8,-1.6,3.8,-3.5,-1.6,2.5,3.8,4.2,2.8,-3.2,-3.5,-0.4,-0.4,-1.3,-0.9,-4.5,-3.5,3.8,-0.7,4.2,-4.5,-0.7,-3.5,-0.8,-3.5,-0.4,-3.2,-0.7,1.9,1.8,4.5,4.5,-0.7,2.8,-3.2,-1.6,-3.5,-3.9,3.8,-0.8,-3.5,-3.5,-3.5,3.8,-3.2,4.2,-3.5,-3.9,-3.5,4.5,4.2,-3.9,-3.5,2.8,2.8,4.5,-4.5,-0.4,-1.6,-0.4,1.8,1.8,2.5,-0.4,3.8,-0.7,-0.8,3.8,-1.3,2.8,-3.5,-3.5,-0.8,-0.7,1.9,-0.7,-4.5,2.5,-0.8,-3.2,-3.5,-3.5,-0.8,-1.6,-1.3,-3.5,3.8,3.8,2.8,-0.4,-3.5,-1.6,-1.3,4.5,2.8,-3.5,-3.5,3.8,3.8,-0.8,3.8,-3.9,4.5,-4.5,4.5,-0.8,-1.6,-3.5,1.8,2.8,2.8,-3.5,4.5,-3.5,-0.7,1.8,-0.4,1.8,-3.5,1.9,3.8,-1.3,-4.5,-0.7,4.2,-0.4,-3.5,3.8,-0.7,-0.4,4.2,-3.5,-0.8,-3.5,-0.7,4.5,3.8,3.8,-3.5,4.5,2.5,2.5,-0.4,-0.7,-0.4,4.2,4.5,-0.4,3.8,-0.8,3.8,1.8,-3.5,-3.2,-0.7,-0.8,-4.5,4.2,3.8,-0.4,4.5,-3.5,3.8,3.8,-3.5,-3.5,1.8,4.2,-3.5,-3.5,1.8,-4.5,-0.9,-0.7,1.8,1.8,2.8,-3.5,-0.4,4.5,-0.7,-3.5,-0.8,-3.5,2.8,-3.2,-0.7,-0.4,-3.5,1.8,-3.5,-3.9,4.5,3.8,-1.6,-0.4,3.8,3.8,-3.9,-0.8,-3.9,-3.5,-3.5,-0.4,-3.5,-0.8,4.5,4.2,1.8,4.2,4.2,-3.5,-1.6,1.8,-4.5,1.8,-0.4,3.8,-3.2,-1.3,-3.9,4.2,4.5,-3.5,1.8,4.5,-4.5,-3.5,2.8,-4.5,1.8,4.5,-3.2,-0.7,3.8,4.2,2.8,4.2,-0.8,2.5,-3.9,3.8,-3.2,-0.4,-3.5,-0.8,-0.7,-4.5,-3.5,4.2,4.5,-3.5,3.8,2.5,2.5,-1.6,-1.6,-3.5,-1.6,1.8,-3.9,-3.9,3.8,3.8,-0.4,-3.5,-1.6,2.8,4.2,3.8,-3.5,-3.5,1.8,4.2,-1.6,4.2,-3.5,3.8,2.8,-1.6,-3.2,-0.7,-1.6,-3.2,2.5,-3.5,3.8,4.2,3.8,3.8,2.8,-0.7,-4.5
Polar	0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1
Charge	0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,-1,0,1,0,0,1,-1,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,1
pNuLoCProb	0.17035772
pNuLoCRegion	
pNuLoCScore	0.29588889555555553,0.289806124,0.2854555881818182,0.2817807816666667,0.2770958376923077,0.27207640857142856,0.266119624,0.263818448125,0.2594240594117647,0.24480148411764707,0.2327770811764706,0.22439436823529413,0.22560920352941177,0.2279873788235294,0.22682293176470592,0.21394395058823534,0.20459459058823534,0.19468533764705886,0.1897278135294118,0.1841265105882353,0.17812020647058824,0.17332959470588236,0.16887528529411766,0.16561935941176467,0.15806034317647055,0.15315168258823528,0.14784469294117644,0.14323135499999995,0.13922096288235294,0.13580042523529412,0.1319832540588235,0.1292764173529412,0.12707237529411766,0.12520172411764707,0.12291885176470589,0.1205591788235294,0.11815551352941175,0.11618399764705882,0.1140384491764706,0.11228882776470589,0.11063550423529411,0.11032537164705883,0.10988178047058825,0.10928150164705884,0.1084302895882353,0.10695685052941176,0.10531139347058822,0.10431402994117646,0.1033997172352941,0.10235262988235294,0.10124710105882354,0.10020948194117649,0.09940340958823532,0.09891869370588237,0.09841348252941179,0.09814368805882355,0.09768266800000003,0.09817963329411766,0.09919680447058823,0.09986876623529412,0.10036538176470587,0.10114219670588234,0.10224826164705882,0.10375111458823529,0.10560770929411764,0.10765044400000001,0.11015657105882354,0.11259562988235294,0.11560440841176473,0.11860365547058824,0.12182774252941175,0.12478329135294117,0.12802924605882351,0.1318292775294118,0.1348240563529412,0.13743760223529417,0.14028931047058826,0.14358867458823532,0.14673210023529412,0.14960767411764705,0.1521369358823529,0.15449175470588236,0.1565163294117647,0.1573797788235294,0.15869797470588234,0.1595517594117647,0.16034428764705883,0.16052642294117647,0.16532111352941176,0.1704951147058823,0.1752339652941176,0.1792040476470588,0.18222313529411763,0.1846077782352941,0.18608909411764704,0.18728766176470588,0.18822368941176468,0.1888749070588235,0.18966669117647056,0.19038309,0.19164830588235296,0.1923137023529412,0.19274183529411767,0.19346691529411766,0.1945905617647059,0.19131608058823532,0.18756428411764706,0.18414164235294117,0.18121158352941175,0.17933943352941178,0.1782277405882353,0.1777140664705882,0.17757642176470584,0.1777426270588235,0.1780558564705882,0.1781451576470588,0.17845849411764703,0.17890163176470586,0.1795821794117647,0.18055007294117648,0.18080209117647056,0.17995167411764706,0.17933255470588236,0.17770204470588236,0.17615034294117649,0.17515341529411765,0.1740726994117647,0.17254323000000002,0.17100884647058823,0.16882274352941176,0.16633890411764707,0.16363988352941178,0.16104899705882353,0.15860940882352942,0.15614312588235293,0.15344368764705885,0.15092340882352945,0.14912439705882352,0.14860084470588236,0.14813545117647056,0.14823809352941175,0.14815787470588238,0.1477647988235294,0.14729025882352942,0.14719390705882354,0.14716585235294113,0.14751013941176466,0.1481867947058823,0.14916755294117645,0.15000348294117646,0.15079034117647058,0.1516657558823529,0.1518561158823529,0.1526615676470588,0.15288536176470588,0.15364140176470584,0.15477117470588234,0.15654408294117647,0.15844471,0.1604963982352941,0.1623421811764706,0.16408392882352943,0.16563283,0.16694141823529413,0.16799475,0.1687157188235294,0.1693643694117647,0.16980335,0.17020645176470586,0.1704746888235294,0.17019249823529412,0.17048561647058824,0.17011165705882356,0.16927269000000003,0.16800629235294123,0.16660816058823533,0.16478247882352942,0.1629451305882353,0.16131277588235293,0.16000905470588234,0.1590809117647059,0.15832676117647063,0.15784990352941172,0.15731182294117643,0.15567019176470587,0.15400451117647057,0.15402198529411762,0.1539523788235294,0.1534435223529412,0.15309043411764706,0.15284969823529412,0.15290521470588236,0.15312776705882356,0.15358694294117647,0.1546479182352941,0.1552455864705882,0.1554393917647059,0.1558166605882353,0.1562252782352941,0.15665681588235292,0.15715911529411764,0.15893490352941175,0.1608474964705882,0.16222559352941177,0.16353593588235293,0.16493698529411763,0.1662302288235294,0.1674544605882353,0.16817002176470588,0.16863954176470589,0.16917022411764704,0.16914043941176468,0.16947096647058824,0.1700352623529412,0.17030507588235297,0.17040288470588236,0.16556346882352943,0.15948124029411767,0.15391116170588234,0.14894583264705882,0.1442083932352941,0.1396026314705882,0.13505618735294114,0.13051170588235295,0.12595082294117646,0.1215956805882353,0.11739372411764708,0.11329442529411766,0.1095785843529412,0.10585691405882354,0.10216195994117648,0.09837472700000001,0.0946712081764706,0.09587999817647058,0.09824393023529411,0.09997707729411764,0.10091069694117648,0.10158944341176471,0.1021094022352941,0.10266196105882353,0.10302563547058823,0.10316176370588236,0.10330172547058825,0.10340981429411766,0.1034562384117647,0.10351161994117644,0.10349018635294117,0.10344196870588235,0.1043560634117647,0.10564916694117646,0.10635428047058823,0.10747477047058822,0.10849001811764704,0.10953371105882352,0.11033862811764704,0.11123726458823527,0.1120503510588235,0.11280075317647056,0.11326422199999998,0.113781202,0.11426309435294116,0.1147687088235294,0.11525591529411765,0.1157713736470588,0.11624078217647059,0.11573962217647059,0.11477810100000001,0.11439691217647059,0.11376958982352942,0.11335809664705881,0.11299073017647059,0.11271642641176471,0.11223065729411764,0.1118146931764706,0.11157623252941175,0.11177069570588234,0.11190555452941175,0.11190958276470588,0.11188043594117647,0.11178514888235294,0.11017652029411765,0.10957577647058822,0.10966010852941174,0.11014586941176469,0.11139386294117645,0.11293189882352939,0.11473163294117646,0.11622806294117646,0.1179081814117647,0.11960309052941177,0.12136520935294118,0.12299928494117648,0.12427968411764709,0.1253189211764706,0.12663852882352944,0.1278356876470588,0.12912681294117648,0.13182250352941177,0.13371220058823532,0.13517962264705882,0.13638214235294116,0.13685866588235293,0.13709138117647057,0.13702964294117645,0.13726217588235293,0.1373520182352941,0.1375502411764706,0.13761556647058826,0.13780141882352942,0.1383524358823529,0.1392073705882353,0.13990517647058826,0.14201130470588236,0.1433946123529412,0.14531209705882353,0.14690810705882357,0.14838990470588234,0.1498773894117647,0.1513362382352941,0.15250934352941176,0.15371595882352942,0.15497240588235292,0.15628339235294117,0.1575584311764706,0.15866262882352944,0.1597183005882353,0.1607532894117647,0.1616968082352941,0.1625511905882353,0.16213175941176466,0.1623660494117647,0.16215184823529408,0.16200889470588234,0.16181166411764705,0.16151864941176472,0.16129362529411767,0.16133249294117646,0.1613447511764706,0.16126263529411766,0.16109289999999998,0.1608057564705882,0.1607534270588235,0.16067626352941175,0.16046187529411762,0.15454061294117646,0.1487476366470588,0.14326463664705882,0.13819714841176473,0.13361558864705883,0.1290036227647059,0.12437464482352943,0.11972445835294118,0.11516027247058824,0.11040898776470588,0.10534103423529413,0.10041405276470587,0.09561232217647059,0.09089344570588237,0.08612248364705882,0.08133611335294118,0.07661301394117646,0.07756758770588235,0.07843017670588236,0.07887884552941175,0.07888870964705884,0.07837749176470589,0.07793555029411765,0.07758910529411767,0.07728047823529413,0.0768511738235294,0.07654686288235293,0.07655544905882351,0.07652815464705881,0.07647563170588234,0.0764022264117647,0.07625581111764705,0.07535481829411765,0.07429928664705882,0.07314454858823528,0.07205356135294116,0.07115223864705882,0.07030150982352941,0.06943122176470588,0.068549885,0.06764160599999999,0.06677616994117647,0.06596964282352942,0.06518789023529413,0.06441318288235295,0.06362276729411766,0.06280086905882352,0.06202322905882352,0.06130879552941176,0.06141202335294117,0.061667160882352925,0.06201543635294116,0.06226291311764705,0.06236783641176471,0.062412179941176475,0.06247832917647059,0.06254998305882353,0.062607209,0.0626379191764706,0.06259326188235294,0.06255881347058823,0.06253186599999999,0.06250086717647056,0.06250919482352939,0.06326419988235293,0.0637522978235294,0.06438487688235293,0.06501440247058823,0.06579699070588235,0.0667855569411765,0.06780400194117649,0.06897707135294119,0.07025478194117649,0.07162011423529412,0.07304727023529412,0.07450416494117648,0.07600690905882354,0.0775264878235294,0.07894883352941176,0.0803122735882353,0.0816401641764706,0.08217302005882353,0.08301658652941175,0.08368968923529412,0.08434602929411764,0.08491050899999998,0.0853250164117647,0.08572129788235294,0.08599132258823529,0.08618572317647058,0.0863075844117647,0.08640049758823529,0.08646234347058823,0.08649213464705882,0.08647623488235294,0.08645037135294116,0.08519808805882352,0.08416901776470588,0.08308230411764705,0.08199368470588235,0.08087441941176471,0.0799928031764706,0.07906503111764707,0.0781247975882353,0.07719695464705882,0.07636173194117647,0.075585264,0.0748892671764706,0.0742389128235294,0.07357431694117647,0.07299751305882352,0.07248602717647057,0.07199901305882353,0.07255139976470588,0.07278590476470587,0.07306309335294117,0.073394051,0.07381813805882353,0.07409168652941178,0.07438323511764708,0.07469468923529413,0.07495428452941176,0.07512152252941177,0.07520488694117647,0.07527827752941176,0.07534230282352941,0.07541259635294117,0.07541488729411765,0.07590929788235294,0.07712718435294118,0.07950393623529411,0.08226633129411765,0.08542343952941177,0.08885723129411766,0.09236214364705883,0.09624729752941175,0.10037087305882351,0.10465021070588235,0.10918382011764705,0.11389959894117646,0.11877150011764706,0.12373979541176468,0.12876892247058822,0.13376803835294115,0.13891128717647058,0.1435709971764706,0.14761776305882351,0.1508013350588235,0.15367647529411763,0.15622250117647057,0.15842976235294118,0.16056913588235297,0.16178097125000004,0.1628873866666667,0.1639292242857143,0.16483048769230768,0.16560638333333333,0.16629315363636363,0.16686051799999996,0.16732489888888885
pNuLoCDScore	-0.03646483614379081,-0.05108741143790846,-0.06311181437908492,-0.0714945273202614,-0.07027969202614376,-0.06790151673202613,-0.06906596379084962,-0.08194494496732019,-0.09129430496732019,-0.09512078635294113,-0.09572777465240642,-0.09765427107843141,-0.09897563122171948,-0.0987468138655462,-0.09724433870588234,-0.09819908871323532,-0.10136371623529417,-0.0916498015294118,-0.08493238823529417,-0.08116301323529418,-0.08638824064705883,-0.09218695358823528,-0.09483967770588242,-0.08466753323529413,-0.07752221529411768,-0.06948361352941179,-0.0668089617647059,-0.06356733176470589,-0.059964692941176484,-0.057145597058823536,-0.05483683611764706,-0.05333053164705878,-0.04742483894117644,-0.04282631094117645,-0.037962912470588195,-0.03394985335294111,-0.030790673294117638,-0.028843574705882363,-0.02667186058823527,-0.02496238741176475,-0.023672658058823556,-0.022849094235294132,-0.021671750705882356,-0.020349696882352913,-0.018752103941176435,-0.017265303941176452,-0.015624966647058813,-0.01414513970588234,-0.012952836235294085,-0.012145738352941166,-0.010684976000000013,-0.009412735411764725,-0.008064907823529435,-0.005814653823529414,-0.003063131823529408,-0.0005629153529411735,0.0022079920588235352,0.0052978141176470706,0.008909470000000003,0.012386147941176456,0.016200998823529406,0.01968496176470587,0.023414259999999965,0.026639603294117617,0.030346578058823487,0.033649644235294124,0.03562725188235297,0.03756883600000005,0.03992392870588239,0.04244647788235298,0.044483838588235305,0.04585655952941177,0.04652922658823527,0.04684131070588235,0.04635975835294115,0.044784148941176466,0.04309356629411762,0.040948103941176456,0.03851654511764707,0.035743131588235305,0.03729186747058824,0.03866583717647051,0.04040990894117641,0.041766445411764636,0.041933824823529364,0.04101910364705877,0.03935699388235292,0.03767998764705882,0.036086753529411764,0.03438315235294115,0.03315036176470587,0.033003311176470596,0.032950331176470615,0.032761942941176514,0.03239754764705885,0.03294049235294119,0.02926944823529415,0.02082096588235302,0.012330318823529446,0.00493759470588237,-0.0010115517647058814,-0.005268344705882305,-0.007861353529411752,-0.009573595294117665,-0.010647267647058839,-0.011132280000000022,-0.011610834705882367,-0.012237932352941211,-0.013189811764705933,-0.013412070588235347,-0.013159655882352989,-0.012916842352941188,-0.013788470588235346,-0.011364406470588256,-0.008231729411764699,-0.0064395976470588145,-0.005061240588235261,-0.004186018235294131,-0.004155041176470586,-0.0051708364705881915,-0.006567575294117611,-0.008919883529411726,-0.011716952352941123,-0.014505274117647016,-0.017409497058823498,-0.02029222294117644,-0.023439053529411752,-0.02710638529411763,-0.02987868235294111,-0.030827277058823543,-0.030731709999999995,-0.029566593529411794,-0.027912249411764734,-0.02699554058823528,-0.026307900588235317,-0.0252529711764706,-0.023814939411764685,-0.021656891176470627,-0.018828764705882406,-0.01545308882352947,-0.011881444117647078,-0.008605925882352955,-0.005352784705882352,-0.0017779317647059478,0.000932707058823451,0.003537170588235272,0.004284517058823517,0.0055059505882352755,0.006533081176470584,0.008386208235294096,0.010679911176470602,0.013206139411764684,0.015148274117647048,0.016918076470588295,0.018122690588235346,0.018754623529411818,0.018827197058823547,0.018712235882352934,0.01857402823529411,0.018137594117647093,0.018350335882352964,0.017813121176470603,0.017307136470588236,0.016844214705882404,0.01534048235294122,0.01272860705882356,0.009561582352941245,0.006111762352941225,0.002440297647058831,-0.0011387982352941417,-0.004320054117647076,-0.006932363529411789,-0.008913838235294097,-0.010388957647058772,-0.01151446588235297,-0.01249152705882356,-0.014536259999999995,-0.016470177647058826,-0.016170512941176496,-0.01653323764705883,-0.016668134705882354,-0.016182255882352975,-0.01515659411764711,-0.013702945882352963,-0.011654711764705866,-0.009358187647058813,-0.0066648576470588194,-0.004763468235294138,-0.003641520000000009,-0.0025101005882353367,-0.0016246252941176098,-0.0006550070588235146,0.0014889235294117675,0.004930392352941182,0.0068255111764705945,0.008273214705882354,0.010092413529411731,0.011846551176470571,0.013380530588235268,0.01454924588235293,0.01504225470588233,0.015052598823529412,0.014522305882352926,0.013894852941176483,0.014031574705882344,0.014218601764705907,0.014079797647058856,0.01374606882352944,0.008404353529411795,0.0005463367647059181,-0.00693633476470587,-0.013279760882352942,-0.019327542647058826,-0.025334353823529415,-0.03117404147058825,-0.03694275470588235,-0.042219198823529425,-0.04704386117647058,-0.05177649999999996,-0.055846014117647017,-0.05989238211764704,-0.06417834829411766,-0.06814311594117649,-0.07202815770588235,-0.07089226064705884,-0.06360124211764709,-0.05566723147058823,-0.04896875535294118,-0.04329769629411763,-0.038013188058823505,-0.03294678511764704,-0.02784974482352942,-0.022925187470588235,-0.01843391688235295,-0.014091998647058832,-0.009884611000000001,-0.006122345941176499,-0.002345294117647098,0.0013282264117646936,0.005067241705882339,0.00968485523529411,0.009769168764705877,0.00811035023529412,0.007497693176470574,0.00757932117647056,0.007944267647058814,0.008229225882352934,0.008575303529411743,0.009024715588235269,0.009638989470588208,0.009962496529411738,0.010371387705882334,0.01080685594117646,0.011257088882352953,0.011765728941176473,0.012329404941176458,0.011884718764705884,0.01009045523529413,0.008423820529411777,0.006922141705882373,0.005279571705882377,0.0038243855882352934,0.0026521020588235467,0.0014791618235294457,0.00018030623529415035,-0.0009860599999999692,-0.001687989470588236,-0.002010506294117656,-0.002357539823529403,-0.002859126058823519,-0.003375479352941177,-0.003986224764705865,-0.006064261882352942,-0.006163845705882368,-0.0051179924705882646,-0.004251042764705906,-0.002375726882352963,-0.00042619782352942837,0.0017409027647058706,0.003511636529411749,0.005677524117647062,0.007788397352941179,0.00978897682352943,0.011228589235294142,0.012374129588235333,0.013409338411764712,0.014758092882352969,0.016050538764705857,0.01895029264705883,0.02224672705882355,0.024052092058823582,0.025033753235294137,0.024988279411764708,0.023926767058823545,0.022359748235294116,0.020801579999999986,0.01935399447058822,0.017748927705882336,0.016185031823529428,0.014616281529411773,0.013521734705882332,0.01303351470588232,0.012568841764705851,0.012069488823529456,0.01288449176470588,0.011572108823529437,0.011599896470588206,0.011728484411764745,0.012007762352941181,0.013018723529411774,0.014244857058823529,0.015479700588235307,0.016453782941176498,0.01762038764705881,0.018733151176470564,0.01994286470588233,0.02086121000000002,0.021365864705882393,0.02154591882352941,0.021791631764705832,0.02053988588235295,0.018737147058823456,0.01705395235294116,0.01524374117647051,0.013618989999999997,0.011934274705882347,0.010182411176470618,0.008784281764705915,0.007616534117647039,0.006372345294117676,0.004979242941176493,0.0035344688235293964,0.0021431276470587624,0.0010351264705882046,-7.702588235294905e-05,-0.0012349329411764642,-0.008010577647058842,-0.013384122764705852,-0.019101412764705866,-0.023954699823529352,-0.02839330605882351,-0.03280804135294116,-0.03714400458823529,-0.04156916694117649,-0.04617222047058822,-0.050935763411764715,-0.05592160105882353,-0.06067884723529411,-0.06519343429411761,-0.06985998135294114,-0.07455377988235293,-0.07912576194117645,-0.077927599,-0.07118004894117647,-0.06483445994117647,-0.05931830288235297,-0.05472687899999999,-0.050626131000000005,-0.04643909452941178,-0.042135353058823516,-0.03787979423529411,-0.033557813941176476,-0.028794171352941197,-0.02385860370588236,-0.019084167529411777,-0.014417814000000029,-0.009720257235294127,-0.005080302235294126,-0.001258195647058813,-0.0032683010588235306,-0.005285628117647073,-0.006825284176470589,-0.0077364710000000225,-0.00807598194117648,-0.00850432852941177,-0.009039220294117661,-0.009638872235294138,-0.01007500388235294,-0.010577220058823514,-0.011367558823529383,-0.012114971764705856,-0.012852864411764683,-0.01360135735294117,-0.01423258205882353,-0.014046022764705894,-0.012887263294117643,-0.011477387705882358,-0.010038125000000002,-0.008889325529411768,-0.007933673411764701,-0.007019041823529408,-0.006071555823529418,-0.00509162294117646,-0.004168960941176469,-0.003331723647058818,-0.0025946283529411918,-0.001854369411764728,-0.001090901294117666,-0.00030000188235296266,0.000485965764705866,0.001955404352941177,0.0023402744705882245,0.002717716000000009,0.0029989661176470714,0.0035340775882353043,0.004417720529411785,0.005391822000000011,0.006498742176470604,0.007704798882352953,0.00901290523529412,0.010409351058823513,0.011910903058823544,0.013448095588235315,0.014994621823529411,0.0164479663529412,0.01780307876470591,0.01837596429411767,0.018420722235294132,0.01863170964705882,0.01867528676470588,0.018549038588235284,0.018124952058823487,0.01752101447058821,0.01674422652941175,0.015736540647058803,0.014565608941176464,0.013260314176470583,0.011896332647058805,0.010455434411764691,0.008965646823529419,0.007527401352941179,0.006138097764705863,0.0035579238823529175,0.001995997705882352,6.57175882353006e-05,-0.0016960045294117654,-0.0034716098823529273,-0.004917705823529378,-0.006259985294117629,-0.007596500294117639,-0.008794367941176467,-0.009823991235294108,-0.0107223204117647,-0.011511230411764689,-0.01222343064705883,-0.01291781770588235,-0.013478721823529424,-0.013964344176470592,-0.01319907499999999,-0.011617617999999996,-0.010296399352941188,-0.008930591352941178,-0.007480368411764707,-0.0061746651176470685,-0.0049733445882352845,-0.003741562470588225,-0.0025022654117646953,-0.0014074474117647118,-0.0004637414705882248,0.00031561976470587116,0.0010393647058823535,0.0017679858823529404,0.002415083294117659,0.002928860117647078,0.003910284823529411,0.004575784588235293,0.006718031470588248,0.009203237941176473,0.012029388529411766,0.015039093235294121,0.01827045711764705,0.021864062411764668,0.02567618382352939,0.029695926176470586,0.03406229758823527,0.03869471199999999,0.043493222588235306,0.048397492588235266,0.05335632611764704,0.05835315105882351,0.06300198929411764,0.06644381282352942,0.0681138268235294,0.06853500376470587,0.06825303576470586,0.06736526988235292,0.06606761870588235,0.06432183835294122,0.06141009819117653,0.05823717596078434,0.05474540416806725,0.05093088875113122,0.04683488321568627,0.04255335822459895,0.03809159552941174,0.0335568605359477,0.02841361171241827,0.023753901712418257,0.019707135830065337,0.01652356383006534,0.013648423594771225,0.011102397712418277,0.008895136535947673,0.006755763006535881
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
