UniprotID	Q969S9-2
pNuLoCScore	0.1917812948888889,0.1806408794,0.17171444345454545,0.1649786915,0.1599379736923077,0.155914362,0.15187389186666664,0.14885299175,0.14657858576470587,0.12685237752941175,0.11547143317647059,0.10859418788235294,0.10527872905882353,0.10309804611764706,0.10119086823529412,0.1006715617647059,0.09967821258823528,0.0996324670588235,0.09985554294117645,0.09984610505882352,0.09972962594117647,0.09921595564705879,0.09858813447058822,0.09840946035294117,0.09770282976470589,0.0984791391764706,0.09858659129411765,0.10065988211764708,0.10396609035294119,0.10696890447058825,0.10996765035294119,0.11298306294117647,0.11601336705882354,0.12049837270588236,0.1251888656470588,0.12928432211764707,0.13277405976470585,0.13605628770588235,0.1392804403529412,0.14225152270588234,0.14525577564705883,0.1480878985882353,0.14902834388235295,0.15011463529411764,0.14902402588235295,0.14694616764705884,0.1452302,0.14352117529411765,0.1416301782352941,0.1403130488235294,0.13902142764705883,0.13792263823529413,0.1369271270588235,0.13643783294117648,0.13547053176470591,0.13462768529411764,0.1369093423529412,0.14135849235294118,0.14369660823529415,0.1453998235294118,0.14654203117647058,0.14708204294117644,0.14744604999999997,0.14761766352941172,0.14768132647058818,0.14778057882352938,0.14744771294117645,0.14642559199999997,0.1451352490588235,0.14400946935294118,0.14288084288235292,0.14253823229411766,0.1421298911176471,0.13846167994117647,0.13257412229411764,0.12916924347058822,0.12643078052941176,0.12463119252941175,0.12385133582352943,0.123077009,0.12204277429411761,0.12091478464705879,0.11982574464705883,0.11877789111764704,0.11829150970588236,0.11817104347058824,0.11770544847058825,0.11729460023529414,0.11688708700000003,0.11607984817647062,0.11581446641176474,0.11551170347058826,0.11516207523529413,0.11514777111764707,0.11529191205882354,0.115674497,0.11637191558823531,0.11738832029411765,0.11892734170588237,0.12055615641176472,0.12218014935294118,0.12395069464705882,0.12566751147058824,0.1274513861764706,0.1288120732352941,0.12932309847058823,0.13042752964705884,0.13129699376470588,0.131896032,0.13246506670588234,0.13271242023529412,0.1327681652352941,0.1322086199411765,0.13087561029411768,0.12900912647058824,0.12717522682352939,0.12526194741176472,0.12333627858823529,0.12124264623529411,0.11882457976470585,0.11438402270588234,0.11018796370588235,0.1067680352352941,0.10270993994117648,0.09829639405882352,0.0937852764117647,0.08912376917647058,0.08446641594117646,0.07987028976470588,0.07555537270588235,0.07157499970588235,0.06792475588235293,0.06423456047058822,0.06066115064705883,0.05731495929411764,0.05419901135294117,0.05131250864705882,0.05051244276470588,0.05011921117647059,0.0493093874117647,0.048839390529411754,0.04870302523529411,0.04910622088235293,0.04961519988235294,0.05015866294117648,0.05067221717647059,0.05119866288235294,0.05166194152941177,0.052224928000000004,0.052659616117647065,0.05303008888235293,0.05340491376470588,0.05436320347058823,0.055221,0.05596492470588235,0.05635788352941176,0.05671083570588235,0.0570692514117647,0.05755559929411764,0.05803487482352941,0.05854890717647059,0.0589958355882353,0.059441330176470596,0.06002455094117647,0.06067931788235296,0.061315082000000014,0.06198461988235295,0.06267801988235294,0.06330402670588235,0.06333414788235293,0.06341321405882351,0.06337075405882352,0.0636294158235294,0.06393320152941176,0.06419735770588236,0.0643581792352941,0.06439835335294118,0.06438500158823529,0.0643668415882353,0.06434237394117648,0.064291101,0.06418271217647059,0.06402148747058824,0.06374397611764705,0.06147713794117647,0.05947376094117648,0.05798857952941177,0.05658698441176471,0.05522921117647059,0.054168702352941175,0.05310724364705882,0.052243219941176464,0.05147454452941176,0.050860170117647055,0.05032948070588235,0.0498223481764706,0.049309987,0.048708684647058825,0.0481480514117647,0.04767384876470587,0.04736721288235293,0.049087178411764694,0.05048182917647058,0.05139776194117647,0.05229899823529412,0.053310737117647056,0.05392791752941176,0.05453182682352941,0.05499962052941178,0.05527884852941177,0.055492489411764705,0.05562229499999999,0.05570725970588235,0.05577614029411764,0.05606195323529411,0.056361856823529406,0.059879711588235296,0.06298521435294116,0.06493766052941176,0.06758212729411764,0.07024956535294119,0.07261201123529414,0.07508610058823531,0.07760459723529413,0.0800201078235294,0.08227521105882352,0.08464189435294116,0.08701615847058823,0.08948374288235293,0.0920340536470588,0.09466054747058823,0.09692494629411763,0.09905757829411764,0.0980652994117647,0.09729789352941176,0.09748971588235295,0.09701356241176469,0.09632219770588235,0.09591857911764705,0.09535270794117646,0.09468675058823528,0.09418311499999998,0.09389905999999999,0.09362155470588236,0.09334226976470587,0.09288741858823531,0.09249026564705883,0.092060343,0.09383031476470588,0.09506077711764706,0.09533269270588234,0.09557946411764705,0.09596351682352942,0.09618926152941178,0.09672196270588236,0.09728324305882353,0.09805165605882353,0.099146294,0.1003549901764706,0.10161046429411766,0.1028527795882353,0.10403676276470589,0.10519252805882354,0.10634938805882355,0.10754908982352943,0.10677964452941177,0.10668896511764707,0.10742928158823528,0.10828092723529413,0.10913787923529411,0.11020942570588235,0.11108812252941176,0.11177553017647059,0.11243838947058823,0.11293048535294117,0.11327442652941176,0.11343902505882353,0.1135931385882353,0.1137637765882353,0.11408194364705881,0.11684117776470587,0.11993628011764702,0.12240157658823528,0.1243639442352941,0.12627734541176472,0.12796561658823527,0.1294505054117647,0.13072689564705883,0.13205508058823529,0.13353100882352942,0.13485129329411766,0.1361778021176471,0.1375592415294118,0.13906066976470588,0.1405055868235294,0.14204278294117648,0.1435329123529412,0.1424054982352941,0.14089988999999997,0.13999186235294114,0.13957287058823528,0.13912081999999998,0.13876587529411766,0.1386601011764706,0.1387492682352941,0.1388030494117647,0.13875538411764704,0.1388193411764706,0.1388612011764706,0.13882968176470586,0.13872380411764706,0.1386080988235294,0.13783082705882355,0.13780650705882355,0.13807121411764706,0.13834615705882353,0.13862822823529414,0.13900870470588234,0.1395931905882353,0.14028971058823528,0.14069049647058823,0.14081207352941177,0.14105179,0.14128759294117652,0.14146542588235292,0.14160138,0.14170286058823528,0.14175831235294117,0.14172500352941175,0.14225578294117647,0.14209148882352943,0.14177750529411767,0.14148685823529414,0.14118835058823528,0.14081812176470587,0.14034769294117644,0.13992263117647058,0.13977450235294117,0.13986599411764705,0.1397030229411765,0.13960128529411767,0.13954891294117647,0.1395935505882353,0.13971522352941176,0.1413065476470588,0.14317406647058822,0.14471495235294118,0.1461313482352941,0.1469855888235294,0.14798143588235294,0.14898420352941177,0.14981369235294117,0.15067879588235294,0.15150602470588234,0.15223514823529413,0.15302770588235295,0.1539586811764706,0.1548287794117647,0.15558919411764704,0.15616926647058824,0.15669975411764706,0.1557447429411765,0.15455469411764705,0.1537624029411765,0.15307623882352944,0.1529079611764706,0.152579305882353,0.15231992705882355,0.1521688623529412,0.1519971782352941,0.15190315529411766,0.15189535294117645,0.15187739,0.15186153000000002,0.1518247564705882,0.15192040294117648,0.15200581,0.15226358176470586,0.15260925294117647,0.15306726352941175,0.15336750411764705,0.1533782505882353,0.15267026117647062,0.15197303117647062,0.15134846235294122,0.150815605882353,0.15026529764705887,0.14971784882352943,0.1492037141176471,0.1487756135294118,0.14840431882352942,0.1480533676470588,0.14763816176470587,0.14734784705882353,0.14689200470588237,0.14636399529411764,0.14582673941176472,0.14540365647058826,0.1452108305882353,0.14570018588235298,0.14615295529411765,0.14644222529411763,0.14660410529411763,0.1467417670588235,0.14680172352941176,0.14681544117647058,0.1467522417647059,0.14662023411764707,0.1466890047058824,0.14675780470588237,0.14677912647058827,0.14652056764705884,0.14604661647058823,0.14555291705882353,0.14506528882352943,0.14466528235294118,0.1443263429411765,0.1439946529411765,0.14374141764705883,0.1434971305882353,0.1432585394117647,0.14298567941176477,0.1426557705882353,0.14224743411764706,0.14179611352941177,0.14115136411764703,0.14036494,0.1395858388235294,0.13901947529411765,0.13854732882352944,0.13809502,0.13765379470588238,0.13719664176470592,0.1367001376470588,0.1362148317647059,0.13567644411764707,0.13505782176470593,0.13436280529411768,0.13357234411764707,0.13290779764705885,0.1338924976470588,0.13537658,0.13677725411764707,0.1378974805882353,0.13889669647058825,0.1396614511764706,0.14055354235294118,0.14138289,0.14217527941176472,0.14286703352941177,0.14354218588235293,0.14418647529411763,0.14479596411764706,0.14544873294117647,0.14607795352941175,0.14667397176470587,0.14713416882352942,0.14601990235294118,0.14445950352941175,0.1430555817647059,0.14212585647058826,0.1413834341176471,0.14096651294117649,0.14057221588235294,0.14015969352941177,0.13971459647058823,0.1393042876470588,0.1388668688235294,0.13847778647058823,0.13815339411764704,0.13789571529411765,0.13774265705882352,0.13811500058823528,0.13875405529411763,0.13932174,0.13988117588235294,0.14038309882352945,0.14058560352941174,0.14053991058823528,0.14058668,0.1406547905882353,0.1408400488235294,0.1410629588235294,0.14132624588235293,0.14158598588235294,0.14187326470588232,0.1421163194117647,0.1422656494117647,0.14240771529411766,0.1422459217647059,0.14188021411764704,0.14154955294117647,0.14120332529411764,0.14087368411764706,0.14083870352941177,0.14094019705882352,0.14094636705882355,0.14095551411764706,0.1409047605882353,0.14085150588235296,0.14072381000000003,0.14061748000000004,0.14045598352941177,0.14034043705882351,0.14018067823529412,0.14031848647058823,0.14042989470588235,0.14037690705882355,0.14015617588235296,0.1399715629411765,0.1399053641176471,0.13984362294117647,0.13979292411764704,0.1396078023529412,0.13946580117647062,0.13935145647058822,0.13924659588235294,0.13919596,0.13916050352941176,0.13914129,0.13913369176470586,0.13925859235294114,0.13906614588235294,0.13887980705882352,0.13885710705882356,0.13902516470588236,0.13917973352941176,0.1392202623529412,0.13925070941176473,0.1393337076470588,0.13953993588235292,0.13969572470588232,0.13979181117647058,0.13987107647058822,0.13994168764705883,0.13999470705882353,0.14065920705882354,0.14104948588235294,0.1415864511764706,0.14205580235294116,0.14246261705882352,0.14291893882352943,0.14329696647058823,0.14373701999999997,0.1441931288235294,0.14464794882352938,0.14514482705882353,0.14561743470588234,0.14601130941176474,0.14641078705882352,0.1468141729411765,0.1471764576470588,0.1475724717647059,0.14734356470588236,0.14736940058823528,0.14716937941176472,0.14701552352941175,0.14691045352941176,0.14676631529411766,0.14665906999999997,0.14648580235294117,0.14632226176470586,0.14613751882352943,0.14592566823529413,0.1456989729411765,0.14552334058823532,0.1453334435294118,0.14513535705882355,0.14505689117647058,0.14485442470588233,0.14445824235294116,0.14375871058823525,0.14326576823529408,0.14286558529411764,0.14249818470588235,0.14209384,0.1417632494117647,0.14148026941176473,0.14117006529411766,0.14076181294117646,0.14032531294117645,0.1399589894117647,0.1396255429411765,0.1393511123529412,0.1390780323529412,0.13869474058823528,0.13838769529411768,0.13829508058823528,0.13851661117647057,0.13858658647058822,0.13860882235294117,0.13860873058823528,0.1386462282352941,0.1386327905882353,0.1385671623529412,0.13849490176470589,0.1385126064705882,0.13857814941176472,0.13861373352941175,0.13864461823529411,0.13905299176470587,0.1390188847058824,0.13916808588235294,0.14004355999999998,0.1410845841176471,0.14237927058823527,0.1439855582352941,0.1457464476470588,0.14760696705882353,0.1494998982352941,0.15145062294117645,0.15352391529411763,0.1556268570588235,0.15769204176470586,0.1596146458823529,0.1615097764705882,0.16345615823529408,0.16494314294117646,0.1667805952941176,0.16850299117647058,0.16952977294117644,0.17040393117647057,0.17102642999999998,0.1713483870588235,0.17149048176470588,0.17152801411764707,0.1715818388235294,0.17158750823529412,0.17153506705882354,0.17150889529411764,0.17155155235294114,0.17176638,0.17365513764705884,0.17494531705882352,0.17576288176470586,0.17683818529411766,0.17782357294117648,0.1788974882352941,0.17996107235294118,0.18100706294117647,0.18200732470588235,0.18290827352941175,0.18378608705882352,0.18464598764705883,0.18539901764705885,0.18607612647058827,0.18673634000000006,0.18739925235294122,0.1880313817647059,0.18699998764705883,0.18648720588235293,0.18652083705882355,0.1863966288235294,0.1863063994117647,0.18613789,0.18594813176470587,0.18573163823529412,0.1855665705882353,0.1855186888235294,0.18545304470588236,0.18535680235294116,0.18538368000000002,0.18542330999999995,0.18545906294117645,0.18549225058823526,0.18539418176470585,0.1853875558823529,0.18552548647058822,0.18571886470588234,0.18574199352941173,0.18567598411764707,0.18558426941176473,0.18543697117647062,0.18530951235294119,0.18515043647058826,0.18495686588235294,0.18478672705882354,0.1845542823529412,0.18421421588235298,0.18391196117647063,0.1835685841176471,0.18307100352941172,0.1825003488235294,0.18173905705882354,0.18085406647058822,0.1798618923529412,0.1790034441176471,0.17819477764705882,0.17738209470588234,0.17661697647058822,0.17582259058823524,0.17503948117647053,0.17427529529411762,0.17348690235294117,0.17274742882352942,0.17207010764705885,0.17098661647058827,0.1699480411764706,0.16898860000000002,0.16814239352941177,0.1674202588235294,0.16668039058823528,0.16599306294117644,0.16532707117647058,0.1645887270588235,0.16389215647058825,0.16320384647058825,0.1625377976470588,0.1618959494117647,0.16126010999999996,0.16066146470588233,0.16008820529411763,0.15956746352941176,0.15944702529411767,0.15931654647058824,0.15923241352941175,0.15920312058823533,0.15916879529411765,0.15915713352941177,0.15910978823529412,0.1590768611764706,0.15917527117647062,0.15924058705882355,0.15930585764705882,0.159369354375,0.15943106933333334,0.15949671642857144,0.15955176153846157,0.159580965,0.15958015909090909,0.159550442,0.15950677666666666
pNuLoCDScore	-0.04520270912418303,-0.06492891735947715,-0.07630986171241831,-0.08318710700653596,-0.08650256583006537,-0.08868324877124184,-0.09059042665359478,-0.091109733124183,-0.09210308230065362,-0.0810084123411765,-0.071858900513369,-0.06513258644117648,-0.06020834775113122,-0.05669840635294121,-0.05328575739607842,-0.05044353139705883,-0.04887575599999998,-0.028373238352941157,-0.01688484188235294,-0.007934305764705857,-0.0013126387058823435,0.003870858352941195,0.00877678211764707,0.012311501176470563,0.016335154470588253,0.020865905647058855,0.025333322705882358,0.029438217058823546,0.03304443382352938,0.03684033205882356,0.040692305882352994,0.04384206235294118,0.04755294588235294,0.049608759411764694,0.0504417525882353,0.049454753176470564,0.04505793552941176,0.03997726317647059,0.03526254964705881,0.030538112352941182,0.025616811176470577,0.019814676117647048,0.01383256200000002,0.008638316117647066,0.004153067294117657,0.0003815452352941284,-0.0038099085882352945,-0.0076238374117647,-0.008346433294117633,-0.006729406235294111,-0.0053317356470587995,-0.00471481176470584,-0.0024819947058823677,0.0001358752941175989,0.0022158499999999637,0.004096488235294071,0.006051148235294068,0.007467529999999972,0.008426285294117625,0.008502953764705834,0.008208121999999984,0.007571636411764698,0.007410311117647006,0.007910547000000018,0.005220548764705901,-0.0028968124117647043,-0.011122485941176513,-0.01623058005882358,-0.02011125064705882,-0.022450850411764686,-0.023594714176470535,-0.024540654529411718,-0.02563855217647057,-0.026865794176470587,-0.027621968294117616,-0.027647700882352924,-0.02684373935294114,-0.02583842588235294,-0.025175394411764668,-0.025243632058823517,-0.025242804117647066,-0.02238183176470586,-0.016759655882352897,-0.013657539999999968,-0.011268705294117623,-0.009483421411764684,-0.008559423764705892,-0.007402512,-0.005670858705882298,-0.0035264643529411416,-0.0008984029411764627,0.0017782652941176758,0.0038886396470588225,0.005779651176470585,0.007962062999999991,0.010156785941176444,0.01192498623529406,0.013243250294117617,0.0146130632352941,0.015785290294117627,0.016733956764705862,0.017317295588235276,0.017420508176470575,0.01709366823529411,0.015836704352941183,0.013487290000000027,0.010081784764705864,0.006619070411764669,0.00308179805882354,-0.0006144160588235359,-0.0044248652352941314,-0.008626806411764734,-0.014428050529411748,-0.01913513476470588,-0.023659494411764737,-0.0285870538235294,-0.03359963794117647,-0.03867979029411764,-0.043588651058823535,-0.04830174929411765,-0.05233833017647062,-0.05532023758823533,-0.057434126764705884,-0.059250470941176456,-0.0610273869411765,-0.06267512794117647,-0.06392768694117648,-0.06462556841176469,-0.06307151405882352,-0.05967552094117647,-0.05664882405882351,-0.05340055252941178,-0.04945700352941177,-0.0450822511764706,-0.04001754829411765,-0.03485121605882352,-0.029711626823529402,-0.02488315552941176,-0.020376336823529413,-0.016262814352941163,-0.012009632470588213,-0.008001534529411762,-0.004284870411764709,-0.0007940975882352874,0.003050694823529404,0.00470855723529412,0.00584571352941176,0.00704849611764706,0.007871445176470593,0.008366226176470593,0.008449378411764706,0.008419674941176472,0.008390244235294116,0.00832361841176471,0.008242667294117656,0.008362609411764706,0.008454389882352954,0.008655465882352949,0.008954531000000023,0.009273106117647062,0.008940823235294125,0.008113147882352935,0.007448289352941159,0.007012870529411755,0.006918580117647059,0.006863950117647059,0.006641758411764724,0.006323304411764694,0.005849446176470589,0.005389165999999994,0.004925511411764706,0.004317823000000005,0.0036117831176470452,0.0028676301764705772,0.0020368675882352846,0.0010659562352941104,-0.0018268887647058807,-0.0038603869411764566,-0.005424634529411741,-0.006783769647058804,-0.008400204647058818,-0.009764499176470584,-0.011090114058823541,-0.012114959294117641,-0.01292380882352942,-0.013524831470588236,-0.014037360882352953,-0.01452002576470588,-0.014981114000000004,-0.015474027529411766,-0.015873436058823534,-0.01607012735294118,-0.014109925058823539,-0.010386582529411784,-0.00750675035294119,-0.005189222470588242,-0.0029302129411764716,-0.0008579652352941197,0.0008206738823529416,0.0022886068823529462,0.003525076000000016,0.004418678411764715,0.005163008705882356,0.005799946823529391,0.006397272705882348,0.0070674556470588165,0.007913901823529405,0.008688008058823533,0.012512498705882363,0.013898035941176466,0.014455831352941179,0.01618436535294117,0.017950567117647073,0.01930127411764708,0.021158183058823547,0.02307277041176472,0.025020487294117627,0.026996362529411747,0.029149404941176453,0.03139386347058824,0.033776483176470584,0.03625791335294116,0.038598594235294124,0.040563089470588225,0.039177866705882344,0.03508008505882354,0.032360233,0.029907588588235307,0.0267639970588235,0.023710186470588215,0.020832478529411738,0.017748110705882336,0.014666642764705876,0.011907903941176468,0.009257165647058835,0.006605396235294131,0.0038585268823529417,0.0008533649411765071,-0.0021702818235294075,-0.004864603294117628,-0.00522726352941176,-0.0030045222941176425,-0.0019652008235294255,-0.0019102517647058975,-0.0010500455882352655,-0.00013293617647057443,0.0008033835882353124,0.0019305351176470698,0.0033649054705882503,0.004963179000000012,0.006455930176470601,0.007988909588235296,0.009510509823529426,0.01114934417647058,0.012702262411764711,0.014289045058823543,0.013718775058823546,0.011718867411764713,0.011356272411764734,0.011849817470588234,0.012317410411764707,0.012948617705882334,0.013487462999999991,0.013804879470588227,0.013723874117647056,0.013292095470588239,0.01257549517647058,0.011663962235294104,0.01058624547058823,0.009556375823529417,0.008571248529411768,0.007732555588235268,0.009292087941176447,0.013156635588235252,0.01571261147058821,0.016934662647058812,0.01799641817647059,0.01882773735294116,0.019241079705882347,0.01963877311764707,0.0202795504117647,0.021092619352941183,0.021920807941176484,0.02290337558823534,0.024120216470588263,0.025467531176470576,0.026741810235294095,0.027960839294117662,0.026691734588235316,0.022469218117647086,0.018498313411764694,0.01562791811764705,0.013295525176470563,0.011155203411764708,0.009315369882352958,0.007933205529411763,0.0066941876470588135,0.005272040588235272,0.0039040908235293825,0.0026415390588235,0.0013019596470588146,-0.0002309880000000153,-0.0017817827058823343,-0.00343468411764708,-0.0057020852941176425,-0.004598991176470557,-0.0028286758823529157,-0.0016457052941176165,-0.0009446423529411441,-0.00011211529411764287,0.000827315294117642,0.001629609411764682,0.0019412282352941346,0.0020090241176470847,0.00229640588235297,0.0024682517647059143,0.002604224705882313,0.0027716982352941344,0.002979056470588215,0.0031502135294117772,0.0038941764705882065,0.0044492758823529155,0.004020274705882371,0.003431348235294146,0.002858630000000001,0.0021796458823529485,0.0012249311764705728,5.79823529411605e-05,-0.0007678652941176534,-0.001037571176470603,-0.001185795882352958,-0.0015845700000000074,-0.0018641405882352524,-0.0020524670588235316,-0.0021093099999999754,-0.00204308882352941,-0.0004184558823529527,0.0009182835294117564,0.002623463529411757,0.004353842941176439,0.005498730588235273,0.006793085294117651,0.008166081764705901,0.009465999411764736,0.010756164705882365,0.01173152235294117,0.01236915411764708,0.013324682941176447,0.014357395882352936,0.015279866470588238,0.01599564352941174,0.016454042941176472,0.015393206470588255,0.012570676470588266,0.009839741764705867,0.0076310547058823786,0.006090650000000031,0.004926525294117662,0.0035951023529412207,0.0025062347058823764,0.0014900664705882471,0.0004911535294117586,-0.00033199294117647327,-0.001132352941176501,-0.002081291176470601,-0.002967249411764683,-0.0037644376470588325,-0.004248863529411756,-0.004693944117647064,-0.0034811611764706263,-0.0019454411764705803,-0.0006951394117647447,0.00029126529411760416,0.0004702894117646905,9.095529411762282e-05,-0.0003468958823529267,-0.0008203999999999712,-0.0011815723529411126,-0.001637857647058788,-0.0021775041176470278,-0.0026736758823528994,-0.003085916470588229,-0.003420437647058794,-0.0038670352941176933,-0.004367648235294119,-0.00491573470588233,-0.005717248235294098,-0.006703268235294102,-0.00754076470588233,-0.007974594117647033,-0.007459430588235311,-0.006272845294117646,-0.005195507058823573,-0.004373380588235359,-0.0036611923529412393,-0.002976081764705929,-0.002401990588235342,-0.001960172352941214,-0.0016520770588235312,-0.001433133529411712,-0.0009491570588234799,-0.0005900423529411614,-0.00011287823529410046,0.00015657235294119776,0.00021987705882350883,0.0001492605882352782,-0.00014554176470588098,-0.0010349035294117959,-0.0018266123529411538,-0.0024475723529411297,-0.002862687647058798,-0.0032446364705882025,-0.0035431841176470635,-0.0038297617647058135,-0.004096471176470579,-0.00437280000000001,-0.004892891176470626,-0.00560644058823534,-0.006414186470588279,-0.00693472882352944,-0.007027141176470575,-0.007005588235294097,-0.006970268823529413,-0.007011487647058806,-0.0071297011764705764,-0.007294515294117704,-0.007526585882352943,-0.007820686470588228,-0.008200717647058764,-0.008622874117647089,-0.00908342647058824,-0.00933963647058822,-0.007903615882352971,-0.005774784117647036,-0.00358768588235292,-0.0016883582352940907,-0.0001227788235294014,0.0011141223529411715,0.002458522352941167,0.0037290952941176347,0.004978637647058803,0.006166895882352974,0.007327354117647039,0.008510031176470562,0.009738142352941126,0.01108592764705879,0.012505609411764679,0.013766174117647023,0.013241671176470626,0.010643322352941187,0.00768224941176468,0.005158101176470586,0.0032291600000000087,0.0017219829411764809,0.0004129705882353063,-0.00081067411764707,-0.002015585882352955,-0.0031524370588235373,-0.004237898235294135,-0.0053196064705882395,-0.006318177647058831,-0.007295338823529424,-0.008182238235294098,-0.008931314705882348,-0.00901916823529414,-0.007265847058823549,-0.005137763529411754,-0.0031744058823529597,-0.0017427576470588069,-0.0007978305882353487,-0.0004266023529412022,1.4464117647050578e-05,0.0004950970588235293,0.0011254523529411753,0.0017586711764706053,0.002459377058823542,0.0031081994117647116,0.00371987058823528,0.004220604117647048,0.00452299235294118,0.004292714705882383,0.003491866470588273,0.002558474117647036,0.001668377058823528,0.0008202264705881868,0.0002880805882353177,0.00029879294117649,0.000353517058823527,0.00029157647058825065,0.00011546529411765594,-0.00015819823529408805,-0.0004747399999999735,-0.0008621758823529058,-0.001255784705882279,-0.0016603358823529257,-0.0019252123529411858,-0.0022270370588235444,-0.0019274352941176798,-0.0014503194117646834,-0.001172645882352913,-0.0010471494117646751,-0.0009021211764705661,-0.0009333394117646832,-0.0010965741176470478,-0.0011534429411765024,-0.0013477117647058556,-0.0014389594117646953,-0.0015000494117647367,-0.001477214117647091,-0.0014215200000000372,-0.0012954800000000155,-0.0011991470588235131,-0.0010469864705882626,-0.0010598941176470922,-0.0013637488235294093,-0.001497100000000029,-0.001299068823529398,-0.0009463982352941325,-0.0007256305882353264,-0.0006233605882352833,-0.0005422147058823101,-0.0002740947058824106,7.413470588230053e-05,0.00034426823529409845,0.0005452152941176347,0.0006751164705882107,0.0007811841176470768,0.0008534170588235246,0.0015255152941176797,0.0017908935294118078,0.0025203052941176474,0.003175995294117634,0.0036055099999999507,0.0038937741176470753,0.0041172329411764685,0.004516757647058778,0.004942419411764654,0.0053142411764705855,0.005604891176470617,0.0059217100000000245,0.006219498235294163,0.006539710588235298,0.006872485294117658,0.0071817505882352806,0.006913264705882355,0.00629407882352942,0.005782949411764687,0.005113577058823565,0.0045529064705882305,0.003991514705882326,0.0034693488235294223,0.0029220500000000094,0.0022926735294117873,0.0016743129411764812,0.0009926917647058997,0.0003082335294117833,-0.00031233647058823144,-0.0008874464705881935,-0.0014807294117646919,-0.002041100588235256,-0.002515580588235311,-0.0024891400000000286,-0.0029111582352941145,-0.0034106688235294724,-0.003749755294117668,-0.0040448682352941245,-0.004268130588235303,-0.004565229999999976,-0.004722552941176461,-0.004841992352941138,-0.004967453529411775,-0.00516385529411767,-0.005373660000000058,-0.005564351176470611,-0.0057079005882353095,-0.0057842447058823465,-0.005978858823529387,-0.006159684117647057,-0.006070547058823483,-0.005463629999999969,-0.0047491570588235055,-0.004278998823529417,-0.0038893623529411836,-0.0034851094117647197,-0.0031170211764706135,-0.0028474788235294257,-0.0026029029411764604,-0.0022669111764705707,-0.00181270647058826,-0.0013808399999999943,-0.0010118094117647358,-0.0007064941176470885,-2.504058823532551e-05,0.0003241441176471127,0.000780390588235258,0.001748479411764703,0.0025679729411765273,0.0037926841176470494,0.005376735882352934,0.007137717058823517,0.008960738823529435,0.01086710764705881,0.012883460588235252,0.015029013529411744,0.01711425058823532,0.019113892352941142,0.02100091235294116,0.022865158235294086,0.02440316647058821,0.025924258235294068,0.027612509411764657,0.028459431176470595,0.028445188823529338,0.0280246605882353,0.027040871764705876,0.025601939411764696,0.023883514705882347,0.022028115882352955,0.02013121588235295,0.018063592941176487,0.015908210000000034,0.013816853529411782,0.011936906470588232,0.010256603529411795,0.010198979411764758,0.010002174117647061,0.008982286470588269,0.008335194117647077,0.008293800000000046,0.008493557058823542,0.008934642352941197,0.009658675882352974,0.010516842941176469,0.011380259411764682,0.012204248235294118,0.013058479411764717,0.013863950588235308,0.01456723117647063,0.015184787647058912,0.015632872352941224,0.014376244117647069,0.012054670588235311,0.010724324117647066,0.009682651764705896,0.008573055882352909,0.007408911176470578,0.006176817647058824,0.004941068823529404,0.0037243135294117713,0.002658297058823561,0.0017326017647058822,0.0008070570588235293,-4.2215294117686764e-05,-0.0006924464705882483,-0.0013130300000001038,-0.00194018941176477,-0.0025391311764706437,-0.0016058058823529842,-0.0010996500000000353,-0.0009953505882353275,-0.0006777641176470561,-0.0005644058823529585,-0.0004619058823529254,-0.0003638623529411411,-0.0002946670588235001,-0.00025705823529412197,-0.0003682523529411341,-0.0004961788235294251,-0.0005700752941176224,-0.0008293976470588327,-0.0012090941176469694,-0.0015471017647058216,-0.00192366647058817,-0.0023231782352941266,-0.0028872070588235044,-0.0037864294117646857,-0.004864798235294121,-0.005880101176470531,-0.006672539999999977,-0.007389491764705908,-0.00805487647058828,-0.00869253588235297,-0.009327845882353025,-0.00991738470588241,-0.010511431764705925,-0.011067380000000016,-0.011466787058823563,-0.011841853529411778,-0.012581967647058823,-0.013122962352941109,-0.013511748823529374,-0.013596663529411773,-0.013433807647058815,-0.013181501764705922,-0.013010381176470659,-0.012867706470588242,-0.012793367647058851,-0.01272481999999997,-0.01261874411764699,-0.012501683529411722,-0.012379345882352927,-0.012226792352941218,-0.012085964117647091,-0.01198190235294122,-0.011419152941176514,-0.010501015882352943,-0.009672053529411778,-0.008909980000000012,-0.008217138235294075,-0.007511595294117629,-0.0068359294117646685,-0.006217282941176461,-0.00551186588235289,-0.004716885294117623,-0.003963259411764702,-0.0032319399999999887,-0.002526595036764695,-0.0018290406666666148,-0.0011647482773108897,-0.0005364437556560631,1.3501470588234143e-05,0.00013313379679141812,0.0002338955294117484,0.0002743631372549016,0.00030365607843133025,0.0003379813725490066,0.0003496431372548847,0.0003969884313725358,0.00042991549019605335,0.00033150549019603237,0.0002661896078431092,0.00020091901960783698
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
