UniprotID	Q9H9A5-2
pNuLoCScore	0.4825084355555556,0.49329855600000005,0.5035969418181818,0.5152949633333334,0.523563733076923,0.5309469164285715,0.538833242,0.546036551875,0.5526843623529412,0.5654500564705882,0.5816613994117648,0.600578934117647,0.6072918811764706,0.6176374911764706,0.6279299441176471,0.6382656664705882,0.6475331,0.6547535252941177,0.6608375700000001,0.6654865582352941,0.6685789017647059,0.6728985800000001,0.677099124117647,0.6799397358823528,0.6830527888235294,0.6862403105882352,0.688525916470588,0.6912080870588234,0.6937806864705882,0.6959134535294117,0.6974796517647059,0.6995980729411765,0.7019141129411766,0.70370355,0.7045371282352941,0.7055538694117648,0.7072479341176471,0.7075405929411765,0.7075344988235295,0.70786209,0.7086304076470589,0.7090758870588235,0.7093188223529412,0.7097599605882353,0.7093581694117648,0.7093970664705883,0.7101920405882353,0.7112850523529413,0.7124270858823528,0.7136404929411765,0.7151788811764705,0.7180541835294116,0.7196990835294119,0.7209951070588235,0.7228676782352942,0.724769764117647,0.7152526229411764,0.7162903641176469,0.71873022,0.7207303635294117,0.7234000605882354,0.7252604223529413,0.7280530988235294,0.7304880047058824,0.7325350694117647,0.7341965735294118,0.7365367076470589,0.7385891411764706,0.7402833941176471,0.7427472452941177,0.7454201364705882,0.7482763923529411,0.7517525041176469,0.7663775423529411,0.7699289188235294,0.77188356,0.7742420576470588,0.7763413811764706,0.7792196723529412,0.7808352605882353,0.7823992252941177,0.7844509076470588,0.7864261994117647,0.7876962852941176,0.7888286541176471,0.7897241247058825,0.7903867617647059,0.7910669235294119,0.7914516647058825,0.7916611258823529,0.7927818788235295,0.7944558905882353,0.7965284670588235,0.7988727652941177,0.801280524117647,0.8036986882352941,0.8061038552941175,0.808685114117647,0.811239621764706,0.8140589923529413,0.8170346541176472,0.8198501776470589,0.822504454117647,0.8252359070588234,0.8276722541176469,0.8301708264705882,0.8325937323529411,0.8339850905882351,0.8349632729411764,0.8355269611764705,0.8356137923529411,0.8353046176470587,0.8350662858823528,0.8348193423529412,0.8341504523529412,0.8336822858823529,0.8333025623529412,0.8327941099999999,0.8323683823529413,0.8322160941176471,0.8344082,0.835969423529412,0.8377976664705883,0.8395321982352941,0.8409532747058824,0.8426081217647059,0.8440790894117648,0.8452229152941176,0.8464211194117647,0.8478741547058823,0.8492295488235293,0.8503755388235293,0.8515599888235295,0.8528338123529413,0.8542274264705882,0.8556130988235295,0.8567093635294117,0.8554510358823528,0.8550026476470588,0.8545972911764704,0.8542126535294117,0.8540811394117646,0.853546578235294,0.8528737811764705,0.852567096470588,0.8518196905882351,0.8499272470588234,0.8493975235294117,0.8492701647058823,0.848711444117647,0.8480123652941176,0.84704808,0.8467947447058825,0.8442515800000001,0.8420170058823531,0.8388793388235294,0.8368488447058824,0.8346925505882353,0.832689368235294,0.8309351194117647,0.82971309,0.8285713641176471,0.8279503735294119,0.8279763347058825,0.8265633111764706,0.8249843364705882,0.8239262105882353,0.8227017870588235,0.8214170723529411,0.8193013370588235,0.8196795370588235,0.8199011741176472,0.8211238294117648,0.8213061529411766,0.8216353647058824,0.8218175147058824,0.8218725511764707,0.8216700335294119,0.8215034629411765,0.8214307452941177,0.8215617547058824,0.821855501764706,0.8223245705882354,0.8225668494117648,0.8248081141176471,0.8267867635294118,0.8284201105882354,0.82978699,0.8307356405882352,0.8319097017647058,0.8330207135294119,0.834245172352941,0.8355310105882352,0.8368856276470589,0.838118198235294,0.8392361923529411,0.840503468235294,0.8418556911764705,0.8431416147058824,0.8444008147058825,0.8455500764705883,0.8446450888235293,0.8443813570588236,0.8444614670588235,0.8446768935294118,0.8451044429411764,0.8452907317647057,0.8453179670588233,0.8451134729411764,0.8448759752941176,0.844630534117647,0.844432928235294,0.8442105817647058,0.843865204117647,0.8434652917647059,0.8430201076470588,0.839405678235294,0.8369039282352939,0.8356738417647057,0.8347571535294117,0.8336584117647058,0.8329592588235294,0.8323887588235294,0.8316562529411764,0.8310076411764706,0.8301817617647058,0.8291105152941176,0.8280456047058823,0.8272700188235294,0.8265507794117647,0.8258045676470588,0.8251902576470588,0.8246244476470588,0.8271222299999998,0.8286401299999999,0.8290628417647058,0.8290990652941176,0.8292459852941176,0.8291251029411765,0.829005828235294,0.8290070099999999,0.8290418547058822,0.8293974494117646,0.8299588464705883,0.8304687076470587,0.8307665382352942,0.8310369617647059,0.8314266600000002,0.8327028829411766,0.833753147647059,0.8350742770588235,0.8356569982352942,0.8360535511764705,0.8365145594117647,0.8370953535294117,0.8376762182352939,0.8379482082352939,0.8382392999999999,0.8383919758823528,0.83853559,0.8387635076470589,0.8390271041176471,0.839181324117647,0.8393082852941175,0.8395003794117646,0.8387669700000001,0.8382906247058824,0.8376970811764707,0.8377169600000001,0.8378722541176472,0.8380450305882353,0.838203465882353,0.8383292070588235,0.8387399705882352,0.8391335117647059,0.8395146235294118,0.8398078094117646,0.8400190329411763,0.8402602988235293,0.8406833499999999,0.8390806299999999,0.8378564682352941,0.8372271370588236,0.8362752294117647,0.8347721788235295,0.8336299670588235,0.8322458788235294,0.8312006794117648,0.8304292935294119,0.8299029323529412,0.8296254100000001,0.8291854452941178,0.8287737070588237,0.8287261358823531,0.8287909888235296,0.8288983994117649,0.8290835870588236,0.8314681105882354,0.8333739076470588,0.8347083211764706,0.8363696894117647,0.8385689482352942,0.8405356011764704,0.8427614599999999,0.8445786158823528,0.8460394076470589,0.84725969,0.8482005317647059,0.8493191435294117,0.850584511764706,0.8515799676470588,0.8525457241176472,0.8552572982352942,0.8578403476470587,0.8603974770588235,0.8629818417647057,0.8653843358823529,0.8673856947058823,0.8691732241176471,0.8708958652941177,0.8725859829411765,0.8743054864705883,0.8760261923529411,0.8776005064705883,0.87920052,0.8807906888235294,0.8823695105882352,0.883948771764706,0.8854661152941176,0.88509468,0.8846694094117648,0.8841403270588236,0.8835782058823529,0.8830677676470589,0.8828892229411764,0.8829011076470588,0.8828967641176471,0.8828395405882352,0.8826784641176469,0.8825342717647059,0.8824301835294118,0.8822844364705883,0.8821641617647059,0.8819599482352942,0.8840314400000001,0.8845134752941177,0.884982445882353,0.8852450611764706,0.8852726435294118,0.8849514941176471,0.8847626594117647,0.8843299794117646,0.8839019182352941,0.8833761911764706,0.882936038235294,0.882529001764706,0.8821003394117648,0.8817876688235295,0.8814832247058825,0.8810931994117648,0.880766881764706,0.8781631905882353,0.8771173670588235,0.8761183552941175,0.8753347399999999,0.8748213341176471,0.8746719341176472,0.8743246600000001,0.8741759047058824,0.8739298194117646,0.8738101582352942,0.87365722,0.8735371470588236,0.8734863811764706,0.8733777105882353,0.8732181782352941,0.8730432094117647,0.8725821623529413,0.8722395023529412,0.8721001988235295,0.8719582600000002,0.8717938982352942,0.871501533529412,0.8711793217647059,0.8710009688235294,0.870830411764706,0.8707117705882353,0.8706227452941175,0.8704339188235293,0.8697185894117648,0.8686186805882353,0.86730141,0.8656979923529412,0.8644521805882353,0.8634664688235294,0.8623260964705883,0.8610379,0.8598766623529412,0.8588321947058823,0.8579520452941177,0.85712789,0.8562595841176471,0.8553774764705883,0.8545043382352943,0.8535855070588236,0.8528103758823531,0.8526293935294118,0.8527656052941177,0.853255658235294,0.8545067935294118,0.8553905258823531,0.8562717847058825,0.8572158082352943,0.8581919494117649,0.8589562235294119,0.8596466258823531,0.8602321364705884,0.8608187741176472,0.8614137523529413,0.8619029847058823,0.8624086317647057,0.8628563864705883,0.8631836235294117,0.8633316470588236,0.8634908588235294,0.8634728705882353,0.8629828505882353,0.8625672447058824,0.8621618623529412,0.8616950358823531,0.8611030047058823,0.8606356247058822,0.8602043929411765,0.8598288258823529,0.8593834235294117,0.8588460158823528,0.8584711247058822,0.8581101305882353,0.8577875188235294,0.8575668264705882,0.8579244176470588,0.8582594882352941,0.8583614729411764,0.8582808070588235,0.8582478317647059,0.8582009494117646,0.8580279664705883,0.8579352182352942,0.8578087652941176,0.8577622870588236,0.8577180223529414,0.8576649600000001,0.8576147070588237,0.8574953305882352,0.857224677647059,0.8568770841176471,0.8565309741176472,0.8557511711764707,0.8550447088235296,0.8546019794117647,0.8543598123529412,0.8540295217647058,0.8535973729411764,0.8532897470588234,0.8529661111764704,0.8526943376470587,0.8523540547058822,0.8520454135294118,0.8517909158823531,0.851633715882353,0.8515003011764707,0.8515137576470588,0.8523312005882353,0.8530619911764706,0.8537391341176469,0.8543378876470586,0.8546878999999998,0.8548686647058822,0.8550967364705881,0.8554807029411764,0.8558899088235293,0.8562523435294116,0.8565942052941176,0.8569376470588235,0.8572811882352941,0.8576003111764705,0.8579172288235295,0.8582847929411765,0.858641245882353,0.8582566300000003,0.8579492847058825,0.8576695041176472,0.8574498364705884,0.8574650923529413,0.8575971788235295,0.8577347782352942,0.8578249958823528,0.8578311282352942,0.8578753652941176,0.8578984382352942,0.8579163723529414,0.857900027647059,0.8578817847058825,0.8577947052941177,0.8570889970588237,0.8554474994117647,0.8541301464705882,0.8529430858823528,0.8519245352941176,0.851377588235294,0.8510123176470588,0.8508135111764705,0.8506208970588235,0.8503843029411765,0.850195514117647,0.8499060252941177,0.8496657758823529,0.8494398552941176,0.8491985117647058,0.8489524082352942,0.8487545347058825,0.8491320141176473,0.8503864711764707,0.8511821123529414,0.8518491929411767,0.85228294,0.8520893988235295,0.8516288694117647,0.8509718364705883,0.8503187482352942,0.8496552776470588,0.8488938047058823,0.8481537570588236,0.8472775629411765,0.8463036311764707,0.845266095882353,0.8412993641176472,0.8372990264705883,0.8339943647058824,0.8310758547058823,0.8282841629411763,0.8252504352941175,0.8221967823529409,0.8192016882352938,0.8164329941176468,0.8138753058823528,0.8113362647058822,0.8089440794117646,0.8065943323529411,0.8041827123529411,0.8018148829411765,0.7996225323529412,0.7976888123529411,0.7987698417647059,0.7998173323529412,0.8000871994117649,0.8000199700000001,0.7999452382352942,0.800137857647059,0.8004094341176472,0.8007529964705883,0.8009648670588237,0.8010754670588236,0.8011578047058823,0.8011710311764705,0.8012276988235294,0.8013557070588235,0.8015248188235296,0.7999873035294117,0.7994833823529411,0.7990946194117647,0.7987953982352943,0.7984315470588237,0.7981253235294119,0.7978128588235295,0.7976129241176471,0.7974425982352942,0.797274318235294,0.7971630399999999,0.7971362988235293,0.7971286494117646,0.7970257494117646,0.7968529405882352,0.7967049947058823,0.7965379505882352,0.7980073776470588,0.7982998364705882,0.7984269935294117,0.7985507617647059,0.7988552676470588,0.7991127735294116,0.7994275711764705,0.7996085158823528,0.7997841652941176,0.7999818711764706,0.8001352935294117,0.8001953464705882,0.8002446841176472,0.8003725899999998,0.8005964899999999,0.8015354770588233,0.8023822329411763,0.8032615152941175,0.8041292152941175,0.8049328758823528,0.8057099270588235,0.8065018641176469,0.8071124488235294,0.8076533688235293,0.8082067252941176,0.8087444958823529,0.8093020076470588,0.8098197441176471,0.8103242129411764,0.8108471870588235,0.8113708723529411,0.8118861864705882,0.8117191111764707,0.8116035082352943,0.811396124117647,0.8111415829411764,0.8108656064705883,0.8105891082352942,0.8102136729411766,0.8099150676470588,0.8095483794117647,0.8091845170588237,0.8088269052941177,0.8084592641176471,0.8081013835294117,0.8077917405882353,0.8074198082352941,0.8069690323529413,0.8067115611764706,0.8063768070588235,0.8058321511764707,0.8051740035294118,0.8044958035294119,0.804009078235294,0.8035205923529412,0.8031644770588235,0.802993082352941,0.802920182352941,0.8027185764705882,0.8023637847058822,0.8019939317647058,0.8016908629411764,0.8014496664705882,0.8012856341176471,0.8011179952941178,0.800813885882353,0.80056076,0.8005905682352941,0.8007689647058823,0.800958705882353,0.8009108588235294,0.8008457429411763,0.8007593094117645,0.8006197364705882,0.8005025541176469,0.8004808952941176,0.8006192905882352,0.8007872082352941,0.8009181141176471,0.8019235964705882,0.8029704964705884,0.8036680317647059,0.8044348688235293,0.8052312982352943,0.8060461117647059,0.8070779294117648,0.8081028705882354,0.8091642588235296,0.8101290723529413,0.8109346605882353,0.8115995135294118,0.8121695505882354,0.8127214823529413,0.8131581282352942,0.8135453076470588,0.8139779176470588,0.8134606823529412,0.8129227588235295,0.8128264882352942,0.8126215176470589,0.8124470376470587,0.812261515882353,0.8118612129411764,0.8114941970588234,0.8111703852941176,0.8109559417647058,0.8108885317647058,0.8109135494117646,0.8109786711764705,0.8110401629411764,0.811180058235294,0.8110861670588235,0.8113218435294118,0.8115034788235294,0.8114584929411766,0.8114078282352941,0.8112937576470589,0.8111746464705882,0.8109657994117647,0.8107512552941176,0.810532924117647,0.8103647223529411,0.81022216,0.8100632305882354,0.8099133188235295,0.8097480929411764,0.8095594164705884,0.8093872600000002,0.8094893517647059,0.8092076541176472,0.8090060511764707,0.8089917570588236,0.80896966,0.808969004117647,0.8089582752941178,0.809016771764706,0.8090632717647059,0.8091341164705882,0.8091601888235294,0.8091811400000001,0.8092104964705884,0.8092572823529413,0.8093594494117647,0.8096598176470587,0.8098897735294118,0.8100449141176471,0.8100956905882353,0.8101964264705881,0.8102651711764705,0.81022146,0.8102847168749999,0.8103360073333333,0.810402612142857,0.8104751053846153,0.8105285258333333,0.8106070736363634,0.8106702839999999,0.8107112088888889
pNuLoCDScore	0.07017592679738555,0.0829416209150326,0.09915296385620914,0.11807049856209134,0.12478344562091498,0.13512905562091498,0.14542150856209152,0.15575723091503263,0.16502466444444436,0.16145496929411762,0.15724062818181828,0.15019159490196077,0.14501516868778286,0.14195166357142863,0.138265882117647,0.1339031840073528,0.13036842647058822,0.12079025411764699,0.10686451705882327,0.09062915294117646,0.08648880529411762,0.0782759623529411,0.06954970764705881,0.06133240647058824,0.05438101294117659,0.04895002470588228,-0.047822562150326764,-0.061368025385620945,-0.07448892420915032,-0.0824174865620915,-0.0913900067973856,-0.09737336091503267,-0.10080692797385621,-0.1021771079738562,-0.10307851091503267,-0.09372130688235294,-0.08630991401069518,-0.08033284745098039,-0.07489556388235295,-0.06953431472268909,-0.06480123265882354,-0.06042506664338236,-0.05640494694117651,-0.03972463076470585,-0.0210179557647059,-0.010087773411764714,0.0007337121176470285,0.008156129411764676,0.012351853764705878,0.013287834647058808,0.015094531705882347,0.01663799876470587,0.0176955664117647,0.01942186170588235,0.0204471387647059,0.02187157135294121,0.022788541941176493,0.023303009,0.023399473411764737,0.021219799882352966,0.014104540176470629,0.007557145470588236,0.004454522529411781,0.0028278881764706165,0.0026806332352941054,0.005019888588235266,0.007141527705882333,0.00747031476470586,0.008111743000000005,0.00879633535294122,0.009736972999999982,0.01016545123529411,0.010137853588235296,0.010547746529411789,0.012189568294117659,0.012347140647058802,0.014040664764705835,0.018249868882352943,0.020452543588235284,0.021436048294117604,0.021826253588235284,0.020941327941176452,0.018504878823529414,0.018099612352941163,0.01844170823529409,0.018568018235294026,0.019020389411764704,0.019252120588235305,0.020446937647058794,0.02151694294117648,0.021813848823529408,0.022560605882352952,0.025584048235294143,0.028682929999999995,0.03088022411764707,0.03263347882352943,0.034396538823529416,0.03568884411764711,0.03721475058823534,0.03871848647058829,0.03926890882352946,0.03918047470588243,0.03868737882352946,0.03759073176470587,0.03575544352941179,0.034081849411764675,0.03451003352941173,0.03255615176470586,0.03077003823529409,0.029385619411764735,0.027819274117647036,0.027211932941176492,0.027327727058823553,0.028077834117647082,0.028997105882352908,0.02999268999999996,0.03101574823529407,0.032071792352941164,0.0336234352941176,0.03541182058823525,0.037501022352941116,0.03970288823529414,0.03967893352941179,0.04007633411764713,0.04115016117647066,0.040226893529411806,0.03928182882352946,0.03864448294117645,0.036767684117647054,0.033683154705882346,0.030321247058823525,0.026874792352941212,0.02368572470588237,0.020811663529411717,0.017883891764705867,0.014590060000000071,0.011239504117647181,0.008096041764705908,-0.004872839411764696,-0.01610008741176472,-0.023837712705882336,-0.02813857917647064,-0.03312143094117648,-0.037865142705882315,-0.043443568588235254,-0.04665708094117649,-0.050996175058823534,-0.05457706741176474,-0.0590211285882353,-0.061851066823529394,-0.06542758447058825,-0.06807576623529421,-0.07001637976470598,-0.0715816250588236,-0.06358814211764713,-0.04513662117647066,-0.03209059141176482,-0.02694250729411768,-0.02231030494117653,-0.01676015082352944,-0.011573355529411827,-0.007233263176470578,-0.0027507096470588133,0.002651410941176491,0.00813347623529409,0.012950159176470577,0.016791389764705872,0.020812645058823548,0.02414115094117647,0.02646812211764707,0.028338454470588248,0.02182058329411765,0.014820428823529463,0.013361482352941184,0.014352932941176455,0.013936124705882347,0.014591452352941153,0.015300134705882346,0.01795951705882351,0.018388671176470556,0.019255998823529435,0.018825012352941206,0.020078012941176532,0.020687780000000017,0.021796114705882386,0.023145890588235324,0.025143008823529434,0.026077782352941226,0.026127747058823536,0.026760898823529444,0.02729559941176471,0.026879260000000016,0.02664267117647065,0.025509788235294095,0.023302969411764768,0.021530665294117707,0.020129158823529475,0.01913469000000001,0.018011804117646996,0.01689222294117651,0.015430890588235324,0.013622483529411727,0.012683721176470597,0.011739871176470545,0.010597342941176424,0.008244644117647026,0.005279671176470657,0.0028891076470587973,0.0007832105882353002,-0.0013970376470587853,-0.003145354117647048,-0.004614474117647066,-0.006146796470588273,-0.0077998017647059326,-0.009245007058823501,-0.010411213529411822,-0.011555061176470649,-0.012323593529411758,-0.014199058235294104,-0.01737056470588233,-0.01929953117647054,-0.019044000588235244,-0.0179578594117647,-0.01681020941176467,-0.01567881176470587,-0.01417816529411764,-0.012409436470588314,-0.010921807058823535,-0.009649396470588267,-0.008388908235294062,-0.007372211764705872,-0.006591023529411794,-0.005642837647058779,-0.0047415947058823404,-0.002396885882352956,0.001740523529411786,0.00575918000000003,0.007733851176470574,0.008696353529411727,0.009306789999999981,0.010176835882352908,0.011113401764705905,0.011764499411764773,0.012555731176470547,0.013141875294117672,0.013742684705882358,0.014369800000000071,0.015226615882352995,0.016019882352941134,0.016465037058823462,0.015606882352941137,0.012756597647058776,0.009812399999999943,0.007721025294117584,0.006483089999999997,0.005645062941176449,0.004734916470588241,0.003718660588235251,0.00264169588235294,0.0013317447058823761,0.0003456694117646708,-0.0002598123529412022,-0.0008500105882353892,-0.0015083247058823301,-0.0021155158823528974,-0.002458359999999965,-0.0011919770588235123,0.0009122135294117595,0.0018026711764705938,0.0018860958823529728,0.0016844035294117932,0.0017847823529412166,0.0022094288235294246,0.00239203352941178,0.0024202329411764922,0.0024674735294117622,0.002308176470588258,0.0014551335294117063,0.0007209082352941654,-0.00034218823529413855,-0.0012263452941176922,-0.001974221176470614,-0.004213056470588228,-0.00705142882352941,-0.008024762352941195,-0.007127724705882382,-0.00563896058823532,-0.004693186470588223,-0.00465350235294118,-0.004537431764705918,-0.003689942941176527,-0.0027855047058823468,-0.0015658376470588098,0.0004063276470589461,0.0026209599999999222,0.005109924705882368,0.007703756470588269,0.009899838235294195,0.01095886352941175,0.014250185294117673,0.017089407058823558,0.018753008235294105,0.020251180588235246,0.021792492941176383,0.024064744117647002,0.02683948352941179,0.029211128235294093,0.03162381705882347,0.03421635411764701,0.036401964705882306,0.03778154411764709,0.03900391176470583,0.039913064117646946,0.04110570352941173,0.04338162882352936,0.045422295882352914,0.046210280588235286,0.046633728235294214,0.046453387058823625,0.045992667647058894,0.04495903529411771,0.04329211352941165,0.04109617117647063,0.03842586058823538,0.035280051176470706,0.03204428823529415,0.02909246882352945,0.02661308352941183,0.02431356411764718,0.021916907058823598,0.016829075294117757,0.010445001176470625,0.005762925882352943,0.0011236711764704976,-0.003281117058823557,-0.00675327176470597,-0.010105413529411744,-0.012071258823529274,-0.014138791764705949,-0.015509588823529485,-0.016552135294117754,-0.017510341764705895,-0.01867192000000001,-0.019906551176470555,-0.021569269999999974,-0.023118442352941193,-0.02217979058823527,-0.01810624058823529,-0.014018884117647068,-0.010308079411764648,-0.006528994705882363,-0.003601468823529297,-0.0012921094117647747,7.753999999993155e-05,0.0009549311764706636,0.0019118847058823274,0.002507788235294184,0.0031519235294117376,0.004233876470588205,0.0053874694117646005,0.0064562735294116935,0.007684279999999932,0.0062366429411763735,0.004366211176470514,0.0023033564705882137,0.0007876976470587715,-0.0006563582352941966,-0.0018496676470588502,-0.002740877647058826,-0.0035616547058823222,-0.0035423847058823066,-0.003981138823529351,-0.003965174705882368,-0.0038920176470587653,-0.003947597647058765,-0.004464940588235211,-0.004679462352941144,-0.004877255294117588,-0.002277161176470588,0.0007970476470589016,0.0016458864705883314,0.0019235470588235826,0.0008907488235295191,-0.000920362941176478,-0.002694311764705859,-0.004683484117647019,-0.006030967058823666,-0.007293035294117678,-0.008787256470588256,-0.010378692352941199,-0.011839790000000017,-0.013059720588235346,-0.014062016470588301,-0.015214035882352983,-0.015305470588235282,-0.018919453529411767,-0.020745351764705933,-0.022131046470588223,-0.022163474705882313,-0.020221221176470516,-0.017558423529411726,-0.01460387470588237,-0.011502072352941095,-0.00902165647058828,-0.006423701176470564,-0.003670137058823575,-0.0010364694117647177,0.0012837711764706605,0.0033873182352941456,0.005325695294117638,0.006195924705882427,0.006802117647058792,0.00835707294117638,0.01016252352941166,0.011457448823529337,0.011244920588235174,0.010197588823529391,0.009070994705882351,0.007319826470588153,0.005907791764705961,0.004471591176470557,0.002960082352941207,0.0013698205882353154,-0.00014771529411766737,-0.0015047605882352877,-0.0027333564705881996,-0.003682339411764768,-0.003998475294117676,-0.005965498823529369,-0.007705122941176423,-0.008953296470588235,-0.009701919411764681,-0.009711012941176489,-0.009594055882352959,-0.009376476470588146,-0.009001924117647109,-0.00869356941176469,-0.008346448823529418,-0.00796411705882355,-0.007546211764705935,-0.007141055882352865,-0.006808211176470624,-0.00668375647058822,-0.006319274117647045,-0.0046244641176470536,-0.002597059999999929,-0.0012972394117646835,-0.0006970064705881795,-0.0005930123529411802,-0.0008622064705882115,-0.0012975117647059387,-0.0017316717647058444,-0.0020248558823529605,-0.002272717647058886,-0.0025926570588235553,-0.0029362070588235256,-0.003251033529411862,-0.0035238164705881925,-0.0025464929411764814,-0.001575173529411722,-0.000816651176470562,-0.0008251458823529956,-0.0002949411764706089,0.00038478705882349917,0.001454592352941153,0.00277350705882351,0.004144825294117693,0.00553584000000007,0.006806154705882417,0.007818031176470619,0.008793301176470592,0.009951297058823472,0.011154691764705904,0.012359619411764666,0.012178508823529444,0.010942117058823475,0.009705903529411808,0.00825634235294126,0.0066166829411765105,0.00529636470588235,0.004264917058823592,0.003124722352941145,0.001949429411764736,0.0008017017647057867,-0.0003092005882353588,-0.001224091176470543,-0.0018497435294117515,-0.0024659441176469454,-0.0032210411764705404,-0.003990286470588245,-0.006541132941176531,-0.006761671764705879,-0.006981293529411736,-0.006724072352941202,-0.006346600588235329,-0.005865368823529449,-0.006107718235294102,-0.0064682535294116605,-0.007183641176470634,-0.0079025170588235,-0.008657007058823551,-0.009402096470588261,-0.010033124117647063,-0.010591298823529494,-0.010995995882353005,-0.011381045294117653,-0.009964338235294079,-0.007752935882352929,-0.006801680000000088,-0.00631437941176477,-0.006217324117647083,-0.006304849411764679,-0.006172147647058868,-0.005665208235294206,-0.004694979411764666,-0.0033860652941175573,-0.0022107617647057487,-0.0010142088235294278,-0.00020497470588232147,-1.0803529411684831e-05,-0.00023049999999991133,-0.0006624247058822919,-0.001655669999999998,-0.004934201764705826,-0.007869100588235256,-0.010880484117647027,-0.013948415294117666,-0.017058683529411728,-0.02021727470588236,-0.02380764588235293,-0.02759904529411769,-0.03159681176470597,-0.035282356470588305,-0.03886288941176469,-0.04248070000000004,-0.04558811705882357,-0.048317541176470635,-0.05065299764705883,-0.05219004294117646,-0.052666292941176474,-0.051848709999999965,-0.050131515294117635,-0.04783816882352934,-0.04509429176470589,-0.04203635588235294,-0.038565151764705874,-0.034733539411764686,-0.030954274117647063,-0.027505774117647097,-0.024290860000000025,-0.020919947058823524,-0.01741392764705882,-0.014002090588235316,-0.01072332176470589,-0.007930007058823546,-0.005794798235294135,-0.004120077058823557,-0.0029752376470588426,-0.0020375811764705987,-0.0015712947058823812,-0.0012927194117647034,-0.001507013529411766,-0.0019366082352941238,-0.002455740588235278,-0.0027218270588235394,-0.002890857647058792,-0.003047716470588241,-0.003359121176470581,-0.0036790194117646835,-0.004027062352941174,-0.004070674117647083,-0.003793517647058847,-0.0035408194117647063,-0.003533015882352941,-0.0037830058823529467,-0.0038517117647058896,-0.003673499999999996,-0.0032448629411764573,-0.00262024529411764,-0.0020803341176470758,-0.0016223658823528997,-0.001173721176470549,-0.0006662882352940769,-0.00017292882352942796,0.0003166376470588317,0.0007243623529411825,0.001836710588235313,0.0023018841176470906,0.002650361764705872,0.0028487429411764853,0.003351386470588219,0.003949884117647073,0.004395192352941196,0.0049178382352940975,0.005280681176470542,0.005762290588235297,0.006274139999999984,0.006764134705882302,0.007176829411764674,0.007625072941176453,0.007938451176470573,0.008274568823529393,0.00790483176470591,0.007191452941176457,0.006941581764705856,0.006924602941176444,0.0070291517647058654,0.007007265882352953,0.006839753529411741,0.006543726470588235,0.006147584705882392,0.005656085294117624,0.005088700000000029,0.0044805641176470234,0.003818942352941168,0.0031157723529412207,0.002412817058823541,0.0017522164705881804,-0.001323864705882416,-0.002361418823529471,-0.003344653529411795,-0.0041820376470588505,-0.005213481764705874,-0.006049380588235315,-0.006962204117647086,-0.007807352352941194,-0.008529328235294092,-0.009171221764705834,-0.009779957647058857,-0.010373556470588213,-0.010919432941176449,-0.011338315294117718,-0.011667516470588224,-0.011903381176470523,-0.009599305294117594,-0.006196741764705804,-0.004658395294117601,-0.003836563529411724,-0.003151752352941184,-0.002551210588235292,-0.0019273411764705595,-0.0012056652941176138,-0.0006364952941176893,-9.51935294117856e-05,0.000444053529411792,0.0011096194117647395,0.0018444529411764665,0.0024676917647059315,0.0029465958823529093,0.003319657058823533,0.004454050000000015,0.0031886835294117066,0.003201336470588234,0.0036367799999999784,0.004346249411764702,0.004976819411764671,0.005626858823529396,0.006163799411764703,0.006828758823529402,0.007473236470588257,0.008160543529411757,0.008797762941176457,0.009389576470588246,0.010105421764705885,0.01098740941176471,0.011935698823529378,0.011931505882352894,0.010903457647058856,0.009859880588235281,0.009029232352941174,0.008283554705882379,0.007452551176470618,0.00667298882352943,0.005965802941176462,0.005159617058823507,0.004374664705882297,0.0036902429411764526,0.0029258511764705397,0.0021537999999999557,0.0012468294117646828,0.0002027211764705772,-0.000895948235294125,-0.0022596917647058623,-0.002412958235294138,-0.002037840000000013,-0.0017381847058823285,-0.0017971547058823478,-0.0018596905882352632,-0.0018626194117647432,-0.0019237594117647305,-0.001875428235294102,-0.001795611176470563,-0.0019173682352941201,-0.001998530588235292,-0.002120713529411733,-0.0022354882352940975,-0.002280171176470558,-0.0023334629411764507,-0.0020674858823529485,-0.0016383541176470673,-0.0017207535294117282,-0.002103962352941191,-0.0022433417647059195,-0.002108967647058868,-0.0019442541176470374,-0.0017682917647058871,-0.0016325341176470498,-0.0015963305882353007,-0.0014594282352941301,-0.0012593164705882176,-0.001036888235294131,-0.0008105723529411579,-0.0005408241176470818,-0.00023336352941175087,0.00018248882352941975,0.0004960935294117674,0.0007060994117646935,0.001305569411764712,0.0018975535294117885,0.0023464829411765087,0.002738704705882389,0.0031151235294117896,0.0034521864705882865,0.003832788235294149,0.004145580000000038,0.004387976470588306,0.004601457647058882,0.004800016139705876,0.005050033294117684,0.005290364705882344,0.005476653891402727,0.005290626421568662,0.004968811497326225,0.004883546117647047,0.004586864248366018,0.004174646601307175,0.0037514336601306986,0.003309824836601305,0.0028996348366012725,0.002533269542483646,0.0022250207189542237,0.001924882483660073,0.0016619954248365543
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
