UniprotID	Q9C0I1-2
pNuLoCScore	0.2868485322222222,0.30020650699999996,0.31558860636363634,0.3320773308333333,0.34574852076923074,0.35457453142857137,0.36256140666666664,0.37155050624999997,0.3793259294117647,0.3840930376470588,0.39891508352941174,0.4199354229411765,0.4452610535294117,0.4671583611764705,0.48555907647058816,0.5006853664705881,0.5103620799999999,0.519456285882353,0.5285194311764706,0.5355761488235294,0.539622495882353,0.5443679000000001,0.5515932723529412,0.5586295688235294,0.5721385217647059,0.5813037041176471,0.5911071605882353,0.5996268488235295,0.6078716894117647,0.6164461541176471,0.6240506111764708,0.6329447129411765,0.6416810688235294,0.650408341764706,0.6581141594117648,0.6650977800000001,0.6710156429411765,0.6767979935294118,0.6824716952941178,0.6877679405882353,0.6937217758823531,0.6915233088235295,0.6938208947058824,0.6939525711764706,0.693474518235294,0.6940909564705882,0.6944833329411763,0.6964233817647058,0.6976321117647057,0.6986765352941177,0.6996147917647059,0.7009194529411765,0.7019382782352941,0.7033056194117646,0.7055404605882353,0.7077432605882352,0.7171833352941176,0.7262925823529411,0.7328146947058825,0.7396976382352943,0.74700935,0.7538307947058823,0.7597785123529411,0.7645129417647059,0.7691404535294117,0.7736509747058824,0.7778659476470589,0.78226363,0.7859668747058823,0.7893777052941177,0.7933625452941178,0.7970151035294119,0.7999732152941177,0.7955273747058824,0.7906743247058824,0.7880199205882353,0.7845931594117647,0.7801663970588235,0.7768305052941177,0.7737443582352942,0.7715512482352943,0.7690102864705883,0.7664999511764707,0.7640616252941177,0.76163264,0.759809728235294,0.7584800723529411,0.7564287894117647,0.75087891,0.749134092352941,0.7476463717647058,0.7438978570588235,0.7387366647058824,0.7328103464705883,0.7269809205882353,0.7200380441176469,0.7121544529411764,0.7044727394117645,0.697421754117647,0.6910102717647059,0.684436742352941,0.6774818547058823,0.6704616076470588,0.6639087664705883,0.6565887876470589,0.6518552670588235,0.6448377552941176,0.6384868376470587,0.6340809111764706,0.6307717529411765,0.6295143088235294,0.6290929994117649,0.6296188488235295,0.6315197988235295,0.6337008282352942,0.6347414517647059,0.6351195088235293,0.6358652764705882,0.637315902352941,0.6389264552941176,0.6374544764705882,0.6337595729411765,0.6341958405882353,0.6346983258823529,0.6348132258823529,0.6351256758823529,0.6355230970588236,0.6356531123529411,0.6366263688235293,0.6373862929411763,0.6369066870588234,0.6357612011764706,0.6346109952941177,0.6342760323529412,0.6335834882352942,0.6323135176470588,0.6319515882352941,0.6344993317647059,0.6402271311764707,0.6429324135294118,0.6444701752941177,0.64634139,0.6482799488235295,0.6504341370588235,0.652355698235294,0.6533457482352941,0.6545511452941175,0.6570014511764705,0.6595559958823528,0.6631579252941177,0.6663692223529412,0.6703271964705884,0.6794503882352942,0.6858213647058824,0.6919747941176473,0.6976092247058825,0.7030655011764706,0.7086757917647059,0.7138043329411765,0.7187799505882353,0.7234102094117647,0.7279084011764705,0.7324081394117646,0.7370063688235293,0.741227121764706,0.7457054864705883,0.749721327647059,0.7532365070588236,0.7561057564705883,0.7539332647058824,0.7534802647058824,0.7530532058823529,0.7528670382352941,0.7526685088235295,0.7521938805882353,0.751758065882353,0.751666167647059,0.7519903052941177,0.7519847870588235,0.7519273223529411,0.7516307694117647,0.7509178594117648,0.7502777652941177,0.749676053529412,0.751323067647059,0.753828677647059,0.7562160894117648,0.7587821011764707,0.7617221523529412,0.7650552582352942,0.7679992964705882,0.7706491364705882,0.7733593776470589,0.7759489582352941,0.7784975205882352,0.7806920176470588,0.7824802352941176,0.7848251823529412,0.7874329511764706,0.7897420629411764,0.7918031835294118,0.7920775435294118,0.7917433335294118,0.791260527647059,0.7893744770588238,0.7880606847058825,0.7864830523529414,0.7852436200000001,0.7841939764705883,0.7829645211764706,0.7814425547058823,0.7795850899999999,0.7785881958823528,0.7776439464705882,0.7762487782352941,0.7745393464705882,0.769233295882353,0.765884843529412,0.7630089635294119,0.7604727811764707,0.7584707605882355,0.7575226852941176,0.7561756911764705,0.7549066882352942,0.7529480352941177,0.7507435529411766,0.7485520164705884,0.7461113394117648,0.7448400429411766,0.7433690752941178,0.742051377647059,0.7407984576470588,0.7397787070588235,0.7423176458823528,0.7433511070588235,0.7439302305882353,0.7442978364705881,0.7447068964705882,0.7454877911764706,0.7458417829411765,0.7460805123529411,0.7471357947058824,0.748763335882353,0.750673127647059,0.7531771923529412,0.7550643558823529,0.7568445588235293,0.7586766647058822,0.7611717647058823,0.7644076964705881,0.7670046611764706,0.7695347964705882,0.7719894352941177,0.7741511999999999,0.776204695882353,0.7778489529411764,0.7779442788235292,0.7759005494117646,0.770165452352941,0.7659165794117646,0.7617837835294118,0.7581798035294117,0.755047948235294,0.7519242305882351,0.7492200070588233,0.7456853541176469,0.7413017105882352,0.7373228752941177,0.7329621194117646,0.7273217276470588,0.7220927452941176,0.7168137394117646,0.7119545664705882,0.7088834429411763,0.7077750405882354,0.710875802352941,0.712392954117647,0.7138667676470588,0.7151541994117646,0.7159463699999999,0.71648376,0.7157904635294118,0.7167071664705883,0.7179892400000002,0.7206043105882355,0.7226996841176473,0.7260857370588236,0.7293026758823531,0.7323982347058823,0.7358421129411765,0.7390418894117649,0.742154871764706,0.7442972570588235,0.7462135017647059,0.7480190723529413,0.7491534082352941,0.7504494647058821,0.7519466217647057,0.754386818235294,0.7556813270588234,0.7563886476470587,0.7563417570588236,0.7568453747058824,0.7571383217647059,0.7573547241176471,0.757737047647059,0.7577941241176471,0.7578875535294117,0.7582463499999998,0.7591034088235293,0.7602009088235292,0.761226732352941,0.7630792411764705,0.7640410376470588,0.765241705882353,0.7661509529411765,0.7674043670588236,0.7692675200000001,0.7707978694117648,0.7725796223529412,0.7744105499999999,0.7763348970588234,0.7779000970588236,0.7794988423529412,0.7807671282352943,0.7819533282352943,0.7829030723529413,0.7838664900000001,0.7847787370588234,0.7850131588235294,0.7858725335294117,0.7861864152941174,0.7868294064705882,0.7868713541176469,0.786656236470588,0.786555974117647,0.7863611035294117,0.7861070935294118,0.785640214117647,0.7856251876470588,0.7854539523529411,0.7855042723529411,0.7855638752941175,0.7856897870588236,0.7766434282352941,0.7696492252941178,0.7652045505882356,0.7601312835294118,0.7524000394117647,0.7476536776470589,0.7435950511764706,0.7403131129411765,0.7378947488235293,0.7353121194117647,0.7331706994117646,0.7315913847058823,0.72984445,0.7278503264705882,0.7260340223529411,0.7242949899999999,0.7223952158823529,0.7295826847058823,0.7347134211764705,0.7373474535294118,0.7408039517647059,0.7471144752941177,0.7504840341176472,0.7530419988235294,0.7546964135294119,0.7556374047058825,0.7564891752941177,0.7566632011764707,0.7567780364705882,0.7569813211764705,0.7575329917647058,0.7579021370588235,0.7592232958823529,0.7615116170588234,0.7638570835294116,0.76611695,0.7680431270588235,0.7693959270588235,0.7710184211764707,0.7725621388235295,0.774238491764706,0.7759823270588236,0.7776272594117648,0.7795392735294118,0.7816947911764707,0.7833457794117646,0.7841237029411763,0.7845123676470587,0.7846151052941175,0.7839393052941176,0.7825985758823528,0.7811591523529411,0.7798455052941176,0.7790230276470588,0.7787791805882353,0.7783358435294118,0.7781105317647059,0.7779134847058824,0.7779026964705882,0.777950875882353,0.7778347500000001,0.7778288088235294,0.7781364029411766,0.7792816535294119,0.7820178147058825,0.7854196888235295,0.7885986535294118,0.7918372711764706,0.7951857711764706,0.7984712747058824,0.8016031270588233,0.804676868235294,0.8076027970588235,0.8102203911764706,0.8126613147058823,0.8148540323529412,0.8167761470588236,0.8187120647058824,0.8204590211764708,0.8221085541176472,0.8236157094117648,0.8235873447058824,0.8229662329411765,0.8224582664705882,0.8218287194117647,0.8210361194117646,0.8201660570588235,0.8193631229411764,0.8185118052941176,0.8178111035294118,0.8170845070588235,0.8164199105882352,0.8158325252941176,0.8153487105882353,0.8149522458823529,0.8146459129411764,0.814720862352941,0.81505998,0.8155904229411766,0.8161125258823527,0.816359298235294,0.8161265235294116,0.8154347376470588,0.8143287435294116,0.8135747976470589,0.8127822329411766,0.811817984117647,0.8107888452941175,0.8099936635294118,0.8092739688235294,0.8087277747058824,0.8082485394117649,0.807919504117647,0.8072959923529412,0.8066115541176471,0.8061371676470588,0.805864688235294,0.8058103235294117,0.8062821117647059,0.8072915305882352,0.8088429635294117,0.8100338594117645,0.8112783005882351,0.812619044117647,0.8140053764705881,0.8151569976470588,0.8161905629411763,0.8170009688235293,0.8183049864705884,0.8197164982352942,0.8211772535294118,0.8224361741176471,0.8231658194117646,0.8237823194117647,0.8244208076470589,0.8249542705882353,0.8253972435294118,0.8258650835294118,0.8263053364705882,0.8266808541176471,0.8269196723529412,0.8268689458823529,0.8266561617647059,0.8263275,0.8260464176470588,0.8251248058823528,0.8238977076470588,0.8224439052941177,0.8210958370588236,0.8200562476470588,0.819041335882353,0.8179494100000002,0.8168955100000003,0.8159287923529412,0.8148962858823529,0.8138606329411765,0.8128361094117648,0.8119923811764707,0.81140284,0.8109266400000001,0.8097391247058825,0.8087059129411766,0.8080568011764707,0.8075330029411766,0.806906157647059,0.8063542964705883,0.8058675088235295,0.8054135794117648,0.8048854347058825,0.8046283523529413,0.80436767,0.8041048917647058,0.8037885858823528,0.8034879270588233,0.8032336111764705,0.8030258817647058,0.8028344211764705,0.8034915094117645,0.8040322447058824,0.8042083741176471,0.8042444382352941,0.8044277541176471,0.8044954835294118,0.8045132070588236,0.8044909329411766,0.8045457858823529,0.804304395882353,0.8040576194117648,0.8038190605882353,0.8036373076470588,0.8034374252941177,0.8031391370588236,0.8018072870588235,0.8010091064705883,0.8004938982352943,0.8001212805882354,0.7999036941176471,0.7998082705882353,0.7997411488235295,0.7998224370588237,0.7999614394117648,0.8001681194117648,0.8003850694117647,0.8006093888235294,0.800882918235294,0.8011553829411763,0.8013116476470588,0.801526818235294,0.8018307652941176,0.8030944094117647,0.8038176682352941,0.8042275411764707,0.8044375552941176,0.8045204970588236,0.8045035270588236,0.8045247641176471,0.8043793464705883,0.8041874523529412,0.8039248935294117,0.8036628117647059,0.8033740882352942,0.8029966529411766,0.802629911764706,0.8023807588235295,0.8016655470588236,0.8014736470588235,0.8014430294117647,0.8015355976470588,0.8016195247058823,0.8016483929411764,0.8015272411764705,0.8013344588235292,0.8009087258823528,0.8004316641176469,0.8000083170588235,0.7996388288235294,0.7991969723529411,0.798795284117647,0.798476492352941,0.7981284064705881,0.7976437299999999,0.7976125029411765,0.7970562,0.7963923470588236,0.7956556023529413,0.7949351047058825,0.7942990894117647,0.7938104823529412,0.7933978041176469,0.7932070747058821,0.7931546599999999,0.793074371764706,0.7929632364705883,0.7929381994117649,0.7929135035294119,0.7928783247058825,0.7923224105882354,0.7914156429411766,0.7906097952941176,0.7901983570588235,0.7900767652941176,0.79009593,0.7902903011764706,0.7906276670588235,0.7909935094117647,0.7914307488235294,0.7919116076470587,0.7923679547058823,0.79291248,0.7935072799999999,0.7940392994117648,0.7945177247058823,0.7950109129411765,0.7960918188235295,0.7976418411764704,0.7990756629411764,0.800090804117647,0.8008148958823528,0.8013713311764704,0.8018336223529411,0.8022029129411765,0.8025689417647058,0.8028898770588233,0.803154938235294,0.8034210205882353,0.8035669541176469,0.8036716576470586,0.8037846811764705,0.8029092958823528,0.8018461170588234,0.8010976170588234,0.8005820564705882,0.8002171741176471,0.7998396464705884,0.7994921088235295,0.7991038323529412,0.7986785617647061,0.798264867647059,0.7978007294117648,0.7973007447058823,0.7968456188235294,0.7963874423529413,0.7959354070588236,0.7954125682352942,0.7947520094117647,0.7951803064705882,0.7957204029411765,0.7958869382352942,0.7958125882352941,0.7955780588235294,0.7952937747058825,0.7949463182352943,0.7946099094117648,0.7942103447058825,0.7937493152941176,0.7932919094117648,0.7928531317647058,0.7923624670588236,0.7918120294117648,0.7912021470588236,0.7896047352941179,0.7884037352941178,0.7872428058823528,0.7863687764705882,0.7851895235294117,0.784201955882353,0.7834336794117647,0.7827747911764705,0.7821436652941175,0.7814783547058822,0.7808200841176471,0.7802489517647059,0.7797647905882353,0.7793440705882353,0.7789361276470589,0.7785746358823529,0.7783152870588236,0.7791275341176472,0.7797550988235296,0.7803311752941178,0.7806740988235294,0.7811804675,0.7815558386666667,0.7817283771428573,0.7818586753846154,0.78200716,0.7822633136363636,0.7825967050000001,0.782875211111111
pNuLoCDScore	0.09247739718954251,0.09724450542483665,0.11206655130718957,0.1330868907189543,0.15841252130718952,0.18030982895424835,0.19871054424836598,0.21383683424836597,0.22351354777777777,0.21924977888235309,0.21293082481283426,0.20349881799019615,0.19387397511312227,0.18979336857142876,0.18903186568627456,0.18707906257352946,0.19281259235294124,0.19721066647058827,0.19219207705882357,0.17969142588235298,0.16261063588235303,0.1492877929411766,0.1384915347058826,0.13225934647058835,0.13131898882352944,0.13095205588235292,0.12959472823529417,0.12952163117647064,0.13139314705882355,0.1324300935294117,0.13087842294117658,0.12913837176470588,0.12158325411764714,0.11021960470588243,0.10271373411764706,0.09432572235294112,0.08560282882352932,0.07764480235294102,0.0704327217647055,0.06347866882352926,0.055951042941176365,0.048268193529411696,-0.04182001220915035,-0.05723886985620917,-0.07001973044444447,-0.07918373985620916,-0.08397770691503272,-0.08515050162091506,-0.08610090809150328,-0.08451941932679741,-0.08347174403267975,-0.0743644638352941,-0.06508874795187165,-0.05545801937254899,-0.04813286394570132,-0.042403667886554586,-0.038296637576470574,-0.034332888220588234,-0.029547484999999984,-0.01275194088235293,0.0017289261764706215,0.011732726764705895,0.01690010970588239,0.019234403823529436,0.02128338229411765,0.02026214500000001,0.018949663764705887,0.01794012811764706,0.016679677529411754,0.013734312235294116,0.010053730470588218,0.007712210764705865,0.0059124957058823285,0.004486021529411757,0.001621201176470563,-0.0013598917647058978,-0.003966411529411795,-0.005772495882352957,-0.006355933823529419,-0.007135482647058822,-0.008711036411764697,-0.010022435764705878,-0.010055767176470595,-0.009417200294117675,-0.009919863470588236,-0.00971388488235296,-0.008531724882352945,-0.007811019588235296,-0.007331962529411734,-0.007605700999999979,-0.00840851152941173,-0.007868865294117622,-0.007664021411764699,-0.0075115714117647,-0.008450116176470568,-0.010096430294117636,-0.010787595352941173,-0.01150750982352941,-0.012986473294117631,-0.014629127470588213,-0.015674456352941166,-0.016427016999999988,-0.017325385588235293,-0.018227007352941166,-0.01864484382352942,-0.018559056176470606,-0.017236117647058832,-0.015367033882352943,-0.014593288882352937,-0.01411426982352941,-0.01306140358823532,-0.011491548058823547,-0.009896092705882362,-0.008220291176470593,-0.006155650352941203,-0.0036051554117647183,-0.0015947574705882511,-3.938011764706428e-05,0.0015751481764705866,0.0029028905294117557,0.003933650764705879,0.004847647823529422,0.005367855470588226,0.004031588999999988,0.0031910272352941166,0.00277735929411764,0.0025224840000000054,0.0017572684705882413,0.0006869255882352987,0.00023735794117647757,-5.502441176469253e-05,-0.0006696819999999909,-0.0011145022941176363,-0.001316595823529415,-0.0013237329411764504,-0.0014082141176470497,-0.0013793031764705727,-0.001347994588235285,-0.001370532823529405,-0.0005120328235294069,0.001488970411764698,0.0034582812941176405,0.005481806588235286,0.007391766941176464,0.009766207999999998,0.01186541117647058,0.013177407882352929,0.014211787000000004,0.015231647000000001,0.016215782000000012,0.017005417294117642,0.017560259999999994,0.01815345411764703,0.018645359647058796,0.020430041999999995,0.02232319317647058,0.02331464964705883,0.02430106964705883,0.024985644352941178,0.02565346635294119,0.02561937223529412,0.02486862729411765,0.0244453017647059,0.02408067964705883,0.023793828764705885,0.023507007294117643,0.023095338235294097,0.022780909999999988,0.022468027882352942,0.022338326117647064,0.021014472352941183,0.018131124117647085,0.015167452941176482,0.012127782941176488,0.008588057647058861,0.0053830826470588206,0.0026605665294117814,0.0008288811764706056,-0.00026339529411763263,-0.0012397643529411806,-0.0019995422352941106,-0.0026799740000000155,-0.003127874352941165,-0.0035098141176470588,-0.003870474647058822,-0.004257568764705885,-0.0037108061764705713,-0.0022314241764706116,-0.0014743959411764734,-0.0009202914705882387,0.0009318461764705466,0.0030597970588235046,0.00486425029411762,0.006202865588235254,0.0074053341176470305,0.008216703529411742,0.008405957882352932,0.007025676705882361,0.0065569817647058715,0.006220422705882356,0.005939434411764713,0.005457206117647065,0.0038578188235293825,0.001480552117647041,0.0001071647058823455,0.00035089905882350336,-0.00033593247058824605,-0.0021774462941176465,-0.004138363647058829,-0.00590287158823527,-0.007823815117647057,-0.00987730688235293,-0.011297928058823542,-0.01071468982352941,-0.00982515511764706,-0.009955590176470588,-0.010355592176470599,-0.010954854705882353,-0.012588286470588211,-0.012514589999999964,-0.012675057529411754,-0.012911583058823492,-0.01328041717647055,-0.012693301882352931,-0.011699225705882318,-0.010549919588235271,-0.00964163047058822,-0.008269465764705858,-0.006868279294117638,-0.005930397882352945,-0.00625363435294117,-0.005462042588235294,-0.004582802588235291,-0.0033652631764705676,-0.0006179011764705922,0.0031546035294117702,0.006731754352941183,0.009377423058823497,0.011342344588235284,0.012872600529411762,0.01436418876470584,0.015563764411764658,0.016768420058823508,0.017854419823529366,0.018581883647058817,0.019106758705882354,0.019440804352941196,0.019531510235294147,0.019575770235294124,0.019046442823529394,0.014052793058823496,0.0071777162352940765,0.000723147999999979,-0.005866283823529397,-0.01133300411764708,-0.01611392764705881,-0.02066282676470585,-0.0246976508823529,-0.02860615182352938,-0.03248736923529408,-0.03617476482352941,-0.03972153688235294,-0.04357774841176473,-0.04719238900000003,-0.05064068194117648,-0.05339121252941177,-0.051386510705882335,-0.044821669411764686,-0.03776321117647058,-0.031139319,-0.02499035123529411,-0.019377383647058835,-0.014421664000000015,-0.010324579294117661,-0.006794100764705893,-0.0031190460588235297,0.00046925194117647395,0.004378937999999999,0.00833572588235297,0.01267388176470588,0.01688242058823529,0.020853615882352947,0.026935986176470597,0.028293462000000005,0.028116018999999992,0.027167459352941167,0.02612405952941177,0.025220449823529403,0.024263447823529405,0.023950846647058807,0.024316762823529403,0.02469699017647059,0.025163419235294138,0.02507444782352941,0.02531534676470587,0.025247682764705875,0.025108926058823533,0.024967490176470597,0.022148653117647063,0.017214960764705883,0.013676125529411776,0.012017970176470605,0.011422544882352961,0.011038052529411799,0.011004900176470614,0.010986595470588265,0.010502185176470613,0.009810614882352936,0.008952852235294115,0.008198131764705907,0.007757370235294117,0.0068473881176470824,0.006257145647058815,0.005744599999999989,0.005714425294117628,0.007441406764705866,0.009141332941176444,0.009645239705882325,0.00928633852941177,0.008484449470588226,0.007938860058823521,0.007196114176470564,0.0066374450588234934,0.006090665352941144,0.005418476235294095,0.005163576529411726,0.004606135588235291,0.004322630529411758,0.0039636581764706386,0.003626525588235313,0.002741993823529437,0.0021468314705882924,0.0021202388235294495,0.001824854705882381,0.0018529764705882135,0.002074178470588245,0.002256656352941158,0.001989867235294124,0.0017012507647058833,0.001577105176470625,0.0015834867058823754,0.0009643848823529394,0.0007820921764705863,0.00042130217647057266,-2.474041176474262e-05,-0.0004328642352941364,-0.0013240571764705916,-0.001009128352941216,-0.00126428952941178,-0.001226310117647067,-0.0018295101176470652,-0.002427907176470623,-0.0030734656470588206,-0.0034310397647058927,-0.003511168882352922,-0.0037379041764706022,-0.003942352176470598,-0.0035259881176470387,-0.0029627979999999887,-0.002813072941176456,-0.0026176252941176453,-0.002588958529411739,-0.002086409411764717,-0.0018032358823529548,-0.0027259943529411856,-0.0035124184705882244,-0.003749446999999989,-0.003563848176470555,-0.0034364046470587994,-0.003126539647058821,-0.0027536917647058845,-0.0022806888235294004,-0.0016227552941176504,-0.0011931799411764865,-0.0014393711176470536,-0.0010259755882352922,-0.0007079091176470376,-0.00025689970588234357,0.0008555141176470604,0.0017573729411764771,0.0035913355294117794,0.00568716576470589,0.0070414425294117455,0.006634079882352928,0.006017084588235272,0.005199556941176492,0.0044552128823529685,0.003701612647058816,0.002871340294117661,0.0020765614705882535,0.0015802955882353031,0.001174732352941174,0.0008079279999999855,0.0007223427058823256,9.786094117647526e-05,-0.001039848470588231,-0.0024853331764705944,-0.004243394000000039,-0.005263698705882364,-0.004420892529411774,-0.002015846058823545,0.0007628933529411491,0.0034114045294117157,0.005663322411764704,0.007853802999999979,0.010024852411764693,0.011946521823529371,0.013523803882352914,0.0150551882352941,0.016199930235294105,0.01832771317647057,0.02034428494117646,0.0220670467058824,0.023549105529411807,0.024867282588235354,0.025461907882352933,0.024685228470588252,0.023537291411764735,0.021842117882352935,0.020221991999999994,0.01880278552941178,0.017330480235294154,0.015777749058823537,0.014242477882352972,0.012834737882352926,0.011473527647058862,0.00910654411764708,0.005880227647058839,0.0034415747058823,0.0016881588235293787,0.00024189705882349255,-0.0008937611764705811,-0.0018642811764706113,-0.0026904241176470556,-0.003003987058823543,-0.0027657500000000113,-0.0025084000000000217,-0.0024006252941176642,-0.002302912352941139,-0.002111553529411725,-0.001976464705882308,-0.0017910276470588238,-0.002015498823529416,-0.0013712558823529286,-0.0012041852941176434,-0.0007825635294117506,-0.0005421764705882404,-0.0001894700000000249,0.00011580235294117447,0.0006068947058823493,0.0009881729411765072,0.001105669411764737,0.001250715294117688,0.0016128323529411293,0.0021265094117646766,0.002793641764705812,0.003547657647058805,0.004384782941176446,0.005462371764705876,0.007354495294117636,0.009685304117647064,0.011531292941176469,0.012729592352941188,0.013492664705882368,0.013891710000000002,0.014023074117647,0.013923503529411796,0.013715374117647033,0.013249007647058803,0.01249587176470593,0.011679532941176518,0.010758787058823577,0.009713441176470577,0.008568353529411765,0.00789207764705882,0.006789124705882332,0.005094147058823495,0.002971999411764681,0.0008063670588235039,-0.0012922047058823716,-0.0031769611764705663,-0.0048202594117646436,-0.006298123529411781,-0.0077238441176470385,-0.009153750588235282,-0.010302359999999983,-0.011353753529411759,-0.012417792941176453,-0.01344902941176468,-0.014456669999999977,-0.015804901764705892,-0.017401182352941136,-0.018664815882352914,-0.019303615294117615,-0.018872804117647052,-0.017744190588235287,-0.016402396470588276,-0.015112493529411825,-0.013863878823529435,-0.012614295294117672,-0.011291026470588272,-0.00997159000000003,-0.00873194823529419,-0.007490179411764719,-0.006233783529411785,-0.005028199411764717,-0.0020476405882352833,0.0004093670588234677,0.0023948423529411844,0.003949252352941135,0.00491318235294122,0.0053595405882353175,0.005690886470588297,0.005912449411764775,0.0061951305882353425,0.006474353529411808,0.006714560588235302,0.006846532941176486,0.0069681523529411815,0.007022239999999985,0.007050483529411761,0.007057533529411769,0.005241514705882383,0.002456267058823569,0.0008723894117647069,-0.00013896999999998827,-0.0008494317647059491,-0.0015425500000000036,-0.002347470588235312,-0.0031668529411764956,-0.003967212941176523,-0.00475936529411769,-0.005478187058823525,-0.006077590000000022,-0.0065665670588235525,-0.006929837647058845,-0.007192520588235302,-0.0073811470588235895,-0.00710894529411768,-0.0051025076470588016,-0.004010208823529426,-0.0031473764705882146,-0.002548783529411708,-0.0021952911764705485,-0.001664570000000004,-0.0009877082352941213,-0.00038216470588234297,0.00020345705882354737,0.0007510299999999859,0.0011840835294117391,0.0015485341176470768,0.0018253088235294368,0.002054354705882361,0.002168961176470613,0.001816616470588256,0.0011490076470588029,0.000680021176470591,0.0001537682352941161,-0.00046984000000005466,-0.0008527547058823914,-0.0011165594117646949,-0.0015515499999999849,-0.001982238235294115,-0.002326555294117655,-0.002620928823529406,-0.002836642352941121,-0.0030091123529411845,-0.003190815882352954,-0.003396912941176472,-0.003586544705882322,-0.00440146529411764,-0.004330832941176477,-0.004269949411764673,-0.004377600588235275,-0.004295123529411721,-0.004136745882352938,-0.004213180588235305,-0.0043867394117646785,-0.0044845788235294,-0.004627975882352919,-0.004792656470588241,-0.004942638235294117,-0.005140736470588186,-0.005311098235294076,-0.005452144117647023,-0.005522707058823545,-0.004903021764705889,-0.003994501176470544,-0.00364108294117646,-0.0032709441176470844,-0.002820350588235293,-0.00251373588235293,-0.0022285535294117587,-0.0017615076470588742,-0.0012264200000000058,-0.0007663029411764943,-0.0003409088235294122,5.667764705877265e-05,0.00042735705882349095,0.0008261199999999302,0.0012308864705881661,0.001625877647058821,0.002524742941176439,0.0027002870588234973,0.003162808235294051,0.003882451764705863,0.004473486470588206,0.004936154117647029,0.005334530000000004,0.005727324705882386,0.006047389999999986,0.006429967647058832,0.0068429188235294425,0.0072309017647059215,0.007625694117647103,0.007985395882353002,0.008354778235294152,0.008730151764705901,0.008567116470588276,0.007860251764705894,0.007256701764705886,0.006610983529411779,0.005771306470588267,0.005070241764705913,0.004583168235294144,0.004173048823529396,0.003651924705882381,0.0030864805882352964,0.0025408917647058993,0.0020295423529411716,0.001529059999999971,0.0010372911764705561,0.00047937000000000674,-0.00015245882352940554,-0.000813740000000035,-0.0011364988235294526,-0.0015203264705882236,-0.0019115123529411526,-0.0021350276470588347,-0.002345871764705909,-0.0027638794117647303,-0.0034829499999999847,-0.004036550588235321,-0.004557545882352937,-0.005116750000000003,-0.005694062352941204,-0.006260833529411786,-0.0068561364705882755,-0.007441823529411751,-0.007948699411764737,-0.008454501764705857,-0.00877913058823529,-0.008846435882352927,-0.00892267294117649,-0.009072975294117658,-0.009252524705882337,-0.009350301176470593,-0.009134546470588256,-0.008755721176470582,-0.00845120588235293,-0.00808338294117647,-0.007734924705882329,-0.00736513470588232,-0.006942411176470542,-0.00645924352941174,-0.005971091764705894,-0.005807995882352979,-0.005539264705882341,-0.0052376258823529365,-0.0048814794117647,-0.004368919999999998,-0.0038382200000000033,-0.003266911764705921,-0.0027181388235293924,-0.002412854117647051,-0.002016382941176481,-0.001640505882352955,-0.0013892896691176382,-0.0011081502352941197,-0.000856074117647071,-0.0006747536199095405,-0.0005055141176470435,8.093048128376967e-06,0.0010284291764705855,0.00184535418300652,0.0019051377124182922,0.0018921553594771212,0.0018938559477124084,0.0018832965359477372,0.0017923883006535635,0.001685685359477107,0.0015603430065359303,0.001407638888888868
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
