UniprotID	Q5VIR6-1
pNuLoCScore	0.4976351388888889,0.5089677549999999,0.5252297045454545,0.5423022566666666,0.5576730369230769,0.5722166842857143,0.584591672,0.595255763125,0.6043710682352941,0.6225811976470589,0.6419957770588235,0.6593986817647057,0.6772226582352942,0.6948152147058825,0.7102751735294118,0.7269190382352941,0.7398625752941177,0.751256471764706,0.7612873282352941,0.7670097341176471,0.7702949676470587,0.7729426735294116,0.7744966029411764,0.7763938029411764,0.7819531111764706,0.787805437647059,0.7932109164705883,0.7985617282352943,0.8031798329411766,0.8069085,0.81045682,0.8138678964705883,0.8171708435294117,0.8204336688235295,0.8237378511764706,0.827049335882353,0.830073712352941,0.8330942711764705,0.8357921770588232,0.8382832476470587,0.8406057594117645,0.8394066376470587,0.8381395905882352,0.8366995211764705,0.8352736917647059,0.834171275882353,0.8330749288235295,0.8321599817647061,0.8314002700000002,0.8305596029411766,0.8297379894117648,0.8289320735294118,0.8281145588235295,0.8274406529411764,0.8267738588235294,0.8263624294117646,0.8261261317647057,0.8251358258823529,0.8235802611764707,0.8214641988235295,0.8198423805882352,0.8180967452941177,0.8162299476470587,0.814006404117647,0.8119575670588235,0.8097515964705881,0.8073430752941175,0.8053424299999999,0.80376254,0.8025093629411764,0.8011085370588236,0.7997454723529412,0.79847719,0.7972058370588234,0.796756672352941,0.7969175958823528,0.7977433876470587,0.798381696470588,0.799166596470588,0.8001143258823529,0.8013970523529411,0.8025257747058823,0.8038674652941176,0.8055275594117647,0.8068902652941177,0.8078335947058825,0.8085737688235295,0.8094013688235296,0.8097619864705884,0.8109556158823532,0.8119638664705886,0.8128114882352943,0.8138225864705885,0.8144257247058825,0.8148223188235297,0.8149577952941178,0.8152003423529414,0.8155490041176471,0.815968585882353,0.8165467405882353,0.8170186817647058,0.8173111329411764,0.8175374623529411,0.8175383529411765,0.8176607023529412,0.8181081905882353,0.8175248288235293,0.8172429052941176,0.8169840735294116,0.8165211835294116,0.816512592352941,0.8165180335294117,0.8167944452941175,0.8169665335294116,0.8170215217647058,0.8169881394117647,0.8167544435294117,0.8164785376470588,0.8164015729411764,0.8163486694117646,0.8146388117647059,0.8134653058823528,0.8132169882352941,0.8129466970588234,0.8122621735294115,0.8119496105882352,0.8116602317647059,0.81153263,0.8116174770588235,0.8116616417647059,0.81149543,0.8119292005882354,0.812778498235294,0.8135932076470589,0.8149603811764706,0.8164499929411766,0.8182726788235295,0.8217142970588235,0.8244469617647059,0.8263921029411766,0.8283095676470588,0.8307528794117648,0.8330048129411766,0.8352549129411765,0.8373575999999999,0.8393951000000001,0.8414480258823529,0.843622514117647,0.8450902847058823,0.846099314117647,0.8470964788235293,0.8477668582352942,0.8505477111764705,0.852467381764706,0.8546634952941178,0.8567598629411765,0.8586707352941176,0.8607380176470587,0.8625044999999999,0.8640674005882353,0.8656653005882353,0.8673090858823529,0.8688202829411764,0.8702469835294117,0.8717335776470589,0.87327206,0.8747354088235294,0.876260261764706,0.8776343088235293,0.8766726147058823,0.8763639676470587,0.8760533323529411,0.8758697647058823,0.8757353570588234,0.8756548,0.875679494117647,0.8758402229411765,0.8760042205882352,0.8760463352941176,0.8761709470588235,0.8763726247058824,0.8765378247058823,0.8766791105882354,0.8768651911764705,0.8734514323529412,0.8712955147058823,0.8703677694117647,0.8699304305882353,0.8695281894117646,0.8693267105882353,0.8693588105882353,0.8692507676470588,0.8692146241176469,0.8691857964705881,0.8691073811764706,0.8690291864705884,0.8688813894117648,0.8687005770588235,0.86849971,0.8683950829411765,0.8683706570588238,0.8719532570588238,0.8742669782352943,0.8754199041176473,0.8760361076470589,0.8765890782352941,0.8769384629411765,0.8770849335294117,0.8773130552941178,0.8774951870588235,0.87769954,0.8779377282352941,0.87819224,0.8785143070588234,0.8788464152941176,0.8792558941176472,0.8806063411764706,0.8817424864705883,0.8827562300000003,0.8837354047058825,0.8844199417647058,0.8869831064705883,0.8897563376470589,0.8920458847058823,0.8942115494117646,0.8963257747058823,0.8983137429411764,0.90015289,0.9018594076470586,0.9034354288235293,0.9049502676470587,0.9064657852941176,0.9078841558823528,0.9081018794117646,0.9084507011764705,0.9088647635294119,0.9092070694117648,0.9098105105882355,0.9084153552941178,0.9066954388235295,0.9055571241176471,0.9045757005882353,0.9035971182352942,0.9026349323529412,0.9017139911764706,0.900940238235294,0.9002658111764705,0.8995857347058822,0.8967445447058823,0.8943238005882352,0.8922150652941175,0.8903923947058822,0.8883128417647059,0.8863693905882352,0.8846865258823529,0.8832396617647059,0.8819389970588236,0.8806790217647058,0.8794907335294118,0.8782383688235295,0.8770373452941176,0.8759306123529411,0.8747720476470588,0.8735866335294117,0.8725481099999999,0.8736423917647057,0.8744197276470588,0.8751268064705882,0.8756551241176469,0.8764699711764704,0.8772323458823528,0.8776626988235292,0.8779231535294116,0.8781658952941175,0.8782557735294115,0.8782270735294118,0.878357434117647,0.8784937070588236,0.8785890070588236,0.8786327129411764,0.8782885129411765,0.8771369523529412,0.8751742135294117,0.8734913276470588,0.8708226429411766,0.8683034429411767,0.8658623988235297,0.8635516970588236,0.8616966205882353,0.8597910558823528,0.8581548288235294,0.8567388382352941,0.8553379088235293,0.8538253658823529,0.8524848811764705,0.8512176341176468,0.8500228164705881,0.8493185870588235,0.8494105323529412,0.8503740735294117,0.8511018264705883,0.852782767647059,0.8541189888235294,0.855202274117647,0.856054591764706,0.8566421947058823,0.8572955829411764,0.85758613,0.8577228176470587,0.8578880552941177,0.8581687529411764,0.8582745447058823,0.8553533741176471,0.8535012,0.8522772623529412,0.8513629423529412,0.8506282129411764,0.8499936011764706,0.8495368052941177,0.8492633311764707,0.84914159,0.8490912335294117,0.8488471805882353,0.8484855335294118,0.8482448335294116,0.8480446952941176,0.847846251764706,0.8476204835294119,0.8473528741176471,0.8501116482352942,0.8517536364705883,0.8527388417647059,0.8533455358823531,0.8536941064705883,0.8537685747058824,0.8536355941176471,0.8534133176470587,0.853123894117647,0.8527769270588236,0.8524347505882353,0.8522126,0.8519348294117648,0.8516069764705883,0.8512774411764706,0.8510925329411764,0.8510642270588235,0.8512022176470587,0.8514317270588234,0.8515340005882353,0.8514638005882353,0.8512608682352942,0.8510501117647059,0.8508218235294119,0.8506873570588235,0.850660615882353,0.8507387729411766,0.8507705876470589,0.8506591658823528,0.850486754117647,0.8502716929411764,0.8501196599999998,0.8498342741176471,0.8494531388235296,0.8488390476470589,0.8481249982352942,0.8474531005882353,0.8468643041176472,0.846503997647059,0.8462803488235294,0.846135875882353,0.8460667776470588,0.8460580111764706,0.8461022305882353,0.8462570188235294,0.8465531676470588,0.8469239523529413,0.8476952570588235,0.8480783547058823,0.8486579211764705,0.8494453594117646,0.8503256423529413,0.8513672447058823,0.8523983558823528,0.853524336470588,0.8545801399999999,0.8556400829411764,0.8567065088235294,0.8576689264705882,0.8584824517647058,0.8591731458823529,0.8598254870588236,0.8604574811764706,0.8609742494117647,0.8611067176470588,0.8615557252941176,0.8617585470588236,0.8617487323529411,0.8616622288235294,0.8614544676470588,0.8612322011764705,0.8609400347058823,0.8606447935294117,0.8602959199999999,0.859926014117647,0.8595357494117647,0.8592551258823529,0.8591161670588234,0.8590876141176471,0.8605734764705883,0.862181795882353,0.8634857311764707,0.8646403352941178,0.8657464588235294,0.8667485788235295,0.8676861176470589,0.8683661494117646,0.8687645935294118,0.8693981582352941,0.8702426264705881,0.8711948823529411,0.8721631,0.8730411617647059,0.8738723576470588,0.8745581223529413,0.8751976670588235,0.8744273364705882,0.8736800582352943,0.8732859935294117,0.873099744117647,0.8729461264705882,0.8728659617647058,0.872845584117647,0.8730907488235295,0.8737183435294118,0.87417394,0.8744042205882351,0.8745972558823528,0.8747700764705884,0.8750514699999998,0.8753216917647058,0.8746366917647057,0.874921566470588,0.8752996494117646,0.875485008235294,0.8756222258823528,0.8757764929411763,0.8759341988235293,0.8762123435294118,0.8767365764705882,0.8771408470588236,0.8775022905882354,0.877868431764706,0.8782714535294119,0.878661335882353,0.8790815505882352,0.8795079970588237,0.8799478000000002,0.8814221558823531,0.881894371764706,0.8821707376470589,0.8825712964705881,0.8829934994117645,0.883264578235294,0.883519795882353,0.8837021958823529,0.8836305135294118,0.883650084117647,0.8836545488235293,0.8835868817647058,0.8834683670588235,0.8832831199999999,0.8830345788235292,0.8800542594117647,0.8769538447058823,0.8747317099999999,0.8732477123529411,0.8716968023529411,0.8704868670588235,0.8694635076470588,0.868667458235294,0.8680413817647058,0.867422464117647,0.8668584288235295,0.8663881641176472,0.8660304111764707,0.8657757758823532,0.8655529023529415,0.865363731764706,0.8651795905882355,0.8676963752941177,0.8702989223529414,0.8719515976470589,0.8726740341176471,0.8735533576470589,0.8740650952941177,0.8743209535294119,0.8744318594117647,0.8744428123529413,0.8744680917647057,0.8743817623529412,0.8742279888235293,0.8739202676470588,0.8735623264705883,0.8731977264705884,0.8712964776470588,0.8702145776470588,0.8691777870588235,0.8685509400000001,0.8680875805882353,0.8679062911764707,0.8676189676470588,0.8674316652941176,0.8673320552941177,0.8672480788235295,0.867220825882353,0.8672041641176472,0.8672945076470588,0.8674191200000001,0.8676215764705882,0.8678458176470589,0.8680388352941177,0.8697633017647058,0.8707037705882352,0.8715996352941178,0.8720648882352942,0.8724114964705881,0.8727159647058822,0.8730212823529412,0.8732985529411765,0.873562414117647,0.8738309458823529,0.874033734117647,0.8741764105882351,0.8742479376470587,0.8742515458823528,0.8742267223529411,0.8738169494117646,0.8733349223529411,0.872928234117647,0.8725801500000001,0.872206445882353,0.8716158788235294,0.8709318947058824,0.8700181182352943,0.8689795064705883,0.8677642476470587,0.8664118864705881,0.8648128764705882,0.8632532617647057,0.8617735064705881,0.8603446711764706,0.8590539182352941,0.8577370535294117,0.8567459476470587,0.8559472217647057,0.855082098235294,0.854204384117647,0.8534806058823529,0.8530696023529413,0.8528760000000001,0.852989505882353,0.8532724911764706,0.8536750676470588,0.8541341994117647,0.8547549952941177,0.8553089888235296,0.855830544117647,0.8562968441176472,0.8563939676470589,0.8571689970588237,0.8581026935294118,0.8590807141176471,0.8599841282352942,0.8606700164705883,0.8613252600000001,0.861904083529412,0.8623367658823531,0.862642665882353,0.8629112652941178,0.8632040829411766,0.8635133005882354,0.8639168982352943,0.8643724529411765,0.8648151823529411,0.8652914235294117,0.8660182117647057,0.8661128499999998,0.8660851405882353,0.8659279611764705,0.8657964029411764,0.8658217352941177,0.8657620329411764,0.8657303388235295,0.8657163270588236,0.8657230994117647,0.8657419382352943,0.8657520029411766,0.8658405147058824,0.8659085170588235,0.8659513447058823,0.8662010564705881,0.8666284035294117,0.8669907270588234,0.8671747829411762,0.8670939835294117,0.8671708329411764,0.8673787476470588,0.8675688582352941,0.8677360817647058,0.8678821911764705,0.8680169241176471,0.8681480047058824,0.8683057429411765,0.8684195994117647,0.8683510464705881,0.8682955505882353,0.8682202835294116,0.8679420541176469,0.8675061935294117,0.8671551558823528,0.8669981888235293,0.8671207976470588,0.8671006894117648,0.866978815882353,0.8668876729411765,0.8668190452941177,0.8667725223529413,0.8667728276470589,0.8667204358823529,0.8666388682352941,0.8666103411764705,0.8667326294117647,0.8668146629411764,0.8665926511764706,0.8659125747058823,0.8653686858823529,0.86476752,0.8641068047058824,0.8635777029411765,0.8631374111764705,0.8627550229411765,0.8624152876470587,0.8620651947058823,0.8616272258823527,0.8612138605882352,0.860907738235294,0.8606634029411765,0.8604163952941176,0.8601419835294117,0.8599011247058823,0.8599644717647059,0.8604433029411764,0.860723942352941,0.8609964870588234,0.8612959247058823,0.8614579735294117,0.8615585511764706,0.8616101188235294,0.861496465882353,0.8612994805882352,0.8611745688235294,0.8610204,0.8607959729411764,0.860538024117647,0.8608535041176468,0.8611230041176469,0.8608330370588234,0.8606059429411763,0.8603212329411764,0.8600987288235293,0.8597635405882352,0.8593713852941177,0.8589584464705882,0.8584307194117647,0.8577002547058822,0.8571040411764704,0.8564390135294117,0.8557847111764705,0.8551376188235292,0.8545450482352939,0.8540130594117645,0.8529522752941174,0.8520137752941175,0.8516642894117646,0.8512851035294117,0.8510057117647057,0.850734812352941,0.850653174117647,0.8506399894117648,0.8506320752941177,0.8507202576470587,0.8508311799999999,0.850927614,0.8512340985714287,0.8515796553846153,0.8519686933333334,0.8523559654545455,0.8526876360000001,0.8530090955555555
pNuLoCDScore	0.10673592934640519,0.12494605875817,0.1443606381699346,0.16176354287581685,0.17958751934640527,0.1971800758169936,0.21264003464052295,0.22928389934640525,0.2422274364052288,0.2422887167647061,0.23605762368983962,0.2247074774509804,0.21262193072398183,0.20072598924369733,0.18990493094117644,0.1811380398161765,0.17758204294117652,0.16522424000000013,0.1512151394117648,0.13916304647058853,0.1259571747058824,0.11209328529411755,0.10018164647058814,0.08694885823529419,0.07730826823529402,0.06917719705882353,0.06245052294117648,0.06003960176470591,0.05977874470588229,0.06015159764705891,-0.015790973398692815,-0.02314701928104576,-0.02954152398692811,-0.033424107516339896,-0.0355255504575164,-0.03563065398692816,-0.03679191751633992,-0.03835105339869288,-0.038242072222222284,-0.03327292088235301,-0.028917596577540172,-0.026691580098039236,-0.025974021583710455,-0.02586946634453785,-0.02576897282352944,-0.025852475294117633,-0.019521255294117634,-0.006316138235294061,0.0056984676470588635,0.014888931176470638,0.02097299411764711,0.023688650588235355,0.026086365882352996,0.029944643529411813,0.030971312352941205,0.03186913352941184,0.03106935941176478,0.030602784705882347,0.03052614823529412,0.029958018823529414,0.030918454705882392,0.03316751705882351,0.028707498235294143,0.01640761882352937,0.004195735294117625,-0.0068414594117647,-0.01611139176470594,-0.02266563352941181,-0.026558144705882414,-0.029895233529411785,-0.031811918823529406,-0.032611703529411784,-0.03187360647058826,-0.03042695470588236,-0.02870636941176466,-0.025372187647058814,-0.02239526176470591,-0.02198102470588234,-0.022355974117647115,-0.01422657117647061,-0.0051467094117647605,0.00218664705882346,0.009561975294117675,0.01653196411764707,0.022286200588235328,0.026976270588235318,0.030775171176470606,0.03323170999999997,0.034789115882352895,0.035680027647058854,0.03718622823529408,0.03813502294117649,0.03786270294117644,0.03842250352941173,0.03917504117647058,0.03846699941176471,0.03582433882352937,0.034808735882352976,0.03366493823529415,0.03072508764705892,0.027434769411764787,0.0230574682352942,0.019014717058823544,0.01641012941176473,0.014205087058823618,0.012494018823529435,0.010462790588235349,0.007813971176470647,0.004881967647058838,0.0025460311764705645,-0.0010569229411764858,-0.0003866135294117723,0.0007599005882353849,0.0008630441176470383,4.52805882352747e-05,0.001095357647058759,0.002351632941176407,0.0031855811764705533,0.005123725882352936,0.005950958235294124,0.007213520588235267,0.008213666470588188,0.009174273529411747,0.009778412941176429,0.011789965882352982,0.01475588705882358,0.018881363529411777,0.022235975882352932,0.023258447058823573,0.02591678117647056,0.02897243705882352,0.030855628235294086,0.032365822352941165,0.034382048823529354,0.03710961176470584,0.03977963117647054,0.042193919999999885,0.04393112235294111,0.04549290235294107,0.047665797058823456,0.0488294252941176,0.0475980405882353,0.04352200294117653,0.03757561470588239,0.037878782941176414,0.03883964588235295,0.03917021294117645,0.04160160705882354,0.04475168705882354,0.047578457058823576,0.050176967058823574,0.051677630000000085,0.05273728176470599,0.054446136470588324,0.05703516882352949,0.05880120588235299,0.06059521058823536,0.06450207588235296,0.07210054411764705,0.08107368705882356,0.08649886941176466,0.08580371117647062,0.08363077764705884,0.08033171882352935,0.07594832235294113,0.07217377941176462,0.06725363470588236,0.06349059941176466,0.06074153999999998,0.057833105882352964,0.05429884705882354,0.0508615623529412,0.04830767117647056,0.045086701764705805,0.03974546882352936,0.031014421764705813,0.02176588705882354,0.014802708823529409,0.01005394352941169,0.006340712352941202,0.004315694705882334,0.002510031176470584,0.0012592558823528721,0.0011680582352940339,2.4827058823506665e-05,-0.0011870041176471613,-0.002020395882353032,-0.002408776470588292,-0.0037678547058823675,-0.005411439999999934,-0.0053879735294117825,-0.0028855664705881856,0.001833107647058907,0.009569722352941179,0.019168904705882395,0.027026391764705837,0.03244511823529417,0.03642820647058831,0.039638711176470665,0.04109944058823539,0.04249786294117652,0.043952577647058955,0.044853213529411906,0.045917288235294174,0.04713836882352945,0.04872092058823535,0.05357049705882355,0.05676582000000008,0.05912460176470591,0.060458344117647,0.05993700411764713,0.05908117941176483,0.05973554411764709,0.06122741058823522,0.06656349705882353,0.07316768764705883,0.07914296647058827,0.08446016352941171,0.08981396588235274,0.09489651823529399,0.09939560588235286,0.1033874911764705,0.1037238658823531,-0.05373667368627452,-0.06726439368627452,-0.08003008662745101,-0.09234856015686277,-0.10243907568627453,-0.10889635480392157,-0.11264743774509806,-0.11456904774509805,-0.12451256921568628,-0.12559283535294116,-0.12104992334759358,-0.11638585432352941,-0.11256310659728506,-0.10939044252941177,-0.10660515026666668,-0.10336584984558825,-0.09816679023529412,-0.08585156788235296,-0.07603196670588233,-0.06653609858823527,-0.05848745876470586,-0.05364835747058824,-0.051962434235294105,-0.051726918764705865,-0.043394660588235295,-0.03553298994117647,-0.03206815405882352,-0.030720446764705867,-0.028932961470588242,-0.027232772941176472,-0.025244598588235287,-0.023603487999999992,-0.024363527647058833,-0.02557009529411764,-0.023205625294117654,-0.019671759000000018,-0.016715391411764723,-0.0139911608235294,-0.010699651882352931,-0.007403130882352962,-0.004281323647058827,-0.0022783624117647255,-0.0004893400588235342,0.0022713082941176466,0.004475013941176484,0.006206591529411748,0.00829491158823531,0.009982742764705899,0.012692454411764725,0.015950552882352927,0.017428949705882338,0.016162618235294114,0.013616548,0.011340085117647045,0.007956609764705858,0.004315866823529413,0.000837511117647044,-0.0018126297058823487,-0.003477913117647058,-0.005983745235294116,-0.008126763352941171,-0.009404459764705858,-0.011489086529411767,-0.013998844117647062,-0.01676769905882354,-0.019433334529411754,-0.02137765405882351,-0.021658178529411758,-0.019542756647058818,-0.016876809647058816,-0.013683446058823517,-0.009977569941176476,-0.007218571941176463,-0.004904816529411764,-0.0037791800588235225,-0.0019766869411764615,0.0001041157647058838,0.0008559485294117597,0.0018670969999999912,0.0037851492941176554,0.00837263241176471,0.012833146235294128,0.014892675705882347,0.017018623470588225,0.017730108176470596,0.017352288941176464,0.01750402464705883,0.01697430352941176,0.01777214494117646,0.019474978764705893,0.02158277841176469,0.02340789364705881,0.023966450999999986,0.025052548882352935,0.026537056529411768,0.02749563329411764,0.025172266058823542,0.020813136882352937,0.018571159176470592,0.01785380823529413,0.017072107647058812,0.01629180529411764,0.015385097411764678,0.014363747117647055,0.012669440058823533,0.010179365999999981,0.007306892999999995,0.004363242529411754,0.002329011647058829,0.0007287304705882319,-0.0009312489411764518,-0.0024320974705882292,-0.0024840610000000096,0.00041574370588234877,0.0026164172352941134,0.003065249588235286,0.0037001707647058707,0.004585456647058825,0.005284448176470599,0.0059908464117647275,0.00690235676470588,0.008039222058823528,0.009282739411764732,0.010720857058823544,0.01232433247058827,0.013953360941176496,0.015066468,0.0159145168235294,0.015266820647058824,0.013217691529411768,0.011661660705882357,0.01025578729411765,0.00889302141176472,0.007139629058823524,0.00553085929411766,0.004108291294117647,0.0027341997647059024,0.001566045647058839,0.0005685585882353045,-0.0004556319999999836,-0.0015202490588235446,-0.002664284352941179,-0.003656601117647082,-0.004215235235294115,-0.004225417294117642,-0.002363901647058811,-0.0008493448823529287,0.0001441226470588336,0.0012239867647058783,0.002764515000000023,0.004629958529411782,0.006652725352941188,0.008642769470588257,0.010536633000000017,0.012207356882352915,0.013828011941176444,0.01537621488235294,0.016795293117647034,0.018019978705882345,0.019036851941176477,0.019593438411764696,0.01952419188235291,0.019106695941176463,0.01910682829411764,0.019165191823529437,0.018770216999999992,0.017912186999999982,0.016682703470588214,0.01532231935294115,0.013793311470588238,0.012222581117647055,0.01059978047058828,0.008882980117647085,0.00721146541176472,0.005630841294117672,0.004271303647058827,0.00579618305882354,0.007757038941176492,0.00983439458823529,0.011862485764705874,0.01321495223529412,0.014472796470588231,0.01583439505882353,0.017146495647058807,0.018474995647058817,0.019431769411764666,0.020042739058823505,0.021242518529411697,0.02277627352941171,0.024440992941176437,0.026114973529411764,0.027448342647058824,0.025881468823529402,0.021173618823529416,0.01669595352941175,0.012601964705882346,0.009099410588235268,0.006418232941176494,0.004267206705882376,0.002389473176470619,0.0007957896470588144,-0.0002765668235294172,-0.0004892523529411719,-0.0006110458823528897,-0.0014559049999999796,-0.002745400882352894,-0.003958632058823519,-0.0049631438235294145,-0.005303631176470591,-0.00278982058823532,-0.0006392900000000146,0.0014580164705882415,0.003350994117647027,0.004471514705882307,0.0051195811764705446,0.005745501176470547,0.006275238235294134,0.006862640000000003,0.007326369411764733,0.006983891764705874,0.007031757647058823,0.007440133529411752,0.007901135882352944,0.008311089411764727,0.008172598823529414,0.007765608823529446,0.007890155882352978,0.008241240588235305,0.00820710000000005,0.008309627058823543,0.008650246470588263,0.009003450000000052,0.009042400000000006,0.008892555294117671,0.008403724117647088,0.007776290588235257,0.007360925882352959,0.006892592352941207,0.006170344117647053,0.005428415294117639,0.002988025882352918,0.000985245882352881,-0.0018229188235294735,-0.005714617352941237,-0.008831100058823566,-0.011210688882352937,-0.013803530647058831,-0.016044105352941207,-0.01781181770588236,-0.01918742829411768,-0.020254929470588295,-0.021020957117646982,-0.021851111823529445,-0.022491562411764726,-0.02280752711764708,-0.022903972411764728,-0.021349797117647007,-0.018258719470588186,-0.01462965358823523,-0.009848770941176421,-0.004967143823529391,-0.0011645687647058867,0.0013931753529412005,0.004266804764705895,0.00646266652941177,0.007946764176470611,0.008997223588235348,0.009930585941176406,0.010823181823529426,0.011361280647058852,0.011639030647058846,0.01142292888235294,0.010436845352941149,0.007777754176470586,0.004834606529411756,0.0016153288823529677,-0.0020319155294117597,-0.004817308823529376,-0.0060390823529411775,-0.007129030000000008,-0.008381004705882378,-0.009094461764705908,-0.00946302705882357,-0.009706254117647056,-0.009912101176470567,-0.00991718352941176,-0.009630935294117654,-0.008959823529411742,-0.007323285882352953,-0.00484157352941178,-0.00186529470588237,0.0011379670588235191,0.0038420476470588105,0.0061496723529411434,0.007771158235294062,0.008399674705882348,0.009571929411764712,0.010487724117647118,0.011195954705882388,0.011860766470588285,0.012451834117647054,0.012945059999999925,0.013139161764705837,0.013199655294117596,0.01209061294117647,0.010484527647058817,0.00884959294117646,0.006826917058823545,0.005241108823529406,0.003745717058823511,0.002697748823529439,0.0016146635294117806,0.0005484670588235541,-0.0007120552941176639,-0.0020152400000000015,-0.0034684188235294122,-0.005050913529411782,-0.00678565941176465,-0.008394601176470562,-0.009822830588235243,-0.010258790588235256,-0.009957277647058782,-0.010002194705882317,-0.010181408823529442,-0.010367171176470569,-0.010777785294117631,-0.011289931764705885,-0.011520362941176504,-0.011399020588235304,-0.010835567647058786,-0.009869327058823513,-0.008565888823529433,-0.007022255882352918,-0.005193093529411774,-0.0032602311764705627,-0.0014733670588235603,0.0015938099999999455,0.0028378947058823045,0.004060119999999973,0.0056663129411765045,0.007280464117647045,0.009048488235294111,0.010833121764705883,0.012319217058823578,0.013482494705882364,0.014380839411764684,0.014810789411764697,0.014950912941176453,0.014957175294117636,0.014946955882352925,0.014807403529411789,0.014841148823529465,0.01358231000000007,0.011783174705882388,0.01114688352941176,0.010444394117646999,0.009378879999999978,0.008193330000000026,0.0069420305882353095,0.005896502941176468,0.005023492941176488,0.004139167647058822,0.003442395294117634,0.002900960588235302,0.002418050588235271,0.0019238764705882538,0.001406790588235285,0.0008833264705881971,0.0010597335294117438,0.0025904758823529495,0.0031414547058823405,0.003521240588235358,0.004073522941176494,0.004545521764705879,0.00486615411764707,0.005314610588235319,0.005733656470588211,0.006205914705882304,0.006615962352941207,0.006980171764705889,0.007301056470588263,0.007592168235294128,0.007910777647058831,0.008076854705882375,0.007273926470588249,0.005748083529411779,0.004352951764705931,0.0030713323529411585,0.0018193235294117482,0.0008228958823529309,0.0002873970588234964,-8.933941176478277e-05,-0.0006936529411764869,-0.0013499411764705538,-0.0019273758823529497,-0.002440688235294114,-0.0029055164705882874,-0.0032960894117647632,-0.003765491764705975,-0.0041988352941176865,-0.00428984705882357,-0.0033038876470588563,-0.00239229941176472,-0.0018569764705881897,-0.0016860841176470631,-0.0015611947058823405,-0.0017119329411764417,-0.002233027647058794,-0.0025532576470587987,-0.0027269870588235157,-0.0029009170588235322,-0.003078462941176474,-0.003304688235294062,-0.003686157647058791,-0.003988435294117548,-0.004153735882352905,-0.004379023529411774,-0.004992792352941089,-0.005677618235294085,-0.006058297647058869,-0.005824420588235263,-0.005273704117647077,-0.004737909411764746,-0.004101628235294086,-0.0035029635294117623,-0.0030626452941176496,-0.00269923117647064,-0.0023979699999999993,-0.0022619676470588546,-0.002119869999999968,-0.0019063470588235598,-0.0018308970588235274,-0.002078408823529332,-0.0019744970588235766,-0.0015128529411765068,-0.0010715364705882469,-0.001208970588235353,-0.001651532941176509,-0.0020395729411764874,-0.002383300000000005,-0.002867346470588228,-0.003308835882352923,-0.0037367635294117407,-0.004241962352941164,-0.0047612082352941065,-0.005024491176470636,-0.005430994705882375,-0.0058109182352941435,-0.005923582941176536,-0.006080832941176506,-0.006694406470588249,-0.007521979411764662,-0.00798749647058819,-0.008115798235294097,-0.008213307058823532,-0.008283136470588287,-0.008250614705882398,-0.007995957647058877,-0.007661060000000025,-0.00721210352941179,-0.006636436360294096,-0.006019677019607844,-0.005374017857142838,-0.004514895656108575,-0.00362706578431371,-0.002943187112299489,-0.0019816138235294045,-0.0009226260130719421,-0.00015652483660130723,0.00022689986928106642,0.0006262657516340198,0.0009391486928104764,0.001238360457516352,0.001367566339869286,0.0014362492810457705,0.0015027392810457452
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
