UniprotID	Q8NCD3-2
pNuLoCScore	0.19414583555555553,0.19197254099999997,0.1908485009090909,0.19339586333333333,0.1957527723076923,0.19962133571428572,0.20510382666666666,0.212762425,0.22271202647058821,0.22041289,0.22702120470588233,0.24212364470588235,0.25647824705882355,0.26814987529411766,0.28093935764705885,0.29456221470588234,0.3070968752941176,0.3158588064705882,0.32415293647058824,0.33344732058823523,0.33928987882352935,0.34542140529411763,0.3496525176470588,0.3525032294117647,0.3486346105882352,0.34646731705882355,0.34274052411764705,0.3366510117647059,0.32578750941176476,0.3212709658823529,0.3171703917647059,0.31344621235294107,0.3106098011764706,0.3088432152941177,0.3080045623529412,0.3077355447058824,0.3068335664705883,0.30793069000000006,0.30877678647058826,0.31018992470588236,0.31123428764705885,0.31635989647058826,0.31697040235294116,0.31773175176470586,0.32061616,0.32615187999999995,0.32949564294117645,0.3341991488235294,0.3392765794117647,0.3446808323529411,0.3497720105882352,0.35470439470588233,0.35994294352941175,0.3648333752941177,0.3690092552941177,0.3731015194117648,0.3794060535294118,0.3870340529411765,0.3932751688235294,0.39758687941176474,0.40035900235294114,0.40277705705882344,0.40422884235294115,0.4060465347058823,0.40930912882352943,0.413568014117647,0.4174493747058823,0.42191206470588233,0.4259214835294118,0.4300761323529412,0.43369395529411764,0.43756301764705885,0.4417342276470589,0.4436636841176471,0.4442729835294118,0.44647001117647056,0.4504869676470588,0.4560840482352942,0.46213596411764707,0.4689343217647059,0.47517321882352936,0.47960867058823536,0.48400457470588226,0.4877116252941176,0.4904878311764705,0.49313254764705877,0.49503918529411756,0.49681812823529403,0.4964440388235294,0.4971610947058822,0.49911055,0.5015664,0.5045392394117647,0.5068310117647058,0.5084312588235294,0.5093070558823529,0.5109224441176472,0.5131659811764706,0.5155270588235294,0.51764113,0.5186309441176471,0.5194095147058824,0.5204955264705882,0.5213471147058824,0.5222485464705882,0.5241177411764706,0.5247098247058825,0.5238374923529411,0.5222660864705883,0.519975964117647,0.5180679152941176,0.5167911505882353,0.5160381535294118,0.51450893,0.5125447947058823,0.5105839394117646,0.5085145129411764,0.5071981388235293,0.5060522152941176,0.5047565976470587,0.5026573835294117,0.49992008117647063,0.49849445235294115,0.49756032294117647,0.4967328752941176,0.49601266352941176,0.49556261176470584,0.49517560352941165,0.49480329,0.49453665823529414,0.49379809352941173,0.4923499252941176,0.49107455588235294,0.48990396529411756,0.48907079058823527,0.4884131352941176,0.4876854588235294,0.4879684876470588,0.4892261135294118,0.48986686647058825,0.48987401705882355,0.4900749899999999,0.4904556311764705,0.49057607352941174,0.49055485235294116,0.4904360405882353,0.4901797264705883,0.49053893235294116,0.491730724117647,0.4928656229411764,0.4938900235294118,0.49504154705882353,0.49559010117647057,0.49817963411764715,0.501931564117647,0.5050557735294118,0.5081248817647058,0.5112818488235295,0.5144590088235295,0.51745705,0.52025345,0.5233234294117648,0.526517805882353,0.529744257647059,0.5327330952941176,0.5355456305882352,0.5382770329411765,0.5409087076470588,0.5433741094117647,0.546357128235294,0.547362054117647,0.5473765094117647,0.5478476564705881,0.5482318211764705,0.5485081623529411,0.548556194117647,0.5485149611764706,0.5486472729411765,0.5486907317647058,0.5486372805882352,0.5486613017647058,0.5488605847058824,0.5491268258823528,0.549438034117647,0.551342605882353,0.5538850388235295,0.5565342211764707,0.5589492135294118,0.56153209,0.5644233511764707,0.5677024005882353,0.5712470829411765,0.574472847647059,0.5770340511764707,0.5787758570588235,0.5804422517647057,0.5819520576470587,0.5830888835294116,0.5841716370588235,0.5853697511764705,0.5865024564705882,0.5858107447058822,0.5844659200000001,0.5826002941176471,0.5810786311764705,0.5794704982352943,0.5776439652941177,0.57559549,0.5732214017647059,0.5712417382352941,0.5699912205882354,0.5694738500000001,0.5688770111764707,0.5684043758823529,0.5682166052941175,0.5679696,0.56813748,0.5693690170588236,0.5709723076470589,0.5718406564705882,0.572136311764706,0.5722222352941175,0.5722522623529412,0.5719664929411765,0.5717061776470589,0.5715505700000001,0.5708414047058824,0.569740295882353,0.5689192488235294,0.5683994547058823,0.567647584117647,0.5670719164705882,0.5667137005882352,0.5658781947058823,0.5638261647058824,0.5616294235294117,0.5604530664705882,0.5608297841176471,0.5614785252941177,0.5626008699999999,0.564721428235294,0.5673594752941176,0.5699566911764706,0.5732485705882353,0.5768448088235294,0.5805874970588234,0.5840350735294116,0.5876040735294117,0.5937948176470588,0.5992072470588236,0.6049871741176471,0.6109718382352941,0.6171425405882354,0.6233755382352941,0.629409844117647,0.6353586147058823,0.6411985464705882,0.6464573170588235,0.6509098405882353,0.6553923517647059,0.6596885282352941,0.6640935194117646,0.6678290458823529,0.6716599929411765,0.6753355694117646,0.6763165105882354,0.6780035164705883,0.6794306011764706,0.6808478988235294,0.6820560570588236,0.6829587376470587,0.6833723435294118,0.6836274788235294,0.6836017670588236,0.6833892976470588,0.6833910917647059,0.6833757605882352,0.6831793252941177,0.6828580664705881,0.6827881635294117,0.6832624894117646,0.6837709011764705,0.6847112599999999,0.6856542570588235,0.6866253894117647,0.6868879188235294,0.68723887,0.6873218799999998,0.6874392188235293,0.6876700717647058,0.6878747835294117,0.6879358817647059,0.6876249817647058,0.687393448235294,0.6871844570588235,0.6870355682352941,0.6869749211764705,0.6863121211764706,0.6859169976470588,0.6849960647058824,0.6840030029411764,0.6828468941176471,0.682443801764706,0.6821050782352942,0.6819996311764707,0.6819507135294117,0.6816917252941177,0.6812679270588236,0.6810901423529413,0.6813380835294117,0.68150797,0.6817332847058823,0.6796102723529411,0.6795533517647059,0.6794057529411763,0.678691144117647,0.6775379829411764,0.6764445417647057,0.6755655241176469,0.6750780458823528,0.6744395311764704,0.6736122935294118,0.6729624194117646,0.6725839117647058,0.6724262611764705,0.672073314117647,0.6713998576470587,0.6706732105882351,0.6702161047058821,0.6723268876470586,0.672490702352941,0.6727844811764705,0.6735786988235294,0.6746555311764705,0.6757795370588235,0.6766755876470588,0.6772229900000001,0.6779705752941177,0.6789921641176473,0.6798449229411765,0.6804946694117646,0.6810815435294116,0.6817660670588235,0.6827084588235293,0.6834152370588235,0.6831937458823529,0.680972625882353,0.6790802170588235,0.676992755882353,0.6752105882352941,0.6740541105882354,0.6730238517647059,0.6719649247058823,0.670691734117647,0.6693990711764705,0.6681755611764706,0.6670162376470588,0.6660740811764706,0.6652600147058825,0.6643607123529411,0.6635460217647059,0.663059031764706,0.6633378288235294,0.6654464188235294,0.6671019923529411,0.6689984711764706,0.6706497576470588,0.6718376794117648,0.6728666852941178,0.6739709029411766,0.6752872264705883,0.6765159800000001,0.6777098388235294,0.6787234770588235,0.6795346005882352,0.6802347276470587,0.68272423,0.6849752735294119,0.6865965382352942,0.6881040711764708,0.689387951764706,0.690816665882353,0.6916229952941176,0.6916876676470588,0.6915195711764706,0.6913286564705882,0.6912020094117647,0.6909981717647059,0.6908811870588235,0.6907663341176471,0.6908019105882354,0.6908171599999999,0.6908433823529412,0.6891507205882353,0.6874222382352941,0.68617827,0.6848625664705881,0.6838610135294116,0.6827870699999999,0.68224398,0.6823498564705881,0.6827546235294116,0.68315083,0.6835012652941178,0.6837080441176471,0.6838724088235295,0.6839976676470588,0.6840847529411765,0.686667765882353,0.6883506105882353,0.6899974664705882,0.6917640111764705,0.6934710005882354,0.6953333358823529,0.6970152888235296,0.6986065711764705,0.70014571,0.7015784982352942,0.7028868247058825,0.7040673647058824,0.7051131588235293,0.706148404117647,0.7070238194117647,0.7078400805882352,0.7085494805882353,0.7067408358823529,0.7058875594117646,0.7051302476470587,0.7043875176470588,0.7037158670588234,0.7030163705882352,0.7024093588235294,0.7017061588235294,0.701172721764706,0.7007408805882354,0.7003919305882355,0.7001583364705884,0.7000035129411766,0.6999765735294119,0.700083375882353,0.7010441288235295,0.7013378464705883,0.7018175994117648,0.7017931323529412,0.7015820441176471,0.7015519329411765,0.7014665329411764,0.7014479747058823,0.7013688611764706,0.7013837435294117,0.7013304611764707,0.7010148805882354,0.7005228123529411,0.6997840864705883,0.6989749805882354,0.6982614023529413,0.6976495352941177,0.6963004717647058,0.6957475129411764,0.6951067305882352,0.6949217423529411,0.6948550011764705,0.694632388235294,0.6944162823529411,0.6941363505882352,0.6938300735294117,0.6935240264705882,0.6932197088235295,0.6931810894117647,0.6933005400000001,0.6935934617647058,0.6939465264705883,0.6935542894117648,0.6939907858823531,0.6945328823529412,0.6950820529411765,0.6954823117647059,0.6959352476470588,0.6965302829411765,0.6970885982352941,0.697719098235294,0.6982961594117647,0.6989532658823531,0.6995879188235294,0.7002897641176472,0.7010407188235296,0.7017974600000001,0.7026115676470588,0.7033666676470588,0.7046670094117646,0.7050108252941175,0.7050294405882351,0.7049914876470588,0.7050124370588234,0.7049654370588235,0.7047909841176471,0.7046975923529413,0.7045160717647061,0.7043632523529413,0.7041532335294117,0.7039603923529411,0.7036757882352942,0.7033673482352941,0.7030691423529412,0.7007371894117647,0.7000327952941177,0.6995874452941176,0.6993348470588235,0.6993043494117646,0.69936107,0.6994748382352941,0.6995293164705882,0.6996140988235294,0.6996242494117647,0.699416495882353,0.6993521170588234,0.6994222082352939,0.6993862229411764,0.6992281152941175,0.6991148911764704,0.6989908499999998,0.7008201970588235,0.7010998829411763,0.7011058947058822,0.7007180299999999,0.7002349064705882,0.6996535823529412,0.6989435823529412,0.6981500199999999,0.69715292,0.6961267417647059,0.6953425629411766,0.6945019364705882,0.6935783523529412,0.6927610552941177,0.6921329452941177,0.6925643217647058,0.69285046,0.6928204835294117,0.6928732229411763,0.6928726788235293,0.6925055288235293,0.6918623464705882,0.6907060794117647,0.6897844123529411,0.6891386982352941,0.6887643294117647,0.6886871488235293,0.6885789335294117,0.6884129364705883,0.6882999047058824,0.6881956264705883,0.6881626717647059,0.6870326988235294,0.6860425641176469,0.685297602352941,0.6845462611764707,0.6839835523529412,0.6840727870588235,0.6844696400000001,0.6853731694117647,0.6860905988235295,0.686645128235294,0.6870542829411764,0.6870999241176471,0.6872485511764705,0.6874310723529413,0.6875932564705882,0.6894175894117647,0.6908143676470586,0.6917781870588234,0.6927210447058824,0.693440704117647,0.6938767670588234,0.6942996729411766,0.6943569394117647,0.6938864864705883,0.6932750982352942,0.6928521300000001,0.6925547888235295,0.6923583735294117,0.6922739205882354,0.6922272617647058,0.6919622405882353,0.6916877229411764,0.6897086423529412,0.6881528105882353,0.6870655500000002,0.6859586500000001,0.6852416170588236,0.684883443529412,0.684623737647059,0.6847144629411764,0.6853013864705882,0.6861486547058824,0.6869017958823529,0.6875899429411764,0.6882975194117646,0.6890855252941177,0.6898552488235294,0.6891127588235294,0.6867851588235295,0.6829129435294118,0.6808527105882354,0.6797257005882353,0.6789453864705883,0.6782701335294118,0.6777699129411764,0.6776602752941175,0.6778438576470588,0.6782326188235295,0.6785766094117648,0.6791049888235294,0.6797182711764707,0.6803849770588236,0.6810484682352942,0.6817873094117647,0.6842413523529411,0.688174784117647,0.6953709723529411,0.701733304117647,0.7088726670588236,0.7168226064705884,0.7255495182352942,0.7346296888235295,0.7437660794117649,0.7529868676470589,0.7623464623529413,0.7719149523529412,0.781508225882353,0.7911931335294119,0.8009531605882354,0.8134904223529412,0.8259329047058824,0.8383462635294118,0.8507965458823529,0.8615393223529412,0.8711787141176471,0.8790476611764707,0.88578371,0.8916074747058823,0.89674331,0.9013232247058823,0.9054684129411764,0.9092447494117648,0.9127153829411764,0.9159216594117646,0.918906018235294,0.9216947970588235,0.9216557264705882,0.9215999205882353,0.9215506499999999,0.921527254117647,0.9215100694117647,0.9214983047058825,0.9214867988235295,0.9214740576470589,0.9214620282352941,0.9214521664705883,0.9214410305882353,0.9214290247058825,0.9214167029411766,0.9214088817647058,0.92140287,0.9213682035294117,0.9213253717647059,0.9212890305882353,0.9212030600000001,0.9211170758823529,0.9210268541176472,0.9209503505882355,0.9208836764705884,0.9208049823529415,0.9207298258823532,0.9206604729411767,0.9205920288235295,0.9205072029411765,0.9204185441176471,0.9203363188235294,0.9202485635294116,0.9201463811764706,0.9200749929411765,0.9200120152941176,0.9199366770588235,0.9199130594117647,0.9198903535294117,0.919888988125,0.9198728673333334,0.919843605,0.9198265438461538,0.9198018108333335,0.9197642390909092,0.9197181430000001,0.9196927144444444
pNuLoCDScore	0.02856619091503268,0.026267054444444465,0.032875369150326794,0.04797780915032682,0.062332411503268015,0.07400403973856212,0.08679352209150332,0.1004163791503268,0.11295103973856208,0.12388626547058826,0.13330443556149735,0.1400514572549019,0.14353710651583704,0.1458000695798319,0.14454869098039214,0.1397408044117647,0.12592258411764698,0.12605442705882355,0.11571931941176472,0.09452736705882356,0.06930926235294121,0.05312109058823522,0.036231034117647054,0.018883997647058726,0.0035129258823529685,-0.007015591176470548,-0.016148374117647024,-0.02571177588235285,-0.03245631235294105,-0.03749071529411757,-0.04087573117647053,-0.04231330470588235,-0.037400322941176345,-0.03010742058823529,-0.02577012176470589,-0.01891926000000005,-0.005171349411764781,0.004880914117647073,0.012325251176470542,0.020752936470588346,0.02866677823529412,0.035837617058823434,0.04176744823529399,0.04696884999999995,0.05310937705882346,0.05690268529411763,0.06023246882352945,0.06291159470588242,0.06817176588235296,0.07067415647058822,0.07630476647058826,0.07985512764705888,0.07974284235294116,0.07662517705882349,0.0747331994117647,0.0718473858823529,0.07003254941176473,0.06888718176470587,0.06767736411764708,0.06720767,0.06597854000000003,0.06524275705882349,0.06468469999999993,0.06446149823529407,0.06232817411764707,0.05662963117647063,0.05099781470588238,0.04888313176470582,0.05012796529411767,0.05330699117647075,0.057907121764705916,0.06288778705882359,0.06586408999999993,0.06604065647058838,0.06655519999999998,0.06579956058823527,0.06456634764705871,0.0630564152941176,0.06134522999999992,0.05925511058823518,0.0547098111764705,0.053497410588235095,0.054837566470588184,0.05509638882352941,0.054052271764705895,0.050746963529411604,0.046295294705882284,0.040372734117647024,0.03574922529411784,0.033557310588235245,0.03152248411764719,0.029929504705882404,0.028143112941176607,0.026276967058823597,0.02545634117647061,0.02452898647058832,0.025804507647058772,0.026956646470588375,0.02559927470588247,0.022271092352941113,0.017726847058823547,0.01314495235294122,0.0096366564705882,0.007484094705882405,0.005115709411764646,0.0013429488235293663,-0.0029822641176471265,-0.007057190588235396,-0.010116431176470653,-0.012211375882353104,-0.014443311176470575,-0.01659051705882364,-0.019591162941176465,-0.024197659999999954,-0.026215372352941302,-0.02627716941176461,-0.02553321117647067,-0.02396330058823526,-0.022505303529411713,-0.02161554705882368,-0.02123486352941184,-0.01997227176470584,-0.018746701176470593,-0.018234014117647024,-0.017439957058823508,-0.017294173529411705,-0.01698142470588232,-0.016343462352941096,-0.014971924705882267,-0.01195159352941183,-0.009268338823529343,-0.0076934564705882225,-0.00685885823529403,-0.00593767352941188,-0.0051069805882353325,-0.004599529999999907,-0.004248437647058845,-0.004100617647058824,-0.0036183670588234573,-0.0018109929411764258,0.0006561682352940745,0.0029616576470588574,0.004819232941176532,0.00662841176470591,0.007904642352941138,0.01021114647058835,0.012705450588235245,0.015188907058823531,0.018250864705882275,0.021206858823529573,0.024003377647058954,0.026880976470588236,0.029698597647058844,0.032887388823529484,0.0363380794117647,0.039205325294117854,0.0410023711764706,0.042680007647058815,0.044387009411764655,0.045867160588235256,0.047784008235294106,0.04817749411764688,0.04543048999999999,0.04232073588235297,0.03972277470588226,0.03694997235294106,0.034049153529411624,0.031099144117647026,0.028261511176470577,0.02532384352941175,0.022172925882352867,0.01889302294117623,0.015928206470588235,0.01331495411764716,0.010849792941176384,0.008529326470588239,0.007968496470588282,0.007527910588235431,0.009172167058823621,0.011572704117647103,0.013684433529411955,0.016191530000000176,0.019194238235294203,0.022690888823529543,0.025957886470588387,0.02838677823529412,0.030085125294117665,0.03180497117647041,0.03329075588235286,0.03422829882352918,0.035044811176470625,0.035931717058823476,0.03515985058823523,0.03192570588235277,0.027931698823529416,0.023651080588235285,0.019546541176470478,0.015047147058823596,0.009941564705882366,0.004348407058823445,-0.0012514458823530417,-0.005792312941176547,-0.008784636470588136,-0.010968401764705593,-0.013075046470587992,-0.014684507647058642,-0.015955031764705918,-0.017400151176470535,-0.018364976470588212,-0.016441727647058646,-0.01349361235294122,-0.010759637647058895,-0.008942319411764488,-0.007248262941176753,-0.005391702941176413,-0.003628997058823469,-0.0015152241176470405,0.0003088317647059746,0.0008501841176470348,0.000266445882352917,4.2237647058684935e-05,-4.9211764706624805e-06,-0.0005690211764705078,-0.0008976835294117746,-0.0014237794117647473,-0.003490822352941292,-0.0071461429411764366,-0.01021123294117654,-0.011683245294117794,-0.011392451176470475,-0.010773737058823563,-0.009365622941176599,-0.006984749411764857,-0.004191094705882525,-0.0008847135294117736,0.0035082747058823305,0.007925559999999998,0.01218804235294113,0.0163874894117646,0.020532157058823497,0.027081117058823545,0.03332905235294126,0.041161009411764704,0.04934241470588241,0.05668947411764713,0.06254575411764707,0.06793131882352932,0.07275774470588237,0.07647711823529413,0.07909784176470591,0.08095314941176468,0.08214378117647059,0.08284371941176472,0.08350602235294124,0.08379397235294128,0.08405591941176482,0.08154075176470588,0.07710926352941183,0.07301634235294119,0.06845876294117648,0.063705358235294,0.058680518823529426,0.05354889352941172,0.0480137288235295,0.04242893235294121,0.03714445000000011,0.03247945705882349,0.027998740000000022,0.023687232352941123,0.01908580588235309,0.015029020588235187,0.011128170588235231,0.007926919999999948,0.00745439058823516,0.006707743529411614,0.006223655882352963,0.00577749058823529,0.004831861764705847,0.004280132352941224,0.003949536470588044,0.0038117399999999524,0.004068304705882264,0.004485485882352869,0.004544789999999965,0.00424922117647053,0.00421412294117629,0.004326390588235363,0.004247404705882363,0.0037124317647059257,0.0025412200000000107,0.001205737647058891,-0.0006581923529411782,-0.0026223864705882116,-0.004041024705882301,-0.004795068235293964,-0.005216801764705625,-0.005439587647058652,-0.005719358235294125,-0.00618305823529397,-0.0066679547058823285,-0.00653483941176447,-0.006055364705882305,-0.0056764870588235095,-0.005302283529411755,-0.007364648823529385,-0.006758769411764676,-0.006511244705882491,-0.0063049205882353965,-0.0064650200000000435,-0.006402352352941398,-0.006878277647059061,-0.0070270323529414425,-0.007560100000000292,-0.008338419999999958,-0.0087293058823531,-0.008684015294117775,-0.008663881176470767,-0.009264769411764684,-0.01010811235294129,-0.0110600741176472,-0.009394167647059026,-0.007226464117647269,-0.006915050588235383,-0.005906662941176477,-0.003959284117647011,-0.001789010588235218,0.00021401294117662228,0.0015975417647060564,0.0027834588235297053,0.004358281764705985,0.006029744705882689,0.007261011176470711,0.008068408235294089,0.009008229411764601,0.010366209411764804,0.012035248235294116,0.013199132352941345,0.010866858235294319,0.008481923529412017,0.006295735882352993,0.003414057058823583,0.0005550570588236381,-0.001725426470588154,-0.0036517358823529023,-0.005258065294117764,-0.007278841176470707,-0.009593092941176828,-0.011669361764705899,-0.013478431764705867,-0.015007462352941037,-0.016506052352941003,-0.018347746470588122,-0.01986921529411756,-0.02013471411764689,-0.017634797058823537,-0.013633798235294092,-0.009890763529411872,-0.006212117058823519,-0.0034043529411765805,-0.0011861723529411616,0.000901760588235434,0.0032791688235295213,0.005888155294117792,0.008340418823529538,0.010693601176470668,0.01264939588235292,0.014274585882352753,0.015874015294117583,0.019178208235294147,0.021916241764705857,0.023258709411764777,0.02265765235294137,0.022285959411764922,0.02181819470588242,0.02097323764705883,0.019849988235294047,0.01865288588235281,0.0173577535294116,0.01591478294117643,0.014482191764705776,0.01317134823529409,0.012042857058823575,0.011267310000000141,0.010582432352941207,0.008119152352941139,0.004175447058823445,0.0008256999999999293,-0.0019258011764707872,-0.004525385294117945,-0.006955652352941377,-0.008835925294117697,-0.00944368764705883,-0.009169714705882459,-0.008574032941176535,-0.008051179411764697,-0.007496906470588094,-0.007173142941176436,-0.006893925294117587,-0.0068042429411765415,-0.006732407058823386,-0.004175616470588173,-0.0008001100000000205,0.0025752282352941025,0.005585741176470482,0.008608434117647334,0.011472322352941267,0.014228218823529648,0.016362591176470542,0.01779585352941193,0.018823874705882537,0.019735994705882498,0.02056609941176457,0.021405114705882244,0.0222759952941175,0.023026151764705904,0.023755327647058677,0.021881714705882294,0.0183902252941176,0.01589009294117638,0.01336623647058821,0.01091651705882335,0.008382531176470476,0.006001081764705596,0.0038027876470588806,0.0015604488235293479,-0.00040577647058814836,-0.002145944117647125,-0.003675434117646925,-0.004954822352940869,-0.006144891176470435,-0.007047245882352837,-0.007756704705882189,-0.007505351764705792,-0.005402989411764647,-0.004069959999999817,-0.0033371152941175097,-0.0028054735294116284,-0.0021639341176469262,-0.0015498376470587383,-0.0009613841176471238,-0.0003372976470588096,0.00021102176470566558,0.0005895805882353278,0.0006229499999999,0.00036447588235266615,-0.0002194264705882576,-0.0010015929411765212,-0.0018219735294117134,-0.003394593529411849,-0.0050373747058825025,-0.006070086470588376,-0.006686401764705918,-0.006660301764706,-0.006696931764705982,-0.0068341447058823945,-0.00703169235294121,-0.007232510588235375,-0.007553669999999957,-0.007806434705882492,-0.007795171764705899,-0.0073417229411764096,-0.006483546470588242,-0.005381518823529552,-0.00431487588235302,-0.0040952458823528826,-0.0023096858823526967,-0.0012146305882352326,-2.4677647058712893e-05,0.0005605694117647442,0.001080246470588353,0.0018978947058824192,0.00267231588235306,0.0035827476470587927,0.004466085882352977,0.005429239411764875,0.006368209999999985,0.007108674705882501,0.007740178823529509,0.008203998235294274,0.00866504117647049,0.009812378235294017,0.010676223529411555,0.010477942941176321,0.009947387647058603,0.009509175882352894,0.009077189411764608,0.008435154117647059,0.007702385882352947,0.0069784941176472826,0.0062199123529413924,0.005409986470588213,0.004565314705882284,0.003670628235293849,0.0026350694117646123,0.0015698882352940258,0.0004575747058823687,-0.002629478235294136,-0.004634214117646973,-0.005423379999999867,-0.005694593529411596,-0.005687138235294209,-0.005651367058823409,-0.0054905988235294245,-0.005261667647058821,-0.005083493529411842,-0.0048918223529413885,-0.004946756470588287,-0.00480111647058834,-0.0045381841176471704,-0.004289565294117836,-0.004139232941176574,-0.003954251176470747,-0.00174633941176483,0.0007874017647058196,0.001512437647058662,0.00177104764705871,0.001413680588235322,0.0008738364705881407,0.0001787441176470672,-0.0005857341176470632,-0.0014640788235295021,-0.0024713294117647555,-0.0032897541176470924,-0.0040095541176468075,-0.004920271764705664,-0.0058078705882351755,-0.006467059999999858,-0.00698194588235268,-0.006426528235293993,-0.007969737058823534,-0.008279399411764587,-0.00823267176470599,-0.00784535117647056,-0.007729377647058833,-0.007791235882352976,-0.008237502941176533,-0.008365607647058848,-0.008014221764705898,-0.007362412352941217,-0.0066554141176472514,-0.005923002941176536,-0.005165415882352864,-0.004461150588235263,-0.003937318823529434,-0.004401649999999924,-0.005817761176470593,-0.0067779194117648656,-0.007575620588235243,-0.00832641764705866,-0.008521976470588166,-0.007789559411764735,-0.006236439411764549,-0.004411242941176341,-0.0030480994117645377,-0.0021192011764706864,-0.0016328658823528963,-0.001479009411764598,-0.0011643852941177757,-0.0008688323529411068,-0.0006023700000000742,0.001254917647058762,0.0037816688235292606,0.005735622941176577,0.007423442352941345,0.008894442941176361,0.009893214705882225,0.010226885882353098,0.009887299411764583,0.008513317058823522,0.007184499411764689,0.0062070017647061215,0.005500505882353068,0.005258449411764565,0.005025369411764902,0.004796189411764518,0.004368984117647079,0.002270133529411744,-0.0011057252941174545,-0.0036253764705881375,-0.005655494705882114,-0.007482054117646908,-0.008635149999999814,-0.009416229411764565,-0.009733201764705712,-0.009172023529411821,-0.00797371176470596,-0.0067034752941177445,-0.0056529929411766044,-0.004768430588235284,-0.003976401176470801,-0.00314173647058813,-0.0021069917647058567,-0.002574964117647016,-0.00292348352941163,-0.005239867058823511,-0.00621283941176487,-0.006232949411764777,-0.006296230588235252,-0.006613310000000205,-0.006853824705882583,-0.007054187647058896,-0.007457528823529458,-0.007916035882352901,-0.008325186470588108,-0.008484954117646937,-0.00857924823529399,-0.008700548235294092,-0.008806780588235252,-0.007325449411764717,-0.0025438064705883834,0.0052618405882352,0.01451826176470572,0.022007603529411668,0.02992728058823524,0.038552472941176585,0.047779605294117844,0.05696941352941198,0.06592222176470608,0.07475424882352943,0.08376985294117656,0.09280996352941173,0.10178995470588237,0.11080815647058828,0.11990469235294121,0.13170311294117654,0.14169155235294129,0.15017147941176479,0.15542557352941178,0.15980601823529417,0.16230604705882357,0.16222505470588233,0.16023419176470577,0.15697778588235278,0.1529772305882351,0.14833635705882342,0.14312195058823507,0.13732979705882364,0.13120715705882335,0.12472852588235273,0.11795285764705865,0.10820437470588229,0.09572282176470581,0.08325365705882348,0.07075410411764704,0.05998793176470585,0.050331355294117586,0.04245064352941175,0.03570308882352946,-0.028881077732026195,-0.04170291537908502,-0.04959122243790853,-0.05299194361437909,-0.056021800084967335,-0.05781681832026146,-0.0586354583202615,-0.05829674537908501,-0.05624025184967325,-0.046797651717647104,-0.03995018854010704,-0.03463706853921572,-0.03011307188687784,-0.026008518369747907,-0.022232759145098036,-0.018197941202205914,-0.008699688294117658,0.008307685235294127,0.020671481705882344,0.029013424647058805,0.036642425823529376,0.04095829111764705,0.04400487700000004,0.04719957170588236,0.04784507817647064,0.04730382852941181,0.04765409500000006,0.048688757941176525,0.04938504499999999,0.05062477323529413,0.05201623441176473,0.053233087098039256,0.04849280075630255,0.039962772895927645,0.035066489509803955,0.029015761229946507,0.022070229705882377,0.01730022098039216,0.015072275098039212,0.0115388674509804,0.008836867450980362,0.007167623921568611,0.0047203845098039154,0.0022149550980391786,0.0003845974509804062,-0.0021193819607843167
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
