UniprotID	Q9Y2Z2-6
pNuLoCScore	0.2914429666666667,0.29807947500000004,0.30644416818181824,0.31530255833333337,0.32453781384615393,0.33253872857142863,0.3412430266666667,0.3500435893750001,0.35695718705882357,0.3590921594117647,0.3656012711764706,0.3797079564705883,0.39528659823529416,0.41371300882352946,0.4348377694117648,0.4567007970588235,0.4659067282352941,0.4746754005882354,0.4846365011764706,0.49330131294117646,0.5010796335294119,0.5075123264705883,0.5136906547058824,0.518709784117647,0.5257279,0.5339665794117647,0.5415443776470588,0.5483113570588234,0.5547151864705882,0.5612944723529412,0.5677911958823529,0.5731882605882352,0.5780972694117648,0.582095134117647,0.5840451176470589,0.5857891258823531,0.5843180105882353,0.5828660164705883,0.5812982952941176,0.5782616994117646,0.5744024629411766,0.5669948711764707,0.5592987270588237,0.5509711094117647,0.5423005652941176,0.5335900699999999,0.5237005329411764,0.5134147329411765,0.5040357652941176,0.49417833588235294,0.48596081529411767,0.47975170294117647,0.4733630864705882,0.46962969,0.4651853547058824,0.4604283411764706,0.4465328682352942,0.43356273411764706,0.4234531376470589,0.41471942,0.40711571647058825,0.4008782082352941,0.39550664294117643,0.3898946958823529,0.38436730999999996,0.3794406988235294,0.37548542647058825,0.3716354364705883,0.36719840705882356,0.3623796505882353,0.35685885235294124,0.3521786994117647,0.3481950382352941,0.35531871705882356,0.36220474058823526,0.36655664882352934,0.36967371529411763,0.3718433141176471,0.3727777888235294,0.37351783176470593,0.374678675882353,0.3756907735294119,0.376285755882353,0.37710749294117646,0.37752568588235297,0.37864833235294115,0.38041269352941176,0.3828149817647058,0.39100041117647055,0.39779955882352935,0.40390413529411767,0.4068087394117647,0.4102913705882353,0.4136543305882353,0.41670685470588237,0.4184361676470588,0.42074909352941176,0.4237060888235294,0.4274940605882353,0.43115199941176474,0.4345864970588235,0.43762995411764705,0.4398198588235295,0.44158145411764715,0.44320613470588244,0.4384211600000001,0.4350378576470589,0.43201281999999996,0.43189838235294115,0.4311647547058823,0.4301801711764705,0.4300294358823529,0.43138991176470576,0.43171606823529407,0.4306545188235294,0.4283498552941176,0.4253047552941177,0.42206646823529415,0.41883995235294125,0.4161015094117647,0.4068324347058824,0.3993816717647059,0.39184847882352947,0.38319523647058823,0.3735598423529412,0.3635376841176471,0.35350038294117647,0.34399955117647063,0.33438837764705887,0.3245819105882353,0.3151516670588235,0.30648768588235287,0.2988652252941176,0.29184237823529413,0.28481802352941177,0.27823272235294116,0.2718472811764705,0.27245202294117643,0.27136166999999994,0.27027874117647055,0.27005235411764705,0.2707598441176471,0.2719800147058824,0.2734551647058824,0.27458198705882353,0.2754667376470588,0.2762759623529411,0.2768659223529411,0.2777262717647058,0.2783193205882353,0.27883478411764706,0.2793487282352941,0.27965375176470586,0.2813843576470588,0.28427605764705877,0.2875863470588235,0.29134474764705887,0.2951567276470589,0.2989515358823529,0.3024771688235295,0.30574429882352944,0.3084390129411765,0.31006149176470593,0.31163629764705886,0.31307276058823535,0.31432868647058826,0.3155248464705882,0.31687079588235295,0.3182824429411765,0.3196493476470588,0.31945334882352944,0.31811111588235297,0.31643011411764704,0.31446801882352937,0.31243538470588234,0.31041290999999993,0.30830702176470587,0.3063228923529412,0.30496659705882356,0.3047114729411765,0.3044626235294118,0.3041520735294118,0.30365206588235294,0.30318677470588234,0.3019287017647059,0.29982809588235293,0.29820455999999995,0.2969351423529411,0.2953767205882353,0.29409736999999997,0.29298123647058827,0.2921768282352941,0.2914085241176471,0.29092900941176475,0.2902844323529412,0.28922568882352945,0.28756182588235296,0.2856094623529412,0.2837864835294117,0.2820973882352941,0.28050022705882355,0.27974669176470585,0.27996927411764705,0.27985579470588234,0.2793894670588235,0.27918305470588234,0.2787685376470588,0.27821522235294116,0.2774550405882352,0.2768416429411764,0.2760810364705883,0.27549800294117643,0.2752430829411765,0.2754534464705883,0.2760010688235295,0.2763898123529412,0.27460474764705883,0.27494049411764704,0.2746588588235294,0.2733656258823529,0.27256780235294115,0.2719592652941176,0.27135148,0.2707940505882353,0.27035373764705883,0.2699200935294118,0.26929866,0.2686728047058824,0.2681467011764706,0.2677417788235294,0.2675165994117647,0.2674104676470588,0.26776956588235296,0.27038720058823534,0.2707138217647059,0.2715728982352941,0.2732019929411764,0.2744125635294118,0.27556855647058826,0.27651028000000005,0.27727105823529413,0.27784780235294115,0.2783832982352941,0.27888622294117643,0.2792477511764706,0.2796517476470588,0.27983887235294114,0.27995809411764705,0.2788417552941176,0.2780223452941176,0.2779756664705882,0.27854388764705884,0.2793524423529412,0.28056221882352944,0.2811806835294118,0.2816783111764705,0.28221752294117647,0.2828484882352941,0.2832799852941177,0.2835090952941176,0.28389148647058826,0.28470562411764705,0.2854836923529412,0.28631771,0.2865918770588235,0.28739576823529406,0.287480475882353,0.2868266682352941,0.2857173247058823,0.28455332294117647,0.28330877294117646,0.28254553176470587,0.2818261088235294,0.28093609764705874,0.27975286529411764,0.27876344941176473,0.27793150823529406,0.27713208470588235,0.2761559276470588,0.2751267888235294,0.2759868241176471,0.2759599629411764,0.27615791705882353,0.2769950082352941,0.2782617664705882,0.27913645470588233,0.2796882170588235,0.27990432176470587,0.27982461999999997,0.27950784941176465,0.27938554941176474,0.27958442,0.2797765594117647,0.2800673323529412,0.28038625411764706,0.2807903,0.28119900352941174,0.2796024941176471,0.27955987411764704,0.27991277117647057,0.2797518823529412,0.27909771411764706,0.2787635223529412,0.2786023494117647,0.27854991529411766,0.27850135,0.27839597470588234,0.2783960188235294,0.2784169329411764,0.2783173582352941,0.2782279205882353,0.2781040235294117,0.27620048,0.2743375582352941,0.27294994647058823,0.27184116058823526,0.2708394741176471,0.27003219352941177,0.2695636417647059,0.2692211829411765,0.2687049017647059,0.2683212429411765,0.26839427764705887,0.26889763470588235,0.26890037823529406,0.2687253617647058,0.26891198705882347,0.26933321058823523,0.2697139017647059,0.2716294276470588,0.27347361294117645,0.27532235764705876,0.27702828235294114,0.27880727235294117,0.2804526976470589,0.2816680417647059,0.2825500782352941,0.2836997923529412,0.2849533805882353,0.28621032,0.28743110882352946,0.2892172652941177,0.29094054647058826,0.29238746352941175,0.2931454488235294,0.2976451258823529,0.30363959823529413,0.3113448229411765,0.31928943882352945,0.3289134305882353,0.33876110117647057,0.3473698435294117,0.35418992764705876,0.36094655588235286,0.3670280894117646,0.37246848058823523,0.37727087352941174,0.38250601117647054,0.38743980352941176,0.39233399176470596,0.39801108529411766,0.4038321623529412,0.4062388964705882,0.40690081470588235,0.40565815588235293,0.4035189364705883,0.39979998470588235,0.395763145882353,0.3928668688235295,0.3914236952941177,0.3905867400000001,0.3903040770588236,0.39052346411764716,0.39078501705882357,0.39086195588235295,0.39070300058823526,0.3891897382352941,0.3893512264705882,0.39046536176470586,0.3909264476470588,0.39206174352941175,0.39286590058823523,0.3933450794117647,0.3937807382352941,0.39458472823529406,0.3953258670588235,0.39678488529411765,0.3980029070588236,0.39923312588235293,0.400404695882353,0.4020735329411766,0.4037984847058824,0.40585657352941185,0.40925925352941184,0.4101941276470589,0.4104624676470589,0.4113827582352942,0.4119726347058824,0.41381124,0.41659428117647057,0.4194932888235294,0.42216927999999987,0.42545105470588235,0.4288149723529412,0.43218822529411766,0.4353123870588235,0.43863613647058824,0.44280552529411765,0.45528956294117645,0.4670836388235294,0.4784586064705882,0.49036272176470597,0.5023996017647059,0.5144520158823529,0.525739304117647,0.5319356594117646,0.5381876588235294,0.5455256923529411,0.5520512935294118,0.5586355035294117,0.5646582882352941,0.5713483647058824,0.577509945882353,0.5840721070588235,0.5901947135294117,0.5879626517647057,0.586330865882353,0.5856128629411765,0.5847260682352939,0.5839575505882353,0.5838122123529412,0.5848516570588236,0.5905440452941176,0.5961950388235294,0.6008735388235293,0.6070219094117646,0.6133073658823529,0.6202629158823528,0.6269727882352941,0.6347050570588235,0.6478627335294117,0.6600865952941177,0.6717550335294118,0.6837415747058824,0.6950645864705883,0.7056366452941176,0.7161424688235294,0.7258886629411764,0.7354323976470587,0.7448257588235294,0.7539914105882353,0.7627385076470589,0.7705408152941178,0.7776738647058824,0.784298118235294,0.7903793888235294,0.7960886652941177,0.7957339711764706,0.7958545888235294,0.7961769652941176,0.7964050888235292,0.7969733988235294,0.7979945017647059,0.7987495899999999,0.7993037835294116,0.7997149888235294,0.7999487864705882,0.8001152841176472,0.8003009341176472,0.8004873705882353,0.800626568235294,0.8008099611764706,0.8015657317647059,0.802255122352941,0.8029853694117646,0.8037922029411765,0.8044710205882353,0.8045470652941176,0.8043702811764705,0.803912908235294,0.8033011282352941,0.8024989376470589,0.8012580235294119,0.8001164435294119,0.7989978788235296,0.7976655435294119,0.7962863464705883,0.7948482552941176,0.7933007176470588,0.7910986158823528,0.7890320035294116,0.7869448311764705,0.7847545447058822,0.7827195835294117,0.781118585882353,0.7797521129411766,0.7785987741176472,0.7775859247058825,0.7767120217647061,0.7762764011764706,0.7757788182352942,0.7752332729411764,0.7747591570588234,0.7743190335294118,0.7735737576470588,0.7725904870588236,0.7718692770588236,0.7711586635294118,0.7705028711764705,0.7699643064705883,0.7695132794117646,0.7692712911764705,0.7690397499999999,0.7689085147058823,0.7688391441176471,0.7687710352941177,0.7686222935294119,0.7684475564705883,0.7682390523529412,0.768012485882353,0.7678119682352942,0.7678650588235295,0.7681805470588235,0.7683714647058824,0.7685867882352941,0.7687485035294118,0.7686980952941177,0.768372765882353,0.76790416,0.7674719129411764,0.7670826870588234,0.766625128235294,0.7661503870588235,0.7657773788235296,0.7654272511764706,0.7651185029411766,0.7626286382352943,0.7574946464705881,0.7523365464705882,0.7481312641176469,0.7448793582352939,0.7422437758823529,0.7398748629411764,0.7379675770588235,0.7364844441176471,0.7351693499999999,0.7337733970588234,0.7323604023529411,0.7309593788235295,0.7295501847058823,0.7280600023529411,0.7266599888235294,0.7252142511764706,0.7260272747058824,0.7294800664705884,0.7330479841176472,0.7357673370588237,0.7375118723529412,0.7385827000000001,0.7392444135294118,0.7395052135294119,0.7394576288235295,0.7392215170588237,0.739010264117647,0.7387566705882352,0.7384629917647059,0.7382244564705881,0.738064662352941,0.7371621741176471,0.736797574117647,0.7365302152941177,0.736478794117647,0.7364922176470587,0.736612644117647,0.7366955205882353,0.7368112305882352,0.73709165,0.7374028617647059,0.73775035,0.738141044117647,0.7386139811764706,0.7390698164705884,0.7395482894117649,0.7399553682352943,0.7402334094117647,0.7412325447058824,0.7417902623529413,0.7421889270588236,0.7424016423529411,0.7426007894117648,0.7427075276470588,0.7428746300000002,0.7430505511764707,0.7431858070588235,0.7432807894117646,0.7433615717647059,0.7434669070588233,0.7435224758823529,0.7435664994117646,0.7436536817647059,0.7435712064705884,0.7431560417647061,0.7424931064705884,0.741529153529412,0.7407477535294119,0.7398926088235295,0.7386817911764707,0.7375617882352941,0.7366100152941177,0.7357513682352943,0.7349432358823531,0.7342857241176473,0.7336774152941179,0.733063641764706,0.7324062358823531,0.7316855735294119,0.7310074323529412,0.7305901405882353,0.7306370876470588,0.7308077935294117,0.7313044464705882,0.7316595170588235,0.7320767205882353,0.7328266970588234,0.7334429388235294,0.7338727623529411,0.7342485741176471,0.7346905976470588,0.7351932070588236,0.7356992100000002,0.7362449482352942,0.7367837952941176,0.7367128364705884,0.7369968011764706,0.7374767164705882,0.7381072399999999,0.7389244082352942,0.7397434670588234,0.7404567994117647,0.7410792623529412,0.741723578235294,0.7423511764705882,0.7429540823529412,0.7434350035294117,0.7438617094117647,0.7441165088235293,0.7443678458823528,0.7444839188235294,0.7446035835294118,0.7453800088235294,0.745654645882353,0.7457076270588234,0.745611568235294,0.7454118611764704,0.7451607258823528,0.7449509841176469,0.7448181388235294,0.7446532111764705,0.7445285152941177,0.7444034858823528,0.7443621270588235,0.7443003388235293,0.7442048976470588,0.7440078311764705,0.7439619817647058,0.7436950817647059,0.7435766823529412,0.7435501982352941,0.7436269270588236,0.743732085882353,0.7438264482352941,0.7437552276470589,0.7435869370588235,0.7433698723529413,0.7429271135294118,0.7424521488235295,0.7419813311764707,0.7414858411764707,0.7410056794117647,0.740563914117647,0.7402228258823529,0.7398626552941175,0.7397959929411764,0.7395984635294117,0.7393663970588235,0.7389961070588235,0.7384987305882352,0.7380062270588235,0.7376529417647059,0.7373725064705882,0.737144441764706,0.7371427241176471,0.7371535064705882,0.7371337535294118,0.7371468141176469,0.7371191111764707,0.7377660529411765,0.7381604800000001,0.7383293364705882,0.7385641082352941,0.7388354176470588,0.7390318570588235,0.7392707452941176,0.7397056652941175,0.7402336782352941,0.7408673017647057,0.7416230605882351,0.7423143723529411,0.7430152170588233,0.7437828076470587,0.7446251429411764,0.7453792276470589,0.7461232217647059,0.7460986158823529,0.7463546770588235,0.74683665,0.7472590935294118,0.7476430070588235,0.7480985970588234,0.7485736029411765,0.7489500711764706,0.7492221735294118,0.7494209029411765,0.7495291264705883,0.7496075656250001,0.7496800726666667,0.749680917857143,0.7496147346153847,0.7496556125000001,0.7497238318181818,0.74995686,0.7501223444444445
pNuLoCDScore	0.06551422039215687,0.06764919274509801,0.07415830450980393,0.08826498980392161,0.10384363156862747,0.12227004215686277,0.14339480274509808,0.1652578303921568,0.17446376156862742,0.17659592558823534,0.17819233299465237,0.1779987546078431,0.17654181968325794,0.17497359789915967,0.17244762803921565,0.16866619474264694,0.16877071294117646,0.17487442000000003,0.17594310647058814,0.1686034005882351,0.159428588235294,0.1475814635294117,0.13295342647058817,0.11648746352941175,0.11219054117647065,0.10741973352941164,0.0994086164705883,0.09248781294117664,0.08323837705882342,0.07535369000000003,0.06760764058823521,0.05955191529411763,0.04867456294117656,0.03302829176470601,0.017754349411764903,0.002659752352941358,-0.01241462117647052,-0.02770440235294125,-0.044090662941176584,-0.05977352764705879,-0.07406150411764711,-0.08791679823529408,-0.09808430235294124,-0.10603742294117663,-0.11095492411764707,-0.11323632647058834,-0.11611294058823518,-0.11783335823529406,-0.12786959470588238,-0.13343213705882367,-0.13584558941176478,-0.13625168941176474,-0.13518484882352938,-0.13271186176470584,-0.12819388999999992,-0.12352003705882353,-0.11966845529411768,-0.11473763705882356,-0.11047538882352942,-0.1081162664705882,-0.10616467941176466,-0.1072500394117647,-0.10832650235294117,-0.10824964176470586,-0.09833783000000013,-0.0782440170588235,-0.06124839705882362,-0.048162771176470665,-0.03744200117647062,-0.02903489411764698,-0.022728854117647024,-0.016376864117646994,-0.009688634117646977,-0.0037499252941174954,0.0008003294117647775,0.0054720564705881825,0.010327278823529407,0.01626868176470586,0.023553841176470525,0.03063628235294108,0.04280537294117648,0.04248084176470579,0.04169939470588241,0.04025209058823537,0.04061765529411765,0.041811016470588214,0.04392906588235296,0.04491833588235289,0.04607041764705877,0.04801531529411751,0.05120830470588228,0.05404450647058828,0.05706081117647055,0.058981621764705894,0.059407165294117714,0.05876647235294136,0.052205723529411885,0.040621601176470734,0.031133722352941207,0.025204080588235256,0.021607011764705863,0.017510424117646972,0.013473316470588137,0.011593268235294052,0.010640818235294003,0.008009979411764678,0.0031604582352940946,-0.0028021441176471207,-0.009281741764705809,-0.015563485882352901,-0.020979906470588228,-0.02547994470588244,-0.036373700000000064,-0.039039488235294184,-0.04318937882352941,-0.048817583529411734,-0.05833853999999994,-0.0676270705882352,-0.07667978823529403,-0.08602988470588224,-0.09700153411764689,-0.10713415764705875,-0.11550285176470587,-0.12186216941176475,-0.12643953000000013,-0.13022409000000001,-0.13402192882352948,-0.13786878705882355,-0.13498515352941187,-0.12692964882352947,-0.12048680882352952,-0.11291649529411768,-0.10350748823529415,-0.09277784,-0.08152036823529407,-0.07054438647058825,-0.059806390588235336,-0.04911517294117651,-0.03887570470588242,-0.02962176352941176,-0.021138953529411753,-0.013523057647058856,-0.005983239411764707,0.001116005882352944,0.007806470588235359,0.008932334705882394,0.012914387647058823,0.017307605882352972,0.021292393529411813,0.024396883529411828,0.026971521176470503,0.029022004117647104,0.031162311764705908,0.03297227529411767,0.033785529411764825,0.03477037529411775,0.03534648882352953,0.036009365882352984,0.036690062352941144,0.03752206764705884,0.038628691176470664,0.03826499,0.03517729117647067,0.030524768823529447,0.025085366470588177,0.019311291176470458,0.013483848823529432,0.007935741176470446,0.002562722941176432,-0.002116120588235293,-0.005094894705882369,-0.006924824705882349,-0.008610137058823575,-0.010176612941176444,-0.011872780588235265,-0.013684021176470607,-0.01635374117647065,-0.019821251764705894,-0.021248788823529485,-0.021175973529411862,-0.021053393529411768,-0.020370648823529403,-0.019454148235294066,-0.018236081764705814,-0.016898497647058752,-0.01539388294117644,-0.01468216470588235,-0.015485784117647061,-0.01690079764705882,-0.018542611176470603,-0.019865582352941225,-0.021089386470588223,-0.021428474705882328,-0.020081404117647084,-0.018235285882352903,-0.017079347647058762,-0.01598725352941177,-0.01491431529411763,-0.01421269882352949,-0.013961605882352957,-0.013953483529411892,-0.014087366470588336,-0.01420339588235292,-0.013727685882353013,-0.012318742941176464,-0.010156015882352931,-0.007785414705882232,-0.005707575882352933,-0.005895479411764715,-0.0048061976470588075,-0.005310415294117632,-0.00649016882352943,-0.006821664705882358,-0.007223789411764714,-0.0074170576470588,-0.007421171764705858,-0.007101302941176391,-0.006921549411764594,-0.006782376470588269,-0.006825198235294039,-0.007096381764705895,-0.007711667647058884,-0.008484469411764783,-0.008979344705882408,-0.006835181764705878,-0.004553293529411695,-0.003945037058823542,-0.0017927276470587894,0.0006341905882352727,0.0024532982352941657,0.004217076470588277,0.0057162294117647505,0.006917320588235298,0.007927708823529334,0.009084638235294096,0.010213418235294036,0.011101050000000001,0.011909968823529404,0.012322272941176438,0.012547626470588269,0.011072189411764632,0.00763514470588228,0.007261844705882314,0.006970989411764716,0.006150449411764791,0.006149655294117651,0.005612127058823524,0.005168031176470467,0.004946464705882336,0.005000685882352973,0.004896687058823568,0.004622872352941176,0.004643735294117657,0.005053876470588248,0.00564482000000005,0.006359615882352954,0.007750121764705908,0.009373422941176435,0.009504809411764792,0.008282780588235283,0.006364882352941081,0.003991104117647026,0.0021280894117646776,0.0008672205882353512,-0.0003914141176470931,-0.0019123905882353909,-0.00352712000000005,-0.004745645882352878,-0.0059599782352942055,-0.007573539411764696,-0.009327764705882369,-0.01119092117647058,-0.010605052941176418,-0.01143580529411764,-0.01132255882352945,-0.00983166000000002,-0.007455558235294091,-0.005416868235294137,-0.0036205558823529382,-0.002641210000000005,-0.002001488823529407,-0.0014282482352940828,-0.00036731588235289214,0.0008209705882352702,0.0018450511764706579,0.002935247647058825,0.0042303264705882415,0.00566351117647057,0.005212179411764661,0.003642531176470676,0.0034019570588235126,0.0029177629411764605,0.0014901158823529825,-3.8740588235275375e-05,-0.0009246947058823007,-0.0013019723529411609,-0.0012747047058823124,-0.001006499411764672,-0.0009895747058824012,-0.0011884011764706215,-0.0013596264705882932,-0.0017499741176471018,-0.002158333529411749,-0.002686276470588278,-0.004998523529411714,-0.005264935882352995,-0.006609927647058811,-0.0080716105882353,-0.0089124082352941,-0.009065520588235287,-0.009199880588235343,-0.009381166470588231,-0.00984501352941175,-0.010180107058823495,-0.010001697058823478,-0.00949838411764703,-0.009516554705882363,-0.009591996470588282,-0.009315933529411846,-0.008770812941176487,-0.006486578235294138,-0.0027081305882353246,0.0005236664705882133,0.003481197058823493,0.006188808235294052,0.008775078823529403,0.010889055882353005,0.012446858823529416,0.013845176470588194,0.015378549411764697,0.016559102941176462,0.01731268529411767,0.0185307305882354,0.02049190352941188,0.022028559411764792,0.023054252941176523,0.0234315470588235,0.02601569823529415,0.03016598529411768,0.036022465294117734,0.04226115647058831,0.05010615823529413,0.05830840352941169,0.0657018017647058,0.07163984941176466,0.07724676352941168,0.0820747088235293,0.08625816058823521,0.08983976470588229,0.09328874588235286,0.0964992570588235,0.09994652823529421,0.10486563647058827,0.1061870364705883,0.10259929823529407,0.09555599176470586,0.08636871705882349,0.07460550588235298,0.06103888352941178,0.048393302352941314,0.03867694117647075,0.03047713941176483,0.023558650588235475,0.017835596470588355,0.013252590588235413,0.00827900588235303,0.003422152352941188,-0.0016309911764706975,-0.008821347058823537,-0.014480935882353052,-0.01577353470588233,-0.015974367058823546,-0.013596412352941178,-0.010653035882353057,-0.00645490529411763,-0.001982407647058926,0.0017178594117645551,0.0039021717647058085,0.006198145294117552,0.00769882999999999,0.008709661764705778,0.009619678823529432,0.01121157705882364,0.01309548411764716,0.01666683529411772,0.019908027058823663,0.01972876588235306,0.0195360200000001,0.019321014705882433,0.019106734117647184,0.020466160588235305,0.02281354294117649,0.024908560588235318,0.02684341294117637,0.028666169411764697,0.03081206529411762,0.03295509941176472,0.03490769117647052,0.03656260352941165,0.03900704058823523,0.049432989411764605,0.05782438529411754,0.06826447882352926,0.07990025411764706,0.0910168435294117,0.10247938117647049,0.111928064117647,0.115341378235294,0.11869437,0.12335641235294126,0.1266002388235295,0.12982053117647052,0.13247006294117641,0.13603597764705883,0.1388738094117648,0.14126658176470586,0.1349051505882352,0.12087901294117637,0.10787225941176476,0.09525014117647057,0.08232646647058806,0.06950553470588239,0.05807290823529421,0.05291599764705901,0.05235638647058827,0.050669346470588295,0.048822245294117494,0.04838640588235288,0.048649077647058836,0.04891455117647048,0.04946284235294107,0.05063295000000001,0.05766802000000004,0.07212394352941198,0.08542416764705885,0.09812871176470583,0.11033851823529439,0.12167909470588234,0.13233025647058816,0.1410370058823528,0.14488835235294106,0.14863072,0.15311787176470593,0.15571659823529427,0.15723344941176487,0.15741094882352957,0.15732532999999993,0.1556743317647059,0.148225931764706,0.13564737588235287,0.12409955529411765,0.11243539058823526,0.1013405023529409,0.09133675352941173,0.08185203294117649,0.07286092705882352,0.06387138588235286,0.05488923000000001,0.045957375882352935,0.037376776470588347,-0.027122547862745094,-0.041662119039215684,-0.05156866080392156,-0.05700262409803922,-0.0580844470392157,-0.058655405627451,-0.05776402974509805,-0.05659352798039219,-0.05563560356862744,-0.04906138961764707,-0.04409788965240642,-0.04011099501470587,-0.036991104999999996,-0.034333243210084005,-0.03215377371764706,-0.03067348269852943,-0.02852672152941177,-0.013460832117647065,-0.003954422117647086,0.0009389970588234986,0.0012334518823529372,0.0006338445882352883,-0.0016701074705882252,-0.004219261588235254,-0.006534377176470596,-0.00868381129411766,-0.010171334882352945,-0.011609953117647093,-0.012688146705882378,-0.013618588117647101,-0.014342805176470602,-0.014271191647058812,-0.014480977176470594,-0.01586188952941177,-0.01680422517647058,-0.01709896488235292,-0.016844666764705862,-0.015954395705882307,-0.014512882117647063,-0.012870670294117648,-0.011285426529411766,-0.00973848858823527,-0.008437945882352943,-0.007162146117647053,-0.005735909647058807,-0.004445736764705874,-0.0031240471176470497,-0.0019625594705882377,-0.0013697741764705923,-0.00046078947058823816,0.0008704271176470657,0.0016246156470588469,0.002076954176470594,0.002326003117647052,0.0020883995882352985,0.0015319921176470547,0.001172842117647066,0.000931526000000002,0.0007671194705882317,0.0005234458235294087,-0.00024213417647057922,-0.0010621971176470596,-0.001862696176470599,-0.0023899832352941297,-0.003221962647058804,-0.0038542932352940984,-0.0038545535882353044,-0.0037257807058823644,-0.003509360176470605,-0.0035966898235294253,-0.004003131588235301,-0.004283626882352939,-0.004499450764705884,-0.004798519941176471,-0.005081427294117646,-0.005262607235294092,-0.004811235117647056,-0.003935921352941171,-0.0032794742941176513,-0.003184566647058809,-0.0027708925294117615,-0.0021347842941176753,-0.0022119442941176265,-0.002637593058823537,-0.0030308750000000023,-0.003281719411764708,-0.0027459989411764696,-0.0017764934117647097,-0.0009056247058823741,-8.679576470591033e-05,0.0006018337058823486,0.0012189407647058698,0.0012925418823529211,0.0007480957058823429,0.00010865735294118828,-0.00015803264705882558,-0.0004571229411764882,-0.0011416080588235178,-0.0015965921764706098,-0.0014973261764705814,-0.0013781354705882376,-0.0013081082352941198,-0.0014054485882352974,-0.00208360047058824,-0.0028744263529411618,-0.0035932367647058816,-0.004188814176470587,-0.0046869350588235326,-0.004926027352941162,-0.004629087294117637,-0.004114059235294121,-0.003589483235294108,-0.003144383529411751,-0.001821835764705848,-0.0005779918235293974,0.00035403805882353034,0.0009318897647058871,0.0014350452352941273,0.0019927250000000007,0.0027191159411764643,0.0034487458235294005,0.004198283176470599,0.005006540529411768,0.0058953099411764714,0.0067981371176470545,0.007391727941176485,0.007884991176470596,0.008260032235294104,0.008544685764705878,0.008342524294117623,0.007705670352941174,0.007080950941176473,0.006796673176470591,0.006897911352941169,0.006967922058823517,0.006799857588235286,0.006452102352941191,0.006066810000000006,0.005515833823529409,0.004743046176470603,0.0038631357058823562,0.00297989464705882,0.0021693305294117615,0.001452138529411784,0.0015469879411764698,0.0013759920588235497,0.001336658529411755,0.001129299705882339,0.0005630646470588113,-3.879276470589166e-05,-0.0007016316470588174,-0.001090277647058796,-0.0014325302941176482,-0.0015763149999999948,-0.0015804002941176287,-0.001343370882352951,-0.0009632232352941167,-0.0006313453529411955,-0.0003163265294117701,2.7086058823524994e-05,-0.0002802442941176597,-0.0006829019411764836,-0.0004685739411764839,0.0003226490000000082,0.0012012105294117725,0.002136334411764751,0.0028800570588235624,0.003498216882352953,0.00425766158823529,0.005006640117647065,0.005670793647058817,0.00619783870588235,0.0065276471764705996,0.007047254470588238,0.007598443882352937,0.008119077999999988,0.007766867176470599,0.008297663058823526,0.008235962117647086,0.007911125000000019,0.00729627264705883,0.006795346411764686,0.0064540352352941005,0.005893276117647034,0.0053302692941176455,0.0046101595882352825,0.003953305764705872,0.0033437395294117628,0.0028162095294117506,0.0022622608235294134,0.0016043943529411714,0.000967697529411754,0.0009907181176470464,0.0011651781176470477,0.0010017130588235307,0.0005731419411764693,0.0003226477647058912,0.00019439541176470565,2.3631882352950773e-05,0.00010493505882352983,0.0003515538823529313,0.000538536588235286,0.0006442812941176573,0.0007580360000000175,0.000761234882352968,0.0006506557058823664,0.0005925110000000039,0.0003092570000000072,-0.0003494314705882323,-0.0015418073529411547,-0.002207586999999997,-0.00262190194117648,-0.0026912848235293996,-0.002952612117647066,-0.0031966807058823737,-0.0033314324705882303,-0.003638441882352933,-0.003915619882352936,-0.004221021941176462,-0.004665408705882376,-0.0049908066470588375,-0.0052269731176470685,-0.00546217841176469,-0.005475679941176467,-0.0049273302941176406,-0.004105328529411784,-0.003361377352941175,-0.002595232647058826,-0.0020613747647059005,-0.0017164698235294235,-0.001499675941176462,-0.0014628026470588362,-0.0014766944117646924,-0.0015033478823529428,-0.0014196343529411931,-0.0011083055882352838,-0.0006459691176470828,-0.0002026450000000013,0.0003210997647058872,0.000921256235294099,0.0015427229999999958,0.0020872580000000085,0.003146369764705878,0.004265694705882339,0.0051776511764705935,0.006040206823529418,0.006715177647058812,0.00767314905882352,0.008722545294117631,0.009834895882352923,0.010910240294117635,0.01185132241176469,0.012726118000000008,0.013602880352941174,0.014355002294117652,0.014995554058823565,0.015216975617647052,0.014997924070588226,0.014143210285714289,0.012690241733031682,0.011355825441176456,0.010490400550802137,0.009981987341176474,0.009743216071895433,0.008798920777777774,0.00781281366013073,0.006852474542483666,0.005960976895424838,0.004972532483660128,0.003940686601307183,0.002973760483660104,0.0020002557777777513
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
