UniprotID	Q96PQ7-6
pNuLoCScore	0.41451602333333337,0.42850602700000007,0.43560432454545456,0.4420393808333334,0.44569595769230774,0.4470920164285715,0.4469315473333334,0.44473133812500004,0.4431348688235295,0.4364373547058824,0.4319046370588236,0.4264068047058824,0.42093541588235295,0.41640243294117646,0.4116096770588235,0.3958363223529412,0.37905510882352944,0.3602709676470588,0.34244426,0.3280029070588236,0.3139364976470589,0.3014353470588236,0.2903334,0.2801951582352941,0.28222165352941175,0.2840897752941176,0.2917374105882353,0.3035868623529412,0.3185734464705883,0.3343945511764706,0.3511128164705882,0.36301349764705876,0.3726583794117646,0.3824945858823529,0.39135399588235287,0.4001522129411765,0.40829899411764703,0.4153838352941176,0.42239271647058824,0.42931389411764703,0.43585221941176466,0.431475024117647,0.42710935058823524,0.4216492176470588,0.410622054117647,0.4012441564705882,0.3930126423529412,0.3862851129411765,0.3834849011764706,0.3814229576470588,0.37979418882352944,0.3792302129411765,0.37835985294117647,0.37791245999999995,0.37793975529411766,0.3781165082352941,0.39037623176470587,0.39989389647058826,0.40794664705882355,0.4115317541176471,0.41741533411764703,0.4243852611764705,0.4324651088235294,0.4405792082352941,0.449667925882353,0.46035164941176476,0.4715074835294118,0.4830105788235294,0.4948188152941176,0.5074323947058824,0.5204207594117647,0.5339254817647058,0.5478663147058824,0.5491987676470589,0.5546472382352942,0.5626262935294117,0.5751606735294118,0.5860309994117647,0.5963730770588235,0.6061481917647057,0.615417424117647,0.6237444735294118,0.6318249776470588,0.6389591776470588,0.645877664117647,0.6518028464705883,0.6566513847058824,0.660794808235294,0.6622242958823529,0.6665442511764705,0.6733245805882353,0.6777310235294117,0.6821753429411764,0.6861368511764707,0.6897301100000002,0.6934444364705883,0.6960368011764706,0.698246248235294,0.7007187811764706,0.7031037205882352,0.7056489382352942,0.70835074,0.7108583064705883,0.7137507317647058,0.7169834005882353,0.7223956458823529,0.72427214,0.7244262517647058,0.7263275441176471,0.7279346852941176,0.7298623088235295,0.7318211147058824,0.7335628076470588,0.736223801764706,0.7391129694117647,0.7417859870588236,0.7445748047058822,0.7473126517647058,0.7497328735294118,0.7521744717647058,0.7571486994117647,0.7619435952941176,0.7666904147058823,0.7714160911764706,0.776052154117647,0.7805704247058823,0.7849162029411767,0.7890374676470588,0.7931218117647059,0.7970938376470588,0.8006965405882353,0.8039937905882353,0.8070976635294117,0.8099532670588234,0.8127502764705882,0.815766572352941,0.81849547,0.8183267170588234,0.8180239111764706,0.8177218417647059,0.8174526947058824,0.8171678199999999,0.8168374847058821,0.8166137164705882,0.8164888482352942,0.8163366864705884,0.8162306352941178,0.8163853264705884,0.8166448735294118,0.8168925970588236,0.8171967758823528,0.8173666782352941,0.8173298817647058,0.8168812099999999,0.8163042364705883,0.8147826776470588,0.8138756005882354,0.8132694064705883,0.8124170829411765,0.8116398811764708,0.8109333541176471,0.8103414694117648,0.8096852029411765,0.8091119264705883,0.8085152947058823,0.8077308829411765,0.80707961,0.8064781394117648,0.8058312770588236,0.8051525676470589,0.8050539217647059,0.80515594,0.8061193888235294,0.8064957158823529,0.8065183570588235,0.8067901923529411,0.807078811764706,0.8072502388235295,0.8072925211764707,0.8074716758823531,0.8075488994117647,0.8075716929411765,0.8077737299999999,0.8077981829411763,0.8082458041176469,0.8086372017647057,0.8088492870588233,0.8091052952941176,0.8096024894117645,0.8097401029411763,0.8097024852941176,0.8095373423529411,0.809224054117647,0.8089293776470587,0.8086809976470588,0.8084635129411765,0.808275854117647,0.8083109482352941,0.8085568664705882,0.8089181723529413,0.8094674152941177,0.8095979917647059,0.8098909182352942,0.8105397782352942,0.8111965170588238,0.8116778841176473,0.8124565041176471,0.8132404547058824,0.8139454094117645,0.814932274117647,0.8158515505882351,0.8167385482352939,0.8175696447058823,0.8183731447058824,0.8189439623529412,0.8193769794117646,0.8197637835294117,0.819248325882353,0.8189359905882354,0.8185944523529411,0.8179562164705884,0.8174582405882354,0.8166971700000002,0.8159443582352943,0.8148676988235295,0.8140102364705882,0.813055354117647,0.8121742952941177,0.8112618423529411,0.8104748917647059,0.8096108211764705,0.8086720235294117,0.8078048529411764,0.8069652,0.8069200758823529,0.8065642317647059,0.8062344464705883,0.8060077311764706,0.8055230647058824,0.8052638470588237,0.805122261764706,0.8053501882352943,0.8054936682352943,0.8055341329411766,0.8054603094117648,0.80533478,0.805218603529412,0.8051611235294118,0.8071526329411766,0.8088210476470589,0.8102305864705883,0.8115733564705883,0.8129901970588237,0.8142473329411766,0.815343041764706,0.8152924547058824,0.8154036076470589,0.8156205988235294,0.8158832223529413,0.8161204164705883,0.8164647635294118,0.8170129105882352,0.8176507952941177,0.8182988399999999,0.8189993870588235,0.8178077435294117,0.8168851905882352,0.8160181929411765,0.8151366647058824,0.8142716294117647,0.8135041105882354,0.8130554523529412,0.8138737158823528,0.8145957764705882,0.8151787882352941,0.8157910823529412,0.8164953394117647,0.8172028158823529,0.8177459411764705,0.8181898941176469,0.8163443235294117,0.8163118358823529,0.8164714735294117,0.8167919735294116,0.8170388058823529,0.817187817647059,0.8170264329411765,0.8170045129411765,0.8170628505882354,0.8168896364705881,0.8167647347058823,0.8166198523529412,0.8165351876470589,0.8164958364705882,0.8164341282352943,0.8162536594117649,0.8162471394117649,0.818463821764706,0.818739044117647,0.8187460970588234,0.8185798264705882,0.8186362823529412,0.8188491588235294,0.8193199376470589,0.8196423611764706,0.8198316670588236,0.8200581464705882,0.8202402464705881,0.8204454035294115,0.820565574117647,0.8206375005882351,0.8206783441176471,0.820547255882353,0.8199089305882353,0.8185693011764706,0.8172571964705881,0.8159199082352941,0.8148316258823529,0.8140106670588235,0.813416775882353,0.8130095676470588,0.8127462117647059,0.8124493411764705,0.812330044117647,0.8122444264705881,0.8122251164705881,0.8122221223529411,0.8122000370588234,0.8121086194117646,0.8121705841176472,0.8126866829411765,0.8138569770588235,0.8150137770588236,0.8161093064705883,0.8169160505882354,0.8171632799999999,0.8169694358823529,0.8166484082352942,0.8161987817647058,0.815847164117647,0.8154409229411764,0.8150161788235294,0.8145570523529412,0.8140386170588235,0.8129501582352942,0.8116536147058823,0.8110666911764706,0.8105704617647059,0.8102545052941176,0.8097649823529411,0.8089835235294117,0.80810723,0.8074018123529411,0.8067184388235294,0.8059926311764706,0.8053430464705882,0.8046288405882353,0.8039525070588235,0.8032338688235294,0.8023670388235294,0.8013825711764705,0.8009956747058822,0.8009622829411764,0.8003082029411764,0.7994405276470588,0.7982906176470588,0.79737177,0.7968279170588235,0.7964245335294118,0.7961185652941177,0.7959385770588235,0.795737924117647,0.7954390735294118,0.7951134205882354,0.7947436894117647,0.7944039070588235,0.7950080247058823,0.79496611,0.7950701241176472,0.7944417676470589,0.7939848382352941,0.793380114117647,0.7925044570588234,0.7914647805882353,0.7901749452941177,0.7890758217647059,0.7880124900000001,0.7870313958823528,0.78600069,0.7848613547058823,0.7838072311764703,0.7827672811764705,0.7816031676470587,0.7796686535294117,0.7785210805882353,0.7772179017647057,0.7765955111764704,0.7759059905882352,0.7754955694117647,0.7754984517647058,0.7756759958823528,0.7761180194117646,0.7763534788235295,0.7765480694117647,0.7767012258823529,0.7768678670588235,0.7771609611764706,0.7773962005882352,0.7784756058823529,0.7794668870588234,0.7800447188235293,0.7806898035294116,0.7809795647058823,0.7810220294117647,0.7809141735294117,0.7798509888235294,0.7781586535294118,0.7761979205882353,0.7740626011764704,0.7718643605882352,0.7698090229411763,0.7678587694117646,0.766065445882353,0.7642767023529413,0.7624110570588237,0.7595535605882354,0.756831345882353,0.7545009341176472,0.7521344776470588,0.7500628811764707,0.7483054047058824,0.7465846247058824,0.7456768705882353,0.7454548741176472,0.7454586129411765,0.7456157064705883,0.7458400235294117,0.7459128705882354,0.7458757264705883,0.7457227911764707,0.7457155641176471,0.7459919288235295,0.7463826170588235,0.7464917464705882,0.7466020205882353,0.7467140317647059,0.7470316547058824,0.7473663582352942,0.7477700029411765,0.7481894970588234,0.7484241347058822,0.7486955876470587,0.7489411841176469,0.7490721576470587,0.7491549105882355,0.7490044341176472,0.748611751764706,0.7479830047058824,0.7472407376470589,0.7466168517647059,0.7462822811764706,0.7458062694117648,0.7452020470588235,0.7444434482352941,0.7436284211764705,0.7428575347058823,0.7421953088235295,0.7416505617647058,0.7411111705882352,0.7406178588235294,0.7402280352941176,0.7398543882352941,0.7398286141176472,0.7399554258823531,0.7405003594117648,0.7410220994117647,0.7413601264705884,0.7418947323529411,0.7422014294117648,0.7422007323529413,0.7422940482352942,0.7424621541176473,0.7424924464705883,0.7425018364705884,0.7424028188235295,0.7422637335294118,0.7417534276470589,0.7411156064705883,0.7405431670588236,0.7397628964705882,0.7390881117647058,0.7382669135294118,0.7374252111764708,0.7367370911764707,0.7358986088235295,0.7354204852941177,0.7353307264705883,0.7351618770588235,0.7349135888235293,0.7347542211764706,0.7345963288235293,0.734533565882353,0.7344104776470589,0.7346029188235295,0.7329950870588235,0.7323630711764707,0.7320760335294118,0.7318099617647058,0.731457738235294,0.7305427617647058,0.7293513735294117,0.7280872229411762,0.7267978058823529,0.7254653547058824,0.7241358276470589,0.7228337217647057,0.7215705835294117,0.720225768235294,0.7189112958823527,0.7175188017647058,0.7161160047058823,0.716665634117647,0.7162212835294117,0.7154898635294118,0.7147599099999999,0.7139049888235293,0.7134986358823528,0.7133401676470588,0.7132902711764705,0.7132626182352942,0.7132598905882354,0.7132341452941177,0.7131635158823529,0.7130226247058822,0.712946226470588,0.7128217064705881,0.7122801652941174,0.7110342776470587,0.7094661423529411,0.7076505835294117,0.7061230952941177,0.7046009541176471,0.70322344,0.702045628235294,0.7010135282352942,0.7000083635294118,0.6989969658823528,0.6980080058823529,0.6970606252941176,0.6959922782352941,0.6948951423529411,0.6936951676470589,0.6925166852941177,0.6918695029411766,0.6919163835294119,0.6921319364705883,0.6925006047058825,0.6925868388235294,0.6926410900000001,0.6926004841176471,0.6924469723529413,0.6921266723529412,0.6917892111764707,0.6914725964705882,0.6911746529411765,0.690858025882353,0.6905871847058824,0.6903414735294118,0.6891779876470588,0.6888907211764705,0.6886891252941175,0.6887711729411763,0.6885552729411764,0.6878080811764706,0.6873670870588234,0.6871236870588234,0.6869640576470588,0.6868534576470587,0.6867664400000001,0.6865641452941178,0.686094092352941,0.68551311,0.6849094194117646,0.6842651723529412,0.6836080047058823,0.6840285011764705,0.6836380052941177,0.6832535517647058,0.6825879223529413,0.6824053911764707,0.6829002088235295,0.6831355358823531,0.6831953123529413,0.6831715947058824,0.6831075335294119,0.6830211782352942,0.6830105476470587,0.6832310976470588,0.6833600182352941,0.6834739711764707,0.6745003829411765,0.6668799652941176,0.6604065782352941,0.6539825429411765,0.6481132570588235,0.6426651135294117,0.6374039411764705,0.632327088235294,0.6274454882352941,0.6229126882352942,0.6185809235294117,0.6144255200000002,0.6103967047058824,0.6065217223529412,0.6027903341176472,0.5993018664705883,0.5959133076470587,0.6018233252941175,0.6064905664705882,0.6099729276470588,0.6133966070588234,0.6162658247058822,0.6186921388235294,0.6207442070588234,0.6226469247058823,0.6243488582352941,0.6256084935294117,0.6267191347058824,0.6276969405882353,0.62852247,0.6292175505882354,0.6298320152941177,0.6320257447058824,0.633639394117647,0.6349943505882353,0.6360632035294117,0.6370906247058824,0.6378714982352941,0.6386217805882353,0.6394156511764706,0.640381215882353,0.6411531629411765,0.6419186470588237,0.6427569782352942,0.6435767176470588,0.6443465858823528,0.6451265464705882,0.6458915205882352,0.6466109970588234,0.6455727205882352,0.6449748241176473,0.644426924117647,0.6440634711764707,0.643758393529412,0.6436000623529412,0.6433090270588238,0.6429723188235295,0.6425699247058825,0.6422714694117647,0.6419729282352941,0.6416684994117646,0.6412534599999999,0.6408602682352942,0.640485915882353,0.6409047005882353,0.6410562417647059,0.6406740264705882,0.640263338235294,0.6401444288235294,0.640136802352941,0.6400711235294118,0.6401492605882354,0.6403176276470587,0.6403801217647058,0.6405403511764706,0.6407708770588235,0.641021234117647,0.641270902352941,0.6415729023529411,0.6418639705882353,0.6421148035294119,0.6415410188235295,0.6412497876470589,0.64160205,0.6419944617647059,0.6421856499999999,0.6422706058823529,0.6422948058823529,0.6421738023529411,0.6420283035294118,0.6420610417647059,0.6420128929411765,0.6418927635294117,0.641738612352941,0.6415198594117646,0.6411949870588236,0.6398412952941177,0.6382122776470589,0.6364119682352942,0.6346628288235294,0.6327213488235293,0.632105983125,0.6314225353333334,0.6306778807142858,0.6299217100000001,0.6290896075000001,0.6281295027272727,0.6269545780000001,0.6255044122222223
pNuLoCDScore	0.02861884549019611,0.021921331372549036,0.01738861372549022,0.011890781372549009,0.006419392549019576,0.001886409607843087,-0.0029063462745098634,-0.018679700980392178,-0.03546091450980393,-0.06823505935294127,-0.09316006454545456,-0.11403647377450976,-0.13175946004524886,-0.14565666936974792,-0.15659814733333338,-0.16453617988970592,-0.16091321529411773,-0.1523475794117648,-0.14016722647058827,-0.12281994235294119,-0.10236196941176468,-0.08200788176470586,-0.060496860588235335,-0.032822824705882436,-0.006396729411764834,0.022223618235294118,0.04890973588235287,0.07214930588235285,0.09436249647058814,0.11394848823529402,0.13205931647058822,0.14911873588235292,0.1536305658823529,0.14738524882352938,0.1353719399999999,0.11806235529411763,0.09204860764705874,0.0668496052941176,0.041899825882353026,0.023271615294117753,0.010826521764705999,-0.0010716282352941087,-0.011559807058823424,-0.020921999999999996,-0.029939141176470563,-0.03747137529411765,-0.04445296117647057,-0.05119738588235295,-0.04547598764705879,-0.03158112764705873,-0.019162703529411684,-0.01011746352941173,0.006793280000000013,0.02314110470588232,0.0394524664705882,0.054294095294117606,0.06618302470588239,0.07892869176470596,0.09171329470588235,0.1037803658823529,0.11645896235294112,0.12951993470588247,0.14248100411764703,0.1558089735294117,0.15749008294117656,0.14930487117647062,0.1467005911764706,0.15109453941176465,0.15774533941176477,0.1616457382352942,0.16390796823529408,0.16556898352941157,0.165749498235294,0.163392824117647,0.160317494117647,0.1559485988235294,0.15105884882352943,0.14437045176470586,0.13623062529411767,0.12686932647058824,0.11435798117647045,0.11734548352941165,0.11867734235294114,0.11510472999999999,0.10701466941176463,0.10010585176470599,0.0933570329411767,0.0872962447058826,0.0806193770588236,0.07450177470588226,0.06889380352941177,0.06414454294117644,0.059771274117647155,-0.0374463208496732,-0.049063633202614365,-0.06048424026143792,-0.06673521732026141,-0.06666367496732026,-0.06355882379084965,-0.06249704614379084,-0.062363991437908495,-0.05756988849673203,-0.044877382941176436,-0.03229919657754013,-0.021553537156862784,-0.008452924434389164,0.0066506986554621395,0.021148147764705888,0.036088952536764696,0.06162545294117647,0.09645235470588237,0.12752171058823536,0.15305902117647058,0.1715123529411765,0.18528589352941174,0.2020305541176471,0.22013666764705883,0.23362588411764706,0.24570455823529413,0.2553986964705883,0.2635983082352942,0.27105933823529416,0.27422113411764715,0.27421181588235294,0.2720028082352941,0.25664936,0.23037913529411755,0.20777691764705863,0.18861528999999994,0.17014621823529408,0.1531690470588235,0.13540897941176472,-0.04095716764705884,-0.05211727647058825,-0.06302953882352942,-0.0727550917647059,-0.07638669411764706,-0.07615275941176472,-0.07431361882352942,-0.06965781382352942,-0.06277225676470591,-0.043808082088235306,-0.027069106871657755,-0.01422833017156866,-0.006139474909502285,0.0027293411134453605,0.012406576176470618,0.020805056194852956,0.02220299735294118,0.036597346764705885,0.05241923499999997,0.06536781617647058,0.0737340926470588,0.0775630255882353,0.0805198655882353,0.07991351941176472,0.07599587999999999,0.06986848882352942,0.062146570588235306,0.056459186470588285,0.052797879411764725,0.05019370823529409,0.04577538823529409,0.043130484117647055,0.04550978470588238,0.04913565176470591,0.04730566941176473,0.044178365882352966,0.04161119470588237,0.03908413411764708,0.035297889411764705,0.031760785294117605,0.03055545764705886,0.02966433647058825,0.030318624705882313,0.030475972352941166,0.028592275294117647,0.02727511647058828,0.02735525705882358,0.02633577823529415,0.02683569411764708,0.025227917058823518,0.025422428823529436,0.027816915294117672,0.02827548470588237,0.029099485882352893,0.030502661176470658,0.0324285147058824,0.033112652941176435,0.03454887411764701,0.03743728705882357,0.04004339470588239,0.04438534000000008,0.04938768470588234,0.053736608823529375,0.05771124705882347,0.06031000235294115,0.05900883411764701,0.058160831764705906,0.05998000294117645,0.06125870588235294,0.06198844823529415,0.06380281411764693,0.06528836411764699,0.06689180941176476,0.06815338705882357,0.0684302276470588,0.06675361058823526,0.06457386999999992,0.061289616470588226,0.056750921764705864,0.052232675294117625,0.047934795294117594,0.04328262058823534,0.041674011764705865,0.03687505764705884,0.03266498411764707,0.027853234705882357,0.023097521764705975,0.017709900588235294,0.012778519999999904,0.007997711764705873,0.0038428088235293867,0.00017710588235286817,-0.0034802429411764924,-0.0065107288235294325,-0.007798890588235297,-0.008423860588235299,-0.010177962352941217,-0.010097773529411824,-0.010110014705882409,-0.01072731529411769,-0.010429761176470598,-0.008373022352941129,-0.005845690588235364,-0.002934655294117572,-0.000723834117646982,0.001362112941176441,0.002642002352941153,0.004491551764705892,0.006836700588235323,0.009427427058823545,0.01122071352941173,0.0120329635294118,0.018902374117647114,0.02664284058823535,0.0322595905882353,0.03927520000000001,0.041070052352941255,0.04352138529411764,0.044739202941176504,0.04675114411764708,0.04885861117647061,0.05171927823529415,0.05519346764705885,0.05885427235294116,0.06222564294117644,0.06510060411764707,0.06819412941176473,0.07146100823529411,0.06865505941176475,0.05965517352941174,0.051286481764705905,0.043779182352941204,0.04148830941176457,0.04253852705882344,0.0421813076470588,0.04090791764705881,0.03959826823529411,0.038110340588235314,0.03594535352941186,0.032991793529411895,0.029897122352941286,0.02630189823529422,0.02269621294117652,0.018933290000000047,0.017408016470588206,0.020464284117647058,0.023134928235294117,0.02450917235294109,0.025299728823529377,0.022011381764705795,0.01908478470588232,0.016991682352941073,0.014875303529411688,0.012693278823529386,0.010753478235294045,0.00930631470588228,0.007890576470588162,0.007410730588235215,0.007201035882352935,0.006951544705882329,0.005045138823529471,0.0025141111764706014,0.0019887188235294118,0.002936549411764744,0.004146510588235397,0.004566478823529563,0.0051959323529413015,0.005815704117647147,0.006403457058823614,0.006941634705882327,0.007110352352941218,0.007202632941176512,0.007499474117647065,0.0076146623529411706,0.007143132352941173,0.006720378235294144,0.004385891764705829,0.0037852105882352216,0.0024365976470587802,0.0012460782352941013,-0.00019693764705880357,-0.0007651435294117048,-0.0006965705882353568,-0.0009778888235294492,-0.0008120758823530472,-0.0007557382352941233,-0.00038008705882358607,0.0001120235294116978,0.0006038499999999614,0.0006047494117646934,0.0006184594117646935,0.001068504117647029,0.0034992500000000093,0.007819484117647102,0.011146892352941196,0.012889621764705872,0.012714378823529326,0.01120851647058807,0.009317577647058817,0.007424970000000086,0.005539401764705965,0.0035906705882353673,0.0015634476470588465,-0.00048557117647057835,-0.0025537129411764004,-0.004430877647058851,-0.005818906470588248,-0.006930958235294105,-0.007840148235294164,-0.01019537588235292,-0.013234675294117704,-0.01634136647058826,-0.01822621470588237,-0.018638325882352924,-0.018837791764705902,-0.01893826058823539,-0.019183513529411722,-0.01947987294117648,-0.019662547647058826,-0.019872591764705905,-0.020257053529411817,-0.020830729999999964,-0.0214310358823529,-0.022266567647058866,-0.023620705882352933,-0.02592776823529419,-0.027921979999999957,-0.0279202711764705,-0.026571864705882298,-0.025434025294117646,-0.02418250999999999,-0.022556421176470665,-0.021208337058823634,-0.019965915882353025,-0.018907525294117655,-0.01788748352941172,-0.016547429999999974,-0.014719062941176475,-0.012864692352941243,-0.011250330588235324,-0.013208916470588195,-0.012610369999999982,-0.011565176470588134,-0.01201518411764707,-0.01376067470588238,-0.01614711882352937,-0.018188690000000007,-0.020314098235294065,-0.02214412941176469,-0.02379218823529411,-0.025531301176470567,-0.026959569999999933,-0.028360302941176474,-0.030224360588235244,-0.03217624647058814,-0.033961529999999907,-0.031979209411764686,-0.028341834117647013,-0.02641838764705884,-0.02369326705882352,-0.020127207058823482,-0.016069736470588236,-0.012147410588235319,-0.008957769999999976,-0.006179664117647032,-0.003495621764705803,-0.0006826705882353457,0.002116336470588176,0.004697153529411746,0.007442048235294096,0.01027358941176476,0.012824405294117658,0.016508168823529346,0.015031462352941172,0.01484574294117641,0.014157751176470446,0.010689041764705864,0.006160023529411751,0.0010308688235294294,-0.0036614858823529883,-0.008130133529411776,-0.012154678823529441,-0.015920295294117592,-0.019560532352941196,-0.023002012352941137,-0.026521215882352955,-0.030417581176470643,-0.03422175941176475,-0.03905717941176473,-0.04351858411764714,-0.04605866647058826,-0.04779833117647053,-0.04748526470588238,-0.04438660352941176,-0.04005124999999993,-0.03547186882352932,-0.03085126058823523,-0.026560685294117592,-0.0228216758823529,-0.019648314705882353,-0.01676616764705885,-0.013851160000000029,-0.01058376411764711,-0.007082700588235236,-0.004485012941176314,-0.00020815764705872652,0.0028377576470589583,0.005696585882353056,0.00861950882352941,0.0097819958823529,0.009926372352941082,0.009625998235294031,0.009334685882352811,0.009026551176470443,0.008845934705882297,0.008840199999999965,0.008723169411764653,0.008303385882352965,0.0076453600000000455,0.006903040588235265,0.007083529411764655,0.007443509411764693,0.0068400835294116225,0.005432677647058792,0.0035951200000000627,0.0015277317647059419,-0.0004900064705881668,-0.0020440629411763167,-0.0034910641176468804,-0.004925392352941094,-0.0061180223529411215,-0.007077387058823548,-0.007664882941176454,-0.007558701764705911,-0.007000598235294253,-0.006401094705882404,-0.0052630847058823815,-0.005403471764705903,-0.004290021176470593,-0.00346147823529408,-0.0028543594117647064,-0.0018754117647059032,-0.0007711317647059457,-1.1470000000124436e-05,0.000575345294117513,0.001046632352941057,0.0014344629411764398,0.001092865882353078,0.0005851294117648065,-0.00013525058823526948,-0.0013168294117645862,-0.002584937647058805,-0.004291043529411842,-0.006207284705882388,-0.00807896000000008,-0.009668133529411926,-0.009813209411764834,-0.009472971764705851,-0.009517237058823513,-0.009547681176470535,-0.009455488823529368,-0.00924464764705868,-0.00886754117647065,-0.00801654352941189,-0.00650214764705892,-0.005061175294117648,-0.0035477247058823824,-0.0019796070588235515,-0.0006599564705881966,0.001292152941176461,0.0014658764705883232,0.0016478441176471237,0.0009649952941177542,-0.00042306823529419946,-0.0016261076470588942,-0.002624459411764757,-0.003688760000000013,-0.004650717647058877,-0.005849774117647033,-0.006895118235293984,-0.008552518823529365,-0.010258169999999955,-0.011780907647058858,-0.013415252352941165,-0.015044222352941117,-0.016535509999999976,-0.016920557058823504,-0.015808162941176485,-0.01437572823529415,-0.012902638823529322,-0.011439715294117525,-0.010012447058823482,-0.0087241064705883,-0.007608842352941236,-0.006513623529411816,-0.005400835294117834,-0.00427323117647066,-0.0030167229411764973,-0.0019578241176470557,-0.0010174952941177096,-0.0022673670588236328,-0.002559409411764746,-0.002613951764705913,-0.0035795488235293993,-0.004596968235294152,-0.005494391764705897,-0.006350054117647053,-0.007241602941176484,-0.0080655088235293,-0.008757182352941095,-0.009495639411764623,-0.010345465882352911,-0.011244078823529347,-0.012254827647058764,-0.013204334705882281,-0.014020367058823424,-0.012707019999999958,-0.010297603529411725,-0.008931722352941207,-0.007895705882352999,-0.007295644117647049,-0.007023354117647096,-0.006971234705882401,-0.0068853617647058885,-0.006750473529411827,-0.006609021176470664,-0.006311657058823583,-0.005906226470588194,-0.005331792352941234,-0.004693221764706046,-0.004037801764705973,-0.0033774194117647816,-0.0016368029411764629,-0.0032487976470587654,-0.004866662941176381,-0.005701138235294001,-0.005974737647058803,-0.005939008235294085,-0.0056041358823529785,-0.005216674117647091,-0.005015651764705864,-0.005200914705882298,-0.0054832947058823245,-0.005842547647058827,-0.006287843529411752,-0.00682216764705873,-0.007249407647058781,-0.0076290058823528795,-0.008914891176470596,-0.009919180588235321,-0.008422517058823575,-0.0064379317647059175,-0.005456154705882288,-0.004978166470588241,-0.004739172941176428,-0.004618841764705894,-0.004395517058823573,-0.003722495294117667,-0.0026290805882352997,-0.001663839999999972,-0.0006647188235293644,8.395529411764358e-05,0.0005881035294117432,0.0008704658823528444,-0.003191408235294124,-0.005426906470588189,-0.00884656176470583,-0.013415865882352884,-0.01731085176470587,-0.020766958235294064,-0.023789411764705892,-0.02660119058823529,-0.029255722352941105,-0.03194393470588236,-0.03484904529411764,-0.0375250882352941,-0.03994795764705883,-0.04207692294117654,-0.04364148117647054,-0.0448628264705882,-0.04177263058823527,-0.03532970117647061,-0.0300920388235294,-0.025239722352941196,-0.02068855176470591,-0.016287720000000006,-0.012293279411764724,-0.008828017647058817,-0.005592407647058872,-0.002523555882352868,0.00033902470588242917,0.003019876470588212,0.005412445882352956,0.007771357058823591,0.009644588823529365,0.01127522470588238,0.012599564117647122,0.009987268235294111,0.008026303529411749,0.006536427647058807,0.0053950617647058885,0.004543051764705819,0.003652094117647109,0.003189458823529445,0.002939129411764718,0.00280946764705875,0.002771950588235206,0.0028533335294118056,0.0029857347058823147,0.0030860794117646417,0.0030781894117647424,0.003074816470588271,0.003210417058823467,0.003277439999999965,0.0033707017647058857,0.0035168164705882687,0.003331191176470627,0.0028439441176471014,0.002416811764705873,0.002060307058823596,0.0015775682352942022,0.0010491594117647551,0.00040961235294123544,-0.00024969411764702576,-0.0009006876470588066,-0.0015201276470587777,-0.001995590588235341,-0.0023452582352940787,-0.002787223529411742,-0.0028405194117646637,-0.002574637647058786,-0.0025781576470588763,-0.0021840111764707126,-0.0016482976470588717,-0.0011804400000000603,-0.000719509411764796,-0.00016307764705891792,0.0004355811764705786,0.0011565029411763628,0.001911876470588214,0.002644519999999928,0.003320644117647098,0.003953480000000009,0.004531455882352875,0.005350217058823492,0.005799139411764631,0.005648022941176389,0.005486928823529413,0.005144247647058897,0.004571758235294154,0.004161544705882425,0.0038905429411765224,0.0034617558823529793,0.0029374358823529567,0.002385348235294127,0.0017278617647057959,0.0009836135294117865,0.00024140764705876672,-0.00046101941176468486,-0.0012018800000000995,-0.0028179423529411385,-0.003688550183823469,-0.004060847333333284,-0.004346106470588251,-0.004617609773755693,-0.004660862549019651,-0.004687919251336936,-0.004976672941176485,-0.005256639346405245,-0.005138956993464061,-0.004986658758169893,-0.004772989934640481,-0.004460791699346378,-0.0041017087581698974,-0.0037328464052287513,-0.0033434581699345323,-0.002122781699346432
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
