UniprotID	Q71RC2-4
pNuLoCScore	0.19880731377777783,0.20502108240000005,0.21247935490909098,0.21833161200000006,0.22378595261538467,0.23061832528571433,0.23698726826666672,0.24464406400000005,0.252810022,0.24999637494117646,0.2562251537647059,0.26909241670588235,0.2860432694117647,0.3002316976470588,0.3154289599999999,0.3308098570588235,0.3421731705882353,0.3529996541176471,0.3612095905882353,0.36804535294117646,0.3758289358823529,0.3834321582352941,0.3900564082352941,0.39649272764705884,0.40524903529411765,0.41326612647058825,0.42028880294117643,0.42637652470588233,0.4327644288235294,0.4362616347058823,0.4421717752941176,0.4454263794117646,0.44762032823529413,0.45130698588235285,0.45364430470588235,0.4556895064705882,0.4586966552941177,0.46089714823529415,0.46320582941176475,0.46461107705882354,0.46603794647058827,0.4637115741176471,0.46075083294117647,0.45796549176470586,0.4560832335294118,0.4547925611764705,0.45727182470588235,0.4604586923529412,0.46467733941176476,0.4686562,0.47185175588235295,0.47627910176470584,0.4806653105882353,0.48398900411764706,0.4876720276470588,0.4911440629411765,0.5003995935294119,0.5083876947058824,0.5156058594117647,0.5231216123529412,0.5313647947058824,0.5382593547058824,0.5428245447058824,0.5456107252941176,0.5493325405882353,0.551525008235294,0.554548237647059,0.55773692,0.5594634399999999,0.5592388870588235,0.5596119776470588,0.5604707547058824,0.561502374117647,0.5558826447058823,0.5526140094117649,0.5495790352941178,0.5461706882352942,0.541893894117647,0.5385762435294118,0.537434004117647,0.5376484858823529,0.5365060776470587,0.5363559864705882,0.5350072723529412,0.5339374629411764,0.5344010370588235,0.5365471076470589,0.5384407252941177,0.5436440564705883,0.5485330370588235,0.5530405694117647,0.555019257647059,0.5571694376470588,0.5602302611764705,0.5629434770588235,0.5666490452941176,0.5702653117647059,0.5742849717647057,0.5777631564705881,0.5819722152941176,0.5863335082352941,0.5897421882352942,0.593309125882353,0.5971376141176471,0.6007487258823531,0.600452215882353,0.600409454117647,0.6018584717647057,0.6046223741176471,0.607316512352941,0.6090813829411764,0.6111701023529411,0.6121250847058824,0.6129368752941177,0.6133814717647059,0.6147874635294117,0.61571569,0.6165781729411766,0.6181884635294118,0.6190043141176471,0.6151473964705884,0.6110130435294118,0.6066258694117647,0.6038627523529412,0.6014791347058823,0.5999889735294118,0.5987023794117647,0.5962189794117646,0.5916346970588234,0.5871354017647059,0.5834123723529412,0.580369564117647,0.5774879111764705,0.5746051199999999,0.5722214994117647,0.5693359852941177,0.5673522411764707,0.5699907388235294,0.5722490711764705,0.5747080629411764,0.5749672241176471,0.5748772505882352,0.5741133958823529,0.5732139105882353,0.5740153258823529,0.5773333170588235,0.5808740088235292,0.5839369617647058,0.5863102170588234,0.587977958235294,0.5899330994117646,0.5915876782352941,0.58544145,0.5811333211764705,0.5782700682352941,0.572368004117647,0.5682524982352942,0.5659368717647059,0.5654954011764706,0.5660633876470588,0.5666625494117646,0.566841724117647,0.5666609270588235,0.5659300388235293,0.565206068235294,0.5646376064705882,0.5649158594117647,0.5653325417647058,0.5660545429411766,0.5750271888235295,0.581389335882353,0.5863013323529412,0.5950461288235295,0.6020458758823529,0.60764902,0.6112874382352942,0.6137723629411764,0.6161622658823529,0.61862249,0.6211300352941177,0.6240416747058823,0.6268219276470587,0.6294369717647057,0.631637542352941,0.6364509188235292,0.6387425388235294,0.64127208,0.6442411588235295,0.646513817647059,0.6480720941176472,0.6494456764705884,0.6509273470588236,0.6525665064705882,0.6540820247058824,0.6552681364705881,0.6586272435294118,0.6614671452941175,0.6636242094117647,0.6655733917647059,0.6672337117647059,0.6675320976470587,0.6654774211764705,0.6658093770588234,0.6655787888235293,0.6651428094117646,0.6654037094117647,0.666034248235294,0.6667118599999999,0.6673142658823528,0.6675508323529412,0.6678741417647058,0.6684877623529412,0.6667990647058822,0.6653875764705882,0.6646196435294117,0.6639093100000001,0.6620063335294116,0.6607544829411766,0.6599352564705883,0.6594930476470588,0.6595097323529412,0.6586364588235294,0.6577933276470587,0.6567051299999999,0.6554778005882352,0.6539933270588234,0.6527230623529412,0.6509893841176472,0.6495665047058824,0.6479615305882352,0.6463663129411765,0.6447233988235294,0.6432061170588235,0.6432402264705882,0.6440082088235294,0.6435288588235294,0.6423304847058824,0.6409022235294117,0.6402444411764705,0.6394005164705883,0.6389678311764706,0.6387983311764706,0.6389311517647059,0.6390413670588235,0.6395916788235293,0.6398238288235295,0.6403811382352942,0.6412290029411765,0.6445848994117649,0.6474136170588237,0.6491050111764707,0.6496622847058823,0.6502431764705882,0.6511461858823528,0.6524023388235294,0.6539586388235294,0.6556344264705881,0.6569469470588234,0.6581411647058824,0.6592138352941176,0.6603417376470588,0.6612650352941175,0.6620114029411764,0.6626791582352941,0.6631465641176469,0.66085202,0.6588744076470588,0.6579706252941177,0.6580091017647058,0.6580934335294116,0.6579915805882353,0.6574426335294118,0.6566597394117646,0.6558611488235293,0.6553075988235292,0.6546644517647058,0.6539516399999998,0.6530796694117645,0.6522347105882352,0.651561208235294,0.6480319611764704,0.6462222405882353,0.6447751435294118,0.6429673770588236,0.6420646317647059,0.6419037052941176,0.6422115088235295,0.6423820941176471,0.6421684429411764,0.6421478176470587,0.6423106176470588,0.64266543,0.6431040888235293,0.6437598676470586,0.6445316147058824,0.6455143994117647,0.6464773605882352,0.6503492052941177,0.6524518258823531,0.6544872023529412,0.6571493282352942,0.6589441294117647,0.6601420705882354,0.6610260111764706,0.6619768141176472,0.6634775947058823,0.6648774611764706,0.6660956788235295,0.6670180576470588,0.6680682458823529,0.6690703582352941,0.670090775882353,0.6735259676470589,0.6771211770588236,0.6793802417647059,0.6819528517647059,0.6845105047058824,0.6864222611764706,0.6884055641176472,0.6901258423529412,0.6917676335294117,0.6936097252941177,0.6954340635294118,0.6972302341176472,0.6988449988235295,0.7005790164705884,0.7022531400000002,0.7038958400000002,0.7055219400000001,0.7046231717647061,0.7035988064705885,0.703683947647059,0.7035471582352942,0.7034493723529412,0.703839578235294,0.7041074194117647,0.7045188117647059,0.704899194117647,0.7051650847058824,0.7053305541176471,0.7054511505882354,0.7057610800000002,0.7060805364705883,0.7064056423529412,0.7072870482352941,0.7078686188235294,0.7081947717647059,0.7086954394117646,0.7093478423529412,0.7101764570588236,0.7110663194117649,0.7119888523529413,0.7128787170588237,0.7138550364705882,0.7146024805882353,0.7151782805882353,0.7157459517647058,0.7161958670588235,0.716600208235294,0.7168194905882352,0.7168986217647058,0.7163857270588235,0.7161341682352941,0.7161376505882353,0.7159664152941176,0.71581111,0.7155651335294118,0.7152149241176471,0.7148575064705883,0.7144172594117648,0.7138525635294117,0.7135379958823529,0.7133862076470588,0.7131997641176471,0.7131032905882352,0.7130243729411764,0.7132079223529412,0.7135338735294116,0.7142253005882352,0.7149795029411765,0.7156967188235295,0.7163755364705883,0.7170822211764707,0.7177564241176471,0.7184017805882353,0.7190106911764707,0.7196162558823529,0.7203046000000001,0.7209293529411765,0.7215651735294117,0.7222063588235295,0.7228396405882354,0.7233658464705882,0.7236332288235294,0.7237782170588236,0.7234541994117647,0.7229672323529412,0.7223662517647059,0.7216896223529412,0.7208727952941176,0.7198367894117648,0.7187758305882354,0.717671551764706,0.7165815611764705,0.7154270229411764,0.7143085670588235,0.7131584111764705,0.7119965588235293,0.7102055329411764,0.7078900705882354,0.7056242529411766,0.7035103852941177,0.7015366794117648,0.6996191147058824,0.6977100088235295,0.695838961764706,0.6941049123529414,0.692596697647059,0.6911550547058825,0.689775701764706,0.6884411982352943,0.687112115882353,0.6856305129411765,0.6840978129411766,0.6827032776470588,0.6818287205882354,0.6816134570588236,0.68146789,0.6812489752941177,0.68094326,0.6806157247058824,0.6804192447058823,0.6802337823529413,0.6800174800000001,0.6797556647058824,0.6794690370588237,0.6791735135294118,0.6789229017647058,0.6786106335294119,0.6785233747058823,0.6784160511764705,0.6785693594117648,0.6787433735294118,0.6787952288235294,0.6788516741176472,0.6787836152941177,0.6785517894117646,0.6783883858823528,0.6782301917647057,0.6781043011764706,0.677975495882353,0.6781579052941177,0.6791102935294118,0.6800727582352941,0.6812439052941176,0.6828481676470587,0.6844668441176469,0.6861918535294117,0.6876794770588235,0.6892867023529412,0.6910650141176471,0.6929044205882353,0.6950765264705882,0.6976559935294118,0.7003854970588235,0.7032196558823529,0.7062499405882352,0.7094381658823529,0.7123229694117647,0.7145401064705881,0.7168224829411765,0.7189840535294119,0.724148368235294,0.7283596917647059,0.7325137117647058,0.736910394117647,0.7413175176470589,0.7454121647058823,0.7492679564705881,0.7529538329411765,0.7565036329411764,0.7599051682352941,0.7632452305882353,0.7666386317647058,0.7698279523529412,0.7729919876470588,0.7759992035294117,0.7789562652941178,0.7818110652941178,0.7813411447058825,0.7817667300000001,0.7822287711764706,0.7823524158823529,0.7824208017647057,0.7827057076470588,0.7831411841176471,0.78346911,0.7835998429411765,0.783718184117647,0.7837816488235294,0.783554415882353,0.783339554117647,0.783147154117647,0.7830311894117646,0.7831031570588235,0.783072104117647,0.7825317611764706,0.78198077,0.7815162670588236,0.7807379223529413,0.7798338776470589,0.7791179541176473,0.7783339600000002,0.7777398247058824,0.7773688747058825,0.7770582770588236,0.776783397647059,0.7765089417647059,0.7762377358823529,0.7758544641176468,0.7754285311764704,0.774655360588235,0.7739853017647057,0.7738244952941177,0.7737269282352941,0.7735501252941175,0.7737252311764706,0.7740715664705882,0.7742537870588235,0.77453964,0.7747199647058824,0.7747047652941176,0.7745148276470588,0.7742842364705882,0.7740522064705883,0.7738440552941176,0.7746233176470587,0.7753160211764706,0.7760702858823528,0.7767496152941176,0.7775639794117647,0.778247275882353,0.778975961764706,0.7796724011764706,0.7803330935294117,0.7807122699999999,0.7809351170588235,0.7809749017647059,0.7811375217647059,0.7813535805882353,0.7815362688235294,0.781687422352941,0.781752812352941,0.7809433770588233,0.7802292770588234,0.779555624117647,0.7789705558823529,0.7783008029411764,0.7777449441176469,0.7770950935294118,0.77646806,0.7758529911764704,0.7754475470588235,0.7752320470588234,0.775209582352941,0.7751963647058823,0.7752616999999999,0.7753420764705881,0.7756930988235294,0.7753266282352941,0.7753768635294117,0.7755264694117646,0.775714608235294,0.7759793294117647,0.7762265347058824,0.7764501817647059,0.7767020523529413,0.7767190582352943,0.776752881764706,0.7768338052941178,0.7769084876470589,0.7769515370588236,0.7771204841176471,0.77731547,0.7774899788235294,0.7774124947058825,0.7780479382352941,0.7782422499999999,0.7783703323529412,0.7784519523529411,0.7784117194117647,0.7783304676470588,0.7782394941176471,0.7781439705882353,0.7782554647058825,0.7783518082352942,0.77836042,0.7782231847058824,0.7779905194117648,0.7775750041176472,0.7763280047058823,0.7755377017647059,0.7747917605882354,0.7737911605882353,0.7729130076470588,0.7720050076470589,0.7711770882352942,0.7702631858823531,0.7693193147058826,0.7685021388235295,0.7678130682352942,0.7672470594117647,0.7666764782352942,0.7661133547058823,0.7654974335294118,0.7649562758823529,0.764284655882353,0.7643044576470587,0.7639045958823529,0.7634763782352941,0.7632594288235295,0.7629736523529412,0.7626382052941177,0.7622525211764706,0.7620744770588236,0.761841385882353,0.7615237317647058,0.7611490223529411,0.7606860252941176,0.7602474452941176,0.7598846570588235,0.7596774994117647,0.7595148905882353,0.7594537376470588,0.7595194023529412,0.759436175882353,0.7593671482352942,0.7595513447058824,0.7596782270588236,0.7598463741176471,0.7600850423529413,0.760232621764706,0.7604457629411766,0.760625107647059,0.7607882141176471,0.7609107494117647,0.7609933005882353,0.7609892711764706,0.7609065911764706,0.7608087417647059,0.7607972911764707,0.7607635852941176,0.7608864417647058,0.7610099929411765,0.761011731764706,0.7610342470588235,0.7610813823529411,0.7610640764705882,0.7610244094117647,0.7610174800000001,0.7609670564705883,0.7608785652941178,0.7607873064705885,0.7607274700000002,0.759270091764706,0.758440197647059,0.75793792,0.7574132270588235,0.7569148,0.7564334399999998,0.7560462988235294,0.7554954747058823,0.7550685829411764,0.7544552688235295,0.7539017629411765,0.7533495123529412,0.7527593711764706,0.7522369005882353,0.751761847647059,0.7513316417647061,0.7508483711764709,0.7517406200000003,0.7521214082352943,0.7521620294117649,0.7521790376470592,0.7521377911764707,0.7520101394117649,0.7517422594117648,0.7515909623529412,0.7512598411764706,0.7511024111764706,0.7509211447058822,0.7507690476470588,0.7506344505882354,0.7504629152941177,0.7502702800000001,0.7500925329411764,0.750241141764706,0.750448541764706,0.750549024117647,0.7506070711764705,0.7504866182352941,0.7503192129411765,0.7502742917647058,0.750345971764706,0.7504721223529411,0.7506598523529412,0.750821508235294,0.7508496764705882,0.7507717170588235,0.7507042729411766,0.7506139670588237,0.7505526376470588,0.7504516494117647,0.7499552729411764,0.7494877941176471,0.7491240382352939,0.7489279935294116,0.7489086911764705,0.748965554117647,0.7489565505882353,0.7488279388235295,0.7486684000000001,0.7484844300000001,0.7483085392857144,0.7482208015384616,0.7482373316666667,0.7482411527272727,0.7483167079999998,0.7483291644444443
pNuLoCDScore	0.054002708222222195,0.051189061163398636,0.057417839986928065,0.07028510292810453,0.0872359556339869,0.10142438386928099,0.1166216462222221,0.13200254328104566,0.1433658568104575,0.14797857171764706,0.14873023567914434,0.1497137409411764,0.15204298326696822,0.15281383294957976,0.15306913996862737,0.1518486636470588,0.15243901329411763,0.16326975152941178,0.16406364917647054,0.15728410799999998,0.14672115941176467,0.1360299370588235,0.12674281529411768,0.11461652235294112,0.10544715764705881,0.09830733176470574,0.09243471411764703,0.08764415352941174,0.0828677194117648,0.07746499000000007,0.07314942117647066,0.0681183494117647,-0.05327999267973857,-0.0685323838562092,-0.08171714362091509,-0.09301381773856214,-0.10168808809150331,-0.10627426456209155,-0.10947170867973863,-0.10851219309150331,-0.10728311897385627,-0.09455723102941181,-0.0840487942085562,-0.07444395053431375,-0.06544124981447969,-0.057997450029411826,-0.05174565739215689,-0.0459608547941177,-0.039250824058823575,-0.0200186125882353,-0.0029874575294117633,0.011789137529411756,0.024150058470588223,0.032912521764705896,0.039596877058823546,0.0408986461764706,0.04102569264705885,0.04155537558823531,0.041358289117647065,0.04177645441176468,0.041592718882352914,0.04056408747058822,0.03923109870588232,0.038092312882352944,0.03582843258823526,0.031352073470588215,0.025643588999999994,0.02113911335294119,0.016501198058823538,0.011082685352941171,0.005800975941176498,0.002203363,0.0006903788823529183,-0.0008872817058823562,-0.0026256175882353044,-0.004345252882352907,-0.006817541705882307,-0.008160917058823505,-0.007796708823529369,-0.00716349799999999,-0.003193030058823515,0.0011204202352941284,0.006513718823529413,0.010854326823529381,0.013664848000000007,0.01684330917647059,0.02102928799999998,0.024564129176470564,0.02756467152941175,0.029818409764705858,0.03330243917647059,0.035895584470588215,0.03971654976470587,0.043246853882352984,0.0451800171176471,0.04659029123529418,0.0446010771176471,0.03976338447058825,0.03585647976470588,0.03248488235294114,0.03141153529411764,0.0309898770588235,0.030157123529411772,0.029078322352941194,0.027553067058823544,0.02540948411764707,0.022980442941176488,0.020715120000000004,0.018628317058823507,0.016088517647058792,0.014187428823529358,0.012671325882352868,0.007457185882352918,0.006302807647058817,0.004476575882352951,0.002262582941176511,-0.00019730235294121434,-0.0032066676470588196,-0.00575519411764705,-0.007731419411764723,-0.010598008823529403,-0.013877700588235287,-0.016855716470588256,-0.019134295882352936,-0.021804188823529413,-0.024046757647058825,-0.02624489411764705,-0.028636394705882334,-0.027949360588235272,-0.023866369411764704,-0.020028499999999977,-0.016582339999999973,-0.013626930588235248,-0.011872227058823515,-0.010699755294117708,-0.009955439999999982,-0.00864545823529414,-0.005064591176470595,-0.00032753647058822444,0.0038182064705882257,0.007340250588235314,0.010456782352941174,0.013091334705882363,0.015708645882352962,0.019645640588235286,0.017439192352941196,0.015040727647058827,0.013381732941176477,0.010014297058823562,0.008711358823529386,0.008266648823529427,0.009031243529411731,0.010360188235294138,0.010485241176470594,0.008720228235294086,0.006759737058823545,0.004704875882352966,0.003087757058823526,0.002109404117647068,0.0014658094117646625,-8.009352941176773e-05,4.593999999996656e-05,0.0034861747058823056,0.00643452294117644,0.01081569764705878,0.01641817647058824,0.020165325882352897,0.022506415882352943,0.023328571764705847,0.023654128235294114,0.024496054705882397,0.025759911176470612,0.02744276117647057,0.029434231764705887,0.031198454117647045,0.032178025294117674,0.03511364764705882,0.03877385176470588,0.038202365294117635,0.037878627647058793,0.03802441176470586,0.035349530588235256,0.03318062176470596,0.031351508823529384,0.030656127058823507,0.030666474705882324,0.030487214117646988,0.02994273588235291,0.030980264705882332,0.031139845294117674,0.030794968823529417,0.030398539411764708,0.027865361764705887,0.022002788823529434,0.018283651176470572,0.015868045882352994,0.012880485294117672,0.010409521176470676,0.009031787647058781,0.008071224117647074,0.0071121805882352895,0.0060342729411764495,0.00480023058823531,0.003916414117647066,0.0016358335294117399,-0.0018154452941177013,-0.004290078235294148,-0.006045228823529425,-0.00783356352941178,-0.006358548235294137,-0.004865857647058797,-0.005096892941176462,-0.004891942352941159,-0.004293607647058828,-0.0048135094117646715,-0.005598741764705872,-0.006597517058823443,-0.007677822941176388,-0.008692999411764657,-0.009646134705882325,-0.011186207647058771,-0.01078164882352936,-0.010890365294117632,-0.011519644117647027,-0.011936048823529388,-0.01178218058823527,-0.011926976470588213,-0.011189693529411793,-0.011213768823529452,-0.01201965941176475,-0.012364922941176443,-0.012219327058823504,-0.012047945294117679,-0.011496040000000013,-0.010575697647058846,-0.009615089411764727,-0.008302708823529431,-0.0068929223529412,-0.005576525294117646,-0.004061329411764764,0.0006753211764705669,0.004567844117647074,0.007509401176470615,0.009138428235294177,0.010542914705882395,0.012340542352941186,0.014412384117647059,0.016155174705882402,0.018195437058823538,0.01999374294117648,0.021321422352941155,0.02234037647058823,0.023261149411764742,0.023900112941176443,0.024594693529411765,0.024901197647058837,0.021956800000000054,0.016353725882352926,0.011488054117647056,0.007754954705882333,0.005617922352941174,0.004189936470588268,0.002714336470588219,0.0010244017647058345,-0.001077805882352928,-0.003351513529411737,-0.005312369999999955,-0.006984135294117649,-0.00861598117647061,-0.010308231176470534,-0.011930375882352934,-0.013381941764705862,-0.014007129411764768,-0.012836155294117663,-0.011569842941176495,-0.010493202941176505,-0.01044543411764709,-0.010611762941176495,-0.010428828823529412,-0.009891860588235268,-0.009209861764705868,-0.008666167058823532,-0.007995866470588225,-0.007392485882352889,-0.006588189999999966,-0.005684718823529444,-0.004521599411764693,-0.0033118705882352606,-0.0027025670588234907,-0.0013878611764705506,0.0009569388235293741,0.0027808599999999406,0.004970883529411746,0.007155619999999974,0.008462527058823499,0.00914636999999996,0.009751705882352885,0.0106565529411764,0.011812735882352904,0.012769720588235223,0.013466777058823487,0.013882897058823535,0.014254414705882346,0.01451286352941178,0.016858987058823494,0.019744871176470558,0.021337265294117697,0.022394665294117683,0.023537135882352955,0.024182814117647056,0.024749581764705958,0.02568419764705887,0.026580478235294164,0.027366154117647118,0.02790983411764708,0.02849780941176469,0.029184884117647053,0.029932099411764695,0.030663597647058838,0.03136906294117639,0.029804874705882306,0.026102962941176533,0.022322011176470563,0.01940079352941179,0.017017152941176478,0.014553348235294195,0.012662008235294064,0.011115429411764688,0.00970945176470589,0.008494224117646998,0.00710459058823526,0.005660132352941216,0.004168100588235302,0.002801876470588216,0.0015021382352941037,0.0002693923529412112,0.0006179229411765186,0.0026509582352940986,0.0042985900000000465,0.005735788235294137,0.006493821176470627,0.007470725882352869,0.008497905294117647,0.009161471176470593,0.009919752941176418,0.010517595294117665,0.01120494882352946,0.011764692352941142,0.012244001764705914,0.012742210588235325,0.012967065882352913,0.013141095294117666,0.011590547058823564,0.008922972941176444,0.0071472282352940675,0.005982672352941143,0.0050427017647057815,0.003952132941176467,0.0028036805882352134,0.0015876417647058827,0.0002880958823529012,-0.0009665129411765006,-0.002358366470588291,-0.0036426252941176296,-0.004545202352941258,-0.00529420294117644,-0.005965798235294084,-0.006511248823529381,-0.006416235294117667,-0.004711258823529407,-0.003482451764705796,-0.002368921176470473,-0.0014853576470587049,-0.0005710670588234823,0.0002648670588236146,0.001168421176470591,0.002115094117647154,0.0030352258823529987,0.003995130000000013,0.005060987647058868,0.005973845882353002,0.006686394117646988,0.007440461176470514,0.008117231764705801,0.00831402823529409,0.008020151764705885,0.007741249999999977,0.007213001764705795,0.006327484705882291,0.005332552352941222,0.004254571176470601,0.003081544705882344,0.0018082235294117344,0.0003497723529411467,-0.0010981552941176642,-0.0025904858823529997,-0.004148052941176428,-0.005705947058823491,-0.007243144705882276,-0.008815539999999955,-0.011739664117647042,-0.013713980588235253,-0.015867351764705884,-0.01789175235294116,-0.0194827347058823,-0.02082031352941177,-0.021985461176470544,-0.023044418823529367,-0.02393915000000002,-0.024512660588235313,-0.0248638370588235,-0.025126018823529384,-0.02534489764705883,-0.02546392000000003,-0.025605204117647107,-0.02583039588235292,-0.02473036411764709,-0.022570707058823636,-0.020780509411764764,-0.01885727411764712,-0.017044924117647103,-0.015409603529411842,-0.013905962352941253,-0.012467720588235393,-0.010982245294117648,-0.009611075882352965,-0.00846791411764708,-0.007410046470588211,-0.006425183529411821,-0.005491614117647009,-0.0045350305882352615,-0.0035195147058824094,-0.0017758111764705486,-0.0017264299999999178,-0.0011718647058823195,-0.000842371176470541,-0.0006327676470588572,-0.0003776470588235381,-0.00015074117647059793,-1.9331176470571698e-05,6.673176470589626e-05,0.0001439017647059393,0.00026299470588236895,0.00040945352941174074,0.0007890447058823413,0.0017313447058823483,0.0026211129411765344,0.0037353900000000884,0.004507189411764756,0.004991519999999944,0.005753686470588187,0.006525851176470587,0.007508270000000095,0.008659937058823619,0.009976112941176507,0.011703860588235332,0.013722632352941216,0.015890315882352957,0.018141747058823487,0.02060094647058816,0.022997947647058814,0.02460864470588231,0.02579095823529398,0.026896412941176367,0.03076481294117639,0.03521643411764708,0.03869685882352941,0.0420752547058823,0.04556044999999992,0.048900791176470504,0.05185266705882341,0.054266247058823436,0.05619713529411763,0.05787991117647062,0.05934009352941183,0.06056482588235301,0.06173479411764715,0.06293650235294124,0.06458523764705892,0.06596965705882363,0.06420209117647063,0.05908227529411764,0.05431639764705887,0.05026907882352949,0.04607639529411772,0.041573878235294126,0.037336665882353126,0.033581152352941235,0.030137140588235245,0.026678030588235202,0.023109186470588128,0.019576423529411746,0.015890101176470495,0.012074912941176463,0.008282487058823507,0.0046855341176469945,0.002078915882352872,0.002425632941176481,0.0029023870588234524,0.0022144499999999234,0.0013928035294116792,0.0009116117647058886,0.000128519411764616,-0.0010383147058823372,-0.0021924264705882046,-0.0033141570588234304,-0.004005282352941009,-0.004445769411764666,-0.004783434705882272,-0.004762932352941229,-0.004768082941176532,-0.004799981764705863,-0.005922426470588216,-0.007620275882352978,-0.008986087058823478,-0.009630063529411759,-0.009677328235294158,-0.00964240058823529,-0.009290347647058828,-0.00838802823529411,-0.00745908352941177,-0.006592067058823536,-0.005796308235294145,-0.005350085882352862,-0.00516387941176466,-0.005199703529411626,-0.005261983529411651,-0.005321027647058774,-0.004977038823529345,-0.0032002441176469665,-0.0015096629411764373,0.00014140000000012476,0.001218241764705974,0.002327608823529448,0.003354186470588272,0.004046830588235295,0.004511231176470676,0.0050944088235293505,0.005228918235294033,0.005290298235293978,0.0053581729411763535,0.0057734829411763555,0.006285234117647032,0.006751573529411636,0.0069196394117646,0.006236366470588117,0.005114601176470501,0.0037955082352940095,0.002496621764705831,0.0010989629411764512,-0.00027417882352942513,-0.0016067111764705433,-0.003030511764705923,-0.004402084117647087,-0.005447082941176462,-0.006082330000000025,-0.006292854705882367,-0.0064386676470589155,-0.006644029411764785,-0.006715654117647019,-0.006759361764705818,-0.006269872941176369,-0.005892549411764592,-0.005158201764705828,-0.004307098235294016,-0.0034740688235293526,-0.002465031764705916,-0.0015821758823529875,-0.0006026770588234975,0.00039384058823532797,0.0011160900000000695,0.0016222552941176915,0.001967993529411738,0.0020822770588235784,0.002153120588235302,0.0022725617647058605,0.0024245247058822805,0.00237159941176468,0.0026314688235293815,0.003067328235294098,0.0030749764705881866,0.0029895117647058544,0.002775267647058932,0.0024531829411765793,0.0021100976470588284,0.0017137417647059006,0.0015751576470587336,0.0016494976470587952,0.001648364117647072,0.001550745882352933,0.0013155852941176827,0.0008292323529412449,-0.0004842517647057898,-0.0019957023529411644,-0.0030187088235293924,-0.004463281176470546,-0.005775701176470582,-0.006923565294117695,-0.008054249411764802,-0.008972393529411815,-0.009931893529411817,-0.010909379999999913,-0.011747773529411643,-0.012684565294117656,-0.013477321176470547,-0.01416690882352939,-0.014659777647058836,-0.015086902941176483,-0.014620070588235279,-0.01350127764705883,-0.012640891764705897,-0.012108158235294209,-0.011416370000000065,-0.01067671411764709,-0.009952872352941178,-0.009370780000000134,-0.008751190588235314,-0.007882202352941292,-0.007214081176470766,-0.0067594400000000054,-0.006486638823529456,-0.006300463529411771,-0.006113089999999988,-0.005800106470588207,-0.005744030588235305,-0.005951609411764702,-0.006023312941176473,-0.005682208235294084,-0.005410933529411688,-0.005273443529411781,-0.004817914117647093,-0.0043620858823529285,-0.003803203529411714,-0.0033879888235294198,-0.00299611999999988,-0.002440740588235235,-0.00186631823529404,-0.0012158752941175965,-0.0006295794117647247,-0.00016121941176472365,0.00038058823529407704,0.000989463529411705,0.0012533617647058626,0.0013877994117647563,0.0015999452941176107,0.001907260588235371,0.0019380141176471577,0.0019057047058824717,0.001829913529411753,0.0017005011764706368,0.0015982817647059444,0.0013830835294117438,0.0012371317647058566,0.0010550605882352904,0.0008721888235294073,0.0007236976470588186,0.0013601964705882708,0.0007139211764706221,0.0003217276470588448,2.332411764699449e-05,-0.0003324247058823504,-0.0008333200000000263,-0.00134020941176477,-0.0016601288235295053,-0.002167955294117674,-0.0025875117647058965,-0.0031377829411765035,-0.0036098182352941044,-0.0041200152941176515,-0.0046250329411764435,-0.005020164705882291,-0.005368122941176501,-0.006371882352941116,-0.007070345294117597,-0.0068625247058823335,-0.006742628235294146,-0.00665833529411769,-0.006507540588235383,-0.006355535882352992,-0.006333019411764673,-0.006252728823529452,-0.006155019411764717,-0.006027517647058833,-0.005767098235294088,-0.00551635941176476,-0.005184269411764808,-0.004898975294117702,-0.004692614705882336,-0.004222595294117726,-0.003218913529411782,-0.0030212794117647768,-0.002770052941176493,-0.0024854405882352437,-0.002284059999999921,-0.002233312352941108,-0.0021681570588236165,-0.001866835882352924,-0.0015780105882353679,-0.001066648235294232,-0.0006745523529411712,-0.00029342411764698983,-8.365941176458058e-05,-1.4841176469992945e-06,0.00012841117647061084,-6.630176470584503e-05,-0.00036399294117650527,-0.0006900299999999526,-0.0013582752941175835,-0.001909518235294172,-0.002328115882352988,-0.0024172970588235976,-0.002296169411764637,-0.0022130982352940864,-0.0022988764705881293,-0.0025461383823527917,-0.0028921518823529224,-0.003238626386554533,-0.003443146470588243,-0.0034473231372549318,-0.0033505390909090993,-0.0032489945882353544,-0.002776474248366023,-0.0025335448366013424,-0.0020270330718954455,-0.00153988954248363,-0.0011462030718953908,-0.0009169483660130262,-0.0008501042483660126,-0.0008633207189542857,-0.0008201601307190054
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
