UniprotID	Q9UBB6-2
pNuLoCScore	0.3678737133333334,0.36468254200000005,0.36132402454545454,0.35767929416666666,0.3561166638461538,0.35511242928571424,0.35339377133333333,0.351671198125,0.3504292647058823,0.34349892352941175,0.33904512058823527,0.3398179735294117,0.325822464117647,0.32938348058823536,0.32912374529411764,0.3258599770588236,0.32316941647058833,0.32168942235294123,0.31912839882352945,0.3175701441176471,0.3166242405882353,0.3140796964705882,0.31091209,0.30926345,0.31481329117647056,0.32078516000000007,0.3262929682352942,0.33110779294117654,0.3339155129411765,0.33544742411764705,0.33721140764705876,0.3370286123529411,0.3350080629411764,0.33237463823529406,0.32885827529411754,0.3245651894117647,0.31954820941176465,0.313799694117647,0.30781105941176473,0.301972255882353,0.2951822029411765,0.2817152894117647,0.2669850252941176,0.25318110352941176,0.2404980794117647,0.22851763764705882,0.21805892529411763,0.20814069117647055,0.20013508705882352,0.19505678882352942,0.1902872211764706,0.18648573705882354,0.18396711,0.18157433411764706,0.1797006576470588,0.17835501117647057,0.17474315294117646,0.1712236588235294,0.16561055470588237,0.16052643411764705,0.15608774,0.15241742176470585,0.14940772647058825,0.14636322529411766,0.14378677823529415,0.14153518647058827,0.1388094870588235,0.13679104764705882,0.1353396194117647,0.13359181352941177,0.13224553588235294,0.13136881,0.1304526823529412,0.13217852058823532,0.13428913705882353,0.1383203094117647,0.1424313282352941,0.14560413823529414,0.1481676111764706,0.1507106788235294,0.15322448941176467,0.15550224117647057,0.15779488235294115,0.15982709176470586,0.16118371235294116,0.16210863352941177,0.16254467823529414,0.16215981882352942,0.15471202835294118,0.14731569829411767,0.13985856241176473,0.13228197141176473,0.12468919341176472,0.1171401134117647,0.10951166752941176,0.10189222988235291,0.09419999694117646,0.08660874811764706,0.0790103465882353,0.07137504070588237,0.0639956765882353,0.05681823482352941,0.04990514588235294,0.04322502294117645,0.03703577705882353,0.03764624552941177,0.03839355311764707,0.03901610252941177,0.03947166435294117,0.03980532805882352,0.04005406688235295,0.04024781411764706,0.04041326729411764,0.040567014941176475,0.040688737882352936,0.04078519158823529,0.04086482688235294,0.040935364529411766,0.04100512617647059,0.04106728805882353,0.0413659841764706,0.04157026264705882,0.04175952276470589,0.041914584882352945,0.04208370194117647,0.04223467994117647,0.04236071970588235,0.042511975588235294,0.042704321882352944,0.04291355829411765,0.04308853770588235,0.04326666964705883,0.04340225529411765,0.04351605147058824,0.043619811647058825,0.04370867235294118,0.043785927058823525,0.04361994782352941,0.04355256188235295,0.04349249394117647,0.04347462529411764,0.043452320411764715,0.04344466023529412,0.04346376182352942,0.043452042705882356,0.04340597517647059,0.043340032647058824,0.043301481058823525,0.043248786,0.043213494823529416,0.04318323470588235,0.04315479123529412,0.04309796005882354,0.04310005741176471,0.04308809247058824,0.04307049347058824,0.04297218505882353,0.04289531805882354,0.04282576664705884,0.04271758488235295,0.04260017152941177,0.042485318294117655,0.042385548,0.04229848652941176,0.04219989323529411,0.042119412058823524,0.04206240217647059,0.042034676705882346,0.04201929258823529,0.042045143764705875,0.04201173170588235,0.04200231199999999,0.04200511747058824,0.042077741,0.04211724682352941,0.04213715629411765,0.04217118305882352,0.04219356682352941,0.04219903588235294,0.042155066529411755,0.04206968635294117,0.042018360176470586,0.04196101211764706,0.04191268611764705,0.041782556352941175,0.04134894658823529,0.04094565764705883,0.040684971588235294,0.04050279741176471,0.04038639105882352,0.040341074764705886,0.040337015058823526,0.04036291247058824,0.040404600882352947,0.040457966117647064,0.040539367882352954,0.04066073505882353,0.040822560235294125,0.04098002847058824,0.0411285425882353,0.04126834829411765,0.041480185411764715,0.041997883529411764,0.042482586941176466,0.04283509164705882,0.04310317976470588,0.043302927411764704,0.0434501044117647,0.04357050205882353,0.043677903,0.04379535488235294,0.04390806611764706,0.044007050000000006,0.044103380000000005,0.044192854705882356,0.04425994305882354,0.044461998764705885,0.04472868070588236,0.04502400794117649,0.04532845970588236,0.045657820294117656,0.04601797964705884,0.04642640317647059,0.04696127347058823,0.04770007805882353,0.048535029588235294,0.04944539829411765,0.05040665576470588,0.05145597005882352,0.05262199264705882,0.05383745029411765,0.05503531288235294,0.056222545,0.057331880764705884,0.058429626117647064,0.059517112411764724,0.060638038235294116,0.061759152,0.06280963517647059,0.06380360664705882,0.06464067017647059,0.0653090284117647,0.06587176876470588,0.06634071500000001,0.06676676917647059,0.06714574564705883,0.06740214070588235,0.06758612070588235,0.06811976752941176,0.06877041341176471,0.06908989170588233,0.06952978970588235,0.06999645352941178,0.07045073147058824,0.07093799617647058,0.07148471323529412,0.07204666970588235,0.07259490323529412,0.0730201455882353,0.07338524123529412,0.07373185329411766,0.07408538947058825,0.074399853,0.07472666570588238,0.07510068982352942,0.07515921335294119,0.07508541688235294,0.075273933,0.07530962123529411,0.075317623,0.07527815652941176,0.07512037064705882,0.07493388770588236,0.07474970123529412,0.07460400535294119,0.07455836417647059,0.07459030735294117,0.07466591,0.07473826088235294,0.07480413794117646,0.07472507699999997,0.07468744347058821,0.0746275258235294,0.07451566699999998,0.07422901935294116,0.07381439758823527,0.07344266229411764,0.07316560641176469,0.07297249288235293,0.07274387817647059,0.07242501547058823,0.07220321105882352,0.07202151811764705,0.07185951552941176,0.07169870729411765,0.07154183582352941,0.07141768852941176,0.07148162523529411,0.0715199064117647,0.07158898052941176,0.07177820170588235,0.07217727794117647,0.07269929264705882,0.07316896441176471,0.07353381705882354,0.07390115029411765,0.07434129794117648,0.07488487711764705,0.07534787741176471,0.07575901129411765,0.07613157388235293,0.07646278094117646,0.07595330005882353,0.07572407382352941,0.07539659976470588,0.07497379823529414,0.07474269647058825,0.07461378117647059,0.07457622317647057,0.07454004823529413,0.07456044647058824,0.07466924617647058,0.07470482470588236,0.0746591811764706,0.0746134705882353,0.0745343394117647,0.07451584552941176,0.07453557647058823,0.0746167255882353,0.07553090088235294,0.07614278088235296,0.07679230670588236,0.07752812588235294,0.07808746200000001,0.07853923964705883,0.07886604964705883,0.07916354870588237,0.07940208929411766,0.07956871988235294,0.07981170047058823,0.0801185445882353,0.0804246225882353,0.08074049141176472,0.08096611964705883,0.08196393670588235,0.08277301111764707,0.08327415611764706,0.08363766494117647,0.08398312764705883,0.08425735764705883,0.08431734564705883,0.08436369917647057,0.0843163585882353,0.08423226123529412,0.08404683476470588,0.08397415476470589,0.08396019947058825,0.0839219924117647,0.0839505755882353,0.08400264852941176,0.08404003500000001,0.08328347117647061,0.08264565147058825,0.08232814970588236,0.08218224676470587,0.08205798735294116,0.0819614055882353,0.08201501676470588,0.08204048764705882,0.08217236705882354,0.08230496970588236,0.08252393911764708,0.0826046955882353,0.08254701235294117,0.08247244529411764,0.08231157176470587,0.08086601352941176,0.07958262164705882,0.07828800176470588,0.07722753476470588,0.07632150035294116,0.07548235211764705,0.07473959152941176,0.07408033858823529,0.07347794682352941,0.0729182135882353,0.07233494770588235,0.07184408182352942,0.07137698770588236,0.07088170741176471,0.07045995329411762,0.07007996329411764,0.06973057858823528,0.07066970070588235,0.07154235105882353,0.07244756829411765,0.07320407205882354,0.07381932882352941,0.0743415394117647,0.07480687376470589,0.07521381670588236,0.07561851458823529,0.07602409870588234,0.07644007752941175,0.07685245611764704,0.07727667905882353,0.0777769575882353,0.07828219141176473,0.08016660111764706,0.08189126994117647,0.0835003795882353,0.0850857632352941,0.086567665,0.08799709711764706,0.0894564735882353,0.09115033276470588,0.09302320194117647,0.09502489782352941,0.09704178170588236,0.09903721347058825,0.10101873288235294,0.10290805111764707,0.10475924052941178,0.10665083876470588,0.10857111111764706,0.10913268847058824,0.10988784200000001,0.11077680200000001,0.11168264929411764,0.11269064929411764,0.11357717129411764,0.11441566858823528,0.11488616588235293,0.11515549205882353,0.11525344794117647,0.11527865117647058,0.11532713905882354,0.11539197494117645,0.11547250605882353,0.11547438782352941,0.11506122923529412,0.11437284041176471,0.1126777604117647,0.11036093276470586,0.10825225717647056,0.10628739776470586,0.10444244305882351,0.10279660658823528,0.10134619576470585,0.10022066841176469,0.09920475047058823,0.09832384164705883,0.09752298076470589,0.09678307017647059,0.09606399370588237,0.09538486223529412,0.09475876282352942,0.09448592376470588,0.09450710317647058,0.09552817670588234,0.0971484114117647,0.09856679205882352,0.09983421088235292,0.10095039029411762,0.10199230558823529,0.1027868420588235,0.10335875588235292,0.10379981023529411,0.10416521464705882,0.10449826817647058,0.10482855676470587,0.10525734676470588,0.10661253088235295,0.10812977970588233,0.10991732264705882,0.11168778147058823,0.11366076970588236,0.1157927485294118,0.11793997229411766,0.12011319347058827,0.12239057935294119,0.12471169464705882,0.12711906876470588,0.12957036464705884,0.13204431323529414,0.13447717411764706,0.1369232817647059,0.13933465294117647,0.1416419894117647,0.1430523682352941,0.14431100764705884,0.1453031617647059,0.14622922882352946,0.14693366647058825,0.14745577705882357,0.1478550123529412,0.1479577529411765,0.14786438058823528,0.14770059235294117,0.14733402823529412,0.14693775588235294,0.14657878,0.14622354411764707,0.14583536941176473,0.14489517705882354,0.14399408764705887,0.14267292882352947,0.14146296764705885,0.1402919811764706,0.1391210223529412,0.13779048529411766,0.13637199058823526,0.1350090082352941,0.13393143352941175,0.1329763288235294,0.13195635470588235,0.13092479294117645,0.12989298147058823,0.12885251970588232,0.1278043214705882,0.12666874676470588,0.12608290970588235,0.12548381852941176,0.12526742911764707,0.12490147205882357,0.12446836941176471,0.1240392468235294,0.12373390505882353,0.12352294123529414,0.12334131829411765,0.12311182182352942,0.12286046182352942,0.1227364085882353,0.12283850094117647,0.12304937652941177,0.1232456147647059,0.12390228535294116,0.12440237711764705,0.12470412711764706,0.12488262947058822,0.12499984652941176,0.1250586541764706,0.1252153135882353,0.1254771338235294,0.1257582544117647,0.12605385764705884,0.1263426482352941,0.12661417235294117,0.12684463941176471,0.12697559852941176,0.12689327205882353,0.12657701794117648,0.12629062029411767,0.12555685029411762,0.1250278032352941,0.12465609441176469,0.12437566441176472,0.12417206617647059,0.12410946352941178,0.1239879494117647,0.12376704352941174,0.12357846670588234,0.12336772905882351,0.1231429178823529,0.12294618229411762,0.12279166794117644,0.12271709264705878,0.12279376558823529,0.12353783088235293,0.12404810323529412,0.12434784323529413,0.12461668970588237,0.1248016367647059,0.12490758617647059,0.12490274500000001,0.12478515823529411,0.12453876852941174,0.123916455,0.12316470947058823,0.12243969417647058,0.12171952323529413,0.12100448970588236,0.12030611523529412,0.119636297,0.1189657367647059,0.11777180794117648,0.11677411588235297,0.11600582176470589,0.11531051470588236,0.11471289235294119,0.11421605094117648,0.11383036564705884,0.11354128623529411,0.11336418447058821,0.11356070976470589,0.11385376776470588,0.11410708505882353,0.11437394482352939,0.11463951452941175,0.11488879276470587,0.11454356629411763,0.11472806770588234,0.11506155829411763,0.11534630235294116,0.11532249552941176,0.1151529070588235,0.1150028294117647,0.11487813317647057,0.11486289317647058,0.1149145914117647,0.11509175529411764,0.11521721882352942,0.11531617435294118,0.11545461970588236,0.11559533123529413,0.11575385205882353,0.11596981911764705,0.11677859888235294,0.11707140241176472,0.11722486476470587,0.11737357511764707,0.11775190782352943,0.11818366688235293,0.1185092298235294,0.11874089570588235,0.11875186688235294,0.11870371452941177,0.11856812241176469,0.11850317041176472,0.118485911,0.11851274129411768,0.11859503858823528,0.12098660952941176,0.12299709776470588,0.12496682388235293,0.1269682862352941,0.12894664623529412,0.13074632094117647,0.1326097374117647,0.13461544800000003,0.13675023741176473,0.13897581152941174,0.14130168623529413,0.14371040799999998,0.14618105917647056,0.1487490594117647,0.15133116000000002,0.15389354529411767,0.15643254705882353,0.15669047764705885,0.15733157411764706,0.15803282529411766,0.15875264411764708,0.15953433176470588,0.16056009294117646,0.1616263694117647,0.1626916,0.16374995470588233,0.16481241647058825,0.1658988923529412,0.16690634588235298,0.16781038,0.16863165058823534,0.16942367529411767,0.17112079117647058,0.17267825823529415,0.17410071588235293,0.17552706176470587,0.17691367,0.17824229117647059,0.17949676294117647,0.18071919529411765,0.18186329588235292,0.18293387941176467,0.1839159464705882,0.1847710458823529,0.1855895394117647,0.18641154529411766,0.187247975882353,0.18803035705882354,0.1888123047058824,0.18861594529411765,0.18853368764705886,0.1885276964705882,0.18840888235294115,0.18827641764705882,0.1881604952941176,0.18807797705882356,0.18800441294117648,0.18797707058823532,0.18798321411764707,0.1880042135294118,0.1881075423529412,0.18820534764705882,0.18828276176470587,0.1883491470588235,0.18864238176470585,0.1887930170588235,0.18913232705882355,0.18925154411764708,0.18931394705882354,0.18944263882352946,0.18966710529411768,0.18996666588235295,0.19005628062500002,0.19015206599999998,0.19024290285714285,0.19032647692307694,0.19044838166666667,0.19058719090909093,0.19077146,0.19098172555555556
pNuLoCDScore	-0.017444448627451092,-0.02437478980392166,-0.028828592745098136,-0.02805573980392173,-0.042051249215686426,-0.03849023274509805,-0.038749968039215765,-0.04201373627450983,-0.044704296862745074,-0.04299311964705882,-0.04219562572192509,-0.04010915004901955,-0.03949242325791852,-0.04103273281512604,-0.042481681333333354,-0.04240774812499998,-0.03561597352941176,-0.02271376352941168,-0.012752152352941082,-0.008710180588235139,0.008093048823529514,0.006063943529411697,0.008087662352941116,0.011168635294117546,0.011838646470588077,0.010685215882352828,0.009729876470588095,0.006995045294117597,0.002923968823529355,-0.0002800023529411777,-0.003101030588235243,-0.007291194117647004,-0.01963108823529408,-0.039069870588235356,-0.059307942941176583,-0.07792668941176478,-0.09341743352941179,-0.10692978647058823,-0.11915248235294112,-0.12888792117647058,-0.1348729758823529,-0.13731784941176464,-0.13857105411764695,-0.13807945235294117,-0.13558109941176466,-0.13222535999999996,-0.12811040176470592,-0.12361724470588242,-0.12043905000000002,-0.1104916305882353,-0.10137447058823523,-0.0926546694117647,-0.0844103394117647,-0.07610021588235297,-0.06865119882352938,-0.06177746588235289,-0.05634830882352937,-0.05352160235294115,-0.051477734117647084,-0.04969468941176472,-0.04862749058823529,-0.047982520588235295,-0.04745512176470587,-0.046986201176470566,-0.044290470588235265,-0.0390451382352941,-0.03132141764705884,-0.022206124705882346,-0.01365641176470589,-0.006813283529411712,-0.0012401152941176607,0.004347453529411738,0.00943771117647052,0.013967054705882304,0.018985395294117635,0.023036044117647037,0.025844092941176455,0.02851682,0.030299142352941205,0.03079100882352942,0.024259345999999987,0.015137177705882354,0.005569425352941193,-0.0060383379999999764,-0.01774213482352939,-0.028464024823529444,-0.038655943647058835,-0.048818448941176484,-0.059024492470588205,-0.06889349305882352,-0.07878453576470584,-0.08845205105882349,-0.09718803576470586,-0.10529039870588236,-0.1126395323529412,-0.11893479588235298,-0.11767625129411766,-0.1096694527647059,-0.10146500929411766,-0.09326586888235297,-0.08521752905882354,-0.07733478535294117,-0.0694576006470588,-0.061644415764705855,-0.05378672964705882,-0.04604173317647058,-0.038321608705882367,-0.030589849117647075,-0.023130849705882355,-0.01588287029411764,-0.008900019705882348,-0.0021577348823529213,0.004330207117647068,0.003924017117647047,0.0033659696470588196,0.002898482352941177,0.0026120375882352984,0.002429351882352944,0.0023066528235294037,0.0022641614705882357,0.0022910545882353014,0.002346543352941176,0.0023997998235294124,0.0024814780588235386,0.002537428411764707,0.0025806869411764757,0.0026146854705882336,0.0026413842941176505,0.002419942882352928,0.0020496851764705906,0.001793039117647062,0.0015779090588235248,0.0013909233529411716,0.001217640470588248,0.0010839405294117699,0.0009517862352941275,0.0007477208235294117,0.0004924168823529362,0.000251494941176475,3.481141176469443e-05,-0.0001534692941176502,-0.0003025566470588256,-0.0004365769411764711,-0.0005538811176470579,-0.0006879669999999838,-0.0005198904117647007,-0.00046446941176470774,-0.00042200047058822687,-0.0005024402352941104,-0.0005570023529411772,-0.0006188935882352822,-0.0007461769411764713,-0.0008518711764705852,-0.0009206568823529326,-0.0009544846470588217,-0.0010029945294117645,-0.0010488927647058846,-0.001094082764705892,-0.0011208325294117666,-0.0011201145294117767,-0.0010786674705882543,-0.0010549136470588347,-0.0010763607647058943,-0.0010681814705882503,-0.0009670675882352958,-0.0008175770588235362,-0.0007085198235294299,-0.0005804285882353016,-0.00042898847058824713,-0.0002917514705882418,-0.0001865121176470655,-0.0001434200000000052,-0.00013020688235294148,-0.00010105188235293855,-0.0001013900588235292,-0.00012199058823529618,-0.00023673623529411186,-0.0006961971764705838,-0.0010660740588235226,-0.001317340411764699,-0.0015023200588235239,-0.0016913499411764787,-0.001776172058823522,-0.0018001412352941226,-0.0018082705882352806,-0.0017889659411764666,-0.0017410697647058729,-0.0016156986470588011,-0.0014089512941176385,-0.0011957999411764605,-0.000980983647058821,-0.0007841435294117516,-0.0005142080588235245,0.000131238823529424,0.0010522258823529376,0.0017976153529411718,0.0023322942352941092,0.0027167887058823573,0.002961852647058817,0.0031130893529411757,0.0032075895882352906,0.0032733021176470506,0.0033373887647058786,0.003368698235294107,0.003346314941176473,0.0032808197647058793,0.0032128262352941195,0.0031314004705882414,0.0031936504705882343,0.003248495294117644,0.0030261244117647246,0.002845872764705895,0.0028227286470588336,0.0029147998823529572,0.0031234757647058894,0.003511169058823531,0.004129575999999996,0.004857126588235297,0.005650043411764706,0.006498589647058815,0.007448920058823513,0.008518612647058818,0.009644595588235293,0.010775369823529397,0.011760546235294114,0.012603200058823524,0.013405618176470575,0.014188652705882362,0.01498021794117646,0.01574117235294116,0.016383231999999998,0.01684233317647059,0.016940592117647056,0.016773998823529403,0.01642637047058823,0.015934059235294132,0.015310799117647073,0.014523753000000007,0.013564690411764703,0.012550807823529415,0.011897222529411763,0.011438532647058824,0.010660265588235261,0.010012677294117624,0.009358415294117663,0.00869157947058824,0.008128360999999987,0.007681106588235301,0.007405999529411761,0.007285874823529423,0.007148376823529423,0.007044526235294113,0.006965084117647069,0.0069396438235294206,0.00699771229411765,0.007140545000000026,0.006980922294117661,0.0063887999411764845,0.0059955251764706174,0.005744143294117654,0.005313167705882332,0.004866891529411763,0.004340160352941186,0.0036356574117646923,0.002887218000000011,0.0021547979999999994,0.0015838597647058889,0.0011731229411764688,0.0008584540588235101,0.0005805205294117516,0.0003384078823529396,7.747223529408487e-05,-0.00037561282352945036,-0.00047176988235297923,-0.0004578910588235452,-0.0007582660000000213,-0.001080601882352955,-0.0015032254117647303,-0.0018354942352941245,-0.001954764235294129,-0.0019613948235294304,-0.002005823058823533,-0.0021789898823529608,-0.0023551531176470714,-0.0025687892352941194,-0.0028063944705882388,-0.003039553588235294,-0.0032623021176470535,-0.0033073884705882156,-0.003205818235294103,-0.0031076194117646977,-0.002926686470588219,-0.0024508176470588033,-0.0016371196470588018,-0.0007433696470588169,3.3580000000227317e-06,0.0005613241764706178,0.0011572721176470596,0.0019162824705882542,0.0026816660588235286,0.0033263592941176617,0.0038994957647058848,0.0044328665882352875,0.004920945117647055,0.004535611529411773,0.004242448588235304,0.003876693352941177,0.0033848177058823786,0.002964494764705894,0.002436503235294124,0.0018769305294117494,0.0013710838235294204,0.001026629411764693,0.0007680958823529371,0.000363526764705871,-0.0002256959411764542,-0.0007344068235294182,-0.0012246718823529512,-0.0016157283529411731,-0.0019272044705882369,-0.0013365744705882282,-0.00019317294117647543,0.0007461811176470851,0.0018185084705882176,0.0027854294117646977,0.003473680823529418,0.0039630164705882626,0.004326001411764702,0.004603102235294129,0.004732843117647073,0.004863895176470581,0.005152519294117641,0.005505073999999999,0.005890283176470598,0.0062246458823529555,0.006430543176470599,0.007347211117647051,0.0072421102352941275,0.007131375235294099,0.006845358235294113,0.006455001764705884,0.006169895647058818,0.005778105999999991,0.005497649529411744,0.005152809882352935,0.004830171941176464,0.004478114882352946,0.004162454294117657,0.0038416548823529545,0.0034973698235294115,0.003210084176470576,0.0030365288823529374,0.0020760982941176592,0.0005104600588235475,-0.0006285046470588113,-0.0013095152352941147,-0.0018008808823529593,-0.002199370294117667,-0.00235594005882353,-0.0023486824117646965,-0.0022758709411764833,-0.002059894176470581,-0.0017418650588235246,-0.001450215647058814,-0.0013555038823529486,-0.0013749800588235411,-0.001478130294117655,-0.0016910767647058955,-0.003174021470588248,-0.0037008495294117982,-0.0043576497058823715,-0.005100614941176473,-0.005860746411764706,-0.006575635235294114,-0.007221814058823536,-0.007934678176470589,-0.008562540823529405,-0.009254153470588236,-0.009970022000000009,-0.010679857294117662,-0.011227707882352944,-0.011665304941176458,-0.012012492000000013,-0.012231608470588226,-0.011135434941176484,-0.008912920941176461,-0.0067456507058823445,-0.004779966470588232,-0.0031174282941176246,-0.0016630232941176326,-0.0003980521176470547,0.0007265351764706024,0.0017358698823529417,0.0027003009999999883,0.0036891509999999877,0.00459599570588233,0.005475468411764689,0.0063949716470588225,0.007317004294117677,0.008202228117647092,0.010436022529411781,0.011221569235294118,0.01195802852941176,0.012638194941176448,0.013363592941176464,0.01417776829411764,0.015114934176470599,0.01634345899999999,0.017809385235294115,0.019406383235294117,0.021017683000000023,0.022597135941176502,0.024166276764705896,0.025631372058823543,0.02698228294117648,0.028368647352941145,0.028404509999999994,0.027241418529411768,0.02638746241176472,0.02569103876470591,0.02511498429411764,0.024693552176470582,0.024120697705882335,0.023265335823529396,0.021862963941176455,0.02013059423529412,0.018211666235294105,0.016241437705882336,0.014308406176470598,0.012483923823529378,0.01071326552941175,0.00882354905882353,0.006490118117647062,0.0052401519411764685,0.0027899184117646803,-0.00041586923529414455,-0.003430392117647077,-0.006403251529411777,-0.009134728235294126,-0.011619062,-0.013539970117647071,-0.014934823647058837,-0.016048697470588236,-0.016954809529411752,-0.017804158294117647,-0.018608904764705864,-0.019408512352941165,-0.02008952558823529,-0.020302466411764697,-0.019886916647058828,-0.01817065723529411,-0.014832756058823518,-0.01110384576470587,-0.007720605705882344,-0.004608232176470592,-0.0018462162941176585,0.000646109823529431,0.0025661736470588142,0.004154005411764694,0.005475968588235278,0.006642233882352924,0.0077151979999999926,0.008764563058823505,0.009872484529411765,0.01185376805882353,0.013643855941176453,0.015410219470588238,0.01615960476470589,0.016512358294117666,0.017225956470588277,0.018105761411764745,0.01916280317647065,0.020398273764705904,0.021924852588235316,0.02376031288235296,0.025770554411764734,0.027879098588235326,0.029978905941176484,0.03209472500000002,0.03407730617647059,0.03502945852941175,0.03492258852941177,0.03439368500000002,0.03361538029411766,0.032568459117647094,0.03114091794117646,0.029515804764705902,0.027741818882352942,0.025567173588235306,0.023152685941176462,0.020581523588235284,0.01776366358823528,0.014893442647058802,0.012101605882352928,0.00930026235294118,0.0065007164705882525,0.0032531876470588417,0.0009417194117647687,-0.0016380788235293708,-0.00384019411764705,-0.0059372476470588575,-0.007812644117647066,-0.009665291764705902,-0.011483021764705947,-0.012948744705882392,-0.01393294705882353,-0.01472426352941178,-0.015377673529411773,-0.01601296294117649,-0.016685798529411766,-0.017371024411764746,-0.01803104794117652,-0.018226430294117663,-0.017911177941176526,-0.01718911029411771,-0.016195538529411774,-0.015390509117647028,-0.014652652941176472,-0.013751238470588262,-0.01263808552941173,-0.011486066999999961,-0.0105901152352941,-0.009864506999999967,-0.009095892882352935,-0.008188384352941155,-0.007054480529411752,-0.005803143176470557,-0.004558706705882307,-0.0027664614117647174,-0.0016805325882352923,-0.0007796914117647047,-0.00038479964705885605,9.837447058819171e-05,0.0005902847647058923,0.0011760667647058853,0.0017432287647058675,0.002235313176470549,0.00271253935294119,0.00323082641176467,0.003753710529411758,0.004108230823529416,0.004137097588235286,0.0038438955294117644,0.003331403176470585,0.0023883349411765037,0.0011544731764705635,0.00032367611764705373,-0.0002265350588235293,-0.0006241821176470458,-0.0008865880000000215,-0.001105850058823507,-0.0014891844117646963,-0.001991210882352948,-0.0024753909411765057,-0.0029749191764705807,-0.0034712544705882697,-0.0038984571176470945,-0.004183930588235324,-0.004176179411764749,-0.003783252352941191,-0.002752789411764739,-0.0015087470588234925,-0.0006799599999999795,-3.94047058823177e-05,0.00042597235294118685,0.0007355200000000034,0.000793281470588228,0.000797208823529405,0.0007717250000000009,0.0003379882941176582,-0.00020301958823527866,-0.0007032237058823276,-0.0012266590588234927,-0.0017871782352940763,-0.0024109774117646587,-0.0031574685882352904,-0.00457209411764703,-0.006276295294117648,-0.007573727352941165,-0.008610867941176478,-0.009491122058823548,-0.010194693823529402,-0.010686694058823526,-0.010954792588235271,-0.010997482294117636,-0.01055227052941178,-0.00960399970588234,-0.0085859264117647,-0.007612438176470601,-0.006630544882352971,-0.005666600705882374,-0.004747504235294131,-0.004422170470588266,-0.0030437402352941345,-0.0017125575882353389,-0.0006595194117647307,1.1980823529406104e-05,0.0004400147058823134,0.000786778470588223,0.0010477675294117278,0.001321606941176473,0.0015504069411764881,0.0015310455294117453,0.001363451058823545,0.0012090892941176573,0.0010806748823529722,0.0009558167058823785,0.0008650592941176621,0.0014262528235294142,0.0020505311764705964,0.002009844117647097,0.001878562411764706,0.002051079588235305,0.0025990007647059277,0.003180837470588227,0.0036310966470588374,0.00387800252941177,0.003837275470588236,0.0036119592352941293,0.0033509035882352683,0.0031869960588235408,0.0030312912941176384,0.0029174100588235524,0.002841186529411746,0.005016790411764713,0.006218498882352944,0.007895421470588207,0.009743421470588237,0.011573071117647049,0.012994413117647041,0.014426070529411777,0.01610621817647062,0.01800934170588238,0.020223944647058803,0.02259797170588236,0.025142285588235294,0.027677888764705838,0.030263148411764695,0.03281841870588234,0.03529850670588239,0.035445937529411775,0.033693379882352964,0.03236475023529413,0.03106453905882356,0.02980599788235297,0.028788010823529414,0.027950355529411747,0.02701092141176467,0.02594136258823526,0.024774143176470587,0.023510730235294125,0.022188484352941212,0.020725286705882418,0.019061320588235314,0.017300490588235323,0.015530130000000003,0.014688244117647048,0.0159877805882353,0.01676914176470587,0.017494236470588204,0.01816102588235291,0.018707959411764702,0.018936670000000017,0.01909282588235295,0.01917169588235293,0.019183924705882344,0.019103529999999952,0.01887215352941171,0.018683193529411724,0.01860116529411765,0.018616325294117664,0.018606681764705868,0.017691513529411812,0.015937687058823508,0.014432971764705926,0.013000634705882336,0.011495212352941153,0.01003412647058824,0.008663732352941128,0.007358781764705918,0.006141117058823559,0.005043191176470646,0.004067267647058864,0.0032331676470588877,0.0025180029411764893,0.0017938023529411595,0.0010347858823528677,0.0003187899999999577,-0.00016992294117654239,0.00017707176470585506,0.0005986394117646898,0.0007238476470588784,0.0009050647058823913,0.0011662211764706387,0.0015066100000000748,0.001888688823529383,0.0020518676838235383,0.002174995411764663,0.00225968873949578,0.002322263393665147,0.0023408393137254735,0.002381843262032113,0.002488698235294129,0.0026325784967320687,0.0023393437908497128,0.002188708496732056,0.0018493984967320187,0.0017301814379084846,0.0016677784967320253,0.0015390867320261015,0.0013146202614378877,0.0010150596732026174
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
