UniprotID	Q8NEE6-2
pNuLoCScore	0.26028167333333335,0.24422426700000002,0.23163791363636366,0.22130661583333336,0.21221229538461545,0.20464313178571433,0.19747528566666672,0.19136273531250006,0.18584960264705888,0.16496746264705886,0.1485916255882353,0.13590215411764706,0.12105374529411765,0.10683353647058824,0.10327914094117648,0.10127738035294116,0.09824405776470586,0.09598857952941174,0.09547652952941175,0.09444104188235294,0.09348494070588234,0.09297941482352941,0.09245616394117646,0.09250970452941176,0.10052730158823528,0.1083029004117647,0.11556760688235293,0.12227946747058824,0.12807100776470587,0.13274283188235292,0.1376954954117647,0.14243385211764706,0.14573274270588238,0.14956074470588235,0.1522313788235294,0.1534664376470588,0.15424497588235292,0.1549642823529412,0.15491333882352942,0.15412040470588234,0.1538181629411765,0.14546382705882355,0.1374981823529412,0.13014277176470587,0.12353657505882353,0.11743472211764705,0.11254927941176472,0.10719378294117647,0.10241884823529411,0.09943289294117647,0.09772644294117648,0.09594092352941175,0.09477369411764706,0.09428612352941176,0.09358581764705884,0.0935913788235294,0.09985434823529411,0.10994279411764706,0.12115625411764705,0.12952486470588234,0.13878307705882353,0.14630215317647058,0.15243006199999998,0.15786576823529408,0.16295482176470588,0.16777163294117645,0.17200813117647057,0.17530294705882352,0.1798848394117647,0.18414749117647058,0.1887768817647059,0.19374613882352942,0.19842640588235297,0.19703066529411767,0.19119203588235295,0.1837327223529412,0.17957631647058825,0.17437131764705885,0.17033509882352943,0.16823236764705884,0.166414975882353,0.16468759470588235,0.16284090647058824,0.16174119058823533,0.16168882588235295,0.16030958882352941,0.1596891017647059,0.15887285941176474,0.16361232294117647,0.16774407000000002,0.1722990811764706,0.1772606705882353,0.1818771258823529,0.18643104352941178,0.19079221,0.19496043176470593,0.19850848411764707,0.20280445294117647,0.2080952594117647,0.2145577764705882,0.22093820529411765,0.2268119288235294,0.23302437588235292,0.2385066111764706,0.24390832411764704,0.24383238058823528,0.24460928941176466,0.2459346505882353,0.2470322770588235,0.24851827411764701,0.24935527117647058,0.24969176941176469,0.2505070158823529,0.2516515223529412,0.25228964764705886,0.25207859,0.2508901223529412,0.24931595588235295,0.24812331941176471,0.2473793017647059,0.2473865382352941,0.2466808429411765,0.24514554588235296,0.24527069705882348,0.2449274805882353,0.2449662882352941,0.24669084882352946,0.24949168823529413,0.25430559647058826,0.25987063176470593,0.2658407635294118,0.2723441241176471,0.27937060352941184,0.28701142647058825,0.2951428982352941,0.30336434529411765,0.3114325623529412,0.3188971035294118,0.32708819823529417,0.33610891470588244,0.34366423294117654,0.35117652588235304,0.3582275035294118,0.3638348782352942,0.36803081352941175,0.3718670811764705,0.3748236717647059,0.3775701964705882,0.37968116352941167,0.38117962823529405,0.3824672870588235,0.38358518647058826,0.3859339641176471,0.38827948529411765,0.3896626511764706,0.39002860235294123,0.39084730764705883,0.39133884588235296,0.3915671088235294,0.3918382517647059,0.3917446835294118,0.39185273176470586,0.39156244529411766,0.3910742076470588,0.3902793511764706,0.3899162323529412,0.3899702005882353,0.3897870788235295,0.38908263941176474,0.3865946852941176,0.38302117,0.3811752052941177,0.3803242247058824,0.3786507888235294,0.3772501105882353,0.3761013382352941,0.374376265882353,0.37298894000000005,0.3720642529411765,0.3709166964705883,0.3705367247058824,0.37071754588235306,0.37047486647058825,0.3704178247058824,0.37905809352941183,0.38711545411764714,0.3927351270588236,0.3995095211764706,0.4055999170588236,0.4110581911764706,0.4170804482352941,0.42297200705882354,0.42902469411764704,0.43577518529411763,0.44276128058823533,0.4493622605882353,0.4556997488235294,0.4616231229411765,0.46692920411764716,0.4722946394117647,0.47742204705882363,0.4737638217647059,0.4707918647058823,0.47062714470588235,0.4703321247058823,0.4700371817647058,0.47022199470588233,0.4697846170588236,0.46940870117647066,0.46882873352941185,0.46790916352941175,0.46696322588235295,0.46618756882352946,0.4657031564705883,0.4651635447058824,0.4647645388235294,0.4639494976470588,0.46175401235294117,0.46024985941176466,0.4591565541176471,0.4581376835294118,0.45725870705882354,0.45558047882352937,0.4536054347058823,0.451422354117647,0.4492911447058823,0.44742698529411756,0.4455550647058823,0.44372029647058814,0.44204223588235286,0.440421014117647,0.4389980623529411,0.43767020235294113,0.43680467529411765,0.43723013,0.436866664117647,0.43639624823529416,0.4359236676470588,0.43528342294117645,0.4354909041176471,0.43612236,0.43707629705882356,0.43792421058823533,0.43852287294117653,0.43937301529411765,0.4402515652941177,0.44091623470588237,0.44158045117647055,0.4434001388235294,0.4451728635294117,0.44661795882352934,0.44858391999999997,0.45118390294117644,0.4539361047058823,0.45616215235294116,0.45832744882352944,0.4604070505882353,0.46212275941176467,0.4638383105882352,0.46553219647058813,0.4671877888235293,0.4683554017647058,0.4694056129411764,0.4702768976470587,0.47105518705882343,0.4703984770588234,0.46934980647058816,0.46835673705882347,0.4668694011764705,0.4649549976470588,0.46291756117647054,0.4614212429411764,0.4600434029411764,0.4586556129411764,0.4573430205882353,0.45587085294117646,0.45432328352941176,0.4527272970588236,0.4515811176470588,0.45036020823529416,0.45007550117647066,0.44890431411764714,0.4470951964705883,0.445778525882353,0.4444153182352942,0.44311870882352944,0.44189202823529417,0.4407623447058824,0.43977129117647057,0.43870866999999997,0.4379814311764706,0.43756362,0.43726513294117647,0.4370931329411765,0.43702062882352943,0.4368645029411765,0.43662568058823537,0.43550974705882356,0.43540147529411766,0.4359953858823529,0.4366143547058824,0.43749159000000004,0.4383542917647059,0.4391955711764707,0.43998245235294126,0.4406288876470588,0.4414259676470588,0.4417171205882353,0.44188355941176477,0.44217567,0.4423576623529412,0.44255415117647057,0.4458998523529412,0.4492591452941176,0.450949624117647,0.45198683941176465,0.4520597876470588,0.4510261941176471,0.44985522058823535,0.4479193482352941,0.4461378611764706,0.4448907,0.44387623235294127,0.44312469411764716,0.4426720329411765,0.4420024576470589,0.4410330176470589,0.44036671823529416,0.43968225352941176,0.43608457529411765,0.43271942235294114,0.43145012764705876,0.4308421323529411,0.4312842958823529,0.4327696852941176,0.43418001470588236,0.43621298647058826,0.43813065588235295,0.43946818117647063,0.44057793352941177,0.44117192882352946,0.4414886700000001,0.44197032294117655,0.4426680700000001,0.43820934117647065,0.43713089000000005,0.43654396000000006,0.43632094823529416,0.4354693729411765,0.4347719229411765,0.4344953382352941,0.4345745182352941,0.43511761352941175,0.43572398588235295,0.4362922829411765,0.4368233282352941,0.4374465158823529,0.4383522658823529,0.43908901294117647,0.43936741,0.4395690029411764,0.44462218117647057,0.44626134352941177,0.44725735294117647,0.44793759999999994,0.44898734235294113,0.44945151588235294,0.44950250176470585,0.4491654394117647,0.44851286176470584,0.44781829999999995,0.4473117464705882,0.4466988029411764,0.44587042352941164,0.44476943999999996,0.4438069458823529,0.4402937535294117,0.4379241252941176,0.4369055535294117,0.43663947352941174,0.43627983117647057,0.43606783117647063,0.43625354764705876,0.4363833870588235,0.43607741058823524,0.43564906352941174,0.4354201323529412,0.4352834476470588,0.4350246347058824,0.4349713741176471,0.4349674329411765,0.43492362,0.4349458376470588,0.43780125294117644,0.43964822000000003,0.4400693164705883,0.43968268529411764,0.43943391294117656,0.439003125882353,0.43843841235294123,0.43838219470588236,0.43884825058823523,0.43936864764705874,0.4400746976470588,0.4409488105882352,0.4417700564705882,0.44258672764705875,0.4434639711764705,0.4479191547058823,0.4514720694117647,0.45427472176470585,0.45673819,0.4582666388235294,0.4603550035294117,0.4621465805882353,0.4636960223529411,0.46481019,0.46588862705882356,0.46701553588235295,0.46819637999999997,0.469149065882353,0.46987185764705885,0.47055040882352944,0.47085238705882354,0.4709152941176471,0.4675415688235295,0.4653219635294118,0.46390812882352944,0.4626611270588235,0.4622490947058824,0.46135059647058824,0.46060545764705885,0.4601486394117647,0.4601042894117647,0.4600506982352941,0.45980431294117646,0.45957640117647053,0.4592981929411764,0.45895106647058825,0.4587034447058823,0.4601069376470588,0.4609317152941177,0.4610920705882353,0.4615419894117648,0.4621120994117648,0.4628043494117648,0.46359562176470587,0.4638203964705882,0.4644068505882352,0.46485759647058816,0.46508305235294106,0.4653410876470588,0.46533590058823526,0.4648113135294118,0.4642449270588236,0.46369939529411774,0.4631740152941178,0.46143667882352946,0.4606089582352942,0.4603968105882354,0.4598020752941177,0.4591737247058823,0.45860587470588227,0.4581361094117646,0.458179538235294,0.45801368117647057,0.45789716117647056,0.457957614117647,0.45788729117647053,0.45810030588235295,0.4587786047058824,0.45942429176470595,0.45942568705882353,0.45988912529411763,0.46093310941176474,0.461732575882353,0.4627948523529412,0.46358687529411763,0.46450493764705886,0.4654019911764706,0.46578669882352947,0.4654471417647059,0.4650002941176471,0.4643537082352941,0.4637101888235295,0.46323646882352953,0.4627888941176471,0.4624386764705883,0.46203948647058823,0.4620686894117647,0.4614646911764706,0.4598654111764705,0.45835483823529405,0.45672924411764704,0.455306048235294,0.453666438235294,0.4519856711764706,0.4508313188235294,0.4504059482352941,0.4500469976470589,0.4497134129411765,0.4492816805882353,0.4487175417647058,0.4480787564705882,0.44783462529411766,0.4478833276470588,0.4467646464705883,0.44656557235294114,0.44669988411764705,0.44675288647058825,0.446682605882353,0.4464412229411765,0.4464184429411765,0.44634513294117645,0.446164094117647,0.44601877647058824,0.44550800588235295,0.4449921788235293,0.4443958894117647,0.44364456235294114,0.4428084464705882,0.44138987882352937,0.4397536541176471,0.4394214652941176,0.4381431688235293,0.43676238999999994,0.4352758982352941,0.4339277694117647,0.4327619605882353,0.43157590941176466,0.43038844823529415,0.4292402611764706,0.42812098411764715,0.4272661605882353,0.4265679723529412,0.42599139352941184,0.42653305823529414,0.42642923882352946,0.42624433647058824,0.4246582341176471,0.42278481117647065,0.42140466823529416,0.4202494323529412,0.41932322823529417,0.4181560111764706,0.41679936529411765,0.41556585764705883,0.41442567352941184,0.4133468923529412,0.4123500588235295,0.41145552470588237,0.41063080705882354,0.40961076647058825,0.4075094182352941,0.4062640229411764,0.4052606558823528,0.4060520458823529,0.40738669647058817,0.4083787894117647,0.4092094658823529,0.4099499429411764,0.41072305176470586,0.41161805941176466,0.41233207705882347,0.4129515064705882,0.41348931411764706,0.41385203882352933,0.4140154747058823,0.4098287705882353,0.4067410076470588,0.4047618076470588,0.40309461882352937,0.40173416352941177,0.4003431311764705,0.39877244764705877,0.3973759329411765,0.39584312764705887,0.39428663823529414,0.39273030705882356,0.39102124882352945,0.38944844588235294,0.38784609000000003,0.3862178717647059,0.38455979529411766,0.3832108741176471,0.3862733347058824,0.3884168547058824,0.38959049705882354,0.3904429047058824,0.39105240235294114,0.3913072211764706,0.39162103411764704,0.39173139470588236,0.39187253235294117,0.39191647529411766,0.39205871647058826,0.39232077529411774,0.3924398723529412,0.392796095882353,0.3932060423529412,0.3914933935294118,0.3915727694117647,0.39159666411764704,0.3920007711764706,0.39240050647058816,0.39225034176470586,0.3912596776470587,0.3902753805882352,0.3887347323529411,0.38761790941176466,0.386782685882353,0.38630053352941174,0.3858611964705882,0.3854739135294118,0.3852468794117647,0.3849875529411765,0.38478913117647057,0.38691037411764695,0.3870516158823529,0.3871045235294117,0.38664753764705884,0.38607691,0.38603281941176465,0.3867055105882353,0.3873502047058824,0.38848195294117654,0.3891173494117648,0.389498105882353,0.38954617176470596,0.3896518435294118,0.3897322652941176,0.38958319941176467,0.38709358411764705,0.3856594970588234,0.38445486294117637,0.38383321176470586,0.38315395705882355,0.38253096294117644,0.3820615341176471,0.38147108705882354,0.3810410005882353,0.3806925994117647,0.38036938176470586,0.38021618529411766,0.3801909935294118,0.3802451023529412,0.38017713235294115,0.38020083823529416,0.38044753823529415,0.3831445535294118,0.38486423764705885,0.38618278,0.38702779764705886,0.3879546052941176,0.3889820370588235,0.38999524941176467,0.3911171494117647,0.39223654764705884,0.39325409882352946,0.39415571058823534,0.3949324435294118,0.39539472352941185,0.3957839294117647,0.39630209176470593,0.39698897235294117,0.39834029588235287,0.3994195099999999,0.4005030417647058,0.4016855664705881,0.40270717235294107,0.4036210723529411,0.40457261999999994,0.4053130129411764,0.40603765294117644,0.40665594588235293,0.40713989,0.40753671588235296,0.4079405982352941,0.40857183588235296,0.40923052000000004,0.40973275058823533,0.4099952617647059,0.40944265117647066,0.4088677782352942,0.4081193282352942,0.4072635929411765,0.40640612235294116,0.40556064764705874,0.40457986705882343,0.40377099882352935,0.40289022235294114,0.40185559999999987,0.4009614394117646,0.4002537488235293,0.3995875005882352,0.3989538258823529,0.3998102617647059,0.40015116000000006,0.40002006470588236,0.39986876750000006,0.399733172,0.3996353257142858,0.39960698461538463,0.39967776666666666,0.39985836999999996,0.400191219,0.40054487999999994
pNuLoCDScore	-0.07443207068627447,-0.09531421068627449,-0.11169004774509805,-0.1243795192156863,-0.1392279280392157,-0.1534481368627451,-0.1570025323921569,-0.1590042929803922,-0.1620376155686275,-0.1482356874705883,-0.1361613841069519,-0.12686557395098041,-0.1187273546787331,-0.11166371696218493,-0.10501912172549026,-0.0988530307830883,-0.0853223010588236,-0.05666456223529416,-0.03302401870588237,-0.013622686647058818,0.0070172624705882175,0.025909295411764677,0.03441635447058823,0.041156471764705896,0.047488684941176515,0.05357216517647061,0.05675484929411766,0.05902539576470586,0.06076003517647058,0.061984867529411805,0.06245717488235296,0.06161070017647058,0.05329086135294123,0.03716092664705885,0.02193057547058827,0.007863304294117635,-0.004534432705882344,-0.015308109764705868,-0.025146215999999985,-0.03524006917647059,-0.04331389447058827,-0.05012785176470588,-0.05450493588235293,-0.05752551411764706,-0.059471281764705855,-0.06067815882352945,-0.061327521176470584,-0.06052902588235294,-0.05396381470588239,-0.03552103294117649,-0.01634192823529415,-0.0006179070588235303,0.015246502000000009,0.02886743105882353,0.039880782588235256,0.05067198529411761,0.06053597352941177,0.06833873999999998,0.07428168823529409,0.07936202352941177,0.08511114529411763,0.08986136764705882,0.09519106411764705,0.10015476000000002,0.09857205764705886,0.08708787117647061,0.0700357817647059,0.05420785764705885,0.040793239411764715,0.02806916447058827,0.017905036823529452,0.010366599411764765,0.0034601541176471073,-0.003084038235294101,-0.009167224705882326,-0.013561756470588188,-0.018196013529411748,-0.02383790235294117,-0.02908777999999998,-0.034873279411764685,-0.034814082941176494,-0.029286595294117646,-0.018892954705882342,-0.006472051764705888,0.002300809411764665,0.012059725882352934,0.02045711117647056,0.026728064117647082,0.03209350823529408,0.03811685823529412,0.04525435294117647,0.052816585882352884,0.0592493794117647,0.06650234,0.07333527411764701,0.07963375176470586,0.08029600117647057,0.07608831058823526,0.07231020823529405,0.06867398,0.06515515117647058,0.06208723058823523,0.05856306117647059,0.05473133764705876,0.05199853176470584,0.048847069411764726,0.044194388235294146,0.03752081352941178,0.02995191705882358,0.02250402705882354,0.015098943529411796,0.00887269058823531,0.003478214117647066,0.002848462352941228,0.0005362564705883033,-0.0006639535294118148,-0.0021047964705881994,-0.0035519858823529205,-0.0026644223529411204,-0.00020008117647055124,0.003798580588235345,0.008219109411764736,0.013551115882352971,0.020265534117647088,0.028480481176470618,0.0376954705882353,0.04701957882352939,0.05598504352941175,0.0640460241176471,0.0722162605882353,0.08194265235294121,0.09083821764705896,0.09873675235294124,0.10621023764705895,0.11153665470588234,0.11434319000000007,0.11372521705882349,0.11199644941176456,0.10898290823529405,0.10522607235294112,0.10031055999999983,0.0941682017647058,0.08732438882352939,0.0802208411764706,0.07450140176470588,0.06938238176470585,0.06257445294117642,0.05391968764705879,0.04718307470588229,0.04016231999999992,0.033339605294117614,0.02800337352941168,0.023713870000000026,0.01998565058823537,0.016738773529411777,0.013504011176470598,0.010598187647058943,0.008736604117647151,0.007502913529411792,0.006201892352941218,0.0031486752941176643,-0.0016848000000000418,-0.006641481176470565,-0.008853397058823542,-0.010523082941176432,-0.012688057058823532,-0.014316998235294087,-0.015736913529411756,-0.017368417647058765,-0.018863791764705817,-0.019498192352941146,-0.02015751117647052,-0.01974262647058822,-0.019198686470588144,-0.019495334117647034,-0.01936925411764706,-0.010024545882352909,0.0005207688235295271,0.009713957058823552,0.018334315882352903,0.025275692352941193,0.03240740235294115,0.03983033764705879,0.046870668823529416,0.05464842823529403,0.06278624529411758,0.07069702764705882,0.07844556411764703,0.08516302411764703,0.09090557705882346,0.09645433764705891,0.10187681470588228,0.0983639535294118,0.08664836764705874,0.07805673764705873,0.07111762352941176,0.06473220764705873,0.05897899058823525,0.05314154647058822,-0.049608805771241854,-0.06432541635947717,-0.07734853871241834,-0.08874595247712425,-0.09889583424183011,-0.10563508577124187,-0.10630507835947714,-0.10501954130065361,-0.1037310330653595,-0.08953067692941179,-0.07968250968449198,-0.07217243597549022,-0.06544554154751134,-0.05979249746638661,-0.05526331498039218,-0.0516466364669118,-0.05048891105882354,-0.03744202752941175,-0.025908125764705872,-0.016099169058823498,-0.0071248456470588,-0.0009858047058823316,-0.0010672903529411887,-0.0029138934117647203,-0.004866262823529421,-0.007363103176470584,-0.009313071705882373,-0.009973361705882366,-0.010735952882352948,-0.011907972882352943,-0.012830542529411779,-0.013472419,-0.012104397000000003,-0.008920321235294126,-0.00600309123529412,-0.002905644176470601,-0.0005024391176470799,0.0010146594705881945,0.0027677429999999753,0.0042971740588235025,0.005634350882352937,0.006996646764705877,0.00816565676470589,0.009245898235294134,0.010021799647058821,0.011274195529411751,0.01285250552941175,0.014416422235294102,0.01605332811764705,0.016302268823529406,0.017124883294117627,0.017543095058823538,0.018385502470588247,0.019816756588235312,0.021155782470588233,0.02192760800000003,0.023032953294117642,0.023790310352941157,0.024630392117647032,0.02538636211764704,0.025766075647058823,0.025992401294117645,0.02588607247058823,0.025569259294117644,0.025197585176470583,0.024291708999999995,0.02238572864705883,0.020230683352941176,0.017887744529411748,0.014981085352941181,0.011844586176470578,0.009258129705882343,0.007275298411764705,0.005168758411764715,0.0036767495882353146,0.0020537784117647118,0.0008445734705882502,0.00016505347058826114,-0.0005550118235293777,-0.0012258306470587926,-0.00213596211764705,-0.002919167352941149,-0.003072514117647057,-0.0029257294117646937,-0.0021613870588235023,-0.0007317611764705995,0.0009265756470588499,0.002671762470588243,0.0038817410588235512,0.0053491949411764855,0.006255210470588246,0.00693981047058824,0.00785773223529411,0.008330280705882348,0.008858402470588236,0.009586197176470579,0.010653463941176458,0.011742356235294113,0.01252061005882353,0.013361578294117632,0.01397611123529413,0.013385278294117675,0.012794631235294118,0.012357116176470603,0.011685464411764712,0.011100172294117666,0.010533840294117622,0.01064481676470587,0.010653506176470595,0.010491267352941175,0.010163692647058825,0.009473813235294115,0.007085865588235318,0.0034416574117646648,0.0005435527058823553,-0.0009343219999999874,-0.0023494161176470796,-0.002550900823529406,-0.002547874352941154,-0.003232294352941173,-0.0041374672941176804,-0.004514028470588266,-0.005079756705882343,-0.005741920823529423,-0.006514580823529403,-0.006742833764705886,-0.006817902588235336,-0.006425947882352956,-0.004228465529411779,0.0003380994117647418,0.005225975529411786,0.008458126117647069,0.010055468470588247,0.01090366199999998,0.010806401411764671,0.011109272588235242,0.012094569647058823,0.012899417882352937,0.01293027317647058,0.013226244352941174,0.013348180235294105,0.01308037082352942,0.012324483764705907,0.011495882588235334,0.013124620823529443,0.013626645529411757,0.013454062941176459,0.013459918235294105,0.014340250588235265,0.015341722941176444,0.017119682352941173,0.01930236941176472,0.02082408294117649,0.021453881176470624,0.022844493529411813,0.024278481176470634,0.025556705882352954,0.0268365323529412,0.028635085882352945,0.030403163529411747,0.028965179411764685,0.02481920705882354,0.020296059411764683,0.016054057647058806,0.012405164705882349,0.009467356470588273,0.006536226470588241,0.0031196270588235153,-0.00024882647058827034,-0.002859674117647093,-0.004784266470588272,-0.006998100588235329,-0.008711408823529415,-0.010332337647058876,-0.012110628823529396,-0.014031764705882355,-0.013228652352941184,-0.011138720000000019,-0.009675319999999987,-0.008336960588235298,-0.0068642105882352755,-0.005644772941176518,-0.004549921764705894,-0.0030248376470588256,-0.0011488305882352834,0.0005369552941176248,0.0017950199999999805,0.002786041764705871,0.0036262023529411436,0.004090795882352949,0.004497131176470548,0.0051142817647058525,0.0035466588235293917,0.0013355852941176471,0.0016360258823528984,0.0028034358823529615,0.003592670588235314,0.0041502194117647995,0.004767494117647125,0.00501861117647065,0.005169044705882392,0.005336269411764738,0.005668037058823572,0.006238997647058875,0.006926194705882377,0.007788593529411775,0.00868947882352944,0.009698161176470599,0.00995051058823529,0.011913900588235271,0.011682388823529427,0.010920531764705865,0.010459529999999995,0.010149345294117568,0.009748988823529342,0.009406333529411726,0.009088133529411735,0.008368190588235264,0.007101222352941139,0.005597090588235237,0.004178149999999992,0.0027826594117646986,0.0014173223529411472,-0.0001782258823529448,-0.0011496088235294077,-0.001326831176470561,-0.0007742423529411568,1.6340000000059085e-05,0.000289835882352929,3.167000000003917e-05,-0.00014134529411757857,-0.00037354823529411885,-0.0007446294117646746,-0.000621649411764652,7.351882352946149e-05,0.0010991270588235902,0.0018998605882353248,0.00265116411764707,0.003627157647058843,0.004663517647058801,0.006189378235294113,0.005923218235294125,0.006281017647058823,0.006086735882352895,0.005896585882352978,0.006197193529411726,0.006212771764705888,0.005809721176470606,0.005583818823529402,0.005293698823529397,0.004718205882352916,0.004091830588235312,0.0036437347058823344,0.0032025782352941567,0.0026324582352941217,0.001890134117647102,0.000890889411764767,0.0008637017647059042,0.0010435364705882466,0.0005775999999999837,0.00029655705882350447,7.275588235294839e-05,-3.238294117649532e-05,0.0007270635294117644,0.0018962888235294073,0.002927331764705887,0.0038486035294117704,0.004547954705882318,0.004940384117647079,0.0052888117647058586,0.005821802941176485,0.006317383529411746,0.007495717058823487,0.00886515764705878,0.00806223411764706,0.006967276470588257,0.005996514117647012,0.004743551176470601,0.003809284117647027,0.002822982352941178,0.0014887258823529093,0.000434466470588174,-0.0005725935294118023,-0.0017008011764706177,-0.002779581176470647,-0.003948549411764701,-0.005270584705882347,-0.006408595294117636,-0.008276454705882341,-0.010999679411764662,-0.01267555647058824,-0.012188135882352957,-0.010757556470588209,-0.009336665882352935,-0.008050461176470541,-0.0072277288235294,-0.006742577647058823,-0.006576893529411737,-0.006503087647058814,-0.006207117647058835,-0.005708543529411775,-0.004778565882352981,-0.0036958758823529836,-0.002727701764705881,-0.0016529852941176149,-5.571529411765863e-05,0.0019860152941176545,0.002813781176470631,0.0024508058823529133,0.0022637470588235398,0.001708657058823504,0.0013169717647058543,0.0010882611764705674,0.0008595770588235296,0.0006779423529411632,0.0003654517647058708,-3.460058823528955e-05,-0.0005390064705882158,-0.001454544117647033,-0.0023334205882352688,-0.0035407641176470606,-0.004586377058823532,-0.005708038235294116,-0.0069582688235294565,-0.008057354705882314,-0.00911575411764709,-0.009768877058823539,-0.01011011529411765,-0.0102176088235294,-0.010094120000000012,-0.009771328235294113,-0.009277323529411768,-0.008738231764705867,-0.00846180000000002,-0.00799550705882357,-0.007385252941176534,-0.006024175294117695,-0.004634147058823562,-0.004158729411764733,-0.0038120770588234987,-0.0032580552941176566,-0.0026522794117646853,-0.0019610517647058456,-0.0014814882352940928,-0.0010752441176470617,-0.000715332941176483,-0.0006841529411764635,-0.0008578958823529381,-0.00101333823529412,-0.000918583529411765,-0.0002856794117646888,0.0004048764705882335,0.00048458470588233493,0.0001554729411764877,0.000672930000000016,0.001903157058823518,0.003191483529411787,0.004089630588235249,0.004744058823529351,0.005194961764705852,0.005391120000000027,0.005367904117647093,0.005357768823529452,0.00562484117647058,0.005922339999999998,0.006053857058823553,0.005620737058823544,0.0046341288235294265,0.0032631529411764892,0.002791029411764706,0.0017413211764705783,0.0002352241176470371,-0.001606664705882388,-0.0034082517647058552,-0.00491867529411763,-0.006322705882352925,-0.007582933529411751,-0.008692823529411753,-0.009343332352941214,-0.009888852941176418,-0.0105081752941176,-0.011028358235294133,-0.011394968235294123,-0.011302430588235268,-0.010766919999999985,-0.010236979999999951,-0.009728080588235266,-0.008885563529411722,-0.007971209411764685,-0.006659000000000026,-0.005290573529411785,-0.004049175882352957,-0.0026060735294118065,-0.001104763529411773,0.00013101647058821886,0.0010295864705882618,0.0017357770588235233,0.002467721764705888,0.003084199411764743,0.003450777647058839,0.0015105899999999783,0.0001169035294117382,-0.0013333999999999846,-0.0023228705882352985,-0.002894255882352925,-0.0032657076470587465,-0.0038061711764705297,-0.004147484705882332,-0.004511538235294071,-0.004901639999999985,-0.005241342941176452,-0.005315068235294124,-0.005333187058823519,-0.005358077647058812,-0.0055179735294118015,-0.005589249411764696,-0.003248239411764664,0.00037186941176470256,0.00347267411764704,0.006192245294117604,0.007709759411764661,0.008452529999999958,0.008795123529411725,0.009114929999999993,0.009241881764705834,0.009135197058823485,0.008781155294117632,0.008232564117647001,0.007652460588235238,0.00711604764705881,0.006700971176470616,0.006445398823529402,0.006444243529411753,0.003993550588235306,0.0027052494117646986,0.0011403100000000055,0.0003110005882353273,-2.3092352941206373e-05,8.584411764706035e-05,0.0001820270588235029,0.00019630882352941748,0.0004989652941176925,0.0011698276470588354,0.002121970000000001,0.003265386470588244,0.004293401176470618,0.005372098235294109,0.006384291176470602,0.007040414117647054,0.007684565882352945,0.008334172941176499,0.008790342941176504,0.009206722352941177,0.009499568235294131,0.00964176,0.009534222941176507,0.00954275823529413,0.00961080882352941,0.009481174117647095,0.009022951176470617,0.008276621764705894,0.007519648235294107,0.006809309411764691,0.006007087058823468,0.005339182941176496,0.0051923352941176115,0.004560757058823445,0.004129958823529345,0.0037522152941175946,0.0032641805882352992,0.002755034117647076,0.002501883529411747,0.002454748823529418,0.0022921788235293894,0.0020303376470587886,0.001812266470588214,0.0017590617647058882,0.0017593970588234975,0.001646288235294141,0.0015451388235294405,0.0012411835294117435,0.000485868823529384,-0.00032100117647052007,-0.0009667852941175892,-0.0016912170588234687,-0.0024145676470588295,-0.0028890917647058922,-0.003209920588235271,-0.0037054776470588358,-0.004210109411764695,-0.004469753529411757,-0.004642837058823485,-0.004770850514705854,-0.004888714117646992,-0.004978567689075647,-0.005020732036199099,-0.005000032352941164,-0.004726484385026736,-0.00410934635294119,-0.003648049673202619,-0.003114606732026154,-0.002446399084967299,-0.0019369808496731977,-0.0016051643790849779,-0.0012961784967319978,-0.0009917102614379059,-0.0008146520261437806,-0.0007008649673202749
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
