UniprotID	P0DTE4-4
pNuLoCScore	0.1963329716666667,0.1829195529,0.17326430809090912,0.16511469325000003,0.15925525684615388,0.15482040850000003,0.15001773393333337,0.14478474906250005,0.1398990759411765,0.11729052064705882,0.10301127329411765,0.08824675470588235,0.07617231964705883,0.07118065823529413,0.07004131870588234,0.06830308164705881,0.0669217334117647,0.06529552970588233,0.06466492711764704,0.06323949141176469,0.06211742505882351,0.06016906682352941,0.057833565352941166,0.056394733999999995,0.055270076764705876,0.05480915205882352,0.054763233823529406,0.055202954117647064,0.05585533741176471,0.05634025482352942,0.056551197823529416,0.05657086670588235,0.05693047811764706,0.05761092664705882,0.0585732168235294,0.059316650352941175,0.059974050764705876,0.060370297117647055,0.06096160270588234,0.06152272888235293,0.06210455729411764,0.06337989535294117,0.064296625,0.0646854544117647,0.06467674852941177,0.06462474705882353,0.06451413735294116,0.06463726576470587,0.06487749570588233,0.06475384170588235,0.06427398552941177,0.06351639670588236,0.06258111670588234,0.061544748647058806,0.0606091104117647,0.05946335929411764,0.057538186705882344,0.05553899994117647,0.05350388147058823,0.05144771635294117,0.0493603228235294,0.04738430576470587,0.04546024370588234,0.043768874588235286,0.0419926634117647,0.04024842247058823,0.03857561917647059,0.037086929411764696,0.035776620882352936,0.034711358294117645,0.03378196905882353,0.032770892058823525,0.03182697382352941,0.031594088529411764,0.03135672882352941,0.03113227052941177,0.030888819647058828,0.03068982647058824,0.030504046823529415,0.030374686470588236,0.03023056817647059,0.030109131470588232,0.030044276764705884,0.029998353705882358,0.029957828882352943,0.02983893164705882,0.029666785882352942,0.029506102705882355,0.029416216941176472,0.029273240411764705,0.02915777182352941,0.029076346705882352,0.028980857235294116,0.028898988058823526,0.028806123235294114,0.028686219176470587,0.028500891,0.02831812376470588,0.028141243823529408,0.027943904470588227,0.02776657005882353,0.02760869729411765,0.027535474235294122,0.02751366541176471,0.027462620705882353,0.027344214647058825,0.027252213352941177,0.027126927941176472,0.026988395588235292,0.026851272470588234,0.026708160588235292,0.02658270758823529,0.026509374176470583,0.026528412941176468,0.02654903976470588,0.026577908764705876,0.026635655294117645,0.026668531529411763,0.026701140529411766,0.026719667588235296,0.02689233270588235,0.02701522229411765,0.027067709000000002,0.02709087741176471,0.02715724970588235,0.027244957411764702,0.02734384252941176,0.027409883176470584,0.027471520647058822,0.027520489058823525,0.027531851529411764,0.027519359529411768,0.027485433117647062,0.027463657,0.027447052470588235,0.027419673470588234,0.02740826758823529,0.02724572605882353,0.027145133999999998,0.027125248941176468,0.02714890411764706,0.027147190882352942,0.027121440117647055,0.02708785564705882,0.02708220205882353,0.02708384829411765,0.027078894823529414,0.027117487647058822,0.027175033941176464,0.02724369117647059,0.02730020770588235,0.027356149941176473,0.027098486294117645,0.02691377094117647,0.026694951588235292,0.02654187735294118,0.026413565764705885,0.02631991241176471,0.026238571352941182,0.02611460235294118,0.025917689176470592,0.025716811941176473,0.02548317764705883,0.02526969688235295,0.025035642000000004,0.02479883641176471,0.024621501941176478,0.024507728352941183,0.024488219352941182,0.024850206,0.025177639588235295,0.02561953741176471,0.026008477058823528,0.02644152835294118,0.026819693823529413,0.027207656882352944,0.02766275552941176,0.02822484917647059,0.02885749570588235,0.029510745529411766,0.030222566529411767,0.031041492647058827,0.031900929705882354,0.032650396882352946,0.03457552658823529,0.03665474264705882,0.038711306176470596,0.04074845411764706,0.04279991629411765,0.04511462052941176,0.04743495741176469,0.04977749776470587,0.05207662152941177,0.054396960882352935,0.056713304411764705,0.058949868058823525,0.06122473364705883,0.06343168764705882,0.06552498735294118,0.06761889264705882,0.06975985441176469,0.07062620558823529,0.0712489944117647,0.07182674700000001,0.07236541,0.07270166,0.07273929152941178,0.07264003447058824,0.07253412941176471,0.0723820505882353,0.07224114482352942,0.0720864154117647,0.07189750658823531,0.07162319417647059,0.07136244682352942,0.0711595794117647,0.07174751647058823,0.07212485294117649,0.07191208882352942,0.07155695088235292,0.07139427264705882,0.07118456170588236,0.07128228405882353,0.0715787207647059,0.07179413311764705,0.07190154311764707,0.07215617111764706,0.07230402217647061,0.07246237452941177,0.07268309923529413,0.07304836488235293,0.07344339311764707,0.07385525464705882,0.07348261441176471,0.07323826117647057,0.07364862764705882,0.07425584617647057,0.07465923970588235,0.07508025264705882,0.0752424953529412,0.07516629123529413,0.07514649152941177,0.07526523682352941,0.07533977176470587,0.07547933470588233,0.07555049235294117,0.07566284294117645,0.07569088823529413,0.07630319470588234,0.07703398647058823,0.07779001847058825,0.07858119435294118,0.07931048170588235,0.07984620405882352,0.07999351170588234,0.0797877178235294,0.0795104321764706,0.07933460111764706,0.07911457905882353,0.07884775729411764,0.07846756376470587,0.07790410264705881,0.07715114382352939,0.07631630752941175,0.07546809988235294,0.07400858264705881,0.07237290264705881,0.07067812158823528,0.0690558555882353,0.06746715911764706,0.06600983417647059,0.06490935888235294,0.06419058235294117,0.06361214823529412,0.06298707588235294,0.06244977094117647,0.061928235352941174,0.06147064988235294,0.06117121135294118,0.061038706882352946,0.06013327317647059,0.05927101988235295,0.05862745358823529,0.058121016235294115,0.05757056647058824,0.0571125221764706,0.05674827617647059,0.05640031894117648,0.056030092470588246,0.05572505641176471,0.05542897270588236,0.05513845505882353,0.05486947752941177,0.05453607147058824,0.05419660047058824,0.05376652264705881,0.05321160429411764,0.053539320588235295,0.05385012370588235,0.053945716235294115,0.05393317182352942,0.053973309000000004,0.053933115000000004,0.05379876988235294,0.05367121617647059,0.053580129882352945,0.05337752894117648,0.05307321205882353,0.05273048347058823,0.052293308117647055,0.051887167411764704,0.05151148211764705,0.05075559111764704,0.05004610999999999,0.04911471370588235,0.04807228564705883,0.04700555623529413,0.045967130352941185,0.04493266694117647,0.043879464294117654,0.04280132582352941,0.04173796429411765,0.04070276682352941,0.039726801470588234,0.038817704529411766,0.03796291041176471,0.037226694882352945,0.036498875176470595,0.03577096794117648,0.03551590347058824,0.03540825005882353,0.035441468176470585,0.035558491000000005,0.03567720082352941,0.035735383764705884,0.03575997670588236,0.03575248394117648,0.03575922088235294,0.03573488988235293,0.03571710099999999,0.03569149994117646,0.035683778294117646,0.03565673252941176,0.03562058782352942,0.035835745941176465,0.035977703411764705,0.03617542123529411,0.036363034058823525,0.03652370270588235,0.036672878,0.03678997052941176,0.036929082882352936,0.03709566229411765,0.03728447994117647,0.03748358229411765,0.03765611670588235,0.03778021817647058,0.03787264729411764,0.037967487941176464,0.038070518529411755,0.0381808064117647,0.03805517188235294,0.037966268235294115,0.037810904294117646,0.037635532764705874,0.03749006264705882,0.03736132335294118,0.03727667335294118,0.037173512176470594,0.03703283923529412,0.03685315452941177,0.036642034117647056,0.036409078352941174,0.03621774458823529,0.036028871823529415,0.035812359764705884,0.03534652823529411,0.0348666785882353,0.034444054588235296,0.034055069,0.033672811058823526,0.03333202711764705,0.03298370988235294,0.03264181835294117,0.032265890647058815,0.03187882494117648,0.03149892141176471,0.031143446882352946,0.030821603176470595,0.03055524688235294,0.030296763352941174,0.030073476588235292,0.02987352323529411,0.029907470999999998,0.02995279670588235,0.029955079411764705,0.029942334294117648,0.02992930194117647,0.029894658411764707,0.029865121176470583,0.029836413764705885,0.029837990352941175,0.029849595941176466,0.029877189235294116,0.029920790588235296,0.029964377647058824,0.030007766999999994,0.030045936882352936,0.030152967470588234,0.030303354,0.030436941941176476,0.03050566482352941,0.030539406647058825,0.030551938647058824,0.030568876588235292,0.03057092394117647,0.030573099294117646,0.030550463411764706,0.030535479823529412,0.030518766352941182,0.03052031429411765,0.03052802829411765,0.030520073411764704,0.030508459705882347,0.030489064588235297,0.030409691117647058,0.030291685882352943,0.030196315470588236,0.03014387794117647,0.030107465941176467,0.030091621764705877,0.030055668705882357,0.030031875235294114,0.030010851999999998,0.02999658952941176,0.029960092764705883,0.029923473470588234,0.02985758823529412,0.02977453311764706,0.029696868235294122,0.02954488888235294,0.029439066,0.02935325164705882,0.029265192117647054,0.029182695705882354,0.029116059705882352,0.02902606382352941,0.028956431470588233,0.028908325588235296,0.028852955647058826,0.02877450476470588,0.02869416582352941,0.028617026882352938,0.028530449058823532,0.028429651,0.028310686,0.02819352188235294,0.02814391188235294,0.028058268882352938,0.02794249705882353,0.027809819,0.027654790588235292,0.02751555294117647,0.02741708194117647,0.027302574823529407,0.027186771999999998,0.027084090176470586,0.027000285,0.026935319117647058,0.026874556235294115,0.026824039529411762,0.02679392864705882,0.026907802235294116,0.026999422941176465,0.027114778705882348,0.027212709941176468,0.02729448794117647,0.027361718588235294,0.027434576294117646,0.027491363823529413,0.027550258,0.02758213988235294,0.02759721035294118,0.027602212647058828,0.027603320529411765,0.02758754705882353,0.027578648411764703,0.02757230064705882,0.027566890058823533,0.027438155294117646,0.027334535882352944,0.027215501294117646,0.027104393176470593,0.027007722882352942,0.02692674011764706,0.026858405823529413,0.026793656,0.02671903982352941,0.026660729588235295,0.02661935694117647,0.02658655411764706,0.02655852076470588,0.026543975411764703,0.026528095,0.02664992558823529,0.026726440294117644,0.026805518588235294,0.026896092882352937,0.02698288705882353,0.02705768988235294,0.027142408764705885,0.027223946470588234,0.02726995935294118,0.02731598641176471,0.0273718805882353,0.027437833411764707,0.027508585882352943,0.027579660235294113,0.027641799941176465,0.02769893688235294,0.027759834294117644,0.027685468411764703,0.027649119,0.027613984705882354,0.027564183,0.02751647817647059,0.027486744882352945,0.027434679882352944,0.0273866355882353,0.027374848000000004,0.02734345435294118,0.027307423352941177,0.027268225235294125,0.02722340852941177,0.02717633052941177,0.027135245588235296,0.026937497411764707,0.026870233352941177,0.02683039570588235,0.026785497176470583,0.02670572094117647,0.026631339882352938,0.026494986235294116,0.026329857411764704,0.026196304705882353,0.026076074941176468,0.02596530311764706,0.025888212470588232,0.025818105470588232,0.025755814176470587,0.025699170176470585,0.025650585764705882,0.025606678823529412,0.02573367970588235,0.025734569588235293,0.025711144764705877,0.02570619,0.02574320394117647,0.025779989,0.02588137305882353,0.026015369647058823,0.02613047958823529,0.02623460317647059,0.026333753529411762,0.02641736964705882,0.026486557705882353,0.026539623352941178,0.026581407647058825,0.026572413058823532,0.026606646235294115,0.026653236470588235,0.02670078094117647,0.026741686588235294,0.026789779882352937,0.026838388999999997,0.026876059705882346,0.026917566823529405,0.026960603470588235,0.027002100647058824,0.027053889647058824,0.027105960352941178,0.027156561941176473,0.027214798000000002,0.02727768505882353,0.02734303294117647,0.02745253317647059,0.027516783117647055,0.027557704294117642,0.027584512823529413,0.02760932229411765,0.027618889941176474,0.027627222882352944,0.027654339235294118,0.02766963317647059,0.027673666235294124,0.02768001235294118,0.027680797294117647,0.027680319,0.027685353411764705,0.02768971464705882,0.02764539347058823,0.027645784352941172,0.027654548529411762,0.027649612941176464,0.027663946764705877,0.027692288882352943,0.027739358352941168,0.027806444705882352,0.02787368247058823,0.027934079647058824,0.027986746411764712,0.028042236235294123,0.028090509352941183,0.02814176735294118,0.028190330705882356,0.028237897941176475,0.028282433882352943,0.02837374294117647,0.028406631647058825,0.028405663941176468,0.028420372529411764,0.028416096588235296,0.028399497529411764,0.02835189247058824,0.028283209647058827,0.028208966235294116,0.02813160782352941,0.028066680823529408,0.028005303588235296,0.027941607999999996,0.02787446976470588,0.027809375235294115,0.02779005976470588,0.027824213882352938,0.027888169764705886,0.02794889823529412,0.028056032764705887,0.02819941523529412,0.028358507823529413,0.0285295264117647,0.02866347370588235,0.02878545229411764,0.028927693,0.02906691682352941,0.02922076882352941,0.02939193564705882,0.02958282341176471,0.029792134294117652,0.03001535717647059,0.030199035999999995,0.03034165882352941,0.03046276247058824,0.030599552647058825,0.030706933235294113,0.030760823941176473,0.03077163052941176,0.030736533058823526,0.03074426864705882,0.030750434176470588,0.03072854270588235,0.030697689882352937,0.030634110588235293,0.030537666529411766,0.030411004352941175,0.029692554411764705,0.029011824000000002,0.028293069411764706,0.027465384117647058,0.02661291,0.025762481529411765,0.024932633235294117,0.024112223294117642,0.023328295470588237,0.022582994529411763,0.021849651411764707,0.021136381588235293,0.020429963235294116,0.01974015988235294,0.019074962352941177,0.018425211588235294,0.01779292611764706,0.01773301994117647,0.01762327388235294,0.017557567352941176,0.017596031411764707,0.017626249625,0.017660571200000006,0.01768397042857143,0.017715632846153847,0.017740356500000002,0.017766850363636365,0.017790169600000003,0.017808490333333333
pNuLoCDScore	-0.05643389572549018,-0.07904245101960787,-0.09332169837254904,-0.10808621696078434,-0.12016065201960786,-0.12515231343137256,-0.12629165296078435,-0.12802989001960788,-0.12941123825490197,-0.11762402319411767,-0.10859938097326208,-0.10187520183823534,-0.09713783178733038,-0.09465134167647063,-0.0921841685803922,-0.08839001506250005,-0.08462899917647063,-0.062481368588235296,-0.04824803947058824,-0.033043800588235285,-0.020316982235294115,-0.014840403411764708,-0.013490120882352928,-0.011732214941176461,-0.009991255294117644,-0.007684603058823507,-0.00609171029411764,-0.003922841058823512,-0.0021433742941176365,0.0002012302941176436,0.0031280373529411765,0.0051279948823529375,0.006834480529411761,0.008570743294117646,0.00953339117647059,0.009482500294117631,0.00882141111764706,0.008284492235294108,0.007962939529411746,0.008066399058823517,0.007947017588235274,0.007142915058823522,0.005700768705882368,0.0041997463529411805,0.0026070659411764688,0.0011744515294117505,-0.0003524922941176428,-0.002059369588235292,-0.004566370588235294,-0.0078408954117647,-0.010792743529411765,-0.013237738058823528,-0.015316425705882368,-0.017240441294117656,-0.01905389364705882,-0.02086839117647058,-0.022884832294117634,-0.024505419235294118,-0.025698366352941183,-0.02642946729411766,-0.02680449582352941,-0.02683339035294116,-0.026827141352941168,-0.026692467235294115,-0.02571121288235293,-0.023944911411764705,-0.02214715264705882,-0.020315445823529395,-0.018471503176470574,-0.01669447929411763,-0.014956196882352928,-0.01339418811764705,-0.011762095235294107,-0.010139290999999995,-0.008531342411764703,-0.007088575705882338,-0.005818791999999993,-0.004872426647058826,-0.0041151831764705896,-0.00326478935294117,-0.0024107568823529407,-0.002320848117647059,-0.0021989570000000014,-0.0020559238235294194,-0.0019079624117647118,-0.001790838411764712,-0.0016979235882353012,-0.0016884672941176494,-0.0017296771764705905,-0.0017910077058823533,-0.001903032941176476,-0.0020544492352941313,-0.002191258823529413,-0.0022302343529411704,-0.00213131164705882,-0.0019924372941176466,-0.0019535962352941194,-0.0019290257647058794,-0.0019055584705882332,-0.0019494187647058799,-0.001992461647058824,-0.0020477155882352924,-0.0020979626470588215,-0.002103511588235296,-0.001991516823529417,-0.0017897108235294112,-0.0015922040588235292,-0.0013659957058823509,-0.0011309147647058856,-0.0009401657647058852,-0.0008343337058823556,-0.0007939978235294125,-0.0005702880000000021,-0.00032899235294117646,-0.00018450435294117482,-3.6050529411763704e-05,0.0001688541176470583,0.0003936849411764684,0.0006356819411764691,0.0008271755882352932,0.000962146470588239,0.0009920761176470567,0.0009828117647058855,0.0009414507647058923,0.0008497778235294177,0.0007951254705882357,0.0007459119411764685,0.0007000058823529373,0.0005159348823529399,0.0002305037647058819,7.742499999999555e-05,3.437152941175928e-05,-8.345588235290219e-06,-9.776652941176009e-05,-0.00022240241176470568,-0.00032202752941176346,-0.0003893185882352934,-0.00043664076470587357,-0.00045295670588235,-0.00040187188235294574,-0.00031039917647059795,-0.00021996582352941038,-0.00014684476470588556,-6.352352941176032e-05,-0.00030978129411764546,-0.0003319551176470606,-0.000450182411764706,-0.0005833715882352861,-0.0007353383529411749,-0.0008272784705882323,-0.0008828687647058735,-0.0009732532941176403,-0.0011645128823529367,-0.0013670363529411783,-0.0015957171764705846,-0.0018477907647058735,-0.0021393919411764606,-0.0024448547647058783,-0.0026787057647058715,-0.0028484215882352906,-0.002610266941176463,-0.0020635649411764705,-0.0015173119999999964,-0.0009223399411764713,-0.0004050887058823574,0.00012161594117646862,0.0005811224705882315,0.001093054529411764,0.0017450663529411693,0.0025080372352941187,0.00337431805882352,0.004241048647058817,0.0051869245294117634,0.006242656235294117,0.0072794277647058765,0.008142668529411763,0.010087307235294107,0.01180453664705882,0.0135336665882353,0.015128916705882352,0.01679143923529412,0.01867309217647058,0.020615263588235278,0.022569840882352928,0.024413866000000006,0.026172111705882344,0.027855808705882355,0.02943912252941176,0.03100216711764706,0.032390195,0.03362405764705883,0.03496849576470588,0.0351843278235294,0.03397146294117647,0.032537688235294106,0.031078292882352948,0.029565493705882358,0.027587039470588243,0.025304334117647084,0.02286253670588237,0.02045750788235294,0.017985089705882362,0.015527840411764714,0.013136547352941182,0.010672772941176481,0.008191506529411766,0.005837459470588238,0.003540686764705883,0.0019876620588235444,0.0014986473529411959,0.0006630944117647225,-0.0002697961176470892,-0.0009711373529411871,-0.0015170982941176414,-0.0014570074705882452,-0.0010613137058823469,-0.0007399962941176536,-0.0004805074705882262,-8.497370588235464e-05,0.0002176067647059049,0.0005648679411764668,0.0010599050588235431,0.00168591805882351,0.002283813705882362,0.002107738176470586,0.0013577614705882202,0.001326172352941149,0.0020916767647058965,0.0028615735294117567,0.003474677999999995,0.0037979685882352926,0.0036637745882353023,0.0033721581176470727,0.003244948411764703,0.0031090657058823468,0.0030357495882352564,0.0030169601764705595,0.0028673931176470407,0.002614478058823519,0.002247495117647061,0.002447940058823525,0.0035513720588235265,0.004551757294117678,0.004932566705882366,0.00505463552941178,0.005186964352941165,0.004913259058823519,0.004545222470588209,0.004344140941176466,0.004188109588235289,0.003849342235294123,0.0035079855294117696,0.0029882290588235383,0.002353610294117639,0.0014883008823529387,0.0006254192941176212,-0.0008350948235294059,-0.003025403823529421,-0.005417115823529439,-0.007903072764705907,-0.010254626117647062,-0.012379044941176462,-0.01398367752941175,-0.014878358941176464,-0.015319849823529422,-0.01572245288235294,-0.01612750317647059,-0.016397986352941166,-0.016539328411764698,-0.01643345276470587,-0.01597993247058821,-0.015277600647058805,-0.015334826705882348,-0.014737562764705864,-0.013745449058823522,-0.012557105352941161,-0.011485289117647055,-0.010354636941176457,-0.009261558000000003,-0.00850903994117646,-0.008160489882352927,-0.007887091823529417,-0.007558103176470585,-0.0073113158823529395,-0.007058757823529403,-0.0069345784117647025,-0.00697461088235294,-0.007272184235294132,-0.0069216688823529465,-0.005731699294117654,-0.0047773298823529375,-0.0041753,-0.0036373946470588184,-0.003139213176470597,-0.0028151611764705847,-0.002601549058823545,-0.0023588762941176566,-0.002144926529411763,-0.002051443764705882,-0.0020652430000000013,-0.0021389940588235415,-0.002242763352941185,-0.002309433058823536,-0.0022550405294117642,-0.002456013176470602,-0.0034932105882353043,-0.004735410000000002,-0.005873430588235286,-0.006927615588235292,-0.008006178647058819,-0.00900044805882353,-0.009919305588235283,-0.010869890352941176,-0.011842165588235296,-0.012674762117647065,-0.013346410588235297,-0.013912778941176464,-0.014330397705882347,-0.014660472529411758,-0.015012606941176454,-0.014984623176470563,-0.014530206529411747,-0.013706463647058818,-0.012630817470588244,-0.011447065235294124,-0.010289929529411775,-0.009197283176470589,-0.008119487588235295,-0.007048841882352934,-0.005978743411764707,-0.00496787694117648,-0.004009700470588247,-0.003126204588235308,-0.002279132117647062,-0.0015699623529411844,-0.0008782873529411747,6.477799999998757e-05,0.000461799941176462,0.0007671711764705783,0.0009215658823529399,0.0009652117058823462,0.0009956771764705885,0.0010545867647058782,0.0011691061764705774,0.0013431783529411698,0.0015252590588235304,0.0017486924117647157,0.0019390157058823618,0.002088718235294121,0.002188868999999996,0.0023107554117647033,0.0024499307058823347,0.002345060470588238,0.002077468470588234,0.0017908470000000051,0.0014478702352941214,0.0011118300588235236,0.0008171846470588218,0.0005713528235294155,0.00034759047058824377,7.784988235294554e-05,-0.00025164070588235,-0.0006304277647058779,-0.0010140825882352933,-0.0013711398235294048,-0.0016549027058823523,-0.001938616117647049,-0.0022581587647058712,-0.0028342781764705907,-0.0031884932941176405,-0.0035222136470588195,-0.003755835294117646,-0.003962721705882348,-0.004158035529411769,-0.0043776134705882375,-0.004634855000000007,-0.004907621529411779,-0.005154014294117645,-0.005354233117647059,-0.00549858723529411,-0.005587475176470579,-0.0056624977058823515,-0.005732108470588242,-0.005738883176470592,-0.005473005000000003,-0.004959207588235301,-0.004491257882352946,-0.004099989588235296,-0.0037304767647058784,-0.0034027251764705835,-0.003089051470588234,-0.0027766971764705897,-0.00242947688235293,-0.0020408345882353025,-0.0016493254705882456,-0.00126625764705883,-0.0009008125882352981,-0.0005908692352941149,-0.00028899635294117945,-2.7539705882356075e-05,0.0002794442352941247,0.0003958830000000031,0.00048414523529412626,0.0005505854117647049,0.0005970723529411769,0.0006226367058823554,0.0006742181764705854,0.0007058027647058873,0.0007366855294117618,0.000712473058823531,0.0006858838823529459,0.0006415771176470665,0.0005995237058823537,0.0005636506470588255,0.0005123064117647097,0.00046252282352941126,0.0003360971176470627,0.00010633711764705678,-0.0001452560588235327,-0.00030934935294117324,-0.0003955287058823552,-0.00044447270588235735,-0.0004772548235294147,-0.0005152552352941132,-0.0005412240588235327,-0.000539611411764708,-0.0005388902941176506,-0.0005586735882352999,-0.0005968408235294161,-0.0006704400588235307,-0.0007455402941176428,-0.000811591470588225,-0.000944175705882358,-0.000970625117647058,-0.0009384342352941229,-0.0009311233529411822,-0.0009611822352941155,-0.0009914062352941143,-0.0010655579411764683,-0.001099237235294124,-0.0011235496470588177,-0.0011578963529411714,-0.0012220847647058802,-0.0012659269411764741,-0.0013064465882352966,-0.0013271391764705862,-0.0013448821176470609,-0.0013861822352941207,-0.0013513669999999992,-0.0012951541176470585,-0.001294982764705882,-0.0013226950588235246,-0.0013728767058823546,-0.00146126911764706,-0.0015105108823529403,-0.0015393495294117633,-0.0016057507647058884,-0.0016661836470588283,-0.001690414588235295,-0.0016938808235294096,-0.0016817077647058795,-0.0016558928235294174,-0.0016056114705882384,-0.0015167573529411803,-0.0012857196470588243,-0.001144488941176476,-0.0009434901764705898,-0.0007297871176470613,-0.0005153310588235302,-0.0002930719999999984,-8.097664705882315e-05,7.428188235294314e-05,0.0002476831764705936,0.00039536788235294135,0.0005131201764705939,0.0006019276470588288,0.0006680014117647071,0.000712990823529415,0.0007546088823529411,0.0007783719999999994,0.0006590878235294174,0.00043873235294118046,0.00021975717647059606,2.791352941178271e-06,-0.00019009476470587677,-0.0003539957058823519,-0.0005078361764705858,-0.0006329579999999994,-0.000756602000000002,-0.000863100058823528,-0.0009364807647058854,-0.0009828557058823573,-0.0010167664117647045,-0.0010290262941176492,-0.0010346729999999998,-0.0010442056470588192,-0.0009169644705882413,-0.0007117150000000017,-0.0005290172941176501,-0.0003194084117647093,-0.00012150611764706262,4.9966999999997985e-05,0.00021566864705882538,0.0003655406470588207,0.0004763033529411806,0.0005969465882352983,0.0007111510000000036,0.000818476470588237,0.0009220317647058822,0.0010211394705882323,0.0010978245294117617,0.0011708418823529396,0.0011099087058823523,0.0009590281176470594,0.0008436004117647056,0.0007178918235294166,0.0005812959411764691,0.00045878829411764854,0.0003443361176470594,0.00021073341176471028,0.00011667623529412058,5.886158823529414e-05,-2.8426235294119057e-05,-0.00013041005882353032,-0.0002403606470588182,-0.00035625170588234403,-0.00046546941176469486,-0.000563691294117645,-0.0008223368823529371,-0.0008152350588235269,-0.0008187232941176507,-0.0008284875294117706,-0.0008584620588235302,-0.000885138294117651,-0.000991758647058829,-0.0011048224705882403,-0.0011903308823529475,-0.001298773058823536,-0.0013781512352941186,-0.0014192108823529448,-0.001450119764705892,-0.0014675943529411824,-0.0014771603529411849,-0.001484659823529414,-0.0013308185882352948,-0.0011365536470588251,-0.0010958261176470564,-0.0010743524117647063,-0.0009995309411764686,-0.0008881359411764683,-0.000714997235294116,-0.0004484843529411753,-0.0001809350588235295,5.440464705882067e-05,0.0002693000588235295,0.00044554105882353007,0.0005992641764705868,0.0007307435294117669,0.000840453176470593,0.0009308218823529425,0.0009657342352941203,0.0008729665294117638,0.0009186668823529427,0.0009896361764705937,0.0010354965882352941,0.0010465759411764676,0.0010583999999999975,0.0009946866470588178,0.0009021971764705816,0.0008301238823529462,0.000767497470588234,0.0007201361176470619,0.0006885907058823589,0.0006700042352941193,0.0006751746470588238,0.0006962774117647043,0.0007706198823529374,0.0008458869411764741,0.0008635466470588195,0.0008569233529411718,0.0008428262352941189,0.0008195424117647121,0.000780500941176477,0.0007511631764705977,0.0007367724117647127,0.000709029705882356,0.0006715655882352997,0.0006261227058823558,0.0005748369411764688,0.0005237570588235256,0.00047055541176470317,0.0004120295882352916,0.000302360529411759,0.00019325117647058312,0.00013776541176470716,9.190864705882137e-05,7.943394117646344e-05,8.29665882352941e-05,0.00012046841176469383,0.0001792218235294081,0.0002193432352941109,0.0002644464705882331,0.00031308017647058844,0.0003622238823529425,0.0004097120588235359,0.00046144835294118294,0.0005049772941176506,0.0005481832941176545,0.0006370404117647145,0.000727958588235298,0.0007520831176470628,0.0007560510000000041,0.000756425764705887,0.0007238077058823525,0.0006601391764705956,0.0005454477647058864,0.00040952717647059836,0.0002748865882352923,0.00014486141176469833,2.4444588235285336e-05,-8.520576470588681e-05,-0.00020015935294118506,-0.0003158609411764747,-0.00042852270588236013,-0.0004923741176470625,-0.0005495290588235328,-0.0005184618823529386,-0.00045676570588234697,-0.00036433976470587673,-0.0002166813529411761,-4.098970588235079e-05,0.0001776339411764631,0.0003802640588235241,0.0005764860588235235,0.0007960851764705901,0.0010002360000000016,0.001215465235294113,0.0014503276470588244,0.0017083536470588294,0.001982759058823537,0.00222529741176471,0.0023748221176470574,0.002453489058823522,0.0025138642352941186,0.0025435198823529383,0.0025075179999999933,0.0024023161176470603,0.002242104117647057,0.002073059352941175,0.001958816352941182,0.0018227411764705874,0.0016616258823529406,0.0014769210588235285,0.0012421749411764722,0.0009548431176470557,0.000618870058823523,-0.0003228027647058859,-0.001187211999999993,-0.002048589411764702,-0.0029973783529411817,-0.003986642647058825,-0.004944451705882348,-0.0058281907058823565,-0.006659407235294117,-0.007408237588235288,-0.008161274117647058,-0.008900782764705881,-0.009592161117647057,-0.010267726647058821,-0.010893950705882352,-0.011462704176470589,-0.01198579276470588,-0.011899628294117646,-0.011278804058823533,-0.010669795529411767,-0.009907816764705882,-0.009016878588235293,-0.008136231904411765,-0.007272062035294111,-0.0064282528655462134,-0.0056126626244343905,-0.004842638029411761,-0.004082801048128342,-0.0033462119882352905,-0.0026214729019607835,-0.001931669549019608,-0.0012664720196078443,-0.0006167212549019613,1.5564215686273558e-05,7.547039215686363e-05,0.00018521645098039385,0.000250922980392157,0.00021245892156862567
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
