UniprotID	Q96JM7-2
pNuLoCScore	0.3293594922222222,0.320048398,0.3136328945454545,0.3112945383333333,0.3089136776923077,0.3105325464285715,0.31218409533333336,0.314602125625,0.31806318294117647,0.3146741947058823,0.31518590470588237,0.3168658405882353,0.3167868052941176,0.32061975,0.3293663264705882,0.3395343411764705,0.35188409470588233,0.36497196470588233,0.3776883017647058,0.3893444276470588,0.39928690999999994,0.40901808529411754,0.41641563705882345,0.4243172952941176,0.43510765529411755,0.441114754117647,0.44531906941176475,0.4501919535294117,0.4525730747058824,0.4542554935294118,0.4585778423529412,0.4607058752941177,0.46335202411764714,0.4656784147058823,0.4674841588235294,0.4701206335294118,0.47344099529411765,0.47594907999999997,0.47844852705882357,0.48113325529411766,0.48300163117647055,0.48149381058823526,0.4840707294117647,0.48797483352941184,0.4921774670588236,0.49656389764705877,0.5029721094117647,0.5071686094117647,0.5110012117647059,0.5143510552941177,0.5173547435294117,0.5204366876470587,0.522787508235294,0.5246513817647059,0.5268473252941177,0.5257297629411765,0.5049892623529412,0.48651085882352946,0.4684003682352942,0.4508250400000001,0.432660395882353,0.41453018764705896,0.39677211941176477,0.37918313588235303,0.36181498411764706,0.34491206647058825,0.32841778352941176,0.31147160176470584,0.294706724117647,0.27799561647058824,0.2615069964705882,0.2453281082352941,0.2329916017647059,0.2394401741176471,0.24354339764705887,0.2466979323529412,0.24899246411764708,0.2515663652941176,0.25369370529411767,0.25498223882352944,0.2558801535294118,0.25709020941176464,0.2580630388235294,0.2583631076470588,0.2593399847058823,0.2602794047058823,0.26051636999999994,0.2611182629411764,0.26474803823529414,0.2661386305882353,0.26001603411764707,0.25709002235294115,0.2536655064705883,0.2515391135294118,0.2501561876470588,0.24910859999999999,0.24908688529411763,0.24987414235294114,0.24936233235294114,0.24885870882352937,0.24871930411764703,0.24846164235294116,0.24816875588235293,0.24885956647058827,0.24836389588235294,0.24404486176470588,0.24246748941176471,0.2488180376470588,0.2523502952941176,0.2558564247058823,0.25782331705882344,0.2591620217647059,0.26034297764705877,0.26047384941176466,0.2597685117647059,0.26070436294117644,0.2613407082352941,0.2621712094117647,0.2631544911764706,0.2637832288235294,0.2701226841176471,0.27761830647058827,0.28458128,0.29142939176470584,0.29770667,0.30403969647058826,0.3114544652941177,0.3197577682352941,0.32799517411764706,0.3363839935294118,0.3458158888235294,0.3561604711764706,0.36673077235294116,0.37810233000000004,0.3887924688235294,0.39867139705882354,0.40926093588235296,0.4139424335294118,0.4180441441176471,0.42346092705882354,0.4288872123529412,0.43531961647058826,0.4419813735294117,0.4483498229411764,0.45461290529411763,0.4606507852941175,0.4664542211764705,0.47174297176470575,0.4767463094117646,0.4811714611764705,0.4850584523529412,0.489641364117647,0.5032317676470589,0.5160158088235294,0.5284442758823529,0.5407227964705883,0.5520331399999999,0.5629638311764705,0.5732590635294118,0.5832262382352941,0.5931901452941176,0.6024013452941176,0.6115888664705883,0.6202932641176471,0.6286870852941178,0.636623053529412,0.6442904041176473,0.6518893894117647,0.6588569511764706,0.6570930805882353,0.6557408888235293,0.65442105,0.6533734117647059,0.6530690023529411,0.6526999494117647,0.6520423582352941,0.6511834894117647,0.6503250682352942,0.6493728835294117,0.6491359941176471,0.6500796570588235,0.651138224117647,0.6532982052941176,0.6568740782352942,0.6695771164705883,0.6818705135294119,0.6943933135294118,0.70674057,0.7193368829411764,0.7320004005882351,0.7446782770588234,0.7574039105882353,0.7704443341176471,0.7834152752941176,0.7962680811764706,0.809009171764706,0.8210309164705881,0.8322531476470589,0.8435796888235293,0.8537107570588234,0.8620935041176471,0.8610075394117648,0.8606159770588235,0.8599844435294117,0.8594589023529412,0.8589735811764707,0.8584788282352943,0.8580229823529413,0.8575048370588236,0.856740345882353,0.856109263529412,0.855441557647059,0.8549126070588235,0.854450265882353,0.8539384458823529,0.8531713576470588,0.8501133929411765,0.8483404423529413,0.8475062105882353,0.8471524905882353,0.8473365358823529,0.8478209829411764,0.8482204299999999,0.8485715594117645,0.8489422441176471,0.849214855882353,0.8495340941176471,0.8497658647058824,0.8499880352941177,0.8502296976470588,0.8504440482352942,0.8506113564705884,0.8507868064705884,0.85334443,0.8550381335294117,0.8561700064705882,0.856595038235294,0.8568442382352941,0.8569193205882352,0.8568834535294115,0.8568707711764705,0.8568303558823529,0.856980034117647,0.8570744811764706,0.8572597341176471,0.8575233435294118,0.8577445729411766,0.8578867400000001,0.8549254047058824,0.851079895882353,0.8481942164705882,0.8458831811764707,0.8437735223529411,0.8412422552941177,0.8390588082352942,0.8370320729411765,0.8348606305882353,0.8328342458823529,0.8306795941176469,0.828618076470588,0.8265742823529411,0.8244829294117646,0.8222262588235294,0.8200905941176471,0.8180625705882352,0.819356188235294,0.8217126176470588,0.8230445323529413,0.8238914088235295,0.8247152029411765,0.8260018935294118,0.8268062611764706,0.8275872435294118,0.8285562323529411,0.829246664117647,0.8300312841176472,0.8305808235294119,0.8309750088235294,0.8314479852941176,0.8320462617647059,0.8335778205882353,0.835717755882353,0.8375255811764707,0.8393043811764707,0.8412119929411765,0.8429803047058824,0.8446139429411765,0.846118481764706,0.8474229747058826,0.8486890805882354,0.8497800541176472,0.850953565882353,0.8521220717647061,0.8534560917647059,0.8548580417647059,0.8560686770588236,0.8573361147058823,0.8575958911764706,0.8573323282352941,0.8571629852941176,0.8568892088235293,0.8564367735294117,0.8559372835294117,0.8554768629411764,0.8552331276470588,0.85528213,0.8552018005882354,0.8552525829411766,0.8552469064705884,0.8552539947058825,0.8552026923529413,0.855147421764706,0.8546123923529413,0.8538909276470588,0.8533658723529411,0.8523002852941177,0.8511456405882353,0.8500918170588238,0.8493157194117648,0.8486841135294119,0.8480129370588236,0.8474072582352941,0.8467472276470589,0.846198004117647,0.8456507041176471,0.845164315882353,0.8447292570588236,0.8443685688235295,0.8441192276470588,0.8445329511764706,0.8450741076470588,0.8453260423529412,0.845939601764706,0.8466615641176471,0.8472999311764706,0.8477654582352943,0.8481481270588236,0.8485032476470588,0.8487740794117646,0.8490868670588235,0.8493228905882352,0.8495656670588234,0.8497820788235293,0.8498610435294117,0.8506968611764706,0.8511955964705882,0.8514985941176471,0.8519491494117647,0.8522125641176472,0.852322284117647,0.8522905194117648,0.8521593682352941,0.8520955858823528,0.8520192070588234,0.851757315882353,0.8513120182352941,0.8505964888235296,0.8494522611764708,0.8479268935294119,0.8463180994117648,0.8448995323529412,0.8428345476470591,0.841224641764706,0.8398574794117648,0.8384815911764707,0.8374339088235294,0.8366106652941177,0.8360218535294117,0.8355038647058822,0.834928804117647,0.8343350747058823,0.8339403511764705,0.8338058547058822,0.8339977111764705,0.8345252505882352,0.8354904123529411,0.838025524117647,0.8403995347058822,0.841870798235294,0.8433702747058823,0.8444143629411764,0.8446503217647058,0.8444137123529412,0.8444994735294119,0.8446091482352942,0.8448352176470587,0.8451083823529411,0.8454581235294116,0.8458725505882353,0.8461759947058823,0.846486935882353,0.8469303535294117,0.8473091570588234,0.8462604899999999,0.84517429,0.8446654229411766,0.8439195464705883,0.8436031429411764,0.8439735017647059,0.8447078229411766,0.8450334405882354,0.8452897952941176,0.8454016070588235,0.845355761764706,0.8451743147058823,0.8449826817647059,0.8449172788235294,0.8448173494117648,0.8428600611764707,0.8416863964705881,0.841035514117647,0.8406405470588234,0.8402520729411764,0.839982625882353,0.839661872352941,0.8394397076470587,0.8390969605882351,0.8389476705882353,0.8387409352941175,0.8384459858823529,0.8382072917647058,0.8381260358823528,0.8380766358823528,0.8379386499999999,0.8377844382352939,0.8394501088235293,0.8403071876470588,0.8406056805882353,0.8407007629411765,0.8409520529411764,0.8411272294117647,0.8412956452941175,0.8413765747058822,0.8415991747058823,0.8416528329411763,0.841735074117647,0.8419080211764705,0.8421155476470588,0.8423194652941177,0.8424554323529412,0.8431743652941177,0.8435981441176471,0.8441858170588235,0.8447501447058824,0.8451428835294118,0.8453230158823529,0.84555472,0.845857114117647,0.8471284258823529,0.8485620788235294,0.8500616641176472,0.8517595429411766,0.85346374,0.8552490164705883,0.8570446605882355,0.8587873870588236,0.8606026747058824,0.8618494923529412,0.8632942035294119,0.8646141894117647,0.8659875499999999,0.8675272988235294,0.8693143405882351,0.8710325464705883,0.8726200964705882,0.8732740317647059,0.8737785023529412,0.8742455994117647,0.8745841623529412,0.8749666005882352,0.8753032594117647,0.8756181123529412,0.8756291005882354,0.875538725882353,0.8753775411764706,0.8753114782352941,0.8754099194117648,0.8755847399999999,0.875731255882353,0.8759330388235295,0.8761343270588235,0.8763015847058824,0.8762971847058824,0.8763732611764705,0.876351898235294,0.8761129764705882,0.8756633823529412,0.8753162823529411,0.8749169435294119,0.8748521847058824,0.8748481929411766,0.8748862347058823,0.8749726899999999,0.8748327958823529,0.874629328235294,0.8745035694117645,0.874332416470588,0.8741865535294115,0.874108948235294,0.8740960952941176,0.874008304117647,0.8739679517647057,0.8741164076470588,0.874481095882353,0.8754959529411764,0.8765700799999999,0.8774056211764706,0.8782183605882353,0.8790430994117646,0.8799981582352941,0.880881685882353,0.8817166300000001,0.8825133182352942,0.8832312523529414,0.8839158541176472,0.884572837647059,0.8851992258823531,0.8858305094117648,0.8864543911764706,0.8870665552941176,0.8876375258823529,0.8874356511764704,0.8871987335294117,0.8871344923529411,0.8869853823529411,0.8868262629411765,0.8864632747058824,0.8861671705882352,0.8858663282352941,0.8855160011764706,0.8851867041176471,0.88481692,0.8844876358823529,0.884243318235294,0.8839760823529411,0.8837250135294118,0.8827666794117649,0.8821496588235296,0.8815935882352942,0.8821406794117648,0.882783024117647,0.883273024117647,0.8836404688235292,0.8840421747058822,0.8844232217647058,0.8848130464705881,0.8851932911764706,0.8855305123529411,0.8858919229411765,0.8861715247058823,0.8864661305882353,0.8866793211764705,0.8869186623529411,0.8878710429411764,0.8884682605882352,0.8890229223529412,0.8884805782352941,0.8878692488235296,0.8874436488235296,0.8871591417647061,0.8868452652941178,0.8865371535294119,0.8862128270588236,0.885957085882353,0.8857983899999999,0.88566172,0.8856015788235294,0.8855376552941175,0.8851690082352939,0.8850137988235294,0.8850325205882352,0.8851308882352941,0.8854618764705882,0.8857883352941175,0.8860630494117645,0.8863351876470587,0.886575344117647,0.8867667829411764,0.8869537829411764,0.8871352417647059,0.8872961570588235,0.8873766964705883,0.8876419870588236,0.8880103776470589,0.8883633864705883,0.8890702570588236,0.8895180305882352,0.8897839129411763,0.8899948617647058,0.8899743329411764,0.8899760129411765,0.8900113270588234,0.8900790299999999,0.8901520829411764,0.890261855882353,0.8903886264705881,0.8905517029411764,0.8907309970588235,0.8909749205882354,0.8910264911764707,0.8912540323529412,0.8915482352941176,0.8917893494117646,0.8918572464705882,0.89197377,0.8921399800000002,0.8922861000000001,0.8924345400000001,0.892583731764706,0.8926847764705883,0.8927658882352941,0.8928522847058824,0.8929262229411765,0.8929463911764705,0.8929451935294117,0.8929152111764707,0.8928728017647058,0.8925510664705881,0.8921493335294117,0.8918204876470588,0.8916614523529413,0.8914347211764707,0.8911500564705882,0.8908674947058823,0.890557876470588,0.8902442764705882,0.8899681352941177,0.8897087647058823,0.8894336541176472,0.8891442923529412,0.8888808947058824,0.8886246652941177,0.8880007476470589,0.8875682805882353,0.8869243776470588,0.886109014117647,0.8852930788235294,0.8844025023529412,0.8834811017647058,0.8825491782352941,0.8815798835294119,0.8806426347058823,0.8795958129411765,0.87852968,0.8775226711764705,0.876562941764706,0.8756108888235294,0.8746939182352942,0.8737097241176471,0.8730836741176472,0.8722208447058825,0.8715383300000001,0.871073967647059,0.8705851582352943,0.8702234523529412,0.8699286429411766,0.8696711094117648,0.8694784952941177,0.8692485894117647,0.8690708729411765,0.8689025058823528,0.8686863088235294,0.8684595464705882,0.8682491499999999,0.8673322411764706,0.866833595882353,0.8664286164705883,0.8662712870588234,0.8661687947058824,0.8661334805882352,0.8660742217647059,0.8659188305882353,0.8657471423529413,0.8655219347058825,0.8652985935294117,0.8652126029411766,0.8652329564705883,0.8655135529411764,0.8659298823529412,0.8663879917647059,0.8669297205882353,0.8682645823529411,0.8693180452941176,0.8702770958823529,0.8711400529411765,0.8720703335294119,0.8729893358823531,0.8740083858823531,0.8751290447058825,0.8762475211764706,0.8774722917647059,0.8787112364705882,0.8798591235294116,0.8809878258823529,0.8818785494117646,0.8826373611764705,0.8839413947058821,0.8850158329411763,0.8861728623529411,0.8873699858823528,0.8886309294117647,0.8897516752941176,0.8908250047058824,0.8918227794117647,0.8927926411764706,0.8937036088235294,0.8945835188235294,0.8953420835294117,0.8959994947058822,0.8965759688235293,0.8971471417647058,0.8977338888235293,0.8983122770588235,0.8983081611764706,0.8984381788235295,0.8983687494117648,0.8981720164705882,0.8979183635294118,0.8976780311764707,0.8973940429411766,0.8970900858823532,0.8967465270588235,0.8963852717647058,0.8960606823529411,0.8957922676470588,0.8955888688235294,0.8954330494117646,0.8952362647058822,0.8942634788235293,0.8933757905882354,0.8928020282352941,0.8923963752941177,0.89194194,0.8914150347058825,0.8908370794117648,0.8901880300000001,0.8895603770588236,0.8889831141176472,0.8884128611764707,0.8879455011764706,0.8874658923529414,0.8869743364705883,0.8865130423529413,0.8860933029411766,0.8857250205882354,0.8861481394117648,0.886495095882353,0.886433114375,0.8861870353333334,0.8859761592857144,0.8858578369230768,0.8858335099999999,0.8859793145454545,0.886143716,0.8862802477777777
pNuLoCDScore	-0.011296309281045747,-0.014685297516339901,-0.014173587516339847,-0.012493651633986913,-0.012572686928104593,-0.008739742222222235,6.834248366005546e-06,0.010174848954248306,0.022524602483660117,0.04492356670588232,0.06405540721925129,0.07804988931372547,0.09037323230769223,0.09848553886554606,0.1042315417254901,0.1097151696691176,0.11704447235294108,0.12644055941176469,0.13013316470588238,0.1333261129411764,0.1357862694117648,0.13363574352941182,0.12921151588235297,0.1211715341176472,0.11146792941176481,0.10070644999999995,0.08979585705882359,0.08077620588235301,0.07415408529411771,0.06693099470588243,0.06203289000000012,0.056815960000000054,0.047893975882353,0.04037905647058826,0.038751659999999966,0.03778288000000013,0.039604392352941165,0.04230840411764697,0.044394267058823544,0.04646273411764695,0.04764918764705878,0.04867264058823545,0.04987058470588229,0.05031605411764695,0.04934651294117631,0.04870230176470597,0.04839879823529414,0.0445965076470588,0.021987631176470623,0.005017048235294197,-0.015670361176470526,-0.03714979352941172,-0.05951707117647059,-0.08203370999999982,-0.10619998999999997,-0.12798547352941164,-0.14918622764705886,-0.16943898882352948,-0.18893695999999993,-0.2089650858823529,-0.22808078411764698,-0.2466557652941177,-0.2653403288235295,-0.28040165470588235,-0.27199766058823527,-0.24707068470588237,-0.2248569705882353,-0.2041271076470589,-0.18366793176470592,-0.16296382235294138,-0.1430784141176471,-0.12420089705882359,-0.10593483058823527,-0.08782185705882362,-0.07035474470588238,-0.053108494117647065,-0.03536673941176466,-0.017716211764705947,-0.000990626470588285,0.015790154705882298,0.031756436470588234,0.02669845647058819,0.016472636470588192,0.010392089999999937,0.004673042352941192,-2.7251764705804593e-05,-0.003537517647058841,-0.0058736388235294534,-0.006793268235294164,-0.007216067058823494,-0.008700706470588238,-0.009504398823529409,-0.010620680588235287,-0.01181776235294113,-0.01234761411764701,-0.012258696470588137,-0.016384142352941194,-0.022093768823529397,-0.017548544705882352,-0.008271984705882363,-0.0013152111764706542,0.004317311176470551,0.007667129411764617,0.010053421764705889,0.011256092352941144,0.010599707058823515,0.010406179411764749,0.01184565411764707,0.012621404117647061,0.013709567058823535,0.014985735294117675,0.014923662352941125,0.021758788235294174,0.03357344470588239,0.04211379058823528,0.04261135411764705,0.045356374705882385,0.04818327176470594,0.053631148235294246,0.06059574647058824,0.06765219647058829,0.07591014411764713,0.08604737705882354,0.09545610823529416,0.10539006411764706,0.11593112058823535,0.1256379776470588,0.13488816823529415,0.13913825176470584,0.13632412705882352,0.13346286411764713,0.1320315352941177,0.1311805423529412,0.13127992,0.130526908235294,0.1285920547058823,0.12661773117647057,0.12426679176470573,0.12063833235294108,0.11558250058823516,0.11001553705882344,0.10306913117647049,0.09626598352941179,0.09096996705882349,0.09397083176470594,0.10207337529411759,0.11040013176470576,0.11726186941176475,0.12314592764705873,0.12764421470588228,0.1312776900000001,0.13487641529411765,0.13857724,0.14175056000000008,0.1451346452941178,0.14855029235294132,0.15194077588235316,0.15545159235294143,0.15923195176470606,0.16224802529411764,0.15562518352941168,0.14107727176470597,0.12729661294117645,0.11369825352941165,0.10134027176470595,0.09010517117647054,0.07944088588235287,0.06881612000000004,0.057993344117647116,0.04792372294117664,0.037784017058823394,0.02884273000000004,0.02139257176470577,0.014515170588235038,0.009007801176470376,0.004984688823529537,0.010720165294117678,0.024777432941176514,0.03865242470588248,0.052319520000000064,0.0659634711764705,0.07893139823529405,0.09197832764705871,0.1053615523529412,0.11926084470588239,0.13309020705882335,0.14689519764705894,0.15987317764705888,0.1709512594117646,0.18111492352941194,0.19028148352941165,0.19683667882352918,0.1925163876470588,0.17913702588235292,0.16622266352941173,0.1532438735294117,0.14012201941176483,0.1269731805882356,0.11380055117647092,0.10061907176470597,0.08706050294117651,0.07332507058823545,0.059841182352941336,0.04643238588235299,0.033881690588235425,0.022197118235294022,0.010358757058823609,0.049060814274509784,0.04483764662745096,0.04254624015686273,0.0515857510980392,0.061271808509803904,0.07329870203921571,0.08485138709803924,0.09766644592156859,-0.03370760699346401,-0.04527850169934636,-0.05650060052287581,-0.06291063169934635,-0.06632383052287577,-0.0683788687581699,-0.0680029011111111,-0.06646132522875811,-0.06569477346405225,-0.058924897705882356,-0.051966131069518695,-0.04498907504901958,-0.03865801882352937,-0.03404275037815124,-0.030831004352941144,-0.02792952841911761,-0.02169968352941179,-0.005544040588235294,0.011291469411764732,0.02348700117647054,0.03324128764705883,0.041192750588235294,0.047138690588235305,0.051971368823529374,0.05744668470588232,0.06283173235294118,0.06672092999999998,0.06807086705882348,0.06920307999999994,0.07020222058823525,0.07186753058823525,0.07178372176470585,0.06916871117647061,0.06259739176470588,0.05370990352941177,0.044074240588235336,0.03302098823529412,0.022557871176470595,0.01146764647058826,5.80111764706126e-05,-0.011755763529411711,-0.022335269411764697,-0.030992563529411737,-0.035744069411764695,-0.03912473764705879,-0.04289734647058821,-0.04587057764705882,-0.04679802529411767,-0.05007963235294119,-0.05173644999999999,-0.0501562011764706,-0.04634609647058824,-0.04366426882352942,-0.04055120470588236,-0.03857214588235297,-0.03656528882352944,-0.03337607117647062,-0.030171379411764676,-0.02758675823529405,-0.026328294705882355,-0.02750637294117647,-0.02738143705882351,-0.026950295882352954,-0.02746309588235296,-0.02718172470588237,-0.022709693529411795,-0.019748623529411757,-0.019121799999999994,-0.01764432764705884,-0.014746748235294094,-0.010625215882352906,-0.004862747647058768,0.00042663117647062654,0.004259869411764677,0.008865610588235234,0.012374127647058863,0.016558589411764718,0.019766699999999998,0.02194130176470588,0.023517782941176513,0.02490753117647057,0.027642169999999938,0.03215794529411764,0.03831330176470585,0.04384806529411761,0.048037164117647024,0.050081823529411706,0.05122681176470584,0.051716304705882316,0.052786258823529414,0.05367224941176474,0.05375807117647058,0.05400115705882352,0.05340864764705883,0.05329695470588239,0.053944209411764754,0.055923938823529445,0.05509678235294124,0.048790495294117636,0.04035633411764705,0.0326015817647059,0.024878572941176486,0.019290333529411785,0.014963766470588252,0.010976147647058815,0.007359511176470601,0.004143185882352907,0.0018176476470588565,-0.0004087888235294046,-0.0016718329411764543,-0.0026840800000000054,-0.0035312441176471032,-0.004697633529411743,-0.00583037294117647,-0.0039325788235294035,-0.0016548447058823412,0.0015132547058823442,0.004242012941176432,0.006923835294117636,0.008119406470588203,0.009242325882352964,0.009312679411764696,0.009053381764705881,0.008859858823529382,0.008648018235294097,0.009320229411764663,0.009206041764705852,0.008884925294117663,0.007974557058823495,0.005851600588235278,0.0035205399999999887,0.0021089647058823713,0.0011896258823529682,-0.00028921470588233467,-0.0019148058823529324,-0.00482645470588236,-0.008225948235294156,-0.01041172235294116,-0.011960811176470576,-0.01336860294117645,-0.014590012352941162,-0.016345291176470517,-0.01797702705882348,-0.019035012941176488,-0.016662492352941122,-0.013515408823529418,-0.010570466470588208,-0.008047422941176496,-0.005983402941176469,-0.0034320864705882637,0.00034041470588236367,0.005856992352941182,0.011975526470588277,0.019057907058823514,0.025589901764705908,0.031750127058823546,0.03622777470588237,0.040821955882352906,0.04475558117647055,0.046425746470588225,0.04390059294117643,0.040113531764705834,0.037341140588235205,0.035652649411764686,0.03441650058823528,0.03320847529411769,0.03160588000000003,0.028300979411764765,0.025068505882352904,0.02175372764705885,0.017234640588235234,0.012340037058823528,0.007512800000000042,0.002906100000000078,-0.001237552941176362,-0.002073702941176425,0.001183047647058788,0.006321618235294202,0.008866690588235415,0.010712608235294185,0.011657922352941164,0.011014310588235321,0.009102613529411718,0.008673969999999975,0.00948027882352942,0.009146393529411712,0.008521354705882334,0.00850363235294116,0.010271054705882243,0.012752328823529335,0.015584810588235215,0.016773027058823498,0.013751539411764713,0.008582027058823494,0.004998571764705861,0.002398503529411733,-1.3487647058829655e-05,-0.0008219300000000263,0.0002702411764706203,0.0019103629411764689,0.001859481176470612,0.000988983529411791,0.0007529558823530236,0.0013370794117646967,0.0013945247058824162,7.716823529407835e-05,-0.0013681829411764102,-0.0022647776470587355,-0.0010433576470588735,0.0015731447058823234,0.004643202352941134,0.0072232864705882305,0.008940136470588222,0.010400328823529315,0.010625271176470552,0.009904818823529393,0.010074385294117694,0.011043542352941194,0.012386618823529372,0.012706884117647088,0.013362884117647023,0.014256494117647067,0.014995342941176382,0.014854138823529262,0.013391474117647129,0.010868600000000006,0.01108499823529413,0.010509235882352974,0.01127456705882357,0.013375392941176567,0.015466701176470588,0.01816476352941182,0.020241537058823533,0.021732005294117673,0.023349054117647094,0.024990358823529346,0.026081152352941173,0.02763933411764702,0.029585649999999963,0.0320945976470588,0.03791878176470587,0.04446814588235293,0.04666717411764704,0.04801246823529409,0.05022356352941176,0.05209063176470591,0.05434743882352944,0.05663788058823527,0.05870153882352935,0.06138968470588235,0.0634123564705883,0.06500109352941191,0.06687799058823535,0.06867518352941182,0.06992702294117653,0.07103966470588241,0.0687013111764706,0.06439314705882365,0.06231445705882349,0.06273917647058819,0.060606924705882304,0.05733219294117642,0.05257339882352935,0.04521671294117646,0.0367978752941176,0.030058279999999993,0.023364429999999936,0.017924467647058795,0.012949021176470621,0.00770136058823534,0.0033058476470588793,-0.0015432799999998692,-0.0028888341176470655,-0.00104271411764717,3.354705882363529e-06,-0.00042063882352944004,-0.00017288764705869486,-0.0007606441176470358,-0.00022667882352928048,0.0023338964705882925,0.007458676470588399,0.012411603529411841,0.01647086058823538,0.020491442352941147,0.023770751176470595,0.027073272352941102,0.030087393529411643,0.03373935823529406,0.03425203058823528,0.030968505882352948,0.027903111176470596,0.024972025882353033,0.02326626176470581,0.023831780000000025,0.02561423058823531,0.02705408470588233,0.027596355294117525,0.026483672941176373,0.026404326470588158,0.02541166647058818,0.02457863999999993,0.023714652352941235,0.022153552941176546,0.020382300588235203,0.018434941176470654,0.020153542352941256,0.021619224117647162,0.02176187588235301,0.021110778235294114,0.018509372352941256,0.014881559411764722,0.01176504941176476,0.008541284705882446,0.00558502588235299,0.002676294705882376,7.747117647061152e-05,-0.0022712476470587717,-0.002944148823529502,-0.0031701335294118116,-0.0035085429411764735,-0.0038884417647059855,-0.0049466100000000734,-0.006072476470588339,-0.005661285294117802,-0.003765874117647061,-0.0007179682352941863,0.002837792352941071,0.005687753529411643,0.00854810823529406,0.010751764117647056,0.013244809999999996,0.015872976470588218,0.0182728452941176,0.01893009823529418,0.01783045705882358,0.017009358235294203,0.015160925294117666,0.01542034588235297,0.01593055058823528,0.01581769117647064,0.014339831176470585,0.01277164117647056,0.011050280000000023,0.009664155294117682,0.008302108823529386,0.007371133529411711,0.006461072941176482,0.005240693529411811,0.004327400588235275,0.003574483529411754,0.00492120176470584,0.006234854705882309,0.008640652352941203,0.01062957352941174,0.01091687705882366,0.0113857294117648,0.012529955294117712,0.01359826941176473,0.013928294117647011,0.013797624705882361,0.014135001764706001,0.014966099411764744,0.015585805882352921,0.016396894705882348,0.01699468235294116,0.017314398235294126,0.01726321705882361,0.016822431176470587,0.017841402352941182,0.017272595294117676,0.018449464705882268,0.019574055294117543,0.020124213529411628,0.020354300588235286,0.02106151058823541,0.02234326764705874,0.023227649999999878,0.02305421294117649,0.022867549411764665,0.02279845352941179,0.022890907647058922,0.02293809352941184,0.023062650588235256,0.02357803882352938,0.022671348235294153,0.020391790588235315,0.018281650588235332,0.016426278235294134,0.014972818823529466,0.013929436470588141,0.012700321764705813,0.011120707058823565,0.009271902941176469,0.008021116470588174,0.006960231176470488,0.0055887105882351795,0.00399974470588238,0.0025765429411764296,0.001270742941176517,-0.0002108317647058211,-0.0022026776470587817,-0.0030066841176471515,-0.004134537058823495,-0.005128768823529306,-0.006163117058823497,-0.007469182352941084,-0.009038124705882444,-0.01056511647058822,-0.011958730588235267,-0.013182317647058905,-0.01439062529411761,-0.015338482941176401,-0.016237224117647164,-0.017285024117647096,-0.01852490529411771,-0.019752328823529453,-0.020470312352941167,-0.020611214705882286,-0.02035538470588244,-0.020050592352941266,-0.02026087352941175,-0.02062973352941183,-0.02077453352941172,-0.02046860882352941,-0.020043047058823593,-0.019658212941176367,-0.019607268823529422,-0.019808033529411795,-0.02015005529411762,-0.020298682941176538,-0.020170345882352947,-0.019987397058823464,-0.01874254058823538,-0.017918839411764753,-0.017003823529411766,-0.016229403529411712,-0.015536811176470655,-0.01537265352941175,-0.01536358647058822,-0.01559515058823524,-0.015872591176470607,-0.01614234117647062,-0.016313738823529378,-0.01618860352941176,-0.015749513529411785,-0.015116344117647007,-0.014615705294117709,-0.014022019411764786,-0.014400180588235334,-0.015688022352941144,-0.01701993294117643,-0.018627894705882442,-0.019698319999999936,-0.019456656470588196,-0.018178581176470587,-0.016199594705882336,-0.014115409411764646,-0.012096433529411699,-0.009700531176470573,-0.0070664941176470375,-0.004345692941176427,-0.001956942352941138,0.0005679858823530171,0.0032859505882352757,0.012434515882352948,0.02195000941176467,0.03092343117647056,0.03925120941176469,0.048052914117647005,0.05613607470588222,0.06310396999999995,0.06929862999999992,0.07461147529411766,0.07951629411764705,0.084110344117647,0.08795358235294115,0.09150976588235299,0.09511433411764703,0.09866667764705878,-0.032727102261437935,-0.045360845202614394,-0.05541725932026144,-0.06298027990849674,-0.06402319108496732,-0.0590627216732026,-0.05542730108496732,-0.05450924814379085,-0.05424772932026142,-0.04533982717647059,-0.03599705138502672,-0.02749359506372545,-0.01944525258823529,-0.013079947315126045,-0.008580536949019613,-0.0057469965147058655,-0.005027500117647049,0.006612278117647044,0.015241159882352931,0.021633820470588247,0.021214866352941147,0.014532058117647045,0.009475389882352914,0.007679959588235294,0.00734922664705881,0.006613567235294077,0.004410654882352927,0.0008617907058823121,-0.0032736845882353066,-0.0073939892941176505,-0.010410602235294136,-0.012816486000000016,-0.012821752411764684,-0.01100650147058821,-0.008525687000000004,-0.006227490529411767,-0.0037463525882352605,-0.0011702816470588046,0.0017517236470588615,0.0035530180588235205,0.004064095999999989,0.0040251842352941325,0.004502057764705886,0.005698250470588237,0.007685144352941167,0.009019104011029414,0.009517440917647058,0.010013429693277315,0.01064429054298642,0.009908351916666669,0.0094705642459893,0.009854030511764672,0.009841650764705848,0.008987918647058779,0.007487160999999964,0.006563243941176453,0.006121380117647041,0.005874260705882345,0.005197393647058804,0.0044587824705882295,0.0033204768235294
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	452...457
validnes_region	
nesbase_region	
