UniprotID	Q9UHX3-5
pNuLoCScore	0.31388714666666667,0.30877998,0.2998214309090909,0.28700089333333334,0.2720621030769231,0.2578941692857143,0.24479719253333335,0.23280119175,0.2220129412352941,0.1983413153529412,0.18982216652941175,0.17943081788235293,0.16094001788235293,0.1405846308235294,0.12461563300000002,0.10978145182352941,0.09305678888235293,0.07769197594117647,0.06452400711764705,0.054438180823529414,0.04808938129411764,0.04485404864705883,0.042736979529411766,0.041316132352941175,0.03998631064705883,0.03895401911764706,0.03821275470588235,0.037591914117647056,0.03711312735294118,0.036718189235294116,0.036287671,0.035863209,0.03542731058823528,0.03500950323529411,0.034610246176470585,0.034243394058823526,0.033881358764705875,0.03356630123529411,0.033260681529411765,0.032951395647058825,0.03265800094117648,0.032782446470588235,0.03281346664705882,0.03280030435294118,0.03276071082352942,0.0327019085882353,0.03263498835294117,0.03259261747058823,0.03257881111764705,0.0325858654117647,0.03259267305882353,0.03259380411764706,0.032594575647058824,0.03260529429411765,0.032617811117647055,0.032639361411764704,0.032611924647058824,0.03270939370588235,0.0328556854117647,0.03299076082352941,0.03312170847058824,0.03326057423529412,0.03337257070588235,0.033468793,0.03356297211764706,0.0336554557647059,0.0337550145882353,0.033849954294117655,0.03394009147058824,0.03402759111764706,0.034101927,0.03416852705882353,0.034227585411764704,0.034343927764705885,0.034348103058823534,0.03430426694117647,0.034265242705882354,0.03420736070588235,0.03413215170588235,0.034079247823529404,0.03403961917647059,0.03398996929411765,0.03393877947058824,0.03387565123529412,0.033822837588235295,0.03377097029411765,0.03371275911764707,0.03366030617647059,0.033664549764705884,0.03358980970588235,0.03353946529411764,0.033467945,0.033413454058823525,0.03338650358823529,0.03338293911764706,0.03339087235294118,0.0334047645882353,0.033418358705882355,0.033432942588235294,0.033450145529411765,0.03347489394117647,0.033490848764705886,0.03350674458823529,0.03353341111764706,0.03356721147058823,0.033549753,0.033617322941176475,0.03366144723529412,0.033716555,0.03375163911764706,0.03376829994117647,0.033782612117647055,0.03379143941176471,0.033796312117647054,0.03380159282352941,0.03381412294117647,0.03381697941176471,0.03381554888235294,0.03381872476470588,0.03383161052941176,0.03406125082352941,0.034233107529411756,0.03436284082352941,0.03444889305882353,0.03452254882352941,0.034600806235294115,0.034670168941176464,0.034727592529411766,0.03478077147058823,0.034828102411764705,0.03487134405882353,0.03490545547058824,0.034942824882352945,0.03498241870588235,0.035020162941176464,0.035056667470588235,0.035089871999999994,0.034901768470588235,0.034766891,0.03467005923529412,0.03461681347058823,0.034568225470588236,0.034517355294117646,0.034471924529411765,0.03443628205882352,0.03440151258823529,0.03436939417647059,0.0343409755882353,0.03431750935294118,0.034290664058823535,0.034268307294117645,0.034253164588235296,0.034276063,0.034244890529411764,0.03419118452941177,0.034184303058823536,0.03419312588235295,0.03421494264705882,0.034251408823529415,0.03429846776470588,0.034347878235294116,0.03439240705882352,0.03444004152941176,0.0344876325882353,0.03453746847058822,0.03458993964705882,0.03464672299999999,0.03470603641176471,0.03476624394117648,0.03478906029411765,0.034861127352941175,0.03495460429411764,0.03500126770588235,0.03502938017647059,0.03504360017647059,0.03505199811764706,0.03505623182352941,0.035053262588235296,0.035043973941176476,0.03501874076470589,0.03499410282352941,0.0349687545882353,0.03494289517647059,0.03491057829411765,0.034970086941176474,0.035005733823529415,0.035024798764705885,0.035050647235294115,0.03509352923529412,0.03513486535294118,0.03517039770588235,0.0351992204117647,0.03522222570588235,0.03523432305882352,0.03524961711764706,0.03526534047058823,0.035284346,0.035301402058823525,0.03531860617647059,0.035338563117647055,0.03536119841176471,0.035292873705882355,0.035241484411764716,0.03520959529411765,0.03517318988235294,0.03512306635294118,0.03506768958823529,0.03502101235294118,0.03497944447058824,0.034943831823529406,0.03491806547058823,0.03489575294117647,0.034883136764705884,0.034881552647058826,0.03488212482352941,0.03488213717647059,0.03490604347058823,0.034941684411764706,0.034931515882352944,0.03493529088235295,0.03493974894117648,0.034952816941176475,0.03496107,0.03498107594117647,0.03499983235294117,0.03501736635294117,0.03502840223529411,0.03503780488235294,0.03504858582352941,0.03506091664705883,0.035074551,0.03508822194117648,0.03509924217647059,0.03507794688235294,0.03504707758823529,0.03506037952941177,0.03506804376470588,0.035071630764705874,0.03506710147058823,0.035067103117647054,0.03506310570588235,0.03506264594117647,0.03505991947058823,0.03506247035294117,0.03506703011764705,0.035071595647058806,0.0350766662352941,0.035079777176470574,0.035137327235294114,0.03519622358823529,0.03523970952941176,0.03527129517647059,0.03530380735294118,0.03532264829411765,0.03533571752941177,0.03534898529411765,0.03534758776470588,0.035343113823529414,0.03533248817647058,0.03532862270588235,0.03532124229411765,0.03530526605882354,0.035275610764705895,0.035238458,0.03519581841176471,0.03510263976470589,0.035010626705882356,0.034941859294117646,0.03488193929411764,0.03482259811764706,0.034771216588235294,0.034729528176470584,0.03469192658823529,0.03467002735294117,0.034648305176470585,0.03463291435294117,0.03461566911764706,0.034602335411764704,0.03459492911764706,0.03460139223529412,0.034730981529411765,0.03483368405882353,0.03491589464705882,0.03500039464705882,0.035076163882352934,0.035145682823529416,0.03519675517647059,0.03526005641176471,0.035324624,0.035386152882352945,0.03544879670588236,0.0355164645882353,0.03557574505882353,0.035625734294117646,0.03566348464705882,0.035702200235294114,0.03574328758823529,0.035668404352941184,0.03562128929411765,0.035592090470588235,0.03555726282352941,0.03553024217647059,0.035509248,0.035509218823529407,0.03550351776470588,0.035493705764705875,0.035487082,0.03547967570588235,0.035475862764705886,0.035481669941176464,0.03549605523529412,0.0355245685882353,0.035684472764705884,0.03585570070588235,0.036041141294117646,0.036234312235294115,0.036414817764705884,0.036588042647058824,0.036725082294117646,0.03686381011764705,0.03701781670588235,0.037174907176470595,0.03734316235294118,0.03751154894117647,0.03767029641176471,0.03782637364705883,0.03798087752941177,0.03814312547058824,0.03829622235294118,0.03831487288235295,0.03831719852941176,0.038292743235294115,0.03824752288235295,0.03820758617647058,0.03816414364705882,0.038159558705882356,0.03815856382352942,0.038139992294117644,0.03811941776470589,0.03809351364705883,0.03806767611764706,0.03804262164705882,0.03802076952941176,0.03800487129411764,0.03777368817647059,0.037553713588235296,0.03736546388235294,0.037179550176470594,0.037007842235294124,0.03683585894117647,0.0366809515882353,0.03655285629411765,0.036415878882352946,0.036258120941176475,0.03609328505882353,0.03591807341176471,0.03574074811764706,0.035559041,0.035383380647058815,0.03520068847058823,0.03500288929411764,0.03500027370588236,0.03498893476470588,0.03494056782352942,0.03488209370588235,0.03481828870588235,0.034769633529411766,0.03471130794117647,0.034639938823529406,0.03457302911764706,0.034520122647058823,0.03447196029411764,0.0344249364117647,0.03436792029411764,0.034306005705882346,0.03424452229411764,0.03406270205882353,0.03403054652941177,0.03405374347058824,0.03411424488235295,0.03420233970588235,0.03431289364705883,0.03444320364705883,0.034588328529411766,0.03473420347058825,0.03487609123529412,0.03501630764705882,0.03515303588235295,0.035282424411764705,0.03540450535294118,0.035510166764705885,0.035591623999999995,0.035649556352941175,0.03581042011764706,0.035819094117647055,0.03577442058823529,0.03568827082352941,0.0355756454117647,0.0354387205882353,0.03527239588235294,0.03508483823529412,0.034887509176470585,0.03468239817647059,0.03446882441176471,0.034246879411764714,0.03402452011764706,0.0338041745882353,0.033595929000000004,0.03314031817647059,0.03268937288235294,0.032249397764705874,0.03181989264705882,0.03140292405882352,0.030994380647058818,0.030596873117647055,0.030211973647058823,0.029840245235294115,0.029478497529411764,0.02912591223529412,0.02878536188235295,0.028455886588235304,0.028140923470588244,0.0278359695882353,0.027541174235294123,0.02725864876470589,0.027252934764705885,0.027267294647058828,0.02728962905882353,0.027313216176470586,0.027336516470588237,0.02736106076470588,0.027384466647058823,0.02740806029411765,0.027432115588235294,0.027456359,0.02748059358823529,0.027503651,0.027526013352941175,0.027546488882352938,0.027564999411764702,0.027593591235294118,0.027618703529411766,0.027640423176470592,0.02765949917647059,0.027677536529411767,0.027691138647058827,0.027700752470588237,0.02770749023529412,0.027709688470588235,0.027709800352941176,0.027706735411764705,0.02770050235294117,0.027693134823529413,0.027683484294117645,0.027673887529411766,0.027665531882352937,0.02765931929411764,0.027641244529411767,0.027624924176470583,0.027609985,0.027595823647058825,0.02758153605882353,0.027570189352941175,0.02756029170588235,0.027550969058823527,0.027542382352941177,0.02753227170588235,0.02752158470588235,0.027509767176470586,0.027497474705882347,0.027486540117647056,0.02747467594117647,0.02741069205882353,0.027347179176470587,0.027280229,0.027210169647058826,0.02713913094117647,0.027065910529411766,0.026992538823529415,0.02691884711764706,0.02684500441176471,0.0267709965882353,0.026698679352941176,0.026627276176470586,0.02655731570588235,0.026489357764705877,0.026422182235294113,0.02635601847058823,0.026290865999999996,0.02627769094117647,0.026263513117647058,0.026253470647058824,0.026246226764705883,0.026240682294117648,0.026237245294117646,0.02623396882352941,0.026230737882352945,0.026227660705882356,0.02622473776470588,0.026222094411764707,0.02621965552941177,0.02621730729411765,0.02621550494117647,0.026213729764705884,0.026212429235294116,0.026211267705882356,0.026210159588235294,0.026209210294117647,0.026208021647058825,0.026206583058823528,0.026204447117647058,0.026201826411764707,0.026198092235294117,0.02619342764705882,0.026188194352941174,0.026182629117647058,0.026176905352941177,0.02617095376470588,0.02616493970588235,0.02615842064705882,0.026151774294117643,0.026144509176470584,0.026137282235294115,0.026130076588235296,0.026122660529411763,0.026115221176470593,0.026107779941176475,0.02610096929411765,0.02609479217647059,0.026090023352941177,0.026086364764705883,0.02608338511764706,0.026080765588235293,0.026078266352941176,0.026075763294117642,0.026073348529411764,0.02606477805882353,0.026055672764705884,0.026045541705882358,0.026035712647058826,0.026026455764705886,0.026018069823529416,0.02601007182352941,0.026002792470588235,0.025995802,0.02598871782352941,0.02598188058823529,0.025975229764705877,0.025968794176470585,0.025962492294117644,0.025956379823529413,0.02595047917647059,0.02594473858823529,0.025945455352941172,0.025946619941176467,0.025948735705882353,0.025950302588235295,0.025950963705882357,0.025950323823529416,0.02594899994117647,0.025947137529411766,0.025944942882352943,0.02594262694117647,0.025939822764705883,0.025936660647058823,0.02593325070588235,0.02592953976470588,0.025925562352941172,0.02591770482352941,0.025909918470588236,0.025902140941176467,0.02589456482352941,0.025887058588235288,0.025879721235294112,0.02587267382352941,0.025866162529411766,0.025860243470588237,0.02585466582352941,0.025849306352941172,0.025844148470588232,0.025839165411764703,0.025834305117647057,0.025829527235294115,0.02582490435294118,0.025820420764705886,0.02581977741176471,0.025819081058823534,0.02581853423529412,0.02581796829411765,0.025817426705882354,0.025816839941176468,0.02581626652941176,0.02581555788235294,0.025814694588235296,0.025813645470588235,0.02581243035294118,0.025811020823529415,0.025809443882352946,0.0258077045882353,0.025805833705882356,0.025798924823529412,0.025791902882352943,0.025784793470588235,0.025777777882352942,0.02577074094117647,0.025763670294117653,0.02575667152941177,0.025749826882352944,0.025742936470588233,0.02573614023529412,0.025729432941176467,0.025722969882352936,0.02571672088235294,0.025710668235294113,0.025704774117647055,0.025699029176470583,0.025693489117647055,0.025693016470588234,0.02569263947058823,0.02569238070588235,0.025691996705882354,0.025691623058823526,0.025691294235294117,0.02569093476470588,0.025690504235294117,0.02569008805882353,0.025689646235294114,0.025689207529411763,0.025688708470588233,0.025688171529411767,0.025687582411764703,0.02568700476470589,0.025685258294117653,0.025683817941176475,0.025682400764705886,0.02568082711764706,0.025679164647058824,0.025677444823529415,0.02567559894117647,0.025673736882352943,0.025671869235294117,0.02566998847058824,0.025668118000000004,0.025666273882352944,0.02566447652941177,0.02566273641176471,0.025661061764705888,0.025659436647058824,0.02565781994117647,0.02565742176470588,0.025656717294117646,0.025655998882352943,0.025655469588235294,0.025655046529411765,0.025654716235294115,0.025654544411764707,0.025654422235294117,0.02565438294117647,0.025654472529411762,0.025654645764705882,0.025654883764705882,0.025655157705882354,0.02565545876470588,0.025655775529411763,0.025656891352941177,0.02565796335294118,0.025659055294117647,0.025660019647058826,0.025660941117647062,0.02566187241176471,0.02566274894117647,0.025663560058823528,0.02566428794117647,0.025664776062500002,0.025665300333333328,0.025665863,0.02566647269230769,0.025667146749999994,0.025667916272727274,0.025668826099999997,0.025669911444444447
pNuLoCDScore	-0.09187420543137256,-0.11554583131372548,-0.12406498013725492,-0.13445632878431374,-0.15294712878431374,-0.17330251584313727,-0.18927151366666667,-0.20410569484313726,-0.22083035778431376,-0.23108800405882354,-0.23529742379144386,-0.23256271250980393,-0.22397272178280545,-0.21304012063865546,-0.20206021300392157,-0.19148505939705882,-0.1820266305882353,-0.15938729623529413,-0.1516094118235294,-0.14183890376470587,-0.12382689052941176,-0.10386644158823528,-0.08832796200000001,-0.0739182428235294,-0.057629478294117645,-0.04268247270588236,-0.029913760941176468,-0.020194786764705888,-0.014208022529411765,-0.01128774741176472,-0.009476298000000001,-0.00836473670588235,-0.007328309705882351,-0.006171572647058823,-0.0053992880588235245,-0.004791609764705877,-0.004352416529411762,-0.004016280647058813,-0.0036526826470588275,-0.0032705915294117677,-0.0028484994705882324,-0.0024236378235294107,-0.0020175731176470535,-0.001649589941176463,-0.0012867831176470515,-0.0009610069411764635,-0.0006428704117647094,-0.0003120342352941202,-4.6076294117652905e-05,-7.305276470588595e-05,4.22187647058786e-05,0.00019045647058823362,0.000360997647058825,0.0005586656470588161,0.0007375823529411768,0.0008761755294117643,0.0009841610000000112,0.0010695903529411993,0.0011623415294117687,0.0012561501764705926,0.0013455158235294168,0.0014222968235294148,0.0014841158823529418,0.0015291656470588222,0.0016156607647058799,0.0016345340588235363,0.001492417647058833,0.0013135061176470578,0.0011435342352941122,0.0009467864705882331,0.0007595810000000022,0.0006104548235294077,0.0004766470588235261,0.0003345135294117521,0.0001837648823529367,2.5696941176461818e-05,-0.00011725388235294537,-0.0002566208235294104,-0.0003891678823529296,-0.0005082208823529374,-0.0005630356470588196,-0.0007541180588235344,-0.0008086377647058968,-0.0008363219411764711,-0.0008517886470588293,-0.00082085711764706,-0.0007492125882352929,-0.0006883754705882261,-0.000634854588235291,-0.000571610588235294,-0.0005058368823529433,-0.0004255057058823522,-0.0003479436470588265,-0.00028012152941176566,-0.00020601452941177573,-0.00012689505882353125,-9.733829411765621e-05,-4.005670588234922e-05,7.785764705883769e-05,0.00019350223529412264,0.0003031009411764776,0.00036513552941176697,0.0003853608235294126,0.00039173976470587707,0.00038667482352941485,0.00037795341176469904,0.00036865023529411567,0.0003639774117647071,0.0003420854705882409,0.000324700117647056,0.0003119801764705915,0.00029819941176470466,0.0004940393529411849,0.0006833545294117546,0.0007455178823529349,0.0007874458235294091,0.0008059938235294092,0.0008491671176470567,0.0009018689999999926,0.0009449804117647106,0.000989332058823518,0.0010317902941176516,0.0010697512352941183,0.0010913325294117648,0.0011258454705882354,0.0011668698235294053,0.0012014381764705803,0.0012250569411764722,0.0010286211764705816,0.0006686609411764785,0.00040405017647059116,0.00022116617647058995,9.426464705881987e-05,-3.2580764705879284e-05,-0.0001528136470588179,-0.00025566800000000056,-0.00034448941176470904,-0.0004265898235294163,-0.0005019498823529353,-0.0005644798823529404,-0.0006253155294117657,-0.0006917546470588121,-0.0007518556470588189,-0.0008035028823529383,-0.0008138089999999917,-0.0006568779411764702,-0.0005757064705882303,-0.00048575617647058505,-0.0004236875882352789,-0.0003532828235294147,-0.0002659464705882311,-0.00017345676470588434,-8.840382352940518e-05,-9.105529411766733e-06,7.064735294116942e-05,0.00014665700000000143,0.00021995911764704362,0.0002992755882352885,0.00037841570588234563,0.00045287182352941185,0.0004901809411764768,0.000544169764705886,0.0006699428235294042,0.0007703012352941047,0.0008081418235293958,0.0008144375294117656,0.0007921913529411739,0.0007535303529411785,0.0007083535882352957,0.0006608555294117732,0.0006039324117647141,0.0005311081764705905,0.0004566343529411876,0.0003788149411764752,0.00029617217647059935,0.00020454188235294324,0.00020384299999999522,0.000216673529411765,0.00016367141176470978,9.60429411764746e-05,9.226152941177457e-05,0.00010548517647059052,0.00012679752941176237,0.00014722229411764237,0.00016599388235293694,0.0001810604705882249,0.00020564317647058655,0.0002465997058823388,0.00029024317647059067,0.0003326474705882265,0.0003757110000000008,0.0004279848235294037,0.0003911114705882346,0.00028713988235293947,0.0002166856470588313,0.00015894805882353535,7.966064705881848e-05,-1.1798999999999837e-05,-0.00010270811764705873,-0.0001782080588235216,-0.00024278123529410806,-0.0002904912352941144,-0.0003315516470588295,-0.0003695875294117551,-0.0004012092352941171,-0.00041984941176469864,-0.00043648135294117874,-0.0004564259411764665,-0.0004551549411764763,-0.00035118929411764865,-0.0003099685294117721,-0.0002743044117647017,-0.00023344094117646458,-0.00017024941176470298,-0.00010661958823529605,-3.993641176470997e-05,2.0387882352930486e-05,7.353452941176453e-05,0.00011033676470587755,0.0001420519411764673,0.00016544905882352745,0.0001793640000000013,0.00019242617647059063,0.0002060847647058911,0.0001931987058823581,0.00013626247058823315,0.00011556170588234577,0.00012508864705881861,0.0001282948235294054,0.00011881382352939979,0.00010603147058823453,8.602717647058361e-05,6.327335294117886e-05,4.527958823529604e-05,3.151723529411926e-05,2.466547058822821e-05,1.844429411763937e-05,1.0678999999978733e-05,2.115235294100626e-06,-8.44476470590605e-06,3.8085058823522644e-05,0.00011827670588235306,0.00019263194117646876,0.0002109156470588222,0.0002357635882353007,0.0002510175294117775,0.0002686160588235356,0.0002818821764705992,0.00028448205882353195,0.0002804678823529472,0.0002725687058823534,0.0002661523529411819,0.00025421217647059874,0.00023367041176473174,0.0001989445294117917,0.00015868082352942653,5.8491176470595874e-05,-9.358382352940564e-05,-0.0002290828235294029,-0.00032943588235294363,-0.0004218680588235421,-0.00050005017647059,-0.0005645009411764726,-0.0006194571176470695,-0.00065566117647059,-0.0006730864705882453,-0.0006841829999999979,-0.0006957083529411795,-0.0007055731764705891,-0.0007029306470588345,-0.0006806816470588326,-0.0006370657647058811,-0.0004648368823529439,-0.00026895570588235385,-9.473205882353647e-05,5.8535352941174734e-05,0.0001942245882352936,0.00032308470588235383,0.0004255385882352969,0.0005305282352941268,0.0006326974117647072,0.0007161255294117763,0.0008004915294117718,0.0008835502352941282,0.0009600759411764678,0.0010233988823529425,0.0010685555294117563,0.0011008079999999948,0.001012306058823527,0.000834720294117651,0.0007053946470588282,0.0005916958235294145,0.0004810989411764763,0.0003845593529411759,0.0003124928235294089,0.00024916241176469595,0.00017889376470588136,0.00010755288235293065,3.828529411764592e-05,-3.6788882352950525e-05,-9.988229411764249e-05,-0.00014406435294118253,-0.00016742941176469545,-0.0001776316470588138,-5.8814823529408644e-05,0.00018729635294116587,0.00041985199999999834,0.0006422217647058803,0.0008575549411764735,0.0010578004705882327,0.0012158342941176459,0.0013545912941176422,0.0015142989411764674,0.0016812014117647198,0.0018560803529411793,0.002031873235294121,0.0021944336470588258,0.002344703705882363,0.0024848222941176445,0.0026185568823529418,0.0026117495882352973,0.0024591721764705976,0.0022760572352941155,0.0020584309999999995,0.0018327051176470627,0.0016195435294117586,0.0014390613529411747,0.001295748588235307,0.0011407471176470702,0.0009650851176470493,0.0007762554117647091,0.0005819647058823638,0.0003973797058823489,0.00021624799999999528,3.9891999999992767e-05,-0.0001382541764705994,-0.0005225341764705932,-0.0007611592941176512,-0.0009517346470588189,-0.0011131930588235209,-0.0012396806470588231,-0.0013717272352941137,-0.0014831920588235237,-0.0016067024117647072,-0.0017426849411764714,-0.0018818713529411696,-0.0020261327058823594,-0.002175440235294125,-0.002326927999999999,-0.0024835806470588223,-0.002637388882352945,-0.0028041828235294136,-0.0027707988823529456,-0.0025534398823529383,-0.002376529117647061,-0.0022389823529411768,-0.002125748529411775,-0.0020175702352941208,-0.0019113180588235315,-0.0018415483529411816,-0.00177594005882354,-0.001685091823529418,-0.0015731624117647086,-0.0014461131176470646,-0.0013158117058823596,-0.0011911207058823564,-0.001077374941176469,-0.0009561661764705895,-0.0009401872352941126,-0.0009697271764705848,-0.0009351912941176418,-0.0008263229411764675,-0.0006797539999999977,-0.0005053950588235212,-0.00032642988235293685,-0.00012297941176470095,9.426464705884069e-05,0.0003030621176470655,0.0004961849999999962,0.000681075588235304,0.0008574880000000035,0.001036585058823536,0.0012041610588235385,0.001347101705882356,0.0015868542941176456,0.0017798735882352881,0.0017653506470588151,0.0016601757058823385,0.0014859311176470616,0.0012627517647058745,0.000995516941176472,0.0006840673529411728,0.0003506347647058705,1.1417941176462831e-05,-0.0003339094705882284,-0.0006842114705882391,-0.0010355449999999919,-0.0013799852352941178,-0.0017059921764705846,-0.0019956949999999918,-0.002509238176470585,-0.0031210472352941193,-0.0035696963529411804,-0.0039545279411764694,-0.004285346764705891,-0.0045812647647058835,-0.004841847470588245,-0.005060422235294116,-0.005244593000000002,-0.0054090116470588215,-0.00555648594117647,-0.005683462529411758,-0.00579099282352941,-0.005883596647058818,-0.005968205000000001,-0.006054754764705881,-0.005881669411764701,-0.005436438117647057,-0.0049821031176470465,-0.00453026358823529,-0.004089707882352935,-0.0036578641764705815,-0.003235812352941174,-0.002827507,-0.002432184941176467,-0.00204638194117647,-0.0016695532352941217,-0.0013047682941176586,-0.0009522355882353034,-0.0006149101176470689,-0.0002894807058823612,2.3825176470579357e-05,0.0003349424705882294,0.0003657687647058809,0.0003731285294117648,0.00036987011764706007,0.00036432035294118106,0.0003546221764705905,0.00033969170588235564,0.00032302358823529595,0.0003016281764705864,0.0002776847647058822,0.00025037641176470574,0.00021990876470587978,0.00018948382352941204,0.00015747094117646993,0.00012739864705882745,0.00010053247058823545,6.572805882352345e-05,2.254100000000092e-05,-1.549900000000909e-05,-4.9514176470588644e-05,-8.171288235294186e-05,-0.00010960258823529759,-0.00013056311764706244,-0.00014719852941176906,-0.00015871941176470727,-0.00016741799999999904,-0.00017446370588235574,-0.00017891764705882038,-0.0001833676470588269,-0.00018600958823529815,-0.00018734741176471004,-0.00019085594117646681,-0.00024862723529411185,-0.00029406535294117936,-0.0003446951764705837,-0.0003998153529411741,-0.00045669270588235417,-0.0005156255294117632,-0.00057765052941176,-0.0006414445882352883,-0.0007059646470588161,-0.0007713857647058779,-0.0008335923529411739,-0.0008943085294117643,-0.000952451470588235,-0.00100811694117647,-0.0010643578823529426,-0.0011186574705882406,-0.0011198260588235337,-0.001069488235294118,-0.001016715882352942,-0.0009566990000000018,-0.0008929041764705881,-0.0008252282352941183,-0.0007552935294117685,-0.0006848782941176502,-0.0006142665294117666,-0.0005433358823529431,-0.00047394158823529584,-0.00040518176470587947,-0.00033766017647058125,-0.0002720504705882275,-0.0002066772941176423,-0.00014228870588234646,-7.843676470587965e-05,-6.642323529411354e-05,-5.335352941176347e-05,-4.426035294117711e-05,-3.820511764705825e-05,-3.4099235294120234e-05,-3.279817647058869e-05,-3.214241176470456e-05,-3.264564705882794e-05,-3.423305882353442e-05,-3.654341176470566e-05,-3.946529411764932e-05,-4.275017647059273e-05,-4.6353529411770344e-05,-5.056523529411994e-05,-5.5309117647062145e-05,-6.0654941176473826e-05,-6.675852941177146e-05,-7.287735294117872e-05,-7.913370588235116e-05,-8.536111764706131e-05,-9.136188235293538e-05,-9.666717647058287e-05,-0.0001008571176470581,-0.00010330005882352652,-0.00010340429411764482,-0.00010182958823529153,-9.924399999999833e-05,-9.613976470588398e-05,-9.268741176470321e-05,-8.917641176470897e-05,-8.50721176470573e-05,-8.699623529411296e-05,-8.883641176470058e-05,-9.174052941175737e-05,-9.436394117647018e-05,-9.620476470587752e-05,-9.715135294117647e-05,-9.770811764706414e-05,-9.817682352941323e-05,-9.89901764705918e-05,-0.00010130552941176735,-0.00010448417647059352,-0.00010815535294118189,-0.00011197141176470804,-0.0001157740588235319,-0.00011938347058822879,-0.00012286935294117396,-0.00012003947058824085,-0.00011021741176471186,-9.89217647058907e-05,-8.697694117647259e-05,-7.615317647059056e-05,-6.710611764705957e-05,-5.974799999999489e-05,-5.379252941176485e-05,-4.866447058823192e-05,-4.377494117646652e-05,-3.925364705881923e-05,-3.540699999999425e-05,-3.213352941176112e-05,-2.9241588235293103e-05,-2.6840058823533047e-05,-2.4916823529418097e-05,-2.7033764705877705e-05,-3.553688235293645e-05,-4.4479000000000046e-05,-5.41708823529434e-05,-6.324400000000743e-05,-7.12424705882446e-05,-7.765000000000549e-05,-8.283741176470447e-05,-8.689405882352993e-05,-9.027705882353257e-05,-9.332058823529818e-05,-9.567429411765083e-05,-9.749523529412052e-05,-9.89455882352934e-05,-0.00010001252941176444,-0.00010065799999999306,-9.728405882352548e-05,-9.014105882352436e-05,-8.305988235293368e-05,-7.60305882352881e-05,-6.909029411763731e-05,-6.229452941175842e-05,-5.583388235294237e-05,-4.98960000000076e-05,-4.468558823529645e-05,-3.997123529411381e-05,-3.56608823529371e-05,-3.171811764705185e-05,-2.814458823528765e-05,-2.4861235294111605e-05,-2.1822647058813982e-05,-1.9070647058822693e-05,-2.149594117647341e-05,-2.7874529411768545e-05,-3.428758823529818e-05,-4.0756352941179186e-05,-4.7227352941180134e-05,-5.375641176470075e-05,-6.016841176469806e-05,-6.643964705881425e-05,-7.262141176470754e-05,-7.85543529411778e-05,-8.421252941176807e-05,-8.9460470588245e-05,-9.429994117647611e-05,-9.877564705883246e-05,-0.00010293047058824653,-0.00010680452941177337,-0.00010543570588235698,-9.888641176470855e-05,-9.215400000000401e-05,-8.539717647059256e-05,-7.874423529411617e-05,-7.204723529412663e-05,-6.537729411765225e-05,-5.889211764706359e-05,-5.2432235294115614e-05,-4.605217647058943e-05,-3.978670588235256e-05,-3.3762352941172497e-05,-2.8012411764706535e-05,-2.2496705882345952e-05,-1.7191705882352304e-05,-1.2024411764694626e-05,-8.230823529402354e-06,-9.198529411759415e-06,-1.023870588234485e-05,-1.155358823529129e-05,-1.2832058823530196e-05,-1.4178235294110692e-05,-1.5695294117646502e-05,-1.7197882352937288e-05,-1.8634999999999485e-05,-2.0099588235289456e-05,-2.152823529411041e-05,-2.2933647058819007e-05,-2.4231941176462712e-05,-2.5435117647056027e-05,-2.6520647058814878e-05,-2.756811764706435e-05,-2.743835294118438e-05,-2.6396176470593058e-05,-2.5683470588240553e-05,-2.4828235294115097e-05,-2.369505882353004e-05,-2.2398294117650236e-05,-2.0882705882355884e-05,-1.9192470588236255e-05,-1.7447000000000296e-05,-1.5605529411769764e-05,-1.3645470588241615e-05,-1.162811764706187e-05,-9.59276470588813e-06,-7.5787058823571785e-06,-5.603000000006797e-06,-3.6611176470607854e-06,-9.285882352910724e-07,5.415882352970136e-07,2.3380000000010337e-06,4.0207647058823626e-06,5.471529411767845e-06,6.82588235294615e-06,8.032705882354135e-06,9.015647058820825e-06,9.865705882353831e-06,1.0393121323531984e-05,1.0827803921566181e-05,1.1217235294118388e-05,1.1588927601807741e-05,1.198904411764054e-05,1.2457508021392755e-05,1.3050570588233473e-05,1.3020091503269243e-05,1.1948091503267977e-05,1.085615032679968e-05,9.891797385620793e-06,8.970326797384798e-06,8.03903267973527e-06,7.1625032679774325e-06,6.3513856209188035e-06,5.623503267975644e-06
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
