UniprotID	Q3YEC7-2
pNuLoCScore	0.23928006555555553,0.22449295399999997,0.21306823090909088,0.2071155783333333,0.2038340169230769,0.20172639714285712,0.2011181293333333,0.20051868499999997,0.19987583411764703,0.18628884352941175,0.1750699994117647,0.16605411176470591,0.16178562705882357,0.15961820411764707,0.16256231058823534,0.16688407058823534,0.17219838529411763,0.17841736235294117,0.18515625235294117,0.19174163529411764,0.19671446411764706,0.20112481705882354,0.2053154264705882,0.2085947064705882,0.22413987,0.23544521235294116,0.24387209235294116,0.2518104776470588,0.2591887829411764,0.26577836,0.2707911382352941,0.27616415000000005,0.2828431011764706,0.2887609841176471,0.2942594635294118,0.2995709194117647,0.30460164470588236,0.30838469117647055,0.3116320776470588,0.3142377864705882,0.31702389705882356,0.3078143629411764,0.3035389711764706,0.30049387352941176,0.29906218529411766,0.2985298735294118,0.2991346594117647,0.30041273529411766,0.30159635647058824,0.30203792529411766,0.3035091447058824,0.3031688564705883,0.30333406823529413,0.3036806364705883,0.3040876082352941,0.30469749647058825,0.30437927,0.3056903805882353,0.30861579588235294,0.3111615747058824,0.31368349117647065,0.31690040647058826,0.3207720252941177,0.32364934117647065,0.3266927023529411,0.32964595294117643,0.3328286076470588,0.3362226505882353,0.3411476735294118,0.345299,0.3496273100000001,0.35440739823529416,0.358769765882353,0.36451696,0.36789100411764714,0.3696779270588236,0.3703245747058824,0.37132448294117654,0.3709988782352941,0.36964800647058826,0.36959644352941173,0.3697088317647058,0.3700882717647059,0.3708463758823529,0.37114421,0.37113397352941174,0.37124063647058825,0.3709355535294117,0.3766052241176471,0.3815402417647058,0.37980040882352945,0.3816745805882353,0.38379276117647054,0.3870160223529412,0.3906152352941176,0.3936373929411765,0.39704927764705883,0.3994382494117647,0.4001594070588236,0.4000884276470589,0.3995504952941177,0.3988643582352941,0.39869227588235284,0.3993068364705882,0.40003372352941174,0.39473104294117645,0.38979570176470585,0.3903041717647058,0.38868896176470585,0.3870805811764706,0.3857487958823529,0.3841631170588235,0.38394659588235286,0.38384180882352936,0.38460185117647055,0.38740942117647054,0.39087031058823524,0.39465479764705885,0.3992341064705882,0.40332073470588237,0.40957471000000006,0.41817771352941185,0.42666643529411763,0.43597610882352944,0.4459723305882353,0.4542845952941177,0.46249062294117643,0.47029929235294116,0.47687473588235296,0.4824471564705882,0.4871959782352941,0.4911692076470588,0.4940103782352941,0.4964256341176471,0.4987846688235295,0.50092401,0.5024502976470588,0.5014870705882353,0.49778553764705896,0.49459554764705893,0.49082913705882353,0.48740085941176475,0.48453221235294114,0.4816569511764706,0.47841653647058824,0.4760304964705882,0.4739470652941177,0.4725752341176471,0.4715048164705882,0.47125411411764706,0.47074401882352945,0.4701083911764706,0.4732970147058824,0.47565006705882357,0.47695768470588235,0.4773511805882354,0.4765163264705882,0.4758444017647059,0.4752208129411764,0.47461329647058825,0.4737360435294119,0.4733334405882353,0.4730271605882354,0.4724012476470589,0.4704463905882353,0.46845826705882354,0.46681693588235296,0.4659148417647059,0.46429047705882354,0.45886527294117646,0.4551807105882353,0.45258452823529405,0.4511399447058823,0.45075482529411764,0.45045885294117644,0.4501793076470588,0.44995473999999996,0.44950403764705876,0.4486362847058824,0.44778781058823536,0.44780782470588243,0.44932010882352946,0.4513520911764706,0.4530780241176471,0.459517841764706,0.4651768205882354,0.46710897764705883,0.47030407941176466,0.47383307941176467,0.47716072352941175,0.48065945176470587,0.48442543882352934,0.4880292270588235,0.49172112647058824,0.4961895205882353,0.5010598652941177,0.505814145882353,0.5103280847058823,0.5138765929411764,0.5171872135294118,0.5204256570588236,0.5181042276470588,0.5169892523529412,0.5196059723529413,0.5206700411764705,0.5211418205882353,0.5216874735294118,0.5214877711764705,0.5207269505882353,0.5201597064705882,0.5194658029411765,0.5182048664705883,0.5167594188235295,0.5151581117647059,0.5133315764705884,0.5120669588235294,0.5127916676470587,0.5111440988235295,0.5097122047058823,0.5078466688235295,0.5065207547058825,0.5047814429411764,0.5032684635294117,0.5020742764705882,0.5009651394117647,0.5005415894117646,0.5006140194117646,0.5012992629411764,0.5018617694117646,0.5026304135294116,0.5035267305882352,0.5045593423529411,0.5053912388235294,0.5043817529411765,0.5058152252941177,0.5073906764705882,0.5095205835294119,0.5108989147058824,0.5125820147058824,0.5140252988235294,0.5153048247058822,0.5168215758823529,0.5178822876470589,0.5184802605882354,0.5184923499999999,0.5185535570588236,0.5184219747058824,0.5183765982352941,0.5196505123529412,0.5198834452941176,0.520251704117647,0.5202440005882354,0.5205869905882353,0.5218061370588235,0.5230833235294118,0.5243243794117647,0.5256431952941177,0.5272797352941176,0.5290864176470587,0.530906025882353,0.5323004023529412,0.5338354047058823,0.5352860711764706,0.5366589594117647,0.5378536747058824,0.5379100647058824,0.5393735823529412,0.5408778770588234,0.542868844117647,0.5446673558823529,0.5455568676470587,0.5464983694117647,0.5475185723529412,0.54846751,0.5492807629411764,0.5498531452941178,0.5503870841176469,0.5513171488235293,0.5520589547058823,0.5528310823529411,0.5510708529411765,0.5502596447058824,0.549453901764706,0.5493572923529413,0.5495699482352941,0.5498542064705882,0.5503824735294118,0.550962981764706,0.5515040482352941,0.5521497041176471,0.5527847529411766,0.5533584388235295,0.5539383005882353,0.5544280505882353,0.5548492535294118,0.5553243388235294,0.5557890094117647,0.5589493682352941,0.5612547847058823,0.5634178294117647,0.5647018035294119,0.5654685152941176,0.5660216311764705,0.5663483911764705,0.5666267617647058,0.56687417,0.5670019588235293,0.5670791782352941,0.567090862352941,0.5671070711764705,0.5671616035294117,0.5672392064705882,0.5665435641176471,0.5662073270588235,0.5660987152941176,0.565737998235294,0.5652884394117647,0.5646714099999999,0.5642969417647058,0.5639088329411763,0.5631932088235295,0.5624531676470588,0.5622103247058823,0.5621855505882353,0.5622923152941177,0.5624167547058824,0.5625764900000001,0.5630398252941178,0.5634422817647059,0.5646237152941176,0.5658075482352941,0.5668921070588235,0.5682303041176471,0.5696637335294118,0.5712484041176471,0.5725944664705881,0.5741969870588235,0.5762706017647058,0.5783529311764707,0.579716785882353,0.5808759682352942,0.5819659423529412,0.5829870270588235,0.5839372329411765,0.5838698288235296,0.58415049,0.5843342623529413,0.5840667423529411,0.5837270541176471,0.5830295717647059,0.5818019052941177,0.5806215505882353,0.5795833917647059,0.5782124347058823,0.5766369170588236,0.5748954382352941,0.5733226829411766,0.5718577241176471,0.5704406852941177,0.5690823694117647,0.5677714305882354,0.5672810670588235,0.5665058199999999,0.5657270152941176,0.5651340235294117,0.5647107499999999,0.5648963970588233,0.5658690458823529,0.5668377947058822,0.5677980329411764,0.5688258170588236,0.5699005641176471,0.5711027935294117,0.5722642723529412,0.5732861194117645,0.574119688235294,0.5734828076470588,0.5724198500000001,0.5715130058823529,0.5704220705882354,0.5696218117647059,0.5689735882352941,0.5680336558823529,0.5669091341176469,0.5657739223529412,0.5646804241176472,0.5634362741176472,0.562242743529412,0.5611311941176471,0.5602049064705883,0.5593214064705884,0.5583262905882354,0.5574894729411766,0.5580967376470587,0.5591405811764707,0.5598899929411766,0.5607098364705883,0.561337824117647,0.5618517576470587,0.5623803476470587,0.5628277611764706,0.5630792752941176,0.5632709735294119,0.5635015147058824,0.5637362005882354,0.5638909411764707,0.5637708094117648,0.5635819152941177,0.5606783076470588,0.559096791764706,0.5579764858823529,0.556253285882353,0.5544420364705883,0.5524512482352941,0.5506156423529411,0.5490013347058823,0.5475841564705882,0.5464136823529411,0.5453886188235295,0.5445681423529412,0.5438833658823529,0.5432106105882353,0.542592285882353,0.5420511041176471,0.5415288923529412,0.5438398570588234,0.5447866252941176,0.54535389,0.5465059723529412,0.5477959882352941,0.5493562858823529,0.5506430717647061,0.5515625870588237,0.5522260635294117,0.5526590164705882,0.5529746264705883,0.5531755029411766,0.5532615852941176,0.5533291211764706,0.5533009529411763,0.554176974117647,0.5555151152941176,0.5569111564705881,0.5581529235294117,0.5589895,0.5597079529411766,0.5603814611764706,0.5610127435294118,0.5621340670588236,0.5631355847058824,0.5640423435294117,0.5647662964705882,0.5654088976470587,0.5660013329411765,0.5665332741176471,0.5670246717647058,0.5675564911764707,0.5672150735294118,0.5665329529411764,0.5657071588235294,0.5648409676470588,0.564227255882353,0.5637049500000001,0.5631906776470588,0.5626627405882352,0.5616092405882354,0.5606544052941176,0.5597836994117646,0.5590573147058823,0.5583266564705882,0.5574812417647059,0.5565627123529413,0.5547394929411764,0.5528816870588236,0.5501441552941176,0.5465989405882353,0.5434967641176471,0.5405423964705882,0.537871714117647,0.5352655376470588,0.5327875411764705,0.5305068570588235,0.528469215882353,0.5262216688235295,0.524151404117647,0.5221634947058824,0.5203837147058823,0.518809,0.5173729211764706,0.5167178564705882,0.515709205882353,0.5154255847058823,0.5158222552941176,0.5157353905882353,0.5157261494117646,0.5155475023529411,0.5153725223529413,0.5150256617647059,0.5145550888235294,0.5140549264705883,0.5139323088235295,0.51379185,0.5137450005882352,0.5135741888235295,0.5168403852941177,0.5204008464705883,0.524137675882353,0.5286503794117646,0.5334327876470588,0.5381942964705883,0.543273808235294,0.5489917964705882,0.5543475788235294,0.5597374905882353,0.5649130217647058,0.569974088235294,0.574918205882353,0.5798830705882354,0.5847686317647058,0.5895383076470588,0.5943098929411765,0.5956194905882352,0.5967274052941176,0.5978467582352941,0.5984233482352941,0.6005043164705881,0.6026244117647059,0.6043735647058823,0.6054724882352941,0.6067809823529412,0.6080439064705883,0.6097639300000001,0.6114773323529412,0.6131870735294118,0.6148207088235295,0.6164584200000001,0.6188945405882355,0.6207009964705881,0.6212496082352943,0.62180958,0.6224384741176471,0.6231493900000001,0.6220437464705881,0.6209990894117646,0.6201266011764703,0.619197636470588,0.6183451988235292,0.6174428405882351,0.6164131464705881,0.6155654388235294,0.6147802917647059,0.613997185882353,0.6132485764705882,0.6115903411764707,0.6104661588235295,0.610403914117647,0.6102170358823529,0.6099167505882352,0.6096625329411766,0.6096500529411766,0.6097982529411765,0.6100482941176472,0.6103343411764707,0.6107504552941176,0.6112150870588235,0.6116671870588234,0.6120853964705881,0.6124733911764706,0.6138290088235294,0.6150838164705883,0.6165419888235294,0.6180328447058825,0.6197076617647059,0.6214791594117647,0.6231535411764705,0.6248730294117646,0.6264562494117645,0.6276877758823528,0.6287251111764706,0.6297684252941176,0.6308361135294116,0.6318288817647059,0.6327751323529412,0.6336433088235294,0.6344653294117646,0.6343356411764707,0.6343164294117647,0.6342362747058823,0.634219254117647,0.6341547547058822,0.6339929605882352,0.6338850658823529,0.6337475717647059,0.6337224188235293,0.633941518235294,0.6343414147058822,0.6347225417647059,0.6350429158823528,0.6353537358823529,0.6356724970588234,0.6373382147058823,0.6401515405882354,0.6431861111764705,0.6462933582352942,0.6494339523529412,0.651675481764706,0.6529250129411764,0.6537910717647059,0.6544375994117648,0.6549301405882353,0.6552113558823528,0.6554081241176469,0.655481015882353,0.6553749982352941,0.6550770300000002,0.6546700888235295,0.6543465711764707,0.6527867511764706,0.6501683723529412,0.6472645511764705,0.6441557099999999,0.64085301,0.6382269899999999,0.6365836123529411,0.6352925947058823,0.6342759535294117,0.633442824117647,0.63278151,0.6321747276470588,0.6316520941176471,0.6311919117647058,0.6309464823529412,0.6314059529411765,0.6317017376470587,0.6315674047058824,0.630856608235294,0.6298774705882352,0.6283133147058823,0.6268155582352941,0.6253242217647059,0.6234238011764706,0.6214052576470589,0.6192979341176471,0.6171396988235294,0.6147689364705883,0.6123850423529413,0.6097344552941177,0.6069798964705884,0.6040097335294119,0.6004066964705883,0.5968055470588236,0.5934665564705882,0.5905522505882352,0.5878931841176471,0.5856705517647058,0.5834954235294119,0.5815009917647059,0.5798940152941177,0.57845355,0.5769241070588236,0.5753085070588235,0.5738370599999999,0.5722657447058824,0.570843018235294,0.5675511917647059,0.5653539076470588,0.5632382094117646,0.5617780917647057,0.560408282352941,0.5591624317647058,0.5583840394117647,0.5580881305882353,0.5584282770588236,0.5588372123529413,0.5596147652941177,0.5607838011764706,0.5623994264705883,0.5641503052941177,0.5662537758823529,0.5685400594117648,0.5708631300000001,0.5751624447058824,0.57852188,0.5821655641176472,0.5853307111764707,0.5884929094117649,0.5918150876470589,0.5951978035294118,0.5993490947058824,0.6029246052941177,0.6071345288235295,0.6113553641176471,0.6160631252941178,0.6208687076470589,0.6261869600000001,0.6317285276470589,0.6446771564705882,0.6582202417647057,0.6714930711764705,0.6847760394117647,0.697913914117647,0.7109952670588235,0.7241273658823529,0.737029158235294,0.7494116129411763,0.7607675741176471,0.7720803464705882,0.7826384370588235,0.7928252841176471,0.8021380488235293,0.8110876311764705,0.8194687317647058,0.8273791464705882,0.8278132117647058,0.8277046852941176,0.8279756970588235,0.8282541405882352,0.8283875994117648,0.8284027876470589,0.8283918411764707,0.8284463670588237,0.8285152023529413,0.8285477187500001,0.828560836,0.8286255499999999,0.8287029923076923,0.8287788666666666,0.8288170999999999,0.828878746,0.8289425177777778
pNuLoCDScore	-0.0394042314379085,-0.052991222026143786,-0.06421006614379082,-0.07322595379084962,-0.07749443849673196,-0.07966186143790846,-0.0767177549673202,-0.07239599496732019,-0.0670816802614379,-0.046075591647058795,-0.027911978556149714,-0.01537394303921566,-0.007119552805429835,-0.0006015800840335761,0.004197297137254891,0.008076021470588224,0.024264035882352958,0.04915636882352942,0.06880209294117645,0.08575636588235286,0.09740315588235285,0.10616015588235292,0.10822882764705877,0.10928007941176471,0.11064471588235297,0.11034362176470594,0.10910321117647062,0.10782928411764708,0.10788718058823529,0.10725987411764701,0.1063166511764706,0.10564308,0.09288402705882357,0.07236915058823526,0.059666878823529446,0.04868339588235299,0.039873402352941234,0.0327515135294118,0.0283435211764706,0.02424858529411761,0.018753255294117643,0.013276941176470547,0.009249681176470625,0.0035979370588235526,-0.0012675764705882275,-0.004704054705882255,-0.007544469411764676,-0.009540289999999951,-0.012644627058823577,-0.002123982352941145,0.005076824705882332,0.010667701176470645,0.014621305882352997,0.018370532941176465,0.021637365882352988,0.02323660588235299,0.025096345882352877,0.027608027647058775,0.029319462941176377,0.03305379411764703,0.03781360529411765,0.04161836352941173,0.04553970176470595,0.04970990176470591,0.05439049588235301,0.05882657941176472,0.0592752082352942,0.05851635235294117,0.05664108352941177,0.05442407647058828,0.0502268529411764,0.04599866529411761,0.04290374117647061,0.04006287882352938,0.037259664117647084,0.03462372529411761,0.029996536470588198,0.02583497352941172,0.021613326470588168,0.016528155294117552,0.017835458235294088,0.0170232817647058,0.01190940470588231,0.011996653529411705,0.013468186470588117,0.015691539411764654,0.01961635705882353,0.023989386470588236,0.027452834117647096,0.029729417647058887,0.0300711352941177,0.029242051764705956,0.028406285294117706,0.02773038470588235,0.027451639411764595,0.028371282941176468,0.02342849941176467,0.013190801176470646,0.009995292941176404,0.008629591176470497,0.004896200588235311,6.455882352940367e-05,-0.004866439411764734,-0.009474275882353,-0.01310268176470597,-0.015596440588235339,-0.015557555882353025,-0.012679006470588339,-0.008680184705882443,-0.004209560588235239,0.0005418305882353702,0.004013898235294189,0.00954098647058832,0.023446670588235408,0.03687073352941178,0.045671937058823664,0.05728336882352947,0.06720401411764709,0.07674182705882354,0.08613617529411766,0.0929281400000001,0.09860534764705886,0.10259412705882354,0.10375978647058826,0.10314006764705885,0.10177083647058827,0.0995505623529413,0.09760327529411761,0.09287558764705878,0.08330935705882342,0.07111910235294133,0.05861943882352949,0.044856806470588206,0.033116264117647065,0.022041589411764706,0.01135765882352946,0.0015418005882352759,-0.0064166600000000185,-0.013248912941176416,-0.018593973529411667,-0.022505561764705917,-0.02517152000000006,-0.028040650000000056,-0.0308156188235294,-0.029153282941176417,-0.025837003529411706,-0.020827852941176617,-0.01724436705882354,-0.014312810588235303,-0.011556457647058871,-0.009311399411764731,-0.007043654705882363,-0.00468049294117634,-0.0026970558823529167,-0.0009199047058822685,-0.0001739864705882499,-0.001058425882352887,-0.0027958470588235196,-0.003927082941176496,-0.0041935494117646965,-0.009006537647058888,-0.016784794117647106,-0.021776974117647063,-0.024766652352941343,-0.025376381764705913,-0.025089576470588237,-0.024761959999999972,-0.02443398882352943,-0.023781303529411935,-0.023829402941176525,-0.024390875882353003,-0.024613437058823517,-0.022638565882352857,-0.019138158235294078,-0.01546484470588233,-0.012836817647058796,-0.004772635294117533,0.006311547647058935,0.01192826705882355,0.017719551176470616,0.022693134705882356,0.0264058982352941,0.030200598823529434,0.03424613117647052,0.03807448705882355,0.04221708882352948,0.047553235882352884,0.053272054705882366,0.05800632117647053,0.06100797588235285,0.06252450176470575,0.06410918941176469,0.060907815294117595,0.05292740705882337,0.04988027470588241,0.049301892941176595,0.046836961764705864,0.04398109705882358,0.041028021764705935,0.03706233235294115,0.03269772352941175,0.028438579999999936,0.023276282352941213,0.017145001176470553,0.010945272941176531,0.004830027058823627,-0.0005450164705880223,-0.005120254705882399,-0.007633989411764852,-0.006960128823529255,-0.007277047647058943,-0.011759303529411791,-0.014149286470587996,-0.016360377647058888,-0.018419010000000124,-0.019413494705882273,-0.01976181117647058,-0.019618117058823548,-0.01885178352941186,-0.01690560352941184,-0.014897649411764857,-0.012527698235294316,-0.009804845882353197,-0.007507616470588285,-0.007400428823529315,-0.006762345882353027,-0.0038969794117645895,-0.00045599235294124796,0.002999828823529338,0.006117471764706006,0.009313551176470702,0.01195102235294121,0.014339685294117555,0.01627998647058826,0.01726826823529426,0.017180997647058938,0.0166305805882353,0.01592314352941193,0.0148952441176472,0.013817255882353052,0.014259273529411809,0.015501692352941077,0.014436478823529275,0.012853324117647169,0.011066407058823446,0.01090722235294106,0.010501308823529398,0.010299080588235254,0.010338370588235501,0.010458159411764756,0.011204129999999757,0.012425765294117652,0.013808052352941247,0.015281847647058755,0.016864096470588286,0.01828236117647053,0.01820316235294117,0.018026619411764866,0.01912187823529421,0.02063387647058801,0.0222818535294117,0.022861218823529428,0.022473544117646904,0.022173989999999977,0.021875377058823475,0.0211877747058824,0.020194345294117788,0.018947119411764746,0.018086681764705737,0.017481744117647025,0.016772883529411642,0.016172122941176426,0.013217178235294114,0.012349579999999971,0.010080319411764793,0.008479415294117887,0.0067011041176471275,0.005186850588235314,0.004825605882353146,0.004464612352941377,0.0039854758823528735,0.0036821941176470308,0.0035039900000001234,0.003505293529411757,0.0035512164705884253,0.0031109017647059645,0.0027902988235295467,0.00249325647058829,0.004718156470588153,0.008689723529411664,0.011800882941176316,0.014060537058823375,0.015131855294117758,0.015614308823529321,0.0156391576470587,0.015385409411764472,0.015122713529411747,0.014724465882352877,0.014217205882352757,0.013720739411764549,0.013152561764705695,0.012679020588235224,0.012312349999999861,0.011914867647058847,0.01075455470588238,0.00725795882352942,0.00484393058823529,0.002320168823529367,0.0005866358823527484,-0.0007971052941176948,-0.001724689411764735,-0.0024395582352941814,-0.00343355294117631,-0.0044210023529411835,-0.004791634117647048,-0.004893627647058807,-0.0047985470588233214,-0.004690316470588152,-0.0045851135294116,-0.004199381176470451,-0.0031012823529411593,-0.0015836117647058945,-0.0002911670588234827,0.0011541088235295094,0.0029418647058824243,0.004992323529411924,0.006951462352941307,0.008685633529411763,0.01100377823529397,0.01381743411764702,0.016142606470588405,0.01753123529411771,0.018583652941176476,0.01954918764705882,0.020410537058823452,0.02089740764705872,0.02042754705882366,0.019526774705882377,0.01852671411764717,0.017174635294117557,0.015496750000000059,0.013365838235294136,0.010553501176470581,0.008027084117647187,0.005386404705882364,0.0019418329411765578,-0.0017160141176471022,-0.004821347647058882,-0.007553285294117584,-0.010108218235294064,-0.012546341764705815,-0.014854863529411788,-0.01609839823529413,-0.016869422941176437,-0.017828442352941343,-0.018339727058823474,-0.01859303058823547,-0.018318821764706006,-0.016905508235294353,-0.014752504705882408,-0.01274559705882361,-0.010414401764705983,-0.00781109999999996,-0.004994874117646986,-0.002219889411764875,0.0004065482352940686,0.0028454341176468168,0.005037318823529313,0.005711377058823408,0.005138782941176534,0.005007185882352938,0.004695055294117734,0.004487788235294277,0.004262838235294164,0.003137258823529554,0.001040088235294001,-0.001063872352941031,-0.0031176088235291832,-0.0053895429411764395,-0.007657820588235165,-0.00997159941176462,-0.012059365882352902,-0.013964712941176183,-0.01579339764705867,-0.015993334705882267,-0.01432311235294137,-0.012372424705882179,-0.010532077647058768,-0.008911975294117691,-0.007635764117647104,-0.0061818982352941365,-0.004528786470588186,-0.0029461611764706186,-0.0016011488235295745,-0.00016530058823527316,0.0012587711764704412,0.002605006470588256,0.0036860347058823573,0.004449402941176461,0.005255624705882367,0.003188834705882271,0.0010000541176472533,-0.0011640952941177618,-0.003636707058823574,-0.0062677999999999345,-0.008886575882352865,-0.01123611529411761,-0.013379012941176383,-0.015243604705882374,-0.016665592941176532,-0.017882354705882397,-0.018933372352941236,-0.019852834705882505,-0.020680330588235374,-0.021178523529411852,-0.0215308111764706,-0.019149415294117622,-0.015256934705882519,-0.013189860588235347,-0.010899395882353002,-0.007936064117647135,-0.00465526000000005,-0.0012593564705882798,0.0016417370588237556,0.003978430588235438,0.005812381176470649,0.007270397647058724,0.008406484117647106,0.009292137058823702,0.010050974705882343,0.01073683529411762,0.011249848823529196,0.012648081764705776,0.01167525823529414,0.012124531176470499,0.012799033529411696,0.012483527647058845,0.011911964705882516,0.011025175294117728,0.010369671764705712,0.010571479999999966,0.010909521176470705,0.0113833270588235,0.01179166999999992,0.012233394705882139,0.012739747647058874,0.013204152941176495,0.013723718823529518,0.013379517058823676,0.011699958235294239,0.009621796470588362,0.007554235294117695,0.0058514676470587945,0.004519302941176417,0.003323488823529508,0.0021779341176469957,0.0005286735294115497,-0.0015263441176470716,-0.0033879382352941523,-0.004982597058823535,-0.006351582941176437,-0.007674676470588282,-0.009052032352941164,-0.010461959411764532,-0.012816998235294252,-0.014333386470588239,-0.016388797647058806,-0.019108218235294072,-0.021344203529411687,-0.02368485941176479,-0.02583323588235309,-0.027925140000000015,-0.02987519941176464,-0.03110238352941186,-0.032185189411764625,-0.03356203058823515,-0.03490591058823522,-0.0361631617647058,-0.03709752705882363,-0.03775371235294134,-0.037366571764705814,-0.03616383058823536,-0.034434949411764615,-0.031173355882353038,-0.02767450882352951,-0.02480700588235296,-0.02214556470588236,-0.019718035294117642,-0.01741501882352925,-0.015481195294117622,-0.013914127058823555,-0.01216674235294124,-0.010219095294117575,-0.008371644705882364,-0.006638714117647049,-0.005234811176470511,-0.0005325358823529136,0.0036829900000000526,0.008428470000000021,0.013224794705882337,0.01761053235294119,0.022458905882352997,0.027547658823529386,0.033444294117647044,0.038975056470588076,0.04471182882352942,0.05035793294117641,0.055919161764705794,0.06098589705882351,0.06609122058823536,0.07102363117647059,0.07596411882352938,0.07746950764705884,0.0752186441176469,0.07258972941176456,0.06919637882352947,0.06499056058823527,0.062310019999999855,0.059350603529411905,0.05538176823529417,0.05112490941176473,0.0470434917647059,0.043130884705882444,0.03978984176470601,0.03655912647058823,0.033304002941176414,0.030052077058823623,0.026920112352941228,0.02458464764705892,0.025081505882352917,0.024522202941176685,0.023962821764705877,0.024015125882352995,0.02264507352941203,0.019419334705882196,0.0166255247058823,0.014654112941176245,0.012416654117646808,0.010301292352940972,0.0076789105882349995,0.004935814117646875,0.0023783652941176125,-4.041705882351643e-05,-0.002461234117647093,-0.005645964117647284,-0.009110655294117365,-0.01078344941176479,-0.011405665882352922,-0.012221438235294202,-0.01323263941176489,-0.012381213529411572,-0.011349036470588048,-0.010328348235293827,-0.009149342352940848,-0.008010857647058556,-0.00669238529411742,-0.005198059411764544,-0.00389825176470604,-0.002694895294117816,-0.0015237947058823753,0.0005804323529412514,0.0034934752941175873,0.006075829999999893,0.007628930588235439,0.009490625882353054,0.011562408823529435,0.013491008235293922,0.015222976470588012,0.016657996470587966,0.017639481764705645,0.01839076999999989,0.01901796999999994,0.019621026470588054,0.02016169470588247,0.020689735882353122,0.021169917647058778,0.02063632058823517,0.01925182470588238,0.017774440588235296,0.016203429999999797,0.014511592352941083,0.012675595294117548,0.010839419411764695,0.009012036470588347,0.007291322352941387,0.006034642941176505,0.005216407058823425,0.00457298941176465,0.0038864282352942814,0.00321403411764698,0.0025786035294116383,0.002029188235294077,0.0028728852941176664,0.005815899411764747,0.008869681764705817,0.012057083529411927,0.0152146982352942,0.017520727058823793,0.018932052352941264,0.019906005882352917,0.02069002764705896,0.021207721764705978,0.02126983764705881,0.021066709411764695,0.020758474117647085,0.02033208235294126,0.019723294117647283,0.018997591764706057,0.017008356470588404,0.012635210588235135,0.0069822611764707165,0.0009711929411763132,-0.005278242352941276,-0.010822471764706076,-0.014698022941176503,-0.017207459411764714,-0.01914500470588254,-0.020654187058823603,-0.021768531764705834,-0.02262661411764688,-0.023306288235294126,-0.023722904117646992,-0.023885118235294378,-0.023723606470588354,-0.02294061823529414,-0.021085013529411833,-0.018600967647058875,-0.016407942941176534,-0.01427823941176476,-0.012539695294117692,-0.011411431764705826,-0.011259390588235219,-0.011868793529411725,-0.01287069588235279,-0.014144889999999855,-0.015641811176470677,-0.017405791176470564,-0.019267051764705778,-0.021457456470588054,-0.023966585882352787,-0.027396219411764622,-0.03129504117647042,-0.03476185764705875,-0.03739005176470578,-0.03932521999999994,-0.040420130588235126,-0.041145006470588275,-0.04182879823529406,-0.04192280941176463,-0.041511242352941236,-0.040844384117647126,-0.040215591764705794,-0.03946042941176475,-0.038547982352941434,-0.03746871058823531,-0.03613687823529432,-0.036458541764705976,-0.03505278882352947,-0.03356733764705899,-0.03168846470588249,-0.030143968235294194,-0.028730752352941313,-0.027286512352941106,-0.025407292941176607,-0.023072714705882347,-0.0210568029411764,-0.018838784705882294,-0.016140305882352934,-0.012909080588235256,-0.009686754705882206,-0.006011968823529501,-0.0023029588235292664,0.0033119382352941873,0.009808537058823563,0.015283670588235432,0.02038747235294147,0.024922428823529685,0.029330477647059094,0.03343104823529419,0.03710967294117651,0.040920817647058794,0.04408739294117647,0.047519763529411785,0.050571562941176484,0.053663698823529504,0.05671840235294123,0.05993318411764714,0.06318846823529412,0.0738140264705881,0.08305779705882332,0.09297119117647046,0.10261047529411749,0.1125832029411763,0.12250235764705864,0.132312278235294,0.14183135470588226,0.15006251823529393,0.15784296882352933,0.16494581764705873,0.1712830729411764,0.1767621588235293,0.18126934117647042,0.18490067117647047,0.1877402041176469,0.18270198999999998,0.16959297000000007,0.15621161411764706,0.14319965764705878,0.13034022647058818,0.11739233235294122,0.10427542176470594,0.09136268294117666,0.07903475411764738,0.06774762823529423,0.0564673722794119,0.045922398941176445,0.035800265882352855,0.02656494348416294,0.017691235490196022,0.009348368235294058,0.0014995995294118103,0.00112930601307204,0.0012378324836602728,0.0009668207189543754,0.0006883771895426216,0.0005549183660130685,0.0005397301307189517,0.0005506766013071429,0.000496150718954147,0.0004273154248365385
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	671...676;673...678
validnes_region	
nesbase_region	
