UniprotID	Q9HCR9-2
pNuLoCScore	0.20520259333333335,0.195399993,0.18552191499999998,0.17710950916666665,0.16986643923076922,0.16332227928571427,0.15749294439999997,0.15213471099999998,0.14728979035294115,0.12509861388235294,0.11122284800000003,0.10266476388235295,0.09622212741176474,0.09236144888235295,0.08801593241176471,0.08256009535294118,0.07558734847058823,0.07018902905882353,0.06682512023529412,0.06464164711764706,0.06261598305882352,0.060653693882352935,0.05900526270588234,0.057471509999999996,0.05646431647058823,0.05565332823529412,0.054627915294117646,0.05365615352941177,0.05314122882352941,0.0525886805882353,0.052193966176470596,0.05204057205882354,0.05198175405882352,0.05211509682352942,0.05234585752941177,0.05275245282352942,0.05319395917647059,0.053555610000000003,0.053817494647058824,0.05415341111764707,0.05450928182352941,0.054635268647058824,0.054714186411764704,0.054887957588235295,0.05526972311764705,0.0553492774117647,0.05565369858823529,0.05584165588235294,0.05590143605882353,0.056058421352941167,0.056231517823529406,0.056397761117647056,0.0565218814117647,0.05658464176470588,0.056772387647058824,0.05702886247058824,0.055934819647058834,0.055152635117647064,0.05403475064705883,0.05276663182352942,0.051613520470588245,0.05062046894117648,0.04971613323529412,0.0488879444117647,0.04814421476470589,0.04740016035294118,0.04659727364705882,0.04565224658823528,0.04450923670588235,0.04339128035294118,0.042422659764705876,0.04147545329411764,0.04066609917647059,0.04122099082352942,0.04152378417647059,0.042203403352941184,0.04295848641176471,0.04359360364705883,0.04403950994117648,0.044571663529411776,0.04486751647058824,0.04518849511764706,0.04545411335294118,0.04577488764705882,0.04625726747058824,0.04684729570588236,0.04731870823529411,0.04773916882352941,0.04944587764705882,0.050902478529411765,0.052043842647058816,0.05325978723529412,0.054317945117647065,0.05531831288235295,0.056522921117647056,0.05795673405882353,0.05962095270588235,0.06164857917647059,0.06318062935294118,0.06463992829411765,0.06584491635294118,0.067292843,0.06879465388235295,0.07016328894117647,0.07160551005882354,0.07175517123529412,0.07202710829411765,0.07217433535294117,0.07206628594117645,0.07185044652941175,0.07142752041176469,0.07071871835294116,0.06989594864705881,0.06891473676470589,0.06763742582352938,0.06684540299999998,0.06616999711764705,0.06567211976470588,0.0648719994117647,0.06400463523529412,0.06357472782352942,0.06314846047058822,0.0622709151764706,0.06176005635294118,0.06126093047058824,0.06111093105882354,0.06116350223529411,0.061621788588235304,0.06225450241176471,0.06280744535294117,0.06315542670588237,0.06339936470588237,0.0636436751764706,0.063932866,0.06432809511764706,0.06467461635294118,0.0651385831764706,0.06533992023529413,0.06537398788235295,0.0658349014117647,0.06604995729411765,0.06660031376470588,0.06694048788235293,0.06729014494117645,0.06754501317647058,0.06782979964705882,0.0680231014117647,0.06817598699999998,0.06842394405882352,0.0685297881764706,0.06855962641176472,0.06851161782352941,0.06676550752941177,0.06564280635294117,0.06483971294117648,0.064287898,0.06391590229411764,0.06362219817647058,0.06332294876470587,0.06298566052941178,0.06253940582352942,0.06185785935294117,0.0613555144117647,0.060952737352941176,0.060612756176470585,0.06051711264705883,0.06052158852941176,0.06062216394117647,0.060656056058823536,0.06235737311764706,0.06356295958823531,0.06456219535294118,0.06530309970588236,0.06590117776470587,0.06643662099999999,0.06703704776470587,0.06773068070588235,0.06853841305882352,0.06953371129411764,0.07033190117647059,0.07111177882352941,0.07189242647058824,0.0725285123529412,0.07312353447058824,0.07565954823529411,0.07813385023529411,0.07961801729411765,0.08061321405882352,0.08132618200000001,0.08197345788235293,0.082182162,0.0824887681764706,0.08276077882352942,0.0831700367647059,0.0836376444117647,0.084285315,0.08499886652941176,0.08577704558823529,0.08658261911764703,0.08723389029411764,0.08798935817647059,0.0868140175882353,0.08576456647058824,0.08591336500000002,0.08629631823529411,0.08692382411764707,0.0877122623529412,0.08874605882352944,0.08966326941176471,0.09059135929411766,0.09128331311764705,0.09186811958823528,0.09223922899999999,0.09256004076470586,0.0927584158235294,0.09299319552941177,0.09276591288235292,0.09264714794117646,0.09286641794117646,0.09325227258823529,0.09348815994117647,0.09363003782352941,0.09375512458823532,0.09384630988235293,0.09407338611764707,0.09421234670588237,0.09429687882352941,0.09444062376470588,0.09453932200000002,0.09463311552941178,0.09470386729411766,0.09488849635294119,0.09505228723529412,0.09564641694117648,0.09605964188235294,0.09612451600000001,0.09613483341176472,0.09617807517647059,0.09636712200000001,0.09654172141176472,0.09671647082352941,0.09687616964705884,0.09706701588235293,0.09727509529411764,0.09748053235294118,0.09770996529411766,0.09803668529411765,0.09833622205882353,0.09817407682352941,0.0983819874117647,0.09843726505882351,0.09852540270588232,0.09873139682352938,0.09891008270588231,0.0990033870588235,0.09876305352941175,0.0980512582352941,0.09707440235294118,0.0960989814117647,0.09497632752941178,0.09376255811764707,0.09256344941176471,0.09148618823529411,0.09045532564705884,0.089500248,0.08892924182352942,0.087878991,0.08701116982352941,0.08611269864705882,0.08496742394117648,0.08383103747058825,0.08278278111764704,0.08205940876470587,0.08181837852941176,0.0818428755882353,0.08182627088235295,0.0820136255882353,0.08228438617647059,0.08248377729411766,0.08261317788235294,0.08321926576470588,0.08420380370588236,0.08554004841176471,0.08692380688235295,0.08841642252941177,0.09000488370588236,0.09156542370588237,0.09294732488235297,0.09425234747058825,0.09559257100000002,0.09684397970588236,0.09804137500000003,0.09920283647058825,0.10019154823529412,0.10098111000000001,0.10138490676470589,0.10129589970588235,0.09978617676470589,0.09821056935294119,0.0964458875882353,0.09474430135294118,0.09291756805882354,0.09104133629411765,0.08915084570588236,0.08724035217647058,0.08527631394117648,0.08357274570588236,0.08193021252941175,0.08033819288235293,0.07871674935294116,0.07718450876470588,0.07592046582352942,0.07454305464705882,0.07368283641176472,0.07373038700000001,0.07365478088235296,0.07361681382352941,0.07363741711764706,0.07370068299999999,0.07367079682352941,0.07387450564705883,0.07430297247058826,0.07486619776470589,0.07518169482352943,0.0753823254117647,0.07559199858823529,0.07587513182352941,0.07620825005882352,0.07637728211764705,0.07712278647058823,0.07780306176470587,0.07847915235294119,0.07895743564705883,0.07927857270588236,0.07955349564705884,0.07984512505882355,0.08013794035294117,0.08030130094117646,0.08041758470588235,0.08051410647058822,0.08057918588235294,0.08072333882352943,0.08086621788235294,0.08101253611764707,0.08143442941176471,0.08207929323529413,0.08280991888235292,0.08354691094117649,0.08419721388235295,0.084672028,0.08519348682352941,0.08578767917647058,0.08634358270588237,0.08691808205882354,0.08745525852941177,0.0880301032352941,0.08868346147058821,0.08933527770588236,0.09002576182352942,0.09069315570588236,0.0913833371764706,0.09177199623529413,0.09202892005882354,0.09215274982352942,0.09225738600000001,0.09239406305882353,0.09259885152941176,0.092655598,0.09255318564705883,0.09247234270588234,0.09237563329411765,0.09230256270588236,0.09218120776470587,0.0919382465882353,0.0917230485882353,0.09148641800000001,0.09192626917647059,0.09223860123529413,0.09247385688235296,0.09273462129411766,0.09277750270588235,0.09276214035294117,0.09265196094117648,0.09245723094117649,0.09240540388235295,0.09228632505882355,0.09227635270588237,0.09228455247058825,0.0923160363529412,0.09224840247058826,0.09224140600000003,0.09213199894117649,0.09198686129411768,0.09109208129411768,0.09028082982352943,0.08948005594117647,0.08866190652941175,0.0880425818235294,0.08748822123529412,0.08703415805882353,0.08672934394117646,0.08634623570588235,0.08609463952941177,0.08577720894117646,0.08539401011764705,0.08502953858823528,0.08478526329411765,0.08450448035294118,0.08480786623529413,0.08522016270588235,0.08564026247058824,0.08606568629411765,0.08661252864705882,0.0871430504117647,0.08749176511764706,0.08790910417647059,0.0883722038235294,0.0888699738235294,0.08946357911764707,0.09016529235294117,0.09114030705882353,0.09221118029411765,0.0932297467647059,0.0942594167647059,0.09535473770588236,0.09579909652941176,0.09597348623529413,0.09617002647058824,0.09635055970588235,0.09639301523529412,0.09634894876470589,0.0964699475882353,0.09652553852941176,0.09653199558823529,0.09647984911764705,0.09628498970588235,0.09591045205882354,0.09521387852941177,0.09444084964705884,0.09366122847058825,0.092086542,0.09018626223529413,0.08821296105882352,0.08646889429411764,0.08474169782352942,0.08309325164705882,0.08167229576470587,0.08040606811764704,0.0792618004705882,0.07819149341176468,0.0771825002352941,0.07622557023529412,0.07534419611764706,0.07453222376470589,0.07374441788235295,0.07297866470588235,0.07226845058823529,0.07234702852941177,0.0727235467647059,0.0732944044117647,0.07384345676470587,0.07443825617647057,0.07500162852941177,0.07541783123529411,0.07575688688235294,0.07600766747058822,0.07621137394117647,0.07639678652941176,0.07652424770588236,0.07664216970588236,0.07674539558823529,0.07687865594117646,0.07711027947058824,0.07736008205882353,0.07756827588235293,0.07783892235294117,0.07814320705882352,0.07844158941176468,0.07873719588235294,0.07900010176470587,0.07927206999999999,0.07955079670588236,0.07982384517647059,0.08007502282352942,0.08027465694117647,0.08048022488235294,0.08062393052941177,0.0807748181764706,0.08092990900000001,0.08100763782352942,0.0810717558235294,0.08116632464705881,0.08120159147058824,0.08120908264705883,0.08119237676470589,0.08114782147058823,0.08112666476470588,0.08109554917647059,0.0810659191764706,0.08105396247058826,0.08104235070588237,0.08108462835294117,0.08112226394117648,0.08121501747058824,0.08171360805882352,0.08207723805882351,0.08215566217647056,0.0822889786470588,0.08239115570588235,0.08243933182352939,0.08244699035294117,0.0824968217647059,0.0825925211764706,0.08265475905882354,0.0826842552352941,0.08268189194117648,0.08267244135294118,0.0826986595882353,0.0827221795882353,0.08276933900000001,0.08280642923529412,0.08238768805882353,0.08207832452941177,0.08204646335294118,0.08194673100000001,0.08186477688235293,0.08182841276470587,0.08185068482352939,0.08184220105882352,0.08179587841176471,0.08178272076470587,0.08179899876470588,0.0818295155882353,0.08185769235294119,0.08184390352941177,0.08181193911764707,0.08195621176470588,0.0817147971764706,0.08164464247058824,0.08156528364705884,0.08150353305882353,0.08140455341176472,0.08126329188235294,0.08108755541176471,0.08091041129411763,0.08070021776470589,0.08052786864705881,0.08034213864705882,0.08014923476470587,0.07997276852941175,0.07981759529411765,0.07967832705882352,0.07955263205882351,0.07922546411764705,0.07929376199999999,0.07923157105882353,0.07917127870588236,0.07910971370588236,0.07909884864705884,0.07914909017647058,0.07924174488235293,0.07933637664705882,0.07947333994117647,0.079575567,0.07969033817647059,0.07981146700000001,0.07993872970588235,0.08004370382352942,0.08041612652941177,0.08073141947058823,0.08109908747058824,0.08146137835294116,0.08174987141176471,0.08206735529411763,0.08233523088235294,0.08256180970588234,0.08276370617647058,0.08295625147058823,0.08314538288235293,0.08327451958823529,0.08337974570588236,0.08348319688235295,0.08359768829411765,0.08370528770588236,0.08382772476470587,0.08368215617647058,0.08359698647058822,0.08347306847058822,0.08333409699999998,0.08326804488235294,0.08318445629411764,0.08310515711764706,0.08302183947058825,0.08293413300000001,0.0828439491764706,0.08275447164705883,0.08271032694117646,0.08268366611764705,0.08263606294117647,0.0825894185882353,0.08254114705882354,0.08252625823529412,0.08250447705882354,0.08252943205882353,0.0825896561764706,0.08268145323529412,0.08275307264705883,0.0828178655882353,0.08288846005882354,0.08295824594117648,0.08304459747058825,0.08311825564705883,0.08318984917647058,0.08325096152941176,0.08325733976470588,0.08329135294117646,0.08333130411764705,0.08334740658823528,0.08327624482352941,0.08317086694117647,0.08295753517647057,0.08270745341176469,0.0824076210588235,0.08212853199999999,0.08184928294117647,0.08157209470588235,0.08132278382352941,0.08105116288235294,0.08077857464705882,0.08045519370588235,0.08014559429411765,0.07988838605882352,0.07901168811764706,0.0782318851764706,0.0775987077647059,0.07711548070588235,0.07672828064705882,0.07645161594117646,0.07623457888235294,0.07605984829411765,0.07586366705882353,0.07567849200000001,0.07549962647058824,0.075322045,0.0751728655882353,0.07501639711764707,0.074848843,0.07469699094117647,0.07457230623529412,0.07505820829411766,0.07544001005882355,0.07570162652941179,0.07584233394117648,0.07595316305882353,0.07599830305882353,0.07598061952941176,0.07594206270588234,0.07592459005882353,0.0759061797647059,0.07587907823529412,0.07585478058823529,0.07582070058823528,0.0758086388235294,0.0758563711764706,0.07591542205882353,0.07601244382352941,0.0760982935882353,0.07609108535294118,0.07609155211764707,0.07608238964705882,0.0760101414117647,0.07597819405882351,0.07599331817647058,0.07602224529411764,0.07605545176470588,0.0760672315625,0.07609231100000001,0.0761174667857143,0.07614077192307694,0.07616248791666667,0.0761809431818182,0.0761560855,0.07602632166666666
pNuLoCDScore	-0.0579128029803922,-0.08010397945098041,-0.09397974533333332,-0.1025378294509804,-0.10898046592156861,-0.1128411444509804,-0.11718666092156864,-0.12264249798039217,-0.12961524486274512,-0.12521096394117648,-0.11869679476470586,-0.1124678620490196,-0.1072504561719457,-0.10266858540336134,-0.09848768169411763,-0.09466320099999997,-0.09082547388235293,-0.06944528564705882,-0.05659493270588238,-0.04900861035294118,-0.04308089858823533,-0.039772768294117654,-0.035821966235294114,-0.03051952329411764,-0.023605594411764713,-0.01807393223529411,-0.014479262705882352,-0.011889194294117639,-0.009422023882352928,-0.007098083882352932,-0.005187768058823518,-0.0033180988823529253,-0.0019550346470588176,-0.0010180595882352955,8.627111764705764e-05,0.0012318040588235254,0.0021284942941176416,0.0027605968235294015,0.003459732411764692,0.003801083823529401,0.003919682000000008,0.003943324529411749,0.003885660294117639,0.00364530829411764,0.0033279222352941146,0.0030290317647058765,0.002954893,0.0028754513529411704,0.0014255378235294228,0.0005173664705882403,-0.0006794357647058741,-0.0021213257647058753,-0.0036562026470588066,-0.004728808470588222,-0.005937565352941168,-0.006953711470588236,-0.007757221294117642,-0.008658260999999987,-0.009634244176470588,-0.010745514529411776,-0.012012644705882349,-0.0131933614117647,-0.014349727882352947,-0.0155534091764706,-0.015268720470588242,-0.013931644294117647,-0.01251096647058824,-0.010563228470588236,-0.008655034058823535,-0.007026865294117647,-0.005676623294117639,-0.0043162808823529256,-0.0032766982941176484,-0.002211665235294119,-0.0011431602941176372,0.00012264105882354298,0.0017480307647058865,0.003456015352941176,0.004896048470588235,0.0062637155294117675,0.00877977847058823,0.009681487705882348,0.010520058470588227,0.011056383882352937,0.011359458705882355,0.011724709235294117,0.012483411176470574,0.013385070529411756,0.014753436235294112,0.01646008405882353,0.017726515999999998,0.018865040647058823,0.01958764888235294,0.02044554729411765,0.02147594564705884,0.022424120117647064,0.022159632411764718,0.02085269270588236,0.019983265647058837,0.018914548117647048,0.017748340823529385,0.0165321336470588,0.01490459929411763,0.01276198429411763,0.010274995941176458,0.007266157588235296,0.004456796470588206,0.0022054747058823376,0.00032508076470587344,-0.001620723235294122,-0.003922654470588247,-0.006158653705882353,-0.008030782235294118,-0.0086067107647059,-0.009756193117647055,-0.010414278999999992,-0.01080535547058821,-0.010739515470588212,-0.010264018176470574,-0.009096929764705858,-0.0076414462352941,-0.00610729141176472,-0.0044819991176470175,-0.0034460382941176176,-0.0025263219411764543,-0.0017392537647058781,-0.0005439042941176447,0.0006699811176470588,0.0015638553529411792,0.0021914597647059025,0.003103072705882351,0.00407484505882353,0.004789026823529413,0.00548938270588234,0.0057769856470588216,0.005668356352941148,0.005290510764705866,0.0050223542941176536,0.004867674705882327,0.004776622294117613,0.004780268882352917,0.004596922176470591,0.0042315312941176575,0.0038370014705882277,0.0016269243529411642,0.0003028861176470471,-0.0005342749411764713,-0.0015470034117647108,-0.0021340550000000097,-0.002978115588235297,-0.0036175391176470617,-0.004304484411764675,-0.005005607352941158,-0.005971940294117649,-0.006667586999999996,-0.007223249647058803,-0.007811187882352931,-0.008012675529411768,-0.00803803788235296,-0.007889453882352938,-0.00610945147058823,-0.003285433235294115,-0.0012767533529411679,0.00027429735294118296,0.0013871974117647123,0.0022789795882352942,0.0031136722352941154,0.004051387235294093,0.0051912748823529364,0.006680553705882351,0.008178196882352946,0.009379163823529414,0.010499022647058827,0.011375313823529416,0.012006923823529435,0.012501370529411769,0.015003492176470574,0.01577647711764705,0.016055057705882336,0.01605101870588234,0.016023082294117655,0.016072280117647053,0.015745541000000016,0.015451720411764736,0.015030098117647064,0.014631623705882377,0.014103933117647058,0.01395341382352941,0.013887087705882345,0.013884619117647046,0.014054106764705837,0.014110355823529402,0.012329809941176481,0.008680167352941193,0.006146549176470589,0.005300150941176501,0.004970136235294104,0.004950366235294143,0.0055301003529412,0.006257290647058836,0.006902490588235291,0.0074213225294117585,0.007645668705882347,0.0075828045882352785,0.007240362470588235,0.006782995176470574,0.006175796705882364,0.005759305235294124,0.004776554705882327,0.005833130352941154,0.007101851470588227,0.007338907588235272,0.007191841705882357,0.006706213705882341,0.006042862235294114,0.005100251058823488,0.004410116705882358,0.0036209874117647117,0.0030135657058823623,0.0025725041764706053,0.002300093000000031,0.0020730747647059178,0.0019454514705882636,0.0018953008235294277,0.002286374352941198,0.0029992690000000266,0.003193223941176479,0.002872243411764716,0.002646673470588251,0.0025480373529411793,0.0026119974117646966,0.002695411529411787,0.0026430847058823426,0.0026638229411764663,0.0027701370588235213,0.0028344715294117556,0.002941210352941162,0.0030768497647058746,0.0033328179999999874,0.0034477257058823374,0.0031217895882352936,0.002735570470588214,0.0023776231764705696,0.002400886705882316,0.00259656341176466,0.0027320075294117174,0.0026362650588234865,0.0022213321176470374,0.0013347874117646957,0.0001982327058823452,-0.0009680344705882277,-0.0022987677647058613,-0.0037179742352941164,-0.005146515882352945,-0.006550497058823532,-0.00788089641176469,-0.008673828823529406,-0.009452745588235278,-0.010558274058823508,-0.011514232882352912,-0.012618698176470558,-0.013942658764705823,-0.015172349588235254,-0.01598027241176471,-0.015991849470588237,-0.015256023823529419,-0.014256105823529402,-0.01315005664705883,-0.011748932529411768,-0.010279063235294122,-0.009002410941176459,-0.007842147764705903,-0.006280982235294122,-0.004725438117647057,-0.0023389425882352904,-8.73629411764637e-05,0.0023037238823529482,0.005037459764705876,0.007734386235294127,0.010164543764705922,0.01219293870588238,0.013774192470588253,0.01500110411764706,0.01621510411764708,0.01718921088235295,0.017907162058823534,0.018497332705882358,0.018771728882352956,0.018076633941176465,0.015582373058823526,0.012670520941176475,0.009522080705882355,0.0063278788235294064,0.002912684352941175,-0.000524087411764726,-0.0037964791764706074,-0.007011995294117668,-0.010316257058823539,-0.013271234000000007,-0.016111162470588275,-0.018864643588235322,-0.021474798882352958,-0.023796601235294132,-0.025464440941176475,-0.026752845058823527,-0.026103340352941165,-0.02448018235294118,-0.022791106705882344,-0.021127487529411765,-0.01928015094117648,-0.01734065329411766,-0.01548004888235295,-0.013365846529411751,-0.010973341470588219,-0.008706547941176465,-0.00674851770588232,-0.004955867470588224,-0.0031247507647058775,-0.001309376941176471,0.0002877842352941029,0.0018342274705882289,0.0034399500588235127,0.004072674764705866,0.004824371470588229,0.005340621823529415,0.005641155588235303,0.00585281264705885,0.006174328235294138,0.006263434705882337,0.0059983284705882045,0.005551386941176462,0.005332411647058791,0.005196860470588233,0.005131340235294143,0.004991086058823535,0.004804286058823548,0.005057147294117659,0.004956506764705895,0.005006857117647048,0.005067758588235299,0.005239778235294118,0.005393455294117638,0.005639991176470571,0.005942554117647034,0.006205642352941201,0.006616781117647075,0.0070376738235294195,0.007515996764705879,0.008104275588235274,0.008611938882352926,0.009159543941176476,0.009680619588235295,0.009948907764705889,0.009692702999999997,0.00921900117647062,0.008605838882352931,0.008060172117647063,0.0077220350588235315,0.00740536470588235,0.006867918823529426,0.006209602941176465,0.005554260647058801,0.004920374764705873,0.004272459470588255,0.003497746294117657,0.002602968882352938,0.0016972867647058743,0.0007932622941176498,0.000542931999999996,0.0004666050000000088,0.0004449368235294182,0.0005818714705882466,0.0005201167058823397,0.00036807729411764134,5.3109411764715175e-05,-0.00019836705882352035,-0.00014778176470588156,-0.0001860176470587921,-9.928058823527319e-05,-1.8010235294102506e-05,0.00013482858823532506,0.000310155882352961,0.0005183574117647305,0.0006455809411764768,6.059211764708472e-05,-0.0011465199411764548,-0.0021930270588235296,-0.003254565352941191,-0.004115596176470601,-0.004719558529411763,-0.005163739705882353,-0.005423072882352956,-0.005676059941176495,-0.0059400893529412,-0.006181713176470607,-0.006507343529411791,-0.006922026235294143,-0.007218863882352974,-0.007456142705882379,-0.0076275185882353075,-0.007178995058823551,-0.005871918588235325,-0.004640567352941188,-0.0034143696470588236,-0.002049377882352932,-0.0008995314117647008,3.543882352935457e-06,0.0008749461176470602,0.0016428598823529372,0.0025237381176470564,0.003368939588235309,0.004388083411764707,0.005746296941176482,0.007181641705882369,0.008444483470588252,0.009754936411764711,0.010546871470588234,0.01057893382352941,0.010333223764705884,0.010104340176470591,0.009738031058823537,0.00924996482352941,0.008857183647058828,0.008560843411764704,0.008153334705882365,0.007662021764705887,0.007016269999999977,0.0061196973529411836,0.004770145000000003,0.0030026982352941156,0.0012111028823529463,-0.0005981882941176464,-0.003268195705882368,-0.00561283429411763,-0.007760525176470606,-0.009701132176470603,-0.011608861882352939,-0.0132997635882353,-0.014676653000000012,-0.016063879470588252,-0.017263738058823558,-0.01834050217647061,-0.019297348882352947,-0.02005941947058823,-0.020566255941176476,-0.020681654764705876,-0.020696431764705897,-0.020682563764705897,-0.0198180914117647,-0.017839233705882362,-0.015489414294117626,-0.013174489882352938,-0.010898241058823546,-0.008654995470588248,-0.006670667235294109,-0.004988236882352934,-0.0035049135882352644,-0.0021838259411764566,-0.0009711262941176357,0.00017121629411763484,0.0011800515882352952,0.002109945941176472,0.0030009777058823406,0.003899991235294109,0.004841828882352947,0.005013053529411754,0.004844729117647037,0.004544517941176468,0.004299750294117652,0.004003333235294115,0.0037355673529411715,0.003582270529411763,0.00351518311764705,0.0035431292352941374,0.0036124712352941235,0.003678236294117662,0.0037504092352941137,0.003838055176470581,0.003878534941176487,0.00389616223529414,0.0038196295294117694,0.0036475557647058926,0.003503479941176474,0.00332740229411764,0.003058384411764717,0.002767493235294141,0.002455180882352956,0.002147719705882359,0.001854594764705897,0.0015447524705882315,0.0012420740000000097,0.0009789396470588352,0.0007676937647058957,0.0006044034705882245,0.0004983334117647092,0.00044019929411763525,0.0007836990588235143,0.0010696002352940936,0.001083906352941158,0.0011226539999999868,0.0011895642352941077,0.001230249176470563,0.0012546135882352816,0.0013490002941176638,0.001465856411764721,0.0015592098823529466,0.0016183360588234996,0.0016279294705882214,0.00163009064705881,0.0016140312352941333,0.0015999156470588166,0.0015543215294117757,0.0010928211764705958,0.00031045000000001766,-7.73376470587922e-05,-0.00024251529411761785,-0.0004444247058823375,-0.0005745549411764611,-0.0006185775882353028,-0.0006461369411765033,-0.0007503201176470853,-0.0008588806470588295,-0.0009015344705882306,-0.0008828931764705977,-0.0008429257647058763,-0.0008409672352941155,-0.0008782760588235267,-0.0009573998823529384,-0.0008502174705882354,-0.0006728908823529361,-0.00043368205882353406,-0.00048117970588233694,-0.0004431979411764764,-0.000460223470588203,-0.0005651208823529291,-0.0007631294117646792,-0.0009317897647058843,-0.0010956606470588215,-0.0012548521176470595,-0.001456860117647063,-0.0016802808235294314,-0.0018849238235294358,-0.002026308235294122,-0.00213361205882355,-0.0024035797058823694,-0.0024893330588235396,-0.0023508804705882486,-0.0023337125882353094,-0.0023322543529411682,-0.0022948397058823594,-0.0021644432352941056,-0.0019384652352941317,-0.0016686664117647049,-0.0013638411176470633,-0.0010545287058823377,-0.0007665716470588169,-0.00045889658823528023,-0.00016130152941173925,0.00012113441176470063,0.0003653767647058964,0.0008634944705882552,0.0015059553529411795,0.0018053254705882454,0.0022298072941176333,0.0025785927058823432,0.002957641588235263,0.0032363822352940996,0.003412719529411759,0.003521961294117651,0.0036198748235294065,0.0036720429411764566,0.0036989525882352853,0.00368940752941177,0.0036717298823529393,0.0036589585882352976,0.0036615838823529367,0.0034115982352941054,0.002950736705882348,0.002497898999999984,0.0020116901176470553,0.0015842255882352746,0.0012006895882353125,0.0008492254117647008,0.0005433474117647191,0.0002581332941176684,-2.2118470588222694e-05,-0.00030143370588232854,-0.0005200479411764519,-0.0006694187647059008,-0.0007995307647059025,-0.0009616253529411839,-0.0011158691176470503,-0.0012865777058823358,-0.0011558979411764592,-0.0010925094117646833,-0.0009436364117646895,-0.0007444408235293826,-0.0005865916470588206,-0.00043138364705880283,-0.0002872915294117595,-0.00013337941176470858,2.4112941176476776e-05,0.00020064829411764462,0.000363783999999992,0.0004795222352941275,0.000567295411764715,0.0006212768235294153,0.0007019343529411498,0.0007901570588235152,0.0008211483529411562,0.0007717677647058746,0.000641434882352937,0.00036787899999997375,2.600017647057251e-05,-0.00034545158823533206,-0.000689333588235308,-0.0010391771176470749,-0.0013861512352941335,-0.0017218136470588397,-0.0020670927647058884,-0.0024112745294117693,-0.002795767823529416,-0.003111745470588234,-0.003402966882352934,-0.004319615999999998,-0.005115521411764676,-0.005677537058823512,-0.0060553862352941135,-0.006229254529411754,-0.006255837470588235,-0.006173042176470564,-0.006068683705882344,-0.00598561588235294,-0.0058936027058823365,-0.005823157352941172,-0.005729117882352933,-0.005605709058823516,-0.005438796588235276,-0.005296751294117649,-0.005191395117647046,-0.004439381882352933,-0.003173676882352941,-0.0021586977058823537,-0.0014138541764705664,-0.0008859467058823373,-0.0004984528823529233,-0.00023627582352940546,-7.922876470588258e-05,7.839564705881819e-05,0.00024609805882351565,0.0004065532941176647,0.000557033235294116,0.0006819149999999913,0.0008043034705882135,0.0009597958235293969,0.001159380235294119,0.0013431158235294033,0.0009542355294117483,0.00065828352941176,0.00038945882352939276,0.00024921817647058364,0.00012922658823528999,1.1838352941162533e-05,-2.4254705882492678e-06,5.12554705882351e-05,9.765523529410569e-05,0.0001492719999999781,0.00018815332720588385,0.00023753041176471923,0.00029676619747900923,0.0003321330995475491,0.00030611674019608015,0.0002655211229946747,0.0001436416764705878,-7.197192156864485e-05,-6.476368627451878e-05,-6.523045098040525e-05,-5.606798039216321e-05,1.6180254901965174e-05,4.812760784314585e-05,3.300349019608184e-05,4.0763725490250424e-06,-2.9130098039217844e-05
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
