UniprotID	Q9P2S6-4
pNuLoCScore	0.3993755133333333,0.411135306,0.42323989909090903,0.4313254325,0.4413331223076923,0.44918193785714283,0.45828662866666664,0.46567283,0.472401634117647,0.4804571811764706,0.4948689164705883,0.5098279652941178,0.5262529841176471,0.5372375052941177,0.5467059523529413,0.5562768682352941,0.5657677682352942,0.5723070829411766,0.5764037335294118,0.5801870670588236,0.5857812788235295,0.5885949047058824,0.5921673829411764,0.594718441764706,0.6048810682352941,0.6077344388235294,0.6093485564705882,0.6099686070588235,0.6081524576470589,0.6055234252941177,0.6031085782352941,0.5993820864705883,0.5951173864705882,0.5893050923529412,0.5835423394117647,0.5827660688235293,0.5827618311764706,0.5835753547058823,0.585654925882353,0.588965527647059,0.5925497964705884,0.5876336405882353,0.5894962847058824,0.5945018141176471,0.6020769717647059,0.6118160270588234,0.6228164329411764,0.6348006017647059,0.6471866782352941,0.6605192294117647,0.6765259176470588,0.6911314294117648,0.7037088294117648,0.7144984588235294,0.722928694117647,0.7289456088235294,0.7346885441176471,0.7415896223529412,0.751833701764706,0.7628170670588236,0.7715217494117649,0.780751111764706,0.7901255447058825,0.7991687211764706,0.8067655641176472,0.8136766700000001,0.81944666,0.8250095894117646,0.8320559247058824,0.8374683364705883,0.842684005882353,0.8489339970588236,0.8567211264705881,0.8632687029411764,0.8669239823529411,0.8693100429411764,0.8709884982352941,0.8730174176470589,0.8749932447058825,0.8763209529411766,0.8773490370588237,0.8780900900000002,0.8791077582352943,0.879761393529412,0.8803925758823531,0.8808130347058826,0.881403981764706,0.8818588264705882,0.8828945800000001,0.8838933423529411,0.8847369505882352,0.885499212352941,0.8857033476470587,0.8860338211764704,0.8856560429411763,0.8841813864705881,0.8818023541176468,0.8742895252941176,0.870032584117647,0.8644822282352941,0.8598165611764705,0.854704114117647,0.8494575082352941,0.8438432611764707,0.8370547705882353,0.8286162964705881,0.8203079870588236,0.8122642258823529,0.8044977082352941,0.7956256005882354,0.7878006682352942,0.7798305329411764,0.7727919564705883,0.7650778711764705,0.7629362041176471,0.7579057747058824,0.7545885129411765,0.7503282917647058,0.7462950152941178,0.7424471405882354,0.7410962782352941,0.7354137335294116,0.729182042352941,0.7227698382352942,0.7166015264705883,0.7106766323529411,0.7058640147058822,0.6996058500000001,0.6930226952941174,0.6866730576470588,0.6819148776470588,0.6768417600000001,0.6712316423529412,0.6642867582352943,0.6587656329411766,0.6532003329411766,0.6474933076470588,0.6395159405882352,0.6376281699999999,0.6377636199999999,0.6378922123529411,0.6372553594117647,0.6363551652941177,0.6360074358823528,0.6363563005882352,0.6375794611764707,0.6387454929411766,0.6398195905882352,0.6409352082352942,0.6423529905882353,0.6448301141176472,0.6464066882352942,0.6415861294117648,0.6427135088235295,0.6446078117647059,0.6460876335294119,0.6477811511764707,0.6509324235294118,0.6555161917647059,0.6604161535294119,0.6645961570588234,0.6682822276470589,0.6714061247058823,0.6737181923529413,0.6760465394117648,0.678112727647059,0.6799625923529412,0.6817610082352941,0.6833997358823529,0.6915961205882354,0.6937956970588235,0.6954178117647057,0.6969771135294117,0.69811089,0.6979100000000001,0.6967220847058825,0.6956182835294119,0.6947282623529413,0.6941945347058824,0.6943380523529411,0.6952158464705882,0.6955162670588235,0.695854402352941,0.696190504117647,0.6984217335294118,0.6974650652941177,0.6981583376470587,0.6991658582352942,0.6997581964705882,0.700471425882353,0.7012141764705884,0.7019691411764707,0.7026025964705883,0.7025677947058825,0.7015280535294117,0.7005651894117646,0.6993608070588235,0.6986259099999999,0.6983137423529412,0.6980460794117647,0.6975694247058823,0.6951642341176472,0.6962413535294117,0.6954795317647059,0.6944162611764706,0.6937320582352939,0.6928969558823529,0.6921625741176469,0.6914884858823529,0.6911326070588235,0.6913232858823529,0.6926072705882353,0.6941285976470588,0.695847992352941,0.6969629158823528,0.6981922158823528,0.7013421788235294,0.7043874294117647,0.7079360370588235,0.7107338211764705,0.7135384270588235,0.7163423564705882,0.7186530623529411,0.7197981905882351,0.7208749335294118,0.7215784764705883,0.7225166088235295,0.7235155158823531,0.7238733470588237,0.7237000294117648,0.7238247552941177,0.7241977435294118,0.7245788905882354,0.7229805317647059,0.7212601635294118,0.718255544117647,0.7154028970588237,0.7133509758823529,0.7111007347058823,0.7093846935294117,0.7084086811764706,0.7077374576470588,0.7073861558823529,0.7068246647058825,0.7066200494117648,0.7070108276470589,0.7077780470588235,0.7083470823529411,0.7126088376470587,0.7155968317647059,0.7186279317647059,0.7216598317647058,0.7255307276470588,0.7298011429411765,0.7334399111764706,0.7373896994117648,0.7411039817647059,0.7449988564705883,0.7482415270588235,0.7505682152941175,0.7523715799999999,0.753817518235294,0.7558349217647059,0.7586403652941177,0.7619556123529413,0.76125463,0.7617404652941177,0.7627387688235294,0.7647709747058824,0.767075634117647,0.7698176717647058,0.7723407482352941,0.7750031835294117,0.7777822188235293,0.7804078835294117,0.7836323505882353,0.7877222941176472,0.7922732411764706,0.7970205405882353,0.8010919194117647,0.80761118,0.8130919952941176,0.8183813711764705,0.8240909652941175,0.829271644117647,0.8339092870588235,0.8381909376470587,0.8430992299999999,0.847276506470588,0.8521505564705882,0.857989848235294,0.8642673717647058,0.8701288164705882,0.8748781711764704,0.8792408476470587,0.88283551,0.8865421335294117,0.8865744276470586,0.8868665770588234,0.8873268576470588,0.8874052776470589,0.8873857952941177,0.8872585229411765,0.8869223052941178,0.8849804952941177,0.882378575882353,0.8781042611764704,0.8730552047058822,0.8692878694117646,0.8656625947058822,0.8630060199999999,0.8605317376470588,0.856022831764706,0.8506783647058825,0.8456434570588236,0.8399219135294118,0.834365621764706,0.8289042252941177,0.8236666370588236,0.8189862235294117,0.8147847352941175,0.81131065,0.8094764164705883,0.8083856364705884,0.8070589523529412,0.80429295,0.8012400247058824,0.7980477541176471,0.7951867805882353,0.7949468276470587,0.7953915447058821,0.795814952352941,0.797085292352941,0.7984141076470588,0.7996904547058823,0.8007555047058823,0.8012061158823529,0.8010720305882352,0.8002683599999999,0.7997939011764705,0.7992307105882351,0.7986471064705882,0.798247724117647,0.7980180182352941,0.798102115882353,0.798883055882353,0.800442361764706,0.8020085294117647,0.8037875705882352,0.805531968235294,0.8072686329411765,0.8087778035294119,0.810219524117647,0.8118378705882353,0.81386375,0.8162178352941175,0.8183756470588234,0.8207020882352941,0.8231127764705882,0.8255131788235295,0.8280475552941177,0.8305591370588234,0.8322322058823529,0.8331554664705884,0.8340790252941177,0.8348083252941176,0.8356036288235296,0.8364304817647059,0.8374217347058823,0.8385263247058823,0.839608636470588,0.8407309270588234,0.8419761211764705,0.8429882641176469,0.8438460505882351,0.8445977647058822,0.845465388235294,0.8464595294117645,0.8477200441176469,0.8490518770588235,0.850419128235294,0.8519093223529411,0.8534062723529412,0.8546147982352941,0.8555948629411765,0.8564963894117649,0.8574419964705884,0.858312681764706,0.8589323970588236,0.859589444117647,0.8602018047058824,0.8607258452941177,0.8612734605882354,0.8616766105882354,0.8618383929411765,0.8616873835294118,0.8613641229411765,0.8607995152941177,0.8600642717647058,0.8593288747058824,0.8588726217647059,0.8586343511764706,0.8584602458823529,0.8582840252941176,0.8583167047058824,0.8585237282352941,0.858647334117647,0.8586965247058822,0.8568383447058823,0.8561385447058824,0.8556707499999999,0.8555186205882352,0.855463924117647,0.8554424047058823,0.8554839005882354,0.85553427,0.8555914876470588,0.8556621405882353,0.855704664117647,0.8557616488235295,0.8557872429411766,0.8557325282352941,0.8556645400000001,0.8555764788235294,0.8555655258823528,0.8575257729411764,0.8583307905882351,0.8587692494117646,0.8589272670588235,0.8590143670588236,0.8591409347058824,0.8593359288235296,0.8595769947058824,0.8598034064705884,0.8599456341176471,0.8599555847058823,0.8598867376470587,0.8598212317647059,0.8597693376470588,0.8597123758823529,0.8594572294117646,0.8592867294117648,0.8589193370588234,0.8582935311764706,0.8573115817647058,0.8563498347058822,0.8555099641176469,0.8545713347058822,0.853563858235294,0.852637678235294,0.8518225523529412,0.8511540658823529,0.8506196917647059,0.8501090176470587,0.8495275099999999,0.8489389005882352,0.8481443035294118,0.8475376788235294,0.8467556611764706,0.8461663399999998,0.8458263988235293,0.8459599458823529,0.8459287223529411,0.8457467929411765,0.8455668217647059,0.8453688188235295,0.8450249305882354,0.8445119170588234,0.8439041523529413,0.843287775882353,0.8427002147058823,0.8421758341176471,0.8417065611764706,0.8409282405882351,0.8406172317647058,0.8404127141176468,0.8400446511764705,0.8396799394117646,0.839397298235294,0.8391505158823529,0.8388157429411764,0.8386235111764704,0.8385772964705881,0.8385994141176469,0.8386398594117646,0.8386684417647058,0.8386617888235293,0.8386520241176469,0.8385968947058822,0.8383811535294117,0.8386443152941174,0.8384874329411762,0.8383243505882352,0.8383047588235294,0.8382721000000001,0.8380326176470587,0.8376936552941175,0.8372583105882354,0.8368034776470586,0.8362816011764707,0.8357022423529412,0.8351310364705883,0.8344885229411766,0.8339007900000001,0.8336964370588236,0.8336734352941177,0.8335687441176471,0.8334864382352941,0.8333052241176471,0.8332125858823529,0.8332491341176471,0.8331423223529412,0.83289394,0.8326164170588235,0.8325113611764705,0.8322511470588235,0.8320455764705883,0.8318554764705883,0.8316338882352943,0.831424578235294,0.8311852994117647,0.8305864582352941,0.8297824952941175,0.8291074829411764,0.8285181770588234,0.8280035576470588,0.8273448958823528,0.8265464247058824,0.8259183952941177,0.8255409305882351,0.8253038829411763,0.825077874117647,0.8249749447058822,0.8248195799999999,0.8246699535294116,0.8245905264705881,0.82392925,0.8240174852941176,0.8241430676470588,0.8243391894117647,0.8246176517647058,0.8247999870588236,0.8247671441176472,0.824685867647059,0.8247491782352943,0.8246681252941176,0.8246349041176471,0.8245184429411765,0.8243979352941176,0.8242865805882351,0.8241430705882352,0.8239632794117647,0.8237984770588236,0.8243348652941177,0.8241249829411764,0.8238447594117646,0.8235778082352939,0.8232700941176468,0.823018474117647,0.8229219647058823,0.8229153117647059,0.8227974947058823,0.8228292552941177,0.8228114529411765,0.8229067588235295,0.8229890605882355,0.8230725211764708,0.823187895882353,0.8241691076470589,0.824765795882353,0.82533439,0.8258278976470588,0.8262557035294117,0.8265433682352941,0.8266927900000001,0.8268315005882353,0.8269294511764705,0.8272335305882352,0.82755794,0.8277960852941177,0.828042573529412,0.8281791829411765,0.8282033105882354,0.8280089752941177,0.8277062694117647,0.8264914164705882,0.825513895882353,0.8245283194117647,0.8236414882352942,0.8228427682352941,0.8221854388235293,0.8216620400000001,0.8211236905882354,0.8206666552941176,0.8200332935294118,0.8194014052941178,0.8188660082352942,0.8183019905882354,0.8178885658823531,0.8176513911764707,0.8180468147058825,0.8161657852941177,0.8146197641176471,0.8130278847058824,0.8113536470588235,0.8092419,0.8072770376470587,0.8055104747058822,0.8039406894117648,0.8026395447058823,0.8014988188235294,0.8003331188235294,0.7992806188235295,0.7983356711764706,0.7974952770588235,0.7966863788235293,0.7958700964705882,0.7946219999999999,0.7957786199999999,0.7966468494117646,0.7977304870588237,0.7989478305882354,0.8006362988235294,0.8021696223529413,0.8035273458823531,0.8047249870588234,0.8057082705882352,0.8065746870588235,0.8074813376470588,0.8082819905882352,0.8089366705882353,0.8095437958823529,0.8110547000000001,0.8125199723529413,0.8140222476470589,0.8153009629411766,0.8165986664705884,0.8178148111764707,0.8189839935294118,0.8199823135294116,0.8209301488235293,0.8215424411764706,0.8218854823529411,0.8222692452941175,0.822554972352941,0.8229329535294115,0.8234947005882352,0.824237262352941,0.8248575052941176,0.8245741164705882,0.824333744117647,0.8240342976470589,0.8238774011764707,0.8236740811764708,0.8234791105882354,0.8231769552941176,0.8229837611764708,0.8228783611764707,0.8230695905882355,0.8234253847058824,0.8237045535294119,0.8240502182352942,0.8242021188235293,0.8241433223529411,0.8221521311764706,0.8212756217647058,0.8203149176470588,0.8191596088235293,0.8177711823529412,0.816394364117647,0.815231158235294,0.8140727758823528,0.8130818488235294,0.8120012841176469,0.8109075923529411,0.8099470452941175,0.8091131888235293,0.8083474535294117,0.8075878241176471,0.8068576799999999,0.8062118235294117,0.8072728235294118,0.8073382923529411,0.8074884770588234,0.8078462270588236,0.8084749535294117,0.8091188417647058,0.8095907105882353,0.8100703635294118,0.8104869929411765,0.8110211752941178,0.8115584788235294,0.8119888058823531,0.8123869564705885,0.8127271976470589,0.8131059535294118,0.8138392394117648,0.8142659511764707,0.8147777947058824,0.8153591729411764,0.8158726788235294,0.8163302729411764,0.8168724582352942,0.8171133899999999,0.8173945206666666,0.8177032507142856,0.8180311315384614,0.8183641924999999,0.8187083009090909,0.8190845249999998,0.8194925611111112
pNuLoCDScore	0.0730261207843137,0.0810816678431373,0.09549340313725496,0.11045245196078446,0.12687747078431377,0.1378619919607844,0.14733043901960796,0.15690135490196078,0.16639225490196086,0.16117177694117663,0.15316383443850273,0.14886163455882362,0.1444481565158372,0.13941296684873955,0.1338807542745098,0.12904561176470603,0.13247943411764707,0.12727725764705877,0.11447963999999988,0.10014064176470572,0.08189947352941185,0.06828592,0.056402625882352786,0.04310521823529423,0.029349618235294028,0.016998009411764547,0.007138605882352933,0.002579001764705713,-0.0030194476470588594,-0.005019550000000095,-0.006512457058823418,-0.005752914117647001,-0.01233127176470572,-0.020100798235294093,-0.01985227176470572,-0.015466792941176366,-0.006075485882353071,0.006292601764705696,0.01970785470588232,0.03541851529411755,0.05206929176470587,0.07121413705882351,0.09298357823529413,0.10836536058823543,0.1209469982352942,0.13092310411764707,0.13727376823529402,0.13998008117647043,0.1421387476470587,0.15395598176470593,0.16233741705882354,0.16831525294117644,0.169444777647059,0.1689350847058826,0.1673091117647061,0.16436811941176477,0.15957888588235314,0.15315744058823544,0.14292074235294117,0.13387815999999986,0.12834709529411759,0.12296987764705891,0.119755311764706,0.11998838823529412,0.12203258235294101,0.12167908058823518,0.11509028058823512,0.10649297588235285,0.09946674882352924,0.09226630588235285,0.08486769999999999,0.07715223176470598,0.0705834729411765,0.06441342000000005,0.05966109823529431,-0.05281375267320254,-0.06838143737908495,-0.0830649909084967,-0.09465553420261434,-0.10034431420261435,-0.10647128655555552,-0.11080379126143787,-0.11314931008496727,-0.11325322384967315,-0.1008760212705882,-0.09036799070588233,-0.08095103150980391,-0.07425036780090499,-0.07081496042436979,-0.0693067490627451,-0.06934029324632354,-0.0697321579411765,-0.057833293470588215,-0.045813384941176455,-0.037307738294117626,-0.03576884676470586,-0.03412549970588234,-0.033784135352941176,-0.03543377747058824,-0.03923738370588235,-0.044658358176470576,-0.04739137594117645,-0.05184653182352939,-0.05533770405882352,-0.057227109764705866,-0.05692366752941177,-0.055175052764705884,-0.051723629823529405,-0.04815418488235293,-0.045420825176470586,-0.04235496364705883,-0.0382591641764706,-0.033871804000000005,-0.029985965588235283,-0.026078281470588223,-0.02220032205882353,-0.018526808999999995,-0.015248924764705886,-0.011790680000000005,-0.008293274529411771,-0.005225220470588224,-0.0030229854117647045,-0.0012118076470588185,-0.0004335219411764728,-0.0002919464117647104,-0.000370769470588235,-0.0005227851176470566,-0.000563254823529407,-0.0005468541176470616,-0.0005158941176470616,-0.0005204920588235407,-0.0005258234117647108,-0.0005119762941176512,-0.0005018738235294182,-0.0005340848235294154,-0.0006276208235294102,-0.0006683819411764796,-0.0006756870588235271,-0.0006624705882352921,-0.0006883518823529375,-0.0007288061176470538,-0.0007137369411764662,-0.0004840553529411769,-0.00017818994117646536,4.161435294118554e-05,0.00021037858823529446,0.00039704594117647915,0.0005253072941176461,0.0005872453529411764,0.0006321198235294187,0.000738641588235292,0.0009270471764705884,0.0011171192352941242,0.001258273588235298,0.0013622813529411797,0.0012024325294117677,0.000989919176470594,0.0008440232941176497,0.0006840282941176536,0.00039182558823528876,0.00019322764705882386,5.017176470588358e-05,-4.162094117647272e-05,-0.0001320748235294003,-0.00016336076470587976,-0.0001643984117647053,-0.00018197388235293918,-0.00026496717647058257,-0.00039477711764706117,-0.00048775358823530124,-0.0005523258235294246,-0.0003518337647058882,0.00016776888235292553,0.0006735015882352903,0.0010229709411764577,0.0012947253529411798,0.0015096171176470566,0.0016954624705882333,0.0017950348823529416,0.00188089629411764,0.0019282444117647013,0.0019354115882352953,0.0019283054705882367,0.0019226985294117545,0.0019264347647058831,0.0019188584117647116,0.001876356000000013,0.0014183771764705866,0.0008410249411764797,0.0002384774117647065,-0.0001580508823529371,-0.0004373105294117677,-0.0006550593529411758,-0.0008723224705882299,-0.0010589339999999975,-0.0011861742352941192,-0.0013103477058823455,-0.0013999268235294175,-0.0014631089411764678,-0.001516704117647049,-0.0015458861176470585,-0.0015614806470588272,-0.0015398254705882401,-0.0010971385882352913,-0.0003858414705882364,0.00017342076470588594,0.000608687764705889,0.0008831892941176499,0.0011152100588235243,0.001350261235294123,0.001616161647058821,0.0018418890000000097,0.0020445074705882395,0.0022404298823529463,0.002411789235294115,0.0025605783529411806,0.0026567704705882343,0.0027279712941176495,0.0027632894705882337,0.0030158722941176497,0.0027833985882352898,0.0024707478235294032,0.0021214261764705804,0.0019216975294117644,0.0017751551176470592,0.0016556665294117576,0.0015043868235294147,0.0012612444117647073,0.0009193321176470606,0.0005385703529411714,0.00021703217647060097,-8.389011764706883e-05,-0.0003206388235294094,-0.0005381684705882406,-0.0007068825882352928,-0.0010892774705882416,-0.0016241198235294116,-0.0018474166470588207,-0.0017970299411764687,-0.0017335606470588252,-0.0017470572352941208,-0.0017865906470588208,-0.001844870705882351,-0.001804873235294123,-0.0015535531176470649,-0.001127966294117641,-0.0007032067058823574,-0.0003200392352941117,4.66878823529443e-05,0.00038446900000000533,0.0007127608235294111,0.0009478900588235362,0.0010504450588235334,0.001032831941176475,0.0008630925294117603,0.0007899041176470598,0.0009767656470588276,0.0013327727647058848,0.0016157639999999918,0.0019044460588235196,0.0022593750588235234,0.002632273529411762,0.0030036591176470506,0.0035770477058823455,0.004020108764705876,0.004589457411764697,0.005134651117647049,0.005583282705882341,0.006599900647058822,0.0079700084117647,0.009287305764705892,0.010471767588235294,0.011275552235294119,0.01177314429411764,0.012159758529411764,0.012607912235294123,0.013059075000000003,0.013205216588235293,0.01318706388235294,0.012931091941176469,0.012939919823529406,0.012459778823529416,0.012259323529411767,0.018976201000000012,0.024335104058823533,0.027795217705882357,0.027755147058823523,0.027068659941176472,0.025942026529411764,0.025160206647058814,0.024410830117647046,0.023602646764705887,0.022621341294117636,0.021722605823529403,0.02096083205882352,0.020239982705882342,0.019311395764705884,0.018304251470588236,0.017056881058823532,0.008476687470588246,-0.0056915944117647,-0.016709807470588235,-0.02272768441176471,-0.02460369417647059,-0.0252684414117647,-0.025656977117647042,-0.026122781823529395,-0.026476755235294115,-0.02689842329411763,-0.027170312588235282,-0.02752487223529411,-0.027864427294117637,-0.028068299647058814,-0.027732703000000004,-0.027246255352941173,-0.025226653705882368,-0.016305591470588243,-0.009058327588235292,-0.003703923647058814,-0.002111553588235289,-0.0012926291176470553,-0.0008271900588235279,-4.397047058823933e-05,0.0006650809411764616,0.0014349782941176434,0.002234099117647055,0.003052169588235301,0.0038947191764706,0.004627747882352942,0.005132279058823547,0.005298108941176473,0.0043371258235294224,0.00287671964705883,0.0015417357647058774,0.0006862661176470497,0.00023542476470587992,8.118270588234472e-05,-4.020188235294431e-05,-0.00028816835294117465,-0.0005833427647058825,-0.000847793411764719,-0.0011816668823529594,-0.001462967117647082,-0.0017232107647058917,-0.001990752705882365,-0.0020630828823529554,-0.0018826592352941124,-0.0005570497647058928,0.0010037752941176453,0.002796808352941181,0.004697912411764718,0.0064545422941176475,0.008064613588235299,0.009604594882352942,0.011187512235294128,0.012722969235294132,0.014262523117647079,0.015768138529411793,0.017232578882352953,0.018689965705882376,0.020190112882352965,0.02167712735294118,0.02303188123529413,0.0233670817647059,0.023045359941176465,0.022715563588235288,0.021794477411764684,0.020663202764705853,0.01949475252941174,0.0182286324117647,0.016909078058823516,0.01566958123529412,0.014437025647058822,0.01317180835294117,0.011960556529411775,0.010738832764705858,0.009447684764705866,0.008064905941176481,0.006698275235294107,0.005724158588235301,0.00510611105882354,0.003870341705882366,0.0032471687647059183,0.00286327594117651,0.0024725332941176736,0.0021506970588235225,0.001968584705882362,0.0017792488235294085,0.0015605082352941058,0.0013047647058823525,0.0009061788235294188,0.00045873447058823735,9.423905882353922e-05,-0.00013045364705882578,-0.00025955035294117357,-0.0007089435294117818,-0.0010466617647059001,-0.0005332602941176545,6.995264705880744e-05,0.00039227999999999486,0.0006419431176470647,0.0008443884705882504,0.0009726355294117639,0.0009967831764705753,0.0010172393529411655,0.0011007934705882239,0.0013435488235293974,0.001707595882352947,0.002055947411764708,0.0023013027058823576,0.002448097411764702,0.0027367779999999814,0.0033229974117647137,0.003315304470588226,0.0029377377058823484,0.0027502767058823485,0.002643016117647043,0.0025946205294117702,0.002576711705882362,0.0026070334705882298,0.002565184941176482,0.0025629575882353123,0.002534558764705888,0.0024549901764705923,0.002422213705882359,0.002469744294117643,0.0025500875882352864,0.002417629705882357,0.0019637422941176513,0.001535902058823535,0.0012472550000000027,0.0010288200588235152,0.000880764294117653,0.000712934529411749,0.0005097378235293937,0.0003227578235294182,0.00020343458823528227,7.126105882350464e-05,-0.00012820335294118357,-0.00036084429411765984,-0.0006905678235294282,-0.0011230840000000103,-0.00160560082352941,-0.0015675615294117595,-0.0011973127058823585,-0.0007944118823529495,-0.0005766845882353017,-0.0005788157647058784,-0.0006350914117647238,-0.0010198196470588283,-0.0014005793529411753,-0.0018362323529411834,-0.0021994358823529403,-0.002548620235294105,-0.0027445490588235283,-0.0030056595882353015,-0.0032278586470588233,-0.0034240148235294143,-0.0036010260588235504,-0.004260228411764697,-0.00544265123529411,-0.006554703588235275,-0.007397515588235287,-0.007885658529411768,-0.0081521138235294,-0.008116106999999997,-0.007788713176470591,-0.007365784882352927,-0.006924279882352932,-0.006562534352941185,-0.006307867941176465,-0.005996980941176469,-0.0056163774117646975,-0.005220381529411761,-0.004739568529411736,-0.00371812429411765,-0.002254146058823528,-0.0009504017058823561,0.00012750241176470722,0.0009753891764705952,0.0016071991764705779,0.002151828588235302,0.0023090458823529364,0.002397847647058804,0.0024122535294117675,0.002482422352941188,0.0025611894705882265,0.0026399898235294067,0.002571328647058807,0.002407646235294117,0.002047259764705864,0.001192074411764693,-6.58850588235449e-05,-0.0011421644117647067,-0.002011029058823527,-0.002803784058823519,-0.003490171411764692,-0.004078171411764711,-0.004478184352941159,-0.004751960823529397,-0.004960726999999984,-0.005213078176470584,-0.005462637294117639,-0.005668166647058812,-0.005792520529411746,-0.0057685784705882315,-0.005521273470588214,-0.005216699411764697,-0.004681065705882337,-0.004030819823529416,-0.0034797895882353047,-0.0029704081176470665,-0.002549006058823536,-0.0021740519411764803,-0.0018562663529411993,-0.0017057728235294334,-0.0016232272352941501,-0.001474079000000017,-0.0013204013529411751,-0.001234848823529422,-0.0011715715294117884,-0.0011224882352941223,-0.0011246105294117903,-0.0012215007647058546,-0.0010415332352941148,-0.000833787529411753,-0.0008541457058823532,-0.0008672836470588197,-0.0008202295294117423,-0.0007074624705882132,-0.0006172754117647061,-0.0004856621764705721,-0.0002825983529411713,-9.801541176469863e-05,3.065635294116631e-05,0.00018001052941177265,0.0003680733529411867,0.000553793352941187,0.0006700135882353186,0.0010304159411764352,0.0010070144117646923,0.0007801906470588094,0.000785534705882357,0.0007951314117646963,0.0007227051764705644,0.000634425764705876,0.0006007754705882606,0.0005877174705882504,0.0005041686470588364,0.00039566923529413267,0.0003299280588235365,0.0002926136470588342,0.00022310582352939867,0.0001380337058823483,6.732229411764157e-05,-0.000210973588235297,-0.0003913482941176466,-0.00020973347058823866,-8.095188235293649e-05,2.6538470588241547e-05,0.00018604235294117366,0.00035201764705881933,0.00041060376470586357,0.0004379291176470623,0.00047447594117647207,0.000519187117647063,0.00056102088235295,0.0005843311764705955,0.0006285888823529401,0.0006938984117646901,0.0007912633529411905,0.0010327103529411963,0.0013028856470588407,0.0013001709411764872,0.001173742235294109,0.0009636189999999989,0.0005727669411764863,9.011129411765073e-05,-0.0003812705882353107,-0.0008529956470588462,-0.0012863462941176546,-0.001678855941176477,-0.0020302347647059016,-0.0023415111764706065,-0.0026288605882352906,-0.0029441152352941077,-0.0032719337647059005,-0.0037655766470588298,-0.004196569705882364,-0.004491113117647064,-0.00474937111764704,-0.004720101999999997,-0.0043641149411764585,-0.003798405470588226,-0.003243186235294071,-0.0026231879999999846,-0.0020254499411764687,-0.0015384085882353127,-0.001192781941176467,-0.000899211941176474,-0.0006432338823529268,-0.0003983457058823539,-0.00015015405882352895,0.0003814917647058727,0.0008465454117647098,0.0011296012941176478,0.0015524183529411484,0.0018498631764705745,0.0019578234705882186,0.0018528367058823492,0.0017570773529411582,0.0017148269411764727,0.0016149915294117606,0.0016226786470588395,0.0017839094705882422,0.0020459012941176566,0.002302671470588248,0.00256319217647058,0.0028164622352940955,0.002772901705882354,0.0026620555882352903,0.002712304294117625,0.002663684117647079,0.0025031898823529575,0.002344005764705878,0.002250177294117625,0.002239147294117644,0.002188375411764698,0.0021865165882352933,0.002187658117647054,0.0021294139411764806,0.0019726567647058713,0.0018083879411764509,0.0016526230588235352,0.0014529772352941395,0.00045423041176471946,0.00023295770588234455,-0.00022993558823528049,-0.00045999941176470827,-0.0004171158823529503,-0.00020883588235294515,-0.00010715564705880698,-2.6378235294111096e-05,1.793205882354154e-05,3.331505882354924e-05,-2.497082352941049e-05,-0.00011430058823530542,-0.0001918626470588103,-0.0003000938235294126,-0.0004033905882352834,-0.00043893882352941116,0.00035746447058822295,0.0014166192941176547,0.0020125405294117715,0.002460144117647056,0.0024903523529411914,0.0021743429411764797,0.0017919272941176456,0.0014800322352941098,0.0011222307058823544,0.0007618500588235239,0.0004183007647058784,0.0001396278235294146,-8.508100000000074e-05,-0.0002560839411764604,-0.00038084805882353245,-0.0005602577647058904,-0.000979171647058824,-0.0018811605882352866,-0.0022216326470588244,-0.002558567999999997,-0.0027234877058823492,-0.0027073367647058866,-0.002478892882352937,-0.0023744760588235297,-0.002216143352941194,-0.001986988647058832,-0.0017164685294117632,-0.0014337813529411852,-0.0011997331176470671,-0.0009791148823529577,-0.0008081928235293967,-0.0006064713529411736,-0.00015329305882352817,0.00023165376470585253,0.00030373552941174997,0.00033514517647058317,0.00038731482352939717,0.0005301338823529289,0.0006722347058823325,0.0007872717058823447,0.0009574481764705878,0.0010731532352941109,0.0011330449999999992,0.0011474913529411906,0.0011198401176470696,0.0011314457372549047,0.0011568495126050155,0.0011923472850678685,0.0011940212058823563,0.000983093320855638,0.001013450429411783,0.0010448630653594887,0.0010521966535947808,0.0009891795947712667,0.000880285830065386,0.0008279837712418525,0.000712251418300669,0.0006081198888889111,0.0005293575359477248,0.00046306494771242157
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
