UniprotID	Q6UXY8-4
pNuLoCScore	0.3432497166666667,0.342578323,0.3420519327272728,0.3419779083333334,0.3427022153846154,0.3444714621428572,0.34593139,0.34715701187500003,0.34729147588235293,0.3433347252941176,0.34561667647058825,0.3500313029411765,0.3603540847058824,0.3636438423529412,0.36680098470588235,0.37479899,0.38090798235294115,0.3841562352941177,0.388867744117647,0.39530428823529407,0.40087300117647057,0.4073431717647058,0.4121002776470588,0.41775925999999997,0.4224413282352941,0.43275754235294117,0.44213505352941174,0.4504007558823529,0.4595422929411765,0.4665068882352941,0.4706744394117647,0.47612195,0.4803241899999999,0.4859191570588234,0.49073880999999986,0.48821486117647056,0.4787627358823529,0.47324769117647064,0.46832863235294114,0.46512795058823536,0.4623467694117648,0.46106609647058827,0.4532242988235295,0.44527171058823534,0.4369192364705883,0.4285162952941177,0.41947280705882356,0.41374147647058823,0.40660640882352944,0.40055268058823534,0.39298137764705887,0.3864524388235295,0.3876919741176471,0.39407458117647065,0.3974491576470589,0.3996186211764706,0.4002654070588236,0.39857637294117654,0.39855853176470596,0.4015049752941177,0.4024766535294118,0.40324988705882364,0.4038041652941177,0.4034847900000001,0.4042717047058824,0.40463534294117653,0.4052608547058824,0.40645013588235296,0.4076949335294118,0.4073328805882353,0.40632806058823534,0.40429269705882354,0.4006084882352941,0.3978428364705882,0.39627374470588245,0.39287607823529425,0.3887103200000001,0.3861114435294118,0.38347656764705884,0.38076223352941174,0.38071586999999996,0.3783401023529412,0.3763547852941177,0.3743187347058823,0.3718943347058824,0.3693099752941177,0.36749204588235296,0.3654691711764706,0.3557212952941176,0.3446897052941176,0.33439179294117644,0.32468715294117645,0.31561639647058815,0.3063881023529411,0.29678143705882354,0.28758698470588234,0.2783571547058824,0.26800584294117646,0.25671831352941177,0.2469549570588235,0.23706983058823528,0.2280136288235294,0.21923215294117648,0.20919699764705885,0.1992244682352941,0.1968542311764706,0.1968343670588235,0.19594845705882352,0.19398521411764702,0.19101708235294115,0.18764119117647057,0.18406862352941175,0.17985835411764703,0.17561468823529408,0.17218363588235291,0.1702953835294117,0.16716322235294115,0.16382773352941174,0.1598502735294118,0.15607312000000004,0.15166467529411765,0.14786875352941176,0.1451689350588235,0.14207894447058822,0.13870254352941175,0.1356425288235294,0.13238678647058824,0.12922455705882352,0.12620085352941177,0.12294944800000002,0.11950280623529412,0.11623307176470589,0.11303883941176471,0.1099239302352941,0.10675250729411764,0.10361360635294117,0.10045363958823529,0.09911031723529411,0.09804641605882353,0.09673239217647059,0.09545749629411764,0.09428190429411763,0.09317297994117647,0.09234060488235293,0.091671379,0.09104887629411765,0.09081411682352941,0.0909405885882353,0.09097662747058823,0.09097722688235294,0.09096561252941177,0.09096298664705882,0.091417097,0.09203635435294118,0.09226714411764707,0.09253956470588234,0.09281885588235295,0.09323692176470588,0.09363490470588234,0.09397747317647058,0.09416584117647059,0.09431128647058824,0.09442700211764707,0.09448646829411765,0.09435802005882353,0.09414507564705882,0.0937488494117647,0.0932820605882353,0.0927701982352941,0.09181695647058823,0.09077382470588236,0.09002663847058823,0.08896458788235295,0.08776749694117647,0.08639364752941177,0.08487538870588236,0.08322077105882356,0.08155550952941178,0.0798192265882353,0.07803870282352941,0.07621503988235294,0.07446502829411765,0.07279964958823529,0.07122074205882352,0.06860356576470587,0.06603677899999999,0.0634842785882353,0.06096094064705883,0.058537818529411756,0.05632717476470588,0.05424157058823529,0.052238547411764695,0.050371085235294114,0.0486695908235294,0.04710801270588235,0.04563738741176471,0.04426593776470589,0.042961194588235295,0.041749220882352944,0.04058964388235294,0.039484321764705885,0.03946644252941177,0.03942559988235294,0.03939586794117647,0.03934545411764706,0.03931987935294117,0.03929684564705881,0.03926796629411764,0.039234501352941174,0.039203773176470585,0.03918480699999999,0.039166712823529404,0.03915807694117647,0.03914877117647059,0.03914044535294118,0.039133506294117645,0.039073803470588225,0.039039845235294114,0.03904348958823529,0.03904884794117647,0.03905595423529412,0.03908435029411765,0.03911686482352941,0.03915028370588236,0.039186748411764706,0.039221623705882364,0.039257204823529415,0.03929600070588236,0.0393350265882353,0.039373526117647065,0.03941260505882353,0.03945226288235295,0.03949240605882352,0.039586855294117644,0.039661280588235294,0.0397005594117647,0.03974310664705882,0.03978668047058824,0.03982309676470589,0.03984559182352941,0.03986255617647059,0.03987170182352941,0.0398825448235294,0.03989229805882352,0.0398965184117647,0.039898226588235296,0.0399033694117647,0.03990637923529411,0.03990060511764706,0.03991231817647059,0.03991609782352941,0.03990820252941177,0.03987594135294118,0.039839615588235296,0.039802279882352944,0.03975730941176471,0.03971031082352943,0.03966001129411765,0.039606126411764704,0.039546719,0.03948399958823529,0.03942039805882353,0.03935241370588235,0.03927532958823529,0.0391927755882353,0.03910931794117647,0.038994364470588246,0.03887619429411765,0.03876006711764706,0.03866440123529412,0.03856517923529412,0.03845820205882354,0.038359315764705894,0.0382654505882353,0.03817676082352942,0.03809211064705882,0.03801239405882353,0.03793474429411764,0.03785877911764706,0.03778627335294118,0.037712659647058826,0.037632757882352944,0.03756554947058824,0.03751395441176471,0.03747791335294118,0.037453625235294115,0.03743528388235295,0.03742517452941177,0.03742278529411765,0.0374218864117647,0.03742185629411764,0.03741770452941176,0.03741100488235293,0.037404047764705885,0.037398088235294114,0.03739068517647059,0.03738287447058823,0.037382683647058816,0.037391486882352935,0.03739096176470588,0.03738678682352941,0.03737636276470588,0.03736048941176471,0.037339983411764706,0.03731717764705883,0.03729114705882353,0.03726324047058824,0.03723347135294118,0.03720661647058824,0.0371835405882353,0.03715969917647059,0.037134795352941175,0.037083212176470585,0.0370377714117647,0.03700105770588234,0.03696764888235293,0.036930394294117645,0.036896130411764705,0.036865488176470576,0.036839000000000004,0.03681396323529412,0.03679051952941176,0.03677226505882353,0.03675644788235294,0.036740359,0.036724333,0.03670794182352941,0.03668807652941177,0.03666451229411766,0.03666863641176471,0.0366676354117647,0.036657068823529405,0.036645774705882345,0.03664216382352941,0.03663645752941176,0.03662790705882353,0.03661712329411765,0.036605822941176466,0.036592129235294125,0.036574695882352945,0.03655562964705883,0.036536983235294127,0.03651679547058824,0.03649560341176471,0.03642757441176471,0.03634186688235294,0.036254974176470584,0.03618305041176471,0.036123317,0.03607041758823529,0.036020475999999996,0.03597387523529411,0.0359315964117647,0.03589114717647058,0.035854210294117644,0.035820667529411765,0.03578696594117647,0.035748438352941184,0.035713666058823534,0.03568225882352941,0.035653225235294114,0.03567365564705882,0.035711062647058825,0.03574777347058824,0.03577070852941176,0.035781727352941176,0.03578523705882353,0.03578641329411764,0.035784786411764705,0.03577910194117647,0.03577071352941177,0.035758477000000004,0.03574538176470588,0.03573521964705882,0.03573169994117647,0.035727305,0.03575148535294118,0.035759569000000005,0.03576073147058824,0.03576998023529413,0.035785947294117645,0.03580166564705882,0.03581347464705882,0.03582019023529411,0.03582275105882353,0.035821560764705884,0.035817109352941176,0.03581099123529412,0.03580319117647059,0.03579183094117648,0.035776144470588245,0.03575733035294118,0.03573737352941177,0.03568705552941177,0.035651742235294125,0.03562338970588235,0.03559034658823529,0.03555152488235294,0.03550939094117647,0.03547061017647058,0.03543718511764705,0.035407339999999995,0.035381102058823534,0.03535822364705882,0.03533776294117647,0.03531919205882353,0.03530254676470589,0.0352884155882353,0.035266487470588234,0.03524478241176471,0.03522244347058824,0.0352026371764706,0.03518413582352941,0.03516464758823529,0.03514229058823529,0.03512110723529411,0.0351015275882353,0.03508333129411765,0.03506565264705883,0.035048881,0.03503235235294118,0.035012945000000004,0.03498912335294118,0.03496148864705882,0.034931803352941174,0.03491145441176471,0.034888887705882346,0.03486581629411765,0.03483958388235294,0.03481087388235295,0.03478338752941176,0.034758747764705875,0.03473328482352941,0.03470616505882353,0.034678042411764705,0.03464894282352942,0.03461942711764706,0.03459050947058823,0.0345660585882353,0.034546409470588235,0.03452958488235294,0.034522968705882354,0.03451323482352941,0.034510239176470586,0.034509394411764704,0.03451000623529411,0.03451358623529411,0.034519823176470586,0.03452745917647059,0.03453592411764706,0.03454692629411765,0.0345600905882353,0.034574688058823536,0.0345909854117647,0.0346084915882353,0.03462685100000001,0.0346470004117647,0.03466921911764706,0.03468454294117647,0.03470350952941176,0.03471893294117647,0.03473431511764706,0.034750572705882346,0.03476723823529411,0.03478295117647059,0.034798614,0.03481566552941176,0.03483206188235294,0.03484751452941176,0.034862092176470585,0.034874052058823525,0.03488349352941176,0.034836254117647056,0.034787322882352936,0.0347442864117647,0.03472008111764706,0.03471726076470588,0.034721987941176466,0.03473231423529412,0.03474265370588235,0.034753629705882354,0.03476471911764706,0.03477351217647059,0.0347803115882353,0.034785761882352946,0.034790816588235296,0.03479497276470588,0.034798949941176466,0.03480248894117647,0.03485888129411765,0.034915258941176475,0.03496452105882353,0.034993523235294116,0.035001394176470586,0.035001433411764704,0.034995162999999996,0.034988140588235295,0.034978893999999996,0.03496899988235295,0.034960625058823525,0.03495339658823529,0.03494634264705882,0.034939068176470585,0.03493284123529412,0.03492624888235295,0.034919677882352944,0.03491400388235294,0.03490335635294118,0.034895071294117654,0.0348888955882353,0.034881903882352946,0.03487297017647059,0.03486508841176471,0.03485591041176471,0.03484516270588235,0.034835816705882365,0.03482720335294117,0.03481861388235294,0.034810681941176466,0.034802941470588225,0.03479546788235294,0.03478993758823529,0.03478637370588235,0.034782936176470595,0.034784653941176476,0.034784210411764716,0.034782168058823525,0.03478128252941176,0.034782102529411774,0.03478088429411765,0.034780485882352934,0.034782409235294125,0.03478342288235294,0.03478407917647059,0.03478479511764706,0.034784666000000006,0.034791422588235296,0.034797583117647066,0.034803226352941176,0.034807944,0.03481294947058823,0.034815339588235295,0.03481316899999999,0.03480191694117646,0.03478579805882353,0.03476431323529412,0.034738643235294124,0.034708364941176476,0.03467365711764706,0.034634132411764704,0.034590296529411764,0.03454304952941176,0.03449309182352941,0.03443340694117646,0.0343717538235294,0.03430770264705882,0.034242188352941176,0.034175179352941176,0.03410916305882353,0.03404671452941176,0.03399210776470588,0.033940936058823534,0.033893987294117654,0.03385133005882353,0.03381260547058823,0.03377747811764706,0.03374588882352941,0.033717518058823524,0.03366796823529412,0.03362177211764706,0.03357847723529412,0.033537650647058825,0.03349900752941176,0.03346206735294117,0.03342685547058824,0.03339330264705882,0.033361171764705884,0.033330291,0.03330067905882353,0.03327216182352941,0.03324456464705882,0.03321797176470588,0.033192267941176475,0.033167332411764706,0.03314321705882353,0.03314362570588235,0.03314359076470588,0.03314326382352942,0.033142836764705884,0.03314244576470588,0.03314225776470588,0.03314208970588235,0.03314188482352941,0.033141696235294116,0.033141561235294124,0.033141348294117655,0.03314118652941176,0.03314116811764706,0.03314116570588236,0.0331411854117647,0.03314187764705882,0.03314232535294118,0.03314275070588235,0.03314326764705883,0.03314385670588236,0.03314442952941176,0.033144994117647056,0.03314557070588235,0.033146109823529404,0.03314663223529411,0.033147126352941175,0.03314767005882352,0.03314823182352941,0.03314877917647059,0.033149313764705896,0.03314983094117647,0.033150299647058824,0.03315011341176471,0.033150140058823524,0.03315020382352941,0.03315025858823529,0.03315026711764706,0.03315032017647058,0.03315041499999999,0.033150478235294115,0.033150538,0.033150570235294115,0.033150597176470585,0.03315057829411764,0.03315053870588235,0.03315050629411764,0.03315047923529412,0.033150582000000005,0.033150699058823535,0.03315077635294118,0.03315086564705883,0.03315098594117648,0.03315103941176471,0.03315105188235295,0.03315106575000001,0.03315109546666667,0.033151112642857146,0.033151137,0.033151175666666664,0.03315121327272727,0.03315126919999999,0.03315136944444444
pNuLoCDScore	0.004041759215686225,8.500862745092208e-05,0.0023669598039215423,0.00678158627450981,0.017104368039215723,0.020394125686274522,0.023551268039215645,0.031549273333333294,0.03765826568627445,0.04157791229411767,0.04681581139037422,0.05332637990196065,0.05817078579185514,0.06287170962184863,0.0661688876470588,0.07060224812499993,0.0751498523529412,0.08942281705882354,0.09651837705882349,0.10036945294117638,0.09918820823529406,0.1028630458823529,0.10387345470588233,0.10132296000000002,0.09941620764705872,0.1017629217647057,0.10187106588235284,0.0929105729411765,0.07788973470588234,0.06590451941176484,0.05622835470588233,0.047368690588235396,0.03990544117647066,0.0283085541176471,-0.06825894232679741,-0.08540563350326799,-0.10053530973856212,-0.11400631150326802,-0.12479003620915037,-0.13018246432679742,-0.1327717398562092,-0.1359733080915033,-0.13848599379738566,-0.1308133464705883,-0.1199574626203209,-0.1075549635539216,-0.09654719260181,-0.08739589950420174,-0.0796959455803922,-0.07344166415441178,-0.06817974282352943,-0.049815999411764726,-0.033058413470588244,-0.018472329588235283,-0.006678201705882354,-0.00037170329411764097,0.002799287058823534,0.0067481908235294125,0.009892552999999991,0.013445735176470588,0.01604723664705883,0.015860380705882367,0.014760039882352964,0.013663910000000001,0.012523733529411774,0.011441995705882356,0.010639345705882361,0.009279408764705864,0.006909786705882354,0.004862055470588232,0.0033154570000000147,0.0018657220000000002,0.0007430917647058902,2.453647058822672e-06,-0.0009897514117646958,-0.0019342851176470457,-0.0029818630588235168,-0.004068180176470593,-0.00492390211764708,-0.005506185470588232,-0.00590170564705883,-0.005963557411764707,-0.0076251879411764825,-0.008920994999999987,-0.009486112058823534,-0.009749711764705876,-0.010435713117647058,-0.011183805294117645,-0.011877794235294122,-0.013127674294117646,-0.014180635117647056,-0.01544605117647059,-0.016496321823529413,-0.01749236870588234,-0.018366655999999988,-0.01930989917647058,-0.02040083088235293,-0.021551360882352946,-0.021288179588235284,-0.01964610023529411,-0.018405103352941175,-0.017466300647058827,-0.016671994588235303,-0.015873960117647058,-0.015153148294117645,-0.014513636176470592,-0.013709917588235303,-0.01264220688235295,-0.011536063882352947,-0.010564117411764717,-0.0097334481764706,-0.009038466941176472,-0.008182766000000011,-0.007198073999999992,-0.00634269747058824,-0.006924264352941179,-0.007283897235294115,-0.0074826684117647035,-0.007481675705882349,-0.007458231176470591,-0.007401404529411761,-0.007237126411764709,-0.007109453529411766,-0.007142821411764706,-0.007373601529411761,-0.007444985235294115,-0.007466341529411759,-0.0074117134117647095,-0.007368098882352934,-0.0074662244705882355,-0.00736315876470588,-0.007132088058823528,-0.006925080941176474,-0.006676215058823529,-0.0064395769411764725,-0.006156101705882357,-0.005828700941176476,-0.0054915351176470575,-0.005104549647058823,-0.0046143927058823545,-0.004087903941176474,-0.0035921249411764687,-0.0031171152941176505,-0.0026416961176470542,-0.002167213529411762,-0.0016782551764705882,-0.00108916876470588,-0.0009189182352941153,-0.0006568180588235224,-0.0004007975882352917,-0.00013537505882352946,0.00011551382352941592,0.00030720494117646505,0.00044395452941176083,0.0005663419411764681,0.0006179344705882391,0.0005994619411764691,0.0005627699411764678,0.0005179307058823593,0.00044521547058823385,0.0003597347647058789,0.0002587242352941159,4.259935294117362e-05,-0.00016986917647059466,-0.00031818647058824354,-0.00053813235294118,-0.0008131704117647076,-0.0011197584117647076,-0.0014411564117647012,-0.0017580639999999967,-0.002069434941176465,-0.0023890625294117618,-0.002708520235294113,-0.003004205999999999,-0.0032717382941176536,-0.0034944233529411797,-0.003690652411764705,-0.0038799719411764695,-0.004251694058823533,-0.004528116117647054,-0.004884312529411763,-0.005158889647058823,-0.005368886294117643,-0.005521557352941174,-0.005634041058823525,-0.005700647470588233,-0.005737843882352942,-0.00573683635294118,-0.005711005823529415,-0.005658484470588235,-0.005605974999999999,-0.005550951529411759,-0.005500309147058825,-0.005439157617647057,-0.005180262352941171,-0.004726906999999999,-0.004272943647058823,-0.0038383338235294124,-0.0034334622941176486,-0.0030508416176470605,-0.002684818558823533,-0.0023429262058823567,-0.0020281006176470617,-0.00173528767647059,-0.0014583797352941165,-0.001197201852941178,-0.0009486456764705858,-0.0007161858823529401,-0.0004932919117647035,-0.0002802621764705863,-7.716635294117459e-05,-5.771549999999785e-05,-4.558258823529095e-05,-2.9721294117645083e-05,-1.6094941176466107e-05,-2.233558823528173e-06,1.3022411764705352e-05,2.9795588235296405e-05,4.53454705882355e-05,5.825552941176454e-05,7.159176470588127e-05,8.279005882352863e-05,9.391711764705941e-05,0.00010487997058823174,0.00011558982352941061,0.00012637985294117367,0.00013837458823529047,0.0001430989705882308,0.00014079691176470226,0.00014193088235293916,0.00014019223529411137,0.00013662905882352513,0.00013034867647058676,0.00012267261764705578,0.00011408926470588172,0.00010610050000000107,9.743832352941163e-05,8.774002941176577e-05,7.783779411764565e-05,6.873508823529613e-05,5.921405882352779e-05,4.92473823529415e-05,4.4317323529413644e-05,3.317426470588608e-05,2.7544794117650984e-05,1.3079147058822627e-05,-3.193794117645199e-06,-1.8309794117644246e-05,-3.225191176470417e-05,-4.562020588235252e-05,-5.809573529411832e-05,-7.183467647058767e-05,-8.656091176470829e-05,-0.00010079561764705924,-0.00011467608823529513,-0.00013023867647058915,-0.00014728379411764816,-0.00016499741176470746,-0.00018955308823529436,-0.00021808844117647205,-0.00024132423529412035,-0.0002571239999999992,-0.00026697511764705965,-0.00027767223529411716,-0.0002885004705882356,-0.0002971561764705862,-0.0003041317647058811,-0.00030934929411764733,-0.00031263423529411666,-0.00031429723529411563,-0.0003154666470588218,-0.0003154705294117679,-0.00031290635294117623,-0.000308021058823528,-0.00030611276470588443,-0.0002917145882352975,-0.0002756870000000019,-0.00025758108823529385,-0.00024220052941176587,-0.00022470458823529472,-0.00020375876470588201,-0.00018306629411764773,-0.00016319094117646891,-0.0001442673529411763,-0.00012714870588235137,-0.00011166847058823731,-9.666864705882086e-05,-8.179435294117417e-05,-6.796235294117409e-05,-5.5471999999997385e-05,-3.839732352940717e-05,-2.0672941176467716e-05,-1.021582352940878e-05,-4.400235294117413e-06,-2.7459705882314916e-06,-3.6520294117627777e-06,-7.291264705885231e-06,-1.2968441176472445e-05,-1.955650000000364e-05,-2.6628764705884447e-05,-3.310482352941388e-05,-3.828488235294199e-05,-4.2534235294121314e-05,-4.7127176470589116e-05,-5.16114705882368e-05,-5.600705882353313e-05,-6.335747058824025e-05,-7.35534411764726e-05,-7.986032352941437e-05,-8.645720588235442e-05,-9.083555882353177e-05,-9.317561764706113e-05,-9.359355882352684e-05,-9.326520588235146e-05,-9.196814705881955e-05,-8.920941176470375e-05,-8.560497058823259e-05,-8.279173529411772e-05,-8.084408823529413e-05,-7.88452058823521e-05,-7.73978823529406e-05,-7.673847058823312e-05,-7.299405882352575e-05,-6.833532352940909e-05,-6.62129705882343e-05,-6.232038235293863e-05,-5.679658823529339e-05,-5.2459176470587635e-05,-4.960176470588176e-05,-4.747652941176385e-05,-4.572947058823808e-05,-4.556758823529537e-05,-4.6688264705881805e-05,-4.801249999999979e-05,-4.9176029411764424e-05,-5.053438235294236e-05,-5.1300647058825574e-05,-5.068567647058958e-05,-6.83457352941199e-05,-8.722247058823643e-05,-9.886032352941256e-05,-0.00010759649999999947,-0.00011695029411764798,-0.00012525926470588304,-0.0001322640588235311,-0.00013786888235294177,-0.0001430494705882343,-0.0001470006764705909,-0.00014945767647059176,-0.00015168479411764753,-0.00015516014705882486,-0.0001575562058823525,-0.00015906961764705803,-0.00016067091176470705,-0.00014424155882353067,-0.00011177320588235534,-8.647017647058809e-05,-6.906935294117948e-05,-5.648529411764712e-05,-4.629538235293926e-05,-3.7301294117643435e-05,-2.9823970588234786e-05,-2.3580558823529593e-05,-1.862729411764366e-05,-1.5188676470583723e-05,-1.1820735294116452e-05,-6.671558823528878e-06,-8.18323529409512e-07,4.160500000001052e-06,8.573352941175852e-06,1.2332676470589929e-05,-2.4196764705861767e-06,-1.2166029411765644e-05,-1.5233970588234697e-05,-1.4948205882353571e-05,-1.3720852941179543e-05,-1.311367647059171e-05,-1.2769941176471108e-05,-1.2320882352940404e-05,-1.1982588235294467e-05,-1.1139029411766713e-05,-1.0448852941177464e-05,-1.115682352940961e-05,-1.4234941176471949e-05,-1.7766470588233968e-05,-2.1414176470587257e-05,-2.4653852941175503e-05,-2.6792794117646082e-05,-3.09925588235279e-05,-3.919367647058948e-05,-4.9338323529412795e-05,-5.95448529411742e-05,-6.789426470588111e-05,-7.418879411764771e-05,-7.895667647058943e-05,-8.230291176470651e-05,-8.463261764705965e-05,-8.61562647058809e-05,-8.658047058823434e-05,-8.572879411764683e-05,-8.372973529412013e-05,-8.109644117647134e-05,-7.996808823529725e-05,-7.953526470588605e-05,-7.912255882353003e-05,-7.648676470588256e-05,-7.238317647058692e-05,-6.80948823529419e-05,-6.430711764706006e-05,-6.135964705882187e-05,-5.887405882352981e-05,-5.704364705882113e-05,-5.5726852941176755e-05,-5.4861558823528916e-05,-5.501879411764707e-05,-5.6530588235294624e-05,-5.938799999999876e-05,-6.312347058823331e-05,-6.523247058823171e-05,-6.581797058823231e-05,-6.711297058823416e-05,-6.94738823529377e-05,-7.202632352941093e-05,-7.351891176470525e-05,-7.456502941176162e-05,-7.61496764705872e-05,-7.84132058823505e-05,-8.100838235294144e-05,-8.400817647058641e-05,-8.714273529411738e-05,-8.950508823529421e-05,-8.992794117646842e-05,-8.848317647058845e-05,-8.568220588235122e-05,-7.915449999999942e-05,-7.57854705882334e-05,-7.082555882352917e-05,-6.470691176470658e-05,-5.786694117647026e-05,-5.080711764706043e-05,-4.3892000000003706e-05,-3.653288235294476e-05,-2.8667470588236363e-05,-2.0044176470588454e-05,-1.0762058823530346e-05,-1.1023823529420634e-06,8.77861764705945e-06,1.793099999999881e-05,2.621791176470739e-05,3.3962117647057255e-05,3.8226676470586723e-05,4.144061764705699e-05,4.505170588235165e-05,4.74374117647048e-05,4.970097058823453e-05,5.165738235294107e-05,5.319461764705796e-05,5.4266264705882944e-05,5.521814705882269e-05,5.596767647058666e-05,5.612344117647029e-05,5.579332352941349e-05,5.4932499999998594e-05,5.3265911764707394e-05,5.088994117647197e-05,4.7293294117648974e-05,3.2213970588236204e-05,2.1946323529408243e-05,1.4809735294118304e-05,1.3702617647057616e-05,1.3904764705882297e-05,1.4822852941177161e-05,1.532361764706308e-05,1.5951676470591508e-05,1.6422029411766736e-05,1.590164705882538e-05,1.497058823529511e-05,1.3856764705881541e-05,1.2760588235292622e-05,1.1958294117646318e-05,1.1589117647058111e-05,1.192158823529188e-05,2.3600764705880573e-05,4.4341882352944006e-05,5.781970588234972e-05,6.0749911764707704e-05,5.7177676470586414e-05,5.114799999999739e-05,4.4264323529406846e-05,3.75749705882316e-05,3.076179411764558e-05,2.46396470588231e-05,1.9562147058822463e-05,1.5240970588234481e-05,1.1210205882353913e-05,7.471205882353046e-06,4.128088235293148e-06,1.1837352941190815e-06,-2.601205882352478e-06,-1.7016911764703574e-05,-3.049829411764203e-05,-3.783355882352665e-05,-3.947588235293786e-05,-3.978411764705633e-05,-3.934702941176503e-05,-3.8742647058822785e-05,-3.811679411764787e-05,-3.7846264705883315e-05,-3.771235294117853e-05,-3.7754882352941666e-05,-3.789700000000375e-05,-3.789588235294378e-05,-3.812723529411817e-05,-3.8529529411765115e-05,-3.7909058823528546e-05,-3.627317647059147e-05,-3.3445911764708874e-05,-3.0022647058826e-05,-2.784914705882338e-05,-2.5976705882351306e-05,-2.345720588234866e-05,-2.0846823529411043e-05,-1.845279411764704e-05,-1.5555000000002164e-05,-1.2498058823529057e-05,-9.857941176475565e-06,-7.341058823528632e-06,-4.985588235292826e-06,-2.8826470588241143e-06,-8.610588235289512e-07,2.2304705882356807e-06,3.9107058823571045e-06,5.433235294120126e-06,5.682029411768069e-06,5.953323529412843e-06,5.594000000001126e-06,2.924941176469728e-06,-1.1747941176462606e-06,-5.9545588235281055e-06,-1.1796647058821136e-05,-1.9109705882352362e-05,-2.7113941176463638e-05,-3.6016323529406216e-05,-4.580420588235108e-05,-5.60899705882318e-05,-6.69098529411747e-05,-7.953485294117518e-05,-9.384961764705851e-05,-0.00010847547058823528,-0.00012342764705882553,-0.00013803288235294219,-0.00015124641176470638,-0.00016150702941176466,-0.00016889329411764846,-0.00017435770588235255,-0.00017800729411764603,-0.00017976676470587982,-0.00017977323529411865,-0.000178030441176473,-0.00017467247058823576,-0.00016996164705882465,-0.00016417776470588515,-0.00016146923529412015,-0.0001564449705882369,-0.000150419911764706,-0.00014371782352941113,-0.00013640758823529192,-0.0001290812941176448,-0.00012232329411764747,-0.00011711435294117604,-0.00011243852941176732,-0.00010844800000000404,-0.0001051785294117688,-0.0001025749411764712,-0.0001005367058823526,-9.90662647058823e-05,-9.811502941176574e-05,-9.754191176470674e-05,-9.318564705882056e-05,-8.516876470588373e-05,-7.766894117647305e-05,-7.058647058823947e-05,-6.380047058823952e-05,-5.729464705882953e-05,-5.110323529411952e-05,-4.51919705882365e-05,-3.9513176470587844e-05,-3.4065294117643224e-05,-2.8841058823525847e-05,-2.3776411764705324e-05,-1.8872411764705305e-05,-1.4132705882354338e-05,-9.532529411767493e-06,-5.076352941175977e-06,-7.280294117683467e-07,-5.928529411801386e-07,-3.817352941179464e-07,-1.4658823529502263e-07,6.332352941139374e-08,2.1885294117750254e-07,3.7188235294145777e-07,5.243823529427205e-07,6.699705882365348e-07,7.961764705872315e-07,9.495294117645159e-07,1.0947647058820453e-06,1.2061176470588852e-06,1.3113823529413426e-06,1.4084411764734434e-06,1.4830882352923763e-06,1.5187352941179594e-06,1.5065294117679734e-06,1.4567352941193684e-06,1.3741470588270882e-06,1.2789411764722175e-06,1.1940882352970417e-06,1.1129411764728564e-06,1.0307941176474628e-06,9.498235294148893e-07,8.677941176482573e-07,7.733235294141161e-07,6.645000000006507e-07,5.543823529390729e-07,4.4794117647073417e-07,3.4567647058843243e-07,2.5402941176630445e-07,1.9826470588207856e-07,1.6714705882402148e-07,1.485588235275448e-07,1.5067647058872313e-07,1.5302941176568996e-07,1.3998529411682337e-07,1.1570196078482253e-07,1.0284453781650438e-07,8.824208144742052e-08,8.097058823430814e-08,7.777807486432364e-08,8.412352940807832e-08,9.836274509830711e-08,1.0383333333245648e-07,1.0809803921429939e-07,1.1250980392132903e-07,8.874509803934172e-08,7.715686274438471e-08,6.068627451082109e-08,3.598039215527149e-08,2.5980392155330878e-08
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
