UniprotID	Q9NQG7-3
pNuLoCDScore	-0.06453397204575165,-0.08623679263398695,-0.1046083975751634,-0.12142599933986929,-0.13200367051633988,-0.13120247663398693,-0.13039039869281047,-0.1301592389281046,-0.1292401503986928,-0.11517540717058822,-0.10238873738502675,-0.09116561756372549,-0.08136899723981902,-0.07265031710924369,-0.06464083421960781,-0.0573359624852941,-0.053648533235294116,-0.03333619358823528,-0.016091149411764732,-0.0005496004705882462,0.009369517764705876,0.008496510941176483,0.008437549470588224,0.00882158411764708,0.008524952352941192,0.008711306705882355,0.008230846705882353,0.008099820235294111,0.010178224352941176,0.011946804941176462,0.014443880529411757,0.01804603264705884,0.023849506941176477,0.03203430005882356,0.04247623647058825,0.052525838882352946,0.06222023547058825,0.0703356601764706,0.0781963266470588,0.08554077399999997,0.09251886017647054,0.0981270751764706,0.1023131275294118,0.10582633576470592,0.10796587576470591,0.10767589811764709,0.10732701605882353,0.10557002194117646,0.111416799,0.11560183682352941,0.11973468999999998,0.12123559394117644,0.12147460441176466,0.12167550852941175,0.121423335,0.11980359500000004,0.11834180911764708,0.11748358411764703,0.1174025776470588,0.11804303823529419,0.11718512647058829,0.11732036823529407,0.11680969588235293,0.1160608247058823,0.10732390882352935,0.09069658588235291,0.07226757294117647,0.05586518823529413,0.0409891905882353,0.02824818999999995,0.015334778823529405,0.0048972517647058456,-0.032604953725490216,-0.048128961372549045,-0.060136881607843154,-0.06768460843137256,-0.07259338007843137,-0.07557030331372551,-0.07647152449019609,-0.07652798178431373,-0.07594477625490197,-0.06630201567647061,-0.05903760487700539,-0.05332875544607846,-0.05050738680542988,-0.04840319532352941,-0.04563273607843138,-0.041798683187500005,-0.035448808352941175,-0.013230378941176471,0.0069852795294117614,0.02298219952941176,0.037963789764705866,0.05047812229411765,0.06168635582352941,0.07035019664705884,0.07935866229411769,0.08775668905882357,0.09522585252941178,0.10418799076470589,0.11397349405882357,0.1270038058235294,0.13960084699999997,0.15179188782352937,0.1607029398235294,0.16435320452941177,0.1614789715882353,0.15891857429411765,0.1546593857058824,0.14896596876470589,0.14472714700000003,0.14202040994117643,0.13895545111764698,0.13453223170588233,0.13041603258823536,0.12539635,0.11964426023529412,0.1121814978823529,0.00203556901960783,-0.00511472509803923,-0.011836003333333373,-0.011460469215686275,-0.009528301568627467,-0.001406416568627472,0.0035793569607842635,0.008296913431372538,0.015050138725490186,0.024648214617647046,0.029827376978609627,0.031441321936274524,0.03185177291855204,0.03238856350840333,0.03310769511764705,0.03280525556985292,0.0298406638235294,0.03520828499999995,0.03898315205882352,0.03723062676470587,0.034531443823529434,0.02738465941176471,0.019564539411764753,0.012719042941176484,0.004208513529411734,-0.0020104699999999864,-0.005305928235294105,-0.006974461764705869,-0.008378361764705883,-0.010720183529411731,-0.012266126470588196,-0.0136389647058823,-0.011193995294117604,-0.006945310588235193,-0.0008488929411764323,0.00242673529411766,0.0042979270588235086,0.003744252352941152,0.00659698588235294,0.010422787647058812,0.012480202352941228,0.01310351411764707,0.01158632588235295,0.008787145294117643,0.005857961764705905,0.0045673417647058845,0.0030943147058823117,-1.371176470615909e-06,-0.003956494117647091,-0.009763144705882382,-0.016877430588235293,-0.02319277647058829,-0.02786684117647062,-0.034274475882352995,-0.04066598764705889,-0.04849682294117652,-0.055696243235294124,-0.061370916764705935,-0.06572707794117649,-0.06964210676470589,-0.07228882300000003,-0.07550111300000001,-0.07914080535294118,-0.08177984241176475,-0.08307273652941179,-0.08397542947058827,-0.08420818005882355,-0.08297572688235293,-0.08138980041176469,-0.07669352864705876,-0.07026723423529407,-0.06365992541176468,-0.056178389529411815,-0.049224502764705885,-0.042919929235294155,-0.03607966982352942,-0.02956303564705884,-0.023591156470588265,-0.016882622941176484,-0.010271658529411726,-0.0014425114705882286,0.006987911470588248,0.015637986764705875,0.023581314764705888,0.03042896629411762,0.03595112276470587,0.03933199717647062,0.04271610511764706,0.04585225247058827,0.04852146658823531,0.05132452717647058,0.054343241882352955,0.057464680411764724,0.06052545741176474,0.063088053882353,0.06566202417647063,0.06596351211764712,0.06360253211764709,0.060524750941176514,0.05673127505882353,0.052431560000000044,0.04862868117647062,0.04589858705882349,0.043121083823529416,0.04055570676470585,0.03796698647058827,0.03508400705882356,0.03162426235294122,0.027968800000000044,0.024112007352941195,0.020491769117647024,0.01679559029411762,0.01344846352941173,0.01174125294117645,0.011748637647058802,0.012911535294117704,0.014686041176470599,0.01609904941176471,0.01725737882352943,0.017785501176470597,0.018404221176470614,0.01929344529411764,0.020310172941176485,0.02201825294117643,0.02432160705882347,0.026926761764705848,0.029713891176470553,0.03263795176470585,0.03536265176470588,0.038309839999999956,0.0407072117647059,0.04108678470588234,0.04046533058823534,0.0402612711764706,0.040739889411764735,0.041532003529411804,0.042320437058823546,0.042662067058823555,0.04292661882352941,0.04291993294117649,0.042322265882352994,0.04138520470588236,0.039966032352941216,0.0382479811764706,0.038454172352941185,0.03905214058823531,0.03928120647058819,0.039915165294117566,0.041220078823529294,0.04270047470588231,0.04351835941176457,0.04411850882352936,0.044594197058823504,0.04503961529411765,0.04547648941176469,0.04550048176470589,0.04568861294117643,0.0459580758823529,0.046449412352941144,0.04707812470588235,0.045529120000000034,0.04182362882352947,0.03758026764705885,0.03385413000000009,0.030984365294117744,0.02803620352941172,0.02492687823529416,0.021619434705882346,0.018235983529411803,0.014909050588235218,0.011870006470588279,0.009358097058823511,0.007117201176470578,0.00484054000000006,0.002710681176470553,0.0006726582352940547,0.0013092123529410693,0.004285642352941099,0.0069093923529411905,0.008781222352941154,0.009907288235294132,0.011228030588235405,0.01297403529411778,0.015127305882353004,0.01740629235294122,0.019974619411764816,0.022429181764705874,0.024620319411764735,0.026094915294117726,0.02738841647058826,0.028594767647058872,0.029611314705882408,0.028053318235294167,0.023867657647058838,0.02010718058823524,0.018023824117647025,0.017096401764705782,0.015803294705882376,0.013957775882352863,0.011860712941176466,0.009651431764705787,0.007462477647058763,0.005089961764705775,0.0028003329411763755,0.0009638335294116507,-0.000282255882353033,-0.0013796911764706876,-0.0023746088235294116,-0.003013270588235306,-0.001221335882352903,0.0003235152941177266,0.0008639105882353726,0.00027221529411769474,-0.0002092588235294568,-0.00025653705882350275,-7.103352941179031e-05,0.0001344958823529252,9.952235294119482e-05,0.0001478547058824109,6.069764705884939e-05,2.1708823529476007e-05,-0.0004099176470588328,-0.0009896658823528859,-0.0016716005882353446,-0.0028833041176470897,-0.004285947647058863,-0.005299973529411861,-0.005647829411764782,-0.005677390588235354,-0.0057262694117647395,-0.006000912352941257,-0.006411957647058875,-0.006864368823529365,-0.007362202352941216,-0.007744030000000013,-0.00805454235294123,-0.008296860000000073,-0.00858669352941177,-0.008833228823529327,-0.008939339411764613,-0.009041043529411763,-0.00910811823529406,-0.009289112941176458,-0.009569278235294187,-0.010234500588235274,-0.01062785941176475,-0.010951439411764574,-0.01104410764705871,-0.011126478235294057,-0.011201727058823496,-0.01144315647058819,-0.011763743529411674,-0.01212812941176461,-0.012407677058823452,-0.012651182941176453,-0.012886750588235296,-0.012902563529411715,-0.012318096470588236,-0.011150243529411685,-0.010072138823529364,-0.009090125294117624,-0.008199304117647022,-0.007534116470588326,-0.007171144705882426,-0.006888519411764826,-0.006432932941176528,-0.0057287305882353645,-0.0046853341176471,-0.0035316664705882794,-0.002392530588235353,-0.0012033823529412624,-3.4964705882378766e-05,0.002440456470588215,0.004064538823529362,0.005255522941176427,0.006601744705882373,0.0079823335294118,0.00925392823529414,0.01111014823529416,0.01314225352941184,0.015494788823529448,0.01775362470588243,0.019710096470588356,0.02125184882352943,0.022520457647058845,0.023755528823529437,0.02485831941176475,0.0258846982352941,0.025546354117647108,0.02447483411764706,0.02381256588235292,0.022741288235294088,0.021441887058823494,0.02015543470588227,0.018475121764705782,0.016352117647058684,0.0140771905882352,0.011766102941176415,0.009666794117646926,0.007854254117646953,0.00624077999999989,0.004716992352941041,0.0032510111764704752,0.001888664705882226,-0.0006243352941177616,-0.0017000735294118718,-0.002929406470588314,-0.003911160588235318,-0.004381309411764733,-0.004835242352941083,-0.005202652941176389,-0.005142582352941127,-0.005104994705882271,-0.0049842741176470695,-0.0050232011764705375,-0.005157764705882251,-0.00542988352941165,-0.0056796882352939115,-0.005953998823529261,-0.00630300823529395,-0.0054486923529410425,-0.003634557647058667,-0.0024548358823527905,-0.0018379647058822113,-0.0015113058823528758,-0.0013625676470588877,-0.001319898235294159,-0.0013433276470587452,-0.001387956470588203,-0.0011729905882352787,-0.0005409047058823058,0.00019560588235295606,0.0009594829411764261,0.001932327058823513,0.003028058823529356,0.004226581176470567,0.009809125294117538,0.014364736470588169,0.019031064117646934,0.02422055235294107,0.029348352352941087,0.034603316470588175,0.039924655294117595,0.04502533764705874,0.04966523294117642,0.053849994117647015,0.05744225764705879,0.06070998294117641,0.06405664058823535,0.06716530352941175,0.06999225705882356,0.07261703176470591,0.07083346882352953,0.0645236788235295,0.05827563705882366,0.05219346705882355,0.046370458235294176,0.04078761647058832,0.03519656294117657,0.029739808823529446,0.025133472352941222,0.021197195882353026,0.017678324117647026,0.014349958823529518,0.01079221705882355,0.007122798235294103,0.003612125882352879,0.00019403058823525,-0.002926701176470703,-0.003770268235294194,-0.004018548235294184,-0.004195885882352923,-0.004242498823529395,-0.004370325294117683,-0.00465733235294119,-0.004818387058823592,-0.005552956470588233,-0.006739678235294144,-0.00816044999999993,-0.009478670000000078,-0.010626117647058952,-0.011514750000000018,-0.012294852352941144,-0.013072581176470588,-0.01405713176470591,-0.013236628235294035,-0.010906222352941142,-0.009280451764705877,-0.008162641764705825,-0.007406394705882224,-0.006765006470588197,-0.005998781764705807,-0.004988985294117676,-0.0037003147058823904,-0.0024220264705882566,-0.0010769988235293515,5.760294117646003e-05,0.0008199288235293256,0.0010196741176470292,0.0010810141176469945,-0.0009941770588234866,-0.0020083829411765564,-0.005330994705882441,-0.008171703529411822,-0.010734418235294252,-0.013837461176470667,-0.016774115882353002,-0.019909792352941214,-0.023587198823529387,-0.02877998176470581,-0.03379736823529411,-0.03892950941176476,-0.04388408117647047,-0.04849214941176461,-0.052455312941176446,-0.05582356352941176,-0.057151515882352955,-0.05745477764705875,-0.058590457058823486,-0.059307009411764644,-0.06001592235294112,-0.05991797294117651,-0.05908627705882363,-0.05817846470588245,-0.05668785411764715,-0.05346468058823539,-0.0491455576470588,-0.04497483647058825,-0.04092693529411767,-0.037107378823529436,-0.03344866823529413,-0.030216497647058804,-0.02839804941176466,-0.029253462352941295,-0.028359688235294056,-0.027408133529411793,-0.026392798235294168,-0.025370321176470534,-0.02512385764705871,-0.024669807647058672,-0.024185274117646982,-0.02409800882352936,-0.025277833529411875,-0.026305598823529452,-0.027069250000000045,-0.027648056470588267,-0.028227333529411702,-0.02884831647058811,-0.02809646176470587,-0.025104161176470574,-0.021751920588235385,-0.019229259411764732,-0.016955924705882308,-0.01490867588235295,-0.012723572941176486,-0.010628832352941209,-0.00876262647058823,-0.007095008235294131,-0.005425524705882312,-0.0037067564705881573,-0.0021352964705881883,-0.0007149211764704844,0.0006749670588235834,0.002083595294117613,0.003802630000000029,0.004091070588235379,0.0032751511764706476,0.002774564705882443,0.0020860482352941245,0.0017485641176470113,0.001408203529411789,0.0009027052941176228,0.0005326211764705713,0.0002707423529411668,0.0001255564705882617,-0.00012963941176469262,-0.00041703352941174776,-0.0006754735294118852,-0.0008933517647060629,-0.0010667847058824509,-0.0014404988235294236,-0.0020015747058823585,-0.0022584441176471404,-0.0023908435294118235,-0.002125997058823492,-0.001624267647058697,-0.0012961476470587652,-0.0008686035294117045,-0.0004316488235293625,-0.00013972352941171717,7.911176470593029e-05,0.0003577052941176051,0.0007469435294116811,0.0011735623529411932,0.001569355882352963,0.0019303976470588236,0.0016442635294117158,0.0011204723529411598,0.0008798852941177548,0.000870694117647064,0.0009640635294116962,0.00042600941176462737,-9.344470588246168e-05,-0.0005435276470588946,-0.0009652105882352879,-0.001196603529411755,-0.00134451294117649,-0.00144368352941171,-0.001642617058823459,-0.0016930899999999527,-0.0015424047058822943,-0.0012728676470587508,-0.00042298058823531104,0.0015263052941175692,0.0036096982352940565,0.004971771176470574,0.005945656470588312,0.007095222352941244,0.008624005294117776,0.010223700588235407,0.011601261764705939,0.012779968235294148,0.013778032352941061,0.014423808823529338,0.014915709999999971,0.015188117058823503,0.015171712941176474,0.014948207058823493,0.016660822941176545,0.01747400529411769,0.016868060588235367,0.01621486176470588,0.01585707235294115,0.015727537647058754,0.015549984705882314,0.01530344294117647,0.01534683117647051,0.015734223529411673,0.01636031235294133,0.017472025294117732,0.01921027470588238,0.021291395882353015,0.02368375235294118,0.026181226470588237,0.02677227999999998,0.025687332352941128,0.025804111764705817,0.027218619411764677,0.029033869999999906,0.03063384294117638,0.03180361882352928,0.03268108470588216,0.033348234117647035,0.033585481176470644,0.033547736470588174,0.03322848411764706,0.03230414941176474,0.030924419999999897,0.029143262352941124,0.027271581764705954,0.025021910588235274,0.02407706058823539,0.02286180058823528,0.0208085682352942,0.01850905294117655,0.016284041176470643,0.014362049411764777,0.012653367647058877,0.011000314117647125,0.009180802242647057,0.007516942745098065,0.0058991688655462005,0.004387466606334711,0.003021721421568646,0.0017994737967915175,0.0006511835882351824,-0.0003047677777777702,-0.00023016718954249615,-0.00020968071895421936,-0.0002152607189542799,-0.0003938730718954231,-0.0006254477777777323,-0.0009248366013071552,-0.0012293560130718362,-0.0015283507189542966
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
