UniprotID	Q5HYK7-3
pNuLoCScore	0.2147888211111111,0.202794914,0.1931659709090909,0.18509572,0.17708517230769233,0.16992354642857146,0.1635393970666667,0.15772391412500003,0.15229926270588237,0.12964133152941176,0.10739920952941175,0.09568631894117646,0.09197852070588235,0.08676822482352942,0.08231763364705882,0.07841155458823529,0.0752216648235294,0.07233799129411764,0.07070641894117646,0.06894002423529412,0.06722534152941177,0.06644159770588236,0.06586625123529413,0.06548606970588236,0.06459532500000001,0.06363320576470588,0.06316442400000001,0.06335566858823531,0.06349739976470588,0.063196254,0.06318201811764705,0.063115924,0.06318648188235294,0.0631991328235294,0.06339520399999998,0.06366249664705881,0.06374707664705881,0.06387909264705882,0.06401043323529411,0.06415374405882351,0.06427875876470589,0.06515450405882353,0.06643734941176471,0.06729924588235295,0.06766495800000001,0.06818369682352943,0.06888337470588238,0.06927542235294117,0.06967803882352941,0.06986364352941177,0.0701388711764706,0.07039660764705882,0.07035067970588234,0.07049109735294116,0.0705799507647059,0.070655586,0.07148524105882352,0.07213065305882355,0.07316586952941177,0.073659164,0.07458395658823527,0.07572891129411763,0.07682509188235292,0.07793345152941177,0.07926684741176471,0.08061166094117649,0.08199740976470589,0.0831326648235294,0.08408744894117645,0.08490565011764706,0.08564651070588235,0.08639376752941177,0.08698144258823529,0.08699794611764705,0.08721854729411765,0.08702557023529411,0.08733168729411764,0.08736639823529412,0.08694270235294116,0.08650374676470587,0.08618476911764704,0.08565862852941175,0.08516412288235294,0.08477607317647058,0.0846136745882353,0.0847215857647059,0.08503315870588236,0.08532504835294119,0.08588442747058825,0.08682912276470589,0.08768156452941175,0.08790633252941177,0.0881451195882353,0.08869081394117648,0.08929999335294117,0.09008838747058825,0.09064614952941176,0.09084312835294117,0.09111892717647059,0.09138851547058822,0.09167656811764706,0.09203177282352941,0.09231982070588235,0.09235550894117647,0.09255579870588236,0.0925449475882353,0.09230392370588236,0.09188996723529413,0.09213893194117649,0.09245393429411765,0.09239907170588235,0.09225395611764708,0.09207536023529414,0.09212557905882354,0.09245593552941178,0.09280874117647057,0.09304955029411766,0.09317412205882353,0.09329575235294119,0.09344616623529411,0.09521225329411766,0.09732574505882352,0.09994863411764707,0.10255234035294118,0.10423954035294118,0.10518359529411764,0.1057182382352941,0.10630731117647058,0.1068285338235294,0.10751413147058822,0.10819193411764705,0.10887038999999998,0.10947850847058821,0.11016832994117645,0.11080648994117645,0.11117088729411763,0.11117231405882352,0.10971706994117646,0.10773360347058822,0.10530114523529412,0.10288520288235294,0.10153649464705883,0.10090148970588235,0.100707545,0.1005784464117647,0.10055328735294115,0.10044155288235294,0.10013243611764705,0.09981111552941178,0.09961286611764707,0.09933825611764706,0.0991924614117647,0.09925953847058823,0.09891198052941175,0.09883954288235296,0.09920059523529413,0.09957803147058825,0.09982815147058824,0.10020094205882354,0.10101583911764707,0.10171252088235294,0.1021667700588235,0.1024887806470588,0.10241880099999999,0.10260556429411764,0.10279724135294117,0.10297977664705883,0.10322279223529413,0.10326497076470588,0.10330107288235295,0.10387280958823532,0.10407568605882354,0.10408248452941178,0.10392643594117645,0.10393905182352939,0.10388454123529411,0.1033766435882353,0.10293877211764706,0.10287704741176472,0.10290646176470587,0.10328411623529411,0.10363823000000001,0.10409371647058824,0.10442255352941177,0.10544089352941176,0.10649252029411764,0.107010042,0.10821283882352942,0.10984843176470589,0.11082316188235296,0.1117484395294118,0.1125670177647059,0.11325855011764709,0.11406661952941179,0.1146724819411765,0.11524521429411767,0.11578644311764708,0.11610160394117648,0.11635037747058824,0.1163532221764706,0.1165442921764706,0.11620858747058825,0.11625497629411766,0.11684395247058825,0.11688122629411764,0.11657521099999998,0.11685733158823527,0.1172996221764706,0.11794689335294117,0.11868991452941176,0.11932611570588236,0.1200505106470588,0.12057710476470589,0.12121765829411765,0.12215728417647058,0.12316276417647058,0.12477096064705882,0.12639618711764705,0.12800478417647057,0.1291116618235294,0.1305539218235294,0.13214918388235294,0.1336798974117647,0.1352138617647059,0.13660203529411766,0.13786451411764708,0.13917676,0.14060602823529414,0.14218505352941177,0.1439003923529412,0.1456071835294118,0.1472861788235294,0.14911452176470588,0.15060373999999999,0.1518287523529412,0.15280185764705884,0.1539179517647059,0.15470774705882354,0.15525627823529412,0.15587358352941175,0.15635897235294113,0.1567125482352941,0.15711733,0.1573980129411765,0.15748496470588236,0.15749394764705885,0.15738379764705882,0.1571256088235294,0.15637115352941175,0.1557639070588235,0.15420040647058822,0.15178265352941175,0.14950167588235294,0.14767756941176471,0.14597890000000002,0.1447130911764706,0.14349494411764707,0.14246194588235295,0.14159852882352938,0.1406970217647059,0.13974209294117648,0.1389521594117647,0.13822230352941176,0.1375776311764706,0.13702679411764707,0.13700048117647057,0.13665468411764706,0.13714422764705883,0.1385965405882353,0.1399935211764706,0.1410569817647059,0.14195284941176473,0.14254315823529412,0.14311196411764704,0.14357611411764704,0.1440619823529412,0.14465164705882355,0.1452784441176471,0.14570712647058826,0.14604021,0.15051855823529414,0.1527978276470588,0.15461214411764707,0.15604686235294118,0.15684690117647057,0.1575677870588235,0.1578118058823529,0.1579658776470588,0.15771897999999998,0.1575512882352941,0.1574230876470588,0.1573783105882353,0.1574811982352941,0.15755317588235296,0.15793374000000002,0.15833494823529412,0.15863818470588237,0.1546084829411765,0.1527751741176471,0.15150775352941173,0.15048194176470586,0.14996425941176472,0.14946174000000004,0.14960306588235295,0.1499274382352941,0.15080216705882354,0.15143851058823526,0.15180521588235293,0.15209753941176474,0.15216118882352944,0.15209484823529415,0.15168803176470588,0.14990029176470587,0.14876597,0.14797489764705882,0.14675961941176469,0.14534866058823528,0.14360530882352937,0.1419513382352941,0.1404464832352941,0.13898074029411764,0.13750605617647058,0.13608205323529413,0.13497397911764705,0.1342068138235294,0.1335886420588235,0.13318378029411768,0.13294787617647058,0.1328110373529412,0.134242515,0.1350142744117647,0.13549664029411768,0.13645305029411767,0.13750256558823531,0.13904530205882357,0.14054385029411764,0.14189834117647057,0.14303336058823526,0.14399549999999997,0.1445007494117647,0.1448865035294118,0.14512701647058823,0.14522707058823528,0.1450981876470588,0.14604866117647056,0.1469684570588235,0.14771355941176467,0.14831717705882352,0.14858413411764704,0.14847248058823528,0.14846539529411765,0.14860579588235298,0.14894318176470586,0.14935228588235297,0.14971258352941175,0.15009656705882352,0.15104259941176473,0.15195318705882355,0.1529416735294118,0.1537657794117647,0.15465815117647058,0.15436104588235294,0.15408395,0.15387529235294115,0.1538806417647059,0.15410434294117648,0.15464509470588236,0.15492061470588236,0.1548483652941177,0.1544379794117647,0.15401884176470593,0.15354606882352942,0.15320787470588237,0.1525946211764706,0.15199713529411765,0.15134997647058826,0.1483857,0.14536906852941178,0.14278167700000002,0.14092696170588237,0.13941410170588234,0.13836702111764707,0.13781589405882352,0.13729677523529413,0.1366489058235294,0.13616114935294116,0.13602467817647057,0.13564236405882352,0.13550120699999998,0.1351664964117647,0.1348212958235294,0.13461210817647057,0.13456059464705886,0.13703899288235297,0.13964493435294115,0.1418069694117647,0.14321902411764706,0.14420012411764707,0.14476079176470588,0.14506857176470586,0.14538125999999998,0.14596663117647057,0.1464672788235294,0.14671597941176473,0.1470814994117647,0.14723094647058826,0.1475400005882353,0.1477541717647059,0.14961392588235295,0.15143520470588237,0.15305019529411765,0.15445995176470592,0.15569934882352943,0.1569966305882353,0.15823436000000002,0.15949736705882353,0.16071474823529408,0.16196266882352942,0.16326109470588235,0.16472398,0.1662507288235294,0.1678296770588235,0.1694758164705882,0.17091744176470589,0.17242370705882354,0.17214933882352942,0.17186988823529412,0.17184248764705884,0.17205687529411764,0.17248662647058824,0.17291201764705885,0.1735166011764706,0.17412882000000002,0.1747591682352941,0.17533283647058823,0.17580822529411766,0.1762298776470588,0.17673805352941174,0.17733126352941175,0.17797659411764702,0.17927253529411763,0.18118914470588235,0.18323394117647057,0.18513506352941173,0.18710398999999997,0.18923108352941173,0.1912193052941176,0.1931774170588235,0.19490513117647057,0.1965201670588235,0.1981394594117647,0.19960067176470586,0.20107416,0.2023836558823529,0.20351432411764703,0.2041089976470588,0.20440515470588233,0.20300694529411764,0.20134898941176468,0.19936279941176469,0.19721364470588232,0.1950107617647059,0.1924793435294118,0.19003992235294118,0.18742021411764706,0.18474600058823532,0.18218907470588236,0.17959690176470589,0.17712579647058824,0.17440736823529412,0.17187443294117646,0.16943059588235293,0.16751588588235294,0.16517216352941178,0.16410304176470591,0.1624939329411765,0.16086993411764708,0.15957060823529415,0.1581598723529412,0.15685657823529411,0.15529387705882355,0.15382982705882356,0.15249836823529414,0.15106696529411764,0.14957659882352942,0.1479475888235294,0.1466794,0.14534797176470587,0.1440743,0.14283630411764708,0.14231521764705882,0.14174894882352942,0.14144301470588236,0.14140398588235298,0.14118911294117648,0.14098086352941175,0.14078230294117647,0.14073319411764706,0.14055329117647059,0.14040439176470587,0.1403232364705882,0.1403241758823529,0.1403695782352941,0.14013851647058823,0.13886324647058826,0.13784741,0.13727904176470587,0.13653596882352942,0.13533386647058823,0.13359216088235293,0.13121595205882353,0.12909668205882352,0.1271417441764706,0.12530698947058821,0.12353836358823532,0.12203071770588234,0.12069177241176471,0.11951505182352941,0.11843173976470588,0.11742119094117648,0.11671018470588235,0.1171461702352941,0.11731812729411763,0.11706333670588234,0.11693820847058822,0.1173071608235294,0.11818206523529412,0.11967844111764704,0.12104559170588235,0.12222603252941176,0.12316142605882352,0.12403564429411765,0.12465668194117648,0.12521656135294118,0.12569465311764705,0.1259976528235294,0.12672742341176474,0.12708179847058823,0.1278597305882353,0.1288875217647059,0.12976697352941177,0.1306138011764706,0.1314001711764706,0.13223605,0.13310082705882353,0.1338873717647059,0.13466827705882353,0.13553329705882353,0.13645401705882354,0.13753315411764705,0.13859097411764704,0.13949130882352942,0.14037201588235293,0.14084123647058824,0.1414618417647059,0.14156996529411767,0.14136310352941178,0.1411958229411765,0.14108673882352943,0.14099169529411767,0.14080896470588233,0.14057966999999996,0.14037592000000002,0.1400994982352941,0.13979979411764704,0.1395280547058823,0.13926913235294117,0.13897234352941176,0.1384137976470588,0.13802479588235295,0.13765068294117647,0.13729309705882353,0.1369759488235294,0.13664059823529412,0.1361578988235294,0.13554985058823532,0.1349236588235294,0.13429251941176473,0.13356955588235292,0.13283056000000001,0.13210460411764707,0.1313216917647059,0.13059422882352945,0.1299435517647059,0.12939378294117646,0.12921697882352945,0.12902446705882353,0.12887344764705883,0.12883504058823528,0.12878698352941176,0.12880611117647056,0.12899929000000004,0.12933681941176473,0.1296627929411765,0.13001000058823528,0.13042748235294122,0.1308709894117647,0.13138769176470588,0.13188822529411767,0.13239254705882356,0.13335821352941177,0.13396007823529413,0.13459085705882354,0.13520033705882353,0.13569354176470588,0.13607332764705882,0.13624192117647058,0.13641063647058824,0.1365892217647059,0.13675051,0.1369585547058823,0.13725473352941178,0.13756574882352943,0.13787563411764708,0.13811322764705883,0.13838019529411766,0.13859563529411764,0.13827263235294115,0.13823543470588237,0.1381137,0.1378886629411765,0.13774193823529413,0.1376287288235294,0.1376386247058823,0.13762078647058823,0.1375798876470588,0.13748642529411761,0.13736387470588232,0.1371738805882353,0.13699642470588236,0.13676773764705882,0.13652229176470587,0.13614529294117644,0.13563839176470588,0.1352006982352941,0.13465771411764704,0.13427938823529414,0.13409624235294115,0.13389489941176472,0.13380394058823533,0.13380903764705884,0.13375315411764707,0.1336421294117647,0.13359155764705882,0.13350415941176472,0.1333845764705882,0.1332225470588235,0.13304717470588234,0.1329667005882353,0.13311146470588234,0.13328269529411763,0.1333813605882353,0.13355134,0.13360252941176468,0.13351716,0.13339230764705884,0.13320706705882351,0.1329665223529412,0.13278825058823532,0.13266898588235293,0.13249516705882353,0.1323221188235294,0.13218795352941173,0.13205385705882355,0.1310755911764706,0.13046395529411767,0.1304755588235294,0.13093150470588233,0.13184554352941175,0.1333169482352941,0.13532875647058823,0.13763580411764706,0.14073382941176474,0.14425880411764705,0.1481599105882353,0.15241982647058824,0.1570496294117647,0.16198628352941177,0.1671862211764706,0.1726480029411765,0.1783836105882353,0.18504410176470587,0.19150382647058825,0.19725104411764707,0.20265805058823527,0.20767553529411764,0.21227772705882353,0.21645992176470588,0.22031607117647062,0.22329951411764706,0.22581275294117648,0.22815632176470588,0.23010767058823528,0.23177947999999998,0.23322917352941178,0.23443243352941176,0.2377793317647059,0.24127383352941176,0.24503177117647054,0.24810382941176468,0.25054086411764703,0.2526910658823529,0.25481480411764706,0.2567142405882353,0.2582249282352941,0.2585496064705882,0.25689407235294115,0.25461553000000003,0.2518744258823529,0.24900425882352936,0.24564982352941178,0.2419357529411765,0.23814844764705878,0.23157437,0.2243972923529412,0.2166342817647059,0.20935352764705883,0.20277241411764704,0.19634847529411764,0.18974680411764705,0.18335169647058824,0.17703873647058826,0.17195222941176472,0.16976945687500003,0.16802649,0.16635213499999996,0.1646275692307692,0.16319141166666662,0.16196077545454543,0.160598956,0.1595902511111111
pNuLoCDScore	-0.06248955840522874,-0.08514748958169935,-0.10738961158169937,-0.11910250216993465,-0.12281030040522876,-0.1280205962875817,-0.1324711874640523,-0.13637726652287582,-0.1395671562875817,-0.13045692270588236,-0.12245955196791444,-0.11615569576470587,-0.10985983077828056,-0.10348194872268911,-0.09767314583137257,-0.09223784441911767,-0.08770393770588236,-0.06600812576470588,-0.044234785529411735,-0.03233065035294115,-0.02848112094117647,-0.023571970823529423,-0.019135615529411773,-0.015295630588235284,-0.012035182941176462,-0.009138858470588235,-0.00731121494117648,-0.005277527588235312,-0.0034782648823529633,-0.002562505058823536,-0.001855818000000023,-0.0013323256470588463,-0.00031656623529412176,0.0015212982941176512,0.0032729254117647016,0.003943577294117637,0.004167558235294133,0.004987442823529434,0.005701356588235326,0.006159498352941162,0.006491556941176466,0.006664510705882365,0.006743667176470611,0.006734111000000015,0.006603603058823529,0.006612004705882343,0.006569517529411789,0.006501841941176492,0.007206482294117633,0.006976149000000015,0.0067285201176470605,0.006359918117647051,0.006918998588235262,0.007545214470588202,0.007941717176470547,0.0086580291764706,0.009588808588235298,0.010748017411764718,0.011858538588235296,0.012736057176470583,0.013736769235294113,0.014414552764705893,0.01506655994117645,0.01573818152941177,0.015496201529411766,0.014867293058823505,0.014052677764705881,0.013366406235294115,0.012747730705882365,0.011637486941176486,0.010117610470588234,0.00857029523529411,0.006917921705882332,0.0050469675882352655,0.0031667131176470464,0.0016434083529411753,0.0005262256470588422,-0.00018406435294116008,-0.0006133519999999837,-0.001068719176470584,-0.0010970151176470377,-0.0001688233529411609,0.00046301723529409977,0.0008807622941176541,0.0008134322941176636,0.001324415705882362,0.0023572910000000113,0.0035846407058823804,0.0044613804117647204,0.00518449982352942,0.005954804294117655,0.006612442294117643,0.007062893529411765,0.007310187058823511,0.007286661999999985,0.007030460588235282,0.006671371235294113,0.005715824823529406,0.0046223591764706085,0.003983634705882366,0.0039938123529411895,0.003763120352941171,0.0030990783529411814,0.00216556864705883,0.0014292107058823805,0.0012824507058823709,0.0013370083529411908,0.0014202257058823498,0.0013729821764705968,0.0011423492352941184,0.0009759316470588364,0.0010906572941176418,0.0026564545882352963,0.0047807974705882245,0.007644710411764705,0.010662373117647048,0.01210060841176469,0.01272966099999999,0.013319166529411744,0.014053355058823491,0.01475317358823526,0.015388552411764678,0.015735998588235267,0.01606164882352941,0.016428958176470554,0.016994207882352924,0.017510737588235264,0.017724721058823514,0.015960060764705866,0.012391324882352936,0.007784969352941151,0.0027488048823529343,-0.001354337470588246,-0.0036471006470588097,-0.004816748529411746,-0.00559976617647058,-0.006250087411764707,-0.0069608441176470665,-0.007750381235294104,-0.008737953882352933,-0.009667392941176425,-0.010555463823529385,-0.011468233823529392,-0.011978425882352928,-0.011912775588235294,-0.01080508941176471,-0.008894060588235261,-0.006100549999999982,-0.0033071714117646894,-0.0017083431764705892,-0.0007005476470588051,0.00030829411764707326,0.0011340744705882477,0.001613482705882352,0.002047227764705853,0.0022863648823529398,0.002794448764705859,0.003184375235294107,0.0036415205294117736,0.004030330823529424,0.00400543229411765,0.004389092352941201,0.005033266705882361,0.00487509082352941,0.004504453058823535,0.004098284470588215,0.0037381097647058437,0.0028687021176470456,0.0016641227058823566,0.000772002058823551,0.0003882667647059218,0.0004876607647058828,0.0006785519411764696,0.0008409886470588379,0.0011139398235294057,0.0011997612941176405,0.0021759227647058788,0.003191447411764692,0.0031372324117646816,0.004137152764705873,0.005765947235294111,0.006896725941176504,0.007809387705882409,0.008682476529411787,0.009881906529411788,0.01112784741176473,0.011795434529411786,0.0123387525294118,0.012502326882352963,0.01246337394117647,0.012256661000000002,0.011930668647058829,0.011103398647058838,0.00971606717647061,0.009244934294117657,0.008631113647058833,0.0070327945294117455,0.005752049117647026,0.005108892058823478,0.004732604411764693,0.004688343235294087,0.004623294999999972,0.004653633764705858,0.004805296352941121,0.004790661647058811,0.005116054352941171,0.005806906705882339,0.006809541999999988,0.008226668470588228,0.010187599647058801,0.011749807882352914,0.01226770935294115,0.013672695529411763,0.01557397288235296,0.016822565823529423,0.017914239588235306,0.018655141941176484,0.019174599588235322,0.019850644294117648,0.020555517588235345,0.021607948764705884,0.02268273405882354,0.023449899352941214,0.02412341464705882,0.02434356111764706,0.024207552882352934,0.023823968176470617,0.023690195823529436,0.023364029941176506,0.022558563176470592,0.021576380823529417,0.020659721764705846,0.019756937058823476,0.018848034117647017,0.01794056999999999,0.016791984705882362,0.015299911176470588,0.013593555294117654,0.011776614117647022,0.00983943000000001,0.007256631764705868,0.005160167058823523,0.002371654117647032,-0.0010192041176470823,-0.004416275882352966,-0.007030177647058822,-0.009277378235294093,-0.011160492352941143,-0.012864028235294062,-0.01425060235294115,-0.015518801176470615,-0.016700991176470614,-0.017742871764705875,-0.01854178823529415,-0.01916149411764706,-0.019547977647058817,-0.019344359411764683,-0.01876342588235294,-0.017545722352941162,-0.014638425882352923,-0.01090513529411763,-0.007684048235294116,-0.004921918235294115,-0.0027602417647058786,-0.0009517858823529513,0.000650018235294092,0.001977585294117651,0.0033649605882353217,0.004909554117647069,0.006326284705882396,0.0074848229411765,0.00846257882352941,0.013491764117647076,0.015797346470588225,0.01795746000000001,0.018902634705882354,0.01825036058823526,0.01757426588235289,0.016754824117647005,0.016013028235294074,0.01517582176470586,0.014439324117647062,0.013846973529411777,0.013316328235294078,0.012829551176470555,0.012274731764705865,0.012226613529411762,0.012294738235294117,0.008119626470588226,0.0018106552941176968,-0.0018369699999999656,-0.004539108823529453,-0.006364959411764709,-0.0076035276470587665,-0.008350065882352875,-0.008362811764705852,-0.007791541764705867,-0.006749121176470557,-0.005984577058823548,-0.005573094705882353,-0.005383658823529369,-0.005391987058823516,-0.005838891764705867,-0.006646916470588238,-0.008737892941176495,-0.005842512941176492,-0.004800276470588283,-0.004748134117647046,-0.005133281176470578,-0.006358950588235351,-0.007510401764705937,-0.009156582647058847,-0.010946697941176475,-0.013296110882352968,-0.015356457352941139,-0.01683123676470588,-0.017890725588235346,-0.018572546764705933,-0.018911067941176474,-0.018740155588235302,-0.017089254411764676,-0.01452345499999999,-0.012960623235294122,-0.01126297911764701,-0.008895610294117617,-0.006102743235294056,-0.0029060361764705334,9.736705882354424e-05,0.002917600882352933,0.0055273044117646886,0.007913446764705845,0.009526770294117637,0.0106796897058824,0.011538374411764724,0.012043290294117603,0.012150311470588232,0.01323762382352936,0.012725942058823492,0.012699284999999977,0.012820536764705848,0.01213108382352937,0.010969914999999969,0.00942009323529408,0.008061945588235336,0.0070448405882352905,0.006318925294117705,0.005717083529411776,0.005595817647058826,0.006156095882352941,0.006826170588235314,0.007714602941176513,0.008667591764705884,0.008609490000000025,0.007392588823529445,0.006370390588235325,0.0055581152941176215,0.005296507647058857,0.0056318623529411915,0.006179699411764716,0.006314818823529383,0.005905183529411828,0.005085693529411739,0.00430625823529418,0.0034495017647059034,0.002165275294117641,0.000641434117647055,-0.00094453823529414,-0.002415802941176437,-0.006272451176470573,-0.00899197735294116,-0.011302272999999974,-0.012948330647058776,-0.014466540058823557,-0.01573732182352941,-0.01682920064705884,-0.017623839470588237,-0.01819945947058829,-0.01827683005882355,-0.017994163588235357,-0.017903704764705902,-0.01770666770588239,-0.0174281247647059,-0.01717583947058826,-0.01673786829411769,-0.013825105352941153,-0.008330075647058816,-0.0031367426470588766,0.0008800077058823408,0.003804922411764722,0.005833103000000006,0.006944897705882358,0.007771796529411734,0.008732354176470586,0.009805481823529416,0.01044260064705882,0.011073615352941213,0.011580292411764725,0.012064450058823561,0.012718704764705907,0.013142063588235331,0.015053331235294093,0.014396211823529403,0.0134052609411765,0.012652982352941211,0.012480324705882367,0.01279650647058822,0.013473568235294137,0.014428795294117669,0.015333488235294096,0.01599603764705884,0.016793815882352958,0.018008000588235262,0.019169229411764688,0.020598730588235248,0.02193581588235291,0.023163269999999986,0.02280978117647059,0.020714134117647054,0.01881969294117647,0.017382535882352917,0.01635752647058822,0.015489995882352947,0.014677657647058834,0.014019234117647078,0.013414071764705937,0.012796499411764695,0.012071741764705879,0.011084245294117667,0.009979148823529405,0.00890837647058823,0.007855447058823545,0.007059152352941134,0.006848828235294091,0.009039805882352925,0.011364052941176456,0.013292575882352886,0.015047114705882325,0.016744457058823492,0.018307287647058745,0.019660815882352883,0.020776311176470552,0.021760998823529387,0.02280662294117647,0.023792446470588202,0.0248442823529412,0.025645602352941166,0.026183060588235274,0.02613240352941179,0.0251326194117647,0.021817800588235292,0.018115048235294112,0.01422773588235296,0.010109654705882348,0.005779678235294156,0.001260038235294192,-0.0031374947058823155,-0.007484917058823509,-0.011774166470588182,-0.015950384705882337,-0.020003769999999976,-0.023948363529411765,-0.027976287647058784,-0.031639891176470564,-0.03467840176470588,-0.036889268823529386,-0.037834781764705866,-0.03724594764705877,-0.03686886647058818,-0.03634371058823524,-0.03544015352941174,-0.03431947117647058,-0.03318334411764706,-0.032126337058823506,-0.030916173529411756,-0.02969070647058822,-0.02852993647058824,-0.02754919764705882,-0.026459779411764722,-0.025195032941176476,-0.024082624117647056,-0.023441585882352955,-0.02233585941176469,-0.021787824117647098,-0.02074498411764708,-0.01942691941176472,-0.01816662235294117,-0.016970759411764735,-0.015875714705882366,-0.014511574117647086,-0.013096632941176495,-0.011945077058823556,-0.010662573529411773,-0.009253362352941219,-0.007623412941176494,-0.006309821764705875,-0.005209455294117649,-0.00521105352941173,-0.00498889411764708,-0.0050361758823529446,-0.005212980000000006,-0.006109148235294126,-0.00781182500000005,-0.00997316088235295,-0.011884181470588229,-0.013640558764705879,-0.01542620464705885,-0.017014927588235265,-0.018373674058823536,-0.01963146405882349,-0.0208091240588235,-0.021937838470588236,-0.022717325529411747,-0.02215306176470591,-0.020701239764705906,-0.019960914470588245,-0.019472632117647076,-0.01839565800000001,-0.016285000058823523,-0.013033886823529406,-0.009418240941176478,-0.0060961524705882425,-0.003080956941176452,-0.0003769375294117999,0.0020049265882353118,0.003964909529411767,0.005701509529411772,0.007262913352941172,0.00857646188235292,0.010017238705882392,0.009935628235294133,0.010541603294117671,0.011824185058823544,0.012828765058823549,0.013306640352941185,0.013218105941176478,0.012557608882352952,0.012055235352941188,0.011661339235294124,0.011506851000000012,0.011497652764705879,0.011797335117647065,0.01231659276470587,0.012896320999999988,0.01349365600000002,0.01364459247058819,0.013759438000000013,0.013602111176470588,0.01268244352941178,0.01159613000000001,0.010582021764705907,0.00968656764705883,0.008755645294117681,0.007708137647058799,0.006692298235294075,0.005707642941176483,0.00456620117647058,0.003345777058823496,0.00199490058823526,0.0006781582352941296,-0.000518965294117657,-0.001958218235294129,-0.002816440588235297,-0.0038111588235294203,-0.0042768682352941345,-0.0043871547058823845,-0.004555224705882377,-0.004928840000000018,-0.005441844705882354,-0.00588530588235292,-0.00628715058823523,-0.006806364117647096,-0.007268938235294092,-0.007695189999999963,-0.00820636294117641,-0.00867490352941172,-0.009028791764705862,-0.009020014705882345,-0.008807817058823497,-0.008626215882352933,-0.008419649411764707,-0.00814090823529412,-0.007853614705882361,-0.0073517876470588495,-0.006550560588235277,-0.005586839411764688,-0.004629726470588236,-0.003559555294117639,-0.002403077647058799,-0.0012336147058823743,6.599999999998274e-05,0.0012939964705882268,0.0024489952941176563,0.003964430588235313,0.0047430994117646785,0.005566390000000004,0.006326889411764708,0.006858501176470605,0.007286344117647059,0.007435810000000015,0.007411346470588193,0.007252402352941167,0.007087717058823495,0.006948554117647027,0.006827251176470567,0.006694759411764728,0.006487942352941201,0.006225002352941156,0.005987648235294102,0.005237421764705874,0.004312554117647027,0.003644577647058833,0.0029133629411764728,0.0021951211764706102,0.0016686105882353086,0.001386807647058813,0.0012279882352940752,0.0010315647058823374,0.0008293776470588154,0.0005278705882353074,0.00010914117647053967,-0.00039186823529413495,-0.0008792094117647253,-0.0013454900000000047,-0.0018579035294117863,-0.0024503423529411983,-0.002634240588235276,-0.003034736470588273,-0.0034559858823529632,-0.0036092747058823482,-0.003645695882352973,-0.003733829411764672,-0.0038346841176469804,-0.0038117488235293873,-0.0038267335294117355,-0.0038442958823529105,-0.003772317058823499,-0.003669721176470575,-0.003611848235294146,-0.003545190588235325,-0.003475117058823529,-0.0031785923529411564,-0.0025269270588235415,-0.001918002941176472,-0.0012763535294117445,-0.0007280482352941542,-0.0004937129411764773,-0.0003777394117647215,-0.00041163294117649296,-0.0006019705882353288,-0.000786631764705864,-0.0008538788235293859,-0.0009225717647058929,-0.0010089923529411904,-0.001062457647058812,-0.0010345935294117647,-0.000993317647058789,-0.0018911094117646798,-0.0026475094117646703,-0.002807136470588223,-0.0024498558823529692,-0.0017057964705882445,-0.00028558117647056735,0.0018115964705882337,0.0042434964705882205,0.007526762352941224,0.011292281764705842,0.015371659999999981,0.019750840588235313,0.024554462352941175,0.029664164705882373,0.03499826764705888,0.04059414588235294,0.047308019411764685,0.0545801464705882,0.06102826764705885,0.06631953941176474,0.07081250705882353,0.07435858705882353,0.0769489705882353,0.07882411764705882,0.07958224176470588,0.07904071000000001,0.07765284235294118,0.07573649529411763,0.07305804117647058,0.06979319647058821,0.06604295235294116,0.06178443058823527,0.0593957211764706,0.05622973176470589,0.05352794470588229,0.0508527852941176,0.04788281352941176,0.045015530588235264,0.042537077058823536,0.040254318823529395,0.037908857058823464,0.03525009235294116,0.031081319411764674,0.026459208235294157,0.021766755294117646,0.01722477882352938,0.012420650000000005,0.007503319411764742,0.0003691158823528884,-0.009699463529411756,-0.02063447882352934,-0.03146954764705878,-0.0411873364705882,-0.04991865176470586,-0.05846632882352942,-0.06696743647058823,-0.07487323176470584,-0.08151086999999996,-0.08494184294117643,-0.084846073125,-0.08384793588235293,-0.0826521238235294,-0.08102225429864257,-0.07874434127450988,-0.07618767219251335,-0.07097541400000001,-0.0648070412418301,-0.057044030653594785,-0.049763276535947726,-0.043182163006535934,-0.03675822418300653,-0.03015655300653594,-0.023761445359477135,-0.017448485359477156,-0.012361978300653609
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
