UniprotID	Q86UG4-2
pNuLoCScore	0.2596081955555556,0.247965444,0.23934774727272726,0.23304214916666666,0.22905845076923076,0.22714354142857143,0.22604710333333333,0.22580306,0.22550002823529414,0.21235833,0.2027925676470588,0.19525296176470588,0.19318008764705885,0.19411019705882354,0.20077227705882353,0.2075910911764706,0.21410433294117648,0.22101804470588238,0.22824119764705886,0.23509178705882353,0.24159859705882353,0.24699341823529414,0.2509870111764706,0.2552202729411765,0.2612597864705883,0.26700753,0.2725847517647059,0.27744243764705884,0.2806278611764706,0.28267070352941176,0.28568827647058825,0.28799394,0.2911498170588236,0.2951275782352942,0.29907599176470595,0.3034028317647059,0.30814600941176473,0.31245154941176473,0.3167830152941176,0.32160252117647053,0.3263054764705882,0.3287129135294118,0.3315402964705883,0.33493338294117647,0.33873394,0.3431123835294118,0.34824345117647065,0.35304221705882355,0.3580459911764706,0.3622792952941176,0.36555501411764707,0.3691930605882353,0.37247339235294114,0.3752733223529412,0.37849282352941177,0.38183854647058824,0.38854404176470586,0.392091344117647,0.39742930294117645,0.41250005176470583,0.4335931676470588,0.4574909711764706,0.48190826647058815,0.5073360829411765,0.5332918976470588,0.5590467658823529,0.5850284747058823,0.6110492823529412,0.6367204741176471,0.6625217482352942,0.68839777,0.7142304476470588,0.740080794117647,0.7624069576470589,0.78751944,0.8109106535294117,0.8245044870588235,0.8316506876470587,0.8360070123529412,0.8403854735294116,0.843042862352941,0.8449459652941175,0.8467593794117646,0.8483493647058823,0.8499513094117647,0.8515388647058824,0.8529210752941178,0.854147945882353,0.8547738541176472,0.8544930288235294,0.85104857,0.8492967729411764,0.8484383764705881,0.8457168629411763,0.8421740052941175,0.8390341729411763,0.8364702199999999,0.8346032870588234,0.83241932,0.8299053494117646,0.8269827582352941,0.8244147741176471,0.821257865882353,0.8177260047058824,0.8137961517647061,0.8098003458823531,0.8057511164705883,0.8041225164705883,0.800027004117647,0.794083724117647,0.7903693747058823,0.7870257352941177,0.7832241647058824,0.7786303094117647,0.7733630623529412,0.7681241882352942,0.7629180882352943,0.7575836176470588,0.7522076882352943,0.7473372847058823,0.7410325876470588,0.7344586111764705,0.7280834435294116,0.7227730817647058,0.7180923147058822,0.7140012276470588,0.7104918805882353,0.7067112194117647,0.7030705664705883,0.6995109252941177,0.696061695882353,0.6927716511764705,0.689563982352941,0.6865944823529412,0.6841318764705884,0.681502688235294,0.6788702623529412,0.6779154888235294,0.6775551047058823,0.6774507782352942,0.6771324517647058,0.6767990864705883,0.6763623182352942,0.6760855711764706,0.6757398499999999,0.6755438405882352,0.675317675882353,0.6751095076470588,0.6749468782352941,0.6747810999999999,0.6746526147058822,0.6744517499999999,0.6740045558823528,0.6713810123529411,0.668528535882353,0.6652983258823529,0.6609685552941176,0.656649708235294,0.6529180935294117,0.6496390229411764,0.6465081094117647,0.643579091764706,0.6407511035294117,0.6379993270588235,0.6351881305882352,0.6324001370588235,0.6297405394117647,0.6269179247058823,0.6241391811764705,0.621706434117647,0.6215436152941176,0.6215798900000001,0.6216967958823529,0.6225954958823531,0.6230525605882354,0.6225937164705884,0.6214502752941177,0.6200532264705881,0.6181809535294117,0.6157449782352941,0.6127357252941177,0.6093615805882351,0.6057856105882352,0.6018594105882353,0.5868103470588235,0.5723616988235294,0.5584494341176471,0.5448674694117647,0.5315300111764705,0.5181771199999999,0.5052311964705882,0.49280128470588236,0.4804790394117647,0.46827330588235294,0.45620028176470584,0.44436269764705877,0.4329962058823528,0.42213670764705874,0.41156620882352934,0.40087701,0.3904098958823529,0.3909818652941177,0.3907461729411765,0.3899181729411764,0.3887406252941177,0.3873796535294117,0.38630596000000006,0.38499251882352936,0.38352199823529415,0.38217894058823526,0.38093202117647057,0.37948066882352943,0.3780076276470588,0.37639820411764696,0.3747316935294117,0.37310403823529403,0.37016517647058816,0.36683218529411765,0.3635404247058823,0.36012096411764705,0.3564832170588236,0.35292594352941176,0.3495502588235294,0.34630946117647055,0.3432590082352941,0.34031019764705883,0.33750200764705884,0.3347151635294118,0.3320580217647059,0.32943721823529404,0.3269364535294117,0.32446752411764695,0.32206016647058816,0.3211628882352941,0.32055798529411766,0.32022034000000005,0.3202535505882353,0.32052835470588237,0.3207603911764706,0.32084363117647063,0.3208049605882353,0.32065267823529414,0.3204549647058824,0.31991694647058827,0.31908208000000005,0.3177136152941176,0.31632120999999996,0.3149818999999999,0.3117792123529411,0.30795596823529403,0.30383399470588235,0.2994160176470588,0.2944219058823529,0.2886841529411765,0.28209125117647055,0.2748514829411764,0.26691860647058824,0.2586111717647059,0.25007369647058825,0.24101823470588238,0.23217499529411767,0.22347032352941176,0.21526961411764703,0.20689246823529414,0.19809816999999996,0.19095090529411762,0.18455204117647056,0.17848363882352938,0.17277389294117645,0.16757285705882352,0.16302424352941178,0.15928163882352941,0.15612866882352938,0.15364977117647058,0.15151834176470588,0.1496392194117647,0.14829694529411763,0.14698407411764708,0.14582663058823528,0.1448296994117647,0.15123012588235296,0.15744227764705884,0.1630949917647059,0.16800152411764707,0.1720341317647059,0.17532138411764708,0.1782203888235294,0.18085166941176467,0.18318994117647058,0.18529475588235295,0.18719497705882354,0.1890493823529412,0.1908279611764706,0.19246256764705882,0.19394242588235297,0.19543014294117647,0.19673709470588235,0.19081732000000004,0.18535576294117648,0.1805906311764706,0.17647747529411767,0.17326957529411768,0.17075129588235297,0.1686132241176471,0.16672567941176472,0.16511704470588237,0.16379472941176473,0.16262543823529413,0.16140150823529412,0.16026785117647058,0.1592013811764706,0.15833216647058823,0.15749461529411765,0.15677774647058823,0.15607730588235294,0.15533397941176472,0.15451890352941178,0.15367069823529414,0.15282229235294117,0.15204246647058822,0.15136829588235293,0.15074473,0.15017203,0.1496095011764706,0.14917711470588235,0.14884614588235295,0.14855331294117646,0.14837024647058822,0.14816323176470586,0.14792395117647059,0.14759792176470587,0.14729802529411765,0.1471258888235294,0.14712518470588232,0.1471501205882353,0.14720680764705885,0.14729505294117648,0.14730159823529412,0.14726915117647058,0.14719972588235292,0.14710947058823529,0.14697528,0.14688483,0.1467887664705882,0.14578377941176468,0.14486320117647059,0.14417037705882352,0.14376651823529413,0.14353347823529408,0.1433386794117647,0.1431193705882353,0.14293456470588234,0.14277268529411766,0.14261535705882353,0.14248062235294115,0.14236298999999997,0.14225524411764706,0.14214341,0.1419261494117647,0.14162829705882352,0.14133731764705879,0.14189832,0.14237807411764705,0.14265134647058825,0.1426494988235294,0.14248097529411763,0.14227460352941176,0.14206712764705884,0.14183480176470586,0.14157617411764706,0.14129890999999997,0.14100359,0.1407112488235294,0.14040619999999998,0.14008809529411764,0.13985949999999997,0.13908081705882347,0.13858656588235288,0.13826582588235295,0.13803435882352943,0.13768006705882355,0.13726668941176468,0.13686710352941175,0.13647359529411762,0.13604742882352938,0.1356411894117647,0.1352663188235294,0.13485739470588234,0.13441637647058824,0.13400514647058825,0.1336250011764706,0.13328362941176472,0.1329666694117647,0.13323289,0.13319106411764706,0.13295427,0.13250958235294116,0.13208251,0.13159669882352945,0.13097731705882354,0.13021034264705883,0.12929926852941176,0.12815151470588237,0.12674911176470588,0.1252073664705882,0.1236296055882353,0.12189021794117648,0.12001329558823529,0.11585013935294118,0.11179472111764704,0.10783783405882354,0.10391914758823528,0.10006599582352942,0.09632929170588234,0.09270797464705882,0.08921942582352939,0.08586479899999999,0.0826569328235294,0.0796211645882353,0.07680712452941177,0.07423025570588236,0.07184017711764706,0.06953432564705882,0.06737543682352942,0.06533194705882353,0.0655505868235294,0.06565337705882354,0.06570251294117646,0.06573494705882353,0.06576106435294118,0.06579169705882353,0.06581910705882353,0.06583278647058823,0.06584047152941176,0.06583418858823531,0.06582923152941177,0.06581724658823529,0.06579739364705882,0.06577808964705883,0.06575761347058824,0.06582312582352941,0.06584097829411766,0.06580801241176472,0.06578557629411765,0.06577760864705882,0.06576216805882354,0.06572856988235294,0.06568351835294119,0.06564853129411764,0.06563206247058824,0.06562488600000001,0.06561947305882354,0.0656277665882353,0.06562882188235296,0.06563418776470586,0.06564099682352942,0.06565086888235294,0.06557180064705881,0.06553630382352942,0.06554125764705883,0.06552645411764707,0.06549357329411765,0.06546381152941178,0.06544951241176472,0.06544895594117649,0.06544392241176471,0.06543012476470589,0.06540784911764706,0.06538922711764707,0.06536754888235297,0.06535269947058824,0.06533740035294117,0.06520345270588236,0.06509725094117648,0.06500893564705881,0.0649737009411765,0.06493757358823529,0.0649292191764706,0.06491627270588236,0.0649077374117647,0.064903443,0.06491017535294119,0.06492652535294118,0.064947033,0.06496219511764705,0.06497188570588237,0.06497715805882354,0.0649898184117647,0.06500700905882352,0.06514540764705883,0.06525486823529413,0.06535776382352941,0.06542183794117647,0.06548991264705883,0.06554011941176471,0.06560074494117649,0.06566156435294117,0.06572451229411765,0.06577502582352941,0.06581304288235293,0.06583812111764704,0.06586807488235293,0.06590159370588235,0.06593429723529412,0.06578358394117648,0.06564389123529411,0.06552978088235295,0.06540851264705883,0.06530514882352942,0.06521910117647059,0.06514937999999999,0.06506634058823531,0.06498043529411764,0.06490017294117648,0.06480828235294117,0.06467457823529411,0.06453647352941175,0.06439184705882352,0.06423277623529411,0.06405212176470589,0.06384708941176472,0.06380316470588236,0.06372261823529411,0.06358882117647059,0.06344103105882354,0.06325290694117648,0.06302914282352941,0.06278032282352941,0.06252553835294117,0.06225796952941177,0.061971102764705896,0.061681181764705884,0.061420392352941174,0.06115671623529411,0.06089729517647058,0.06064030476470588,0.06015718723529411,0.05970206500000001,0.05926409323529412,0.05884277476470589,0.058438275823529416,0.058050934176470594,0.05768249635294118,0.05733014205882353,0.056991008764705885,0.0566663895882353,0.056354661352941184,0.05605457105882354,0.055765762941176474,0.05548482411764706,0.05521233952941177,0.054946893764705886,0.05468706594117647,0.05467239858823529,0.054654484941176466,0.054633406411764694,0.05461606411764706,0.05460315617647059,0.054588830000000005,0.054572573941176476,0.054555471529411766,0.05453813423529412,0.05452072329411765,0.05450252952941176,0.05448333223529411,0.05446304899999999,0.05444341017647058,0.054423795,0.05436384417647059,0.054307297352941174,0.054252495058823534,0.05420051417647059,0.05414790505882353,0.05409584741176471,0.05404338747058823,0.05399300800000001,0.05394436894117647,0.05389725299999999,0.053851309470588235,0.05380560758823529,0.053759963705882347,0.05371584882352941,0.05367378647058823,0.05363396494117647,0.05359584752941176,0.05360016199999999,0.0536033984117647,0.053604162529411754,0.053601220176470586,0.05359945370588235,0.053598290705882345,0.053598024882352935,0.05359716147058823,0.05359512441176471,0.05359197194117647,0.05358836052941177,0.05358521170588235,0.05358324611764707,0.053581411470588244,0.053579061882352945,0.053572714588235294,0.05356845635294118,0.05356153323529412,0.05354621811764706,0.053528565529411765,0.05351083288235294,0.05349241582352942,0.05347213864705882,0.053450623058823525,0.05342722670588235,0.0534020688235294,0.053376104235294104,0.053350017588235286,0.053323678588235286,0.053297283,0.05327011158823529,0.05324219688235294,0.05321750311764706,0.05318985405882353,0.053163726,0.05314564758823529,0.053130689705882354,0.053117119117647056,0.05310432605882352,0.053092519352941174,0.053081559588235294,0.053071931705882355,0.05306381805882353,0.05305666152941176,0.053049562647058825,0.05304218064705883,0.05303448535294118,0.05302210735294118,0.05300996905882354,0.05299795235294119,0.05298602723529413,0.05297444923529412,0.05296327711764706,0.05295264552941176,0.05294228405882353,0.05293214688235294,0.05292227570588234,0.052912618235294105,0.052903141294117634,0.05289412988235293,0.052885581,0.052877319705882345,0.05286944223529411,0.052861819294117644,0.05285969275,0.05285781786666666,0.05285598328571428,0.05285442869230769,0.05285339108333333,0.052852755090909094,0.0528521413,0.05285186422222223
pNuLoCDScore	-0.03410816732026145,-0.047249865555555576,-0.056815627908496785,-0.0643552337908497,-0.06642810790849674,-0.06549799849673205,-0.05883591849673206,-0.052017104379084994,-0.04550386261437911,-0.02694739929411763,-0.0111065496256684,0.002049637892156869,0.012540146289592768,0.019849876806722705,0.024939907843137266,0.029417212941176496,0.03575975823529415,0.05464919999999998,0.06979218411764712,0.08218947588235295,0.08744777352941174,0.08856050647058822,0.08491599941176473,0.08040284882352941,0.07704548411764711,0.0741095335294118,0.07083479411764709,0.06831104470588237,0.0665474123529412,0.06545813117647059,0.06579600411764702,0.06638224823529404,0.06504568999999993,0.061705383529411795,0.05895554470588238,0.057490945294117635,0.05810607882352942,0.06044168000000005,0.0625551747058824,0.06504827705882354,0.06689617411764703,0.06715171705882345,0.06647902235294112,0.06579022882352942,0.0643273829411764,0.06282177294117647,0.06170980823529415,0.0602360252941177,0.06223856529411764,0.06337843058823522,0.06588900647058815,0.07756666882352936,0.09485922764705879,0.11437858764705877,0.1336648152941175,0.15429386588235294,0.17524590647058813,0.1967674705882353,0.2194734605882352,0.2418562217647059,0.26424708176470596,0.287248425882353,0.30990494647058825,0.33239190117647055,0.3515367523529412,0.3703156135294119,0.3900901370588235,0.3984106017647059,0.3909113194117647,0.37415971647058816,0.354098745882353,0.33304939058823513,0.30975096470588226,0.28589919941176456,0.26173090470588234,0.2373000823529411,0.21323083529411757,0.18901711647058816,0.16452330529411774,0.1399174982352942,0.11469306000000012,0.0920860711764705,0.06352913000000004,0.03838611941176473,0.023933889411764553,0.014066175294117578,0.006166992941176286,-0.0013513005882352935,-0.048124916738562104,-0.06605242467973857,-0.08021501191503269,-0.08902868267973857,-0.09397878926797387,-0.09851458532679741,-0.1005694473267974,-0.10206574720915035,-0.10330562262091506,-0.09632880868823532,-0.090227788684492,-0.08317584566666666,-0.07692869904524888,-0.0730089779537815,-0.06888015269803924,-0.06361602654411766,-0.057728914235294124,-0.037533079941176474,-0.021437621823529415,-0.011157595294117646,-0.0045902446470588235,0.0014034297058823572,0.00437637894117647,0.007026671647058835,0.00954436088235295,0.012086244588235304,0.014390836941176474,0.01644739711764706,0.01735056741176471,0.01898773476470588,0.021351917470588247,0.02202783764705883,0.020967374470588246,0.01821595029411765,0.015315066941176472,0.012906463117647059,0.010575069529411757,0.008434567764705879,0.007122116470588233,0.006156469764705866,0.004733014823529405,0.0033553715294117534,0.0021129668235294052,0.0010062698823529379,-0.00029512170588236186,-0.0016710514117647124,-0.003041410882352956,-0.004486525647058842,-0.00516157452941178,-0.004702820411764723,-0.0036630454705882456,-0.0026860798823529625,-0.001956718764705885,-0.001270091470588236,-0.0009062312352941249,-0.0011524155294117613,-0.0011396934705882392,-0.0010578775882352925,-0.0010561524117647103,-0.0011913226470588248,-0.0014429794117647096,-0.0018056542352941213,-0.002186962235294118,-0.0024653610588235217,-0.0030989654705882302,-0.0038672839999999917,-0.0045214762941176365,-0.0051701396470588135,-0.005802065411764701,-0.006421298176470587,-0.00697235335294117,-0.007444658588235287,-0.00785417511764705,-0.008231483058823527,-0.0084602004117647,-0.008485192176470584,-0.008387676999999996,-0.008123680117647053,-0.007762062411764699,-0.007547379588235287,-0.008466097411764698,-0.009017462823529408,-0.009678811352941179,-0.010310751941176477,-0.010988632823529423,-0.011717023235294131,-0.012480008529411772,-0.01330226023529412,-0.014139960529411768,-0.014979942411764709,-0.01586488723529412,-0.01692401570588235,-0.018001561176470584,-0.01904129111764705,-0.020121216176470582,-0.02104307717647059,-0.02079335005882354,-0.019546238941176474,-0.018422210352941178,-0.01738340205882352,-0.01630974029411764,-0.015135243705882338,-0.01391038470588234,-0.012645501647058823,-0.011352401882352942,-0.010107654882352934,-0.008830146999999997,-0.007536004411764708,-0.0062521477647058815,-0.005003517470588241,-0.0038234382941176523,-0.002698583529411769,-0.0018164951176470531,-0.0019082068823529363,-0.0019553858529411765,-0.0019013116176470612,-0.0018442316176470568,-0.0018305997352941195,-0.001867964500000003,-0.0019322072647058805,-0.0019925942941176437,-0.0020458749411764697,-0.0021103188823529424,-0.002166602352941178,-0.002221569588235295,-0.002279613235294114,-0.002335696411764704,-0.0023974817647058836,-0.002306172176470592,-0.002085445470588237,-0.001906384529411765,-0.0017527791470588212,-0.001596722264705884,-0.0014380387941176475,-0.0012827067352941188,-0.0011307285000000007,-0.0009874381176470607,-0.0008550167352941174,-0.0007267380882352934,-0.0006096568529411761,-0.0004934767352941186,-0.00036817944117647355,-0.00024073502941176182,-0.00011737002941176328,-1.2931029411760234e-05,-6.273120588235273e-05,-0.00011184258823529296,-0.00015036655882352985,-0.00022686502941176093,-0.00035300897058823145,-0.0005174924999999993,-0.0006836843823529379,-0.0008322837352941152,-0.0009773939999999995,-0.0011171080588235297,-0.0012531365882352957,-0.0013911722941176482,-0.0015412007058823556,-0.0017064343529411812,-0.0018860533235294154,-0.0020617303235294163,-0.0022333227941176495,-0.0023925634411764724,-0.0025395804999999994,-0.0026504998235294137,-0.0026814581764705893,-0.0026354606470588206,-0.00254884905882353,-0.0024813074705882354,-0.0024386593529411773,-0.0024056698823529416,-0.0023742102352941174,-0.0023447592352941176,-0.0023083967058823533,-0.0022573061176470594,-0.002184341382352942,-0.002132285411764707,-0.0020724761470588254,-0.001993993323529413,-0.0019199217352941188,-0.0018304732352941201,-0.0017714380000000036,-0.0017424681764705938,-0.0017495089411764739,-0.0017416901176470594,-0.0016779728823529422,-0.001580670117647058,-0.0014713733529411743,-0.001355988764705881,-0.0012425117647058802,-0.001133728529411765,-0.0010311824117647025,-0.0008945280294117633,-0.0007224110882352915,-0.0005613658235294108,-0.00040781247058823723,-0.00025728820588235245,-0.00011629055882352891,1.9508764705883364e-05,0.0001483197058823535,0.00026918452941176486,0.00034834305882353034,0.0003741474117647074,0.00037002752941176463,0.00035407988235294265,0.00033623041176470726,0.0003230552352941167,0.000309784705882353,0.00027209729411764756,0.0001902257941176471,0.00011176544117647014,4.328255882352951e-05,-2.9073823529410583e-05,-0.00011163273529411939,-0.00019403582352940998,-0.0002760896764705881,-0.0003552640294117639,-0.00042493761764705873,-0.00046245608823529405,-0.00047999997058823483,-0.00048807297058823737,-0.0004919726764705899,-0.0004994482058823507,-0.0005075537941176492,-0.0004905779705882355,-0.0004483520294117655,-0.00040897944117647064,-0.00038027979411764563,-0.00035629144117647026,-0.000318395411764703,-0.0002707499411764725,-0.00021843955882352994,-0.0001657539705882359,-0.00011715291176470598,-7.473544117647148e-05,-3.7328617647058165e-05,-3.330441176467927e-06,2.95052647058848e-05,6.306844117646981e-05,9.522858823529483e-05,0.0001280855882352938,0.00013876891176470459,0.0001427661176470578,0.00014138920588235154,0.00014518761764705825,0.00014521273529411773,0.0001371083529411784,0.0001275845294117662,0.00011348388235294174,9.793423529412017e-05,8.397638235293874e-05,7.332367647058628e-05,6.63429705882318e-05,6.105902941175995e-05,5.4984147058822694e-05,4.876229411764771e-05,4.0133147058824675e-05,2.5815117647062444e-05,1.3911558823534453e-05,1.2691941176474e-05,1.865164705882466e-05,2.370976470588218e-05,2.637997058823477e-05,2.434052941176386e-05,1.9992235294115715e-05,1.835582352940901e-05,1.9704970588237114e-05,2.1728911764705774e-05,2.1282970588235722e-05,1.7329735294117216e-05,1.154514705882341e-05,6.057970588235068e-06,-2.5378823529445538e-06,-6.680411764707628e-06,-1.0474970588239887e-05,-2.027885294117633e-05,-3.743726470588349e-05,-5.647308823529193e-05,-7.454967647058629e-05,-9.001170588235179e-05,-0.00010169694117646844,-0.00011288282352941298,-0.00012489423529411965,-0.00013657041176470645,-0.000146823264705883,-0.00015595314705882206,-0.00016397232352941167,-0.00017141944117647114,-0.00017612879411764426,-0.00018030579411764704,-0.0001836013235294101,-0.00018221585294117722,-0.00017825108823529313,-0.00017225079411765064,-0.00016312902941176613,-0.00015191379411765016,-0.00014088497058823736,-0.0001294343823529387,-0.00011830514705882082,-0.00010978891176470496,-0.00010411864705882172,-0.00010032758823529282,-9.667776470588182e-05,-9.439135294117725e-05,-0.0001478115882352967,-0.00020573652941176593,-0.0002651024117647071,-0.000331038000000004,-0.0004014010000000009,-0.0004735726470588234,-0.0005474626176470605,-0.0006237246176470593,-0.0007019124411764693,-0.0007818299705882378,-0.0008623849705882373,-0.0009411200294117666,-0.0010176136764705902,-0.0010902941470588238,-0.0011604282058823526,-0.0012275246764705868,-0.0012369309117647043,-0.0011883058529411766,-0.0011341701470588203,-0.0010724255882352922,-0.001003671705882352,-0.0009306080588235271,-0.0008557461764705874,-0.0007793548529411738,-0.0007013303823529427,-0.0006217067941176463,-0.0005411822941176463,-0.0004612652941176458,-0.00038163082352941045,-0.00030290217647058713,-0.00022589847058823373,-0.00015058247058823485,-7.954985294117423e-05,-6.460008823529206e-05,-5.083261764706089e-05,-4.070205882352948e-05,-3.44288529411773e-05,-3.1013441176471965e-05,-2.9671882352940923e-05,-2.8671470588235992e-05,-2.820423529411621e-05,-2.8071205882352138e-05,-2.83911176470579e-05,-2.895038235293905e-05,-2.948614705882216e-05,-2.9988794117648265e-05,-3.057079411764897e-05,-3.134802941176518e-05,-2.9861294117649456e-05,-2.550702941176569e-05,-2.1691794117647406e-05,-1.8893970588233777e-05,-1.5964823529411587e-05,-1.2829294117645829e-05,-9.85744117646889e-06,-7.031500000000829e-06,-4.603882352941305e-06,-2.56485294117606e-06,-8.602941176452661e-07,8.317941176463894e-07,2.482676470587711e-06,3.880382352942219e-06,5.139088235295297e-06,6.434029411764297e-06,6.764323529412711e-06,5.880176470586182e-06,4.435882352939527e-06,4.039999999998559e-06,3.897529411765396e-06,3.5292352941179023e-06,3.4991470588205398e-06,3.313147058824767e-06,3.227382352940719e-06,3.025470588235296e-06,2.8964999999967628e-06,2.844088235292447e-06,2.9592647058825083e-06,3.1802058823512946e-06,3.6665882352949347e-06,4.129529411766447e-06,5.613294117646703e-06,6.921352941176295e-06,7.136705882353905e-06,7.300647058824938e-06,7.14147058823375e-06,6.49799999999888e-06,5.5497352941195205e-06,4.471176470588825e-06,3.6296176470582836e-06,3.158294117648272e-06,3.114882352944423e-06,3.229352941176711e-06,3.269823529409785e-06,3.257676470587445e-06,3.1550588235271237e-06,3.0609117647011075e-06,3.876676470587759e-06,3.4678529411778097e-06,4.351852941177417e-06,5.136647058824259e-06,5.647176470589127e-06,5.913882352943933e-06,6.6317941176483736e-06,7.628176470588985e-06,8.39076470588243e-06,8.71117647058793e-06,8.538794117643814e-06,8.125323529411047e-06,7.4191470588232805e-06,6.756588235295666e-06,6.068264705881912e-06,5.486058823531842e-06,3.838823529413865e-06,1.4473529411779262e-06,-9.46147058823385e-07,-3.5432941176485877e-06,-6.06291176470479e-06,-7.775558823532383e-06,-9.360382352942634e-06,-1.1396470588237104e-05,-1.3627941176467054e-05,-1.5672235294117084e-05,-1.7398088235292403e-05,-1.904541176470445e-05,-2.0685941176469547e-05,-2.2352176470589666e-05,-2.424173529411676e-05,-2.641758823529461e-05,-3.375517647059151e-05,-4.0343264705883924e-05,-4.712423529411834e-05,-5.369967647058868e-05,-5.9877529411767744e-05,-6.601626470588429e-05,-7.243508823529497e-05,-7.836491176470457e-05,-8.389367647059116e-05,-8.90933823529446e-05,-9.415879411764881e-05,-9.902335294117645e-05,-0.00010353400000000061,-0.00010779623529411607,-0.00011167223529411768,-0.00011513955882352933,-0.00011312352941176412,-0.00010568820588235071,-9.800723529411644e-05,-9.021997058823554e-05,-8.245779411764596e-05,-7.495358823529294e-05,-6.754408823529331e-05,-6.027402941176721e-05,-5.3141029411764296e-05,-4.621055882352877e-05,-3.9510676470587425e-05,-3.298661764705724e-05,-2.6665264705880848e-05,-2.0524794117645836e-05,-1.4545911764704891e-05,-8.762794117645606e-06,-3.3998823529383937e-06,-3.356000000001233e-06,-3.5574999999992557e-06,-3.789499999998572e-06,-4.076441176469048e-06,-4.444147058820999e-06,-4.833529411763654e-06,-5.2496470588237615e-06,-5.662000000001763e-06,-6.058058823529139e-06,-6.448058823530292e-06,-6.8333529411792465e-06,-7.200764705882559e-06,-7.581088235295366e-06,-7.979088235292309e-06,-8.374647058823417e-06,-8.513764705883609e-06,-8.37155882352919e-06,-8.175411764706556e-06,-7.981617647059153e-06,-7.783676470588669e-06,-7.519852941176991e-06,-7.176500000000835e-06,-6.770264705878437e-06,-6.310029411763646e-06,-5.824970588234543e-06,-5.331911764704447e-06,-4.828617647058622e-06,-4.3351470588245955e-06,-3.850529411764114e-06,-3.358794117646821e-06,-2.8540588235294317e-06,-2.3838529411759207e-06,-2.130117647058255e-06,-1.9312352941159433e-06,-1.7891176470590658e-06,-1.631970588234985e-06,-1.4759705882355645e-06,-1.3516764705862744e-06,-1.2616764705902783e-06,-1.217441176469894e-06,-1.201529411765448e-06,-1.2032352941174912e-06,-1.2219117647045696e-06,-1.263029411764302e-06,-1.301382352941402e-06,-1.349117647061679e-06,-1.4137058823530252e-06,-1.470264705883892e-06,-1.5355588235295425e-06,-1.6285882352955888e-06,-1.6877529411766373e-06,-1.7173117647061031e-06,-1.7670411764716953e-06,-1.8554529411778792e-06,-1.958964705882707e-06,-2.0715529411765438e-06,-2.1869823529398202e-06,-2.3041647058815937e-06,-2.4213705882361602e-06,-2.514576470587747e-06,-2.57835882353126e-06,-2.6284176470594764e-06,-2.6620058823549966e-06,-2.8446529411777985e-06,-3.0493000000011636e-06,-3.19577058823569e-06,-3.322852941176936e-06,-3.455735294117558e-06,-3.5772000000003357e-06,-3.668058823530322e-06,-3.74322941176352e-06,-3.8040352941179356e-06,-3.84663529411685e-06,-3.879405882352936e-06,-3.89804705882256e-06,-3.909958823528244e-06,-3.935547058821903e-06,-3.967235294116342e-06,-4.001176470585545e-06,-3.865823529408327e-06,-3.5538058823520596e-06,-3.2433764705882065e-06,-2.9543941176459615e-06,-2.6875117647047475e-06,-2.4340941176459116e-06,-2.1884529411778098e-06,-1.9486352941192747e-06,-1.7126176470594334e-06,-1.4847672794148642e-06,-1.2670890196112353e-06,-1.0567029411793702e-06,-8.528954751159043e-07,-6.561294117659461e-07,-4.650534759370606e-07,-2.791594117665039e-07,-9.798823529579698e-08,-8.706470588318999e-08,-8.967058823597385e-08,-8.843529411810963e-08,-8.284705882519866e-08,-7.589411764753057e-08,-6.979411764588411e-08,-6.245882352897553e-08,-5.572941176416879e-08
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	65...70
validnes_region	
nesbase_region	
