UniprotID	Q9UMS6-5
pNuLoCScore	0.46371356333333336,0.508688083,0.5477604209090909,0.5803575408333334,0.6081060346153847,0.6316067464285714,0.6517532100000001,0.6693650343750001,0.6846834205882353,0.7130611147058824,0.7447246464705882,0.7816028429411764,0.8272456023529411,0.8678227970588235,0.9036038088235293,0.9211706617647057,0.9287040611764705,0.9336464611764704,0.9351283105882352,0.9352042735294117,0.9353259794117647,0.9354078464705883,0.9358352552941177,0.9365022823529412,0.9378915564705883,0.9391904829411765,0.9405659152941177,0.9420171935294118,0.9434630917647058,0.9446201094117646,0.9458237941176468,0.9469163976470587,0.9479832241176469,0.9489720194117645,0.9499075770588234,0.9507709299999999,0.9515672517647059,0.9523052270588236,0.9529764211764705,0.953552824117647,0.9541050088235294,0.9539592758823529,0.9541415576470587,0.9542448664705883,0.9542650976470588,0.9542847076470589,0.9544418694117648,0.9545236747058825,0.9546106123529412,0.954735391764706,0.9548808764705882,0.9550771099999998,0.9552973217647057,0.9555255158823528,0.955756452352941,0.9559748135294117,0.956440995882353,0.9567714900000001,0.9571041464705883,0.9574576558823528,0.957746332352941,0.9580308352941176,0.9583229447058824,0.9586209499999998,0.9589039170588234,0.9591621817647057,0.9594186194117647,0.9596500464705882,0.9598729494117646,0.9600694435294118,0.9602437976470588,0.9603750964705882,0.9604979488235295,0.9603529252941176,0.960327695882353,0.9602988294117648,0.9602230000000002,0.9601611470588236,0.9600938288235296,0.9600269194117649,0.959967083529412,0.9599195270588236,0.9598879917647061,0.9598523623529412,0.9598300911764706,0.959799211764706,0.9597770117647061,0.9597728117647059,0.959885768235294,0.9599625811764706,0.9599564694117648,0.9598647011764705,0.9596861258823528,0.9595080729411765,0.9594067141176471,0.9593681058823528,0.9593490564705881,0.9593384994117646,0.9593470264705881,0.9593888417647058,0.9594524923529413,0.9595123741176472,0.9595647447058824,0.959618811764706,0.9596799141176471,0.9596457847058825,0.9596602876470589,0.9597664170588236,0.9599663205882355,0.9602413529411765,0.96052301,0.9607658841176471,0.9609352841176472,0.9610744688235295,0.9612042417647059,0.961316824117647,0.9613878852941177,0.9614375088235294,0.9614908829411766,0.961555347647059,0.9616954252941179,0.9617698017647058,0.9618701252941176,0.9619615570588236,0.9620666882352943,0.96216532,0.9622658352941178,0.9623669529411764,0.9624636811764707,0.962556049411765,0.9626397823529411,0.9627213411764707,0.9627763705882354,0.9628343529411765,0.9628851411764705,0.9629219764705884,0.9629598176470587,0.9629294141176471,0.962955105882353,0.9629582117647061,0.962955371764706,0.9629299170588236,0.9628956088235294,0.9628623147058825,0.962829834117647,0.9627944705882352,0.9627592141176471,0.9627267082352939,0.9626823464705881,0.9626579170588234,0.9626184488235294,0.9625757605882354,0.9625879194117646,0.9625510605882351,0.9625128017647058,0.9624636664705882,0.9623869452941176,0.9622893623529412,0.9621733800000001,0.9620652364705883,0.9619507776470589,0.961843242352941,0.9617424900000001,0.9616559388235295,0.9615760447058823,0.9615104870588236,0.9614467341176471,0.9613991694117648,0.961355222352941,0.9612655776470589,0.9612233011764706,0.9611813188235293,0.9611488447058825,0.9611416570588235,0.9611573752941176,0.9611896835294116,0.9612190388235293,0.9612558676470587,0.9612845852941175,0.9613095988235294,0.9613261305882351,0.9613404952941176,0.961351805882353,0.9613609117647058,0.9614052329411765,0.961420771764706,0.9613942988235294,0.9613734788235296,0.9613576905882354,0.9613542494117647,0.961360108235294,0.9613813458823529,0.9614106117647059,0.9614277411764708,0.9614513970588234,0.961485844117647,0.9615182852941176,0.9615499594117648,0.9615831770588237,0.9616141447058822,0.9616506917647059,0.9616495947058825,0.9616791758823531,0.9617512252941177,0.9618144905882353,0.9618710964705881,0.9619191494117646,0.9619659641176469,0.96200047,0.9620289464705882,0.9620659435294118,0.9620998141176471,0.9621260611764707,0.9621549729411766,0.9621816270588236,0.962204189411765,0.9624722441176471,0.9627357594117647,0.9628587935294118,0.9629664147058823,0.9630480205882352,0.9631146341176472,0.9631735517647059,0.963227051764706,0.9633037482352942,0.96339726,0.9634933094117647,0.9635852970588235,0.9636677047058825,0.9637477752941176,0.9638215382352939,0.9638962088235293,0.9639684699999999,0.9637942529411764,0.9636184576470588,0.9635781147058824,0.963545155882353,0.9635346200000001,0.9635308294117647,0.9635352211764707,0.9635385094117649,0.9635129988235295,0.9634685247058822,0.9634332164705883,0.9634105611764707,0.9633881123529413,0.9633677794117648,0.9633514811764707,0.9633429782352941,0.9632941076470589,0.9632420817647059,0.9631563205882353,0.9630848347058825,0.963028881764706,0.9629862294117648,0.9629454729411765,0.9629010694117648,0.962834096470588,0.9627797223529413,0.9627357764705882,0.9626887847058823,0.9626368464705881,0.9625850558823528,0.9625252535294117,0.9624621264705882,0.9623938499999999,0.9623658558823529,0.9623457852941176,0.9623624970588236,0.9623609594117648,0.9623427517647059,0.9623143494117649,0.9622851058823528,0.9622578329411764,0.9622533882352942,0.9622294558823529,0.962242102352941,0.9622791082352942,0.9623088052941176,0.9623398629411767,0.96208541,0.9619571958823531,0.9618741076470589,0.9617821488235295,0.9616537841176471,0.9615574164705881,0.9615235341176468,0.961500161764706,0.9614788323529411,0.9615028464705883,0.9615393723529411,0.9616141752941175,0.9617223994117646,0.9617996199999999,0.9618572229411766,0.9619164994117648,0.9619857952941179,0.9623632870588237,0.9626324488235296,0.9628547311764708,0.9630889252941178,0.9633606311764706,0.9636022105882354,0.96379304,0.9639880347058823,0.9641887464705882,0.9643530288235295,0.9645045488235294,0.9646247541176469,0.9647201182352941,0.9647930417647058,0.9648644094117645,0.9650577758823528,0.9652484364705882,0.9654257564705881,0.9655881794117649,0.9657263205882354,0.9658519558823531,0.9659695147058824,0.9660840147058823,0.9661951047058825,0.9663007547058825,0.9664018017647057,0.966501460588235,0.9666053794117646,0.9667096182352938,0.966813756470588,0.9669260682352939,0.9670292017647057,0.9670115976470586,0.9669937858823526,0.9669655623529411,0.96693416,0.9669255694117647,0.966926045882353,0.966927412352941,0.9669230417647059,0.9669149752941176,0.9669036047058822,0.9668835047058825,0.966852154117647,0.9668139858823528,0.9667658417647059,0.9667176652941175,0.9667334947058824,0.9667424258823528,0.966747722352941,0.9667272752941175,0.9666876482352942,0.9666558447058824,0.9666096882352941,0.966564308235294,0.9665240476470589,0.9665067652941178,0.9665058888235294,0.9665052535294119,0.9665035064705882,0.9665080511764707,0.9665082017647059,0.9665130717647059,0.9665133364705882,0.9664470952941178,0.9663827305882352,0.9663261835294117,0.966293865882353,0.9662899929411765,0.9662825435294117,0.966291114117647,0.966302517647059,0.9663104970588234,0.9663004705882353,0.9662761823529412,0.9662536705882353,0.9662404547058823,0.966230795882353,0.9662288335294119,0.9659349582352941,0.965747584117647,0.9656341135294118,0.9655611429411768,0.9655071547058824,0.9654469605882354,0.9653910194117645,0.9653394111764707,0.9652949582352941,0.965256038235294,0.9652380623529411,0.9652252335294117,0.9652095888235293,0.965197118235294,0.9651849311764704,0.9651759605882352,0.965169378235294,0.9654584605882351,0.9656486658823528,0.9657602511764706,0.9658337417647057,0.965883751764706,0.9659360870588235,0.9659815888235294,0.9660236347058825,0.9660576229411765,0.9660801135294119,0.9660777629411766,0.966065379411765,0.9660520417647059,0.9660354329411764,0.9660183611764706,0.9660416670588235,0.9659625729411765,0.9658881652941176,0.9658665047058823,0.9658608429411764,0.9658568052941175,0.96586144,0.9658659029411764,0.9658742599999999,0.9658793723529413,0.9658804311764707,0.9658892194117648,0.9659015723529414,0.9659103970588234,0.9659195088235295,0.9659322647058824,0.9659433723529413,0.9659046370588236,0.9659602858823528,0.9660098017647056,0.9660036076470587,0.9659849682352939,0.9659629658823529,0.9659326388235293,0.9658994288235294,0.9658644405882354,0.9658323258823531,0.9658047729411765,0.965768112352941,0.9657314299999998,0.9657041852941177,0.9656762282352941,0.9656339576470588,0.9655901658823529,0.9655461599999998,0.9655180523529412,0.9654830311764705,0.965454895882353,0.9654314082352943,0.9654088247058823,0.9653733600000001,0.9653391835294118,0.9653052070588236,0.9652746482352941,0.96524681,0.9652281529411766,0.9652110794117646,0.9651928205882352,0.9651791188235294,0.9651806717647056,0.9651880629411762,0.9652032923529411,0.9652110611764705,0.9652243352941177,0.9652296823529412,0.9652294052941177,0.9652354029411766,0.9652586735294117,0.9652875764705883,0.965316017647059,0.9653414058823531,0.9653634441176472,0.9653824164705883,0.9653980823529413,0.965322105882353,0.9652266258823531,0.9651175288235294,0.9650405929411764,0.9650224105882353,0.9650026594117646,0.9649867005882352,0.9649945829411766,0.9650158900000001,0.9650235252941175,0.9650153017647058,0.9650047929411765,0.9649981811764704,0.9649978399999998,0.9650048358823528,0.9650175105882353,0.9650342064705881,0.9651420476470589,0.9652703941176471,0.9654072500000003,0.965509741764706,0.9655515917647058,0.9655892564705882,0.9656247858823531,0.9656378447058823,0.9656418064705884,0.9656583970588237,0.9656896935294118,0.9657228582352942,0.9657539547058824,0.9657796111764706,0.965796991764706,0.9657771799999999,0.9657354211764705,0.9657183358823529,0.9656719317647058,0.9656071376470587,0.9655196699999999,0.9654457529411765,0.9653849294117647,0.9653318176470589,0.9652829941176471,0.9652349588235294,0.965187071764706,0.9651390023529411,0.9651067905882352,0.9650865847058823,0.9650646782352941,0.9650386429411765,0.9650341194117646,0.9650515488235293,0.9650474182352942,0.9650681647058823,0.9651098058823528,0.9651741470588237,0.9652256964705882,0.9652686376470588,0.9652959729411764,0.9653173552941174,0.9653346141176469,0.9653473129411765,0.9653544741176471,0.9653426947058823,0.9653147276470591,0.9653493894117647,0.9653817423529413,0.9654254105882354,0.9654725370588234,0.9655000252941176,0.9655049370588235,0.9655059764705882,0.9655123300000001,0.9655237182352941,0.9655218770588236,0.9654991535294118,0.9654712511764707,0.9654336805882352,0.9653854664705882,0.9653261688235294,0.9652709223529411,0.9652103164705882,0.9650782576470588,0.964955645882353,0.9648297423529409,0.9647041217647058,0.9645974223529412,0.9645151841176469,0.9644397329411765,0.9643599941176471,0.9642714088235292,0.9641921770588235,0.964142056470588,0.9641010029411764,0.9640738382352942,0.9640555129411768,0.9640557988235294,0.9640392011764706,0.9640760600000002,0.964116777647059,0.9641660717647059,0.9642104894117648,0.96423798,0.9642570423529411,0.9642800952941175,0.9643116717647059,0.9643655276470587,0.9644505482352939,0.9645499829411763,0.9646546682352939,0.964755115882353,0.9648611805882351,0.9649770882352942,0.9650937588235292,0.965228288235294,0.9653214176470587,0.9654165629411764,0.9655045041176471,0.9656014770588236,0.965710465882353,0.9658242482352941,0.9659323517647058,0.9660132164705882,0.9660680723529412,0.9660847758823531,0.9660876317647059,0.9660811082352943,0.9660762594117647,0.9660602005882355,0.9661283652941177,0.9661660858823529,0.9661840682352941,0.9661920652941175,0.9662385023529412,0.9662777199999999,0.9663173882352941,0.9663540558823529,0.9663851064705881,0.966413306470588,0.966442006470588,0.9664720005882353,0.9665145558823528,0.9665596558823528,0.9666077911764707,0.9666563776470589,0.9667089505882354,0.9666711129411766,0.9666612188235294,0.966668871764706,0.966681715882353,0.9666523982352941,0.9666279670588234,0.9666006123529411,0.9665764476470587,0.9665590711764706,0.966541544117647,0.9665375764705882,0.9665353588235294,0.9665319847058823,0.9665331394117648,0.9665365241176469,0.9665081535294119,0.9664546629411767,0.9663899770588235,0.9663434270588236,0.9663018329411766,0.9662709976470589,0.9662514094117649,0.9662335664705883,0.9662174858823531,0.9662034505882355,0.966184825882353,0.9661728435294118,0.9661624347058824,0.9661503758823529,0.96613923,0.9661223929411762,0.9661031670588235,0.9661121752941175,0.9661461047058824,0.966192445882353,0.966220857647059,0.9662445164705884,0.9662537400000001,0.9662586282352941,0.9662620847058825,0.9662648100000001,0.9662618717647059,0.9662640770588236,0.9662640770588236,0.9662621158823529,0.96625461,0.9662433535294118,0.9661925947058824,0.966074647647059,0.9659823923529411,0.9659026688235292,0.9658443476470587,0.96577614,0.9657088717647059,0.9656528035294119,0.9655930976470588,0.9655255835294118,0.9654514229411767,0.9653860611764706,0.9653264494117648,0.9652717652941177,0.9652198323529412,0.9651677358823529,0.9651213264705882,0.9651169676470588,0.9651754441176472,0.9652069235294118,0.9652254964705884,0.9652268882352942,0.9652372452941179,0.9652469470588239,0.9652529182352942,0.9652633300000001,0.9652725031250001,0.9652892833333334,0.9653005821428572,0.9653063246153847,0.9653066708333333,0.9653031136363637,0.965308149,0.965307038888889
pNuLoCDScore	0.22096985725490192,0.24934755137254905,0.28101108313725487,0.3178892796078431,0.36353203901960773,0.4041092337254901,0.43989024549019595,0.4574570984313724,0.4649904978431372,0.4249583781764704,0.38736788967914426,0.35484673269607836,0.32721994479637995,0.3038011000420169,0.2840820452941176,0.26713724797794114,0.253208135882353,0.22612936823529406,0.19584126882352948,0.1604143505882354,0.11621748941176469,0.07679731235294107,0.042219985294117524,0.02574573588235296,0.019279162941176375,0.015325558235294023,0.014779266470588248,0.015566656470588192,-0.06663283356209149,-0.08203737267973854,-0.09739113503267968,-0.10989180526797376,-0.12100953879738555,-0.12969208879738556,-0.13793166997385614,-0.14170734644444438,-0.1462574540915032,-0.14124688529411766,-0.13124077712299465,-0.12198609547058822,-0.11472501674208144,-0.10672475338655461,-0.09884621662745097,-0.09094518222058821,-0.07871480523529409,-0.057594125823529366,-0.037020296705882375,-0.018886344117647086,-0.002385596235294135,0.011729305529411746,0.024818644352941163,0.033397014941176445,0.042749883764705884,0.05088076552941177,0.05774277964705882,0.061050224941176456,0.06576027435294116,0.06922087070588233,0.07127775399999997,0.07305271788235292,0.0695528808235294,0.06228291817647057,0.05599724023529416,0.04972679494117646,0.04309077352941179,0.03653545000000001,0.03046168352941178,0.02486041294117647,0.01936385705882354,0.014260781176470616,0.009563071176470594,0.005138805294117671,0.0008299790588235378,-0.0030862929411764606,-0.006362864117647027,-0.009408547647058785,-0.01028246058823526,-0.007087015882352943,-0.0048505117647059115,-0.003524568823529445,-0.0013955129411764855,0.0009212647058823575,0.0032115164705882326,0.004786420588235307,0.005767435882352928,0.006378265882352907,0.007262374117647019,0.008528589411764653,0.009604278235294111,0.010581447058823495,0.011499545294117647,0.012278847647058777,0.011555540588235269,0.009290907058823544,0.007667832352941162,0.006815687647058866,0.006401021176470567,0.005792517058823526,0.005131071764705841,0.005040834705882374,0.005839849411764686,0.007909952352941174,0.010158457058823595,0.011595058823529458,0.012883011764705882,0.013750294705882377,0.01440295470588232,0.014966778235294104,0.017215284705882322,0.020095204705882358,0.02283208588235297,0.025344835294117657,0.02739741647058827,0.02926213823529414,0.030898511764705955,0.032350710000000005,0.033150272941176506,0.033325369411764755,0.03286971058823529,0.032650901176470654,0.03252381294117648,0.0327043141176471,0.03298856352941179,0.0331572523529412,0.03125299529411771,0.028126082941176467,0.02560353352941175,0.02273941941176469,0.01964207882352939,0.016567739999999997,0.014000906470588215,0.011568466470588262,0.00937802058823528,0.007200341176470587,0.005094618235294113,0.0028718376470587836,0.0007106529411764761,-0.0013075535294117535,-0.0032910058823529265,-0.005117331764705885,-0.0071041976470588575,-0.00776365176470592,-0.008516878235294123,-0.009567970000000009,-0.010539577058823552,-0.011071497647058864,-0.011677180588235303,-0.012423583529411836,-0.013117775882352967,-0.013899519411764788,-0.014630204117647094,-0.015375906470588285,-0.016069735882352942,-0.016801301176470607,-0.017456105882352968,-0.018058769999999974,-0.018309879999999973,-0.01726961882352937,-0.015764967647058814,-0.014021092352941189,-0.01169497647058823,-0.00975097647058823,-0.008123286470588242,-0.0066241894117646805,-0.0052551129411764486,-0.003857978235294074,-0.0023478664705882113,-0.0007058117647058548,0.0009048876470588441,0.0024984658823529182,0.004039848823529396,0.00542800294117643,0.007175603529411739,0.008640967058823473,0.00920908411764701,0.010135282941176466,0.01029349647058822,0.01036558411764707,0.010638705882352911,0.010773762352941169,0.01095033294117645,0.011136482352941152,0.011285228235294098,0.011373438235294131,0.011471390588235292,0.011634786470588271,0.011677994705882405,0.01183384941176474,0.01156883764705885,0.01070190000000007,0.009588362941176543,0.008320160000000021,0.0071488305882353165,0.006230150588235311,0.005438982352941213,0.004918019999999995,0.004609576470588267,0.004343487647058886,0.004056248823529451,0.0037371952941176456,0.0033847423529411447,0.0029443988235293983,0.0025665382352940413,0.0022127094117646573,0.0026553541176470297,0.00326467470588232,0.004052217647058792,0.004794868823529391,0.0055718917647058774,0.006594736470588225,0.007858580000000004,0.008538317647058813,0.009064048235294081,0.009473234705882322,0.009812415882352904,0.01012682294117645,0.010385242941176487,0.010879013529411813,0.011537099411764756,0.012147188235294204,0.011864457647058874,0.011023137647058867,0.010478158823529427,0.010044257647058852,0.009833203529411777,0.009192416470588272,0.007845397647058827,0.006668149411764773,0.005932125294117713,0.005220168823529409,0.004656871764705861,0.004122137058823527,0.0036752064705882492,0.0030121629411764272,0.0019934641176470314,0.0008239676470587487,0.0023137905882352205,0.004708414705882263,0.005339597058823503,0.005833865294117613,0.006017549411764661,0.006114884705882229,0.006462861764705841,0.007041867058823481,0.006935175882352901,0.0069292582352940835,0.006898804117647123,0.0069202411764706095,0.006879770588235301,0.0068006252941176515,0.006772711764705924,0.0069755900000000315,0.004592892352941219,-0.00034679176470581163,-0.0037789788235293997,-0.005597965882352923,-0.007149343529411767,-0.008479585294117575,-0.009536071764705861,-0.01033998352941179,-0.010789875294117679,-0.011009451764705858,-0.011349079411764745,-0.011797247647058862,-0.012258581176470634,-0.012638741176470625,-0.012800430588235323,-0.012870910588235307,-0.014953462941176443,-7.978882352943639e-05,0.013549335882352881,0.020093880588235302,0.024755564117647122,0.027885346470588213,0.03098642352941175,0.03364990176470589,0.0356185117647059,0.036742125294117634,0.03832141764705879,0.04051314764705882,0.042188990000000065,0.043724388235294176,0.04595456882352941,0.047689210000000065,0.05203553705882355,0.04396982000000002,0.02262195470588249,0.008054502352941195,0.0005973529411764378,-0.003502711764705846,-0.005864733529411803,-0.00784780058823531,-0.009298981764705866,-0.00957377588235292,-0.009544854117647023,-0.010478749999999953,-0.011272982941176513,-0.011248260000000065,-0.011773262352941127,-0.012729291764705886,-0.014640387058823534,-0.0184627241176471,-0.008002730000000124,0.0007641347058823245,0.0049942658823529384,0.007757111176470544,0.008726757647058825,0.009377252352941234,0.01001145235294118,0.010223655882352967,0.009714752352941197,0.009497521176470541,0.009718359411764688,0.009194782941176483,0.008421078235294033,0.008373314117646968,0.008731524705882288,0.009737028823529392,0.010322342352941216,0.011607288823529405,0.012729269411764721,0.01257963470588247,0.012218312352941296,0.011960142352941183,0.011511591176470604,0.010792912941176513,0.010244809411764755,0.009836741764705892,0.00935840764705892,0.008834174705882325,0.00832469941176478,0.007783900000000066,0.004464478235294167,-0.00013505352941167725,-0.003671667647058785,-0.0074045505882353035,-0.011332188823529432,-0.014015277647058899,-0.01618491117647064,-0.01800468529411764,-0.01960469588235303,-0.021045962941176638,-0.022457355882353064,-0.023960417647058863,-0.025352302352941253,-0.026544516470588198,-0.027366375882353022,-0.02791807411764713,-0.02578614764705886,-0.020477549411764773,-0.015073050588235382,-0.010188247647058835,-0.005724635294117653,-0.002239591176470601,0.0004498676470587881,0.0025244499999999004,0.004468197647058858,0.006367117058823618,0.008185924117647098,0.009949451764705908,0.011722964705882327,0.0133661276470588,0.01460481411764708,0.015376642352941172,0.01663388882352937,0.01514956352941177,0.013265791764705936,0.011928716470588241,0.010572832352941208,0.009085962941176473,0.008007128235294092,0.007381232941176541,0.007042577647058901,0.006701994117647048,0.00614893823529411,0.005706712941176528,0.0051568947058823755,0.004655476470588282,0.004247651764705929,0.004293173529411776,0.0038698411764706564,0.002869969411764761,0.0019135564705882735,0.0009155817647059084,-2.9611176470600853e-05,-0.0002694870588235143,0.00020605470588241914,0.0007495082352941274,0.0009899941176469973,0.0011301564705882838,0.0012958264705882905,0.0015342364705882017,0.001759026470588232,0.001977162941176447,0.002132884117647005,0.0019786911764706483,0.00016514705882353375,-0.0011823929411764467,-0.0025752505882353782,-0.00357932352941176,-0.004380750588235227,-0.005047020000000013,-0.006603790588235348,-0.008286260588235339,-0.009466169999999996,-0.010365131764705937,-0.011119404705882352,-0.01181017941176471,-0.012439299411764748,-0.013010860000000013,-0.013549734705882305,-0.014000493529411795,-0.012691044705882393,-0.009670237647058932,-0.00665197588235289,-0.004068601764705859,-0.002037581176470682,-0.0004972941176470957,0.000998107058823583,0.002650380588235246,0.003959195882352939,0.004734407647058847,0.00533660411764697,0.00574904411764704,0.006022888823529415,0.006162859999999992,0.0062871617647058675,0.0064432805882352895,0.006903823529411823,0.004666310000000062,0.002507902352941238,0.0008122952941176376,-0.0007991252941175753,-0.0021045952941175505,-0.0030792076470588237,-0.004167469411764602,-0.005113968235294142,-0.005749101176470595,-0.006208035294117564,-0.006546662941176451,-0.006751432352941178,-0.006987435294117633,-0.00715333882352942,-0.007340048823529399,-0.007921064705882386,-0.0076118111764705565,-0.006313400588235318,-0.0055755076470588305,-0.0048932988235294295,-0.004014233529411826,-0.0031889682352941318,-0.0024192758823529947,-0.0017554364705882342,-0.0010887735294116963,-0.00046652941176464346,3.4087647058839154e-05,0.00044251176470591624,0.0009952058823529397,0.001646264705882361,0.002343153529411779,0.0030325288235294456,0.004318850588235251,0.004294521176470556,0.004472908823529409,0.004719332352941169,0.004578852941176492,0.0042588505882352745,0.003729841176470544,0.0032245758823530313,0.0030783658823529125,0.002859570588235244,0.0027309723529412022,0.0028574623529411813,0.003044044705882376,0.0029495376470589085,0.002665644705882375,0.0023484523529411216,0.0018116047058823193,0.0011528147058823546,0.0006474482352941124,0.0003787294117646445,0.0004620058823529005,0.0009079947058823756,0.00176821117647058,0.0027285758823528683,0.0033082699999999465,0.003605728823529386,0.0038771141176469626,0.0039610500000000215,0.0037529594117646226,0.0036291652941175534,0.0037868194117646747,0.004606816470588249,0.005291525294117749,0.00625033529411767,0.007146869411764678,0.007741094705882412,0.007974864705882434,0.007863735294117657,0.007577557647058919,0.006913973529411754,0.006147484117647151,0.005507386470588238,0.004928868235294204,0.004412294117647042,0.004095035882353049,0.003845284705882357,0.0034404023529411853,0.002364455294117662,0.0008831082352940833,-0.00039021764705882145,-0.0017002288235293816,-0.002921765882352878,-0.0038556623529411582,-0.004593148823529403,-0.005174274705882331,-0.005527851764705827,-0.005550354705882388,-0.0051633682352941745,-0.004626779411764759,-0.0042076582352941205,-0.0038236200000000276,-0.0035730105882352814,-0.0033145670588235476,-0.0037047052941176495,-0.0037675811764705802,-0.004365913529411791,-0.005128695882352929,-0.005891486470588347,-0.006462236470588301,-0.006819925882352917,-0.007111464705882392,-0.007282204117647045,-0.007658843529411791,-0.008293312352941146,-0.009112532352941155,-0.009801082352941165,-0.01039289647058822,-0.0109505882352941,-0.011622461764705883,-0.01164155647058826,-0.010871404705882382,-0.009748917647058791,-0.008344846470588252,-0.0067643347058823355,-0.005528060588235295,-0.004861991764705947,-0.004587357058823488,-0.004593127058823615,-0.00464242176470589,-0.004597079999999976,-0.004474972941176464,-0.004419725882352954,-0.004514917647058886,-0.004636692352941202,-0.0045704664705882025,-0.0038127717647058745,-0.003377652941176451,-0.002872931176470611,-0.002932561764705882,-0.0027312082352941025,-0.002577738823529463,-0.0019287394117647183,-0.001098271176470711,-8.705117647062055e-05,0.0009902747058822825,0.0019076894117646404,0.0026760099999999787,0.0034692758823529346,0.004390105882352974,0.005633586470588259,0.0071463805882353015,0.008110494117647055,0.008429800588235253,0.008320560588235326,0.008675832352941198,0.009339514117647107,0.009985704117647154,0.010574204705882329,0.011090960588235332,0.011574999411764764,0.012091961764705977,0.012807585882352979,0.01365865882352943,0.014489092941176451,0.015214577647058858,0.015445048235294051,0.015160050588235191,0.01157091117647055,0.009316929411764652,0.007566006470588138,0.006170218823529416,0.004058468235294099,0.002406416470588202,0.000770623529411818,-0.0007919470588235167,-0.0023098405882352457,-0.0034105329411764362,-0.004618179999999972,-0.005833653529411786,-0.007039923529411796,-0.008191674705882335,-0.009030991764705842,-0.009590526470588223,-0.006953173529411716,-0.0023205288235293997,0.0010374811764706227,0.0037157941176470533,0.006168482941176501,0.008311854117647066,0.00994110823529415,0.011389951764705974,0.012743073529411786,0.013578522352941103,0.01398357999999994,0.014323474117647061,0.014532420000000046,0.014718305882352956,0.014899165294117722,0.014923367647058872,0.015323665882352955,0.013076098823529447,0.01183048529411762,0.011386249999999987,0.011346339411764661,0.011022598235294168,0.010817427058823548,0.010536884705882321,0.010290297647058744,0.010058251764705928,0.010297613529411831,0.010589557058823584,0.010930310588235292,0.011262480588235202,0.01155389235294113,0.011838394117647033,0.011785609411764708,0.011128561176470597,0.010128485294117695,0.008595443529411717,0.006442738235294065,0.0044443294117645915,0.00290477999999994,0.0018178305882352586,0.0009581764705881568,0.0001768229411764355,-0.0005588552941176994,-0.0014245517647059058,-0.0022220317647058674,-0.0029674752941176163,-0.003663405294117683,-0.004323363529411706,-0.005184173529411751,-0.005769024117647015,-0.00596803882352942,-0.006646809411764654,-0.006816653529411687,-0.006864428823529334,-0.007288622352941143,-0.007874322941176404,-0.008620157058823408,-0.009257048823529401,-0.010018750588235259,-0.010706448823529446,-0.01130213764705884,-0.011954364705882348,-0.012697027058823529,-0.01345912294117646,-0.013988887647058856,-0.014227775882352967,-0.014418123529411742,-0.014099917058823574,-0.013265491764705872,-0.01237110411764708,-0.011267055882352939,-0.01008499294117654,-0.009018698823529347,-0.008094940588235233,-0.007157485294117638,-0.006155539999999959,-0.005254536470588211,-0.004335240000000018,-0.0033915297058823013,-0.002331130862745112,-0.0012876828151260344,-0.0005575569230769628,6.044696078433276e-05,0.0006246152941176697,0.0006854234705881979,0.0007513264705881761,0.0007596723529411098,0.0006037488235293709,0.0005312352941175269,0.000484484117646955,0.0004988294117646563,0.00044325294117641967,0.00038270529411760235,0.0003346805882352699
pNuLoCRank	High
UniprotNLSRegion	398..406
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	3...11;4...9
validnes_region	
nesbase_region	
