UniprotID	Q9HCI6-2
pNuLoCScore	0.20296542833333334,0.19258937650000002,0.1831752731818182,0.17681124241666668,0.171713783,0.16757517778571432,0.16305386960000004,0.16130173587500002,0.1593223708235294,0.13981498200000003,0.12092845994117649,0.10949088023529412,0.10554871635294118,0.1087316884117647,0.11241191841176469,0.11762186899999998,0.1218127978235294,0.12554896194117648,0.13055969135294118,0.13583667488235296,0.13971360405882358,0.14582792111764703,0.15246076994117644,0.15844464494117647,0.16642129376470585,0.17584052729411764,0.18531602023529414,0.1958038464117647,0.21259111258823532,0.2299825564705882,0.24878922647058827,0.2682554011764706,0.28518254117647057,0.3035995382352941,0.32305816117647057,0.34185430470588235,0.3597389682352941,0.37706117411764706,0.39298234705882357,0.40708514470588236,0.4231205723529412,0.43445935705882355,0.4451154864705883,0.4561330388235294,0.4662283494117648,0.46997061235294124,0.4748482458823529,0.47906438529411755,0.4826700311764706,0.4867647582352941,0.49050843352941176,0.49272978529411754,0.49503751588235284,0.5000533017647059,0.506339164117647,0.5121987070588235,0.5227655147058823,0.5288332405882352,0.5406164405882353,0.5542294523529412,0.5668292605882354,0.5796769070588236,0.5936735088235294,0.6055746235294118,0.6160740741176471,0.6262985858823529,0.6357205547058823,0.6433931935294117,0.6530733623529411,0.6619450994117646,0.6699288170588235,0.6778147252941176,0.6848730647058823,0.6883605276470588,0.6957882958823529,0.6981354935294117,0.6986723788235294,0.6998626847058823,0.6979421235294118,0.6960368276470588,0.6957997511764706,0.6946939864705883,0.6940453805882353,0.6939835705882351,0.6943092576470589,0.6928536947058823,0.6912154829411764,0.6883166564705883,0.6766956547058823,0.6726228605882353,0.6662056505882352,0.6594282447058823,0.6476721235294117,0.6372727382352943,0.6315907264705883,0.6285999794117647,0.6245211029411766,0.6210353382352941,0.6188571735294117,0.6153037705882353,0.6107259023529411,0.6075769588235294,0.60396538,0.6006094152941176,0.5998615476470588,0.6063258394117647,0.6065751541176471,0.6089912464705882,0.6121852964705882,0.6205588994117647,0.6275555347058824,0.6304374288235295,0.6333150264705882,0.6368989911764705,0.6379453794117648,0.6386194911764707,0.6405412588235295,0.6429915235294117,0.644332311764706,0.6472956435294117,0.6506976847058823,0.6529430729411765,0.6570697417647059,0.6591171505882354,0.6625778682352942,0.6653140505882353,0.6653621535294119,0.6647026535294117,0.663407068235294,0.6620470764705882,0.6600291823529412,0.6583164905882353,0.6570525964705882,0.6559318941176471,0.6557563570588236,0.655797415882353,0.65605071,0.6556496664705883,0.6547614876470588,0.6532528935294116,0.6526864758823528,0.65109335,0.6500144529411765,0.6516583082352941,0.6536259458823529,0.6563484758823529,0.658809674117647,0.6613326152941176,0.6637413129411764,0.6657094735294118,0.6673746052941176,0.6686929188235294,0.6758797599999999,0.6816660894117648,0.6877020835294118,0.6919216329411766,0.6956774052941177,0.6996053464705883,0.7024318723529412,0.7045708429411764,0.705674914117647,0.7073420882352941,0.7094288817647058,0.7119381388235294,0.7142184094117647,0.7165116623529412,0.719024295882353,0.7213857429411764,0.7236446547058824,0.7195489252941177,0.7168145076470589,0.7144891923529412,0.7133747805882353,0.7122414405882354,0.7104399052941175,0.7096529994117646,0.7096074523529411,0.7102780570588235,0.7101863276470588,0.7099026717647059,0.7096129047058825,0.709627731764706,0.7096934023529412,0.7091695258823529,0.7045897494117648,0.7048880705882353,0.705799905882353,0.7066218058823529,0.7068439647058823,0.706710574117647,0.7066193964705881,0.7068927452941175,0.7073671999999999,0.7078932682352941,0.7084051429411763,0.708580122352941,0.70866484,0.7081130929411764,0.7074330458823529,0.7067937194117646,0.7064055329411764,0.7098515094117648,0.7080641447058823,0.7059780070588235,0.7036868758823529,0.7019367076470587,0.701126404117647,0.7006379935294117,0.7005530117647059,0.7002427923529412,0.699800218235294,0.6994544617647058,0.6998923205882353,0.7000920794117648,0.7009963264705883,0.7022043617647059,0.6999254447058822,0.697138295882353,0.6958444047058824,0.6965946188235295,0.6975745117647059,0.6985403723529412,0.6983008911764707,0.6974323617647059,0.6972490911764708,0.697020485882353,0.6966021035294119,0.6952510823529412,0.6940927294117647,0.6925636776470588,0.6911333694117648,0.6895786376470591,0.6877413247058826,0.6896514294117649,0.6922552941176473,0.6935205288235295,0.6929023170588235,0.691806855882353,0.6905532794117649,0.690647981764706,0.6913665211764706,0.6913105982352943,0.6905373482352942,0.6897333217647059,0.689783795882353,0.6895547664705883,0.6894922829411765,0.6892478499999999,0.6867053994117647,0.6821097582352942,0.6813882617647059,0.6813632500000001,0.681993735882353,0.6830319864705883,0.6835027335294119,0.683475304117647,0.6822840411764705,0.6804924841176472,0.6771314511764706,0.6735159629411765,0.6720206423529413,0.6710094394117647,0.6701953452941176,0.6696862952941176,0.6693627623529411,0.6712044035294117,0.6754993776470587,0.6755367776470588,0.6744040952941175,0.6727402929411764,0.6708821917647058,0.6693640564705882,0.6686509129411764,0.6684503994117647,0.668205914117647,0.6698813170588235,0.6727389488235294,0.6730350694117646,0.6726490452941175,0.671205278235294,0.673015778235294,0.6758452494117646,0.6784041258823529,0.6809205435294118,0.6837790435294118,0.6870020282352941,0.6901148735294118,0.6928683652941177,0.6956718870588234,0.6983424658823529,0.7014073188235294,0.704361515882353,0.7059058088235295,0.7075091911764706,0.7102157329411766,0.7132703188235295,0.7173733423529413,0.7181194894117648,0.7176882452941177,0.7174012729411766,0.7168963552941178,0.71659922,0.7158276470588235,0.7148155882352941,0.7141604852941177,0.7135268576470587,0.7130265788235294,0.7125193647058823,0.7124011470588235,0.7135641511764705,0.714192501764706,0.7137989276470588,0.7170333335294118,0.7205322629411764,0.7219597805882352,0.7236904394117646,0.725495611764706,0.7271819982352942,0.7286664005882352,0.730659998235294,0.7322604788235293,0.7337233347058821,0.735093444117647,0.7363188994117645,0.7373602347058822,0.7385293964705881,0.7394769647058823,0.7404345605882352,0.7418356076470589,0.7390073035294117,0.7359369917647058,0.7349909211764706,0.7339526094117647,0.7331551058823528,0.7325717488235294,0.731974225882353,0.7309973547058822,0.7302319388235293,0.7293939605882352,0.728886135882353,0.7282982711764707,0.7279910500000002,0.7277473470588236,0.7277803200000001,0.7273920800000003,0.7275844917647062,0.7276223688235295,0.7264102670588236,0.7247970317647059,0.7239178199999998,0.7235019794117645,0.7232206558823528,0.723175082352941,0.7234792205882352,0.7239833394117647,0.7243109764705882,0.7240298976470588,0.7231513535294117,0.7221585711764706,0.7208627829411764,0.7194740394117648,0.7188779717647058,0.7178953217647058,0.7175957,0.7183768570588235,0.71954239,0.7198557682352942,0.7197640682352944,0.7194967405882353,0.7191310070588235,0.7187746517647059,0.7187396288235294,0.7189376935294117,0.7197181876470589,0.7213594994117647,0.7230082170588235,0.7248347329411764,0.7284687194117646,0.7315966605882354,0.7345996794117646,0.73769324,0.7407463847058825,0.7432605788235296,0.7453884947058825,0.7471614841176472,0.7482877911764706,0.7496653835294118,0.7507041858823529,0.7513457823529411,0.7518180647058823,0.7523576294117647,0.7526461999999999,0.7526627605882352,0.7527248717647059,0.7511795405882352,0.7499553641176471,0.7488035952941177,0.7474815658823529,0.7461889041176472,0.7453432770588235,0.7449183417647058,0.7446286729411764,0.7447884994117646,0.7444740758823529,0.7442328641176469,0.7441076958823529,0.7441807335294117,0.7439636317647059,0.7428580582352942,0.7441019388235294,0.7453323588235296,0.7467788094117647,0.748090274117647,0.7494138858823529,0.7505443364705883,0.7512413335294117,0.7515953482352941,0.7516110188235293,0.75170386,0.7520058658823527,0.7523757717647058,0.752545185882353,0.7526404776470589,0.7528076282352941,0.7530889358823529,0.7541935976470588,0.7530668123529413,0.7518326711764707,0.7500404794117648,0.7483278911764705,0.74645936,0.7449551070588234,0.7439457994117645,0.7431183788235293,0.742588118235294,0.7420507147058821,0.7414964029411764,0.7406054364705881,0.7399576147058822,0.7393543935294116,0.7349285347058823,0.7325966464705881,0.7307843394117647,0.7287515600000001,0.7263387688235294,0.7237159217647058,0.7214406747058824,0.7195573588235294,0.7184057729411765,0.7180339629411766,0.7183612158823529,0.7187047000000001,0.7195890823529412,0.7206976705882354,0.7223678605882353,0.7241275447058824,0.7260042564705882,0.7318464600000001,0.7356628876470588,0.73923858,0.7433438976470589,0.7479812888235293,0.7531379417647058,0.7579704594117648,0.7624604858823528,0.7662307211764705,0.7693500094117646,0.7718632094117646,0.7743481858823528,0.7763345070588233,0.7780316011764704,0.7795128952941175,0.7834806211764703,0.7866586564705882,0.789187294117647,0.7918845252941177,0.7946064529411766,0.7970255941176473,0.7994739705882354,0.8017325764705884,0.8037059117647061,0.8056399088235295,0.8073316005882355,0.8086944005882355,0.8098599652941176,0.8110924711764707,0.8122999829411766,0.8135280770588237,0.8147598064705884,0.8134010570588236,0.8127505429411765,0.8125555958823529,0.812035884117647,0.8112843152941176,0.8106133252941177,0.8098898076470588,0.8091343135294117,0.8084063988235295,0.8076266635294118,0.8068636070588235,0.8062456700000001,0.8057573758823531,0.8051294088235295,0.8045047029411765,0.8040741752941177,0.8033292752941176,0.8029002082352941,0.802669308235294,0.80236682,0.8018951729411764,0.8012302199999999,0.800613213529412,0.8000098800000002,0.799513691764706,0.7990148047058825,0.7983548547058823,0.7979048694117647,0.7976033652941177,0.7973719241176472,0.7971615411764708,0.7970096764705883,0.7967701276470589,0.7968012194117647,0.7964434805882354,0.7958413276470591,0.795421127647059,0.7953088588235294,0.7954112294117648,0.7954822023529413,0.7954844847058824,0.795511625882353,0.7956543894117648,0.7960376747058824,0.7962572264705883,0.7964071911764706,0.796443254117647,0.7951429276470589,0.7914154252941177,0.7878938405882352,0.7852096547058822,0.7832829576470587,0.7817666988235293,0.78039134,0.7791284823529411,0.778095005882353,0.7773333705882353,0.7765663188235293,0.775660054117647,0.7746582747058823,0.7738279199999999,0.7731474711764706,0.7724100811764706,0.7715871511764707,0.7722474570588236,0.7753374594117648,0.7782079970588237,0.7803249535294118,0.7817627741176469,0.7828853035294118,0.7837857070588233,0.7844580570588235,0.7849905099999999,0.7853296941176469,0.7857333676470588,0.7862527699999999,0.7869103229411762,0.787433904117647,0.7878630841176469,0.7880123447058823,0.7879992664705882,0.788436495882353,0.7882431388235295,0.7879995776470589,0.788018868235294,0.7881399623529411,0.7880850270588236,0.7882192147058823,0.7886156005882353,0.7891653711764706,0.7896295635294117,0.7896050341176472,0.7896086023529412,0.7894181223529411,0.7893263135294117,0.7892652629411765,0.7894602276470588,0.7898612164705883,0.7897262417647058,0.7901662752941178,0.7904931952941175,0.7902548658823529,0.7898523776470588,0.789494861764706,0.7888064494117648,0.7878448694117647,0.7867205129411764,0.7856120482352942,0.7848862047058824,0.7841523576470588,0.7835422411764705,0.7797097747058824,0.7764537100000001,0.7733554235294118,0.7697979388235293,0.7664369347058823,0.7630416288235294,0.7604582311764707,0.75846639,0.7569690664705883,0.7557847000000001,0.7550307035294118,0.7545777329411765,0.7542137423529411,0.7539334599999999,0.7539288705882353,0.7539050588235294,0.7539432688235294,0.7570309788235294,0.7593591670588236,0.7616011358823529,0.7643716535294116,0.7668766970588237,0.769477038235294,0.7714031770588234,0.7729339711764704,0.7740750358823528,0.7750656476470588,0.7757523594117646,0.7762449105882352,0.776656934117647,0.7770038282352941,0.7770949988235295,0.77368114,0.7713498147058825,0.7698136729411765,0.7683437023529412,0.7668654141176471,0.7653314611764707,0.7640394964705883,0.7628737941176471,0.7617464823529412,0.7605466029411766,0.7593342499999999,0.757794655882353,0.7563337088235295,0.7549295494117647,0.7534189611764707,0.7520450611764705,0.7508144882352942,0.7531772864705883,0.7544652711764706,0.75502593,0.755644741764706,0.7563192535294119,0.7570567652941177,0.7575277829411765,0.7578697523529412,0.7581096382352941,0.7583467311764707,0.7584549135294116,0.7587354488235294,0.7589885017647059,0.7591745070588235,0.7594673717647059,0.7609238188235293,0.7623722305882352,0.7634108064705881,0.7642727158823529,0.7646296729411765,0.7652204788235294,0.7658452105882353,0.7664722023529411,0.7672282494117647,0.7679711864705884,0.7687272888235295,0.7693804282352942,0.7700909988235294,0.7707716694117647,0.7714551599999999,0.7721090476470588,0.7726644805882352,0.7718553605882352,0.7709347758823529,0.770372434117647,0.7699652694117646,0.7699692870588235,0.7697820105882351,0.7694649699999999,0.7692245135294116,0.7689446664705882,0.76860567,0.7683019664705882,0.768194784117647,0.7681287429411764,0.7681392194117646,0.7681749676470587,0.7672616005882353,0.7673139123529411,0.7677690323529411,0.767643101764706,0.7667670576470589,0.766167145882353,0.765544251764706,0.7648204458823529,0.764158984117647,0.7635481041176471,0.7631400982352942,0.7628230611764706,0.7625182705882354,0.7622553447058824,0.7620392941176469,0.7619336647058824,0.7617443964705882,0.7625795905882353,0.7625146517647058,0.7620131105882352,0.7620841847058822,0.7628367258823529,0.7633557494117647,0.7640064729411765,0.7647344141176472,0.7654629670588236,0.7660692235294119,0.7664259382352943,0.7666449323529413,0.7667025988235295,0.7666804852941177,0.7666103688235294,0.7655002923529413,0.7654516606249999,0.7653139646666666,0.7651634549999999,0.7651005053846153,0.7651108975,0.7651153427272726,0.765047517,0.7648344744444444
pNuLoCDScore	-0.043643057509803934,-0.0631504463333333,-0.08203696839215685,-0.09347454809803922,-0.09741671198039216,-0.09423373992156864,-0.09055350992156865,-0.08534355933333336,-0.08115263050980394,-0.06704041455882354,-0.05261558182887702,-0.04097456753431372,-0.03200017894117643,-0.02174725666806729,-0.010593099658823601,-0.002857090933823553,0.00709892294117645,0.03602554529411761,0.06438756029411766,0.08631296617647059,0.10704239623529414,0.12125086805882351,0.1363773080588236,0.15063353217647063,0.1633697433529412,0.17805057629411764,0.1924984698235294,0.2060176298235294,0.22002536417647053,0.23123325300000003,0.24052157711764713,0.2486404997647059,0.2566992785882354,0.2586188297647059,0.25979946623529415,0.26032919241176466,0.25363723682352945,0.23998805588235303,0.22605901941176465,0.21080898411764692,0.19748749000000004,0.18316521999999996,0.1674502723529412,0.1508754805882352,0.13529854764705873,0.1229921276470588,0.11335681705882344,0.10511356235294117,0.09964494235294108,0.09437388352941167,0.09550095411764703,0.09809641352941179,0.10060091117647058,0.10970629470588233,0.11882526294117651,0.12651023823529428,0.13340404294117653,0.1395338276470588,0.14521212117647053,0.15066340823529417,0.15803584647058827,0.16189179764705874,0.16358965294117644,0.16561601823529404,0.16210755,0.15952728705882357,0.1551718552941176,0.14390604117647054,0.13184311823529404,0.12018577764705873,0.10426861470588233,0.09046220411764694,0.0797256770588235,0.06839540058823546,0.05832482588235299,0.05059037705882341,0.04123589529411775,0.030908595294117713,-0.05958440747058824,-0.07636174252941179,-0.09165868194117649,-0.10551395152941177,-0.11180375682352942,-0.11572098352941178,-0.11793023382352942,-0.12139577264705884,-0.12548828147058827,-0.1129249460882353,-0.09974246101604278,-0.09105996845098038,-0.0834933186470588,-0.07726692991596637,-0.07282761528235293,-0.06915712213235294,-0.06284983558823529,-0.04578357029411763,-0.029983633470588217,-0.014170533294117646,-0.006757554529411763,-0.001667372235294104,0.001850077705882358,0.006897539470588243,0.013445322764705905,0.017955607470588247,0.017871156,0.018296168117647053,0.019999756470588215,0.02017147470588234,0.021582017411764694,0.023767583176470583,0.023326140470588223,0.02227930729411766,0.023476091647058814,0.023313326352941185,0.02284904170588234,0.02293861458823529,0.02221418700000001,0.021531225529411765,0.019564880764705875,0.01714881629411763,0.015552486882352945,0.013710241647058821,0.011656778647058816,0.010118131588235296,0.008633300411764716,0.0067049424705882404,0.006587979352941198,0.009218623705882348,0.009398393117647064,0.009451867823529414,0.009998712882352961,0.009792537352941194,0.01004904941176471,0.009966193235294116,0.010098549705882365,0.010996186235294136,0.012581793588235302,0.014095393000000012,0.015591790529411773,0.01714493323529412,0.018462531470588225,0.019510554117647072,0.01856313823529411,0.015433520058823536,0.012375293647058846,0.009440661058823546,0.007126642705882369,0.0057102429411764605,0.004431264117647063,0.003409707058823541,0.0028247638235294054,0.0018528617647058931,0.0003079914705882425,-0.0013479888235294057,-0.002779011411764676,-0.0038764969999999788,-0.004687220882352919,-0.00532959941176471,-0.0063668885294117655,-0.003987696470588248,-0.0013758947647059122,0.0010806275294117373,0.0032949710588235093,0.005052329411764686,0.007032426470588202,0.008504128235294103,0.009021470000000004,0.00907806999999998,0.009464939999999991,0.010260908882352926,0.010904569470588224,0.011020123882352947,0.011095838058823526,0.011227173294117654,0.011935699470588257,0.011780115352941198,0.00978034917647061,0.007295823588235301,0.005394151,0.003300611000000009,0.0008027968823529491,-0.0017191404705882152,-0.0031908251764705825,-0.003339645764705884,-0.0032105957647058786,-0.0033226878823529316,-0.0036673525882352925,-0.003646687058823539,-0.0037627350588235187,-0.004089127999999997,-0.006501437941176469,-0.009091675588235287,-0.009810620882352933,-0.009528228235294117,-0.009304322941176474,-0.009658794470588206,-0.009480423647058811,-0.008960668058823548,-0.008524280705882362,-0.008349307764705896,-0.008824083647058847,-0.009050434823529435,-0.009145998941176486,-0.009191421294117666,-0.009205144470588261,-0.008743609117647072,-0.0064218532352941365,-0.00238543205882355,0.0010801452941176376,0.003714824705882358,0.005616394705882349,0.007876155294117615,0.01016363094117645,0.012130105058823532,0.013721574176470575,0.014513943294117648,0.015058389764705873,0.015598715058823528,0.015922692117647047,0.016058588235294116,0.015784804647058823,0.015270302882352926,0.013738191352941173,0.010569819588235288,0.007653078411764699,0.0048585922352940986,0.002844016941176461,0.001379131058823535,-0.0002742212941176242,-0.001933423352941166,-0.0034730968823529357,-0.0047063851176470245,-0.005181853058823502,-0.005642314235294099,-0.00618263423529411,-0.006976862117647059,-0.0074616896470588445,-0.007741568764705886,-0.0069865170000000115,-0.00563946405882354,-0.004795931705882356,-0.003891481117647047,-0.003271645823529401,-0.0029315642941176584,-0.0029367084117647158,-0.002751104000000018,-0.002357146058823534,-0.002004413117647083,-0.0020796539411764847,-0.002741103352941171,-0.003330242764705879,-0.003723809823529406,-0.003790994294117625,-0.003534271352941168,-0.0005750389999999855,0.0008372392352941349,0.0026487151176470547,0.004530799235294106,0.006119333941176461,0.007672354764705874,0.008886209117647051,0.009836149352941165,0.010550904000000028,0.011355010411764718,0.012129341235294147,0.013375246176470595,0.014771859705882379,0.01612760941176472,0.017572790588235285,0.018723981411764665,0.016488870235294092,0.012038201999999998,0.007683778705882369,0.003968123058823533,0.0008569389411764716,-0.0020492083529411592,-0.004239484470588209,-0.005677803529411746,-0.006727848705882361,-0.0076815347647059,-0.008762344411764739,-0.009786559941176484,-0.010644698764705918,-0.010944123176470602,-0.011593654647058832,-0.013038922529411731,-0.012531103352941178,-0.007314179235294135,-0.0017964718235294191,0.003718774764705876,0.008559385117647075,0.012693124764705882,0.016221841470588222,0.01909351323529411,0.021778042882352897,0.02401584811764705,0.026141043647058826,0.028229175705882348,0.03005557747058822,0.03158558394117644,0.03303475541176473,0.03510233658823529,0.036492705647058823,0.03449982447058823,0.030057053882352927,0.0252988511764706,0.021048799647058775,0.01686525729411764,0.01352858999999998,0.010896698823529422,0.008250345294117667,0.005821327058823517,0.004065737941176484,0.0021539470588235743,0.00045665352941176574,-0.0011567341176470236,-0.002749106470588236,-0.004583627647058802,-0.006311561176470554,-0.007484389411764658,-0.006362895294117654,-0.004912920588235281,-0.004764474705882343,-0.004103232352941133,-0.0031179811764705523,-0.0024462352941176657,-0.001755935882352927,-0.0007788147058823136,-0.0002080641176470388,4.797588235289085e-05,0.00010693294117647412,-0.00013180176470589666,-7.238529411762729e-05,-9.856294117646658e-05,-0.0004427694117647152,-0.00030134352941180165,0.0006240376470588449,0.0008727935294117473,0.002220037647058859,0.004054731764705832,0.0046894099999999495,0.004702673529411783,0.004431726470588232,0.003956842941176486,0.0033638141176470238,0.003083484117647056,0.0032437652941176565,0.0038929705882352894,0.004316316470588222,0.0045179570588235185,0.0005959405882352831,-0.0020822176470588205,-0.005452339411764734,-0.008359776764705895,-0.010361376176470621,-0.012566054411764699,-0.013934263823529386,-0.014659725588235306,-0.014895510294117648,-0.015119665588235354,-0.015099105000000002,-0.015013471470588236,-0.015046691470588208,-0.015123421470588233,-0.014847166764705905,-0.014257382647058836,-0.009484720882352943,-0.0013535761764706111,0.005501879705882368,0.011634534705882354,0.01670699205882356,0.020459835588235276,0.023384064411764688,0.025999379117647048,0.028237959117647066,0.030118740882352973,0.031673977352941196,0.03294302205882357,0.0337427085294118,0.034406176176470654,0.03428067382352945,0.0338315902941177,0.03139225852941177,0.026032885000000006,0.021400972647058814,0.016741832058823514,0.01246340058823528,0.009283028235294116,0.006954217647058891,0.004987945294117696,0.0029247923529411857,0.0012514994117647227,2.6490588235256185e-05,-0.0007754317647059028,-0.0013329517647059363,-0.0019329617647059483,-0.0024990611764706128,-0.002628590000000014,-0.0010276047058823679,0.001061967647058848,0.0018927158823529577,0.003225007058823559,0.0049032688235294275,0.006234821176470617,0.00683999882352937,0.006936418235294117,0.006958269411764695,0.007019249411764711,0.006792069411764745,0.006165706470588228,0.005450167058823535,0.004788762941176444,0.004720654117647022,0.004668922941176462,0.002656144117647058,-0.0008273888235293958,-0.002215878235294122,-0.003194899411764679,-0.004944808823529406,-0.006867359411764723,-0.008527970000000024,-0.010098493529411806,-0.011322900588235318,-0.012485971764705922,-0.013275587058823562,-0.01364810823529411,-0.01377844882352941,-0.013855977058823493,-0.014123019411764665,-0.01438117647058823,-0.013093463529411736,-0.010089027058823585,-0.007932684117647082,-0.006786717647058876,-0.005699608823529406,-0.00411302999999999,-0.002351846470588226,-0.00038360647058821584,0.001437146470588263,0.003077773529411798,0.0042901764705882695,0.00510441529411762,0.00588457529411765,0.006597945294117641,0.007170922352941145,0.007808769411764643,0.01205034235294114,0.014724057058823542,0.017351971764705876,0.020259067647058815,0.023550767647058796,0.026467054705882342,0.0293319929411765,0.03239428117647061,0.035456737058823545,0.03882470529411766,0.042265787058823556,0.04584424470588236,0.04936751764705882,0.052736283529411815,0.05608705882352946,0.05929318176470591,0.05908715529411768,0.054990871764705906,0.05110676176470594,0.047849400588235336,0.04474980823529415,0.04175826588235296,0.038872208823529375,0.035825147058823475,0.03260664352941173,0.02932489411764702,0.025980899411764652,0.022580881176470557,0.019219324705882307,0.015766338235294053,0.012263939999999973,0.008696034117647078,0.0067149005882353174,0.007845716470588238,0.00890240705882353,0.00969049529411764,0.010034627647058841,0.01031681470588236,0.01030857058823531,0.009989846470588287,0.009565612941176416,0.00899787882352937,0.008475447647058848,0.007931918235294128,0.007168640588235298,0.0064534000000000535,0.005863132352941169,0.005368863529411766,0.003524694117646998,0.0005212758823529007,-0.0019344158823529634,-0.004167042941176452,-0.006293187647058857,-0.008168972941176494,-0.009738880588235327,-0.010840572941176518,-0.011521757058823495,-0.012022127647058817,-0.012446930000000023,-0.012769269999999971,-0.012780332941176448,-0.012518759411764724,-0.012201817058823505,-0.011788438823529451,-0.01016597823529411,-0.00721654058823526,-0.0049880411764706145,-0.002986010000000039,-0.0007604282352941527,0.001242062941176486,0.002769665882352973,0.0038693652941176604,0.004863488235294144,0.0058462670588235455,0.006690377058823527,0.007501194117647048,0.008081624705882334,0.008555378823529386,0.009027325882352916,0.009482347647058853,0.008611962941176526,0.006678490000000009,0.005173781176470604,0.0039660023529412,0.0022443217647059033,0.0003602552941176229,-0.001116863529411788,-0.0020496917647058743,-0.002848541176470598,-0.0038329899999999806,-0.004811402352941141,-0.005584487647058822,-0.006163125294117638,-0.006749642352941149,-0.007457888823529352,-0.008275172352941118,-0.007804378235294118,-0.006097272941176457,-0.005020586470588201,-0.004929813529411742,-0.004227531176470567,-0.002917338823529375,-0.0015294811764705318,-0.0003525035294117407,0.0005369988235294498,0.0014794694117647167,0.0024061935294117653,0.0030500523529412293,0.003591204117647101,0.004092952352941187,0.004745068823529375,0.005472292352941138,0.005039921764705885,0.0033629288235293986,0.002291186470588208,0.0023315347058822933,0.0027513982352940503,0.002649609999999969,0.0021480352941176117,0.0014526370588234805,0.0007825405882352643,0.00018452941176466675,-0.0003703882352941723,-0.0006674570588235396,-0.0007763276470588165,-0.0008558229411764762,-0.0010446070588235323,-0.001485918823529414,-0.0023012964705882433,-0.0027658329411764937,-0.002589154705882335,-0.0026480552941176017,-0.0033866605882351963,-0.00412877529411762,-0.0046081770588235205,-0.004809362352941132,-0.00507428176470584,-0.0057844094117646405,-0.006553792352941068,-0.007513445882352948,-0.008871782352941171,-0.010396457058823555,-0.011852820588235308,-0.013080480000000005,-0.013871810000000012,-0.013461858823529349,-0.012888531176470597,-0.013393416470588226,-0.01420081058823533,-0.014791584705882349,-0.015310937058823526,-0.016061395882353002,-0.01680586882352944,-0.016929664117647125,-0.01656542117647064,-0.01596017941176478,-0.014979707058823594,-0.013632214705882328,-0.012147227647058834,-0.010715088235294101,-0.008515668235294122,-0.006106832941176532,-0.00475587764705887,-0.0027592541176470753,-0.0004695723529411777,0.0014955435294117525,0.0033796717647058827,0.005356161764705908,0.007353396470588192,0.00926319882352944,0.010756742941176456,0.012010085882352972,0.013070113529411787,0.013910674117647015,0.014501996470588224,0.015074127058823494,0.014747378235294095,0.012941125294117645,0.010787171764705922,0.008824071764705899,0.007058372352941156,0.0057128117647058385,0.00458405294117642,0.0034043288235293956,0.0023366370588235597,0.0012256399999999723,5.6747058823525265e-05,-0.0011135370588234994,-0.0022623141176470185,-0.0034813623529411364,-0.004737732941176409,-0.005903481176470549,-0.006880028823529366,-0.007629452941176479,-0.007383169411764728,-0.007005366470588276,-0.0064415011764705765,-0.006035392941176415,-0.005829357647058747,-0.005565808823529389,-0.005227922352941172,-0.004997941176470538,-0.004821939999999997,-0.004516920000000008,-0.004227052941176479,-0.003980876470588229,-0.0037171000000000287,-0.0035373652941176614,-0.0035372017647058995,-0.0030379270588234697,-0.0022600711764705073,-0.002031606470588171,-0.00215429999999997,-0.0024580917647058498,-0.002747602352941164,-0.003159141176470509,-0.003595702352941099,-0.004049347647058804,-0.004292211176470578,-0.004427204117647049,-0.004569660000000003,-0.004575624705882381,-0.004360824705882366,-0.003968906470588285,-0.0043061647058823815,-0.003942721176470626,-0.004115528823529502,-0.0040323664705883,-0.003979725294117692,-0.0038345841176471163,-0.0035525000000000695,-0.003152034117647168,-0.002791482941176565,-0.002340907058823588,-0.00200204647058827,-0.0017428100000000113,-0.001428104705882366,-0.0011668694117646927,-0.0009498711764705514,-0.0008228164705881558,2.9137058823597295e-05,0.001161512941176529,0.0016704458823529889,0.002096021176470647,0.0027279470588235377,0.003514946470588254,0.0040922829411765005,0.004341851176470624,0.004550296470588244,0.004694602352941224,0.004744661176470627,0.004721739411764708,0.004605080000000011,0.004496804705882318,0.004345434705882306,0.004096182352941097,0.0042349241176469765,0.003578359999999947,0.0035638435294117476,0.0034720035294116824,0.0033949723529411724,0.0031667458823529115,0.002746918235294049,0.0025746976470587546,0.0025191111764705787,0.0024855558823528856,0.0027000688235293557,0.002973267058823559,0.003370417058823516,0.003733537058823566,0.004021488823529429,0.00428002411764708,0.004000021176470636,0.0032762858823529584,0.0023787482352941036,0.0018188631617647166,0.001341002980392192,0.0007874310924370076,0.00047382796380099346,0.00042385588235302474,0.0004424867379679287,0.00047012323529413425,0.00032186928104580015,-1.8168366013093795e-05,-0.00040247071895424535,-0.0007579224836601339,-0.0010329354248365952,-0.001240198954248345,-0.0012969901307189613,-0.0009111989542483767,-0.0005176271895424578
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
