UniprotID	Q7RTY8-2
pNuLoCScore	0.19848985333333335,0.20000863200000002,0.20740149090909094,0.22514085833333333,0.23757578,0.24895021714285712,0.26099110266666664,0.26989538999999996,0.28133868176470583,0.2831741476470588,0.28824912176470585,0.31019050176470586,0.33221314294117643,0.35510844294117644,0.37942817529411765,0.4033182488235294,0.4228791282352941,0.43849116117647063,0.45550808823529415,0.4681206894117647,0.47345124470588246,0.4819624952941177,0.49037554235294123,0.4971191152941175,0.5108347799999999,0.5207330711764706,0.5314445347058824,0.5405667294117646,0.5479019882352941,0.5562672841176469,0.5663021470588234,0.5760047752941178,0.5853174205882352,0.5946848482352941,0.6037047617647059,0.6123572064705883,0.6209072852941177,0.6292770652941178,0.6367175864705883,0.6438845005882352,0.6509421705882352,0.6526937882352941,0.6544787505882351,0.655027885882353,0.6573353782352941,0.6596682252941175,0.6616238470588234,0.6626540323529411,0.663500618235294,0.6643315417647059,0.6653287870588236,0.6667552700000001,0.6681121076470589,0.6700663994117647,0.671384858235294,0.6725824488235295,0.6710529347058822,0.6611284229411764,0.6530588170588234,0.6466419176470586,0.6385679847058823,0.6255428847058823,0.6134766494117647,0.6042922670588237,0.5963758876470591,0.5879283582352942,0.5790155994117647,0.5720307852941177,0.5648938988235295,0.5577161576470587,0.5491785811764706,0.543204028235294,0.5383250305882353,0.5345707158823528,0.5378148405882354,0.5375888876470588,0.5357894835294117,0.5363750811764705,0.541455331764706,0.5457785235294118,0.5484989764705882,0.5507392882352941,0.5527972882352941,0.5568089435294117,0.5587629552941177,0.561179514117647,0.563230825882353,0.5658635082352941,0.5693815494117647,0.5708477647058823,0.5749083764705882,0.5811152117647059,0.5890168705882353,0.5972582747058822,0.6046957358823529,0.6122936441176471,0.6198960935294117,0.6260182523529412,0.6316049376470588,0.6378722141176469,0.6428021999999999,0.6480087058823529,0.6532443647058823,0.6594797970588235,0.666837844117647,0.6707068405882353,0.6754664994117646,0.6789265523529412,0.6816399847058823,0.6843268905882353,0.6865700158823529,0.6884773429411764,0.6901724052941176,0.6915226011764705,0.6930221247058823,0.6941143570588235,0.6955650452941177,0.69680799,0.6978126582352941,0.6986458329411765,0.7024258711764705,0.7025035182352939,0.7024593629411764,0.7014462276470587,0.7008952217647059,0.6988959100000001,0.6965906411764707,0.694301311764706,0.6923808176470589,0.6905378094117649,0.6886897135294119,0.6865565958823531,0.6844805076470589,0.6823603752941177,0.6804564129411765,0.6783893211764705,0.6759428052941177,0.6697173170588235,0.6658451388235295,0.6623005582352941,0.659470837647059,0.6562267405882354,0.6538936664705882,0.6518626588235295,0.6498998882352941,0.6473867441176472,0.6452477758823529,0.6426456347058823,0.6392566523529412,0.6360905035294119,0.630962421764706,0.6266408864705884,0.617190565882353,0.6097186511764706,0.6010993864705884,0.5928078558823529,0.5855387852941177,0.5779234823529411,0.5712620970588236,0.5648783182352942,0.5591112123529413,0.5538145241176471,0.5492816152941176,0.5451415623529412,0.540515274117647,0.535787205882353,0.5312644429411766,0.5293293217647058,0.5269750705882352,0.5296481000000001,0.5305750794117646,0.5326256617647057,0.534818594117647,0.5364836605882353,0.5389817394117646,0.5405950658823528,0.5421646541176469,0.5430098247058824,0.5434362011764706,0.5434162088235294,0.5431195441176472,0.5437801558823532,0.5452250635294118,0.5463367717647059,0.5393910811764705,0.5362223705882352,0.5333896811764705,0.5291623105882354,0.5282436752941176,0.5290320458823529,0.5291628188235293,0.5291082282352941,0.5294199670588237,0.5297865923529412,0.5291317276470587,0.5283043717647058,0.5278155699999999,0.52715247,0.5266340088235294,0.5262746929411765,0.5262973964705883,0.5334701517647059,0.536633228235294,0.5390830264705881,0.5427772994117647,0.5439326905882353,0.5440894058823529,0.5441971529411764,0.5441080470588235,0.5440008611764705,0.5442574476470587,0.5456812888235293,0.5472862352941176,0.5485624058823529,0.5498104117647058,0.5506418576470589,0.5536491870588235,0.5550210670588235,0.5559430117647058,0.5574235947058824,0.5597574864705883,0.5614040400000001,0.5627312135294118,0.564628327647059,0.5669048188235296,0.5690166923529413,0.5709467511764706,0.5728716947058824,0.5748530570588235,0.5766663811764706,0.57754974,0.5790597223529411,0.580940137647059,0.5808878570588236,0.5822121829411765,0.5841064111764706,0.5852924076470589,0.5859235611764707,0.5876549405882353,0.5893292323529411,0.5900468264705881,0.5902338764705882,0.5904210088235294,0.5904951588235294,0.5900849947058824,0.5892452952941177,0.5885290511764706,0.5886125629411766,0.5884603829411764,0.5897555205882353,0.588951155882353,0.5871050617647058,0.5857665005882353,0.5853295064705882,0.5844116670588235,0.5826682964705882,0.5812655223529412,0.5809247576470589,0.5804015723529412,0.5792104429411765,0.5776777635294118,0.5755568076470589,0.5733252505882354,0.5703689270588237,0.5692691505882354,0.5681370688235294,0.5673227723529413,0.5696303647058825,0.5742055882352942,0.578848055882353,0.5834622558823531,0.5891692205882354,0.5955787735294118,0.601302081764706,0.6059726229411765,0.6104623788235295,0.6150279788235294,0.6211992552941177,0.6284892870588236,0.6358038017647059,0.6512558135294116,0.6625183035294117,0.6743729099999999,0.6835989823529413,0.6910798470588236,0.6971009529411765,0.7024299676470589,0.7073793794117647,0.711708435882353,0.715707944117647,0.719944021764706,0.723584154117647,0.7283370835294117,0.7341390776470588,0.738355721764706,0.7407292605882353,0.7377539576470589,0.7308605752941176,0.7261818970588235,0.7209204264705882,0.7167317423529411,0.712927234117647,0.7088446105882352,0.702238854117647,0.6958119423529411,0.6888367564705883,0.6830755541176471,0.6763451211764705,0.6717611035294118,0.6671960817647059,0.6619118052941175,0.6571945435294116,0.6543478494117646,0.65422572,0.6477606435294119,0.6436180494117647,0.63931782,0.6352764200000001,0.6321911811764707,0.6301064635294118,0.6307756170588236,0.6308428405882354,0.6315225935294118,0.630953364117647,0.6319913252941175,0.6317651929411764,0.6314671523529412,0.6314124758823528,0.6313116911764706,0.6313100852941176,0.6341327029411764,0.639766628235294,0.6432394164705881,0.6467120635294117,0.6492763894117647,0.6511664894117647,0.6526131970588236,0.6538892235294118,0.6549432352941177,0.656316905882353,0.6575924647058824,0.6586620523529412,0.6596957958823529,0.6599030799999999,0.6618006388235294,0.6617633352941176,0.6617216647058823,0.6623701529411765,0.6636906982352943,0.6639213511764707,0.6640594476470588,0.6646757629411766,0.6652822711764705,0.6661196182352942,0.6671189394117647,0.6682282305882353,0.6686205188235296,0.6694156423529413,0.6701128935294118,0.67082417,0.6718117423529412,0.6709521423529411,0.6711688452941176,0.6705254482352941,0.6695505111764706,0.6680248876470588,0.6677638382352942,0.667407851764706,0.6664797305882353,0.6659036376470588,0.6650080394117646,0.6642678888235293,0.663501106470588,0.6634448005882352,0.6629513635294116,0.6619305611764704,0.6654386823529412,0.6691028141176469,0.6733191994117647,0.6780793199999998,0.6840524464705882,0.6898216323529411,0.695113255882353,0.6996650658823529,0.7034030029411765,0.7071948435294118,0.7107989341176469,0.7147950717647058,0.7188612894117647,0.7230499882352942,0.7267679588235295,0.7304360135294118,0.7346413488235295,0.7343607429411766,0.734046481764706,0.7336183670588237,0.7332843494117647,0.7322894670588237,0.7313149182352942,0.73064363,0.7306563364705881,0.7314523529411765,0.732373108235294,0.7328769417647059,0.733299328235294,0.7334805488235294,0.7334738647058824,0.7337896352941178,0.7373040764705883,0.7380599582352942,0.7399955376470588,0.7420058023529412,0.7441100317647059,0.746089125882353,0.7481051964705884,0.750127643529412,0.7524258052941177,0.7545562852941178,0.7562495064705883,0.75768493,0.7594465964705882,0.7610514805882351,0.7624813399999999,0.7640077323529412,0.7651812852941176,0.7631817029411764,0.7635438117647058,0.7620591752941176,0.7604656929411763,0.7588241399999999,0.7570695105882352,0.7554636905882353,0.7533229847058823,0.7512768970588235,0.7495302323529411,0.7482346582352942,0.7471734247058822,0.7456290976470589,0.7443216858823528,0.7431742017647057,0.7460045352941177,0.7490248588235292,0.7522213623529411,0.7550913447058824,0.7572790211764705,0.7600385211764705,0.7626569623529411,0.7651692599999999,0.7672784623529411,0.7700724429411764,0.7723675335294116,0.7744498747058823,0.776749464117647,0.7794116641176468,0.7825454147058822,0.7855012235294119,0.7886240511764707,0.787820695882353,0.7871588623529413,0.7864239411764707,0.7860893511764706,0.786733947647059,0.7867924947058824,0.7869231417647059,0.7874155382352941,0.788047265882353,0.788431167647059,0.7891321088235295,0.7897031352941176,0.7900881670588235,0.7902659647058823,0.7902682564705883,0.7856906511764706,0.7810437117647058,0.7760070176470587,0.7723046688235292,0.7701869711764706,0.7688249082352941,0.767862098235294,0.7672298335294119,0.7668110364705883,0.7665639341176472,0.7657207564705883,0.7651622235294118,0.7643960158823531,0.7639428952941176,0.763571954117647,0.7633500623529412,0.7632160000000001,0.7677427788235295,0.7722238123529411,0.7771813029411764,0.7806986988235294,0.7830338729411764,0.7847359594117647,0.78618173,0.7871071182352941,0.7877041776470587,0.7880833152941177,0.78913483,0.7899197529411763,0.7908628252941176,0.7915440664705882,0.7921189311764706,0.7956150741176472,0.7983236294117647,0.8005244411764706,0.8022630335294118,0.8038946488235292,0.8055103764705882,0.8066937529411764,0.8081007341176472,0.8093400635294117,0.8101793576470588,0.811324971764706,0.8123520341176471,0.8134471988235294,0.8145558770588235,0.8157246064705881,0.8169300511764706,0.8182403770588235,0.8165980870588235,0.8157572511764706,0.8152916299999999,0.8151844494117647,0.8150349105882353,0.814919857647059,0.8151169223529413,0.8151353511764706,0.8153663194117647,0.816039095882353,0.8161641405882354,0.8159744152941176,0.8155299776470588,0.8148980447058823,0.8141897858823529,0.807948243529412,0.8000850705882354,0.7917953194117647,0.7835063588235293,0.7752277152941176,0.7673536917647058,0.75966426,0.7520550188235292,0.7443580011764707,0.7365156670588237,0.72862742,0.7208291923529412,0.7133079535294116,0.7063816576470587,0.69927021,0.6919673335294116,0.684879004117647,0.6833681488235295,0.6834920194117647,0.6840196329411765,0.6845226388235295,0.6851048799999999,0.685199168235294,0.6852608270588235,0.6852431894117647,0.6852927952941177,0.6854916152941177,0.685652344117647,0.686011971764706,0.6865912423529412,0.6871391576470589,0.6880065105882354,0.6939862164705883,0.6969572164705882,0.7010499658823529,0.7055951541176471,0.7105219652941176,0.7156050388235293,0.7205012329411765,0.7258185329411765,0.7310645529411766,0.7362625729411765,0.7416018700000001,0.7471022252941177,0.7527022535294119,0.7579455652941177,0.7629847770588236,0.7677489852941176,0.7726617088235294,0.7728405935294118,0.7760021788235294,0.7780219764705882,0.779493137647059,0.7805258052941176,0.7814070258823529,0.7823868517647059,0.7831580929411764,0.7839206729411763,0.7847308435294116,0.7852423670588234,0.7853457117647058,0.7853228552941175,0.7853516670588234,0.7855060376470587,0.76447078,0.7474681123529412,0.7366457041176471,0.7277390247058824,0.7210393541176471,0.7163821341176471,0.712602545882353,0.7096288694117648,0.7071690523529413,0.7046594758823529,0.7023647970588235,0.700441132352941,0.6987455558823529,0.6974536852941176,0.6963403900000001,0.6955123605882353,0.6950416252941176,0.7160384394117646,0.732804988235294,0.7433823529411764,0.7520356294117647,0.758383594117647,0.7625797529411765,0.7660187411764706,0.7686976082352941,0.7708261252941179,0.7729597547058824,0.7747328494117648,0.7760555170588236,0.7773208111764706,0.7783949382352942,0.7793962882352942,0.782512194117647,0.7845893764705882,0.785896594117647,0.7870132688235295,0.7882145335294117,0.7894779899999999,0.7907475694117646,0.7921431811764704,0.7932403576470586,0.7942119941176469,0.7949968388235293,0.795797968235294,0.7965270052941176,0.7973407764705883,0.7978890911764707,0.7984141482352943,0.798757257647059,0.7968735188235295,0.7956328264705883,0.7948582605882354,0.7941596370588234,0.7931311488235293,0.791931692352941,0.7906775582352941,0.7892842199999999,0.7879813988235294,0.7866638070588234,0.785400454117647,0.7840523047058824,0.7827094105882353,0.7813440835294118,0.7801063717647059,0.7765351841176472,0.77356621,0.7709631176470589,0.7684995770588237,0.765917931764706,0.7627188258823532,0.7590081935294118,0.7548291441176471,0.750726451764706,0.7463802041176472,0.7419373405882355,0.7375573758823529,0.7331670364705882,0.7282905035294118,0.7227710529411765,0.7174472211764705,0.7120608270588236,0.7090129835294118,0.7054764511764705,0.7013287529411766,0.6969634176470589,0.692802495882353,0.6892514405882353,0.6863658882352942,0.6838562317647059,0.6813066635294117,0.6788544435294117,0.67654124,0.6741503870588237,0.6718148882352942,0.6699766000000001,0.6689299800000001,0.6662425852941177,0.6635764576470589,0.6611544323529411,0.6581374764705883,0.6540407723529412,0.649911664117647,0.6458382247058824,0.6416490447058822,0.6375756847058823,0.6338711847058823,0.6304866082352942,0.6274181317647058,0.6243065758823529,0.621956324375,0.619350916,0.61642656,0.613044303076923,0.6112199075,0.6092730327272727,0.606638449,0.6046964322222222
pNuLoCDScore	0.08284882843137248,0.08468429431372543,0.0897592684313725,0.1117006484313725,0.13372328960784308,0.15661858960784308,0.1809383219607843,0.20482839549019605,0.22438927490196076,0.23848252917647061,0.24810659732620322,0.24297983107843138,0.23587546470588247,0.2330122781512606,0.2293844396862746,0.22722372529411755,0.2294960982352941,0.23755892352941183,0.24319541294117653,0.23037622764705878,0.2156888452941177,0.20115884117647048,0.18687397176470577,0.17268652647058835,0.1624382923529411,0.15619368705882347,0.14819667352941174,0.14423651705882362,0.1474560405882352,0.14731457000000003,0.14634204411764706,0.1467653852941177,0.1401073905882353,0.1319607170588235,0.12303421588235275,0.1144611564705883,0.10943338999999996,0.10340094117647058,0.09532169999999995,0.08664925705882331,0.07818319764705883,0.06964669352941177,0.0616240252941177,0.05439806352941179,0.04720482235294121,0.04078933411764696,0.03466727176470574,0.028697948235294257,0.020110764117647006,0.008434634705882238,-0.001419933529411721,-0.008385968235294361,-0.018767393529411813,-0.03412534058823524,-0.04814719764705866,-0.05836176529411741,-0.06712473058823498,-0.07640318352941167,-0.08631318764705886,-0.09472448470588246,-0.10321820882352939,-0.11235024176470598,-0.12220627705882348,-0.12937842058823545,-0.1327279041176469,-0.12655770705882352,-0.11524397647058804,-0.10905302999999977,-0.10277850117647058,-0.08916780352941178,-0.07202131764705877,-0.058513743529411855,-0.04787691117647086,-0.03718907000000016,-0.026218311176470666,-0.015221841764705979,-0.006130943529411792,0.0034633564705882636,0.0140522447058824,0.022659480000000065,0.031056518823529333,0.036277048823529445,0.03709353588235287,0.04352632411764712,0.05322738705882357,0.06088319352941174,0.06324040411764698,0.06651512058823528,0.07139711705882346,0.07527896411764712,0.07880764941176477,0.08106327058823526,0.0840392447058822,0.08682919176470594,0.09001353882352936,0.09361628882352946,0.09745629470588235,0.09985907588235299,0.10055812294117639,0.09781134058823526,0.09262311411764701,0.08706861588235304,0.08187427999999997,0.07618369882352927,0.07027631176470595,0.06550434882352929,0.061417187058823486,0.056242142941176576,0.05276284529411779,0.04879928411764711,0.04456829352941183,0.03916603588235301,0.03558802705882347,0.031796677647058624,0.02699286352941177,0.02251967529411747,0.019255237058823593,0.014569019411764805,0.010020625294117846,0.005823968823529646,0.0022084123529413358,-0.0009847917647055615,-0.00433241117647043,-0.0075577611764704455,-0.011084537647058745,-0.014447614705882295,-0.01735624529411761,-0.020256511764705998,-0.02648306588235283,-0.03278620117647035,-0.03661422411764692,-0.03914566941176456,-0.04142438411764682,-0.042669169411764685,-0.04269697470588252,-0.04243865294117655,-0.042480929411764845,-0.04315106529411772,-0.04344193764705895,-0.04391096117647075,-0.045223855294117765,-0.04626987176470587,-0.049493991176470575,-0.051748434705882196,-0.05875223941176466,-0.05999866588235292,-0.06474575235294111,-0.06949270235294125,-0.07393205235294131,-0.07830325823529427,-0.08263156941176464,-0.08698434058823523,-0.09078867588235284,-0.0935722200000001,-0.09596616058823537,-0.09750407235294112,-0.09874137823529416,-0.10030329764705892,-0.09969797882352938,-0.09731156470588254,-0.09021549529411776,-0.08007055117647055,-0.07052430705882373,-0.060182194117647136,-0.05072019117647075,-0.04143982176470584,-0.032280357647058944,-0.024283252352941376,-0.01694655823529434,-0.010804699411764651,-0.005845414117646941,-0.0017253535294118327,0.002604270000000186,0.00799295000000022,0.013960620588235217,0.017007450000000035,0.012416010588235271,0.0065742705882351204,0.0028146017647058263,-0.0034633511764703417,-0.006574918823529341,-0.007451614705882403,-0.009818920588235303,-0.011486837647058712,-0.012744687058823256,-0.013223232352941205,-0.014304473529411887,-0.015111837058823574,-0.015303974117647279,-0.016627685882353194,-0.018591054705882404,-0.020062078823529395,-0.013093684705882236,-0.0027522188235292733,0.0032435470588235704,0.00992071588235277,0.014533624117647026,0.014900644705882482,0.014926587058823548,0.0150889247058823,0.014688079999999881,0.014214268823529275,0.01512572000000001,0.017376917058823493,0.019470665294117673,0.02140993588235296,0.0231764029411764,0.024367164705882405,0.027351790588235225,0.021550915294117567,0.019309783529411817,0.018340568235294286,0.016980187058823648,0.01747134941176476,0.018641807647058917,0.020431174705882515,0.02279677176470607,0.02501583117647077,0.0266893035294119,0.027190405882353108,0.02756682176470593,0.028103975294117678,0.027739328235294236,0.028417864705882256,0.027290950588235496,0.02586679000000014,0.02626917117647065,0.026682816470588122,0.025534921176470604,0.024519521176470604,0.024923727058823508,0.024700904705882154,0.023142007647058538,0.021217184117646948,0.01947425764705879,0.017623464117647036,0.01523193764705888,0.012578914117647111,0.010979311176470552,0.009552840588235467,0.007520245294117434,0.008867663529411707,0.006738972941176535,0.00299865058823523,0.0004740929411763961,-0.0005940547058824741,-0.003243273529411783,-0.006660935882352947,-0.008781304117646993,-0.009309118823529361,-0.010019436470588228,-0.011284715882352914,-0.012407231176470579,-0.013688487647058878,-0.015203800588235228,-0.018243635882352893,-0.019191232352941068,-0.021618451764705893,-0.021628383529411765,-0.01747469705882332,-0.0115609123529411,-0.006481450588235238,-0.000949411176470405,0.006500924117647244,0.014313251176470643,0.020377324117647144,0.025571050588235278,0.03125193588235298,0.03735021529411764,0.045642447647058826,0.05516403647058821,0.06543487470588216,0.08198666294117629,0.09438123470588222,0.10705013764705862,0.11396861764705879,0.11687425882352942,0.11825289705882347,0.11896771176470577,0.11821015882352925,0.1161296623529412,0.11440586235294103,0.11397139882352947,0.11312177529411749,0.11330910470588229,0.11293982235294109,0.10986643470588242,0.10492545882352944,0.08649814411764722,0.06834227176470598,0.05180898705882364,0.03732144411764693,0.025651895294117488,0.015826281176470558,0.0064146429411763295,-0.00567240911764702,-0.007875468529411761,-0.008138965588235292,-0.005122724411764729,0.0036140532352940957,0.010557408529411727,0.025639530294117557,0.03877564794117641,0.05103582147058819,0.07423278447058815,0.10203446069518707,0.12625450375,0.144670670158371,0.15918957615546211,0.16529193260784308,0.16727718402573524,0.17492059205882343,0.19067435911764702,0.20616408499999997,0.2167490461764705,0.22189832558823525,0.22626418911764704,0.22313873441176468,0.21866013558823533,0.21418947794117643,0.20763975794117645,0.1972676544117647,0.18568433823529418,0.17767737647058812,0.1696777035294117,0.16310861352941164,0.16088859647058812,0.15124597058823525,0.13583745588235296,0.11871239823529411,-0.04684829237908497,-0.0636182800261438,-0.07878550437908499,-0.08536798284967323,-0.0918725256143791,-0.09560468843790851,-0.09941904079084969,-0.09920725649673204,-0.09908797826143792,-0.08954260184705884,-0.08107653804812831,-0.07351468243137255,-0.0676544590678733,-0.06266459716806724,-0.0582234259490196,-0.0544222791617647,-0.04980793764705883,-0.03188830700000001,-0.015661919999999996,-0.008941324823529412,-0.0020886252352941004,0.0019301409411764739,0.006020104352941175,0.0061797394705882455,0.00598329882352943,0.005730265941176461,0.005028952882352937,0.004094383235294118,0.0031948528235294094,0.0029562683529411743,0.002404593823529401,0.0017397733529411624,0.000316891176470567,-0.00219288741176471,-0.004216637235294127,-0.00511260970588235,-0.005335284529411795,-0.005828764823529425,-0.006584365411764714,-0.0071630808235294205,-0.007168331588235301,-0.006414421999999989,-0.004962400352941168,-0.0030861359999999963,-0.0012996785882352924,-0.00011248076470587315,0.0010575917647058786,0.0022702164705882405,0.00373368576470591,0.007415356058823548,0.011785002058823546,0.01633252329411767,0.020123954411764726,0.023524557588235323,0.02677042305882353,0.03014541882352941,0.03325249447058822,0.03597337394117647,0.03818760188235293,0.039802486588235285,0.04132734829411763,0.04314700452941175,0.044965738882352946,0.04714930770588234,0.04891933770588236,0.049024044764705885,0.04642123064705883,0.04277893541176471,0.03842576723529413,0.03455037452941176,0.03175364941176473,0.029359968764705896,0.02665870252941177,0.023957954058823533,0.021193132000000003,0.018446007,0.015923547882352937,0.013305813764705882,0.010729550235294122,0.00836339494117648,0.007322589647058786,0.004455448470588208,0.0025893178823529206,0.0023987070588235293,0.00284514305882351,0.003363880999999999,0.0035266431176470686,0.0023892343529411803,0.0011419057647058944,-0.0001671524705882388,-0.0021706048235294317,-0.003973855999999998,-0.005581532764705868,-0.007335982529411769,-0.008851180529411778,-0.011205946411764714,-0.014867469941176464,-0.017450389941176467,-0.016948704882352936,-0.01681182194117649,-0.017847625235294123,-0.018697208470588256,-0.019635421117647087,-0.019959808529411788,-0.019195375294117675,-0.01790418294117649,-0.01563664499999999,-0.013338983529411763,-0.01091475,-0.008610418588235288,-0.006434806470588236,-0.004015947058823521,0.002926232941176471,0.008077378823529435,0.010852791411764706,0.013698282235294124,0.01830883400000001,0.023476088117647065,0.02823768252941175,0.03317138900000002,0.03739355811764708,0.04100735076470591,0.04374305164705884,0.04585232370588237,0.04749800635294117,0.049136452,0.050827370588235304,0.05294941470588237,0.050347634705882355,0.04662785882352939,0.045685017058823496,0.04350453917647057,0.040033359764705886,0.03551758800000003,0.03089141917647062,0.025496426235294134,0.019850972705882347,0.013966178882352964,0.008965097705882386,0.005139827411764691,0.001984592117647066,-0.000430496705882355,-0.0030622735294117687,-0.005915254705882361,-0.006846045882352908,-0.007825779705882357,-0.010102574411764653,-0.012705754764705868,-0.0136777259411765,-0.013869235941176533,-0.013412843000000063,-0.012301087705882396,-0.010037033000000029,-0.007259205352941195,-0.004141855941176498,-0.002196622411764715,-0.0006164553529411643,0.00035033405882356483,0.0013479270000000265,0.0020290617058823512,0.0006049975882352621,0.0015691643529411603,0.0054347722941176235,0.008607312058823507,0.01153870888235295,0.013287690647058842,0.014355428294117678,0.015159637705882384,0.015192699470588267,0.014656806529411759,0.013565939470588234,0.012685840647058855,0.011893492411764711,0.010915946529411774,0.010316281823529422,0.010042193588235299,0.0060413277058823656,0.00718837064705885,0.003963568588235322,0.0031590821176470663,0.0019147664705882472,0.0017178835294117678,0.002062955294117652,0.0028367247058823652,0.003729582941176479,0.005107069411764725,0.006641105294117655,0.00815423235294116,0.009335784705882338,0.010741201764705832,0.012022406470588165,0.013099478823529381,0.01819356470588232,0.024090426470588233,0.02586366882352939,0.025358115882352955,0.023750994117647084,0.021470472352941222,0.018915950588235336,0.015564502352941184,0.011231748235294131,0.006304248823529396,0.001098715294117647,-0.0042099394117647015,-0.009084845882352949,-0.013929330588235284,-0.019028699411764688,-0.024200109411764703,-0.03261022505882352,-0.044823351529411776,-0.0526829056470588,-0.05815813211764706,-0.06132802388235298,-0.06455459423529414,-0.0678683163529412,-0.07050509282352947,-0.0719048031764706,-0.07212610905882354,-0.07189711964705883,-0.07129041082352941,-0.07071461494117645,-0.0702720782352941,-0.06949308764705879,-0.06830878058823528,-0.0637834402352941,-0.056269906352941185,-0.049335896647058855,-0.043402536058823535,-0.038857093999999995,-0.033922823058823534,-0.02850823823529411,-0.02284665405882351,-0.017882241352941197,-0.013438514529411777,-0.009271768647058823,-0.00510893835294117,-0.0011410918823529514,0.002968320823529408,0.007150518823529406,0.011137298823529429,0.01671625294117647,0.020117902000000007,0.024231140529411777,0.02830891435294118,0.03164332288235294,0.03490129141176469,0.03748824694117646,0.039982166882352954,0.04277611423529412,0.04577452858823526,0.04862782799999994,0.05130978417647057,0.05378214917647062,0.05627029564705885,0.05847400294117648,0.06062666117647056,0.061011288235294114,0.058570365294117646,0.05438969529411765,0.049285737352941145,0.04475128088235293,0.04081850352941177,0.03753446117647061,0.03234694670588234,0.027013362294117688,0.021851221705882357,0.016545739352941208,0.01138896052941174,0.006513024941176421,0.0016772761176470363,-0.003134360941176473,-0.007864026823529408,-0.01294276447058823,-0.015824580941176475,-0.016866363882352936,-0.01670346799999997,-0.01592722211764705,-0.015390720352941145,-0.014924138588235297,-0.012565050588235288,-0.008015334352941189,-0.004243917294117577,-0.0008747837647058998,0.0025895644705882515,0.005621522117647049,0.008334443294117616,0.011064507999999945,0.01377621976470586,0.016769401529411754,0.019624172117647054,0.02131442388235294,0.022080260352941167,0.02226173741176471,0.02220353270588235,0.02191734917647059,0.021218696823529393,0.018028204705882317,0.014832272941176422,0.012369851764705897,0.009845008235294134,0.007624044117647111,0.005849598235294157,0.004176407058823606,0.0024135717647059407,0.0005452582352941382,-0.0021956982352940857,-0.0038828247058823595,-0.0051047523529411665,-0.006019489411764695,-0.007256700588235299,-0.008429526470588256,-0.009810193529411732,-0.010485351764705858,-0.010760701176470572,-0.011233321764705873,-0.01188301823529414,-0.012860321176470652,-0.013940290588235316,-0.015239315882353,-0.01650382294117647,-0.017577173529411766,-0.017952044117647087,-0.018246667647058817,-0.01877828000000001,-0.01939742235294123,-0.019676267647058848,-0.0196309817647059,-0.019342304705882357,-0.0189410417647059,-0.018969767058823528,-0.019002288235294124,-0.018802458235294084,-0.01836944470588231,-0.017846281176470552,-0.017452447999999954,-0.01692771129411763,-0.01895947447058824,-0.020836006470588184,-0.022894719999999993,-0.024381394705882353,-0.026625648823529385,-0.029371353529411767,-0.03215618529411764,-0.03485821058823531,-0.037762752,-0.0403494325882353,-0.042826812588235286,-0.045402417294117675,-0.04783111647058824,-0.05019796470588238,-0.0522066599411765,-0.054151903705882395,-0.05354806311764705,-0.0506834685294118,-0.04834457005882355,-0.04644166182352939,-0.04400522676470586,-0.04036690111764707,-0.036286476705882365,-0.03260901082352942,-0.029022951764705887,-0.025525273294117648,-0.02207807623529412,-0.01876741329411763,-0.015563578235294126,-0.012533179647058829,-0.009727296411764702,-0.007036874588235292,-0.004054244588235292,-0.0034190885882352945,-0.0026310217647058792,-0.0017073923933823704,-0.0007454454980392183,-0.00037950392016804224,-0.0008078111719456577,-0.0009484283725490067,-0.001086557711229924,-0.0011827769764705676,-0.0012178223267973742,-0.0010469364444444518,-0.0008529958562091405,-0.0006271891503267929,-0.00037265620915032105,-9.598332679737476e-05,-0.00012908956209151112,-0.00030645697385620063,-0.0004560752091503223
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
