UniprotID	Q96AQ6-2
pNuLoCScore	0.44106842555555553,0.428699343,0.41687679181818177,0.4068370399999999,0.3981304638461538,0.3912179757142856,0.38598211733333326,0.3826528706249999,0.3791388605882352,0.37176833470588233,0.362692804117647,0.3534322888235294,0.34532091529411757,0.3386055805882352,0.33189930705882353,0.32896918529411767,0.32570841,0.32558863823529416,0.3251610535294118,0.3272068235294118,0.3296618829411765,0.3327171047058824,0.33510598352941184,0.33729678352941184,0.3408339382352942,0.3414593217647059,0.346101935882353,0.3507647311764706,0.35707897,0.3651548035294118,0.3734849752941176,0.38244541352941175,0.3919442076470588,0.40243257411764705,0.41382168235294114,0.4258767023529411,0.43615148647058816,0.4463636482352941,0.45672078470588234,0.46774338647058816,0.4783851594117646,0.48682412411764703,0.4988620994117646,0.5065276552941176,0.5132068352941176,0.5178237529411764,0.5210645811764705,0.5236101958823529,0.5252044935294118,0.5265545876470589,0.5275167141176471,0.5275946105882353,0.5283723223529413,0.5297349752941177,0.5309565794117648,0.5319069264705883,0.5410441970588236,0.5484262299999999,0.554511038235294,0.5596901147058824,0.5650719370588236,0.569942035882353,0.5743693635294118,0.5785517729411765,0.5823935729411764,0.58608764,0.5896245223529412,0.5929112105882353,0.5968786705882353,0.6008589058823528,0.6045878352941176,0.6081333688235294,0.6111382035294116,0.6054014152941176,0.6012489405882353,0.598030344117647,0.5953838323529412,0.5927644223529411,0.5905569576470587,0.5891926323529411,0.5882653488235292,0.5875112917647058,0.5871776741176471,0.5867142211764705,0.5865264952941176,0.58622058,0.5858638270588236,0.5856233711764706,0.5872641747058823,0.5915397176470587,0.5951327176470588,0.5983838599999998,0.6010659188235293,0.60353896,0.606296985882353,0.6088793570588235,0.6113343747058825,0.6132545076470588,0.6147599317647059,0.6158006258823531,0.6158718376470588,0.6141113929411764,0.6131852911764706,0.6126677064705881,0.6120807329411765,0.6093350311764705,0.6037323688235293,0.5983046141176469,0.5935266582352942,0.5893776935294118,0.5856746052941176,0.5819526741176473,0.5786676476470589,0.575644924117647,0.5732314752941177,0.571127087647059,0.5693370641176471,0.568572665882353,0.5696157835294118,0.5699118323529412,0.5707668011764706,0.5706484029411765,0.5703610617647059,0.5698572105882354,0.5698160241176471,0.5710084382352941,0.5722178029411764,0.5744733247058822,0.5775039752941176,0.58063674,0.5835419717647058,0.5865139676470588,0.5899630294117649,0.5933870176470588,0.5968153688235295,0.6001395364705884,0.603323634117647,0.6055089647058823,0.6085424629411764,0.6119672923529411,0.6159528164705883,0.6201941811764706,0.6230281023529413,0.6258654223529413,0.6276118558823529,0.6284103864705883,0.6289110829411765,0.6293720394117647,0.6295846352941176,0.6291264258823529,0.6287831511764705,0.6283840511764706,0.6279141364705882,0.6271265623529411,0.6265557358823529,0.6255856417647059,0.6249454064705882,0.6242458864705882,0.6236110823529412,0.6227939588235294,0.6212867447058823,0.6196290658823529,0.6177860688235294,0.6157337405882353,0.6137375464705883,0.6117479035294118,0.6098120811764707,0.6075638911764706,0.60436375,0.6009997735294118,0.5967824300000001,0.5910735652941177,0.5834536970588236,0.5752382776470588,0.5638959776470588,0.5492073582352941,0.5346733229411765,0.5175165582352941,0.5002129005882353,0.482179601764706,0.4637839676470588,0.4450017823529412,0.4256659964705882,0.4061431870588235,0.3786256382352941,0.3521153064705883,0.32596070294117646,0.3009335511764706,0.27729255647058826,0.2561797699999999,0.23548236352941174,0.21811264058823526,0.20387250211764707,0.18962379388235295,0.17864100117647055,0.16794176788235293,0.15819820964705883,0.14902735376470588,0.14021089494117644,0.1320622425882353,0.12415391729411765,0.12448900611764706,0.124794582,0.12499722552941177,0.1252398431764706,0.12534123200000002,0.12539187670588237,0.12544135670588236,0.12546852788235294,0.12556297811764705,0.12565576223529412,0.12574994494117647,0.12587930823529414,0.12604543058823528,0.12617168176470586,0.1262371976470588,0.12757530588235294,0.1285912082352941,0.12948384176470587,0.1305181388235294,0.13161636588235295,0.1329805917647059,0.13435165529411766,0.13582598470588236,0.13725696,0.1386419817647059,0.14003385235294116,0.14134259,0.14278827176470588,0.14424466352941173,0.14560404117647058,0.14690209764705883,0.14822331352941176,0.1481344405882353,0.14818490294117645,0.14849285176470586,0.14856087529411766,0.14845556764705878,0.14801022058823526,0.14752692764705883,0.14696960823529415,0.14651574882352944,0.14613980588235292,0.14578837352941176,0.14547575294117646,0.14504320588235298,0.14457719352941178,0.14414325000000003,0.1459753335294118,0.1473571917647059,0.14943462941176472,0.15215263705882356,0.1558840841176471,0.16020493470588237,0.16499035705882356,0.1688292094117647,0.17264588411764703,0.17635737352941175,0.17984428882352943,0.1834079294117647,0.18692141764705883,0.19060571764705883,0.1943743323529412,0.1982877576470588,0.20275935588235297,0.20523430117647057,0.20793874352941175,0.21014158470588232,0.21190448176470586,0.21270879941176468,0.2131296682352941,0.21333481647058825,0.21466369588235293,0.2161063682352941,0.2177322682352941,0.21956710352941178,0.2212618705882353,0.22297287705882352,0.22457487352941177,0.2260569823529412,0.2289091911764706,0.2327537011764706,0.23610699352941175,0.2394723017647059,0.24257556823529414,0.24535234470588238,0.2479586188235294,0.25025215352941177,0.25227784941176473,0.25402746058823533,0.25578227411764703,0.25743789647058823,0.2591231111764706,0.2608440882352941,0.2627339417647059,0.26496113882352945,0.26758361882352943,0.2686343623529412,0.26813699176470585,0.26782405352941174,0.2675451405882353,0.26743335588235295,0.26751009294117645,0.26749863764705883,0.26772298058823524,0.2680502017647059,0.2685687988235294,0.26881268352941173,0.2687724970588235,0.2686460041176471,0.2684599294117647,0.2681218852941176,0.2681637517647059,0.2679647635294118,0.2677052770588236,0.26627377294117643,0.26452478823529413,0.26289111000000004,0.2611942523529412,0.25952505411764704,0.25801271705882345,0.25659895294117646,0.2553803499999999,0.25425257823529407,0.25348661294117647,0.2531183994117647,0.25268639058823533,0.2523198729411764,0.25179423647058824,0.250488044117647,0.24917115470588236,0.24808215647058826,0.2482833011764706,0.24897578647058824,0.24973933823529415,0.2506552188235294,0.25170775647058824,0.2527650829411765,0.2537672770588235,0.2546669876470588,0.2555064076470588,0.25626239647058824,0.2568954458823529,0.2576886205882353,0.2573246670588235,0.2581772123529411,0.2585145017647058,0.25922772411764705,0.26008952529411766,0.26092617705882354,0.2618618076470588,0.2628260670588235,0.2638157005882353,0.2647773623529412,0.2657487864705882,0.26663543176470583,0.267406274117647,0.26811175823529404,0.2687919482352941,0.26951691235294123,0.2702065452941177,0.2720736194117647,0.2728214623529412,0.27415100352941174,0.27497562647058826,0.27564280999999996,0.27624605117647055,0.27657057647058825,0.2767331082352941,0.2767931352941176,0.2768075352941177,0.2767687523529412,0.27680784647058826,0.27692525705882354,0.27707888647058826,0.2772334276470589,0.27721685764705883,0.27752694588235294,0.2775364929411765,0.27777130470588235,0.2781525135294118,0.2785845117647059,0.2790212117647059,0.2794124647058824,0.27992939999999994,0.2806035723529412,0.2813361311764706,0.28208895294117653,0.2828423117647059,0.2835024347058823,0.2840643035294117,0.28456889705882354,0.28494739882352943,0.2854787094117648,0.2856619947058824,0.2860712511764706,0.28630413823529416,0.28634555,0.28628820411764705,0.2861234088235294,0.28604515117647056,0.28587646,0.2855400194117647,0.2851678841176471,0.28475182705882357,0.28427974764705877,0.28386335470588225,0.28354927117647055,0.28087959999999995,0.27820279588235286,0.27643691823529404,0.27537536647058813,0.2747954229411764,0.2744122670588235,0.2741809652941176,0.27413599,0.2741285535294118,0.27408898000000004,0.27414166000000006,0.27438296235294113,0.2744957388235294,0.2746528117647059,0.2746209017647059,0.2745352923529411,0.27449447588235293,0.2768058288235294,0.2792834288235294,0.2808703276470587,0.281756005882353,0.2822542294117647,0.2825910864705882,0.28284512941176465,0.28300859176470583,0.2832298,0.28345154470588235,0.28369515588235295,0.28384132941176476,0.284032515882353,0.28425483117647055,0.28465088529411764,0.2807637223529411,0.27536323411764707,0.27190484000000004,0.26833968117647056,0.26573592117647066,0.2633694594117647,0.2616400888235294,0.26019704764705887,0.25887220352941176,0.25777890000000003,0.2569297694117647,0.2565805723529412,0.2561733041176471,0.25633838647058826,0.25714906941176474,0.2582766576470588,0.2597600917647059,0.26608792823529415,0.2742779852941177,0.28092921882352945,0.2879444152941176,0.29418142352941173,0.3005083205882353,0.3063094811764706,0.3119922029411764,0.31768042176470584,0.3231823811764705,0.328960904117647,0.33395098588235284,0.3387095211764706,0.3431530711764706,0.34725634294117647,0.3575347270588236,0.3666320564705882,0.37516030470588246,0.3834723723529412,0.39124397529411764,0.39870329,0.40579223,0.4120389617647059,0.4178288670588235,0.42365956470588234,0.4293687164705883,0.4349484429411764,0.4399822129411765,0.4452889029411765,0.4508086011764706,0.4561380158823529,0.46121582470588235,0.45974967352941176,0.4591588305882353,0.4585809629411765,0.45768241764705886,0.4568878029411764,0.45609943352941185,0.45543668764705886,0.45518593823529413,0.455171295882353,0.45490520176470595,0.4545685305882353,0.45429551058823536,0.4539163741176471,0.4535887976470589,0.45333301176470586,0.4558756635294117,0.4569950982352941,0.45747107941176474,0.45806726941176473,0.45850741647058824,0.4590168429411765,0.4594686076470588,0.4598439241176471,0.4601841723529412,0.4605948235294117,0.46103387235294113,0.461479894117647,0.4617693076470588,0.46204572411764705,0.46224041000000005,0.4624194017647059,0.4625723647058824,0.4598822652941177,0.45838011058823525,0.4574661929411765,0.45650401294117643,0.45569740999999997,0.4549613294117647,0.45431547882352935,0.453896684117647,0.4536721617647059,0.4535789988235294,0.45364754058823525,0.4538151382352942,0.45420913000000007,0.4546625652941177,0.455368135882353,0.4560224664705883,0.45594352823529416,0.45678167647058826,0.4580529405882353,0.45932469294117645,0.4606810894117647,0.46232052588235295,0.46387592,0.4653080282352941,0.4666733517647059,0.46797726705882353,0.4692646388235295,0.47053575411764703,0.47182573529411764,0.4729181535294118,0.4740405923529411,0.4750146317647058,0.4760985023529412,0.4779981329411764,0.4790840470588235,0.4798629811764705,0.4806705876470589,0.48134610823529417,0.48181416294117646,0.4823809064705882,0.4831635682352941,0.483851165882353,0.4844483758823529,0.4848771747058823,0.48509583352941177,0.48501689941176485,0.4850492476470589,0.48216510411764707,0.47938592588235296,0.47668082294117653,0.4739651194117647,0.47090913705882353,0.4677660852941176,0.4646522088235294,0.4616395376470588,0.45852440000000005,0.4553035370588236,0.4519249970588236,0.4485201217647059,0.44502954941176476,0.44149091647058825,0.4379934564705883,0.43463091647058816,0.4311338729411765,0.43039390470588235,0.4295329364705882,0.42851142,0.42734140352941175,0.4263896270588235,0.4255644417647059,0.4246650323529412,0.4233420094117647,0.42200136470588234,0.4206750488235294,0.4194702317647059,0.4182452617647059,0.4171503017647058,0.41618106058823523,0.4152565464705882,0.4142721617647058,0.41386904882352943,0.41373698999999997,0.41363379823529417,0.4135289152941177,0.41330855764705887,0.41292954470588245,0.41265158058823537,0.4126763670588236,0.4130938594117647,0.41350740823529414,0.41389535235294117,0.4142941794117648,0.41476804470588235,0.4152831494117647,0.4157960117647059,0.41626025352941176,0.4168058829411765,0.4169284652941177,0.41684800470588235,0.41684805058823526,0.41687060882352933,0.4170575617647058,0.41746309235294116,0.41785024000000004,0.41801862529411765,0.41811525235294117,0.4183063117647059,0.41863585176470586,0.41894838352941177,0.4192545105882353,0.4195332064705882,0.42100515235294117,0.42181986529411764,0.4225684558823529,0.42354466176470595,0.4248502282352942,0.4261720188235295,0.4275242435294118,0.4289671335294118,0.43049713764705894,0.4321560276470589,0.4339116364705883,0.4356293582352941,0.4373198264705882,0.43900693058823526,0.4406791635294117,0.4423415164705882,0.4439786735294118,0.4443976099999999,0.4453671864705882,0.4462059464705882,0.44679150999999995,0.44705490647058815,0.4472961629411764,0.447520154117647,0.44760136529411765,0.44763714352941175,0.44751489647058823,0.4473170005882353,0.44713753647058824,0.4469193323529412,0.44661616176470587,0.44635884647058827,0.4468886094117647,0.44729506235294114,0.4472038005882353,0.4469529552941176,0.4472185729411765,0.44737939352941186,0.44760287352941175,0.4478997523529412,0.44830378529411763,0.4488692958823529,0.4494315270588235,0.45002932705882354,0.45063495235294115,0.4512100676470588,0.4517504699999999,0.4523739223529411,0.45297874823529405,0.45283994647058823,0.4528176964705882,0.4533504394117647,0.4542268276470589,0.45479688294117654,0.45551889117647065,0.4561803647058824,0.45674318588235296,0.4571947452941177,0.4575665923529411,0.4579327805882352,0.45827863941176467,0.4586246105882352,0.4588100237499999,0.4590771473333333,0.45930678499999994,0.45956104538461534,0.4597706125,0.45996933636363635,0.46014793200000004,0.4603058244444445
pNuLoCDScore	-0.06192956496732033,-0.0693000908496732,-0.07837562143790855,-0.08763613673202614,-0.09574751026143796,-0.10246284496732033,-0.109169118496732,-0.11209924026143786,-0.11536001555555553,-0.10311070476470585,-0.09171573828876994,-0.0796302164705881,-0.06846858090497732,-0.05850087100840323,-0.05087613380392142,-0.04535608709558808,-0.03830492235294103,-0.03030901294117644,-0.016590868235293987,-0.0026675576470587825,0.011758054705882426,0.02654922294117662,0.04158566823529408,0.05347622823529408,0.06623579764705878,0.07684393588235289,0.08866062882352932,0.09866987882352929,0.10648960352941167,0.11364654352941173,0.1216148011764705,0.13044660294117633,0.13755122117647045,0.14536480235294114,0.15276016352941163,0.15576292411764697,0.1561278652941176,0.15266894941176462,0.14757960588235286,0.14116478235294116,0.133260285882353,0.12412201352941182,0.11369503176470597,0.1017179082352942,0.09222083588235314,0.08337132705882361,0.07423579470588243,0.06416354000000019,0.06265903764705893,0.061602105882352876,0.05564893882352939,0.053162459411764784,0.051865101764706045,0.0521182829411766,0.05330478235294134,0.05494157705882363,0.057189079411764654,0.05953305235294115,0.06210780823529405,0.06531659999999995,0.068506348235294,0.07112393058823507,0.07363125588235286,0.07622644235294107,0.07009400647058806,0.056975185294117714,0.046737902352941285,0.038340229411764626,0.030311895294117597,0.022822386470588096,0.01618759411764692,0.010640859411764514,0.00587177588235277,0.0014236517647058244,-0.0024468482352940635,-0.0061969894117647195,-0.010352175294117694,-0.01463832588235281,-0.018724008235294076,-0.022509997647058855,-0.023874028823529292,-0.013861697647058913,-0.00611622294117653,0.00035351588235277287,0.005682086470588099,0.010774537647058824,0.0157400282352943,0.019686724705882397,0.023069025882353267,0.025743215882352954,0.027582257647058794,0.02908640470588253,0.029345342352941173,0.027890812941176457,0.02732146411764702,0.02704433529411754,0.02481655823529416,0.01779531352941177,0.008599651176470546,-7.9245882352863e-05,-0.007539260588235175,-0.01416126647058813,-0.0206223805882354,-0.026926682941176172,-0.032666727058823564,-0.037609583529411794,-0.041528456470588226,-0.044673538235294075,-0.04653477352941171,-0.04553872705882345,-0.0435695076470588,-0.04275587411764692,-0.04131393176470588,-0.03868662823529401,-0.03337130705882341,-0.028447403529411552,-0.023710634117647067,-0.018369255294117703,-0.013456802352941222,-0.0074793494117650905,-0.0011636723529413473,0.004991815882352979,0.010310496470588126,0.01538687999999977,0.020625965294117865,0.02481435176470581,0.0271995852941177,0.03022770411764719,0.032556832941176395,0.034860561764705866,0.03818140117647051,0.042110081764705765,0.046136792352941214,0.0491857429411765,0.05081029941176485,0.0513920976470591,0.05010788058823534,0.04777364647058835,0.04536911117647069,0.04285807176470591,0.03962160588235264,0.03573940823529409,0.031967782352941065,0.028244514705882184,0.024590502352941246,0.02161759764705873,0.018013272941176495,0.013618349411764763,0.008992589999999856,0.00405170529411758,0.0005829799999998997,-0.0030714635294118997,-0.00632511117647061,-0.008781320588235442,-0.011125014117647103,-0.013638298823529404,-0.015847088823529254,-0.017378522352941128,-0.018971069999999868,-0.020820159999999976,-0.02355038647058827,-0.026126788823529257,-0.02977330588235283,-0.03451207647058818,-0.04149170941176461,-0.04900760882352939,-0.05971510470588237,-0.0735866005882353,-0.08661342176470577,-0.10211250764705881,-0.11757316823529407,-0.1335541388235293,-0.1499535788235295,-0.16674612117647059,-0.18414608470588245,-0.20142070411764706,-0.22573811176470587,-0.2488844670588235,-0.2708217270588236,-0.2901400141176471,-0.3061611405882353,-0.3190585076470589,-0.328413614117647,-0.33109471764705883,-0.33080082082352946,-0.3278927643529411,-0.3215718994117648,-0.31423783388235305,-0.305585758,-0.2959744285882353,-0.2854551015294118,-0.27408094447058823,-0.2544717209411764,-0.22762630035294124,-0.20116612094117647,-0.1759363256470588,-0.15205271329411765,-0.1308385379999999,-0.11009048682352937,-0.0926712838823529,-0.07840397423529413,-0.0640608157647059,-0.05298523894117643,-0.04219182294117646,-0.03231890141176469,-0.022981923176470603,-0.014039213176470583,-0.005825044941176499,0.0034213885882352912,0.004102202117647044,0.004689259764705869,0.0055209132941176214,0.006376522705882348,0.007639359764705866,0.008959778588235295,0.010384628000000007,0.011788432117647074,0.013079003647058857,0.014378090117647041,0.015592645058823518,0.016908963529411736,0.018199232941176452,0.019432359411764716,0.02066490000000004,0.02064800764705882,0.019543232352941198,0.01870106117647058,0.017974712941176474,0.016944509411764702,0.015474975882352887,0.013658565294117603,0.011700942941176462,0.009712648235294136,0.007873767058823533,0.006105953529411762,0.004445783529411773,0.0026874811764705797,0.000798542352941245,-0.0010268476470587928,-0.002758847647058804,-0.002247979999999955,-0.0007772488235293917,0.0012497264705882694,0.003659785294117701,0.007323208823529437,0.011749367058823595,0.016980136470588297,0.021302281764705888,0.025676275882352884,0.029841624705882308,0.033704482941176506,0.03761955588235294,0.041445664705882374,0.045562511764705854,0.0497971388235294,0.054144507647058776,0.056784022352941166,0.05787710941176466,0.05850411411764703,0.05798894764705875,0.05602039764705877,0.05250386470588231,0.04813931117647055,0.04450560705882353,0.0420178117647059,0.03974899470588236,0.037887979411764666,0.036159174117647075,0.034340452941176464,0.032367159411764684,0.030200541176470586,0.02776922470588239,0.02614983529411763,0.027519400000000027,0.028168250000000006,0.02933071705882359,0.030671086470588277,0.0326435452941177,0.03482895058823529,0.036917337058823524,0.0376141535294118,0.03792109235294122,0.03805000588235294,0.03787079294117646,0.037861240588235284,0.037871211176470576,0.03815906823529411,0.03890415647058826,0.038674427647058834,0.035880661176470596,0.032029998235294094,0.028351751764705835,0.02496957235294117,0.022081011176470572,0.019551474117647044,0.017246484117647065,0.015445131176470506,0.014022741176470566,0.012786524705882374,0.011374787058823499,0.009649385882352923,0.007801915882353017,0.005725987647058839,0.0031607464705881716,0.0005801329411764811,-0.0006695988235294048,-0.000431714705882269,-0.0015502805882353088,-0.00302035235294118,-0.004542245882352913,-0.006315840588235255,-0.007973583529411798,-0.009710263529411789,-0.011451248823529436,-0.013188448823529486,-0.014560105294117665,-0.01528588411764703,-0.01552760470588238,-0.015773538823529387,-0.015802012352941208,-0.016369515294117676,-0.017476719411764763,-0.018534122352941218,-0.018191616470588173,-0.01624148705882353,-0.0139153235294118,-0.011454914117647041,-0.008869835294117612,-0.006304960588235209,-0.0038338699999999615,-0.0016130729411764078,0.0004144094117647379,0.0020197947058823162,0.003143997058823511,0.004209055294117581,0.005368747647058858,0.005530430588235269,0.007689168235294086,0.009343347058823448,0.01114556764705879,0.011806224117647063,0.011950390588235299,0.012122469411764647,0.012170848235294074,0.01210794411764704,0.012012279411764692,0.01198150941176468,0.011968444117647026,0.011899866470588216,0.011849361764705801,0.011896502352941207,0.011828291764705956,0.012881878235294186,0.013896407058823612,0.014306960588235385,0.01492327941176469,0.0148861011764706,0.014716632941176422,0.014384243529411755,0.01374450941176475,0.012917407647058843,0.012015772941176395,0.01105874882352953,0.01013332058823535,0.009401572352941256,0.008813498823529498,0.008286938235294139,0.007716515294117654,0.007010312352941139,0.005453326470588216,0.004715030588235303,0.0036203011764706083,0.0031768870588235187,0.0029417017647059285,0.002775160588235348,0.002841888235294132,0.0031962917647058164,0.0038104370588236125,0.004528595882352882,0.0053202005882353465,0.0060344652941176635,0.006577177647058785,0.00698541705882344,0.007335469411764661,0.007730541176470596,0.007951763529411848,0.00812550176470589,0.008299946470588238,0.008151624705882377,0.007761038235294115,0.007266992352941148,0.006710944117647,0.0061157511764706185,0.005272887647058799,0.0042038882352941065,0.0030789311764705674,0.0019095152941176474,0.0007773129411764446,-0.00020094882352944543,-0.0010196258823529925,-0.004067798823529478,-0.007275913529411926,-0.009225076470588345,-0.010695884705882452,-0.011508715294117733,-0.011933282941176515,-0.012107238823529431,-0.011987418823529383,-0.011916597647058769,-0.011787479999999961,-0.011398359411764647,-0.010784921764705968,-0.01025608823529417,-0.00962693588235286,-0.009242452941176371,-0.009013978823529445,-0.006385124117647023,-0.0013969670588234728,0.0028465105882353736,0.005494961176470581,0.006960582941176574,0.007841962352941212,0.008410121176470609,0.008709139411764655,0.008880038235294041,0.009140819999999938,0.009309884705882288,0.009312193529411816,0.009345590588235364,0.009379704117647103,0.009633929411764663,0.010115592941176532,0.006269246470588186,-0.0014425947058823163,-0.007378588823529375,-0.012530646470588158,-0.016020084705882343,-0.018884769999999995,-0.020950997647058822,-0.022648081764705785,-0.02413638823529407,-0.025450899999999943,-0.026521775294117644,-0.027114583529411762,-0.02766802529411766,-0.027694129411764745,-0.027105761764705805,-0.026374227647058823,-0.021003630588235234,-0.009275305882352924,0.00237314529411764,0.01258953764705889,0.022208494117646915,0.030811964117647028,0.038868231764705885,0.046112433529411745,0.05311999941176465,0.05990152176470581,0.06625261176470582,0.07238033176470582,0.07777768176470573,0.08237113470588231,0.08600400176470585,0.08897968529411765,0.09777463529411773,0.10054412823529407,0.10088231941176479,0.10254315352941173,0.10329956000000007,0.10452186647058825,0.10528390941176469,0.10572948058823528,0.10583666411764708,0.1059791429411765,0.10618633529411775,0.1059875388235294,0.10603122705882367,0.10657938176470594,0.10765553,0.10888167294117646,0.10368109764705874,0.09311761705882354,0.08399852588235285,0.07510859058823532,0.06643844235294122,0.058184512941176436,0.05030720352941187,0.04339772588235297,0.025887453333333338,0.021949835686274538,0.02119842980392153,0.02246007450980389,0.02915227098039222,0.036388938627451045,0.04160928980392167,0.04569335274509809,0.05021311450980395,0.04903802388235298,0.043593737326203225,0.03930746848039221,0.036644774886877896,0.03556693340336137,0.03668982580392155,0.03682700367647057,0.03667336235294116,0.04202976529411767,0.04496520058823533,0.04579909529411769,0.041236041176470506,0.03539617058823524,0.03154258705882346,0.02855489176470588,0.024699960588235315,0.020910617647058816,0.02026529058823523,0.018371110588235207,0.015652646470588116,0.014821407647058804,0.012559080588235294,0.010142620588235285,0.008093911764705919,0.007326997647058797,0.0069948005882353725,0.007244803529411814,0.008289998235294194,0.009885538823529438,0.012084636470588217,0.014431207058823503,0.018710384117647028,0.021087958235294135,0.022322104117647124,0.02867425294117648,0.03750773588235301,0.04439580411764704,0.04920876529411772,0.05445327823529417,0.05959812411764709,0.06246419411764703,0.06387143352941166,0.06489396058823527,0.06545056647058822,0.06614004764705883,0.0666360405882353,0.06633705764705883,0.06489662529411766,0.06413391588235295,0.06713719235294119,0.06922882352941179,0.06597621941176474,0.06209778235294117,0.06025422941176467,0.058311534705882295,0.05681540352941167,0.05698634294117644,0.05918447882352945,0.05975727764705879,0.05898319117647055,0.056864394117647044,0.052945485294117633,0.04767907176470587,0.04371906882352938,0.039801162352941066,0.033997112941176466,0.02583534000000004,0.019055576470588198,0.012117505882352941,0.0056278541176470465,-0.0012686394117646382,-0.012617115294117576,-0.025463406470588146,-0.04077337882352938,-0.05525996647058817,-0.06868834588235295,-0.08109142588235296,-0.09197918117647053,-0.10024722529411767,-0.1087291258823529,-0.11701628529411756,-0.1252148152941177,-0.1326573605882354,-0.13917054176470595,-0.14433152235294117,-0.14911887705882348,-0.1538518941176471,-0.15451781411764703,-0.15121522882352947,-0.14636790882352946,-0.14052598000000002,-0.1339443276470588,-0.1271575641176471,-0.1196600570588236,-0.11197993235294115,-0.1056144141176471,-0.09805901882352944,-0.09026566941176467,-0.0821373535294117,-0.07391965823529403,-0.06570552588235296,-0.0582027147058824,-0.050938085882352935,-0.041136035882352956,-0.03130962235294116,-0.0210030805882353,-0.012304037058823547,-0.005202831176470635,0.001887875294117658,0.008432096470588235,0.014450429411764693,0.020233028823529453,0.02562138352941179,0.030180260000000014,0.034131709411764743,0.0377023376470588,0.04142236176470593,0.044992895882352946,0.048754902352941165,0.05066055823529411,0.04784127470588237,0.040989896470588205,0.035500640588235294,0.032085834705882416,0.03006525705882354,0.02754380117647065,0.025183202352941192,0.02336703235294113,0.022153142352941108,0.02110991000000001,0.02048956294117643,0.020647944117647032,0.02133012470588236,0.022144964705882397,0.023044318235294126,0.029565526470588188,0.03854725000000003,0.05094451647058834,0.06354982411764715,0.07430479647058824,0.08342267117647062,0.0925602552941176,0.10148280764705875,0.10965169411764703,0.11674453764705883,0.12330491058823528,0.1291594035294118,0.1332259052941177,0.1362695664705882,0.13877784588235292,0.1410614252941177,0.1373834041176471,0.12672678999999998,0.11493535764705876,-0.0626247994379085,-0.07465532355555557,-0.08442989649673205,-0.09221628002614382,-0.10142262214379091,-0.10746939743790854,-0.11500217332026147,-0.12193668626143794,-0.1267365074379085,-0.10925198341176473,-0.09305693358288772,-0.0819433800490196,-0.07472620446153849,-0.06946090576470593,-0.062052062737254915,-0.05672441100735298,-0.05074292647058826,-0.035584765294117665,-0.023140035882352944,-0.01282006058823526,-0.0016033767058823145,0.007165300705882366,0.0168069571764706,0.026229781882352976,0.033677738941176455,0.03646461835294118,0.03635811011764703,0.03663767682352939,0.03833264152941179,0.04093139564705886,0.0431877221176471,0.04291335329411769,0.04285779152941177,0.03955722682352944,0.03732828623529416,0.03461617943382353,0.032890129294117665,0.03131212403361347,0.03005815443438911,0.028597465490196067,0.02667873748663102,0.024162922058823505,0.02139900542483661,0.018974114836601302,0.016001624248365987,0.01322404189542481,0.010533980130718906,0.00802202836601304,0.005440326601307166,0.005613254248365979,0.005172038366013015
pNuLoCRank	Low
UniprotNLSRegion	485..505;695..720
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	666...691;471...476;469...474;462...467;464...470;670...675;456...476;468...473
validnes_region	
nesbase_region	
