UniprotID	Q9UK17-2
pNuLoCScore	0.2711153111111111,0.26012442,0.25195031,0.2461999725,0.24334362846153848,0.24221696285714286,0.241777632,0.241723383125,0.24145551588235292,0.22844105176470586,0.21652823882352942,0.20637362823529412,0.1975918758823529,0.19420424705882353,0.19414449764705885,0.19744978941176472,0.20085081176470587,0.20440086352941175,0.20756354176470587,0.2103827858823529,0.21234654999999997,0.2126706147058823,0.2122113164705882,0.2114151005882353,0.21716007764705883,0.21967169,0.22165030882352943,0.22476088764705884,0.23001834588235298,0.23661257588235293,0.24297118294117648,0.2501166382352941,0.2566041347058824,0.26250145882352943,0.2678290570588236,0.2723112023529412,0.27696325764705887,0.28179722823529413,0.2869283694117647,0.2917818247058824,0.29648894647058827,0.2942265723529413,0.29536676529411776,0.2978513835294118,0.3011712223529412,0.30180949,0.3005236182352941,0.29916448117647054,0.297363604117647,0.29537665705882354,0.2946633611764706,0.2939638070588235,0.29329685411764705,0.29243688,0.29179129470588233,0.29097095941176465,0.29070248235294116,0.2918826929411764,0.2907907788235294,0.29050601941176474,0.2906320523529412,0.2914869688235294,0.29294590117647057,0.29452936,0.2959877017647059,0.29713871117647056,0.2981453758823529,0.2992309994117646,0.30064419352941174,0.30300226999999996,0.30533746764705877,0.3069200588235294,0.30885419411764703,0.3096422764705883,0.30894960117647063,0.31031091529411764,0.3114311847058823,0.3118838111764706,0.31181993882352943,0.3126674029411765,0.31307363117647063,0.31357729764705894,0.3143725447058824,0.31562027411764715,0.31614628000000006,0.31578352941176474,0.31498002352941185,0.3142768611764706,0.31446942470588235,0.3113634658823529,0.30948147000000004,0.3084057541176471,0.30839749882352946,0.30717145764705883,0.30499823705882356,0.30300737470588235,0.3003355717647059,0.29774801176470583,0.29536406235294116,0.29269339058823524,0.2906066082352941,0.28850111411764706,0.28675308470588234,0.2850158829411764,0.2829602729411764,0.28018114647058817,0.28081819764705884,0.28139016588235294,0.2816411788235294,0.28126176941176473,0.2816146323529412,0.28325268705882356,0.28451248882352936,0.28697732176470586,0.28903648411764704,0.2906365464705882,0.293388424117647,0.29615589235294104,0.29931269470588234,0.30237934529411764,0.30571844294117645,0.31447159,0.32133485000000006,0.3195185235294118,0.31576110176470584,0.317446854117647,0.3195883747058823,0.3190405223529411,0.31951215823529405,0.32267330470588235,0.32537369294117646,0.3279476623529411,0.3341143358823529,0.3409182347058823,0.3476500488235294,0.3548777347058824,0.36394351882352943,0.3721284288235294,0.3745635976470588,0.37805108000000004,0.3921558452941176,0.4085463788235294,0.41919291,0.4298974894117647,0.44381100999999995,0.4572516958823529,0.46821787470588233,0.4788080264705883,0.4903938335294117,0.4989172376470588,0.5064318976470589,0.5133756941176472,0.5252178882352941,0.5363855923529413,0.5476117570588235,0.5594018570588235,0.5717423158823529,0.5817349670588235,0.5909479141176471,0.6000629747058824,0.6082515358823529,0.6157904611764706,0.6226205082352941,0.6292845523529411,0.6359998488235293,0.6421280841176469,0.6480554982352941,0.6537489452941176,0.6596066429411764,0.6602140429411765,0.6600869629411764,0.6603751882352942,0.6605096005882354,0.6611937711764706,0.6617780270588236,0.6621845270588237,0.6622883623529413,0.6621743982352942,0.6618313735294119,0.6609169947058823,0.6597644094117647,0.6580621388235294,0.6553038764705882,0.6503220211764705,0.6179308905882352,0.5860778088235294,0.5539744982352941,0.5218633637647058,0.48937607788235304,0.45660179611764706,0.42354306670588243,0.3905131125882354,0.3575339637647059,0.32479985611764717,0.2926272422352941,0.26078056752941176,0.22937484841176467,0.1981231895882353,0.1674152695882353,0.1376975025294118,0.11005597605882353,0.1096396201764706,0.10857516935294118,0.10769026641176471,0.10670691641176472,0.1060403543529412,0.1056856631764706,0.10564043905882352,0.10558308964705881,0.10544047229411765,0.10532671699999999,0.1051813644117647,0.10503195205882353,0.10484986552941178,0.10465212811764706,0.10453522694117647,0.10365144870588235,0.10295296964705883,0.10225221082352942,0.10127529729411766,0.10012356611764706,0.09913919058823528,0.09828146676470588,0.09744051970588234,0.09654595205882352,0.09554981794117647,0.09456949294117648,0.09354361588235294,0.0924812811764706,0.09141355611764707,0.09038020058823532,0.08937060388235295,0.08833725152941177,0.08800783352941177,0.08750319694117646,0.08702712164705882,0.0868038027647059,0.08678665747058824,0.08661627188235295,0.0863998777647059,0.08618187070588236,0.08606281835294118,0.08607776247058822,0.08613191805882352,0.08627232835294116,0.08646625599999999,0.086661844,0.08691286752941177,0.08815608223529414,0.08928930752941178,0.0900519634117647,0.09080049376470589,0.09145603435294115,0.0919963732352941,0.09254504558823529,0.09308017588235294,0.09357693735294119,0.09400267,0.09435449470588236,0.09460586588235295,0.09486950994117649,0.0950362825882353,0.0951465331764706,0.09526213576470588,0.0953532645882353,0.09443898635294118,0.09367520047058822,0.09319481376470588,0.09266081964705881,0.09224263670588236,0.09194733776470589,0.09163048952941177,0.09132557211764705,0.09102601476470588,0.0907792703529412,0.09057654623529414,0.09045655447058826,0.09033150541176471,0.09025031129411765,0.09021033011764706,0.08996325164705883,0.08991876988235295,0.08994266164705883,0.08998037282352941,0.09013653988235294,0.09038943458823531,0.09062323341176472,0.09087043964705883,0.09107719670588237,0.09123576529411766,0.09135858647058825,0.09145022588235296,0.09153872411764707,0.09161904352941179,0.09169743470588237,0.09177781470588237,0.09186837058823531,0.09217671564705884,0.09227918505882353,0.0923089668235294,0.09231088329411763,0.09226839411764706,0.09220508764705883,0.092083545,0.09194037735294117,0.09180153794117646,0.09167458911764705,0.0915808655882353,0.09147671205882353,0.09135176911764707,0.09122917852941179,0.09110797970588236,0.0910624655882353,0.09104846005882354,0.09097223535294119,0.0908643124117647,0.09073520499999999,0.09064384705882354,0.09073782447058823,0.09079162364705883,0.09087500276470589,0.09096220276470587,0.0910689098235294,0.09112096005882352,0.09104046358823527,0.09084402094117645,0.09048578564705882,0.0899696074117647,0.08935595388235296,0.08852771564705884,0.08752920588235294,0.0864854325882353,0.08537842494117649,0.0842216394117647,0.08298999676470588,0.08153560911764705,0.08008608758823528,0.07862194670588234,0.07713054376470588,0.07559154611764705,0.07408774505882353,0.07267183505882352,0.07136912476470589,0.07021411594117648,0.06860987688235294,0.067065762,0.06566114682352941,0.06438281211764706,0.06321263594117646,0.06213780099999999,0.06111607470588233,0.06012646176470587,0.059193454705882345,0.05829093664705881,0.05741977729411764,0.05658068964705881,0.05577273876470587,0.054989993941176464,0.05424066805882352,0.053511574117647044,0.052802225882352935,0.05268720670588235,0.05259889123529411,0.052501830529411764,0.05240286564705882,0.05229632670588234,0.052187895176470586,0.05209612570588235,0.052018882647058826,0.051942089941176474,0.05187446711764705,0.05181274894117647,0.051752797941176466,0.051697011941176464,0.051643084176470594,0.05158859888235295,0.051507122823529414,0.05139216929411764,0.05126965735294117,0.051155781352941174,0.05104573941176471,0.0509421495882353,0.050841348235294126,0.050743693176470595,0.05065023023529412,0.05055906358823531,0.05046856729411766,0.05037655547058824,0.050280484588235294,0.050187098529411764,0.05009449070588236,0.05000141041176471,0.049906204941176466,0.049837596117647064,0.04980281082352941,0.04977993252941177,0.049748768294117646,0.04971211823529411,0.04966761058823529,0.04961927411764706,0.049566461529411764,0.04950938111764706,0.049449371764705874,0.04938997664705881,0.049332431235294114,0.04927971005882353,0.04922516111764705,0.04917065052941176,0.04907481105882353,0.048975941,0.048884404235294124,0.04880192129411765,0.04872514,0.048652417294117636,0.048585785176470574,0.048524900470588224,0.04847080358823528,0.048429868294117634,0.04840119011764705,0.04837919799999999,0.04836376094117647,0.048352010705882346,0.048344230588235296,0.04834011105882353,0.04833886300000001,0.04838239958823529,0.048434490529411775,0.04848710276470588,0.048537590647058815,0.04858839305882352,0.04864019929411764,0.04869047282352942,0.048737797529411764,0.048781839882352934,0.04881667117647059,0.04884361882352941,0.04886655941176471,0.04888587970588235,0.04890369994117647,0.04891987970588235,0.04895072423529412,0.04897264288235295,0.048999027117647066,0.04902744229411765,0.04905408188235295,0.049078133411764716,0.04910078605882353,0.04912128994117647,0.04913996847058824,0.049157454117647055,0.04917343952941175,0.049189508823529404,0.04920521247058823,0.04922167094117647,0.049237892411764704,0.04925401264705882,0.049269580647058824,0.049268207352941185,0.04927350147058823,0.04927357117647058,0.04927012923529411,0.04926714064705882,0.0492647484117647,0.0492614395882353,0.04925934417647059,0.049258440352941184,0.04925934035294119,0.04926150670588236,0.049263089411764716,0.04926427205882353,0.049264626882352947,0.04926385552941176,0.049272822058823516,0.04926843723529411,0.0492670124117647,0.0492697674117647,0.04926925888235294,0.04926876629411764,0.04926789652941176,0.04926711182352941,0.049267883588235285,0.04926969452941175,0.04927132511764705,0.0492699732352941,0.04926957270588234,0.049269847470588234,0.049270889235294116,0.04927255088235294,0.04927591341176471,0.04927063476470589,0.049279234,0.04928557311764706,0.04928715329411765,0.049289862705882356,0.04929339900000001,0.04929767541176471,0.049302861882352944,0.04930739070588236,0.04931112423529412,0.04931525217647059,0.0493212275882353,0.04932609058823529,0.049330449411764704,0.049333992647058816,0.04933831970588235,0.049345913235294116,0.04935300282352941,0.04936237564705882,0.049369726823529414,0.04937914223529412,0.04939128341176471,0.04940268105882353,0.04941384776470588,0.049424255117647066,0.04943414588235294,0.04944312611764706,0.04945120188235294,0.049459227999999994,0.04946464282352941,0.04946265923529411,0.04945769035294117,0.04945092982352941,0.04943965276470588,0.04942815452941177,0.049413368352941175,0.049400457764705884,0.0493880404117647,0.04937592717647059,0.04936554894117647,0.0493548534117647,0.04934457417647059,0.04933558247058824,0.049327769882352934,0.04932112617647059,0.04931563870588235,0.04931306594117646,0.04932319629411764,0.04933991823529411,0.04935671794117648,0.049371500058823535,0.0493864555882353,0.04940421717647059,0.04942161511764706,0.04943997270588235,0.04945916758823529,0.049477058176470586,0.04949575447058824,0.049514038941176466,0.04952997458823529,0.04954543223529411,0.04955962576470588,0.0495742044117647,0.049588219705882355,0.049596860411764705,0.049602128647058825,0.049608078176470595,0.049616428529411775,0.04962468882352942,0.0496303345882353,0.049635848705882356,0.049639279882352935,0.049641381176470586,0.049642957058823524,0.04964382858823529,0.04964497335294117,0.04964743888235293,0.04964972394117647,0.04965228523529412,0.04963365129411764,0.04962036935294118,0.04961461158823529,0.04961481052941177,0.04961706652941176,0.049618462882352936,0.04961854041176471,0.04961959447058823,0.04962110276470589,0.04961881252941176,0.04961381035294117,0.04960882135294118,0.04960420488235294,0.04960015482352941,0.04959575105882353,0.04959014305882353,0.04958469176470588,0.049599649,0.04960878505882353,0.04960838752941177,0.049601152705882355,0.04959067876470588,0.04958045523529412,0.04957057582352941,0.04956004464705882,0.04955098076470588,0.04954653594117647,0.049544520470588244,0.04954262594117647,0.049540414,0.049537528235294115,0.04953536117647059,0.049546594352941176,0.04955709905882353,0.04956377105882353,0.04957178011764706,0.04958865305882353,0.04961059247058824,0.04963281264705882,0.04965424205882353,0.04967501182352942,0.049694549000000005,0.049712343000000006,0.049729027235294126,0.04974505370588236,0.04976031041176471,0.049773621294117644,0.04978644611764706,0.04979922235294117,0.04979827411764706,0.04979732617647059,0.049800177352941184,0.049802381411764705,0.04979698458823529,0.049786829000000005,0.049776213705882345,0.04976574299999999,0.0497559218235294,0.04974657705882352,0.04973669558823529,0.049731244687499995,0.049725861,0.04972060864285715,0.04971666792307693,0.04971263358333333,0.049707658818181816,0.0497039973,0.04970108755555555
pNuLoCDScore	-0.029659795228758168,-0.04267425934640523,-0.05458707228758167,-0.06474168287581697,-0.07352343522875818,-0.07691106405228756,-0.07697081346405224,-0.07366552169934637,-0.07026449934640522,-0.05572355647058827,-0.04438676823529414,-0.0358171866176471,-0.030997078461538513,-0.02954634815126056,-0.029566315529411802,-0.030308282536764708,-0.024295438235294092,-0.008769361764705857,0.005122070000000006,0.018387259411764723,0.03242647000000007,0.042408328823529406,0.04882668529411763,0.0526668488235294,0.05575332294117652,0.05810059529411768,0.06026551529411772,0.061928416470588304,0.0646167076470589,0.06912661352941182,0.0747170529411765,0.08036672411764709,0.07932886882352944,0.0745548823529413,0.07371645647058833,0.07309049588235297,0.07115287647058821,0.06519691411764708,0.05755243529411763,0.04904784294117642,0.040759469411764615,0.03287519823529411,0.02683430411764698,0.021652604705882317,0.016333596470588185,0.010639651764705882,0.004862925294117637,-0.0008108652941177241,-0.0057864641176471054,-0.002343879411764893,-0.004575986470588378,-0.00734536411764708,-0.010539169999999987,-0.01032252117647059,-0.007577717058823541,-0.004635121176470525,-0.0013759023529411052,0.0017620541176470161,0.0034820147058823303,0.005267192352941097,0.007347339411764686,0.010565389999999952,0.013546172941176438,0.015949099411764756,0.01815171176470587,0.01775958352941187,0.01815882235294125,0.019804895882352902,0.02079913235294112,0.020396842352941202,0.01887403764705886,0.01813804294117649,0.017085929411764733,0.01643858647058838,0.01622716882352948,0.01638927470588253,0.015502086470588317,0.012781259411764778,0.009642555882353077,0.007356802352941172,0.00561523058823532,0.0017211894117646342,0.0005318688235294022,-0.001905161176470549,-0.0030336858823528656,-0.004712353529411795,-0.0068217017647058675,-0.00966002823529416,-0.012738059411764757,-0.015829285882353106,-0.019008482352941225,-0.022926883529411912,-0.02553967176470595,-0.02728241529411768,-0.0282269388235295,-0.029260978235294166,-0.03150915176470592,-0.031182319411764747,-0.028663272352941194,-0.027015588235294152,-0.026756320000000056,-0.025909688235294104,-0.023383604705882355,-0.01975468764705879,-0.015823082941176514,-0.010770689999999972,-0.006327578235294118,-0.002056844117647061,0.0027818158823528782,0.00765477823529398,0.012559609999999999,0.017363462352941228,0.022758170000000022,0.03429044352941185,0.04051665235294122,0.03812835764705885,0.03411992294117644,0.036185084705882276,0.0379737423529411,0.035787835294117554,0.03499966941176469,0.035695982941176485,0.03633720882352942,0.03731111588235292,0.04072591176470591,0.04476234235294124,0.04833735411764706,0.05249838941176477,0.058225075882352983,0.0576568388235294,0.05322874764705876,0.05853255647058825,0.07639474352941178,0.0910995247058824,0.09960453529411767,0.11085696705882359,0.1242988517647059,0.13457839117647058,0.14284418176470587,0.1508603641176472,0.15627949764705878,0.15799900294117653,0.15878184882352947,0.15849795941176476,0.1612743694117647,0.16425716352941183,0.17304815941176466,0.18135077705882346,0.1795864705882353,0.17318858823529415,0.17175500411764716,0.17016548529411774,0.16444052588235297,0.1585387652941177,0.1544026335294118,0.15047652588235283,0.14560601529411765,0.14321084647058807,0.1416236005882352,0.14037325117647048,0.1343887547058823,0.12382845058823522,0.11247520588235294,0.10097333117647067,0.08876728470588247,0.07945880411764705,0.07083011294117647,0.062121552352941256,0.054036826470588384,0.0463839370588236,0.03921086529411777,-0.06710841416339872,-0.08531256175163403,-0.10242110275163402,-0.11441416333986931,-0.1281476389281046,-0.13799618875163405,-0.14650034222222227,-0.15359910039869284,-0.1592467995163399,-0.1535351396764706,-0.1479681685294118,-0.14280423266176473,-0.13829474833484165,-0.13441614123109244,-0.1301933457529412,-0.1250051830514706,-0.11983153391176472,-0.10294386820588235,-0.08693079897058824,-0.07599576773529412,-0.06317854661764706,-0.05411540661764704,-0.04624418385294116,-0.03962062167647058,-0.034391829970588234,-0.029436461617647056,-0.024993225205882347,-0.021303582735294112,-0.017890150794117654,-0.014760098088235295,-0.011786772764705878,-0.009801587205882352,-0.008520305941176467,-0.007235455882352941,-0.006160823382352942,-0.005119074323529416,-0.00422184261764706,-0.0034403426764705904,-0.0028234055588235284,-0.002362323088235297,-0.00195602073529412,-0.0016248307941176474,-0.0013310176764705865,-0.0010952021470588217,-0.0008969842647058805,-0.0007417502647058816,-0.0005935738235294113,-0.00045323788235294114,-0.0003751571470588244,-0.0004185548529411758,-0.00047480761764705746,-0.0005327622352941184,-0.0005842120000000006,-0.0006452980588235301,-0.0006968021176470603,-0.0007480682352941134,-0.000800742411764704,-0.0008447584705882361,-0.000879507058823531,-0.0009043680588235303,-0.0009297580588235321,-0.00094671635294118,-0.0009565224411764734,-0.0009558923823529426,-0.0009018749411764723,-0.0007960128235294118,-0.0006842617941176486,-0.0005713413235294128,-0.0004653239117647038,-0.00036058008823529504,-0.00025515244117647017,-0.0001465966764705902,-3.9408911764706595e-05,6.690232352941049e-05,0.00016765138235294054,0.0002579089705882342,0.00034134250000000116,0.0004152918235294147,0.00047887467647058854,0.00053036529411765,0.0005613054411764719,0.0005190007352941176,0.0004866735000000032,0.00044035352941176366,0.00039175199999999695,0.00034250682352941243,0.0002958038823529397,0.0002435178823529411,0.00019285741176470507,0.00013005632352941499,5.856620588235578e-05,-7.791470588235094e-06,-6.80554705882342e-05,-0.00012235261764705942,-0.00016817347058823567,-0.0002075083235294154,-0.0002300149705882354,-0.00022059632352941332,-0.0002055779705882367,-0.0001934160882352924,-0.00017096132352940885,-0.00014803926470588306,-0.00012888341176470718,-0.0001116664705882349,-9.643688235293907e-05,-7.219397058823643e-05,-2.543635294117476e-05,2.6810264705884324e-05,7.348223529411724e-05,0.00011735970588235174,0.00015398508823529292,0.00018501720588235196,0.00020189779411764613,0.00020836661764705826,0.00020076867647058835,0.0002064287941176482,0.00020797973529411776,0.0002063712058823549,0.00020965832352941478,0.00021653694117647164,0.0002238658529411762,0.00023145726470588136,0.00022456499999999602,0.00020432258823529538,0.00018620908823529549,0.00016131967647058966,0.00013872485294117928,0.00011934161764706047,0.00011036920588235535,0.00011128091176470546,0.0001014432058823525,8.291791176470546e-05,6.236138235294134e-05,3.989161764705873e-05,1.4305470588234226e-05,-1.436994117647028e-05,-4.2694676470588985e-05,-6.977047058823703e-05,-9.438102941176571e-05,-0.00011291973529412025,-0.00012382214705882778,-0.00012749032352941253,-0.00012276108823529482,-0.0001157661470588215,-8.641967647059039e-05,-9.834685294117518e-05,-0.00013537826470588418,-0.00018233238235293957,-0.00024648273529411825,-0.0003236057352941184,-0.0004058688529411762,-0.0004950230588235283,-0.0005915166470588217,-0.0006936800882352892,-0.0008009166764705849,-0.0009139178823529409,-0.001035952382352939,-0.0011636967352941195,-0.0012989806764705878,-0.0014369120882352978,-0.0015978264999999981,-0.0017498240294117635,-0.001840370617647056,-0.0018847107941176479,-0.001890882499999998,-0.0018643432058823503,-0.0018186314999999991,-0.001759504941176472,-0.0016844404705882374,-0.001596781000000002,-0.0014990711470588246,-0.0013935663235294122,-0.0012827236470588227,-0.0011650494999999976,-0.0010446272058823522,-0.0009221975588235287,-0.0008147324411764707,-0.0006831167941176476,-0.000581748323529415,-0.0005074704117647086,-0.0004513491176470624,-0.00041356005882353143,-0.0003881940000000014,-0.00036784367647058926,-0.00035467623529411574,-0.00034792399999999946,-0.0003458469411764722,-0.0003477862058823538,-0.00035192926470588304,-0.00035665435294117767,-0.0003625274117647088,-0.0003689327058823532,-0.000358454294117648,-0.0003326384117647071,-0.000308629999999999,-0.00028518826470588093,-0.0002634656470588224,-0.0002426421764705894,-0.00022171317647058826,-0.00020032435294117454,-0.00017891155882352947,-0.0001579587647058834,-0.00013775682352941063,-0.0001180468823529391,-9.886747058823579e-05,-8.039458823529307e-05,-6.248247058823417e-05,-4.485205882352912e-05,-3.117747058823707e-05,-3.545082352941244e-05,-3.956597058823487e-05,-4.324897058823399e-05,-4.657441176470628e-05,-4.942711764705475e-05,-5.3013176470584e-05,-5.739482352941187e-05,-6.2616352941176e-05,-6.804391176470394e-05,-7.347523529411572e-05,-7.89412352941183e-05,-8.446900000000021e-05,-9.002376470588352e-05,-9.581423529411541e-05,-0.00010174052941176043,-0.00010438299999999782,-0.00010305729411764532,-0.0001002537941176447,-9.724488235294225e-05,-9.51675294117646e-05,-9.315164705882631e-05,-9.071452941176658e-05,-8.738217647058857e-05,-8.326423529412055e-05,-7.861064705882471e-05,-7.348873529411902e-05,-6.801644117646923e-05,-6.217779411764497e-05,-5.605844117646981e-05,-4.9611558823530605e-05,-4.266426470588697e-05,-2.9020323529412723e-05,-2.0064617647060426e-05,-1.1672205882353598e-05,-4.770117647058189e-06,2.7433529411757807e-06,1.0320323529411021e-05,1.7639794117644755e-05,2.450202941176212e-05,3.083338235294192e-05,3.679926470588103e-05,4.2502558823528935e-05,4.8040147058822646e-05,5.3383882352939574e-05,5.8513235294117144e-05,6.327229411764654e-05,6.758323529411879e-05,6.509441176470558e-05,5.7428529411766155e-05,5.110099999999784e-05,4.5400764705882946e-05,4.0353264705883865e-05,3.556870588235228e-05,3.101485294117537e-05,2.6759323529412793e-05,2.2698382352942525e-05,1.8646676470590248e-05,1.4529058823528618e-05,1.0317470588234318e-05,6.043794117645621e-06,1.7741176470600223e-06,-2.3363529411783712e-06,-6.24729411764606e-06,-1.0853764705881855e-05,-8.361352941178152e-06,-7.013999999997897e-06,-5.605647058823729e-06,-4.646911764705913e-06,-3.8662941176433735e-06,-3.226911764703938e-06,-2.777264705879426e-06,-2.6615000000007605e-06,-2.6629705882370153e-06,-2.685529411766696e-06,-2.6217352941185212e-06,-2.5580882352937984e-06,-2.5575294117664155e-06,-2.5084705882350705e-06,-2.5175294117649183e-06,-1.5895294117641845e-06,-4.17823529410416e-07,-6.064705882456722e-08,-6.441176470840804e-08,-2.8799999999933046e-07,-6.679705882375875e-07,-9.883235294137066e-07,-1.2791176470620946e-06,-1.3877647058822135e-06,-1.2662941176466713e-06,-1.108352941174215e-06,-9.7379411764624e-07,-8.507941176450623e-07,-6.047058823521051e-07,-3.066470588217185e-07,-6.047058823642482e-08,1.6041176470645013e-07,-1.599705882355737e-06,-2.1304705882362746e-06,-2.23447058823531e-06,-2.0106470588251296e-06,-1.5605882352949518e-06,-9.21411764703145e-07,-1.229705882347526e-07,6.996470588247622e-07,1.3570000000004412e-06,1.773411764705718e-06,1.9355588235289017e-06,2.2171470588205205e-06,2.539176470587462e-06,2.829441176469688e-06,3.1157941176480908e-06,3.3886764705861466e-06,4.680147058825149e-06,6.337205882351454e-06,7.138176470588425e-06,7.4997647058830386e-06,7.5874705882383875e-06,7.368882352939629e-06,6.855352941178075e-06,6.103735294117618e-06,5.324617647057758e-06,4.761441176471051e-06,4.675294117647763e-06,4.802029411768091e-06,4.789500000001307e-06,4.65552941176367e-06,4.4790588235275874e-06,4.293529411766861e-06,4.089764705882473e-06,2.8865294117667167e-06,2.221794117646808e-06,1.4125294117654091e-06,-2.4976470588619626e-07,-2.092352941174963e-06,-3.6802352941199545e-06,-5.015588235296117e-06,-6.185470588233877e-06,-7.330764705881787e-06,-8.606941176469637e-06,-1.0035205882353085e-05,-1.1293852941175048e-05,-1.2294088235291836e-05,-1.3215911764704116e-05,-1.4105029411765058e-05,-1.4862794117645808e-05,-1.5457794117648346e-05,-1.5892617647056753e-05,-1.575335294117658e-05,-1.4126235294117245e-05,-1.1221764705882445e-05,-8.11052941176657e-06,-5.172176470587611e-06,-2.512941176471481e-06,1.2058823528268703e-08,2.4531176470599797e-06,4.671617647056259e-06,6.680911764703895e-06,8.413500000000254e-06,9.936205882353152e-06,1.2800735294115836e-05,1.5179558823527964e-05,1.6861970588236477e-05,1.8438970588233877e-05,1.9675558823529365e-05,2.0552382352941045e-05,2.034476470588048e-05,1.9889294117650738e-05,1.9506058823530112e-05,1.9257058823529336e-05,1.9191999999999473e-05,1.9148088235290683e-05,1.9102205882354575e-05,1.9115764705882055e-05,1.912158823529249e-05,1.9281705882352035e-05,1.8006882352943412e-05,1.571958823529465e-05,1.4394882352941618e-05,1.354105882353171e-05,1.2766764705881076e-05,1.1967529411766042e-05,1.1054617647060158e-05,1.00952941176468e-05,9.075588235294557e-06,8.040999999998563e-06,6.950294117647263e-06,5.762617647059667e-06,4.576558823526575e-06,3.478205882354035e-06,2.4869117647048633e-06,1.4747941176462137e-06,-1.3560882352950387e-06,-2.032735294119764e-06,-2.6469705882350286e-06,-3.491558823532151e-06,-4.285499999997708e-06,-5.296794117646761e-06,-6.070205882354948e-06,-6.777588235295021e-06,-7.471529411764641e-06,-8.346294117644523e-06,-9.283647058823744e-06,-1.0261882352941704e-05,-1.114685294117436e-05,-1.2073764705883283e-05,-1.3007941176469001e-05,-1.3694999999997598e-05,-1.2364529411763511e-05,-9.930882352938986e-06,-8.635588235295436e-06,-7.99688235294041e-06,-7.567411764705656e-06,-6.899764705881398e-06,-6.107294117645157e-06,-5.38152941176491e-06,-4.628235294118835e-06,-3.597735294118276e-06,-2.2230882352931858e-06,-6.28441176469402e-07,1.0537941176492344e-06,2.746558823530504e-06,4.43908823529425e-06,5.908558823528032e-06,7.830735294117597e-06,7.641735294118199e-06,8.025500000001518e-06,8.69855882352881e-06,9.342558823528108e-06,9.891029411762675e-06,1.0320735294118422e-05,1.0557205882354148e-05,1.0710147058824032e-05,1.0791058823527225e-05,1.0612264705882335e-05,1.020302941176325e-05,9.604676470584272e-06,8.879029411762787e-06,8.051735294115764e-06,7.23067647058831e-06,5.75579411764629e-06,3.9947095588233755e-06,2.5009078431382364e-06,1.2133907563039587e-06,2.702601809966704e-07,-3.8716666666410715e-07,-1.13735026737935e-06,-1.8699941176474055e-06,-2.3018071895423292e-06,-2.612748366010581e-06,-2.931660130718605e-06,-3.1456013071876066e-06,-3.269660130715904e-06,-3.2770130718937085e-06,-3.204483660129015e-06,-3.109895424836112e-06,-2.966895424836788e-06
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
