UniprotID	Q9BVJ6-3
pNuLoCScore	0.23345547722222224,0.2223478615,0.21179184181818178,0.20232861,0.19362622615384614,0.18615950535714285,0.18010437140000002,0.1756988850625,0.17214375805882354,0.15296895664705884,0.13814208017647062,0.1285452272352941,0.11885409017647058,0.11116224547058821,0.11113863811764706,0.1130044245882353,0.11352670429411765,0.11313731194117647,0.1128552345882353,0.11332118252941178,0.11430661429411768,0.11621014170588238,0.11818480905882355,0.12001110635294117,0.1275400216470588,0.13745910599999997,0.1458393403529412,0.15419405152941176,0.16230997623529414,0.16995879800000002,0.17735973329411767,0.184539953,0.19145067888235293,0.19699616417647056,0.20333523123529412,0.20967927623529406,0.21575020799999997,0.22094020211764703,0.22536364999999997,0.23014513941176468,0.23467128941176468,0.2322540405882353,0.2270879588235294,0.22311916411764704,0.2191027429411765,0.2156944388235294,0.21242182764705883,0.20922601411764705,0.20608017176470586,0.2035680488235294,0.20207686411764703,0.20048404176470586,0.1986785888235294,0.19726845529411763,0.19701488058823527,0.1972143105882353,0.20328227705882354,0.21139849470588234,0.21985912882352943,0.2285601305882353,0.23682459352941176,0.24437496058823527,0.25105412235294117,0.25761736882352937,0.2649782494117647,0.27253914764705883,0.2802252629411765,0.2878547688235294,0.2955063794117647,0.30345054176470593,0.31167298117647063,0.31968327470588237,0.32774439764705887,0.3296269770588235,0.3296466694117646,0.32945840705882345,0.3285571776470587,0.3280556988235293,0.3282726011764705,0.3287714005882353,0.32964582411764703,0.33005494176470584,0.33024973470588237,0.3304612858823529,0.3308018152941176,0.33100792705882354,0.3309042994117647,0.33062057,0.3317295935294118,0.3329052629411765,0.333963575882353,0.33436250117647065,0.3344574547058824,0.33494037000000004,0.335210515882353,0.3350815252941177,0.33471789117647066,0.33443618235294126,0.3341378141176471,0.3342059282352941,0.3341019305882353,0.3338011835294118,0.3332278617647058,0.3330299511764705,0.33257376529411764,0.33038794882352945,0.3280470517647059,0.32563549647058826,0.3239385494117647,0.32284334058823533,0.32186750588235297,0.3210724305882353,0.3209149176470588,0.32107529470588236,0.32109267647058826,0.3212676911764706,0.32116202941176475,0.32117273705882354,0.32117450647058826,0.3214476482352941,0.3219915258823529,0.3231903882352941,0.32486783882352943,0.32579561352941183,0.32725916117647064,0.3287754341176471,0.33056537882352943,0.3320347317647059,0.33312434470588237,0.33424585764705883,0.3353198247058824,0.33581312235294125,0.3362564029411765,0.3365144988235294,0.33634835764705884,0.33592796235294115,0.33569235235294115,0.3351863935294117,0.3343938511764706,0.3334687482352941,0.3334808023529412,0.33320096588235293,0.3326313282352941,0.3315914641176471,0.3308739376470588,0.3306660829411765,0.33033165823529415,0.3302764852941177,0.33047318705882356,0.33055676058823524,0.3309669223529412,0.3316091782352941,0.33291387294117647,0.33397910588235297,0.3343078488235294,0.33439474999999996,0.3341274070588235,0.3342038529411765,0.3344592694117647,0.33466039764705885,0.3345777241176471,0.33337753470588233,0.33197374,0.33026718823529416,0.3285259317647059,0.32706318588235295,0.3256004935294118,0.3245353058823529,0.32357921588235294,0.322311634117647,0.3211562841176471,0.32061429,0.32017093705882355,0.3201083505882353,0.3195886829411765,0.3184907247058823,0.3173014423529411,0.3168053688235294,0.3174665923529411,0.31811125941176466,0.3190569770588236,0.319996955882353,0.3207742411764706,0.32165333058823525,0.31957408705882356,0.31756947588235296,0.31502216411764705,0.31252495941176467,0.311090334117647,0.3096708388235294,0.3081107711764706,0.3062460094117647,0.3049857729411765,0.30382514941176475,0.30248815588235295,0.30135350882352935,0.3003040323529412,0.29921863,0.29830619882352943,0.2972846382352941,0.29613606176470586,0.29738310176470595,0.298450755882353,0.3001428335294118,0.30173529941176475,0.30221036882352936,0.30289982117647063,0.30365542235294124,0.3047504370588236,0.30557351941176475,0.30654082058823534,0.3074751147058824,0.30805335411764706,0.3086073011764706,0.30869313000000004,0.30859729882352943,0.30686256882352947,0.30398844176470585,0.30098205352941176,0.29879235411764704,0.29733792058823527,0.2963278076470588,0.2956334923529411,0.29505442117647057,0.29422146352941175,0.2929845829411764,0.2920497311764706,0.2909114958823529,0.28978777647058823,0.28886905117647055,0.28791600823529406,0.28779034647058815,0.2879461923529411,0.2899997635294117,0.2931882858823529,0.29670512294117646,0.29951496529411764,0.3013055094117647,0.30274643764705883,0.30403170705882354,0.30511910058823527,0.3065259805882353,0.3083070747058823,0.3096388882352941,0.3107872088235294,0.3118639035294117,0.31273288,0.3138414982352941,0.31305104705882353,0.31296972705882353,0.3127628829411765,0.3116473052941176,0.3104677817647059,0.30930987882352945,0.30801341529411763,0.307278005882353,0.30671286235294115,0.30642913588235293,0.30618859823529415,0.30599544764705877,0.30604338176470586,0.3065104494117647,0.30706001058823534,0.30792430823529415,0.30881711058823536,0.31136435176470595,0.3129107717647059,0.31458302588235293,0.3170844011764706,0.3194459741176471,0.3215964029411764,0.3241245458823529,0.32596459058823535,0.3274863270588235,0.3286725488235294,0.3295854688235294,0.3301449847058823,0.3306032464705882,0.3310011858823529,0.3312704647058823,0.33247884294117647,0.3331447388235294,0.33400061117647056,0.3350860447058823,0.3360464305882353,0.3369932888235294,0.33822832,0.3393453794117647,0.34021050705882355,0.3409472223529412,0.3416800211764706,0.3424119052941177,0.3431898876470588,0.34416916705882356,0.3450285023529412,0.3457271129411765,0.34625842823529407,0.3455220305882354,0.3451269129411765,0.34445503176470593,0.3435089605882353,0.34253800764705883,0.3415950588235295,0.34052435411764703,0.3396526482352942,0.33889588941176474,0.3382670723529412,0.33763161588235296,0.33688792294117653,0.33620859176470597,0.33552290000000007,0.33487907764705893,0.33439162529411764,0.33420877058823534,0.33325566941176477,0.33158686941176474,0.32984283176470586,0.3282805823529412,0.32704102235294125,0.3254546447058824,0.3234323923529412,0.3215573611764706,0.3199013494117647,0.3183110758823529,0.31658624647058825,0.3150441358823529,0.3135112694117647,0.31191376470588233,0.3103251076470588,0.30877674235294117,0.30719084882352954,0.3065937017647059,0.3068605852941177,0.30724932882352946,0.30754031470588244,0.3075428252941177,0.30800377705882354,0.3088964252941176,0.30964183999999995,0.3102138094117647,0.3107174376470588,0.31137795176470584,0.31187214058823526,0.31236156470588233,0.31411428352941173,0.3156976864705882,0.31725054823529414,0.31872620999999995,0.31994336117647054,0.32096239823529404,0.32179838470588235,0.32219615294117654,0.3224926752941177,0.3227171541176471,0.3227162441176471,0.3227807517647059,0.32275399058823534,0.3225891311764706,0.3221411464705882,0.3214174288235294,0.32037715764705876,0.3180683858823528,0.31594183882352933,0.3137143835294117,0.31152515235294115,0.3094849135294118,0.3074558476470588,0.30545031294117647,0.30379302352941173,0.30216444235294115,0.30056238882352937,0.29904823705882355,0.29746759588235294,0.29592578882352943,0.29450989058823535,0.2932719347058824,0.2909316088235294,0.28928828882352947,0.2881220241176471,0.28694488705882354,0.285981965882353,0.2852391641176471,0.2844069935294118,0.28370534176470585,0.2831033647058824,0.2825364382352942,0.2820254229411765,0.28147813294117646,0.28085644176470587,0.28030615058823527,0.27982133000000003,0.2793390517647059,0.2789440347058823,0.2799481435294118,0.2805641776470589,0.2807471264705882,0.2808579070588235,0.28080611294117647,0.28054161470588235,0.28033855823529413,0.2800532182352941,0.2797394717647059,0.27939062882352944,0.2790605582352942,0.27880640058823525,0.2786785817647059,0.27838501529411763,0.2779724370588235,0.27828451117647063,0.27839434647058825,0.27842428411764714,0.2784328911764706,0.2784692047058824,0.2784435888235294,0.27813980411764705,0.27790100411764707,0.2776605405882353,0.27744174235294117,0.27729037999999995,0.27723879058823525,0.27747841411764707,0.27798707470588235,0.27880244352941175,0.27981041,0.28111232764705885,0.28192587,0.28310434176470584,0.2845325358823529,0.28607737999999994,0.2878061411764706,0.28968291941176466,0.2919701405882352,0.2942044629411764,0.2965744405882353,0.29900511999999996,0.3014789105882352,0.30396464588235295,0.3061980852941177,0.3082348941176471,0.3100153547058824,0.3101987117647059,0.3101041564705883,0.3111601223529412,0.3121312294117647,0.3131850811764706,0.3142329747058823,0.3149947411764706,0.31555924117647055,0.31608805352941177,0.3165963864705882,0.31697072294117645,0.3172760758823529,0.3174257994117647,0.3173207523529411,0.31708696176470585,0.3167133576470588,0.31623724411764703,0.3172498052941176,0.3181663123529412,0.31769826117647054,0.3171199376470588,0.3160997882352941,0.31468948294117655,0.3133895070588236,0.31224451588235297,0.3109247041176471,0.30964270999999993,0.30837424941176467,0.3070853217647059,0.3058508370588236,0.3048066335294118,0.30384051058823536,0.30235431235294113,0.3015023064705882,0.3007718158823529,0.30027076352941173,0.29985714294117644,0.29946921176470587,0.2992397758823529,0.2991470835294117,0.2989904917647059,0.29883593705882344,0.2987674776470588,0.2985963964705882,0.29858926823529414,0.29865984,0.29877037529411765,0.2988410082352941,0.2988994435294118,0.29943536823529415,0.29949577588235293,0.29938324294117646,0.29911066764705885,0.29870197470588233,0.29827506705882356,0.29795515,0.2977698235294118,0.2976307047058824,0.29743334823529416,0.2972443911764706,0.29711177588235305,0.2968760552941177,0.2965838994117648,0.29623363647058826,0.2943314494117647,0.29285049999999996,0.2914333541176471,0.290154895882353,0.2891425347058823,0.288335298235294,0.2877663647058823,0.28723526941176464,0.28648081999999997,0.28581122823529403,0.285127925882353,0.28444694823529415,0.28374798647058824,0.28312018470588235,0.2824788388235294,0.2817614547058824,0.28113813176470587,0.2821354976470588,0.2827224370588235,0.28333400352941174,0.28381363352941175,0.2841790629411764,0.2844548535294118,0.2845950629411765,0.28467545411764705,0.28490337352941175,0.2851061223529412,0.2853084505882353,0.28559169176470584,0.2859425535294117,0.28624464352941176,0.2865040917647059,0.28827528058823537,0.28955929,0.2906425505882353,0.2915322817647059,0.29216497647058826,0.29284160882352944,0.2936352747058824,0.29441997882352944,0.2950413852941176,0.29565668588235294,0.2963481194117647,0.2970041123529412,0.2976243829411765,0.2981289011764706,0.2986345294117647,0.2990545394117647,0.2995055888235294,0.29852883117647055,0.29795110176470585,0.29750207176470583,0.2972599329411765,0.29726360352941184,0.2971684635294118,0.29681714882352944,0.2964033788235294,0.2960360511764706,0.2957232123529412,0.2953250494117647,0.2949304929411765,0.2945802576470588,0.2943051052941177,0.29394226,0.29305267823529413,0.29198286176470584,0.29040138529411763,0.2890108029411765,0.28785911117647056,0.28666981470588243,0.28537794352941176,0.2837469482352941,0.2818907405882353,0.27980453588235293,0.2775990676470588,0.2752678194117647,0.27295471176470587,0.2706953011764706,0.2684261817647059,0.2661290517647059,0.2638976658823529,0.2630074405882353,0.26491819647058823,0.27234139529411766,0.27934237882352936,0.2838672670588235,0.2882802629411765,0.29296765294117644,0.29855560588235297,0.3047867770588235,0.31176828470588236,0.3194096352941176,0.3275361135294117,0.3365260547058823,0.34506105588235286,0.35414505588235284,0.3697470976470587,0.38476536823529406,0.39929899176470585,0.41141674411764706,0.4189716435294118,0.4276200305882353,0.4389212482352941,0.4504436658823529,0.46168669588235295,0.4725799458823529,0.4833932135294117,0.4937051117647058,0.5036111764705882,0.5131904335294116,0.5219207688235293,0.5311893947058824,0.5399730982352942,0.5422623182352941,0.5450650476470589,0.5477101717647059,0.5502282223529411,0.5523590770588235,0.5537001652941176,0.5546895358823527,0.5556102635294118,0.5566894858823529,0.5574915682352941,0.5580649123529412,0.5586852105882353,0.5592566752941178,0.5598018988235294,0.5603382658823529,0.556008965882353,0.5551470288235294,0.5550335347058822,0.5553455964705882,0.5555248341176471,0.5555566635294118,0.5553352011764705,0.555247375882353,0.5552032111764705,0.5552743111764706,0.5552857241176471,0.5553365388235294,0.5554283264705882,0.5555092029411766,0.5551379005882354,0.5547131770588235,0.5542550511764706,0.5582858494117647,0.5585406376470587,0.5579059552941178,0.5568213405882354,0.5558239935294118,0.5547677494117648,0.5537110941176472,0.5524221505882354,0.5510114035294118,0.5494997682352941,0.5479488023529412,0.5463693729411765,0.5447115605882353,0.5429977699999999,0.5416601647058823,0.5398940294117646,0.5387260470588234,0.5380357841176471,0.5372655429411765,0.5360316311764707,0.5349064458823531,0.5339148752941177,0.5329787547058825,0.53209699,0.5312397982352941,0.5305208235294118,0.5299387647058823,0.5294962352941176,0.5291925823529412,0.528718708235294,0.52826634,0.5279424652941176,0.5281011629411765,0.5276924247058824,0.5270065129411765,0.5267122364705882,0.5270853658823529,0.5274078235294117,0.5275729552941176,0.5277839317647058,0.5280777670588236,0.5284153923529411,0.5286411023529412,0.5287217517647058,0.5287580370588235,0.5286546723529413,0.5287121311764704,0.5269043711764706,0.5248207664705882,0.5231789747058824,0.5217788070588236,0.5204787776470589,0.5190819270588235,0.5175774423529411,0.5163845429411764,0.515250064117647,0.51417545,0.5133011952941177,0.5122398047058823,0.5114172223529411,0.5107571117647058,0.5103298552941178,0.5092165712500001,0.5079725046666667,0.5088273607142858,0.5100940561538463,0.5109144691666668,0.5114814663636365,0.512032853,0.5127995988888889
pNuLoCDScore	-0.0613117191633987,-0.0804865205751634,-0.09531339704575162,-0.10491024998692813,-0.11460138704575165,-0.12229323175163402,-0.12231683910457518,-0.12045105263398694,-0.11992877292810458,-0.10921054955882352,-0.09893660722994647,-0.08900742747058821,-0.07931961185972847,-0.06994936365126046,-0.06191956234117647,-0.055687778709558836,-0.04460373641176474,-0.01550985064705887,0.007697260176470572,0.02564882429411766,0.043455886058823556,0.05879655252941181,0.06622109517647061,0.0715355284117647,0.07792397458823527,0.08385885223529409,0.09047999664705882,0.09635809370588228,0.1014435937058823,0.10473006041176465,0.10717884094117643,0.11013403305882351,0.10713126776470588,0.09479493458823532,0.0812486184705882,0.06892511258823528,0.05679276670588235,0.04573564082352938,0.035062094352941164,0.02468606111764704,0.014629492882352935,0.006571884647058851,-0.0012583671176470967,-0.009195234470588204,-0.01707161917647057,-0.023671746823529405,-0.0283487694117647,-0.03293082882352938,-0.03138901235294114,-0.020855545882352944,-0.007228829999999964,0.005440966470588254,0.017721850588235277,0.02868052176470587,0.038632294705882336,0.04839135470588232,0.058898077647058816,0.06897109882352942,0.07814839882352947,0.08737072705882354,0.09682779058823532,0.1061820864705883,0.11465810058823536,0.12246896411764707,0.12446212058823533,0.11822848235294114,0.1097875405882352,0.10089827647058816,0.09173258411764695,0.08368073823529404,0.07721847882352934,0.07115403176470592,0.06466757470588236,0.05751579411764701,0.05002447176470587,0.04260651705882351,0.0352954358823529,0.02755738529411761,0.01923131823529406,0.010937295294117633,0.00398519588235291,0.003278285882353016,0.004316906470588355,0.004904094117647195,0.0059002770588236775,0.006884671176470736,0.006937914705882509,0.006310124705882436,0.005072067058823626,0.004381240588235413,0.003888079411764722,0.0037446423529411965,0.003300115294117667,0.0027932564705882568,0.002323562352941122,0.002409381176470493,0.0008441717647058589,-0.0025173141176470515,-0.005916524117647093,-0.00872700470588239,-0.010518905294117697,-0.012097029411764715,-0.013343010000000044,-0.014009094705882408,-0.013802973529411844,-0.013360887647058894,-0.013045137647058835,-0.01293823705882352,-0.012939901176470536,-0.01262844647058825,-0.012053355294117551,-0.011582302941176403,-0.010582239411764727,-0.007197560588235341,-0.003179212941176457,0.0001601170588235723,0.0033206117647059386,0.005932093529411764,0.008697872941176465,0.010962301176470568,0.012209427058823552,0.013170562941176467,0.01422714823529414,0.014545431176470669,0.015094373529411731,0.015341761764705864,0.015173851176470576,0.014480314117647053,0.013700826470588234,0.011996005294117595,0.009526012352941149,0.007673134705882267,0.00622164117647056,0.004425531764705837,0.0020659494117646893,-0.00044326764705876487,-0.002250407058823567,-0.0035797747058823326,-0.004988166470588251,-0.005536637058823568,-0.005783215882352921,-0.005957738235294163,-0.005381435294117665,-0.004318784117647023,-0.0027784794117646783,-0.0012072876470587413,-8.600235294120573e-05,0.0009260017647058638,0.0006466047058822921,0.001002887058823565,0.00182794117647056,0.0030689335294117326,0.0037037864705882773,0.00271145176470583,0.0016420817647058716,-9.297058823520832e-06,-0.0019472552941176557,-0.0034935747058822963,-0.00536642882352939,-0.007073872352941213,-0.009334657058823526,-0.01166747176470595,-0.013151564705882302,-0.013780459999999939,-0.013956469999999943,-0.014095502352941214,-0.014870586470588198,-0.01616967294117655,-0.01727628176470597,-0.01657216588235294,-0.014507147647058904,-0.012155928823529505,-0.009468954705882326,-0.007066229999999951,-0.004826252352941207,-0.0028819752941176557,-0.00400512882352938,-0.004742158235294058,-0.006134120000000021,-0.008089330588235355,-0.009080602941176519,-0.010437511764705865,-0.011477911764705861,-0.01224471529411758,-0.012315669411764596,-0.012980219411764637,-0.014978436470588163,-0.01675775058823531,-0.0187529447058824,-0.02077832588235301,-0.022468042352941142,-0.024368692352941146,-0.023438025294117704,-0.02018637411764701,-0.01657140823529407,-0.012382125882352879,-0.009355034705882281,-0.007460470000000052,-0.005210949999999992,-0.002590587058823479,-0.00023533588235291614,0.001748369999999999,0.004052664705882392,0.006121605882353054,0.007749321764705885,0.009388671176470631,0.010386931176470604,0.011312660588235324,0.010726507058823609,0.006605339999999904,0.0025312976470587834,-0.001350479411764749,-0.004397378823529474,-0.005882561176470569,-0.007266328823529511,-0.008601001176470668,-0.010528973529411845,-0.012588936470588341,-0.014491089411764746,-0.016563618823529525,-0.018265577647058828,-0.019738250000000068,-0.020777121764705975,-0.020806952352941277,-0.01891637647058836,-0.01398867823529415,-0.007793767647058858,-0.002087231176470583,0.0021770447058823694,0.004977701764705911,0.007112945294117712,0.00897728588235297,0.010897637058823517,0.013541397647058917,0.016257343529411716,0.01872739235294124,0.02099943235294116,0.02299485235294113,0.024816871764705928,0.02605115176470596,0.025104854705882418,0.02296996352941183,0.019574597058823584,0.014942182352941147,0.010952816470588267,0.008004369411764745,0.0052669776470588014,0.0032462988235294477,0.001593761764705881,-9.684470588239291e-05,-0.00211847647058816,-0.003643440588235347,-0.004743827058823535,-0.005353454117646983,-0.005672869411764647,-0.005917189999999961,-0.004233936470588173,-0.0016053752941175836,0.00014788882352939625,0.0029357205882353243,0.006616619411764668,0.01013609529411763,0.013582987647058786,0.01684653999999991,0.019251728235294197,0.02105719117647059,0.02248395058823527,0.023590021176470632,0.02410160294117647,0.0240927970588235,0.023941175294117545,0.02334615647058813,0.02366173235294111,0.02178038705882346,0.021089839411764677,0.020503018823529395,0.018962029411764725,0.017547314705882333,0.01663191705882361,0.015220833529411781,0.014245916470588205,0.013460895294117703,0.013007472352941196,0.012826436470588287,0.013044902941176495,0.013565920588235358,0.014027316470588302,0.01445664823529419,0.013779585294117602,0.012377291764705978,0.011126301764705915,0.009368987058823608,0.007462530000000023,0.005544718823529415,0.003366738823529447,0.0011789747058823519,-0.000557858823529378,-0.002051332941176487,-0.003412948823529438,-0.0047802894117647265,-0.00630196470588229,-0.007960575294117589,-0.009505602352941123,-0.010848035294117542,-0.011866802941176424,-0.011313260000000047,-0.011871243529411712,-0.012868162352941193,-0.013666128823529466,-0.01425742529411761,-0.014554036470588227,-0.015069709411764609,-0.016220255882352985,-0.017338528235294137,-0.0183657229411765,-0.019320540000000053,-0.02030167647058828,-0.02116445588235305,-0.022011630588235354,-0.022965312941176597,-0.02406651764705886,-0.02543202823529417,-0.026064820588235227,-0.024993167647058834,-0.022982246470588164,-0.021031253529411764,-0.0195007076470588,-0.01791181941176473,-0.015428615294117654,-0.012660935882353008,-0.010259509411764733,-0.008097266470588227,-0.00586880882352947,-0.0036661841176470755,-0.0016391288235294565,0.0004477999999999982,0.0037891758823529464,0.006920944117647043,0.0100596994117646,0.012132508235294048,0.013082775882352848,0.013713069411764589,0.0142580699999999,0.014653327647058845,0.014488898235294145,0.013820728823529527,0.013074404117647154,0.012566942352941202,0.01203655294117656,0.011211179411764749,0.010269005882352966,0.009055864117647083,0.006262874117647033,0.0023706994117645985,-0.001308709411764808,-0.005011826470588232,-0.008418208823529394,-0.011477484705882224,-0.014342537058823546,-0.016745840000000067,-0.01869965176470595,-0.020552711764705967,-0.02215385529411773,-0.023732514705882335,-0.025286394705882398,-0.026663342352941155,-0.02763125588235288,-0.028145494117646996,-0.029445548823529344,-0.02878009705882334,-0.02781981470588224,-0.026769496470588183,-0.025543186470588175,-0.024245749411764717,-0.02304885411764701,-0.021744971176470618,-0.020689658823529355,-0.01962800411764698,-0.018536965882352874,-0.01757010411764709,-0.016611154117647076,-0.015619638235294164,-0.014688560588235311,-0.013932882941176505,-0.011987574117647115,-0.009340145294117697,-0.007557846470588214,-0.006197760588235346,-0.005124058823529454,-0.004433051176470637,-0.0038653788235294417,-0.003366783529411721,-0.0030501464705882664,-0.002796966470588247,-0.0026347941176470546,-0.002417574705882275,-0.0020500411764706183,-0.0016275688235293795,-0.0014363147058824022,-0.0013666147058823963,-0.0006595235294116764,-0.001553797058823525,-0.0021398935294117405,-0.002314235294117617,-0.002388702352941141,-0.0023625241176470912,-0.002401810588235298,-0.002437554117647067,-0.002392677647058805,-0.0022977294117647595,-0.0021002488235294936,-0.0018217676470589361,-0.0013279864705881828,-0.0006915070588235372,0.000417428235294115,0.0018379729411764911,0.002827816470588218,0.003531523529411773,0.0046800576470587,0.006099644705882312,0.0076081752941175584,0.0093625523529412,0.011543115294117612,0.014069136470588162,0.01654392235294111,0.01913269823529412,0.02171474000000001,0.024240119999999976,0.02648623176470588,0.02821101058823533,0.029432450588235348,0.030204944705882364,0.02908638411764708,0.028178286470588287,0.02805578058823538,0.0275986935294118,0.027107701176470655,0.02642683352941172,0.025311821764705922,0.023589100588235323,0.021883590588235358,0.0200219458823529,0.017965602941176495,0.015797165294117677,0.01346115352941174,0.011122667058823421,0.008852067647058759,0.006698002941176451,0.006038532352941106,0.007145648823529305,0.007006189999999968,0.005567031764705854,0.003934856470588222,0.0018668135294118149,-0.00030525823529403695,-0.0021697341176469265,-0.0038435376470588034,-0.0056716823529410765,-0.0073280129411765205,-0.008901826470588237,-0.01034047764705881,-0.011469915294117505,-0.012280328235294069,-0.012872847058823467,-0.013882931764705897,-0.015747498823529438,-0.017394496470588272,-0.01742749764705881,-0.01726279470588238,-0.016630576470588243,-0.015449707058823647,-0.014242423529411907,-0.01325402411764709,-0.012088767058823668,-0.010875232352941133,-0.009777852941176446,-0.00849605352941174,-0.007190997058823589,-0.006036258235294134,-0.004999502352941276,-0.0034548688235293556,-0.0020669382352940247,-0.0012760399999999783,-0.0008875205882352688,-0.0007464752941175878,-0.0007672370588235333,-0.0009647088235293366,-0.001191933529411715,-0.0012206682352940978,-0.0012052323529410658,-0.0013341294117646396,-0.0013520052941176086,-0.00147749235294109,-0.0017837847058823075,-0.0021864758823528785,-0.0026073717647058237,-0.004567994117647078,-0.0065848682352941945,-0.00806242176470584,-0.009228347058823472,-0.009968132941176544,-0.01036667647058831,-0.010508702352941268,-0.010719880588235364,-0.011289003529411812,-0.011819476470588341,-0.012305422352941187,-0.012797442941176462,-0.013363789411764804,-0.013755870588235353,-0.014105060588235352,-0.014472181764705883,-0.013193317647058833,-0.01071500235294115,-0.008710917058823597,-0.006820892352941255,-0.005328901176470557,-0.004156235294117627,-0.003311511176470494,-0.002640206470588158,-0.0018053658823529162,-0.0009078547058822828,-2.18035294117791e-05,0.0008615023529411348,0.0018437052941175924,0.0028223688235293753,0.0037658047058823363,0.004742637058823551,0.007137148823529504,0.007423792352941216,0.007920113529411799,0.008198278235294176,0.00835134294117651,0.008662545882353045,0.00918042117647061,0.009824915882352958,0.010365931176470555,0.010753312352941191,0.011241997058823505,0.011695661764705934,0.012032691176470656,0.012186347647058893,0.012389885882352958,0.01255044764705876,0.011230308235294029,0.00896954117647053,0.007308551176470557,0.005969789999999919,0.005094956470588219,0.004421994705882393,0.0035331888235293762,0.002397170000000004,0.001361993529411798,0.00037936529411763953,-0.0006249070588235095,-0.0016790629411765345,-0.0026938899999999766,-0.00354864352941181,-0.004329424117647029,-0.005112279411764675,-0.006452910588235272,-0.006545969411764718,-0.007549716470588219,-0.008491268823529352,-0.009400821764705913,-0.010593788823529404,-0.011790520000000027,-0.013070200588235326,-0.014512638235294084,-0.01623151529411765,-0.018124144705882417,-0.02005722999999998,-0.021975781176470643,-0.023884956470588192,-0.02587892352941179,-0.027813208235294096,-0.029155012352941212,-0.02897542117647056,-0.0254831888235294,-0.01666940764705882,-0.008516732352941203,-0.0028025476470589505,0.00290231941176472,0.009220704705882321,0.016664865294117648,0.024982241176470577,0.03416921705882359,0.044141815882352886,0.05458140176470583,0.0658307535294117,0.07663487411764697,0.08801600411764693,0.10584943176470579,0.12175792764705878,0.13438079529411762,0.1390753488235294,0.13962926470588244,0.1437527635294118,0.15064098529411762,0.15747601294117647,0.16313108999999998,0.1677931688235294,0.17162492882352937,0.17429547647058818,0.17607506294117647,0.1766643788235293,0.17685971294117647,0.1770443388235296,0.17022600058823545,0.15749695000000008,0.14576605588235303,0.13629342764705887,0.1312565788235293,0.1247390464705882,0.11477891705882348,0.1042458699999998,0.09392356764705884,0.08410953999999998,0.07409835470588239,0.06435980058823543,0.05507403411764711,0.046066241764706195,0.03788113000000004,-0.03825099797385617,-0.04778967738562087,-0.05845491973856204,-0.06502734679738562,-0.06891115915032675,-0.06728935856209145,-0.06989566973856207,-0.0718239467973856,-0.07575645679738555,-0.07028980176470584,-0.06265493529411764,-0.054501347401960776,-0.04746898873303168,-0.04156720542016806,-0.03601688599999997,-0.030702353235294105,-0.03435311617647055,-0.02984410147058819,-0.023278386176470545,-0.01849628735294112,-0.018848052941176474,-0.024474906470588254,-0.027386403529411768,-0.029603908235294074,-0.03004429558823532,-0.03343197147058821,-0.03875493235294114,-0.04594615294117643,-0.05253232411764705,-0.05869616,-0.06485000882352944,-0.0716288691764706,-0.07031290417647061,-0.06182111094117651,-0.0555714277058824,-0.05275625535294119,-0.04714806035294118,-0.041666701235294104,-0.03507593123529408,-0.029868569470588233,-0.02482091094117647,-0.020079351823529434,-0.014081334470588264,-0.00825042241176474,-0.0021357794705882394,0.0034664140588235304,0.008723889352941175,0.014543849117647084,0.019100945941176492,0.016180219764705905,0.015400804176470592,0.015961827999999997,0.016333004470588205,0.0165267900588235,0.01748253594117645,0.019088109470588185,0.020973317705882316,0.0227001050588235,0.024323874470588203,0.02576821123529413,0.02733800947058826,0.028655500058823558,0.029633397117647065,0.030758721823529372,0.03301467205882347,0.0357755038235294,0.03656360676470588,0.03619447470588236,0.03529674470588237,0.0340825111764706,0.03244785176470588,0.02976931588235296,0.026722067058823573,0.02392420411764709,0.020863588823529428,0.017916905882352924,0.015047472941176476,0.011923034705882352,0.009385434705882378,0.006881326470588284,0.004387400257352986,0.0007493344313725114,-0.0019017524789916307,-0.0033736830316742072,-0.0042594053431372625,-0.004775673048128343,-0.005157919647058834,-0.00512775751633987,-0.004640478104575185,-0.0043504063398693005,-0.003912463398692806,-0.0033789857516339783,-0.003179006928104605,-0.002428406339869321,-0.0019907445751634334,-0.0017317222222222595
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	591...596;55...60;375...380;377...382
validnes_region	
nesbase_region	
