UniprotID	Q8NHY2-4
pNuLoCScore	0.30777804666666664,0.298314711,0.29184276818181815,0.2862450975,0.2814037830769231,0.2772654857142857,0.2739591466666667,0.27160606125000003,0.2695371564705883,0.2574250705882354,0.2465241911764706,0.23941035058823534,0.23312606647058826,0.22995424588235294,0.22756945647058827,0.22698801000000005,0.22927318235294122,0.23131714647058826,0.23237923705882355,0.23258881823529418,0.2329695123529412,0.2334669429411765,0.23385527823529412,0.23398436529411765,0.23380891235294118,0.2336772723529412,0.23395256235294118,0.23515754235294115,0.23731154058823525,0.24096372588235293,0.24529539352941174,0.24939104,0.2527804411764706,0.25593158529411764,0.2586320123529412,0.26096426352941177,0.26270218941176476,0.2642417911764706,0.2657351364705883,0.26728500411764705,0.2689406288235294,0.27040450882352945,0.2719494852941176,0.27283777117647057,0.27250427235294117,0.2716613394117648,0.2695637676470588,0.26672896470588237,0.2638375241176471,0.2619528347058824,0.2604384170588235,0.25941052294117645,0.2589465682352941,0.2592423411764706,0.25983331117647057,0.26059545235294124,0.26441987176470594,0.26730520117647066,0.27056501470588235,0.2735687794117647,0.27615451117647055,0.27855019176470586,0.27981875764705877,0.28146818823529407,0.28363662470588236,0.28592444,0.28784527529411763,0.2897136988235294,0.29167457235294114,0.29375868352941176,0.2958170329411765,0.2979596111764707,0.30016768058823534,0.2994321311764706,0.29953591,0.2991874782352941,0.29895405823529414,0.29893497058823526,0.2993846164705882,0.3007428570588235,0.3018631541176471,0.30261357941176464,0.3031805988235294,0.30366325764705876,0.3038744470588235,0.3039037458823529,0.3038673482352941,0.30381618823529416,0.303189395882353,0.3024692323529412,0.30212070529411766,0.30206868647058827,0.30226902294117647,0.3026371782352941,0.3032257164705883,0.3038132005882353,0.3044666252941177,0.3049194176470588,0.3054043105882353,0.3063099382352941,0.30746721470588234,0.3090036564705882,0.3105139135294117,0.3117543370588235,0.3143342276470589,0.32018340999999995,0.3265305335294118,0.33334412058823526,0.33989730764705883,0.34575431058823525,0.3512812294117647,0.35573690235294125,0.36001186647058825,0.36468535999999996,0.36990148352941177,0.3746680688235294,0.37984791588235295,0.3852684264705882,0.3898709776470588,0.39534797764705887,0.40927606352941176,0.41784301294117654,0.4239781635294118,0.42959303764705886,0.43466538588235293,0.43946750941176466,0.4444690529411765,0.4485276088235294,0.4536505894117647,0.4583511747058824,0.46248233941176475,0.4646549317647059,0.46831820529411766,0.4718604288235294,0.47489971000000003,0.47896922,0.4824389776470588,0.47770013000000006,0.4764422488235295,0.47433213058823526,0.47238422705882355,0.47002148176470593,0.46731166176470595,0.4650286688235294,0.4642145252941176,0.46350272,0.46337153000000003,0.46285175117647054,0.4633126529411764,0.4629265600000001,0.4617210382352941,0.46077544411764704,0.4638810994117647,0.4669580558823529,0.47007694117647053,0.4733348070588235,0.47712208411764706,0.4811078582352941,0.48529389411764706,0.4897906258823529,0.49399716058823523,0.4970954058823529,0.49999795588235285,0.5025479323529412,0.5048459158823528,0.5069503017647058,0.5086650523529412,0.5109309105882351,0.5132320911764705,0.511327501764706,0.5093620770588236,0.5071534947058823,0.5055175747058824,0.5038376847058823,0.5016856764705881,0.4990428035294117,0.4967644776470589,0.4947949770588236,0.49360037705882354,0.4923520852941176,0.49145965117647056,0.49132013705882366,0.49211834117647063,0.4930561917647059,0.48993689294117654,0.4862553770588236,0.4828389229411765,0.48084122411764707,0.47877113588235287,0.4772672635294117,0.4760325794117646,0.4750300223529411,0.474773822352941,0.47459178470588226,0.4739980576470588,0.47339416176470583,0.4731527052941176,0.4738076917647059,0.4749952623529412,0.47926600352941184,0.48541025529411774,0.49743245882352943,0.5109156082352941,0.524936215882353,0.5381304311764705,0.5520888076470588,0.5657420699999999,0.5792001876470588,0.5931640235294118,0.606972268235294,0.6204159376470588,0.6348815470588236,0.6493804252941177,0.6636238423529414,0.6774205817647059,0.69099667,0.7046902976470589,0.7165156329411765,0.7261391017647059,0.7345774782352941,0.7422672176470589,0.7493790470588237,0.7561367058823532,0.7624926541176472,0.7686456511764708,0.7741495617647061,0.7794171347058824,0.7848547641176471,0.7895579947058823,0.7942279458823529,0.7988395676470588,0.8029448676470589,0.8066354294117647,0.8069080076470588,0.8072303429411766,0.8078228564705882,0.8085657129411765,0.8090199382352941,0.8092920676470587,0.8093356382352941,0.8092119905882352,0.8090773111764706,0.8088888499999999,0.8086825947058823,0.808539818235294,0.8083930717647059,0.8082565029411763,0.8081605358823529,0.8083541358823528,0.8084144947058822,0.808306512352941,0.8082003770588234,0.808053141764706,0.8081588382352941,0.8081953423529411,0.8081571364705882,0.8081699870588235,0.808381031764706,0.808737414117647,0.8091156282352941,0.809456345882353,0.8097326188235294,0.8099091500000001,0.8100853264705883,0.8102040676470589,0.8100505852941176,0.8101149235294117,0.8106487329411765,0.8111666270588235,0.8116937094117647,0.8119875211764706,0.8123341976470587,0.8126986652941176,0.81298815,0.8129868888235295,0.8128402988235296,0.8125877376470589,0.8123238435294118,0.8120579470588235,0.8118496411764706,0.8109959847058824,0.8102838335294118,0.8093173394117646,0.8080821729411765,0.8066045070588235,0.8050678405882353,0.8034755670588236,0.8018830788235294,0.8002191258823528,0.798547764117647,0.7969351817647059,0.7954456899999999,0.7940102488235293,0.7926062017647058,0.791249414117647,0.78992852,0.7885640435294116,0.7876968799999998,0.7867698723529409,0.7861444370588234,0.7858003564705882,0.7854949305882352,0.785083638235294,0.7847573764705882,0.7844327823529413,0.7841922200000001,0.78407587,0.7839959552941176,0.78392633,0.783847504117647,0.7837733747058824,0.7837125941176469,0.7837000376470588,0.7837867611764704,0.7839223970588234,0.7836722911764705,0.7831325811764704,0.7827423105882352,0.7824557694117646,0.7822452223529412,0.7818553576470586,0.7815862164705881,0.7814473082352941,0.781297664117647,0.7811590694117647,0.7810288158823528,0.7809619435294117,0.78096097,0.780941464117647,0.78086483,0.7812374005882353,0.7820176200000001,0.7834009611764707,0.785151141764706,0.7868115888235294,0.7883249735294118,0.7899326558823528,0.7917779264705881,0.7935082735294114,0.7951383029411764,0.7967109517647057,0.7981764258823529,0.7995621929411765,0.8008982635294116,0.80281219,0.8046004135294117,0.8063635570588236,0.80759081,0.8085162547058825,0.8091929929411766,0.8096943400000002,0.8101912594117648,0.8107709423529413,0.8113868188235296,0.8120185952941177,0.8126241852941177,0.8131884705882353,0.813709304117647,0.8143132747058823,0.8149978982352942,0.8156378923529413,0.8156668705882354,0.8158420194117649,0.8160234782352943,0.8162719941176472,0.8164888811764707,0.8166157864705883,0.8167449747058825,0.8168269170588236,0.8168036847058824,0.8166814047058824,0.8164563870588235,0.8162333182352942,0.8159574035294118,0.8157090976470589,0.8154512858823529,0.8151606564705882,0.8148744800000001,0.8147355276470588,0.8144716929411765,0.8140865652941176,0.8136779405882354,0.8132245,0.8129040682352942,0.8123712541176472,0.8116621511764707,0.8109071011764706,0.8102697594117647,0.8096747358823531,0.8089895970588235,0.8084061735294118,0.8077971288235295,0.8072362252941178,0.806734395882353,0.8062197041176472,0.8055367311764707,0.8049807994117647,0.8045843505882353,0.8041639947058822,0.8038289270588233,0.8034081447058823,0.8032921058823529,0.8033629235294117,0.8035526852941174,0.8035919952941175,0.8036472482352941,0.8037551305882351,0.803809042352941,0.8034028752941176,0.8027698552941177,0.8021374200000001,0.8014297447058825,0.8008520152941178,0.800371685882353,0.7997686447058823,0.7991384152941176,0.7983952070588235,0.7977406482352939,0.7970935541176469,0.7964228070588235,0.7959213658823528,0.7954825305882353,0.7951723423529411,0.7950143582352941,0.7949207782352941,0.7953267017647058,0.7959762817647058,0.7966818364705882,0.7975471329411765,0.79832088,0.7990531994117648,0.7999195505882354,0.800912385882353,0.8019548470588235,0.8029696199999999,0.8039773635294116,0.8050416988235293,0.8059456576470588,0.8068821017647059,0.8076773782352941,0.8074303270588237,0.8066955011764706,0.8064767070588236,0.8063411411764706,0.8061444776470588,0.8060411188235294,0.805836148235294,0.8055552523529411,0.8053752282352942,0.8051609282352942,0.8050789517647059,0.8050569929411765,0.804926325882353,0.8047915670588235,0.8045960611764706,0.8043568523529412,0.8041171194117647,0.8048086429411765,0.805912775882353,0.8065222347058824,0.807017728235294,0.8075431194117647,0.8078924752941177,0.8083686870588236,0.808892434117647,0.8093243158823529,0.8097487888235293,0.8100580476470588,0.8101927394117648,0.8104921805882354,0.8108252252941178,0.8112460347058824,0.8123025994117647,0.8137234129411767,0.8152319811764708,0.8169454923529414,0.8185956011764707,0.8202839464705882,0.8218837129411765,0.823476825882353,0.82494483,0.8264312888235293,0.827940174117647,0.8294546247058823,0.8310202423529409,0.8326375364705881,0.8341661099999997,0.8355693335294118,0.8366846629411765,0.8371260135294117,0.8372034117647059,0.8372473229411764,0.8371255817647058,0.8370610229411763,0.8369214876470589,0.8367937829411763,0.8367445670588235,0.8367926217647058,0.8367661429411765,0.8366472270588234,0.83650188,0.8363003976470588,0.8361502623529412,0.836003035882353,0.8364651223529412,0.8372377541176471,0.838117311764706,0.8389213505882355,0.8395140100000001,0.8399584747058824,0.8402702247058824,0.840414265882353,0.8405275688235294,0.840625225882353,0.8406799847058822,0.8407607770588235,0.84087894,0.8410518047058823,0.8412826547058823,0.8415259429411763,0.8417710488235293,0.8414392682352941,0.8410306329411765,0.8405336982352942,0.840101995882353,0.8398247541176472,0.839646427647059,0.8395579276470589,0.8396190482352942,0.8397368541176471,0.8397977241176471,0.839694935882353,0.8394222458823529,0.8391955082352941,0.838931725882353,0.8386444911764707,0.8389132264705883,0.8392572088235295,0.8396323852941177,0.8399745705882354,0.8401252264705883,0.8402695605882353,0.8403669894117649,0.8404327011764707,0.8404742011764706,0.8404272541176471,0.8402315052941177,0.83993169,0.839915595882353,0.8401278017647059,0.84027271,0.8403200747058824,0.8403728594117648,0.8398304358823531,0.8391925358823531,0.8386136264705883,0.8380905676470589,0.8378135794117647,0.83756623,0.8374014123529412,0.8372859594117648,0.8372330005882354,0.8373086529411764,0.8375341664705882,0.8378836217647059,0.838147915882353,0.8383552394117647,0.8385850547058823,0.8389174635294117,0.8394870423529411,0.8400507805882353,0.8405971711764706,0.8410976864705882,0.8415747511764706,0.8420201041176469,0.8424023276470588,0.8428175511764706,0.8432531982352941,0.84369432,0.8441420558823529,0.8446185235294117,0.845151062352941,0.8457037658823527,0.8462650752941174,0.8467812970588235,0.8472503605882352,0.8474398935294118,0.8476153276470589,0.8478133447058824,0.8479768505882354,0.8481302123529413,0.8482850888235295,0.8484648329411765,0.8485737129411765,0.8486410188235295,0.8486210441176472,0.8485633294117648,0.848471541764706,0.8483341329411767,0.8481623452941178,0.8476893417647059,0.847443672352941,0.8470412429411763,0.8464709841176469,0.8460778294117645,0.8457939511764705,0.8456383770588234,0.845730718235294,0.8458361082352939,0.8459315876470587,0.8460516911764706,0.8461754382352941,0.8463491576470589,0.846542845882353,0.8466995147058823,0.8468307705882352,0.8469524252941177,0.8473472276470587,0.8475430570588236,0.8479080788235295,0.8483902870588236,0.8487106188235294,0.8489407305882353,0.8490646482352942,0.8489550894117647,0.8488018229411766,0.8486575970588236,0.8485004405882351,0.8483400641176471,0.8481543388235293,0.847965878235294,0.8478164529411764,0.8478890764705882,0.8478881882352942,0.8479385623529412,0.8479775770588236,0.8478763341176472,0.8478085005882353,0.8476180041176471,0.8473209905882353,0.8470052847058824,0.8466566905882352,0.8463505282352941,0.8460821305882353,0.8458036482352941,0.8455659776470589,0.8453664047058824,0.8451343888235293,0.844897724117647,0.8444156711764704,0.8439884770588234,0.8435006417647058,0.84307372,0.8428265011764705,0.8426187088235293,0.8425418147058824,0.8425788811764706,0.8426350047058824,0.8427116123529412,0.8427903923529412,0.8428249894117649,0.8428850364705882,0.8429336952941178,0.8429555388235295,0.8433399529411765,0.8438279882352943,0.8444258823529411,0.8450152588235295,0.8455739647058823,0.8461239158823529,0.8466801541176471,0.8472314270588236,0.8478081311764706,0.8483370352941177,0.8488427117647059,0.8492804923529411,0.8494754658823529,0.8496912135294117,0.8499008629411764,0.8501011629411765,0.8503252305882353,0.8502395194117647,0.8500847429411765,0.8498959105882353,0.8497517752941176,0.8496636494117648,0.8495592570588235,0.8494337600000001,0.8492897576470589,0.849116879411765,0.8489455576470589,0.8487875482352942,0.8486967858823531,0.8488355652941177,0.8489674947058825,0.849093337647059,0.84879322,0.8485016229411765,0.8481893576470589,0.8479127194117647,0.8477391435294118,0.8475625823529412,0.8473751223529412,0.8472182968750002,0.8470371800000002,0.8468523714285715,0.8466505507692308,0.8464491133333333,0.8462117381818182,0.8459160880000001,0.8455419644444445
pNuLoCDScore	-0.03824089019607835,-0.050352976078431255,-0.061253855490196046,-0.0683676960784313,-0.07465198019607838,-0.0778238007843137,-0.08020859019607837,-0.08079003666666659,-0.07850486431372541,-0.06699756452941175,-0.0594635311229946,-0.053656279264705814,-0.048434270723981904,-0.04379854277310921,-0.04010386843137259,-0.037621695955882384,-0.03572824411764711,-0.023747798235294187,-0.012571628823529413,-0.004252808235294198,0.004185474117646998,0.011009479999999988,0.01772593705882347,0.022403029999999963,0.02350725882352936,0.024614438823529372,0.026252775294117653,0.02837544529411759,0.02973267705882357,0.03077484823529411,0.031879858235294156,0.033300638823529405,0.03513171647058824,0.03672723647058826,0.03799692294117643,0.03768022882352942,0.035192731764705915,0.03069761352941186,0.024268374117647068,0.017337924705882357,0.011057082941176521,0.00602124941176474,0.0018064047058822807,-0.0015537405882353195,-0.003755621176470658,-0.004999450000000016,-0.005901825294117702,-0.0066895517647058145,-0.004520757058823488,-0.003099307647058791,-0.0013844705882352648,0.0007310082352941505,0.0036502388235293837,0.006888852352941066,0.010254989999999964,0.014739223529411705,0.019799100588235252,0.023971605294117626,0.02740685823529415,0.03030317588235293,0.032728004117647036,0.034516342352941154,0.035983721764705934,0.03736415882352945,0.0357478088235294,0.03212692999999994,0.02897089529411767,0.025618698823529407,0.022799547058823588,0.020384778823529404,0.01956585882352946,0.019274668823529406,0.018226529411764725,0.016689139411764642,0.015335323529411748,0.013949558823529384,0.012199874705882352,0.010145062352941159,0.008050315294117594,0.005856577058823476,0.003021715294117655,0.0030371011764706024,0.0025847952941176477,0.0028812082352941415,0.0033149647058823284,0.003702207647058864,0.003841100000000097,0.003070343529411823,0.0026034711764706397,0.0023058382352941775,0.002223711764705927,0.0026466805882353617,0.0035927676470588477,0.005099910588235279,0.006646565294117612,0.007938148823529334,0.011144831764705876,0.017714177647058738,0.02440982823529414,0.031275434117646994,0.037628284705882364,0.04311713235294112,0.04805551294117638,0.051923701764705954,0.05554524117647053,0.05976594235294114,0.06449717294117646,0.06835813058823526,0.07238070117647061,0.07626476999999998,0.07935706411764709,0.08359364058823537,0.09494183588235289,0.0976596029411766,0.09744763000000001,0.0962489170588236,0.0947680782352941,0.09371319882352941,0.0931878235294118,0.09279070647058812,0.09363872294117648,0.09366581470588242,0.09258085588235299,0.08998686294117653,0.08847028941176471,0.08659200235294123,0.08502873235294123,0.0836212423529411,0.07316291411764703,0.05985711705882352,0.05246408529411767,0.044739092941176395,0.03771884117647062,0.030553972352941272,0.022842608823529453,0.016501060000000012,0.010563935882352882,0.005151545294117599,0.000889190588235278,-0.0018031805882353646,-0.005005552352941256,-0.008933868823529312,-0.01317867176470594,-0.018193775882352936,-0.01855787823529409,-0.01074207411764716,-0.006365307647058949,-0.000997323529411731,0.004737857058823514,0.011086376470588188,0.017982232352941108,0.024761957058823503,0.02978263529411762,0.033592685882352924,0.03662642588235282,0.03969618117647061,0.04153326294117643,0.04402374176470569,0.04694401411764715,0.050155466470588106,0.04935099176470581,0.04436944588235309,0.039285135882353106,0.03381868764705881,0.028395490588235373,0.022729826470588188,0.016391782352941087,0.009252177647058824,0.0027673170588236595,-0.0023004288235293213,-0.006397578823529315,-0.010195847058823537,-0.013386264705882278,-0.015630164705882132,-0.016546711176470608,-0.017874718823529256,-0.023295198235293968,-0.02507212470588238,-0.026523154117647163,-0.026312270588235265,-0.02674643882352956,-0.026570421176470627,-0.02565309705882357,-0.0240127811764706,-0.021990655294117867,-0.020203192352941324,-0.019602319411764713,-0.01895792352941178,-0.018306945882352932,-0.017512445294117773,-0.017123078823529425,-0.013790188235294043,-0.0045266376470587955,0.011177081764705832,0.028076685294117665,0.04409499176470588,0.05935929529411765,0.07482154411764713,0.0897094905882353,0.10417016529411771,0.11839020117647076,0.13238048352941179,0.14641788,0.16148738529411777,0.17622772000000003,0.18981615058823548,0.20242531941176467,0.21173066647058814,0.21928004235294118,0.21908317411764705,0.21522349352941172,0.20964126235294112,0.20413678647058842,0.19729023941176493,0.19039463588235328,0.1832924664705884,0.175481627647059,0.16717729352941202,0.15900119705882354,0.1499732170588235,0.14017756941176462,0.13060410352941154,0.12141898588235289,0.11194819764705888,0.10194513176470577,0.09039237470588235,0.08109124117647071,0.07324537823529409,0.06629849529411758,0.05964089117647031,0.05315536176470559,0.04684298411764687,-0.05881176720915035,-0.07283021897385628,-0.0846841116209151,-0.09758558162091507,-0.10794234515032686,-0.11633160456209156,-0.12233804691503274,-0.12603208691503273,-0.127205475503268,-0.11401698488235293,-0.10054009463101604,-0.090551579127451,-0.0832718665565611,-0.07741295718907566,-0.0724281265411765,-0.0694208127757353,-0.06442953117647061,-0.048293981411764705,-0.02951049817647057,-0.0077732843529411955,0.011463115058823525,0.027999514470588252,0.041282277411764726,0.051564160941176496,0.059213177764705874,0.06550715576470587,0.07043072517647056,0.07443167658823531,0.08206727541176473,0.08946016276470585,0.09669128511764705,0.10446455805882356,0.11201391923529412,0.1164921959411765,0.11572301123529417,0.17069826137254904,0.1870102366666667,0.2071318801960784,0.2319696901960784,0.2585507207843136,0.2880277460784314,0.3184590190196078,0.3500858260784314,0.3809515284313726,0.3941439014117647,0.394000374117647,0.3797747926470589,0.35659208846153845,0.3317126028571428,0.30890121286274513,0.2934302166911763,0.2879470117647058,0.2806447482352939,0.26665181882352934,0.24666717117647052,0.2247724405882353,0.1998609152941176,0.17222098764705873,0.14103158058823517,-0.009700183006535967,-0.018554132418300645,-0.02516221359477125,-0.0282564459477124,-0.030036629477124155,-0.02692160477124181,-0.02390262065359472,-0.020544104183006506,-0.017730270065359488,-0.014479202411764702,-0.012480945187165748,-0.010876625392156808,-0.009556983800904945,-0.007727345042016748,-0.004577411960784233,0.0012679591176471272,0.010072563529411827,0.02214098235294118,0.030638441764705898,0.03713331882352938,0.04301473764705882,0.04291236294117648,0.04146475529411758,0.040471215294117624,0.04039609764705879,0.04106694294117644,0.04224933352941174,0.04358751764705879,0.04522548588235295,0.04674493941176469,0.047593108235294085,0.04695042999999999,0.047471584705882364,0.0503273164705883,0.0578843717647059,0.06314030058823536,0.0665870676470588,0.06864502176470594,0.07534458235294123,0.0832070935294118,0.0886788652941177,0.0946338494117647,0.10020489941176472,0.10341392999999999,0.10555029529411769,0.10816905647058822,0.11203988588235292,0.11613459176470592,0.115010124117647,-0.05809375594771243,-0.07381577771241832,-0.0876462600653595,-0.09867408265359479,-0.1075115403006536,-0.11053336206535948,-0.11445152177124185,-0.11819264030065363,-0.12039975530065364,-0.11405091682352946,-0.10589288822994657,-0.09567456979411766,-0.0861090572714932,-0.078366094605042,-0.07108252135294117,-0.0640294942867647,-0.055390381823529414,-0.034679326529411775,-0.014941541235294134,0.00021624076470584674,0.013133292764705845,0.020809969235294087,0.02818461717647057,0.03475788129411764,0.038960574235294115,0.04381293335294116,0.048244957470588226,0.050821575117647025,0.05235842158823528,0.054272412176470594,0.056070318999999993,0.05709484911764702,0.0556849306470588,0.05121288770588239,0.04498215770588239,0.03950938711764708,0.035939506294117685,0.03147609982352939,0.027405174529411727,0.024609893647058817,0.023250970411764688,0.020828633647058836,0.01840358247058821,0.01618972658823528,0.013363390117647006,0.010595218352941138,0.007584511294117663,0.00469033094117649,0.002771705882352954,0.003388813529411727,0.005188824117646984,0.0069665576470588075,0.007847832352941175,0.008735178823529421,0.011607174117647084,0.014013155294117674,0.016174852941176543,0.01711953941176475,0.019086631176470664,0.020262507647058864,0.02165441000000007,0.023117597058823547,0.024114492941176402,0.025257207058823533,0.025718248823529383,0.025002737647058793,0.02360256411764705,0.02267815588235292,0.021690401764705824,0.019948189999999977,0.01719933294117648,0.013648609411764712,0.00961509999999996,0.006913399999999931,0.004011772941176439,0.001089123529411734,-0.0009778423529412106,-0.0031973082352941273,-0.00497289117647054,-0.006086875882352932,-0.0023152058823529553,0.0018387935294117697,0.005821021176470598,0.010812802352941214,0.014799043529411776,0.02008493176470591,0.024753265294117616,0.030057495882352903,0.03572471705882352,0.04157999058823533,0.046869705882352924,0.052812111764705905,0.05786614294117651,0.06237936647058823,0.06644951352941175,0.07018877588235292,0.06863591705882352,0.062367540000000055,0.05720308529411769,0.05173352058823533,0.04569799647058828,0.03995554176470589,0.03418275235294124,0.029193370588235318,0.024054054117647078,0.018053001764705867,0.01223707352941178,0.005596993529411759,-0.000985687647058836,-0.007018453529411772,-0.012155975882352954,-0.01702377705882352,-0.02009535058823525,-0.017579940000000044,-0.014753024705882384,-0.013221865882352996,-0.010151185294117682,-0.0072626035294117985,-0.003970594117647108,-0.001306013529411787,0.0007171635294117573,0.002128283529411773,0.004214425294117641,0.007419899411764713,0.011153008823529348,0.014674554705882359,0.018179129999999988,0.02128037764705884,0.023587274705882372,0.023919936470588238,0.02326482000000002,0.023046762941176496,0.023146671176470623,0.02219394647058831,0.02152417411764712,0.020865632941176493,0.021080468235294136,0.023129174705882383,0.025455723529411833,0.026892205882353,0.026913264705882484,0.025867859411764754,0.025179034705882425,0.02443575764705877,0.028234172941176472,0.03213435235294118,0.03615646352941182,0.040010905882352926,0.04164213058823521,0.04473927176470577,0.048178535882352824,0.05066570411764704,0.0519805364705882,0.05231146647058821,0.051230637058823414,0.05062391529411758,0.051011835294117513,0.05310721117647055,0.05588352117647055,0.05847698176470584,0.055636876470588126,0.04884860352941173,0.04274587294117638,0.03734958058823523,0.03326193176470593,0.029375380000000062,0.024243927058823667,0.019383635294117685,0.015802318235294155,0.01319093529411769,0.01143827117647056,0.009671587647058777,0.007969648235294113,0.005807225882352884,0.001955682352941135,-0.0018829564705881707,-0.007380554705882281,-0.005736213529411782,-0.004509619999999992,-0.0035289317647058116,-0.0026593594117647057,-0.0026761117647058907,-0.0016324294117647242,-0.0006531058823529001,-0.002863859999999996,-0.007515408235294119,-0.010189961764705824,-0.013061764705882328,-0.015533504705882273,-0.01769446058823526,-0.01919657588235285,-0.020165462941176437,-0.019124040588235247,-0.018648040588235215,-0.020019052352941158,-0.021112625294117615,-0.02184607823529411,-0.022661158235294077,-0.02403365352941178,-0.02549814647058829,-0.024004414705882327,-0.016755762352941184,-0.009895074117647062,-0.005836277647058741,-0.0027988488235293763,6.550000000105083e-06,0.001958764705882299,0.0031299682352941005,0.010023392352941085,0.014838304117647028,0.02128471176470592,0.0274169305882353,0.033022401176470595,0.03807801470588229,0.043465174117647,0.05003773,0.05667267117647057,0.0592096352941176,0.05874085705882354,0.06073786764705874,0.06359327294117645,0.06663550058823525,0.0697462417647059,0.07334251529411767,0.07117263058823547,0.0637896429411765,0.057016713529411844,0.050997640588235305,0.044958481764706015,0.03964471529411778,0.03477689823529423,0.029302725882352998,0.02352959647058822,0.018189904705882443,0.01445305941176478,0.010974921764705936,0.007449081176470584,0.0037294970588235277,0.0005367776470588392,-0.0027941905882353235,-0.007202612941176578,-0.0046524676470589554,-0.002776118235294278,-0.000745451176470735,0.0016603652941174496,0.004179593529411607,0.006046393529411609,0.007633268823529382,0.008627557058823454,0.009359825882352846,0.009537936470588149,0.009600374117647026,0.00964519999999991,0.009481904117647044,0.009429141764705828,0.009310644117647038,0.010100758235294105,0.01124673941176485,0.011561697058823595,0.011564864705882472,0.011449058823529479,0.010636182352941281,0.009668580588235332,0.009094009411764636,0.009448722352941141,0.01041308411764702,0.011365891176470633,0.012155104117647031,0.012751953529411941,0.013340380588235279,0.013763941764705967,0.014145254705882293,0.013483663529411771,0.009828554117647048,0.0074685664705883,0.005964664117647012,0.004576857647058785,0.0035140117647058378,0.002399821764705934,0.001357595294117775,7.630058823548946e-05,-0.0020467647058822758,-0.004442371764705799,-0.0064415394117646185,-0.008064739411764776,-0.009346676470588178,-0.01069843823529415,-0.011773494705882237,-0.011509441176470625,-0.008351152941176554,-0.003813998823529452,-0.0011535282352941878,-8.296411764702194e-05,0.0005343082352941009,0.0007885582352940568,0.001308871764705788,0.001749453529411693,0.0022234317647059076,0.003282674705882338,0.0044052858823529495,0.004937556470588245,0.005161085294117684,0.00511557411764707,0.004877439411764661,0.0031529729411764462,0.00224071941176468,-4.366058823540575e-05,-0.0015570105882352636,-0.0019120894117647946,-0.0012920294117647058,1.9057647058839944e-05,0.0009896011764706225,0.002146864117647085,0.0032450770588235422,0.004237747647058754,0.00493389294117641,0.005750236470588144,0.006856657647058728,0.008364595882352888,0.010249662941176463,0.013636612352941224,0.016268420000000117,0.016450381176470685,0.01655487470588246,0.016943481764706003,0.017324555294117694,0.0173687635294118,0.017363759411764657,0.01709526823529406,0.016364545294117516,0.015790824705882278,0.015153949999999972,0.014730152352941173,0.014393658823529387,0.013960234705882368,0.013199322941176483,0.014886550000000054,0.01505382529411764,0.016974409999999995,0.018753960588235308,0.02000091705882351,0.02026794882352939,0.020457890000000034,0.0202849523529412,0.020144086470588296,0.020894190000000146,0.02186724058823536,0.022814677058823563,0.0237556135294118,0.024304417647058818,0.02464958647058818,0.024803315294117556,0.02227797176470575,0.01737336823529395,0.012819478235294002,0.00911865827205871,0.005827434313725399,0.0031807828991595732,0.0013445688235292907,0.00010459553921565723,-0.0005927022994652864,-0.0014000667647058873,-0.002918801568627394,-0.004214519215686219,-0.0055044674509803215,-0.006638773333333237,-0.007598518627450868,-0.008343076274509642,-0.008949346862744956,-0.006947331568627257,-0.005094503333333167
pNuLoCRank	High
UniprotNLSRegion	109..113;195..206
UniprotNESRegion	235..245
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	235...245
nlsdbnls_region	111...116
validnes_region	235...245
nesbase_region	
