UniprotID	Q96J02-3
pNuLoCScore	0.32732119,0.317432699,0.3102700809090909,0.3041321225,0.29689021615384614,0.29171897357142856,0.2891516573333333,0.285881104375,0.2845541688235294,0.27480517764705886,0.2705824129411765,0.27271386117647056,0.2703123035294117,0.2656881611764706,0.26166006882352943,0.25988956588235296,0.2584030470588235,0.25876201176470587,0.26001459529411763,0.25936504294117646,0.2583500847058824,0.26152074882352944,0.2636144211764706,0.2642085747058823,0.2750270670588235,0.28339645411764697,0.2912518276470588,0.2998856429411765,0.30840121823529415,0.3166620888235294,0.32597705352941175,0.3355461441176471,0.3438442205882353,0.35150380882352944,0.35923068823529414,0.36858455529411766,0.3791039047058824,0.38905411117647065,0.39650921647058823,0.4045227211764706,0.41252241470588236,0.4111742629411765,0.4107880994117647,0.40996959941176464,0.40867361941176467,0.4071612688235294,0.40637438235294115,0.40583713058823534,0.405732345882353,0.40579257411764713,0.4068453652941177,0.4072989547058824,0.4081441976470589,0.40930622176470594,0.41153935235294126,0.41354481705882357,0.4138455270588235,0.41432419,0.414516545882353,0.4145985105882353,0.41350230588235304,0.4131735352941177,0.41353387352941184,0.41464012000000006,0.41625083235294125,0.4180347958823529,0.4204898235294117,0.4230622305882352,0.4259790647058823,0.42855310058823526,0.43093845764705874,0.4334331329411764,0.43607198647058815,0.4399790688235294,0.4435798158823529,0.44740193411764695,0.4511837576470588,0.4559387476470588,0.45980440235294107,0.4625881658823529,0.4642154235294117,0.465231204117647,0.4658969688235293,0.4658883647058823,0.46564594352941174,0.4654414311764705,0.4652066288235294,0.4648897317647059,0.46320241,0.45938437705882357,0.45624201588235297,0.4542612923529412,0.4524644735294117,0.45121416941176473,0.45132276058823523,0.4512677535294118,0.45162124352941174,0.45228324588235297,0.4528998835294118,0.45362015764705876,0.45510045117647063,0.4571046770588235,0.45952230117647064,0.46188909294117647,0.46441282588235294,0.4680878323529412,0.47378494000000004,0.47900133882352935,0.48301570941176475,0.4870234364705882,0.49052170117647065,0.49254674823529415,0.494788525882353,0.4969274182352941,0.49883888294117656,0.5009335076470588,0.5028167311764706,0.5040829094117648,0.5049139311764707,0.5053900635294118,0.5089009282352942,0.5128930647058825,0.5168559976470589,0.5208598094117649,0.5248293276470588,0.5284738629411766,0.5318845747058824,0.535373694117647,0.5387677382352941,0.5418334441176471,0.5453072264705883,0.5485636494117647,0.5515617805882352,0.5545348482352942,0.5574026482352941,0.5601497558823529,0.5627324441176471,0.5623557182352942,0.5614692988235294,0.560756234117647,0.5600992076470588,0.5593709635294116,0.5589352576470588,0.55872264,0.5583992011764706,0.5582449370588235,0.5579886547058823,0.5568065017647059,0.5557620947058823,0.5546018482352941,0.5534400570588235,0.5519568452941177,0.5473291829411765,0.5427117094117647,0.537914965882353,0.5340943082352941,0.5301398435294118,0.5269313329411764,0.5238824388235295,0.5212581123529413,0.5185764123529413,0.5162216670588236,0.5142001194117648,0.5126019605882354,0.5114190505882353,0.5103197899999999,0.5094502405882353,0.5087011382352942,0.508280844117647,0.5110224335294117,0.5142276482352941,0.5177909,0.5198501705882353,0.5221574099999999,0.523747505882353,0.5251679647058823,0.5261648441176471,0.5273219617647058,0.5283131776470588,0.5291225394117648,0.5297076511764706,0.5302442229411766,0.5306321376470589,0.5307779964705883,0.5241925000000001,0.5197371282352943,0.517941894117647,0.5167151176470589,0.5155632735294118,0.5155404447058823,0.5148286876470588,0.5146537699999999,0.5145181582352941,0.5143622641176471,0.5109530347058824,0.5100539082352941,0.5089038888235295,0.5082519341176471,0.5078580605882355,0.5078750964705883,0.5080090611764706,0.51483346,0.5202103988235294,0.5230776505882353,0.5242105211764705,0.52558431,0.526078118235294,0.5270728711764706,0.5273676029411766,0.527913355882353,0.5286244205882352,0.5323430617647059,0.533497884117647,0.5348881658823529,0.5357852147058824,0.5360325517647059,0.5273775835294117,0.5225954552941177,0.5209695200000001,0.5198969552941177,0.518998054117647,0.5188752952941176,0.5184057035294117,0.518405985882353,0.5184955035294118,0.5187287482352942,0.5161612676470588,0.5149944323529412,0.5140626347058824,0.51340353,0.5128476888235295,0.5123803476470589,0.5125809988235295,0.5214496676470589,0.5265782488235294,0.5285579764705881,0.5294409423529411,0.529681654117647,0.5302382188235294,0.5307507247058825,0.5308883600000001,0.5311372282352941,0.5313260264705884,0.534339715882353,0.5357936129411766,0.5372464988235295,0.5384389529411765,0.5394590141176471,0.5436155199999999,0.5461503117647057,0.5480211999999999,0.5495242705882353,0.551386245882353,0.5534533952941176,0.5558242364705882,0.5579157129411765,0.5599953447058823,0.5621684170588236,0.5640909664705882,0.5653665917647059,0.56577753,0.5661929429411765,0.5667055488235295,0.5672669976470589,0.5680081976470589,0.5656470288235296,0.5645223311764705,0.5637700535294117,0.5633623594117646,0.5625794241176468,0.561586024117647,0.5606867129411764,0.5595764129411764,0.5585044752941176,0.5574778588235294,0.5566222352941178,0.5565172352941178,0.5569482529411766,0.5574413723529412,0.5578012841176472,0.5569838782352942,0.5563403511764706,0.557952231764706,0.5599419470588236,0.5605918441176471,0.5613900029411765,0.5615935917647059,0.5621050170588235,0.5624784670588235,0.5630965176470588,0.5637112558823529,0.5643800588235295,0.5649450823529412,0.5653700276470587,0.5657728217647059,0.5658071747058824,0.5656992805882354,0.5666252805882351,0.5671376311764705,0.5654259017647059,0.5635000335294118,0.5630579158823528,0.5624152923529411,0.5622729358823529,0.5616117458823529,0.561088934117647,0.5603681776470588,0.5596252747058824,0.5589311611764706,0.5583137435294117,0.5577433652941176,0.5572888676470589,0.5581285994117646,0.558837054117647,0.5597521894117646,0.5603332364705881,0.5609541282352941,0.5616335047058824,0.5617993811764707,0.5619119870588235,0.5619836988235294,0.5621281658823529,0.5622453270588235,0.5625022976470587,0.5623488488235294,0.5621707800000001,0.561948835882353,0.5617537158823529,0.5614999194117648,0.5602513670588235,0.5590630005882353,0.5578314041176471,0.5570845570588234,0.5561851417647058,0.5551937888235292,0.5545151394117646,0.5539083117647058,0.553402674117647,0.5530578752941177,0.5527308729411765,0.5524159452941176,0.5524267411764705,0.5524687470588235,0.5524943029411764,0.5520637464705882,0.5517478405882352,0.5498767729411764,0.5482440788235294,0.5472937694117648,0.5468336894117648,0.5465259635294119,0.5463345611764707,0.5465312164705882,0.5464811500000001,0.5466112841176471,0.5465639964705883,0.5464282000000001,0.5464088529411766,0.5465353235294118,0.5466440647058823,0.5468523,0.5475415094117645,0.5480337505882353,0.5500863070588236,0.5518131558823529,0.5526835147058824,0.5529572264705882,0.5532423464705882,0.5533955017647059,0.5532486935294119,0.5533557035294118,0.5531782482352942,0.5530054470588235,0.5528727529411764,0.5524042782352941,0.5517925370588236,0.5514957547058823,0.5503739017647059,0.5473846547058824,0.5425492523529413,0.539336195882353,0.5373336470588237,0.5362329235294118,0.5354814,0.5366318882352941,0.539311794117647,0.5440789699999999,0.5501343811764706,0.5571101252941176,0.5645835929411765,0.5723613070588236,0.5805151623529412,0.5889764917647059,0.5974856070588236,0.6069926835294117,0.618261754117647,0.6318774858823529,0.6441214976470588,0.6554480035294119,0.6663061505882353,0.6771634717647059,0.6862852011764705,0.693886055882353,0.699712185882353,0.7045574411764706,0.7086944417647059,0.7124929805882353,0.7161532394117648,0.7250866335294118,0.73385023,0.7422702088235295,0.7503088852941177,0.7584844558823528,0.7662065770588233,0.7736786617647058,0.7810013005882351,0.7878648811764704,0.7942838541176469,0.8003282070588233,0.8062420405882351,0.8118558723529411,0.8170935282352941,0.8225071094117647,0.8279029494117647,0.83328552,0.8332663788235294,0.8331434294117647,0.8329466294117647,0.832953005882353,0.8328791970588236,0.8329175876470589,0.8330600029411764,0.8333451447058824,0.83372957,0.83429675,0.8350365382352941,0.8359027147058823,0.836887261764706,0.8379485941176471,0.8387025447058825,0.8324720952941177,0.8279256247058825,0.8249207447058825,0.8234252035294118,0.8225334594117647,0.8217476123529411,0.8213386364705881,0.8211129952941175,0.8210133835294116,0.8208010558823527,0.8205767882352939,0.8206106611764704,0.8208654435294116,0.8211686905882352,0.8214773788235294,0.8218571535294118,0.8222145282352941,0.8294865635294117,0.8349876794117648,0.8389106476470589,0.84123513,0.842855994117647,0.8442584058823529,0.8453385258823528,0.8462192317647058,0.8469680199999998,0.8479273199999999,0.8489323347058825,0.8497486441176472,0.8502910088235296,0.8508261652941176,0.8514116788235294,0.8538358688235296,0.8563549058823529,0.8588699705882351,0.8612570311764706,0.8635100405882353,0.865725391764706,0.8680019658823529,0.8702970170588236,0.8725420017647059,0.8746141352941178,0.8765613029411765,0.8783715588235296,0.8801528000000002,0.8817695411764706,0.8833625705882353,0.884914398235294,0.8863868817647058,0.885968584117647,0.8855057782352941,0.885069462352941,0.8846659564705882,0.884349505882353,0.8841321452941177,0.8838901476470589,0.8836566588235295,0.8834335917647059,0.88330805,0.8832111470588236,0.8830996058823529,0.8829406647058824,0.8828348388235295,0.8827158270588236,0.8817448488235294,0.8810387400000002,0.8804607294117649,0.8799922429411767,0.8794819588235296,0.8791283294117649,0.8787863294117649,0.8784829270588237,0.8782489505882354,0.8780264176470589,0.877790288235294,0.8775601670588236,0.8774045670588234,0.8772690188235294,0.8771940799999999,0.8771407529411764,0.8771024470588236,0.8779251782352943,0.8784993929411766,0.8789629523529413,0.8793289035294118,0.87969323,0.8799406964705883,0.8801949923529413,0.8804075711764706,0.8805677100000001,0.8806526964705883,0.8807138217647059,0.8807709864705883,0.8808006841176471,0.8808148705882354,0.880797985882353,0.8806149094117648,0.8807088211764705,0.8808363076470589,0.8807397829411765,0.8807007141176469,0.8806776435294118,0.8807214523529412,0.880788735882353,0.8807592811764707,0.8807114570588236,0.8806846511764707,0.8806960388235294,0.8807566464705882,0.8808016405882353,0.8808513135294117,0.8808826405882353,0.8808863464705882,0.8810345994117645,0.8809290499999999,0.8807538911764706,0.8807581717647059,0.8806953970588235,0.8806173399999999,0.8805183517647058,0.8803859694117646,0.8803248599999998,0.8802838405882351,0.8802379094117645,0.8801962317647058,0.8801422752941176,0.8801269223529411,0.8800852341176469,0.8795865070588236,0.8792697564705882,0.8790267623529412,0.8788954058823529,0.8788281323529411,0.8788139470588234,0.8787327729411764,0.8786857799999999,0.8786443388235294,0.8785167064705881,0.8783738158823526,0.8782375782352939,0.8780927799999999,0.8779585852941176,0.8777999323529411,0.8776455576470588,0.8774953911764706,0.8778194770588236,0.8779753982352941,0.8780608947058824,0.8780241099999999,0.8779423011764704,0.8778314217647059,0.8777846035294118,0.8777029476470588,0.8776026276470588,0.8775812452941176,0.877587904117647,0.87757893,0.8775740888235295,0.8775450788235295,0.8775326847058824,0.8773938594117648,0.8772142082352942,0.8771047047058824,0.8770498400000001,0.8768876258823529,0.8765918635294118,0.8762518082352941,0.8759250317647058,0.8756019282352939,0.8751968911764705,0.8747640111764705,0.8743571347058823,0.8738922464705883,0.8734970994117647,0.8731367347058823,0.8728067564705884,0.8724557741176472,0.8722415152941178,0.8720707035294119,0.8718404447058825,0.8715703270588238,0.8713991682352943,0.8713349211764706,0.8712685882352943,0.8711462547058824,0.8710370370588235,0.8710242464705882,0.8710531052941175,0.8710538111764706,0.8711274464705882,0.8711437129411764,0.8711391217647059,0.8714400317647059,0.871572314117647,0.8717376470588236,0.8718745147058824,0.8719725852941176,0.8720212417647057,0.8720049358823528,0.8718737770588236,0.8717869858823528,0.8717450629411765,0.8716201158823529,0.8714694964705881,0.8713200905882353,0.8711973117647058,0.8710894917647058,0.8709544664705882,0.8708252017647058,0.8703686117647058,0.8700662264705883,0.8697530641176472,0.8695381258823529,0.8693326729411766,0.8691900952941177,0.8691216070588235,0.8691913811764705,0.869243415882353,0.8693089705882353,0.8694325705882352,0.8695851252941177,0.8697388399999999,0.8698876011764706,0.8699967035294117,0.8699595741176471,0.869978868235294,0.8702227582352942,0.8705389047058824,0.8706888164705883,0.8708082088235294,0.8709437264705882,0.8710523152941176,0.871135562352941,0.8712366023529411,0.8713584529411763,0.8713960723529411,0.8714422582352941,0.8714539447058823,0.8714492323529412,0.8714376529411765,0.8714493705882352,0.8716462058823529,0.8717789147058824,0.8716809970588235,0.8715677688235293,0.8715811276470588,0.8715335352941177,0.8714103494117648,0.8712753994117648,0.8711735894117647,0.8710650164705882,0.8709633194117647,0.8709342017647059,0.8708833805882354,0.8708479747058826,0.8707652152941179,0.8699699005882353,0.86961423,0.869206841764706,0.8687715123529411,0.8684696629411763,0.8681041005882352,0.8678146852941174,0.8676001047058822,0.8674002294117649,0.8672232823529412,0.8670408276470589,0.8668698747058824,0.866725045882353,0.8665805894117647,0.8664631988235294,0.8663004364705883,0.866048864117647,0.8665408170588236,0.8665942288235293,0.8666821076470588,0.8668202864705883,0.8668502358823531,0.8669292417647059,0.8669831217647059,0.8669551905882353,0.8669765888235296,0.8670169358823531,0.8670256182352942,0.8670386976470589,0.867019905882353,0.8669915623529413,0.8669423782352942,0.8673970670588237,0.8676266376470588,0.8674577258823529,0.8672234670588236,0.8669112352941176,0.866523741764706,0.86611073,0.8657880594117648,0.8654541888235295,0.8651279594117648,0.8648462435294119,0.8644770317647059,0.8640705317647059,0.8636144170588235,0.8631335758823531,0.8626338111764708,0.86232914125,0.8614660273333333,0.8609190007142857,0.8607592853846154,0.8606474258333335,0.860641200909091,0.8607106959999999,0.8608195511111112
pNuLoCDScore	-0.04276702117647058,-0.05251601235294112,-0.056738777058823464,-0.05460732882352942,-0.05700888647058827,-0.06163302882352939,-0.06566112117647055,-0.06743162411764703,-0.06891814294117649,-0.05867068723529412,-0.05025548561497328,-0.04476707955882353,-0.038540131447963755,-0.030198224747899127,-0.025537236156862708,-0.021672529669117646,-0.009527101764705892,0.008591276470588105,0.020669414705882294,0.027171781764705916,0.03808891470588244,0.050973927647058825,0.06431698470588232,0.07565657823529415,0.08544117352941183,0.09274179705882357,0.0992160929411765,0.1092195123529412,0.12075382000000001,0.12753336235294122,0.13289479529411763,0.14031414647058826,0.13749534764705884,0.12777780882352952,0.11953627176470588,0.11008395647058816,0.10027240117647052,0.09049917999999996,0.0803973288235294,0.07029098647058823,0.06188812529411769,0.05428876529411769,0.04761467705882355,0.038714399411764744,0.029040292941176493,0.020252110588235284,0.015030135882353024,0.009022095882352976,0.001323112352941136,0.0031499270588234984,0.003728446470588287,0.004628911176470685,0.0048286864705883725,0.006012266470588334,0.007159491176470689,0.008802989411764717,0.010518486470588229,0.012242221764705796,0.013644458235294032,0.015763275882352823,0.017834867058823423,0.019246878823529323,0.01939910529411748,0.019888315882352847,0.022226459411764654,0.025654878823529403,0.02906326999999992,0.032803423529411624,0.037681451764705776,0.04276521235294106,0.04627052882352922,0.04794804588235285,0.04796459117647045,0.047196408235294085,0.0454071452941176,0.042826134117647074,0.03966687882352943,0.03688833058823526,0.034268171176470685,0.03145659882352947,0.027130423529411862,0.019405308235294183,0.012662200000000068,0.006859358235294266,0.0012807158823529008,-0.004724578235294041,-0.008481641764705838,-0.011320412352941123,-0.012594179999999955,-0.012947958235294044,-0.012997085294117527,-0.012268207058823533,-0.01054549235294111,-0.008336754117647005,-0.0056843276470587845,-0.0030006388235294112,0.0012104158823529332,0.008703455294117646,0.017542924117647074,0.02474004647058814,0.030551235882353034,0.03580926705882348,0.03919894058823542,0.041278994705882366,0.04316728235294126,0.04464417235294116,0.04593899941176477,0.04731335000000003,0.04771628,0.046978232352941296,0.045391630000000016,0.04350097058823538,0.04448810235294126,0.04480523235294126,0.043071057647058875,0.04185847058823555,0.04181361823529406,0.041450426470588386,0.0413628735294117,0.04282694588235286,0.04397921235294111,0.044906025882352985,0.046468343529411704,0.047630141764705924,0.04874504941176461,0.050451938823529385,0.05248871705882341,0.05475969235294109,0.05383151588235291,0.049462653529411704,0.04461330117647044,0.03989642470588206,0.035269879999999976,0.030897100588235027,0.027050682941176407,0.023348945882353034,0.01963146294117646,0.016411492941176387,0.012681428235294057,0.008242852352941199,0.004200314117647097,6.699999999992823e-05,-0.003962591176470576,-0.008192910588235236,-0.015403261176470617,-0.019644008823529457,-0.02355433294117637,-0.026661925882352833,-0.02995936411764699,-0.03243963058823518,-0.035052818823529286,-0.037464527647058765,-0.0398227888235293,-0.042023269999999946,-0.043788535294117525,-0.044204541176470546,-0.044343044117647,-0.044282058235294186,-0.043989816470588194,-0.043255707058823534,-0.03904833882352954,-0.03168927588235304,-0.023687317647058892,-0.01630340823529408,-0.010289672941176442,-0.004773922941176512,-0.00013493294117650212,0.003909852352941057,0.007588431764705805,0.011100294705882252,0.014113058235293963,0.01652057882352942,0.018288600588235226,0.01992443294117663,0.021181897058823562,0.02207685823529415,0.015911655882353104,0.008714694705882597,0.003714245882352918,-0.0010757823529411459,-0.004286897058823569,-0.006616965294117594,-0.008918818235294168,-0.01051419470588244,-0.011646685882352958,-0.012959697647058732,-0.017360142941176382,-0.01906863117647073,-0.020803762352941013,-0.021992288823529438,-0.022774077058823394,-0.02290290000000006,-0.01618343882352946,-0.004903668235294312,0.002268504705882357,0.006362532941176391,0.008647247647058709,0.010043865294117715,0.011249430588235243,0.012419101176470715,0.012849444705882451,0.013551091764705925,0.01767138588235284,0.022289153529411854,0.024593995294117432,0.026636231764705753,0.027927154117646902,0.028157455294117617,0.019368522352941064,0.007761995294117696,0.0007591211764707007,-0.003180695294117575,-0.0052124670588235,-0.006709014705882477,-0.007672414705882313,-0.008666885294117632,-0.008872099411764811,-0.009184607647058751,-0.012463152941176392,-0.017348629411764738,-0.019435249411764555,-0.02148463588235283,-0.02293752588235287,-0.023652204117647013,-0.014796584705882188,-0.0011457876470587491,0.005608728823529363,0.008661021176470385,0.010442888235294157,0.010806358823529427,0.011832515294117663,0.012344738823529489,0.012392856470588298,0.012408479999999833,0.015164758823529523,0.019345283529411783,0.02173097823529413,0.02384296882352943,0.025591264117647006,0.02707866647058821,0.03103452117647043,0.02470064411764683,0.021442951176470437,0.020966294117647166,0.02194530352941182,0.02377174117647063,0.025586017647058812,0.027164988235294008,0.029106984705882244,0.03103118882352951,0.032764939999999854,0.031026875882352978,0.029983917058823417,0.02894644411764702,0.02826659588235303,0.02780798352941183,0.02439267764705899,0.01949671705882383,0.016501131176470674,0.0142457829411764,0.011976113529411636,0.009126028823529198,0.005761787647058814,0.002770999999999968,-0.00041893176470586546,-0.003663941764705969,-0.006613107647058802,-0.008744356470588133,-0.009260294705882188,-0.009244689999999944,-0.009264176470588303,-0.009465713529411723,-0.011024319411764738,-0.009306677647058947,-0.006570099411764563,-0.0038281064705880663,-0.002770515294117537,-0.0011894211764703622,7.567647058892568e-06,0.0014183041176470956,0.0029020541176471015,0.004592042352941195,0.006233397058823531,0.007757823529411678,0.008427847058823379,0.008421774705882124,0.008331449411764669,0.008005890588235198,0.008715402352941215,0.01028492941176451,0.00918539941176455,0.005483954705882255,0.002908189411764739,0.0016679129411762972,0.0008217005882351636,0.00016791882352940046,-0.0008667211764706861,-0.0020075835294117717,-0.003343078235294117,-0.004754784117647071,-0.0060139211764705935,-0.007056284117647027,-0.008029456470588281,-0.008518307058823504,-0.0075706811764707505,-0.007788226470588189,-0.007385441764705902,-0.005092665294117782,-0.0025459052941176896,-0.0014244111764704082,-0.0006159111764704184,-0.0003609488235294389,0.0003719529411765343,0.0010392317647058835,0.0018771494117646448,0.0028770229411763104,0.0034176876470588535,0.0038570364705884375,0.004205470588235394,0.004464848235294028,0.0033713200000001775,0.0014143129411765543,-0.0006891888235293075,-0.0025018323529409914,-0.0038695711764706875,-0.0054483629411765655,-0.006605592352941447,-0.007396847647058946,-0.008075387058823602,-0.00872549176470594,-0.009187451764705812,-0.009771424705882215,-0.009932903529411785,-0.009744038823529588,-0.009480088823529464,-0.009259412941176492,-0.009436172941176602,-0.008503526470588274,-0.009186227647058898,-0.009587325294117655,-0.009790787647058652,-0.009351452352940992,-0.00866782529411736,-0.008180578235293834,-0.007377095294117564,-0.0069215241176469045,-0.006446591176470506,-0.006166876470588223,-0.005987745294117497,-0.006017888235293922,-0.00593342352941173,-0.00585023823529407,-0.0052114464705882435,-0.0042063311764707345,-0.0018430223529410927,0.0018422282352941188,0.004519386470588138,0.005849825294117594,0.006431262941176352,0.006907785294117508,0.006864285294117645,0.006767543529411779,0.006744419411764624,0.00661425176470587,0.006577247058823343,0.006463899999999856,0.005868954705882334,0.005148472352941247,0.004643454705882344,0.0028323923529414152,-0.0006490958823529569,-0.0075370547058822845,-0.01247695999999987,-0.015349867647058701,-0.01672430294117644,-0.017760946470588235,-0.016763613529411803,-0.013936899411764903,-0.00927673352941183,-0.003043867058823535,0.004104678235294146,0.011710840000000111,0.019957028823529455,0.02872262529411762,0.0374807370588236,0.04711170529411768,0.059608028823529335,0.07571250176470579,0.09254128999999989,0.10678785058823514,0.11921508000000014,0.13082475058823528,0.14053158352941186,0.14697340705882356,0.14980708588235303,0.14957780470588233,0.14744731588235294,0.14411084882352931,0.1401316735294117,0.13563807705882358,0.13611014176470593,0.13636462294117646,0.13527752529411774,0.1320471311764706,0.12660696999999987,0.1220850794117645,0.11823065823529388,0.11469514999999986,0.11070140941176443,0.10799865294117639,0.10644215117647038,0.10652985470588217,0.10729843117647053,0.10839908647058827,0.11001412882352946,0.11174970999999989,0.10819888647058817,0.09941614882352934,0.09087322058823522,0.08263774411764702,0.07446855000000019,0.0666726200000003,0.05923892588235313,0.0520587023529413,-0.004647260705882339,-0.01537525776470583,-0.023254133058823484,-0.026618890705882317,-0.019433935882352912,-0.014010270117647036,-0.008152012647058796,-0.0034533734117646597,-0.0009944604705882376,0.0036343135176470642,0.004571913283422505,0.005703097205882399,0.009005534280543015,0.008927103411764711,0.0073395651686274654,0.006718980235294117,0.010983228235294101,0.02752677941176465,0.038164910588235235,0.04356062117647057,0.04043869047058822,0.039786047058823534,0.04124007664705885,0.04283202741176473,0.048466112705882386,0.05583128741176474,0.06624742764705882,0.07805236611764704,0.0860393314117647,0.09059564788235294,0.09697132317647053,0.102163962,0.10277492905882354,0.09833934258823529,0.0969309031764706,0.10203531611764705,0.1057940325882353,0.10909653729411764,0.10525669729411768,0.10221401552941176,0.10001615258823535,0.09942861200000003,0.09982093200000003,0.09979300117647061,0.0995098941176471,0.1014021905882353,0.10501802352941181,0.11029378117647062,0.1233445852941176,0.13878962352941182,0.14644536352941176,0.14713187352941182,0.14667259176470587,0.14758468941176472,0.14867674235294104,0.15311081176470592,0.1546361670588235,0.15335384352941173,0.14747378529411764,0.13891998647058823,0.13206406941176468,0.1255324458823529,0.12001286411764711,-0.021691914535947737,-0.03510935312418301,-0.044813634888888884,-0.05060403783006534,-0.04979451753594771,-0.04879649577124183,-0.04822084283006535,-0.04892608935947712,-0.04853540024183006,-0.04417085119999997,-0.04088661478609623,-0.03831004850980392,-0.03603198933031673,-0.03450383747058822,-0.033255742172548994,-0.03173489764705881,-0.030321719882352882,-0.01634333247058821,-0.0051498609411764484,0.0015716143529411752,0.001223650529411785,0.0008831002352941431,0.0016504125882353116,0.0036536073529411794,0.005059482058823561,0.007180655294117655,0.009382734470588239,0.011988905352941212,0.014680008000000022,0.017367973294117656,0.02053542388235295,0.022950157411764704,0.025164175647058806,0.026585119176470565,0.02640043117647055,0.02602656647058821,0.02541674588235296,0.024732977352941152,0.02357366499999998,0.022523396764705883,0.020921122941176457,0.01902740264705885,0.016881119117647087,0.014994176176470558,0.012778824705882319,0.009899735294117668,0.007382890000000003,0.0048513094117647315,0.006224669999999988,0.008246427058823558,0.008966319411764762,0.010290529411764726,0.012846865294117576,0.01635485235294115,0.020356598823529387,0.02387647764705883,0.02734213294117646,0.030858501764705837,0.03450794235294116,0.03773952529411767,0.04103131058823534,0.044587072941176475,0.04800305294117649,0.05122070235294118,0.05083481823529415,0.046552167058823535,0.04354917588235291,0.04235368352941174,0.040808107058823595,0.037986130000000035,0.03412802470588239,0.030385878823529416,0.027162941764705878,0.02365422352941174,0.020434392352941144,0.01725421058823523,0.014139459999999965,0.011221441176470559,0.008324545294117636,0.005999764705882343,0.0013795388235294248,0.0019513158823529497,0.003827181176470601,0.0028090147058824066,0.001714344705882359,0.0009195700000000084,-4.29052941176844e-05,-0.000381463529411763,-0.0013225664705882323,-0.0014302782352940968,-0.001569568235294111,-0.0016955647058823076,-0.0018749147058823579,-0.0018198735294117363,-0.0020782170588235227,-0.0025169888235294646,-0.0008406123529412501,0.0010413052941176115,0.0005503023529411788,0.0005250752941176329,0.0016849935294117602,0.0030662005882353127,0.004778374705882438,0.006520021176470603,0.00808517000000003,0.009641066470588239,0.010703269411764721,0.011583395882352965,0.012508849411764722,0.013497802941176418,0.014330242352941197,0.014983794117647081,0.015140229411764738,0.013969297058823521,0.015015035882352923,0.015620244117647036,0.014890312941176431,0.01424849999999997,0.013118035882352885,0.012234934705882328,0.012139662941176438,0.012042459411764739,0.011847706470588276,0.011951262941176488,0.012130483529411817,0.01222191000000003,0.012462877647058779,0.01286910000000005,0.01366871764705882,0.01383861647058826,0.012492408823529394,0.012109151764705867,0.013007270588235281,0.013587745882352925,0.014286087647058826,0.015044249999999981,0.014795048235294095,0.014017795882352913,0.013681816470588193,0.013159117647058821,0.012489389999999961,0.01171496941176467,0.010890889999999986,0.009982696470588193,0.007536630000000016,0.004053037647058777,0.0027027452941176533,0.002431158823529428,0.00018664235294121867,-0.0021598217647058604,-0.0038292558823529443,-0.005819092941176468,-0.007155827647058799,-0.008375404117647062,-0.009380694117647054,-0.010698418823529454,-0.012107770588235311,-0.013442335294117591,-0.014312738235294109,-0.01597457411764705,-0.015416610000000025,-0.012182450588235277,-0.00887883529411762,-0.007330771176470574,-0.005318423529411753,-0.002973877647058809,-0.0007022982352941076,0.0010898029411765264,0.0026921476470588845,0.004029663529411781,0.0054743505882353105,0.006681914117647125,0.008366109411764744,0.010340665294117618,0.011633110588235324,0.013657311764705887,0.017014543529411785,0.017875362941176504,0.01733734352941174,0.017681619411764715,0.018476452941176447,0.01801647176470586,0.017654577647058828,0.017095451764705893,0.016616067058823514,0.016548631176470596,0.016444971764705912,0.016721569999999963,0.01693098588235295,0.016563450000000035,0.01669019588235293,0.017076293529411785,0.0150450288235294,0.012090605882352945,0.009489050588235293,0.007404752352941191,0.005166609999999988,0.00396129705882356,0.003329783529411795,0.0028266741176470045,0.002474681176470539,0.0017531223529411166,0.00063199529411756,-0.0002873635294118604,-0.001614913529411871,-0.0027791388235294534,-0.00399660823529413,-0.005656303529411766,-0.004781454705882315,-0.002025697058823578,-0.0004930405882352384,0.0006104958823529572,0.0014609552941176052,0.002334348235294048,0.002561565882352873,0.0030044147058823356,0.003516627058823496,0.003947138235294162,0.003585309411764742,0.003936670588235325,0.004292540000000039,0.004745434117647024,0.0054229182352940886,0.006336315294117573,0.005327887647058771,0.0023984852941176804,0.0002745935294117541,-0.00030697352941178035,-0.00040489999999995807,-0.0009179411764705103,-0.0013885505882352545,-0.002088380588235239,-0.003054110588235265,-0.003767913529411776,-0.0028506594117646833,-0.0017400188235293657,-0.0014790435294118054,-0.0013019694117646363,-0.0015250564705882041,-0.0020222529411764167,-0.004610167647058794,-0.0034883305882352778,-0.0017520270588235742,-0.0013328852941176805,-0.0008095747058823877,-0.000562299411764694,-0.0005360682352941182,-0.0007066376470588609,-0.0009223741176470346,-0.0007182375367646987,-0.0010657645490196321,-0.002799794957983215,-0.0033172607692306955,-0.003544532941176487,-0.0037245077540107308,-0.0033435280000000123,-0.0009614146405228507,-0.0007402299346405128,-0.0008048428758169468,-0.0011468922875816634,-0.0018431893464051496,-0.0019684116993464174,-0.002004859346405208,-0.001620899934640485,-0.0011024587581699163
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
