UniprotID	Q96TA2-2
pNuLoCScore	0.21968839388888886,0.2200366775,0.22204928045454544,0.22507396541666666,0.2269141396153846,0.22789188964285714,0.229252363,0.22946317593749999,0.22967953911764705,0.21731027088235294,0.20772101323529413,0.1993022544117647,0.20089413852941174,0.20616503852941176,0.21224585470588234,0.21991632000000003,0.22856380235294116,0.2340003270588235,0.2354062982352941,0.2357382017647059,0.23543293411764707,0.2361796770588235,0.23760884529411766,0.23887983411764704,0.24390527470588233,0.24973333647058826,0.2545239535294118,0.2601605094117647,0.26735247647058824,0.27426755117647056,0.2813467717647059,0.28879118705882356,0.29616512941176465,0.3037270694117647,0.31099181235294115,0.31870801352941175,0.32696729058823526,0.33513565117647054,0.34287098588235293,0.3504932682352941,0.35814179764705883,0.36310654235294115,0.3675664094117647,0.37285553294117646,0.37792886647058826,0.3828263976470589,0.3878265894117648,0.39293167647058835,0.3976084476470589,0.4020181252941177,0.40559380588235294,0.4088675623529412,0.4118462323529412,0.4142195276470588,0.41659944058823534,0.41885474,0.42272095882352945,0.4251566647058824,0.4275378929411766,0.4303306582352942,0.4331170329411765,0.43449288705882355,0.4340625947058824,0.43331052411764714,0.4328503094117647,0.43152793,0.43064523941176475,0.43049622117647063,0.4304902023529412,0.43109160294117654,0.4322313070588236,0.433289915882353,0.43417359000000005,0.4330300905882354,0.43324048764705886,0.43305251411764706,0.4316957564705883,0.4293934517647059,0.4282511917647059,0.4281081647058823,0.42802490823529415,0.42718711058823533,0.42679810764705883,0.4258166488235295,0.42452373470588245,0.4232800052941177,0.42076015470588246,0.41793862529411774,0.4158086252941176,0.41671795882352947,0.41866096,0.4202513041176471,0.4228619129411766,0.4259650588235294,0.43044895000000005,0.43567780058823535,0.4418017747058823,0.44795481588235286,0.454803544117647,0.4620897717647058,0.4688966205882353,0.4751094970588236,0.48135348294117647,0.48870102411764704,0.49579519058823535,0.5023255170588237,0.5059639105882353,0.5087890217647059,0.5118466005882352,0.5142190299999999,0.5163630094117646,0.5181248052941176,0.5193967229411766,0.5204514935294117,0.5213211170588237,0.5216101464705883,0.521286881764706,0.5212761905882354,0.5217271847058823,0.5219301494117647,0.5252379670588235,0.5281225847058824,0.5310214570588235,0.5332092035294117,0.53556396,0.5378186870588235,0.5393971341176469,0.540046045882353,0.5408444929411765,0.5418493105882353,0.5428410105882353,0.5444825258823529,0.5457305494117648,0.5459183400000001,0.54629504,0.546842034117647,0.5471663605882352,0.543221178235294,0.5401459311764706,0.5369503611764705,0.5345467723529411,0.5322584817647059,0.5299538935294118,0.5280985699999999,0.5274120052941177,0.5264427582352941,0.5249884935294118,0.5236966876470588,0.5220361076470588,0.5209606170588236,0.521181961764706,0.5212286382352941,0.5195513029411765,0.5200301205882353,0.5219653676470587,0.5234077111764704,0.5250180852941175,0.5268721358823528,0.5284209676470588,0.529608232352941,0.5307735676470589,0.532109505882353,0.5335346505882353,0.5353376370588235,0.5370156664705882,0.5386284311764705,0.5400989923529412,0.5415049805882353,0.5429249835294118,0.5458430305882354,0.5467022688235295,0.546854335882353,0.547096527647059,0.54697651,0.5465266747058825,0.5459612358823529,0.54581761,0.5460344747058823,0.5460297447058823,0.5460439294117647,0.5458876017647057,0.5457398988235294,0.5457205252941176,0.5458636405882353,0.5481128758823529,0.5491117235294117,0.5507051588235294,0.5512564435294117,0.5504753117647059,0.5489239294117647,0.5472097588235295,0.5458204764705883,0.5443236600000001,0.542584574117647,0.54059343,0.5388010305882353,0.5369646188235295,0.5351653894117647,0.5334933005882353,0.5319887705882353,0.5306452817647059,0.52738289,0.5253760394117648,0.5227735123529411,0.5213183335294118,0.5214947476470588,0.5224534735294117,0.5235316817647059,0.5244902435294118,0.5257481711764705,0.5271875770588236,0.5286588723529412,0.5298268076470588,0.530966895882353,0.5320406311764705,0.5328951723529411,0.5327192370588234,0.5318194911764705,0.5320261888235295,0.5315000035294117,0.5311553658823529,0.5304890364705882,0.5302140247058823,0.5303780988235294,0.530530181764706,0.530631575882353,0.5306027094117647,0.5306073535294118,0.5305876523529411,0.530516775882353,0.5301886370588236,0.5295275817647059,0.5295134735294118,0.529633935882353,0.5282550141176471,0.5157804694117647,0.4956422852941177,0.4726320882352941,0.4477028405882353,0.4209712102941176,0.39324780911764706,0.365497273,0.3373003118235294,0.3090128008235294,0.280552305117647,0.252063701117647,0.22362386758823533,0.19539091876470588,0.16648581505882354,0.13694845741176473,0.10809521858823529,0.08121091305882353,0.06419938876470588,0.055469331529411754,0.04943983270588235,0.045563872352941175,0.042948934823529406,0.04086325088235293,0.03887587005882352,0.03727594258823529,0.03597164111764706,0.03479918047058823,0.03375634770588236,0.03280156994117647,0.03190752729411765,0.031962630058823535,0.031993475352941184,0.032021759823529415,0.032041316529411765,0.03205501729411765,0.03206766794117648,0.03207612229411765,0.03208332811764706,0.03209303652941176,0.03210682694117647,0.03212853211764705,0.03213953958823529,0.03214193052941176,0.032145398352941175,0.03214926082352942,0.03218362376470589,0.03219381311764706,0.03215691582352941,0.032127795235294125,0.03210906664705882,0.03209770270588236,0.03211040523529412,0.03212950829411765,0.03215051511764705,0.032180727294117646,0.03221231729411765,0.03224152941176471,0.032265857411764715,0.032283971529411766,0.03229456405882353,0.03230007635294118,0.03230740447058824,0.03227400194117647,0.03225741847058823,0.03228419170588235,0.032293526823529414,0.03227625741176471,0.032247396294117645,0.03219132435294118,0.03212450082352941,0.03204917217647058,0.031964782117647056,0.031875154,0.031787518647058824,0.03170433241176471,0.03162713888235295,0.03155537635294118,0.03150914423529412,0.03138564558823529,0.03142080352941176,0.031659864999999995,0.03193192517647058,0.03224308747058823,0.03259510599999999,0.03294779047058823,0.03332164852941177,0.03370651382352941,0.03409042523529412,0.034468671176470594,0.034856805176470586,0.03525043282352941,0.03564956882352941,0.03604657411764706,0.03644748117647059,0.036829545176470586,0.03728461176470589,0.03759706552941176,0.037713815294117645,0.037805705058823524,0.03786828141176471,0.03789589464705883,0.03792310035294117,0.037936006999999994,0.03794656564705882,0.037968241588235294,0.03800155747058823,0.038032037823529416,0.038057098941176475,0.03808447117647059,0.038397657764705884,0.03868235894117647,0.03890655894117648,0.03909877229411765,0.03923100782352942,0.039326179823529414,0.03938464664705882,0.03941619052941177,0.03945146111764706,0.03948377164705882,0.039482721294117645,0.03945955876470588,0.03942055182352941,0.039360543352941174,0.039281247294117645,0.03919278705882352,0.03909630764705882,0.038714785999999994,0.03834838870588236,0.03803366435294118,0.03774485570588236,0.03750157035294118,0.0372882325882353,0.037093415941176475,0.03690526741176471,0.03670429764705882,0.03649364435294117,0.03629418264705881,0.03611864870588234,0.035958646470588225,0.0358155968235294,0.03568990352941176,0.03571164664705882,0.03567640276470589,0.035634918588235295,0.035594396470588235,0.03552761429411765,0.03549770605882353,0.035456943882352945,0.03542353241176471,0.035406129058823524,0.035408268764705875,0.03542984205882353,0.035474867941176456,0.03554409705882352,0.035590421058823526,0.03563307329411764,0.03567376182352941,0.03571357705882354,0.035614694705882355,0.03556598447058824,0.035526789,0.035501045823529406,0.035507346823529407,0.035482256000000004,0.035467812235294126,0.03545098382352941,0.03543664147058824,0.03542541323529412,0.03541547817647059,0.03540346464705883,0.03538539564705882,0.03538353735294117,0.03538200947058823,0.035456127294117644,0.035510495941176466,0.035555315176470585,0.035569807529411766,0.035541404,0.03547140370588235,0.035363598882352944,0.03524161323529412,0.03512994129411765,0.03502362188235294,0.034916886294117655,0.034816340411764714,0.03472240982352941,0.03463459452941177,0.03455292847058824,0.03448116235294117,0.03441683729411765,0.03428175682352941,0.03416478017647059,0.03405237429411764,0.03398019811764707,0.03395743635294118,0.033977883411764706,0.03403867164705882,0.0341181045882353,0.034197126529411766,0.03427239164705882,0.034347330764705884,0.034414475470588235,0.03447450305882353,0.03452790747058824,0.0345818575882353,0.034670915000000004,0.03479955676470588,0.034945810588235295,0.03508500205882353,0.03518972417647059,0.03528416135294117,0.035370575470588236,0.035454319294117645,0.03554278235294117,0.035621222705882354,0.035683255176470585,0.03572968535294117,0.035742995529411764,0.03573908494117647,0.03572818888235294,0.03572054564705882,0.03570366805882353,0.03563432329411765,0.035510088117647054,0.03536232729411764,0.03522584523529411,0.03513221688235294,0.0350510954117647,0.03497728952941176,0.034905451058823526,0.034830612823529415,0.03476710276470588,0.03471244329411765,0.034662356000000005,0.03463888700000001,0.0346295065882353,0.034624958941176474,0.03463752482352941,0.03463088029411765,0.034617254470588235,0.03459829582352941,0.03457983623529411,0.03452412811764706,0.03444769905882353,0.03436420364705882,0.03427163347058823,0.034177645058823536,0.034080462117647065,0.03397512935294118,0.033868835,0.03376507317647059,0.033663616705882346,0.03356106064705883,0.03345465735294117,0.033325598529411755,0.03321687458823529,0.033120421117647056,0.033032776705882345,0.03294557552941176,0.032892577352941176,0.03285733147058823,0.032820862235294124,0.03279135617647059,0.03276256482352942,0.032734796470588245,0.03271288188235294,0.032691434941176475,0.03267083429411765,0.03265139841176471,0.03263644782352942,0.0326508955882353,0.032660877352941174,0.03268156835294118,0.03268189070588236,0.03269620105882354,0.03269741741176471,0.03268359841176471,0.032656530764705885,0.03262206917647059,0.0325591325882353,0.032480312764705886,0.032379135,0.032259342823529415,0.032147736764705885,0.032044582588235296,0.03194189670588236,0.03184301229411765,0.031720039235294116,0.03161082641176471,0.03150219894117647,0.03141575917647059,0.03131901752941176,0.031235488764705884,0.03116723758823529,0.031109729470588238,0.031062431235294116,0.031041325529411766,0.03103025594117647,0.031041107411764704,0.031074029411764705,0.031104720294117646,0.031222571176470582,0.031340570176470586,0.03144383705882353,0.031521466235294116,0.03156448729411764,0.0315919704117647,0.03159864976470589,0.031581161705882356,0.03156684411764706,0.03154878311764706,0.03154415082352941,0.03154813917647059,0.031556086058823526,0.03157279076470588,0.031590073823529415,0.03160652811764706,0.031618414764705886,0.03153876841176471,0.03145781852941177,0.03138253811764706,0.03132638282352941,0.03130083658823529,0.03128750376470588,0.031299623,0.03134015723529412,0.031381024647058824,0.031424480941176475,0.031457158294117646,0.031484729941176466,0.031510088647058815,0.03153218688235294,0.031553318235294114,0.03152223176470588,0.031532094999999996,0.031569135176470586,0.031619602999999996,0.031685512117647065,0.03175526764705882,0.03180949758823529,0.031859183294117646,0.03191252288235294,0.031964029000000005,0.032011211294117645,0.03205684188235294,0.032103698117647066,0.03214805129411765,0.032187804529411765,0.03222129,0.032260372,0.03235615052941177,0.03241828847058823,0.03245600594117647,0.032486536058823526,0.032504402764705884,0.032522333235294125,0.03254921400000001,0.03258049223529412,0.03260602494117647,0.03262932617647059,0.03265881276470589,0.03269294394117647,0.03272670629411764,0.03275828088235294,0.03278721788235294,0.03256252282352941,0.03245823529411765,0.03242380770588235,0.032424165058823534,0.03242269882352941,0.03240922852941178,0.032398596764705884,0.03238359041176471,0.03236917241176471,0.03235565417647059,0.032345462235294116,0.03234609552941177,0.032346555470588234,0.03235225,0.03236280976470588,0.03237940505882353,0.03240483147058823,0.0326845045882353,0.03283271417647059,0.032902203823529416,0.032927026705882365,0.03294762317647059,0.032970645470588235,0.03299186717647059,0.03302053282352941,0.03304930870588235,0.033074403705882355,0.033096206058823525,0.03310889876470588,0.033119069,0.033123878764705884,0.03312050876470589,0.03299611988235294,0.03295956929411765,0.03296015517647059,0.03294205205882353,0.0329309455882353,0.032912106823529415,0.03290915482352941,0.03292412458823529,0.03294663888235294,0.03297526752941177,0.0330016095882353,0.03301623017647058,0.033029134999999994,0.033044274588235285,0.033053182823529405,0.03305794770588235,0.03307506082352941,0.03321701382352941,0.033272623647058824,0.03329458247058824,0.03334557694117647,0.033394415941176474,0.033458881647058826,0.03350843794117647,0.033542919000000004,0.03356651652941177,0.03357747570588235,0.033587464235294115,0.033610736941176465,0.03363690582352941,0.033662614470588235,0.03368872152941177,0.03381258117647059,0.03389247070588236,0.03395538670588236,0.03398398770588236,0.034012545000000005,0.03402542382352941,0.034020205176470586,0.03400306882352941,0.03398971758823529,0.033978028529411765,0.03396730911764706,0.03395564588235294,0.03395683976470588,0.03396063276470588,0.033959408,0.03395144247058823,0.03394718247058823,0.033843704941176465,0.033778392058823534,0.033725289294117645,0.033702415352941176,0.03367721876470589,0.03366315564705883,0.03365782429411765,0.03366463464705882,0.03367119335294118,0.03367593476470588,0.03368520705882353,0.03370246152941177,0.03371128588235295,0.03371953041176471,0.03372893876470589,0.03382243917647059,0.03386288711764706,0.03389631817647058,0.03391794829411764,0.03395242082352941,0.03399341494117647,0.034021546352941176,0.034035140647058815,0.03403612870588236,0.034042498117647056,0.03405215123529411,0.03406282852941176,0.034078987625,0.034094799866666664,0.034115428428571425,0.034135248,0.034159348083333325,0.034063004,0.0340379779,0.034023346555555556
pNuLoCDScore	0.009991145228758186,-0.0023781230065359205,-0.011967380653594734,-0.02038613947712417,-0.018794255359477124,-0.013523355359477102,-0.007442539183006525,0.00022792611111116523,0.008875408464052298,0.01396364955882351,0.013357017780748659,0.01066423634803923,0.008518794502262478,0.008287787415966363,0.008356482294117673,0.009416658180147058,0.014225735588235283,0.03242306558823532,0.04680294029411769,0.06085825500000003,0.0664583379411765,0.0681025126470588,0.06910091705882357,0.06887486705882354,0.06760132705882349,0.06972674235294118,0.07558551411764705,0.08296981176470586,0.09153435647058819,0.09895597411764703,0.10526214058823527,0.11161343411764704,0.1142365229411765,0.11337320588235289,0.1130424558823529,0.11269502352941174,0.11057639000000002,0.10855884647058833,0.10647981764705888,0.10414048941176479,0.10144331823529423,0.09829105588235298,0.09460199352941179,0.09015954882352945,0.08487894176470595,0.07908387647058829,0.0737284547058824,0.06836147176470592,-0.04267826925490195,-0.05553908866666668,-0.06853036278431374,-0.07947274549019609,-0.08729653278431374,-0.09236576101960786,-0.09649482396078432,-0.1005790457254902,-0.10366794572549018,-0.0999407088235294,-0.09864719980748664,-0.09622241729411765,-0.09311175629864255,-0.08969213460504202,-0.08541127796078435,-0.08132270887500002,-0.07601307705882353,-0.06298573976470588,-0.05050224564705884,-0.03948369117647062,-0.03177632058823532,-0.027412311529411773,-0.024890890058823528,-0.022028250058823542,-0.02007687358823533,-0.018164960058823565,-0.015720057117647082,-0.013164633000000009,-0.012252869470588248,-0.01148819794117649,-0.011355461235294115,-0.012675088294117662,-0.015538717705882388,-0.019133732058823544,-0.02056750205882353,-0.021559024705882335,-0.022659990352941167,-0.02252542588235293,-0.020979989705882343,-0.018718794705882336,-0.016213524117647052,-0.013323520588235271,-0.010348035294117625,-0.006949780823529414,-0.003174966117647046,0.00010930176470590192,0.0029191367647058847,0.006643363000000013,0.015544052411764736,0.024958983000000004,0.03338585594117652,0.04006984035294121,0.04647031535294119,0.05223471888235294,0.05719666888235293,0.06062591564705881,0.06349944152941178,0.06581064976470588,0.06818617623529408,0.06965925117647055,0.07026354141176469,0.07089642317647057,0.07210656088235293,0.07316339317647058,0.06868330494117646,0.060850625529411784,0.05364362729411762,0.04667829788235292,0.040702019941176476,0.03523481935294118,0.030020325823529453,0.025134635823529428,0.02058242111764705,0.01626401817647058,0.01196593582352945,0.007908264058823555,0.005177570882352933,0.00279061676470585,-0.00016539735294118785,-0.00308446294117648,-0.004047285882352952,-0.0015110299999999965,-0.0026985905882352668,-0.002342251764705844,-0.0019990300000000127,-0.0020118882352940792,-0.0017828270588235717,-0.0015178141176470927,-0.001458603529411795,-0.0011771500000000157,-0.001083795882352967,-0.0012204141176470618,-0.0017145835294117562,-0.0023513264705881942,-0.0024787735294117264,-0.0022800805882352837,-0.0037601299999999727,-0.005868741764705893,-0.0043310935294117725,-0.0013152129411765356,0.00019717882352940364,0.0011197817647058128,0.0018468276470587908,0.002336247058823543,0.0028805047058823585,0.0033266441176470485,0.0039902329411764526,0.004983267058823543,0.00602042294117644,0.007044704705882365,0.00775815470588237,0.007876759411764717,0.008027595294117645,0.010570256470588235,0.012145624117647053,0.010966620588235332,0.010506307058823522,0.010471161764705916,0.01031094647058825,0.010247108235294095,0.009880188235294102,0.00950648705882351,0.009351218235294112,0.009064664117647059,0.00860698235294119,0.008327049411764681,0.008181318823529377,0.008190051176470564,0.00844767941176472,0.008168043529411806,0.006975093529411752,0.0061123264705882085,0.005594915294117653,0.005221113529411736,0.004804118235294086,0.00460644470588234,0.004916941176470596,0.005239088235294148,0.005145164117647066,0.004830701176470581,0.004443290000000016,0.003949912352941204,0.0032826782352941286,0.002466700000000016,0.0029240570588234815,0.00340238352941169,0.004489239411764712,0.005369241176470585,0.005922289999999997,0.006402557647058854,0.007298747058823579,0.008241618823529473,0.008870580000000017,0.00931051000000005,0.009944965294117675,0.010843274117647073,0.011676861764705893,0.012441777058823489,0.013261571176470616,0.01416110470588236,0.013630738823529415,0.011415554117647109,0.009055278823529411,0.007010105294117663,0.005351058823529431,0.003907455882352945,0.00219489235294118,0.0004342770588235123,-0.0010075488235293806,-0.002321074117647065,-0.003704930588235289,-0.004996787647058798,-0.0061533670588234946,-0.007038391764705859,-0.00781385588235295,-0.00863887764705884,-0.011840357647058791,-0.010523135294117664,-0.011103915882352933,-0.01607778764705886,-0.024006924588235334,-0.03269027500000002,-0.041521506588235335,-0.05047025852941181,-0.05978675817647067,-0.06939630023529417,-0.07892930452941176,-0.08858331311764713,-0.09828850988235299,-0.10811555911764709,-0.1180179181176471,-0.12784344611764709,-0.13516796182352941,-0.14315677970588236,-0.15192854770588238,-0.15423499841176466,-0.14938004294117643,-0.14118724658823528,-0.13227610852941174,-0.1230982818823529,-0.11355191741176465,-0.10374452799999997,-0.09388515811764708,-0.08397833858823528,-0.07405686194117647,-0.06407840399999999,-0.05409700905882352,-0.04413562611764704,-0.03424265694117648,-0.026719500705882353,-0.01614591647058823,-0.007873863058823535,-0.003813900999999998,-0.002631086647058814,-0.002006965647058819,-0.001539904882352932,-0.0012368371176470598,-0.0010600919411764692,-0.0009417175294117626,-0.0008292974117647053,-0.0007451039411764705,-0.0006977147058823477,-0.0006656120588235392,-0.0006430194705882401,-0.0006264935294117702,-0.0006167151176470625,-0.0006108516470588327,-0.0006013004705882445,-0.0005942932352941237,-0.0005776869411764744,-0.0005450666470588304,-0.0005054354705882474,-0.0004664221764705892,-0.00042863247058823675,-0.00039310700000000365,-0.00036275376470587886,-0.0003370333529411733,-0.00030578623529411986,-0.00027096094117646033,-0.00024024835294117475,-0.0002421594117647044,-0.00022595035294117882,-0.00021927588235293866,-0.00021783235294117048,-0.0002153308823529404,-0.0002229568823529475,-0.00026126952941176937,-0.0003161101764705826,-0.0003777603529411741,-0.0004407835294117646,-0.0005093508235294135,-0.000575020941176476,-0.0006392734117647084,-0.0006998321176470597,-0.0007598912352941231,-0.0008186860588235284,-0.0008452041176470575,-0.0008588552352941162,-0.0008802942941176436,-0.0008765401176470573,-0.0008558890588235245,-0.0008180248235294084,-0.0007435930588235232,-0.0006354414705882355,-0.0005100836470588281,-0.00037250564705882186,-0.0002251749999999976,-7.249235294117667e-05,8.109194117647198e-05,0.00023588894117647363,0.00038971288235294804,0.0005462343529411759,0.0008010391764705881,0.0010452014117647082,0.0013190506470588219,0.0015643839411764691,0.0017943400588235209,0.0020034484117647036,0.0021936672941176467,0.0023501294705882345,0.0024747747058823585,0.0025735037647058832,0.0026576808235294173,0.0027336134117647085,0.0028084040588235333,0.0028794639999999913,0.0029469559411764677,0.003006470588235291,0.0029665769999999946,0.0028107588823529372,0.0026289971176470597,0.0024411134705882367,0.0022538222941176494,0.002060582882352946,0.001860012823529416,0.0016577341176470563,0.0014712906470588198,0.0013114324705882328,0.0011685107058823502,0.0010220353529411842,0.0008674139999999969,0.0007054175294117747,0.0005370791176470512,0.000366283235294116,0.00012015076470588484,-1.3855352941176402e-05,-0.00013888858823529748,-0.00027624852941177114,-0.00042306023529411346,-0.0005571251764705902,-0.0006802957058823569,-0.0007901791764705866,-0.0009037086470588228,-0.001041989294117647,-0.001203280470588236,-0.001374068705882362,-0.0015472137058823512,-0.001701510117647062,-0.0018377890588235288,-0.001958857176470586,-0.001995166411764702,-0.0019689072352941095,-0.001954039294117641,-0.0019096724117646999,-0.0018404774117647058,-0.0017626237647058798,-0.0016750775294117615,-0.0015919126470588206,-0.001500600411764707,-0.0013833689411764695,-0.001234273470588236,-0.001054099176470584,-0.0008454438235294126,-0.0006312617058823536,-0.000438209235294109,-0.00025872229411764286,-6.466923529412083e-05,5.404317647058482e-05,0.00018679235294117788,0.00029146635294117346,0.000371931470588234,0.00045168729411764613,0.0005193849999999972,0.0005766414705882308,0.0006284980000000016,0.0006678474705882342,0.0006927449411764652,0.0007039615294117604,0.0006973058235294066,0.0006708435294117653,0.0006501255294117589,0.0006374036470588179,0.0005998228823529406,0.0005299867058823488,0.00045592517647058406,0.00040318852941176667,0.00036968264705882284,0.00033024052941176343,0.00028097523529411333,0.0002362165882352947,0.00019672858823529052,0.00016202335294117354,0.00012125152941176373,7.230341176470145e-05,1.9595000000004192e-05,-3.2723999999997866e-05,-7.917605882352963e-05,-0.000124328235294114,-0.00011511764705881763,-8.084417647058473e-05,-4.855711764705645e-05,-2.9088411764705696e-05,-4.1461294117646486e-05,-4.850735294117253e-05,-3.710764705882122e-05,-1.2743647058822277e-05,1.7484705882354207e-05,4.619447058824486e-05,8.153117647059435e-05,0.00012485800000000546,0.00017411358823529385,0.0002241338823529386,0.0002728396470588236,0.0003155185882352911,0.00030590029411764474,0.00024401058823529664,0.00019790276470587828,0.00017656664705882272,0.00018294652941177117,0.0002006023529411774,0.00020975523529412343,0.00020726329411764957,0.00019719235294117857,0.00018532623529411013,0.00016882041176470922,0.00014410011764705993,0.00011186458823529699,7.18744705882346e-05,2.906870588235619e-05,-1.2667411764703124e-05,-4.683247058823517e-05,-6.412682352941595e-05,-9.963847058823069e-05,-0.00015951429411764986,-0.00022929482352941968,-0.0003009268823529476,-0.00036166658823529735,-0.00041102417647059103,-0.00045420335294117306,-0.0004955913529411764,-0.0005333741764705913,-0.0005618105294117673,-0.0005855674117647112,-0.0006046617647058813,-0.0006153575294117648,-0.0006213310588235252,-0.0006342267647058801,-0.0006163881176470543,-0.0005481092941176449,-0.0004539740588235218,-0.0003531051176470512,-0.0002668904705882269,-0.0002071790588235277,-0.00016513317647058254,-0.00013506488235294142,-0.00011430282352940802,-0.00010048258823529277,-9.481458823528896e-05,-9.305058823529111e-05,-8.652364705882126e-05,-8.0097588235295e-05,-7.615235294117575e-05,-0.00010585947058823486,-0.00014259794117647134,-0.00021570876470588737,-0.00031020623529412136,-0.0004115688235294193,-0.0005111926470588307,-0.0005925945882353026,-0.0006536641176470674,-0.00070077605882354,-0.0007439221764705961,-0.0007776211764705908,-0.0008028730588235319,-0.0008212384705882335,-0.0008378416470588256,-0.0008593200000000002,-0.0008822368823529422,-0.0008704575882352919,-0.0008133907647058861,-0.0007408101176470533,-0.0006608499999999976,-0.0005735971764705833,-0.00048670470588234663,-0.0003980413529411711,-0.00032297211764705305,-0.00026162094117646376,-0.00020395047058823293,-0.00015064364705882557,-0.00011056258823529189,-8.012682352941114e-05,-6.017647058823364e-05,-4.613941176470626e-05,-2.9072294117648417e-05,1.2441176470586596e-05,7.596941176475636e-06,-3.5666470588301136e-06,-2.426064705883177e-05,-4.682000000000644e-05,-6.381900000000662e-05,-8.943270588235297e-05,-0.00011701435294118184,-0.00013966447058823966,-0.00015449235294116848,-0.00017163364705882062,-0.0001802714117647014,-0.00017797911764705354,-0.00016917617647058472,-0.00014826799999999307,-0.00012157588235293601,-0.00012045817647058504,-0.000128776529411765,-0.00013169511764704947,-0.00013349747058822442,-0.00013560794117646255,-0.00015035788235293404,-0.00016636058823529115,-0.00017357364705881603,-0.00017832017647058038,-0.00018135341176470782,-0.00018438564705882537,-0.0001815336470588312,-0.00017876464705883152,-0.0001724185882353048,-0.00016609900000000982,-0.00016793470588236104,-0.0001554745294117671,-0.00013991000000000003,-0.00013849452941176732,-0.00013013817647059,-0.0001338911176470628,-0.00013670288235294314,-0.00012617958823529785,-0.00011400805882353163,-9.362870588235442e-05,-6.853000000000761e-05,-3.9763647058824875e-05,-1.486847058823973e-05,5.120647058824007e-06,2.3564058823533074e-05,3.629123529412179e-05,4.915294117646685e-05,4.573811764704838e-05,4.18868823529317e-05,5.714699999999351e-05,7.337758823528981e-05,9.581882352941579e-05,0.00013325541176470793,0.00017236705882352904,0.00020025417647058855,0.0002163604705882373,0.00021974023529412398,0.00021669205882353035,0.00020980358823529527,0.00020344564705881626,0.00019608835294116986,0.00018683270588234352,0.0001760341764705832,0.00013261817647059262,0.00014557011764706335,0.00016384282352941565,0.00018820329411764827,0.00021142882352941095,0.00023277129411764658,0.00024028170588235795,0.0002493311764705866,0.000255808117647055,0.0002665152941176488,0.00028042117647059106,0.0002943999411764743,0.00031150600000000653,0.00033060517647059626,0.00035052011764706917,0.0003682588823529509,0.00041339947058823684,0.0004457630588235277,0.0004194017647058748,0.0003670484117647005,0.00031054158823528785,0.0002481364117646982,0.00018274476470587359,0.00012507535294117508,7.735329411764566e-05,3.595117647058402e-05,-4.5395294117622775e-06,-4.227729411764719e-05,-7.916329411764358e-05,-0.00011980064705881602,-0.00015977264705882566,-0.00019459794117646437,-0.00020523470588234768,-0.00023339241176470113,-0.00023330741176470077,-0.00022406288235293434,-0.0002128514705882316,-0.00020699405882352445,-0.00019421417647058278,-0.00018293370588235228,-0.00017208535294117866,-0.00016431411764706097,-0.00015812429411765291,-0.00015228152941176853,-0.0001480932941176523,-0.0001411031764705986,-0.00013184535294117825,-0.00012283582352941996,-0.00013481058823530331,-0.00017065270588235634,-0.00019724976470588199,-0.00019640888235294626,-0.00018393211764705653,-0.00016349676470588104,-0.00013963635294117482,-0.00011452876470588111,-9.092547058823022e-05,-7.300852941176383e-05,-5.4727176470589084e-05,-3.478099999999415e-05,-1.8992705882348027e-05,-6.270176470580396e-06,3.0340000000024514e-06,7.589352941175104e-06,6.863588235293122e-06,6.107782352941446e-05,0.00012265658823529257,0.00016241817647058912,0.00018517211764705263,0.00021068970588234565,0.00023337541176469967,0.00025674517647058387,0.00027305476470587675,0.0002886869999999993,0.0003016257058823524,0.00030652994117646645,0.0003086712941176434,0.00031543811764705304,0.0003257282941176477,0.0003409442941176462,0.0003612465882352964,0.0003517624117647007,0.00029734829411764627,0.00024146164705882156,0.00019565364705882368,0.00015273111764706193,0.00010608635294117805,5.396082352941353e-05,4.5301176470648186e-06,-3.7976117647053886e-05,-7.534858823528973e-05,-0.00010398776470587831,-0.00012353247058823416,-0.00013874388235293744,-0.0001559776470588213,-0.00017759576470587415,-0.00022583211764705402,-0.00026736735294116687,-0.00027600982352940506,-0.0002666375294117576,-0.00025519499999999626,-0.00024934705882352637,-0.00024343188235293953,-0.0002332776470588202,-0.00022530464705882575,-0.00021576999999999708,-0.00020545558823529403,-0.00019706047058823395,-0.00018891329411764232,-0.0001849265294117594,-0.00018354652941176414,-0.00017739464705882058,-0.00014179099999999528,-9.088800000000424e-05,-4.810247058824324e-05,-1.662658823530297e-05,-7.557647058904771e-07,1.0937588235292867e-05,2.713582352941238e-05,4.351917647058695e-05,6.200441176470659e-05,7.864594117646187e-05,9.013958823528984e-05,9.977758823529262e-05,0.00010657100367646513,0.00010777203137254249,0.00011021664285713537,0.00011315745248867762,0.00011321673529411658,8.552014438502689e-05,6.549808823529818e-05,4.5881320261443453e-05,3.955732026144493e-05,3.5767261437908565e-05,3.105226143790968e-05,2.4290967320261814e-05,2.012773202614282e-05,1.2175790849677098e-05,7.4126732026169595e-06,4.048261437905598e-06
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
