UniprotID	Q8N7U6-3
pNuLoCScore	0.32239362111111114,0.3220064290000001,0.31890172363636365,0.31765785083333337,0.31666818076923076,0.31946387285714284,0.3235933813333333,0.32985349124999996,0.3347038464705882,0.3327473229411764,0.33113023764705884,0.33148185294117644,0.3330697170588235,0.34282836058823524,0.35233321941176465,0.3660394582352941,0.37346673882352943,0.37778035352941175,0.3841050258823529,0.3922848082352941,0.3997363670588235,0.4073289311764705,0.4121842858823529,0.4155335647058823,0.414257578235294,0.4134031505882353,0.40744428470588234,0.40664012000000005,0.40760502235294116,0.4088856088235295,0.4102800629411764,0.4113611088235294,0.4116077664705882,0.4129124811764706,0.41478660764705877,0.41635600588235294,0.41800272235294117,0.41943984647058824,0.4206498364705883,0.42187888529411766,0.42328648764705884,0.42719182058823535,0.4314472788235295,0.44118045411764717,0.4463261500000001,0.4496606864705883,0.4530014100000001,0.45650850529411774,0.46015749470588246,0.46299092294117655,0.46497704352941177,0.46676879058823534,0.46828918117647056,0.46983326058823527,0.4716700158823529,0.47331807352941174,0.47767432470588234,0.4790545035294118,0.4802777647058824,0.4823460876470588,0.48342186235294116,0.4858819705882352,0.48910677117647045,0.4922459476470587,0.49611356176470595,0.5010583958823529,0.506743401764706,0.5115889341176472,0.5155309811764707,0.5190618964705882,0.5228809435294117,0.5268508047058824,0.5311480105882354,0.5323097752941176,0.5359831388235294,0.5395611347058825,0.5422154170588236,0.5448638705882353,0.546775478235294,0.5486476329411765,0.5505520035294118,0.5520719305882352,0.5523040776470588,0.5527317188235292,0.5539161364705881,0.5557769817647058,0.5579281170588235,0.5600237264705883,0.5665242358823529,0.5725234570588236,0.5783708570588235,0.5839100747058824,0.5881955511764706,0.5927682135294118,0.5977441317647059,0.6023161494117647,0.6065319111764705,0.6097950847058823,0.6131282182352942,0.6170375970588234,0.6205779517647059,0.6240374870588234,0.6274827123529412,0.6308934452941175,0.6342908505882353,0.6328631564705882,0.6317414447058822,0.6307040094117646,0.6302227005882353,0.6309055535294118,0.631104891764706,0.63096331,0.63086151,0.6299619811764705,0.6295048076470589,0.6287707729411763,0.6277736529411765,0.6269995882352941,0.6261581564705883,0.6252548035294118,0.6251866858823529,0.6206040635294118,0.6070403017647059,0.591166772352941,0.5777411088235294,0.5636428694117646,0.5502960964705882,0.53778697,0.5268113288235293,0.5160490670588236,0.507282484117647,0.49937205235294124,0.4920146235294118,0.48341181176470593,0.47569165,0.46828808882352946,0.4606180817647059,0.4521269635294118,0.4470674794117647,0.4509868670588235,0.45773751411764707,0.4628489647058824,0.46828689294117654,0.4724427688235295,0.4762301894117647,0.4792156141176471,0.4817832382352942,0.48280424705882347,0.48279698764705886,0.4828661847058824,0.48500359647058827,0.4860333329411765,0.49091723411764704,0.49381324117647063,0.4971180499999999,0.49954030647058817,0.5021436529411764,0.5050415858823529,0.5074931929411765,0.5104537047058824,0.513112664117647,0.5156476435294116,0.5187397152941177,0.5223293141176469,0.5264665635294117,0.5308559194117646,0.5349453958823529,0.5383224194117647,0.5416493605882353,0.5408758782352941,0.5418578052941176,0.5423681464705882,0.5445200052941177,0.5465036411764707,0.5476827294117647,0.5489477411764705,0.5502698435294117,0.5525618517647058,0.554540934117647,0.5556692458823529,0.5564645552941175,0.5566765470588235,0.5567324882352941,0.5565541647058823,0.5577223705882352,0.549291215882353,0.5395697929411765,0.533790915882353,0.5299215252941175,0.5255738476470588,0.5206480305882353,0.5161939505882353,0.5118025976470588,0.506923188235294,0.5011485235294117,0.49654365294117647,0.4922954429411765,0.4882233170588236,0.4839001300000001,0.48005298117647066,0.47669462999999995,0.4723775123529412,0.4780515788235295,0.4848586782352941,0.48801813117647064,0.4892569923529411,0.49077347,0.49329346117647055,0.4959529964705882,0.4979454670588236,0.5003604194117648,0.5031990429411765,0.5055665811764706,0.5072760123529412,0.5086735817647059,0.5110134352941177,0.5170931547058824,0.5194453,0.5185377235294117,0.5172276176470588,0.5169213329411765,0.5177521770588235,0.5187321594117646,0.5204558570588236,0.5218753452941177,0.5229640570588235,0.5245425117647059,0.5262419923529411,0.5281232747058824,0.530138304117647,0.5327939711764706,0.5361511605882353,0.5396328352941177,0.5391012741176472,0.5420137211764706,0.5479561470588235,0.5539846294117646,0.5592279941176471,0.5633735294117648,0.5672903547058824,0.5708148511764707,0.5744466600000001,0.5779883247058825,0.5814798170588236,0.584742914117647,0.5882343552941176,0.5910804735294118,0.5934431264705883,0.5935541994117647,0.5949253070588235,0.5957766623529412,0.5963246858823531,0.5938893735294118,0.5915857029411766,0.5905291835294119,0.5889017223529411,0.5879228352941177,0.5869058588235294,0.5854193676470588,0.5845098617647059,0.5837916970588236,0.5832434323529413,0.5824496735294117,0.5819153076470588,0.5821660547058823,0.5837232311764705,0.5837395823529412,0.5836832094117647,0.584108285882353,0.5876257699999998,0.591017464117647,0.5930306982352941,0.5955539629411765,0.5976567129411765,0.5996858188235293,0.602016438235294,0.6037849835294117,0.6053320364705881,0.6067739252941176,0.6085326488235295,0.6110507205882354,0.6092108794117648,0.6078263500000001,0.6068780264705884,0.6069611229411764,0.6070731052941176,0.6073454811764707,0.6080126252941177,0.6080387576470588,0.6077088364705882,0.6070514570588235,0.6057336276470587,0.6047846611764706,0.6037697158823531,0.6024976452941176,0.600904341764706,0.5991602829411766,0.5961124911764708,0.5963030794117647,0.5967548852941178,0.5971624029411765,0.597629455882353,0.5985475147058823,0.5995916235294119,0.6008179794117647,0.6031574205882354,0.6058072147058823,0.6092602764705883,0.6136348823529412,0.6173324529411766,0.6217381552941177,0.6266653494117648,0.6385368641176472,0.6501601817647059,0.6621643347058824,0.67467977,0.6866738505882353,0.6980592711764707,0.7089387358823531,0.7189566829411768,0.7284033558823532,0.737154855882353,0.7453664947058826,0.7537042970588237,0.7610978970588237,0.7682132794117649,0.775480965882353,0.7817451694117648,0.7870816635294118,0.785390301764706,0.7841196452941177,0.78293481,0.781728535882353,0.780978331764706,0.7802308194117648,0.7791946488235295,0.7781220076470589,0.7772227052941177,0.7764393641176471,0.7757059047058824,0.7750804870588236,0.7746545164705883,0.7741755517647059,0.7736768152941176,0.7756506188235293,0.7776274247058822,0.7800423188235294,0.7825460282352941,0.7847219252941176,0.7864493994117647,0.7880112011764706,0.7892004047058824,0.7903695258823529,0.7916015288235294,0.7927490758823529,0.7936499264705883,0.7942698,0.7949828623529412,0.7956871270588236,0.7963727841176471,0.7971018400000001,0.7956955911764707,0.7949968970588236,0.7941190588235294,0.7929464764705882,0.7919460676470588,0.7913869029411763,0.7906035423529412,0.7901526776470588,0.7898757682352942,0.7895660711764707,0.7893932947058824,0.7894415005882353,0.7897037947058825,0.7897353358823529,0.7896913417647058,0.7886973317647057,0.788429398235294,0.7868727729411764,0.7848921494117647,0.7833862729411765,0.7823287141176472,0.7809767964705884,0.7799408200000001,0.7785906047058825,0.7774544458823529,0.7764009376470588,0.7754414023529412,0.7745089805882353,0.7735952447058823,0.7726775799999999,0.7719914917647058,0.7714575623529412,0.7718419782352941,0.7714670411764706,0.7722918352941176,0.7735673764705882,0.7745581352941177,0.774951005882353,0.7755468529411764,0.775849794117647,0.7765941294117646,0.777030208235294,0.7774626576470587,0.7777621188235291,0.7779266876470585,0.7780475064705881,0.7783315829411764,0.7778441947058823,0.776172835882353,0.7746308435294118,0.7728403582352941,0.7711125970588236,0.7695266029411765,0.7680981252941176,0.7670550958823529,0.7660529194117646,0.7648553958823529,0.7634911894117647,0.7621158441176471,0.7600061405882351,0.7578580594117648,0.7559733064705882,0.7540137670588235,0.7521034082352941,0.7511269300000001,0.7513598300000001,0.7515243123529413,0.7520453129411765,0.7524421623529411,0.7524943682352941,0.7522523452941179,0.7518536194117649,0.7514992158823531,0.7511934764705884,0.7511955100000001,0.7512202211764707,0.7518350423529413,0.7525658300000001,0.7530858047058823,0.7556448299999999,0.7581641870588234,0.7598290594117647,0.7616761476470587,0.7630158829411764,0.764524844117647,0.76626757,0.7680518052941178,0.7700767117647059,0.772182123529412,0.7742087505882355,0.7761293982352941,0.7780234552941176,0.7800593188235293,0.7821248188235294,0.7841041770588234,0.7859352494117645,0.7858241652941176,0.7856570335294117,0.7861463082352941,0.7864264670588235,0.7870952376470588,0.7873764629411765,0.7873998523529412,0.7875403494117647,0.7875103435294117,0.7873379594117645,0.7871746123529411,0.7872895652941175,0.7871628458823529,0.7869384199999999,0.7867985258823529,0.7874114017647058,0.7883745311764705,0.7894122664705883,0.7905276976470588,0.7915331364705881,0.7923112282352941,0.7926092811764706,0.7929651264705883,0.7930951229411765,0.7930830829411764,0.7931485623529411,0.793182984117647,0.7931260194117646,0.7930569270588235,0.7931175170588235,0.7931400464705881,0.7931673388235293,0.7923115388235293,0.7910593058823528,0.7898032941176472,0.7884216511764706,0.7868565847058823,0.7853711635294117,0.7843934870588235,0.7834851070588236,0.7829674305882353,0.7824052264705882,0.7818273205882353,0.7813423852941178,0.7809418347058824,0.7805007247058823,0.7799955970588235,0.7766495617647058,0.7740305635294118,0.7711175852941177,0.7688793829411765,0.7666258147058823,0.7651026894117647,0.764298965882353,0.7636215188235296,0.7626763752941176,0.7615075494117648,0.7607031294117648,0.7603596941176471,0.7602759117647059,0.760310205882353,0.7605333482352943,0.7609112247058825,0.7615406600000002,0.7651928400000001,0.7682431223529412,0.7718429694117648,0.7749490870588234,0.7780245964705882,0.7804679123529411,0.7823997829411763,0.7842626182352941,0.78643424,0.7889354988235294,0.7910489464705881,0.7929191935294116,0.7943985364705882,0.7957125564705881,0.7968627858823529,0.7972373129411765,0.7986867129411765,0.8000556564705883,0.8013321011764707,0.8026081247058824,0.8037725129411765,0.8049858599999999,0.8059561676470589,0.8068929029411764,0.8077830182352941,0.8087086988235295,0.8096027305882353,0.8103918676470587,0.8109280441176469,0.8115039247058823,0.8121259023529411,0.8128122952941177,0.814175695882353,0.8141779782352941,0.8140752235294118,0.8138632517647059,0.8135707164705882,0.8131979694117648,0.8126320694117647,0.8122342399999999,0.8119003670588235,0.8116029694117648,0.8113263835294118,0.8110496282352944,0.8108257182352941,0.8107190476470588,0.8105923182352942,0.8101166911764706,0.8091068623529412,0.8080929405882353,0.8070862817647059,0.8062321011764706,0.8052163694117647,0.8039070029411763,0.8027168711764706,0.8016775682352941,0.8003584470588235,0.7985455200000001,0.7962907905882354,0.7939964470588237,0.7913763352941177,0.788476004117647,0.7856553900000001,0.7829436547058825,0.7805554252941177,0.7785096988235294,0.7764861011764708,0.7746330952941177,0.7727740129411764,0.7710417817647058,0.7696208717647058,0.768165554117647,0.7666810658823529,0.7655365129411763,0.764849036470588,0.7646446482352941,0.7643910835294117,0.7643851364705881,0.764676165882353,0.7663640117647059,0.7673181094117647,0.7681825423529413,0.7690507011764707,0.769258257647059,0.7695844429411766,0.7700154252941177,0.7706310211764706,0.7712466723529412,0.77192891,0.7724727635294117,0.7727470994117648,0.7730913523529412,0.7733233347058824,0.77345155,0.773406675882353,0.773349481764706,0.7718908264705883,0.7709515170588235,0.7695707782352942,0.7677808605882354,0.7668906488235294,0.7656794400000001,0.7642534694117648,0.7627059105882353,0.7610958976470588,0.7595053311764705,0.757995592352941,0.7568405835294115,0.7556500247058822,0.7544913599999999,0.7534433247058823,0.7527243694117647,0.7517837105882352,0.7511487911764706,0.7501858205882352,0.7500416164705881,0.7505528782352942,0.7505721688235294,0.7506661982352941,0.7509090747058824,0.7510219276470588,0.7509837070588236,0.7505869205882354,0.7498765652941177,0.7487668182352942,0.7475501652941177,0.7464128829411765,0.74527555,0.7438463911764706,0.7426729735294118,0.7413152929411765,0.7404263364705883,0.7392817835294119,0.7379662747058825,0.7368958429411765,0.7359204135294118,0.7348546605882352,0.733699984117647,0.7327190429411765,0.7320185811764707,0.7315630188235295,0.7314443388235293,0.7313842858823529,0.7298131447058823,0.7292504305882351,0.7293194229411764,0.7293238405882353,0.7295836052941176,0.7302404323529412,0.7307796305882351,0.73094556,0.7303716505882352,0.7300347505882353,0.729828174117647,0.7297634329411765,0.729770574117647,0.7298778123529412,0.7301364441176471,0.7303852447058824,0.7307920682352942,0.732792341764706,0.7338370323529413,0.7344533400000001,0.7351137341176471,0.73533989,0.7352042035294118,0.7351150588235295,0.7353902882352943,0.7362748523529413,0.7366491700000002,0.7367940800000001,0.7370130094117646,0.7371434329411765,0.7370993094117646,0.73726038875,0.737423498,0.7374730835714285,0.7373889092307692,0.7372845016666666,0.7371308654545455,0.7368939720000001,0.7366342966666668
pNuLoCDScore	0.012310225359477067,0.010353701830065287,0.008736616535947705,0.009088231830065296,0.01067609594771235,0.020434739477124098,0.029939598300653514,0.04364583712418296,0.05107311771241829,0.055773924529411656,0.06520330224598925,0.07462695740196074,0.08306818628959273,0.08786505831932767,0.08859090454901958,0.08568007345588236,0.07955373176470582,0.08065582764705886,0.0763140470588235,0.07515826705882361,0.07453530529411767,0.06605724823529424,0.05794684352941176,0.045321650588235285,0.03814102764705879,0.035132127647058864,0.030681581764705868,0.02407119764705884,0.018266355294117687,0.01211091529411773,0.008465550588235393,0.006345320588235337,0.009028909411764818,0.013788670000000058,0.02400299411764717,0.03454033411764712,0.03872112764705893,0.040775077647058844,0.04272134705882369,0.04514739647058835,0.04854972823529424,0.05007844176470594,0.050190435882353,0.050412784705882396,0.05028645882352939,0.05039341411764703,0.05102017941176462,0.05143918823529409,0.054387837058823496,0.05186268294117646,0.04883048588235289,0.041165633529411605,0.03709571235294107,0.03622128411764686,0.03610536117647034,0.03573744235294096,0.03595606705882348,0.03806747294117635,0.04176635823529423,0.04482014352941183,0.04724180000000011,0.049228635882352934,0.05121092764705881,0.05353273117647067,0.05347368588235302,0.05325527176470579,0.05570537411764703,0.05721504705882374,0.058793554705882434,0.05898190000000009,0.0576687070588236,0.056401685294117765,0.05443844176470586,0.051013534705882324,0.0455606758823528,0.04114278470588206,0.03838515529411746,0.0367150852941176,0.03504717352941178,0.033172921764705876,0.03537622529411755,0.040213681764705966,0.04238771823529408,0.04434893999999989,0.04598013411764701,0.047904342941176514,0.05096865352941182,0.053668516470588234,0.055979907647058735,0.05772315411764706,0.060824140588235376,0.06430587823529421,0.06666181529411774,0.06826050529411765,0.06955459529411767,0.07086971882352922,0.06776661470588241,0.06033969941176465,0.05337058764705871,0.04679393470588222,0.042027149411764664,0.03813734000000002,0.0333607600000001,0.028647160588235354,0.024329598823529475,0.020166896470588225,0.016376589411764675,0.011733175882352898,0.007195701176470615,0.002962101176470666,-0.001324555882352918,-0.005638641764705743,-0.009104164705882378,-0.012259092941176442,-0.024701142941176313,-0.039537237058823615,-0.052481591764705904,-0.06726268411764724,-0.08080879529411777,-0.09317634000000008,-0.10405018117647069,-0.11391291411764692,-0.12222232352941187,-0.1293987205882351,-0.1357590294117647,-0.14358777647058818,-0.15046650647058823,-0.1569667147058823,-0.164568604117647,-0.1684771,-0.1599728223529412,-0.1401799052941175,-0.12000359470588229,-0.10079390470588218,-0.08200920352941166,-0.0653442011764705,-0.05058113941176462,-0.03683345294117646,-0.025499245882352806,-0.016567805294117777,-0.009217635882352915,-0.0005456270588235501,0.00931194647058825,0.017745244117647052,0.030299152352941117,0.041686277647058845,0.0500505705882352,0.048553439411764654,0.044406138823529284,0.042192621176470546,0.039206299999999916,0.03801093588235288,0.036882474705882295,0.03643202941176449,0.03695647705882349,0.03952506705882347,0.04366957588235282,0.04798973470588219,0.04994179941176463,0.05228908647058822,0.05073212647058828,0.04706263705882352,0.04473975529411772,0.042827840000000006,0.04237635235294135,0.04146205529411773,0.040189536470588205,0.03849403647058813,0.03715717941176466,0.03691420823529423,0.03580121882352938,0.033339931764705955,0.029997991764705856,0.025820627647058947,0.021787092352941184,0.01823174529411753,0.016073009999999832,0.008415337647058818,-0.002288012352941182,-0.00857723058823523,-0.014598480000000191,-0.020929793529411822,-0.02703469882352938,-0.03275379058823524,-0.03846724588235284,-0.045638663529411816,-0.053392410588235295,-0.05912559294117642,-0.06416911235294104,-0.06845322999999992,-0.07283235823529399,-0.0765011835294116,-0.0810277405882352,-0.07691370352941179,-0.06151821411764696,-0.04893223764705884,-0.041903394117646875,-0.03631685529411771,-0.029874560588235288,-0.022900489411764702,-0.015849601176470607,-0.008977721176470443,-0.0007881041176469594,0.006655389999999983,0.013271138235294078,0.019052695294117572,0.0247734517647058,0.03096045411764703,0.0403985247058824,0.04706778764705882,0.04048614470588224,0.03236893941176472,0.028903201764705844,0.02849518470588236,0.02795868941176466,0.02716239588235303,0.025922348823529506,0.02501858999999995,0.02418209235294111,0.023042949411764657,0.02255669352941181,0.022862291764705778,0.024120389411764753,0.02513772529411762,0.0225396805882353,0.01965597411764719,0.023475997647058877,0.030728529411764627,0.03706329647058815,0.04147581705882364,0.044641370000000125,0.046834497647058826,0.04893950588235296,0.05148260294117657,0.05344581294117656,0.055237824705882455,0.05661963941176462,0.05809605117647065,0.058286502352941194,0.05729196588235297,0.05392136411764703,0.05582403294117633,0.053762941176470624,0.04836853882352965,0.03990474411764722,0.03235770882352951,0.027155654117647088,0.021611367647058732,0.017107984117647024,0.012459198823529305,0.007431042941176358,0.0030300447058823066,-0.0009512170588233948,-0.004990922941176312,-0.00863080000000016,-0.01152781882352949,-0.011388144705882342,-0.011202075882353002,-0.012037080000000033,-0.012641476470588442,-0.009781087647058873,-0.0039599329411768025,0.00048828058823513487,0.004128975882352948,0.007631127647058755,0.01075085411764709,0.014266451176470518,0.017506576470588175,0.019993286470588068,0.022088604117646793,0.024324251764705873,0.026617341176470743,0.028884665882353056,0.025487648235294258,0.02408676764705886,0.023194817058823758,0.02285283705882346,0.019447335294117796,0.016328017058823696,0.014981927058823619,0.012484794705882374,0.01005212352941165,0.007365638235294125,0.0037171894117646875,0.000999677647058883,-0.0015623205882350222,-0.00427627999999991,-0.007628307058823558,-0.011890437647058771,-0.013098388235293967,-0.011523270588235324,-0.010123141176470618,-0.009798719999999927,-0.009443649411764676,-0.008797966470588392,-0.008421001764705838,-0.007220778235294101,-0.0045514158823527495,-0.0012442423529411828,0.003526648823529599,0.008850221176470607,0.013562737058823493,0.019240510000000044,0.025761007647058798,0.03937658117647058,0.05404769058823511,0.06586125529411768,0.07792488470588221,0.08951144764705876,0.10042981529411776,0.11039122117647082,0.1193650594117649,0.12758537647058843,0.13399743529411756,0.13955928000000029,0.14444402058823536,0.14746301470588252,0.15088082647058831,0.15374281058823536,0.15507981999999998,0.14854479941176457,0.13523012000000012,0.12195531058823528,0.10825503999999997,0.09505468529411776,0.08291906058823528,0.07129208352941163,0.06023796588235275,0.04971865176470569,0.04006784941176478,0.03107286941176457,0.009723009843137231,0.0021380504313725235,-0.0035667125098039487,-0.004141433686274537,-0.0030308925098039563,0.003364873960784248,0.015201729843137224,0.029631026901960733,0.045552025549019576,0.0727416800823529,0.09353311023529409,0.09875356401470589,0.09592523094570138,0.09673384936554627,0.10227271493725498,0.10657565422426474,0.11324048570588238,0.1262908839411765,0.13520375805882348,0.13988095158823527,0.14219878805882352,0.13919581570588235,0.13093046982352943,0.11928268511764709,0.10676970588235302,0.09081942588235295,0.07512620676470586,0.06480248294117646,0.06205331764705874,0.06073600117647049,0.055750187647058747,0.05092455235294119,0.04219541294117646,0.035084973529411756,0.03470179823529429,0.03581270588235308,0.03521435529411776,0.03416770529411772,0.03288658058823529,0.03309161705882352,0.030077505882352862,0.028201476470588183,0.02918978352941176,0.02860001235294113,0.024673442352941166,0.024683928235294084,0.022350170588235352,0.020044779999999984,0.02115729705882352,0.02540424176470596,0.025436131764705938,0.02236451647058818,0.020903590588235266,0.02096539352941179,0.021577547647058826,0.020949751176470577,0.021838101764705853,0.02479180588235297,0.027431122352941206,0.030251440000000074,0.03294010764705896,0.03511679058823547,0.03657437176470596,0.03854080941176474,0.036858881764705864,0.03324524529411754,0.029262497058823334,0.025130681176470493,0.022117221176470525,0.020147357647058772,0.017085838823529376,0.013607928235294109,0.011558234705882409,0.008673258235294135,0.004823340000000009,5.132176470584726e-05,-0.00397603235294125,-0.007015448823529502,-0.009206827058823641,-0.012833940588235393,-0.021122991764705834,-0.026096952352941183,-0.03549018235294116,-0.042993704117647025,-0.048848195882352896,-0.05693618705882347,-0.06397399470588239,-0.06784279352941175,-0.07086337588235297,-0.07401623529411766,-0.07606370588235295,-0.0776947823529412,-0.07885477176470584,-0.08173468058823524,-0.08435389117647063,-0.08592752294117645,-0.08194284058823537,-0.07198074117647063,-0.058627925882352994,-0.04268707117647058,-0.029188368823529487,-0.017436332941176524,-0.00581128941176462,0.0031442558823530087,0.00874382470588242,0.014410788823529419,0.018483220588235316,0.02288763647058828,0.02814503823529413,0.033978802941176445,0.0409772464705882,0.047480430588235256,0.061143329999999996,0.06506573352941186,0.0711585788235295,0.07499793294117651,0.07939746470588238,0.08516371764705882,0.08968147000000004,0.09461634470588232,0.10145546470588224,0.10873589529411765,0.11648930235294114,0.1240716623529412,0.12949638411764713,0.13409977705882353,0.13774945235294123,0.14057077176470595,0.13626195941176467,0.1274257158823529,0.12135972529411759,0.11143994823529402,0.10070524176470574,0.09100101176470576,0.08241428764705877,0.07453305764705892,0.06696435941176482,0.05912622294117653,0.05115580352941185,0.04256374882352926,0.03566864999999991,0.030263321764705864,0.024417030588235356,0.018977507058823617,0.017160233529411872,0.021471337058823536,0.021067775882352924,0.022876371176470622,0.02575445117647074,0.02761514882352961,0.029139689411764813,0.028991033529411625,0.02806555235294106,0.027172777058823594,0.02602421411764705,0.024360871176470733,0.022320174117646974,0.01962927999999997,0.016761469411764596,0.015112087647058736,0.009613861764705911,0.002105592941176404,-0.00318699999999994,-0.007297750588235341,-0.011739506470588301,-0.015769231176470777,-0.01955985058823545,-0.022622052352941124,-0.024487535882352918,-0.026023875882353054,-0.027779248823529445,-0.027700231176470635,-0.02612807352941171,-0.024674045882353002,-0.0232368235294117,-0.022747143529411817,-0.0163174035294118,-0.005897869411764678,0.00338598470588225,0.01134790352941173,0.019178619999999924,0.02700153529411775,0.03512317941176463,0.0439759864705882,0.052638006470588194,0.061113461764705945,0.07014579705882351,0.0786114717647059,0.08529754058823535,0.09144546176470592,0.09769107235294117,0.10423760647058838,0.10554011235294125,0.003751083790849652,0.0026347714379084675,0.0008137932026143768,0.0012599467320261737,0.003338797320261433,0.009415809673202602,0.014689382614379132,0.01663081849673209,0.017413247908496743,0.013805944235294187,0.010727374117647182,0.010099464019607929,0.011464488778280602,0.01522255029411762,0.020105636000000093,0.024830814558823577,0.02892665823529411,0.030956304705882454,0.028505284705882372,0.025309672352941126,0.0215635729411765,0.014613949999999931,0.010203590588235223,0.00740025352941176,0.0056518464705883065,0.004181444705882387,0.0037829852941176356,0.0016972441176470454,-0.00164012352941173,-0.006281339411764675,-0.011516420000000083,-0.01723291941176469,-0.023449345882352923,-0.027204987058823682,-0.02300408176470592,-0.01699094294117648,-0.012599143529411827,-0.010069119411764582,-0.010227044705882316,-0.009811208823529427,-0.008871267647058867,-0.007655144117647117,-0.007023822352941245,-0.0067627488235295075,-0.004596997058823604,-0.001962971176470596,4.5190000000083774e-05,0.0008675564705881711,-0.006699672352941222,-0.012019535294117534,-0.02068334705882352,-0.03378666764705884,-0.0455669970588235,-0.055718834117647165,-0.06446454000000001,-0.0719189688235295,-0.07949802882352952,-0.08668322470588244,-0.09306983529411766,-0.0982843558823529,-0.10377181176470585,-0.10983517529411765,-0.11534107823529419,-0.11875636823529409,-0.11339386999999995,-0.10085249764705889,-0.08940413529411764,-0.07669091647058818,-0.0641498911764706,-0.052297295882352934,-0.04170226058823534,-0.031626515882352935,-0.02166610176470582,-0.013041284117647017,-0.0048883023529411596,0.002669945294117626,0.009910596470588229,0.016957774117647095,0.023945138823529444,0.029757904117647033,0.032678219411764686,0.02928585058823535,0.027556411764705885,0.025242698235294125,0.02190150058823534,0.01897120882352943,0.016946154117647105,0.0150822423529412,0.011006069411764713,0.006104690000000024,0.0027364923529411833,-0.000731727647058783,-0.004667168235294117,-0.008260368823529457,-0.011850788235294146,-0.014820775294117655,-0.01565973470588236,-0.016194274117647095,-0.018710858235294114,-0.02110963352941181,-0.022578052941176513,-0.02351448176470583,-0.02496981647058824,-0.026507241176470603,-0.025944220000000018,-0.021657100000000012,-0.017194685294117634,-0.013733288235294128,-0.009863730588235281,-0.005856073529411754,-0.002311016470588234,0.0007818629411765199,0.000922818823529431,-0.0018670264705882011,-0.00333524470588234,-0.004259172352941126,-0.005135037647058804,-0.006554538823529438,-0.007826018235294135,-0.008550951764705883,-0.00900515235294122,-0.011285138235294145,-0.015035145882352968,-0.017418389411764712,-0.01928423882352942,-0.021294495294117644,-0.02296750294117647,-0.02506601823529414,-0.023921588823529405,-0.019556649411764743,-0.01416029000000002,-0.008415450000000047,-0.003459025882352973,0.0007648029411764512,0.005251111764705857,0.009817591176470603,0.013899630000000052,0.017265723529411775,0.020693897058823518,0.02370611588235294,0.025324843529411778,0.025991577647058783,0.027326590588235306,0.02913115999999999,0.03195699294117646,0.03279967470588235,0.03348194058823528,0.03406244352941176,0.034586901764705885,0.036112155882352975,0.03814829352941182,0.03992910705882355,0.04143644294117646,0.04316959823529412,0.04443124764705886,0.04592144470588233,0.047955447058823486,0.05112170352941184,0.05378250705882354,0.05494388823529417,0.054466904117647014,0.052898454705882364,0.05017538235294114,0.04743577264705884,0.044773759843137306,0.04169861323529414,0.037564019095022605,0.032709066078431354,0.02772724395721926,0.022882342470588263,0.018023412483660184,0.014640985424836689,0.011343694248366093,0.007792970718954267,0.004186557189542528,0.0021425501307189565,0.0004370277777778764,-0.0008645928104574763,-0.0012193622222221312
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
