UniprotID	Q7Z4T9-8
pNuLoCScore	0.12386045033333332,0.11621998929999999,0.11063211027272728,0.10608972633333334,0.10240267615384616,0.09922514400000002,0.09647711173333334,0.094164431,0.09220762694117648,0.06952749752941179,0.06070545929411765,0.055149743411764714,0.056329283647058824,0.05786640700000001,0.058833051000000004,0.05995819335294118,0.06100856552941177,0.061786833470588234,0.06268027994117646,0.06310155011764708,0.06348073729411764,0.06388009,0.06415978082352941,0.06460146494117647,0.06636687082352942,0.06762446858823529,0.06906660152941177,0.07021171682352942,0.071320978,0.07212208094117648,0.072839948,0.073361766,0.07389225517647058,0.07432625847058824,0.07459707376470587,0.07489259788235295,0.07526806335294117,0.0755867671764706,0.07563734894117646,0.07583489482352941,0.075772331,0.07422607511764706,0.07315895017647057,0.0718597384117647,0.07064746605882354,0.06947953370588235,0.06861806982352942,0.06763452570588237,0.06667946394117646,0.06584008829411762,0.06526493088235293,0.06521853382352942,0.06501929735294118,0.06488344605882353,0.06468216429411765,0.0646917095882353,0.0663356484117647,0.06673164929411765,0.06765777929411765,0.06856673341176471,0.0690153551764706,0.06800090694117648,0.06690342123529412,0.06566385864705883,0.06473538888235296,0.06412199876470588,0.06357041370588236,0.06295638917647059,0.0624224885882353,0.062238662705882346,0.06186200235294117,0.06125484247058823,0.06065112164705882,0.05850324917647059,0.05783897105882353,0.05659361105882353,0.05519155076470589,0.05403851176470589,0.054477112705882354,0.055020233705882354,0.055827208999999996,0.056283258411764694,0.05657617029411764,0.05675675535294117,0.057007669294117644,0.0572009738235294,0.0570886638235294,0.05710718905882352,0.05878916423529411,0.05978325329411764,0.060673022235294104,0.06138001623529412,0.06199759329411764,0.06295986358823528,0.06417653435294116,0.06536001988235293,0.06653966458823529,0.06763671047058824,0.06890379258823531,0.07009708023529412,0.07115199905882352,0.072204382,0.07329053452941177,0.07426956688235294,0.0753475688235294,0.07525686764705881,0.07585751764705882,0.07654170117647059,0.07729892617647059,0.07829020205882353,0.07907125264705883,0.07968508088235295,0.08012505911764706,0.080600033,0.08083217064705883,0.08095719711764705,0.08100396300000001,0.08118354241176473,0.08136387300000002,0.08148152829411766,0.08299066505882353,0.08397325858823529,0.08435474294117647,0.08483972529411764,0.08692926447058824,0.0900201724117647,0.0941781941764706,0.09960896711764708,0.10575156241176473,0.11227971005882353,0.1196905344117647,0.1278729255882353,0.13640820676470589,0.1453867279411765,0.15396295852941178,0.16282961499999998,0.17203222794117648,0.1801091182352941,0.18852637588235294,0.19763827505882348,0.20698539682352937,0.2150362564705882,0.22153526117647057,0.22734416529411763,0.23191543058823527,0.23613295941176465,0.24052410588235293,0.2439299788235294,0.2468753894117647,0.2495683617647059,0.2516679617647059,0.2543692829411765,0.2579317129411765,0.2621147005882353,0.2650799364705882,0.2683058429411765,0.27186685941176475,0.2745531452941177,0.2771790141176471,0.2803494047058824,0.2830527241176471,0.28558038,0.287559654117647,0.28876629411764704,0.2902049429411765,0.2917522752941177,0.2929979541176471,0.2945312799999999,0.29607187705882354,0.29645248294117643,0.2960625476470588,0.29685898705882346,0.29759257294117647,0.2977861111764706,0.2985622882352941,0.29914156117647067,0.29950201,0.3000565594117647,0.30073648882352944,0.30182557235294116,0.30302225352941176,0.30405411647058816,0.3048623194117647,0.3057518941176471,0.30845376529411767,0.3116695952941177,0.3151161970588236,0.31728674764705883,0.3192136970588235,0.3210913117647059,0.3228126694117647,0.32414269647058824,0.32528969470588237,0.3264563535294118,0.32707490411764717,0.3275847882352942,0.32763583647058825,0.32755245470588235,0.32290060000000004,0.3144808070588235,0.3091197794117647,0.3016757982352941,0.29278850882352936,0.28278614529411766,0.2732437817647059,0.26332000882352935,0.25307544294117645,0.24233591529411763,0.2319113694117647,0.22117251294117649,0.21046495647058824,0.20015109823529412,0.18920440705882352,0.17894601999999998,0.1686247382352941,0.16276311999999998,0.1576231647058823,0.14995439941176467,0.14206244970588233,0.13488231352941174,0.12845706882352936,0.1222423894117647,0.11675552588235297,0.11156143588235296,0.10702264447058825,0.1024169674117647,0.09817330505882353,0.09406565682352942,0.08997397564705883,0.0866476317647059,0.08303211000000002,0.07981704764705884,0.07675496705882354,0.0767335,0.0764079305882353,0.07657525352941176,0.07667505147058824,0.07680469941176471,0.07741079529411767,0.0779873205882353,0.07843740764705882,0.07976525494117648,0.08257053847058823,0.0857863014117647,0.09015304082352942,0.09535673905882353,0.10095516235294116,0.10654746764705882,0.13131512529411765,0.1547036435294118,0.17753056470588233,0.19981623,0.22204399676470588,0.24465001088235294,0.2673589917647059,0.29019057352941185,0.31269018235294116,0.33536071000000006,0.356826385882353,0.3763732817647059,0.3955959147058823,0.41379430941176465,0.4310878388235293,0.44797086588235285,0.4646967523529411,0.46229270705882347,0.46121981176470583,0.46062963764705883,0.46042344588235296,0.4602942882352941,0.4598388617647059,0.45915801058823524,0.45831678764705885,0.45754004764705886,0.45662314882352945,0.45602386058823524,0.4558982705882353,0.4557049388235294,0.455432674117647,0.4552720799999999,0.45657647470588225,0.45769954529411755,0.4582705452941176,0.45851819941176464,0.4584313817647058,0.458524004117647,0.45848420411764707,0.4586256547058824,0.4589158941176471,0.4591997335294118,0.45909416294117644,0.4589694911764705,0.4585639958823529,0.4576953388235294,0.45693685764705877,0.4562829164705882,0.4556989923529411,0.4535482223529411,0.4518184029411764,0.4506086064705882,0.4496365564705883,0.44873704235294126,0.4476073641176472,0.4463365958823531,0.4446512935294119,0.443056185882353,0.44149582411764715,0.4404988435294118,0.43958019941176474,0.43892181705882355,0.4387736347058824,0.43849035352941185,0.43622686058823534,0.4354869947058824,0.43446507941176477,0.43255970823529416,0.4309098941176471,0.42903216764705887,0.42752384176470587,0.42600742588235296,0.4251507352941177,0.42473146470588236,0.4245083976470588,0.42472370352941174,0.4251976499999999,0.42575314235294115,0.4261273805882353,0.4267300982352941,0.42745293588235295,0.4300711976470588,0.43117996352941174,0.4326978117647059,0.43486409235294127,0.4367434229411766,0.4391431035294118,0.4414181335294118,0.44401288058823535,0.4462997935294118,0.44833391000000006,0.45009633882352945,0.4514936135294118,0.45266428882352944,0.45380041823529416,0.4550152588235295,0.4589695470588236,0.46291718352941186,0.46627530882352947,0.46948313705882366,0.47255453294117655,0.47543236000000005,0.4783636376470589,0.48063171705882357,0.4823460541176471,0.483561675882353,0.4851146764705883,0.4870372805882353,0.48903126647058826,0.49111873647058824,0.4933038129411764,0.4956329223529412,0.4981151388235294,0.4976039623529413,0.49705749176470576,0.4969931035294118,0.49691656529411765,0.49685776235294127,0.4970139858823529,0.4970585411764706,0.4976790223529412,0.49896898117647065,0.500520944117647,0.50170007,0.5026389611764707,0.503487794117647,0.5041632111764707,0.5047202217647059,0.5058604476470587,0.5074011888235295,0.5090574694117647,0.5097617576470588,0.5101630047058823,0.5101420017647058,0.5105715529411765,0.5112225023529412,0.5119599811764706,0.5125654929411766,0.5132260870588237,0.5140879141176472,0.5149158611764706,0.5156473964705883,0.5163817588235294,0.5171087088235294,0.5177549288235294,0.5174738111764706,0.5167160170588234,0.515716198235294,0.5155395511764705,0.5156472688235294,0.5160989782352942,0.5160946270588235,0.5159034894117646,0.5156753752941177,0.5155144964705882,0.5152591764705883,0.5148672117647058,0.5143538782352941,0.5138832076470589,0.5133764488235295,0.5125248164705882,0.5122153552941177,0.5117692935294118,0.5118205052941176,0.5114972435294117,0.5116062729411764,0.5117924647058824,0.5120225282352941,0.5124314017647058,0.5129090417647059,0.5133061711764707,0.5134945005882353,0.5136150323529411,0.5137191323529412,0.51374863,0.5138644394117646,0.5139043394117647,0.5141828305882353,0.5138112894117647,0.513584518235294,0.5127727005882353,0.5123873241176471,0.5116921417647059,0.5110077500000001,0.5103127770588236,0.5094385211764707,0.50850946,0.5077435288235295,0.5071144582352941,0.5065225994117647,0.5059220229411765,0.5054418723529411,0.5045235747058824,0.5039037629411764,0.5035575629411764,0.5030362305882352,0.5026870517647057,0.502498322352941,0.5024291282352941,0.5022599305882354,0.5019179341176471,0.5016191458823529,0.5014292364705882,0.5013302152941177,0.5011701347058825,0.5009975017647059,0.5008817335294119,0.5008888100000002,0.5008958923529413,0.5012780394117647,0.5014542217647059,0.5014821923529411,0.5018241894117647,0.5021054776470589,0.5022565188235294,0.502285954117647,0.5023741652941177,0.502656955882353,0.5029818029411766,0.5032660382352943,0.5034187594117647,0.503395457647059,0.5033427105882353,0.5032378788235294,0.5008192835294119,0.49723638588235297,0.4939066476470588,0.4912012417647059,0.48873362294117656,0.4865135435294118,0.48446494941176477,0.4826012211764706,0.4808848752941176,0.47927296941176467,0.47767215529411766,0.4762991982352941,0.47503097941176475,0.47394879411764707,0.4731061982352941,0.4722463876470589,0.4714525794117647,0.47281318823529417,0.4754007170588236,0.4776341223529413,0.47915279588235304,0.48029923705882355,0.4810483223529412,0.48166976941176487,0.48224339411764716,0.48272235588235296,0.48309223058823525,0.4834228400000001,0.48342865,0.48331683000000003,0.4830148252941177,0.48255308352941173,0.4843780176470589,0.48588802000000014,0.4875425829411764,0.4890961752941177,0.48999157058823534,0.4901280264705883,0.49026532588235294,0.490366305882353,0.4902542335294117,0.48999926058823523,0.48984750941176464,0.489557068235294,0.48931986294117646,0.48922435529411756,0.4891839976470588,0.4891935029411765,0.4892223364705882,0.48698660117647063,0.48503415529411775,0.48303324235294137,0.481082071764706,0.47986065882352946,0.4794951035294119,0.47919048529411773,0.4790755111764707,0.4791816364705883,0.479343115882353,0.47931475941176466,0.47935553294117644,0.4793205429411765,0.47922062941176463,0.47909163647058817,0.4797780894117647,0.48042048,0.48095202294117645,0.4811324182352942,0.48099182117647055,0.48041420764705883,0.4797120770588235,0.47896815882352944,0.4779941417647059,0.4770254788235294,0.4759959741176471,0.4749218811764706,0.47382959235294125,0.4728943376470589,0.4720689376470588,0.4712990282352942,0.4706078894117648,0.4691321241176471,0.4677102829411765,0.4664753252941176,0.4654802782352942,0.4648380941176471,0.4645929347058824,0.46443980176470595,0.46430510705882355,0.46438225823529417,0.4644426835294118,0.46453321294117655,0.46465875235294124,0.46481508,0.4647664952941176,0.4645391129411765,0.46366839941176474,0.46219694294117647,0.4606686694117647,0.4590979023529411,0.45726107294117646,0.45506191058823525,0.45209368352941176,0.44920860941176466,0.44632701764705884,0.44346838235294117,0.44067730705882363,0.4380051064705883,0.4352363076470589,0.4327844994117647,0.43044505705882363,0.42821391470588244,0.4261227835294118,0.4247927429411766,0.4240426923529412,0.42339099588235296,0.42285432705882353,0.4225356182352941,0.4226867158823529,0.42357070176470585,0.42442240411764703,0.4252376605882353,0.4260584135294117,0.42685141,0.4274765047058824,0.42818070823529414,0.4286126464705883,0.42898630823529416,0.4303074417647059,0.43137546411764705,0.4315027194117647,0.43122286,0.4306374976470589,0.4302744723529412,0.4299948276470588,0.4297167776470588,0.4292763029411764,0.4286678758823529,0.42799202058823527,0.42733122999999995,0.42673076176470587,0.4261596817647058,0.42548638647058823,0.42478802705882357,0.42412922352941174,0.4224126747058823,0.4208597635294118,0.42018091941176466,0.41996038529411767,0.41999713823529417,0.41969669,0.4192430129411765,0.4188294282352942,0.4186066617647059,0.41858531294117646,0.4187067882352941,0.4188071776470588,0.4188748852941176,0.41893876176470585,0.41912231000000005,0.4173974705882353,0.4163470105882353,0.41558252647058824,0.4149878817647059,0.41439172882352937,0.4138104852941176,0.41307432058823523,0.41242556588235285,0.4116788758823529,0.41044693176470587,0.4089805317647059,0.40762148176470586,0.4061869682352941,0.4046464123529412,0.40305348470588237,0.4015908164705882,0.4001122576470588,0.40055025941176464,0.40016918117647055,0.3997124064705882,0.3991979311764706,0.3986983723529412,0.39814566411764707,0.39776697,0.3973619935294118,0.3971805523529412,0.3973252500000001,0.39764759117647064,0.39783579705882355,0.3981075417647059,0.3984696141176471,0.398847835882353,0.3965592470588235,0.39448803529411763,0.39199969,0.38993396117647056,0.3877845552941177,0.38545157,0.38278570117647054,0.38020267235294114,0.3776112194117647,0.37494093999999994,0.3719117188235294,0.3690394376470589,0.3661952564705883,0.3633277388235294,0.3604933923529412,0.3575925547058824,0.3546088229411765,0.3542169364705882,0.35361960117647057,0.35337810058823527,0.3529078811764705,0.3523795282352941,0.3519187005882353,0.35171293294117645,0.35140878999999997,0.35111557352941175,0.35094802058823527,0.3511340594117647,0.35122274588235286,0.3513592017647059,0.3514847447058824,0.35149999647058827,0.3502478258823529,0.34867703588235294,0.34769159705882347,0.3471864370588235,0.34677726352941174,0.3460305117647059,0.34587609764705884,0.34616277294117653,0.3466209152941177,0.34744949882352943,0.3486181582352941,0.3501233523529411,0.3517501958823529,0.3536179164705882,0.3556570617647058,0.35772419294117647,0.35989844470588234,0.36333507470588233,0.3672688364705882,0.37073841882352937,0.3738352811764706,0.3769808288235294,0.38046653647058826,0.383506585882353,0.38622440352941173,0.38878068235294116,0.3909856947058823,0.39288696176470583,0.39444915352941173,0.39585088294117654,0.3970971405882353,0.39814354176470595,0.39784066176470595,0.3988860588235295,0.3998715370588235,0.40119533999999996,0.4024055752941176,0.4036599847058823,0.40488843647058825,0.40607749529411763,0.4071817111764706,0.40819372411764704,0.4092856705882353,0.40966647,0.4100304633333333,0.4104220278571428,0.4109016346153846,0.41138092249999997,0.4119059372727273,0.414769801,0.41561770666666664
pNuLoCDScore	-0.03165282339215683,-0.05433295280392153,-0.06315499103921567,-0.06871070692156861,-0.06753116668627449,-0.06599404333333331,-0.06502739933333332,-0.06390225698039213,-0.06285188480392154,-0.05443315582941176,-0.047951830331550815,-0.04298817621568626,-0.038921938859728514,-0.035345054000000015,-0.03231733090980393,-0.02956296605882354,-0.025840756117647065,-0.001903028941176499,0.00836114223529412,0.015061973411764705,0.01499169435294117,0.014255673941176467,0.014006896999999997,0.013403572647058812,0.012883689647058806,0.012539425000000007,0.011916793823529406,0.011791047764705867,0.01178732605882353,0.0117066771764706,0.011477568117647052,0.011233429882352944,0.009405460176470579,0.006601606529411774,0.004092348647058805,0.0016480215882352794,-0.0006735119411764579,-0.0026425472352941265,-0.0042218781764705865,-0.005727240294117628,-0.007212791235294114,-0.008486170176470617,-0.009332142882352942,-0.009674064058823525,-0.010248765999999992,-0.010703321117647074,-0.010955184647058816,-0.011143185235294117,-0.009436682588235296,-0.00749442582352941,-0.0055011708823529265,-0.0032930049999999877,-0.0016321108823529329,-0.0014786267647058648,-0.001714648588235293,-0.0019706670588235387,-0.001944075058823505,-0.0017180895294117426,-0.0016945171764705669,-0.0022621446470588308,-0.002596808764705881,-0.002644783352941181,-0.0028201619411764786,-0.003436867117647062,-0.005684526764705884,-0.008228400117647063,-0.009818808235294116,-0.011973122352941179,-0.013823804411764715,-0.01396239517647059,-0.012426308529411768,-0.010643624941176474,-0.008908179882352964,-0.007838740352941187,-0.006994243411764717,-0.006199633823529421,-0.005414819294117655,-0.005037688882352946,-0.004773338529411766,-0.004147653411764714,-0.00186195741176471,0.001280004117647053,0.0028340511764705714,0.004786405176470589,0.006806042529411749,0.008921351823529391,0.009699421647058802,0.010339786176470578,0.010712455588235296,0.011353452058823543,0.012327622294117671,0.013340324882352955,0.014144329764705879,0.015003408176470598,0.016201870705882367,0.017162377823529418,0.016558404588235293,0.015473614352941173,0.015184495411764719,0.015161684941176472,0.015301332882352955,0.015330338470588248,0.014894718294117676,0.014325061000000014,0.013585394529411765,0.012963322529411764,0.011928378058823519,0.01086011688235293,0.00985196394117649,0.008979160411764733,0.008073338470588248,0.007211961411764722,0.007643096235294133,0.008716390941176475,0.008497225294117644,0.008298024117647046,0.009630338294117649,0.011729970352941169,0.015106941529411763,0.019923886235294133,0.02562650329411767,0.03167967705882353,0.038858363764705875,0.04691572847058824,0.055404243764705874,0.06420318552941176,0.07259908552941176,0.08134808670588232,0.08904156288235295,0.09613585964705881,0.10417163294117647,0.11279854976470584,0.12005613235294113,0.12501608405882347,0.127357067,0.12773519817647055,0.12616386817647054,0.12385324935294112,0.12083357147058822,0.11605705323529411,0.11046718264705882,0.10418163382352941,0.09770500323529413,0.09153966794117652,0.08589948500000003,0.08200558235294123,0.07655356058823526,0.07066756788235301,0.06488146258823538,0.059516888823529485,0.055643752941176544,0.05300523941176474,0.05113729352941182,0.04944742058823537,0.04703554823529407,0.044836315294117635,0.043329553529411785,0.04218391352941178,0.041329992352941214,0.040161997058823395,0.038140164117647035,0.034337782352941104,0.03098261117647061,0.028553144117646978,0.02572571352941172,0.023232965882352907,0.02138327411764701,0.018792156470588295,0.016449285882352893,0.014476179411764656,0.013176834705882434,0.013059278235294125,0.012817310588235264,0.012301841176470485,0.011864365294117607,0.011220614117647187,0.012381888235294125,0.015217112352941264,0.019053649411764795,0.020427760588235366,0.02162112411764705,0.02330520058823532,0.024250381176470548,0.02500113529411757,0.025787684705882385,0.026399794117647146,0.026338415294117734,0.025759215882353026,0.024613582941176493,0.02349833823529418,0.01803828058823531,0.008728912941176392,0.0006660141176470513,-0.009993797058823584,-0.02232768823529424,-0.03450060235294117,-0.04596991529411765,-0.05777130294117655,-0.06973722647058822,-0.08180678117647061,-0.09337832529411766,-0.10528384058823534,-0.11660994764705893,-0.12743369000000007,-0.13843142941176473,-0.14860643470588236,-0.15427586176470592,-0.1517176870588235,-0.1514966147058824,-0.15172139882352945,-0.15072605911764703,-0.14790383176470592,-0.1447867129411765,-0.14107761941176467,-0.1363199170588235,-0.13077447941176468,-0.12488872494117646,-0.11875554552941178,-0.11229165141176471,-0.1060854414117647,-0.09923043141176469,-0.09229838823529408,-0.0855926282352941,-0.08294607235294114,-0.08086819764705877,-0.07322089941176467,-0.06565451911764703,-0.05830705999999998,-0.05178201735294112,-0.04543768999999999,-0.0393447305882353,-0.03357411529411765,-0.028585236823529425,-0.022651712470588226,-0.015602766588235298,-0.008279355411764722,0.0001790651764705803,0.008709107294117627,0.017923052352941143,0.026730419999999977,0.054560158235294115,0.0779701435294118,0.10112263411764702,0.12324097647058825,0.14536894529411765,0.16784531147058823,0.18994819647058825,0.21220325294117653,0.23425277470588235,0.2555954550588236,0.2742558474117648,0.2905869803529412,0.30544287388235286,0.3184375703529411,0.33013267647058814,0.34142339823529405,0.33338162705882346,0.3075890635294117,0.2836892470588235,0.26081340764705885,0.23837944911764708,0.21564427735294117,0.19247987,0.1689674370588234,0.1456266052941177,0.1221793376470588,0.09979676294117645,0.07965057882352933,0.060302355882353,0.041910629411764766,0.024344835294117684,0.007301214117647059,-0.00812027764705886,-0.017526479908496706,-0.02608996579084963,-0.03487011579084964,-0.03974960108496728,-0.038198314614379086,-0.032220807555555536,-0.027509023437908453,-0.023068085790849624,-0.018038522849673166,-0.005693354011764684,0.0021787062459893147,0.007914715627450941,0.011180753339366495,0.010837542596638633,0.01130652473725488,0.012533645139705868,0.015313057882352932,0.02429083023529413,0.03503365023529412,0.04247429788235291,0.042718332000000026,0.03673534141176471,0.03097989199999998,0.024965800823529394,0.01711160435294118,0.011295866117647047,0.008022963529411786,0.008281148823529427,0.009001923529411787,0.012095128235294128,0.01586735588235294,0.01648289176470588,0.012705206470588232,0.010171715294117617,0.008143456470588228,0.003287638235294099,-0.000644750588235321,-0.0026455582352941376,-0.0013469711764706183,0.0007930052941176324,0.005284927058823524,0.009151207647058818,0.011128896470588234,0.010421014705882387,0.009408227647058842,0.007584530000000034,0.003670744705882384,0.0024052470588235564,0.0071951700000000285,0.014814837058823527,0.019973655882352948,0.02724556882352941,0.03338570529411766,0.03869279529411762,0.04365939294117646,0.047225517058823496,0.05057396647058815,0.053373281176470555,0.05670522882352941,0.059534387058823524,0.062148368823529365,0.06560305529411756,0.07031056999999999,0.07408238588235289,0.0730618452941176,0.06778970588235292,0.0630084994117647,0.0582582794117647,0.05510877588235294,0.053800756470588296,0.05107466882352943,0.04771475000000003,0.04352371823529419,0.038474222941176583,0.0345637311764706,0.03166536705882361,0.02903914235294125,0.026262235294117753,0.02298168411764706,0.020152448823529456,0.02237173764705891,0.027122634117647093,0.03151211764705886,0.03503214529411769,0.03689246470588242,0.03680546294117654,0.03588995764705888,0.036128921176470596,0.03763823117647058,0.04082281764705875,0.042995890588235275,0.04387168470588232,0.044977041176470556,0.04617829058823525,0.04707422882352941,0.04776142117647053,0.0434851229411764,0.036835127647058874,0.03141013941176468,0.02631184235294115,0.023260709999999962,0.02149687882352941,0.02154423647058823,0.022682976470588312,0.022796713529411816,0.020996795882352925,0.01976072176470589,0.01960186705882344,0.01880640764705882,0.017464891176470543,0.016407555882352876,0.015239783529411743,0.014791533529411705,0.015492749999999833,0.016109237058823445,0.01652672941176464,0.016451152941176383,0.015535877058823477,0.012745343529411701,0.008248471764705834,0.0035374882352941506,2.8665882352951755e-05,-0.0029765341176470894,-0.006920640588235216,-0.010413692352941206,-0.013734939999999918,-0.01663972882352932,-0.019435745882352917,-0.022518853529411742,-0.023656519999999903,-0.02335700117647055,-0.022922583529411678,-0.022730511764705863,-0.021569743529411822,-0.01949370705882353,-0.015420810000000063,-0.010665931764705983,-0.006168688823529389,-0.002566641176470541,0.000580344705882363,0.003887345882352955,0.007454308823529432,0.010526724705882284,0.013630670000000011,0.01497855470588233,0.01643488705882351,0.01474856117647061,0.01341913588235294,0.011446702352941207,0.00948426352941173,0.007670571764705869,0.005518111176470608,0.002329099999999973,-0.001408461176470699,-0.004716305294117762,-0.006563704705882467,-0.008107382941176522,-0.009744858235294196,-0.011402578823529352,-0.012696355882352905,-0.012566508235294038,-0.010286058823529343,-0.0065949817647059095,-0.0020050752941175864,0.0035043664705882716,0.008438744117647168,0.01257199117647062,0.015085508823529437,0.017147738235294196,0.019948667058823644,0.022981080000000098,0.02510729529411765,0.02628630176470592,0.02744975000000005,0.02876824529411759,0.029854308823529352,0.03274546529411765,0.034352456470588266,0.03530473470588247,0.03577504176470592,0.035996962941176436,0.03615733941176469,0.03624795647058826,0.037343464705882345,0.03937608705882356,0.04159785647058828,0.043532541764705945,0.045455802941176626,0.04775211882352948,0.04958926882352943,0.05124210176470595,0.05259959058823538,0.052125957647058796,0.04908395999999993,0.04562395294117638,0.042126732352941065,0.038045584117647024,0.03381194647058827,0.02967636588235295,0.0257470735294118,0.02163582058823521,0.016901478823529326,0.011823514117646983,0.006968627647058689,0.0024926341176469413,-0.0011236952941177103,-0.004084699999999997,-0.00694095294117647,-0.007877627647058738,-0.008189759411764641,-0.006860808823529352,-0.006033483529411687,-0.005245037058823454,-0.00456013294117652,-0.004246111764705962,-0.0036423058823530363,-0.0026303599999999983,-0.0013171894117647298,0.0003289770588234542,0.0019351647058823973,0.0029661423529412922,0.0035615600000000747,0.0033149588235295013,0.0027942129411764882,0.0011199358823529293,-0.0005276958823529632,-0.0013686617647058474,-0.0023872394117646634,-0.0027637105882352686,-0.0028678323529411354,-0.0021427323529411013,-0.001399757058823392,-0.0015363329411763882,-0.002247213529411707,-0.0029964641176470352,-0.003964327647058785,-0.004374127647058856,-0.00427239235294119,-0.0037664776470588968,-0.0028557864705882063,-0.0030098611764706185,-0.002130489411764691,-0.002642748235294201,-0.0025427200000001093,-0.002691431176470638,-0.0025790317647059746,-0.002462738823529431,-0.0028936888235295277,-0.0027047541176471457,-0.0018063417647058988,-0.0008336841176470045,-3.477176470595422e-05,0.0006858288235293553,0.0009085841176470488,0.0009285623529411424,0.0007363270588234827,0.0012809441176471204,0.003171580588235301,0.004693933529411887,0.0055003047058824195,0.005981663529411818,0.0058309300000000674,0.005202487058823535,0.004645567058823574,0.0038955199999999857,0.0027859705882352648,0.0014489523529411241,0.00036051705882350626,-0.0005391464705882809,-0.0011288400000000753,-0.001561898235294179,-0.0018932958823529855,-0.0009064041176471416,-0.0015231158823529323,-0.0029586741176471087,-0.003626584117647047,-0.0044966435294118146,-0.004710252352941202,-0.004722871176470578,-0.004662952352941174,-0.004594015882352864,-0.004457102352941111,-0.004039238235294118,-0.0034506170588234353,-0.0029493847058822964,-0.002707341764705773,-0.0027894252941175757,-0.0031442529411765396,-0.004924430588235329,-0.0074444847058824926,-0.008713841176470671,-0.009490561764705974,-0.009990860588235284,-0.01046694588235303,-0.011560870000000001,-0.01255890235294116,-0.013541901176470639,-0.014508454705882412,-0.015436872941176405,-0.016506159999999992,-0.017797338235294002,-0.018889664705882436,-0.019625092352941187,-0.01997864294117635,-0.019661249411764614,-0.017127000588235186,-0.015282768235294064,-0.014029678823529401,-0.01270228764705883,-0.011860919999999886,-0.010312203529411812,-0.008581707647058845,-0.006848176470588274,-0.005269842352941201,-0.0037655623529411764,-0.0022481552941176486,-0.0007291570588235374,0.0006968617647060138,0.0019223547058823676,0.0029872529411765214,0.003473109411764652,0.002751892941176448,0.0012648635294117416,-8.836294117647858e-05,-0.0013288941176470837,-0.0021821988235294354,-0.0029206605882352576,-0.0039100170588236005,-0.004935024705882363,-0.00588766294117643,-0.006722379411764734,-0.007541223529411778,-0.008122856470588358,-0.008665521176470736,-0.009154224117647103,-0.009730616470588371,-0.010017528823529465,-0.011360301764705927,-0.01187128470588239,-0.01179362294117653,-0.011155697647058871,-0.0106971447058824,-0.01093576352941178,-0.01149331882352933,-0.011789647647058754,-0.011792775294117652,-0.011705535294117664,-0.011495717647058867,-0.011326138823529397,-0.011231246470588152,-0.011084123529411738,-0.010736787058823472,-0.01086046294117643,-0.009827202352941156,-0.007333148235294018,-0.005533849411764602,-0.0048618923529410996,-0.004683811176470487,-0.004102685882352963,-0.0028485564705882926,-0.0016123858823529624,-0.0010320576470588816,-0.0009203464705882514,-0.001019670000000028,-0.0012685841176470758,-0.0016540388235294357,-0.0021092411764705443,-0.002619234117647029,-0.0036619141176469916,-0.004043415294117614,-0.006630304705882439,-0.008561456470588258,-0.009550546470588228,-0.009772368823529498,-0.009856865294117667,-0.01022616235294116,-0.010920862941176501,-0.011032174117646953,-0.010963005294117645,-0.01074874176470586,-0.010405087647058775,-0.009819081176470623,-0.009076154705882522,-0.008395977647058905,-0.007301057647058962,-0.006013111764705981,-0.004332414705882359,-0.0025293776470588503,-0.0017779317647058646,-0.0017917917647057857,-0.0023941511764704604,-0.0032162270588235176,-0.003984601176470537,-0.004862152352941185,-0.005925595882352863,-0.006757618823529377,-0.007576883529411715,-0.00864778705882352,-0.00985613588235279,-0.011179278823529426,-0.015042022941176403,-0.018097882941176424,-0.020405102941176423,-0.023394668823529363,-0.025310505294117713,-0.02681174941176484,-0.02783062235294126,-0.02848137705882353,-0.028962115882352868,-0.02933230647058821,-0.02931906411764701,-0.029345913529411793,-0.02948628882352944,-0.029359438235294133,-0.0291488788235294,-0.028926529411764712,-0.025928913529411735,-0.02153588705882359,-0.018630148235294186,-0.016012729411764737,-0.013698697058823539,-0.011809278823529334,-0.009643046470588224,-0.0074602964705882124,-0.0053444747058824515,-0.0032406429411765414,-0.0011467752941176634,0.0008673005882353646,0.003042656470588212,0.005328285294117663,0.00767130823529405,0.010140670588235312,0.01547999176470588,0.017361338235294232,0.02085317882352944,0.025270436470588242,0.029892038823529476,0.03525483882352942,0.04054956000000004,0.04560498823529413,0.050566182941176485,0.055282142941176615,0.05965872352941182,0.06370192705882344,0.06741574294117642,0.07066726882352947,0.07366227058823527,0.07642273058823529,0.07611388823529408,0.07384104470588237,0.07182302470588242,0.06875622470588244,0.06465006470588242,0.059955950000000036,0.05478686000000005,0.049486430588235264,0.04406187882352941,0.038642896470588106,0.03342689018382339,0.02833035498039216,0.023420735252100866,0.018729084253393646,0.014316355392156921,0.010067605668449275,0.005982947235294078,0.004877404771241822,0.0028882724183006414,0.0012564912418300267,0.0003524618300653204,-0.00023228287581700258,-0.0005789858169935047,-0.0007871481699345817,-0.0008305952287581131,-0.0007447434640522332
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
