UniprotID	Q9NUY8-2
pNuLoCScore	0.4898303677777778,0.493561841,0.4938818681818182,0.49175948166666666,0.48879076,0.4852020771428571,0.4816895653333333,0.47954262499999994,0.4773774047058823,0.47249083411764703,0.4738647611764706,0.47336417529411756,0.46979462941176464,0.46656252235294116,0.4620797870588235,0.4583110570588236,0.4551801764705883,0.44789143235294115,0.4453997117647059,0.44455758941176476,0.4454050605882353,0.4474029223529412,0.44866605470588233,0.4521426917647059,0.4567819611764706,0.4639120129411765,0.47516727176470597,0.48222732882352953,0.4897247747058824,0.4947922394117647,0.4990173288235295,0.49965160352941174,0.5004052294117647,0.49778002,0.49724701294117657,0.4960301829411766,0.494671945882353,0.4934845182352942,0.49202490000000004,0.49305162529411767,0.49217385058823526,0.48922258999999996,0.48411131470588226,0.47891757941176466,0.4744862647058823,0.4688250223529411,0.4634818576470588,0.4585201476470588,0.45524726529411763,0.4506863264705882,0.45084463294117644,0.44927580470588235,0.4462749176470589,0.4432253841176471,0.4399202417647059,0.43694222411764705,0.44027163411764697,0.443865454117647,0.4456138558823528,0.44578440529411756,0.4461971817647058,0.4430994229411764,0.44419135352941175,0.44414472411764705,0.4432964394117647,0.4409588835294117,0.44147370823529414,0.44054951352941174,0.44021394294117644,0.44167033941176476,0.4438904970588235,0.4465505,0.4490344758823529,0.44315765764705883,0.43773949705882353,0.43360216411764707,0.43216833941176475,0.42964790294117655,0.43079858117647063,0.43092796176470594,0.4320223123529412,0.43314726764705885,0.4380510276470589,0.4406503317647059,0.4436480123529412,0.4467900964705882,0.44953371647058815,0.45222407294117645,0.46120383764705875,0.4710100770588235,0.4783131158823529,0.4840986447058824,0.4892087011764706,0.4940755423529412,0.5004136705882353,0.5061339070588236,0.5100578323529411,0.514960175882353,0.5208858523529412,0.5256928405882353,0.5304744276470588,0.5348512564705881,0.5381711370588235,0.5403516205882353,0.541629955882353,0.5358169541176471,0.5284385611764707,0.5245333411764707,0.5222490523529411,0.5213957464705882,0.5198071729411765,0.5179434305882352,0.5163950511764707,0.5149921588235294,0.5133198882352941,0.5123726564705882,0.5111976541176472,0.5097044188235295,0.5084459817647059,0.507208475882353,0.4904947417647059,0.47979219588235295,0.4717603294117647,0.4617176652941177,0.45451912294117647,0.4488146447058824,0.4443305829411765,0.44027088,0.4370541188235293,0.43488469235294114,0.4348722788235294,0.43614356705882357,0.43877994000000003,0.44060205764705884,0.44326554,0.44643886352941176,0.4501833988235294,0.4689563,0.4831243164705883,0.49412132588235297,0.5064354123529412,0.5167235476470587,0.5252292758823529,0.53211812,0.5373492052941177,0.5431603052941176,0.5480842817647058,0.5509512788235295,0.5523704964705883,0.5525650611764705,0.5533669105882353,0.5538197988235295,0.5491622694117648,0.5491206317647059,0.5521146376470588,0.5533987288235294,0.5554251735294118,0.5593807264705883,0.5633205864705882,0.5669261511764705,0.5710477629411764,0.5761032129411765,0.5796900088235294,0.5835776676470588,0.5874976,0.5904335470588234,0.5923563294117647,0.5946961588235293,0.5959049917647059,0.6018478388235294,0.6034865294117647,0.6034584276470588,0.6045228247058824,0.6059050270588235,0.606202274117647,0.6062309411764706,0.6058133411764705,0.605198382352941,0.6050272176470587,0.6051987847058824,0.6050822641176472,0.605099181764706,0.6055835700000001,0.6065424782352942,0.6101427111764707,0.6154910111764708,0.6210547935294118,0.6243653323529413,0.6268145958823531,0.6285643694117649,0.6305306188235295,0.6318705364705882,0.6327757305882352,0.6319907976470587,0.6318374294117647,0.6309234352941177,0.6276419647058824,0.6228362441176472,0.6119137147058824,0.5992698229411765,0.5835660241176469,0.5666521523529411,0.548235970588235,0.5297481176470589,0.5124583199999999,0.4950193017647058,0.4780984811764706,0.4603629376470588,0.442197414117647,0.4223572629411764,0.4068803547058823,0.38746927117647056,0.3678986964705882,0.350858995882353,0.33731845470588234,0.3330236241176471,0.335039905882353,0.3386932182352942,0.34159847823529416,0.3447841035294118,0.3465221417647059,0.34667010294117645,0.3464910435294118,0.34615478470588235,0.34527347294117644,0.3433618552941176,0.34045803352941173,0.3340761335294117,0.32954998058823526,0.3238238670588235,0.31651479411764705,0.30705121588235285,0.29404632352941174,0.2762424364705882,0.2598968576470588,0.24207499529411766,0.22411898411764705,0.20688126117647057,0.19179759647058825,0.17759195941176473,0.16332536294117647,0.15000524858823533,0.13916443623529415,0.1310393103529412,0.12384694294117647,0.11802836470588236,0.11393585235294118,0.11109963388235296,0.10722321800000001,0.10382215658823528,0.10083370988235296,0.09800844929411767,0.0954871613529412,0.09327785782352942,0.09130838547058825,0.08946297370588238,0.087682019,0.08602859841176472,0.0844529515882353,0.08295051335294121,0.08147681805882354,0.08017740135294117,0.07889812664705884,0.07765219194117647,0.076481789,0.07673218664705883,0.07702778276470587,0.077280041,0.07753387041176471,0.07772566982352942,0.0778590804117647,0.07798557217647059,0.07807743217647059,0.07813301982352941,0.07815587629411766,0.078197521,0.07823397158823531,0.0783021901764706,0.07837826958823531,0.07845091041176472,0.07926822835294119,0.07996239682352943,0.08061484505882355,0.08114701447058824,0.08176333764705883,0.08241619588235294,0.08308837411764705,0.08379177970588234,0.0844733444117647,0.08513752617647057,0.08579067088235294,0.0864827732352941,0.08717804441176472,0.08786688852941178,0.08851933017647061,0.08911175723529412,0.08965542641176472,0.08943981729411765,0.08936396200000002,0.08935724494117647,0.08954301964705884,0.089676492,0.08978420670588234,0.08987166111764705,0.08995886905882351,0.09009060376470586,0.09028257552941175,0.09054518729411765,0.09078867317647057,0.09108051529411763,0.09142699529411764,0.091886633,0.09735137711764706,0.10273100358823528,0.10885843829411765,0.11567522123529414,0.12244902182352942,0.12910468888235294,0.13630064947058823,0.143839553,0.15139794182352942,0.159077363,0.16678404652941178,0.1747451041764706,0.1826230324117647,0.1906068424117647,0.1985550614705882,0.206475705,0.21427278352941176,0.21704368411764707,0.21983330352941177,0.22188128470588236,0.22321839705882351,0.22461888176470587,0.22589056176470584,0.22659435588235294,0.22690287588235297,0.22722316764705883,0.2274622782352941,0.22766925529411763,0.22747558529411763,0.2273401123529412,0.22712336294117647,0.22683064470588232,0.22678201529411762,0.2265015788235294,0.22648425235294115,0.22648231705882352,0.22623627705882352,0.22559795647058822,0.22493938941176467,0.22435189117647059,0.2240415064705882,0.2240079494117647,0.2241226394117647,0.22425016588235294,0.22407444529411766,0.2239649105882353,0.22407187470588236,0.22429349470588233,0.22469702235294114,0.22510295352941176,0.22598631882352938,0.22683083058823528,0.2278991935294117,0.22949062352941174,0.23170335470588235,0.23414882235294113,0.2366095788235294,0.2389497976470588,0.24108392294117648,0.2430288141176471,0.24506875470588235,0.24746034882352946,0.25000962,0.2522744564705882,0.25677155764705883,0.2612119911764706,0.26462404529411765,0.2680917076470588,0.27155052823529413,0.2749283211764706,0.2781235611764706,0.2808407547058824,0.28317381882352943,0.28536595352941185,0.287176505882353,0.28864689823529416,0.2902001182352941,0.2916155605882353,0.2927325288235294,0.29321957470588234,0.2935812782352941,0.2911130747058823,0.28857657352941174,0.2868789070588235,0.28495864705882346,0.28298478000000005,0.2810443152941177,0.27912170294117655,0.2775853529411765,0.27620212235294117,0.2749173529411764,0.2737463194117647,0.2729080347058823,0.27202711235294114,0.27121701294117645,0.27068060999999993,0.2715256723529412,0.27342243411764705,0.2756641329411765,0.27761822,0.28010692176470586,0.28224040470588235,0.28399584352941176,0.28540065176470586,0.2868371935294118,0.2878930670588235,0.2888464676470588,0.2899576099999999,0.29105788058823523,0.2920612041176471,0.2930480247058823,0.29385448294117644,0.29456043529411763,0.2942389676470588,0.2925958029411765,0.2908024764705882,0.28902291529411767,0.28652789882352936,0.284547314117647,0.2829830058823529,0.28183947647058827,0.2806444417647059,0.2798648905882353,0.27914513,0.2784014588235294,0.27786175470588237,0.27748310000000004,0.2771567017647059,0.27934330647058825,0.28157653117647063,0.2839412723529412,0.2867079264705883,0.28918630882352947,0.29198963941176476,0.29493001,0.2972873982352941,0.29896407,0.3002957341176471,0.30162112235294125,0.3028218047058824,0.30413190000000007,0.30545550000000005,0.3067816417647059,0.30803133235294117,0.30927112176470595,0.3081483735294118,0.3069796647058824,0.30584938705882353,0.3048019270588235,0.3043301605882352,0.3038552835294117,0.3033837264705883,0.30333656176470586,0.3038710088235294,0.30462257823529404,0.3053329582352941,0.30602094058823526,0.30663040999999996,0.30725117999999996,0.3078253164705882,0.3086092070588235,0.30949644823529404,0.3103708311764706,0.3109499852941176,0.31167971411764706,0.31234238,0.31297654235294114,0.31351884294117643,0.31390225,0.3138767323529411,0.31370018529411764,0.3134755011764706,0.3131656894117647,0.3127341964705883,0.3122485847058824,0.31178544647058826,0.3112433929411765,0.3105361647058823,0.3096997217647059,0.30878273411764706,0.3082391841176471,0.3075525964705883,0.3069472141176471,0.3063172035294118,0.3057037470588235,0.305175124117647,0.30501516411764706,0.304954105882353,0.30480820000000003,0.30476160588235296,0.3048468176470588,0.3049829882352941,0.30627123882352936,0.30738060411764706,0.30848443941176473,0.30953337058823527,0.31068163470588234,0.31171912647058825,0.3127349964705882,0.31365388823529416,0.3145931052941177,0.3155654623529412,0.3165899364705882,0.31765291529411754,0.31870240764705876,0.3198200852941176,0.3208977958823529,0.32182813470588234,0.32271095588235293,0.32228170294117636,0.3220548994117647,0.3217608982352941,0.3214962641176471,0.32109587882352947,0.32077892588235296,0.3204852205882353,0.3202243052941176,0.3199962788235294,0.3197038817647058,0.31931946764705876,0.31892621705882346,0.3184530876470588,0.31799063647058823,0.3175675570588235,0.31462843823529413,0.3135500129411765,0.31308421529411773,0.3130635152941177,0.31325082411764715,0.31327899941176474,0.3135652223529412,0.314052094117647,0.3147262452941176,0.31568764999999993,0.3167097576470588,0.31793843411764705,0.31940378352941184,0.32100721352941186,0.3228994735294119,0.32487587941176477,0.3267957694117647,0.3314241188235294,0.33425982529411763,0.3366366282352941,0.33860008705882344,0.3403527811764706,0.3422895188235294,0.3440627605882353,0.34550514529411763,0.3465760005882353,0.3473048605882353,0.34793808294117645,0.3484473370588236,0.348845314117647,0.349101924117647,0.34917010117647057,0.3499762170588235,0.35096062999999994,0.3518056299999999,0.35266630176470587,0.35313212588235293,0.35339276941176473,0.3537967970588235,0.35422795058823525,0.35455655999999997,0.3550882723529411,0.35584817058823515,0.35670200117647055,0.3575990558823529,0.3584656252941177,0.35928931941176473,0.3601077629411765,0.3609796929411765,0.36107436470588233,0.36104699529411766,0.3611191641176471,0.3612411682352942,0.3618649152941177,0.3627714964705882,0.3635715876470589,0.36435812176470594,0.3652622241176471,0.36604764117647065,0.3668103841176471,0.36764709470588247,0.3684799241176471,0.3693593888235294,0.37024000176470584,0.3716937870588235,0.3732959317647058,0.37484785294117645,0.3760986676470588,0.377302474117647,0.37841590176470585,0.3793428629411764,0.37996993235294113,0.3805341658823529,0.3811213029411765,0.38172053823529417,0.38237768411764705,0.38304406882352937,0.3836196982352942,0.38415889588235297,0.3846732452941176,0.3852050376470589,0.38514154176470594,0.38488913882352943,0.38462116647058825,0.38456797235294127,0.38446391352941184,0.38432426941176473,0.3841936594117648,0.38424418294117657,0.38429964882352946,0.38429933000000005,0.3842642605882354,0.3842338088235295,0.3841672558823529,0.38406073117647055,0.38393493411764706,0.3830087058823529,0.3821619094117647,0.3811417505882353,0.38044864352941177,0.38001990411764713,0.37978030705882354,0.3796950094117647,0.37962282411764703,0.37962466705882353,0.3796909435294118,0.37975642764705886,0.37984579411764713,0.3798756294117648,0.37984272058823537,0.3797647994117647,0.3796724105882353,0.3796499147058824,0.38040399764705884,0.3809806905882353,0.3817086729411765,0.3820538188235294,0.3821797823529412,0.3821847882352941,0.38210240470588236,0.38201825411764706,0.38191578000000004,0.38179193588235294,0.38170568294117646,0.38155961411764705,0.3814482688235294,0.38136380176470586,0.38129606294117646,0.3818619858823529,0.38241271529411763,0.38270983235294115,0.38263368235294115,0.3825040364705883,0.38239909,0.38231930294117644,0.38233281,0.38238048235294125,0.38243437,0.38251452529411767,0.38262307235294124,0.38266595375,0.382738344,0.3828229307142857,0.3829378923076923,0.3831014433333333,0.38237093272727274,0.38144186199999996,0.3807772733333333
pNuLoCDScore	-0.012452963071895473,-0.017339533660130746,-0.015965606601307192,-0.016466192483660214,-0.020035738366013134,-0.02326784542483662,-0.027750580718954254,-0.0315193107189542,-0.03465019130718949,-0.04567040864705885,-0.04848215641711229,-0.0472018922549019,-0.04338569941176468,-0.03779915478991591,-0.03302351062745096,-0.02739993323529405,-0.020595443529411728,-0.008578821176470519,0.0013025105882353838,0.008863153529411971,0.01993014529411774,0.028229717058823545,0.03693754176470598,0.04134054647058816,0.0452250529411764,0.049888587647058835,0.051847301176470684,0.05147259352941186,0.04926688529411771,0.046081595882353,0.04335884529411771,0.04090893352941177,0.03539188941176469,0.025310577058823447,0.008944042941176289,-0.003309749411764873,-0.015238510000000094,-0.0259672170588236,-0.03553547117647071,-0.04113145588235295,-0.045157964117647054,-0.047093693529411784,-0.04640238000000013,-0.04675437823529427,-0.048397028235294126,-0.0502591341176471,-0.05210465823529414,-0.05610940117647062,-0.05190221647058829,-0.04535713588235296,-0.03849745882352945,-0.0331331741176471,-0.02828908294117649,-0.02572559941176472,-0.019290504117647045,-0.014375423529411735,-0.011950825882352911,-0.0097274429411765,-0.0093709247058823,-0.008726291176470613,-0.00606097470588246,-0.001555044705882358,0.003970255294117597,0.009608275882352968,0.008762841764705931,-0.0007077964705881623,-0.00787435882352927,-0.012182241176470487,-0.014028842352941051,-0.013451519999999828,-0.013392772352941118,-0.013216762352941114,-0.011274127058823524,-0.007811615882352851,-0.0034226805882352496,0.00010081823529417555,0.003434069411764773,0.005119757058823449,0.005643219411764655,0.00567357294117643,0.012169361764705844,0.02785241941176464,0.04057361882352939,0.050496480588235304,0.05704036176470584,0.06442763941176466,0.06961508941176464,0.07520594529411762,0.07803551999999991,0.08181290823529414,0.08283482470588227,0.08504250882352937,0.08682641529411755,0.08806115999999986,0.08863742058823532,0.08812754764705882,0.08042611823529422,0.0648068770588236,0.050125445294117776,0.04043469647058828,0.03304035117647047,0.027320204117646962,0.01939350235294124,0.01180952352941167,0.006337218823529556,3.198294117645606e-05,-0.007565964117647095,-0.013320184117647127,-0.019276773529411595,-0.025146837647058606,-0.029725155294117567,-0.03314314470588231,-0.05113521411764704,-0.056024758235294125,-0.05667823176470599,-0.06281567588235298,-0.06772992941176459,-0.07258110176470578,-0.07547659000000001,-0.07767255058823525,-0.07934093235294137,-0.0801074664705883,-0.07844760941176465,-0.0762290894117646,-0.07241771411764714,-0.06910236117647062,-0.06518044176470589,-0.060769612352941205,-0.0403113429411765,-0.010835895882352953,0.011363987058823577,0.032403660588235295,0.05191628941176474,0.06790890294117635,0.08089869294117641,0.09184724000000005,0.10029508647058838,0.10827561294117649,0.11321200294117639,0.11480771176470589,0.1135905564705883,0.11196300352941169,0.11010137058823527,0.10738093529411774,0.0989788705882354,0.08016433176470594,0.06899032117647053,0.059277402941176394,0.04898976117647058,0.042657178823529596,0.03809131058823534,0.034808031176470466,0.03369855764705876,0.03294290764705887,0.031605727058823585,0.032626388823529306,0.03512710352941162,0.03786848588235292,0.038989418823529465,0.040876359999999834,0.04674272235294108,0.0527272070588235,0.05137189176470591,0.05005969882352945,0.04909765117647058,0.0465243005882352,0.0428816876470588,0.03930479000000009,0.034765578235294026,0.029095169411764488,0.0253372088235293,0.021621117058823636,0.017584664117647253,0.014665634705882558,0.013227240588235323,0.011846319411764838,0.014237719411764771,0.013643172352941324,0.017568264117647114,0.020906904705882523,0.022291771176470743,0.022659342352941314,0.02432834470588241,0.025639595294117634,0.026962389411764764,0.02679241529411769,0.026810211764705993,0.025724650588235254,0.0225597005882352,0.017737062352941146,0.006330144705882335,-0.007272655294117691,-0.026576687058823767,-0.048838858823529674,-0.07281882294117681,-0.09461721470588247,-0.1143562758823532,-0.13354506764705903,-0.15243213764705887,-0.1715075988235294,-0.1905783164705882,-0.20963353470588225,-0.2249570747058824,-0.2434541641176471,-0.2597432682352942,-0.2719772482352942,-0.27459526000000006,-0.2662461988235294,-0.2485261182352939,-0.2279589341176469,-0.20663749235294088,-0.18496401411764707,-0.165936178235294,-0.14834919882352937,-0.1316074376470588,-0.11420815294117648,-0.09692394117647057,-0.07899540764705881,-0.06642232117647057,-0.053393137647058886,-0.038348715882352946,-0.027035128823529486,-0.020803660588235295,-0.02597240823529423,-0.04099358235294126,-0.062450781764705976,-0.08170162058823538,-0.10270910823529414,-0.12240315764705886,-0.13978884176470588,-0.15469344705882354,-0.16856282529411762,-0.18194810999999997,-0.19335660670588228,-0.20129359729411758,-0.20303682317647048,-0.20570303764705877,-0.20579550235294114,-0.20257894176470587,-0.1959515819999999,-0.18682310552941173,-0.17242027988235292,-0.15906314776470581,-0.144066546,-0.12863182276470586,-0.11360340335294115,-0.100489211,-0.08812898570588235,-0.07564334394117647,-0.06397665017647061,-0.05471148464705884,-0.04808879699999999,-0.042370124882352936,-0.03785096335294119,-0.035037725705882344,-0.03344744194117649,-0.030741429000000015,-0.027089969941176448,-0.02380592711764709,-0.02072840829411768,-0.017953290941176495,-0.015552187999999995,-0.013449305058823552,-0.01147740152941179,-0.00960458682352941,-0.007895578588235308,-0.006297075294117646,-0.004752992352941202,-0.0032428464705882287,-0.0018752111764705759,-0.000519857058823528,0.0007987184705882527,0.002786439352941192,0.0032302101764705993,0.0035870622941176766,0.0038669734705882447,0.004229467235294118,0.004690526058823516,0.0052292937058823485,0.005806207529411744,0.006395912235294107,0.007004506352941156,0.00763479458823528,0.008285252235294097,0.008944072823529409,0.009564698352941187,0.010141060588235301,0.010660846823529399,0.01038719805882353,0.009477420470588221,0.008749116941176471,0.008210230470588234,0.00777968200000001,0.007260296117647058,0.006695832588235293,0.006079881411764715,0.005485524647058815,0.004953077588235294,0.004491904647058814,0.0040624140588235436,0.003610628764705859,0.0032136267647058514,0.0029076651176470347,0.002774875764705878,0.007695950705882346,0.01329118629411763,0.01949447629411763,0.026317976294117668,0.03290600217647058,0.03942819688235294,0.04651644276470589,0.05396789188235296,0.06143907276470591,0.06898675923529414,0.07650147100000003,0.08419991688235295,0.09183435923529412,0.09952632711764707,0.10712806617647057,0.11458907200000001,0.1169214064117647,0.11431268052941179,0.11097486523529412,0.10620606347058822,0.1007693752352941,0.09551419288235294,0.08958991229411761,0.08275480288235293,0.07550493405882355,0.06814580464705883,0.060678231705882324,0.052924151117647034,-0.03344885816993462,-0.046916144052287556,-0.055310520522875786,-0.0619533699346405,-0.06479411581699344,-0.06644588346405227,-0.06645728581699345,-0.06585347405228757,-0.06477931816993464,-0.05517816052941178,-0.0480456525882353,-0.041971488617647074,-0.03680559981900454,-0.032164797100840345,-0.02814655377647056,-0.024825774735294126,-0.017582095235294123,-0.0021587952352941364,0.008287290647058812,0.018767477705882343,0.02611932005882349,0.03328897417647057,0.04078320064705884,0.049031740058823534,0.057280437705882356,0.06563963888235295,0.07546728088235295,0.08668206582352944,0.09859948052941177,0.10875490988235297,0.11920824252941177,0.12897751547058825,0.13348706464705884,0.1382479587647059,0.14652518699999997,0.1534516017058823,0.1569174205294118,0.1591223640588235,0.15860417817647054,0.15397180288235293,0.14830408052941177,0.14198739582352934,0.1340322934705883,0.12405706558823526,0.11197106264705878,-0.0179289847712418,-0.028424961241830027,-0.038678270653594776,-0.04226475535947713,-0.04030118477124184,-0.04029898300653595,-0.04129942830065361,-0.046581307418300716,-0.050149688594771286,-0.05063174447058827,-0.04888208141711231,-0.04745118495098044,-0.04845602622171949,-0.04963436987394956,-0.050989032803921586,-0.05162387033088234,-0.04315285558823531,-0.02654995147058825,-0.01393277794117645,-0.009285571470588228,-0.009243499117647075,-0.0068585508823529595,-0.002355473823529408,0.00757205117647064,0.018009363235294146,0.02985231088235299,0.04177198970588239,0.05046270323529417,0.06068654088235298,0.0699154638235294,0.07783583205882352,0.08503201735294111,0.08356724558823528,0.07384058794117648,0.06918044558823527,0.07035850852941175,0.07179635205882351,0.07212187676470583,0.07069714029411767,0.06657199088235291,0.0599112688235294,0.052540905882352884,0.04146398882352936,0.03115321058823528,0.020296679411764662,0.009212402941176506,0.0014188058823529914,-0.004807722352941107,-0.004466882352941154,0.0027631094117646637,0.011512813529411747,0.014181388823529428,0.014416764705882379,0.015950032352941207,0.018618570588235267,0.02277125764705884,0.02780592588235295,0.03333731529411771,0.041934248823529446,0.05219219882352938,0.06222519529411763,0.07430291352941176,0.08394134647058815,0.09041039176470586,0.08755521058823529,0.08045693941176474,0.072770845882353,0.06474320176470588,0.05962107941176473,0.054619152352941125,0.04936484176470585,0.043579647647058795,0.03725121058823522,0.03068670294117637,0.022839971764705813,0.013654992352941209,0.00507360352941183,-0.003557082941176515,-0.012238412352941208,-0.018591688823529406,-0.018706378823529435,-0.01072710705882357,-0.005274763529411808,0.0011812382352940909,0.005845074117647064,0.009550718823529425,0.013262748823529402,0.01738365588235291,0.021372989411764687,0.025173593529411786,0.02947274647058823,0.03383905117647057,0.03803159294117642,0.041099994705882326,0.04417267352941179,0.04690025529411762,0.04524690647058821,0.0382989647058824,0.031713282352941186,0.02623470764705893,0.02078835235294124,0.015279814117647117,0.009542704117647127,0.004201668823529459,-0.0014631023529411147,-0.006424038823529377,-0.011173324117646932,-0.016206818235294074,-0.020688487647058773,-0.0249593152941176,-0.028805265294117643,-0.03247014235294121,-0.03773503470588235,-0.03940508058823533,-0.039657735882352885,-0.03997434000000011,-0.04163269941176473,-0.041607178235294084,-0.04051879941176467,-0.03929940705882351,-0.03737372529411759,-0.035485709411764654,-0.033621337647058824,-0.03135688705882356,-0.02911593294117648,-0.02692035529411768,-0.024871640000000028,-0.022838483529411757,-0.01859002941176474,-0.011879181176470632,-0.005994446470588333,-0.0007277905882352997,0.005886614705882254,0.012517805882352906,0.01703690588235296,0.020209928823529455,0.022799259999999988,0.0242329570588235,0.025606027058823422,0.026536453529411808,0.02683992294117643,0.026804098823529465,0.026751911176470633,0.026816108823529472,0.02671892058823544,0.02553224235294127,0.022079466470588283,0.017583292941176554,0.014333504117647056,0.007756681176470603,0.002540911176470484,-0.0006638847058824116,-0.004897250000000075,-0.0071535423529413,-0.00885843117647056,-0.009809351764705931,-0.010469342941176463,-0.011140594705882412,-0.011008307058823552,-0.010465823529411777,-0.009671170588235356,-0.009378543529411809,-0.008546541176470579,-0.004255486470588266,0.0007175535294118296,0.006726471176470572,0.014857212941176534,0.021734818823529456,0.02873072470588245,0.036468878823529505,0.04243615235294124,0.04780229411764708,0.05237654176470591,0.057230367058823506,0.06172913470588237,0.06524435235294113,0.06158021941176467,0.055012544117647,0.04971742823529407,0.04389362823529408,0.03739683352941181,0.03283710823529423,0.026157610588235347,0.01939228235294116,0.014284039999999998,0.007714571764705858,0.0022456641176470393,-0.0028962017647059524,-0.007873391764705917,-0.012616932352941201,-0.017502157058823575,-0.021746080588235295,-0.01941462705882352,-0.008130760588235197,0.004957458235294143,0.015792366470588293,0.024087227647058784,0.029757554117647023,0.03370514294117638,0.03731773294117646,0.04052268999999992,0.04273481176470589,0.04478935823529401,0.04650136823529416,0.04858899647058823,0.05134251705882359,0.05377003705882355,0.055784440588235285,0.060540795882352894,0.05912850470588221,0.05370181117647049,0.04920111999999982,0.04698357117647045,0.04631139411764684,0.047249121176470454,0.04863518176470577,0.04980411705882348,0.051334646470588274,0.053112748823529454,0.05468688352941181,0.05619855588235295,0.05679603764705882,0.05683106235294122,0.05684030823529418,0.05421285235294132,0.048555490000000145,0.04461321411764718,0.04225701823529421,0.038773208823529526,0.03430947647058841,0.02950862882352956,0.024690208235294164,0.020242975882352965,0.015954133529411663,0.011682234117647017,0.007666869411764532,0.003907509411764654,0.0003346370588234726,-0.0028387529411765255,-0.005546911764705897,-0.010022388235294166,-0.011799405294117715,-0.01259667529411762,-0.014573959411764648,-0.01602323,-0.016455637058823525,-0.017038571764705857,-0.017599945882352808,-0.018586239999999865,-0.019718957647058666,-0.020982360588235105,-0.02196174705882331,-0.022802572941176324,-0.02331979823529401,-0.02359199294117642,-0.02388496294117648,-0.022181231764705933,-0.01831402235294116,-0.015211917647058926,-0.013334808235294204,-0.012389674705882425,-0.011815140588235351,-0.011068645294117774,-0.0098927758823531,-0.008129610588235359,-0.006089069411764736,-0.003945719411764748,-0.0018411088235295026,-0.0003186423529412119,0.0008000782352941549,0.001591391176470669,0.0022735400000000183,0.0026320552941176967,0.0015981529411764894,0.0005603429411765726,0.00023700352941180558,3.5960588235406377e-05,0.00019142352941176055,0.00034898647058834165,0.0001888364705883161,-9.800705882351268e-05,-0.0005418182352941447,-0.0009489076470589053,-0.0016682294117646435,-0.002112231176470636,-0.00233847117647068,-0.0024651229411765674,-0.002412758823529426,-0.0021411788235294327,-0.002521606470588189,-0.003703279411764737,-0.004822808014705859,-0.00552752898039216,-0.005797096806722635,-0.005916935882352925,-0.005751148578431342,-0.005541647860962562,-0.005624825588235294,-0.005933653137254802,-0.0056159884313725095,-0.005267314901960696,-0.004964661960784211,-0.004664929019607744,-0.0044435166666665915,-0.004257639607843089,-0.0042701113725490125,-0.0034248960784313276
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
