UniprotID	Q8NAC3-5
pNuLoCScore	0.24928915188888898,0.2277856769000001,0.20908032627272732,0.19322256633333337,0.17954560430769237,0.16788850500000005,0.15780184280000004,0.14898498925000003,0.14120586588235295,0.11585374394117645,0.08702277741176469,0.05781970829411765,0.038324033117647066,0.03179670411764706,0.02726805823529412,0.023318621823529413,0.02057270911764706,0.01785043017647059,0.016771395352941174,0.016413300058823528,0.016253404352941175,0.016291789352941177,0.016276312058823534,0.01624663170588235,0.016009446,0.015861893529411766,0.015665378411764706,0.015516075764705883,0.015381824411764706,0.015285754235294118,0.015159432294117647,0.01504907911764706,0.014950241235294115,0.014842365470588237,0.014769481470588234,0.014704093058823529,0.014649392470588237,0.014586654411764708,0.014519876823529414,0.014440727588235298,0.014357261058823532,0.014465694382352944,0.014483557323529413,0.014558511852941177,0.014603254382352939,0.01463321438235294,0.014648431617647057,0.01468672614705882,0.014721078911764704,0.014760489264705879,0.014815231176470586,0.014856648117647054,0.014884767647058823,0.014900563117647056,0.014919693999999999,0.014945497352941177,0.015053488352941177,0.015147572764705882,0.0153510395,0.01560550561764706,0.015893988441176475,0.01618581567647059,0.016491151735294116,0.016800065500000003,0.017091423205882358,0.01732420655882353,0.017558762911764707,0.01776315535294118,0.01797671905882353,0.01819003735294118,0.01841254670588235,0.018602310352941173,0.018805007999999995,0.01893608235294117,0.019081444705882345,0.019135725882352933,0.01913654052941176,0.01910382317647059,0.01909678905882353,0.019088662647058822,0.019062319470588236,0.01905508876470588,0.01910001682352941,0.01914012,0.019219267352941174,0.019281718235294114,0.019349384411764703,0.01936233835294118,0.019739248823529412,0.02017054135294118,0.020670224411764707,0.02119237441176471,0.021795430882352945,0.022555803647058822,0.023374120941176472,0.024033185647058822,0.024610698470588232,0.025198784117647057,0.025769656470588233,0.026315091235294113,0.026821801529411764,0.02733734211764706,0.027872709176470587,0.02840129888235294,0.028974479941176468,0.02922791382352941,0.029427937,0.02957530270588235,0.029686400117647057,0.029699811588235293,0.029556714411764707,0.029349960470588236,0.02925858129411765,0.02924936576470588,0.029236478647058826,0.029243476294117644,0.029278664764705885,0.02937038535294118,0.029457980941176472,0.029550611588235295,0.030017910117647064,0.031021523588235296,0.032066128529411764,0.032958882999999994,0.033898509294117654,0.03494075982352941,0.03602776129411765,0.03714406752941177,0.038171573588235294,0.039079122352941184,0.039997926,0.040772652647058816,0.04163842500000001,0.042522400999999994,0.04343392776470588,0.04435400070588235,0.045278584000000004,0.04584403570588235,0.04587373041176471,0.04585209641176471,0.04597453311764706,0.04606015447058824,0.04606448347058824,0.04602797658823529,0.04598239152941176,0.04602967764705882,0.04621085711764705,0.04633794323529411,0.046627904529411755,0.046808302941176466,0.04695642947058823,0.04701201947058823,0.047055410647058815,0.04657296711764705,0.04574576488235293,0.045127266294117646,0.04457683705882353,0.04403276629411765,0.04348178711764706,0.04293982076470589,0.042444185294117656,0.04195792117647059,0.04148049917647059,0.041010054823529415,0.040554106,0.03997157976470588,0.03939026723529412,0.03877881711764705,0.03824171947058823,0.037717638882352945,0.03772221270588235,0.038067210294117644,0.038175855,0.0382525848235294,0.0382997264117647,0.03835962794117647,0.03841417005882353,0.0384412214117647,0.038454152117647064,0.038462289882352944,0.038478183411764705,0.03853744117647058,0.03872671529411764,0.03894158235294117,0.039753767117647054,0.0400290524117647,0.04028798794117646,0.04048817823529411,0.04061311264705882,0.04077858117647059,0.04090307294117647,0.040917009000000004,0.040905715058823525,0.04091431647058824,0.04087750888235294,0.04085043476470589,0.04084752052941176,0.04079239347058823,0.04054270741176471,0.04018925470588236,0.03973964470588236,0.038814155647058826,0.03823465594117647,0.03760260547058823,0.037106432058823524,0.03664784005882353,0.03615734505882353,0.03562854211764706,0.035235161588235295,0.034824378647058826,0.03438055376470589,0.03395658047058824,0.03349110852941177,0.03296803705882353,0.03247429835294118,0.032134413352941184,0.03165872747058823,0.031300217235294116,0.030860056647058827,0.03061493682352941,0.030447626588235292,0.030206751,0.030009932176470588,0.02984366288235294,0.029709652588235293,0.02956389523529411,0.029405304235294114,0.029248849647058824,0.029084592235294117,0.02889668858823529,0.02859829217647059,0.02833461305882353,0.028099075705882354,0.02808899017647059,0.02805755888235294,0.02803009764705882,0.027985404352941175,0.027922243470588234,0.027809013117647063,0.02768361429411765,0.027550270411764704,0.027368135941176472,0.027197593529411767,0.02704238194117647,0.02688464470588235,0.026747196176470586,0.026657043705882347,0.026689999294117646,0.026834351117647055,0.02699470582352941,0.02708600788235294,0.02706055923529412,0.026989224294117643,0.026863313117647055,0.026758945823529407,0.02670849805882353,0.026677432,0.02667461017647059,0.026743054176470583,0.02680861788235294,0.02689579964705882,0.026963478705882355,0.027020228705882356,0.027049805000000003,0.027080261999999997,0.026983671705882353,0.026867036352941173,0.026859003000000003,0.027041911411764707,0.027271491176470587,0.027630343,0.028021485000000002,0.028431885000000004,0.028882617058823532,0.029332447941176475,0.029805579529411763,0.030318089058823532,0.03084541794117647,0.031410260705882355,0.0319663655882353,0.033880209470588236,0.03578689029411765,0.03769503176470588,0.03969194623529412,0.041740184823529425,0.04374280364705883,0.04571766005882353,0.04758293105882353,0.049371653588235295,0.05111176982352942,0.05279053935294118,0.05441360523529413,0.05598763205882353,0.05756204400000001,0.05915916794117647,0.06075198223529412,0.06237926929411765,0.06266193364705881,0.06299320658823529,0.06332244670588234,0.06354246935294118,0.06367591641176472,0.06375838170588236,0.06389632582352942,0.0640839975882353,0.06427767905882353,0.06449526117647059,0.06476279588235295,0.06511089352941177,0.06550688564705881,0.06588773594117647,0.06622187064705883,0.06768569947058824,0.06898163652941176,0.0702686924117647,0.07147779688235294,0.07273799394117646,0.07400913923529412,0.0752226404117647,0.07643147452941179,0.077518391,0.07830443335294118,0.0791120654117647,0.07991472152941176,0.08068533176470588,0.08142717764705883,0.08215717788235294,0.08289004935294118,0.08365405758823531,0.08323554676470589,0.08299416594117648,0.08277582741176472,0.08261743188235296,0.08241068364705882,0.08222220370588236,0.08213266841176471,0.08204951864705881,0.08207340688235293,0.08235104276470588,0.08261976511764706,0.08287279335294116,0.08310526370588237,0.08331461605882352,0.08349248252941177,0.08405269429411766,0.08420193811764706,0.08428134600000001,0.08433343505882351,0.08446348123529412,0.0845751844117647,0.08470144499999999,0.08478448782352939,0.08476634841176471,0.08472015229411761,0.08461924817647058,0.08454794464705882,0.08448041347058823,0.08442205199999998,0.08436057788235295,0.08424695847058823,0.08405491988235293,0.08344363811764706,0.08322354900000002,0.08311797605882354,0.08302933429411766,0.0828732495882353,0.08273553782352941,0.08255667723529413,0.08236371994117647,0.08223441405882352,0.082137712,0.08210652847058823,0.082076222,0.08201029694117648,0.08192138311764707,0.08183534017647058,0.08189392935294117,0.08211751676470587,0.0823977132352941,0.08261554523529413,0.08282539876470588,0.08301282229411766,0.08311944052941177,0.08315038170588235,0.0832328752352941,0.08339450111764704,0.08355488558823528,0.08371363294117645,0.08381363470588234,0.08386664964705882,0.08394252470588236,0.08402277000000001,0.08409966082352943,0.08408206105882354,0.08398981282352942,0.08384813988235296,0.08376868905882351,0.08371129964705881,0.08365849435294118,0.08368079435294117,0.08376149199999999,0.08377340288235294,0.08372360494117645,0.08365036517647056,0.0835853428235294,0.08356608129411763,0.08359412635294118,0.08362196105882352,0.08313132752941177,0.08252298105882355,0.08210113164705883,0.08164307576470588,0.08124707517647059,0.08093403811764706,0.08059184488235295,0.08025361311764707,0.07993002223529412,0.07962911141176471,0.07937165170588234,0.07914726788235293,0.07893121823529411,0.07872265964705881,0.07849813858823528,0.07827524770588233,0.07806828211764706,0.0783503891764706,0.07874714305882353,0.07894347305882354,0.07919796541176471,0.07940323564705883,0.07951965917647061,0.07967414711764707,0.07984083088235294,0.07998937094117646,0.08012853647058825,0.08023278705882353,0.08031299735294117,0.08040524229411765,0.08048778499999999,0.08056831288235296,0.08104626411764707,0.08155053647058823,0.08213973117647058,0.08265288588235294,0.08316341941176472,0.08361444647058824,0.0839970791764706,0.08427900388235295,0.08446407658823529,0.08454714752941178,0.08463224011764706,0.08472820835294118,0.08487264505882354,0.08500088711764708,0.08507600241176472,0.08513925441176472,0.08521712558823528,0.0848631258235294,0.08446352229411762,0.08396642076470585,0.08352629370588234,0.08306454135294117,0.08262109699999999,0.0822067075882353,0.0818776064117647,0.08160349164705882,0.08139806223529411,0.08116972611764706,0.0808955025882353,0.08055245999999999,0.0801835188235294,0.07978445035294118,0.07745603041176471,0.07496590005882353,0.0726626175882353,0.07026613905882353,0.06774317635294116,0.06511187164705881,0.06235474364705883,0.059276753411764714,0.05635118635294118,0.053406595411764714,0.05050428947058824,0.04761499288235295,0.044736025823529424,0.04185943605882353,0.03902448064705882,0.03622856094117646,0.03349972205882352,0.03270820635294117,0.03206999588235294,0.03126119852941177,0.030541400176470588,0.029985036823529407,0.02955928629411765,0.02928675752941176,0.029335783294117644,0.029242105823529405,0.029182897705882352,0.029092666882352944,0.029016596411764708,0.028952901941176473,0.028920191588235295,0.028887314058823527,0.02887615082352941,0.028903153235294115,0.028914669294117647,0.028895767470588234,0.028874449294117647,0.02882248017647059,0.028775493647058822,0.028726915647058825,0.028683083,0.028655306764705884,0.028637894411764706,0.028608441411764707,0.028562807470588238,0.028508698000000002,0.028455586823529416,0.0283979845882353,0.02834849623529412,0.028284590941176472,0.028186262705882353,0.028096384941176472,0.028032632941176472,0.02797688288235294,0.02795193511764706,0.027918300588235294,0.02788838288235294,0.02786303052941177,0.027832061411764707,0.027805228470588233,0.027782884176470592,0.027786740764705886,0.02778848341176471,0.027783003,0.027770908,0.02778870382352941,0.02780950576470588,0.027810988647058825,0.02776361688235294,0.027701515058823536,0.02764740076470588,0.027596499294117654,0.02756724852941177,0.027542393823529413,0.027518513235294115,0.027506303705882352,0.02749599270588235,0.027486487176470585,0.027482005882352938,0.027485384823529406,0.027490206058823526,0.027501695647058823,0.027478295823529415,0.027456080235294122,0.027455293470588237,0.027502198470588237,0.027540430823529412,0.027544261235294114,0.02754333629411765,0.027540777470588234,0.027529979000000003,0.027518015470588235,0.02749138782352941,0.027451832117647058,0.027407589705882352,0.027345035823529408,0.027213195470588234,0.027110325470588236,0.026977209000000002,0.026830378000000002,0.02670127729411765,0.02658181582352941,0.02647442411764706,0.026394701058823532,0.026341540647058823,0.026293428294117648,0.026237351352941175,0.02618764476470588,0.026139096705882353,0.02609711611764706,0.026060022411764708,0.02602921405882353,0.026012151588235298,0.026062467941176476,0.02608241088235294,0.026127876294117648,0.02618359917647059,0.026220264117647062,0.026247709117647063,0.02626994329411765,0.026291577058823533,0.026302959882352945,0.026300305470588238,0.026292369882352944,0.026282775882352942,0.026275225117647058,0.026266875647058822,0.026261456647058826,0.02658098541176471,0.026761852058823532,0.026886458529411766,0.026984730823529413,0.027082395882352943,0.027181054000000007,0.02728903741176471,0.027378924058823532,0.027467538352941176,0.027549544117647064,0.027641157352941176,0.027731488411764708,0.027797902647058826,0.027875427117647063,0.02795300829411765,0.028028606470588236,0.02810234323529412,0.02785262188235294,0.02774423411764706,0.027692536294117647,0.027668389470588233,0.02764781776470588,0.027631226823529406,0.027608342470588226,0.027603881117647056,0.027603611882352937,0.027611104999999997,0.027618684411764707,0.027639244411764706,0.02768801811764706,0.027727144411764708,0.02776314035294118,0.027801330823529414,0.027767797058823533,0.027763992588235295,0.027789731647058825,0.02782888288235294,0.02787692994117647,0.027929684411764705,0.027989341294117644,0.028049824588235288,0.028107335941176467,0.028163312352941176,0.028220592411764705,0.028274852176470584,0.02833316041176471,0.028401385235294126,0.028477204058823532,0.02855426788235295,0.028630260000000005,0.028782350705882358,0.02890132935294118,0.028990254176470588,0.029062901705882355,0.029124560117647053,0.029178063294117644,0.029223774470588236,0.02926923405882353,0.029317277588235297,0.029365968882352943,0.029413930999999997,0.02946412511764706,0.029510880058823533,0.02954687776470588,0.02957944994117647,0.029612407823529415,0.02963635329411765,0.029671975882352937,0.029718088352941176,0.02976698694117647,0.029813049411764703,0.029868132058823528,0.02993365588235294,0.029980300470588233,0.030019126294117647,0.030059735999999997,0.030105500764705882,0.030161513235294115,0.030221762000000003,0.030283048941176473,0.030345787470588234,0.030403354411764703,0.030461176235294124,0.030528767882352946,0.030582239058823533,0.03062603352941176,0.030663699294117646,0.030702222470588233,0.030732565117647066,0.030754870647058827,0.030793610588235293,0.030837873058823528,0.03088147429411765,0.030920103058823527,0.030946741294117647,0.030968326941176468,0.031044525941176473,0.031113417941176474,0.031176159588235296,0.031194327625000004,0.03121380746666667,0.031236020142857146,0.031259340923076924,0.03128512133333333,0.03131432509090909,0.031345575599999995,0.03138205333333333
pNuLoCDScore	-0.10808328600653602,-0.13343540794771253,-0.16226637447712428,-0.19146944359477133,-0.2109651187712419,-0.2174924477712419,-0.22202109365359485,-0.22597053006535955,-0.22871644277124192,-0.2099352467235295,-0.19230893091978615,-0.17680926627450985,-0.1632921999547512,-0.15159671564705887,-0.1415255307411765,-0.13273835754411767,-0.12519641988235294,-0.09999185041176469,-0.07135739899999999,-0.04230363252941177,-0.022942208705882358,-0.016510949882352945,-0.012108625941176471,-0.008269542705882352,-0.005622467882352945,-0.003008064705882352,-0.00200191388235294,-0.001709206999999999,-0.001604011882352938,-0.0017051349411764689,-0.00175643523529412,-0.0018059041176470524,-0.0016521849411764676,-0.0013961991470588225,-0.0011818210882352936,-0.0009575639117647052,-0.0007785700294117674,-0.0006525398529411783,-0.0005110006764705907,-0.0003623529705882398,-0.00022916232352941136,-8.187620588235786e-05,4.574970588235201e-05,0.00015255505882352458,0.00023537517647058588,0.00031390870588234726,0.0003998171764705849,0.0005047697647058789,0.0006962272941176441,0.0006818783823529379,0.0008674821764705874,0.0010469937647058832,0.0012907340588235363,0.001552601294117651,0.0018427201176470596,0.002113339352941182,0.0023703442941176538,0.002563717294117652,0.002743531735294121,0.0029065072352941253,0.003091951411764708,0.0032894742352941233,0.003492852705882352,0.0036568129999999966,0.003751519647058818,0.0037885095882352875,0.003730405205882345,0.0035302202647058724,0.0032425520882352864,0.0029180075,0.0026056373235294125,0.00228859714705882,0.0019708962647058785,0.001730882205882349,0.0015412539117647013,0.001376964647058821,0.001242548294117643,0.001091680882352935,0.000936837705882352,0.0007600280000000063,0.0009342408235294176,0.0012344590000000107,0.0015887797058823615,0.002056648529411776,0.0026588903529411838,0.003451980470588232,0.004277331882352943,0.004944522999999999,0.005548378999999996,0.006143695352941177,0.006669639647058825,0.007174971235294113,0.007602534176470589,0.008055623882352946,0.008523324764705884,0.00903896052941176,0.009235231117647055,0.00905737247058823,0.008757712588235295,0.008382928294117641,0.007890969235294112,0.007144007941176471,0.006182593470588235,0.005316774823529415,0.004647882823529417,0.004050581647058824,0.003466822176470593,0.0029283850588235315,0.002456863235294121,0.0020330432352941193,0.0015852717647058846,0.0011493127058823556,0.0010434301764705965,0.001793609764705887,0.0026381915294117625,0.003383580294117644,0.004212109176470597,0.00524094823529412,0.006471046882352945,0.007794107058823531,0.008912992294117645,0.009829756588235303,0.010761447352941177,0.011529176352941171,0.012359760235294122,0.013152015647058816,0.013975946823529407,0.014803389117647055,0.01526067388235294,0.014822512117647055,0.013807601882352943,0.012893213411764713,0.012076023823529403,0.011119394647058828,0.010036722176470586,0.008883909058823525,0.007810817941176468,0.006950555294117637,0.00621293111764705,0.005565290588235294,0.004989479529411749,0.004285901941176472,0.00352250170588235,0.00265801876470588,0.0017768266470588115,0.0007289314117647008,-0.00012796552941177902,-0.0007248301176470615,-0.0013976960588235263,-0.002027388176470593,-0.0025826963529411787,-0.0030881558235293996,-0.0035382062352941057,-0.004071756470588231,-0.004730357941176461,-0.005327888411764695,-0.006073798529411756,-0.006836723176470584,-0.007566162235294112,-0.008233202352941178,-0.008813691176470587,-0.008855328235294106,-0.008023552176470578,-0.007060056000000002,-0.006400982058823529,-0.005780181470588251,-0.005182060705882362,-0.004580192823529422,-0.004030015235294129,-0.003516699764705887,-0.003026347058823528,-0.002547764941176471,-0.0020759225882352947,-0.0014341385882353022,-0.0006635519411764754,0.00016276523529411974,0.0015120476470588257,0.0023114135294117558,0.00256577523529411,0.002420967941176466,0.0024372576470588214,0.0025259963529411927,0.002603346529411771,0.0025573810588235338,0.002491544999999998,0.002473095058823538,0.0024233567647058765,0.0023881448823529425,0.002369337117647058,0.0022549522941176514,0.001815992117647068,0.0012476723529411884,-1.4122411764697085e-05,-0.001214896764705875,-0.002053331999999991,-0.002885572764705878,-0.003506680588235299,-0.004130741117647059,-0.004745727882352939,-0.005288466882352946,-0.00567055347058823,-0.006089937823529415,-0.0064969551176470505,-0.006893854294117645,-0.007356411999999993,-0.007824356411764703,-0.008068409058823528,-0.008054841352941176,-0.008080917235294124,-0.00751393841176471,-0.0073745992941176425,-0.006987668647058822,-0.006658805470588232,-0.00644108905882353,-0.006147412882352942,-0.005784879235294117,-0.005525509000000001,-0.005260483411764716,-0.004975249529411776,-0.0047077308235294185,-0.004406516294117653,-0.0040713484705882375,-0.003876006176470593,-0.003799800294117653,-0.003559651764705879,-0.0032112270588235264,-0.0028024977647058864,-0.00258483917647059,-0.0024622222352941175,-0.002284507529411766,-0.002200919058823525,-0.0021600485882352916,-0.0021593821764705895,-0.0021957592941176385,-0.0022077107058823472,-0.0022064677058823527,-0.0021999475294117686,-0.002149492411764705,-0.0019412484705882416,-0.001644613764705885,-0.001264724588235299,-0.0010942843529411807,-0.000971551000000001,-0.0009695384117647012,-0.0009961800588235321,-0.0010589303529411793,-0.0010500672941176556,-0.0009751162352941191,-0.000872838411764703,-0.0006935257647058823,-0.00045453935294118356,-0.00023376405882353027,1.1154941176472893e-05,0.00021628252941176956,0.0003631850000000089,0.0003598057058823573,0.00024591088235294267,-1.1034117647055336e-05,-0.00021897152941176626,-0.0002015562352941161,5.268711764706488e-05,0.0004081780588235315,0.0008713971764705945,0.0013129869411764722,0.001754453000000003,0.0022080068823529427,0.0025893937647058912,0.0029969616470588226,0.003422289411764711,0.003881939235294115,0.004390031999999999,0.004916560588235294,0.006799947470588239,0.008803218588235295,0.010827995411764706,0.01283294323529412,0.014698273411764717,0.01647131247058824,0.018087317058823528,0.01956144605882353,0.02093976858823529,0.022229152764705887,0.023458091411764706,0.024608025705882365,0.025669543,0.026716626058823537,0.027748907235294114,0.028785616647058823,0.02849905982352941,0.026875043352941164,0.02529817482352941,0.02363050047058822,0.021802284529411756,0.01993311276470589,0.018040721647058826,0.016313394764705884,0.014712344000000002,0.013165909235294114,0.011704721823529406,0.010349190647058824,0.009123261470588236,0.007944841647058803,0.006728568000000004,0.005469888411764705,0.005306430176470589,0.006319702882352951,0.0072754858235294095,0.008155350176470594,0.009195524588235277,0.0103332228235294,0.011464258705882344,0.012535148705882376,0.013434393411764708,0.01402675429411765,0.014616804235294115,0.015151925647058806,0.015574438235294114,0.015920292000000016,0.016269441941176466,0.01666817870588236,0.015968358117647075,0.014253910235294126,0.01272547352941178,0.011298030529411779,0.009879437941176503,0.008401544411764703,0.006999563294117661,0.00570119388235292,0.004531127647058805,0.0037689735294117455,0.0032389773529411803,0.002705043588235298,0.0021874615882352816,0.0016780860588235386,0.0011574381764705849,0.0006024331764705876,0.00039863670588234645,0.0009663913529411733,0.0012871800588235283,0.001557607647058798,0.0018460493529411648,0.0021645007647058817,0.002479241294117626,0.0026518194117646776,0.0027168297647058998,0.002646745411764684,0.002268205411764701,0.0019281795294117665,0.0016076201176470628,0.0013167882941176184,0.0010459618235294232,0.0007544759411764607,2.2255882352745227e-06,-0.0007583000000000034,-0.0010577969999999853,-0.0012154589999999743,-0.0014341469411764673,-0.0017019348235293996,-0.001965907176470577,-0.002227810588235263,-0.002402628470588239,-0.002485738235294091,-0.0024815361764705807,-0.00244141617647059,-0.002404191470588221,-0.002411755058823503,-0.0024391947647058737,-0.002411618294117651,-0.002160990529411766,-0.0013261213529411897,-0.0008258357647059206,-0.0005024308235294095,-0.00020393552941178061,0.00013957270588235704,0.000383902705882358,0.0005937044705882216,0.0008691552941176295,0.0011600870588235196,0.0014171735882352737,0.0016071044705882193,0.0017374127058823324,0.0018563527058823442,0.002021141588235284,0.00218742982352943,0.0022057314705882652,0.0019645442941176733,0.0015920995882353212,0.0012325946470588267,0.0009432902941176324,0.0006984773529411514,0.000539053823529409,0.0005304126470588172,0.0005286167647058915,0.00037890176470589676,0.00016871935294117402,-6.326776470588769e-05,-0.0002282918823529323,-0.0003005683529411912,-0.00034839835294117605,-0.00040080894117648647,-0.0009683332941176626,-0.0015590799999999905,-0.0018886811764705913,-0.002205064117647079,-0.002521613882352919,-0.0027772615294117536,-0.003066649470588226,-0.003427181235294091,-0.003831469764705872,-0.0041442914705882294,-0.004351953235294109,-0.004503097294117631,-0.004654124588235289,-0.004843421647058824,-0.005095987764705906,-0.005346713352941193,-0.005063045411764708,-0.004172591882352958,-0.003353988588235296,-0.002699602705882334,-0.0020491097647058754,-0.0015308024705882328,-0.001072185705882342,-0.0005794660000000007,-8.919135294117864e-05,0.0003602595294117522,0.000756884764705909,0.0010855191764705951,0.0013817791176470584,0.001682582647058839,0.0019896464117647172,0.0022930651764706267,0.002977982000000004,0.0032001472941176334,0.003392588117647047,0.0037094128235293927,0.003965454000000007,0.004211210823529418,0.004477419999999996,0.0046048567647058725,0.004623245705882351,0.004557776588235321,0.004503703647058807,0.004495421294117646,0.0045596477058823665,0.004595644823529435,0.004588217411764725,0.0045709415294117595,0.004170861470588219,0.003312589352941167,0.0023237911176470366,0.001313534882352918,0.0003628742941176183,-0.000549905117647076,-0.0013759821764706137,-0.002072296294117648,-0.0025864701764705955,-0.002943655882352958,-0.0032341778823529455,-0.0035584822352941192,-0.003977142470588238,-0.004448427117647091,-0.004892483588235311,-0.005354804058823534,-0.00776109517647057,-0.009897225764705864,-0.011800904705882312,-0.01370028170588232,-0.015783117352941176,-0.017952669705882357,-0.020266353352941163,-0.022929954176470584,-0.025526420058823517,-0.02819689623529411,-0.030893772764705868,-0.03355473323529411,-0.03615947676470588,-0.03869302394117646,-0.04115903817647058,-0.04355588941176472,-0.0439563083529412,-0.04225769370588236,-0.04059262170588237,-0.039004940529411766,-0.03720177617647058,-0.03512683482352941,-0.032795457352941176,-0.029989995882352953,-0.027015403058823537,-0.02416448958823531,-0.02132139176470589,-0.018522326000000006,-0.015719429411764716,-0.012906534117647056,-0.010104289058823528,-0.007341246882352936,-0.004623571235294107,-0.003805053117647058,-0.0031553265882352903,-0.002365431058823534,-0.001666950882352941,-0.0011625566470588183,-0.0007837926470588286,-0.0005598418823529357,-0.0006527002941176425,-0.0005867990588235214,-0.0005450032941176457,-0.00048422547058823637,-0.0004537889411764702,-0.00044420394117647075,-0.0004646047647058789,-0.0004893294705882283,-0.0005276545882352927,-0.000618562294117643,-0.0007284065882352947,-0.0007993825294117622,-0.000841816352941175,-0.0008455972941176504,-0.000823558529411763,-0.0008086150588235315,-0.0007947001176470611,-0.0007922762352941155,-0.0008058329999999989,-0.0008032129411764746,-0.0007799232941176452,-0.0007219572352941163,-0.0006671034117647079,-0.0006149815882352978,-0.0005775882352941179,-0.0004958871176470626,-0.0003767569411764725,-0.00028539629411764716,-0.00026901605882353324,-0.000275367823529403,-0.0003045343529411784,-0.00032180129411764,-0.00032113435294117004,-0.0003206367058823552,-0.0003135481764705919,-0.000298924764705881,-0.0002868914705882429,-0.00030025358823530107,-0.0003064775294117708,-0.0002976181764705946,-0.0002807019411764748,-0.00028700817647058646,-0.0003312099411764656,-0.0003549084117647032,-0.00030832341176470143,-0.00019931658823529874,-0.00010696994117646852,-5.223805882353938e-05,-2.3912235294121925e-05,-1.6163529411791777e-06,1.1465764705887588e-05,1.1711764705883004e-05,-4.604882352939044e-06,-3.46550588235274e-05,-7.441617647058543e-05,-0.00014034899999999795,-0.0002770105882352915,-0.00039137017647058667,-0.0005010868235294126,-0.0006257022352941198,-0.0007540161764705879,-0.0009203826470588275,-0.0010660067058823539,-0.001149560176470582,-0.0012017956470588252,-0.0012473491764705864,-0.0012926276470588277,-0.0013303707058823534,-0.0013522911176470573,-0.0013547159999999989,-0.0013475672941176443,-0.0013158217647058768,-0.001201043882352936,-0.0010478575294117602,-0.000894798117647061,-0.0007025017058823538,-0.0005176781176470593,-0.00036155170588234725,-0.0002267149999999954,-0.0001247577647058816,-4.996358823529043e-05,9.5315882352974e-06,6.295411764706271e-05,0.00010472511764706219,0.00014367917647058887,0.0001781089999999992,0.00020685323529411395,0.00023224258823529437,0.0005688338235294126,0.0006993841176470561,0.0008040476470588254,0.0008568545294117651,0.0008987967058823529,0.0009607898823529443,0.001041328294117648,0.001108980764705881,0.001175961294117643,0.0012465842352941195,0.0013408518823529378,0.001439118529411764,0.001515126764705884,0.0016002020000000054,0.0016861326470588266,0.0017671498235294104,0.0015213578235294088,0.0010907698235294097,0.0008577755882352919,0.0007078054705882339,0.0005859935882352903,0.0004667637647058735,0.00034218941176469495,0.00022941841176469385,0.00013634276470587958,5.4067764705872934e-05,-3.0052352941178917e-05,-0.00011280400000000107,-0.00015865823529412001,-0.00018740900000000296,-0.00022586388235294047,-0.0002654661176470577,-0.0003010124117647055,-8.482482352940857e-05,1.975847058823671e-05,9.719535294117759e-05,0.0001604934117647068,0.0002291121764705882,0.00029845758823529925,0.0003809988235294187,0.0004459434705882323,0.0005037240588235299,0.0005522073529411788,0.0006019079999999982,0.0006356077647058783,0.0006451422941176482,0.0006742408235294178,0.0007140637058823535,0.000752937058823535,0.0008624629411764714,0.0010183581176470627,0.001111597705882355,0.0011613712941176482,0.0011859717647058864,0.0011948757058823471,0.0011887219999999997,0.0011739498823529482,0.0011618981176470637,0.0011539652352941208,0.0011453764705882385,0.001139078823529413,0.0011309647058823508,0.001109494823529407,0.0010696737058823493,0.001025182058823522,0.0009821478235294105,0.0008540025882352933,0.0007706465294117573,0.0007278341764705883,0.0007040852352941142,0.0006884892941176508,0.000690068764705884,0.0007098814117647047,0.000711066411764702,0.0007018487058823505,0.0006937671176470532,0.0006915697647058849,0.0006973881176470555,0.0007108819411764701,0.0007361711764705924,0.0007663375294117633,0.0007909465882352876,0.0008248229411764729,0.000856792000000009,0.0008641507058823571,0.0008590465882352925,0.0008506498823529426,0.0008340904117647048,0.0007989092352941249,0.0007745701764705938,0.0007744842941176458,0.000778137058823531,0.0007759735294117671,0.0007585898235294118,0.000724979294117644,0.000685277999999994,0.0006987384705882393,0.0007100635294117717,0.0007149833529411717,0.000665559742647058,0.0006315684078431368,0.0006099866134453846,0.0005956416289592779,0.0005828988627450994,0.0005817599732620242,0.0005907049529411679,0.0005884427450980403,0.0005441802745098055,0.0005005790392156838,0.0004619502745098064,0.00043531203921568645,0.0004137263921568657,0.00033752739215685973,0.0002686353921568588,0.00020589374509803748
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
