UniprotID	Q9UKA1-2
pNuLoCScore	0.27899354444444446,0.273588004,0.26867240454545455,0.26336789583333337,0.2568565569230769,0.2518158657142857,0.24775617866666666,0.24116746125,0.23596478470588234,0.21824565235294113,0.20397932176470585,0.19241432235294115,0.19101206588235292,0.19110307352941175,0.18861047529411765,0.18195938294117645,0.17535491764705882,0.16828878176470588,0.1641720394117647,0.15962412117647057,0.15642075529411767,0.15461316470588238,0.15200304764705883,0.14932097882352943,0.15220079647058823,0.1541254405882353,0.15518137647058824,0.15712886529411765,0.1580704276470588,0.15864246764705883,0.1576955452941176,0.15835923176470587,0.16067841235294117,0.16353246764705884,0.16691809,0.1696559341176471,0.17378160882352942,0.17811694235294118,0.18159490058823533,0.18559508294117652,0.1886629129411765,0.18861801529411767,0.18888842529411765,0.18902407294117649,0.18877454764705878,0.19098037352941175,0.1927750111764706,0.19650847411764708,0.19985068529411765,0.20235938117647057,0.2036546023529412,0.20444799999999996,0.20540677294117646,0.20598003176470586,0.2056886594117647,0.2067845605882353,0.2168360988235294,0.22732467058823527,0.23483696588235292,0.23899146352941175,0.24444933470588234,0.25048769,0.25532524705882353,0.26154738647058823,0.2683051470588235,0.2750391482352941,0.28208384999999997,0.2905814511764706,0.29861193176470596,0.3059330152941177,0.3127613611764706,0.3191321764705883,0.32467112000000004,0.32141138588235296,0.31779604941176476,0.31718571647058824,0.3207165317647059,0.3234520729411765,0.32544107823529406,0.3262404570588235,0.3265781629411765,0.32616169823529406,0.3248598864705882,0.3231101305882353,0.320429915882353,0.31924192470588236,0.31752928,0.3157528252941177,0.31910359352941176,0.3212620876470588,0.32120630647058823,0.32273489647058823,0.3247135647058823,0.32572454999999995,0.3272455658823529,0.32785770352941174,0.3288468670588235,0.3297912835294118,0.33023358352941173,0.3312092852941177,0.33232847470588245,0.33373139000000007,0.3344168082352942,0.3357004011764706,0.3376586376470588,0.335507404117647,0.335365554117647,0.3372302788235294,0.338053724117647,0.33903618705882355,0.3404159594117648,0.34217716823529415,0.3442141294117647,0.34547054823529416,0.3473250417647059,0.3492361923529412,0.35130545352941184,0.3531521982352941,0.35444311705882353,0.3565630582352941,0.36363065294117647,0.36904606823529407,0.37212847882352934,0.3757260188235293,0.37863551294117637,0.3808448676470587,0.38219370529411756,0.38283836941176463,0.38321557352941177,0.38313542117647054,0.38314954705882354,0.38293383411764703,0.3833081588235294,0.3832015841176471,0.38332947117647054,0.38424259,0.3844533605882353,0.37962676705882353,0.3761998188235294,0.3747617005882353,0.37250866941176464,0.3709153664705883,0.37002303411764703,0.36985047,0.37017154470588237,0.3704828547058824,0.37110609647058823,0.37188162,0.3719587470588235,0.37191127529411766,0.37247477529411765,0.37278650588235296,0.37658623882352943,0.37951391176470595,0.3808468900000001,0.3824059794117648,0.3830010711764707,0.3831204382352942,0.3826332035294119,0.3818450164705883,0.380324105882353,0.3790783282352942,0.378192425882353,0.37768430352941174,0.3775973788235294,0.3776556964705882,0.3777552505882353,0.37792409352941175,0.3778231605882353,0.37420262000000004,0.3716928882352941,0.3705399388235294,0.3690941652941177,0.368651204117647,0.3687181135294117,0.36934899235294116,0.370476244117647,0.37224016470588234,0.3737781117647059,0.3750971311764706,0.3759194947058824,0.3763688011764706,0.3770414535294118,0.3774674005882353,0.3845417652941177,0.3890129547058824,0.39223248235294117,0.39336487764705885,0.393624925882353,0.3939202641176471,0.3930996694117647,0.39108372235294125,0.389288534117647,0.38610586352941173,0.3827429182352941,0.3801329052941177,0.37802694000000003,0.37634451470588237,0.37504520705882355,0.37393140647058815,0.3723682094117647,0.3641685405882353,0.3584410794117647,0.35403932411764705,0.3519029705882352,0.35061190117647056,0.34943195999999993,0.349200054117647,0.34997287294117646,0.34997297705882346,0.3512564035294118,0.3529843741176471,0.35386567411764713,0.35438301411764717,0.3545868111764707,0.3545719864705883,0.35822615352941184,0.36265600823529415,0.36614323411764704,0.3683739623529412,0.3692222976470588,0.370058924117647,0.37070978705882357,0.370378774117647,0.37023798882352943,0.3703708641176471,0.37101691,0.3713585529411764,0.371255554117647,0.37159436764705883,0.37224562764705876,0.3732726170588235,0.3739657199999999,0.37067337588235294,0.36737404941176466,0.3648451505882353,0.36423912764705885,0.36481157882352944,0.36532406352941177,0.36610008882352946,0.36772459235294125,0.369441055882353,0.37106116176470594,0.3728282152941177,0.37511932941176473,0.37772309705882356,0.38015417411764707,0.38241506117647056,0.38579103176470586,0.3899688405882353,0.39366917882352936,0.3963889464705882,0.39894879411764705,0.40066597411764704,0.4027519441176471,0.40502134529411776,0.4073036500000001,0.4095097035294119,0.4114890400000001,0.41337036823529416,0.41515301882352945,0.41686875882352936,0.41837163823529416,0.41978774470588237,0.4211373947058824,0.4212027494117648,0.4207534582352942,0.42105374352941183,0.42202816352941186,0.42319330882352946,0.42500429764705894,0.4264622882352942,0.4276683423529412,0.4287214376470589,0.42989759176470593,0.4310677388235295,0.43227236588235296,0.43331328529411767,0.43424511294117646,0.43513817176470587,0.43381853,0.4321582164705882,0.43076842529411763,0.42904575764705877,0.42711610470588235,0.42536979647058826,0.4235056182352941,0.42190001470588234,0.4200344617647059,0.4181998088235295,0.41627502882352946,0.41411956882352946,0.41211566764705887,0.4099476788235294,0.4077724917647059,0.40527834058823525,0.40304413588235294,0.4030361770588235,0.4033309523529412,0.4032183858823529,0.4034035064705882,0.40358851941176466,0.4036175947058823,0.40366783176470594,0.4032855117647059,0.4030817970588236,0.40279882647058823,0.40249317705882365,0.40233667294117653,0.40207004470588237,0.4019699241176471,0.40196467529411767,0.40001404470588237,0.39714304,0.3953420035294118,0.39349830529411767,0.391037425882353,0.3879199011764706,0.3842932529411765,0.38033724705882355,0.3759039105882353,0.3708341111764706,0.3655744094117647,0.36020669588235293,0.3548164470588236,0.3492479441176471,0.34351236882352937,0.3377673935294117,0.3319611852941176,0.32812234823529407,0.32507898117647055,0.3208601376470588,0.31655256941176463,0.3128558435294117,0.309767224117647,0.3073026282352941,0.3051764694117647,0.30351400117647065,0.3025476041176471,0.3017978535294118,0.3011423847058824,0.3005580941176471,0.3000811347058824,0.2997678911764706,0.29977986588235295,0.30005627176470595,0.3001477735294118,0.30006232058823534,0.3000746941176471,0.3002681370588236,0.30022172176470585,0.30018555,0.30001481352941173,0.29975748529411766,0.2991682217647059,0.2984064241176471,0.29682835764705884,0.29539105470588234,0.29406653058823523,0.2928310135294117,0.29163388941176466,0.29016400529411757,0.2885225835294117,0.28742653999999995,0.2865357517647058,0.28559505705882354,0.2845486311764706,0.28362621352941175,0.2828112558823529,0.2820815223529412,0.2813804811764706,0.28099351529411765,0.28087066,0.28150749941176473,0.28197436705882356,0.2823188170588235,0.2836817494117647,0.28414415294117645,0.2841600870588235,0.2842462823529412,0.28433824882352937,0.2844445135294118,0.28448791470588236,0.28455523823529416,0.2846851182352942,0.28458262,0.2845642594117647,0.28466714058823533,0.2848424341176471,0.28504867647058824,0.28528202352941184,0.2855793964705883,0.2858976782352941,0.28513676529411763,0.28516993058823525,0.2855819388235294,0.28594804647058825,0.2862209129411765,0.2864745870588235,0.28667614176470585,0.2867842805882353,0.28685691058823526,0.2870485099999999,0.2872067435294117,0.2872637958823529,0.2872104094117647,0.28701508352941174,0.28674553294117655,0.28548967,0.2852020882352941,0.2848799435294117,0.2844108941176471,0.283846325882353,0.2834939711764706,0.2833064547058824,0.28313335705882353,0.2828964823529412,0.28279855352941174,0.2826158905882353,0.2824218835294117,0.2821096029411765,0.2817957247058823,0.28163266352941174,0.28160942470588235,0.2816471735294118,0.28264504000000007,0.2826817264705883,0.28272552294117653,0.28297574764705885,0.28331193176470587,0.2834141358823529,0.28338388,0.28332568,0.2833491576470588,0.28333047000000006,0.2834978617647059,0.2837213517647059,0.2840801676470588,0.284487835882353,0.28479572235294126,0.2848000647058824,0.2840063664705883,0.2834507782352941,0.28305431294117644,0.28289126352941174,0.28285871941176466,0.2829023852941176,0.28300292529411764,0.28309167529411766,0.2831509770588236,0.28328978588235293,0.2834323541176471,0.2833904170588235,0.28328828470588224,0.2829611570588235,0.28251962999999997,0.28207129058823527,0.2819014152941177,0.2825165311764706,0.28292136470588236,0.28320675352941177,0.2833167982352941,0.28328944999999994,0.28324074588235293,0.2831112458823529,0.28299751058823525,0.28294354000000005,0.28285569470588234,0.2827149064705883,0.28275659294117655,0.2828128588235294,0.2830817017647058,0.2837527064705882,0.2842561611764707,0.28474593411764704,0.28520890294117646,0.28574774588235297,0.28628231411764704,0.28672538,0.2868554594117647,0.28651191352941174,0.28607796647058825,0.2857550464705883,0.2854339964705883,0.28510677294117653,0.28485068588235296,0.2846082717647059,0.28439894117647063,0.28424042411764705,0.28365574823529416,0.283311364117647,0.2829181911764706,0.2825690947058823,0.28210864176470585,0.2814979917647059,0.2808071058823529,0.2804077923529412,0.28041874941176476,0.28058836882352944,0.2806035082352942,0.2805778611764706,0.28054720647058823,0.28042796411764703,0.28027954000000005,0.28087049529411773,0.28158870470588243,0.2822931947058824,0.2823371558823529,0.2811007629411765,0.2799081394117647,0.2789964394117647,0.2783777170588235,0.2777988417647059,0.27718397117647053,0.2767287988235294,0.27634760588235296,0.27602639470588236,0.2757848694117647,0.2755923123529412,0.2753448229411765,0.2750098323529412,0.273842205882353,0.2726375317647059,0.27166166,0.2714018588235294,0.2723939111764706,0.2729560305882353,0.27305316,0.2729491829411764,0.2729697817647058,0.2730187676470588,0.2729106217647059,0.27276591411764706,0.27264018,0.27245182411764707,0.27229392529411767,0.2747248088235294,0.276864314117647,0.27895755,0.2809943494117647,0.2830055205882353,0.2849977164705882,0.28690595352941173,0.2891385223529412,0.2912830888235294,0.29342227352941175,0.2954226458823529,0.2974388429411765,0.29941232764705883,0.30129684764705883,0.30313519117647064,0.30494190588235304,0.3066326211764706,0.30581631352941174,0.30536442294117644,0.3050587829411764,0.30462400352941166,0.30416076999999997,0.30363187176470585,0.3031610129411765,0.30262436941176474,0.30232679470588236,0.30184319941176474,0.30146240470588237,0.30111014,0.30079390647058823,0.30051104529411765,0.30023559235294117,0.30108310941176475,0.30193015176470595,0.30257521647058827,0.3032122776470589,0.3037293482352941,0.3042317982352941,0.3046154947058824,0.3047537547058824,0.3047438270588236,0.30451507058823535,0.3042775582352941,0.30409272764705875,0.3039461929411764,0.30377430705882347,0.3033956652941176,0.30280315470588226,0.30221872176470593,0.3004763041176471,0.2987026723529412,0.2971680094117647,0.29565544352941175,0.29421421000000003,0.29280367647058825,0.2914616752941177,0.2903459988235295,0.28940962941176473,0.28876966235294116,0.28811498999999996,0.28746638411764713,0.28681667058823535,0.28615722823529416,0.28571708,0.28543959529411767,0.28437941647058823,0.28340719294117644,0.28279133352941177,0.2822490335294117,0.2817701894117647,0.28139231,0.28101234176470585,0.28068172764705884,0.2803493423529412,0.2798643570588235,0.27932741588235294,0.2788427647058824,0.27841918470588245,0.2779446982352941,0.2775691335294117,0.2773645135294118,0.27731533882352943,0.2781291858823529,0.27903980117647054,0.27979857352941173,0.28054260294117644,0.28128661588235293,0.2820507994117647,0.2828953982352941,0.28367834588235297,0.28454695470588237,0.2856776488235294,0.2869177129411765,0.28821944352941176,0.28966284,0.29122054294117644,0.29238913470588235,0.2940533311764706,0.2952670552941177,0.29618110117647056,0.29674523647058826,0.29759719647058824,0.2986418464705882,0.2996427805882353,0.3006499570588235,0.30167269529411767,0.30285253823529407,0.3040427794117647,0.30517685588235294,0.30635246235294117,0.30749362294117644,0.3085600711764706,0.30959213411764713,0.31097021588235296,0.3115963041176471,0.312580095882353,0.31377786529411766,0.31518344764705886,0.316205385882353,0.316869991764706,0.3174897064705882,0.3180030605882353,0.31846365411764704,0.31879243941176466,0.31896908647058825,0.318802575882353,0.31853499352941184,0.31827752470588233,0.31910967411764707,0.32007421117647056,0.32009439,0.32022576266666664,0.3203170957142857,0.3203697061538461,0.32042779,0.32042687545454546,0.320538598,0.3206834222222222
pNuLoCDScore	-0.04302875973856213,-0.06074789209150333,-0.07501422267973862,-0.08657922209150332,-0.08798147856209154,-0.08789047091503271,-0.09038306915032682,-0.09703416150326802,-0.10363862679738564,-0.10529922223529412,-0.10450036513368985,-0.1037437746568628,-0.10043580162895924,-0.09720270100840334,-0.09575313101960783,-0.09184648242647056,-0.0837639882352941,-0.06412021176470584,-0.0487979452941176,-0.035285457058823494,-0.03294163823529411,-0.032460605882352916,-0.030914930000000035,-0.023600151176470574,-0.014676505294117653,-0.0047563141176470425,0.0027460505882352937,0.010031812941176527,0.017360853529411746,0.0235037776470588,0.0295918529411765,0.03627410411764709,0.03646211647058828,0.03449257470588238,0.0337070488235294,0.03189520764705883,0.030704119999999974,0.03233790588235291,0.035079465882353,0.038149242352941204,0.03917227294117648,0.03882691352941173,0.0367365123529412,0.03479206588235287,0.03162516411764704,0.027863089411764685,0.024093758823529376,0.02118947764705878,0.028173185882352875,0.0387066552941176,0.045948540588235276,0.049967390588235266,0.05567478705882356,0.05950731647058824,0.06255023588235292,0.06503891235294115,0.06845446176470588,0.07267976705882351,0.07842924764705878,0.08613345117647064,0.0932051588235295,0.09995298352941184,0.10707270176470587,0.11234761588235298,0.10783502117647065,0.09408671529411769,0.08295908352941184,0.07819425294117649,0.07626719705882354,0.07296438294117652,0.07011583117647052,0.06469307058823526,-0.040764047294117645,-0.05503475199999999,-0.06846941435294118,-0.07524834694117646,-0.07774721135294117,-0.08140162605882352,-0.08106425811764705,-0.0813136966470588,-0.0817693672352941,-0.07197208110000002,-0.0636511107540107,-0.05656397242647061,-0.049548645108597286,-0.04386389345798321,-0.039037940007843136,-0.0350356893639706,-0.03145842623529413,-0.014275586823529418,0.0020613072941176452,0.010928140470588238,0.015667479823529395,0.021933327176470577,0.024587352176470567,0.02746695541176468,0.03135880570588234,0.03475125452941176,0.037757520176470605,0.04183929900000001,0.045438314882352934,0.04809827194117651,0.05175437694117649,0.05549075111764705,0.059241385588235274,0.06100850029411761,0.060551202058823514,0.06190731852941175,0.06322710358823531,0.06431149917647058,0.06468083447058824,0.06448715094117649,0.06457827299999999,0.06364176123529414,0.06210629770588236,0.058950374176470643,0.05545404947058827,0.05235588064705879,0.04899204829411766,0.04481822564705887,0.038784680000000016,0.03363845117647063,0.030391318235294146,0.0265824170588235,0.022434916470588206,0.019437143529411754,0.01614668647058823,0.014113385882352919,0.01207604588235292,0.00925255764705879,0.007202784117647049,0.00619043294117641,0.005720405882352897,0.005206089411764703,0.0050633676470588085,0.005511131764705829,0.00797703411764708,0.011413406470588222,0.014342309999999997,0.01696437529411768,0.019796304705882395,0.01995533941176475,0.020302478823529452,0.021122325882352938,0.020453968235294134,0.02070674176470591,0.021101235882352964,0.0207095494117647,0.019868755882352956,0.019064561176470568,0.01760035941176466,0.015788362941176498,0.012064890588235289,0.005960235294117655,0.0019245847058823873,-0.0012928252941176166,-0.0036250488235293754,-0.0038265411764706048,-0.0034419782352941297,-0.0038568923529411214,-0.0037987635294117472,-0.0039165870588235285,-0.0043096600000000485,-0.0041152958823529595,-0.003639568235294127,-0.0029072605882352887,-0.0016126011764705517,0.0001086664705882423,0.003764725882352965,0.010269604705882368,0.016325358823529368,0.020271409411764696,0.022604222352941128,0.0231918105882353,0.02296236705882354,0.023148935882352895,0.022895762352941135,0.02299046294117643,0.02330136941176475,0.023406136470588257,0.022844531176470534,0.022164427058823516,0.02114074117647058,0.019579732352941193,0.01217258117647052,0.004906882352941122,-0.0047466935294117885,-0.012982002352941197,-0.018700064117647075,-0.022254971764705866,-0.024403599411764704,-0.02637589352941172,-0.027638583529411703,-0.029661714705882275,-0.03191011058823531,-0.03434831529411761,-0.03592803411764697,-0.03663196411764702,-0.03715090176470587,-0.03713098411764712,-0.031382629411764645,-0.0223077176470588,-0.014534130588235245,-0.005381441764705869,0.002203496470588262,0.006776518235294127,0.009659087647058806,0.011335948823529396,0.012254664117647057,0.013867102941176407,0.01632163411764706,0.018877598823529407,0.021100578823529392,0.02210541588235293,0.022824471764705895,0.02320443882352946,0.020111961764705838,0.013551521176470599,0.011031967647058827,0.007908112941176465,0.0039350623529411655,0.0011241505882352287,4.305823529410224e-05,5.98376470587747e-05,0.001003865294117584,0.0015086000000000266,0.0006351852941176295,0.00045181411764708135,0.000149714117647054,0.001161734705882378,0.0024432888235293715,0.0038045811764705617,0.008816844117647105,0.015099782941176476,0.018722786470588226,0.02034406294117644,0.022461541176470562,0.025973284705882282,0.0290594176470588,0.031211474705882397,0.03250280588235299,0.03383995882352944,0.036081167058823554,0.03821067764705882,0.03976369647058825,0.04058650705882355,0.04066772941176472,0.04092950764705888,0.04300617588235292,0.04154590470588229,0.04100123411764703,0.04091392294117649,0.04069606176470594,0.03959595941176486,0.038069303529411846,0.036680957058823516,0.035510341176470506,0.0347904705882352,0.03379083529411758,0.03259839411764698,0.03208425588235286,0.03163112176470578,0.03176367235294114,0.03208037058823521,0.030272672941176415,0.026620089411764747,0.023708202941176426,0.021965452352941173,0.020768719999999963,0.01996483764705881,0.01914051470588235,0.018518243529411726,0.018102392941176493,0.01760091529411767,0.016653279411764754,0.015539331176470661,0.014118760000000119,0.012483976470588298,0.010844487647058865,0.008811122941176475,0.007738187647058858,0.007309117058823589,0.006743173529411839,0.005269121176470604,0.003118507647058788,0.0009343376470587472,-0.0014209058823529963,-0.0037408911764705843,-0.006548163529411677,-0.008890981176470525,-0.010827911176470584,-0.012392277647058858,-0.013748455294117723,-0.01484678647058818,-0.016044973529411755,-0.017087568823529353,-0.01896955823529406,-0.020431062352941176,-0.020495177647058826,-0.020354789411764718,-0.019677536470588175,-0.018864397647058773,-0.01792749823529416,-0.016654036470588274,-0.014813437647058891,-0.012960171176470636,-0.011607383529411819,-0.010514849411764726,-0.00959543764705878,-0.008953747647058863,-0.00843269705882349,-0.007987784117647001,-0.01114129764705879,-0.01379314823529415,-0.018526728235294054,-0.02309726588235289,-0.027633756470588244,-0.03230310470588238,-0.036849027058823536,-0.04170517117647049,-0.046624083529411775,-0.05181540235294116,-0.05681219647058819,-0.0615358911764706,-0.06610054294117651,-0.07045060176470591,-0.07442036647058828,-0.07815175647058831,-0.07811179941176474,-0.0739258988235294,-0.06846499941176476,-0.06233196882352943,-0.05645281588235293,-0.050913316470588166,-0.045470378823529334,-0.04000514352941176,-0.034579650588235256,-0.02928329176470587,-0.02387668235294116,-0.018481121176470577,-0.013174306470588232,-0.0079719194117647,-0.002941232352941192,0.0018142758823529448,0.006586235882352881,0.007332342941176434,0.00741041647058821,0.006140547058823498,0.004779649999999941,0.0026149235294117,0.0008384111764705438,-0.0007078494117647716,-0.0021672141176470594,-0.003451195294117637,-0.004658611176470595,-0.006010091764705849,-0.0071729776470587925,-0.008227117058823535,-0.009242249411764686,-0.01016738411764706,-0.011374398235294125,-0.012297374117647059,-0.012770518235294098,-0.012666658235294115,-0.011862517647058785,-0.009857069999999968,-0.007219934117647014,-0.005108978235294048,-0.0033689735294117062,-0.0018021317647058943,-0.00045918823529408903,0.0007376376470588364,0.0017736452941176373,0.0026434041176470746,0.0034064770588235205,0.004086875294117637,0.00516968000000001,0.0063034429411764625,0.006664844117647034,0.007147854117647068,0.007282174117647089,0.007247915882352934,0.006370522941176432,0.005833981764705842,0.005584224117646974,0.005425346470588233,0.005333413529411746,0.0053286105882352774,0.005363516470588248,0.005517006470588254,0.005702216470588245,0.0059831405882353195,0.005855587058823553,0.005391037058823572,0.0054506511764706445,0.005658711176470599,0.005593215882352898,0.005286295294117671,0.0047995441176470754,0.0041191847058823505,0.003312000588235331,0.002427158823529424,0.001626391764705859,0.0008943194117646824,0.00020026176470586132,-0.0005130341176471098,-0.0012092005882353152,-0.0018963347058824076,-0.0022213505882353046,-0.002502183529411811,-0.0026114994117647505,-0.0032218041176470535,-0.0037275182352941305,-0.004212590588235338,-0.004558694705882355,-0.004554358823529392,-0.004312806470588237,-0.003930361176470609,-0.003511625882352959,-0.0031131241176470537,-0.0028019258823529236,-0.0024588535294117198,-0.002111340588235283,-0.00180569294117644,-0.0017957970588235173,-0.001708384705882332,-0.0014882888235294434,-0.001245815882352952,-0.0006984452941176111,3.131705882358782e-05,0.0009042129411764854,0.0016180388235293997,0.002030999411764739,0.0022393370588235373,0.0022978694117647414,0.002325043529411791,0.0023594370588235214,0.0024225235294117464,0.002486531176470602,0.002582435294117613,0.002948454117647048,0.0035111111764705716,0.00353910470588234,0.003844285882352916,0.0038464194117646955,0.0035344299999999773,0.0029929405882352655,0.002146000000000009,0.001323069411764688,0.0006386723529411831,0.00015064588235297327,-0.00022616176470588445,-0.0005135723529411662,-0.0007837041176470272,-0.0010531999999999764,-0.0013501205882352485,-0.0018907323529411546,-0.0026168611764705585,-0.003102504705882303,-0.00352985411764703,-0.004007835882352956,-0.0042583511764706095,-0.004164822352941133,-0.0037613282352941257,-0.00297398352941175,-0.0020897417647058603,-0.0012900623529411848,-0.0006598105882352767,-0.00012002411764708287,0.00030883058823530374,0.0006705135294117481,0.0010197711764705908,-8.339058823528256e-05,-0.0013877488235294055,-0.0025446229411764665,-0.0033681911764706085,-0.003963830588235268,-0.004413761764705926,-0.004983411764705931,-0.005505979411764728,-0.006230761176470645,-0.006972065882352996,-0.00784124705882358,-0.008554525882353003,-0.009215277647058845,-0.0097843982352942,-0.010286363529411785,-0.010850201764705913,-0.010131914117647106,-0.007501576470588273,-0.004685575882352966,-0.0025472158823529323,-0.001103358235294144,3.37888235294459e-05,0.0009161188235294326,0.0015585376470588497,0.002048425882352989,0.002421614117647075,0.0028551347058823617,0.0033380476470588893,0.0036922752941176973,0.00380906176470594,0.003880051176470639,0.004051692352941172,0.005326057647058846,0.004524712352941163,0.00304130823529411,0.0019740447058823607,0.0015250123529411685,0.0013260423529411758,0.0012870264705882317,0.001435011176470602,0.0015636176470587848,0.001602120588235334,0.0015718894117647542,0.0015153711764705757,0.0016452858823529648,0.0020887905882353286,0.002707223529411773,0.002948205294117684,0.00200481411764708,0.0008380276470588699,0.0007143129411764648,0.0005808817647058595,0.00011671882352939922,-0.0004719329411764783,-0.0011004100000000239,-0.001805915294117666,-0.0023719570588234817,-0.0026358005882352875,-0.002646337647058794,-0.002615793529411714,-0.002736539411764688,-0.003031008823529413,-0.003498824705882364,-0.003566824705882349,-0.0020588211764706044,-0.00019234470588233576,0.0010612188235294417,0.001975833529411747,0.00320905294117646,0.0045240029411764415,0.005794660000000007,0.007131372352941118,0.008432567058823476,0.009473952352941128,0.010345347647058772,0.011075579411764652,0.011884295294117636,0.012657165882352911,0.013478038235294115,0.014236850000000023,0.013587967058823563,0.012387040588235282,0.011684285294117636,0.010742048823529443,0.009816513529411819,0.008849181176470572,0.007910744117647028,0.006943475882353001,0.005936761176470601,0.005021918823529453,0.004185631176470583,0.003348396470588183,0.0025034988235294042,0.001708194117647055,0.0009446041176470465,0.0001554199999999617,-0.0013369935294118007,-0.0017400623529411907,-0.00309355647058826,-0.0038684188235294514,-0.004622137647058877,-0.0051791147058823095,-0.005687334705882313,-0.006365852352941209,-0.007178007647058837,-0.007935074705882367,-0.008757141176470556,-0.009619260588235201,-0.010420252352941167,-0.01115924352941175,-0.01194185058823527,-0.012684386470588227,-0.012663862941176468,-0.011904071764705842,-0.010858205294117601,-0.009688831764705835,-0.008870602941176448,-0.008265572352941175,-0.007832287058823495,-0.007291335882352923,-0.0063752452941176485,-0.0053802058823529675,-0.0044951670588235515,-0.0035713288235294793,-0.0026631770588235737,-0.0018447370588235423,-0.0010639052941176508,-0.0002648770588234983,0.0005138888235294292,0.0007400635294117219,0.0008837541176470731,0.0003876917647058775,4.0635882352924035e-05,-0.00017539117647055735,-0.0002421970588235567,-0.00027655058823528034,-0.00040141411764701984,-0.0004836105882352615,-0.00028791529411767436,7.97205882353269e-05,0.0005474370588235133,0.0011851452941176455,0.0019351047058823179,0.0027363382352940946,0.0036137876470588304,0.004345120000000036,0.004887533529411764,0.005833329999999998,0.007230480588235333,0.008653694705882342,0.010051987647058835,0.011618818823529414,0.013155405882352922,0.014366438823529365,0.015269398235294107,0.01582466941176469,0.016082348823529408,0.01605243941176468,0.015878796470588208,0.015599493529411729,0.01544372176470582,0.015375305294117597,0.015536552352941102,0.015807571764705847,0.0156955017647058,0.015401771176470541,0.015133209999999953,0.014689863529411734,0.014067209411764675,0.013539788823529436,0.013216425882352972,0.01292687235294121,0.012850184117647073,0.012999507647058872,0.013242232352941197,0.013499845294117713,0.013450824117647142,0.012990861176470636,0.01231062764705887,0.011399097058823554,0.010313442941176532,0.009189439999999993,0.007748466470588272,0.0062908952941176655,0.0049713605882353296,0.0037605523529411766,0.0027325199999999883,0.0018227820392156535,0.0009741002100840668,2.3189547511293096e-05,-0.0010143561274509605,-0.0020417841711230234,-0.003057372117647089,-0.0037297273202614445,-0.0038820802614378813,-0.004006740849673174,-0.003955495555555522,-0.003779209084967261,-0.0033181490849673034,-0.0027864632026143588,-0.0022960937908496626,-0.001870882026143772
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
