UniprotID	Q9UBC3-8
pNuLoCScore	0.4388492666666667,0.42142426000000005,0.4141896309090909,0.41322265,0.4171739076923077,0.42141581428571434,0.424515756,0.42675222437500004,0.4275739141176471,0.4279788052941177,0.43558100117647064,0.4451242482352941,0.43871909352941185,0.4332756141176471,0.43159333352941187,0.43061611176470593,0.43214091176470587,0.43561608823529413,0.44424984588235295,0.44940918705882354,0.4525851035294118,0.4525899447058824,0.4521342494117646,0.452780274117647,0.46674128117647057,0.4834651782352941,0.49951446,0.5143947247058823,0.5267036347058824,0.5397873599999999,0.5540773894117648,0.5675561658823529,0.5804543164705882,0.5933079870588235,0.6061197988235294,0.6202158529411765,0.6332996823529412,0.6442844505882354,0.6546970976470589,0.66485824,0.6742948364705884,0.6708397970588237,0.6656285876470588,0.6602400752941177,0.6544829658823529,0.6504039605882352,0.6477105147058824,0.6444414352941176,0.6412380176470588,0.6390842329411764,0.637383224117647,0.6359098152941176,0.6346228211764705,0.6333316270588236,0.6324893829411764,0.6314817217647059,0.628597198235294,0.6229107335294117,0.618256154117647,0.6152119488235295,0.6134424764705882,0.611946785882353,0.6106027076470588,0.6090988341176471,0.6075841576470588,0.6062395947058824,0.605214841764706,0.6040227800000001,0.6031605476470588,0.6027278476470589,0.6024999894117646,0.6026200158823528,0.6031955711764705,0.6058361099999999,0.6116030335294118,0.616399348235294,0.6198196411764705,0.6220353235294116,0.6236220882352941,0.625071214117647,0.6268802635294117,0.6284106541176472,0.6299004441176471,0.63117195,0.6325274205882354,0.6335792147058825,0.634095426470588,0.6344136058823528,0.6342448294117646,0.6347677388235293,0.635560805882353,0.6364795764705883,0.6374182176470589,0.638090527647059,0.6387717805882354,0.6396269041176472,0.6404785911764705,0.6412941947058824,0.6423661335294119,0.643573835882353,0.6446416447058825,0.6454140682352942,0.6462181388235293,0.6469837741176471,0.6476111347058823,0.6484935258823528,0.6486320435294116,0.6481158788235293,0.6473803317647059,0.6467297047058824,0.6463319811764706,0.6461831141176471,0.6463347611764706,0.6466407017647059,0.646910505882353,0.6472366529411766,0.64763808,0.6479192735294118,0.6484590170588236,0.6489294170588236,0.6497011435294118,0.6516348888235295,0.6542682211764707,0.6567225023529412,0.6593672376470588,0.6620955005882353,0.6646154482352942,0.6671125717647058,0.6688399529411763,0.6701572394117646,0.671415304117647,0.6728977117647058,0.6744406664705882,0.6759616188235295,0.677665651764706,0.6791652494117647,0.6806661694117648,0.6816395664705883,0.6814311935294118,0.6804470876470589,0.6793849205882352,0.6782587988235294,0.6769633064705881,0.6758116447058823,0.6746843882352941,0.6741000976470589,0.6739958876470589,0.6738598441176473,0.6737300500000003,0.6736565305882353,0.6736449076470589,0.67366419,0.6747558276470587,0.6758155135294117,0.6769527194117646,0.6783192435294116,0.6795137652941176,0.6808798564705882,0.6824601135294117,0.6840095958823531,0.685556327647059,0.6870365370588236,0.6885107135294118,0.6898465841176472,0.6911750917647058,0.6924702623529411,0.6933859111764706,0.6942548000000002,0.6951312529411764,0.6950234347058823,0.6947716788235293,0.694761008235294,0.6945542747058822,0.6945093647058824,0.6943185770588236,0.6939443476470588,0.6936329158823531,0.6932283335294118,0.6927824452941178,0.6920057747058824,0.6909818688235295,0.6898516258823529,0.6885805199999999,0.6874986394117648,0.6739787764705882,0.6647656470588236,0.6576459776470589,0.6489436717647059,0.6346953982352942,0.6196996923529412,0.6042873594117647,0.5887862147058825,0.573041171764706,0.5557582547058824,0.5393204788235293,0.5181463917647058,0.4975522811764705,0.47713964352941174,0.456327914117647,0.43564054058823526,0.41415627235294117,0.4052568229411765,0.3923399035294118,0.3769708194117647,0.3625302282352941,0.3536446017647059,0.3451402770588235,0.3375813005882353,0.33015834764705887,0.32160519294117645,0.31423837470588234,0.30701746588235296,0.30358678941176476,0.29907519117647063,0.2936491729411765,0.2907902541176471,0.28944921588235295,0.28752786764705884,0.2853287817647059,0.2831811847058824,0.28214556470588237,0.28227138529411766,0.28263036176470585,0.28342856882352935,0.2840119123529411,0.2843266694117647,0.28559258470588234,0.28716008470588233,0.28758478235294116,0.28865465941176477,0.2903770564705882,0.29270725529411773,0.2929127423529412,0.2916997388235294,0.2922696417647059,0.2932041605882353,0.2938771841176471,0.2939410629411765,0.2937621247058824,0.29347352117647063,0.2934250300000001,0.29337689235294123,0.293966295882353,0.295097745882353,0.2962144411764706,0.29773444764705886,0.2997835358823529,0.3019322811764706,0.3091348117647059,0.3151653276470588,0.321550085882353,0.32773418705882357,0.33279488000000007,0.3380972200000001,0.3431279411764706,0.34777026235294123,0.3528421,0.35770024176470594,0.36247738647058814,0.36711513176470584,0.3718126094117647,0.37664146941176463,0.38133740352941176,0.3859585623529411,0.3904431723529411,0.3902481652941177,0.39130655058823527,0.3920520558823529,0.3928735511764706,0.3946881747058824,0.3962347611764706,0.3979646894117647,0.40009898470588245,0.40176016470588244,0.4034096494117647,0.40496186529411765,0.4064754964705882,0.40800366470588234,0.4094772099999999,0.4107658570588235,0.4121706170588236,0.41419106176470594,0.4163336364705883,0.418884685882353,0.42105130411764713,0.42293946882352945,0.4248420829411765,0.42646159058823535,0.42795061058823536,0.42929547529411766,0.4303261588235294,0.43138826647058826,0.4323803529411765,0.43321845235294115,0.4338748035294117,0.4345742111764705,0.4352990158823529,0.435748274117647,0.43559724647058823,0.43527672882352936,0.4345862894117647,0.4341831917647059,0.4339584629411765,0.43368295470588236,0.4336839588235294,0.43382285764705886,0.43406359764705876,0.43445254588235294,0.43481606058823524,0.43514196823529405,0.43543464823529415,0.43587725764705876,0.43835623823529407,0.44110319235294115,0.4452615429411764,0.45090927058823527,0.4573961176470588,0.46394845,0.47050551058823525,0.47719369176470583,0.4839848764705882,0.49029382294117646,0.49602947705882344,0.5017388758823529,0.5074716158823529,0.5132537876470588,0.5189174305882351,0.5262685764705881,0.5328905317647059,0.5392690747058824,0.5469844835294118,0.5565520658823528,0.5656323447058824,0.5736304329411765,0.5841204711764706,0.5953966358823528,0.6076222029411763,0.619814308235294,0.6336006905882353,0.6481400905882353,0.66285288,0.6782214941176471,0.6933449500000002,0.7093235676470588,0.7291071229411765,0.7494234935294118,0.7676608052941177,0.7843842664705882,0.79782639,0.8103717994117645,0.8230576735294117,0.8331004564705882,0.8423443564705881,0.8504338123529411,0.8582959494117645,0.8649213776470587,0.871223952352941,0.8772288052941176,0.8826046817647059,0.8881443611764704,0.8929284105882352,0.8922604517647058,0.8916963517647057,0.8913237852941176,0.8908496447058822,0.8903923741176469,0.8899632211764705,0.8895881117647059,0.889320008235294,0.8891772229411765,0.8891537905882353,0.889158745882353,0.8892272788235295,0.8893659611764707,0.8896285694117649,0.8899070811764707,0.8911257870588237,0.892391449411765,0.8934662141176473,0.8945239788235295,0.8955814511764707,0.8967053247058825,0.8979428776470589,0.899221765882353,0.9004373047058826,0.9016084429411766,0.902669651764706,0.9035660752941178,0.904510677647059,0.9054673447058824,0.9064355029411765,0.9073719888235295,0.908274491764706,0.9082628894117647,0.9082220070588236,0.9083554011764706,0.9084491776470588,0.9084932270588236,0.9084580882352943,0.9083898499999999,0.9083224476470588,0.9083770323529412,0.9084073647058825,0.9083876529411764,0.9084533788235294,0.9085306176470587,0.9085359682352941,0.9084928235294116,0.9075384870588235,0.9069558588235294,0.9063960258823528,0.9048767529411764,0.903778894117647,0.9029050647058823,0.9022658011764704,0.9019008105882351,0.9015791017647058,0.901214698235294,0.9007973747058822,0.9002958629411764,0.8998965864705882,0.899535084117647,0.8991861217647058,0.8989124864705883,0.8986233923529412,0.8989638547058824,0.8989949717647059,0.8990243776470589,0.8999248094117648,0.9003256152941177,0.9004861117647059,0.9006077052941177,0.9006083082352943,0.9006172317647059,0.90062582,0.9006735164705881,0.9007832400000001,0.9008286852941177,0.9007893088235296,0.9006978611764707,0.9006049317647059,0.9008890847058824,0.9014667141176471,0.9019378852941178,0.9024445735294119,0.9030654264705884,0.9037203052941178,0.9043048029411767,0.9047779023529413,0.9052411994117648,0.9056727700000001,0.9060864700000001,0.9065000770588235,0.906857235882353,0.9071265470588236,0.9073782176470587,0.9076546570588234,0.9078842511764704,0.9077893070588234,0.9076913188235293,0.9076535558823529,0.9075057947058823,0.907324938235294,0.9071807617647059,0.9071750111764707,0.9071337205882354,0.907042475882353,0.9068867288235295,0.90675532,0.9066137635294118,0.9065389341176472,0.9065382364705884,0.9069311400000001,0.907265545882353,0.907545734117647,0.907719734117647,0.9079083694117647,0.9080703105882354,0.908260204117647,0.9084179605882353,0.9085697582352941,0.9087158088235294,0.9088919500000001,0.9090608976470589,0.9092465035294118,0.9094258570588236,0.9096002311764706,0.9097008047058823,0.9098249541176472,0.9095912152941177,0.909411068235294,0.90925648,0.9091500888235293,0.908967074117647,0.9088040505882352,0.908641725882353,0.908511925882353,0.908417127647059,0.9082980923529412,0.9081250335294118,0.9079536482352942,0.9077613629411765,0.9075768064705882,0.9073945970588235,0.9074765152941177,0.907538774117647,0.9075895094117649,0.9075137782352941,0.9074225864705883,0.9072707,0.9070936911764705,0.9069432635294118,0.9067846323529412,0.9065724852941176,0.9062986894117647,0.9060301911764705,0.9057465499999999,0.9053354499999999,0.9048694329411765,0.9043411429411766,0.9037066394117648,0.9028470711764706,0.90201891,0.9012016429411764,0.9005195976470588,0.8998604423529412,0.8992868170588233,0.8987478288235292,0.8981894247058823,0.8976078576470587,0.8970482905882351,0.8965338641176471,0.8959997094117648,0.8955047976470589,0.8951270152941176,0.894804811764706,0.8933368929411766,0.8929783435294117,0.8927878111764707,0.8926110135294117,0.8923224335294118,0.8919937835294117,0.8916751482352941,0.8913951952941177,0.8911258364705883,0.8908187682352942,0.8905030705882354,0.8902448611764706,0.890046081764706,0.8898911347058824,0.8897674876470589,0.8896274700000001,0.8894598052941176,0.8904471494117647,0.8904090052941177,0.8901976611764706,0.8899710547058822,0.8898802335294116,0.8898326423529411,0.8898061223529412,0.889756038235294,0.8896974011764706,0.8896479105882351,0.8896192576470587,0.8895518017647058,0.8894231870588234,0.8893034364705882,0.8891658717647059,0.8889547776470588,0.8887213570588235,0.8887586452941176,0.8888329511764707,0.8890297394117647,0.8891987494117646,0.8893372764705882,0.8893864647058823,0.8893639788235295,0.8893544070588235,0.8894042852941175,0.8894992111764705,0.8895263052941175,0.889463306470588,0.8894686358823528,0.8894645217647057,0.8894701652941175,0.8895951829411762,0.8897837858823529,0.8897505117647058,0.8897062464705883,0.8895588111764706,0.8894102641176471,0.8892945111764705,0.8892668847058823,0.8893066,0.88933595,0.8893449970588234,0.8893174264705882,0.8893722500000001,0.889537831764706,0.889648487647059,0.8893607111764706,0.88935225,0.8902617129411764,0.8914644088235294,0.8928547576470587,0.894229458235294,0.8957146699999999,0.8972638288235294,0.8987710147058823,0.9003628023529412,0.9019336752941177,0.903585451764706,0.905256944117647,0.9069861535294119,0.9087176005882354,0.9104919911764706,0.9122950476470589,0.9145102888235295,0.9164484400000001,0.9174524829411767,0.9181739811764706,0.9187217005882353,0.9192642952941177,0.9196729682352941,0.920005905882353,0.9203545123529411,0.9206243335294119,0.9209173394117647,0.9211425058823529,0.9213371547058824,0.9214738947058825,0.9216212564705883,0.9215258741176472,0.9213916352941176,0.921366355882353,0.9213959929411765,0.9213677200000001,0.9213714964705884,0.921407124117647,0.9214381558823531,0.9215179005882354,0.921610015882353,0.9217144117647058,0.9217897823529412,0.9218661152941179,0.9218932782352942,0.9218582723529413,0.921760575882353,0.9216696752941178,0.9217685370588236,0.9218751052941178,0.921864141764706,0.9217736552941178,0.9217192341176472,0.9216034905882353,0.9214387276470589,0.9212881011764706,0.9211097282352942,0.9209090029411765,0.9207135676470589,0.9205368888235296,0.9203508594117649,0.9202145711764705,0.9201192029411766,0.920302744117647,0.9200622147058823,0.9192438564705883,0.9185842435294118,0.9179887511764706,0.9174858611764706,0.916957714117647,0.9164749829411765,0.9160706652941176,0.9156874623529411,0.9153156058823528,0.91495397,0.9145872317647057,0.9141458382352942,0.9137346288235294,0.9133270835294117,0.9129227341176471,0.912283657647059,0.9120706905882353,0.91247852,0.9127450529411765,0.9129482058823528,0.9130684270588235,0.9132359858823529,0.9133781817647058,0.9134571994117646,0.9135251229411764,0.9135978464705882,0.9136813352941177,0.9137668323529413,0.9139114811764707,0.9139924870588235,0.9136108594117648,0.9132865005882354,0.9131890147058824,0.9132361441176472,0.9132244788235295,0.9132415729411766,0.9132526435294119,0.9132796829411766,0.9133103300000002,0.913307205882353,0.9133090352941178,0.9133042029411764,0.9132663441176471,0.9131951658823529,0.91307778,0.9129719058823529,0.912865838235294,0.9131817499999999,0.9134791794117646,0.9135572947058824,0.9134785123529411,0.9134235505882353,0.91330088,0.9131902417647059,0.9131043550000001,0.912993852,0.9128961092857144,0.9127676638461539,0.9126073233333334,0.9124569163636364,0.912327644,0.9122438333333334
pNuLoCDScore	-0.011275352549019568,-0.01087046137254899,-0.003268265490196043,0.006274981568627436,-0.00013017313725482982,-0.005573652549019592,-0.007255933137254811,-0.008233154901960749,-0.006708354901960811,0.01419182823529408,0.030060214973262056,0.03618653705882352,0.03541119583710406,0.031174130420168034,0.02761849341176459,0.02602804974264694,0.039167367058823455,0.05548637294117642,0.06393345882352935,0.0692704764705882,0.08798454117647059,0.10651174588235285,0.1224840558823529,0.13694005411764698,0.14831340470588233,0.15769189882352935,0.16186995294117645,0.170806665882353,0.18071457882352943,0.19169450588235298,0.20256284823529425,0.21207796588235306,0.20755355529411784,0.18737461882352957,0.1661141276470588,0.14584535058823533,0.12777933117647045,0.1106166005882353,0.0936331252941176,0.07688526941176466,0.060783701176470584,0.04577624588235296,0.03126342529411763,0.01569396235294107,0.0013231388235293018,-0.010952823529411737,-0.022207714705882453,-0.033376518235294195,-0.04569763823529438,-0.04792906352941195,-0.047372433529411784,-0.04502812647058818,-0.041040489411764636,-0.03845717470588228,-0.03710780705882355,-0.03534260117647048,-0.033653860000000035,-0.032844638235294044,-0.03216838235294106,-0.031887035294117516,-0.031462273529411666,-0.03060377941176473,-0.029989393529411768,-0.02886170588235304,-0.02540162705882354,-0.017074623529411803,-0.006653120588235195,0.0011873994117644893,0.006377164705882232,0.010088537647058637,0.013019380588235263,0.015972379999999897,0.019296105882352976,0.022171059411764782,0.02468560235294115,0.027149169999999945,0.02936687294117657,0.03085136705882363,0.031595437058823395,0.03179359000000004,0.03104925823529414,0.0289316288235294,0.023957772352941165,0.020080228235294317,0.01759857647058838,0.01605520411764738,0.01514969235294128,0.014555690000000232,0.013598327647058817,0.012883540588235265,0.012465689411764735,0.012401885882352914,0.012114224117647066,0.011834853529411715,0.012122712352941267,0.012570168235294221,0.013366305294117642,0.013725787058823435,0.013071237647058642,0.011636302352940997,0.009962114117647025,0.008639177058823444,0.007560200588235255,0.00655620999999984,0.005856170000000049,0.0053465070588234465,0.0045443723529411395,0.003662817058823653,0.0029964352941175276,0.002505205294117574,0.0022408782352942858,0.0019456429411764953,0.002090008823529499,0.0031413629411767285,0.0056361776470590375,0.008606623529411883,0.01198690588235296,0.015365795882352873,0.018283467058823555,0.02092945764705878,0.022505191764705668,0.023516537647058744,0.024504798235294056,0.025661058823529204,0.026802586470588197,0.028042345294117643,0.02920663470588236,0.03023583235294114,0.03096502588235306,0.03000467764705883,0.027162972352941184,0.023724585294117695,0.02001768294117634,0.016163298235294055,0.01234785823529394,0.008699072941176444,0.005844435294117822,0.003942858235294278,0.0025805835294118173,0.0009621323529415138,-0.0007106164705878992,-0.0023050882352941837,-0.004020744117647079,-0.005501059411764708,-0.005910341764706173,-0.005824052941176605,-0.004478474117647235,-0.002127844117647215,0.0001288447058823694,0.0026210576470588887,0.005496807058823605,0.008197951176470819,0.010871939411764897,0.0129364394117647,0.014514825882352977,0.015986739999999888,0.017445041764705516,0.0188137317647058,0.01974100352941177,0.020590610000000176,0.020375425294117733,0.019207921176470633,0.0178189594117647,0.016441764705882322,0.015040509411764602,0.013629508235294185,0.011858463529411889,0.009934751764705707,0.008076588235294113,0.006191796470588207,0.004271731764705966,0.002159190588235216,-0.00019322294117629646,-0.0026186364705881315,-0.004805391176470719,-0.00675616058823536,-0.021152476470588155,-0.030257787647058776,-0.037125701176470405,-0.045817336470588055,-0.05985887647058796,-0.07480967235294123,-0.0900312176470589,-0.10515813294117626,-0.12059174411764706,-0.13747007882352946,-0.15346196647058852,-0.17385938294117664,-0.19342958764705903,-0.2127119823529412,-0.2322526058823529,-0.25185809882352955,-0.25982250411764707,-0.2595088241176471,-0.2653060741176471,-0.2719728523529412,-0.27216517000000007,-0.2660550905882353,-0.2591470823529412,-0.2512049141176472,-0.24288282411764717,-0.2341530617647059,-0.22508210411764695,-0.21112892588235282,-0.19396549176470573,-0.1780644523529411,-0.16267874117647052,-0.14485028647058817,-0.12470705647058822,-0.11772895529411764,-0.1070111217647059,-0.09378963470588231,-0.08038466352941176,-0.07137321647058825,-0.06250991529411765,-0.054152731764705975,-0.04614643529411777,-0.037278523529411745,-0.028645790000000004,-0.019857381176470623,-0.016002007058823597,-0.010420531764705865,-0.003272116470588282,0.0019170011764706452,0.0034635264705882296,0.004171871176470554,0.006940859999999993,0.010022975882352902,0.011731619411764704,0.01166967764705884,0.01113176294117657,0.010044952352941283,0.009413117647058988,0.009050222941176522,0.008373711176470677,0.007937661176470656,0.008629658823529451,0.009079788235294095,0.009406479411764701,0.009225025882352855,0.01622206941176474,0.023465588823529393,0.02928044411764713,0.03453002647058828,0.038917695882353,0.044156157058823586,0.049365816470588186,0.0542967411764706,0.059417069999999905,0.06432334941176471,0.06851109058823512,0.07201738588235285,0.07559816823529408,0.07890702176470576,0.08155386764705885,0.08402628117647054,0.0813083605882352,0.07508283764705892,0.06975646470588226,0.06431786882352936,0.06007867117647053,0.056590954705882324,0.05310682,0.05019442705882349,0.04725688470588246,0.0440599229411765,0.04093226294117658,0.03784673352941181,0.03466288705882353,0.03136219529411771,0.02813980647058817,0.024807294705882388,0.021727444705882448,0.023942896470588226,0.02502708588235303,0.02683263000000008,0.028177752941176526,0.02825129411764704,0.028607321764705873,0.028496901176470635,0.027851625882352904,0.027535310588235218,0.02691650941176471,0.026426401176470604,0.025904856470588267,0.02521478764705881,0.024397593529411787,0.02380835411764698,0.02312839882352935,0.021557212352941058,0.01926360999999993,0.016392042941176355,0.013534985294117563,0.011243722941176426,0.009116380000000035,0.007221364117647011,0.0057333482352940335,0.0045273823529412005,0.0037374388235293377,0.003064279411764681,0.002435707647058749,0.0019235158823528997,0.0015598447058824405,0.001303046470588265,0.003057222352941147,0.005354918235294159,0.009664296470588196,0.01563254176470591,0.022809828235294094,0.029765258235294134,0.03654704764705874,0.04351073705882347,0.050300917647058796,0.0564709652941176,0.06196587941176468,0.06728632999999995,0.07265555529411766,0.0781118194117647,0.08348278235294099,0.09039131882352935,0.09453429352941184,0.09816588235294121,0.10172294058823533,0.10564279529411758,0.10823622705882363,0.10968198294117654,0.11361496058823534,0.11820294411764698,0.12363732647058812,0.12952048529411758,0.13757121352941187,0.1464012147058824,0.15538126411764708,0.16496770647058834,0.17442751941176504,0.18305499117647073,0.1962165911764706,0.21015441882352948,0.22067632176470597,0.2278322005882354,0.23219404529411758,0.23674136647058797,0.23893720235294114,0.23770382058823536,0.23472215352941184,0.2306195041176471,0.22469525882352914,0.21678128705882338,0.20837107235294106,0.19900731117647052,0.18925973176470567,0.1788207935294116,0.16382128764705872,0.14283695823529396,0.12403554647058801,0.10693951882352937,0.09302325470588224,0.08002057470588242,0.0669055476470588,0.0564876552941177,0.04697565176470586,0.03874341058823538,0.030857841176470835,-0.030970439509803965,-0.04388037186274513,-0.05581291186274509,-0.06527979715686276,-0.06566147009803924,-0.06503533362745101,-0.06310729333333337,-0.05925915509803925,-0.0575550803921569,-0.05629726250000003,-0.04995907818181819,-0.04155211007352941,-0.03347144468325791,-0.025508798949579803,-0.019785473647058766,-0.0159963333455882,-0.010694821764705847,0.002989787058823523,0.016627214705882326,0.029271058823529414,0.03278102352941181,0.03533469176470594,0.03628486617647064,0.036302836764705915,0.03893692205882354,0.04460995911764706,0.048814760882352926,0.04831762088235292,0.04597932676470587,0.045856930588235284,0.047530047647058815,0.05263820235294117,0.05496128647058829,0.05513953294117657,0.05915480764705888,0.06210491058823536,0.06188453588235296,0.06024556764705882,0.05859042764705885,0.05692800411764709,0.05347374235294122,0.045840328823529425,0.04250795470588237,0.041572603529411806,0.04328902705882354,0.04499787176470585,0.042602062352941145,0.034799492352941136,0.024754069999999934,0.01893284999999989,0.012696069999999948,0.006501274705882271,0.003784855294117595,0.004445863529411703,0.005153655882352864,-0.0009655247058824035,-0.0039547388235294245,-0.0018042105882352943,-0.0014884576470588218,-0.006711099411764704,-0.01296324058823528,-0.018054263529411724,-0.020877522352941158,-0.019622880588235275,-0.013910573529411746,-0.005056109999999975,0.0007983482352941496,0.004670404117647103,0.004419105294117653,0.0007533117647059162,-0.0028920417647058383,0.002304085294117686,0.011503435882352891,0.016977556470588268,0.020955296470588275,0.03163573470588235,0.042752908235294096,0.04927349235294118,0.0539800976470588,0.05699613588235297,0.06486950529411767,0.0654045335294118,0.06427007764705886,0.06304664941176463,0.06369659999999991,0.06685468294117644,0.07215073294117641,0.07488969529411765,0.0704441794117647,0.06983444470588235,0.06924276352941178,0.06489767823529413,0.05994938529411764,0.05647113294117645,0.05693488117647055,0.055539699411764676,0.04793447705882353,0.038034147058823464,0.03374061705882353,0.03061774235294118,0.03177067117647059,0.0332118676470588,0.03382740352941177,0.033195342941176376,0.03294346411764709,0.030933242941176442,0.027927252941176373,0.026899576470588105,0.02648881352941168,0.025351678823529344,0.02301774000000001,0.021857898823529398,0.02534635529411755,0.03545580647058827,0.039998797058823476,0.04411887411764703,0.04618521176470597,0.04522972058823527,0.0441077070588235,0.04354447470588235,0.0438852094117646,0.04433135235294117,0.04496164764705879,0.04489255764705885,0.04408070352941185,0.0437675688235295,0.04291177470588242,0.04269146352941183,0.03771908294117654,0.029249332941176487,0.021987047058823483,0.015803662941176466,0.010127843529411762,0.005813197058823549,0.001716282941176539,-0.0026366388235293248,-0.00687945117647043,-0.010941688235294178,-0.014052555294117586,-0.01591383411764702,-0.0175642747058824,-0.01923905470588233,-0.021005662352941157,-0.022888189411764792,-0.029363125882352903,-0.02945431235294116,-0.031252885882352865,-0.036645102352941106,-0.04253375235294121,-0.04868675705882353,-0.0570825941176471,-0.0642970100000001,-0.0703421741176472,-0.075834984117647,-0.08119052058823528,-0.08721444705882347,-0.09352724352941172,-0.09978973588235296,-0.10587812000000008,-0.11234606588235285,-0.11386894823529417,-0.11214444235294124,-0.11147715352941182,-0.10625240470588238,-0.09769912764705882,-0.08872058470588234,-0.07869614882352938,-0.06756365529411754,-0.05808844176470576,-0.04989332294117646,-0.04305422294117647,-0.03628919176470591,-0.02919468117647056,-0.02208987235294116,-0.015064015882352899,-0.007938980588235334,-0.0019806582352941138,0.00047905352941179924,0.00609822529411766,0.010772532941176527,0.01203671941176479,0.01261187529411767,0.01268072235294121,0.010872215882352904,0.008787029411764652,0.0072209499999999205,0.006791224705882309,0.00730086705882349,0.007404747058823435,0.007336218235294095,0.007257222352941128,0.007375679999999996,0.008552075294117611,0.009640148235294077,0.007874215294117637,0.0043086682352940775,0.0009378082352940464,-0.0018073488235294533,-0.0036347664705882743,-0.004931712352941181,-0.004616861176470588,-0.003841344117647,-0.002805531764705854,-0.003047029411764657,-0.003366209999999925,-0.0038561117647058774,-0.0045222452941175995,-0.004818874705882353,-0.0021525405882352744,-8.12011764705356e-05,0.0012618217647058505,0.0024064676470588187,0.005097092352941146,0.0076937229411765395,0.010149988823529438,0.012653592941176434,0.01441623529411773,0.01579533411764708,0.016862181764705914,0.01825742411764708,0.01980913882352947,0.021631140588235315,0.023876235294117587,0.026107970588235246,0.0250420629411765,0.020808046470588204,0.018013435294117697,0.019441451176470614,0.020903805882352966,0.020795174705882324,0.02021085352941171,0.018774418823529426,0.017485402352941104,0.017169668823529438,0.017454041764705885,0.017537572352941122,0.018217393529411652,0.019423099411764566,0.02029405352941166,0.02183421000000002,0.027477792352941177,0.039818732352941255,0.05306668647058821,0.06464117647058826,0.0736269764705883,0.08512040588235298,0.09711136058823533,0.10989276117647062,0.12283433176470593,0.1345041670588235,0.1447334970588235,0.1546296929411765,0.16384640705882353,0.17098838764705887,0.17722564176470607,0.18185919764705888,0.18303084529411762,0.17626533588235294,0.165380565882353,0.15332456588235283,0.14102917470588228,0.1286959688235294,0.11541771529411765,-0.05247043114379084,-0.07028779455555556,-0.08619658014379086,-0.09671545967320262,-0.10478388749673204,-0.10890377108496732,-0.11137867873202614,-0.11058596890849673,-0.10982203479084968,-0.09733771986470591,-0.08789113455614975,-0.07985529004411765,-0.07328464885067874,-0.0676360574579832,-0.0627999601764706,-0.058330988882352955,-0.05473526488235296,-0.03702349482352941,-0.02073416699999999,-0.00986871976470588,-0.0016058581176470604,0.0025279466470588194,0.004912248823529405,0.004181237823529409,0.003367339764705879,0.0021255384705882382,0.001753390235294118,0.0014521911764705867,0.0011619970000000118,0.0012979841176470608,0.0014239944117647105,0.0015309377058823556,0.001394747529411773,0.0013394522941176379,0.0010277839999999969,0.00015674882352940955,-0.0005780204117647111,-0.0010265819411764826,-0.0013152182941176538,-0.001649356529411762,-0.001897977294117642,-0.0020805323529411723,-0.0023540955882352943,-0.002894142117647054,-0.0034468234117647073,-0.004071157588235293,-0.004746730647058821,-0.005507596529411768,-0.006221432411764705,-0.006423513764705867,-0.006194082117647048,-0.005510781705882345,-0.004733836470588226,-0.004124319588235281,-0.003415523470588225,-0.002885512058823529,-0.0024270965882352974,-0.001891250764705893,-0.0013275841176470654,-0.0005960535294117705,0.0003457104705882272,0.0012241458823529436,0.0018346401764705866,0.002363532705882361,0.0033690446470588248,0.0043569617647058745,0.004478226470588223,0.004337703705882344,0.00404810464705882,0.0037567563529411763,0.0032794017647058762,0.0029514353529411716,0.0027019373529411778,0.0023829702352941157,0.0019611864705882318,0.001465006647058821,0.0009054458823529385,0.00019639276470587858,-9.630552941176235e-05,-0.0003392411176470697,-0.0010666789411764854,-0.001587891470588236,-0.002179767294117653,-0.0023308911176470604,-0.0022902107058823534,-0.0023037962941176438,-0.0022163173345588136,-0.0022395871019607744,-0.002272871428571424,-0.002282044592760178,-0.002299751602941172,-0.0023249301550802084,-0.002314263805882344,-0.002206563980392151,-0.002073825568627452,-0.001976821215686264,-0.001370203686274496,-0.0014739383333333272,-0.0013016328039215513,-0.0011688191568627326,-0.0011565103333333257,-0.0010264529803921535
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
