UniprotID	Q8N1F7-2
pNuLoCScore	0.32739586444444446,0.31869951900000004,0.31251033181818183,0.3082300041666667,0.3077630846153846,0.3069011814285715,0.3086905273333334,0.31117188312500005,0.31473175352941185,0.309662345882353,0.30890103294117643,0.30773920705882357,0.3080437429411764,0.31215794294117644,0.31946762647058824,0.3287588376470588,0.3360332011764706,0.3405838929411765,0.343101515882353,0.34449366823529415,0.34509766235294115,0.3488538770588235,0.35572785117647066,0.3614016352941177,0.3761575576470588,0.39239163294117646,0.40926595235294116,0.42421315117647057,0.4405407605882353,0.45790230941176474,0.4765294976470589,0.4944943705882353,0.5129045541176471,0.5321666223529412,0.5538859505882353,0.5783202447058823,0.6033819205882353,0.6288090323529412,0.6487302323529411,0.6659837676470587,0.682333855882353,0.6891556929411765,0.6932208129411764,0.6971773482352939,0.7018548194117646,0.7047791664705881,0.706907295882353,0.7085186235294118,0.7099646535294118,0.7106724564705883,0.7109666235294118,0.7119752529411765,0.7131702529411764,0.7140358241176471,0.7146637770588234,0.7152220770588236,0.7159493241176472,0.715254861764706,0.7118977741176472,0.7082637605882354,0.7034600017647059,0.6995004547058825,0.6964240194117648,0.6932271605882354,0.6895891035294118,0.6860105052941178,0.682441445882353,0.6790571517647059,0.6758133458823528,0.672608728235294,0.66992504,0.6675160576470588,0.6653049400000001,0.6628494988235295,0.6617487670588237,0.6631239441176472,0.6647454670588236,0.6673219170588236,0.6689292929411765,0.6697479182352941,0.6708645270588235,0.6722610529411766,0.6736929194117646,0.6753070623529411,0.6767892064705882,0.6782315711764705,0.6794983617647057,0.6806007211764704,0.6792845623529411,0.6792715152941176,0.68057908,0.6826361505882352,0.6841173929411765,0.6853456099999999,0.6860750864705883,0.6868117964705883,0.6872728358823529,0.6879917211764707,0.6889919776470588,0.6900554347058823,0.6914429499999999,0.692838056470588,0.6940552094117646,0.6952402264705884,0.6963875670588235,0.6998866494117647,0.7019572994117648,0.7027840758823531,0.7029481229411765,0.7035132129411765,0.7042620629411765,0.7056962835294117,0.7071119894117647,0.7087025835294117,0.7100509129411764,0.7112223694117646,0.7121841341176469,0.7128735705882352,0.7134091811764705,0.7139217223529412,0.7128824417647059,0.713804874117647,0.714660791764706,0.7153312358823531,0.7159418594117648,0.7165233929411765,0.7170400635294119,0.7174547635294117,0.7178100252941176,0.7179088170588235,0.7179041876470588,0.7179852523529412,0.7181104076470588,0.7183136547058824,0.7182012123529411,0.71792221,0.717512892352941,0.7186436947058823,0.7177852147058823,0.7166073558823529,0.7155318852941176,0.7144803029411766,0.7132674605882353,0.7117365505882355,0.7102769723529413,0.7091283064705882,0.7083088852941177,0.7076770882352942,0.7069417235294119,0.7061368647058823,0.7053541805882352,0.7048377494117647,0.7070882258823529,0.7090967905882352,0.711178258235294,0.7133023994117647,0.7156981347058823,0.7180350405882352,0.7197956876470589,0.721728624117647,0.7239115076470588,0.7261116764705883,0.7281638452941176,0.7303465394117646,0.7324536164705882,0.7343920164705883,0.7364184635294118,0.7382468217647059,0.7399382005882353,0.7387662829411767,0.7379099241176472,0.7371060388235295,0.7362432305882355,0.7353151423529412,0.7344808858823528,0.7341578152941174,0.7336955076470586,0.7333789458823529,0.7331595494117646,0.7329828847058824,0.7327487552941176,0.7325320576470589,0.7324627282352942,0.7323125870588236,0.7334668276470588,0.7347899605882352,0.7361245252941174,0.7360689035294117,0.7354547035294117,0.7343616311764706,0.7325239217647058,0.7295402958823529,0.7256897076470589,0.72079907,0.7150955464705883,0.7099653876470589,0.7049740464705883,0.7015311558823529,0.6979988323529412,0.6943172441176472,0.6903822011764705,0.6851104688235292,0.6796428747058821,0.6745779923529411,0.67107802,0.6682217123529413,0.6658781552941178,0.664205561764706,0.6636608241176473,0.6639640711764707,0.6654258241176471,0.6676695100000002,0.6693491476470589,0.6708552652941178,0.670791855882353,0.6708671205882354,0.6714000558823529,0.6710608752941176,0.6710728129411765,0.6690489752941177,0.665564254117647,0.6625094835294117,0.6592015323529411,0.6546021735294116,0.6483494235294117,0.6419275847058823,0.6352723023529411,0.6277545417647058,0.62074695,0.6136339911764704,0.6064180264705881,0.5989682088235293,0.5915399735294118,0.5838929558823529,0.57733105,0.5705705158823529,0.5662446947058823,0.5633658535294118,0.5598348629411766,0.5563250070588235,0.554192315882353,0.5537789064705881,0.5537008299999999,0.5537156535294117,0.5546203670588233,0.5549934552941177,0.555475005882353,0.556072731764706,0.5589707747058824,0.5620978335294117,0.564230148235294,0.5665476335294118,0.5692747300000001,0.5720845805882352,0.5741499194117646,0.5759490452941175,0.5779935752941175,0.579916984117647,0.5819276229411764,0.58349427,0.5848387700000001,0.585845174117647,0.5861591417647058,0.5858753476470587,0.58578999,0.5833733941176471,0.5810160411764707,0.5796524411764706,0.5782213382352941,0.5765509617647059,0.5747048205882352,0.5735936794117648,0.5729882852941177,0.5725116464705884,0.572111255882353,0.5716321058823529,0.571579214117647,0.57186962,0.5724194829411764,0.5737735423529412,0.57936624,0.5820536029411766,0.5846350735294118,0.5861706500000001,0.5875208352941177,0.5885646382352941,0.588784744117647,0.5890702052941177,0.5895508664705882,0.5901157370588234,0.5902275047058823,0.5896381511764704,0.589482654117647,0.5895371929411765,0.5900203482352941,0.5906472105882353,0.591249115882353,0.5882557829411765,0.5880381070588235,0.5882151305882353,0.5891311952941177,0.5902002070588235,0.5914634629411765,0.5932864394117646,0.59486586,0.5960753811764705,0.5971243164705884,0.5985339723529414,0.6005501929411765,0.6022325047058824,0.6034607735294119,0.6043888829411767,0.6050276770588238,0.6049998623529413,0.6054359600000001,0.6063911141176471,0.6066161576470589,0.6070200517647059,0.6075333264705883,0.60816945,0.6089091229411766,0.6095979982352941,0.6102419747058823,0.610653701764706,0.6107341605882354,0.6108706311764707,0.6110865164705883,0.6115155358823531,0.6118900182352941,0.6122978358823529,0.6130448770588235,0.6132590558823531,0.6133282229411765,0.6143019441176472,0.6152925870588236,0.6162902035294119,0.6173417564705883,0.6185701523529412,0.6198566835294118,0.6214177394117647,0.6232258358823529,0.6255195417647058,0.6278741923529413,0.6301605482352943,0.6357943423529412,0.6407502247058823,0.6459888247058823,0.6513090188235294,0.6562359088235294,0.6608679735294118,0.6652563205882354,0.6696122894117646,0.6737786964705883,0.6776986823529412,0.6814323429411765,0.6849764670588235,0.6882612229411765,0.6913515029411765,0.6942397947058824,0.6969988852941177,0.6997000323529411,0.6989018735294117,0.698741844117647,0.6983232088235295,0.6979302064705882,0.6977995164705882,0.6976204188235293,0.6974965858823531,0.6971798035294119,0.6967877876470588,0.6964837723529412,0.6961561700000001,0.6960530676470589,0.6961151758823529,0.696381145882353,0.6966813917647058,0.6994102835294117,0.7020583599999999,0.7043877682352939,0.7067405094117646,0.708995368235294,0.7111998294117645,0.7134791088235294,0.7156387476470588,0.7178101235294116,0.7200382588235295,0.7223240352941177,0.7246386647058825,0.7269970099999999,0.7295143317647058,0.7317581905882352,0.7338133405882353,0.7357883652941176,0.7352741558823529,0.7347181205882354,0.7345305888235294,0.7343623829411765,0.7343008182352943,0.734407853529412,0.7344645235294118,0.7344250823529412,0.7342504829411767,0.7338963182352943,0.7334381829411766,0.7329190029411764,0.7323251270588236,0.7315039270588235,0.7308513335294117,0.7311162923529411,0.7313312476470587,0.7314006976470588,0.7317141388235294,0.7321549211764706,0.7325238917647059,0.7330044058823528,0.7334313411764705,0.7338166470588234,0.7343068882352941,0.7346424482352941,0.7349984305882353,0.735272385882353,0.7355858364705883,0.7357113399999999,0.7358840988235293,0.7361158370588234,0.7355820582352939,0.7350276894117647,0.7347046158823529,0.7342595647058824,0.7337036805882354,0.7332204588235294,0.7326671770588236,0.7321815447058823,0.7317717423529412,0.7313367152941176,0.7310905235294118,0.7308984764705883,0.7307885917647059,0.7305086252941178,0.7303777723529412,0.7307152841176473,0.7305507252941178,0.730146315882353,0.7295209823529413,0.7290491611764706,0.7286402947058823,0.728158108235294,0.7277419452941176,0.7272835717647057,0.7268794864705882,0.726547292352941,0.7261561352941177,0.725687288235294,0.725203538235294,0.7247100764705882,0.7241823488235294,0.7237459752941175,0.722859745882353,0.7224528694117649,0.7222565200000001,0.7223836576470588,0.7223035805882354,0.7220525335294117,0.7218290358823529,0.7215426529411765,0.7212813,0.720911685882353,0.7205057447058824,0.720119081764706,0.719823564117647,0.7195220023529412,0.7193183088235293,0.7199052852941176,0.7200783,0.7196678764705882,0.7192040176470589,0.7186367435294118,0.717770114117647,0.7169749005882352,0.7161640452941176,0.7153138694117648,0.7142915782352942,0.7133110664705884,0.712410611764706,0.711417711764706,0.7105441823529413,0.7097666823529414,0.7089686000000002,0.7081869494117649,0.7068205182352942,0.7058331417647059,0.7054533770588235,0.7051285852941176,0.704874932352941,0.7048473652941175,0.7047220870588233,0.7045867894117646,0.7044462064705881,0.7045239417647059,0.7045726652941177,0.7045764635294118,0.7046171135294117,0.7045518458823529,0.7043997635294117,0.7054489258823529,0.7055953552941175,0.7054360776470588,0.7052866482352942,0.7053220482352942,0.7053239752941176,0.7051303223529412,0.7051254894117647,0.7050523052941176,0.7048329305882352,0.7045863164705882,0.7043125535294117,0.70406623,0.7038518123529413,0.7036947476470589,0.7036150664705884,0.7035805529411766,0.7023691494117648,0.7020722729411765,0.7020208270588235,0.7019637064705884,0.7016940594117647,0.7014446241176471,0.7014272123529413,0.7012274241176472,0.701169515882353,0.7013409611764706,0.7015751458823528,0.7017421205882352,0.7018321323529413,0.7019015694117647,0.7019407547058825,0.7016392605882353,0.7016377035294118,0.7013399211764707,0.7008837152941177,0.7005944405882354,0.7002335023529412,0.6995661788235293,0.6988982317647059,0.6982761805882352,0.6977912952941175,0.6972722776470587,0.6967336835294118,0.6962767088235293,0.6958254588235293,0.695402125882353,0.6949154576470589,0.6944235635294117,0.6942272358823529,0.6937533535294119,0.6936554682352942,0.6936898741176472,0.6935904947058825,0.6934796829411765,0.6936249770588235,0.6936502417647059,0.6934786011764705,0.6932577335294118,0.6930476276470587,0.6928326529411766,0.6925245282352941,0.6922107194117647,0.6918616052941177,0.6926373423529413,0.6932794917647059,0.6931427388235295,0.6929401364705884,0.692690501764706,0.6924271217647059,0.692216174117647,0.6919672229411764,0.6918431370588235,0.6918210076470588,0.691924164117647,0.6919867111764706,0.69210477,0.692223435882353,0.692264682352941,0.6923930411764706,0.6925228117647059,0.6914908352941175,0.6905513188235294,0.6902822347058823,0.6900126994117646,0.6897646564705882,0.689519071764706,0.6892547776470589,0.6891350935294118,0.6889516441176472,0.6887914241176473,0.6886393217647061,0.6885088100000002,0.688313121764706,0.6881316129411765,0.6880505194117648,0.6867924111764706,0.68545017,0.6845623611764706,0.6839460517647059,0.6836405711764706,0.6834410288235294,0.6833389505882352,0.6833650011764705,0.6834605894117647,0.6834744405882353,0.6834557323529412,0.6834186094117647,0.6834055764705883,0.6833374435294117,0.6832903729411766,0.6832872847058825,0.6833012494117648,0.6844248458823531,0.6855936323529412,0.6863318176470589,0.6868178982352942,0.6870633276470588,0.6872306429411765,0.6872388682352941,0.687082731764706,0.6867622823529412,0.6864566605882354,0.6861295082352941,0.6857129217647058,0.6852343252941175,0.6848013758823529,0.6843301676470588,0.6877055594117646,0.6899767347058823,0.6919530111764705,0.6941173776470586,0.696556046470588,0.6992223164705882,0.7020206752941176,0.7048969752941177,0.7078643894117648,0.7108964252941177,0.7140444723529412,0.7172696311764706,0.7205030252941177,0.7238009458823529,0.7270815505882354,0.7303882035294118,0.7337660547058823,0.7332672452941177,0.7339026847058823,0.7348859576470588,0.7357723164705882,0.7364446711764705,0.7369106535294118,0.7373044652941175,0.7376112594117646,0.7378457082352942,0.738049064117647,0.7381943052941177,0.7382814170588236,0.7383245011764705,0.7383298199999999,0.7384508558823528,0.7408960358823531,0.7432616341176471,0.7461490435294118,0.7489944788235295,0.7518939058823532,0.7545322794117649,0.7572161441176471,0.759980075882353,0.7628063288235294,0.7656305405882353,0.7685296376470587,0.7714568999999999,0.7743973682352941,0.7773615899999999,0.7803733135294117,0.7834024329411765,0.7863623594117648,0.78696565,0.7876199794117648,0.7878005817647059,0.7879978464705882,0.7880932552941176,0.7883751170588235,0.7886449076470589,0.788822464375,0.7889282686666667,0.7890382592857142,0.7890791676923078,0.7890971516666667,0.7890980690909092,0.789091809,0.7890918544444445
pNuLoCDScore	-0.012664110915032611,-0.017733518562091488,-0.018494831503268028,-0.01965665738562089,-0.019352121503268038,-0.015237921503268026,-0.007928237973856223,0.0013629732026143593,0.008637336732026157,0.021884373941176483,0.030591184064171162,0.036263664068627466,0.03733457773755655,0.041952695630252,0.047037323843137246,0.050229752169117625,0.061425804117646976,0.08272928705882349,0.10036491941176473,0.116473944117647,0.1324970176470589,0.1457443664705883,0.15706187117647064,0.1657355329411765,0.1768713529411765,0.19158272941176469,0.21078443470588232,0.23382657647058813,0.2582842582352941,0.2799551552941177,0.2930023811764705,0.304582132352941,0.30617629823529413,0.29676406000000005,0.28395486058823527,0.2729641970588233,0.2613140588235293,0.2468768570588234,0.23037779823529414,0.21402425294117644,0.19706009941176472,0.1785058341176471,0.15708067294117645,0.1336550082352942,0.10978833235294116,0.08522679176470593,0.06593354470588231,0.04923830941176488,0.033615468235294266,0.026099168823529473,0.018676961176470774,0.0110864123529415,-0.0586011155882353,-0.07615504464705884,-0.09283076805882354,-0.10744183958823528,-0.1147462015882353,-0.12148595829411767,-0.12691446417647062,-0.12915585358823534,-0.1318220611764706,-0.12420197830000002,-0.11715872323529412,-0.1106683959362745,-0.1047957091085973,-0.09943290287815125,-0.09451057820392156,-0.08953871891544116,-0.0833558865882353,-0.06510673994117647,-0.04828782488235295,-0.03389480582352944,-0.027077956411764713,-0.02044266605882352,-0.014974946882352923,-0.012604007058823516,-0.009643444058823517,-0.006567186058823518,-0.003542135941176458,-0.0014892797647058711,0.00035501858823529936,0.0016746084117646998,0.0029189189411764696,0.004078136823529407,0.0035904163529411823,0.0019336625882352965,0.0012790396470588258,0.001684926588235297,0.0025193179999999996,0.002978024941176466,0.0033492185294117516,0.0036732848823529396,0.0037481837647058702,0.0038452779999999867,0.003663121882352932,0.003423839764705866,0.0033425012941176377,0.003499498058823519,0.0038925974117646964,0.0040535217647058724,0.0055823287647058725,0.009028572941176469,0.012166591294117644,0.014370784176470579,0.016212887117647068,0.017763865941176467,0.019236147882352943,0.020642482235294107,0.022165267529411774,0.023488209058823532,0.02479148517647059,0.026373951294117653,0.027786790176470594,0.029087888882352947,0.030168589647058847,0.03115840529411766,0.030653072705882356,0.02812690852941177,0.02499175029411764,0.022165887647058825,0.01978193094117646,0.018020086823529416,0.016458870352941177,0.014920316882352957,0.013331710941176467,0.011825599764705874,0.010447336823529399,0.008868421058823517,0.0071766671176470564,0.005527225235294128,0.003967614882352935,0.0023776772941176555,-0.0008605766470587972,-0.001965113117647063,-0.002186439882352925,-0.002480375176470581,-0.0037223096470588163,-0.005158398235294098,-0.006400619411764702,-0.007567248823529396,-0.00856008635294117,-0.009486251176470575,-0.010409605529411739,-0.010887503705882332,-0.011125346352941184,-0.011142166941176479,-0.011192844588235301,-0.010979708705882371,-0.009003941058823545,-0.00577007929411763,-0.0034742642941176516,-0.0017249554705882353,0.0008685774705882304,0.004048713705882348,0.006786108117647058,0.009106919294117638,0.01135143376470589,0.013381361529411759,0.01519603470588235,0.01681849764705881,0.017949520294117657,0.018790457941176467,0.019298867352941174,0.01970574588235295,0.020251462058823527,0.01936395029411765,0.01881236882352942,0.018814350588235274,0.01866904917647058,0.017568732999999975,0.01665625211764704,0.016182698647058805,0.015700995705882334,0.015381827470588236,0.015254573705882346,0.015179833470588239,0.01535143311764707,0.015708121647058843,0.01639423188235295,0.017142876882352942,0.017326229529411763,0.016714144529411737,0.015648264470588216,0.014218167647058827,0.012032377294117658,0.009907735705882353,0.006898346588235307,0.003408237117647081,0.000511619352941195,-0.0022002415882352855,-0.0042835801764705694,-0.006629485235294136,-0.00919478370588235,-0.012248057529411771,-0.015448555705882355,-0.018844458647058818,-0.02219872011764705,-0.024602689529411734,-0.026198303882352905,-0.027220829647058797,-0.027198622823529403,-0.026352658,-0.024518374411764715,-0.02145068947058827,-0.018778294058823572,-0.017041641941176466,-0.016181766294117675,-0.015878177470588214,-0.015078057823529431,-0.013671078117647062,-0.011908037470588231,-0.01001780070588236,-0.008192252117647084,-0.006896678000000031,-0.0057573468235294495,-0.004998692764705909,-0.005078023705882381,-0.0062594912352941096,-0.007493264823529411,-0.009497728411764675,-0.012094669235294078,-0.013546249823529408,-0.014949036882352926,-0.015755951588235284,-0.016922472000000008,-0.01826292441176472,-0.01975912935294119,-0.02125334058823531,-0.02271145047058823,-0.023456417411764692,-0.023807107411764686,-0.024432526823529394,-0.024632737705882327,-0.02385578705882352,-0.022690658294117635,-0.021634425411764704,-0.0203647484117647,-0.01918844370588236,-0.018272687941176473,-0.01708672252941177,-0.015639219411764688,-0.014051952411764691,-0.012643223882352936,-0.011408479823529404,-0.00977134852941175,-0.008441793823529407,-0.007761074411764719,-0.006783971411764712,-0.005515855529411771,-0.004525528294117655,-0.004121967117647063,-0.003643162588235313,-0.0031554725882353,-0.0029202497647058887,-0.0023037128235294177,-0.0019512264705882493,-0.0017882252941176513,-0.0017338967647058945,-0.0016843367647058835,-0.001422984000000009,-0.0005468862352941348,-0.0001512061176470736,0.0005572807647058822,0.0014210135882352926,0.0022300770588235194,0.002844826705882361,0.003597301411764703,0.004369139882352949,0.005177514294117634,0.006004695764705886,0.006842445882352943,0.007818481647058832,0.00905283964705883,0.010348770470588235,0.011533763117647068,0.012646388588235302,0.012892590058823532,0.012581270294117652,0.012207167647058828,0.011597757705882346,0.010878877705882348,0.010095795176470586,0.00918414200000002,0.007992356117647079,0.006654992294117666,0.005443559470588229,0.004324756352941189,0.0033920509411764777,0.002301607882352938,0.0010270498235294273,-0.0001232864117647059,-0.0011739616470588243,-0.001611060058823506,-0.0012884709999999924,-0.0008904052352941144,-0.0003123315294117357,0.0002149839411764859,0.0006351158823529462,0.0009678845294117389,0.0015253323529411528,0.0024538942352941087,0.003326108000000015,0.00408196147058823,0.004469766647058837,0.004797583941176478,0.005175012823529404,0.005593971235294107,0.005925138058823519,0.005890015235294081,0.005269100764705874,0.004566984882352937,0.0038507970588235185,0.0033051461176470537,0.003038392352941177,0.0029358942941176552,0.002872411000000019,0.0025919393529411777,0.002036659999999982,0.0015938400588235146,0.0012998462941176264,0.0011929281764705701,0.001025020529411766,0.000872005000000009,0.0006590161764706004,0.0004033764117647304,0.0020532301764705774,0.004063161941176452,0.006287975529411752,0.008449976647058821,0.010425494235294111,0.012436587176470587,0.01423121423529411,0.01621007935294118,0.018283492588235306,0.02054463958823531,0.022848624000000026,0.025006020117647063,0.02723076858823531,0.029456128000000012,0.0317513541764706,0.03408543688235294,0.03489281629411767,0.03387553688235295,0.03240118711764706,0.030746093000000002,0.029042935705882345,0.027231446882352947,0.025509780411764715,0.023790954176470605,0.02199927388235294,0.02002408294117647,0.017877372058823532,0.015685365941176505,0.013471308647058824,0.011209181882352953,0.008922981294117643,0.006594643294117658,0.0038899921176470398,0.0025867470588235297,0.001958438823529418,0.0016502870588235297,0.0014072307647058774,0.0011045080588235195,0.0009271295882352787,0.000617821352941153,0.0005045931176470564,0.0004592358235294136,0.0006696611764705623,0.0009892168235293847,0.00138192235294117,0.0018594152941176223,0.002344752647058801,0.0028676887647058613,0.003832412294117682,0.005336222058823559,0.006589917705882367,0.007264663000000018,0.00779879982352942,0.008389522058823554,0.009017378176470595,0.009640067235294106,0.010190157823529417,0.010662667823529426,0.010860270705882358,0.010918478882352908,0.010867408235294099,0.01070202617647055,0.01043847852941178,0.010457049470588245,0.010461055705882322,0.009896476294117634,0.00920047652941175,0.008766077705882322,0.008263370058823535,0.007622372294117621,0.006699631941176454,0.005677148764705875,0.004638919058823521,0.0035496908235294056,0.0025457917058823304,0.0017212384705882627,0.0010248626470588246,0.000439128529411803,-3.914470588235741e-05,-0.0007706917647058859,-0.0017545462352941271,-0.0026337350588235275,-0.003390073882352948,-0.004000775882352925,-0.0042986032352941295,-0.004230753235294107,-0.0038862387647058544,-0.0032811819411764503,-0.0026162451764705635,-0.0019366346470588297,-0.0012474414117646937,-0.000607960529411769,-4.870405882352602e-05,0.0004323397647058719,0.000810509470588236,0.0016966365294117658,0.0028838935882352784,0.0040131653529411615,0.004942641235294101,0.005814777352941183,0.00654942729411763,0.00700548170588236,0.007306166411764695,0.0074237719411764935,0.007466036882352894,0.007412496352941181,0.007214181647058809,0.006976973117647028,0.006765061705882369,0.006567415823529432,0.006414702294117655,0.005665867294117666,0.004332291411764777,0.003000638470588249,0.001737271411764732,0.0006015937647058656,-0.0005069764705882274,-0.0015039555882353228,-0.002336316176470607,-0.0031074302941176968,-0.0038120852352941104,-0.004402253235294154,-0.004671938529411751,-0.004791135588235268,-0.004850439470588261,-0.004914604823529428,-0.004937109764705877,-0.0046991106470588295,-0.0038219997647059023,-0.0030433680000000324,-0.002481318588235304,-0.0020301579999999764,-0.0015567544705882286,-0.001096756235294108,-0.0008074117647058898,-0.0005229564705882123,-0.00032639529411762624,-0.0001425290588234901,-8.307635294117766e-05,-0.00013014635294117394,-0.00018271364705881032,-0.00022030652941176787,-0.0003213365882353131,-0.0006857822352941134,-0.0013709713529412165,-0.0019905637058823394,-0.002271091352941179,-0.002340874882352975,-0.002414911941176476,-0.0025944642941176377,-0.002714331705882339,-0.0028022941176470834,-0.002918683764705887,-0.0029704049411765077,-0.0029670388235294026,-0.0029955117647058743,-0.003113643882352954,-0.0032377799999999957,-0.003318461176470569,-0.002922873764705902,-0.0023045878823529375,-0.0017616008235293995,-0.00145773764705881,-0.0014452049999999772,-0.0015960826470587802,-0.0017372387647058701,-0.0017162005294117516,-0.001720993705882315,-0.001655167294117632,-0.001665744470588204,-0.0017557285882353058,-0.001867549764705892,-0.0019077354117646855,-0.0019452272352941252,-0.001992954941176503,-0.0024916740588235425,-0.0033434164117646936,-0.003997809352941181,-0.0043886937058823655,-0.004470612470588248,-0.0043148639411765,-0.003962080176470609,-0.003678558999999998,-0.0035219516470588325,-0.0033915245882353007,-0.003249243529411777,-0.0030246946470588176,-0.002739299941176457,-0.0025019731176470633,-0.0022919848235294082,-0.002036452117647053,-0.0019270935882352846,-0.0012993394705882316,-0.0006387753529411844,-6.166182352940197e-05,0.0003775511176470625,0.0006108672941176341,0.0007806202352941133,0.0009054714117646967,0.001096819294117632,0.0012599972352940886,0.0013723824117646694,0.001445300823529394,0.0014662264117646928,0.0014536158235294028,0.001492636058823535,0.0014817972352941383,0.001579329294117665,0.0017062310588235458,0.0016062357647059072,0.0012953687058823576,0.0008580974705882372,0.0005108279411764893,0.00020277617647058988,-0.0001831258823529469,-0.0005350496470588051,-0.0007835378823529277,-0.0009504304705882094,-0.001083345058823515,-0.0012286988823529271,-0.0013581459411764613,-0.001484306529411769,-0.0015915253529411727,-0.001189794470588243,-0.0011295321176470613,-0.0010191521176470542,-0.0009718697647058822,-0.0008600647647058757,-0.0008792655294117546,-0.0011923369411764584,-0.0013665039411764474,-0.0015059848235293855,-0.0017059048235294055,-0.0019742924705882375,-0.0022828989411764616,-0.0025869977647059034,-0.0028177268235294317,-0.0030172168235294144,-0.003244529470588245,-0.003948255117647084,-0.0049129386470588565,-0.0055716454117647335,-0.005904405705882368,-0.006017305705882353,-0.005901718941176484,-0.0054280334117647044,-0.004851457882352972,-0.004410880294117667,-0.003977929117647078,-0.003495580882352925,-0.0030020653529412022,-0.0024555592352941275,-0.001964929000000004,-0.001583879705882349,-0.0012144841176470467,-0.0015079058235293874,-0.001053174294117623,-0.0005969287058823353,-0.00020968929411763204,3.365158823530334e-05,0.0002782557058823576,0.00038756688235296044,0.000337016882352964,0.0003752287058823439,0.0004508478235294294,0.00048800052941176675,0.000503788176470607,0.00048652735294120453,0.0004040597058823925,0.0003636374705882489,0.0003823542941176483,0.0010691928235294357,0.0021488133529411757,0.002698467117647055,0.0030014979999999913,0.0031955935882352765,0.0032368965294117674,0.0031744477058823356,0.0030219653529411777,0.0028368521176470735,0.0026356780000000163,0.002422444647058833,0.002233626882352943,0.002068142764705877,0.0019722604117646814,0.0019357545294117762,0.0018970300588235373,0.0013212329999999772,0.00018023482352941267,-0.0006496015882352935,-0.0011546406470588078,-0.001648103941176468,-0.0021015733529411856,-0.002551375705882347,-0.0029492286470588353,-0.0032993766470588576,-0.0037150178823529695,-0.0041122084117647395,-0.004470440294117681,-0.004857514647058858,-0.005140855235294131,-0.005414250882352978,-0.005654157941176519,-0.005278626176470597,-0.0044291650000000266,-0.003627821235294107,-0.0028759180588235345,-0.0021563774117646928,-0.0013328499999999827,-0.0003700047058823458,0.0007048458823529502,0.0018311397647059052,0.0030380140000000333,0.004348465529411788,0.005637071411764741,0.00693681129411769,0.008154295411764725,0.009222215764705888,0.010236842000000024,0.012254077294117663,0.013515976941176483,0.014627923705882326,0.01553865870588235,0.01646650252941176,0.017270150705882337,0.01791180070588233,0.01837975894117648,0.018724275411764732,0.018971848588235307,0.019023177058823518,0.018955936705882345,0.018943763764705898,0.01893757529411766,0.019074284705882377,0.01932855023529413,0.018523738470588247,0.01681645611764704,0.01539478058823529,0.014307312058823504,0.01337935500000001,0.012551533529411768,0.0118514011764706,0.011319058823529404,0.010913854117647032,0.010635597647058792,0.010533993529411756,0.01063630529411766,0.010754501529411764,0.010779023529411763,0.010710575882352913,0.01048888529411765,0.011471822352941169,0.013205060000000046,0.014606598823529438,0.015529742352941217,0.015696238198529416,0.01583023188235297,0.015932117436974785,0.01597870579185523,0.015979720000000003,0.015995216684492025,0.016025201823529456,0.016070053986928123,0.015076412222222224,0.014131761045751645,0.013247669869281081,0.012402584575163411,0.010321648692810464,0.008540640457516346,0.007011944575163409,0.005766065751633992
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
