UniprotID	Q9HBX9-2
pNuLoCScore	0.3043224455555556,0.29307993000000004,0.2757663290909091,0.256508854,0.239153118,0.22375645464285715,0.21115234346666664,0.19999067699999998,0.19027942729411762,0.1660992892352941,0.14643774147058822,0.12946389894117646,0.1117565689411765,0.09344660364705884,0.0783313787647059,0.06643984347058825,0.05861479464705883,0.050997706823529415,0.04212491094117647,0.038636305647058826,0.038561507058823524,0.03936853741176471,0.04045552029411764,0.040969599647058826,0.045321387529411776,0.04753667588235294,0.04979494276470589,0.05198760347058824,0.05396554717647059,0.05562573741176471,0.0570123235882353,0.05802308623529412,0.05888071564705882,0.059622146941176464,0.06055435264705882,0.06164234911764705,0.06258089029411765,0.06357332405882353,0.06454443076470588,0.06559136811764707,0.06657319158823531,0.063933631,0.06339352605882353,0.06283899811764705,0.06213400811764707,0.06177895670588235,0.0617232955882353,0.061868667647058825,0.06234229599999999,0.06294793894117647,0.06372738117647059,0.06453478858823529,0.06534413270588235,0.06605261799999998,0.06659786352941176,0.06714907729411763,0.06921351994117647,0.07136656611764707,0.07331891176470588,0.07516940823529412,0.07677748794117648,0.07849205882352941,0.07969105576470589,0.08067210664705883,0.08134050370588236,0.08206154723529412,0.08263804664705882,0.0831452978235294,0.08356165635294117,0.08400404847058823,0.08466710023529413,0.08535994905882353,0.08619744529411766,0.08575351729411765,0.08529193141176472,0.08500365435294119,0.08474283611764707,0.08465574847058824,0.08461261170588234,0.08503906235294117,0.0856838176470588,0.08667692176470587,0.08760531270588234,0.08865938094117648,0.08977030505882355,0.09090958300000002,0.09203386111764707,0.09309024405882353,0.09484347111764706,0.09618511547058824,0.09740071670588235,0.09848877788235294,0.09967817788235293,0.10066771764705883,0.10173168235294117,0.10280455588235295,0.10366148352941176,0.10454453682352943,0.10521288711764706,0.10561722476470588,0.10595606205882352,0.10651277264705881,0.10712629617647058,0.10751366676470588,0.10755088264705881,0.10698668029411763,0.10661408794117647,0.10613060529411765,0.10576432823529412,0.10541215294117647,0.1052707125882353,0.10546763376470587,0.10523956082352941,0.10507420611764706,0.10473960988235295,0.10456888547058826,0.1047913607647059,0.1050691893529412,0.10505178082352944,0.10484888670588237,0.10363064470588236,0.10248034847058825,0.10170477611764707,0.10089928082352942,0.10045414729411764,0.09988754288235292,0.09892382023529411,0.09800549199999999,0.09663752517647058,0.09575678964705882,0.09505605376470587,0.09442702870588235,0.09386608023529412,0.09323956082352942,0.09257552,0.09195131499999999,0.09132314911764705,0.09176538794117647,0.09237177829411763,0.0925797735882353,0.09288043652941176,0.09296424064705884,0.09314932564705883,0.09356586594117647,0.09387665917647059,0.09411204247058824,0.09416773270588233,0.09401853358823528,0.09387685805882351,0.09365794829411764,0.09340173570588234,0.09317358594117646,0.09330839911764703,0.09423490029411763,0.09599100064705882,0.09769611005882352,0.09937045205882353,0.10084119382352942,0.10192846735294117,0.103099705,0.10410747288235293,0.10510148117647058,0.10593360235294118,0.10661768705882352,0.10762028623529411,0.10893227858823529,0.11033073917647059,0.11182355176470586,0.11327295882352939,0.11443106682352942,0.11488149447058824,0.11458784529411765,0.11449522441176471,0.11453971888235297,0.11492887300000003,0.11564026688235296,0.11620145511764708,0.11674107547058826,0.11741959370588238,0.11805778223529415,0.11907993164705882,0.11997153517647059,0.12051761223529411,0.12081345429411768,0.11887922841176471,0.11559429811764707,0.11179721811764705,0.10729498711764705,0.10262978688235294,0.09800885876470587,0.09345337329411764,0.0888190095882353,0.08420395911764705,0.07963877135294119,0.07527613488235295,0.07081032370588236,0.06663069964705881,0.06232330105882351,0.05793323223529411,0.053593475529411766,0.04939247070588234,0.04723276405882353,0.04647545288235294,0.04616563852941175,0.04655789835294117,0.047186158470588234,0.04771483523529412,0.04806536335294117,0.048330983529411765,0.04852755505882352,0.04869290705882353,0.048863187058823525,0.0490451504117647,0.0492222491764706,0.049356348470588236,0.04954025635294118,0.050427745647058826,0.05091216252941177,0.05151333935294118,0.05214120552941176,0.05269502694117648,0.05323265635294118,0.053767824352941175,0.05425301035294117,0.05474778629411765,0.055134446705882356,0.055375193117647055,0.05556325829411764,0.05562606499999999,0.05571362188235293,0.05581665788235294,0.055908848058823526,0.05600356217647059,0.055364023411764704,0.055064784,0.05463264594117648,0.054098085941176474,0.05363621594117647,0.053163516294117655,0.05267258852941177,0.052203002117647064,0.051715685058823534,0.05131251570588235,0.05113037005882353,0.05099779123529411,0.050981025,0.050969253411764705,0.05094015870588236,0.05198676635294118,0.05284029776470589,0.05362440041176471,0.054438331000000006,0.05526379535294118,0.05625185652941176,0.05710530652941176,0.05780576011764706,0.05860801647058824,0.05951260147058823,0.06048913464705882,0.06152426441176471,0.06253943576470589,0.06359317635294118,0.06466073235294117,0.06570405864705882,0.06665645470588234,0.066454327,0.06646652205882352,0.06656965535294117,0.06667823005882352,0.06682906064705883,0.06690727417647058,0.06707910064705881,0.06735983435294117,0.06743276847058824,0.06741317876470589,0.06738276582352942,0.06729959588235293,0.06717623823529413,0.06704591000000001,0.0668767011764706,0.06716156588235293,0.06759292117647059,0.06817857711764705,0.06870962276470588,0.06915565570588236,0.06975279805882355,0.07015491835294119,0.07060254717647058,0.07117667011764706,0.07180195011764706,0.07263678688235294,0.07342795247058823,0.07410404894117648,0.07485732717647059,0.07567527929411766,0.07648795070588237,0.07736077658823529,0.0777783565882353,0.0781954171764706,0.07845577864705884,0.07873205711764707,0.07909765147058824,0.07929732147058824,0.07962361294117647,0.0798161305882353,0.07994482882352942,0.08007991529411765,0.08014367205882353,0.08026295470588235,0.08050351941176469,0.08067010852941177,0.08074992876470588,0.08119884852941177,0.081144875,0.08127072794117648,0.08150098347058825,0.08168066641176472,0.08201882935294119,0.08255545082352941,0.08313794047058823,0.0837243525882353,0.08459491494117649,0.08539679729411766,0.08628036111764707,0.08711616523529413,0.08773100082352941,0.0883135481764706,0.08876220582352942,0.08924578758823529,0.08939186729411765,0.08993787823529412,0.09016667376470587,0.0901634276470588,0.09027740764705883,0.09019122058823528,0.08987783817647059,0.08960834323529412,0.08933067229411766,0.08874232052941178,0.08814663111764705,0.08753934788235293,0.08703681670588234,0.08685743023529412,0.08680672641176469,0.08762206758823526,0.08872393258823529,0.0904714352352941,0.09185487311764705,0.09314770311764706,0.09441965864705881,0.095920561,0.09763507076470587,0.0995837452352941,0.10162517876470589,0.1037135831764706,0.10595118199999999,0.108300442,0.11058312905882353,0.11290919611764705,0.11519708435294118,0.11732272905882353,0.11864991494117648,0.11965788905882352,0.12000152788235295,0.12067614458823529,0.12144896788235293,0.12238830176470587,0.1231309611764706,0.12371192435294119,0.1240659705882353,0.12428064411764705,0.12432169617647061,0.12410142347058824,0.12376893082352941,0.12336604588235295,0.12254036588235294,0.11807796000000001,0.11378401576470588,0.10952833811764706,0.10498861841176473,0.10018744241176471,0.09556968852941178,0.09107543588235295,0.08646420000000002,0.08182614905882356,0.07714764770588237,0.07240153058823531,0.06757023588235295,0.06296654705882354,0.058549104823529416,0.05410693158823529,0.049720964294117646,0.04563953388235294,0.04513819329411764,0.04450282005882352,0.04390338435294117,0.043628738764705875,0.0435514944117647,0.04335311129411763,0.043149661588235286,0.042966156588235285,0.04279274894117646,0.04264431870588235,0.042551221529411765,0.04253716447058823,0.04250194888235293,0.042431393000000005,0.042356596058823526,0.041395824176470586,0.04093046988235293,0.040517974411764704,0.04018948094117646,0.039867757823529415,0.039460514764705884,0.039046123117647054,0.03864311752941176,0.03825223705882353,0.03787265694117647,0.037513210823529416,0.03715633982352942,0.03682566847058825,0.036508685117647065,0.03620548176470589,0.035943075529411755,0.035754452705882345,0.036459707588235295,0.03666805276470589,0.036819660000000004,0.036873871764705884,0.03691411470588236,0.03701990000000001,0.03716588964705882,0.0373111654117647,0.03745008352941176,0.037577101235294105,0.03768855417647059,0.03780733394117647,0.03791014352941177,0.037992935470588234,0.03807706088235294,0.038742282999999995,0.03930384247058823,0.03985026994117647,0.04026366452941177,0.04070677252941177,0.0411974975882353,0.04173639511764707,0.04228402923529412,0.042828837058823524,0.0433788104117647,0.04390967429411764,0.0444078854117647,0.04487076317647059,0.04533683029411765,0.04580845423529412,0.0462994691764706,0.046788058941176484,0.046688852470588245,0.046692825352941184,0.046705635352941186,0.04682471752941177,0.04687888364705882,0.04686178276470589,0.04678173817647058,0.04669726111764706,0.046588559294117655,0.046427396647058826,0.04628386470588236,0.04616230864705882,0.04605297711764706,0.04593177305882353,0.04579199776470589,0.045408540117647056,0.045077495058823525,0.044677704705882344,0.044313567,0.04399122864705882,0.04371648141176471,0.04343329823529412,0.04311177558823529,0.0428123954117647,0.04255864964705882,0.04233960523529411,0.04216290511764706,0.04194715964705883,0.04175039494117647,0.04158188294117647,0.04140816194117647,0.04124432058823529,0.04130533617647058,0.0412698484117647,0.04122559641176471,0.04107774952941176,0.040825686117647066,0.040515332588235295,0.040126950705882354,0.039703849411764705,0.03919439194117647,0.03857972035294117,0.03786491758823529,0.037106448470588235,0.03631865617647059,0.035477885411764706,0.034573032941176474,0.033088980058823526,0.031607254705882354,0.03013079264705883,0.028688702176470588,0.027304410176470586,0.02597706588235294,0.024719627294117648,0.02349374688235294,0.022380286647058822,0.021358222588235297,0.020408764941176473,0.019543377470588236,0.018758573294117648,0.018024393294117647,0.017351650058823526,0.016720364352941174,0.01613798770588235,0.016141244352941175,0.016146323588235294,0.016146617941176472,0.016143006823529413,0.016139775117647054,0.016134661999999998,0.016129404705882356,0.016125000235294118,0.016121450235294116,0.016118658529411765,0.016117056764705883,0.016116142470588235,0.01611476923529412,0.016113150352941176,0.01611142705882353,0.016111115117647054,0.016105091294117645,0.01610287364705882,0.016103228176470585,0.016104598411764703,0.01610750347058823,0.016109441411764704,0.016110873941176468,0.016110168294117648,0.016106981529411764,0.016102817999999998,0.01609702976470588,0.01608936505882353,0.01608021005882353,0.01606934523529412,0.016056420588235296,0.016041475588235293,0.01602341117647059,0.016009333529411765,0.015990783235294116,0.015969749058823528,0.015947851235294117,0.015925528470588233,0.01590352011764706,0.015881446705882353,0.01586081317647059,0.015841177352941178,0.01582157935294118,0.01580265535294118,0.015784624882352945,0.01576763705882353,0.01575178117647059,0.015724158529411763,0.015697681117647057,0.01567278582352941,0.01564913764705882,0.015627195205882353,0.01560689855882353,0.01558783426470588,0.015569786911764708,0.01555267244117647,0.015536549852941176,0.01552088255882353,0.015505825029411764,0.015491110088235296,0.015477116088235291,0.015463880029411766,0.015451015205882353,0.01543843355882353,0.015439372029411765,0.015440822441176469,0.015442352558823529,0.015444073441176471,0.015445324205882353,0.015445908382352942,0.015446252499999999,0.015446403735294116,0.015446320970588238,0.015445949088235293,0.015445548558823529,0.015445376382352938,0.015445339323529412,0.015444889794117648,0.015443776441176471,0.015424485470588237,0.015411408000000001,0.015401406441176472,0.015392320382352942,0.015382416617647061,0.015373002088235293,0.015364175235294117,0.015356218352941176,0.015349107176470589,0.015342665823529411,0.01533663705882353,0.015330703000000001,0.015325619882352941,0.01532118223529412,0.015317258470588235,0.015313784,0.015311239823529414,0.01532719844117647,0.01533733944117647,0.01534460211764706,0.015351175294117647,0.015358789647058824,0.015365731529411767,0.015371934352941178,0.015377079411764707,0.01538116105882353,0.015384265235294122,0.015386556647058828,0.015388124647058824,0.015388366352941179,0.015387435882352944,0.015385634529411767,0.015373322000000003,0.015359987117647059,0.015345779441176472,0.015331193500000003,0.015316480617647059,0.015301452676470588,0.015285995676470588,0.015270362911764705,0.015254865264705885,0.015239214617647061,0.015223842088235295,0.015208708235294119,0.015194033352941179,0.015180109000000004,0.015166586705882357,0.015153509705882355,0.015140908529411768,0.015138647500000001,0.015136931970588234,0.015135831764705883,0.015134834176470588,0.01513386711764706,0.015133020529411763,0.015132278294117648,0.015131856411764706,0.015131434941176473,0.015131408529411765,0.0151316,0.015132161794117648,0.015133177911764707,0.015134429323529415,0.015135891676470588,0.015139623970588234,0.015144340088235297,0.015149122470588236,0.015154070470588235,0.015159308823529413,0.015164395588235294,0.015169561882352944,0.015174586882352943,0.01517971305882353,0.01518482005882353,0.015190175823529413,0.015195601529411766,0.01520082105882353,0.015205577235294117,0.015209756529411762,0.015213731382352939,0.015217600558823527,0.015219272441176468,0.015219999617647062,0.015220645323529413,0.015221248705882354,0.01522162388235294,0.01522223282352941,0.015222851117647056,0.01522393505882353,0.01522508888235294,0.015226276470588234,0.015227201999999999,0.015228014764705882,0.015229017647058822,0.015230260647058824,0.015231623588235292,0.015233339470588237,0.015235009705882355,0.015235519000000005,0.015236278294117648,0.015236695647058825,0.015237565911764709,0.01523873179411765,0.015240086205882353,0.015241382147058825,0.015242314852941178,0.015243221500000001,0.01524419261764706,0.015245312029411765,0.01524648461764706,0.015247618264705883,0.015248636205882352,0.015249646970588237,0.015250239705882355,0.01525060161764706,0.015252113147058828,0.015253064156250001,0.015254458566666667,0.015255346892857147,0.01525584557692308,0.015256011375000001,0.015256135045454545,0.015256481749999998,0.015256810833333332
pNuLoCDScore	-0.11404301826143798,-0.1382231563202615,-0.15788470408496738,-0.17485854661437913,-0.1925658766143791,-0.21087584190849676,-0.22599106679084968,-0.23788260208496737,-0.24570765090849678,-0.24208222317647063,-0.2336414181497326,-0.21787254835294118,-0.20059161094117647,-0.18438791723109244,-0.170696823172549,-0.15902107735294116,-0.14495803976470584,-0.11856261335294116,-0.09664279870588233,-0.07747629547058822,-0.05779102176470591,-0.03782086623529413,-0.021319055176470605,-0.008416757235294128,0.00026592099999999536,0.008624440117647049,0.01842944170588235,0.023006043470588225,0.024019383235294123,0.024204786647058822,0.02408891047058824,0.024621768470588244,0.021251804058823535,0.016396955117647063,0.013598583294117644,0.01085139464705881,0.00816846094117648,0.006153219294117641,0.004710972000000001,0.0038455814117647064,0.003461580352941168,0.003325792000000001,0.0031730285294117658,0.0028924394705882386,0.0027632424117647048,0.0024792939411764497,0.002053432764705876,0.0015577091764705647,0.0026403283529411598,0.00743293511764706,0.009925385705882347,0.012330410117647073,0.014643479823529405,0.016713102117647066,0.017967760176470594,0.018803439000000005,0.01899820770588237,0.01911360829411765,0.018910665470588228,0.018610509235294115,0.018217523647058823,0.017951430470588253,0.01806923670588237,0.0182108717647059,0.016983925352941187,0.014386951176470583,0.011973019647058838,0.009834246117647064,0.007965348176470599,0.006163689647058823,0.00492155594117645,0.004366955705882344,0.004343313941176444,0.004615374529411756,0.004967266058823527,0.005514083117647076,0.0062086487058823775,0.006905534529411783,0.007366760882352941,0.007730294999999998,0.008646025823529399,0.010431598176470588,0.01210878529411763,0.013485123529411752,0.014935341764705859,0.01601196917647059,0.017119070647058823,0.01776549352941177,0.01797766588235296,0.01786761505882356,0.01760757441176472,0.016957843823529398,0.016185756999999967,0.015603189647058799,0.015092435058823517,0.014423422705882344,0.012707411529411752,0.010801564823529397,0.009213371235294116,0.0076418274117647095,0.006086150352941189,0.004744435294117638,0.00353903023529413,0.0026630778823529266,0.001578077294117644,0.0005296692941176295,-0.0004732772352941117,-0.0010483392941176145,-0.0011647012941176232,-0.0014435832941176174,-0.0020745153529411475,-0.002664780058823507,-0.003920237941176449,-0.004506331823529386,-0.004909311823529397,-0.005231324470588231,-0.005310180941176482,-0.0055246100588235425,-0.006346892352941183,-0.007462141764705887,-0.008602035647058831,-0.009317416470588244,-0.009683556117647082,-0.010141856764705914,-0.010925280529411774,-0.011829628529411773,-0.012476260823529442,-0.012897571705882377,-0.01230749558823531,-0.010714960529411774,-0.009332997823529435,-0.008319507235294121,-0.007573710764705879,-0.006923302235294082,-0.005774494588235285,-0.004439626058823518,-0.002760865999999987,-0.0016447471764705762,-0.0008883210588235407,-0.0004084951176470675,1.0777823529387054e-05,0.00041838747058821346,0.0008262157058823438,0.0012222709411764676,0.00198524999999998,0.0024695123529411556,0.0036192223529411816,0.00511633647058822,0.006490015529411766,0.00787695317647058,0.008779141705882343,0.009533839058823532,0.010230813705882344,0.010989438705882343,0.01176586964705885,0.012599153470588237,0.013743428176470604,0.01527433029411765,0.016929003470588247,0.018649965823529402,0.01996455970588236,0.020196166529411794,0.01889049382352942,0.016891735235294136,0.015124772352941185,0.013698525058823546,0.013000405647058857,0.01254056188235296,0.012093982235294148,0.011639594294117678,0.011485991352941205,0.011440095176470627,0.01145964541176471,0.011039256588235305,0.010186873058823528,0.008989902529411814,0.005606269588235319,0.0011632312941176476,-0.003084276352941187,-0.007292858176470601,-0.011865437529411771,-0.016530860117647095,-0.02147549970588239,-0.026821257294117662,-0.03199749600000003,-0.037102304117647075,-0.042143458823529434,-0.047247458529411784,-0.05244923200000001,-0.05764823411764708,-0.06258438,-0.06721997876470591,-0.06948675770588236,-0.06836153405882353,-0.06532176523529411,-0.0611293485882353,-0.05607188852941177,-0.05082270029411764,-0.04573853805882352,-0.04075364623529413,-0.03587297558823529,-0.031111216294117665,-0.02658322782352942,-0.021947136647058836,-0.01758554923529411,-0.013101051882352915,-0.008576883764705875,-0.004053219176470585,0.0010352749411764867,0.0036793984705882354,0.00503788647058824,0.005975567000000008,0.006137128588235313,0.0060464978823529456,0.0060529891176470535,0.0061876469999999975,0.006416802764705881,0.006606891647058834,0.006682286058823525,0.0067000712352941125,0.006580914588235287,0.006491372705882334,0.006460309411764703,0.0063685917058823455,0.005575816529411762,0.004451860882352936,0.003551444647058817,0.002491440411764717,0.0014030589999999912,0.0004035595882352916,-0.0006043080588235203,-0.001580421823529396,-0.0025447841764705825,-0.0034187616470588225,-0.004062677411764706,-0.0044328882352941065,-0.004628273764705877,-0.004732596882352932,-0.004847404470588235,-0.004968689352941168,-0.004016795823529408,-0.0025237256470588137,-0.0014403835882352903,-0.00019431494117647108,0.0011657094117647065,0.0026156405882352893,0.003941790235294104,0.005133171588235293,0.006405014352941177,0.0077969164117647,0.009176618941176475,0.010393894352941177,0.011541644529411775,0.012612151352941178,0.01369147894117647,0.01476389994117646,0.014669688352941163,0.013614029235294103,0.012842121647058807,0.012131324352941161,0.01141443470588234,0.010577204117647072,0.009801967647058818,0.009273340529411749,0.008751817882352929,0.007920167000000006,0.006924044117647063,0.005858501411764715,0.004760160117647044,0.003583061882352953,0.0023851776470588393,0.0011726425294117798,0.0005051111764705907,0.0011385941764705948,0.0017120550588235334,0.002139967411764712,0.0024774256470588424,0.0029237374117647152,0.00324764417647061,0.003523446529411764,0.0038168357647058865,0.004369181647058823,0.0052236081176470495,0.006045186647058803,0.006804453058823545,0.007681088941176459,0.008629369294117645,0.009611249529411767,0.010199210705882353,0.010185435411764712,0.010016840058823556,0.009746155882352961,0.009576401411764704,0.009344853411764692,0.009142403117647052,0.00902106576470589,0.00863946047058825,0.008142878705882359,0.007443128411764713,0.006715719588235303,0.006158905764705874,0.005646192235294098,0.00499482923529411,0.004261978058823515,0.0038380719411764824,0.0033665184117647046,0.0030753107647058797,0.003045204823529407,0.0029486092941176517,0.0029211778823529516,0.003258129352941175,0.003514327529411762,0.003908221999999989,0.00465008611764707,0.005316882000000009,0.006136689058823544,0.006853210529411777,0.007227481411764727,0.007643439647058825,0.008012277058823541,0.008046939058823518,0.008246992294117642,0.008667150294117631,0.008665690294117623,0.008482761235294081,0.008258578294117636,0.007635769764705869,0.006739897705882361,0.005883990647058829,0.0047357573529411695,0.0033455232352941205,0.0018662699999999754,0.0004231826470588035,-0.0006941841176470731,-0.0014561179411764769,-0.0019554794117647295,-0.001623720000000023,-0.0006679347058823615,0.0005335569999999901,0.0016881993529411776,0.0029842754705882574,0.004142250999999986,0.005729340411764719,0.007757232588235283,0.00997540199999998,0.012294506470588232,0.014971262647058822,0.017804550882352943,0.020761094117647066,0.02354631235294119,0.02605176588235293,0.02839035794117649,0.029700661470588266,0.029925982352941194,0.029186453823529412,0.028146654764705903,0.027528441470588236,0.02702930923529412,0.02646774076470587,0.025495890411764727,0.024128179117647086,0.022440791823529413,0.020567060941176454,0.01837051417647062,0.01580098147058824,0.013185801764705879,0.0104568497647059,0.007343281529411758,0.0007552309411764796,-0.004865899176470595,-0.010129550941176457,-0.015012909470588226,-0.020488702176470586,-0.025879279352941154,-0.03131286588235292,-0.03666676117647058,-0.04188577529411763,-0.04691832288235294,-0.05187911352941174,-0.056751460294117664,-0.061134876411764696,-0.065219826,-0.06925911429411766,-0.0728194015882353,-0.07243842611764707,-0.06864582247058824,-0.06502551805882353,-0.06108523405882355,-0.05655870364705883,-0.052018194117647076,-0.04772232458823532,-0.04331453841176473,-0.03885999247058827,-0.034354898764705905,-0.02975721188235296,-0.025019014352941182,-0.02042938258823531,-0.016047155941176484,-0.011675538588235286,-0.007364368235294121,-0.004243709705882351,-0.004207723411764709,-0.003984845647058817,-0.00371390341176471,-0.0037609809411764603,-0.004090979647058818,-0.004306988176470579,-0.004506544058823524,-0.0047139195294117545,-0.004920091999999994,-0.005131107882352937,-0.005394881705882343,-0.005711495999999983,-0.005993263764705867,-0.006225911235294118,-0.00641352052941177,-0.005641371470588241,-0.004470762294117636,-0.0038499216470588155,-0.0033698209411764588,-0.0029938860588235305,-0.0025464000588235267,-0.0020262231176470455,-0.0014772278823529453,-0.0009410716470588318,-0.00042257341176470814,6.389041176468879e-05,0.0005322143529411655,0.0009816654705882208,0.001401458411764707,0.001787453705882347,0.002133985352941181,0.0029878302941176507,0.002844134882352932,0.0031822171764705823,0.003444004529411765,0.003832900764705882,0.004283382882352943,0.00471649511764706,0.0051181395882353015,0.005517671647058825,0.005928726882352943,0.006332573058823537,0.006719331235294113,0.0070634292352941205,0.007426686764705877,0.00781551876470589,0.008222408294117661,0.008045775941176489,0.007385010000000018,0.006842555411764713,0.0064419708235294165,0.006117945000000007,0.005681386058823519,0.005125387647058818,0.004497708941176459,0.0038684240588235386,0.003209748882352953,0.0025177223529411832,0.0018759792941176606,0.0012915454705882332,0.0007161468235294122,0.0001233188235294086,-0.0005074714117647081,-0.0013795188235294284,-0.0016113574117647203,-0.0020151206470588393,-0.0023920683529411874,-0.0028334888823529497,-0.0031624022352941122,-0.003428484529411767,-0.0036699625882352857,-0.0038848657058823607,-0.004029909647058835,-0.004087791411764713,-0.004120959588235301,-0.004215148999999994,-0.004302582176470587,-0.004349890117647061,-0.004383835823529421,-0.004164219529411768,-0.0037721588823529453,-0.0034078562941176477,-0.0030879705882352892,-0.0029134791176470623,-0.0028907952941176415,-0.0029179656470588247,-0.0029848248823529377,-0.0031085459999999968,-0.003364257705882348,-0.0037598848823529457,-0.0042979875294117675,-0.004840711176470593,-0.00543173876470588,-0.006103997529411764,-0.006835128999999995,-0.008155340529411761,-0.009698081470588225,-0.011139055764705866,-0.01253689423529412,-0.013773339352941175,-0.014848620235294124,-0.015795705294117647,-0.016633203823529414,-0.017323562764705883,-0.017836169352941175,-0.018170955411764694,-0.018321540117647056,-0.018347875176470588,-0.018294262882352946,-0.01812623535294118,-0.0178526685882353,-0.016950992352941178,-0.015466010352941179,-0.013984469058823536,-0.012542084235294116,-0.011161403352941173,-0.009837290764705887,-0.00858496529411765,-0.007364342176470584,-0.0062552864117647045,-0.00523677235294118,-0.0042901064117647075,-0.0034263207058823526,-0.0026424308235294125,-0.001909624058823528,-0.0012384997058823496,-0.0006089372941176438,-2.687258823529451e-05,-3.6153058823529954e-05,-4.344994117647452e-05,-4.3389764705886735e-05,-3.840841176470933e-05,-3.227164705882357e-05,-2.5220588235293218e-05,-1.853076470588813e-05,-1.4831941176469965e-05,-1.446870588235269e-05,-1.58405294117675e-05,-2.002700000000232e-05,-2.677741176470433e-05,-3.455917647058812e-05,-4.380511764705622e-05,-5.500647058823485e-05,-6.963952941176077e-05,-8.168011764705593e-05,-9.354011764705489e-05,-0.00011244494117646983,-0.00013484935294117567,-0.00015965223529411376,-0.00018391294117647145,-0.00020735382352940826,-0.00022872158823529498,-0.0002461683529411743,-0.0002616406470588202,-0.0002754504117647022,-0.00028670970588235214,-0.00029558517647058566,-0.00030170817647058937,-0.0003046394117647046,-0.00031731705882353037,-0.0003257300588235326,-0.0003365477058823556,-0.00034164558823529534,-0.00034255385294117494,-0.0003409526764705864,-0.00033769420588235233,-0.0003337332058823521,-0.00032877426470588264,-0.0003242633235294133,-0.0003202947941176471,-0.00031575432352941475,-0.0003115452647058821,-0.0003075087941176533,-0.0003037570294117647,-0.00030076597058823797,-0.0002857249705882324,-0.0002583090882352923,-0.00023196338235294094,-0.0002067850882352916,-0.00018312176470588158,-0.00016157435294117742,-0.00014192588235293832,-0.00012353441176470893,-0.00010626870588235394,-9.022888235293847e-05,-7.493347058823777e-05,-6.027647058823478e-05,-4.57337058823587e-05,-3.17767647058792e-05,-1.8990235294117502e-05,-7.2387647058816396e-06,-1.394808823529381e-05,-2.796402941176307e-05,-3.941599999999698e-05,-5.003217647058661e-05,-6.165682352940981e-05,-7.232211764706016e-05,-8.173314705882569e-05,-9.00341470588227e-05,-9.729655882352757e-05,-0.0001036551470588263,-0.00010931202941176325,-0.00011484555882352795,-0.00011975649999999664,-0.00012415708823529208,-0.0001276313235294129,-0.000129992441176471,-0.00011324564705882285,-8.420955882353087e-05,-6.406700000000098e-05,-4.7718264705882626e-05,-3.1241323529414625e-05,-1.421244117646818e-05,1.5562941176501532e-06,1.5716000000002422e-05,2.797223529411863e-05,3.849523529411876e-05,4.762817647059256e-05,5.5853647058826464e-05,6.250476470588337e-05,6.718411764705841e-05,7.017741176470853e-05,7.18505294117662e-05,6.208217647058964e-05,3.278867647058849e-05,8.440000000001918e-06,-1.340861764705624e-05,-3.4694676470587923e-05,-5.7336970588236363e-05,-7.973585294117867e-05,-0.00010157144117647378,-0.00012221414705882241,-0.00014194644117646905,-0.00016042314705882674,-0.00017784841176470868,-0.00019409129411764557,-0.00020825735294117444,-0.0002208491764705868,-0.00023212482352941155,-0.0002324134705882358,-0.00022133961764705772,-0.00020884747058823837,-0.00019536173529412053,-0.00018164644117647094,-0.00016758555882352873,-0.00015297514705882483,-0.0001380846176470569,-0.0001230088529411786,-0.00010777967647058843,-9.243355882353026e-05,-7.71082352941186e-05,-6.187155882353065e-05,-4.69310882352976e-05,-3.215738235294238e-05,-1.761802941176692e-05,-1.2845588235332883e-06,5.692588235295393e-06,1.2190500000001936e-05,1.823870588235285e-05,2.4474647058824947e-05,3.05284705882352e-05,3.65413529411808e-05,4.2308588235295125e-05,4.785664705882382e-05,5.338511764705657e-05,5.876729411764814e-05,6.400152941176546e-05,6.865926470588091e-05,7.239932352941063e-05,7.532720588234766e-05,7.783970588235052e-05,7.797658823529251e-05,7.493235294117086e-05,7.087714705882563e-05,6.657485294117756e-05,6.193988235294115e-05,5.722829411764635e-05,5.267094117646608e-05,4.8264235294113306e-05,4.422200000000001e-05,4.0268823529410885e-05,3.6100647058820434e-05,3.1600470588232996e-05,2.719370588235258e-05,2.3440411764705238e-05,2.0504117647061545e-05,1.7892205882353088e-05,1.5738911764710123e-05,1.573726470588746e-05,1.5519382352943006e-05,1.5632970588234582e-05,1.544694117647065e-05,1.5942029411767852e-05,1.6498970588240194e-05,1.7235088235296667e-05,1.7447088235294367e-05,1.7225970588237438e-05,1.6945029411767273e-05,1.699061764706168e-05,1.72972647058834e-05,1.746697058823722e-05,1.735761764705933e-05,1.701261764706051e-05,1.6307499999999864e-05,1.5229999999999758e-05,1.5082617647054625e-05,1.583485294118052e-05,1.6368509191176314e-05,1.6892654901958307e-05,1.661509873949682e-05,1.5759371040726528e-05,1.4629227941176728e-05,1.3820192513367552e-05,1.3260249999997448e-05,1.2618215686271625e-05,1.149880392156688e-05,1.03262156862724e-05,9.192568627448827e-06,8.174627450979743e-06,7.1638627450951176e-06,6.57112745097721e-06,6.209215686272737e-06,4.697686274503926e-06
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
