UniprotID	Q8WYL5-5
pNuLoCScore	0.23399981555555557,0.226340214,0.22042164272727274,0.21523840000000002,0.21036574923076923,0.20688733642857143,0.20403096933333334,0.20155656187499998,0.19915988470588233,0.18187690058823525,0.1673074523529412,0.16641722470588236,0.16630003411764704,0.16458180647058823,0.15896593235294115,0.15422321705882358,0.15108421470588237,0.1485625491764706,0.1468871485882353,0.14504197564705884,0.1428508297647059,0.14101001241176475,0.13837790388235294,0.13561276152941176,0.13137579211764705,0.13066337800000002,0.1303977856470588,0.13207804035294116,0.1330408174117647,0.13211559094117648,0.12906825505882352,0.12611740858823528,0.12274334270588234,0.12141127388235295,0.12066930705882353,0.11965563058823528,0.11938308294117649,0.12006239176470587,0.12132200794117647,0.12213548588235291,0.12329503882352941,0.12643572882352944,0.12710603235294116,0.12808589,0.12745781294117647,0.12731748941176468,0.12861847058823528,0.13310360588235293,0.13784110058823526,0.14386861294117648,0.1486398511764706,0.15288546294117644,0.15693012117647057,0.16022631647058824,0.16299035117647057,0.16593232411764705,0.18749764588235293,0.20487399235294115,0.22082465941176468,0.23553559058823534,0.25078517411764706,0.26624442882352944,0.28231509588235293,0.2991140588235294,0.31492707647058826,0.3307794870588236,0.34599676588235295,0.36108455352941177,0.37639819470588237,0.3915836229411764,0.4067822358823529,0.4217968317647058,0.43605321999999996,0.4322125776470587,0.43173442588235295,0.43226159882352944,0.43320558117647057,0.4332459711764706,0.4331549935294118,0.4328188,0.4323881188235294,0.4322638023529412,0.43214449235294117,0.43230880470588234,0.4327096105882353,0.4334248105882353,0.4340645,0.43463150352941177,0.4384570670588235,0.43963871470588234,0.44295219705882355,0.44767914705882356,0.4522526070588236,0.4564985070588236,0.46035878588235285,0.46335105176470587,0.46575004941176473,0.46821280705882345,0.47064817941176473,0.4728741947058822,0.47522568882352934,0.47746570705882346,0.4792985811764706,0.480748092352941,0.48201460352941167,0.48050561647058815,0.4816594682352941,0.4808449870588235,0.47913827117647056,0.4772369664705882,0.4754437517647059,0.4740744194117647,0.47350926882352934,0.4734573829411764,0.4730557064705882,0.47254042588235295,0.4721313611764706,0.4715077917647059,0.47071278470588235,0.4699966470588235,0.4713034823529411,0.47211815647058814,0.4727783305882353,0.47267395235294113,0.4723754229411764,0.4715936523529412,0.4705843582352941,0.46934175058823524,0.4675779552941176,0.46549392941176465,0.4637566417647059,0.46232389470588237,0.4609765405882353,0.4596983347058824,0.4582125335294118,0.45689293647058826,0.45565033294117646,0.45259620999999994,0.4503398670588235,0.44777584352941174,0.4457194323529411,0.44325511823529407,0.44102413470588225,0.4392590629411764,0.437954964117647,0.43677524529411765,0.4360766511764706,0.4349919323529412,0.43369295,0.4322934464705882,0.4308874164705883,0.42961074882352945,0.4252753570588236,0.41982820882352945,0.41544533352941176,0.4108271888235295,0.40779602941176474,0.4058376835294118,0.40525394705882356,0.4053861205882353,0.4058928382352941,0.40653511,0.4078943699999999,0.4091563035294117,0.410675594117647,0.4123923058823529,0.4140184682352941,0.41542950823529406,0.41699626058823525,0.4214297817647059,0.42705178470588234,0.4317370694117647,0.43649702823529407,0.43989989470588237,0.4425708682352941,0.44450253529411765,0.44601163352941176,0.44717564411764704,0.4482367935294117,0.4489509182352941,0.44969403058823526,0.45078401058823525,0.4524757047058823,0.4548219152941176,0.4607877135294117,0.4677729147058824,0.4750899464705882,0.48239566529411765,0.4900546764705882,0.49741704470588244,0.5047425152941177,0.511530785882353,0.5185878641176472,0.5256016817647058,0.53243473,0.5392701594117647,0.5460151664705881,0.5526761617647058,0.558835164117647,0.5641061935294118,0.5687237794117648,0.5702734241176471,0.5708358011764707,0.5713275635294118,0.5718426529411764,0.5720805,0.57274108,0.5735610211764708,0.5755014723529411,0.5773115235294118,0.5794255764705883,0.5816393941176471,0.5835877688235294,0.5864699488235293,0.5897945076470588,0.5934510135294117,0.6056145370588235,0.6182615605882353,0.6306099688235296,0.6428898647058825,0.6550000670588237,0.6669858982352942,0.6787212552941176,0.6902787676470589,0.7017754970588235,0.7126995064705881,0.7234034300000001,0.7337970535294118,0.744246941764706,0.754919517647059,0.7648015470588235,0.7742498176470589,0.7833119911764708,0.7841106029411766,0.7844682382352941,0.7846737288235295,0.7847910347058823,0.7848490647058823,0.7848618094117646,0.7851021894117647,0.7854483870588235,0.7857511988235293,0.7859479711764705,0.78614243,0.7862764829411765,0.7864199147058822,0.7865170935294118,0.786559381764706,0.7863412817647059,0.7864429258823529,0.7866074882352941,0.7868036117647058,0.7868123976470587,0.7868217388235292,0.7868472564705881,0.786778325882353,0.7865712811764706,0.7862446582352942,0.7858550070588237,0.7854371564705884,0.7849548664705883,0.7843489641176471,0.7837401794117648,0.7832134029411765,0.7826605911764705,0.7822349264705883,0.7815627500000001,0.7808726370588235,0.7801882135294118,0.7797426076470589,0.7793270641176472,0.7789083141176472,0.7785907088235294,0.7784018264705882,0.7783365299999999,0.7783767517647059,0.7784331694117648,0.7786014258823529,0.7789037476470588,0.7792003270588236,0.7798444447058824,0.7805306447058825,0.7811323623529411,0.7816764976470589,0.781926065882353,0.7821673276470589,0.7824022664705884,0.7826652864705882,0.7827135482352939,0.7824920394117647,0.782209265882353,0.7818674347058824,0.7815720841176471,0.7813038723529412,0.7809643329411765,0.7806664288235295,0.780370375882353,0.7795628423529414,0.7788004894117646,0.778260738235294,0.7777362558823528,0.7774747911764704,0.7771800041176469,0.7768147258823528,0.776355508235294,0.7759369582352941,0.7757203135294117,0.7755810870588234,0.7754843947058823,0.7753549158823528,0.7752008335294116,0.7751009299999999,0.7755685111764705,0.7757088317647058,0.7756063652941177,0.7749271064705883,0.7744767929411766,0.7741301911764706,0.7737588029411766,0.7731757782352942,0.7725787152941176,0.772002385882353,0.7716495447058824,0.7713243517647059,0.7709781105882353,0.7706991870588233,0.77039914,0.7701732241176471,0.769978824117647,0.7691861864705882,0.768755598235294,0.7687171688235294,0.7691980452941177,0.7694365805882353,0.7695294411764707,0.7696305235294119,0.7699489594117648,0.7703278441176471,0.770760255882353,0.7710618852941177,0.7713689052941177,0.7716188052941177,0.7718326641176471,0.7720371088235295,0.7723867288235295,0.7725427288235293,0.7729393076470588,0.7731453752941176,0.7734272364705882,0.7737952752941175,0.7741175635294117,0.7743377694117647,0.7745236694117646,0.7746625129411764,0.7746832388235294,0.7745912976470588,0.7744179952941177,0.7739043423529413,0.7734980305882353,0.7730981600000001,0.7726357447058824,0.7719748935294117,0.7714570111764706,0.7706019147058824,0.7699335294117645,0.7691754247058822,0.7683186741176469,0.7674591976470586,0.7666808364705879,0.7659355188235292,0.7652156541176469,0.7645526458823529,0.7639274870588235,0.7634413835294119,0.7631929388235296,0.7628976052941178,0.7629594376470591,0.7625829847058824,0.7614571082352942,0.7604002670588236,0.7593515435294117,0.7577001052941176,0.7560873682352941,0.7544695976470588,0.7528969952941176,0.751279268235294,0.7501839547058823,0.7490141211764705,0.7479461717647058,0.7470027499999998,0.7460053464705881,0.7449378147058824,0.7438297129411764,0.7423658511764704,0.7413788535294117,0.7410639417647059,0.7406535500000001,0.7402034529411765,0.7403219205882354,0.7404199741176472,0.7405980829411766,0.7407772617647059,0.7410861441176472,0.7408490364705882,0.7407243876470588,0.7405530805882354,0.7402977023529412,0.7400611,0.7389543176470588,0.7366726088235295,0.7345360382352941,0.7328624064705881,0.7313792417647056,0.7303822688235292,0.729674354117647,0.7291162188235294,0.7284861105882351,0.7279464311764705,0.7273887311764705,0.7268320447058823,0.7262237247058823,0.7255623952941176,0.7247809811764705,0.7240672811764707,0.7232944300000002,0.7235682652941177,0.725017212352941,0.7263437029411763,0.7271726088235293,0.7281295088235294,0.7286877529411765,0.729077385882353,0.7293618623529412,0.7297121270588236,0.7299935605882355,0.7303837923529413,0.7307870729411765,0.7313095941176471,0.7319372470588236,0.7326645435294117,0.7354135811764706,0.7384516911764707,0.7413740705882352,0.7443320876470588,0.7472014852941177,0.74984755,0.7523541058823531,0.7548753382352942,0.7573542741176472,0.7596755211764707,0.7620140005882353,0.7642670876470588,0.766422005882353,0.7684248494117647,0.7703736617647059,0.7722266852941175,0.7740882652941176,0.7738684982352941,0.7733845770588234,0.7729093770588233,0.7723854488235292,0.771915272352941,0.77181119,0.7716912105882353,0.7715729223529412,0.7715816211764708,0.7717751270588236,0.7719785005882354,0.7722197835294118,0.7724951570588237,0.7729244329411766,0.773385275882353,0.7753776817647058,0.7773098817647058,0.7792469994117648,0.781244911764706,0.7832180264705882,0.7852341405882354,0.7872155229411766,0.7890773523529413,0.7908650641176471,0.7925658364705882,0.7941223570588235,0.7955533747058823,0.796909104117647,0.7982031982352941,0.7994393141176471,0.8006134947058824,0.8017689888235294,0.8013979505882352,0.8010979876470588,0.8007820758823527,0.8004640117647057,0.8002806035294115,0.8000739623529411,0.7998649476470587,0.7996666594117645,0.7994328047058823,0.799230638235294,0.7991094205882353,0.7990339635294118,0.7989455458823529,0.7988814217647059,0.7988206823529412,0.7988044588235296,0.7986500623529411,0.7985481911764706,0.7985094541176471,0.7987286164705882,0.7988604070588234,0.7989189252941176,0.7987901105882351,0.7979591547058821,0.7961768458823527,0.7946969476470587,0.7932850888235293,0.791884024117647,0.7905807017647059,0.7894204488235292,0.7883669282352939,0.7873376670588234,0.7862301635294118,0.7852837658823528,0.7843609247058824,0.7834029482352941,0.7822293188235293,0.7812108635294116,0.7803149358823527,0.7796377358823527,0.7797177535294116,0.7807981094117646,0.7816007623529412,0.78233518,0.7830254464705881,0.7836166335294117,0.7841087247058822,0.7853865776470588,0.7866271682352941,0.7878476399999998,0.7888668252941176,0.7898604347058824,0.7907599194117648,0.7915442452941177,0.7921290682352942,0.7926843270588236,0.7932370300000002,0.7937100105882353,0.7940608958823531,0.7944025723529411,0.7948263488235293,0.7952801505882353,0.7957451958823529,0.79617994,0.7956861576470589,0.79517594,0.7947109247058824,0.7943868747058824,0.7940108982352941,0.7936991488235293,0.7934756817647057,0.7933885435294117,0.7932854552941174,0.7931759935294117,0.7931177011764705,0.79315531,0.7931995664705882,0.793103884117647,0.793017098235294,0.7919192041176469,0.7915091747058822,0.79128473,0.7909329270588235,0.7904587917647058,0.7899068329411766,0.7891535011764707,0.7885153276470589,0.7879006494117649,0.787319051764706,0.7867988811764707,0.786331995882353,0.7858219158823531,0.7853045488235295,0.7848166182352942,0.7844256535294117,0.7840478741176471,0.7847092682352941,0.7846913064705884,0.7844928023529412,0.7844784023529412,0.7845878176470586,0.7848042176470588,0.7852174788235293,0.7854847817647058,0.7857219388235295,0.7859057482352942,0.7860288329411765,0.7860648800000002,0.7861044129411766,0.7861204364705885,0.7860885023529414,0.7851002670588239,0.783966761764706,0.7827051911764707,0.781113855882353,0.7796207458823531,0.7781794564705883,0.7766302723529412,0.7750251958823529,0.7734188282352941,0.7718651047058822,0.7702738282352941,0.7687463164705881,0.767252314117647,0.7658071905882352,0.7643606611764707,0.76287403,0.7614427441176471,0.7609436641176471,0.7605762311764707,0.7603121629411764,0.7603593599999999,0.7603622482352942,0.7602744935294118,0.7602679505882354,0.7603120370588236,0.7603298223529411,0.7602992711764706,0.7603091241176471,0.7602164805882353,0.7600870100000001,0.7599606129411766,0.7598926423529413,0.7607958735294119,0.7617523694117647,0.7625137941176471,0.7632269294117646,0.7638376152941175,0.7643861152941177,0.7648531176470589,0.7653389294117646,0.7657825058823531,0.7662280047058824,0.7665729752941177,0.7669162700000001,0.7672465582352942,0.76764308,0.7680529682352942,0.768406847647059,0.7686934888235295,0.768082411764706,0.767362941764706,0.7668037064705883,0.7662691100000001,0.7657531958823529,0.7653210223529413,0.7649368552941177,0.7645508494117647,0.7642009258823529,0.7638373447058823,0.7636045035294117,0.7633914658823528,0.763197077647059,0.7629843288235294,0.7627465088235295,0.7618819205882352,0.7611719470588235,0.7602836735294117,0.7594965535294118,0.7587641147058823,0.7580377376470588,0.7574230558823531,0.7568242470588236,0.7561568647058824,0.755299511764706,0.7545284588235295,0.75378569,0.753102815882353,0.7526178805882354,0.7522494835294118,0.7517601388235295,0.7512773970588235,0.7517561405882354,0.7522731964705883,0.7530868764705884,0.7540568388235295,0.7551724270588236,0.7564840270588237,0.757904975882353,0.7594712523529411,0.7612139817647059,0.7632636623529412,0.7653782505882353,0.7675616329411764,0.7697777129411765,0.7718658247058823,0.772885185625,0.7741895486666664,0.7756860057142856,0.7770223723076922,0.7783665033333333,0.779759989090909,0.781033942,0.7822316911111111
pNuLoCDScore	-0.03483993084967324,-0.05212291496732033,-0.06669236320261437,-0.06758259084967322,-0.06769978143790853,-0.06941800908496734,-0.07503388320261442,-0.07977659849673199,-0.0829156008496732,-0.07777766482352941,-0.07353449413903745,-0.07019642435294118,-0.06751491946606333,-0.06587732401680668,-0.0656530654509804,-0.06594380034558822,-0.06778409258823528,-0.05121352258823522,-0.03690966670588239,-0.0343391843529412,-0.03325921670588233,-0.03246621552941176,-0.02989767729411763,-0.0281058084705883,-0.02834087200000003,-0.02715127529411765,-0.026217841529411756,-0.025386345058823562,-0.02346774682352941,-0.02094762064705888,-0.01705589594117647,-0.013477275647058848,-0.008080753294117643,-0.004227649176470588,-0.0032917532941176553,-0.003992150352941148,-0.005583004470588238,-0.004798101529411791,-0.00044978447058824367,0.0069861972941176465,0.015097757882352916,0.022457339058823522,0.027970544117647073,0.03322983235294116,0.03754703823529408,0.04016392470588237,0.0416683432352941,0.043796838235294136,0.06420260705882352,0.07843826352941172,0.09371862705882353,0.10744970058823533,0.12332736117647058,0.13892693941176476,0.15369662529411765,0.1660104529411765,0.177085975882353,0.18691087411764712,0.19735691470588235,0.20819909058823532,0.2194680735294118,0.23135730647058814,0.24379188470588234,0.2558645076470587,0.24855557411764703,0.22733858529411757,0.21090976647058826,0.1967260082352941,0.1824204070588235,0.16700154235294118,0.15083989764705885,0.13370474117647058,0.11746104235294114,0.10148431529411761,0.08614772647058822,0.07122425117647058,0.056311415882352944,0.04184118764705891,0.027282264117647115,0.012834671764705985,0.002403847058823516,0.007426137058823612,0.011217771176470603,0.01541754823529412,0.01904702588235302,0.023252535882352987,0.02720379235294107,0.030532251764705864,0.03336193058823533,0.03594900470588225,0.038503687058823566,0.04056538999999987,0.04251607823529402,0.044040896470588176,0.0452340811764706,0.04611658882352926,0.04355753647058819,0.04086690176470581,0.03870727117647055,0.033165839999999946,0.02688566411764698,0.02073845941176461,0.01508496588235303,0.010723367647058835,0.007759219411764606,0.005244575882352942,0.0024075270588234665,-0.00033376882352925685,-0.0030943276470587477,-0.005957915294117544,-0.00858579647058827,-0.010751445294117534,-0.01071112117647055,-0.008387460000000013,-0.008881137647058779,-0.008171034705882374,-0.006762848235294161,-0.005643314117647014,-0.004859393529411782,-0.004732668823529462,-0.00593131352941173,-0.007963453529411746,-0.00929906470588232,-0.010216531176470589,-0.011154820588235304,-0.011809457058823525,-0.012500251176470523,-0.013103710588235229,-0.015653149411764655,-0.019521946470588192,-0.022438463529411812,-0.024898108823529386,-0.026655990588235312,-0.02833853411764714,-0.029560223529411844,-0.030082687647058848,-0.029622991176470603,-0.028718684117646998,-0.02767999058823528,-0.027331962352941164,-0.027283590588235263,-0.02740488823529419,-0.02732511705882351,-0.02728218764705881,-0.030374975882352884,-0.032768001176470496,-0.03489453352941174,-0.03694865470588227,-0.037923402941176354,-0.03741743470588227,-0.03577018764705869,-0.03387294235294108,-0.03206212588235291,-0.030240135294117676,-0.028182281176470703,-0.02583562882352952,-0.02301735588235304,-0.019901140588235278,-0.016868948235294223,-0.014181240588235389,-0.008279096470588332,0.0016015729411764656,0.011606451176470578,0.02090988058823523,0.028700998823529333,0.03406221117647057,0.03731692117647056,0.03911641470588234,0.04011879529411766,0.040640534117647065,0.04034242352941181,0.039794614705882414,0.03901843647058828,0.038391704705882324,0.038457236470588185,0.03939240705882352,0.04379145294117648,0.04634313294117648,0.04803816176470588,0.05065859588235294,0.05355764823529413,0.05751715000000007,0.06217164705882361,0.06702825058823536,0.07257623058823548,0.07842603764705874,0.08419793647058826,0.09031924117647061,0.09632113588235286,0.10189215117647055,0.10635945941176472,0.10928427823529424,0.10793606588235305,0.10250050941176475,0.09574585470588248,0.08893189823529418,0.08178797647058822,0.07466345529411755,0.06799856470588228,0.062030235294117775,0.0569136082352939,0.051709841764706055,0.04699084647058838,0.042369234705882386,0.03757260235294124,0.03379378705882352,0.030959343529411765,0.029344819999999827,0.036890757647058736,0.047988136470588194,0.059774167647058896,0.07156230117647067,0.08315741411764732,0.0949053982352942,0.10598017529411763,0.11671774647058808,0.12627402470588234,0.13538798294117627,0.14397785352941173,0.15215765941176473,0.1606591729411766,0.16844956882352968,0.17500703941176476,0.18079880411764726,0.17769745411764726,0.1658490423529413,0.1538582694117645,0.14178386411764698,0.12979096764705855,0.11786316647058814,0.106140554117647,0.09482342176470582,0.08367289,0.07305169235294118,0.06254454117647046,0.05234537647058812,0.04202954117647051,0.03150039705882324,-0.05090988666666668,-0.06487545172549025,-0.07784895819607854,-0.08845431643137261,-0.09541106266666674,-0.1025300056078432,-0.10897012972549025,-0.11311029949019615,-0.115713281254902,-0.10866393452941178,-0.10302718172727277,-0.09854632028431376,-0.094537975642534,-0.09007039596638661,-0.08536056888235297,-0.08081150400735297,-0.0795437267647059,-0.06835915935294117,-0.05720250252941168,-0.04866413076470587,-0.0440508392352941,-0.03868095652941175,-0.033320209470588225,-0.02936595029411762,-0.026329665529411767,-0.02386951347058823,-0.020934067294117648,-0.017491849882352944,-0.013419962470588243,-0.00951390858823531,-0.005934603529411789,-0.0031786276470588404,0.002909159999999994,0.010787853529411764,0.017210502588235282,0.023421994352941206,0.030709052588235336,0.037733848705882395,0.043622624,0.04743497517647062,0.05002723805882357,0.05183430600000001,0.05345437276470588,0.053471503941176446,0.0522082418235294,0.05080025005882349,0.04897094147058821,0.04801634794117647,0.048461505,0.04459443264705884,0.04289409617647057,0.041487408529411754,0.03787031794117646,0.03440729382352936,0.03180253970588234,0.0303870044117647,0.03055283970588235,0.030994659411764713,0.031059035294117687,0.031482337058823584,0.03211274882352946,0.03284843588235303,0.03418688941176473,0.03485994529411765,0.03353527176470586,0.032105323529411756,0.030612148823529417,0.028480110588235297,0.027667348235294154,0.027411861764705947,0.02508129117647065,0.02338601882352942,0.020535027058823485,0.017683145882352924,0.014431747058823496,0.012407652352941112,0.011325548823529319,0.011546468235294066,0.011463021764705844,0.010590002941176402,0.011299006470588208,0.013253719411764647,0.014510645294117636,0.0164672747058823,0.01781958235294112,0.0184848511764705,0.021414039411764618,0.02428960470588229,0.02673623294117647,0.02934008764705881,0.03264448999999997,0.03600616823529415,0.03896386588235298,0.04061057529411766,0.041253980588235345,0.04284147941176478,0.04224965705882355,0.04124938588235294,0.039391991764705925,0.03720381352941182,0.03543357176470591,0.033726475882352974,0.03103323294117652,0.0276245670588236,0.02488823705882362,0.021961418823529477,0.018893960588235365,0.015169185882352998,0.011464089411764716,0.007257220588235275,0.003585232352941198,0.00035101117647062807,-0.011261414705882294,-0.017265077647058757,-0.021618405882352948,-0.026139388823529425,-0.02990737823529413,-0.03390795235294122,-0.03822127352941179,-0.0414351894117648,-0.04443029294117659,-0.04699219470588242,-0.04937829352941184,-0.0515811735294118,-0.053409114117647066,-0.054969687058823546,-0.056359704117647125,-0.0579594264705883,-0.05062827941176473,-0.03991111823529411,-0.03401953294117646,-0.02907260411764709,-0.023976558235294126,-0.019929071176470498,-0.01505751823529411,-0.01066099705882348,-0.008129604117647043,-0.005596208823529375,-0.0032479694117646674,-0.0009814600000000173,0.00087877294117647,0.0031257400000000435,0.004959474117647106,0.007354680588235324,0.012091472352941168,0.007382050588235267,0.0048550447058823,0.0032322964705882307,0.0011216929411764776,-4.341764705928508e-06,-0.0011914664705882372,-0.003336397647058814,-0.00439236705882351,-0.004708107058823546,-0.005056184117647078,-0.0051374870588235255,-0.004995189999999983,-0.004880377058823521,-0.004975914117647057,-0.004971432941176468,-0.00800491705882353,-0.011786634117647049,-0.013099695294117641,-0.011838407647058818,-0.011185811176470606,-0.01102937411764704,-0.011159160588235295,-0.010477455294117671,-0.008700629411764693,-0.00711946705882352,-0.005377198823529383,-0.004626084705882327,-0.0039467847058823335,-0.003932415882352935,-0.0032846558823529104,-0.003528708823529403,-0.003391640588235295,-0.0018013829411764604,-0.0009740505882352424,-0.0024322482352940877,-0.003209044117647053,-0.0031960182352940847,-0.0026420382352940752,-0.002494804705882314,-0.0019208582352940873,-0.0021907547058823418,-0.002671827647058811,-0.0024838070588235617,-0.0018518864705882876,-0.0010458200000000306,0.0002473682352940598,0.0017534988235293758,0.0033849894117647383,0.006164198235294099,0.00901061588235294,0.011907291176470602,0.015443934705882373,0.01858496411764704,0.021676358823529418,0.02462779000000001,0.026459872941176438,0.02792828588235291,0.02956718705882347,0.0313474,0.03252908352941178,0.03398436411764705,0.03481706941176471,0.03542110058823533,0.034675132352941146,0.03567191411764706,0.03593736235294112,0.037161325294117614,0.03737655647058824,0.03680503470588231,0.035184699411764664,0.03323747176470582,0.031486767647058767,0.031306915882352904,0.03135562941176473,0.03163981470588237,0.03270630764705881,0.034148921176470615,0.0359048729411765,0.03789600882352942,0.0413854058823529,0.044900114705882344,0.04678175176470589,0.04815626588235292,0.049617874117647065,0.05185234529411764,0.05549993882352938,0.060257652941176465,0.06543122352941186,0.06944472764705883,0.07259664941176472,0.07487655588235292,0.07603329529411768,0.0759493182352941,0.07526874411764703,0.07431660941176466,0.0735778029411765,0.0711038335294118,0.06980533941176476,0.06852383294117648,0.06679374941176464,0.06488913058823531,0.06206815294117651,0.05847639705882357,0.05446068294117645,0.050383238823529464,0.04676971764705884,0.04351138529411769,0.040500029411764726,0.03826819411764709,0.03677049176470587,0.03555499352941188,0.033484308235294136,0.030883539999999987,0.02823349294117644,0.025049848235294103,0.022028838823529406,0.019281232352941213,0.016855601764705908,0.01486410352941181,0.0127142388235294,0.010789659411764685,0.008931715294117681,0.006402321764705954,0.002844391764705856,0.00039828352941173595,-0.002275605294117633,-0.0051520011764706886,-0.007641846470588298,-0.008441554117647077,-0.008416661764705902,-0.008341765882352914,-0.008457862352941159,-0.008723767058823606,-0.008827052352941234,-0.009125394117647123,-0.009524427647058797,-0.009602171176470609,-0.00937650764705883,-0.008140310588235333,-0.00466694117647054,-0.0010324229411763919,0.0013873400000000702,0.0038421747058824396,0.006081782941176506,0.007001718235294052,0.006544621764705882,0.006047464117647006,0.006454118235294071,0.007485462941176468,0.008365139999999938,0.00904975823529408,0.009773756470588146,0.010150615882352887,0.010018354705882304,0.009572328235294025,0.008201903529411747,0.005350192941176446,0.0035832499999999823,0.0020732847058823056,0.004302398235294158,0.005526069411764811,0.00724992058823537,0.008845125294117795,0.00938420294117659,0.00895501823529421,0.008453109411764859,0.008007153529411837,0.007538092941176577,0.007210037058823671,0.0072741294117646405,0.007573614117647065,0.00783461941176461,0.008138499411764588,0.008635161764705801,0.00914298588235285,0.005939022352941192,9.209647058822101e-05,-0.0037844811764705666,-0.006806899411764766,-0.008576955882352966,-0.00934150882352952,-0.009860349411764835,-0.01040391058823531,-0.010787464117647139,-0.011339961764705975,-0.011910370588235242,-0.012655415882352916,-0.013396997647058706,-0.014104667647058644,-0.014847002352941063,-0.015809177058823398,-0.01765339764705881,-0.015079170588235324,-0.013219328823529497,-0.011685865882352986,-0.010358319411764683,-0.009886417058823427,-0.009979903529411693,-0.009600276470588198,-0.009086118823529499,-0.008267970000000013,-0.007366118823529388,-0.0066296482352942165,-0.0058563629411765294,-0.005187395294117714,-0.004564242941176522,-0.003940475882353023,-0.002400386470588267,-0.0005596311764706208,-7.217882352938965e-05,-0.0002209611764706354,-0.0009718552941176961,-0.0017489929411764749,-0.0021989376470588073,-0.0026940717647058743,-0.0036127494117645376,-0.00487694999999988,-0.006441272352941174,-0.007781612352941003,-0.009050706470588199,-0.010299169411764786,-0.011430697058823602,-0.012470244117647078,-0.013910113529411794,-0.01675644000000004,-0.019566609999999984,-0.021365882352941068,-0.0226310488235294,-0.023402760000000022,-0.02398390411764706,-0.024792500588235344,-0.02521233294117653,-0.025497100588235344,-0.02559848235294121,-0.025578486470588302,-0.02576322058823527,-0.025905996470588166,-0.02606784588235289,-0.026411247058823528,-0.026328165294117578,-0.025091800588235236,-0.022582114117647045,-0.019803544117647065,-0.017547857647058906,-0.015690865294117673,-0.014081390000000027,-0.012614081176470615,-0.011149791764705874,-0.009729199411764755,-0.008247745294117648,-0.006808131764705905,-0.0052754588235294775,-0.003645782352941218,-0.002034600588235347,-0.00022012764705880983,0.0025403247058822243,0.004868121176470563,0.005907477647058734,0.005906749999999905,0.006204560000000081,0.00651032705882354,0.006907704117647018,0.00731569058823528,0.007274689999999917,0.007338996470588222,0.007274135882352928,0.0071450811764706135,0.006962251176470646,0.006695969411764757,0.006444107058823589,0.006193073529411786,0.004996387058823659,0.0028757411764706586,0.0011053323529412462,0.00010167117647069679,-0.0006990523529411541,-0.0015371588235293387,-0.002320693529411666,-0.003103354705882244,-0.003587467058823457,-0.0037738770588234827,-0.0039528276470587875,-0.00417060176470585,-0.004492908235294135,-0.004683425882352932,-0.004954958235294127,-0.0051651152941175615,0.0002491582352940891,0.006070982352941179,0.009442181176470554,0.01188888529411758,0.017028675882352906,0.023051734117646994,0.029600682352941166,0.037488814705882334,0.04616131647058824,0.05535927588235301,0.06494743882352949,0.07508299588235295,0.08549764529411763,0.09623128294117644,0.10725840882352944,0.11836691117647047,0.12390407235294121,0.12092392132352942,0.12124684290196075,0.12570386630252117,0.12890045619909513,0.12865328068627446,0.12777142893048127,0.1257670441176471,0.12177835039215679,0.112689270980392,0.10323375450980377,0.09325772921568615,0.0831649186274509,0.07264183980392147,0.061826590392156766,0.05087591980392153,0.039848433921568505
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
