UniprotID	Q7Z2D5-3
pNuLoCScore	0.43900874333333334,0.44286927900000006,0.44634697909090915,0.4517716558333334,0.4518811100000001,0.4556727614285715,0.45758169200000004,0.45957860062500006,0.46068929470588244,0.4625753964705882,0.46485577352941176,0.4702083970588235,0.47610069647058817,0.47842027882352944,0.4801664235294118,0.48428369352941175,0.4857378170588235,0.48599222,0.48789788470588247,0.4895267270588235,0.48888751176470585,0.4916344023529411,0.49049960882352933,0.4901820094117647,0.48608854999999995,0.4832703264705882,0.4812510247058823,0.47982341117647065,0.47960487411764713,0.4802777370588236,0.48110572529411766,0.4827083535294117,0.4832245147058824,0.4829644558823529,0.4827081529411764,0.48265345294117656,0.4828702688235295,0.4836312429411766,0.4842568288235294,0.4851860529411765,0.48678067470588243,0.4919348129411766,0.4963970482352941,0.49962725176470596,0.5027708788235294,0.5049530905882352,0.5073295364705883,0.5091578641176471,0.5102824935294118,0.5109376699999999,0.5115037811764707,0.5115092823529411,0.5111884294117647,0.5113073488235296,0.5117090158823528,0.5122818794117646,0.5161726570588234,0.5187118511764705,0.5168858452941176,0.5165622958823528,0.5151347188235293,0.5103318070588235,0.5060636588235294,0.5002230823529412,0.49473153823529425,0.4918020770588236,0.4905221829411765,0.49012009,0.49000491235294114,0.48980141823529405,0.48898894941176474,0.488763625882353,0.4892455705882353,0.4873852194117647,0.48710901352941177,0.4917356170588234,0.4946842135294118,0.498589334117647,0.5046984635294117,0.5094562529411765,0.5168203205882352,0.5243086311764704,0.5292920370588233,0.5336050017647059,0.5374399505882352,0.5414470870588235,0.5454079635294118,0.5496291647058824,0.5573414800000001,0.5631844211764706,0.5689997388235293,0.57384298,0.5773431194117646,0.5814904452941176,0.5853635835294118,0.5885585970588236,0.5932757323529412,0.5967868823529412,0.600411184117647,0.6039720217647059,0.6072268664705883,0.6101083782352942,0.6128151623529412,0.615508668235294,0.6179274711764705,0.6162396005882352,0.6160615805882352,0.6155601747058823,0.615723894117647,0.6167659794117647,0.6174453182352941,0.6187592888235295,0.6212422282352941,0.6230027247058824,0.6246176364705882,0.6257616111764706,0.6268857794117646,0.6274182558823529,0.6282549323529412,0.6289261617647058,0.6124094017647059,0.5940327735294116,0.5746907158823529,0.5550721464705883,0.5367644264705883,0.5192457552941177,0.5010795829411765,0.48264104176470585,0.4638915311764706,0.4444564170588235,0.42507356176470584,0.40487963235294117,0.3845624041176471,0.3640262535294118,0.34353330705882357,0.3226396529411765,0.30146718235294123,0.2969477705882353,0.2928844035294117,0.28887203999999994,0.284841544117647,0.27912472882352946,0.27230687823529415,0.26584170470588236,0.259375234117647,0.2533518482352941,0.24777954176470587,0.24194797647058827,0.2367504705882353,0.23175387235294123,0.2270002635294118,0.22250204882352945,0.21540776352941182,0.20905091529411765,0.20360535588235296,0.1988630682352941,0.19493175058823528,0.1907607229411765,0.1866284211764706,0.18262825941176472,0.17893353764705885,0.17562078000000003,0.17239189588235293,0.16924592235294114,0.16623311352941175,0.16335859176470585,0.16052284588235294,0.15769488235294118,0.15500175647058823,0.15514915176470587,0.15503141176470586,0.15475927647058824,0.15517641529411763,0.1553854,0.15580078764705885,0.15645638588235294,0.1571365223529412,0.15762000941176468,0.15784790352941178,0.1579996311764706,0.1581227876470588,0.1581481523529412,0.15810051529411764,0.15790548352941178,0.15553368082352945,0.1538272425882353,0.15209758847058827,0.15016527141176472,0.1484384531764706,0.14672579141176473,0.14510021494117648,0.14349993082352944,0.14194297552941182,0.1402699731764706,0.1386826949411765,0.1372309431764706,0.13582818023529414,0.13438032729411767,0.13300130788235293,0.13167141905882354,0.1304426631764706,0.13132941882352944,0.1314523305882353,0.13154902294117646,0.1318208211764706,0.13195772352941174,0.13204639999999998,0.13206688235294117,0.1320781817647059,0.13206244294117647,0.1321524705882353,0.13219711176470586,0.1322374094117647,0.13220003823529408,0.1321972741176471,0.1321876841176471,0.1329247094117647,0.1336745570588235,0.1339429694117647,0.13420744235294116,0.1344980323529412,0.13492278882352943,0.13547609294117646,0.13600888647058823,0.13634985235294114,0.13669572352941176,0.1369584188235294,0.13725412764705883,0.13760566058823528,0.13796838235294118,0.1383977294117647,0.13884840823529412,0.13923285117647063,0.13887800294117647,0.13854191352941178,0.13870670764705884,0.13895412352941178,0.13917940294117648,0.13931544882352942,0.1393056852941176,0.13936747294117643,0.1396358976470588,0.1398984294117647,0.14025880235294116,0.14058237058823525,0.1408471511764706,0.14108259588235295,0.14129353705882353,0.14122232,0.1415581917647059,0.14198785823529414,0.14229433470588237,0.14252653000000004,0.14251459882352943,0.14237861411764707,0.1421743494117647,0.1419135317647059,0.14155763705882354,0.1410155505882353,0.1403814605882353,0.1396929082352941,0.13896013411764704,0.1382151829411765,0.13744492588235294,0.1366291582352941,0.1360733476470588,0.13515384588235294,0.13414465588235294,0.13324173941176473,0.13243265294117645,0.13182444999999998,0.13138052588235294,0.13099005882352943,0.13067542764705883,0.1304329523529412,0.13036524764705884,0.13036863823529413,0.13039575529411765,0.13044253764705882,0.1304950405882353,0.13036501058823527,0.1302908788235294,0.13042757588235296,0.13057556176470592,0.1307491305882353,0.13094315411764706,0.13116308470588234,0.13144710058823528,0.13172759999999997,0.13196706352941176,0.13211580705882353,0.13218897529411763,0.13222343411764706,0.13222461588235293,0.1321856423529412,0.13209683529411764,0.13199734470588237,0.13211842000000001,0.13223474411764705,0.13217688588235293,0.1321207888235294,0.1320420923529412,0.13190749176470593,0.1317219817647059,0.13150693352941178,0.13128515882352942,0.13110171352941177,0.1309833117647059,0.13091744764705882,0.13082810823529412,0.13076816411764705,0.13074581999999998,0.13076282941176468,0.13085902588235293,0.13084513882352938,0.1309064605882353,0.1309735988235294,0.13105072352941174,0.13114782,0.13123920647058823,0.1313249564705882,0.13139619294117647,0.13143615176470586,0.13140399235294117,0.13137004176470587,0.1313513852941177,0.1313525282352941,0.1313429176470588,0.13137339294117645,0.1314284252941176,0.13143305,0.13150692588235294,0.13144162882352942,0.13132270411764707,0.13118496588235296,0.13101531470588237,0.13088768764705883,0.13078858882352942,0.13070594882352943,0.13063226411764706,0.13059706235294116,0.13057498882352941,0.13057256235294118,0.13058003705882354,0.13093039588235295,0.13122626705882354,0.1314072317647059,0.13162110588235293,0.13190165,0.13222525941176472,0.1325419058823529,0.13282424529411763,0.13309695470588231,0.13334903411764704,0.1335582764705882,0.13374478529411765,0.1339619688235294,0.1342308111764706,0.1344844811764706,0.13475110941176474,0.13507896823529414,0.13509712411764707,0.1351408617647059,0.13527548764705882,0.13533547352941178,0.13532600352941174,0.13530727882352941,0.1353340952941176,0.13533896470588236,0.1353619982352941,0.13538597176470588,0.13544945764705882,0.13550822882352942,0.13558141647058822,0.13565131588235294,0.13573333647058825,0.13584177176470588,0.13605068352941177,0.1359562305882353,0.13596334705882354,0.1359706629411765,0.13591299411764707,0.13588478764705883,0.1359976611764706,0.13611683764705887,0.13616650411764705,0.13614661588235294,0.13606907352941172,0.13593607764705878,0.1358652288235294,0.13580677,0.13572747235294116,0.1356022376470588,0.13536049470588235,0.1349592088235294,0.13483338294117647,0.13464146470588234,0.1344845905882353,0.13439283235294117,0.1343282194117647,0.1341971811764706,0.13408965352941177,0.13413886176470585,0.1342622794117647,0.1344609911764706,0.13471886823529408,0.1349490776470588,0.1351830370588235,0.13568279764705882,0.13635416764705882,0.1367676511764706,0.13732257294117647,0.13801902823529413,0.1386936705882353,0.13939750882352941,0.14014977352941177,0.14089146117647058,0.14162308411764704,0.14239760882352942,0.14321242235294115,0.14398099941176468,0.14470581176470587,0.1454130894117647,0.14610104352941175,0.14671480411764706,0.14704812823529412,0.14725594529411765,0.1477891094117647,0.1481903582352941,0.14842322705882355,0.1486399905882353,0.14880448294117646,0.14893923,0.14905499000000003,0.1490619111764706,0.1489679211764706,0.14875388235294118,0.1485254705882353,0.14832832411764704,0.14814575529411764,0.14809762764705883,0.1480587782352941,0.1479494470588235,0.14785377,0.14777795176470587,0.14742979,0.14684096529411764,0.14609288235294118,0.1454084317647059,0.14470952764705883,0.14401784470588233,0.14339970058823528,0.1428833788235294,0.1424769623529412,0.14215849529411764,0.14186789,0.14159957235294118,0.14118198352941175,0.14082370117647058,0.14058168470588236,0.14033579529411766,0.1401031129411765,0.14016994705882352,0.14053714705882353,0.14109320470588238,0.14161971882352942,0.1421859788235294,0.14277502176470586,0.14335087588235296,0.1438481894117647,0.1442942176470588,0.14472382411764706,0.14634188176470586,0.14771759411764704,0.1494602388235294,0.1512426252941176,0.15314861352941175,0.15492166588235293,0.15678955294117647,0.15864539588235294,0.16057417764705884,0.16254903647058824,0.1644047105882353,0.16629202235294122,0.1682026029411765,0.1701667988235294,0.17213938882352942,0.1740920105882353,0.17602743176470592,0.17668383588235292,0.17737076352941175,0.1776798617647059,0.17783232882352945,0.17778744705882352,0.17777693647058826,0.1777106923529412,0.17759889705882353,0.17740387,0.17713095823529412,0.17692252529411764,0.17660328176470588,0.17615162647058824,0.1756736517647059,0.17523066470588236,0.17601998470588237,0.1767812111764706,0.1776223788235294,0.17869425,0.1797575023529412,0.18069993941176474,0.18129665411764706,0.18195271764705884,0.18261523529411766,0.1832105717647059,0.1837072405882353,0.18398273588235295,0.18420966058823532,0.18433349647058828,0.18453046529411765,0.18475867470588234,0.18497614529411763,0.1839799588235294,0.18299150176470588,0.18202887235294118,0.18103717529411767,0.1801116088235294,0.17947393000000003,0.17916405058823526,0.17882921823529413,0.17841039294117644,0.17811916529411767,0.1779192517647059,0.1779590411764706,0.17807327941176473,0.17832502823529417,0.17857800647058825,0.17715926058823528,0.17562299411764704,0.1741164382352941,0.17298272470588236,0.1718433894117647,0.17084535529411765,0.1697017523529412,0.16842732176470587,0.1673056388235294,0.16629093529411762,0.16535617235294114,0.1645210082352941,0.16378808411764703,0.16313977588235296,0.16260922647058823,0.16222706823529412,0.16191640941176474,0.16320152647058828,0.16458459941176473,0.16592505470588237,0.16691328470588235,0.16790111058823529,0.16873317941176472,0.16970231705882352,0.17074645823529414,0.17172968647058826,0.17267677411764706,0.17354358764705882,0.17429323000000002,0.1749436229411765,0.1754721917647059,0.17582117058823532,0.17684020117647062,0.1772138182352941,0.17760250588235293,0.1781192329411765,0.17864065941176469,0.17925503823529412,0.17972932117647059,0.1802345794117647,0.18069230058823532,0.181149235882353,0.18160417294117648,0.18207387588235296,0.18242316352941176,0.18264992764705884,0.1826213823529412,0.18251949352941174,0.18246582647058823,0.1816428894117647,0.18145161941176474,0.18123526235294124,0.1809273711764706,0.18065989176470584,0.18030010117647055,0.18005253352941178,0.17980204470588235,0.1796038288235294,0.17932318411764708,0.17905554941176471,0.17878500352941176,0.17866108117647062,0.17867947411764706,0.17894266,0.17997046588235296,0.18077115529411772,0.1817035423529412,0.1826958435294118,0.18382175941176476,0.1849633611764706,0.1856776505882353,0.1865127105882353,0.18739960529411764,0.18828281294117644,0.18901243941176468,0.18985526941176473,0.19071593588235294,0.19151278411764705,0.19229841470588235,0.19306395,0.19383334235294117,0.19395177941176472,0.1942845417647059,0.19437040352941176,0.19446505941176473,0.19449975470588238,0.19450695823529413,0.19485565705882354,0.19515243647058828,0.19548626117647058,0.1958692376470588,0.1964591570588235,0.19705235352941175,0.19764246176470585,0.19833912882352936,0.19913575117647056,0.20084245470588233,0.20203222588235295,0.2029437917647059,0.2040217223529412,0.20482015647058824,0.20565116294117647,0.2064914694117647,0.2074028823529412,0.20848845705882355,0.2096032488235294,0.2107350211764706,0.2118204388235294,0.21289211705882352,0.21401399294117648,0.2150520211764706,0.21605606117647055,0.2170086982352941,0.2171180770588235,0.2177729788235294,0.2186817417647059,0.21947921882352942,0.22058126176470585,0.22152907411764708,0.2224633682352941,0.2233522311764706,0.22410928,0.2248051882352941,0.22543022235294116,0.22603461647058826,0.2265710582352941,0.22699749705882355,0.22743367588235294,0.2267032288235294,0.2259869088235294,0.22580697176470588,0.2255426994117647,0.2249265229411765,0.2239628117647059,0.2228501523529412,0.22189780529411768,0.22106424529411764,0.22009114352941175,0.21910394058823524,0.21818593999999994,0.21728171764705875,0.2164983164705882,0.21584905999999995,0.21529343176470583,0.21482048705882348,0.21550323882352937,0.21613425529411762,0.21612251058823528,0.21611358823529409,0.2163898394117647,0.2169268011764706,0.21761184411764703,0.21805827058823526,0.21832676058823527,0.21873939999999997,0.2191935194117647,0.21954735,0.21986854294117647,0.21999679882352943,0.21995536235294122,0.2218651764705883,0.22186614500000004,0.22182435333333336,0.22174889714285717,0.22169276307692312,0.22168564500000001,0.22178531090909093,0.221992527,0.2223540466666667
pNuLoCDScore	0.021680551372549095,0.023566653137254867,0.025847030196078424,0.031199653725490162,0.03709195313725483,0.039411535490196103,0.04115768019607846,0.04527495019607841,0.04672907372549018,0.043122940999999915,0.04155090561497332,0.0377550712254901,0.037006401764705765,0.0359616409243696,0.03291791682352929,0.030603408786764652,0.025399255294117518,0.02069493,0.01639525117647056,0.009615014117647147,0.003504177647058959,0.0018574582352941515,0.0009393017647058577,-0.0015753400000000362,-0.002513302352941116,-0.003027764117647047,-0.0051897317647060515,-0.0068732741176469325,-0.006017242941176337,-0.008003159411764493,-0.006242779999999948,-0.004995956470588203,0.0006921247058824798,0.008664486470588373,0.0151460235294118,0.01980384058823531,0.023166004705882315,0.024675353529411637,0.026223811176470657,0.02644951058823536,0.027057978823529394,0.027973214117646972,0.028795628235294246,0.028855829411764566,0.028318160588235164,0.027676105882352975,0.027452187058823463,0.027095826470588114,0.029391982352940993,0.02677703823529387,0.020488797058823505,0.016935044117646847,0.012363839999999904,0.005378716470588296,-0.0012658776470588773,-0.008934781764705857,-0.015550955294117541,-0.019135592941176283,-0.020981598235294163,-0.021389192352941122,-0.021183517058823542,-0.021505930588235522,-0.022720066470588107,-0.023518253529411615,-0.026927086470588113,-0.03132663176470574,-0.029776831764705858,-0.024826678823529402,-0.02045050529411757,-0.01174247294117653,-0.001365195294117716,0.009233170588235251,0.022088782352940983,0.0325065541176468,0.03876985411764683,0.043484911764705925,0.0474350382352941,0.051645668823529445,0.05641901411764705,0.06086553882352941,0.06809590941176474,0.07579920176470589,0.0818907252941175,0.0821073629411766,0.08265890588235286,0.08290111117647064,0.08066512000000003,0.07910234411764716,0.07645541176470594,0.07247825117647078,0.07111914705882372,0.07036701999999995,0.06978691588235308,0.06866129117647068,0.06740719882352941,0.06587950352941163,0.060585991176470455,0.05305517941176463,0.04706184176470596,0.04171719470588231,0.038380774705882414,0.035275534117647056,0.03208173470588238,0.030200691764705856,0.027966495882352893,0.026215842352941165,0.024206452352941166,0.021789589411764676,0.019658912941176276,0.017309877647058713,0.015439769999999964,0.013417493529411795,-0.005518069411764581,-0.022206827058823597,-0.04137086470588236,-0.06048802823529398,-0.07895946764705875,-0.09752022411764705,-0.11636573529411764,-0.13611824705882364,-0.15735069705882349,-0.17854630764705887,-0.19954407470588237,-0.2208819788235294,-0.24232337529411752,-0.2633920023529411,-0.2847216252941176,-0.3062865088235293,-0.3109422194117647,-0.29708500294117635,-0.2818063123529412,-0.2662001064705884,-0.2519228823529413,-0.2401210264705882,-0.22877270470588235,-0.21679933705882348,-0.20451629705882357,-0.19110456882352939,-0.17729401999999997,-0.1629316558823529,-0.14781193352941177,-0.13227238117647058,-0.11653304352941177,-0.10013760411764708,-0.08605941882352941,-0.08789685529411764,-0.08927904764705874,-0.09000897176470585,-0.08990979352941172,-0.08836400588235296,-0.08567845705882354,-0.08321344529411764,-0.08044169647058816,-0.07773106823529408,-0.07538764588235294,-0.07270205411764713,-0.07051735705882356,-0.06839528058823538,-0.06647741764705886,-0.06480716647058826,-0.060406007058823596,-0.053901763529411784,-0.048573944117647094,-0.04410379176470586,-0.03975533529411765,-0.035375322941176485,-0.030827633529411758,-0.026171873529411777,-0.02179701529411765,-0.01800077058823535,-0.014543992352941154,-0.011246291176470552,-0.008110325882352942,-0.005210439411764661,-0.002422330588235294,0.00021060117647059284,0.000531924352941221,-0.0013219091764705704,-0.0029338232941175935,-0.004594005058823514,-0.006737962117647045,-0.008659608588235279,-0.010700572705882372,-0.012956455058823507,-0.015193546823529386,-0.017350036235294075,-0.019165208588235283,-0.02076868799999998,-0.022294607411764672,-0.023767825058823522,-0.025099207411764718,-0.026234064470588236,-0.025091017647058844,-0.022497823764705854,-0.02064525788235297,-0.018616248470588265,-0.016617631999999993,-0.014768067882352992,-0.013053814941176495,-0.011433048470588264,-0.00986479376470592,-0.008207530235294136,-0.006530224352941205,-0.00503383141176475,-0.0035907708235294322,-0.002180289058823587,-0.000804033764705836,0.0005162650588235451,0.0024820462352941053,0.0023451382352940586,0.002490638823529401,0.002658419411764701,0.002677211176470601,0.0029650652941176914,0.003429692941176482,0.003942004117647058,0.0042716705882352435,0.0046332805882352834,0.004805948235294122,0.0050570158823529665,0.005368251176470579,0.005768344117647095,0.006200455294117613,0.006660724117647038,0.006308141764705927,0.0052034458823529695,0.00459894411764708,0.004499265294117677,0.0044560911764705835,0.004256614117647051,0.003839355882352957,0.0032967988235293733,0.0030176205882352924,0.0029401741176470486,0.0029400105882352867,0.0030046747058823375,0.0029767099999999658,0.002878768823529415,0.002684866470588243,0.002445128823529402,0.001989468823529378,0.002680188823529439,0.003445944705882359,0.0035876270588235393,0.003572406470588263,0.0033351958823529537,0.0030631652941176535,0.0028686641176471073,0.0025460588235294568,0.001921739411764739,0.0011171211764706146,0.000122658235294143,-0.000889462352941156,-0.001887017058823548,-0.002867412941176456,-0.00384861117647059,-0.004593161764705922,-0.005484844117647103,-0.0068340123529412045,-0.008149678823529433,-0.009284790588235309,-0.010081945882352977,-0.010554164117647091,-0.010793823529411772,-0.01092347294117646,-0.01088220941176471,-0.010582598235294116,-0.010016212941176467,-0.009324269999999968,-0.008564378823529395,-0.007772645294117669,-0.006949885294117636,-0.006264147647058821,-0.005782468823529396,-0.004726269999999977,-0.003569094117647026,-0.0024926088235294186,-0.0014894988235293893,-0.000661365294117644,6.657470588233849e-05,0.0007375411764705408,0.0012916358823529261,0.0016828547058823362,0.0018237276470587926,0.0018547958823529331,0.0018288605882352815,0.0017431047058823756,0.0016017947058823423,0.0016323341176470996,0.001827541176470604,0.0018071682352940877,0.0016013241176470183,0.0013716582352940876,0.001098938235294139,0.0007444070588235874,0.0002748811764706205,-0.00022066647058818778,-0.0006819047058823358,-0.0010140935294117581,-0.0012056635294117324,-0.001305986470588244,-0.0013965076470588145,-0.001417478235294145,-0.0013510152941176579,-0.001234515294117694,-0.0012593941176470835,-0.0013896052941176629,-0.0012704252941176386,-0.0011471899999999924,-0.0009913688235294593,-0.000759671764705927,-0.0004827752941176655,-0.00018197705882358473,0.00011103411764704085,0.00033443823529408223,0.00042068058823527266,0.00045259411764705937,0.0005232770588235736,0.0005843641176470626,0.0005970976470588141,0.0006105635294117728,0.0005693994117646761,0.0005879111764706124,0.0006004652941176414,0.00046803000000000816,0.00027198058823532656,3.7145882352956905e-05,-0.00022389176470585803,-0.00043726882352937424,-0.0006076041176470426,-0.0007302029411764277,-0.0007717282352941168,-0.0007729794117647126,-0.0007763964705882753,-0.0007799658823529343,-0.0007628805882352596,-0.00044299705882350215,-0.00020215823529406984,-2.5818235294100544e-05,0.00011417999999999151,0.00046002117647059304,0.0009025552941176462,0.0013569399999999454,0.0018089305882352524,0.0022092670588234886,0.0025604452941176137,0.0028523276470587833,0.003112521176470595,0.003364906470588236,0.0036558223529411793,0.0039119188235294255,0.004171072352941202,0.004148572352941193,0.0038708570588235347,0.0037336300000000155,0.003654381764705894,0.003433823529411767,0.0031007441176470196,0.0027653729411765138,0.00250984999999998,0.0022420100000000442,0.0020129641176470647,0.001827695294117665,0.0017046723529411667,0.0015462600000000215,0.0013506052941176239,0.0011668347058823303,0.0009822270588235038,0.000762803529411743,0.0009535594117646984,0.0008153688235293943,0.0006878594117647185,0.0006351894117647139,0.000586990588235331,0.0005775088235294157,0.0006635658823530011,0.0007778729411765106,0.0008045058823529516,0.0007606441176470635,0.000619615882352903,0.00042784882352936426,0.0002838123529411707,0.00015545411764705808,-5.864117647080835e-06,-0.00023953411764707222,-0.0006901888235294196,-0.0009970217647058965,-0.0011299641176470698,-0.001329198235294149,-0.0014284035294117592,-0.001491955294117664,-0.0016694417647059034,-0.0019196564705882824,-0.002076850588235285,-0.002007754117647087,-0.0018067941176470315,-0.0014750864705881939,-0.0011463605882353067,-0.0008576923529411973,-0.0005444352941176567,8.056000000000729e-05,0.000993672941176471,0.0018084423529411975,0.0024891900000000022,0.0033775635294117923,0.004209080000000004,0.0050046764705882485,0.005821554117647065,0.006694279999999997,0.007533430588235274,0.008258747058823568,0.008950142941176464,0.009520008235294086,0.00998694352941179,0.010464011764705905,0.010918006470588243,0.011032006470588246,0.010693960588235296,0.01048829411764704,0.010466536470588234,0.010171329999999978,0.009729556470588235,0.009242481764705879,0.008654709411764688,0.008047768823529422,0.007431905882352985,0.006664302352941187,0.005755498823529437,0.004772882941176504,0.003819658823529415,0.0029152347058823413,0.0020447117647058866,0.0013828235294117697,0.001010649999999974,0.0006935017647058672,6.466058823528797e-05,-0.0004124064705882391,-0.000993437058823543,-0.0017990252941176565,-0.0027116005882352745,-0.003530798235294119,-0.004345462352941198,-0.0050440664705882765,-0.005568220588235306,-0.005870503529411791,-0.006048508235294098,-0.0061698288235294,-0.0062778652941176405,-0.0064980552941176495,-0.006876794705882344,-0.00712574588235293,-0.007272085294117631,-0.007442156470588213,-0.007326677058823505,-0.006671018235294118,-0.005555735294117653,-0.0043152270588235064,-0.0030898088235294108,-0.0018318658823529288,-0.0006246788235294287,0.0004674970588235683,0.0013712270588235043,0.002135722352941155,0.002855934117647063,0.004742309411764678,0.006535610588235291,0.008636537647058823,0.010660940588235246,0.012812818235294093,0.014818552941176427,0.01661960588235295,0.018108248823529405,0.019480972941176455,0.020929317647058826,0.0222187317647059,0.02351700058823536,0.024851727058823547,0.0263186094117647,0.027845171176470618,0.029368186470588253,0.02968555000000006,0.028966241764705886,0.027910524705882345,0.026437236470588293,0.024683715294117697,0.02286578117647059,0.02098738352941179,0.019065296470588272,0.0170247194117647,0.014854833529411748,0.01272624764705882,0.010630502941176428,0.008400678823529378,0.005984827647058849,0.0035342629411764803,0.0011386541176470477,-7.4470588235509005e-06,9.737529411768531e-05,0.0002516152941176575,0.0010143882352940947,0.001925173529411739,0.0029124923529412206,0.003519717647058801,0.0042420252941176295,0.005016338235294127,0.005806701764705907,0.006576282352941165,0.007060210588235305,0.007606378823529436,0.008181870000000036,0.008856813529411756,0.009528009999999976,0.008956160588235257,0.007198747647058801,0.005369122941176474,0.0033346223529411856,0.0012796729411764796,-0.0005883305882353473,-0.0018227241176470288,-0.0027886670588235796,-0.003786017058823532,-0.004800178823529455,-0.005588075294117617,-0.006063484117647039,-0.0062506194117647185,-0.006260217058823542,-0.006205437058823482,-0.00618066823529409,-0.007816884705882349,-0.008356964705882375,-0.00887506352941178,-0.009046147647058828,-0.009193785882352978,-0.009266253529411739,-0.009772177647058844,-0.010736728823529385,-0.01152357941176474,-0.012119457647058823,-0.012762992941176526,-0.013398243529411824,-0.014170957058823569,-0.014933503529411779,-0.01571580176470594,-0.016350938235294127,-0.015242851176470534,-0.01242146764705876,-0.00953183882352937,-0.007057669999999988,-0.004930104705882343,-0.002944244705882365,-0.000968572941176471,0.001274995294117648,0.003440819411764745,0.005438751176470635,0.00732060176470592,0.009022579411764736,0.01050514588235299,0.011803847058823536,0.012862965294117679,0.0135941023529412,0.014923791764705874,0.014012291764705836,0.013017906470588203,0.012194178235294117,0.011727374705882337,0.011353927647058837,0.010996141764705869,0.01053226235294119,0.009945842352941187,0.009419549411764733,0.008927398823529414,0.008530288235294142,0.008129933529411743,0.00770630470588235,0.0071491905882352935,0.006698322941176421,0.005625625294117614,0.004429071176470595,0.0038491135294118073,0.0031160294117647536,0.0022867117647059065,0.0014048535294117204,0.0005707799999999652,-0.0001820458823529325,-0.0008902558823529749,-0.0015454070588235835,-0.002280988823529395,-0.0030183264705882507,-0.0036381600000000014,-0.003988846470588225,-0.003941908235294139,-0.003576833529411738,-0.002495360588235268,-0.0008717341176469884,0.00025192294117645786,0.001460581176470549,0.0028943882352941708,0.004303469411764765,0.005377549411764743,0.006460177058823513,0.007597560588235297,0.008678984117647032,0.009689255294117599,0.010799720000000013,0.011930932352941181,0.012851702941176435,0.01361894058823529,0.014121290000000009,0.013862876470588203,0.013180624117647005,0.012580999411764687,0.011674559999999973,0.010643299999999967,0.009536393529411769,0.008829307647058832,0.008342946470588253,0.0077528311764706315,0.0072034482352941465,0.006856798235294115,0.00660388764705877,0.006336417647058806,0.0061296776470587955,0.006040714117647006,0.006071801176470548,0.00700911235294116,0.008080446470588226,0.008659250000000007,0.009651318823529431,0.01035509705882351,0.011151408235294091,0.011984511176470564,0.012547225294117642,0.01333602058823527,0.01411698764705882,0.014865783529411813,0.015361281764705914,0.01583976352941177,0.01637153117647064,0.01671289235294124,0.016920309999999994,0.01616624352941176,0.015085851176470544,0.014829187058823495,0.014660019411764702,0.014659062352941177,0.014930098823529386,0.01503760470588239,0.015060485882352925,0.014863774117647055,0.01450603117647059,0.014070167058823496,0.01360978352941175,0.013142499411764735,0.012557065294117625,0.011945475882352952,0.011377614705882388,0.0096945305882353,0.008868831764705903,0.008033992941176488,0.006860957647058796,0.005447304117647073,0.0033815500000000387,0.0013210782352941208,-0.000565562941176434,-0.002287985882352961,-0.0040181364705882405,-0.005701247647058871,-0.007244282352941223,-0.008752898823529504,-0.010072741764705906,-0.011148437058823596,-0.012140244117647109,-0.011882741764705912,-0.010483670000000028,-0.00967271647058826,-0.009420188823529407,-0.008812934705882403,-0.007572972352941187,-0.005923351176470609,-0.0042859611764706484,-0.003005974705882375,-0.0017643829411764789,-0.0003645405882352626,0.0010075794117647696,0.002265632352941249,0.0033702264705882667,0.004147738823529479,0.004661930588235386,0.0070446894117648096,0.006362906176470673,0.005690098039215746,0.005626386554621887,0.0055791748416290365,0.005295805588235308,0.004858509732620336,0.004380682882352965,0.004295776078431429,0.004027286078431419,0.003614646666666721,0.0031605272549019847,0.0028066966666666915,0.0024855037254902235,0.002357247843137261,0.0023986843137254743,0.0004888701960784059
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
