UniprotID	Q53GD3-4
pNuLoCScore	0.23018831222222222,0.24687401799999997,0.26228447818181816,0.2738321683333333,0.27868904,0.283698335,0.28532963733333333,0.286701768125,0.2877381582352941,0.27804824235294123,0.28234727764705886,0.2861272,0.2926871170588235,0.3005014623529411,0.3073504517647058,0.3119062311764706,0.3146925711764706,0.3130289317647059,0.3051027011764706,0.29551286235294116,0.28653163352941174,0.28140593764705885,0.27583990411764714,0.2717461423529412,0.26004390294117646,0.2548683094117647,0.2523032064705881,0.24978503176470584,0.2442713794117647,0.23281758611764697,0.21990412611764704,0.2070658708235294,0.1941766124705882,0.18097667423529415,0.16685075341176475,0.152683854,0.13881933400000004,0.1250177775294118,0.11110471988235293,0.09685271311764707,0.08346784088235293,0.07771282317647059,0.06557142888235294,0.052055472529411756,0.039719717941176465,0.029130442823529418,0.024255982529411774,0.020718078235294122,0.017449263588235293,0.014568736999999997,0.012248296294117644,0.010921030176470585,0.010112787882352939,0.00952238517647059,0.009170587841176473,0.008829692688235295,0.008503246041176471,0.008227581217647058,0.007984089217647056,0.007775164217647059,0.007585936135294118,0.007422268811764706,0.00727421044117647,0.007143455735294117,0.0070307757,0.006928540082352942,0.006835523652941176,0.006749934476470588,0.0066662538294117646,0.006586214711764705,0.0065123474352941175,0.006442480417647061,0.006375683552941178,0.006377359235294118,0.0063801168588235296,0.006381575347058823,0.006382385258823529,0.0063826866470588235,0.0063825608352941175,0.00638219455882353,0.0063818489705882355,0.00638176414117647,0.006382269288235294,0.006383736952941176,0.00638631654117647,0.006388211564705882,0.006389827194117646,0.006390420294117648,0.006390023529411765,0.006391366311764706,0.006393544288235294,0.006394867288235294,0.0063943083588235295,0.0063936884,0.006393019605882354,0.0063919786235294125,0.006391534129411765,0.006391573641176471,0.006391684464705883,0.006391875894117647,0.006392347794117647,0.0063920700058823525,0.006392054311764705,0.006392267117647058,0.006393032764705882,0.006394443647058823,0.006394141723529412,0.006392415217647059,0.006391339358823529,0.0063916120941176465,0.006392021276470587,0.0063919811176470585,0.006392801788235294,0.006394158364705882,0.00639537944117647,0.006396634835294118,0.006397751794117647,0.006398922894117648,0.006401206505882353,0.00640378934117647,0.006415976611764705,0.006428446788235293,0.006441542611764705,0.006456235735294117,0.0064708907,0.006486823205882352,0.006504243970588235,0.006521964517647058,0.006540773482352941,0.006559665964705882,0.006576897435294117,0.006592482847058823,0.006606158223529411,0.006619847835294118,0.006633510305882353,0.006647002911764705,0.006660521864705882,0.006664752823529412,0.006668918805882352,0.006673293964705882,0.0066764592,0.006679829494117647,0.006682272576470589,0.006683550147058823,0.0066845892,0.006684898705882354,0.006684825241176471,0.006685797805882353,0.006688246982352941,0.006692379311764706,0.006696387664705882,0.0067003381,0.006717961105882353,0.006731333129411764,0.006740837229411764,0.006749541423529412,0.006756463617647058,0.0067623403,0.006766470594117647,0.006771064970588235,0.006776292694117647,0.006781377582352942,0.006786747199999999,0.006791996541176471,0.006796830011764706,0.0068017470470588225,0.006806277870588234,0.006811072658823528,0.006815539311764705,0.0068055785823529415,0.006799045558823528,0.006795703829411765,0.006792962676470589,0.006791322752941177,0.006790302123529413,0.006790850435294117,0.0067909482,0.006790501882352941,0.006789959847058823,0.006788825994117646,0.006786954011764705,0.006784341864705883,0.0067805109764705876,0.006776265682352941,0.0067391133882352934,0.006703123388235294,0.00666792368235294,0.006631417605882352,0.006592814041176471,0.006552430782352941,0.006510461352941177,0.006467417217647059,0.006423705923529411,0.00637914278235294,0.006333869335294118,0.00628831598235294,0.006242714723529411,0.006197474464705882,0.006152702435294118,0.006108548288235295,0.006064801347058824,0.0060536362647058825,0.0060411845882352945,0.006028129558823529,0.006016628576470589,0.006007375364705883,0.00599955245882353,0.0059928531058823535,0.0059870634,0.005981864676470588,0.005977226123529412,0.005973063711764706,0.005969300388235295,0.005965882135294118,0.005962795405882354,0.005959998523529413,0.005954809970588236,0.0059498840294117655,0.00594519435882353,0.005940720670588236,0.005936444641176471,0.005932350547058825,0.0059284164470588254,0.005924630982352942,0.005920983129411766,0.005917462041176472,0.0059140542764705905,0.005910761858823532,0.005907584023529413,0.00590451391764706,0.005901545547058825,0.005898671841176471,0.00589588827647059,0.005895838476470588,0.005895795064705882,0.005895758911764706,0.00589572765882353,0.005895706811764706,0.0058956923470588245,0.005895681170588235,0.005895673935294117,0.005895669670588236,0.005895668658823529,0.005895674541176471,0.005895680600000001,0.005895685747058822,0.005895692,0.0058956981352941175,0.005895713941176471,0.005895733829411765,0.005895752594117647,0.005895766394117646,0.005895782864705882,0.005895800970588235,0.005895819023529412,0.00589583758235294,0.005895857305882353,0.005895877382352942,0.0058958933470588245,0.005895908152941176,0.005895922329411766,0.005895934829411765,0.005895945988235295,0.005895954988235295,0.005895962323529412,0.0058959572,0.005895944376470588,0.005895928905882353,0.005895914105882353,0.005895895305882352,0.005895873282352942,0.00589584895882353,0.005895821370588235,0.005895790841176471,0.005895757452941177,0.005895725370588236,0.005895692194117647,0.005895657641176472,0.005895621964705883,0.005895584947058824,0.005895496200000001,0.005895410770588236,0.005895327941176471,0.005895247735294117,0.005895171305882353,0.005895098011764705,0.005895026047058822,0.0058949554941176464,0.005894886435294117,0.005894819505882352,0.005894754211764705,0.005894691264705883,0.005894630758823529,0.005894572017647058,0.005894515288235293,0.005894460694117646,0.005894408264705882,0.005894409552941175,0.005894408535294117,0.005894407517647058,0.005894407164705881,0.005894406476470587,0.005894406476470587,0.005894406476470587,0.005894406652941176,0.005894407005882353,0.005894407523529412,0.005894408347058823,0.005894409329411765,0.005894410011764706,0.005894410694117647,0.005894411211764706,0.005894410747058824,0.005894406505882352,0.005894397494117647,0.0058943853529411765,0.005894371082352941,0.005894354811764707,0.005894336788235295,0.005894317082352942,0.005894296211764706,0.00589427435882353,0.00589425135882353,0.005894227341176471,0.0058942025,0.005894177223529412,0.00589415125882353,0.005894124964705883,0.005894098182352941,0.005894072388235296,0.00589405003529412,0.00589403195882353,0.00589401681764706,0.005894003641176471,0.005893991970588235,0.0058939819176470586,0.005893973035294118,0.005893964982352941,0.005893957911764705,0.005893951988235295,0.00589394641764706,0.005893941847058825,0.005893937876470589,0.0058939342529411775,0.00589392895882353,0.005893924152941177,0.0058939195058823534,0.005893915194117648,0.005893911211764707,0.005893907588235296,0.0058939039647058844,0.005893900670588237,0.005893897511764707,0.00589389435882353,0.005893891694117648,0.005893889029411766,0.005893886364705884,0.005893884364705884,0.005893882188235295,0.005893879529411766,0.005893877211764707,0.005893876894117648,0.005893876576470589,0.005893876423529412,0.005893876270588235,0.005893876270588235,0.005893876270588235,0.005893876270588236,0.005893875952941177,0.005893875952941178,0.005893875788235296,0.005893875470588237,0.005893875152941178,0.005893875,0.005893874682352941,0.005893874364705883,0.0058938751882352935,0.005893875847058824,0.005893876164705883,0.005893876658823531,0.005893876988235295,0.005893877482352942,0.00589387765882353,0.005893878000000001,0.005893878176470589,0.0058938788352941186,0.005893879011764707,0.005893879670588235,0.005893880164705883,0.005893880823529412,0.005893881317647059,0.0058938819764705885,0.0058938824705882355,0.005893882305882354,0.005893882305882354,0.005893882647058824,0.005893882647058824,0.005893882811764706,0.005893882811764706,0.005893882976470588,0.005893882976470588,0.00589388314117647,0.00589388314117647,0.00589388314117647,0.0058938828,0.0058938829647058825,0.005893882800000001,0.005893882458823531,0.005893881529411765,0.0058938804294117655,0.005893879164705883,0.0058938779,0.005893876635294117,0.00589387518235294,0.005893873564705881,0.0058938722999999985,0.005893871035294117,0.005893869770588234,0.005893868505882352,0.005893867241176469,0.005893866141176469,0.005893865217647057,0.005893863952941175,0.005893862852941175,0.005893861929411763,0.005893861594117645,0.005893861594117645,0.005893861594117645,0.005893861594117645,0.005893861399999999,0.005893861752941175,0.005893862105882351,0.005893862105882351,0.005893862105882351,0.005893862105882351,0.005893862105882351,0.005893862105882351,0.005893862105882351,0.005893862105882351,0.005893862105882351,0.005893862105882351,0.005893861752941175,0.005893861399999999,0.005893861399999999,0.005893861399999999,0.005893861399999999,0.005893861594117646,0.005893861399999999,0.005893861399999999,0.005893861399999999,0.005893861399999999,0.005893861399999999,0.005893861558823528,0.0058938617176470575,0.0058938618764705865,0.0058938622117647044,0.0058938625470588216,0.005893862705882351,0.0058938632176470575,0.005893863729411763,0.005893863888235293,0.005893864047058822,0.005893864047058822,0.005893864047058822,0.005893864241176469,0.005893864241176469,0.005893864241176469,0.005893864241176469,0.005893864241176469,0.005893864082352939,0.00589386392352941,0.00589386376470588,0.005893863429411762,0.005893863094117645,0.005893862582352939,0.005893862070588234,0.005893861558823528,0.005893861047058822,0.005893860535294117,0.005893860182352941,0.0058938598294117645,0.005893859476470588,0.005893859123529412,0.005893858770588236,0.005893858417647059,0.005893858064705882,0.005893857711764706,0.00589385735882353,0.005893856676470587,0.005893856323529411,0.0058938556411764695,0.0058938556411764695,0.005893855311764705,0.005893855311764705,0.005893855311764705,0.005893854982352941,0.0058938546529411755,0.00589385432352941,0.00589385432352941,0.005893853994117646,0.005893853994117646,0.005893853664705882,0.005893853499999999,0.0058938535,0.005893853335294117,0.005893853664705883,0.0058938535,0.005893853829411766,0.005893853829411766,0.005893853994117648,0.0058938536647058825,0.0058938535,0.0058938536647058825,0.0058938536647058825,0.005893853829411765,0.005893853499999999,0.0058938536647058825,0.005893853335294117,0.005893853335294116,0.005893853170588235,0.005893852841176469,0.005893852676470586,0.0058938523470588216,0.005893852182352939,0.005893851852941175,0.00589385152352941,0.005893851358823527,0.005893851358823528,0.005893851035294116,0.005893850870588234,0.005893850870588233,0.005893850705882352,0.005893850705882352,0.00589385054117647,0.005893850541176469,0.00589385038235294,0.00589385038235294,0.005893850547058823,0.005893850711764706,0.005893850876470589,0.00589385087647059,0.005893850876470589,0.005893850876470589,0.0058938510411764705,0.00589385104117647,0.005893851364705881,0.005893851529411764,0.005893851529411764,0.005893851529411764,0.005893851529411764,0.005893851529411764,0.005893851529411763,0.005893851688235292,0.005893851688235292,0.005893851188235291,0.00589385086470588,0.005893850699999998,0.005893850364705881,0.005893850364705882,0.005893850364705881,0.005893850199999999,0.005893850199999998,0.005893850035294116,0.005893849711764704,0.005893849552941177,0.005893849217647058,0.005893849058823529,0.005893849058823529,0.0058938484,0.00589384774117647,0.00589384708235294,0.0058938467588235295,0.005893846258823529,0.005893845599999999,0.005893845276470588,0.005893844617647058,0.0058938439588235286,0.005893843299999999,0.005893842641176469,0.00589384198235294,0.00589384148235294,0.0058938409823529395,0.005893840658823528,0.005893840158823528,0.0058938394999999985,0.0058938394999999985,0.0058938394999999985,0.005893839335294117,0.005893839335294117,0.005893839335294117,0.005893839335294117,0.005893839011764705,0.005893839011764705,0.005893839011764705,0.005893839011764705,0.005893838847058823,0.005893838847058823,0.005893838847058823,0.005893838847058823,0.005893838847058823,0.005893838523529411,0.005893838199999999,0.005893837876470588,0.005893837552941176,0.005893837217647059,0.0058938368941176475,0.005893836570588235,0.0058938362470588234,0.005893836247058824,0.005893835923529413,0.005893835600000001,0.005893835276470589,0.005893835117647059,0.005893834794117647,0.005893834470588236,0.005893833970588236,0.005893833470588235,0.005893833294117647,0.005893833117647059,0.005893833117647059,0.005893832782352941,0.005893832958823529,0.005893832958823529,0.005893832958823529,0.005893832958823529,0.005893832782352941,0.005893832605882353,0.005893832429411765,0.005893832429411765,0.005893832252941177,0.0058938319176470595,0.0058938315823529415,0.0058938315823529415,0.0058938315823529415,0.00589383175882353,0.005893831935294118,0.00589383175882353,0.0058938319176470595,0.005893831741176471,0.005893831741176471,0.005893831741176471,0.005893831741176471,0.005893831741176471,0.005893831741176471,0.0058938315823529415,0.005893831405882353,0.005893831405882353,0.005893831741176471,0.005893831741176471,0.0058938319176470595,0.005893832094117648,0.0058938319176470595,0.005893831741176471,0.005893831741176471,0.0058938319176470595,0.0058938319176470595,0.0058938319176470595,0.005893831741176471,0.005893831741176471,0.0058938319176470595,0.005893831975,0.005893832220000001,0.005893832307142857,0.005893832407692308,0.005893832275,0.005893832636363636,0.0058938325000000005,0.005893832333333334
pNuLoCDScore	0.057549846013071865,0.047859930130719014,0.05215896542483664,0.05593888777777781,0.06249880483660128,0.0703131501307189,0.0771621395424836,0.08171791895424838,0.08450425895424837,0.06615491376470595,0.04281822299465243,0.02168069401960787,0.007842593529411745,-0.002292397352941178,-0.009489733215686191,-0.014955625772058778,-0.02769425529411762,-0.02317993294117654,-0.030044071176470732,-0.03634216823529418,-0.04841573764705881,-0.06768387623529415,-0.08744632564705879,-0.1048403603529412,-0.12051595870588239,-0.13205225752941177,-0.13825194776470584,-0.14282900835294116,-0.1477122995294117,-0.15638816011764706,-0.1647351842352942,-0.17489342923529413,-0.17657606205882354,-0.1771554862352941,-0.18673177758823517,-0.1977295592352941,-0.20455166147058823,-0.20368714329411755,-0.19564814358823526,-0.18634779258823528,-0.17672734888235292,-0.16640793723529415,-0.1546024571176471,-0.14176282382352942,-0.1287065461176471,-0.1154953923529412,-0.10193413204117646,-0.08802302042941176,-0.07496459484117646,-0.06948524195882352,-0.05758733966470589,-0.044280308311764695,-0.03213378180588235,-0.02170817401176471,-0.016981772088235304,-0.013574622500000005,-0.010418487888235293,-0.007640196917647055,-0.0054127726411764675,-0.004171095699999997,-0.0034465340529411742,-0.002936170464705884,-0.0026582404058823556,-0.0023872122705882346,-0.002127562488235293,-0.0018502219823529394,-0.0016039723588235268,-0.0013935888705882355,-0.0012035508764705882,-0.0010395821647058824,-0.0008916496058823525,-0.0007612611764705873,-0.0006489267294117647,-0.000546775941176472,-0.00045325436470588284,-0.00036619752352941206,-0.0002799372882352942,-0.000198003147058823,-0.00012252024117647125,-5.206012352941287e-05,1.4339976470587046e-05,1.4007076470587583e-05,1.342742941176471e-05,1.3291941176471304e-05,1.192310000000009e-05,1.1001752941176487e-05,1.0458770588236098e-05,9.784064705882674e-06,9.685158823529577e-06,9.809500000000984e-06,9.415176470589474e-06,8.138941176471376e-06,6.031252941176776e-06,3.858441176470169e-06,2.227117647058373e-06,1.8468235294102561e-06,3.0092352941166536e-06,3.077335294116891e-06,5.974352941173419e-07,-2.452070588235787e-06,-2.9690000000002353e-06,-2.0763058823534616e-06,-9.983294117664118e-07,2.4941176459195025e-09,1.2676588235288264e-06,2.5847235294116505e-06,3.694976470586947e-06,4.758941176470632e-06,5.403999999999652e-06,6.852888235295111e-06,9.15219411764829e-06,1.1522223529411915e-05,2.2943847058823352e-05,3.400314117647015e-05,4.7400888235293e-05,6.382051764705805e-05,7.955134117647051e-05,9.521111176470556e-05,0.0001122226941176474,0.00012998339999999945,0.00014797169411764725,0.00016550759999999984,0.00018151799411764667,0.00019584801176470486,0.00020840642941176435,0.00022092494117647004,0.00023230379999999995,0.00024321357058823545,0.0002445452529411772,0.00023630603529411869,0.0002273761941176478,0.00021705822941176563,0.00020556850000000033,0.00019300628823529491,0.00017802860588235405,0.00016158562941176544,0.00014381571764705923,0.00012523274117647205,0.00010792780588235462,9.331495882353071e-05,8.208875882353018e-05,7.253147647058849e-05,6.28773588235293e-05,5.333518823529438e-05,5.743924117647056e-05,6.658030588235254e-05,7.191842352941187e-05,7.624745882352929e-05,8.000441764705827e-05,8.251080588235309e-05,8.419801764705803e-05,8.751482352941167e-05,9.170349411764638e-05,9.647887647058762e-05,0.000101921958823528,0.00010619873529411732,0.00010858302941176446,0.00010936773529411636,0.0001098902058823516,0.0001107345588235286,9.757820588235204e-05,7.424545294117731e-05,5.8208329411764057e-05,4.6162405882353534e-05,3.649905882353085e-05,2.8982452941177066e-05,2.383152941176636e-05,1.9785464705881876e-05,1.4655505882353072e-05,9.124299999998912e-06,3.2126470588238892e-06,-3.1705470588247117e-06,-9.876000000000676e-06,-1.740518235293989e-05,-2.5766894117646225e-05,-3.480697647058762e-05,-7.642592352941156e-05,-0.00010245519411764773,-0.00013112187647058848,-0.00016428622352941333,-0.00020014863529411835,-0.00023889197058823627,-0.0002798407705882364,-0.00032343321764705807,-0.00036724227647058887,-0.0004113591000000005,-0.0004560905117647054,-0.0005005100117647055,-0.0005442392882352943,-0.0005868674000000006,-0.0006278085411764696,-0.0006677173941176456,-0.0006743120411764692,-0.0006494871235294113,-0.0006267390941176454,-0.0006032880470588226,-0.0005761854647058822,-0.0005450554176470576,-0.0005109088941176463,-0.00047456411176470537,-0.0004366425235294109,-0.0003972781058823524,-0.00035664321176470584,-0.00031525227058823435,-0.00027341433529411586,-0.00023159232941176357,-0.00018990702941176427,-0.00014854976470588237,-0.00010999137647058847,-0.00010375223529411701,-9.599022941176455e-05,-8.740888823529323e-05,-8.018393529411749e-05,-7.502481764705849e-05,-7.113601176470495e-05,-6.822212352941125e-05,-6.608027058823372e-05,-6.440263529411579e-05,-6.317184705882141e-05,-6.230185294117414e-05,-6.171636470588167e-05,-6.136821764705837e-05,-6.124985882352899e-05,-6.132668235294195e-05,-5.8921694117646146e-05,-5.404555294117718e-05,-4.939929411764809e-05,-4.4961758823529666e-05,-4.071698235294085e-05,-3.664373529411839e-05,-3.2724100000000936e-05,-2.8949811764707005e-05,-2.5309194117649307e-05,-2.179237058823596e-05,-1.8385617647061203e-05,-1.5087317647060998e-05,-1.190342352941267e-05,-8.828170588237767e-06,-5.853547058824564e-06,-2.9737058823533016e-06,-1.7433529411834542e-07,-1.0464705882309161e-07,-4.247058823462352e-08,7.482352939493231e-09,5.520588235163881e-08,9.415882352894339e-08,1.2667647058747789e-07,1.564117647050861e-07,1.833705882362674e-07,2.0771176470566616e-07,2.2468823529520066e-07,2.336117647053909e-07,2.4172941176514584e-07,2.4908235294295034e-07,2.5398823529521747e-07,2.5685294117745033e-07,2.4838235294054323e-07,2.2337058823516248e-07,1.9178235294119161e-07,1.6251176470673256e-07,1.3124117647072414e-07,9.43352941170858e-08,5.4258823529648725e-08,1.1376470589359589e-08,-3.593529411798774e-08,-8.654117647066001e-08,-1.3589411764717424e-07,-1.8278235293985728e-07,-2.301352941182916e-07,-2.771882352935878e-07,-3.2402352941225676e-07,-3.7004117647062434e-07,-4.661235294108404e-07,-5.464294117645332e-07,-6.164352941177495e-07,-6.811705882351499e-07,-7.428000000000295e-07,-7.972941176472015e-07,-8.472352941192585e-07,-8.934647058832235e-07,-9.349352941183733e-07,-9.713352941186429e-07,-1.003241176472311e-06,-1.0341058823536836e-06,-1.0614352941185762e-06,-1.085623529413493e-06,-1.1066764705903315e-06,-1.1242529411783359e-06,-1.087935294119373e-06,-1.0012176470605705e-06,-9.194058823540352e-07,-8.40217647059445e-07,-7.641411764718747e-07,-6.915352941177719e-07,-6.195705882349606e-07,-5.490176470590233e-07,-4.797823529405221e-07,-4.1249999999971865e-07,-3.466882352934353e-07,-2.829176470597883e-07,-2.2142941176386127e-07,-1.620058823524964e-07,-1.0459411764560805e-07,-4.948235293993769e-08,2.48235294212501e-09,-3.047058823139881e-09,-1.1041176469633873e-08,-2.2164705881441704e-08,-3.608235293970502e-08,-5.1664705880659356e-08,-6.968823529265172e-08,-8.939411764562893e-08,-1.1044117647057011e-07,-1.326470588230988e-07,-1.5616470588203368e-07,-1.8100588235203663e-07,-2.0682941176495412e-07,-2.3278823529405968e-07,-2.5943529411744104e-07,-2.862470588234356e-07,-3.1256470588245794e-07,-3.341176470564311e-07,-3.4745882352728297e-07,-3.5339411764631623e-07,-3.5426470588149905e-07,-3.5117058823537495e-07,-3.448176470596462e-07,-3.351647058832258e-07,-3.2317647058813237e-07,-3.0937647058863066e-07,-2.934470588241561e-07,-2.75352941175519e-07,-2.560823529401332e-07,-2.35376470586815e-07,-2.1338235294075109e-07,-1.9071176470507323e-07,-1.6922352941151075e-07,-1.4823529411855246e-07,-1.3052941176625726e-07,-1.1676470588247584e-07,-1.0560588235234564e-07,-9.605294117552565e-08,-8.800588235068074e-08,-8.12470588211836e-08,-7.552352941034984e-08,-7.062352941084732e-08,-6.621764705744965e-08,-6.295882352957971e-08,-6.005294117625987e-08,-5.7482352940931014e-08,-5.568823529394917e-08,-5.472352941193054e-08,-5.1747058822833314e-08,-4.725882352899641e-08,-4.2929411764140724e-08,-3.87705882355302e-08,-3.494117647214606e-08,-3.131764706072737e-08,-2.769411764930868e-08,-2.440000000138165e-08,-2.1558823530207216e-08,-1.8405882352100222e-08,-1.590588235168139e-08,-1.3558823529213893e-08,-1.1211764705879035e-08,-9.364705884015723e-09,-7.50588235402111e-09,-5.164705882583498e-09,-2.023529413475167e-09,-1.0470588241925927e-09,-4.117647065329799e-10,2.3529411839057213e-10,7.176470598335705e-10,1.2117647068057846e-09,1.3882352949481924e-09,1.7294117648364304e-09,2.2235294118086446e-09,2.882352940526689e-09,3.223529410414927e-09,4.1999999988301395e-09,5.011764705499522e-09,5.823529412168904e-09,6.635294117970925e-09,7.611764705518775e-09,7.282352942027115e-09,6.458823529828517e-09,6.1411764709987104e-09,5.9882352930473726e-09,5.65882352868835e-09,5.329411764329328e-09,5.15294117618692e-09,4.976470587177151e-09,4.799999999034743e-09,4.305882351195167e-09,4.129411763052759e-09,3.470588234334715e-09,2.635294116606901e-09,2.1411764705020486e-09,1.4823529417840042e-09,4.823529423103601e-10,-9.411764700928416e-10,-1.876470588288437e-09,-3.1411764708430545e-09,-4.74705882328591e-09,-6.0117647067078894e-09,-7.629411766414684e-09,-9.247058825254117e-09,-1.0676470589554565e-08,-1.1941176471241821e-08,-1.3370588235542269e-08,-1.4635294118096887e-08,-1.5900000000651504e-08,-1.6658823530704692e-08,-1.77470588251169e-08,-1.884705882592569e-08,-1.9605882355978876e-08,-1.9600000002346907e-08,-1.8835294120396473e-08,-1.7570588237841855e-08,-1.6305882355287238e-08,-1.504117647186526e-08,-1.3782352941207887e-08,-1.1811764706083638e-08,-1.0194117647244205e-08,-8.92941176555695e-09,-7.664705883002332e-09,-6.400000000447714e-09,-5.135294117893097e-09,-4.035294117951671e-09,-3.1117647061526532e-09,-1.8470588235980356e-09,-7.4705882365661e-10,1.764705881424078e-10,1.5882352984858406e-10,-1.9411764643623153e-10,-1.9411764643623153e-10,-1.9411764643623153e-10,0.0,-1.5882352898122232e-10,-7.058823525696312e-10,-7.058823525696312e-10,-7.058823525696312e-10,-7.058823525696312e-10,-7.058823525696312e-10,-5.470588235884088e-10,-3.882352937398248e-10,-2.2941176475860248e-10,1.0588235323238937e-10,4.411764703560195e-10,9.529411764894191e-10,1.8176470589076343e-09,2.3294117641736722e-09,2.4882352940222563e-09,2.6470588230034786e-09,2.4529411756998853e-09,2.6470588230034786e-09,2.841176470307072e-09,2.841176470307072e-09,2.841176470307072e-09,2.841176470307072e-09,2.6823529413258496e-09,2.3647058816286814e-09,2.047058823666237e-09,1.552941175826661e-09,8.82352940712039e-10,3.882352937398248e-10,-6.352941185269745e-10,-1.6588235290590503e-09,-2.329411765041034e-09,-2.999999999288294e-09,-3.511764704554332e-09,-3.864705880839148e-09,-4.4117647044275565e-09,-4.764705880712372e-09,-5.117647056997188e-09,-5.470588233282003e-09,-5.823529409566819e-09,-6.017647056870412e-09,-6.211764704174005e-09,-6.405882350610237e-09,-6.752941174997806e-09,-6.770588234158992e-09,-6.941176469536792e-09,-6.429411764270754e-09,-6.247058822496376e-09,-5.7352941172303384e-09,-5.2235294119643005e-09,-5.200000000038507e-09,-5.1764705889800755e-09,-5.152941177921644e-09,-4.800000001636828e-09,-4.776470589711035e-09,-4.423529413426219e-09,-4.400000000633064e-09,-4.2117647069614406e-09,-3.858823529809263e-09,-3.341176470043894e-09,-2.6588235276653327e-09,-2.141176469634687e-09,-1.8117647035409412e-09,-1.482352939181919e-09,-1.3176470574360888e-09,-1.6470588226624727e-09,-1.4823529409166425e-09,-9.882352930770666e-10,-6.588235278506827e-10,-4.941176452374907e-10,-4.941176469722142e-10,-3.2941176349166046e-10,-3.294117643590222e-10,-1.6470588261319197e-10,-3.2941176522638393e-10,-4.941176478395759e-10,-9.882352974138753e-10,-1.1529411782923438e-09,-1.6470588269992814e-09,-1.9764705913583036e-09,-2.470588237463156e-09,-2.305882355717326e-09,-2.141176472236772e-09,-2.6294117664443784e-09,-2.7941176481902086e-09,-2.9588235316707623e-09,-2.794117647322847e-09,-2.9588235308034005e-09,-2.794117647322847e-09,-2.794117647322847e-09,-2.788235294558239e-09,-2.458823529331855e-09,-2.1294117632381093e-09,-1.6352941153985334e-09,-1.3058823501721495e-09,-9.764705849457656e-10,-6.470588214541051e-10,-4.823529379735514e-10,-3.176470570950829e-10,5.88235363196965e-12,4.941176469722142e-10,6.588235304527679e-10,8.235294121985981e-10,8.235294121985981e-10,9.882352939444283e-10,9.8823529481179e-10,1.1470588229256506e-09,1.305882351906873e-09,1.141176469293681e-09,4.764705852089435e-10,-1.1764708998662776e-11,-1.7647059161185474e-10,-5.117647078681231e-10,-5.117647070007614e-10,-6.764705896139533e-10,-8.411764704924218e-10,-1.1647058829541979e-09,-1.4941176481805818e-09,-1.817647059774996e-09,-1.976470587021495e-09,-2.3117647058798485e-09,-2.470588234861071e-09,-2.470588233993709e-09,-3.2882352916929758e-09,-3.947058822145744e-09,-4.105882351126966e-09,-4.105882350259604e-09,-4.441176469117958e-09,-4.764705881579734e-09,-5.08823529404151e-09,-5.747058822759554e-09,-6.24117647059913e-09,-6.8999999993171746e-09,-7.394117646289389e-09,-7.72941176428038e-09,-8.070588236770704e-09,-8.235294118516534e-09,-8.400000001129726e-09,-8.900000000866548e-09,-8.90000000173391e-09,-8.241176471281142e-09,-7.582352941695736e-09,-7.4235294127145135e-09,-6.92352941211033e-09,-6.2647058825249236e-09,-5.941176470930509e-09,-5.6058823529395174e-09,-4.947058823354111e-09,-4.288235293768705e-09,-3.629411764183299e-09,-3.135294117211085e-09,-2.6352941174742628e-09,-2.135294116870079e-09,-1.8117647052756647e-09,-1.3117647055388426e-09,-9.764705875478508e-10,-1.299999999142265e-09,-1.6235294107366793e-09,-1.7823529405852634e-09,-2.1176470577088935e-09,-2.4411764693033078e-09,-2.764705881765084e-09,-2.764705881765084e-09,-2.764705880897722e-09,-3.0882352924921364e-09,-3.4117647040865506e-09,-3.5705882339351347e-09,-3.729411763783719e-09,-4.052941175378133e-09,-4.376470586972547e-09,-4.876470586709369e-09,-5.052941175719139e-09,-4.9058823522671324e-09,-4.758823528815126e-09,-4.435294117220712e-09,-4.435294118088073e-09,-3.935294118351251e-09,-3.6117647058894753e-09,-3.288235294295061e-09,-3.2882352951624227e-09,-3.1411764717104163e-09,-2.9941176482584098e-09,-2.8470588239390415e-09,-2.6882352940904575e-09,-2.541176470638451e-09,-2.552941176167667e-09,-2.3882352944218366e-09,-1.8882352938176528e-09,-1.711764705675245e-09,-1.3588235293904294e-09,-1.1823529412480216e-09,-1.0235294113994375e-09,-1.0411764696932613e-09,-1.217647057835669e-09,-1.217647057835669e-09,-1.217647057835669e-09,-1.0411764696932613e-09,-8.647058815508535e-10,-6.882352934084457e-10,-8.470588232570297e-10,-8.470588232570297e-10,-5.117647061333996e-10,1.5882352984858406e-10,1.5882352984858406e-10,3.3529411799099185e-10,3.3529411799099185e-10,-1.7647058293823736e-11,-1.7647058293823736e-11,-1.764705881424078e-10,1.764705881424078e-10,1.764705881424078e-10,1.764705881424078e-10,0.0,0.0,1.764705881424078e-10,3.9264705896380203e-10,8.141176474282807e-10,9.012605037272969e-10,6.665158364463353e-10,5.338235287838389e-10,7.187165767044701e-10,4.0588235290101027e-10,4.1568627446447737e-10,5.921568626068852e-10,5.921568626068852e-10,4.1568627446447737e-10,4.1568627446447737e-10,4.1568627446447737e-10,5.921568626068852e-10,5.921568626068852e-10,4.1568627446447737e-10
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	663...668
validnes_region	
nesbase_region	
