UniprotID	Q9BXT4-4
pNuLoCScore	0.2778650611111111,0.27055048499999995,0.2666433227272727,0.2622417633333333,0.25881464538461535,0.2571796314285714,0.2565726466666666,0.25613454874999997,0.25709989470588235,0.24617829588235296,0.23754774,0.23031653764705884,0.22887729058823528,0.23023106294117646,0.23514520882352938,0.24084786117647053,0.24869190823529408,0.2572992252941176,0.2625756511764705,0.26547697,0.2685237135294118,0.27131035411764703,0.2728802394117647,0.27339979,0.27490270470588235,0.2748859711764706,0.2794150076470588,0.28444090647058823,0.2915280723529412,0.2984905223529412,0.3036522488235295,0.3062723811764706,0.3072713023529412,0.3104529705882353,0.3119625588235294,0.3146723494117647,0.3194275588235294,0.3243576482352941,0.3302207788235294,0.33635713058823524,0.3441860047058823,0.35064205176470575,0.35809618764705875,0.35830560470588224,0.35684422294117646,0.35430880823529404,0.3529280464705882,0.3511542582352941,0.35108824941176475,0.35297495058823536,0.3530943488235294,0.35395355470588247,0.35247716000000007,0.350492425882353,0.34895845823529414,0.34594196764705887,0.3348584923529412,0.32986379117647063,0.328557894117647,0.3242802182352942,0.32077457647058827,0.31803067,0.31465919411764703,0.3100582282352941,0.3064622552941177,0.3036257594117648,0.3022061800000001,0.3000982076470588,0.29780329882352946,0.2972879358823529,0.2969099664705882,0.2973686752941176,0.29877708705882355,0.3084265064705882,0.31056544999999997,0.3091162688235294,0.3098818776470588,0.3132589117647059,0.3158212782352941,0.31924706764705885,0.32319724294117647,0.3279992352941176,0.33245219176470586,0.3360824652941176,0.34018053352941174,0.34468047058823525,0.34779438,0.3497582670588235,0.34690112882352947,0.3493503829411765,0.35293753058823535,0.35674929529411764,0.36082566117647064,0.36381136352941174,0.3679976576470589,0.3728907305882353,0.3768873305882353,0.3799219958823529,0.3837444082352941,0.3878055935294118,0.39113923411764706,0.3945038988235293,0.398230644117647,0.4026730170588235,0.4078973852941177,0.41749535470588245,0.42173613411764704,0.4241087811764706,0.4260805770588236,0.4284735970588236,0.43202525529411767,0.4344135905882353,0.4358005052941176,0.43810678647058815,0.44124698823529407,0.44373277999999994,0.44626689294117644,0.4493837123529411,0.452641128235294,0.4553966876470588,0.4604136111764706,0.46189741117647054,0.45834309117647054,0.4543337076470588,0.4508041605882353,0.44748202705882356,0.44481174117647054,0.4424981623529412,0.44013350764705883,0.43792361470588237,0.43596451705882355,0.4345716394117647,0.43272271117647054,0.43123266411764705,0.4300881288235294,0.4287629958823529,0.4271201358823529,0.4232038752941177,0.42236753941176475,0.4261668029411765,0.43015654000000003,0.43414043058823537,0.4379211482352941,0.4409114511764706,0.44351403352941177,0.4461248,0.44861128647058823,0.4497902805882352,0.4495660323529411,0.44757379117647056,0.44426514117647065,0.4410426811764706,0.4290975329411765,0.4156379011764706,0.4024084158823529,0.38904209647058824,0.37656027647058826,0.36461310176470585,0.35312433235294116,0.3422662858823529,0.33178777705882345,0.32113689352941177,0.31007892529411757,0.2978693747058823,0.287170515882353,0.2778731905882353,0.27161732000000005,0.2674996817647059,0.2639270335294117,0.2691158323529412,0.27535629352941177,0.2805298235294118,0.2854639023529412,0.28939958882352945,0.293540395882353,0.2972209270588235,0.3010736552941176,0.30410373176470584,0.3071911470588236,0.3106075164705882,0.3152646647058824,0.3187468,0.32141146411764704,0.3228218535294118,0.3283646282352941,0.3328906305882353,0.33703246,0.3414753882352941,0.34704434647058824,0.35282463294117644,0.3586862082352942,0.36374961823529417,0.3685299694117647,0.37208321470588235,0.37556373235294116,0.3789698405882353,0.38210073352941176,0.38458908647058826,0.38778380411764707,0.3909282452941176,0.3938676505882353,0.3898024494117647,0.38475719941176467,0.3808788311764706,0.37757207941176474,0.37387724294117647,0.3704752747058824,0.36731917882352944,0.36396797000000003,0.3610041511764706,0.35889118352941185,0.35691546705882354,0.35512860470588237,0.3535393988235294,0.35161409705882346,0.3495945894117647,0.34727063058823526,0.3453150335294118,0.34552341294117644,0.3457121194117647,0.3441266288235294,0.34250715470588233,0.34079059,0.33908694176470583,0.3372074199999999,0.3352788676470587,0.3333842935294117,0.33170341882352933,0.3304122664705882,0.3289631741176471,0.3274269288235294,0.3262366941176471,0.3248283117647059,0.3237377623529412,0.3226991617647059,0.3209900982352942,0.3202538535294118,0.3205189870588236,0.32067698,0.32061298470588234,0.3207916217647059,0.3211111864705883,0.3217975182352942,0.32242889764705884,0.3227000141176471,0.3226784105882353,0.3228552805882353,0.3232924876470588,0.32339810235294114,0.32581196647058824,0.32761386941176474,0.32998524764705883,0.33278662294117645,0.33562124764705875,0.33841673352941176,0.3413693564705883,0.3444313152941177,0.3473253782352942,0.35006594411764713,0.35271279882352946,0.35500653000000004,0.3570867282352941,0.3590272535294117,0.3605939052941176,0.362245414117647,0.36456843117647053,0.3647187764705882,0.3655995876470588,0.3658479641176471,0.3655996935294118,0.36495295117647064,0.36418543176470586,0.36330362647058817,0.3624354570588235,0.3613695776470588,0.36031937352941174,0.35922106176470586,0.3583913135294118,0.35760685882352944,0.35688322941176465,0.3573301594117647,0.35769526176470595,0.3577420447058823,0.3568986547058824,0.3563054605882353,0.35578785294117643,0.3554052470588235,0.35525366235294115,0.3550469964705881,0.3547291323529412,0.35437118882352936,0.35417572529411767,0.3540607723529412,0.3538779629411765,0.35345852176470594,0.3530240111764706,0.35204226117647064,0.3500173211764706,0.3478635776470589,0.3460064441176471,0.34503434000000005,0.3437495005882353,0.3412040023529411,0.3381050894117647,0.3359894211764707,0.3339428011764707,0.3317875164705882,0.32956691058823534,0.3276102341176471,0.3256735058823529,0.3238788817647058,0.32225269,0.3231006447058823,0.32415090294117643,0.32504293764705877,0.3257875047058823,0.3254993188235294,0.3240628170588235,0.32138791647058834,0.3197507888235295,0.31894049705882355,0.3175659276470589,0.3162292811764706,0.31549493823529423,0.3149926935294118,0.31405477941176474,0.31275921235294124,0.31151371235294123,0.3105404682352942,0.3075027994117648,0.30483299882352943,0.30263755588235297,0.3008941476470588,0.30030390470588236,0.3009297411764706,0.3028140564705883,0.30487234470588237,0.306471525882353,0.30779295882352947,0.30916502764705883,0.3102123052941177,0.31122989941176465,0.3123570929411764,0.3138642494117647,0.31625679176470584,0.31814625235294114,0.3204108194117646,0.32288315176470583,0.32436695588235287,0.32579801294117644,0.32737298294117645,0.32868931470588236,0.329666061764706,0.33067837176470594,0.33203319823529415,0.3334388052941176,0.3347333935294118,0.3358879805882353,0.33697571,0.3382650676470589,0.3394194076470589,0.33966694999999997,0.34025337352941176,0.3402845552941177,0.33993888352941176,0.3397042582352942,0.3388119517647059,0.33745012588235296,0.33637527176470594,0.33573803764705884,0.3349033317647058,0.33403588470588236,0.33304884588235295,0.33211306529411766,0.33119583117647056,0.33017510529411764,0.330041185882353,0.33008734117647065,0.3298661764705883,0.32921326882352947,0.3282620364705883,0.32788514176470596,0.3281344064705883,0.32873155941176474,0.32953945235294113,0.33045921352941177,0.331482404117647,0.3328262611764706,0.3340224582352941,0.33507207,0.33595386294117646,0.3368499088235295,0.3377602558823529,0.33764976941176467,0.3374939452941176,0.33740381352941173,0.3377348017647059,0.3383479582352941,0.3385042717647059,0.33877849117647063,0.3392440629411765,0.33970516882352947,0.34002846235294115,0.34020549882352946,0.3403283988235294,0.34046367823529405,0.34074226176470584,0.3411051482352941,0.3396982935294117,0.33882831352941173,0.3386067088235294,0.3387789329411764,0.33924331764705873,0.3396844447058823,0.33995376999999993,0.3404334888235294,0.34079118176470585,0.3410766370588235,0.3413032576470588,0.3416184829411764,0.3418891311764706,0.34202918411764704,0.3421455517647059,0.3420564217647059,0.3420434805882353,0.34390307941176473,0.3452954382352941,0.3461257241176471,0.3464331876470589,0.34664745235294125,0.3468891247058824,0.3472488194117648,0.3474631511764707,0.347659875882353,0.34785595117647056,0.3479384682352941,0.3479017123529411,0.34797062823529407,0.34815453176470573,0.34832593529411754,0.3476319617647058,0.3466236517647058,0.34591332882352926,0.34527074058823526,0.34493177411764697,0.34473898941176473,0.34410925294117645,0.34285985705882355,0.34074650941176476,0.33837251294117643,0.33605819823529415,0.33368186058823524,0.33125915823529406,0.3290349376470588,0.32687959000000005,0.3247436011764706,0.322645245882353,0.32166431058823536,0.3210336911764706,0.32013367176470586,0.3192195423529412,0.317996854117647,0.31670965999999995,0.31584378470588226,0.31549573,0.3160175423529412,0.31681828647058824,0.317647385882353,0.3185406911764706,0.31960477235294116,0.3205339629411764,0.32135881823529405,0.32357591117647055,0.3253476647058824,0.32575952823529414,0.3251362917647059,0.32381692529411765,0.322807824117647,0.32180646705882354,0.32057230647058826,0.3193858447058824,0.31850942000000004,0.31779490941176475,0.3171287729411765,0.31633718411764705,0.3157357941176471,0.31531251000000005,0.3149559164705883,0.3146665176470589,0.3129656470588235,0.3117316817647059,0.3117518664705882,0.3127896870588235,0.3144819458823529,0.31587651882352935,0.3172499864705882,0.3188568705882353,0.3203324970588235,0.32161221764705883,0.32273995294117647,0.3238064676470588,0.3250168823529411,0.3260881482352941,0.32700620999999996,0.3275258694117647,0.3283316264705882,0.32914917529411764,0.32965974470588244,0.3303365764705883,0.3312019129411765,0.3321456764705882,0.3333833129411764,0.3346453064705882,0.3357785264705882,0.3369558358823529,0.33816830647058826,0.3393645829411765,0.34053396294117655,0.3417246358823529,0.3428817229411765,0.3440473817647059,0.3455552794117647,0.34680730941176474,0.34805304470588233,0.34959316647058825,0.35106475470588233,0.35223481647058824,0.35324369999999994,0.35390720823529404,0.3544185005882352,0.35505265117647056,0.35569709294117646,0.3562258076470588,0.3567456741176471,0.3573100041176471,0.3577729029411765,0.35854116823529414,0.35846491529411767,0.35882976588235294,0.3591675911764706,0.3595289811764706,0.35988804647058825,0.36018906352941177,0.3606289235294118,0.36106532823529414,0.36128640588235295,0.36153592999999995,0.3617783270588235,0.36205328,0.362310288235294,0.3625237723529411,0.3625727129411764,0.3626293405882353,0.36224950647058823,0.3627048888235294,0.3626086017647059,0.36243314529411763,0.3622299182352941,0.36202484999999995,0.3618748411764705,0.36164289470588235,0.36151038647058825,0.36162205,0.3617254176470588,0.3616986047058824,0.36153112823529415,0.3612550152941177,0.3609593676470588,0.3612843888235294,0.3613262417647059,0.3618028094117647,0.362210085882353,0.3625174152941177,0.3629311082352941,0.36307991117647065,0.36287253941176467,0.36234723470588237,0.36166570941176474,0.36096413058823523,0.3602092552941176,0.35959219647058827,0.35911663352941176,0.35880982176470594,0.35884095941176475,0.35885276470588234,0.3583952705882353,0.3583010723529412,0.3579197605882353,0.3575957394117647,0.3574504235294118,0.35723495764705887,0.35726378000000003,0.35751723647058825,0.35773955294117643,0.35785491176470585,0.35795837764705885,0.3580373729411765,0.35805114764705886,0.35804981176470596,0.3580100400000001,0.35992377176470597,0.3614179282352942,0.36194117411764704,0.36198746411764715,0.3621452547058824,0.36236409882352943,0.36257759117647065,0.36271233823529414,0.36270388823529415,0.36282516470588233,0.3632924617647059,0.36405957823529417,0.36489719882352945,0.3658019976470589,0.3667291670588236,0.3676371982352941,0.36854785176470584,0.36730584882352935,0.3665560194117647,0.366654804117647,0.367147565882353,0.3675197129411765,0.36775334,0.3679769476470588,0.3682562588235294,0.3686287670588235,0.36897481764705886,0.3692799882352942,0.3695028676470588,0.3696469929411764,0.3697482770588235,0.36972548352941176,0.3696519505882353,0.36958986,0.36967709823529415,0.3698790247058823,0.3700336076470588,0.37003267705882353,0.3700071888235294,0.37012471176470596,0.37025695882352944,0.3703533917647059,0.37043710647058825,0.37047227000000005,0.37050088000000003,0.3705464664705882,0.3706446299999999,0.3707383705882353,0.37081914705882346,0.3709419329411765,0.37091430117647056,0.37075135941176474,0.3704871935294118,0.3704053976470588,0.37054504235294117,0.37063814588235294,0.3705441964705883,0.3703565735294118,0.37018111000000004,0.3700283676470589,0.3698823911764706,0.36968499000000005,0.3692619241176471,0.36846618999999997,0.36156868882352944,0.3582011070588236,0.3557907158823529,0.3546177347058823,0.3534567364705883,0.35265518,0.3519986929411765,0.35149075647058825,0.35097547176470595,0.35065312823529415,0.35050218647058823,0.35041318058823523,0.350319525882353,0.35020295235294124,0.35009287411764706,0.3501208576470588,0.35034959411764705,0.3563842117647059,0.3590481870588236,0.36076471352941175,0.3613974664705882,0.36202846352941176,0.3623238029411764,0.3624871864705882,0.36250737117647047,0.36255286,0.3625377294117647,0.36234885470588235,0.36215661352941175,0.3620339511764706,0.3619319364705882,0.3618615088235294,0.3608062029411765,0.36030461058823526,0.36029397529411755,0.3606253,0.3607440325,0.36079996133333325,0.360808755,0.36076931,0.3606416575,0.3604146045454546,0.360163628,0.35981968222222227
pNuLoCDScore	-0.02076516640522874,-0.03168676522875813,-0.04031732111111108,-0.04754852346405225,-0.04898777052287581,-0.04763399816993463,-0.04271985228758171,-0.03701719993464056,-0.02917315287581701,-0.013251259705882368,-0.004067671550802177,0.003235206666666657,0.00970906814479644,0.014130722689075614,0.016307592745098076,0.017265241250000007,0.017802810000000002,0.028707675294117663,0.04186726764705878,0.05412436882352939,0.06265078176470593,0.06825945941176476,0.0685070400000001,0.06542452000000007,0.05857939411764712,0.053153745294117705,0.049386907647058886,0.04919537941176472,0.05090384529411762,0.05304729411764708,0.0573405394117647,0.06295734058823527,0.06928329999999994,0.07575608058823513,0.07868117999999996,0.07386469823529401,0.06531615058823526,0.055818285882352825,0.049275797647058694,0.044881877058823516,0.04381694705882355,0.04252198000000007,0.04113179,0.03928120529411777,0.033049601176470655,0.026134777647058904,0.01873767941176474,0.009584837058823625,-0.009327512352941103,-0.02077826058823512,-0.02953829352941173,-0.03402538647058806,-0.03606964647058819,-0.03627813823529402,-0.03826885235294114,-0.041096030000000006,-0.04462599411764706,-0.049349191176470575,-0.05088816882352931,-0.053855347058823666,-0.054673861176470606,-0.053204490000000104,-0.05204849176470594,-0.04857329235294128,-0.03608140529411763,-0.02143728470588241,-0.017992444117647055,-0.015163949411764799,-0.010892698823529445,-0.004771758235294132,0.0011620841176470664,0.009188839411764738,0.016734987647058774,0.024373475882352835,0.03024601176470576,0.035984257647058815,0.04237723470588228,0.04739253470588234,0.05088441352941181,0.05238959176470592,0.048124041764705916,0.04092387647058826,0.042372080588235383,0.04763302647058826,0.05094378352941181,0.05055245176470585,0.052176379411764784,0.05364366294117645,0.05369008764705885,0.051922760588235306,0.05129221647058824,0.05172312823529418,0.05095870058823532,0.049823428235294065,0.05043626411764701,0.05291475000000001,0.060996256470588206,0.06814497176470596,0.0687986035294117,0.06735948588235297,0.06525491588235294,0.06466223352941186,0.06402759764705879,0.06152286000000001,0.05891317470588231,0.058184790588235225,0.05750257999999997,0.05592718647058814,0.05512765882352938,0.05487981352941179,0.054410484117646984,0.052723670588235294,0.05251622588235294,0.04440205647058809,0.0366069570588235,0.03022492647058822,0.02472358352941173,0.019008429999999965,0.012786485882352872,0.008084571764705895,0.0043330023529412065,-0.00018317176470578067,-0.005282471176470516,-0.00916114058823525,-0.013544181764705898,-0.018151048235294065,-0.022552999411764585,-0.026633691764705925,-0.03329347529411769,-0.03869353588235286,-0.03597555176470579,-0.028166904705882345,-0.02064762058823527,-0.01334159647058819,-0.006890592941176443,-0.0015867111764705788,0.003380525882352936,0.008201185294117619,0.01264676941176468,0.015218641176470538,0.016843321176470583,0.016341127058823512,0.01417701235294122,0.012279685294117715,0.001977397058823549,-0.00756597411764709,-0.01995912352941187,-0.03712470647058824,-0.05359626352941177,-0.06952732882352952,-0.08479681588235294,-0.09864516529411771,-0.11172625647058831,-0.12498790647058822,-0.13853236117647066,-0.1519209058823529,-0.16239551647058814,-0.16970060058823527,-0.1726478211764706,-0.1735429994117647,-0.16517049941176476,-0.14652206882352942,-0.1270521223529411,-0.10851227294117644,-0.09109637411764704,-0.0752135129411764,-0.059583936470588184,-0.04504535882352939,-0.030714121764705837,-0.01703316176470593,-0.0028877782352939585,0.01273814176470589,0.028094148823529397,0.04087360941176471,0.04979414411764699,0.055322171764705885,0.0644375947058824,0.06377479823529414,0.06167616647058821,0.060945564705882305,0.061580444117647015,0.06342504411764699,0.0651458123529412,0.06652869117647064,0.06745631411764708,0.0679794829411765,0.06837258529411755,0.06836232411764709,0.06683606882352938,0.06584228647058826,0.06637234000000003,0.06810639176470584,0.0655030223529412,0.05691181882352936,0.047724739411764694,0.03940344294117648,0.0305277329411765,0.021052610000000027,0.011789066470588194,0.0035695605882352655,-0.004561999411764661,-0.011079063529411737,-0.01667254882352931,-0.022054373529411753,-0.026972128823529395,-0.031049687647058843,-0.03616970705882361,-0.04133365588235294,-0.046597020000000045,-0.04448741588235289,-0.03923378647058823,-0.03516671176470587,-0.03344545058823534,-0.031370088235294136,-0.02968468470588237,-0.028232237058823606,-0.026760550000000105,-0.02572528352941189,-0.02550689000000017,-0.025212048235294215,-0.024716338235294177,-0.024576224705882332,-0.024187168235294043,-0.02335789529411758,-0.022442318823529372,-0.02157727117647057,-0.022824251176470522,-0.024722021176470543,-0.023872775294117576,-0.021988167647058743,-0.020113610000000004,-0.018473957058823487,-0.016415798235294043,-0.014167681176470437,-0.011586775294117502,-0.009274521176470485,-0.007712252352941096,-0.006284763529411763,-0.004571648235294101,-0.0029442064705882953,-0.001430209411764749,0.002074204117647027,0.004914707647058814,0.008995149411764658,0.012532769411764622,0.015102260588235161,0.01773975352941176,0.02075637176470596,0.02363969352941181,0.026214191764705908,0.028268425882352954,0.030283901176470618,0.03230651588235295,0.03440831764705876,0.03617197294117641,0.0373014176470588,0.03884731176470585,0.03875646470588229,0.037104907058823466,0.03561433999999997,0.03306134117647064,0.029978445882353044,0.02653621764705888,0.022816075294117555,0.01887231117647048,0.015110078823529327,0.01130363352941166,0.007606574705882274,0.00421453176470582,0.0013045852941176994,-0.0014203947058822886,-0.003710675882352965,-0.004915254705882277,-0.006873169411764579,-0.0069767317647059235,-0.00870093294117641,-0.009542503529411772,-0.009811840588235365,-0.00954770411764716,-0.008931769411764712,-0.008256630000000043,-0.007706324705882339,-0.006998388823529433,-0.0061436482352940636,-0.0051602894117646625,-0.004513350588235265,-0.0041483370588235036,-0.0038592182352940596,-0.005287898235294075,-0.0076779405882353435,-0.009878467058823392,-0.010892210588235307,-0.011271120588235262,-0.01203835235294115,-0.014201244705882354,-0.017148572941176443,-0.019057575294117446,-0.020786331176470496,-0.022583672352941175,-0.02460881470588233,-0.026450538235294085,-0.02820445705882363,-0.02957964000000013,-0.03077132117647058,-0.02894161647058835,-0.025866418235294175,-0.022820640000000114,-0.02021893941176478,-0.019535021176470657,-0.019686683529411775,-0.019816085882352785,-0.01835430058823523,-0.017048924117647135,-0.016376873529411806,-0.015558235294117595,-0.014071972352941109,-0.012617540588235332,-0.011618726470588148,-0.011119669411764566,-0.010738977647058778,-0.012560176470588102,-0.01664810352941165,-0.02020993882352934,-0.02314994882352933,-0.024605171176470597,-0.02375891235294114,-0.020458175294117753,-0.016936732352941186,-0.014068152352941177,-0.011094401764705886,-0.008436322352941117,-0.006329910588235399,-0.004780388235294086,-0.002824880000000085,-0.000402119411764823,0.0023505370588234875,0.005716323529411649,0.010643452941176357,0.015577820588235147,0.020245595882352863,0.023472808235294074,0.025494108235294077,0.02644324176470586,0.025875258235294074,0.024793717058823606,0.024206845882352945,0.024240239411764675,0.024273777647058792,0.024521088235294086,0.02465808117647067,0.024618617058823566,0.024400818235294164,0.023162615882353077,0.02152069764705883,0.019842554117647182,0.017401403529411885,0.015571927647058892,0.01390624529411777,0.01143896882352946,0.008760811176470595,0.0067092099999999655,0.005059665882352904,0.002870133529411678,0.0005970794117647338,-0.0016845476470588316,-0.0037749152941176645,-0.005779878823529427,-0.008089962352941238,-0.00937822176470593,-0.009579608823529318,-0.01038719705882346,-0.011071286470588249,-0.011676847058823436,-0.011819116470588253,-0.01067754529411763,-0.008718566470588218,-0.00683581941176481,-0.005278824117647074,-0.0034209276470588135,-0.0012096235294117852,0.0009736123529411334,0.00295900470588234,0.004758031764705906,0.006674803529411855,0.007719069999999939,0.007562428235294016,0.0076277688235292795,0.008190544705882263,0.009472765294117558,0.010462816470588165,0.010369865294117597,0.010046931764705891,0.009704610588235352,0.009245955294117703,0.00854605823529414,0.007379237647058889,0.006305940588235304,0.005391608235294054,0.004788398823529383,0.004255239411764589,0.001938037647058799,0.0011785441176470624,0.0011127635294118088,0.0013751194117646581,0.0015085158823528455,0.0013364864705882051,0.0014494982352940555,0.0016549976470587868,0.0015471188235293698,0.0013714682352940488,0.00127479529411767,0.0014129841176469538,0.0015607323529411854,0.001565505882352991,0.001403290000000057,0.0009512735294118224,0.0023451870588235835,0.005074765882353005,0.006688729411764738,0.007346791176470691,0.007189870000000154,0.0069630076470589275,0.006935354705882468,0.006815330588235358,0.006671969411764844,0.006583238823529458,0.006552693529411735,0.006319985294117703,0.006012581176470522,0.005941444117647021,0.006008979999999831,0.00626951352941163,0.005588481176470483,0.002720572352941042,0.0006178905882351371,-0.0008549835294118235,-0.0015014135294119102,-0.0019084629411765253,-0.0027798717647059545,-0.004388962352941228,-0.006716641764705933,-0.009287362941176547,-0.01179775294117641,-0.014256607647058883,-0.016642554117647035,-0.018935690588235243,-0.02127494176470568,-0.02358233411764693,-0.024986715882352795,-0.024959341176470418,-0.02487963764705864,-0.025137068823529396,-0.025712231764705773,-0.02674213529411773,-0.027399592941176498,-0.02701607235294129,-0.02525077941176479,-0.022354970588235212,-0.019239911764705908,-0.016034474705882262,-0.012718467058823457,-0.009430165294117665,-0.006345627058823633,-0.003384782941176556,0.0009306652941175608,0.003683354117647031,0.004725837058823512,0.005002620000000013,0.004597382941176453,0.0048109700000000255,0.005096807058823594,0.004728521764706006,0.003890114705882408,0.0024918776470588266,0.0009766229411765082,-0.0005186129411764995,-0.0022035070588235506,-0.003868978235294085,-0.005221452941176374,-0.0064029017647057596,-0.008909393529411669,-0.012382017647058874,-0.014027846470588246,-0.013384425294117652,-0.011027238235294168,-0.008325878235294126,-0.005929948235294191,-0.0033223200000000452,-0.0005289741176470741,0.0018230770588234524,0.0038173082352940813,0.005611179999999993,0.00746928352941173,0.009281088235294055,0.010775638235294038,0.012050293529411671,0.012859351764705818,0.015365979411764707,0.017417493529411743,0.017907878235294217,0.0175468894117648,0.016719967058823615,0.01626915764705883,0.016133326470588183,0.015788435882352903,0.015446029411764706,0.015343618235294065,0.015428353529411798,0.015558115294117714,0.015517080588235421,0.015636487647058828,0.01587551294117656,0.016521512352941192,0.017223652941176504,0.017658134117647106,0.01839329999999989,0.019256589999999962,0.01986284176470582,0.02008914000000006,0.019860387058823536,0.019261901764705824,0.018639974117647007,0.018096815294117663,0.017528786470588198,0.016861224705882305,0.016211711176470578,0.015585368235294161,0.014891179999999948,0.014493786470588244,0.012909635882352943,0.012022456470588194,0.011114546470588293,0.00993581470588234,0.00882329176470592,0.007954247058823527,0.007385223529411844,0.007158120000000101,0.006867905294117738,0.0064832788235293926,0.00608123411764705,0.0058274723529411765,0.00556461411764686,0.005213768235294014,0.004799809999999904,0.004088172352941177,0.003784591176470564,0.0038751229411764787,0.0034410105882352604,0.0029041641176470456,0.0023418717647058496,0.0018357864705881854,0.0012459176470587252,0.0005775664705882089,0.0002239805882353063,8.612000000002284e-05,-5.29094117647233e-05,-0.00035467529411759013,-0.0007791599999998344,-0.0012687570588233998,-0.001613345294117552,-0.0013449517647058928,-0.0009232647058823318,-0.0009020794117647335,-0.00039851588235290114,8.427000000005291e-05,0.0007011900000000182,0.0010550611764706952,0.0009976982352941643,0.0007043400000000255,0.00015532294117648338,-0.0006579194117647402,-0.0015161623529411639,-0.0021064082352941216,-0.0024144947058823973,-0.002445193529411749,-0.002118408235294078,-0.00243162411764708,-0.0029309711764706203,-0.0035017370588235064,-0.004290325294117658,-0.004921675882352983,-0.0054806847058823105,-0.005844953529411778,-0.005608759411764641,-0.0048299982352941195,-0.0039261564705883045,-0.0031092188235293805,-0.00225087764705878,-0.0015548235294117752,-0.00106548588235289,-0.0007600099999999776,-0.0008309194117646634,0.0010710070588236253,0.0030226576470588906,0.003640101764705861,0.004067703529411826,0.004549515294117679,0.004913675294117625,0.005342633529411778,0.00544855823529411,0.005186651764705896,0.0050856117647059,0.005437550000000069,0.006101200588235323,0.0068598258823529545,0.007750850000000031,0.008679355294117619,0.009627158235294031,0.008624079999999867,0.005887920588235174,0.004614845294117653,0.004667339999999853,0.005002311176470597,0.005155614117647089,0.005175748823529336,0.005264609411764654,0.005552370588235267,0.005803602352941195,0.005682355882352941,0.005220410000000009,0.004605668823529363,0.003844995294117526,0.003019109999999936,0.002088285294117642,0.0011040988235294646,0.002284011176470646,0.003121078823529466,0.0032242205882352937,0.0028860417647058045,0.0025129641176470097,0.002253848823529414,0.0021477641176471662,0.002000700000000022,0.0017246247058823605,0.0014622888235293896,0.0011922817647058714,0.0009980123529412244,0.0008994735294117762,0.0008963529411764037,0.0010128870588235195,0.001167196470588161,0.0013520729411765076,0.0012372029411764074,0.0008723347058824382,0.00045358588235300257,0.00037272058823528686,0.0005378535294117692,0.0005134341176469825,0.0002872376470588467,3.181764705928458e-06,-0.0002559964705882156,-0.0004439023529411723,-0.0006184888235294395,-0.0008614764705881517,-0.0013827058823528415,-0.0022721805882353063,-0.009250458235294023,-0.012740825882352924,-0.01512358529411767,-0.01613362470588242,-0.0170304570588235,-0.017750217647058808,-0.01854634941176464,-0.019147389411764693,-0.019568724705882334,-0.01970344529411766,-0.019678923529411807,-0.019615187058823647,-0.019562865294117604,-0.019482037647058803,-0.01916905000000002,-0.018345332352941168,-0.011219094705882393,-0.0018168952941176597,0.003257471176470683,0.0061469788235294365,0.007940729999999896,0.009373283529411747,0.01032510999999986,0.010996429999999946,0.011531899411764523,0.011899731764705823,0.01203554294117648,0.011935674117647121,0.011837087647058764,0.011830998823529337,0.011839062352941132,0.011740651176470607,0.010456608823529445,0.003920398823529347,0.0012457882352939764,-0.00013941352941176932,-0.000653433970588202,-0.001228502196078507,-0.0015150479411764062,-0.0017178764705881866,-0.0018657136764704818,-0.002138255454545379,-0.0023741014117646952,-0.0025291724836600804,-0.0023369313071894826,-0.0022142689542483107,-0.002112254248365919,-0.0020418266013071396,-0.0009865207189542202,-0.00048492836601299327,-0.000474293071895282,-0.0008056177777777118
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
