UniprotID	Q8N8J6-3
pNuLoCScore	0.35685589333333334,0.35247573,0.34719434727272724,0.3441587466666667,0.3408358307692308,0.33648079000000003,0.3214469813333334,0.31441217125000004,0.31158375941176475,0.2971346411764705,0.2857825870588235,0.2752542688235293,0.27093444,0.27030299882352943,0.2745245135294118,0.26846644764705885,0.2601788335294118,0.2559700988235294,0.25635795705882347,0.2576945876470588,0.25687098823529414,0.2573961576470588,0.2605230929411765,0.27375609705882353,0.2768772241176471,0.27753878294117645,0.28848018352941174,0.2996792147058823,0.309340834117647,0.32250495,0.3366908264705883,0.3484981635294118,0.35975392235294124,0.369410775882353,0.3802872329411765,0.3892692388235294,0.39659453647058823,0.40660497352941183,0.4142879664705883,0.4210654747058824,0.4268779376470589,0.436997375882353,0.44671664823529406,0.44984756,0.45060700764705885,0.4531062829411765,0.4517346864705882,0.44779734823529405,0.44524687411764696,0.4419725647058823,0.4394666835294117,0.436983784117647,0.4347890282352941,0.43437741058823526,0.43127829176470583,0.42924658352941175,0.4199223335294118,0.4172952217647058,0.41831514823529403,0.42135984411764704,0.42291623529411765,0.42207022294117646,0.42210254235294126,0.4227809976470589,0.4229643276470588,0.4203961017647059,0.4188888711764706,0.4177379505882353,0.4167631552941176,0.41547769941176466,0.41436070941176467,0.41445765117647065,0.415154155882353,0.42293908235294125,0.4250192411764706,0.4235024852941176,0.4186218905882353,0.4154786835294117,0.4155628911764705,0.41442657470588234,0.41339414999999996,0.41331735823529403,0.4146195123529412,0.4159009252941177,0.4170335405882353,0.4180467264705882,0.41889268470588237,0.42027780411764704,0.4284360588235295,0.4381874682352941,0.44693453,0.45751786529411775,0.4680918241176471,0.47922260235294123,0.49026787117647064,0.5002937064705882,0.5106620570588235,0.5202925229411766,0.5303432994117647,0.5405893735294117,0.5496937764705884,0.5583617411764705,0.5661438011764706,0.5738175282352942,0.5809293488235295,0.5812523547058824,0.5799172752941176,0.5792198252941176,0.5764575429411765,0.5736752088235293,0.5713026999999998,0.5687256352941175,0.5667111117647059,0.5645059082352941,0.5630471517647058,0.5616600458823529,0.5603030688235294,0.5593662764705882,0.558465108235294,0.5581696635294117,0.5565279870588236,0.5537072394117647,0.5508346217647059,0.5490809188235294,0.5483631088235295,0.5468194464705883,0.5460662576470589,0.5454085611764706,0.5449551641176471,0.5448947052941177,0.5450564641176471,0.5452344294117646,0.5455747,0.545801338235294,0.5460498229411764,0.5461795111764705,0.5461045029411764,0.5477678794117646,0.5505629447058823,0.5533598888235294,0.5550593870588234,0.5556782658823529,0.5572251252941176,0.5580998052941176,0.55879868,0.5592850182352942,0.5594774970588237,0.5596461758823531,0.5597170847058823,0.5595846082352941,0.5597000258823528,0.559692794117647,0.5565813088235293,0.5552078264705882,0.5533265223529411,0.5522465458823529,0.551446494117647,0.5510312782352941,0.550899695882353,0.5510886282352941,0.5514112870588237,0.5513637323529412,0.5516412264705882,0.5517949570588235,0.5517714664705882,0.5518015629411764,0.5517321664705883,0.5516904370588236,0.5518243664705883,0.5549409282352941,0.5566266029411766,0.5587064929411765,0.5596670429411765,0.5604381211764706,0.5608875152941176,0.5613647229411765,0.5613499229411765,0.5610893023529411,0.5611722164705883,0.5610804047058824,0.5609557482352941,0.5609306570588236,0.5607433335294119,0.5606481452941177,0.5596656570588235,0.5593225594117648,0.5584809182352942,0.558335214117647,0.5585887023529411,0.5591862982352941,0.5588397835294119,0.5581048576470587,0.5575517929411764,0.5573472482352941,0.5572199923529412,0.5571603782352942,0.557386801764706,0.5579728076470589,0.5586178576470588,0.5598298376470588,0.5613604870588236,0.5639590870588235,0.5661173747058824,0.5690892747058823,0.5710942864705882,0.57293643,0.57488374,0.5779859864705882,0.5826348005882352,0.588189516470588,0.5943123405882351,0.601431484117647,0.6086383511764706,0.6153679923529412,0.62135359,0.627828778235294,0.6398803747058824,0.6513177923529411,0.6610851476470588,0.6713605888235294,0.6817600947058823,0.6925899217647059,0.7031319688235294,0.7134360252941175,0.7234742505882351,0.7326110976470587,0.7411680935294116,0.7503198847058822,0.7590570588235294,0.768288474117647,0.778238774117647,0.7890100352941175,0.7993386705882353,0.8040170211764707,0.8091623211764705,0.8160547747058823,0.8224997905882352,0.8288924988235294,0.835239071764706,0.8419100129411765,0.8488391723529412,0.8559718358823529,0.8627226652941176,0.8689681358823529,0.873880404117647,0.8782065864705882,0.8818827276470588,0.88516421,0.8896532488235295,0.8940712841176471,0.8980396388235293,0.9018051311764705,0.9052767694117646,0.9084365047058823,0.9113719964705882,0.914064308235294,0.9164274964705883,0.9185554276470588,0.9204538111764707,0.9223642288235294,0.9240853023529413,0.9256886811764706,0.9272534299999998,0.9287674976470589,0.93015013,0.9299575323529411,0.9297535535294117,0.9296011341176471,0.9294487494117646,0.9293024823529412,0.9291351352941177,0.9289690882352941,0.9288317411764706,0.9287337470588236,0.9286521729411765,0.928608015882353,0.9285524335294119,0.9285377482352942,0.9285551811764707,0.9285572205882353,0.9288093376470589,0.9290630288235294,0.9294105252941176,0.9297958652941177,0.9301517947058824,0.9305452135294117,0.930925484117647,0.9313361723529411,0.9317166252941176,0.9321123217647058,0.9325270805882353,0.93294087,0.9334154288235293,0.9339326464705883,0.9344920623529411,0.9351079429411765,0.935732464117647,0.9361344382352941,0.9365273323529412,0.936828424117647,0.9371063188235295,0.9374138523529413,0.9376952788235295,0.9379931694117648,0.9382773370588238,0.9385975841176473,0.938907393529412,0.9392110464705884,0.9395179958823531,0.9397816664705885,0.9400136841176473,0.9402210388235296,0.9408720935294118,0.94152771,0.9421749423529411,0.9428119894117647,0.9434493694117648,0.9440760547058822,0.9446993388235294,0.9453167888235294,0.9459453417647059,0.9465738211764706,0.9471955741176472,0.9478130211764707,0.9484245564705884,0.9490307094117647,0.9496235564705884,0.9501998482352941,0.9507551423529411,0.950818074117647,0.9508680858823527,0.9509112329411762,0.950959382352941,0.9510168258823528,0.9510700729411762,0.9511219376470588,0.951177454117647,0.9512270682352941,0.9512707035294116,0.9513099405882353,0.9513445758823529,0.9513748376470588,0.951402525882353,0.9514318694117646,0.95151366,0.9516027835294117,0.9516949305882352,0.951788451764706,0.9518869570588236,0.95198757,0.9520883699999999,0.9521916405882354,0.9522936582352941,0.9523945270588235,0.952491865882353,0.9525860564705882,0.9526773217647059,0.952765748235294,0.9528522747058823,0.9529370664705882,0.9530197488235295,0.9530489635294117,0.9530689929411764,0.9530852105882353,0.9530996194117648,0.9531089641176471,0.9531149605882353,0.9531205841176472,0.9531246288235294,0.953130064117647,0.9531359876470589,0.9531435994117646,0.9531522852941176,0.9531610535294116,0.9531705858823528,0.9531798799999998,0.9532086588235292,0.9532401652941177,0.9532720329411765,0.9533040329411766,0.9533358388235295,0.9533667205882352,0.9533963794117648,0.9534248764705884,0.9534521176470588,0.953478331764706,0.9535033764705884,0.9535273000000001,0.9535505100000001,0.9535732158823532,0.953595614117647,0.953617517647059,0.9536390376470588,0.9536408288235295,0.953639825882353,0.9536384552941176,0.9536369517647058,0.9536352676470587,0.9536339917647058,0.9536332894117646,0.9536329594117646,0.9536328594117647,0.9536329947058823,0.9536335029411767,0.9536345064705882,0.9536358258823528,0.9536372435294117,0.9536386747058823,0.9536454276470586,0.9536513988235292,0.9536567282352939,0.9536619105882351,0.9536666047058823,0.9536711141176468,0.9536754894117645,0.9536798982352941,0.9536842535294118,0.9536887488235294,0.9536932252941177,0.9536976635294119,0.9537020694117648,0.953706383529412,0.9537107129411766,0.9537151600000001,0.9537196152941178,0.9537188764705884,0.9537188941176472,0.9537195458823531,0.9537203552941175,0.9537215999999998,0.9537231176470589,0.9537249235294117,0.9537268429411765,0.9537288899999998,0.9537309305882353,0.9537330558823529,0.9537352411764706,0.9537374705882352,0.9537396882352941,0.9537417999999998,0.9537462999999998,0.9537505358823528,0.9537544594117646,0.9537582682352941,0.9537619605882353,0.9537655829411764,0.9537691417647058,0.9537725829411763,0.9537759388235292,0.9537792017647059,0.9537823841176473,0.9537855458823529,0.9537886441176471,0.9537916970588235,0.9537947,0.9537976588235295,0.9538005588235293,0.9538008447058823,0.9538012535294117,0.9538018205882353,0.9538024029411766,0.9538030029411765,0.9538036164705881,0.95380426,0.953804928235294,0.9538055988235294,0.9538062399999999,0.9538068476470589,0.9538073988235295,0.9538079088235293,0.9538083676470589,0.9538088023529412,0.953809675882353,0.9538106288235293,0.9538115723529411,0.953812478235294,0.9538133794117646,0.9538142794117647,0.9538151676470586,0.9538160635294117,0.953816945882353,0.9538178129411764,0.95381866,0.9538194952941178,0.9538203052941178,0.9538210694117647,0.953821835882353,0.9538225888235295,0.9538233452941176,0.9538236482352941,0.9538238658823528,0.9538240970588237,0.9538243382352941,0.95382458,0.95382479,0.9538249988235293,0.9538251794117647,0.9538253441176472,0.9538254911764705,0.9538256382352941,0.9538257794117646,0.953825932352941,0.9538261052941176,0.953826264117647,0.9538266717647057,0.9538270864705881,0.9538275129411763,0.9538279835294114,0.9538284523529412,0.9538289370588235,0.9538294064705882,0.9538298847058824,0.9538303523529412,0.9538308129411764,0.9538312776470588,0.9538317423529411,0.9538322129411765,0.9538326952941174,0.9538331805882353,0.9538336776470588,0.9538341894117648,0.9538344582352943,0.9538347082352943,0.9538349229411767,0.9538350758823531,0.9538352111764707,0.9538353205882354,0.9538354176470589,0.9538355058823531,0.9538355941176472,0.9538356823529412,0.9538357588235296,0.9538358411764709,0.9538359117647062,0.9538359764705885,0.9538360382352944,0.9538362882352944,0.9538365294117649,0.9538367588235296,0.9538369764705882,0.9538371823529412,0.9538373741176471,0.9538375800000002,0.953837797647059,0.9538380411764706,0.9538382941176472,0.9538385547058825,0.9538388370588237,0.9538391223529411,0.9538394164705885,0.9538397105882354,0.9538400047058825,0.9538402929411764,0.9538403752941176,0.9538404517647059,0.9538405429411765,0.9538406399999999,0.9538407488235293,0.9538408747058824,0.9538409864705883,0.9538410864705883,0.9538411723529412,0.9538412488235295,0.9538413264705883,0.9538413894117648,0.9538414494117646,0.9538415023529412,0.9538415552941176,0.9538416729411765,0.9538418,0.9538419470588235,0.9538420958823529,0.9538422535294115,0.9538424182352943,0.9538425899999998,0.9538427664705883,0.9538429429411766,0.9538431194117647,0.9538432900000001,0.9538434605882355,0.9538436223529414,0.9538437770588238,0.9538439317647063,0.9538440788235296,0.9538442288235297,0.9538443082352943,0.9538443782352942,0.9538444352941177,0.9538444847058822,0.9538445164705882,0.9538445411764706,0.9538445664705882,0.953844584117647,0.9538446017647061,0.953844625294118,0.9538446488235295,0.9538446723529413,0.9538446958823532,0.9538447252941176,0.9538447547058823,0.9538448958823528,0.9538450341176469,0.9538451635294116,0.9538453017647057,0.9538454329411765,0.9538455641176471,0.9538456864705883,0.9538458176470589,0.9538459411764706,0.953846055882353,0.9538461705882355,0.9538462794117649,0.9538463882352943,0.9538464970588236,0.953846605882353,0.9538467088235294,0.9538468205882353,0.9538468205882353,0.9538468205882353,0.9538468311764707,0.9538468329411766,0.9538468347058824,0.9538468364705882,0.953846854117647,0.9538468629411763,0.9538468717647058,0.9538468894117647,0.9538469070588235,0.9538469247058823,0.9538469423529413,0.9538469670588237,0.9538469917647059,0.9538470476470589,0.9538470888235295,0.95384713,0.9538471711764707,0.9538472105882353,0.9538472499999999,0.9538472817647059,0.9538473135294117,0.953847338235294,0.9538473705882351,0.9538474029411762,0.9538474352941174,0.9538474735294116,0.9538475117647057,0.9538475499999999,0.9538475811764707,0.9538476123529414,0.9538476182352944,0.9538476300000002,0.9538476417647059,0.953847653529412,0.9538476652941176,0.9538476770588237,0.9538476964705883,0.953847715882353,0.9538477435294117,0.9538477635294117,0.9538477835294117,0.9538478035294117,0.9538478176470586,0.9538478317647057,0.9538478458823528,0.9538478847058821,0.9538479235294116,0.9538479494117645,0.9538479752941176,0.9538480011764703,0.9538480270588233,0.9538480529411764,0.9538480788235293,0.9538481047058821,0.9538481305882351,0.953848148235294,0.9538481658823528,0.953848190588235,0.9538482152941173,0.9538482399999997,0.9538482647058821,0.9538482894117647,0.9538482894117647,0.9538482894117647,0.9538482964705883,0.9538483035294119,0.9538483188235295,0.953848325882353,0.9538483411764707,0.9538483564705883,0.9538483717647059,0.9538483870588235,0.9538484023529411,0.9538484176470587,0.9538484258823527,0.9538484341176469,0.9538484423529411,0.9538484623529409,0.9538484823529411,0.953848502352941,0.9538485223529412,0.9538485423529411,0.9538485623529411,0.95384858,0.953848605882353,0.9538486235294118,0.9538486411764704,0.9538486588235292,0.953848676470588,0.9538486941176468,0.9538487117647056,0.9538487294117646,0.9538487470588234,0.9538487647058822,0.9538487705882351,0.953848776470588,0.953848782352941,0.953848788235294,0.9538487999999998,0.9538488117647058,0.9538488176470589,0.9538488235294118,0.9538488294117649,0.9538488352941179,0.9538488411764708,0.9538488470588239,0.9538488529411767,0.9538488588235297,0.9538488647058825,0.9538488764705884,0.9538488823529413,0.9538488875000002,0.9538488933333334,0.9538489,0.9538489076923078,0.9538489083333334,0.9538489090909091,0.9538489099999999,0.953848911111111
pNuLoCDScore	-0.04527213392156859,-0.05972125215686286,-0.07107330627450986,-0.08160162450980402,-0.08592145333333334,-0.08655289450980391,-0.08233137980392152,-0.08838944568627449,-0.09667705980392155,-0.0965056311764706,-0.09083639021390377,-0.08646415901960786,-0.08396484253393666,-0.07908463235294122,-0.0609238883921569,-0.040656074191176506,-0.03470653529411766,-0.019595858235294028,0.0026975964705882594,0.024424945882353,0.038406394117647014,0.052201951176470585,0.06216631294117647,0.08003171588235297,0.09957508882352945,0.1134406770588236,0.12392927588235303,0.13157465117647055,0.1397235482352941,0.14920881588235302,0.15376487352941182,0.14730937764705887,0.1500007135294118,0.15945859294117654,0.15823646470588232,0.15016834529411766,0.14126617352941184,0.13060133294117648,0.11504385999999989,0.09929918470588223,0.08549295176470573,0.07256178882352932,0.059179450588235205,0.047714545294117616,0.03819449176470585,0.02777243705882343,0.016990325294117536,0.008181108823529348,-0.006955604117647118,-0.019702154117647197,-0.028401500000000024,-0.028487715882352938,-0.027690772352941206,-0.031036060000000032,-0.02963214411764692,-0.025016350588235148,-0.022282546470588138,-0.021576462941176433,-0.020577812352941094,-0.01924583352941167,-0.01802587294117647,-0.0188997111764706,-0.016917582352941163,-0.014788932352941098,-0.00476817764705878,0.005643860588235461,0.006704092941176576,0.002142641176470561,-0.004294344705882358,-0.0065915394117647685,-0.006539651176470762,-0.008354422941176554,-0.009570177647058864,-0.007078743529411846,-0.004269358823529412,-0.0018370252941176113,0.00027038529411765877,0.0025690270588235586,0.004531975294117696,0.005820152941176382,0.013281902941176482,0.015248385882352833,0.02191528882352939,0.03401538000000015,0.049469933529411814,0.06374391882352953,0.07470498000000014,0.0858671317647059,0.09726790705882354,0.10697516470588253,0.11572378705882352,0.12468844823529401,0.1326602358823531,0.1403150147058823,0.1472511164705882,0.15353972411764716,0.15249329000000006,0.14306488647058835,0.13298274529411763,0.12170195999999989,0.10836571882352936,0.09445260647058806,0.08103482882352919,0.06843192882352922,0.056049054705882395,0.04421338529411756,0.03270385235294104,0.021070672352941133,0.010609292352941058,0.0010045352941177033,-0.007678692941176513,-0.01564786470588253,-0.024401361764705976,-0.02754511529411774,-0.02908265352941175,-0.030138906470588256,-0.028094434117647005,-0.02685576235294096,-0.02523644235294098,-0.02331707411764683,-0.021755947647058793,-0.019611202941176464,-0.01799068764705869,-0.016425616470588267,-0.014728368823529459,-0.013564938235294255,-0.012415285294117617,-0.011990152352941208,-0.010423484117647153,-0.00593936000000006,-0.00027167705882358284,0.004278969999999993,0.006696278235293951,0.008858819411764585,0.011158867647058757,0.012691244117646994,0.013843515882352886,0.014390312941176542,0.014421032941176581,0.014411746470588516,0.01414238470588236,0.013783270000000125,0.01365020294117636,0.013513282941176596,0.010476805882352891,0.0074399470588235594,0.0027635776470588125,-0.0011133429411764872,-0.0036128929411763933,-0.004646987647058842,-0.006325429411764616,-0.007011177058823481,-0.007387392941176296,-0.007921285882352969,-0.007836270588235439,-0.007851218823529571,-0.00794561823529416,-0.007783045294117663,-0.007967859411764477,-0.008002357058823462,-0.004756942352940996,-0.0002668982352941329,0.003300080588235499,0.0064599470588235786,0.008220548823529517,0.009406842941176552,0.009987819411764631,0.01027609470588231,0.009938635882352775,0.00972556999999985,0.009530990000000128,0.009285447647058853,0.009184281764705982,0.009129094117647174,0.009011167058823544,0.00895770823529407,0.007841290588235239,0.004381631176470724,0.0018543152941176144,-0.00037127882352949726,-0.0010783405882354158,-0.0012518229411765391,-0.0020477317647057403,-0.003259865294117703,-0.003798130000000066,-0.0037420541176469424,-0.003952224117647174,-0.0039200264705882,-0.0035689464705881413,-0.0029578494117646903,-0.0021254758823530118,-0.0008183076470588135,0.001694830000000036,0.004636527647058686,0.007636456470588193,0.010754060588235359,0.012505584117647128,0.013750131764705964,0.016043956470588094,0.019881128823529437,0.02508300764705884,0.0308422682352939,0.03709234823529395,0.044271105882352835,0.051251549411764574,0.05739518470588223,0.06273573235294116,0.06799894058823519,0.07851988764705886,0.0873587052941176,0.09496777294117642,0.10227131411764712,0.11066580823529404,0.11965349176470585,0.12824822882352938,0.13545003882352935,0.14083944999999987,0.14442158117647064,0.14685575294117648,0.14888840058823516,0.15041870764705878,0.15292048176470585,0.15688518411764696,0.16118125705882347,0.15945829588235283,0.1526992288235296,0.14807717352941163,0.14469418588235283,0.1407396958823529,0.13630257705882354,0.13210710294117667,0.12847398764705897,0.12536492176470604,0.12336073823529425,0.12155457176470597,0.11864825117647071,0.11482334529411764,0.10991811235294124,0.1036439535294118,0.0961541747058825,0.09031457823529421,0.09005426294117647,0.08887731764705886,0.08575035647058826,0.08277697882352941,0.07954400588235289,0.022849190705882316,0.02560557599999999,0.028773055999999964,0.03480534305882352,0.04492041129411761,0.057980486,0.07680395835294113,0.09220493335294114,0.10508754629411768,0.13150232257058825,0.14754687014438506,0.1612651538578432,0.1669246865475114,0.17215602074369749,0.1782434297529412,0.1789342881507353,0.17736190652941172,0.17897139711764698,0.1776128547647058,0.17559260711764701,0.17189521182352938,0.16418773241176463,0.15243553299999998,0.14040817152941176,0.1345883291764705,0.12426726411764699,0.11222550352941163,0.10304915647058804,0.09448155764705873,0.09117514058823517,0.08656159529411761,0.08341534823529406,0.08559799647058824,0.08805242294117649,0.09483726000000003,0.09678921235294119,0.09604644941176471,0.09735038588235295,0.09614399882352948,0.10322815117647055,0.10754186705882346,0.11286594058823524,0.12568776999999998,0.13087593117647056,0.14081807882352937,0.1469888988235295,0.15083078000000005,0.15802835235294116,0.16452140176470587,0.16969555823529403,0.17180403588235288,0.17652561235294095,0.18517325000000007,0.19249776705882354,0.20049778470588248,0.20476729529411763,0.20503794176470602,0.2024634729411765,0.196545265882353,0.19297467411764713,0.1933884899999999,0.19342439999999994,0.19631289823529396,0.1984336205882351,0.19552284941176445,0.19329048470588228,0.19324323235294105,0.19489908294117653,0.19215471411764684,0.18690779999999985,0.181035584705882,0.1736503841176471,0.16862679411764703,0.16339723705882359,0.15802298529411773,0.15250777647058833,0.14209244882352945,0.13211778411764707,0.12129693117647056,-0.03630637530065359,-0.050917696477124186,-0.06499009647712417,-0.07350958118300652,-0.0738222679477124,-0.07416239088888887,-0.07314608971241829,-0.0714863779477124,-0.06944413418300653,-0.059595930323529375,-0.05064887201069515,-0.04187073912745097,-0.0344546389954751,-0.026483614281512607,-0.017618701992156843,-0.008893092897058835,0.02541769211764705,0.07064836858823531,0.1138355144705882,0.15251031211764704,0.18043068829411768,0.20884815652941174,0.23378050594117647,0.25771459888235293,0.2804216121764706,0.30145897041176467,0.3221497147647059,0.34168522888235286,0.3612016962352942,0.3800487203529411,0.39612508594117646,0.41083911794117645,0.39995791999999997,0.3648851299999999,0.33275486647058833,0.3029749064705882,0.2753051482352942,0.2507203529411765,0.22829502941176483,0.20742641294117647,0.18767605588235298,0.16891818999999997,0.15232731941176464,0.13558266941176472,0.12056534882352932,0.10613589764705894,0.09363505294117647,0.08275457058823532,0.0773593023529412,0.09601599235294134,0.11204629294117652,0.12391173000000011,0.13411585529411763,0.1402538794117647,0.14499134588235296,0.1475466247058823,0.1503998364705883,0.1535332811764707,0.15513990117647058,0.15677504588235291,0.1574318723529412,0.15643787235294115,0.15383901117647059,0.15041245823529403,0.14071448764705863,0.12612647647058817,0.11337379705882333,-0.01496530814379085,-0.027746056967320243,-0.039482827555555544,-0.04376695284967319,-0.041108699908496776,-0.03510358343790851,-0.02852064990849673,-0.022794387555555573,-0.015919018143790875,-0.005204384764705888,0.0032314019037432973,0.012886752549019609,0.022607498633484158,0.03013605948739498,0.03907263218823531,0.04767428587500003,0.06097226847058829,0.08578593023529413,0.11188579670588236,0.13024932670588238,0.14121399729411777,0.1489238925882354,0.15416297082352945,0.16124531729411776,0.17091663435294127,0.17729554317647062,0.18602521611764702,0.19592088670588234,0.20447361647058823,0.21418658000000002,0.22440704882352935,0.2353270370588235,0.24246456235294117,0.24552314176470577,0.24668102705882355,0.24654603294117644,0.24741496647058814,0.24842972117647055,0.2513202199999999,0.25279417588235276,0.24855268764705862,0.24219588882352927,0.23513868705882363,0.22539927235294133,0.21469938235294128,0.20491009411764716,0.19411897352941182,0.1827393764705882,0.17126779058823516,0.16337813823529412,0.1542476588235293,0.14624947999999982,0.13777971117647048,0.1285704017647058,0.11915845000000014,0.11004212058823548,-0.008240693130718929,-0.018006665483660117,-0.027359254895424776,-0.026517520777777734,-0.019859075483660088,-0.01084904960130717,-0.0012873643071895369,0.008906305104575185,0.022302183928104596,0.04429817791176471,0.06297434444385028,0.08033831081862747,0.0944993568642534,0.10785370927310922,0.11869565610588231,0.12636890859191177,0.13799161123529413,0.16183649652941173,0.1892210065294117,0.20690938888235294,0.2152655959411765,0.22313865770588245,0.22999024535294127,0.23597193358823534,0.23955991241176477,0.23887968064705892,0.23926187270588237,0.24092964705882355,0.24116584823529405,0.2402718470588235,0.23715880235294118,0.23878621176470582,0.23677947176470587,0.23160809294117646,0.2226565988235294,0.2106544382352939,0.20289236941176464,0.19375075823529397,0.18459411058823505,0.17478138235294105,0.16421954999999983,0.15514621352941171,0.14628895999999997,0.13515516529411775,0.1245060741176473,0.11559577117647069,0.10960469823529417,0.10292622235294124,0.09651935647058818,0.09483995176470583,0.09259298705882335,0.09264228411764719,0.09228085058823532,0.09100588588235303,0.09000722529411787,0.08983233411764724,0.08976997352941196,0.0909063094117647,0.09226230529411761,0.09457990352941159,0.09677952647058796,0.09910420294117639,0.1008508670588234,0.10209093705882366,-0.02359441297385617,-0.02783032238562086,-0.030545738267973854,-0.031378844150326796,-0.028054275326797384,-0.024421621209150313,-0.019907724738562088,-0.01665096179738562,-0.014462013562091508,-0.0032605973529411802,0.008123237700534747,0.017414939338235264,0.02681407070135744,0.03535693497899156,0.04268598703921564,0.04895942597426467,0.07706458558823526,0.10575750205882342,0.12962589147058817,0.15022987617647052,0.16890961499999996,0.18796174911764701,0.20384608676470586,0.2240018714705882,0.2458581344117647,0.2721490079411764,0.29643245852941175,0.3205975723529412,0.34683038000000005,0.37219361117647054,0.3984979623529411,0.4230817870588235,0.4229896864705881,0.40401741470588237,0.3912232029411766,0.37985802,0.36755754764705895,0.35469374294117656,0.34568561705882345,0.3347238611764706,0.32104517411764694,0.30118986235294115,0.277969244117647,0.25415822882352945,0.22843338058823526,0.20084301823529427,0.17187299941176493,0.1437238123529413,0.11968738294117665,0.11958020882352949,0.11661588058823524,0.11419582000000006,0.11021176705882352,0.1065754541176469,-0.010644253712418311,-0.014935626653594741,-0.015102170771241819,-0.010479083712418319,-0.006821945477124169,0.00015457687581699187,0.010838413111111111,0.019363127816993453,0.02963908134640522,0.04463179007058826,0.05880634186096259,0.07489785133333338,0.09051350122171953,0.10333549205882353,0.11460911713725488,0.12045262794117645,0.1263251405882353,0.14203293470588224,0.16230261764705875,0.17717011588235293,0.19397273470588225,0.20961256882352938,0.22127230435294112,0.2325361249411765,0.2415022390588235,0.2536639049411764,0.2668642337647059,0.28089522729411764,0.29283277470588215,0.30564879529411765,0.32128578470588237,0.3375447729411766,0.3514611335294119,0.35963402235294134,0.35827719470588254,0.3493169411764707,0.33917745529411764,0.3254035129411764,0.3120571976470589,0.30124218235294103,0.29199852294117634,0.28205202705882343,0.2686122405882352,0.25209138764705885,0.23379220588235317,0.21469533882352942,0.19374973352941183,0.17103694058823504,0.15211656823529385,0.13971430529411755,0.1278677547058822,0.12337016117647048,0.1187966464705883,0.11583970352941186,0.11259855647058814,0.10978270117647071,0.10554805176470605,-0.022570310130718946,-0.02987651777777775,-0.03537732718954245,-0.0395362289542483,-0.03904359130718946,-0.036909940130718855,-0.037166194248365925,-0.03693335366013065,-0.03832929307189534,-0.03200298058823525,-0.024019033957219216,-0.013888258480392102,-0.0067384651583710375,-0.002274361890756249,0.001160898039215763,0.005771124227941238,0.024433738235294156,0.048099534117647114,0.07011537764705886,0.09150848529411762,0.1085596735294117,0.1239776599999999,0.14048494941176468,0.15622225705882348,0.17486140647058818,0.1922965458823529,0.20979820882352943,0.2260835694117647,0.24119344529411765,0.25858542058823525,0.2747729058823528,0.2894240870588235,0.28737420647058814,0.2739478847058823,0.26314042941176463,0.2510012952941175,0.2373871635294117,0.22347911647058816,0.21129571647058826,0.20067811941176478,0.18974450588235292,0.17652031470588242,0.16301444117647068,0.1464993664705883,0.12993754941176483,0.11441957588235296,0.09914995941176485,0.08629791882352955,0.08198391058823551,0.09136166176470606,0.09761178294117656,0.10379845823529421,0.11165183411764701,0.12016712294117649,0.1289118817647058,0.13654907999999988,0.1431427288235293,0.15129828294117642,0.1588242058823528,0.1678473817647057,0.17728745235294108,0.18473772470588234,0.18983306,0.1936075947058823,0.19018663705882355,0.18001439411764686,0.17029584470588233,0.16179148588235304,0.15243742176470598,0.1421708047058824,0.1314460876470589,0.12013929705882354,-0.03301452501960786,-0.04152024266666671,-0.048919755607843146,-0.05099581972549018,-0.04773207266666665,-0.03701827443137254,-0.02824062466666663,-0.017278204078431364,-0.0033643570196078,0.014483506658823503,0.03583608934759361,0.058508405803921554,0.08222919352036198,0.10672681432773115,0.13129002023529412,0.15504195816176475,0.18286125470588238,0.21769482058823533,0.2468389405882353,0.2693741,0.2840051935294118,0.29116601000000003,0.2984199767058823,0.3060030502352941,0.3088581149411763,0.31132230611764705,0.31278048376470585,0.30518546677941183,0.2949151469411765,0.28267598638655456,0.2687777502262443,0.2536787630882353,0.2324884449197861,0.20315196541176467,0.1781492279084967,0.15769013261437903,0.1397952920261437,0.12192067732026135,0.1058890608496732,0.08734356673202609,0.0705746549673203,0.05742973437908494,0.04112969026143787
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
