UniprotID	Q6ZUT9-4
pNuLoCScore	0.22337671,0.21691611000000002,0.21397963363636363,0.21355759166666666,0.21468115923076925,0.21666659428571428,0.218444102,0.22097977875000002,0.22326379352941178,0.21212346529411763,0.2006901611764706,0.1936513970588235,0.18780963352941177,0.19727049470588234,0.20713116823529415,0.21559672764705887,0.22234035411764708,0.22816336823529415,0.2301391405882353,0.22936572529411764,0.22579065882352942,0.2199190317647059,0.21514197647058822,0.21010351117647058,0.20661035235294117,0.20413371705882352,0.20131217411764707,0.1998617994117647,0.19865502882352942,0.19807652705882353,0.19790534176470587,0.19833205235294116,0.20021293470588233,0.2027844970588235,0.20492580235294117,0.2080329405882353,0.21145500823529412,0.21659811411764707,0.22203584882352942,0.22508480941176473,0.22921683,0.23118247000000003,0.23302968470588234,0.23515892235294117,0.23747144058823533,0.2392362629411765,0.2397873323529412,0.24060046058823528,0.24075009176470588,0.2408069964705882,0.24117108470588236,0.24153666647058825,0.24203859647058823,0.24356403588235295,0.24475549588235293,0.2470072694117647,0.2514884211764706,0.2565165770588236,0.2617025329411765,0.26542881470588237,0.2700490447058823,0.2749297394117647,0.2801239588235294,0.28598282764705885,0.2909926252941176,0.295457034117647,0.2993716588235294,0.30297703647058827,0.30649721117647066,0.30948246294117654,0.3125117870588236,0.31500102705882355,0.31693275058823533,0.3169283923529412,0.31527993823529415,0.3133696147058823,0.3113195811764706,0.30860764352941167,0.3057171447058823,0.30256841588235295,0.29902155882352943,0.29614356352941185,0.2933006,0.29096329294117645,0.2889205070588235,0.28705039823529405,0.2860235876470588,0.2849652970588235,0.2892256170588235,0.2927950464705882,0.29536710941176464,0.2958919211764706,0.2956369952941177,0.29617244529411774,0.2954818905882353,0.2926385382352941,0.28762796588235295,0.2829789164705882,0.2785288429411765,0.2746625311764706,0.2714758905882353,0.26796936176470587,0.2649075394117647,0.2620220347058823,0.25942152999999996,0.25227100705882355,0.24669127941176475,0.24256274411764706,0.24017033470588234,0.23915623176470593,0.23830957411764708,0.23894085823529412,0.24145690941176473,0.24621459647058822,0.25107916764705884,0.2554174882352941,0.2580228735294118,0.25978457411764705,0.2619316688235295,0.2641523088235294,0.2779683988235295,0.2927986894117648,0.3070456588235294,0.3206744305882353,0.3332364305882353,0.345957895882353,0.3562944270588235,0.36660682294117647,0.37593445823529414,0.38488847000000004,0.3920895088235294,0.398060474117647,0.4058096811764706,0.41647109,0.4290521347058823,0.44270657588235296,0.456724964117647,0.4594642964705882,0.4617531870588235,0.4639551229411764,0.46744255235294113,0.47164775235294115,0.47545952705882355,0.4808002605882353,0.48611565705882354,0.4928169494117647,0.5008313376470588,0.5106563376470588,0.5216311094117647,0.5300133470588235,0.5381858800000001,0.5449475823529413,0.5589301329411764,0.5717335076470588,0.5832860076470587,0.5942522664705882,0.605647375882353,0.6150857288235294,0.62473787,0.635296081764706,0.6459256717647059,0.6558461870588235,0.6649305652941176,0.6732665770588234,0.6814325617647059,0.6895912123529413,0.6982321294117648,0.7057147529411767,0.7127282682352942,0.711492617647059,0.7107941876470589,0.7105821111764706,0.7099337229411766,0.7093406229411765,0.7095737876470589,0.709617091764706,0.7096355152941176,0.7097563682352943,0.7103679129411766,0.7111597329411765,0.7118480094117647,0.7124491176470589,0.713017631764706,0.7138871170588237,0.7120222629411765,0.7102298888235294,0.706985174117647,0.7047293,0.7029086823529412,0.7006411705882354,0.6987868735294118,0.6973305205882354,0.6956249341176471,0.6944305282352942,0.6932195752941177,0.6922823011764707,0.6914351547058825,0.6908742017647059,0.6904568605882354,0.690039415882353,0.6893849947058823,0.6913876476470588,0.6934998564705883,0.6967371417647059,0.6989485511764706,0.7006412947058823,0.7026194299999999,0.7040601411764706,0.7048208682352941,0.7055109352941176,0.7058824764705882,0.7058576794117647,0.7056172888235293,0.7051079005882351,0.7039802847058823,0.7028914235294116,0.7014245858823528,0.6979785482352939,0.6939666047058823,0.689915078235294,0.6864394488235294,0.6830601158823528,0.6794756723529413,0.6766812547058825,0.6741945582352942,0.6715544370588237,0.6691821964705884,0.6666111994117647,0.6644548847058824,0.6623597811764705,0.660585895882353,0.659311997647059,0.6580508035294118,0.6573451994117646,0.6593017558823528,0.662155226470588,0.664914706470588,0.6672423947058823,0.6693302123529411,0.67184733,0.6738946594117646,0.6755406499999999,0.6776081323529412,0.6798610235294116,0.682099812352941,0.6841831888235294,0.6860479535294117,0.687552735882353,0.6916216676470589,0.6949854647058824,0.6979854894117647,0.7002019741176471,0.7018942858823528,0.7043609611764706,0.7072537764705883,0.7102057941176471,0.7128826911764704,0.7154615764705882,0.7180458447058823,0.7203424705882351,0.7223713058823528,0.7239904764705883,0.7257158029411764,0.7275118188235296,0.7291867635294118,0.7282389047058824,0.7279075870588235,0.7276904017647059,0.7277212641176469,0.7276693994117647,0.7269277205882352,0.7257009405882354,0.724438064117647,0.7233396494117648,0.722280538235294,0.721409438235294,0.7207982558823529,0.720323705882353,0.72014322,0.71984689,0.7196889764705883,0.720248152352941,0.7192625035294116,0.7181712299999998,0.7169780417647057,0.7160266294117646,0.7156756141176471,0.7152850047058824,0.7149152988235297,0.7145757576470589,0.7141087341176472,0.7134049423529413,0.7125472864705883,0.7116151605882353,0.71069264,0.7098688105882353,0.7090491317647059,0.7080836705882353,0.7067013758823529,0.7067478952941175,0.7067817752941176,0.7069002223529411,0.7066983547058825,0.7057739111764707,0.7047220535294116,0.7028513005882352,0.7013359800000001,0.7000051741176471,0.6989289605882354,0.6978764476470589,0.6967808688235295,0.6955960182352943,0.6893268982352942,0.6857584864705883,0.6835200217647059,0.6818790370588235,0.6795189076470588,0.6775769005882353,0.6757321182352941,0.6739388829411765,0.6724640064705882,0.6711543770588235,0.6707255164705883,0.6697253488235294,0.6685878664705882,0.666915874117647,0.6653499958823529,0.6638351864705883,0.662501584117647,0.6659390158823529,0.6660812335294118,0.6640951100000001,0.6617455982352942,0.6594157629411765,0.6568325782352941,0.6528485058823528,0.6486772764705881,0.6440634435294118,0.6389042970588237,0.6329280694117649,0.6268202223529413,0.6207092282352942,0.6143999223529412,0.6074968164705883,0.5922513341176471,0.5765731870588235,0.5613786094117647,0.5464632647058822,0.5313911164705882,0.5160290694117646,0.5011952635294117,0.4859890776470589,0.47231966588235297,0.458986325882353,0.4461433605882353,0.4337731247058823,0.4221877835294117,0.410630445882353,0.3990600547058824,0.38797025470588237,0.3769914617647059,0.3741411382352941,0.37152353000000005,0.3685952694117647,0.36600508,0.3644954411764706,0.3630800382352941,0.3618832970588236,0.3610016164705883,0.3599530635294118,0.3589832470588236,0.35795111352941184,0.3567995923529412,0.3557083835294118,0.3548816882352942,0.3541434405882353,0.3551658423529412,0.3567791529411765,0.3583161235294118,0.35984651529411765,0.3612516182352941,0.3620827188235294,0.3618512147058824,0.3616716294117646,0.36178303764705877,0.36185803764705876,0.36216304882352934,0.36258673647058814,0.36318635058823523,0.36394667235294115,0.3643548364705882,0.3648931417647059,0.36542276411764707,0.3643319305882353,0.3632027199999999,0.36249164058823524,0.36186367705882344,0.36147013823529406,0.36172172058823526,0.36291257235294117,0.3640293617647058,0.36484657705882345,0.36554870411764706,0.36595838411764703,0.36624096588235294,0.36642616117647053,0.3664504276470589,0.36681136058823527,0.3687266470588235,0.3705989552941177,0.3728950576470588,0.3748746017647059,0.3765032194117647,0.37796372294117647,0.37921489823529414,0.3803566535294118,0.3814554870588236,0.38253123294117647,0.38348620588235294,0.3845502552941177,0.3859561623529412,0.38732572470588233,0.3887319982352941,0.3903250247058823,0.39181005058823526,0.3916199211764706,0.3912926323529411,0.3906166123529411,0.39020096470588234,0.3900983794117647,0.3901999558823529,0.3904967852941177,0.39077795941176463,0.39095737882352943,0.39103122,0.39112606647058823,0.39117493,0.3909427594117647,0.39067117411764707,0.39028912882352934,0.39097857411764697,0.3912549294117646,0.3912673270588234,0.3912650688235293,0.39141253,0.3912311735294118,0.39076018176470595,0.3900700252941177,0.38939193470588246,0.38893313294117654,0.388660215882353,0.3882241276470589,0.3876121811764706,0.3869751076470589,0.38624879000000006,0.38550483529411766,0.38488493823529407,0.3831400605882353,0.3816795770588235,0.3805633382352941,0.37965385941176466,0.37853205529411765,0.3776797388235294,0.37703407,0.3766593911764705,0.3762254817647058,0.37567751411764705,0.3750428882352941,0.3746360605882353,0.37447305235294115,0.3743109405882353,0.3742515852941176,0.3743675370588235,0.3742071429411764,0.3737563488235293,0.3731635099999999,0.3723435882352941,0.37156808235294114,0.3709728247058824,0.370521715882353,0.37005744117647055,0.3695530023529412,0.36917801882352935,0.3686822235294117,0.36791413823529406,0.36728382588235287,0.3666951476470588,0.3662221682352941,0.36571558470588234,0.365114074117647,0.3647268947058824,0.3646646358823529,0.36496017,0.36531744705882346,0.3656671776470588,0.36581588411764704,0.3659116370588235,0.36608491823529415,0.36621225294117654,0.3661221605882354,0.36614502588235304,0.3663917994117648,0.3665310452941176,0.36661253352941175,0.3657236129411765,0.3646532217647058,0.36326004352941177,0.3620266623529411,0.3611476252941176,0.35996339117647064,0.35906959352941176,0.35817658235294114,0.35747568058823526,0.35679155882352936,0.35617295999999987,0.3555979288235293,0.35515473529411756,0.3547840152941176,0.35452965411764703,0.35423116235294116,0.3538894935294118,0.354433064117647,0.35515110352941176,0.3561373182352941,0.3569424664705883,0.3573809935294118,0.35809266117647054,0.35857322352941184,0.3589800482352941,0.3592863217647059,0.35943742411764706,0.35955233705882356,0.35967322823529413,0.35976462,0.35975278470588234,0.3596753323529412,0.35988474294117645,0.3599808229411764,0.3597670835294118,0.3595922229411764,0.3595798158823529,0.35971018882352945,0.35993293294117645,0.36019188705882355,0.36030494117647066,0.36036563941176475,0.3603647682352942,0.3604455011764707,0.3604581864705883,0.3605270141176471,0.3606164694117647,0.36073272529411765,0.36092447411764705,0.3608686294117647,0.36094980411764704,0.3613573876470588,0.3616481305882353,0.3617308276470587,0.36167772117647057,0.3614878576470588,0.36119894529411767,0.36105425176470585,0.3610052305882353,0.361001424117647,0.36102088470588223,0.3610803264705882,0.3611195882352941,0.3610673564705882,0.36006569000000005,0.35921453823529403,0.35841857823529416,0.35755452117647063,0.3567912476470589,0.3561914811764706,0.3556939976470589,0.3549083582352942,0.35429205,0.35376679352941176,0.3533627858823529,0.35298145176470586,0.35257691294117643,0.35210822882352943,0.35163080764705884,0.3512245194117647,0.3507515470588235,0.35127529647058825,0.35166590999999997,0.3519244294117647,0.35220224470588235,0.3522386064705883,0.352159365882353,0.3520624994117648,0.35223974764705884,0.35230359117647064,0.3523458988235295,0.35222539764705885,0.3520921405882354,0.3519983023529413,0.3519441347058824,0.3518517923529412,0.3518190835294118,0.3519198970588236,0.3518982905882353,0.3520536817647059,0.35227198529411774,0.3524927400000001,0.3527094464705883,0.3530598847058824,0.35322583470588237,0.35326682000000004,0.3532733535294118,0.35319470176470585,0.3529999152941176,0.35281103117647067,0.35260470117647064,0.3524042311764705,0.35223930764705885,0.3519121888235294,0.3516150123529412,0.35136628176470586,0.3508976405882352,0.3504417352941176,0.3500799194117647,0.3497933417647059,0.34930474470588235,0.34898205058823534,0.3487630788235294,0.3484123629411765,0.3481197129411765,0.347988335882353,0.3478067611764706,0.34758666588235293,0.34843546411764703,0.3489015623529412,0.3489823682352941,0.3490918835294117,0.3492569270588235,0.34924530352941174,0.3492956817647059,0.349348274117647,0.3494118635294117,0.34948472352941173,0.3493648617647058,0.3492007576470588,0.34893421647058825,0.348769294117647,0.3486779182352941,0.34864628235294104,0.34865744411764704,0.34757551882352944,0.34691924176470595,0.3466917382352942,0.3464456800000001,0.346155785882353,0.34600569764705885,0.34582169647058825,0.3456471994117647,0.3454684647058824,0.3453421552941176,0.3454033788235294,0.3455820976470588,0.34600860352941176,0.3462972529411765,0.34645351882352937,0.34768004529411767,0.3486775705882353,0.34960792823529413,0.3503514558823529,0.35083146235294116,0.3512811935294118,0.35154624823529407,0.3515353447058823,0.3515461258823529,0.3515835635294118,0.35172581235294115,0.35193651470588233,0.35211670117647065,0.35222474823529415,0.3523014529411765,0.3523687870588235,0.35254992235294114,0.3516257876470588,0.3509406482352941,0.3503707364705882,0.3499204423529413,0.34963252058823535,0.34922597470588235,0.34893294117647056,0.3489059664705882,0.34881194705882346,0.3486621047058824,0.3484231247058824,0.34814597882352943,0.3478611488235294,0.34762012764705885,0.3473809323529412,0.34652765470588237,0.3456979435294118,0.34512424705882355,0.3445136411764706,0.3436680305882353,0.34276024058823523,0.34191685764705887,0.34123754882352936,0.34067168647058826,0.34015288588235293,0.33963693294117653,0.3390715905882353,0.3385075552941177,0.33793402352941176,0.33741322470588236,0.3369196164705882,0.33646075000000003,0.33664619764705883,0.33673873235294116,0.3365862358823529,0.33643502941176473,0.33639308529411766,0.3364169752941176,0.3364028523529412,0.3363353670588235,0.33624577823529417,0.33611324411764704,0.33592181294117646,0.33576445058823523,0.33563483294117646,0.3355342694117647,0.33541877823529415,0.3352613582352941,0.3351647200000001,0.335046719375,0.3349248226666667,0.3347522885714285,0.3345552861538461,0.3344669308333333,0.33438974,0.33434005599999994,0.3342916266666667
pNuLoCDScore	-0.00011291647058822574,-0.011253244705882376,-0.022686548823529412,-0.0297253129411765,-0.03556707647058824,-0.026106215294117663,-0.016245541764705856,-0.007779982352941139,-0.0010363558823529295,0.011247258235294127,0.016159506951871683,0.015808133627450982,0.01110949959276017,0.003252437478991621,-0.0033021255294117813,-0.010876267573529441,-0.016653441176470607,-0.007989748235294108,0.0006220129411764752,0.006210402352941208,0.010845395294117655,0.0008060323529411884,-0.009225826470588283,-0.01726467529411771,-0.022127419411764743,-0.02537887117647064,-0.025213338235294147,-0.021332784705882346,-0.0143356505882353,-0.0033209176470588297,0.006893872352941199,0.01498129823529415,0.022606477647058837,0.027048752941176507,0.03171751058823527,0.035297122941176456,0.038816411764705905,0.04115973588235297,0.04188199058823533,0.042268408235294125,0.04053715705882355,0.03802249941176469,0.036245282352941194,0.03350372588235295,0.030583588235294112,0.026965921764705886,0.02271964705882351,0.021922459999999977,0.022271591176470568,0.025334107058823552,0.028672848235294174,0.030269892352941197,0.032577604117646985,0.03569347647058818,0.04033662647058822,0.045382367058823564,0.05024253352941174,0.05465003764705881,0.058200574117647036,0.06144037000000002,0.06445861470588243,0.06591842705882359,0.06775629117647067,0.06799375764705884,0.06544432941176476,0.0604118152941176,0.05357740529411764,0.04794079999999995,0.04127053647058826,0.033677904117646984,0.025593185882352876,0.016585588235294102,0.008028933529411808,0.0006865294117648357,-0.006071058823529374,-0.012013743529411813,-0.01757670411764717,-0.022432064705882493,-0.02648819941176478,-0.030035730000000038,-0.027707133529411843,-0.024133345882352997,-0.019912828823529516,-0.017477693529411698,-0.015682585882352884,-0.012435198235293932,-0.010235254117646975,-0.009929877647058827,-0.011393592941176478,-0.013164647058823642,-0.014771757058823498,-0.01630076176470585,-0.017444616470588203,-0.019081036470588175,-0.021116048235294116,-0.022943262352941196,-0.029804087058823536,-0.040524039411764634,-0.04867582999999989,-0.05332917705882356,-0.05546666058823535,-0.0570162135294118,-0.057172316470588236,-0.05369768,-0.04617105647058822,-0.03676431999999999,-0.02744967529411768,-0.019245042941176516,-0.013453017058823513,-0.008184787647058822,-0.00297587058823523,0.002130274117647102,0.018546868823529516,0.04052768235294124,0.060354379411764664,0.07811168647058825,0.09306609588235298,0.10680166411764705,0.11798485294117644,0.12766596470588235,0.1344775488235294,0.13867387352941182,0.14101034117647054,0.1426429858823529,0.14778680764705882,0.15668651588235294,0.16712046588235285,0.17855426705882355,0.17875656529411754,0.16666560705882338,0.1547075282352941,0.1432806923529411,0.1342061217647058,0.12568985647058817,0.11916510000000002,0.1141934376470588,0.11018119882352939,0.10792847941176464,0.1087418288235294,0.11259586352941175,0.11582142823529412,0.11354225705882354,0.10913374529411779,0.10224100647058831,0.10220516882352942,0.1122692111764706,0.12153282058823522,0.13029714352941174,0.13820482352941182,0.14343797647058826,0.14927834294117648,0.1544958211764707,0.1598100147058824,0.1630292376470588,0.16409922764705887,0.16261023941176467,0.1598014523529412,0.15957786529411777,0.1600462494117647,0.16076717058823542,0.1537981352941178,0.1397591100000002,0.1275081800000002,0.11632984470588248,0.10428634705882367,0.09425489411764709,0.08483591764705889,0.07432101000000002,0.06370984352941167,0.05391018117647084,0.04543734764705898,0.03789315588235309,-0.036560644418300675,-0.050221975006535996,-0.06346420265359484,-0.07489113383006542,-0.07444840030065364,-0.07444822147712421,-0.0731479824183007,-0.07382275712418304,-0.07496666241830069,-0.0673478285411765,-0.0604303559465241,-0.05400392461764708,-0.04772882596380093,-0.04301705585714288,-0.03993792052156864,-0.03793954085661767,-0.03469382200000004,-0.02001325817647058,-0.0050009152352940844,0.008418595941176485,0.009670652411764707,0.01074210476470587,0.010834721823529403,0.01287127570588234,0.015516572411764698,0.017283808294117645,0.018454806529411755,0.018913874411764703,0.01860821994117648,0.017353714941176476,0.015976317000000018,0.016004188647058812,0.013594390470588247,0.010562983705882337,0.006623637823529399,0.001294174882352922,-0.003250321588235308,-0.006880428647058845,-0.01044008005882352,-0.01400671776470587,-0.01775770094117647,-0.021014646470588247,-0.02433904676470587,-0.027468026176470567,-0.029345821117647067,-0.030369908999999987,-0.030565900470588228,-0.03060263423529408,-0.031066821294117627,-0.02951994752941174,-0.028277243117647066,-0.025311694294117643,-0.022178786058823535,-0.019585392529411758,-0.017167640176470572,-0.014070237764705881,-0.010513110705882345,-0.0073621392941176506,-0.004060207235294114,-0.0007345069411764937,0.002249328352941199,0.0048962891764705585,0.007072373294117626,0.008812882705882333,0.011709591176470566,0.013916660941176454,0.016436087117647075,0.018205568588235313,0.01899260447058826,0.020120698235294138,0.020836227647058808,0.020720437882352935,0.019898936352941182,0.018894392882352964,0.018205015823529416,0.017586675176470612,0.016568450470588234,0.015588441352941199,0.014707431941176491,0.01374046811764705,0.011777192823529445,0.009593503411764709,0.007170152470588234,0.005520216882352935,0.0045858218823529445,0.003423500470588231,0.0025929770588235396,0.0022441141176470503,0.002192904705882334,0.0022675422941176304,0.0017153595882352934,0.0011235817058823233,0.00042686794117645366,1.0532941176477628e-05,-0.0002545055882353098,-0.0006687823529411552,-6.188500000001151e-05,0.0015643067647058972,0.003576990941176486,0.005278894823529431,0.006093032176470586,0.006785695999999994,0.007720250352941174,0.007792028823529432,0.0075657738823529525,0.007429613058823531,0.007867873705882336,0.008646689000000013,0.00927783394117647,0.009789928058823519,0.010173992470588242,0.01048961305882351,0.010456243941176446,0.00917013747058823,0.007789030117647047,0.006331117705882336,0.005678620647058846,0.005237551529411799,0.004383638235294113,0.004125830588235277,0.004421553529411759,0.00480387611764703,0.004931342882352946,0.0044164529411764575,0.0036525168235294198,0.0028545538823529365,0.0004604262352941174,-0.0004900155294117609,-0.0011002014117647008,-0.001155477588235282,-0.0010643911176470566,-0.001196656117647063,-0.0019390720000000278,-0.0029885843529412065,-0.0036971543529411566,-0.00425933752941178,-0.005094666352941188,-0.006173135176470557,-0.007057640470588253,-0.007645241411764689,-0.007573983294117639,-0.007064352470588217,-0.0048175418823529215,-0.002273534823529391,-0.0019940707058823393,-0.001621896058823541,-0.0021591577647058907,-0.0023620101176470426,-0.002082509529411747,-0.0011746057058823478,-0.0007259257058823548,-0.0016484204117646756,-0.003981828647058788,-0.0051197704117646875,-0.00726029099999996,-0.00905239894117646,-0.012159764176470592,-0.015320593235294139,-0.018541533823529424,-0.023528467941176467,-0.02665590911764705,-0.029403226411764696,-0.03163534317647057,-0.03377873176470589,-0.036382152705882395,-0.039170928294117655,-0.04205037564705884,-0.043478413294117654,-0.04264299194117649,-0.04173912500000003,-0.04092777264705885,-0.039548267529411776,-0.037690180764705886,-0.03485947723529412,-0.03237639311764707,-0.029826351941176485,-0.027002954529411774,-0.0247118353529412,-0.02244132141176472,-0.020775204000000005,-0.01866066911764703,-0.016745992294117655,-0.01494271335294118,-0.013356370117647065,-0.012602375000000006,-0.012704116411764693,-0.011547246294117637,-0.01143896435294118,-0.010582814529411767,-0.010887818647058824,-0.011035384411764708,-0.011111450882352943,-0.011211778705882358,-0.011528123294117641,-0.011396224705882356,-0.010743801058823534,-0.010215676176470595,-0.009384103117647057,-0.007926986470588246,-0.006345346882352942,-0.004767794235294123,-0.0033788827058823592,-0.0023792053529411855,-0.001463117470588235,-0.0006150586470588248,0.00013857623529413277,0.0009592478823529649,0.001742508352941187,0.00343718523529412,0.005117650470588236,0.006651231705882353,0.007488557529411771,0.008365094882352944,0.009087882647058822,0.00947768176470589,0.009726392470588235,0.009995913058823531,0.010257053058823531,0.010623912647058836,0.011192261588235296,0.01178583035294118,0.012326667999999992,0.01288832288235292,0.013382009470588235,0.012941576823529415,0.011627164647058832,0.010416345470588242,0.00964597670588236,0.009145322529411769,0.008519428647058826,0.00795437623529413,0.007442611529411766,0.0068771847647058765,0.006297682058823521,0.005697859705882331,0.005039346176470588,0.004328286411764706,0.0036835465882352897,0.0030800446470588133,0.0025042393529411677,0.002667618235294114,0.004056659705882343,0.005306432411764692,0.006472565588235266,0.007326650882352917,0.008174112411764703,0.008988434294117623,0.009589273470588244,0.010178148176470586,0.010787692058823531,0.01138523476470589,0.011982244411764695,0.012576025823529402,0.013102940176470596,0.013554323941176477,0.013961089823529421,0.013666594176470592,0.012383677647058833,0.010885686117647064,0.009497749882352954,0.008089936117647092,0.00680010788235294,0.005600936941176485,0.004557245999999987,0.003655684235294124,0.0027755460000000037,0.0018795109411764849,0.000979048000000024,7.753511764706233e-05,-0.0007824031176470597,-0.0015307815882352888,-0.002178583352941188,-0.003274374235294128,-0.003732264176470601,-0.0037556108823529333,-0.0038342064117646846,-0.003892795235294108,-0.0038937311176470424,-0.003946833764705865,-0.004071787294117626,-0.004237396117647035,-0.004381284117647058,-0.004509424117647071,-0.00460614970588237,-0.004692853529411761,-0.00474073970588236,-0.0048255179411764715,-0.004955374411764704,-0.0046184188235294105,-0.0037660482352941116,-0.0029960461764705903,-0.0023652282941176578,-0.0017877935882353035,-0.0013253518235294137,-0.0009310456470588424,-0.0004963577058823693,-7.583476470590655e-05,0.0002483579411764747,0.000551251235294134,0.0008441374117647282,0.001141826235294116,0.001412154176470587,0.0016613471176470662,0.0019062971176470739,0.001973071823529418,0.0012628882352941212,0.0007372920588235299,0.00041401970588234027,0.00019115529411763144,1.8982352941038227e-06,-9.290705882351868e-05,-0.00016487594117647886,-0.0002622882941176463,-0.0002607812352941191,-0.0002527239411764942,-0.0002265860000000286,-0.0002337383529411735,-0.0002338633529411771,-0.0002078362941176637,-0.0002030257058823759,-4.963394117647735e-05,0.0005528226470588177,0.0011865571176470635,0.0015197671176470778,0.0016781459411764899,0.001747011529411785,0.00176607329411764,0.001736740705882353,0.001676728117647061,0.0015722110588235194,0.0014455892941176718,0.0013310013529412024,0.001222202235294123,0.001125538411764715,0.001006087823529414,0.0009037207647058926,0.0008861007647058827,0.0007301907058823442,0.00037856999999999474,0.00026707411764703703,0.000208290294117619,0.00020342970588232978,0.00022246617647056488,0.00028231794117647424,0.0003546234705882195,0.00043049405882353287,0.0005483446470588155,0.0006564858235293958,0.0007735261176470554,0.0008571690588235203,0.0009618749411764715,0.0010351931764705918,0.001070632294117635,0.0010388143529411753,0.0009403575882352827,0.0007504346470588175,0.000585930529411749,0.0004851078823529392,0.0004088734117647236,0.0003300298823529363,0.0002539010588235441,0.00019426988235293763,0.00014721047058821601,7.5251999999984e-05,1.4241176470586314e-05,-4.3331176470567945e-05,-0.00010262705882352341,-0.00014269705882352657,-0.00012359405882350627,-0.00012128435294118944,-5.7620176470582485e-05,8.094347058824891e-05,0.00023515111764707552,0.00038496641176470614,0.0005081297058823486,0.0006241706470588443,0.0007482720588235375,0.0008261420588235313,0.0008687397058823737,0.0009074517058823839,0.0009345398235294233,0.00095024558823531,0.0009702858823529559,0.0010131052941176333,0.0009967531764705911,0.0009923152352941528,0.0009727058235294017,0.0009020239411764719,0.0007975041764706065,0.000656455588235294,0.0004954858823529446,0.00033746988235291986,0.00016897670588233993,2.7255882352958394e-05,-5.808882352940914e-05,-0.00012028411764707092,-0.00018697729411766562,-0.0002271401176470872,-0.0002640141764706089,-0.00030687035294116316,-0.00030584211764707325,-0.00032811388235295946,-0.0004407192352941097,-0.0005090436470588516,-0.0004935138823529694,-0.0005260567647058928,-0.0005004249411764694,-0.0004400866470588155,-0.00040637599999999996,-0.00038142047058825623,-0.0004337228235294227,-0.0005113255294117852,-0.000554072823529414,-0.0005954461176470721,-0.0006389805882352911,-0.0006759279411764768,-0.000781118235294101,-0.0008786158823529261,-0.0008624311176470417,-0.0008013875882352389,-0.0008093937647058597,-0.0008230502941176249,-0.0007945865294117505,-0.000823067176470571,-0.0008425807647058636,-0.0008146375294117297,-0.0007191798823529272,-0.0005755179999999693,-0.0004332756470587923,-0.0003284047058823153,-0.0002342761176470226,-0.00016643964705881364,-0.00019327405882353654,-0.0002895949411764742,-0.00036202176470591374,-0.0004513332352941435,-0.000509751529411781,-0.0004846094117647026,-0.0005318725882353104,-0.0005350113529411782,-0.0005256562941176463,-0.000547923058823549,-0.000590132470588256,-0.0006577475294117785,-0.0007513705882353228,-0.0008582835294117935,-0.0009465897647059213,-0.0010240007058823636,-0.0010261677647058765,-0.0008079842352941152,-0.000542587999999955,-0.000403234705882341,-0.00032567405882349965,-0.00027386429411764557,-0.0002395681764705837,-0.0002309984705882312,-0.00023054411764707183,-0.000221247058823551,-0.00022599058823528917,-0.0002445823529411695,-0.00026206870588235676,-0.00022731429411765314,-0.00018080582352940355,-0.0001504428823529691,-0.00022654311764708224,-0.0005319640000000236,-0.0007959119411765081,-0.0008790852352941331,-0.0008712167058823606,-0.0008335585294117626,-0.0008049673529411938,-0.0007439120588235565,-0.0006508705882352916,-0.0005560841176470571,-0.00045709858823528293,-0.0003629697647058866,-0.0002525289411764581,-0.0001464625294117644,-8.187800000002132e-05,-7.524941176464961e-06,0.00022528529411765252,0.0007478011764705944,0.001265595588235316,0.0015129997058823674,0.0016109500588235293,0.001649502117647042,0.001690586823529433,0.001723633294117663,0.0017115635882352792,0.0016670812941176477,0.0016175257647058627,0.0015671049411764698,0.0015034557647058827,0.0014204914117647294,0.0013418048823529843,0.0012897514705882684,0.001327929705882358,0.0011544102941176415,0.0007642226470588181,0.0005514408823529132,0.0004316446470588181,0.00039820958823531816,0.0003787037058823467,0.0003569480588235391,0.0003623010000000232,0.00038191800000002274,0.00039542176470588886,0.00037020200000000003,0.00033416529411761653,0.0003125415294117362,0.00029624152941172543,0.0002642022352941087,0.00011889905882352114,-7.102999999998583e-05,-0.00017300588235295844,-0.00022367588235293334,-0.0002616432941176666,-0.0003344170588235468,-0.0004436429411764642,-0.000566705529411779,-0.0007095916470588187,-0.0008591118823529503,-0.0009877321176470638,-0.0010515595294117719,-0.001055985999999981,-0.001040863764705871,-0.0010120272941176178,-0.0009864096470588307,-0.001038173529411754,-0.0009824285882352873,-0.0009655930588235162,-0.0009543742352940976,-0.0009288832941176245,-0.000905512117647056,-0.0008470191764705787,-0.000787680941176469,-0.0007077732941176418,-0.0006115471764705921,-0.0005521528235293977,-0.0005124650588235191,-0.0005237535294117523,-0.0005611149411764577,-0.0006026428235294118,-0.0006529810588235124,-0.0006346324705882311,-0.0005510995294117776,-0.00047541976470588665,-0.00043283211764708063,-0.0004332915294117806,-0.00046574705882351797,-0.0004990840073529484,-0.0005277482823529411,-0.0005611175966386828,-0.000613430479638008,-0.0006427975980392159,-0.0006236953903743236,-0.0005936525647058793,-0.0005519114771242034,-0.0005060830065359706,-0.000449424771241852,-0.0003762492418300789,-0.0003828639477124196,-0.00038217159477124674,-0.0003855333594771221,-0.0003620074771241849,-0.00032055253594773236
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
